GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOKEN,G16PREOFUE,G16PREOMOO,G16PREOLAR
34017040205,34,017,040205,344.6,97.7,4.5,6.7,0.8,0,0,0,0
34017040206,34,017,040206,389,100,3,5,0,0,0,0,1
34017040301,34,017,040301,322,90,10,3,2,0,1,2,0
34017040302,34,017,040302,308,78,7,3,0,0,0,0,1
34017040303,34,017,040303,346,122,7,9,0,2,0,0,3
34017040304,34,017,040304,338,111,2,7,0,0,0,0,1
34017040305,34,017,040305,281,119,1,5,1,0,0,1,1
34017040306,34,017,040306,320,143,4,15,0,1,0,0,1
34017040401,34,017,040401,455,201,8,11,1,0,0,0,5
34017040402,34,017,040402,458,159,4,15,0,0,5,0,2
34017040403,34,017,040403,446,164,5,12,2,1,0,0,2
34017040404,34,017,040404,492,137,5,5,0,0,0,1,0
34017040405,34,017,040405,314.2,132.8,2.1,12.1,0,1.7,0,0,0
34017040501,34,017,040501,306.6,143.1,0,1.4,0,0,0.7,0,0.7
34017040502,34,017,040502,447.4,147,5.8,7.1,0,0.3,0,1,2.5
34017040503,34,017,040503,481,135,2,1,1,1,0,0,1
34017040504,34,017,040504,346.6,118,2.2,5.9,0,0.7,0,0,1.5
34017040505,34,017,040505,658.8,177.7,10,6.1,0,0,0,0,3
34017040506,34,017,040506,549.4,202.1,3,2.6,0,1,0.3,0,0.3
34017040601,34,017,040601,311.9,126.8,4,3,0,0,0,0,0
34017040602,34,017,040602,508,118,8,5,0,0,0,1,2
34017040603,34,017,040603,562,175,6,19,0,0,1,0,3
34017040604,34,017,040604,409,132,2,6,0,0,0,1,2
34017040605,34,017,040605,510.7,143.9,1.9,11.3,3.8,0,3.8,0.9,1.9
34017040701,34,017,040701,653.6,187.8,9.3,3,1.1,1,0.1,0,2.3
34017040702,34,017,040702,435,121,2,4,1,0,0,0,2
34017040703,34,017,040703,383,117,4,7,0,0,0,0,0
34017040704,34,017,040704,388,109,3,6,1,1,0,0,1
34017040705,34,017,040705,406,118,3,4,0,1,0,0,0
34017045101,34,017,045101,343,319,9,9,1,0,1,0,2
34017045102,34,017,045102,258.7,169.6,2.1,3.3,0.1,0,0.1,0,0
34017045103,34,017,045103,945,413,18.6,9.6,0,0.5,0.5,0.5,1
34017045104,34,017,045104,152.1,173.4,7.8,3.9,0,0,1,0,0
34017045105,34,017,045105,166,130,3,2,0,0,1,0,0
34017045201,34,017,045201,392.1,353.1,6,7,0,0,0,1,0
34017045202,34,017,045202,390,281,10,5,2,2,0,0,0
34017045203,34,017,045203,233,257,8,3,0,0,1,0,0
34017045204,34,017,045204,207,246,5,4,0,0,0,0,0
34017045205,34,017,045205,122,106,2.3,1.3,0.1,0,0.1,0,0
34017045301,34,017,045301,168,165,4,7,0,0,0,0,0
34017045302,34,017,045302,333.7,148.9,7.6,2.2,0,0.4,0.4,0.4,0
34017045303,34,017,045303,215,192,3,1,1,0,0,0,0
34017045304,34,017,045304,251,260,5,4,0,0,0,1,0
34017050101,34,017,050101,426,74,3,3,0,0,0,0,1
34017050102,34,017,050102,307.9,50.5,7.9,6.9,0,0,0,0,3
34017050103,34,017,050103,268,48,1,2,0,0,0,0,0
34017050104,34,017,050104,573,88,3,2,1,1,1,0,2
34017050105,34,017,050105,353,60,4,2,1,0,0,0,1
34017050106,34,017,050106,443,70,9,3,4,0,0,0,2
34017050107,34,017,050107,334.1,97.5,14.1,5.1,1,0,0,0,0
34017050201,34,017,050201,307.2,65,0.9,11.1,0,0,0,0.9,0.9
34017050202,34,017,050202,491.8,102,5.1,11.9,4,0,1,0.1,1.1
34017050203,34,017,050203,371,65,2,4,0,0,0,0,1
34017050301,34,017,050301,394,116,6,11,0,0,0,0,1
34017050302,34,017,050302,471,84,3,13,0,0,1,0,2
34017050303,34,017,050303,469,84,5,10,1,2,1,1,1
34017050304,34,017,050304,316,86,4,7,0,0,0,0,0
34017050305,34,017,050305,294,115.4,4.2,10.1,0,0,0,0,0.8
34017050401,34,017,050401,431,103,6,10,0,0,0,0,5
34017050402,34,017,050402,466,104,1,8,0,2,0,0,2
34017050403,34,017,050403,449,111,5,5,0,0,0,1,3
34017050501,34,017,050501,459,153,1,3,1,0,2,3,3
34017050502,34,017,050502,473,109,3,13,1,0,0,0,0
34017050503,34,017,050503,468,90,6,4,0,0,0,0,1
34017050601,34,017,050601,419,79,7,3,0,0,0,1,1
34017050602,34,017,050602,463,87,2,8,2,0,0,0,2
34017050603,34,017,050603,342.4,77.7,9.7,5.3,0,0,0,0,1.8
34017050701,34,017,050701,363,115,5,7,1,1,0,0,1
34017050702,34,017,050702,343,95,5,2,1,0,0,1,3
34017050703,34,017,050703,400,99,3,2,0,0,0,1,1
34017050704,34,017,050704,399,107,7,8,0,1,0,1,1
34017050801,34,017,050801,315,104,2,7,0,0,0,0,4
34017050802,34,017,050802,461,78,0,3,1,0,0,0,3
34017050803,34,017,050803,355,85,1,2,0,0,0,0,3
34017050901,34,017,050901,641.2,151.9,4.8,13.4,1,0,0,1.9,3.8
34017050902,34,017,050902,287,160,2,6,1,0,1,0,1
34017050903,34,017,050903,418.6,106.6,1.6,5.6,0.8,0,0,0,2.4
34017050904,34,017,050904,324.4,70.4,2.3,4.2,0.2,0,0,0,1.6
34017050905,34,017,050905,120,23.8,1,1.6,0,0,0,0,0.5
34017050906,34,017,050906,156.8,32.2,1.3,2.3,0,0,0,0.1,0.7
34017051001,34,017,051001,349,75,6,4,0,0,0,0,0
34017051002,34,017,051002,369,112,5,1,1,0,0,0,2
34017055101,34,017,055101,549.2,232.6,22.7,11,0,0,0,0,0.2
34017055102,34,017,055102,594,189,12,17,1,0,0,0,0
34017055103,34,017,055103,259,92,1,2,1,1,0,0,0
34017055104,34,017,055104,293,117,6,7,0,0,0,0,1
34017055201,34,017,055201,405.2,127.1,4.8,5.3,0.1,0,0,1,0.1
34017055202,34,017,055202,347,95,10,9,0,0,0,0,0
34017055203,34,017,055203,411,120,9,5,1,0,0,0,0
34017055204,34,017,055204,262,91,6,4,0,0,0,0,1
34017055301,34,017,055301,691,200,11,23,0,0,0,0,0
34017055302,34,017,055302,524.4,113.8,12.2,8.9,0.8,0,0,0,0.8
34017060101,34,017,060101,364,65,3,5,0,0,0,0,1
34017060102,34,017,060102,774.9,370.3,12.6,5.2,1.1,0,1,0,0.1
34017060103,34,017,060103,327,93,2,7,0,0,0,4,1
34017060104,34,017,060104,298,62,5,5,0,0,0,0,0
34017060105,34,017,060105,324,116,1,9,1,0,0,0,0
34017060106,34,017,060106,280.2,106.5,4.4,2.5,0,0,0,0,0
34017060107,34,017,060107,461.7,179.1,6.3,12.2,0,0,0.1,0,0
34017060108,34,017,060108,226,65,0,2,0,0,0,0,1
34017060109,34,017,060109,392,87,3,4,0,0,1,0,2
34017060201,34,017,060201,470,111,2,11,0,0,1,0,5
34017060202,34,017,060202,630,176,5,12,1,0,0,0,3
34017060203,34,017,060203,410,133,5,5,1,0,0,0,1
34017060204,34,017,060204,285,80,1,4,0,0,0,0,0
34017060205,34,017,060205,209,89,1,5,1,1,1,0,0
34017060206,34,017,060206,322,105,7,3,0,0,0,0,2
34017060207,34,017,060207,264,45,0,2,1,0,0,0,0
34017060208,34,017,060208,316,89,5,5,0,0,0,0,0
34017060209,34,017,060209,0,0,0,0,0,0,0,0,0
34017060301,34,017,060301,274.7,68.7,2,2,2,0,0,0,1
34017060302,34,017,060302,318,71.2,3.3,3.2,0.8,0,0.1,0,0
34017060303,34,017,060303,397.9,96.2,6.7,9.3,0.1,0.9,0,0.9,0
34017060304,34,017,060304,337,85,8,7,0,0,0,0,2
34017060305,34,017,060305,275,66,3,10,0,0,0,0,1
34017060306,34,017,060306,363,114,3,4,0,1,0,0,4
34017060307,34,017,060307,339,75,4,3,0,0,0,0,0
34017060308,34,017,060308,433,159,3,7,1,0,1,0,1
34017060309,34,017,060309,282,83,2,2,0,0,0,0,0
34017060310,34,017,060310,388.7,154.4,8.2,7.4,0.1,0,0.8,0,0
34017060311,34,017,060311,306.8,94.4,3.5,2.8,0,0.1,0,0.1,0
34019005001,34,019,005001,264.6,548.1,23.6,5.7,0,0.9,0,1.9,0
34019005002,34,019,005002,215,400,15,5,0,0,0,0,0
34019005003,34,019,005003,208.3,420.5,13.3,8.3,0,0,1,1.1,0
34019005004,34,019,005004,216,415,17,11,2,0,0,0,0
34019010001,34,019,010001,226.4,288.9,20.4,3.7,0,0,0,0,1.9
34019010002,34,019,010002,195.4,311.5,25.2,2,0,0,0,0,0
34019010003,34,019,010003,201.3,347.4,11.9,8.9,0,0,0,0,0
34019010004,34,019,010004,201.5,400.1,20.5,10.4,0.1,0,0.1,0,0.2
34019015001,34,019,015001,175.1,276.5,11,2.3,1,0,0,0,0.1
34019020001,34,019,020001,281.6,307.2,27.2,9.1,0.1,0,0,1,1
34019025001,34,019,025001,484.1,421.7,32.7,13.2,2,1,1,1,0
34019025002,34,019,025002,182.5,226.1,22.3,5.9,1,1,0,0,1
34019030001,34,019,030001,199.6,305.5,14,6.1,0.9,0,0,0,0.9
34019030002,34,019,030002,272.4,334.1,32.1,5,2,0,1,0,0
34019030003,34,019,030003,245.8,284.7,20.2,10.1,1,0,0,0,0
34019030004,34,019,030004,312,328,29,10,1,0,0,0,1
34019030005,34,019,030005,281.9,427.6,20.2,9.1,1,0,1,0,0
34019030006,34,019,030006,223.9,369.9,17.2,5,0,0,0,0,0
34019030007,34,019,030007,222.7,375.7,18.6,7.8,0,0,0,0,0
34019030008,34,019,030008,191.1,316.1,22,2,0,0,0,0,0
34019030009,34,019,030009,250.9,301.4,12.6,9,2.9,0,0,0,2.9
34019030010,34,019,030010,273.9,314.4,21.6,7.2,2,0,0,0,1
34019030011,34,019,030011,283.4,313.9,16,10,0,0,0,0,0
34019030012,34,019,030012,249.2,315.1,14.5,7.4,1.1,1,0,0,0.2
34019035001,34,019,035001,294,359,21,6,0,0,2,0,0
34019035002,34,019,035002,194,319,20,4,2,0,1,0,0
34019035003,34,019,035003,280,258,11,9,1,0,1,0,0
34019035004,34,019,035004,208.2,372.6,11.2,2.3,1.3,0.1,0,0,0
34019035005,34,019,035005,282,251,8,5,1,0,0,0,1
34019040001,34,019,040001,168,263,20,7,1,0,0,0,0
34019040002,34,019,040002,202.1,283.2,14,0,0,0,0,0,0
34019040003,34,019,040003,211,248,21,7,0,0,0,0,1
34019040004,34,019,040004,172.7,267,17,4,0,0,0,1,0
34019040005,34,019,040005,224.9,245.9,16,3,0,0,1,0,1
34019045001,34,019,045001,238.1,174.7,10.4,4.7,2.8,0.9,0,0,0
34019045002,34,019,045002,268.1,225,37.1,13.1,1,1,0,1,1
34019045003,34,019,045003,282.6,267,23.5,10.8,0,0,0,0,0
34019050001,34,019,050001,198,398,17,0,0,0,0,0,1
34019050002,34,019,050002,171.1,355.9,17.7,3.7,3.7,0.9,0,0,0
34019050003,34,019,050003,249.3,370.3,26.5,3.3,2,0,0,0,1
34019055001,34,019,055001,428.4,289.2,14.3,21.3,0.1,0,0,1,0
34019060001,34,019,060001,335,467,42,7,2,0,0,0,1
34019065001,34,019,065001,250.5,382.4,20.2,6,2,0,0,0,1
34019070001,34,019,070001,229.3,293.6,18.7,7.1,0,0.9,0,0,0.9
34019070002,34,019,070002,336.4,324.8,29.4,9.6,0,0.1,0,0,0.1
34019070003,34,019,070003,287,281,37,7,1,0,2,0,1
34019075001,34,019,075001,165.1,323.3,11.1,10.8,1.6,0,0.8,0,0
34019075002,34,019,075002,183.7,463.3,18,6,1,0,0,0,0
34019075003,34,019,075003,189.8,372.8,20.8,8,0,0,0,0,1
34019075004,34,019,075004,199.4,384.9,21.7,9.9,0,0,1,1,0
34019075005,34,019,075005,171,319.8,26.3,3,1,0,0,0,0
34019080001,34,019,080001,184,348,21,7,0,1,0,1,0
34019080002,34,019,080002,180.7,362.5,20.1,2,0,0,0,1,1
34019080003,34,019,080003,144.6,340.8,5.7,6.7,1.9,0,1,0,0
34019080004,34,019,080004,173,325,25,6,1,0,1,0,1
34019085001,34,019,085001,464.6,176.3,16.4,9.9,1.1,0,0,0,0
34019085002,34,019,085002,505.7,144.8,19.9,11.9,1,0,0,0,0
34019085003,34,019,085003,413.8,174.9,13.9,2.4,0,0,0,0,1.9
34019085004,34,019,085004,430.4,88.4,12.6,16.5,1,0,1,0,0
34019090001,34,019,090001,341.1,496.4,16.8,10.9,0,0,1,1,1
34019095001,34,019,095001,215.9,377.1,21.9,0.9,2.7,0,0,0,0.9
34019095002,34,019,095002,177.6,328.1,13.7,8.3,0,0,1,0,0
34019095003,34,019,095003,211.5,350.6,29.8,7,0,0,0,0,0
34019095004,34,019,095004,244.4,429.6,31,12,0,0,0,1,0
34019095005,34,019,095005,177.3,296.5,13.6,4.3,0,0,0,0,1.1
34019095006,34,019,095006,122.6,289.2,11.7,4.6,0,0,0,0,0
34019100001,34,019,100001,272.9,356.1,18.3,12.1,3,0,0,0,0
34019105001,34,019,105001,236,298,27,10,0,0,0,0,2
34019105002,34,019,105002,257.2,260.8,16.2,0.9,0.9,0,0,0,0
34019105003,34,019,105003,242,358,18,6,5,1,0,1,0
34019105004,34,019,105004,248.1,227.2,21.8,1.9,0,0,0,0,0
34019105005,34,019,105005,257.9,376.9,14.7,2.3,0,0,0,1,0
34019105006,34,019,105006,202.6,251,7.6,0.8,1.5,0,0,0,0
34019105007,34,019,105007,231.3,350,18,6,2,1,0,0,0
34019105008,34,019,105008,198.2,333.6,21.3,1.1,0,0,1,0,1
34019105009,34,019,105009,270,328,13,7,3,0,0,0,3
34019105010,34,019,105010,250,244,16,13,1,0,0,0,2
34019105011,34,019,105011,246.1,344.9,15.9,9.9,0,0,0,0,1
34019105012,34,019,105012,211.2,240.2,9.7,4.1,1.1,0,1.9,0,0
34019105013,34,019,105013,267,326,17,6,0,0,0,0,1
34019105014,34,019,105014,264,341,15,10,0,0,0,1,0
34019105015,34,019,105015,296,307.8,18.1,6,0,0,0,0,0
34019105016,34,019,105016,299,277,20,6,1,0,0,0,1
34019105017,34,019,105017,348.5,478.5,19.1,6.5,1.5,0,0,0,0
34019105018,34,019,105018,347.4,418.8,22.4,9.2,0.4,0,0.2,0,0
34019105019,34,019,105019,241.2,276.5,8.2,4.1,1.6,0,0.8,0,0
34019105020,34,019,105020,229.8,323.8,25,5,0,0,0,0,0
34019105021,34,019,105021,251.7,293.4,12.6,4.5,0,0,0,0,0
34019110001,34,019,110001,276.8,423.6,11.7,8.4,0,0,0,0,0
34019110002,34,019,110002,284,334,23,8,0,1,1,0,1
34019110003,34,019,110003,169,283.1,10,4.3,0,0,0,0,0
34019110004,34,019,110004,167,327,22,8,0,0,1,0,1
34019110005,34,019,110005,248.5,409.9,30.7,10.9,3,1,0,0,0
34019110006,34,019,110006,240.5,378.8,11.9,4,1,0,0,0,1
34019110007,34,019,110007,283.8,476.4,24.3,6.9,0,0,0,0,0
34019110008,34,019,110008,291.8,365.5,14.5,3.9,2.9,0,0,0,1
34019110009,34,019,110009,165,302,24,5,3,0,0,1,0
34019110010,34,019,110010,224.6,413.9,19,4,1,0,0,0,1
34019110011,34,019,110011,267,484,14,6,0,0,1,0,0
34019110012,34,019,110012,157.3,277,13.5,7.7,0,0,0,0,0
34019110013,34,019,110013,338.2,370.3,23.2,7.1,0,0,1,1,0
34019110014,34,019,110014,183.6,269.8,13.6,8.2,0.1,0,0.1,0,0
34019110015,34,019,110015,131,233,12,4,0,0,0,1,1
34019110016,34,019,110016,212.8,273.4,14.6,4.3,1,0,0,0,0
34019115001,34,019,115001,198,115,12,8,2,0,0,0,1
34019120001,34,019,120001,176.7,216,15.5,2.9,0.1,0,0,0,0
34019120002,34,019,120002,358.4,625.7,27.4,9,1,0,0,0,0
34019120003,34,019,120003,281.5,427.5,18.1,8.6,0.1,0,0,0,1
34019120004,34,019,120004,211.3,322.2,15.9,13.9,0,0,0,0,1
34019120005,34,019,120005,215.7,327.5,18.5,1,0,0,0,0,1
34019125001,34,019,125001,241,382,26,9,0,0,0,0,3
34019125002,34,019,125002,273,418.1,18,10,1,1,0,0,0
34019125003,34,019,125003,258.6,339.1,19.4,13.2,0,0,0,0,2
34019125004,34,019,125004,198.4,346.9,15.6,9.8,0,0,0,0,0
34019130001,34,019,130001,504.9,572.8,39.5,17.1,1,0,0,0,0.1
34019130002,34,019,130002,234.4,319.7,13.6,1.1,2.9,1,0,0,0
34021005001,34,021,005001,676,352,24,11,2,0,1,2,0
34021005002,34,021,005002,664.3,258.4,13.6,7.7,0.9,0,0,0,0
34021005003,34,021,005003,233.8,137.7,6,3,0,0.9,0,0.9,0
34021005004,34,021,005004,817.3,378,21.7,15.7,2,1,0,1,0
34021005005,34,021,005005,612,349,25,13,1,2,1,0,0
34021005006,34,021,005006,490.3,290.2,19,7.1,0,0,0,1,0
34021005007,34,021,005007,416,244,24,11,3,0,0,1,0
34021005008,34,021,005008,693.6,408.2,28,15.7,3.1,0,0,2,0
34021005009,34,021,005009,399,138,5,3,1,0,1,0,0
34021005010,34,021,005010,337.1,145.4,9,6,0,0,0,1,0
34021005011,34,021,005011,582.9,219.6,16,11,2,0,0,1,0
34021005012,34,021,005012,422.2,181.4,15.9,16.9,1,0,0,0,0
34021005013,34,021,005013,376,136,7,6,0,0,1,1,0
34021005014,34,021,005014,334,106,4,11,1,0,0,1,0
34021005015,34,021,005015,413.8,164.6,9.1,4.2,0,1,1,2,0
34021005016,34,021,005016,312,103,4,6,0,0,2,1,1
340210055E7,34,021,0055E7,329.2,29.8,4.1,6,0,1,0,1,0
34021010001,34,021,010001,295,174,11,2,1,0,1,0,0
34021010002,34,021,010002,295,122,12,8,1,0,0,0,0
34021010003,34,021,010003,423,86,10,5,1,0,0,1,0
34021010004,34,021,010004,542,198,19,10,0,1,1,3,0
34021010005,34,021,010005,518,45,5,7,0,0,0,0,0
34021010006,34,021,010006,425,129,13,10,1,1,0,1,2
34021010007,34,021,010007,273,143,13,6,0,0,0,0,0
34021010008,34,021,010008,301.6,219.7,11,6,0,0,0,1,0
34021010009,34,021,010009,470,83,2,5,2,0,0,1,0
34021010010,34,021,010010,520,60,4,0,0,0,0,0,0
34021010011,34,021,010011,510.2,282.1,21.5,4.7,1,1.1,3,3,0
34021010012,34,021,010012,381.6,133,10.1,15.1,5,0,0,0,0
34021010013,34,021,010013,313,35,2,11,0,1,0,0,0
34021010014,34,021,010014,226.5,157,13.9,7,3,0,0,0,0
34021010015,34,021,010015,530.5,104,13.3,1.8,0,0,0.9,0,0
34021010016,34,021,010016,225.2,175.1,8.7,4.8,0,0,0,0,0
34021010017,34,021,010017,402.4,157,16.9,9.9,1,0,0,1,0
34021010018,34,021,010018,428,212,19,9,1,2,0,0,0
34021010019,34,021,010019,529,378,25,7,1,0,0,1,0
34021010020,34,021,010020,188,153,7,2,1,0,0,0,0
34021010021,34,021,010021,476.3,300.1,25,10.1,7,0,0,0,0
34021010022,34,021,010022,287.7,115.4,13.7,6.4,0,0.9,0,0,0
34021010023,34,021,010023,304.6,120.5,12.1,7,0,0,2,2,0
34021010024,34,021,010024,751,282,27,8,1,1,1,1,0
34021010025,34,021,010025,498.4,72.5,7,4,0,0,0,1,0
34021010026,34,021,010026,467,137,7,8,1,1,0,0,0
34021010027,34,021,010027,491.4,154.6,2,11.8,0,3.9,2,2,0
34021010028,34,021,010028,362,50,1,2,1,0,0,0,0
34021015001,34,021,015001,260.9,292.6,23.8,9.9,0,0,1,1,0
34021015002,34,021,015002,237,240,20,2,1,0,0,0,0
34021015003,34,021,015003,194.7,347.1,16.1,3,2,0,0,0,0
34021015004,34,021,015004,475,93,12,10,0,0,0,0,1
34021015005,34,021,015005,558,186,12,12,2,1,4,1,0
34021015006,34,021,015006,389.2,297.8,15.7,3.9,2,1,0,2,0
34021015007,34,021,015007,1060.1,178.6,12.1,15.7,0.2,0,1.1,2.2,2
34021015008,34,021,015008,173,238,11,1,0,0,1,0,0
34021015009,34,021,015009,310,401,23,5,4,1,1,1,0
34021015010,34,021,015010,272.8,414.7,8,5,2,0,0,1,0
34021015011,34,021,015011,383,237,11,8,1,0,1,1,0
34021015012,34,021,015012,454.8,234.7,8.3,7.5,1,0,0.9,4.5,0.9
34021015013,34,021,015013,692.8,103.8,12,10,0,1,1,2,0
34021015014,34,021,015014,480.2,405,15.1,13.1,1,0,3,0.5,0
34021015015,34,021,015015,649,458,17,16,1,0,0,2,0
34021015016,34,021,015016,332,219,12,15,2,0,1,0,0
34021015017,34,021,015017,419.8,252.2,9.1,8,0,0,0,1,0
34021015018,34,021,015018,365,189,12,13,1,0,1,1,0
34021015019,34,021,015019,191,250,14,3,0,1,0,1,0
34021015020,34,021,015020,247,295,23,4,0,0,0,0,0
34021015021,34,021,015021,201,192,13,8,1,0,0,0,0
34021015022,34,021,015022,159.4,232.2,10.2,10.1,0,0,0,0,0
34021015023,34,021,015023,642.2,240.8,10.5,9.4,2,0,1,2,1
34021015024,34,021,015024,230,210,6,3,0,0,1,0,0
34021015025,34,021,015025,421,298,28,6,1,1,3,1,0
34021015026,34,021,015026,289,251,22,5,1,0,1,1,0
34021015027,34,021,015027,366,498,34,4,0,1,1,0,0
34021015028,34,021,015028,283,291,18,1,1,0,0,1,0
34021015029,34,021,015029,244.8,204.1,8.5,7.6,0,0.9,0,0,0
34021015030,34,021,015030,247,331,19,6,1,0,0,1,1
34021015031,34,021,015031,589.2,703.2,41.9,8.6,0.3,1,1,1.5,0.2
34021015032,34,021,015032,233,270,11,13,1,0,0,1,1
34021015033,34,021,015033,295,298,19,6,2,1,0,1,0
34021015034,34,021,015034,258,233,12,12,1,0,0,0,0
34021015035,34,021,015035,376,376,16,11,0,0,0,1,0
34021015036,34,021,015036,227,226,14,1,1,0,1,0,0
34021015037,34,021,015037,158.9,146.9,8.4,4.1,0,0,0,0.7,0
34021015038,34,021,015038,291,329,18,4,2,0,1,0,0
34021015039,34,021,015039,283,186.1,11.2,2,1,0,0,1,0
34021015040,34,021,015040,232,209,22,6,0,0,0,1,0
34021015041,34,021,015041,455.5,325.4,16.8,10.6,0.2,1,0.8,1.2,0
34021015042,34,021,015042,254,300,18,6,0,0,0,1,0
34021015043,34,021,015043,292,315,15,12,3,0,1,1,0
34021015044,34,021,015044,225.4,305,10.6,1.9,0,1,0,0,0
34021015045,34,021,015045,293,518,22,6,2,0,1,1,0
34021015046,34,021,015046,209,316,8,1,1,0,1,0,0
34021015047,34,021,015047,396,495.2,15,2,1,0,0,0,1
34021015048,34,021,015048,245,215,2,0,2,0,1,0,0
34021015049,34,021,015049,217.8,369.5,13.7,2.4,0.7,0,0,1.4,0.7
34021015050,34,021,015050,398,402,26,6,1,0,0,1,1
34021015051,34,021,015051,279.6,229.8,10.8,3.9,2,0,2,0,0
34021015052,34,021,015052,402.6,341.4,23.5,14.1,4.7,0,0.9,0,0
34021015053,34,021,015053,242.5,306.6,17.8,4.9,0,0,0,1,0
34021015054,34,021,015054,320.5,186.6,7.2,10.4,0.8,0,3.2,0.8,0
34021015055,34,021,015055,465,505,18,17,2,0,1,2,0
34021015056,34,021,015056,316,362,26,6,1,0,0,0,0
34021015057,34,021,015057,276.4,366.6,19.8,1,0,0,0,2,0
34021015058,34,021,015058,233,267,15,6,1,0,1,0,0
34021015059,34,021,015059,412,491,16,6,7,0,0,2,0
34021015060,34,021,015060,353,467,16,9,2,0,0,0,0
34021015061,34,021,015061,361,420.8,10,4,0,0,1,0,1
34021015062,34,021,015062,193,224,13,6,1,1,0,2,0
34021015063,34,021,015063,266,192,10,2,0,0,1,2,0
34021015064,34,021,015064,290,365,18,8,5,0,1,0,1
34021020001,34,021,020001,428.6,221.7,17.4,11.2,1,0.1,0,1.1,0
34021020002,34,021,020002,297.8,200.4,19.9,9.4,0,0,0,0,0
34021020003,34,021,020003,352.2,169.6,13.2,6.6,0,0,0,1,1
34021020004,34,021,020004,374,146,13,6,0,0,0,1,0
34021025001,34,021,025001,426.1,117.3,18,6,0,0,1,0,0
34021025002,34,021,025002,459.1,160.5,24.1,10.1,0,0,0,3,0
34021030001,34,021,030001,416.6,231.9,13.5,15.3,0,0,1.9,0,0
34021030002,34,021,030002,508.6,307.7,39.5,13.2,1,1,0,1,0
34021030003,34,021,030003,326.4,245.3,22.5,7.8,0,0,0,0,0
34021030004,34,021,030004,410,304,35,4,3,0,0,0,0
34021030005,34,021,030005,640.5,308.9,37.6,10.9,0,0,1,2,0
34021030006,34,021,030006,461.8,284.2,9.9,6.9,2,1,2,1,0
34021030007,34,021,030007,488,334,18,12,1,0,2,0,0
34021030008,34,021,030008,529,276,36,4,0,0,0,1,2
34021030009,34,021,030009,393.5,218.2,27.5,5.6,2,0,1.1,0,0
34021030010,34,021,030010,978.1,413.6,38,8,5,1,1,1,0
34021030011,34,021,030011,460.9,216.9,12,15,7,0,0,0,0
34021030012,34,021,030012,420,256,19,14,1,0,1,0,0
34021035001,34,021,035001,558.5,186.5,21.3,10.6,0,0,1.9,0,0
34021035002,34,021,035002,453,251.7,13.1,8.2,2,0,1,2.8,0
34021035003,34,021,035003,658.5,143,15.7,9.2,0,0,0.1,1,1
34021035004,34,021,035004,531.9,253.4,30.4,8,0,0,0,0,0
34021035005,34,021,035005,328.4,170.1,6.9,3,0,0,3,1,0
34021035006,34,021,035006,397.2,212.3,16.8,14.9,0.2,0,0.9,1.8,0
34021035007,34,021,035007,469,209,26,2,0,0,0,1,0
34021035008,34,021,035008,338.9,198.7,11.2,10.1,4.8,0,1.1,0.2,0
34021035009,34,021,035009,212.7,114,3.1,2,1,0,0,0,0
34021035010,34,021,035010,355.3,165.6,9.6,6.2,0,0.1,2,0,0
34021035011,34,021,035011,335,130,11,7,0,0,0,0,0
34021035012,34,021,035012,547.8,238,15.4,1.8,0,0.9,0,0,0
34021035013,34,021,035013,516,172,19,7,0,0,2,0,0
34021035014,34,021,035014,317,163,13,6,0,0,2,0,1
34021035015,34,021,035015,628.4,207.2,18.3,16.6,1,1,0.2,0,0
34021035016,34,021,035016,1731.2,457.9,38.7,29.5,2.6,1.4,1.9,1.9,1
34021035017,34,021,035017,571.4,252.3,10.2,6.1,0,0,0,1,0
34021035018,34,021,035018,535.1,270.5,19.8,5,4,0,1,1,0
34021035019,34,021,035019,517.5,142.2,13.7,8.1,1.8,0.6,1.2,1.2,0
34021035020,34,021,035020,437.1,156.3,19.5,9.7,0,0,2.9,0,0
34021035021,34,021,035021,278,208.9,14.2,5.1,1,0,1,0,0
34021040001,34,021,040001,387.1,126,12.4,9.1,1,1,0,0,0
34021040002,34,021,040002,392.3,99.2,24,3,1,1,1,0,0
34021040003,34,021,040003,376,87,9,3,0,0,0,0,0
34021050001,34,021,050001,740.4,176.2,16.9,6.7,0.1,0,0,0,0
34021050002,34,021,050002,382,95,23,0,1,0,0,0,0
34021050003,34,021,050003,351.1,146.6,20.6,2,0,0,0,0,0
34021050004,34,021,050004,438,131,18,4,1,0,1,0,0
34021050005,34,021,050005,334,95,13,7,1,0,0,0,0
34021050006,34,021,050006,442,71,21,8,0,0,0,0,0
34021050007,34,021,050007,929.1,37,40,25.4,1,0,1,1,0
34021050008,34,021,050008,440.6,31.1,2.4,10.2,0,0,1,0.2,0
34021050009,34,021,050009,634,35,5,18,0,0,1,0,0
34021050010,34,021,050010,388,83,16,14,0,1,0,0,0
34021050011,34,021,050011,783,138,18,13,3,1,2,1,0
34021050012,34,021,050012,415,52,5,3,0,0,0,2,1
34021050013,34,021,050013,740,117,25,25,2,0,1,0,0
34021050014,34,021,050014,480.2,100.2,4.5,3.2,0,0,0,2,0
34021050015,34,021,050015,371.2,78.2,12.4,2.9,0,0,0,0,0
34021050016,34,021,050016,411,70,12,2,0,0,0,0,0
