GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOKEN,G16PREOFUE,G16PREOMOO,G16PREOLAR
34011070501,34,011,070501,263,78,4,3,1,0,0,0,0
34011070502,34,011,070502,263,162,15,3,2,1,0,0,1
34011070503,34,011,070503,408,52,1,2,1,0,0,0,2
34011070504,34,011,070504,365.5,94.9,7.3,5.2,0.1,0,1,0,2.1
34011070505,34,011,070505,293,153,1,2,0,0,1,0,0
34011070506,34,011,070506,261.2,168.2,5.8,3.6,0.4,0,0,0,0.2
34011070601,34,011,070601,316,405.2,14.7,7.8,2,1,0,0,0
34011070602,34,011,070602,338,433,12,7,4,2,0,0,0
34011070603,34,011,070603,162.3,222.4,8.8,4.7,2.7,0,0.7,0,1.4
34011070604,34,011,070604,447,457,29,4,1,0,0,0,5
34011070605,34,011,070605,284.3,350.6,18,4,0,0,1,0,1
34011070606,34,011,070606,306,391,10,5,4,1,0,0,0
34011070607,34,011,070607,580.3,668.8,30.1,17.5,2.9,0,1.9,0,0
34011070608,34,011,070608,501.8,641.3,30.9,15.5,0.1,0,0.1,0,0
34011070609,34,011,070609,326,371,10,10,1,0,0,0,0
34011070610,34,011,070610,406.3,564.8,28.9,5.1,0,2,1,0,0
34011ZZZZZZ,34,011,ZZZZZZ,95,153.4,6.7,3.9,0.8,0.3,0,0,0.2
34013005101,34,013,005101,361.2,148.5,3.6,3.6,0.9,0.9,0,0,0
34013005102,34,013,005102,408.1,173.2,1.9,3.7,0,0,0.9,0,0
34013005103,34,013,005103,283,162,2,5.7,0,0,0,1.8,0
34013005104,34,013,005104,394.4,223.8,7.9,6.4,3.6,1,0,0,0
34013005105,34,013,005105,383.1,143.4,4.9,11.8,2,1,3.9,0,0
34013005106,34,013,005106,237.4,156.7,3,7.8,1,0,0,0,0
34013005201,34,013,005201,234.5,159.2,3.9,1.9,0,1,1,1,0
34013005202,34,013,005202,153.7,170.8,3.1,2.1,0,0,2,0,2
34013005203,34,013,005203,248.9,243.3,15.1,7.5,0.9,0,0.9,0,0
34013005204,34,013,005204,290,266,7,3,0,0,0,1,2
34013005205,34,013,005205,263,228,1,7,0,0,0,0,0
34013005206,34,013,005206,253.4,264.2,3,2.1,1,0,0,1,0
34013005207,34,013,005207,253,209,5,2,0,0,3,0,0
34013005208,34,013,005208,387,282,8,5,0,0,2,0,1
34013005301,34,013,005301,303.3,114.6,4.5,6.3,0,0.9,0.9,0,0
34013005302,34,013,005302,351,140,7,13,0,2,1,0,0
34013005303,34,013,005303,312.6,96.9,5.8,8.7,0,0.7,1.5,0,0.7
34013005304,34,013,005304,347,154,3,7,1,0,2,0,0
34013005305,34,013,005305,239,153,3,4,0,1,0,0,1
34013005306,34,013,005306,361.8,155.3,3.6,7.3,0.9,0,0,0,0
34013005401,34,013,005401,272.6,127.3,4,5.1,1,0,0,0,0
34013005402,34,013,005402,363,160,1,10,0,0,1,0,0
34013005403,34,013,005403,347,169,8,6,1,0,2,1,0
34013005404,34,013,005404,383.8,280.1,10,4.1,0,0,0,0,0
34013005405,34,013,005405,237.9,167,7,4,0,1,1,0,0
34013005406,34,013,005406,363,295,7,6,1,0,1,0,0
34013010102,34,013,010102,592,268.4,9.7,8.7,1,0,0,0,1.9
34013010103,34,013,010103,585.7,103.1,8.8,22.4,0,0,1,0,0
34013010104,34,013,010104,323.8,128.4,7.3,5.5,0.9,1.8,0,0,0
34013010105,34,013,010105,510,124,5,4,1,0,0,1,0
34013010106,34,013,010106,403.1,186,5.9,7.1,0,0,0,0.1,1
34013010107,34,013,010107,324.6,168.2,10.1,7.6,3.4,0,0,0,0
34013010108,34,013,010108,334,165,5,5,1,0,3,1,2
34013010109,34,013,010109,384,154,13,12,0,0,0,0,0
34013010110,34,013,010110,264,124,10,6,0,0,0,0,0
34013010111,34,013,010111,595.2,297.6,22.7,20.5,5.1,0.2,1,0,0
34013010112,34,013,010112,360.6,182.4,6.3,15.2,4,0,1,0,0.1
34013010201,34,013,010201,387,213.3,5.4,8.1,0,0,0,0,0
34013010202,34,013,010202,459.6,160.5,7.9,20.8,1,0,1,0,0
34013010203,34,013,010203,337.9,241.2,12.7,6.8,0,0,2,0,0
34013010204,34,013,010204,334,221,6,6,2,0,2,0,0
34013010205,34,013,010205,418,265,15,7,1,0,2,0,0
34013010206,34,013,010206,654.1,270.8,12.4,12.2,1.1,0,0,0,0
34013010207,34,013,010207,432,198,10,4,0,0,1,0,0
34013010208,34,013,010208,424,387.1,15,8,1,0,0,0,0
34013010209,34,013,010209,516.1,384.6,15.7,17.7,1,0,4.9,0,1
34013010210,34,013,010210,501,266,12,11,2,0,2,0,0
34013010211,34,013,010211,337.9,241.4,12.3,8.3,0,0,1.1,0,0
34013010301,34,013,010301,574,122,13.5,7.2,0,0,0.9,0,0
34013010302,34,013,010302,401,100,7,2,0,1,0,0,0
34013010304,34,013,010304,498,64,4,13,0,0,1,0,0
34013010305,34,013,010305,513.2,63.6,3.4,5.6,1,0,1.1,0,0
34013010306,34,013,010306,427.6,80,4,7,0,3,1,0,0
34013010307,34,013,010307,429,80,7,6,0,1,0,0,1
34013010308,34,013,010308,406.2,74.7,2.3,3.3,1,0,2,0,0
34013010309,34,013,010309,359.7,62.3,1,3,0,1,2,0,1
34013010310,34,013,010310,390,71,2,2,0,0,2,0,0
34013010311,34,013,010311,300.2,126.9,5.2,3.2,0,1,0,0,0
34013010312,34,013,010312,362.4,112.7,6,10.1,0,0,0,0,0
34013010313,34,013,010313,364.6,115.3,2,6.9,0,0,1,0,1
34013010314,34,013,010314,321,96,2,6,0,1,0,1,0
34013015001,34,013,015001,211,250,10,2,1,0,0,0,0
34013015002,34,013,015002,185.5,155.4,8,2,3,0,2,0,0
34013015003,34,013,015003,183,187,8,1,0,1,0,0,0
34013015004,34,013,015004,299.5,253.1,12.7,5.5,0.9,0,0.9,0,0
34013015005,34,013,015005,393.5,325,22.3,11.5,2.1,1,2.1,0,2
34013015006,34,013,015006,309,244,15,2,5,1,1,0,0
34013015007,34,013,015007,195,184.4,6.8,7.7,0,0,1,0,0
34013025001,34,013,025001,235,354,8,3,1,0,0,0,0
34013025002,34,013,025002,408.2,523.1,16.9,3.4,2,0,0.1,0,0
34013025003,34,013,025003,277.9,387,11.4,4.7,0,0,0.9,0,0
34013025004,34,013,025004,340.8,454.4,11,9,0,0,0,0,0
34013025005,34,013,025005,230,309,6,1,0,0,0,0,0
34013025006,34,013,025006,212,290,16,4,1,0,0,0,0
34013025007,34,013,025007,298.9,529.4,10.8,4.4,0.3,0,0,0,1
34013025008,34,013,025008,247.2,321.9,7,3,1,1,1,0,0
34013025009,34,013,025009,280.3,343.3,7,1,0,0,1,0,0
34013025010,34,013,025010,231.8,286.3,5.2,2.6,1.7,0,0,0,0
34013027E01,34,013,027E01,849.5,29,1,5.9,0.9,0,0,0,0.9
34013027E02,34,013,027E02,600.1,17,1,3.5,0.1,0,0,0.1,0
34013027E04,34,013,027E04,515.2,15,0,1,0,0,0,0,0
34013027E05,34,013,027E05,702.1,16.6,1,5.1,0,0,0,0,0
34013027N02,34,013,027N02,675,27,1,4,2,0,1,0,0
34013027N03,34,013,027N03,648,27,3,3,0,0,1,0,1
34013027N04,34,013,027N04,292,28,0,8,1,0,0,0,0
34013027N05,34,013,027N05,679.8,12.6,0.1,3.1,0,0,1,0,0
34013027S01,34,013,027S01,601,42,1,6,1,1,0,1,0
34013027S02,34,013,027S02,790.3,37.2,5.1,11.6,4,1,2,1,0
34013027S04,34,013,027S04,474,22,1,5,0,0,1,0,0
34013027S05,34,013,027S05,525,17,5,10,2,0,2,1,0
34013027S06,34,013,027S06,350,21,3,6,0,0,0,0,0
34013027W03,34,013,027W03,425,32,1,3,0,0,1,0,0
34013027W04,34,013,027W04,543,24,0,7,0,0,4,0,0
34013027W05,34,013,027W05,441.4,34.2,1.9,5.8,0,0.9,0,0,0
34013027W06,34,013,027W06,371,23,1,2,0,0,0,0,0
34013030101,34,013,030101,385.8,11.7,0.9,2.7,0,0,0,0,0
34013030102,34,013,030102,488.6,15.9,0,1,1,0,5,0,0
34013030103,34,013,030103,401.7,12.8,0,3,3.8,0,0,0,0
34013030104,34,013,030104,312.1,5.6,1.8,1.8,0,0,0,0,0
34013030105,34,013,030105,658.6,14.4,5,11.2,0,0,0,1,0
34013030106,34,013,030106,497,29,4,5,0,0,2,1,0
34013030107,34,013,030107,557,13,0,10,0,0,0,0,0
34013030109,34,013,030109,693,11,1,2,0,0,1,0,0
34013030110,34,013,030110,452,12,1,9,0,0,0,0,0
34013030111,34,013,030111,565,12,0,4,0,0,0,0,0
34013030201,34,013,030201,516.6,20,0,7.5,0.9,0,0,0.9,0
34013030202,34,013,030202,501.8,18.9,1,2,0,0,1,0,0
34013030203,34,013,030203,500,10,0,3,1,0,0,0,0
34013030204,34,013,030204,451,11,1,3,0,0,0,0,0
34013030207,34,013,030207,670.8,12,3,10,0,0,0,0,0
34013030210,34,013,030210,409.7,5.6,0,4.6,0.9,1.9,0,1.9,0
34013030211,34,013,030211,500.7,15.7,1,3.1,0,0,1,4,0
34013030212,34,013,030212,314.3,12.3,0,0.9,0,0,0,0,0
34013030301,34,013,030301,392.2,1.9,1.9,10.2,0,0,0,0,0
34013030302,34,013,030302,427.7,4.9,0,0,0,1,1,0,0
34013030303,34,013,030303,316,15,0,0,0,0,0,1,0
34013030304,34,013,030304,443,4,0,3,0,0,1,0,0
34013030305,34,013,030305,393,6,0,1,0,0,0,1,0
34013030306,34,013,030306,374,16,0,5,0,0,0,0,0
34013030309,34,013,030309,476.4,13.3,0,3.9,0,0,0,0,0
34013030310,34,013,030310,398,23,2,2,0,0,0,0,0
34013030311,34,013,030311,607,10,1,2,1,0,1,1,0
34013030312,34,013,030312,514,5,0,3,0,0,0,2,0
34013030313,34,013,030313,536,12,1,3,0,0,2,1,0
34013030314,34,013,030314,575,16,0,8,0,0,0,0,0
34013030401,34,013,030401,590.3,13.4,0,5.4,0.1,0.1,0,0.1,0
34013030402,34,013,030402,40.6,0.6,0.3,0.4,0,0,0,0,0
34013030403,34,013,030403,227.4,3.4,1.7,2.5,0,0,0,0,0
34013030404,34,013,030404,338.2,9.1,0,5.7,0.6,0,0,0,0
34013030405,34,013,030405,342,6,1,0,0,0,1,0,0
34013030406,34,013,030406,267.4,3.7,0.6,3.1,0,0,1.2,0,0
34013030407,34,013,030407,449,16,3,4,0,0,1,0,0
34013030409,34,013,030409,168.6,2.3,0.4,1.9,0,0,0.8,0,0
34013030410,34,013,030410,612,21,0,5,0,0,1,1,0
34013030412,34,013,030412,217,5.8,0,3.6,0.4,0,0,0,0
34013030501,34,013,030501,424,4,0,1,0,0,0,0,0
34013030503,34,013,030503,666,32,3,3,1,0,0,1,0
34013030504,34,013,030504,245,4,0,0,0,0,0,0,0
34013030505,34,013,030505,446.3,20.7,3,2,0,0,0,1,2
34013030506,34,013,030506,546,13,1,1,0,0,0,0,0
34013030507,34,013,030507,340,9,2,3,0,0,0,0,0
34013030508,34,013,030508,481,8,3,4,0,0,0,1,0
34013030509,34,013,030509,362,6,2,2,0,0,1,0,0
34013030510,34,013,030510,348,4,1,4,0,0,0,0,0
34013030512,34,013,030512,342,8,0,4,0,0,0,1,0
34013030513,34,013,030513,551,28,2,7,0,0,0,1,0
34013035001,34,013,035001,184.6,315.9,24.4,3.1,0,0,0.1,0,0
34013035002,34,013,035002,351,416.6,21.2,1.3,0,1,1,0,0
34013037001,34,013,037001,138,508.4,5.9,1,0,1,1,0,1
34013037002,34,013,037002,330.1,624.8,10.2,5.1,2,1,1,0,1
34013037003,34,013,037003,355.1,912.7,13.7,10.6,0,1,0.1,0,0
34013037004,34,013,037004,230.8,567.9,9.2,1.1,0,1,0,1,0
34013037005,34,013,037005,114.1,389,5.8,5.7,0,0,0,0,0
34013040001,34,013,040001,494.9,112.1,16.1,4.7,2.1,0.2,0,0,0
34013040002,34,013,040002,541.7,174.6,25.8,8,0.9,0,0,0,0
34013040003,34,013,040003,385,93,12,2,3,0,1,0,1
34013040004,34,013,040004,471.3,242.3,18.6,8,1,1,0,0,0
34013040005,34,013,040005,309.3,68.9,8.2,3.6,0,0,0,0,0
34013040007,34,013,040007,521.6,132.6,11,3.1,0.2,0,2,0,0
34013040008,34,013,040008,339,156,12,4,0,1,0,0,0
34013045E01,34,013,045E01,439.7,14.2,3.3,0.8,0.8,0,0,0,0
34013045E02,34,013,045E02,504,22,1,5,0,0,0,0,0
34013045E03,34,013,045E03,435,8,2,4,0,0,0,0,0
34013045E04,34,013,045E04,763.3,15.8,0.7,3.2,0.2,0,0,1,1
34013045E05,34,013,045E05,479,13,0,3,0,1,0,0,0
34013045E08,34,013,045E08,541,15,1,0,2,0,0,0,0
34013045E09,34,013,045E09,396,4,0,3,1,0,0,0,0
34013045N01,34,013,045N01,423,20,1,3,0,0,1,0,1
34013045N02,34,013,045N02,572,21,1,4,0,0,0,0,0
34013045N03,34,013,045N03,516,19,0,3,4,0,0,0,0
34013045N04,34,013,045N04,414.6,19.6,0.8,2.1,0,0,0.9,0,0
34013045N05,34,013,045N05,550,17,1,4,1,0,0,0,0
34013045N06,34,013,045N06,736,27,1,11,0,0,1,0,0
34013045N07,34,013,045N07,538.1,8.3,0,6,1,0,0,0,0
34013045N08,34,013,045N08,413,7,1,0,0,0,0,0,0
34013045N09,34,013,045N09,334,5,0,1,0,0,0,0,0
34013045N10,34,013,045N10,327,7,0,1,0,1,0,0,0
34013045S01,34,013,045S01,689,26,1,1,0,0,1,0,0
34013045S02,34,013,045S02,324,10,1,1,0,0,0,0,0
34013045S03,34,013,045S03,715,21,1,4,0,0,0,1,0
34013045S05,34,013,045S05,260,6,0,1,0,0,0,0,0
34013045S07,34,013,045S07,563.1,27.3,0,3.9,0,0,0,0,0
34013045S08,34,013,045S08,692.6,21.5,1,4,1,0,1,0,0.9
34013045S09,34,013,045S09,341,16,0,3,0,0,1,0,0
34013045S10,34,013,045S10,479,22,2,4,0,0,2,0,1
34013045S11,34,013,045S11,394,6,0,6,0,3,1,0,0
34013045W01,34,013,045W01,630,26,3,9,0,0,1,0,0
34013045W02,34,013,045W02,486,23,0,3,0,0,0,0,0
34013045W03,34,013,045W03,402,30,1,2,0,0,1,0,0
34013045W04,34,013,045W04,380,18,3,6,0,0,1,0,0
34013045W06,34,013,045W06,345,21,0,0,0,0,0,0,0
34013045W07,34,013,045W07,451,21,2,2,1,0,0,0,1
34013045W08,34,013,045W08,786.5,36.4,2,8.4,0.1,0.1,0,1.1,0
34013045W09,34,013,045W09,561,21,1,0,0,0,0,0,0
34013050001,34,013,050001,326,198.6,10.7,5.8,0,0,0,0,0
34013050002,34,013,050002,396,243.4,12.3,1.2,0,0,0,0,0
34013050003,34,013,050003,401.7,293.5,13,6,0,1,0,0,1
34013050004,34,013,050004,284.8,215.9,7,2,1,0,0,0,0
34013050005,34,013,050005,484.7,306.9,17,7,1,1,1,0,0
34013050006,34,013,050006,331.1,232,13.1,3,3,1,1,0,0
34013050007,34,013,050007,331,153,11,2,1,0,0,1,0
34013050008,34,013,050008,366,186,6,3,0,0,0,0,0
34013050009,34,013,050009,267,151,9,1,0,0,0,0,0
34013050010,34,013,050010,490,346,17,10,2,2,0,0,0
34013050011,34,013,050011,395.4,242.9,8.2,2,0,1,0,0,0
34013050012,34,013,050012,403.2,246.1,20,0,2,0,2,0,0
34013050013,34,013,050013,349,194,9,8,0,0,0,0,0
34013050014,34,013,050014,369,313,10,6,0,0,0,0,0
34013050015,34,013,050015,308.5,226.3,12,3,1,0,0,0,0
34013050016,34,013,050016,269,162,2,3,0,1,3,0,0
34013050017,34,013,050017,312.9,167.4,3,6,0,0,0,0,0
34013050018,34,013,050018,216.8,135.2,9.4,1.8,0,0,0.9,0,0
34013050019,34,013,050019,427.3,291.5,5,0,0,0,1,1,0
34013050020,34,013,050020,369.1,168.1,7.5,3.2,0,0,0,0,0
34013050021,34,013,050021,377,135,9,2,0,0,0,0,0
34013050022,34,013,050022,364,160,9,4,0,0,0,0,0
34013050023,34,013,050023,209.7,139.1,7.5,2.8,0,0,0,0,0
34013050024,34,013,050024,352.2,202.8,9.6,0.2,0,0,1.1,1,0
34013050025,34,013,050025,364.3,191.5,3.9,1,0,0,0,0,0
34013050026,34,013,050026,334.6,180.1,9.8,0,0,0,0,1,0
34013055001,34,013,055001,510.7,89.4,6.4,4.2,2,0,0,0,1
34013055002,34,013,055002,717.6,82.4,17.9,7.9,0,0,0,0,0
34013055003,34,013,055003,562.5,48.6,8.3,8.4,0.8,0,0.8,0.8,0
34013055004,34,013,055004,537,51,3,12,0,0,0,0,1
34013055005,34,013,055005,448.4,48.5,7.3,15.6,0,0,0.9,0.9,0
34013055006,34,013,055006,504,59,2,9,0,0,1,0,0
34013055007,34,013,055007,499.4,76.6,9.4,2.8,0.9,0.9,0,0,0
34013055008,34,013,055008,483.3,67.1,16,2,0,0,0,0,0
34013055009,34,013,055009,443.6,63.1,4,3.1,0,0,0,1,0
34013055010,34,013,055010,461.1,66,0,3.4,0,0,0.9,0,0
34013055011,34,013,055011,948.7,81.7,9.1,21.3,0,0,1,0,1
34013055012,34,013,055012,492,51,5,7,1,0,0,0,0
34013055013,34,013,055013,579.8,57,1,5,0,0,3,0,0
34013055014,34,013,055014,446,28,0,4,1,0,0,0,0
34013055015,34,013,055015,463,47,4,5,0,0,1,0,1
34013055016,34,013,055016,661,59.7,8.7,7.2,1,0,0,0,0
34013055017,34,013,055017,536,73,13,18,3,0,0,0,0
34013055019,34,013,055019,421,56,1,11,0,0,0,0,0
34013055020,34,013,055020,528.6,59.5,12.6,7.6,0.2,0,0.2,0.2,0
34013055021,34,013,055021,727.3,49.8,1.9,7.7,1,0,1,0,0
34013055022,34,013,055022,590,54.2,3,7,1,0,0,1,0
34013060001,34,013,060001,459.6,228.4,18.5,6.2,3,1,1,0,0
34013060002,34,013,060002,587.5,153.7,14.7,5.2,0.1,0.1,0,0,0
34013060003,34,013,060003,412.2,198.6,23,6,0,0,0,0,0
34013060004,34,013,060004,488.8,184.9,16,2.1,1,0.1,1.2,0,0
34013060005,34,013,060005,281,131,12,3,0,0,1,0,0
34013060006,34,013,060006,407.6,143.8,10.7,1.8,0,0,0,0,0
34013060007,34,013,060007,678,183.9,16.9,13.1,0,1.3,0,0,0
34013060008,34,013,060008,363,156,18,1,1,0,0,1,0
34013060009,34,013,060009,331.3,175.6,20.1,3,0,0,0,0,0
34013060010,34,013,060010,392.1,108.5,7,6,0,0,0,0,0
34013060011,34,013,060011,383,178,20,1,0,0,0,0,0
34013060012,34,013,060012,488,242.5,13.8,2,0,0,0,0,0
34013060013,34,013,060013,424.2,219.9,25.2,5.6,0.2,0,0,0,0
34013060014,34,013,060014,338,154,12,1,0,0,0,0,0
34013060015,34,013,060015,375.8,124.4,18.1,5,2,0,3,0,0
34013060016,34,013,060016,472.2,225.7,15.1,3,0,0,0,0,0
34013065101,34,013,065101,458.1,79.9,14,11.2,0,0,0.1,0,0
34013065102,34,013,065102,464,71,8,7,0,0,0,0,0
34013065103,34,013,065103,606.7,108,19.4,5.7,0,0,0,0,1
34013065104,34,013,065104,644.1,115,16,12,0,1,0,0,0
34013065105,34,013,065105,529.5,87.4,6,9.9,0,0,2,0,0
34013065106,34,013,065106,359.9,56.1,9,1.8,0,0,0.9,0,0
34013065107,34,013,065107,417,95,11,2,0,0,0,0,0
34013065108,34,013,065108,430,82,11,1,0,0,0,0,0
34013065109,34,013,065109,535.1,71,10.7,10.7,0,0,0,0,0
34013065201,34,013,065201,797.8,294.7,19.3,5.8,0.7,0,0.7,0,0
34013065202,34,013,065202,474,38,12,6,0,0,2,0,0
34013065203,34,013,065203,444,48,8,2,0,0,0,0,0
34013065204,34,013,065204,396,27,12,7,0,0,0,0,0
34013065205,34,013,065205,376,50,4,1,0,0,0,0,0
34013065206,34,013,065206,559,67,4,6,0,1,3,0,0
34013065207,34,013,065207,366,48,6,10,0,0,1,0,0
34013065208,34,013,065208,558.4,48.8,3.7,6.4,0,0,0,0,0
34013065209,34,013,065209,581,117,7,3,0,0,0,0,0
34013065210,34,013,065210,597,90,14,15,1,0,1,1,1
34013065301,34,013,065301,537.1,98.6,10.7,12.2,1,0,0,3,0
34013065302,34,013,065302,498,75,8,8,2,0,0,0,0
34013065303,34,013,065303,487,46,4,9,0,0,0,0,0
34013065304,34,013,065304,384,62,0,1,0,0,0,0,0
34013065305,34,013,065305,517,56,7,9,2,1,0,0,0
34013065306,34,013,065306,736,63,14,14,1,0,1,0,0
34013065307,34,013,065307,413.3,92.1,15,2,0,0,0,0,0
34013065308,34,013,065308,496,111,13,34,0,0,0,0,0
34013065401,34,013,065401,629.3,118.4,15.2,18,0.1,0,1,0,0
34013065402,34,013,065402,577,16,5,11,1,3,0,0,0
34013065403,34,013,065403,502,19,3,7,0,0,1,0,0
34013065404,34,013,065404,581.1,28.9,0.9,6.3,0.9,1.8,0,0,0
34013065405,34,013,065405,634,69,14,17,1,0,0,1,1
34013065406,34,013,065406,690,34,3,7,2,0,1,0,1
34013065407,34,013,065407,738.6,33.9,6.9,7,6.8,0,0,0,0
34013065408,34,013,065408,417,46,7,12,0,2,1,0,1
34013070C01,34,013,070C01,681,28,7,16,0,2,0,0,3
34013070C03,34,013,070C03,289.8,19.5,1,2,0,0,3.9,0,0
34013070C04,34,013,070C04,444.7,4.8,0.1,1.1,2,0,0,0,0
34013070C05,34,013,070C05,334.9,6.7,0,1.9,0,0,0,0,0
34013070C06,34,013,070C06,552.4,7.5,0.9,0.9,0,0,0,0,0
34013070C07,34,013,070C07,443.3,11.2,0.8,3.5,0,0,0,0,0.8
34013070C08,34,013,070C08,0,0,0,0,0,0,0,0,0
34013070C09,34,013,070C09,786,15,1,4,5,1,0,0,0
34013070C12,34,013,070C12,465.7,7.7,0,2.9,0,0,1,0,0
34013070C15,34,013,070C15,582,22,8,5,0,0,0,0,0
34013070C17,34,013,070C17,660,20,6,9,0,0,0,0,0
34013070C20,34,013,070C20,546.2,10.4,0.1,2.1,0,1,0,0,0
34013070C22,34,013,070C22,831.8,12.6,1.9,3.9,1,0,0,1,0
34013070C23,34,013,070C23,1242.7,28.5,1.1,11.5,0,0,0,0.1,1
34013070C28,34,013,070C28,476.3,6.5,0.9,6.5,0,0,0,0.9,0
34013070C29,34,013,070C29,342,10,0,2,0,0,2,2,0
34013070C32,34,013,070C32,674.7,35.8,2,1.5,0,0,0,0.9,0
34013070C34,34,013,070C34,794.1,54.3,2,2.1,0,1,0,1,0.1
34013070C35,34,013,070C35,435,35,0,3,0,0,1,0,0
34013070C37,34,013,070C37,248,30,2,4,0,0,1,1,0
34013070C38,34,013,070C38,914,33,2,7,0,0,2,0,1
34013070C39,34,013,070C39,650.7,26,1.1,6.1,3,0,0.1,3,0
34013070C40,34,013,070C40,981,25,0,0,0,1,0,0,0
34013070C41,34,013,070C41,449,9,1,8,0,0,0,0,0
34013070C42,34,013,070C42,507,13,2,3,2,0,1,1,0
34013070C43,34,013,070C43,228,20,4,10,1,0,1,0,0
34013070C44,34,013,070C44,217,16.2,6.7,5.7,0,0,0,0,0.9
34013070C45,34,013,070C45,299,10.8,2.3,3.3,0,0,1,0,0
34013070C46,34,013,070C46,244,24,2,1,1,0,1,0,0
34013070C47,34,013,070C47,361,32,0,6,0,0,1,0,0
34013070C49,34,013,070C49,261,24,4,7,0,0,0,0,0
34013070E01,34,013,070E01,263,113,2,9,0,0,0,0,0
34013070E02,34,013,070E02,427.9,139.3,2,7,0,0,0,0,0
34013070E03,34,013,070E03,436.5,168.2,1,6.1,0,0,0,0,0
34013070E04,34,013,070E04,601.4,91.8,2.1,7,2,2,1,0,2
34013070E06,34,013,070E06,313.7,27.4,2.8,1.9,0,0,0,0,0
34013070E07,34,013,070E07,388,38,0,6,0,0,1,0,0
34013070E08,34,013,070E08,286,118,0,5,0,0,0,0,0
34013070E09,34,013,070E09,331,138,8,5,1,1,1,0,0
34013070E10,34,013,070E10,235,79,5,3,0,0,0,0,0
34013070E11,34,013,070E11,206,78,2,2,0,0,1,0,0
34013070E12,34,013,070E12,410.2,57.2,1,16,0,1,1,0,0
34013070E13,34,013,070E13,456.8,72.8,10,6,1,0,0,0,0
34013070E14,34,013,070E14,198,85,0,9,0,0,0,0,1
34013070E15,34,013,070E15,206,62,1,4,1,1,0,1,0
34013070E16,34,013,070E16,280,119,2,9,1,0,1,0,1
34013070E17,34,013,070E17,169,66,0,8,0,0,0,0,0
34013070E18,34,013,070E18,276.8,90.6,5,5,2,0,1,0,0
34013070E19,34,013,070E19,204,78,2,3,0,0,1,0,0
34013070E20,34,013,070E20,222,61,0,11,1,0,0,0,0
34013070E21,34,013,070E21,256,64,2,14,0,0,0,0,1
34013070E25,34,013,070E25,113,8,0,0,1,1,0,0,1
34013070E29,34,013,070E29,402,27,0,7,0,0,0,0,0
34013070E30,34,013,070E30,483,35,0,2,0,0,1,0,0
34013070N01,34,013,070N01,544,114,1,6,1,0,3,0,0
34013070N02,34,013,070N02,314,49,2,2,0,2,0,1,0
34013070N03,34,013,070N03,463,70,0,2,0,0,1,0,1
34013070N04,34,013,070N04,358.8,32.8,0.2,3.6,0,0,0,0.1,0
34013070N05,34,013,070N05,622,79,8,12,2,0,1,0,0
34013070N06,34,013,070N06,514.3,53.3,1.4,3.1,0.2,0,0.1,0,0
34013070N07,34,013,070N07,872.4,164.3,12,11,0,1,0,0,0
34013070N08,34,013,070N08,575,122,8,16,0,0,0,0,0
34013070N09,34,013,070N09,418,52,2,2,0,0,0,0,0
34013070N10,34,013,070N10,577.9,116.4,5.4,7.8,0.9,0.4,0.7,0,0.3
34013070N11,34,013,070N11,456,51,0,6,2,0,1,0,0
34013070N12,34,013,070N12,562.8,21.6,1.2,4,0.1,0,0.9,0,0
34013070N13,34,013,070N13,269,28,0,3,1,0,1,0,0
34013070N14,34,013,070N14,595.4,84.8,3.9,4.9,1,0,0,0,0
34013070N15,34,013,070N15,571,40,4,3,1,0,2,1,0
34013070N16,34,013,070N16,584.6,64.2,3.1,2.1,0,0,1,2,0
34013070N17,34,013,070N17,547,162,2,4,4,2,5,0,1
34013070N18,34,013,070N18,597,70,8,8,2,3,1,0,0
34013070N19,34,013,070N19,409,55,1,3,0,0,1,0,0
34013070N20,34,013,070N20,334,43,1,4,0,0,2,0,0
34013070N21,34,013,070N21,316,39,1,2,0,1,2,0,0
34013070N22,34,013,070N22,368,55,3,2,0,1,2,0,0
34013070N23,34,013,070N23,429,37,0,3,0,0,0,0,0
34013070N25,34,013,070N25,388,12,0,4,0,0,1,1,0
34013070N26,34,013,070N26,363,60,5,6,0,0,0,0,0
34013070N27,34,013,070N27,432,87,3,2,0,0,1,0,0
34013070N28,34,013,070N28,502,75,2,3,0,0,2,0,0
34013070N29,34,013,070N29,522,67,3,3,0,1,1,0,1
34013070N37,34,013,070N37,354,44,0,4,0,0,0,1,0
34013070N38,34,013,070N38,329,25,1,3,1,0,0,0,0
34013070N48,34,013,070N48,399.6,51.6,2.2,3.2,0,0,2,0,0
34013070N49,34,013,070N49,369,34,0,3,0,0,0,0,0
34013070S01,34,013,070S01,329,1,0,0,2,0,0,0,0
34013070S02,34,013,070S02,368,6,0,2,0,0,0,0,0
34013070S03,34,013,070S03,831,18,1,3,1,0,1,0,0
34013070S04,34,013,070S04,754,20,1,1,0,0,2,1,0
34013070S08,34,013,070S08,362,14,1,2,0,0,0,0,0
34013070S10,34,013,070S10,611,7,0,1,0,0,3,0,0
34013070S11,34,013,070S11,308,4,1,0,0,0,0,0,0
34013070S12,34,013,070S12,317,2,1,5,1,0,0,0,2
34013070S13,34,013,070S13,258,7,0,3,0,0,0,0,0
