GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDMEN,G18USSRHUG,G18USSLSAB,G18USSGHOF,G18USSORIV,G18USSOFLA,G18USSOKIM,G18USSOSCH
34007043005,34,007,043005,433.23,232.67,0,5.99,2.99,8.98,0,6.99
34007043006,34,007,043006,269.04,217.94,0,5.79,2.89,0.96,2.89,5.79
34007043007,34,007,043007,435,232,4,4,4,0,0,3
34007043008,34,007,043008,396.19,171.74,4.01,3,7.97,0.01,0.01,9.95
34007043009,34,007,043009,413.96,230.06,3,2.21,1.11,5.04,1.11,6.21
34007043010,34,007,043010,463.74,334.32,3.92,1.96,0.98,2.94,1.96,5.88
34007043011,34,007,043011,459,337,11,5,6,6,7,4
34007043012,34,007,043012,460,241,8,5,6,2,2,4
34007043013,34,007,043013,348.96,340.14,4,6.05,5.12,0,2.07,6.17
34007043014,34,007,043014,375,249,8,3,0,2,0,3
34007043015,34,007,043015,448.02,239.06,6.24,6.65,10.48,0,0,3.24
34007043016,34,007,043016,286,140,3,3,0,0,0,1
34007043017,34,007,043017,480,223,7,19,6,3,2,7
34007043018,34,007,043018,289,199,4,10,3,2,0,1
34007043019,34,007,043019,339.88,163.78,2.64,3.52,5.28,1.76,0,0.88
34007043020,34,007,043020,501.25,399.3,10.37,6.48,6.69,3.28,3.02,3.22
34007043021,34,007,043021,434,279,4,16,12,3,5,3
34007043022,34,007,043022,484.68,329,6.2,3.1,3.18,0.12,2,6.51
34007043023,34,007,043023,392.22,189,3.35,3.35,10.04,5.02,0,2.51
34007043024,34,007,043024,398.98,239.94,2.76,7.35,5.52,0,0,2.76
34007043025,34,007,043025,372,208,4,8,3,7,1,6
34007043026,34,007,043026,528.41,325.64,2,5.99,4.99,0,0,3
34007043027,34,007,043027,357.04,204.86,0,1.95,4.88,0,2.93,6.83
34007043028,34,007,043028,482,202,4,7,9,3,3,0
34007043029,34,007,043029,515.31,340.58,14.81,3.95,4.94,0.99,0,10.86
34007043030,34,007,043030,320.79,115.79,2.2,6.1,3.03,0,0,3
34007043031,34,007,043031,547,203,7,0,5,5,0,4
34007043032,34,007,043032,233,113,2,2,0,0,0,1
34007043033,34,007,043033,492.59,311.36,6,0.01,0.01,5,0,1
34007043034,34,007,043034,496.62,317.08,1.18,7.18,0,1.18,3,0.18
34007043035,34,007,043035,418,353,7,3,1,3,1,1
34007043036,34,007,043036,386,186,1,2,0,3,0,1
34007043037,34,007,043037,432,199,6,4,1,0,1,1
34007043038,34,007,043038,368.69,139.42,4.19,3.05,0.06,1.01,0,6.14
34007043039,34,007,043039,404.21,228.21,5.8,2.9,0.97,0,0,0
34007043040,34,007,043040,360,172,3,2,5,1,0,1
34007043041,34,007,043041,355.78,220,10.65,3.65,9.96,1.98,0,0.49
34007043042,34,007,043042,276,187,3,0,5,0,0,3
34007043043,34,007,043043,347.38,200.92,2.82,2.82,0,2.82,0,2.82
34007043044,34,007,043044,434.28,212.29,0.97,0.11,0.94,0.88,0,2.8
34007043045,34,007,043045,571.04,312.71,5.83,6.8,3.88,0,0,10.68
34007043046,34,007,043046,275,201,3,2,1,3,0,0
34007043047,34,007,043047,401,174,0,4,1,0,0,1
34007043048,34,007,043048,325.5,144.53,5.83,4.26,5.04,1.22,1.12,1.84
34007045001,34,007,045001,431.29,157.63,2.39,2.2,13.7,4.19,0.31,7.48
34007050001,34,007,050001,245,180,2,5,8,0,3,7
34007050002,34,007,050002,256.81,190.24,1.99,2.99,6.97,2.99,1,4.98
34007050003,34,007,050003,335.9,225.93,11,3,0,2,2,2
34007055001,34,007,055001,359.23,142.81,5.81,10.67,1.29,0.14,4.05,4.19
34007055002,34,007,055002,513,178,12,7,3,4,0,4
34007055003,34,007,055003,257,84,2,15,6,0,0,1
34007055004,34,007,055004,401.18,144.67,11.06,8.1,3.04,4.04,1.01,0.09
34007055005,34,007,055005,353,65.52,3.91,11.73,10.76,0.98,4.89,3.91
34007055006,34,007,055006,275.97,141.45,14.75,12.15,5.21,2.6,0.87,3.47
34007055007,34,007,055007,462,159,2,12,4,0,5,9
34007055008,34,007,055008,311.03,109.53,1.76,5.9,3.43,0.09,0.01,0.89
34007055009,34,007,055009,567.36,183.37,4.01,12.01,9.11,0.01,1,2.03
34007055010,34,007,055010,349,140,4,7,0,8,2,1
34007055011,34,007,055011,434.85,130.94,3.91,6.84,6.84,1.95,0,0
34007055012,34,007,055012,336,95,1,4,3,2,1,1
34007065001,34,007,065001,257.91,272.24,2.04,2.2,7.12,2.25,2,6.2
34007065002,34,007,065002,180.07,184.05,0.86,4.09,2.5,4.81,0,4.1
34007075001,34,007,075001,152.08,216.83,2.94,10.79,4.91,2.94,4.91,5.89
34007075002,34,007,075002,181.88,203.98,3.03,7.03,1,3.02,2.01,11
34007075003,34,007,075003,188.33,199.01,7.77,2.91,2.91,0,0,0
34007075004,34,007,075004,295.65,340.66,2.98,5.91,2.95,0.98,0.98,2.97
34007075005,34,007,075005,312.6,246.38,3.9,3.9,3.9,0.97,0.97,0.97
34007075006,34,007,075006,265.28,237.69,4.49,1.95,1.04,0.12,0.04,3.53
34007075007,34,007,075007,258.4,342.62,5.1,6.1,8.1,1.03,1.03,5.03
34007075008,34,007,075008,433.41,156.36,1.08,1.25,12.5,3.25,0,1.11
34007075009,34,007,075009,345,357,4,1,8,0,1,5
34007075010,34,007,075010,168,267,3,4,5,2,0,3
34007075011,34,007,075011,271,286,3,7,9,2,0,4
34007075012,34,007,075012,323.88,324.2,3.76,2.06,1.02,11.16,1.02,0.11
34007075013,34,007,075013,378,230,3,3,10,3,5,4
34007075014,34,007,075014,459,139,3,11,10,3,3,3
34007075015,34,007,075015,327,388,3,3,5,3,1,3
34007075016,34,007,075016,329.04,344.97,1.3,4.15,3.08,5.9,0.08,3
34007075017,34,007,075017,674.82,284.47,4.46,9.97,10.72,5.99,2.99,2.99
34007075018,34,007,075018,462.46,204.16,0.89,1.78,7.99,0,0.89,7.99
34007075019,34,007,075019,439.75,311.11,0,2.99,1,4.99,4.99,3.99
34007075020,34,007,075020,359.72,272.92,0.96,2.89,5.79,2.89,0,2.89
34007075021,34,007,075021,155,178,0,2,3,0,0,1
34007075022,34,007,075022,214,212,0,2,8,3,0,3
34007075023,34,007,075023,549,139,0,6,6,6,0,0
34007075024,34,007,075024,312.98,296.3,3.92,2.94,5.89,1.96,0,0
34007075025,34,007,075025,267,367,1,3,1,5,0,3
34007075026,34,007,075026,242,281,3,3,0,0,1,5
34007075027,34,007,075027,255,274,4,4,3,2,1,3
34007075028,34,007,075028,354,146,3,2,10,3,0,3
34007075029,34,007,075029,391.69,320.56,0.95,5.69,0.95,0.95,0,0.95
34007075030,34,007,075030,348.27,332.56,1.4,3.1,6.25,0.2,4.2,3.35
34007075031,34,007,075031,260.05,198.74,3.96,3.96,4.94,3.96,0,2.97
34007075032,34,007,075032,343.73,217.44,7.6,1.9,4.75,3.8,3.8,6.65
34007075033,34,007,075033,495.87,143.72,0.95,2.86,5.71,2.86,0,0
34007075034,34,007,075034,270,153,1,0,3,1,0,7
34007075035,34,007,075035,552.54,333.84,6.11,8.22,7.01,0,0.11,5.01
34007075036,34,007,075036,347.95,212.26,4.04,0.04,1.06,6.04,0,1.03
34007075037,34,007,075037,194,27,0,2,6,0,0,1
34007075038,34,007,075038,183.05,87.18,2.56,0.02,4.27,0.01,0.01,0.01
34007075039,34,007,075039,153,125,1,2,0,0,0,3
34007075040,34,007,075040,301.69,219.69,1.31,6.14,3.2,1.04,1,4
34007077101,34,007,077101,135,95,1,0,4,0,0,3
34007077102,34,007,077102,157.05,118.23,7.94,7.06,2.65,2.65,0,6.18
34007077103,34,007,077103,98.53,133.65,1.55,5.9,1.58,2.93,0,1.58
34007077201,34,007,077201,174.39,81,0,4.76,0.95,1.91,0,2.86
34007077202,34,007,077202,203.84,206.15,4.05,5.73,9.95,2.36,0,5.17
34007077203,34,007,077203,261.16,257.44,1.17,3.29,1.39,3.18,2.99,0.45
34007077301,34,007,077301,237.54,151,4,5.09,3.07,1.04,0,5.03
34007077302,34,007,077302,185.99,220.1,0.01,6.66,4.78,2.86,0.01,1.92
34007080001,34,007,080001,347.82,230.88,4,10.99,0,1,2,6
34007080002,34,007,080002,222.05,111.94,0.86,2.57,4.26,2.55,0.85,1.71
34007080003,34,007,080003,415,291,6,5,2,3,5,4
34007080004,34,007,080004,284.8,171.74,7.43,4.18,1.51,3.25,1.08,4.34
34007080005,34,007,080005,223.2,91.25,2.01,3.03,0.12,0,0,1.1
34007080006,34,007,080006,198.73,188.04,3.86,1.59,4.82,0.33,0.01,2.96
34007080007,34,007,080007,233.66,120.67,5.38,1.54,0.77,0.77,0,1.54
34007080008,34,007,080008,316,169,7,5,1,4,1,3
34007080009,34,007,080009,226.67,128.98,3.79,3.79,0.95,2.85,0,0
34007080010,34,007,080010,247.33,159.02,2.21,7.21,0.05,3.15,2,1
34007080011,34,007,080011,394,217,2,7,4,3,3,4
34007080012,34,007,080012,498,385,1,7,9,4,3,4
34007080013,34,007,080013,257.76,172.04,12.01,11.05,3.01,3.01,2,0.01
34007080014,34,007,080014,241,159,5,5,1,7,3,0
34007080015,34,007,080015,250.24,147.96,1.99,6.95,0.99,0.99,0,1.99
34007085001,34,007,085001,408,264,4,8,4,0,0,4
34007085002,34,007,085002,585.13,286.6,7.07,16.04,5.04,3.02,2.02,3.02
34007085003,34,007,085003,440,191,1,4,3,1,0,7
34007085004,34,007,085004,177.59,245.3,1,3.01,1.03,5,0,0.03
34007085005,34,007,085005,156.44,222.5,4.56,2.2,0.04,4,2.08,0.16
34007085006,34,007,085006,368,289,3,10,1,0,0,0
34007085007,34,007,085007,391,203,3,10,1,0,0,0
34007085008,34,007,085008,460,234,3,4,4,2,1,1
34007085009,34,007,085009,484.17,271.42,6.09,7.07,4.09,2,1.02,3.02
34007085010,34,007,085010,341.41,214.96,0.32,5.28,1.41,0,2,2.14
34007090001,34,007,090001,252.56,205.5,13.44,4.8,0.96,0,1.92,3.84
34007090002,34,007,090002,273,141,2,3,3,3,0,2
34007090003,34,007,090003,375.84,313.42,5.12,14.48,11.71,0.98,1.01,7.72
34007090004,34,007,090004,171,164,3,3,0,0,1,2
34007090005,34,007,090005,392.43,250.18,8.83,8.83,0,0,0,2.94
34007090006,34,007,090006,380.57,278.82,1.17,6.17,4,0,1,1.06
34007090007,34,007,090007,341.68,295.88,5.06,3.23,3.23,6.23,0.07,2.24
34007095001,34,007,095001,160.62,107.44,1.89,12.48,2.06,1.03,0.12,2.84
34007100001,34,007,100001,229.28,141.33,7.91,0.99,5.93,3.95,0.99,4.94
34007100002,34,007,100002,230.41,214.52,0.99,1.99,2.98,0.99,1.99,3.97
34007105001,34,007,105001,592.29,38.69,2.38,8.27,10.12,2.02,0.99,6.07
34007105002,34,007,105002,587.87,32.64,1.04,5.06,12.05,1.04,0.01,11.02
34007110001,34,007,110001,322.23,216.82,8.01,6.1,2.11,3.02,0.03,6.03
34007110002,34,007,110002,367.77,158.18,0.99,8.9,9.89,1.98,2.97,2.97
34007110003,34,007,110003,325,128,4,9,9,3,0,6
34007110004,34,007,110004,475.21,161.21,1.99,7.02,1.1,0.02,0,4.99
34007110005,34,007,110005,390.95,61.48,0.99,1,3,0.01,0,0
34007110006,34,007,110006,475,62,2,4,12,0,0,5
34007110007,34,007,110007,256.04,33.59,0.01,1.97,5.87,0.98,0,0.01
34007110008,34,007,110008,436,97,3,1,13,5,0,6
34007110009,34,007,110009,233.88,75.61,3.01,0.01,12.03,0,0,2
34007115001,34,007,115001,280,121,0,7,11,0,1,1
34007115002,34,007,115002,213,128,3,0,4,4,1,3
34007115003,34,007,115003,219,152,4,3,4,0,0,4
34007115004,34,007,115004,254,178,0,6,6,0,0,2
34007120001,34,007,120001,365.92,218.4,6.13,7.01,7.01,2.63,1.76,3.53
34007120002,34,007,120002,285.18,142.39,5,3,3.04,1.99,0.99,3.06
34007120003,34,007,120003,222.62,119.36,2.84,2.84,4.74,0.95,0.95,0.95
34007125001,34,007,125001,193.78,165.4,0.87,6.7,5.79,1.78,0.85,1.71
34007125002,34,007,125002,276.86,252.62,2.01,5.54,4.47,4.05,0.08,8.86
34007125003,34,007,125003,183.88,240.4,2.01,2.02,3,6.96,0,5
34007125004,34,007,125004,171.13,193.95,4.75,2.85,1.9,1.9,2.85,3.8
34007130001,34,007,130001,265,129.48,3.09,10.27,0.24,1.02,1.11,4.09
34007130002,34,007,130002,275,132,3,11,3,1,0,5
34007130003,34,007,130003,201.22,186.37,5.04,7.04,5.04,3.03,1.01,2.07
34007130004,34,007,130004,258.59,173.4,6.05,4.02,1.1,2,0,1.07
34007135001,34,007,135001,400,87,1,4,10,2,0,1
34007135002,34,007,135002,503.71,57.12,4.7,3.93,11.81,0.05,0.78,7.06
34007135003,34,007,135003,348.71,189.1,1.04,5.03,4.04,0.01,0.01,4.03
34007135004,34,007,135004,519.31,116.92,5.09,5.09,15.16,3.03,5.03,2.03
34007135005,34,007,135005,280,162,1,1,1,7,3,0
34007135006,34,007,135006,370.46,227.11,4.27,4.85,3.96,0.99,1.2,2.97
34007135007,34,007,135007,427,126,4,7,3,0,1,5
34007135008,34,007,135008,354.79,124.68,3.07,3.31,7.46,1.31,0,5.31
34007135009,34,007,135009,223.07,84.94,3.61,2.71,0.9,0,0,4.51
34007135010,34,007,135010,337.07,144.72,4.06,3.06,7.11,6.02,0.02,0.02
34007135011,34,007,135011,412.08,218.6,3.87,3.99,3.99,2.37,2.24,9.47
34007135012,34,007,135012,302.8,71.3,0.93,4.63,10.19,0,0,1.85
34007135013,34,007,135013,277.79,150.5,0.02,4.09,6.22,11,2.04,7.02
34007135014,34,007,135014,647.82,121.24,5.86,2.91,7.22,0.2,3.28,4.67
34007135015,34,007,135015,447.78,94.48,0,0.98,3.94,2.95,0,0.98
34007135016,34,007,135016,286,25,0,3,4,4,0,0
34007135017,34,007,135017,437.44,157.21,1.02,3.95,9.81,0.01,1.99,1
34007135018,34,007,135018,414,221,5,8,19,3,0,6
34007135019,34,007,135019,226,80,1,1,3,3,1,1
34007135020,34,007,135020,351.86,33.59,0.98,0.12,5.88,3.92,0,3.92
34007135021,34,007,135021,213.84,80.19,0.92,3.69,5.53,3.69,0,3.69
34007135022,34,007,135022,354.16,137.94,4.28,8.16,3.69,2.91,0.97,6.02
34007135023,34,007,135023,302,132,1,1,4,1,1,1
34007135024,34,007,135024,224,25,3,0,3,1,0,0
34007140001,34,007,140001,263.44,96.34,2.26,3.76,5.27,0.75,0,0.75
34007140002,34,007,140002,307,242,0,5,8,4,6,10
34007140003,34,007,140003,385.16,232.09,8.05,0.11,0.11,0.03,2.02,8.1
34007140004,34,007,140004,430.18,80.47,5.96,3.97,14.9,0.99,0,0.99
34007140005,34,007,140005,321.32,268.76,2.95,5.92,4.93,1,1,4.94
34007140006,34,007,140006,331.39,92.19,0.78,4.26,9.83,3.25,0,3.25
34007145001,34,007,145001,1.96,10.8,0,0,0,0,0,0
34007150001,34,007,150001,200.08,138.12,3.06,9.2,8.21,3.21,3.06,4.21
34007150002,34,007,150002,248.04,221.86,3.04,4,3.08,0.04,0.02,6.02
34007150003,34,007,150003,163,155,6,5,5,0,2,3
34007150004,34,007,150004,248,192,1,4,5,0,0,6
34007150005,34,007,150005,339.31,257.2,7.91,4.95,5.94,1.98,0.99,4.95
34007150006,34,007,150006,266.81,271.77,7.93,2.98,0,8.93,1.98,2.98
34007155001,34,007,155001,426,267,4,7,8,6,1,8
34007155002,34,007,155002,227,137,3,4,12,3,0,3
34007155003,34,007,155003,305,96,0,1,3,2,0,0
34007155004,34,007,155004,279.32,131.32,8.11,4.68,7.11,2.05,0,3.16
34007160001,34,007,160001,175,178,2,0,3,1,0,7
34007160002,34,007,160002,239.03,257.3,7.45,9.57,4.45,1.02,3.02,3.04
34007160003,34,007,160003,278.65,220.2,4,9.31,10.31,4.15,0.23,3
34007160004,34,007,160004,235.4,253.04,0,3.53,3.53,1.76,2.64,0
34007160005,34,007,160005,186.27,65.85,2.66,3.45,2.64,0.04,0.01,0.05
34007160006,34,007,160006,248,202,5,4,1,1,0,0
34007165001,34,007,165001,0.84,2.51,0,0,0,0,0,0
34007170001,34,007,170001,502.85,297.01,7.03,15.03,9.03,5.05,2,6.03
34007170002,34,007,170002,444.15,346.99,2.97,2.97,2.97,5.95,0,3.97
34007170003,34,007,170003,503.01,324.33,5.17,4.83,8.5,0.99,0,0.83
34007170004,34,007,170004,315,117,1,3,13,2,0,6
34007170005,34,007,170005,557.23,180.71,10.29,6.72,6.04,2.18,0.21,1.01
34007170006,34,007,170006,417.8,348.17,0,5.97,1.99,3.98,0,5.97
34007170007,34,007,170007,295.45,202.29,0,1.06,0.22,2.85,0,0.44
34007170008,34,007,170008,622,288,0,3,3,3,2,1
34007170009,34,007,170009,427,368,2,6,6,3,2,5
34007170010,34,007,170010,339,237,5,0,6,0,0,4
34007170011,34,007,170011,310,278,4,9,2,0,2,8
34007170012,34,007,170012,281.94,225.75,0.99,4.93,2.96,0,1.97,0.99
34007170013,34,007,170013,494.02,285.31,4.07,3.22,9.05,2.09,3,4.02
34007170014,34,007,170014,326.27,179.3,3.92,11.76,2.94,4.9,0,0.98
34007170015,34,007,170015,424,279,3,1,5,0,0,1
34007170016,34,007,170016,283,237,1,0,0,0,0,1
34007170017,34,007,170017,217.13,139.64,0,0.81,1.61,0,0,3.23
34007170018,34,007,170018,336.84,73.54,2.72,6.36,0,1.82,1.82,0
34007170019,34,007,170019,305.43,223.62,2.93,5.02,5.06,2.11,0,6.2
34007175001,34,007,175001,212.68,384.11,8.01,4.02,1.02,3.01,4,5.02
34007175002,34,007,175002,308.11,343.82,4.99,7,5.14,2.13,3.98,6.09
34007175003,34,007,175003,176.33,287.39,1.95,3.9,5.85,2.92,0,3.9
34007175004,34,007,175004,181.6,364.56,1.74,0.6,0.26,5.14,0.29,3.4
34007175005,34,007,175005,224.51,220.52,0.97,1.94,7.77,6.8,0,5.83
34007175006,34,007,175006,201.3,384.35,1.08,2.92,2.88,1.99,0,3.88
34007175007,34,007,175007,202,396,7,7,4,0,0,9
34007175008,34,007,175008,66.2,126.58,4.89,1.95,0,0.02,0,0.01
34007180101,34,007,180101,213.29,440.59,0,0,0,2.01,0,3.01
34007180102,34,007,180102,175.79,344.27,0.05,5.03,0.01,1.01,0.02,7.02
34007180103,34,007,180103,147.29,237.6,9.07,6.34,1.81,2.76,3.62,4.55
34007180104,34,007,180104,381.66,340.56,3.91,3.91,4.89,6.85,1.96,6.85
34007180105,34,007,180105,275,392,0,3,10,4,1,4
34007180106,34,007,180106,232.79,101.87,1.88,0.02,8.48,0.06,2.8,3.79
34007180201,34,007,180201,760.31,208.85,3,4.01,8,4.97,3.98,4.97
34007180202,34,007,180202,251,215,2,1,5,0,0,2
34007180203,34,007,180203,502.37,378.72,4.22,7.61,7.12,3.3,3.02,8.41
34007180204,34,007,180204,383,254,8,5,7,2,2,6
34007180205,34,007,180205,155,249.22,1.76,5.28,0.88,2.64,0,3.52
34007180301,34,007,180301,583.96,92.82,4.45,4.45,9.38,1.08,0,3
34007180302,34,007,180302,673.35,59.55,0.19,7.19,16.16,1.03,3,7
34007180303,34,007,180303,471,56,2,0,7,4,0,7
34007180304,34,007,180304,531,87,0,3,9,1,2,3
34007180305,34,007,180305,619,78,2,1,10,3,2,4
34007180306,34,007,180306,463.62,82.16,0.98,2.93,3.91,0,0,0
34007180401,34,007,180401,238.08,207.99,6.03,2.05,11.08,0.03,0.02,5.03
34007180402,34,007,180402,584,160,8,4,13,5,5,3
34007180403,34,007,180403,652,253,3,9,11,3,0,4
34007180404,34,007,180404,506,230,4,8,4,1,2,6
34007180405,34,007,180405,575,202,3,5,4,2,0,6
34007185001,34,007,185001,264.56,62.58,5.11,1.28,4.29,0,0,2.06
34007185002,34,007,185002,234.31,33.61,0.99,0,7.91,0,0,0
34009005001,34,009,005001,90.85,224.17,1.98,0,0.99,0.99,0,0
34009005002,34,009,005002,63.21,147.88,0.22,0.13,2.58,0.04,0.07,0.03
34009005003,34,009,005003,81.58,170.12,0.45,3.16,1.59,0.09,0.07,1
34009010001,34,009,010001,124.76,129.79,0.99,0.99,0.99,0.99,0.99,0
34009010002,34,009,010002,77,78,1,0,2,1,0,0
34009010003,34,009,010003,145.58,176.03,2.85,2.85,7.61,0,0.95,0
34009010004,34,009,010004,113.74,153.61,0.05,0,3,0.15,0,0.15
34009010005,34,009,010005,70.42,112.59,0.95,0.02,1.98,2.82,0,2.82
34009015001,34,009,015001,68.48,54.46,0.89,0,3.29,0.86,0.86,0.86
34009020001,34,009,020001,115.44,257.18,3.38,3.19,3.92,2,2.77,0
34009020002,34,009,020002,101.25,174.35,2.19,0.27,0.87,1.14,1.11,0.04
34009020003,34,009,020003,54.03,217.45,2,0,4.98,0,0,0.01
34009020004,34,009,020004,105.43,188.36,1.29,0.64,6.43,0,2.57,0
34009020005,34,009,020005,179,294,8,1,6,0,0,1
34009020006,34,009,020006,111.55,183.23,5.04,2.01,7.03,3,1.02,0
34009020007,34,009,020007,198.89,326.66,1.28,1.2,0.93,1.11,0.03,0.08
34009020008,34,009,020008,143.13,289.47,1.33,0.17,3.65,0,4.66,2
34009025101,34,009,025101,83.03,103.41,1.51,0,1.51,0.75,1.51,1.51
34009025102,34,009,025102,93,129,4,3,6,1,3,0
34009025103,34,009,025103,84,151,0,0,4,3,0,3
34009025104,34,009,025104,68.26,121.44,0,0.89,5.32,0,0.89,0
34009025105,34,009,025105,100,177,2,1,7,1,0,1
34009025106,34,009,025106,108,208,2,2,8,3,0,0
34009025107,34,009,025107,131.74,236.56,1,1.11,4.68,1,0.11,0
34009025108,34,009,025108,91.22,155.66,1.99,0.99,6.94,0.99,2.97,0
34009025109,34,009,025109,105,144,1,1,5,2,0,0
34009025201,34,009,025201,111.38,160.11,4.97,0.99,4.97,0.99,0.99,0
34009025202,34,009,025202,151.58,196.16,0,0,4.95,0,1.98,0
34009025203,34,009,025203,124,239,2,4,7,4,0,0
34009025204,34,009,025204,105,164,0,2,1,0,0,0
34009025205,34,009,025205,99,166,2,1,5,1,1,1
34009025206,34,009,025206,131,208,2,2,8,1,2,1
34009025207,34,009,025207,63.7,164.33,0.92,0,1.85,0,0,0
34009025208,34,009,025208,149,189,0,1,4,3,0,0
34009025209,34,009,025209,46,126,1,0,1,1,0,1
34009025210,34,009,025210,103.57,163.28,0.03,1,3,3.01,4.01,0.01
34009025301,34,009,025301,72.88,183.49,3.43,0,0.86,2.57,0,0
34009025302,34,009,025302,96.09,236.82,4,0.05,0.31,1.03,0.13,0.02
34009025303,34,009,025303,182,301,0,5,10,0,1,0
34009025304,34,009,025304,149,332,1,4,15,3,1,2
34009025305,34,009,025305,130.67,280.7,0.97,1.94,5.81,0.97,3.87,0.97
34009025306,34,009,025306,62.97,123.83,0.96,1.9,1.91,0.01,0.01,0
34009025307,34,009,025307,158.46,200.72,1.81,0,0.12,0.92,0.92,0.92
34009025308,34,009,025308,199.29,240.64,1.01,1,7,7.01,0.01,1.01
34009025309,34,009,025309,127.32,244.57,0.11,0.09,4.12,0.04,0.07,1.04
34009030001,34,009,030001,126.92,295.48,5.77,0.96,10.72,0.96,1.04,0
34009030002,34,009,030002,146.15,266.25,5.52,3.65,15.41,0.92,1.81,0.9
34009030003,34,009,030003,166.63,264.09,9.51,3.8,7.74,1.92,0.97,0
34009030004,34,009,030004,189,332,2,0,4,2,0,7
34009030005,34,009,030005,175.93,173.09,4.73,1.89,9.46,0,1.89,2.84
34009030006,34,009,030006,174.84,254.44,1.33,0.17,7.48,1,1.09,0.16
34009030007,34,009,030007,178,223,4,2,8,0,0,2
34009030008,34,009,030008,281.63,126.87,1.04,1.23,25.15,4.32,1.12,0
34009030009,34,009,030009,121.82,304.99,0.99,2.25,4.26,1.06,0.01,0
34009030010,34,009,030010,118.23,277.47,1.91,0,0.95,0,0.95,0.95
34009030011,34,009,030011,129.99,209.02,7.98,1,11,2.99,2.01,2.99
34009030012,34,009,030012,96.29,181.88,0.97,0.97,1.95,0.97,3.89,0
34009030013,34,009,030013,124.6,175.12,0.06,0.01,8.05,0.03,1.61,0
34009030014,34,009,030014,190.32,402.66,7.55,1.99,10.11,6.4,2.99,1
34009030015,34,009,030015,194,451,6,2,5,2,0,0
34009030016,34,009,030016,43.57,79.48,0,2.56,2.56,0.64,0,0
34009030017,34,009,030017,223.66,228.53,0.97,0,6.81,0,2.92,0
34009030018,34,009,030018,112.43,272.21,1,1.89,6.67,0.93,0.03,0.93
34009035101,34,009,035101,93.89,230.51,0.94,0,0.94,0.94,0.94,0
34009035102,34,009,035102,68.28,171.19,0,0,0,0,0,0
34009035103,34,009,035103,44.54,94.04,0,0,1.98,0.99,0,0
34009035104,34,009,035104,49.92,129.18,0.98,1.95,4.88,0.98,0.98,0
34009035201,34,009,035201,62.81,142.54,0.99,0.98,1.18,2.97,0.01,0
34009035202,34,009,035202,44.15,113.67,0.02,0.02,0.02,0.05,1,0
34009035203,34,009,035203,79.02,99.01,0,0,3.95,0,0,0
34009035204,34,009,035204,51.33,97.75,0,0,2.08,0.03,0,0.01
34009040101,34,009,040101,104.94,217.75,1.99,2.99,1.06,0.12,0,0
34009040102,34,009,040102,82.06,147.25,0.01,0.01,0.94,1.88,0,0
34009040103,34,009,040103,157.07,223.11,0,4,10,0,0,1
34009040104,34,009,040104,163.15,243.23,6.36,0.93,10.88,0.9,0,0
34009040105,34,009,040105,106.53,148.65,2.05,1.95,2.14,0.02,0,0
34009040201,34,009,040201,96.71,134.83,0.01,2.01,3.01,4,0.02,0
34009040202,34,009,040202,117.94,142.7,0.5,4.9,3.24,0.89,1.6,0.8
34009040203,34,009,040203,105.13,145.7,0.94,2.08,1.6,1.07,0.4,0.2
34009040204,34,009,040204,102.71,165.5,0.13,0.13,5.09,1.12,0,0
34009040205,34,009,040205,29,63,1,0,1,0,0,0
34009040301,34,009,040301,105.89,297.61,1,1.98,0.06,0.02,2.97,0
34009040302,34,009,040302,67,101,0,1,4,0,1,0
34009040303,34,009,040303,95.04,166.51,0.98,0,5.96,1.99,0.02,0.02
34009040304,34,009,040304,73.77,192.43,0,0,2.96,0.99,0.98,0.98
34009040305,34,009,040305,116.77,147.19,0,0,0.98,1.96,0,0
34009040401,34,009,040401,117,158,2,0,4,3,2,1
34009040402,34,009,040402,67.99,142.33,2.72,0,4.53,0,0.91,0
34009040403,34,009,040403,121.33,255.15,1.19,0.01,2.29,0.96,0.09,0
34009040404,34,009,040404,141.86,255.21,0.04,1,8.08,0.04,0,1
34009040405,34,009,040405,74.08,151.12,0.99,0,0.99,0,0,0
34009045001,34,009,045001,75.34,141.76,0.99,0.99,1.98,1.98,0,0.99
34009045002,34,009,045002,79.21,189.9,0,2.86,6.68,1.91,0.95,0
34009045003,34,009,045003,70.32,242.93,4.93,1.97,2.95,2.96,0,0
34009045004,34,009,045004,108,229,0,2,5,4,3,0
34009050001,34,009,050001,52,108,0,0,1,0,0,0
34009050002,34,009,050002,95,189.72,0.06,2,1.06,0.06,1.06,0
34009055001,34,009,055001,126.53,222.74,3.85,0.06,1.03,1.05,0.98,2.9
34009055002,34,009,055002,149.15,229.47,2.87,0.96,0.96,4.78,1.91,1.91
34009055003,34,009,055003,162,255,1,4,8,7,0,1
34009055004,34,009,055004,142.49,362.27,1.09,0,4.09,3.06,2.06,0
34009055005,34,009,055005,172.35,293.78,1.96,1.96,3.92,0,0.98,1.96
34009055006,34,009,055006,179.88,238.59,4.13,1.05,8.05,4.22,0.09,1.09
34009055007,34,009,055007,121.36,208.03,5.92,3.95,5.16,0.08,0.08,0.99
34009055008,34,009,055008,134.12,280.46,6.75,1.93,4.84,1.94,3.86,0.96
34009055009,34,009,055009,149,239,2,1,5,0,0,0
