GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20USSDGID,G20USSRCOL,G20USSISAV,G20USSILIN
230039507004066,0,0,0,0,0,0,0,0,0
230039518004015,18.1,21.9,0.7,0.3,0.1,12.8,25.9,1.4,0.8
230039518003033,0,0,0,0,0,0,0,0,0
230039520001066,0,0,0,0,0,0,0,0,0
230039518003000,0,0,0,0,0,0,0,0,0
230039529003168,0,0,0,0,0,0,0,0,0
230039529003092,0,0,0,0,0,0,0,0,0
230039529003157,0.9,2.2,0,0,0,0.4,2.5,0.1,0
230039501004023,0,0,0,0,0,0,0,0,0
230039501004018,0,0,0,0,0,0,0,0,0
230039501004123,0,0,0,0,0,0,0,0,0
230039501004095,0,0,0,0,0,0,0,0,0
230039501004196,0,0,0,0,0,0,0,0,0
230039501004165,0,0,0,0,0,0,0,0,0
230039501004163,0,0,0,0,0,0,0,0,0
230039501004208,0,0,0,0,0,0,0,0,0
230039501004012,2.9,3.3,0.1,0,0,2.2,3.9,0.2,0.1
230039501004010,0,0,0,0,0,0,0,0,0
230039501002101,0,0,0,0,0,0,0,0,0
230039501002036,0,0,0,0,0,0,0,0,0
230039501002038,0,0,0,0,0,0,0,0,0
230039501002095,0.7,0.8,0,0,0,0.3,1.1,0.1,0
230039501002109,0,0,0,0,0,0,0,0,0
230039501002067,2,2.4,0.1,0,0,0.8,3.4,0.3,0.1
230039501002028,0,0,0,0,0,0,0,0,0
230039514001026,8.8,11.6,0.2,0.1,0,5.1,14.5,0.6,0.4
230039513004020,0,0,0,0,0,0,0,0,0
230039513003005,0.3,0.3,0,0,0,0.1,0.4,0,0
230039513003020,0.8,1,0,0,0,0.4,1.2,0.1,0
230039512003029,0,0,0,0,0,0,0,0,0
230039512001025,0,0,0,0,0,0,0,0,0
230039514002039,0,0,0,0,0,0,0,0,0
230039514001032,2.5,3.3,0.1,0,0,1.5,4.2,0.2,0.1
230039514001030,0.5,0.7,0,0,0,0.3,0.8,0,0
230039513004045,0,0,0,0,0,0,0,0,0
230039513004010,2.3,3,0,0,0,1.3,3.7,0.2,0.1
230039513004037,2,2.7,0,0,0,1.2,3.3,0.1,0.1
230039513004046,0,0,0,0,0,0,0,0,0
230039514001045,11.6,15.3,0.2,0.1,0,6.7,19.1,0.8,0.5
230039513004034,0,0,0,0,0,0,0,0,0
230039514001051,0,0,0,0,0,0,0,0,0
230039513004052,8.1,10.6,0.2,0.1,0,4.6,13.3,0.6,0.4
230039513004031,0.5,0.7,0,0,0,0.3,0.8,0,0
230039502004042,0,0,0,0,0,0,0,0,0
230039502004033,0,0,0,0,0,0,0,0,0
230039502003027,7.8,6.8,0.1,0.1,0,5.3,8.5,0.5,0.2
230039502004045,0,0,0,0,0,0,0,0,0
230039502003005,10.9,9.5,0.1,0.1,0,7.4,12,0.8,0.3
230039502004000,0,0,0,0,0,0,0,0,0
230039502004062,3.9,3.4,0,0,0,2.6,4.3,0.3,0.1
230039510001038,0,0,0,0,0,0,0,0,0
230039501003069,0,0,0,0,0,0,0,0,0
230039501003118,0,0,0,0,0,0,0,0,0
230039501003048,1.2,0.9,0,0,0,0.7,1.2,0.2,0
230039501003051,0,0,0,0,0,0,0,0,0
230039529002088,0,0,0,0,0,0,0,0,0
230039529002114,0,0,0,0,0,0,0,0,0
230039529002146,0,0,0,0,0,0,0,0,0
230039529002138,0,0,0,0,0,0,0,0,0
230039529002094,0,0,0,0,0,0,0,0,0
230039529002143,0,0,0,0,0,0,0,0,0
230039529002124,0.2,0.5,0,0,0,0.2,0.5,0,0
230039507003136,0,0,0,0,0,0,0,0,0
230039507003154,0,0,0,0,0,0,0,0,0
230039509001092,2.9,4.7,0,0,0,1.8,5.3,0.3,0.2
230039509002026,0.9,1.4,0,0,0,0.6,1.6,0.1,0.1
230039509001148,0,0,0,0,0,0,0,0,0
230039509001119,0,0,0,0,0,0,0,0,0
230039509002037,0,0,0,0,0,0,0,0,0
230039509002006,0,0,0,0,0,0,0,0,0
230039509001074,0.9,1.4,0,0,0,0.6,1.6,0.1,0.1
230039509002003,0,0,0,0,0,0,0,0,0
230039529003138,0.2,0.5,0,0,0,0.2,0.5,0,0
230039521002005,0,0,0,0,0,0,0,0,0
230039521002014,0,0,0,0,0,0,0,0,0
230039521002016,4.3,13,0.1,0,0.1,2.3,13.9,0.4,0.5
230039521002043,1.5,4.7,0,0,0,0.8,5,0.1,0.2
230039521002025,2.2,6.8,0,0,0,1.2,7.2,0.2,0.3
230039523001049,0,0,0,0,0,0,0,0,0
230039523001018,0.5,1.4,0,0,0,0.3,1.5,0,0
230039523001069,0.7,1.8,0,0,0,0.4,2,0.1,0
230039501001091,0,0,0,0,0,0,0,0,0
230039501001144,0,0,0,0,0,0,0,0,0
230039501001151,0,0,0,0,0,0,0,0,0
230039501001103,2.3,2.8,0.1,0,0,1.8,3.4,0,0
230039501001102,2,2.5,0.1,0,0,1.6,3,0,0
230039501001130,0,0,0,0,0,0,0,0,0
230039501001115,3.6,4.3,0.1,0,0,2.8,5.2,0.1,0.1
230039523004027,0,0,0,0,0,0,0,0,0
230039523004009,0,0,0,0,0,0,0,0,0
230039523004332,0,0,0,0,0,0,0,0,0
230039523004217,0,0,0,0,0,0,0,0,0
230039523004152,0,0,0,0,0,0,0,0,0
230039523004389,0,0,0,0,0,0,0,0,0
230039523004058,0,0,0,0,0,0,0,0,0
230039523004308,0,0,0,0,0,0,0,0,0
230039523004239,0,0,0,0,0,0,0,0,0
230039523004175,0,0,0,0,0,0,0,0,0
230039523004369,0,0,0,0,0,0,0,0,0
230039523004289,0,0,0,0,0,0,0,0,0
230039523004001,0,0,0,0,0,0,0,0,0
230039523004223,0,0,0,0,0,0,0,0,0
230039523004216,0,0,0,0,0,0,0,0,0
230039523004076,0,0,0,0,0,0,0,0,0
230039511003050,1.1,1.9,0,0,0,0.8,2.1,0,0.1
230039511003049,11.3,20.4,0.5,0.1,0,8.3,22.2,0.3,1.3
230039511003044,7.2,13.1,0.3,0.1,0,5.3,14.3,0.2,0.8
230039527001190,0,0,0,0,0,0,0,0,0
230039507003079,0,0,0,0,0,0,0,0,0
230039507003014,6.3,8.1,0.2,0,0,4.6,9.1,0.5,0.5
230039507003028,0,0,0,0,0,0,0,0,0
230039507003075,3.5,4.6,0.1,0,0,2.6,5.1,0.3,0.3
230039507003049,1.4,1.8,0,0,0,1,2,0.1,0.1
230039507003055,0,0,0,0,0,0,0,0,0
230039507003001,4.9,6.3,0.1,0,0,3.6,7.1,0.4,0.4
230039507003086,1.1,1.4,0,0,0,0.8,1.6,0.1,0.1
230039507003056,0,0,0,0,0,0,0,0,0
230039507003067,1.1,1.4,0,0,0,0.8,1.6,0.1,0.1
230039507003077,0,0,0,0,0,0,0,0,0
230039517005022,0,0,0,0,0,0,0,0,0
230039517005098,0,0,0,0,0,0,0,0,0
230039517005090,1.5,2.9,0,0,0,1,3.1,0.1,0.1
230039517005094,2,3.8,0,0,0,1.3,4.2,0.2,0.1
230039517005019,1.2,2.4,0,0,0,0.8,2.6,0.1,0.1
230039506002032,23.7,25.1,0.6,0.6,0.1,17.9,29.4,1.7,0.7
230039506003032,0,0,0,0,0,0,0,0,0
230039506002022,0,0,0,0,0,0,0,0,0
230039506002020,0,0,0,0,0,0,0,0,0
230039506001120,0,0,0,0,0,0,0,0,0
230039506003001,11.8,12.5,0.3,0.3,0.1,9,14.7,0.9,0.4
230039506001025,0,0,0,0,0,0,0,0,0
230039506001049,0,0,0,0,0,0,0,0,0
230039506001020,2.6,2.8,0.1,0.1,0,2,3.3,0.2,0.1
230039506001111,0,0,0,0,0,0,0,0,0
230039506001018,0,0,0,0,0,0,0,0,0
230039506001062,0,0,0,0,0,0,0,0,0
230039506001007,1,1,0,0,0,0.7,1.2,0.1,0
230039506001040,6.9,7.3,0.2,0.2,0,5.2,8.6,0.5,0.2
230039506001005,0,0,0,0,0,0,0,0,0
230039506001123,0,0,0,0,0,0,0,0,0
230039509001115,0,0,0,0,0,0,0,0,0
230039509001137,0,0,0,0,0,0,0,0,0
230039509001145,0,0,0,0,0,0,0,0,0
230039509001138,0,0,0,0,0,0,0,0,0
230039529003035,0,0,0,0,0,0,0,0,0
230039529003234,0,0,0,0,0,0,0,0,0
230039529003033,0,0,0,0,0,0,0,0,0
230039529003085,0,0,0,0,0,0,0,0,0
230039529003070,0,0,0,0,0,0,0,0,0
230039502001018,4.5,4.9,0.1,0.1,0,3.6,5.5,0.1,0.2
230039502001021,0,0,0,0,0,0,0,0,0
230039502001009,0,0,0,0,0,0,0,0,0
230039502001012,3.1,3.4,0.1,0.1,0,2.5,3.8,0.1,0.2
230039502001001,0,0,0,0,0,0,0,0,0
230039502001020,0,0,0,0,0,0,0,0,0
230039526001142,5.9,12.5,0.4,0.2,0,4.2,13.7,0.7,0.1
230039529003202,0,0,0,0,0,0,0,0,0
230039529003196,0,0,0,0,0,0,0,0,0
230039529003211,0.2,0.4,0,0,0,0.1,0.5,0,0
230039503005069,13.3,10.9,0.2,0.1,0.1,10.5,12.8,0.8,0.5
230039503005047,3.5,2.9,0,0,0,2.8,3.4,0.2,0.1
230039503001016,20,16.3,0.2,0.2,0.1,15.7,19.2,1.1,0.7
230039503004002,1.8,1.4,0,0,0,1.4,1.7,0.1,0.1
230039503004007,15.1,12.3,0.2,0.1,0.1,11.8,14.5,0.9,0.6
230039503005020,0,0,0,0,0,0,0,0,0
230039503001006,0,0,0,0,0,0,0,0,0
230039503004009,0,0,0,0,0,0,0,0,0
230039503001008,0,0,0,0,0,0,0,0,0
230039503002008,9.8,8,0.1,0.1,0,7.7,9.4,0.6,0.4
230039503002014,0.7,0.6,0,0,0,0.6,0.7,0,0
230039503003018,2.1,1.7,0,0,0,1.7,2,0.1,0.1
230039503005035,7.4,6,0.1,0.1,0,5.8,7.1,0.4,0.3
230039503005043,4.2,3.4,0,0,0,3.3,4,0.2,0.2
230039503005040,1.8,1.4,0,0,0,1.4,1.7,0.1,0.1
230039503005064,15.5,12.6,0.2,0.1,0.1,12.1,14.8,0.9,0.6
230039503002006,5.3,4.3,0.1,0.1,0,4.1,5,0.3,0.2
230039503003024,19.7,16,0.2,0.2,0.1,15.4,18.8,1.1,0.7
230039503002023,9.1,7.4,0.1,0.1,0,7.2,8.7,0.5,0.3
230039503004008,11.6,9.5,0.1,0.1,0.1,9.1,11.1,0.7,0.4
230039511002006,0,0,0,0,0,0,0,0,0
230039511001027,0.5,0.9,0,0,0,0.4,1.1,0,0
230039521001057,0,0,0,0,0,0,0,0,0
230039521001063,0,0,0,0,0,0,0,0,0
230039521001012,3.8,8.7,0.1,0.1,0,2.4,9.5,0.4,0.2
230039521003056,1.5,3.5,0,0,0,1,3.8,0.2,0.1
230039521001005,2.7,6.1,0,0.1,0,1.7,6.7,0.3,0.2
230039521003072,5.9,13.5,0.1,0.1,0,3.7,14.8,0.6,0.4
230039521001067,3,6.9,0.1,0.1,0,1.9,7.6,0.3,0.2
230039521001017,0,0,0,0,0,0,0,0,0
230039521001011,0.9,2.2,0,0,0,0.6,2.4,0.1,0.1
230039509002057,0,0,0,0,0,0,0,0,0
230039509002096,0,0,0,0,0,0,0,0,0
230039509002108,0,0,0,0,0,0,0,0,0
230039527001011,0.1,1.5,0,0,0,0,1.6,0,0
230039509001068,0,0,0,0,0,0,0,0,0
230039509001037,0,0,0,0,0,0,0,0,0
230039509001069,0,0,0,0,0,0,0,0,0
230039509001041,0.4,0.9,0,0,0,0.2,0.9,0.2,0
230039509001066,3.4,7.8,0,0,0,1.9,7.8,1.5,0
230039507001005,0,0,0,0,0,0,0,0,0
230039507001160,1.1,1.6,0.1,0,0,0.9,1.6,0,0.1
230039507001081,1.1,1.6,0.1,0,0,0.9,1.6,0,0.1
230039507001080,2.1,3.2,0.1,0.1,0,1.9,3.3,0.1,0.1
230039507001084,1.9,2.8,0.1,0.1,0,1.7,2.9,0.1,0.1
230039507001141,0,0,0,0,0,0,0,0,0
230039507004498,0,0,0,0,0,0,0,0,0
230039507004611,0,0,0,0,0,0,0,0,0
230039507004060,0,0,0,0,0,0,0,0,0
230039507004128,0,0,0,0,0,0,0,0,0
230039507004445,0,0,0,0,0,0,0,0,0
230039507004929,0,0,0,0,0,0,0,0,0
230039507004822,0,0,0,0,0,0,0,0,0
230039507004530,0,0,0,0,0,0,0,0,0
230039507004425,0,0,0,0,0,0,0,0,0
230039507004438,0,0,0,0,0,0,0,0,0
230039507004508,0,0,0,0,0,0,0,0,0
230039507004785,0,0,0,0,0,0,0,0,0
230039507004431,0,0,0,0,0,0,0,0,0
230039507004893,0,0,0,0,0,0,0,0,0
230039507004163,0,0,0,0,0,0,0,0,0
230039507004288,0,0,0,0,0,0,0,0,0
230039512001010,7.8,10.3,0.2,0.1,0,4.5,12.9,0.6,0.3
230039512001016,0,0,0,0,0,0,0,0,0
230039513001009,0,0,0,0,0,0,0,0,0
230039513001058,0.5,0.7,0,0,0,0.3,0.8,0,0
230039513001048,0,0,0,0,0,0,0,0,0
230039512001023,0,0,0,0,0,0,0,0,0
230039513002012,14.1,18.6,0.3,0.1,0.1,8.1,23.3,1,0.6
230039513002004,8.1,10.6,0.2,0.1,0,4.6,13.3,0.6,0.4
230039513003006,1.5,2,0,0,0,0.9,2.5,0.1,0.1
230039513001075,0,0,0,0,0,0,0,0,0
230039513001043,0,0,0,0,0,0,0,0,0
230039513004000,12.1,16,0.2,0.1,0,7,19.9,0.9,0.5
230039512003023,2.3,3,0,0,0,1.3,3.7,0.2,0.1
230039513004039,5.6,7.3,0.1,0.1,0,3.2,9.1,0.4,0.2
230039512003020,1.5,2,0,0,0,0.9,2.5,0.1,0.1
230039514001001,7.8,10.3,0.2,0.1,0,4.5,12.9,0.6,0.3
230039514002006,7.6,10,0.2,0.1,0,4.4,12.5,0.5,0.3
230039514001067,2,2.7,0,0,0,1.2,3.3,0.1,0.1
230039517003020,0,0,0,0,0,0,0,0,0
230039517003021,2.5,3.6,0.1,0.1,0,1.8,4.2,0.2,0.1
230039517003025,3.3,4.7,0.1,0.1,0,2.3,5.4,0.3,0.2
230039517003042,0,0,0,0,0,0,0,0,0
230039517004024,4.8,6.9,0.2,0.1,0,3.4,7.9,0.4,0.3
230039517002011,11.8,17.1,0.4,0.3,0,8.3,19.6,1,0.7
230039506001097,5.9,6.3,0.1,0.1,0,4.5,7.4,0.4,0.2
230039506002042,0,0,0,0,0,0,0,0,0
230039506002039,8.5,9.1,0.2,0.2,0,6.5,10.6,0.6,0.3
230039506002023,0,0,0,0,0,0,0,0,0
230039506003007,0,0,0,0,0,0,0,0,0
230039506001115,0,0,0,0,0,0,0,0,0
230039506001118,0,0,0,0,0,0,0,0,0
230039506001044,0,0,0,0,0,0,0,0,0
230039506001113,0,0,0,0,0,0,0,0,0
230039506001053,7.6,8,0.2,0.2,0,5.7,9.4,0.6,0.2
230039506001051,0,0,0,0,0,0,0,0,0
230039506001046,1.6,1.7,0,0,0,1.2,2,0.1,0.1
230039526003190,0.5,2.1,0,0,0,0.3,2.2,0,0.1
230039526003195,0,0,0,0,0,0,0,0,0
230039526003173,0,0,0,0,0,0,0,0,0
230039526003167,0,0,0,0,0,0,0,0,0
230039526003154,0.4,1.6,0,0,0,0.2,1.6,0,0
230039526003207,0.2,1.1,0,0,0,0.2,1.1,0,0
230039526003078,0,0,0,0,0,0,0,0,0
230039526003132,1.8,8,0,0.1,0,1.2,8.2,0.1,0.2
230039526003184,0,0,0,0,0,0,0,0,0
230039526003129,0,0,0,0,0,0,0,0,0
230039523003092,2.9,7.7,0.1,0,0,2,7.8,0.4,0.4
230039523003001,1.1,2.9,0.1,0,0,0.7,2.9,0.1,0.1
230039523003047,0,0,0,0,0,0,0,0,0
230039523003010,0.5,1.4,0,0,0,0.4,1.5,0.1,0.1
230039523003022,1.4,3.8,0.1,0,0,1,3.9,0.2,0.2
230039523003023,0.5,1.4,0,0,0,0.4,1.5,0.1,0.1
230039523003064,2.2,5.8,0.1,0,0,1.5,5.9,0.3,0.3
230039523003124,0,0,0,0,0,0,0,0,0
230039507004349,0,0,0,0,0,0,0,0,0
230039507004778,0,0,0,0,0,0,0,0,0
230039507004750,0,0,0,0,0,0,0,0,0
230039507004726,0,0,0,0,0,0,0,0,0
230039507004772,0,0,0,0,0,0,0,0,0
230039507004681,0,0,0,0,0,0,0,0,0
230039507004710,0,0,0,0,0,0,0,0,0
230039507004043,0,0,0,0,0,0,0,0,0
230039507004040,0,0,0,0,0,0,0,0,0
230039507004012,0,0,0,0,0,0,0,0,0
230039507004030,0,0,0,0,0,0,0,0,0
230039529004280,0,0,0,0,0,0,0,0,0
230039529004382,0,0,0,0,0,0,0,0,0
230039529004031,0,0,0,0,0,0,0,0,0
230039529004030,0,0,0,0,0,0,0,0,0
230039529004045,0,0,0,0,0,0,0,0,0
230039529004162,0.9,2.7,0,0,0,0.5,2.9,0.1,0.1
230039529004165,0,0,0,0,0,0,0,0,0
230039529004187,0,0,0,0,0,0,0,0,0
230039529004135,0,0,0,0,0,0,0,0,0
230039529004332,0,0,0,0,0,0,0,0,0
230039529004078,0,0,0,0,0,0,0,0,0
230039529004128,0,0,0,0,0,0,0,0,0
230039529004111,0,0,0,0,0,0,0,0,0
230039529004214,0,0,0,0,0,0,0,0,0
230039529004356,0,0,0,0,0,0,0,0,0
230039509002111,1.1,1.8,0,0,0,0.7,2,0.1,0.1
230039509002117,0.2,0.4,0,0,0,0.1,0.4,0,0
230039509002083,0,0,0,0,0,0,0,0,0
230039509002014,0,0,0,0,0,0,0,0,0
230039509001058,0.7,1.1,0,0,0,0.4,1.2,0.1,0
230039509002038,0,0,0,0,0,0,0,0,0
230039509001149,0,0,0,0,0,0,0,0,0
230039509002000,7.6,12.3,0.1,0.1,0,4.8,13.8,0.7,0.5
230039509001120,9.4,15.2,0.2,0.2,0,5.9,17,0.9,0.6
230039509001050,0,0,0,0,0,0,0,0,0
230039529003104,0,0,0,0,0,0,0,0,0
230039529003122,0,0,0,0,0,0,0,0,0
230039517005067,7.5,14.3,0.1,0.1,0,5,15.7,0.7,0.5
230039517005073,7,13.3,0.1,0.1,0,4.7,14.6,0.7,0.4
230039517005065,1.7,3.3,0,0,0,1.2,3.7,0.2,0.1
230039517005077,7.2,13.8,0.1,0.1,0,4.9,15.1,0.7,0.4
230039517005045,0,0,0,0,0,0,0,0,0
230039517005029,0,0,0,0,0,0,0,0,0
230039517005051,0,0,0,0,0,0,0,0,0
230039517002029,13.8,20,0.5,0.4,0,9.8,23,1.2,0.8
230039517001027,0,0,0,0,0,0,0,0,0
230039517004070,0,0,0,0,0,0,0,0,0
230039517004049,3.5,5.1,0.1,0.1,0,2.5,5.9,0.3,0.2
230039517002026,0.3,0.4,0,0,0,0.2,0.4,0,0
230039517002001,0,0,0,0,0,0,0,0,0
230039517001030,1.5,2.2,0.1,0,0,1.1,2.5,0.1,0.1
230039517004008,12.6,18.2,0.4,0.3,0,8.9,20.9,1.1,0.7
230039517004038,1.5,2.2,0.1,0,0,1.1,2.5,0.1,0.1
230039516001018,5.6,7.3,0.1,0.1,0,3.9,8.8,0.3,0.2
230039516002201,2,2.6,0,0,0,1.4,3.1,0.1,0.1
230039516002041,2.5,3.3,0.1,0.1,0,1.8,4,0.1,0.1
230039516001026,0.2,0.2,0,0,0,0.1,0.3,0,0
230039516002177,0.9,1.2,0,0,0,0.6,1.4,0,0
230039516001050,0.5,0.7,0,0,0,0.4,0.9,0,0
230039516002020,0,0,0,0,0,0,0,0,0
230039516001034,1.8,2.3,0,0,0,1.3,2.8,0.1,0.1
230039516002153,0,0,0,0,0,0,0,0,0
230039526003102,0,0,0,0,0,0,0,0,0
230039526003221,0,0,0,0,0,0,0,0,0
230039526003122,0,0,0,0,0,0,0,0,0
230039526003135,0.2,1.1,0,0,0,0.2,1.1,0,0
230039526003077,0,0,0,0,0,0,0,0,0
230039526003193,0,0,0,0,0,0,0,0,0
230039526003103,0.4,1.6,0,0,0,0.2,1.6,0,0
230039526003215,0.2,1.1,0,0,0,0.2,1.1,0,0
230039526003141,0,0,0,0,0,0,0,0,0
230039526003143,0.7,3.2,0,0,0,0.5,3.3,0,0.1
230039507004411,0,0,0,0,0,0,0,0,0
230039507004315,0,0,0,0,0,0,0,0,0
230039507004284,0,0,0,0,0,0,0,0,0
230039507004386,0,0,0,0,0,0,0,0,0
230039507004389,0,0,0,0,0,0,0,0,0
230039507004395,0,0,0,0,0,0,0,0,0
230039507004934,0,0,0,0,0,0,0,0,0
230039507004911,0,0,0,0,0,0,0,0,0
230039507004810,0,0,0,0,0,0,0,0,0
230039507004039,0,0,0,0,0,0,0,0,0
230039507004427,0,0,0,0,0,0,0,0,0
230039507004435,0,0,0,0,0,0,0,0,0
230039507004421,0,0,0,0,0,0,0,0,0
230039507004429,0,0,0,0,0,0,0,0,0
230039507004310,0,0,0,0,0,0,0,0,0
230039507004605,0,0,0,0,0,0,0,0,0
230039507004908,0,0,0,0,0,0,0,0,0
230039507004599,0,0,0,0,0,0,0,0,0
230039507004377,0,0,0,0,0,0,0,0,0
230039507004628,0,0,0,0,0,0,0,0,0
230039507002006,0.6,1,0,0,0,0.5,1,0,0
230039507002000,0,0,0,0,0,0,0,0,0
230039527003003,0.9,2.7,0,0,0,0.5,2.9,0.1,0.1
230039527003047,0.7,2.2,0,0,0,0.4,2.3,0.1,0.1
230039527003049,1.5,4.9,0.1,0,0,1,5.2,0.2,0.1
230039527003050,1.7,5.4,0.1,0,0,1.1,5.8,0.2,0.2
230039527003061,0,0,0,0,0,0,0,0,0
230039527003039,0,0,0,0,0,0,0,0,0
230039527003010,10.3,32.3,0.6,0.1,0,6.4,34.5,1.2,0.9
230039527003067,0,0,0,0,0,0,0,0,0
230039527003025,0,0,0,0,0,0,0,0,0
230039527003043,0,0,0,0,0,0,0,0,0
230039529003109,0,0,0,0,0,0,0,0,0
230039529003141,0,0,0,0,0,0,0,0,0
230039521002015,0,0,0,0,0,0,0,0,0
230039521002045,1.5,4.7,0,0,0,0.8,5,0.1,0.2
230039521002024,0.3,1,0,0,0,0.2,1.1,0,0
230039521002036,0.5,1.6,0,0,0,0.3,1.7,0,0.1
230039521002008,2.7,8.3,0.1,0,0.1,1.5,8.9,0.3,0.3
230039521002013,0.3,1,0,0,0,0.2,1.1,0,0
230039523001060,0,0,0,0,0,0,0,0,0
230039523001004,0.7,1.8,0,0,0,0.4,2,0.1,0
230039523001023,0,0,0,0,0,0,0,0,0
230039523001038,3.3,9.1,0,0,0,2.2,9.8,0.3,0
230039523001033,0.7,1.8,0,0,0,0.4,2,0.1,0
230039527003007,0,0,0,0,0,0,0,0,0
230039527003058,0,0,0,0,0,0,0,0,0
230039527003077,0,0,0,0,0,0,0,0,0
230039527003024,0,0,0,0,0,0,0,0,0
230039527003028,0,0,0,0,0,0,0,0,0
230039527003056,0,0,0,0,0,0,0,0,0
230039526001111,0,0,0,0,0,0,0,0,0
230039526001080,0,0,0,0,0,0,0,0,0
230039526001114,0,0,0,0,0,0,0,0,0
230039526001099,4.4,10.3,0,0,0,2.6,11,0.4,0.3
230039526001128,0,0,0,0,0,0,0,0,0
230039529004266,1.4,3.1,0.1,0,0,1.2,3.3,0.1,0
230039529004145,5.2,16.2,0.3,0.1,0,3.2,17.3,0.6,0.5
230039529004058,0,0,0,0,0,0,0,0,0
230039529004182,0,0,0,0,0,0,0,0,0
230039502004056,3.6,3.2,0,0,0,2.5,4,0.3,0.1
230039502004057,0,0,0,0,0,0,0,0,0
230039510001052,0,0,0,0,0,0,0,0,0
230039510001046,0,0,0,0,0,0,0,0,0
230039510001051,0,0,0,0,0,0,0,0,0
230039510001065,0,0,0,0,0,0,0,0,0
230039510001071,1.9,2.7,0.1,0.3,0,1.3,3.4,0.2,0.1
230039507001022,0,0,0,0,0,0,0,0,0
230039507001046,0,0,0,0,0,0,0,0,0
230039507001091,0,0,0,0,0,0,0,0,0
230039507001094,0,0,0,0,0,0,0,0,0
230039507001116,0,0,0,0,0,0,0,0,0
230039523001042,0,0,0,0,0,0,0,0,0
230039523001052,0,0,0,0,0,0,0,0,0
230039512003019,4.3,5.7,0.1,0,0,2.5,7.1,0.3,0.2
230039513004005,10.1,13.3,0.2,0.1,0,5.8,16.6,0.7,0.4
230039514001019,32.1,42.3,0.7,0.3,0.1,18.5,52.8,2.3,1.4
230039514002001,62.6,82.5,1.3,0.7,0.3,36,103.1,4.5,2.7
230039513004030,0,0,0,0,0,0,0,0,0
230039513001079,0,0,0,0,0,0,0,0,0
230039512003022,2,2.7,0,0,0,1.2,3.3,0.1,0.1
230039512003015,0,0,0,0,0,0,0,0,0
230039513001072,0,0,0,0,0,0,0,0,0
230039513001076,0,0,0,0,0,0,0,0,0
230039513001035,0,0,0,0,0,0,0,0,0
230039501002020,0.9,1,0,0,0,0.6,1.3,0,0.1
230039527001184,0,0,0,0,0,0,0,0,0
230039527001080,1.2,3.1,0.1,0,0.1,0.9,3.3,0.1,0.1
230039527001211,0,0,0,0,0,0,0,0,0
230039527001196,0,0,0,0,0,0,0,0,0
230039527001084,3,8,0.2,0,0.2,2.3,8.5,0.2,0.3
230039527001208,0.5,1.2,0,0,0,0.4,1.3,0,0
230039527001220,0,0,0,0,0,0,0,0,0
230039527001076,1.4,3.7,0.1,0,0.1,1.1,3.9,0.1,0.1
230039527001102,0.5,1.2,0,0,0,0.4,1.3,0,0
230039527001095,0,0,0,0,0,0,0,0,0
230039507003054,0,0,0,0,0,0,0,0,0
230039507003160,1.6,2.1,0,0,0,1.2,2.4,0.1,0.1
230039507003011,1.1,1.4,0,0,0,0.8,1.6,0.1,0.1
230039525001018,2,3.1,0.1,0,0,1.4,3.5,0.2,0.1
230039525001070,2.9,4.5,0.1,0,0,2,5.1,0.2,0.2
230039525001087,0,0,0,0,0,0,0,0,0
230039525001088,0,0,0,0,0,0,0,0,0
230039525001098,0,0,0,0,0,0,0,0,0
230039525001147,8.9,13.8,0.3,0.2,0,6.2,15.6,0.7,0.6
230039524002012,2.9,4.5,0.1,0,0,2,5.1,0.2,0.2
230039524002026,14,21.8,0.5,0.2,0,9.8,24.5,1.1,0.9
230039525001096,0,0,0,0,0,0,0,0,0
230039525001012,0,0,0,0,0,0,0,0,0
230039525001168,0,0,0,0,0,0,0,0,0
230039524001065,15.4,23.9,0.5,0.3,0,10.8,26.8,1.2,1
230039524001078,0,0,0,0,0,0,0,0,0
230039524004041,0.7,1,0,0,0,0.5,1.2,0.1,0
230039524001003,0,0,0,0,0,0,0,0,0
230039525001143,5.1,8,0.2,0.1,0,3.6,8.9,0.4,0.3
230039525001144,3.6,5.5,0.1,0.1,0,2.5,6.2,0.3,0.2
230039524001071,0,0,0,0,0,0,0,0,0
230039524002022,15.8,24.6,0.5,0.3,0,11.1,27.6,1.2,1
230039524002013,10.5,16.3,0.3,0.2,0,7.3,18.3,0.8,0.7
230039524004062,0,0,0,0,0,0,0,0,0
230039527001028,0,0,0,0,0,0,0,0,0
230039527001037,0.2,3,0,0,0,0,3.1,0,0
230039509001038,0,0,0,0,0,0,0,0,0
230039509001103,0,0,0,0,0,0,0,0,0
230039509001031,0,0,0,0,0,0,0,0,0
230039509001173,0,0,0,0,0,0,0,0,0
230039509001040,0.4,0.9,0,0,0,0.2,0.9,0.2,0
230039509001096,0,0,0,0,0,0,0,0,0
230039507001001,4.3,6.4,0.2,0.1,0,3.8,6.6,0.1,0.2
230039509001017,16,25.6,0.6,0.2,0.2,9.8,31.5,1.4,0.5
230039509001177,0,0,0,0,0,0,0,0,0
230039509001035,0,0,0,0,0,0,0,0,0
230039509001028,0,0,0,0,0,0,0,0,0
230039509001011,2.9,4.7,0.1,0,0,1.8,5.7,0.3,0.1
