GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20USSDGID,G20USSRCOL,G20USSISAV,G20USSILIN
230110180001015,1,1.2,0,0,0,0.7,1.4,0.1,0
230110180002031,11.2,14.4,0.6,0.2,0.1,8.7,16.2,1,0.5
230110180002039,19.8,25.5,1,0.4,0.1,15.4,28.8,1.7,0.9
230110180002027,13.1,16.8,0.7,0.3,0.1,10.2,19,1.1,0.6
230110180002037,0,0,0,0,0,0,0,0,0
230110180002020,1.6,2.1,0.1,0,0,1.2,2.3,0.1,0.1
230110180002025,0.6,0.8,0,0,0,0.5,0.9,0.1,0
230110180003010,11.5,14.8,0.6,0.2,0.1,8.9,16.7,1,0.5
230110180003023,8,10.3,0.4,0.2,0.1,6.2,11.6,0.7,0.4
230110104001012,27.4,18.6,1,0.4,0,21.3,22.4,2.2,0.6
230110105002036,6.2,4.2,0.2,0.1,0,4.8,5.1,0.5,0.1
230110102002026,0.4,0.3,0,0,0,0.3,0.4,0,0
230110104002062,1.2,0.8,0,0,0,1,0.9,0.1,0.1
230110103001028,0,0,0,0,0,0,0,0,0
230110102004021,0,0,0,0,0,0,0,0,0
230110103002007,0,0,0,0,0,0,0,0,0
230110101003013,4.4,3.8,0.2,0.1,0,3.5,4.4,0.3,0.2
230110105001012,2.5,1.7,0.1,0,0,1.9,2,0.2,0.1
230110103001016,2.7,1.8,0.1,0.1,0,2.3,2,0.2,0.1
230110104002042,0,0,0,0,0,0,0,0,0
230110104002016,0,0,0,0,0,0,0,0,0
230110104002054,11.2,7.4,0.3,0.4,0,9.5,8.4,0.9,0.5
230110104002056,0,0,0,0,0,0,0,0,0
230110105002010,15.3,10.4,0.5,0.2,0,11.9,12.5,1.2,0.3
230110103004024,0,0,0,0,0,0,0,0,0
230110103004022,0,0,0,0,0,0,0,0,0
230110108012028,2.5,2.4,0.1,0,0,1.9,3,0.2,0.1
230110130003039,1.4,1.8,0.1,0,0,1.1,2,0.1,0.1
230110130003011,29.1,37.3,1.8,0.9,0.1,23.2,41.8,3,1.1
230110130001016,12.5,16,0.8,0.4,0,9.9,17.9,1.3,0.5
230110130002028,0.7,0.9,0,0,0,0.6,1,0.1,0
230110130002021,30.8,39.5,1.9,1,0.1,24.5,44.3,3.2,1.2
230110241024017,15.3,8,0.5,0.3,0,12.9,9.3,1.4,0.5
230110241022014,0,0,0,0,0,0,0,0,0
230110242001002,0.8,0.4,0,0,0,0.7,0.5,0.1,0
230110242001009,0,0,0,0,0,0,0,0,0
230110242001011,0,0,0,0,0,0,0,0,0
230110241013006,14.1,7.3,0.5,0.2,0,11.9,8.6,1.3,0.4
230110241013012,15.3,8,0.5,0.3,0,12.9,9.3,1.4,0.5
230110241013010,8.3,4.3,0.3,0.1,0,6.9,5,0.8,0.3
230110241013017,32.2,16.7,1,0.5,0.1,27.1,19.6,2.9,1
230110241013021,21.2,11,0.7,0.4,0,17.8,12.9,1.9,0.6
230110241013018,16.9,8.8,0.5,0.3,0,14.2,10.3,1.5,0.5
230110241013019,8.3,4.3,0.3,0.1,0,6.9,5,0.8,0.3
230110241013026,22.8,11.8,0.7,0.4,0,19.1,13.8,2.1,0.7
230110241013030,2,1,0.1,0,0,1.6,1.2,0.2,0.1
230110241012005,16.9,8.8,0.5,0.3,0,14.2,10.3,1.5,0.5
230110241022033,0,0,0,0,0,0,0,0,0
230110242003008,3.1,1.6,0.1,0.1,0,2.6,1.9,0.3,0.1
230110242001035,7.9,4.1,0.3,0.1,0,6.6,4.8,0.7,0.2
230110205001016,16.1,33.2,0.9,0.4,0.1,11.9,35.5,2.1,0.9
230110205001015,0,0,0,0,0,0,0,0,0
230110205001018,17.3,35.7,0.9,0.4,0.1,12.8,38.2,2.2,1
230110205001036,1.7,3.5,0.1,0,0,1.3,3.8,0.2,0.1
230110205002030,21.9,45.2,1.2,0.6,0.1,16.3,48.4,2.8,1.2
230110205002038,1.9,4,0.1,0.1,0,1.4,4.3,0.3,0.1
230110205002027,1.9,4,0.1,0.1,0,1.4,4.3,0.3,0.1
230110200002009,3.4,4.2,0.2,0.1,0,2.6,4.8,0.3,0.1
230110200001018,0,0,0,0,0,0,0,0,0
230110200003021,0,0,0,0,0,0,0,0,0
230110200003009,30.5,38.1,1.5,0.8,0.1,23.7,43.1,3.1,1.2
230110200003001,2.4,3,0.1,0.1,0,1.8,3.4,0.2,0.1
230110200002038,0.7,0.8,0,0,0,0.5,1,0.1,0
230110200002044,0,0,0,0,0,0,0,0,0
230110200002001,0,0,0,0,0,0,0,0,0
230110200002013,6.4,8,0.3,0.2,0,5,9.1,0.7,0.2
230110120003019,15.4,22.6,0.8,0.3,0.1,11.3,25.1,1.8,0.8
230110120001006,0,0,0,0,0,0,0,0,0
230110120001054,1.2,1.8,0.1,0,0,0.9,2,0.1,0.1
230110120002015,0,0,0,0,0,0,0,0,0
230110120003060,0,0,0,0,0,0,0,0,0
230110108012043,4.2,4.1,0.2,0.1,0,3.2,4.9,0.3,0.2
230110180003029,25.6,32.9,1.3,0.5,0.2,19.8,37.1,2.2,1.2
230110180002033,3.2,4.1,0.2,0.1,0,2.5,4.6,0.3,0.1
230110180002034,19.5,25,1,0.4,0.1,15.1,28.3,1.7,0.9
230110180002015,4.2,5.3,0.2,0.1,0,3.2,6,0.4,0.2
230110180003032,0.6,0.8,0,0,0,0.5,0.9,0.1,0
230110180002005,1.6,2.1,0.1,0,0,1.2,2.3,0.1,0.1
230110230022006,51.4,55.1,2,1.1,0.1,39.3,63.5,4.8,2.1
230110230021032,0,0,0,0,0,0,0,0,0
230110230023008,30.8,33,1.2,0.7,0.1,23.5,38,2.9,1.3
230110230012023,0,0,0,0,0,0,0,0,0
230110230012025,6.2,6.6,0.2,0.1,0,4.7,7.6,0.6,0.3
230110230013011,8.7,9.3,0.3,0.2,0,6.6,10.7,0.8,0.4
230110230023029,31.5,33.8,1.2,0.7,0.1,24.1,38.9,3,1.3
230110101003006,3.3,2.8,0.1,0.1,0,2.6,3.3,0.3,0.1
230110104002010,15.2,10,0.5,0.5,0,12.9,11.4,1.2,0.6
230110105002027,9.6,6.6,0.3,0.2,0,7.5,7.9,0.8,0.2
230110104001011,9.6,6.6,0.3,0.2,0,7.5,7.9,0.8,0.2
230110104002035,0.9,0.6,0,0,0,0.8,0.7,0.1,0
230110101004001,4.8,4.1,0.2,0.1,0,3.8,4.8,0.4,0.2
230110101001033,0.7,0.6,0,0,0,0.6,0.7,0.1,0
230110103003023,57.6,38.2,1.8,1.8,0,48.9,43.3,4.6,2.4
230110103001003,1.8,1.2,0.1,0.1,0,1.5,1.4,0.1,0.1
230110102001006,0,0,0,0,0,0,0,0,0
230110102001019,7.5,7,0.4,0.1,0,6.3,7.8,0.9,0.4
230110102002016,0,0,0,0,0,0,0,0,0
230110105001013,4.7,3.2,0.2,0.1,0,3.6,3.8,0.4,0.1
230110105003003,0,0,0,0,0,0,0,0,0
230110101004027,9.6,8.2,0.4,0.1,0,7.5,9.6,0.7,0.3
230110101004029,0,0,0,0,0,0,0,0,0
230110105003026,0,0,0,0,0,0,0,0,0
230110130002044,3.1,4,0.2,0.1,0,2.5,4.5,0.3,0.1
230110130002030,40.9,52.4,2.5,1.3,0.1,32.5,58.7,4.3,1.5
230110130003032,27.7,35.5,1.7,0.9,0.1,22.1,39.8,2.9,1
230110130002049,3.5,4.4,0.2,0.1,0,2.8,5,0.4,0.1
230110130001014,10.7,13.8,0.7,0.3,0,8.5,15.4,1.1,0.4
230110130001000,5.9,7.6,0.4,0.2,0,4.7,8.5,0.6,0.2
230110130001053,0,0,0,0,0,0,0,0,0
230110130001020,0,0,0,0,0,0,0,0,0
230110130003022,28.7,36.9,1.8,0.9,0.1,22.9,41.3,3,1.1
230110130003030,6.6,8.4,0.4,0.2,0,5.2,9.4,0.7,0.2
230110108025032,18.4,24.1,0.8,0.3,0.1,14,27.3,1.6,0.8
230110108025099,17.7,23.1,0.8,0.3,0.1,13.4,26.2,1.5,0.8
230110108024041,23.7,30.9,1,0.4,0.1,17.9,35.1,2,1
230110108025095,0,0,0,0,0,0,0,0,0
230110108024054,0.8,1,0,0,0,0.6,1.1,0.1,0
230110108024039,5.6,7.4,0.2,0.1,0,4.3,8.4,0.5,0.2
230110108025039,0,0,0,0,0,0,0,0,0
230110190001038,0,0,0,0,0,0,0,0,0
230110106002026,0.6,0.8,0,0,0,0.4,0.9,0.1,0
230110106002020,7.6,11.4,0.3,0.2,0,5.8,12.5,0.9,0.4
230110106002021,1.7,2.5,0.1,0,0,1.3,2.8,0.2,0.1
230110106002001,0,0,0,0,0,0,0,0,0
230110106002009,0,0,0,0,0,0,0,0,0
230110106001041,0,0,0,0,0,0,0,0,0
230110106001004,0,0,0,0,0,0,0,0,0
230110106001050,0,0,0,0,0,0,0,0,0
230110106001029,0.8,1.3,0,0,0,0.6,1.4,0.1,0
230110200001033,21,26.2,1,0.5,0.1,16.3,29.7,2.2,0.8
230110200001002,55.5,69.4,2.7,1.4,0.1,43.1,78.5,5.7,2.1
230110200001001,11.5,14.4,0.6,0.3,0,8.9,16.3,1.2,0.4
230110200001023,1.7,2.1,0.1,0,0,1.3,2.4,0.2,0.1
230110200001044,0,0,0,0,0,0,0,0,0
230110200003012,0,0,0,0,0,0,0,0,0
230110200001004,0,0,0,0,0,0,0,0,0
230110200003014,4.7,5.9,0.2,0.1,0,3.7,6.7,0.5,0.2
230110200003002,16.2,20.3,0.8,0.4,0,12.6,23,1.7,0.6
230110200001005,0,0,0,0,0,0,0,0,0
230110106003004,12.3,13.9,0.4,0.3,0,10,15.6,1,0.6
230110150002015,8.6,7.4,0.4,0.1,0,7,8.6,0.8,0.3
230110150002021,4.8,4.1,0.2,0.1,0,3.9,4.8,0.5,0.2
230110150002005,19.2,16.5,0.8,0.3,0.1,15.5,19.1,1.8,0.6
230110150002020,0,0,0,0,0,0,0,0,0
230110150002040,13.4,11.6,0.6,0.2,0,10.9,13.4,1.3,0.4
230110150002048,6.7,5.8,0.3,0.1,0,5.4,6.7,0.6,0.2
230110150002041,1.4,1.2,0.1,0,0,1.2,1.4,0.1,0
230110150002051,0,0,0,0,0,0,0,0,0
230110150002052,0,0,0,0,0,0,0,0,0
230110102002000,69.3,64.1,3.9,1.2,0.2,58.2,71.9,8.4,4.1
230110101002010,105.6,89.7,4.6,1.6,0.5,82.5,105.7,8,3.6
230110102004016,9,8.4,0.5,0.2,0,7.6,9.4,1.1,0.5
230110102002023,0,0,0,0,0,0,0,0,0
230110102001059,1.1,1,0.1,0,0,0.9,1.2,0.1,0.1
230110101002047,0,0,0,0,0,0,0,0,0
230110101002044,0,0,0,0,0,0,0,0,0
230110101002028,23.3,19.8,1,0.4,0.1,18.2,23.4,1.8,0.8
230110102003008,22.2,20.5,1.3,0.4,0.1,18.6,23,2.7,1.3
230110101003003,4.8,4.1,0.2,0.1,0,3.8,4.8,0.4,0.2
230110101003009,9.3,7.9,0.4,0.1,0,7.2,9.3,0.7,0.3
230110101003016,7,6,0.3,0.1,0,5.5,7,0.5,0.2
230110108012061,8.8,8.5,0.4,0.1,0,6.6,10.4,0.6,0.3
230110108011007,0,0,0,0,0,0,0,0,0
230110108012020,0,0,0,0,0,0,0,0,0
230110108012018,0.4,0.4,0,0,0,0.3,0.5,0,0
230110108012045,0,0,0,0,0,0,0,0,0
230110108012055,0,0,0,0,0,0,0,0,0
230110108011016,0,0,0,0,0,0,0,0,0
230110108012060,2.5,2.4,0.1,0,0,1.9,3,0.2,0.1
230110108011012,0,0,0,0,0,0,0,0,0
230110130002047,14.2,18.2,0.9,0.4,0,11.3,20.4,1.5,0.5
230110130002055,3.5,4.4,0.2,0.1,0,2.8,5,0.4,0.1
230110130003034,12.5,16,0.8,0.4,0,9.9,17.9,1.3,0.5
230110130002014,0,0,0,0,0,0,0,0,0
230110130002026,0,0,0,0,0,0,0,0,0
230110130002054,0,0,0,0,0,0,0,0,0
230110241021016,10.6,5.5,0.3,0.2,0,8.9,6.4,1,0.3
230110242002035,21.2,11,0.7,0.4,0,17.8,12.9,1.9,0.6
230110242004004,18.5,9.6,0.6,0.3,0,15.5,11.2,1.7,0.6
230110242004013,14.1,7.3,0.5,0.2,0,11.9,8.6,1.3,0.4
230110242001001,3.1,1.6,0.1,0.1,0,2.6,1.9,0.3,0.1
230110241014002,0,0,0,0,0,0,0,0,0
230110242001032,31.4,16.3,1,0.5,0.1,26.4,19.1,2.9,1
230110241012002,7.5,3.9,0.2,0.1,0,6.3,4.5,0.7,0.2
230110241022021,18.1,9.4,0.6,0.3,0,15.2,11,1.7,0.5
230110241024016,0,0,0,0,0,0,0,0,0
230110241014000,4.3,2.2,0.1,0.1,0,3.6,2.6,0.4,0.1
230110241022002,0,0,0,0,0,0,0,0,0
230110241022005,3.5,1.8,0.1,0.1,0,3,2.1,0.3,0.1
230110241022054,3.9,2,0.1,0.1,0,3.3,2.4,0.4,0.1
230110241024015,0,0,0,0,0,0,0,0,0
230110241022049,0,0,0,0,0,0,0,0,0
230110242002022,0,0,0,0,0,0,0,0,0
230110140005002,20,16.7,0.7,0.6,0,15.9,19.8,1.7,0.7
230110140001005,1.6,1.4,0.1,0,0,1.3,1.6,0.1,0.1
230110140001004,0.8,0.7,0,0,0,0.7,0.8,0.1,0
230110140001031,4.5,3.7,0.2,0.1,0,3.6,4.4,0.4,0.2
230110140003001,3.3,2.7,0.1,0.1,0,2.6,3.2,0.3,0.1
230110140004023,7.8,6.5,0.3,0.2,0,6.2,7.7,0.7,0.3
230110140004016,5.7,4.8,0.2,0.2,0,4.6,5.7,0.5,0.2
230110140004019,0.8,0.7,0,0,0,0.7,0.8,0.1,0
230110140004018,2,1.7,0.1,0.1,0,1.6,2,0.2,0.1
230110140002019,0,0,0,0,0,0,0,0,0
230110140002021,0,0,0,0,0,0,0,0,0
230110140002003,8.2,6.8,0.3,0.2,0,6.5,8.1,0.7,0.3
230110108022034,0,0,0,0,0,0,0,0,0
230110108021001,31.3,26.4,1.5,0.7,0.2,24.7,31.5,2.7,1.3
230110108022006,74.5,62.8,3.5,1.5,0.5,58.8,75,6.5,3.1
230110108022021,40.8,34.4,1.9,0.8,0.3,32.2,41.1,3.6,1.7
230110108022002,4.4,3.7,0.2,0.1,0,3.4,4.4,0.4,0.2
230110108021027,0,0,0,0,0,0,0,0,0
230110108022037,94.7,79.8,4.5,2,0.6,74.8,95.3,8.3,3.9
230110108021005,0,0,0,0,0,0,0,0,0
230110108021006,3.2,2.7,0.1,0.1,0,2.5,3.2,0.3,0.1
230110170001013,9.4,13.2,0.5,0.1,0,7.1,14.8,0.9,0.4
230110170001002,0,0,0,0,0,0,0,0,0
230110170001004,8.6,12.2,0.4,0.1,0,6.5,13.6,0.8,0.4
230110170002038,12.4,17.5,0.6,0.2,0.1,9.4,19.6,1.2,0.6
230110170002046,40.8,57.7,2.1,0.6,0.2,31,64.7,3.9,1.8
230110170001041,1.5,2.1,0.1,0,0,1.1,2.4,0.1,0.1
230110170001006,0,0,0,0,0,0,0,0,0
230110170001027,1.1,1.6,0.1,0,0,0.9,1.8,0.1,0.1
230110170001028,0,0,0,0,0,0,0,0,0
230110180003008,1.6,2.1,0.1,0,0,1.2,2.3,0.1,0.1
230110180003020,21.1,27.1,1.1,0.4,0.1,16.4,30.6,1.8,1
230110105002007,13.7,9.3,0.5,0.2,0,10.7,11.2,1.1,0.3
230110101003001,5.9,5,0.3,0.1,0,4.6,5.9,0.4,0.2
230110102002039,37.3,34.5,2.1,0.6,0.1,31.3,38.7,4.5,2.2
230110105003032,0,0,0,0,0,0,0,0,0
230110104001029,9.1,6,0.3,0.3,0,7.7,6.8,0.7,0.4
230110105002022,0,0,0,0,0,0,0,0,0
230110105002032,5.9,4,0.2,0.1,0,4.6,4.8,0.5,0.1
230110104001005,3.7,2.5,0.1,0.1,0,2.9,3.1,0.3,0.1
230110105002031,3.1,2.1,0.1,0,0,2.4,2.5,0.2,0.1
230110105002019,4,2.8,0.1,0.1,0,3.1,3.3,0.3,0.1
230110105002004,7.8,5.3,0.3,0.1,0,6.1,6.4,0.6,0.2
230110105002016,0,0,0,0,0,0,0,0,0
230110101004007,28.9,24.5,1.2,0.4,0.1,22.6,28.9,2.2,1
230110105002015,0,0,0,0,0,0,0,0,0
230110105003021,0,0,0,0,0,0,0,0,0
230110102002032,0,0,0,0,0,0,0,0,0
230110103001027,0,0,0,0,0,0,0,0,0
230110102001060,1.5,1.4,0.1,0,0,1.3,1.6,0.2,0.1
230110102001055,0,0,0,0,0,0,0,0,0
230110130001008,14.9,19.1,0.9,0.5,0,11.9,21.4,1.6,0.6
230110130001012,1,1.3,0.1,0,0,0.8,1.5,0.1,0
230110130001025,0.3,0.4,0,0,0,0.3,0.5,0,0
230110130001044,19.4,24.9,1.2,0.6,0.1,15.4,27.8,2,0.7
230110130001015,0,0,0,0,0,0,0,0,0
230110130001002,3.5,4.4,0.2,0.1,0,2.8,5,0.4,0.1
230110130001019,0,0,0,0,0,0,0,0,0
230110130003027,0.3,0.4,0,0,0,0.3,0.5,0,0
230110130003001,6.9,8.9,0.4,0.2,0,5.5,9.9,0.7,0.3
230110130001052,0,0,0,0,0,0,0,0,0
230110130003026,2.8,3.6,0.2,0.1,0,2.2,4,0.3,0.1
230110130002068,0.3,0.4,0,0,0,0.3,0.5,0,0
230110130002008,0,0,0,0,0,0,0,0,0
230110230012004,9.4,10.1,0.4,0.2,0,7.2,11.6,0.9,0.4
230110230012012,10.1,10.9,0.4,0.2,0,7.8,12.5,1,0.4
230110230021013,6.2,6.6,0.2,0.1,0,4.7,7.6,0.6,0.3
230110230021021,13.4,14.4,0.5,0.3,0,10.2,16.5,1.3,0.5
230110230022015,10.5,11.3,0.4,0.2,0,8,13,1,0.4
230110230022016,8,8.5,0.3,0.2,0,6.1,9.8,0.7,0.3
230110230023005,10.9,11.6,0.4,0.2,0,8.3,13.4,1,0.4
230110230012031,13,14,0.5,0.3,0,10,16.1,1.2,0.5
230110230011004,13,14,0.5,0.3,0,10,16.1,1.2,0.5
230110230012026,7.6,8.1,0.3,0.2,0,5.8,9.4,0.7,0.3
230110230014008,39.1,41.9,1.5,0.8,0.1,29.9,48.3,3.7,1.6
230110230013003,4,4.3,0.2,0.1,0,3,4.9,0.4,0.2
230110230014013,0,0,0,0,0,0,0,0,0
230110230021030,0,0,0,0,0,0,0,0,0
230110230023009,0,0,0,0,0,0,0,0,0
230110230012001,0,0,0,0,0,0,0,0,0
230110145001025,0.8,0.9,0,0,0,0.7,1,0.1,0
230110145001021,29.4,31.7,1.1,0.3,0.2,24.2,34.5,3.2,1
230110145001063,0,0,0,0,0,0,0,0,0
230110145001018,2.9,3.2,0.1,0,0,2.4,3.4,0.3,0.1
230110145001062,5,5.4,0.2,0.1,0,4.1,5.9,0.6,0.2
230110145001007,0,0,0,0,0,0,0,0,0
230110145001008,1.3,1.4,0,0,0,1,1.5,0.1,0
230110145001015,2.5,2.7,0.1,0,0,2.1,3,0.3,0.1
230110109001006,53.1,45.7,2.3,1.2,0.1,43.6,52.3,5,1.6
230110109002001,10.6,9.1,0.4,0.2,0,8.7,10.4,1,0.3
230110109001009,17,14.6,0.7,0.4,0,13.9,16.7,1.6,0.5
230110180003038,14.4,18.5,0.7,0.3,0.1,11.2,20.9,1.3,0.7
230110180003044,0,0,0,0,0,0,0,0,0
230110180003015,0,0,0,0,0,0,0,0,0
230110180001004,0,0,0,0,0,0,0,0,0
230110180003006,12.8,16.4,0.7,0.3,0.1,9.9,18.6,1.1,0.6
230110155003005,1.2,1.3,0,0,0,0.9,1.4,0.2,0.1
230110155003044,0,0,0,0,0,0,0,0,0
230110155003041,0,0,0,0,0,0,0,0,0
230110155003023,2.4,2.6,0.1,0.1,0,1.8,2.7,0.4,0.1
230110155003003,0,0,0,0,0,0,0,0,0
230110104001014,0,0,0,0,0,0,0,0,0
230110104001030,5.3,3.6,0.2,0.1,0,4.1,4.3,0.4,0.1
230110104002025,1.6,1.1,0.1,0,0,1.2,1.3,0.1,0
230110104001000,0,0,0,0,0,0,0,0,0
230110102004029,0,0,0,0,0,0,0,0,0
230110101001024,15.9,13.5,0.7,0.2,0.1,12.4,15.9,1.2,0.5
230110101001003,3,2.5,0.1,0,0,2.3,3,0.2,0.1
230110101002022,5.2,4.4,0.2,0.1,0,4.1,5.2,0.4,0.2
230110105001010,3.7,2.5,0.1,0.1,0,2.9,3.1,0.3,0.1
230110105001006,12.8,8.7,0.5,0.2,0,9.9,10.4,1,0.3
230110101001006,0,0,0,0,0,0,0,0,0
230110105003001,3.1,2.1,0.1,0,0,2.4,2.5,0.2,0.1
230110130002013,0,0,0,0,0,0,0,0,0
230110130002022,2.4,3.1,0.1,0.1,0,1.9,3.5,0.3,0.1
230110130002024,0.7,0.9,0,0,0,0.6,1,0.1,0
230110130002050,0,0,0,0,0,0,0,0,0
230110130002051,0,0,0,0,0,0,0,0,0
230110130001004,0.3,0.4,0,0,0,0.3,0.5,0,0
230110130001021,16.3,20.9,1,0.5,0,13,23.4,1.7,0.6
230110130001023,6.2,8,0.4,0.2,0,5,9,0.7,0.2
230110242003003,4.7,2.4,0.2,0.1,0,4,2.9,0.4,0.1
230110241022035,14.9,7.7,0.5,0.3,0,12.5,9.1,1.4,0.5
230110241025022,40.9,21.2,1.3,0.7,0.1,34.3,24.8,3.7,1.2
230110241025019,53,27.5,1.7,0.9,0.1,44.5,32.2,4.9,1.6
230110241022018,0,0,0,0,0,0,0,0,0
230110242005011,9,4.7,0.3,0.2,0,7.6,5.5,0.8,0.3
230110242002008,0,0,0,0,0,0,0,0,0
230110241025029,38.5,20,1.2,0.6,0.1,32.3,23.4,3.5,1.2
230110241021001,27.1,14.1,0.9,0.5,0.1,22.8,16.5,2.5,0.8
230110242002045,3.9,2,0.1,0.1,0,3.3,2.4,0.4,0.1
230110242002036,0,0,0,0,0,0,0,0,0
230110242002042,14.9,7.7,0.5,0.3,0,12.5,9.1,1.4,0.5
230110205002024,0,0,0,0,0,0,0,0,0
230110205002007,7.8,16.1,0.4,0.2,0,5.8,17.2,1,0.4
230110205001032,0,0,0,0,0,0,0,0,0
230110205002001,7.5,15.6,0.4,0.2,0,5.6,16.7,1,0.4
230110102001049,0,0,0,0,0,0,0,0,0
230110200001029,21.7,27.1,1.1,0.6,0.1,16.8,30.6,2.2,0.8
230110200001022,0,0,0,0,0,0,0,0,0
230110200003019,1.4,1.7,0.1,0,0,1.1,1.9,0.1,0.1
230110200003026,1.4,1.7,0.1,0,0,1.1,1.9,0.1,0.1
230110200001026,0,0,0,0,0,0,0,0,0
230110200001024,0,0,0,0,0,0,0,0,0
230110200003041,11.8,14.8,0.6,0.3,0,9.2,16.8,1.2,0.5
230110200003022,9.8,12.3,0.5,0.3,0,7.6,13.9,1,0.4
230110200001036,4.1,5.1,0.2,0.1,0,3.2,5.7,0.4,0.2
230110108012064,2.5,2.4,0.1,0,0,1.9,3,0.2,0.1
230110108011023,1.3,1.2,0.1,0,0,0.9,1.5,0.1,0
230110108011024,4.2,4.1,0.2,0.1,0,3.2,4.9,0.3,0.2
230110108012048,0,0,0,0,0,0,0,0,0
230110108011038,24.4,23.6,1,0.4,0,18.3,28.6,1.6,0.9
230110108012023,0,0,0,0,0,0,0,0,0
230110130002061,0,0,0,0,0,0,0,0,0
230110130003009,3.8,4.9,0.2,0.1,0,3,5.5,0.4,0.1
230110180003012,28.8,37,1.5,0.6,0.2,22.3,41.7,2.5,1.3
230110180003026,1,1.2,0,0,0,0.7,1.4,0.1,0
230110180002049,1.3,1.6,0.1,0,0,1,1.9,0.1,0.1
230110180003001,28.1,36.1,1.4,0.6,0.2,21.8,40.8,2.5,1.3
230110180002052,4.5,5.7,0.2,0.1,0,3.5,6.5,0.4,0.2
230110180002064,6.4,8.2,0.3,0.1,0,5,9.3,0.6,0.3
230110180003033,11.5,14.8,0.6,0.2,0.1,8.9,16.7,1,0.5
230110230022023,6.9,7.4,0.3,0.1,0,5.3,8.5,0.6,0.3
230110230023013,17.4,18.6,0.7,0.4,0,13.3,21.5,1.6,0.7
230110230022033,0,0,0,0,0,0,0,0,0
230110230012017,0,0,0,0,0,0,0,0,0
230110230022012,8.3,8.9,0.3,0.2,0,6.4,10.3,0.8,0.3
230110140001021,0,0,0,0,0,0,0,0,0
230110103003005,1.2,0.8,0,0,0,1,0.9,0.1,0.1
230110103004004,0,0,0,0,0,0,0,0,0
230110104001024,7.2,4.9,0.3,0.1,0,5.6,5.9,0.6,0.2
230110105002000,13.4,9.1,0.5,0.2,0,10.4,10.9,1.1,0.3
230110103001021,0,0,0,0,0,0,0,0,0
230110101001020,1.9,1.6,0.1,0,0,1.4,1.9,0.1,0.1
230110105001009,15.3,10.4,0.5,0.2,0,11.9,12.5,1.2,0.3
230110101001032,0,0,0,0,0,0,0,0,0
230110105001003,0,0,0,0,0,0,0,0,0
230110105001025,4.4,3,0.2,0.1,0,3.4,3.6,0.3,0.1
230110105001029,5.9,4,0.2,0.1,0,4.6,4.8,0.5,0.1
230110105002034,0,0,0,0,0,0,0,0,0
230110104002011,4.9,3.2,0.1,0.2,0,4.1,3.6,0.4,0.2
230110103004026,0,0,0,0,0,0,0,0,0
230110130003035,1.7,2.2,0.1,0.1,0,1.4,2.5,0.2,0.1
230110130002002,0,0,0,0,0,0,0,0,0
230110130002037,0,0,0,0,0,0,0,0,0
230110130002001,1,1.3,0.1,0,0,0.8,1.5,0.1,0
230110130002018,0,0,0,0,0,0,0,0,0
230110130001036,0.7,0.9,0,0,0,0.6,1,0.1,0
230110155002034,15.1,14.6,0.4,0.2,0,12.2,16.4,1.4,0.3
230110155002011,1.3,1.3,0,0,0,1.1,1.4,0.1,0
230110155002013,0.9,0.9,0,0,0,0.7,1,0.1,0
230110155002085,4,3.9,0.1,0,0,3.2,4.3,0.4,0.1
230110155002057,0,0,0,0,0,0,0,0,0
230110155002068,0,0,0,0,0,0,0,0,0
230110190001014,15.2,28.4,1.3,0.4,0.1,11.5,30.7,2.2,1.1
230110190001012,0.5,0.9,0,0,0,0.4,1,0.1,0
230110190001037,0,0,0,0,0,0,0,0,0
230110190002028,0,0,0,0,0,0,0,0,0
230110190002005,2.2,4.1,0.2,0.1,0,1.6,4.4,0.3,0.2
230110230021037,4,4.3,0.2,0.1,0,3,4.9,0.4,0.2
230110230022010,0,0,0,0,0,0,0,0,0
230110230011002,91.9,98.6,3.6,2,0.2,70.3,113.5,8.6,3.7
230110230021016,13.4,14.4,0.5,0.3,0,10.2,16.5,1.3,0.5
230110230021003,0,0,0,0,0,0,0,0,0
230110200002005,0,0,0,0,0,0,0,0,0
230110200002019,0,0,0,0,0,0,0,0,0
230110200003020,0,0,0,0,0,0,0,0,0
230110200003017,0,0,0,0,0,0,0,0,0
230110200003018,0,0,0,0,0,0,0,0,0
230110200002045,0,0,0,0,0,0,0,0,0
230110200002047,0,0,0,0,0,0,0,0,0
230110210001039,26.3,44.6,1.4,0.6,0,20.6,47.2,3.8,1.5
230110210002017,1,1.6,0.1,0,0,0.8,1.7,0.1,0.1
230110210002041,0.2,0.4,0,0,0,0.2,0.4,0,0
230110210002003,0,0,0,0,0,0,0,0,0
230110210002004,0.5,0.8,0,0,0,0.4,0.9,0.1,0
230110210002024,29.7,50.4,1.6,0.6,0,23.2,53.3,4.3,1.7
230110210002006,4.6,7.8,0.2,0.1,0,3.6,8.2,0.7,0.3
230110210002030,0,0,0,0,0,0,0,0,0
230110150002026,10.6,9.1,0.5,0.2,0,8.5,10.5,1,0.3
230110150001004,30.7,26.4,1.3,0.5,0.1,24.8,30.5,2.9,1
230110150001027,5.8,5,0.2,0.1,0,4.7,5.7,0.5,0.2
230110150001031,0,0,0,0,0,0,0,0,0
