GEOID,G18GOVDMIL,G18GOVRMOO,G18GOVIHAY,G18GOVOWRI,G18USSDRIN,G18USSRBRA,G18USSIKIN,G18USSOWRI
230010102003033,2.7,2.4,0.5,0,0.6,2.2,2.9,0
230010107001008,0,0,0,0,0,0,0,0
230010101002019,3.4,3.4,0.6,0,0.6,3.1,3.7,0
230010105001005,10.9,10.9,1.9,0,2.1,10.2,11.6,0
230010105001006,0,0,0,0,0,0,0,0
230010105002024,8.6,8.6,1.5,0,1.7,8.1,9.2,0
230010108001000,74.5,50,9,0.1,13.5,46.4,74,0
230010440003045,1.9,1.8,0.4,0,0.4,1.6,2.1,0
230010440003032,4.2,4,0.8,0,1,3.5,4.6,0
230010440003036,0,0,0,0,0,0,0,0
230010440003062,0,0,0,0,0,0,0,0
230010415003026,0,0,0,0,0,0,0,0
230010415002013,14.4,21.3,4.1,0,2.4,20.3,17.7,0
230010415003005,1.2,1.8,0.3,0,0.2,1.7,1.5,0
230010415003008,1.4,2,0.4,0,0.2,1.9,1.7,0
230010415003015,0.6,0.9,0.2,0,0.1,0.8,0.7,0
230010415002014,0,0,0,0,0,0,0,0
230010460002013,0,0,0,0,0,0,0,0
230010460003031,0,0,0,0,0,0,0,0
230010460002016,6.3,12.6,1.5,0,1.2,10.6,8.8,0
230010460003000,2.2,4.5,0.5,0,0.4,3.7,3.1,0
230010460002002,0.4,0.7,0.1,0,0.1,0.6,0.5,0
230010450001005,0,0,0,0,0,0,0,0
230010450001003,2.5,3.8,0.6,0,0.5,3.3,3.1,0
230010450001038,20.8,31.5,4.7,0,4.3,27.2,26.1,0
230010450001047,2.1,3.2,0.5,0,0.4,2.7,2.6,0
230010450001048,5.4,8.2,1.2,0,1.1,7.1,6.8,0
230010450001066,2.9,4.4,0.7,0,0.6,3.8,3.7,0
230010465001018,0,0,0,0,0,0,0,0
230010465003032,45,73.5,9,0,9,64.5,56.4,0
230010465002022,0,0,0,0,0,0,0,0
230010465003036,0.4,0.6,0.1,0,0.1,0.5,0.5,0
230010465003042,1,1.6,0.2,0,0.2,1.4,1.2,0
230010465003051,0,0,0,0,0,0,0,0
230010465003035,2.1,3.4,0.4,0,0.4,3,2.6,0
230010465003020,2.9,4.7,0.6,0,0.6,4.1,3.6,0
230010465001002,2.3,3.8,0.5,0,0.5,3.3,2.9,0
230010465001017,3.6,5.9,0.7,0,0.7,5.2,4.6,0
230010465003066,12.1,19.7,2.4,0,2.4,17.3,15.1,0
230010465003030,8,13.1,1.6,0,1.6,11.5,10.1,0
230010465001003,4.4,7.2,0.9,0,0.9,6.3,5.5,0
230010206002023,21.9,30.1,3.6,0,4.3,25.7,26.6,0
230010208001023,0,0,0,0,0,0,0,0
230010201001057,0,0,0,0,0,0,0,0
230010201001059,0,0,0,0,0,0,0,0
230010201001022,0,0,0,0,0,0,0,0
230010202001003,27.3,11.1,2.5,0,9.2,9.7,21.7,0
230010206001013,4.7,4.8,0.7,0,1.1,4.1,5.2,0
230010207002002,8.4,8.5,1.6,0,1.6,7.1,10.2,0
230010201001056,0,0,0,0,0,0,0,0
230010201001048,0,0,0,0,0,0,0,0
230010201001036,0,0,0,0,0,0,0,0
230010206002053,0,0,0,0,0,0,0,0
230010206002047,0,0,0,0,0,0,0,0
230010209002021,26.6,10.9,2.4,0,8.9,9.4,21.2,0
230010209002023,4.9,2,0.4,0,1.7,1.7,3.9,0
230010209001016,1.6,0.7,0.1,0,0.6,0.6,1.3,0
230010209001005,10.9,4.4,1,0,3.6,3.8,8.6,0
230010209001013,9.2,3.8,0.8,0,3.1,3.3,7.3,0
230010207001006,7.2,8.5,1.2,0,1.3,6.9,8.8,0
230010207001032,4.8,5.7,0.8,0,0.9,4.6,5.9,0
230010203003002,0,0,0,0,0,0,0,0
230010203003007,0,0,0,0,0,0,0,0
230010203003008,5.6,1.4,0.5,0,2.1,1.2,4.1,0
230010420002031,0,0,0,0,0,0,0,0
230010420002063,0,0,0,0,0,0,0,0
230010420002034,0,0,0,0,0,0,0,0
230010420001026,4.8,8.1,1.1,0,0.7,7,6.3,0
230010420002017,0,0,0,0,0,0,0,0
230010420003025,0,0,0,0,0,0,0,0
230010420004043,20.9,35.6,4.9,0,3.2,30.7,27.7,0
230010420001025,0,0,0,0,0,0,0,0
230010420004053,14.3,24.3,3.4,0,2.2,20.9,18.9,0
230010420004012,0,0,0,0,0,0,0,0
230010420002041,4.1,7,1,0,0.6,6.1,5.5,0
230010420002050,0,0,0,0,0,0,0,0
230010302003006,4.8,6.4,1,0,1,5.4,6,0
230010302003007,1.1,1.5,0.2,0,0.2,1.3,1.4,0
230010301001018,2.5,3.3,0.5,0,0.5,2.8,3.1,0
230010301002045,6.4,8.5,1.3,0,1.3,7.2,7.9,0
230010302003018,14.5,19.4,3.1,0,3,16.4,18.1,0
230010301002025,8.6,11.5,1.8,0,1.8,9.8,10.8,0
230010302002015,8.6,11.5,1.8,0,1.8,9.8,10.8,0
230010302002016,9.1,12.1,1.9,0,1.9,10.3,11.3,0
230010302002017,16.4,21.8,3.4,0,3.3,18.5,20.4,0
230010302002011,5.5,7.3,1.1,0,1.1,6.2,6.8,0
230010302001023,0,0,0,0,0,0,0,0
230010302003025,5.7,7.6,1.2,0,1.2,6.4,7.1,0
230010302001039,5.9,7.9,1.2,0,1.2,6.7,7.4,0
230010302001019,3.6,4.8,0.8,0,0.7,4.1,4.5,0
230010302003000,0.7,0.9,0.1,0,0.1,0.8,0.9,0
230010104001006,4.2,2.8,0.5,0,0.8,2.6,4.2,0
230010104001011,9.6,10.8,1.4,0,1.6,8.9,11.5,0
230010104001017,6.9,7.7,1,0,1.1,6.4,8.2,0
230010104002021,3.8,3.8,0.7,0,0.7,3.5,4.1,0
230010104002022,4.4,4.5,0.8,0,0.8,4.1,4.8,0
230010104002003,2.7,2.8,0.5,0,0.5,2.6,3,0
230010103001019,5.3,5.9,0.8,0,0.9,4.9,6.3,0
230010102001002,0.5,0.4,0.1,0,0.1,0.4,0.5,0
230010101001012,0,0,0,0,0,0,0,0
230010101001003,6.2,6.9,0.9,0,1,5.7,7.4,0
230010101002022,0,0,0,0,0,0,0,0
230010103002010,14.4,9.7,1.7,0,2.6,9,14.3,0
230010103001004,0,0,0,0,0,0,0,0
230010103002009,36.9,24.8,4.4,0.1,6.7,23,36.7,0
230010105001003,7.1,7.1,1.2,0,1.4,6.6,7.6,0
230010105001021,8.1,8.1,1.4,0,1.6,7.6,8.6,0
230010105001010,0,0,0,0,0,0,0,0
230010105001017,11.2,11.1,1.9,0,2.2,10.4,11.9,0
230010105001026,2.3,2.3,0.4,0,0.4,2.1,2.4,0
230010102003052,5.4,4.9,0.9,0,1.2,4.4,5.8,0
230010101001002,22.6,23.1,4,0,4.1,21.3,24.9,0
230010105001020,7.6,7.6,1.3,0,1.5,7.1,8.1,0
230010105001019,2.8,2.8,0.5,0,0.5,2.6,3,0
230010107002008,0,0,0,0,0,0,0,0
230010410001001,21.8,28.7,4.1,0,4.3,25.5,25.3,0
230010410002087,0,0,0,0,0,0,0,0
230010410001053,11.9,15.7,2.2,0,2.3,13.9,13.8,0
230010410001058,1.6,2,0.3,0,0.3,1.8,1.8,0
230010410001034,5.2,6.8,1,0,1,6.1,6,0
230010410001059,0,0,0,0,0,0,0,0
230010410001057,0,0,0,0,0,0,0,0
230010410003006,4.4,5.8,0.8,0,0.9,5.2,5.1,0
230010410003017,3.4,4.4,0.6,0,0.7,3.9,3.9,0
230010410002025,0,0,0,0,0,0,0,0
230010208003007,32,32.3,6.2,0.1,5.9,27.1,38.8,0
230010201001020,2.4,0.6,0.2,0,0.9,0.5,1.8,0
230010201001023,11.4,2.8,1.1,0,4.3,2.5,8.4,0
230010201001024,0,0,0,0,0,0,0,0
230010203003004,3.7,0.9,0.4,0,1.4,0.8,2.7,0
230010203002010,30.7,7.6,2.9,0.1,11.7,6.8,22.7,0
230010203002009,46,11.4,4.4,0.1,17.5,10.3,34.1,0
230010203001018,21.4,5.3,2,0,8.1,4.8,15.9,0
230010203004004,17.4,4.3,1.7,0,6.6,3.9,12.9,0
230010209003006,8.2,3.3,0.7,0,2.8,2.9,6.5,0
230010208001006,16.9,23.2,2.8,0,3.3,19.8,20.5,0
230010207002018,5.9,2.3,0.7,0,2.3,2,4.4,0
230010201001026,16.8,6.6,2,0,6.6,5.6,12.3,0
230010203004000,14.3,3.5,1.4,0,5.4,3.2,10.6,0
230010203004011,16.3,6.4,1.9,0,6.4,5.5,12,0
230010203004010,23.1,9.1,2.7,0,9.1,7.8,17,0
230010204001009,7.9,8,1.2,0,1.8,6.8,8.7,0
230010204002002,6.4,6.5,1,0,1.5,5.5,7,0
230010203001020,5.6,1.4,0.5,0,2.1,1.2,4.1,0
230010203001019,8.5,2.1,0.8,0,3.2,1.9,6.3,0
230010204001001,4.7,1.8,0.6,0,1.8,1.6,3.4,0
230010205001005,17,6.7,2,0,6.7,5.7,12.5,0
230010203002001,13.6,5.3,1.6,0,5.3,4.6,10,0
230010207002003,5.7,5.8,1.1,0,1.1,4.9,7,0
230010205001013,2.1,2.2,0.3,0,0.5,1.8,2.3,0
230010420003005,3.5,6,0.8,0,0.5,5.2,4.7,0
230010420003030,1.7,2.8,0.4,0,0.3,2.4,2.2,0
230010420002044,2.3,3.9,0.5,0,0.4,3.3,3,0
230010420004025,0,0,0,0,0,0,0,0
230010420004046,0.2,0.4,0,0,0,0.3,0.3,0
230010420004042,1,1.8,0.2,0,0.2,1.5,1.4,0
230010465004035,4.3,10.2,1.1,0,0.6,9.1,6.1,0
230010465004025,7.1,16.7,1.7,0,0.9,14.9,10,0
230010465004053,0,0,0,0,0,0,0,0
230010465004038,0,0,0,0,0,0,0,0
230010465004022,0,0,0,0,0,0,0,0
230010465004047,0,0,0,0,0,0,0,0
230010465004057,0,0,0,0,0,0,0,0
230010460001004,8,16,1.9,0,1.5,13.4,11.1,0
230010460001009,31.7,63.5,7.7,0,5.8,53.2,44.1,0
230010460002023,14.5,29,3.5,0,2.6,24.3,20.1,0
230010460002043,0,0,0,0,0,0,0,0
230010460001003,1.1,2.2,0.3,0,0.2,1.9,1.5,0
230010460001002,20.2,40.5,4.9,0,3.7,33.9,28.1,0
230010460001037,5.2,10.4,1.3,0,0.9,8.7,7.2,0
230010460002034,0,0,0,0,0,0,0,0
230010460001024,0,0,0,0,0,0,0,0
230010460003015,0,0,0,0,0,0,0,0
230010460002038,0,0,0,0,0,0,0,0
230010460002041,0.4,0.7,0.1,0,0.1,0.6,0.5,0
230010465001009,0,0,0,0,0,0,0,0
230010465001027,10.5,17.2,2.1,0,2.1,15.1,13.2,0
230010465003037,1.7,2.8,0.3,0,0.3,2.5,2.2,0
230010465002001,17,27.8,3.4,0,3.4,24.4,21.4,0
230010465002012,0,0,0,0,0,0,0,0
230010465003060,3.1,5,0.6,0,0.6,4.4,3.8,0
230010465001029,0.4,0.6,0.1,0,0.1,0.5,0.5,0
230010465003044,0,0,0,0,0,0,0,0
230010465003041,0,0,0,0,0,0,0,0
230010465003018,0,0,0,0,0,0,0,0
230010420001000,0,0,0,0,0,0,0,0
230010420002038,0,0,0,0,0,0,0,0
230010420001006,40.7,69.4,9.6,0,6.3,59.8,54,0
230010420001015,5.4,9.2,1.3,0,0.8,7.9,7.1,0
230010420003020,0,0,0,0,0,0,0,0
230010208002004,109.8,111,21.1,0.3,20.4,93.2,133.3,0
230010208003012,3.1,3.1,0.6,0,0.6,2.6,3.7,0
230010208004000,13.9,14,2.7,0,2.6,11.8,16.9,0
230010208004022,4,4,0.8,0,0.7,3.4,4.8,0
230010206001022,5.7,5.9,0.9,0,1.3,5,6.3,0
230010206002036,0,0,0,0,0,0,0,0
230010209002000,0,0,0,0,0,0,0,0
230010209003020,0,0,0,0,0,0,0,0
230010206002004,14.8,20.4,2.4,0,2.9,17.4,18,0
230010206002078,5.2,7.2,0.9,0,1,6.2,6.4,0
230010206002000,8.2,11.3,1.3,0,1.6,9.6,10,0
230010208002011,7.3,10,1.2,0,1.4,8.6,8.9,0
230010209002011,0,0,0,0,0,0,0,0
230010203001006,0,0,0,0,0,0,0,0
230010205003006,21.9,30.1,3.6,0,4.3,25.7,26.6,0
230010102002006,2.2,2,0.4,0,0.5,1.8,2.4,0
230010102002005,5.6,5.1,0.9,0,1.3,4.6,6,0
230010105002027,4.8,4.8,0.8,0,0.9,4.5,5.1,0
230010105002031,4.1,4.1,0.7,0,0.8,3.8,4.3,0
230010101001000,0,0,0,0,0,0,0,0
230010106002034,3.3,3.3,0.6,0,0.6,3.1,3.5,0
230010106002093,0.8,0.8,0.1,0,0.1,0.7,0.8,0
230010104002009,4.6,4.7,0.8,0,0.8,4.3,5.1,0
230010104002007,5.9,6,1,0,1.1,5.5,6.4,0
230010102001004,0,0,0,0,0,0,0,0
230010106002100,1,1,0.2,0,0.2,0.9,1.1,0
230010102003030,0,0,0,0,0,0,0,0
230010415003023,9.3,13.7,2.7,0,1.5,13.1,11.4,0
230010415003012,2.2,3.2,0.6,0,0.4,3.1,2.7,0
230010415002010,0,0,0,0,0,0,0,0
230010415001072,6.1,11.3,1.2,0,0.8,9.6,8.3,0
230010415001047,0,0,0,0,0,0,0,0
230010415001067,5.6,10.4,1.1,0,0.7,8.8,7.7,0
230010415001050,0.4,0.8,0.1,0,0.1,0.7,0.6,0
230010415001071,2.7,5,0.5,0,0.3,4.2,3.7,0
230010450001043,1.9,2.8,0.4,0,0.4,2.4,2.3,0
230010450001107,4.4,6.6,1,0,0.9,5.7,5.5,0
230010450001097,0,0,0,0,0,0,0,0
230010450001050,3.3,5,0.8,0,0.7,4.3,4.2,0
230010450001039,0,0,0,0,0,0,0,0
230010450001025,2.9,4.4,0.7,0,0.6,3.8,3.7,0
230010450001060,0,0,0,0,0,0,0,0
230010450001019,0,0,0,0,0,0,0,0
230010450001104,5.6,8.5,1.3,0,1.2,7.3,7,0
230010450001112,0,0,0,0,0,0,0,0
230010450001106,0,0,0,0,0,0,0,0
230010465003010,9.8,16,2,0,2,14,12.2,0
230010465003011,0,0,0,0,0,0,0,0
230010465003027,0,0,0,0,0,0,0,0
230010420001009,51.5,87.7,12.2,0,8,75.6,68.2,0
230010420004003,0,0,0,0,0,0,0,0
230010420004022,19,32.4,4.5,0,2.9,27.9,25.2,0
230010420004040,8.1,13.7,1.9,0,1.2,11.8,10.7,0
230010420001011,34.7,59.2,8.2,0,5.4,51,46,0
230010420002013,0,0,0,0,0,0,0,0
230010420003000,0,0,0,0,0,0,0,0
230010420003024,4.8,8.1,1.1,0,0.7,7,6.3,0
230010204003004,40.5,15.9,4.8,0.1,15.9,13.6,29.7,0
230010209003010,8.6,3.5,0.8,0,2.9,3,6.8,0
230010209003005,6.9,2.8,0.6,0,2.3,2.4,5.5,0
230010208001014,4.1,5.6,0.7,0,0.8,4.8,5,0
230010207002019,81.1,82,15.6,0.2,15.1,68.8,98.5,0
230010203003010,5.9,2.3,0.7,0,2.3,2,4.4,0
230010203004008,18,4.4,1.7,0,6.8,4,13.3,0
230010204002008,0.4,0.4,0.1,0,0.1,0.4,0.5,0
230010204003006,25,9.8,3,0,9.8,8.4,18.4,0
230010205003021,6.6,9.1,1.1,0,1.3,7.8,8,0
230010205003009,11.7,12,1.8,0,2.7,10.1,12.9,0
230010204001008,12.1,12.4,1.9,0,2.8,10.5,13.4,0
230010205003018,0.9,0.9,0.1,0,0.2,0.7,0.9,0
230010203002020,14.5,3.6,1.4,0,5.5,3.2,10.8,0
230010205001001,14.4,5.7,1.7,0,5.7,4.9,10.6,0
230010205001010,6.4,6.5,1,0,1.5,5.5,7,0
230010205001021,4.9,5,0.8,0,1.1,4.2,5.4,0
230010205003004,4.5,4.6,0.7,0,1,3.9,4.9,0
230010208001007,12.5,17.2,2.1,0,2.5,14.7,15.2,0
230010209001004,12.6,14.8,2,0,2.3,12,15.3,0
230010420001012,0,0,0,0,0,0,0,0
230010420003021,0,0,0,0,0,0,0,0
230010420001010,0,0,0,0,0,0,0,0
230010420004047,0,0,0,0,0,0,0,0
230010420002003,0,0,0,0,0,0,0,0
230010420002020,0,0,0,0,0,0,0,0
230010420002022,3.9,6.7,0.9,0,0.6,5.8,5.2,0
230010420004032,0,0,0,0,0,0,0,0
230010420004045,0.6,1.1,0.1,0,0.1,0.9,0.8,0
230010465004015,2.3,5.3,0.6,0,0.3,4.7,3.2,0
230010465004020,0,0,0,0,0,0,0,0
230010465004023,0,0,0,0,0,0,0,0
230010108002012,0,0,0,0,0,0,0,0
230010108001016,26.3,17.7,3.2,0,4.8,16.4,26.2,0
230010108002033,9.5,6.4,1.1,0,1.7,5.9,9.4,0
230010104001008,13.7,15.4,2,0,2.2,12.7,16.4,0
230010301001043,0,0,0,0,0,0,0,0
230010301001030,0,0,0,0,0,0,0,0
230010301001045,0,0,0,0,0,0,0,0
230010302002013,7.7,10.3,1.6,0,1.6,8.7,9.6,0
230010301002031,0,0,0,0,0,0,0,0
230010301002004,5.5,7.3,1.1,0,1.1,6.2,6.8,0
230010430001003,4.7,6.2,0.9,0,0.8,5.2,5.5,0
230010430001034,2.9,3.8,0.6,0,0.5,3.2,3.4,0
230010430002029,21.9,29.1,4.3,0.1,3.9,24.4,25.6,0
230010430001021,0,0,0,0,0,0,0,0
230010430002042,0,0,0,0,0,0,0,0
230010430001049,0,0,0,0,0,0,0,0
230010430001032,5.5,7.3,1.1,0,1,6.1,6.4,0
230010430001041,3.4,4.5,0.7,0,0.6,3.8,4,0
230010107001007,0,0,0,0,0,0,0,0
230010107001000,0,0,0,0,0,0,0,0
230010106002004,4.1,4.1,0.7,0,0.8,3.8,4.3,0
230010106001007,6.4,6.3,1.1,0,1.2,5.9,6.8,0
230010107002047,0.8,0.9,0.1,0,0.2,0.8,0.9,0
230010106002029,0,0,0,0,0,0,0,0
230010102003070,0,0,0,0,0,0,0,0
230010106002087,0.3,0.3,0,0,0,0.2,0.3,0
230010106002037,0,0,0,0,0,0,0,0
230010102003048,0,0,0,0,0,0,0,0
230010108002017,5.5,6.1,0.8,0,0.9,5.1,6.6,0
230010102003031,0,0,0,0,0,0,0,0
230010102003023,0,0,0,0,0,0,0,0
230010410002077,11.7,15.4,2.2,0,2.3,13.6,13.5,0
230010410002044,0,0,0,0,0,0,0,0
230010410002055,0,0,0,0,0,0,0,0
230010410002064,0.5,0.7,0.1,0,0.1,0.6,0.6,0
230010410001049,0,0,0,0,0,0,0,0
230010410001029,0,0,0,0,0,0,0,0
230010410002054,0,0,0,0,0,0,0,0
230010410002059,5.4,7.2,1,0,1.1,6.4,6.3,0
230010410002031,0,0,0,0,0,0,0,0
230010410003021,4.7,6.1,0.9,0,0.9,5.5,5.4,0
230010410002069,0,0,0,0,0,0,0,0
230010208001026,0,0,0,0,0,0,0,0
230010205003000,16.8,17.2,2.6,0,3.8,14.5,18.5,0
230010204001012,3.6,3.7,0.6,0,0.8,3.1,4,0
230010207001007,44.1,51.9,7.2,0.1,8.2,42,53.7,0
230010207001009,6.9,8.2,1.1,0,1.3,6.6,8.5,0
230010209003016,8.6,3.5,0.8,0,2.9,3,6.8,0
230010206002027,3,4.1,0.5,0,0.6,3.5,3.6,0
230010206002046,1.8,2.5,0.3,0,0.4,2.1,2.2,0
230010206002057,0,0,0,0,0,0,0,0
230010207001010,10.2,12,1.7,0,1.9,9.7,12.4,0
230010205001003,5.1,2,0.6,0,2,1.7,3.7,0
230010205002004,4.7,4.8,0.7,0,1.1,4.1,5.2,0
230010209002029,0,0,0,0,0,0,0,0
230010209002004,0,0,0,0,0,0,0,0
230010206002040,0,0,0,0,0,0,0,0
230010207001020,0,0,0,0,0,0,0,0
230010460003006,1.3,2.6,0.3,0,0.2,2.2,1.8,0
230010450001035,32.5,49.2,7.4,0,6.7,42.4,40.7,0
230010450001045,0,0,0,0,0,0,0,0
230010450001080,2.3,3.5,0.5,0,0.5,3,2.9,0
230010450001064,2.3,3.5,0.5,0,0.5,3,2.9,0
230010450001119,0,0,0,0,0,0,0,0
230010450001024,0.4,0.6,0.1,0,0.1,0.5,0.5,0
230010450001108,4.4,6.6,1,0,0.9,5.7,5.5,0
230010450001044,9,13.6,2,0,1.8,11.7,11.2,0
230010420003043,5,8.5,1.2,0,0.8,7.3,6.6,0
230010420004056,25.8,44,6.1,0,4,37.9,34.3,0
230010420003033,5,8.5,1.2,0,0.8,7.3,6.6,0
230010420004014,0,0,0,0,0,0,0,0
230010420002002,0,0,0,0,0,0,0,0
230010420003038,0,0,0,0,0,0,0,0
230010420003044,0,0,0,0,0,0,0,0
230010420004041,6.2,10.6,1.5,0,1,9.1,8.2,0
230010420003034,0,0,0,0,0,0,0,0
230010420002019,0,0,0,0,0,0,0,0
230010420003008,0,0,0,0,0,0,0,0
230010420004030,2.7,4.6,0.6,0,0.4,3.9,3.6,0
230010205003001,37,37.8,5.8,0.1,8.5,32,40.8,0
230010301002044,0,0,0,0,0,0,0,0
230010301002017,0,0,0,0,0,0,0,0
230010301001014,0,0,0,0,0,0,0,0
230010302002020,13.4,17.9,2.8,0,2.7,15.1,16.7,0
230010301001048,0,0,0,0,0,0,0,0
230010302002023,0,0,0,0,0,0,0,0
230010302001045,8.4,11.2,1.8,0,1.7,9.5,10.5,0
230010301002030,0,0,0,0,0,0,0,0
230010301001037,7.3,9.7,1.5,0,1.5,8.2,9.1,0
230010301002021,0,0,0,0,0,0,0,0
230010301002008,15.9,21.2,3.4,0,3.2,18,19.8,0
230010301002012,6.4,8.5,1.3,0,1.3,7.2,7.9,0
230010301001025,14.5,19.4,3.1,0,3,16.4,18.1,0
230010102003010,5.9,5.3,1,0,1.3,4.8,6.3,0
230010102003012,1,0.9,0.2,0,0.2,0.8,1,0
230010107002002,1.1,1.3,0.2,0,0.2,1.1,1.4,0
230010107002020,7.8,8.7,1.1,0,1.3,7.2,9.3,0
230010102003028,0,0,0,0,0,0,0,0
230010400002046,15.3,18.7,1.9,0,2.8,15.1,18.4,0.1
230010400002023,46.1,56.5,5.6,0,8.6,45.7,55.7,0.2
230010400001012,0,0,0,0,0,0,0,0
230010415001053,4.7,8.8,0.9,0,0.6,7.4,6.4,0
230010410002051,0,0,0,0,0,0,0,0
230010410002052,0,0,0,0,0,0,0,0
230010410001052,0,0,0,0,0,0,0,0
230010410001030,13.5,17.8,2.5,0,2.6,15.8,15.6,0
230010410002021,1,1.4,0.2,0,0.2,1.2,1.2,0
230010410001047,16.1,21.2,3,0,3.1,18.8,18.6,0
230010410001055,8.8,11.6,1.7,0,1.7,10.3,10.2,0
230010410002034,0.5,0.7,0.1,0,0.1,0.6,0.6,0
230010410002032,0,0,0,0,0,0,0,0
230010410001041,0,0,0,0,0,0,0,0
230010410002004,6.5,8.5,1.2,0,1.3,7.6,7.5,0
230010410002024,11.4,15,2.1,0,2.2,13.3,13.2,0
230010410002073,4.4,5.8,0.8,0,0.9,5.2,5.1,0
230010450001053,0,0,0,0,0,0,0,0
230010450001062,0.4,0.6,0.1,0,0.1,0.5,0.5,0
230010205003019,9.6,13.2,1.6,0,1.9,11.3,11.6,0
230010209003024,12.6,14.8,2,0,2.3,12,15.3,0
230010208002009,76.7,105.3,12.6,0.2,15.2,90,93,0.1
230010207003014,9.6,11.3,1.6,0,1.8,9.2,11.7,0
230010208001025,2.7,3.8,0.4,0,0.5,3.2,3.3,0
230010209003002,6.2,2.5,0.6,0,2.1,2.2,5,0
230010209003018,15.2,17.9,2.5,0,2.8,14.5,18.5,0
230010209003023,35.8,42.2,5.8,0.1,6.6,34.1,43.6,0
230010209001015,4.3,1.7,0.4,0,1.4,1.5,3.4,0
230010209002007,0,0,0,0,0,0,0,0
230010209002005,0,0,0,0,0,0,0,0
230010208001022,0,0,0,0,0,0,0,0
230010201001041,2.6,0.7,0.3,0,1,0.6,2,0
230010201001053,0,0,0,0,0,0,0,0
230010201001008,9.5,2.4,0.9,0,3.6,2.1,7.1,0
230010208002008,0,0,0,0,0,0,0,0
230010201001051,6.9,1.7,0.7,0,2.6,1.5,5.1,0
230010420001021,17.6,29.9,4.2,0,2.7,25.8,23.3,0
230010420002028,5.8,9.9,1.4,0,0.9,8.5,7.7,0
230010420002033,31.8,54.2,7.5,0,4.9,46.8,42.2,0
230010420004054,8.5,14.4,2,0,1.3,12.4,11.2,0
230010420003042,0.8,1.4,0.2,0,0.1,1.2,1.1,0
230010420004011,0.6,1.1,0.1,0,0.1,0.9,0.8,0
230010420002047,14.9,25.4,3.5,0,2.3,21.9,19.7,0
230010420002011,40.1,68.3,9.5,0,6.2,58.9,53.2,0
230010420003032,0,0,0,0,0,0,0,0
230010420002058,0,0,0,0,0,0,0,0
230010420002055,4.1,7,1,0,0.6,6.1,5.5,0
230010209003001,70.4,28.7,6.4,0.1,23.6,24.9,56,0.1
230010206002012,4.8,6.6,0.8,0,0.9,5.6,5.8,0
230010206002050,0,0,0,0,0,0,0,0
230010206002056,2.5,3.4,0.4,0,0.5,2.9,3,0
230010207001022,8,9.4,1.3,0,1.5,7.6,9.8,0
230010206001014,9.4,9.6,1.5,0,2.1,8.1,10.3,0
230010206002032,0,0,0,0,0,0,0,0
230010206002043,0,0,0,0,0,0,0,0
230010207002010,5.5,5.6,1.1,0,1,4.7,6.7,0
230010208004013,4.8,4.9,0.9,0,0.9,4.1,5.9,0
230010208002012,22.6,31,3.7,0,4.5,26.5,27.4,0
230010207002021,9.3,9.4,1.8,0,1.7,7.9,11.2,0
230010208003000,3.5,3.6,0.7,0,0.7,3,4.3,0
230010208003002,4,4,0.8,0,0.7,3.4,4.8,0
230010208001021,3.4,4.7,0.6,0,0.7,4,4.2,0
230010208004024,2,2,0.4,0,0.4,1.7,2.4,0
230010108002046,4.6,3.1,0.5,0,0.8,2.8,4.5,0
230010108002044,0,0,0,0,0,0,0,0
230010106002058,0,0,0,0,0,0,0,0
230010107002012,2.1,2.3,0.3,0,0.3,1.9,2.5,0
230010107001026,7.8,7.9,1.4,0,1.4,7.3,8.5,0
230010106002038,2.3,2.3,0.4,0,0.4,2.1,2.4,0
230010106001004,80.8,80.5,13.7,0.2,15.8,75.5,85.9,0
230010106002001,71.6,71.4,12.1,0.2,14,66.9,76.2,0
230010430002031,0,0,0,0,0,0,0,0
230010430001008,0,0,0,0,0,0,0,0
230010440003058,0.4,0.4,0.1,0,0.1,0.3,0.5,0
230010440003053,4.2,4,0.8,0,1,3.5,4.6,0
230010440001002,2.1,2,0.4,0,0.5,1.7,2.3,0
230010440001006,2.1,2,0.4,0,0.5,1.7,2.3,0
230010440003048,4,3.8,0.7,0,0.9,3.3,4.3,0
230010440002031,13.4,12.6,2.5,0,3.2,11.1,14.6,0.1
230010440003003,0,0,0,0,0,0,0,0
230010440003005,0,0,0,0,0,0,0,0
230010440003029,0.4,0.4,0.1,0,0.1,0.3,0.5,0
230010440001003,5.4,5.1,1,0,1.3,4.5,5.9,0
230010440002022,5.9,5.5,1.1,0,1.4,4.9,6.4,0
230010440002030,0,0,0,0,0,0,0,0
230010102003029,0,0,0,0,0,0,0,0
230010107002053,0,0,0,0,0,0,0,0
230010108002013,0,0,0,0,0,0,0,0
230010102003013,0.5,0.4,0.1,0,0.1,0.4,0.5,0
230010102003026,7.3,6.6,1.2,0.1,1.6,5.9,7.9,0
230010102003034,18.3,16.6,3.1,0.1,4.1,14.9,19.7,0
230010102003032,2.9,2.7,0.5,0,0.7,2.4,3.1,0
230010465003016,106.2,173.7,21.3,0,21.3,152.2,133.2,0
230010465001001,41.9,68.5,8.4,0,8.4,60.1,52.6,0
230010465003013,5.4,8.8,1.1,0,1.1,7.7,6.7,0
230010465003047,22.6,36.9,4.5,0,4.5,32.4,28.3,0
230010465001004,0,0,0,0,0,0,0,0
230010465003012,1.5,2.5,0.3,0,0.3,2.2,1.9,0
