GEOID,G18GOVDMIL,G18GOVRMOO,G18GOVIHAY,G18GOVOWRI,G18USSDRIN,G18USSRBRA,G18USSIKIN,G18USSOWRI
230010105001015,4.6,4.6,0.8,0,0.9,4.3,4.9,0
230010102003014,0,0,0,0,0,0,0,0
230010107002065,1.9,1.9,0.3,0,0.3,1.8,2.1,0
230010415001055,27.6,51.3,5.3,0,3.6,43.5,37.8,0
230010415001009,0,0,0,0,0,0,0,0
230010415001078,1.6,2,0.3,0,0.3,1.8,1.8,0
230010415001065,15.7,29.2,3,0,2,24.8,21.5,0
230010415001034,0,0,0,0,0,0,0,0
230010415001040,0,0,0,0,0,0,0,0
230010415001083,0,0,0,0,0,0,0,0
230010415001076,0.4,0.8,0.1,0,0.1,0.7,0.6,0
230010410002084,0,0,0,0,0,0,0,0
230010410002010,17.9,23.6,3.4,0,3.5,20.9,20.8,0
230010102003059,8.8,8,1.5,0.1,2,7.1,9.4,0
230010102003009,6.6,6,1.1,0.1,1.5,5.4,7.1,0
230010106002092,13,12.9,2.2,0,2.5,12.1,13.8,0
230010430001020,0.5,0.7,0.1,0,0.1,0.6,0.6,0
230010430002037,0,0,0,0,0,0,0,0
230010430002018,0,0,0,0,0,0,0,0
230010430001037,0,0,0,0,0,0,0,0
230010430002048,0,0,0,0,0,0,0,0
230010430001029,2.9,3.8,0.6,0,0.5,3.2,3.4,0
230010430001040,2.1,2.8,0.4,0,0.4,2.3,2.4,0
230010430001013,0,0,0,0,0,0,0,0
230010430001006,0,0,0,0,0,0,0,0
230010400001021,5.3,6.5,0.6,0,1,5.3,6.4,0
230010400002024,6.2,7.6,0.8,0,1.2,6.2,7.5,0
230010400002039,9.4,11.5,1.1,0,1.7,9.3,11.3,0
230010400002038,0.6,0.8,0.1,0,0.1,0.6,0.8,0
230010400001013,0,0,0,0,0,0,0,0
230010400001039,0.6,0.8,0.1,0,0.1,0.6,0.8,0
230010400001029,0,0,0,0,0,0,0,0
230010400001032,17.1,21,2.1,0,3.2,17,20.7,0.1
230010400001028,0,0,0,0,0,0,0,0
230010460002000,0,0,0,0,0,0,0,0
230010460003001,11.7,23.4,2.8,0,2.1,19.6,16.3,0
230010460003026,3.2,6.3,0.8,0,0.6,5.3,4.4,0
230010460003028,0,0,0,0,0,0,0,0
230010465003070,11.5,18.8,2.3,0,2.3,16.5,14.4,0
230010465003048,24.1,39.4,4.8,0,4.8,34.6,30.3,0
230010465001012,0,0,0,0,0,0,0,0
230010465003064,22.6,36.9,4.5,0,4.5,32.4,28.3,0
230010465003063,0,0,0,0,0,0,0,0
230010465002011,0,0,0,0,0,0,0,0
230010465003029,9.2,15,1.8,0,1.8,13.2,11.5,0
230010465003061,0,0,0,0,0,0,0,0
230010420001031,0,0,0,0,0,0,0,0
230010420004000,0,0,0,0,0,0,0,0
230010207002011,4.2,4.2,0.8,0,0.8,3.6,5.1,0
230010205001007,7.2,2.8,0.9,0,2.8,2.4,5.3,0
230010206001006,3,3,0.5,0,0.7,2.6,3.3,0
230010206002059,0,0,0,0,0,0,0,0
230010208004025,0.9,0.9,0.2,0,0.2,0.7,1.1,0
230010206002006,1.1,1.6,0.2,0,0.2,1.3,1.4,0
230010205003013,0,0,0,0,0,0,0,0
230010205001019,3.2,3.3,0.5,0,0.7,2.8,3.5,0
230010205002015,5.3,5.4,0.8,0,1.2,4.6,5.9,0
230010208001019,5.7,7.8,0.9,0,1.1,6.7,6.9,0
230010208004010,6.4,6.5,1.2,0,1.2,5.4,7.8,0
230010208004001,3.1,3.1,0.6,0,0.6,2.6,3.7,0
230010208004019,5,6.9,0.8,0,1,5.9,6.1,0
230010208001004,5.9,8.1,1,0,1.2,7,7.2,0
230010208001010,13.2,18.2,2.2,0,2.6,15.5,16,0
230010206001018,5.5,5.7,0.9,0,1.3,4.8,6.1,0
230010206002024,0,0,0,0,0,0,0,0
230010206001008,11.5,11.7,1.8,0,2.6,9.9,12.7,0
230010208004005,0,0,0,0,0,0,0,0
230010206002001,0,0,0,0,0,0,0,0
230010203002013,15.1,3.7,1.4,0,5.7,3.4,11.2,0
230010206002072,1.6,2.2,0.3,0,0.3,1.9,1.9,0
230010102003006,4.6,4.2,0.8,0,1,3.8,5,0
230010102003007,21.5,19.4,3.6,0.2,4.8,17.4,23.1,0
230010102003008,0,0,0,0,0,0,0,0
230010102003060,0,0,0,0,0,0,0,0
230010102003003,0,0,0,0,0,0,0,0
230010102003066,2.2,2,0.4,0,0.5,1.8,2.4,0
230010102001016,12.2,11,2,0.1,2.7,9.9,13.1,0
230010102002017,8.3,7.5,1.4,0.1,1.9,6.7,8.9,0
230010102001015,7.1,6.4,1.2,0.1,1.6,5.7,7.6,0
230010102002027,6.8,6.2,1.1,0.1,1.5,5.5,7.3,0
230010108001013,10.5,7.1,1.3,0,1.9,6.6,10.5,0
230010108001021,10.5,7.1,1.3,0,1.9,6.6,10.5,0
230010440002017,0,0,0,0,0,0,0,0
230010440001015,4.2,4,0.8,0,1,3.5,4.6,0
230010440003065,0,0,0,0,0,0,0,0
230010440001028,3.6,3.4,0.7,0,0.8,2.9,3.9,0
230010440002028,3.6,3.4,0.7,0,0.8,2.9,3.9,0
230010440002018,0,0,0,0,0,0,0,0
230010440002016,0,0,0,0,0,0,0,0
230010440002021,6.3,5.9,1.2,0,1.5,5.2,6.9,0
230010440003023,3.1,3,0.6,0,0.7,2.6,3.4,0
230010440003011,1.5,1.4,0.3,0,0.3,1.2,1.6,0
230010440003069,0.8,0.8,0.2,0,0.2,0.7,0.9,0
230010440002003,0,0,0,0,0,0,0,0
230010440003019,0,0,0,0,0,0,0,0
230010440002034,0,0,0,0,0,0,0,0
230010440003033,7.7,7.3,1.4,0,1.8,6.4,8.5,0
230010105002014,5.1,5.1,0.9,0,1,4.7,5.4,0
230010105002016,0,0,0,0,0,0,0,0
230010105001016,16.8,16.7,2.8,0,3.3,15.7,17.8,0
230010105001022,10.9,10.9,1.9,0,2.1,10.2,11.6,0
230010105002025,4.6,4.6,0.8,0,0.9,4.3,4.9,0
230010105002026,3.8,3.8,0.6,0,0.7,3.6,4.1,0
230010103002021,7,4.7,0.8,0,1.3,4.4,7,0
230010102003001,0,0,0,0,0,0,0,0
230010106002010,12.4,12.4,2.1,0,2.4,11.6,13.2,0
230010104002008,0,0,0,0,0,0,0,0
230010106002032,6.4,6.3,1.1,0,1.2,5.9,6.8,0
230010105002028,11.9,11.9,2,0,2.3,11.2,12.7,0
230010106002094,1.3,1.3,0.2,0,0.2,1.2,1.4,0
230010102003022,0,0,0,0,0,0,0,0
230010102003016,0,0,0,0,0,0,0,0
230010440002002,0.6,0.6,0.1,0,0.1,0.5,0.7,0
230010440002015,1.5,1.4,0.3,0,0.3,1.2,1.6,0
230010440001035,0.2,0.2,0,0,0,0.2,0.2,0
230010440003004,0,0,0,0,0,0,0,0
230010415002000,41.4,61.3,11.9,0.1,6.9,58.4,50.9,0
230010415002012,2.2,3.2,0.6,0,0.4,3.1,2.7,0
230010450001055,0,0,0,0,0,0,0,0
230010450001115,0,0,0,0,0,0,0,0
230010450001056,0,0,0,0,0,0,0,0
230010450001082,12.5,18.9,2.8,0,2.6,16.3,15.6,0
230010450001116,0,0,0,0,0,0,0,0
230010450001072,4,6,0.9,0,0.8,5.2,5,0
230010450001017,0,0,0,0,0,0,0,0
230010450001027,0,0,0,0,0,0,0,0
230010450001059,4.2,6.3,0.9,0,0.9,5.4,5.2,0
230010450001105,0,0,0,0,0,0,0,0
230010450001020,0,0,0,0,0,0,0,0
230010420002043,7.7,13,1.8,0,1.2,11.2,10.1,0
230010420004064,0,0,0,0,0,0,0,0
230010420003029,3.5,6,0.8,0,0.5,5.2,4.7,0
230010420002000,6,10.2,1.4,0,0.9,8.8,7.9,0
230010420003007,0,0,0,0,0,0,0,0
230010420001033,0,0,0,0,0,0,0,0
230010420001030,0,0,0,0,0,0,0,0
230010420004048,0,0,0,0,0,0,0,0
230010420001018,0,0,0,0,0,0,0,0
230010420004038,2.7,4.6,0.6,0,0.4,3.9,3.6,0
230010420002059,0,0,0,0,0,0,0,0
230010420004039,0,0,0,0,0,0,0,0
230010420004033,8.1,13.7,1.9,0,1.2,11.8,10.7,0
230010420001034,0,0,0,0,0,0,0,0
230010302001002,11.4,15.1,2.4,0,2.3,12.8,14.2,0
230010302001008,5.9,7.9,1.2,0,1.2,6.7,7.4,0
230010302002009,6.4,8.5,1.3,0,1.3,7.2,7.9,0
230010302002022,8.2,10.9,1.7,0,1.7,9.2,10.2,0
230010302001035,9.8,13,2.1,0,2,11,12.2,0
230010302001031,1.8,2.4,0.4,0,0.4,2.1,2.3,0
230010301002001,3.4,4.5,0.7,0,0.7,3.8,4.3,0
230010430001002,1,1.4,0.2,0,0.2,1.2,1.2,0
230010430001028,0,0,0,0,0,0,0,0
230010430002039,0,0,0,0,0,0,0,0
230010430002034,11.7,15.6,2.3,0,2.1,13.1,13.7,0
230010430001027,0,0,0,0,0,0,0,0
230010430001042,0,0,0,0,0,0,0,0
230010440002036,0,0,0,0,0,0,0,0
230010440003046,31.6,29.8,5.9,0,7.5,26.2,34.5,0.2
230010102002028,121,109.6,20.3,0.9,27.1,98.3,130,0
230010107001004,0,0,0,0,0,0,0,0
230010106002005,2.3,2.3,0.4,0,0.4,2.1,2.4,0
230010106001015,2.8,2.8,0.5,0,0.5,2.6,3,0
230010106001000,0,0,0,0,0,0,0,0
230010104001019,2.7,3.1,0.4,0,0.4,2.5,3.3,0
230010107002074,0,0,0,0,0,0,0,0
230010104001022,0,0,0,0,0,0,0,0
230010102003011,2.2,2,0.4,0,0.5,1.8,2.4,0
230010108002018,0,0,0,0,0,0,0,0
230010107002049,0,0,0,0,0,0,0,0
230010105001027,0,0,0,0,0,0,0,0
230010400002037,44,53.9,5.3,0,8.2,43.6,53.1,0.2
230010410001008,14,18.4,2.6,0,2.7,16.4,16.2,0
230010410002017,12.7,16.7,2.4,0,2.5,14.9,14.7,0
230010410002007,0,0,0,0,0,0,0,0
230010410001016,5.7,7.5,1.1,0,1.1,6.7,6.6,0
230010410002049,14,18.4,2.6,0,2.7,16.4,16.2,0
230010410002081,0,0,0,0,0,0,0,0
230010410002056,0,0,0,0,0,0,0,0
230010410003036,1,1.4,0.2,0,0.2,1.2,1.2,0
230010410001021,0.8,1,0.1,0,0.2,0.9,0.9,0
230010410001002,4.4,5.8,0.8,0,0.9,5.2,5.1,0
230010410001035,1.3,1.7,0.2,0,0.3,1.5,1.5,0
230010410002033,1.3,1.7,0.2,0,0.3,1.5,1.5,0
230010410002019,0,0,0,0,0,0,0,0
230010410002038,0,0,0,0,0,0,0,0
230010108001012,77.3,51.9,9.3,0.1,14,48.2,76.8,0
230010107002013,1.8,2,0.3,0,0.3,1.7,2.2,0
230010104001003,62.8,70.4,9,0.1,10.3,58.3,75.2,0
230010107002058,3.8,3.8,0.7,0,0.7,3.5,4.1,0
230010107001010,21.7,24.3,3.1,0,3.6,20.1,26,0
230010104002006,46.5,47.5,8.2,0.1,8.3,43.7,51.1,0
230010107002037,0.6,0.6,0.1,0,0.1,0.6,0.7,0
230010102003047,14.6,13.3,2.5,0.1,3.3,11.9,15.7,0
230010107002041,0,0,0,0,0,0,0,0
230010430001018,4.2,5.5,0.8,0,0.7,4.6,4.9,0
230010440003025,7.1,6.7,1.3,0,1.7,5.9,7.8,0
230010440003000,24.7,23.3,4.6,0,5.8,20.5,27,0.1
230010440001031,0,0,0,0,0,0,0,0
230010440003041,8,7.5,1.5,0,1.9,6.6,8.7,0
230010440001018,0.6,0.6,0.1,0,0.1,0.5,0.7,0
230010440002013,26.6,25.1,4.9,0,6.3,22,29,0.2
230010440003002,5.7,5.3,1.1,0,1.3,4.7,6.2,0
230010440001021,2.7,2.6,0.5,0,0.6,2.3,3,0
230010440001026,6.5,6.1,1.2,0,1.5,5.4,7.1,0
230010440001029,10.3,9.7,1.9,0,2.4,8.5,11.2,0.1
230010440003044,0,0,0,0,0,0,0,0
230010440003075,0,0,0,0,0,0,0,0
230010440003001,3.6,3.4,0.7,0,0.8,2.9,3.9,0
230010415002003,18.3,27.2,5.3,0,3,25.9,22.5,0
230010415002019,1.4,2,0.4,0,0.2,1.9,1.7,0
230010460001017,7.2,14.5,1.8,0,1.3,12.1,10.1,0
230010460001006,0,0,0,0,0,0,0,0
230010460003024,0,0,0,0,0,0,0,0
230010460003021,8.2,16.3,2,0,1.5,13.7,11.4,0
230010460003002,3,5.9,0.7,0,0.5,5,4.1,0
230010460001013,0.4,0.7,0.1,0,0.1,0.6,0.5,0
230010460002019,0,0,0,0,0,0,0,0
230010460001019,8.9,17.8,2.2,0,1.6,14.9,12.4,0
230010460002027,0,0,0,0,0,0,0,0
230010460002021,0,0,0,0,0,0,0,0
230010460002022,17.1,34.2,4.2,0,3.1,28.6,23.8,0
230010460002007,1.3,2.6,0.3,0,0.2,2.2,1.8,0
230010420003003,0,0,0,0,0,0,0,0
230010420004028,1.9,3.2,0.4,0,0.3,2.7,2.5,0
230010420001024,0,0,0,0,0,0,0,0
230010420004004,6.6,11.3,1.6,0,1,9.7,8.8,0
230010420004018,1.2,2.1,0.3,0,0.2,1.8,1.6,0
230010420004063,0,0,0,0,0,0,0,0
230010420004057,0,0,0,0,0,0,0,0
230010420003001,0,0,0,0,0,0,0,0
230010420003016,0,0,0,0,0,0,0,0
230010420001020,0,0,0,0,0,0,0,0
230010420002035,0,0,0,0,0,0,0,0
230010205003020,0.5,0.6,0.1,0,0.1,0.5,0.6,0
230010302001025,0,0,0,0,0,0,0,0
230010302002002,2.3,3,0.5,0,0.5,2.6,2.8,0
230010301001049,0,0,0,0,0,0,0,0
230010301002018,3.4,4.5,0.7,0,0.7,3.8,4.3,0
230010301002033,14.3,19.1,3,0,2.9,16.2,17.9,0
230010301001047,0,0,0,0,0,0,0,0
230010301001008,0.2,0.3,0,0,0,0.3,0.3,0
230010301002046,7.9,10.6,1.7,0,1.6,9,9.9,0
230010301002003,10.7,14.2,2.3,0,2.2,12.1,13.3,0
230010301002015,3.4,4.5,0.7,0,0.7,3.8,4.3,0
230010301001038,2.3,3,0.5,0,0.5,2.6,2.8,0
230010301002036,4.8,6.4,1,0,1,5.4,6,0
230010302002008,4.8,6.4,1,0,1,5.4,6,0
230010302002024,14.1,18.8,3,0,2.9,15.9,17.6,0
230010302001003,11.4,15.1,2.4,0,2.3,12.8,14.2,0
230010302001021,3.2,4.2,0.7,0,0.6,3.6,4,0
230010102003054,0,0,0,0,0,0,0,0
230010105002005,0,0,0,0,0,0,0,0
230010103002011,22.8,15.3,2.7,0,4.1,14.2,22.7,0
230010104001012,8.5,9.5,1.2,0,1.4,7.8,10.1,0
230010104002020,4.2,4.3,0.7,0,0.8,3.9,4.6,0
230010104002017,4.6,4.7,0.8,0,0.8,4.3,5.1,0
230010104002000,0,0,0,0,0,0,0,0
230010104002002,3.8,3.8,0.7,0,0.7,3.5,4.1,0
230010101001010,6.2,6.9,0.9,0,1,5.7,7.4,0
230010101001004,0,0,0,0,0,0,0,0
230010101002010,4.8,4.9,0.9,0,0.9,4.5,5.3,0
230010101002007,11.7,12,2.1,0,2.1,11,12.9,0
230010106002050,0,0,0,0,0,0,0,0
230010103002018,6,4,0.7,0,1.1,3.7,5.9,0
230010105002012,1.8,1.8,0.3,0,0.3,1.7,1.9,0
230010105001008,0,0,0,0,0,0,0,0
230010105002029,9.1,9.1,1.5,0,1.8,8.5,9.7,0
230010103002016,10.9,7.3,1.3,0,2,6.8,10.8,0
230010106001003,6.9,6.8,1.2,0,1.3,6.4,7.3,0
230010105002032,4.8,4.8,0.8,0,0.9,4.5,5.1,0
230010106002008,0,0,0,0,0,0,0,0
230010440002026,7.7,7.3,1.4,0,1.8,6.4,8.5,0
230010415003001,16.2,23.9,4.6,0,2.7,22.8,19.9,0
230010415003042,3.9,5.8,1.1,0,0.7,5.6,4.8,0
230010415003025,0,0,0,0,0,0,0,0
230010415003016,0,0,0,0,0,0,0,0
230010415002040,0,0,0,0,0,0,0,0
230010415002017,2.6,3.8,0.7,0,0.4,3.6,3.2,0
230010415003014,10.1,14.9,2.9,0,1.7,14.2,12.4,0
230010415003030,0,0,0,0,0,0,0,0
230010107002003,1.4,1.5,0.2,0,0.2,1.3,1.6,0
230010108002008,3.2,2.1,0.4,0,0.6,2,3.1,0
230010400002012,0,0,0,0,0,0,0,0
230010400002002,15.3,18.7,1.9,0,2.8,15.1,18.4,0.1
230010400002009,52.7,64.5,6.4,0,9.8,52.2,63.6,0.2
230010400001011,0,0,0,0,0,0,0,0
230010400002040,0,0,0,0,0,0,0,0
230010400001033,0,0,0,0,0,0,0,0
230010400002010,0,0,0,0,0,0,0,0
230010400002005,2.8,3.4,0.3,0,0.5,2.8,3.4,0
230010460002001,0.6,1.1,0.1,0,0.1,0.9,0.8,0
230010460002005,0,0,0,0,0,0,0,0
230010415002026,0.2,0.3,0.1,0,0,0.3,0.2,0
230010415003011,0,0,0,0,0,0,0,0
230010415002001,1.8,2.6,0.5,0,0.3,2.5,2.2,0
230010415002036,5.3,7.9,1.5,0,0.9,7.5,6.5,0
230010415002039,1.2,1.8,0.3,0,0.2,1.7,1.5,0
230010415003038,2.4,3.5,0.7,0,0.4,3.3,2.9,0
230010415003031,0,0,0,0,0,0,0,0
230010415003040,1.2,1.8,0.3,0,0.2,1.7,1.5,0
230010415003049,10.8,16.1,3.1,0,1.8,15.3,13.3,0
230010415002020,1.4,2,0.4,0,0.2,1.9,1.7,0
230010415002029,2.6,3.8,0.7,0,0.4,3.6,3.2,0
230010415003020,8.9,13.1,2.5,0,1.5,12.5,10.9,0
230010415002008,3.2,4.7,0.9,0,0.5,4.4,3.9,0
230010450001058,0,0,0,0,0,0,0,0
230010450001101,0,0,0,0,0,0,0,0
230010450001054,0,0,0,0,0,0,0,0
230010209003019,20.8,24.5,3.4,0,3.9,19.8,25.4,0
230010206002003,3.4,4.7,0.6,0,0.7,4,4.2,0
230010207001000,39,45.9,6.4,0.1,7.2,37.1,47.5,0
230010209003030,1.3,1.6,0.2,0,0.2,1.3,1.6,0
230010209003004,5.3,2.1,0.5,0,1.8,1.9,4.2,0
230010209002009,0,0,0,0,0,0,0,0
230010209002016,9.5,3.9,0.9,0,3.2,3.4,7.6,0
230010205003015,0,0,0,0,0,0,0,0
230010207001015,16.8,19.8,2.7,0,3.1,16,20.5,0
230010207001028,12,14.2,2,0,2.2,11.4,14.6,0
230010209001007,0,0,0,0,0,0,0,0
230010207001016,0,0,0,0,0,0,0,0
230010420003036,3.7,6.3,0.9,0,0.6,5.5,4.9,0
230010465004010,0.8,1.9,0.2,0,0.1,1.7,1.1,0
230010465004056,3.5,8.3,0.9,0,0.5,7.4,5,0
230010465004058,13,30.7,3.2,0.1,1.7,27.4,18.4,0
230010465004024,3.1,7.2,0.8,0,0.4,6.4,4.3,0
230010465004031,0,0,0,0,0,0,0,0
230010465004054,0,0,0,0,0,0,0,0
230010465004037,0,0,0,0,0,0,0,0
230010465004045,0,0,0,0,0,0,0,0
230010465004034,1.9,4.5,0.5,0,0.2,4.1,2.7,0
230010106002025,1,1,0.2,0,0.2,0.9,1.1,0
230010106002035,35.6,35.4,6,0.1,7,33.2,37.8,0
230010440003008,17,16,3.2,0,4,14,18.5,0.1
230010440003059,0.6,0.6,0.1,0,0.1,0.5,0.7,0
230010440003014,0.4,0.4,0.1,0,0.1,0.3,0.5,0
230010440003049,3.6,3.4,0.7,0,0.8,2.9,3.9,0
230010440001009,0,0,0,0,0,0,0,0
230010440003063,0,0,0,0,0,0,0,0
230010440001013,8,7.5,1.5,0,1.9,6.6,8.7,0
230010440002012,0,0,0,0,0,0,0,0
230010440001025,9,8.5,1.7,0,2.1,7.5,9.8,0.1
230010440001008,7.3,6.9,1.4,0,1.7,6.1,8,0
230010440002025,3.1,3,0.6,0,0.7,2.6,3.4,0
230010440002033,5.9,5.5,1.1,0,1.4,4.9,6.4,0
230010440003061,0.8,0.8,0.2,0,0.2,0.7,0.9,0
230010400001008,35.2,43.2,4.3,0,6.5,34.9,42.5,0.2
230010400001024,2.8,3.4,0.3,0,0.5,2.8,3.4,0
230010400002042,0,0,0,0,0,0,0,0
230010400001001,0,0,0,0,0,0,0,0
230010400002015,12.2,14.9,1.5,0,2.3,12.1,14.7,0.1
230010400002001,0,0,0,0,0,0,0,0
230010460002029,41.7,83.6,10.2,0,7.6,70.1,58.1,0
230010460003037,1.7,3.3,0.4,0,0.3,2.8,2.3,0
230010460001008,0.7,1.5,0.2,0,0.1,1.2,1,0
230010460003033,0,0,0,0,0,0,0,0
230010410001042,12.7,16.7,2.4,0,2.5,14.9,14.7,0
230010410001003,0,0,0,0,0,0,0,0
230010410003022,39.7,52.3,7.5,0,7.7,46.4,46,0.1
230010410002048,0,0,0,0,0,0,0,0
230010410003037,4.2,5.5,0.8,0,0.8,4.9,4.8,0
230010410003034,0,0,0,0,0,0,0,0
230010410002001,6.5,8.5,1.2,0,1.3,7.6,7.5,0
230010410001020,0,0,0,0,0,0,0,0
230010410003012,3.9,5.1,0.7,0,0.8,4.5,4.5,0
230010410003026,0,0,0,0,0,0,0,0
230010410002058,0,0,0,0,0,0,0,0
230010410002082,0,0,0,0,0,0,0,0
230010106002026,1.5,1.5,0.3,0,0.3,1.4,1.6,0
230010106002062,0,0,0,0,0,0,0,0
230010106002069,1.7,1.7,0.3,0,0.3,1.6,1.8,0
230010102003021,2,1.8,0.3,0,0.4,1.6,2.1,0
230010102002001,3.7,3.3,0.6,0,0.8,3,3.9,0
230010102001017,24.2,21.9,4.1,0.2,5.4,19.6,26,0
230010102002014,0,0,0,0,0,0,0,0
230010102001003,1,0.9,0.2,0,0.2,0.8,1,0
230010102001011,7.8,7.1,1.3,0.1,1.7,6.3,8.4,0
230010108001020,6,4,0.7,0,1.1,3.7,5.9,0
230010103002020,9.6,10.8,1.4,0,1.6,8.9,11.5,0
230010105001002,10.2,10.1,1.7,0,2,9.5,10.8,0
230010106001008,15.5,15.4,2.6,0,3,14.5,16.5,0
230010104001005,3.2,2.1,0.4,0,0.6,2,3.1,0
230010102001014,9.5,8.6,1.6,0.1,2.1,7.7,10.2,0
230010103001002,7,4.7,0.8,0,1.3,4.4,7,0
230010103001006,8.1,7.3,1.4,0.1,1.8,6.5,8.7,0
230010415003021,2.8,4.1,0.8,0,0.5,3.9,3.4,0
230010415003033,2.8,4.1,0.8,0,0.5,3.9,3.4,0
230010415003041,0,0,0,0,0,0,0,0
230010415003050,6.7,9.9,1.9,0,1.1,9.5,8.2,0
230010415003036,0,0,0,0,0,0,0,0
230010415003022,9.9,14.6,2.8,0,1.6,13.9,12.1,0
230010415001032,2,3.8,0.4,0,0.3,3.2,2.8,0
230010415001037,3.4,6.3,0.6,0,0.4,5.3,4.6,0
230010415001033,0,0,0,0,0,0,0,0
230010415001035,0,0,0,0,0,0,0,0
230010415001042,0,0,0,0,0,0,0,0
230010460002037,0,0,0,0,0,0,0,0
230010460003017,1.1,2.2,0.3,0,0.2,1.9,1.5,0
230010460001038,1.3,2.6,0.3,0,0.2,2.2,1.8,0
230010460002020,0,0,0,0,0,0,0,0
230010460002017,0,0,0,0,0,0,0,0
230010460001045,0,0,0,0,0,0,0,0
230010460001029,0,0,0,0,0,0,0,0
230010450001070,0,0,0,0,0,0,0,0
230010450001052,0,0,0,0,0,0,0,0
230010450001028,0,0,0,0,0,0,0,0
230010450001102,4.4,6.6,1,0,0.9,5.7,5.5,0
230010450001000,4.6,6.9,1,0,0.9,6,5.7,0
230010450001090,0,0,0,0,0,0,0,0
230010450001114,0,0,0,0,0,0,0,0
230010450001031,1.5,2.2,0.3,0,0.3,1.9,1.8,0
230010450001109,0,0,0,0,0,0,0,0
230010420004027,0,0,0,0,0,0,0,0
230010420004037,5.4,9.2,1.3,0,0.8,7.9,7.1,0
230010420002015,2.7,4.6,0.6,0,0.4,3.9,3.6,0
230010420001001,0.4,0.7,0.1,0,0.1,0.6,0.5,0
230010420001013,0,0,0,0,0,0,0,0
230010420001014,0,0,0,0,0,0,0,0
230010420004049,3.9,6.7,0.9,0,0.6,5.8,5.2,0
230010420001028,0.4,0.7,0.1,0,0.1,0.6,0.5,0
230010465004016,2.7,6.4,0.7,0,0.4,5.7,3.9,0
230010465004007,0.3,0.8,0.1,0,0,0.7,0.5,0
230010465004039,8.5,20.1,2.1,0,1.1,17.9,12,0
230010302001036,8.2,10.9,1.7,0,1.7,9.2,10.2,0
230010302001048,3.2,4.2,0.7,0,0.6,3.6,4,0
230010302001013,8.2,10.9,1.7,0,1.7,9.2,10.2,0
230010302001037,3.9,5.1,0.8,0,0.8,4.4,4.8,0
230010302001042,9.1,12.1,1.9,0,1.9,10.3,11.3,0
230010302001029,3.9,5.1,0.8,0,0.8,4.4,4.8,0
230010302003016,0,0,0,0,0,0,0,0
230010302002007,9.8,13,2.1,0,2,11,12.2,0
230010301001029,6.4,8.5,1.3,0,1.3,7.2,7.9,0
230010430002041,20.6,27.4,4,0,3.6,22.9,24.1,0
230010430001000,1.8,2.4,0.4,0,0.3,2,2.1,0
230010430001001,15.7,20.8,3,0,2.8,17.4,18.3,0
230010430002045,1,1.4,0.2,0,0.2,1.2,1.2,0
230010102003064,1.5,1.3,0.2,0,0.3,1.2,1.6,0
230010106001013,11.9,11.9,2,0,2.3,11.2,12.7,0
230010106001014,2.8,2.8,0.5,0,0.5,2.6,3,0
230010106002059,0,0,0,0,0,0,0,0
230010106002021,7.6,7.6,1.3,0,1.5,7.1,8.1,0
230010106002055,0,0,0,0,0,0,0,0
230010106002053,0,0,0,0,0,0,0,0
230010106001001,0,0,0,0,0,0,0,0
