GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRFIS,G18USSDRAY,G18USSLSCH,G18GOVRRIC,G18GOVDKRI,G18SOSREVN,G18SOSDDAN,G18TRERMUR,G18ATGRPET,G18AUDRJAN,G18AUDDSKI
3106500001P,31,065,00001P,255.6,50.4,10.4,263.3,54.2,247.9,49.3,284.6,273.7,230.4,61.3
3106500001W,31,065,00001W,50.9,10,2.1,52.5,10.8,49.4,9.8,56.7,54.5,45.9,12.2
3106500002P,31,065,00002P,121,13,6,121,23,117,23,127,126,116,23
3106500002W,31,065,00002W,68.2,13.4,2.8,70.3,14.5,66.2,13.2,76,73,61.5,16.4
3106500003P,31,065,00003P,180.1,31.3,8.6,185.7,33.1,176.3,33,199.1,195.2,169.4,39.8
3106500003W,31,065,00003W,92.2,18.2,3.8,95,19.6,89.5,17.8,102.7,98.8,83.2,22.1
3106500004P,31,065,00004P,77.3,7.8,4.9,77.3,12.7,78.3,10.8,85.2,83.2,75.4,9.8
3106500004W,31,065,00004W,45.8,8,2.2,47.2,8.4,44.8,8.4,50.6,49.6,43,10.2
3106500005P,31,065,00005P,226,54,14,239,54,234,44,254,249,222,54
3106500005W,31,065,00005W,194.8,33.9,9.3,200.8,35.8,190.6,35.8,215.2,211,183.1,43.2
3106500006P,31,065,00006P,64,18,3,67,17,62,14,68,67,62,14
3106500007P,31,065,00007P,77.8,9,3,82.8,8,73.8,12,74.8,73.8,70.8,12
3106500008P,31,065,00008P,265.2,67,16,265.2,80,271.2,55,298.2,293.2,250.2,64
3106700001P,31,067,00001P,584,337,28,591,359,599,286,712,713,563,316
3106700004P,31,067,00004P,549,243,33,538,293,541,211,624,633,505,224
3106700007P,31,067,00007P,392.8,220.4,35.7,431.2,218.7,418.3,195.2,491.6,497.1,380.3,222.7
3106700008P,31,067,00008P,296,131,16,296,145,294,110,328,339,269,136
3106700011P,31,067,00011P,268,134,22,289,134,258,122,313,314,254,127
3106700015P,31,067,00015P,443,318,39,491,315,439,292,568,569,415,301
3106700016P,31,067,00016P,389.9,274,56.2,442.4,281.6,418.2,262.2,578,569.4,387.5,295.6
3106700017P,31,067,00017P,666.1,492.6,57.1,716.2,504.6,676.2,447.6,884.4,898.4,607.1,509.6
3106700021P,31,067,00021P,623,442,73,686,450,670,390,895,898,632,443
3106700026P,31,067,00026P,684.7,432.1,49.1,769.7,391.3,716.8,373.2,894.6,900.7,671.6,412.3
3106900001P,31,069,00001P,59,12,3,61,15,60,14,63,61,57,14
3106900002P,31,069,00002P,300,51,13,300,65,299,51,296,291,274,68
3106900003P,31,069,00003P,228,35,16,232,50,235,35,240,236,214,48
3106900004P,31,069,00004P,229,41,12,225,56,226,49,244,240,205,59
3107100003P,31,071,00003P,284.8,38.1,8,292.8,43.2,278.7,29.1,268.7,265.8,255.7,31.1
3107100004P,31,071,00004P,207.5,39.9,2,197.5,47.9,188.6,42.9,196.5,197.5,179.6,40.9
3107100005P,31,071,00005P,174.7,34.9,8,175.7,39.9,160.7,31,165.7,171.7,162.7,27
3107300001P,31,073,00001P,207,73,8,214,74,209,61,234,232,197,74
3107300002P,31,073,00002P,293,42,11,292,51,286,37,294,295,259,47
3107300003P,31,073,00003P,125,21,3,130,19,128,17,133,134,115,27
3107300004P,31,073,00004P,42,11,1,49,6,40,12,48,50,38,11
3107500002P,31,075,00002P,282,14,5,260,42,268,17,273,274,259,17
3107700001P,31,077,00001P,148,37,7,152,43,142,47,159,157,129,50
3107700002P,31,077,00002P,190,100,11,196,102,159,98,185,197,149,93
3107700003P,31,077,00003P,272,74,5,289,70,227,60,244,254,202,75
3107700004P,31,077,00004P,122,27,2,115,36,99,31,112,117,87,40
31079000001,31,079,000001,324.5,277.6,37,362.5,275.6,360.5,257.6,467.3,469.3,318.5,277.6
31079000002,31,079,000002,112,133,12,109,147,116,129,157,158,109,137
31079000003,31,079,000003,314.7,269,39.1,340.8,277.9,324.8,260.9,436,445,312.7,279.9
31079000005,31,079,000005,583,300,30,628,283,611,257,693,718,559,288
31079000006,31,079,000006,589,299.5,32.3,624.7,290.2,602.7,264.2,704.5,721,552.6,300.6
31079000007,31,079,000007,414,279,21,430,283,433,257,533,543,394,282
31079000008,31,079,000008,443.9,328.6,51.6,480.3,335.8,469.1,328.3,605,606.1,432.6,352.8
31079000009,31,079,000009,621.1,364.7,40,659.9,356,650.5,317.3,809.2,836.8,596.6,360.7
31079000010,31,079,000010,394,297,36,428,299,416,278,542,551,391,296
31079000011,31,079,000011,426.1,268,36.1,458.2,273.1,442.2,252,551.5,567.5,409.1,271
31079000012,31,079,000012,234,221,28,265,212,250,215,344,348,237,216
31079000013,31,079,000013,697.3,324.4,48.6,724.5,342.8,728.4,301.1,852.7,871.1,675,340.9
31079000014,31,079,000014,851.7,361.3,34,903.8,339.4,875.8,299.3,1005.9,1047.9,819.7,335.4
31079000015,31,079,000015,686.3,284.9,37.9,709.4,300.6,696.4,267.3,814.8,816.7,666.8,296
31079000016,31,079,000016,488.9,215.6,18.6,510.1,212.9,486.2,196.9,566,577.6,444.5,232.4
31079000017,31,079,000017,403.2,213.7,21.2,422.1,213.9,412.2,195.8,464.9,461.9,384.1,216.8
31079000018,31,079,000018,177.3,147.3,14.8,180.3,161.1,183.2,147.2,229.3,231.3,166.5,156.1
3107900004P,31,079,00004P,337,208,14,354,206,345,195,427,435,313,221
3107900029P,31,079,00029P,256.1,59.5,9.9,253.1,73.4,249.1,51.6,269,276.9,244.2,58.6
3107900030P,31,079,00030P,382,119,27,407,120,405,98,448,453,388,108
3107900037P,31,079,00037P,303.4,144.7,18.1,323.4,144.8,321.1,123.8,365.4,367.5,310.9,129.8
3107900039P,31,079,00039P,280,91.6,17.9,296.6,93.9,284.2,86,316.3,321.4,257.5,105.8
3107900040P,31,079,00040P,342,85.1,8,335.1,101,324.1,85,360.1,369.1,296.1,100
3107900041P,31,079,00041P,341.7,116.2,9,357.6,108.3,346.7,90.4,381.4,400.3,335.6,106.4
3107900042P,31,079,00042P,269.1,96.3,12.9,276.1,98.2,254.3,93.2,282.1,296,233.6,99.2
3107900043P,31,079,00043P,210.5,119.1,10,229.5,112.2,210.5,110.1,264.6,265.6,203.5,118.2
3108100001P,31,081,00001P,169,32,6,167,41,173,29,174,175,163,29
3108100002P,31,081,00002P,315,97,7,327,92,306,83,322,323,273,101
3108100003P,31,081,00003P,333,53,12,336,70,320,58,332,332,302,73
3108100004P,31,081,00004P,136,33,5,138,33,133,28,128,130,120,30
3108100005P,31,081,00005P,355.2,87.2,14.2,365.4,91.3,352.1,73.1,368.4,375.4,320.9,81.3
3108100006P,31,081,00006P,203,33,8,218,28,201,27,200,206,189,32
3108100007P,31,081,00007P,220.4,46.4,4.1,227.4,44.4,228.9,31.7,236,237.9,220.8,41.6
3108100008P,31,081,00008P,189.3,49.7,12.1,205.5,46.8,197.9,43.8,211.9,212,189.7,52.9
3108100009P,31,081,00009P,351,145,31,374,155,364,129,415,412,345,134
3108100010P,31,081,00010P,330,142,13,364,125,335,116,393,395,329,119
3108100011P,31,081,00011P,479,179,21,497,179,480,149,524,526,440,181
3108300003P,31,083,00003P,74.2,29,3.4,78.7,28.5,78.7,21.1,92.1,90,74.4,27.1
3108300004P,31,083,00004P,134.7,43.6,4.6,149.2,34.6,140.1,31.9,155.5,155.5,129.3,37.2
3108300005P,31,083,00005P,94.8,23.1,3.8,103.3,20.3,92.9,24.1,98.6,100,86.3,23.6
3108300006P,31,083,00006P,254.1,54.3,9.4,271.6,50.2,252.2,55.5,265.6,269.9,226.8,60.9
310830000P7,31,083,0000P7,253.8,62.5,11.2,266.8,63.5,259.8,51.6,281.2,281.3,246.8,57.9
31083008301,31,083,008301,190.4,39.5,10.8,202.8,40.1,190.1,34,199.7,204.6,168.8,46.2
31083008302,31,083,008302,146.9,34.9,8.8,158.6,35.7,156.1,30,168.2,168.8,137.5,40.2
3108500001P,31,085,00001P,111,8,3,111,13,113,8,112,111,107,14
3108500002P,31,085,00002P,116,10,3,118,10,112,8,105,110,99,8
3108500003P,31,085,00003P,123,14,4,124,19,122,14,119,116,112,18
3108700001P,31,087,00001P,210,37,3,204,47,200,43,216,218,187,45
3108700002P,31,087,00002P,105,22,5,104,27,108,18,111,111,93,26
3108700004P,31,087,00004P,327,52,19,332,63,323,55,355,354,310,66
3108700005P,31,087,00005P,248,43,8,246,54,246,45,251,247,225,53
3108900001P,31,089,00001P,151.2,37,7,159.2,38,138.2,40,161.3,158.3,140.2,38
3108900002P,31,089,00002P,367.9,78.9,34.2,386.2,95.9,394,62.8,418.4,418.3,374.7,70.9
3108900003P,31,089,00003P,326,44,16,329,55,317,38,320,330,300,41
3108900004P,31,089,00004P,122.9,24,6,124.9,27,124.9,19,130.8,129.8,118.9,22
3108900005P,31,089,00005P,232,29,11,246,28,220,30,222,226,203,32
3108900006P,31,089,00006P,79.6,36.8,8,94.6,35.8,92.6,28.9,107.5,108.5,91.6,30.9
3108900007P,31,089,00007P,299,75,18,303,89,298,67,330,328,278,67
3108900008P,31,089,00008P,321.4,54.2,12,317.4,66.2,314.4,49.1,307.5,310.5,296.4,56.1
3108900009P,31,089,00009P,374.5,106.2,27.9,407.2,110.2,396.4,88.3,441.9,434,365.6,102.2
3108900010P,31,089,00010P,313,102,16,310,118,330,80,368,370,300,95
3108900011P,31,089,00011P,295,67,10,298,81,311,53,324,329,290,71
3108900012P,31,089,00012P,168,32,16,183,34,179,28,178,175,163,37
3108900013P,31,089,00013P,176,39,9,181,45,185,33,193,192,169,42
3109100001P,31,091,00001P,258,49,3,259,58,236,49,265,264,223,58
3109300001P,31,093,00001P,146.6,44,14.1,158.7,48.1,154.4,40,177.9,179,145.4,43
3109300002P,31,093,00002P,65.9,19,4.9,74.1,17.3,69.2,10.7,71.7,70,64.2,15.7
3109300003P,31,093,00003P,135.7,52.9,8.3,142,57.8,121.9,48.7,146.7,151.8,120.6,46.8
3109300004P,31,093,00004P,398.7,159.5,15,416.4,166.1,381.5,147.8,455.7,461.4,367.5,161.8
3109300005P,31,093,00005P,308.1,147.7,21.7,331.7,142.7,315,131.9,380,387.9,291.4,140.8
3109300006P,31,093,00006P,126.2,44.7,7.2,130.3,49.8,126.2,44.7,145.6,150.6,117,52.8
3109300007P,31,093,00007P,236.8,78.3,21.8,245.7,90.2,237.8,75.3,275.4,276.4,218,86.2
3109300008P,31,093,00008P,278,64,16,294,61,272,56,294,294,252,74
3109500001P,31,095,00001P,185.3,106.1,12,204.3,99.1,186.3,104.1,240.4,235.4,177.3,105.1
3109500002P,31,095,00002P,101.6,94.7,15.8,134.1,77.9,116.3,82.8,164.7,166.6,108.4,90.7
3109500003P,31,095,00003P,217,116,16,231,121,226,110,276,281,207,114
3109500004P,31,095,00004P,235.2,127.6,10,262.1,119.6,244.2,117.6,313.9,305,226.2,111.6
3109500005P,31,095,00005P,139,53,5,142,52,131,50,159,156,121,53
3109500006P,31,095,00006P,236.5,106.8,27.9,239.5,135.7,259.5,91.8,318.4,313.4,256.5,91.8
3109500007P,31,095,00007P,191.1,87.6,13.3,199.6,86.4,185.3,79.4,233.2,230.2,187.2,81.5
3109500008P,31,095,00008P,139.8,32.4,8,149.9,30.4,134.8,29.4,145.1,150,131.8,27.4
3109500009P,31,095,00009P,240,108,16,239,129,228,112,298,297,205,131
3109500010P,31,095,00010P,227,91.6,13.9,239.9,92.6,235,69.7,278.8,273.8,229,80.7
3109700001P,31,097,00001P,291,166,32,301,196,297,150,388,394,271,165
3109700003P,31,097,00003P,150,65,9,156,72,154,57,188,187,143,66
3109700004P,31,097,00004P,53,32,3,57,33,58,25,70,72,53,32
3109700005P,31,097,00005P,181.6,80.5,12.5,168.9,106.8,169.7,87.2,202.3,197.4,161.5,88.3
3109700007P,31,097,00007P,318.4,197.5,28.5,333.1,218.2,324.3,182.8,414.7,421.6,314.5,186.7
3109700008P,31,097,00008P,107,40,5,108,46,98,40,124,125,98,38
3109900002P,31,099,00002P,237,85,8,233,97,236,81,265,265,223,85
3109900003P,31,099,00003P,72,16,2,77,13,74,15,82,81,74,13
3109900005P,31,099,00005P,161,34,13,172,35,166,27,171,177,164,28
3109900006P,31,099,00006P,58,18,3,60,19,59,18,67,68,55,21
3109900007P,31,099,00007P,305,82,16,315,85,311,73,352,349,299,80
3109900008P,31,099,00008P,157,29,8,160,33,158,31,182,185,160,25
3109900011P,31,099,00011P,165,35,2,176,27,166,32,185,182,158,38
3109900012P,31,099,00012P,47,17,0,51,11,45,16,54,56,41,17
3109900013P,31,099,00013P,199,86,14,211,89,222,66,249,247,201,82
3109900014P,31,099,00014P,247,99,9,253,101,251,92,304,303,239,107
3109900015P,31,099,00015P,304,91,10,312,95,305,90,362,362,285,107
3110100001P,31,101,00001P,133,50,1,128,54,135,49,150,145,127,50
3110100002P,31,101,00002P,94,29,6,98,30,101,25,113,116,88,38
3110100003P,31,101,00003P,361.4,43.1,8,360.4,54.1,361.4,43.1,371.4,364.4,330.3,66.1
3110100004P,31,101,00004P,250,34,7,246,46,257,32,264,255,221,64
3110100005P,31,101,00005P,147.5,26,5,141.1,36.9,147.5,28.7,153,152.5,130.7,40.1
3110100006P,31,101,00006P,99.6,13.9,4,99.6,15.9,98.6,14.9,103.6,100.6,83.7,24.9
3110100007P,31,101,00007P,138.6,24.4,4.7,132.6,34.7,138.6,27,143.8,143.3,122.8,37.6
3110100008P,31,101,00008P,415.4,107.1,15.8,402.3,133.6,425.4,100.6,458.4,459.2,354.9,168.9
3110100009P,31,101,00009P,263,52,10,258,66,258,50,276,281,232,77
3110100010P,31,101,00010P,238.9,82.7,15.3,242.2,93.5,249.9,78.4,282.3,280.2,226.6,101.3
3110100011P,31,101,00011P,192.6,40.9,10.2,191.7,48.4,205.7,34.4,219.6,217.8,172.2,65.1
3110100012P,31,101,00012P,208,64,13,216,71,216,59,234,236,181,82
3110300001P,31,103,00001P,52.3,7.5,1.9,56.5,6.1,51.3,5.6,50.4,49,47.6,5.7
3110300002P,31,103,00002P,58.8,8.5,2.1,63.6,6.9,57.8,6.4,56.7,55.1,53.5,6.4
3110300003P,31,103,00003P,138.7,18.9,1.9,137.7,21.7,130.2,15.1,135.8,136.8,123.6,18.9
3110300004P,31,103,00004P,90,7.7,2.2,93,8.9,85.3,7.3,86.8,83.8,83.8,4.6
3110500001P,31,105,00001P,107,18,6,106,25,112,19,120,117,106,23
3110500002P,31,105,00002P,234.1,32.1,13.5,234.2,48.6,236.1,31.5,250.4,248.4,231.8,34.7
3110500003P,31,105,00003P,151,22,6,151,23,148,22,167,164,144,30
3110500004P,31,105,00004P,263,45,8,255,60,260,50,284,278,245,59
3110500005P,31,105,00005P,366.9,84.9,21.5,370.8,106.4,366.9,101.5,419.6,420.6,354.2,107.3
3110700001P,31,107,00001P,406,81,18,387,117,376,109,436,438,353,120
3110700002P,31,107,00002P,496,99,27,497,124,456,122,525,519,421,144
3110700003P,31,107,00003P,566,96,15,569,117,521,103,568,574,477,127
3110700004P,31,107,00004P,94,27,2,96,29,76,29,88,89,75,26
3110700005P,31,107,00005P,139,139,8,129,154,125,146,184,180,112,150
3110700006P,31,107,00006P,259.1,64.3,10.1,260.2,75.3,230,75.3,259,260,212.9,80.3
3110700007P,31,107,00007P,473.9,107.7,22,483.8,125.7,400,111.7,429,422,371.1,124.7
3110700008P,31,107,00008P,378,55,5,359,76,343,69,387,382,326,80
3110900001P,31,109,00001P,499,463,39,512,493,572,405,735,736,511,437
3110900002P,31,109,00002P,268,310,25,284,317,301,289,431,433,289,299
3110900003P,31,109,00003P,297,434,29,312,445,331,404,504,501,307,411
3110900004P,31,109,00004P,139,215,17,153,218,162,199,236,231,143,206
3110900005P,31,109,00005P,241,408,17,242,423,265,381,360,358,231,393
3110900006P,31,109,00006P,179,314,15,184,324,193,300,306,300,169,302
3110900008P,31,109,00008P,109,363,27,112,384,127,360,241,240,121,357
3110900009P,31,109,00009P,101,351,25,112,362,119,345,220,223,114,347
3110900010P,31,109,00010P,247.6,246.3,18,258.7,253.3,276.7,226.3,362.8,370.8,248.7,230.3
3110900011P,31,109,00011P,298.5,296.5,19.8,318.3,294.5,363,236,429.4,431.4,305.4,268.8
3110900012P,31,109,00012P,255.5,194.5,15.2,264.7,203.5,287,168,341.6,344.6,266.6,172.2
3110900014P,31,109,00014P,286.4,254.4,17.1,293.5,264.2,316.5,230.1,413.3,413.5,291.4,236.5
3110900015P,31,109,00015P,265,315,17,273,326,297,278,397,399,273,291
3110900016P,31,109,00016P,299,289,19,294,307,315,268,410,411,294,283
3110900017P,31,109,00017P,195,268,20,208,272,219,253,316,316,197,263
3110900018P,31,109,00018P,275,274,8,287,268,292,247,396,390,282,253
3110900021P,31,109,00021P,385.8,451.4,27.1,411,450.4,428.2,384.8,578.2,578.2,393,414
3110900022P,31,109,00022P,292.2,261.6,10.9,303,260.6,322.8,214.2,394.8,400.8,305,227
3110900023P,31,109,00023P,362,545,31,387,547,402,508,627,631,381,512
3110900027P,31,109,00027P,235,351,20,257,350,270,324,396,396,252,326
3110900028P,31,109,00028P,216.2,289,26.5,231.9,296.9,234.9,279.2,349.9,352.9,223.1,286
3110900029P,31,109,00029P,177.8,325.7,31.4,192.1,332.8,211.1,311.5,349.9,354,205.8,303.7
3110900031P,31,109,00031P,281,455,41,295,473,313,435,497,499,310,433
3110900032P,31,109,00032P,142,210,18,154,208,162,200,256,258,156,194
3110900033P,31,109,00033P,37.5,86,6,41.2,88.7,41,84.6,81.6,79.4,39.6,84.4
3110900034P,31,109,00034P,173.5,398,28,190.8,410.3,190,391.4,377.4,367.6,183.4,390.6
3110900035P,31,109,00035P,184,414,32,200,429,215,402,393,388,195,404
3110900036P,31,109,00036P,221,294,29,233,310,245,279,348,348,222,285
3110900038P,31,109,00038P,156,223,18,160,237,167,219,269,261,162,219
3110900039P,31,109,00039P,84,169.4,17.7,87.3,179.3,100.5,160.9,174,175.3,89.3,168.1
3110900041P,31,109,00041P,120.7,285,24.4,139.9,287.1,144,275,273.8,274.7,131.9,285.9
3110900042P,31,109,00042P,44,88.6,9.3,45.7,93.7,52.5,84.1,91,91.7,46.7,87.9
3110900043P,31,109,00043P,156,292,23,164,303,177,284,298,286,166,288
3110900044P,31,109,00044P,200,310,35,208,335,215,312,369,375,202,322
3110900046P,31,109,00046P,193,469,27,206,474,226,442,393,391,211,443
3110900047P,31,109,00047P,198,363,31,214,371,232,341,363,365,217,350
3110900049P,31,109,00049P,108,374,25,123,382,132,360,230,238,131,350
3110900050P,31,109,00050P,305,524,38,321,541,352,488,503,505,319,492
3110900051P,31,109,00051P,141,313,13,150,319,165,290,259,259,151,294
3110900053P,31,109,00053P,193,330,16,197,341,228,299,318,323,208,318
3110900054P,31,109,00054P,136,276,14,142,285,149,263,241,241,134,264
3110900055P,31,109,00055P,131,229,11,136,236,143,217,208,212,135,218
3110900056P,31,109,00056P,184,299,21,193,305,217,270,311,309,205,287
3110900057P,31,109,00057P,104,209,13,110,211,122,193,185,189,116,193
3110900058P,31,109,00058P,145.4,152.4,5.2,157.6,142.8,161.9,129,193.9,190.4,151.5,128.1
3110900059P,31,109,00059P,187,300,11,196,301,212,261,288,288,190,284
3110900060P,31,109,00060P,285,307,15,322,279,338,245,418,425,298,262
3110900061P,31,109,00061P,308.6,386.6,26.8,325.4,396.2,350.1,344,478.1,480.6,317.5,365.9
3110900063P,31,109,00063P,256,343,18,251,364,287,314,379,382,260,335
3110900064P,31,109,00064P,195,261,17,200,269,233,220,286,288,200,240
3110900065P,31,109,00065P,232,243,12,241,248,248,221,320,322,222,239
3110900066P,31,109,00066P,259,228,12,261,236,305,184,352,360,263,212
3110900067P,31,109,00067P,274,327,21,290,326,314,285,391,394,272,316
3110900068P,31,109,00068P,263,370,20,276,371,303,326,427,430,268,339
3110900069P,31,109,00069P,218,355,21,242,351,267,313,365,364,232,330
3110900070P,31,109,00070P,279,362,21,305,354,315,317,443,434,294,328
3110900071P,31,109,00071P,291,418,28,296,440,324,391,445,462,283,419
3110900072P,31,109,00072P,374,412,21,399,406,423,353,560,567,383,380
3110900073P,31,109,00073P,387,375,21,396,375,424,328,550,544,388,352
3110900074P,31,109,00074P,264,282,10,255,297,301,234,390,393,273,252
3110900075P,31,109,00075P,254,287,13,269,285,289,246,361,366,257,269
3110900076P,31,109,00076P,377,335,14,388,325,412,296,523,518,386,309
3110900077P,31,109,00077P,180,207,18,183,218,203,184,272,271,184,193
3110900078P,31,109,00078P,209,267,7,215,266,243,230,309,314,208,245
3110900080P,31,109,00080P,248.4,263,15.5,257.1,265.9,271.7,230.9,355.1,358,237.7,246.5
3110900081P,31,109,00081P,231,347,37,258,353,266,323,385,380,255,325
3110900082P,31,109,00082P,255.4,346.8,18.2,269.5,346.8,286.6,311.6,418.2,409.2,269.5,321.6
3110900083P,31,109,00083P,255.8,321.1,32.2,274.7,327.7,287,302.2,401.6,397.8,269,299.3
3110900084P,31,109,00084P,348,369,19,344,389,382,337,511,511,338,355
3110900086P,31,109,00086P,197,241,19,207,252,231,219,308,302,207,236
3110900087P,31,109,00087P,257,304,21,270,306,287,277,386,395,262,285
3110900088P,31,109,00088P,314,326,14,313,333,350,288,455,466,306,312
3110900089P,31,109,00089P,298.6,260.7,14.8,296.8,270.9,323.6,231.1,396.6,390.2,282,251.5
3110900090P,31,109,00090P,256.4,316.9,15.5,258.7,327,278.1,288.9,377.6,384.7,245.1,307.4
3110900091P,31,109,00091P,269.2,309.2,20,287.2,312.2,297.2,283.1,414.2,414.2,283.1,275.1
3110900092P,31,109,00092P,230,259,14,237,263,262,228,325,340,231,248
3110900093P,31,109,00093P,396,292,18,412,288,431,256,504,517,383,277
3110900094P,31,109,00094P,219,305,7,234,293,266,253,348,342,226,273
3110900095P,31,109,00095P,229,296,18,236,306,276,246,354,349,237,277
3110900096P,31,109,00096P,168,228,15,167,241,190,210,266,263,165,222
3110900097P,31,109,00097P,195,396,42,212,416,231,378,395,392,218,376
3110900098P,31,109,00098P,211,333,21,209,355,242,306,346,346,215,319
3110900099P,31,109,00099P,177.9,245.1,26.6,188.8,261.5,203.4,227.2,290.2,293,172.5,239.1
3110900100P,31,109,00100P,281,346,18,281,357,321,309,411,408,292,322
3110900103P,31,109,00103P,220,396,35,232,417,248,384,371,373,222,387
3110900104P,31,109,00104P,306,398,41,336,404,353,362,502,500,349,354
3110900105P,31,109,00105P,132,196,16,137,203,136,193,208,205,132,192
3110900106P,31,109,00106P,280.6,433.3,27,288.6,447.3,308.5,406.4,445.3,429.3,280.6,417.4
3110900108P,31,109,00108P,205,391,35,210,416,251,363,374,378,220,377
3110900109P,31,109,00109P,187,555,13,190,558,223,511,339,339,191,524
3110900110P,31,109,00110P,173.4,497.7,14,180.4,497.7,229.5,438.6,319.7,314.7,180.4,461.6
3110900111P,31,109,00111P,246,422,26,245,446,304,382,420,417,259,402
3110900112P,31,109,00112P,250,429,30,262,442,294,389,415,423,257,404
3110900113P,31,109,00113P,187.3,374.7,26.1,201.3,384.8,214.4,357.7,358.6,362.6,210.4,352.7
3110900115P,31,109,00115P,211,323,23,221,337,241,306,352,351,221,313
3110900116P,31,109,00116P,245,297,4,251,297,275,258,363,370,238,282
3110900117P,31,109,00117P,370,288,9,384,281,410,235,479,490,335,276
3110900118P,31,109,00118P,295,314,22,315,309,340,280,438,441,300,293
3110900119P,31,109,00119P,224.9,286.6,27.5,241.9,296,275.2,245.8,369.1,374.8,232.5,277.1
3110900120P,31,109,00120P,249.2,311.2,17.8,269.4,308.9,263.4,289,396.9,394.9,255,292.3
3110900121P,31,109,00121P,171,451,27,178,463,205,434,332,331,189,436
3110900123P,31,109,00123P,132,482,19,133,503,171,446,293,282,146,465
3110900124P,31,109,00124P,195,438,14,194,453,232,407,329,334,195,427
3110900125P,31,109,00125P,165,483,22,168,499,196,446,325,333,176,465
3110900127P,31,109,00127P,131,523,35,142,543,144,526,311,307,141,517
3110900128P,31,109,00128P,100,416,19,101,431,118,404,233,230,110,409
3110900130P,31,109,00130P,157,545,39,169,567,173,558,336,345,162,549
3110900132P,31,109,00132P,108,603,32,118,622,133,601,314,312,123,603
3110900133P,31,109,00133P,116,350,11,111,362,118,347,230,223,110,355
3110900135P,31,109,00135P,102,535,31,107,558,120,538,309,302,112,541
3110900136P,31,109,00136P,111.8,289.6,26,122.8,303.5,133.8,284.6,222.7,213.7,118.8,285.6
3110900138P,31,109,00138P,397,253,9,405,256,435,210,498,497,380,247
3110900139P,31,109,00139P,134,459,31,146,477,162,448,308,301,142,452
3110900140P,31,109,00140P,139.3,409,30.6,156.1,419.9,163,407,309.2,306.3,156.1,402.1
3110900143P,31,109,00143P,145,441,36,154,460,182,430,346,346,175,422
3110900144P,31,109,00144P,172,438,36,185,457,186,439,322,334,182,436
3110900145P,31,109,00145P,70,231,18,67,251,74,234,163,162,68,231
3110900146P,31,109,00146P,89,447,31,109,460,119,438,279,276,109,442
3110900148P,31,109,00148P,58.8,157.2,11.1,57.8,167.2,64.8,156.2,159.3,158.3,67.8,148.2
3110900150P,31,109,00150P,100,395,38,105,425,120,396,279,268,117,395
3110900152P,31,109,00152P,135,433,36,140,459,150,442,335,329,150,434
3110900154P,31,109,00154P,191.9,399.1,28.1,196.8,421.2,218.9,385.1,386.4,386.4,212.9,384.1
3110900155P,31,109,00155P,163,302,23,158,326,181,286,274,282,171,285
3110900156P,31,109,00156P,332,493,31,341,510,372,459,559,551,353,469
3110900158P,31,109,00158P,329.2,521.8,35.9,349.2,534.8,365.2,497.9,563.7,557.7,348.2,499.9
3110900159P,31,109,00159P,202,275,27,217,283,224,262,323,333,202,282
3110900160P,31,109,00160P,176,316,27,197,323,208,300,339,341,190,313
3110900162P,31,109,00162P,277.9,395.5,36.8,299.4,406.8,325.3,366.4,469.5,474.3,286.1,393.4
3110900163P,31,109,00163P,237,231,23,257,233,275,200,342,341,262,197
3110900164P,31,109,00164P,320,355,34,351,356,353,329,468,470,323,345
3110900166P,31,109,00166P,284,287,9,296,283,300,259,399,401,280,257
3110900167P,31,109,00167P,308,260,15,301,279,324,242,416,422,306,237
3110900168P,31,109,00168P,219,304.3,31.1,230,323.4,242.1,294.2,379.5,374.5,236,299.2
3110900170P,31,109,00170P,204.2,312.5,39.1,206.3,349.5,232.4,312.2,371.8,355.8,212.1,324.4
3110900172P,31,109,00172P,206,272,26,203,304,224,270,353,349,214,266
3110900174P,31,109,00174P,137,315,36,154,334,166,307,332,333,158,305
3110900176P,31,109,00176P,220.6,283.7,20,235.8,285.6,261.8,250.6,379.1,384.1,228.7,272.7
3110900179P,31,109,00179P,399,363,25,414,370,456,303,545,548,397,340
3110900182P,31,109,00182P,168.5,207.1,17.8,159.5,230.9,181.3,205.1,268.6,263.6,169.4,211.1
3110900184P,31,109,00184P,122.5,76,8.9,127.7,77.7,134.7,67.1,143.2,146.2,120.8,74.3
3110900185P,31,109,00185P,249,346,40,269,357,287,330,431,424,266,332
3110900186P,31,109,00186P,398,232,25,413,237,435,191,497,465,394,222
3110900187P,31,109,00187P,213,161,17,223,165,232,145,285,278,213,154
3110900188P,31,109,00188P,334.7,174.7,18,333.9,193.5,339.9,167.4,397.2,399.2,332.8,166.6
3110900190P,31,109,00190P,335,204,22,364,199,355,176,411,415,329,200
3110900191P,31,109,00191P,363.6,274.1,26.3,363.9,299.1,385.1,256.4,476.3,484.1,367.6,261
3110900192P,31,109,00192P,336.2,230.8,19.1,352.9,231.3,367,198.9,439.6,436.7,333.3,219.6
3110900193P,31,109,00193P,298.5,391,17.2,311.7,390,350.9,339.6,476.9,488.8,301.4,365.9
3110900194P,31,109,00194P,4.5,5,0.2,5.5,4,5.6,3.7,7.7,7.7,4.6,4.7
