GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE
3110900090P,31,109,00090P,293.4,356.9,29.9,1.3
3110900091P,31,109,00091P,319.2,331.2,31,5
3110900092P,31,109,00092P,282,262,27,4
3110900093P,31,109,00093P,338.7,271.1,17.8,1.8
3110900094P,31,109,00094P,435.2,499.5,47.5,7.1
3110900095P,31,109,00095P,268,303,28,9
3110900096P,31,109,00096P,111.2,100.4,14.7,2.2
3110900097P,31,109,00097P,288,385,63,23
3110900098P,31,109,00098P,246.8,257.8,28.6,11.8
3110900099P,31,109,00099P,290.2,290.2,27.9,11.8
3110900100P,31,109,00100P,331,322,37,16
3110900103P,31,109,00103P,293,424,49,15
3110900104P,31,109,00104P,361.4,414.4,67.7,12.1
3110900105P,31,109,00105P,181.4,177.4,18.7,9.1
3110900106P,31,109,00106P,333.5,428.3,43.9,15
3110900108P,31,109,00108P,264,396,52,16
3110900109P,31,109,00109P,203.5,554.2,27.4,15.4
3110900110P,31,109,00110P,189.5,521.7,36.1,10
3110900111P,31,109,00111P,258.3,352.7,25.1,14.7
3110900112P,31,109,00112P,325.5,450.5,42.5,7.3
3110900113P,31,109,00113P,413,477.8,73.6,11.9
3110900115P,31,109,00115P,253.9,285.8,30.9,9.1
3110900116P,31,109,00116P,295.6,314.2,30.5,6.4
3110900117P,31,109,00117P,350.5,283.1,32.8,2.9
3110900118P,31,109,00118P,348,368,40,6
3110900119P,31,109,00119P,557.2,448.5,41.9,5.8
3110900120P,31,109,00120P,299.9,297.1,46,10.9
3110900121P,31,109,00121P,217,411,54,12
3110900123P,31,109,00123P,185,511,29,16
3110900124P,31,109,00124P,186,475,34,5
3110900125P,31,109,00125P,193.7,369.3,31.2,8.2
3110900127P,31,109,00127P,155.5,522.1,33.2,26.4
3110900128P,31,109,00128P,138,411,34,22
3110900130P,31,109,00130P,190,558,72,46
3110900132P,31,109,00132P,159,647,44,24
3110900133P,31,109,00133P,177,420,21,17
3110900135P,31,109,00135P,140.8,567.7,41.5,42.5
3110900136P,31,109,00136P,143.6,321.2,28.1,8.7
3110900138P,31,109,00138P,302.7,194,11.5,0.6
3110900139P,31,109,00139P,197.6,460.6,34.5,17.2
3110900140P,31,109,00140P,241.9,444.2,31.6,26.1
3110900143P,31,109,00143P,223.9,438.9,35.9,32
3110900144P,31,109,00144P,192,447.1,49.9,25.4
3110900145P,31,109,00145P,89.1,261.3,26.5,12.8
3110900146P,31,109,00146P,121.2,421,39.1,24.1
3110900148P,31,109,00148P,107,340.3,27.1,11
3110900150P,31,109,00150P,158.8,331.6,47.7,17.6
3110900152P,31,109,00152P,160.2,493.6,50.8,27.8
3110900154P,31,109,00154P,260.9,386.6,35,22.8
3110900155P,31,109,00155P,282.4,435.7,42,12.3
3110900156P,31,109,00156P,430.7,493.9,46.7,11.7
3110900158P,31,109,00158P,434.4,551.7,42.3,16.3
3110900159P,31,109,00159P,292.6,312,32.6,6.6
3110900160P,31,109,00160P,268,296,34,13.8
3110900162P,31,109,00162P,396.5,415.1,61.3,13.4
3110900163P,31,109,00163P,348.3,187.1,26.1,5
3110900164P,31,109,00164P,373.8,339.1,26.3,6.3
3110900166P,31,109,00166P,417,268,29,10
3110900167P,31,109,00167P,396.2,249.2,46.9,4.7
3110900168P,31,109,00168P,354.6,317,54.1,13
3110900170P,31,109,00170P,337.6,305.9,45.2,15
3110900172P,31,109,00172P,275.6,294.5,57,10.3
3110900174P,31,109,00174P,349,460,60,20
3110900176P,31,109,00176P,295,289.9,29.7,10.3
3110900179P,31,109,00179P,389,296,33,5
3110900182P,31,109,00182P,249.7,223.9,26.8,12.9
3110900184P,31,109,00184P,219.9,131.8,14.3,6.1
3110900185P,31,109,00185P,436,357.2,37.5,8.4
3110900186P,31,109,00186P,475,188,31,7
3110900187P,31,109,00187P,299,139.2,27.4,0
3110900188P,31,109,00188P,465.6,199.3,44.3,4.2
3110900190P,31,109,00190P,431,173,40,5
3110900191P,31,109,00191P,562.3,306,44.7,10.5
3110900192P,31,109,00192P,446.4,187.4,34.6,5.2
3110900193P,31,109,00193P,336.4,268.3,29.3,8.1
3110900194P,31,109,00194P,50.4,42.1,5.4,1.1
3110900195P,31,109,00195P,254.1,92.1,15,0
3110900197P,31,109,00197P,376.1,196.4,22.8,3.5
3110900198P,31,109,00198P,307.9,127.3,20.7,0
3110900199P,31,109,00199P,442.9,206.5,31,3.4
3110900200P,31,109,00200P,194.5,81.5,10.1,0.2
3110900202P,31,109,00202P,815,388,38,16
3110900204P,31,109,00204P,636.7,212.7,23.3,16.3
3110900205P,31,109,00205P,367.7,231.5,22.8,3.1
3110900206P,31,109,00206P,382.4,128.7,21.6,7.1
3110900207P,31,109,00207P,334.7,162.1,25.3,3.5
3110900208P,31,109,00208P,559,206.9,23.1,7.9
3110900209P,31,109,00209P,432,150.6,41.6,4
3110900210P,31,109,00210P,539,316,55,16
3110900211P,31,109,00211P,329,134,31,2
3110900212P,31,109,00212P,323.6,298.1,39.2,1.8
3110900213P,31,109,00213P,359,316,45,7
3110900215P,31,109,00215P,327.3,376.1,72.3,17.6
3110900216P,31,109,00216P,489,279,23,1
3110900218P,31,109,00218P,287.2,445.7,57.4,19.8
3110900300P,31,109,00300P,0.2,0.1,0,0
3110900301P,31,109,00301P,138.2,112.8,11.5,1.1
3110900303P,31,109,00303P,614.9,265.2,21.8,10.1
3110900304P,31,109,00304P,677.5,463.3,55.8,10
3110900305P,31,109,00305P,551.5,351.7,38.2,10
3110900306P,31,109,00306P,363,220.9,22.9,3
3110900307P,31,109,00307P,433,361,36,6
3110900308P,31,109,00308P,644.8,586.7,79.5,5.8
3110900309P,31,109,00309P,333,245,37,2
3110900310P,31,109,00310P,184.4,178.2,24.6,4
3110900311P,31,109,00311P,332.7,242.2,28.9,7.2
3110900312P,31,109,00312P,471.8,342.2,52.4,11.3
3110900313P,31,109,00313P,290,334,58,11
3110900314P,31,109,00314P,368.4,320.2,37,10.8
3110900315P,31,109,00315P,308.1,213.1,29.3,5.3
3110900316P,31,109,00316P,412.1,285.9,55.4,7.4
3110900317P,31,109,00317P,489.8,323.3,54,10.3
3110900318P,31,109,00318P,335,309.9,28.1,9.1
3110900319P,31,109,00319P,106.9,101.8,16.6,2.3
3110900320P,31,109,00320P,392,257,34,0
3110900321P,31,109,00321P,396.7,462.2,48.5,9.6
3110900322P,31,109,00322P,362,293,29,2
3110900323P,31,109,00323P,229.1,233.3,14.5,6.6
3110900324P,31,109,00324P,343,229,38,5
3110900325P,31,109,00325P,273,327,32,2
3110900326P,31,109,00326P,417.1,284.8,31.6,1.1
3110900327P,31,109,00327P,2.1,2.6,0,0.4
3110900328P,31,109,00328P,0,0,0,0
3110900329P,31,109,00329P,733.5,329.2,60.1,11.8
3110900330P,31,109,00330P,521.5,212,45,1.8
3110900331P,31,109,00331P,612.8,260.6,46.8,7
3110900332P,31,109,00332P,167.8,138.5,11.9,6.5
3110900333P,31,109,00333P,561.1,310.5,34,4
3111100001P,31,111,00001P,693,119,41,3
3111100002P,31,111,00002P,711.3,100.2,34.1,5
3111100003P,31,111,00003P,290,25,3,0
3111100005P,31,111,00005P,818.4,99.2,36.8,2.1
3111100007P,31,111,00007P,342,59,16,3
3111100009P,31,111,00009P,461,70,15,5
3111100013P,31,111,00013P,152,10,0,0
3111100014P,31,111,00014P,458.4,98.4,30.1,3.9
3111100016P,31,111,00016P,483,81,16,7
3111100017P,31,111,00017P,971.4,161.2,42.5,8
3111100019P,31,111,00019P,381.6,131.8,33.2,5.9
3111100020P,31,111,00020P,308,102,34,1
3111100021P,31,111,00021P,299.6,94,27.6,2.5
3111100022P,31,111,00022P,513,163,44,5
3111100025P,31,111,00025P,830.4,295,31.4,6.5
3111100027P,31,111,00027P,411,162,45,5
3111100028P,31,111,00028P,300,81,19,8
3111100030P,31,111,00030P,723.5,210.1,42,9
3111100031P,31,111,00031P,378.6,116.4,34.9,2.1
3111100032P,31,111,00032P,591,186,25,1
3111100033P,31,111,00033P,647.6,195.3,34.3,2.9
3111100035P,31,111,00035P,747,226,62,14
3111100040P,31,111,00040P,308.2,56.5,15.1,1
3111100041P,31,111,00041P,344,71,29,6
3111300001P,31,113,00001P,400,32,18,1
3111500001P,31,115,00001P,323,48,10,1
3111700001P,31,117,00001P,257,14,14,1
3111900001P,31,119,00001P,672.1,157.2,37.4,10.1
3111900002P,31,119,00002P,482,164.7,39.9,7
3111900003P,31,119,00003P,454.5,133.1,32,7
3111900004P,31,119,00004P,939.5,210.6,43.7,5.7
3111900005P,31,119,00005P,810,181,43,2
3111900006P,31,119,00006P,748,174,48,7
3111900007P,31,119,00007P,453.2,190.1,49,9
3111900008P,31,119,00008P,409,132,49,11
3111900009P,31,119,00009P,574.1,158.4,33.5,5.9
3111900010P,31,119,00010P,324.1,150.1,28,9
3111900011P,31,119,00011P,579.9,155.2,37.8,7.3
3111900012P,31,119,00012P,409.9,184.5,40.1,7
3111900013P,31,119,00013P,497.2,88.4,16.8,5.6
3111900014P,31,119,00014P,525.4,83.6,8.3,1.5
3111900015P,31,119,00015P,433.7,88.6,30.2,5
3111900016P,31,119,00016P,222,34,21,1
3111900019P,31,119,00019P,685.5,100.7,38.1,8.8
3111900020P,31,119,00020P,201,35.5,12.3,0.1
3111900021P,31,119,00021P,205,12.4,2.2,2.1
3111900022P,31,119,00022P,217,8,6,0
3111900023P,31,119,00023P,386,79,24,2
3111900025P,31,119,00025P,183.2,87.1,13.2,5.4
3111900026P,31,119,00026P,217.8,103.5,15.6,6.5
3112100001P,31,121,00001P,233,22,18,6
3112100002P,31,121,00002P,139,29,6,0
3112100003P,31,121,00003P,76,13,3,1
3112100004P,31,121,00004P,99,19,6,0
3112100005P,31,121,00005P,230,60,18,1
3112100006P,31,121,00006P,106,16,9,0
3112100007P,31,121,00007P,38,6,3,1
3112100008P,31,121,00008P,190.3,33.2,7,1
3112100009P,31,121,00009P,88.2,14.1,3.8,0.9
3112100010P,31,121,00010P,187,21,7,0
3112100011P,31,121,00011P,203.7,30.8,8,1
3112100012P,31,121,00012P,300.5,101.5,7.9,5.9
3112100013P,31,121,00013P,84.2,15.2,5,0
3112100014P,31,121,00014P,472,116,36,7
3112100015P,31,121,00015P,474,103.5,27.1,4
3112300001P,31,123,00001P,283,53,14,1
3112300002P,31,123,00002P,72,4,1,0
3112300003P,31,123,00003P,39,0,0,0
3112300004P,31,123,00004P,386,56,16,4
3112300005P,31,123,00005P,208,29,6,0
3112300006P,31,123,00006P,145,12,10,3
3112300007P,31,123,00007P,214.6,39.6,10.9,2.3
3112300008P,31,123,00008P,48,13,5,0
3112300009P,31,123,00009P,406.4,77.3,21.1,3.7
3112500001P,31,125,00001P,122,23,5,8
3112500002P,31,125,00002P,262.7,46.3,8.9,0
3112500003P,31,125,00003P,200.2,35.5,1.3,0
3112500004P,31,125,00004P,374.1,109.2,16.9,4
3112500007P,31,125,00007P,146,38,9,1
3112500008P,31,125,00008P,156,29,7,1
3112700001P,31,127,00001P,91,35,6,1
3112700003P,31,127,00003P,205.4,81.8,15,1
3112700004P,31,127,00004P,371,102,33,6
3112700005P,31,127,00005P,154,74,12,2
3112700008P,31,127,00008P,118,26,2,4
3112700009P,31,127,00009P,236,117,18,0
3112700010P,31,127,00010P,263.3,121.2,30.3,1.9
3112700011P,31,127,00011P,344.7,114.8,35.7,5.1
3112700012P,31,127,00012P,332,113,28,6
3112900001P,31,129,00001P,212,45,14,1
3112900002P,31,129,00002P,391,63,12,3
3112900003P,31,129,00003P,138,26,7,0
3112900004P,31,129,00004P,367.7,93.8,23.7,6.8
3112900005P,31,129,00005P,127.4,17.5,2.9,1
3112900006P,31,129,00006P,84,14,9,2
3112900007P,31,129,00007P,181.6,44.5,7.1,2.4
3112900008P,31,129,00008P,224.3,49.2,12.3,3.8
3113100001P,31,131,00001P,568,313,50,5
3113100002P,31,131,00002P,247,141,32,8
3113100003P,31,131,00003P,271,105,12,6
3113100005P,31,131,00005P,810,390,75,8
3113100006P,31,131,00006P,333,75,33,1
3113100009P,31,131,00009P,261,107,21,5
3113100011P,31,131,00011P,291.6,70.2,12,5
3113100013P,31,131,00013P,459,148,27,6
3113100014P,31,131,00014P,239,125,17,2
3113100016P,31,131,00016P,431,195,23,6
3113100017P,31,131,00017P,380.2,120.8,34.9,1
3113100020P,31,131,00020P,250.8,126.2,18.1,0
3113100021P,31,131,00021P,319,109,20,5
3113300002P,31,133,00002P,186,52,8,1
3113300004P,31,133,00004P,169,29,8,2
3113300005P,31,133,00005P,160,24,6,0
3113300013P,31,133,00013P,277.8,106.7,21.4,5.3
3113300014P,31,133,00014P,181.2,67.3,11.6,1.7
3113500001P,31,135,00001P,392.5,47.1,15,3
3113500002P,31,135,00002P,418.5,60.9,18,0
3113500003P,31,135,00003P,406,53,21,2
3113700001P,31,137,00001P,137,14,18,0
3113700003P,31,137,00003P,138,19,16,0
3113700004P,31,137,00004P,114.5,25.4,2.8,2.8
3113700005P,31,137,00005P,190,13,3,0
3113700006P,31,137,00006P,262,20,4,1
3113700007P,31,137,00007P,266.5,10.2,3.4,1.1
3113700008P,31,137,00008P,283,22,6,0
3113700009P,31,137,00009P,129,14,8,0
3113700012P,31,137,00012P,338.5,73.7,10.2,0.2
3113700013P,31,137,00013P,445,77,31,2
3113700014P,31,137,00014P,452,97,33,1
3113700015P,31,137,00015P,628.2,119.8,32,5.2
3113700016P,31,137,00016P,465.3,67,22.6,4.7
3113900001P,31,139,00001P,598,104,29,5
3113900002P,31,139,00002P,741,69,27,5
3113900005P,31,139,00005P,679.9,54.9,15,4
3113900006P,31,139,00006P,362,32,16,2
3113900007P,31,139,00007P,671.1,122.1,38,5
3114100001P,31,141,00001P,184,21,6,0
3114100003P,31,141,00003P,284,11,9,1
3114100004P,31,141,00004P,78,4.9,1.6,0.2
3114100005P,31,141,00005P,282.3,54.2,10,0.9
3114100006P,31,141,00006P,283.7,47.8,7,0
3114100007P,31,141,00007P,488,63,10,0
3114100009P,31,141,00009P,286.9,39,13.3,3.8
3114100010P,31,141,00010P,193,26,0,2
3114100011P,31,141,00011P,307,23,7,2
3114100012P,31,141,00012P,375.1,61.1,9.1,2
3114100013P,31,141,00013P,196,10,3,0
3114100015P,31,141,00015P,224,29,8,0
3114100016P,31,141,00016P,407.2,81.9,15.5,3.2
3114100018P,31,141,00018P,544.8,108.2,23.6,2.6
3114100019P,31,141,00019P,622.7,185.4,29.4,6.6
3114100020P,31,141,00020P,369.4,109.2,16.9,3.7
3114100021P,31,141,00021P,361,121.4,16.5,3.2
3114100022P,31,141,00022P,444.6,137.2,21.5,0.8
3114100023P,31,141,00023P,328.7,96.2,12,1
3114100024P,31,141,00024P,278.2,77.3,19.7,4.8
3114100025P,31,141,00025P,375.7,107.5,24.4,6.1
3114100026P,31,141,00026P,360,127,22,3
3114100027P,31,141,00027P,364.1,85.6,18,3.5
3114100028P,31,141,00028P,361.5,146.8,44.7,7.5
3114100029P,31,141,00029P,514.8,171.3,31.5,8.9
3114100030P,31,141,00030P,698.5,149.7,22.8,5.1
3114100041P,31,141,00041P,347.5,101.2,16.9,5.3
3114100042P,31,141,00042P,309.6,137.8,30,1
3114100043P,31,141,00043P,656.6,164.7,23.9,1.4
3114100044P,31,141,00044P,438.1,147.5,21.7,6.6
3114300002P,31,143,00002P,198.9,34.2,9.1,0
3114300004P,31,143,00004P,266.1,61.8,17.9,1
3114300005P,31,143,00005P,359,64,16,0
3114300006P,31,143,00006P,436,113,23,0
3114300008P,31,143,00008P,350,59,13,0
3114300009P,31,143,00009P,418,81,23,5
3114500001P,31,145,00001P,363.8,39.5,12.8,1
3114500003P,31,145,00003P,521.2,38.2,10.1,5
3114500004P,31,145,00004P,218.8,15.8,10.9,2
3114500005P,31,145,00005P,212,29,10,0
3114500006P,31,145,00006P,155,14,3,0
3114500008P,31,145,00008P,408,56,19,4
3114500009P,31,145,00009P,299,73,12,0
3114500010P,31,145,00010P,380,67,31,1
3114500011P,31,145,00011P,373,53,17,7
3114500012P,31,145,00012P,312.2,64.4,19.1,0
3114500014P,31,145,00014P,314,68,18,2
3114500016P,31,145,00016P,415,69,17,3
3114500017P,31,145,00017P,286,58,11,1
3114700001P,31,147,00001P,165,34,7,2
3114700002P,31,147,00002P,134,43,8,1
3114700003P,31,147,00003P,190.7,49.1,9.3,1
3114700004P,31,147,00004P,80,22,7,2
3114700005P,31,147,00005P,151.3,34.7,11.3,3
3114700006P,31,147,00006P,124.7,19.5,9.7,0
3114700007P,31,147,00007P,74,10.8,6.9,0
3114700008P,31,147,00008P,232.4,25.5,8.7,1
3114700009P,31,147,00009P,137.3,46.9,6.7,0
3114700010P,31,147,00010P,141,45,6,2
3114700011P,31,147,00011P,146,46,8,2
3114700012P,31,147,00012P,403,136.1,21,3
3114700014P,31,147,00014P,293,108,16,4
3114700015P,31,147,00015P,299,92,21,3
3114700018P,31,147,00018P,197.6,105.4,12.3,3
3114900003P,31,149,00003P,682.5,69.5,32.8,4
3115100001P,31,151,00001P,252,80,19,0
3115100002P,31,151,00002P,261,75,18,4
3115100003P,31,151,00003P,338,155,21,7
3115100005P,31,151,00005P,255.9,115.3,16,0
3115100006P,31,151,00006P,108,59,10,1
3115100007P,31,151,00007P,166,54,13,4
3115100010P,31,151,00010P,329,158,28,2
3115100011P,31,151,00011P,292,104,22,5
3115100012P,31,151,00012P,247,105,24,7
3115100013P,31,151,00013P,143.1,164.7,24.9,6.4
3115100014P,31,151,00014P,308,351.9,49.1,7.6
3115100015P,31,151,00015P,304,311,39,8
31153000001,31,153,000001,430.3,464.3,39.8,22.3
31153000002,31,153,000002,551,337,65,15
31153000003,31,153,000003,764.3,569.2,84,22.7
31153000004,31,153,000004,712.7,470,91.7,13.2
31153000005,31,153,000005,566.5,394.4,61.9,11.6
31153000006,31,153,000006,559,449.3,79,21.2
31153000007,31,153,000007,656.1,440.4,65.9,13
31153000008,31,153,000008,702.4,423.4,58.3,7.5
31153000009,31,153,000009,665.1,439.6,85.7,18.5
31153000010,31,153,000010,435.5,296.7,78.4,20.1
31153000011,31,153,000011,1040.9,622.2,131,15.6
31153000012,31,153,000012,957.5,469.1,98.5,14.2
31153000013,31,153,000013,994.7,656.7,97.3,24.8
31153000016,31,153,000016,804,641.1,86.1,26.1
31153000017,31,153,000017,768,546,59,27
31153000018,31,153,000018,537.7,499.1,77.1,9.9
31153000019,31,153,000019,1404,865,143.6,27.7
31153000020,31,153,000020,860,712.5,81.6,16.9
31153000021,31,153,000021,1211,683,118,15
31153000022,31,153,000022,716,536,113,17
31153000023,31,153,000023,1223,646,110.3,12.8
31153000024,31,153,000024,602.1,316.1,78,10
31153000025,31,153,000025,560.5,386.3,88,16
31153000026,31,153,000026,730.3,418,100.6,10.4
31153000031,31,153,000031,1400.1,907.4,147.2,20
31153000032,31,153,000032,799.8,604,93.6,18.3
31153000033,31,153,000033,617,537.3,70,15.2
31153000034,31,153,000034,611.1,492.9,81.1,19
31153000035,31,153,000035,728.3,503.8,80.9,17.5
31153000036,31,153,000036,930.9,478.3,57.8,9.6
31153000037,31,153,000037,1327,791.2,111.3,16.8
31153000038,31,153,000038,814,552.5,91.1,19.4
31153000039,31,153,000039,1000.7,552.8,106.1,18.9
31153000040,31,153,000040,812,449.7,89.2,15.2
31153000041,31,153,000041,1027.1,618.1,105,16.3
31153000042,31,153,000042,857.7,526.7,99.6,13.6
31153000046,31,153,000046,857.6,316.7,57.9,6.9
31153000047,31,153,000047,487.2,214.2,55.7,11.6
31153000048,31,153,000048,1182.5,562.7,97.7,16.2
31153000049,31,153,000049,911.6,588.6,114.7,20.4
31153000051,31,153,000051,1423.3,784.1,113,11.2
31153000052,31,153,000052,1353.2,809.3,116.8,18.2
31153000053,31,153,000053,1020.8,784.2,120.1,16.3
31153000054,31,153,000054,951.2,684.8,102.9,12.7
31153000055,31,153,000055,1250,765,121,13
31153000056,31,153,000056,818,530,69,19
31153000057,31,153,000057,715,487,86,14
31153000058,31,153,000058,598.1,217.8,32.7,6.2
31153000059,31,153,000059,891.2,365.1,82.6,13.9
31153000060,31,153,000060,585.6,304.2,60.9,10.9
31153000061,31,153,000061,1946.5,807.5,133.1,21.3
31153000062,31,153,000062,782.6,519.4,93.9,16
3115500003P,31,155,00003P,510.4,163.4,34,12
3115500004P,31,155,00004P,756.3,250.1,21.9,1
3115500004W,31,155,00004W,498.6,225.2,38.1,11
3115500006P,31,155,00006P,360.4,84.1,20,5
3115500007P,31,155,00007P,232,60,16,0
3115500008P,31,155,00008P,234.6,62.3,23.6,2
3115500009P,31,155,00009P,306,93,21,3
311550000W1,31,155,0000W1,318.4,176.6,39.9,4
311550000W2,31,155,0000W2,355.2,159.6,36.1,7
311550000W3,31,155,0000W3,428.4,170.1,27.4,5
311550000W5,31,155,0000W5,425,132.1,27.8,2
3115500010P,31,155,00010P,861.7,219.9,59.1,13
3115500011P,31,155,00011P,325,76,23,3
3115500012P,31,155,00012P,353.1,61.3,27.1,5
3115500014P,31,155,00014P,512,180,18,8
3115500015P,31,155,00015P,588.3,226.1,48,9
3115500018P,31,155,00018P,491.8,183.9,34,7
3115700001P,31,157,00001P,163,22,12,1
3115700002P,31,157,00002P,121,17,6,0
3115700003P,31,157,00003P,389.5,74.7,10.1,0
3115700004P,31,157,00004P,238,61,17,0
3115700005P,31,157,00005P,504,61,19,3
3115700006P,31,157,00006P,222,35,8,0
3115700007P,31,157,00007P,228,41,8,3
3115700008P,31,157,00008P,333,62.6,18.7,2.9
3115700009P,31,157,00009P,560.9,155.3,39.5,7.8
3115700010P,31,157,00010P,603.4,174.8,44,7.1
3115700011P,31,157,00011P,422.7,138.3,36.3,5
3115700012P,31,157,00012P,721.6,204.2,52.5,5.2
3115700013P,31,157,00013P,141.5,37.3,3.9,1
3115700014P,31,157,00014P,270,51,12,4
3115700015P,31,157,00015P,197,79,12,1
3115700016P,31,157,00016P,194,37,12,2
3115700017P,31,157,00017P,233,94,6,1
3115700018P,31,157,00018P,264,50,9,2
3115700019P,31,157,00019P,332,81,26,5
3115700020P,31,157,00020P,64,9,1,0
3115700021P,31,157,00021P,694,181,41,10
3115700022P,31,157,00022P,504,286,38,13
3115700023P,31,157,00023P,200,203,27,5
3115700024P,31,157,00024P,97,140,22,13
3115700025P,31,157,00025P,436.2,161.4,37.3,4.1
3115700026P,31,157,00026P,332,168,47,7
3115700027P,31,157,00027P,423,185,41,6
3115700028P,31,157,00028P,447,202,39,5
3115700029P,31,157,00029P,251.3,82.4,16.7,5.9
3115700030P,31,157,00030P,489,113,21,6
3115900001P,31,159,00001P,223,72,16,2
3115900002P,31,159,00002P,156,31,12,4
3115900003P,31,159,00003P,420,159,31,1
3115900004P,31,159,00004P,381,84,29,8
3115900006P,31,159,00006P,202.2,74.4,8.4,0.6
3115900007P,31,159,00007P,243,51,15,5
3115900008P,31,159,00008P,246,82,14,1
3115900009P,31,159,00009P,196,50,6,1
3115900010P,31,159,00010P,168,49,8,1
3115900011P,31,159,00011P,286.3,72,14.8,2.5
3115900012P,31,159,00012P,466,122,25,15
3115900013P,31,159,00013P,602.5,311.2,25,11
3115900014P,31,159,00014P,443.4,214.4,35.5,15.4
3115900015P,31,159,00015P,286,124,29,9
3115900016P,31,159,00016P,607,251,38,2
3115900017P,31,159,00017P,353.2,84,21.2,4
3115900018P,31,159,00018P,174.5,43.9,9,1.5
3116100001P,31,161,00001P,422,54,14,4
3116100002P,31,161,00002P,334,46,11,1
3116100003P,31,161,00003P,161,6,4,0
3116100004P,31,161,00004P,243,45,8,1
3116100005P,31,161,00005P,361,47,19,10
3116100006P,31,161,00006P,340,64,4,1
3116100007P,31,161,00007P,163.4,17.6,1,1
3116100008P,31,161,00008P,186.6,7.4,9,0
3116300001P,31,163,00001P,129.7,48.3,6.1,2
3116300002P,31,163,00002P,200,106,9,4
3116300003P,31,163,00003P,177,35,12,3
3116300004P,31,163,00004P,276,44.5,17,2
3116300005P,31,163,00005P,199,61,7,1
3116300006P,31,163,00006P,168.3,45.3,7.9,1
3116500001P,31,165,00001P,369,57,21,1
3116500003P,31,165,00003P,246.4,23.9,7,3
3116700001P,31,167,00001P,553.2,114.8,35.3,6.9
3116700002P,31,167,00002P,137.4,39.3,15.4,2.1
3116700003P,31,167,00003P,93,17,8,0
3116700004P,31,167,00004P,215.2,36.9,21.9,3
3116700006P,31,167,00006P,131.4,24.5,11.2,0
3116700007P,31,167,00007P,293.4,56.5,15.9,1
3116700008P,31,167,00008P,266,50,10,1
3116700009P,31,167,00009P,41.6,2.5,1.1,0
3116700010P,31,167,00010P,43.9,8.1,8.1,0
3116700011P,31,167,00011P,59,9,5,0
3116700012P,31,167,00012P,60,16,2,0
3116700013P,31,167,00013P,74,10,2,0
3116700014P,31,167,00014P,51,7,1,0
3116700015P,31,167,00015P,101,8,2,0
3116700016P,31,167,00016P,65,17,5,0
3116900001P,31,169,00001P,288,64,12,0
3116900002P,31,169,00002P,218.1,56.1,26.2,1
3116900004P,31,169,00004P,148.9,51.9,9.8,0
3116900007P,31,169,00007P,353,85,25,1
3116900008P,31,169,00008P,348,39,5,1
3116900013P,31,169,00013P,356,95.5,29.9,1.9
3116900014P,31,169,00014P,339,107.5,16.1,5.1
3117100001P,31,171,00001P,343.2,29.9,10,3
3117300001P,31,173,00001P,77,26,9,2
3117300002P,31,173,00002P,104,19,8,1
3117300003P,31,173,00003P,51,9,0,0
3117300004P,31,173,00004P,492,128,20,1
3117300005P,31,173,00005P,40,2,1,0
3117300006P,31,173,00006P,88,21,0,6
3117300007P,31,173,00007P,19,218,1,6
3117300008P,31,173,00008P,117.4,173.4,7.1,9.2
3117300009P,31,173,00009P,54.6,322.6,9.9,23.8
3117500001P,31,175,00001P,302,43.6,6.4,0.1
3117500003P,31,175,00003P,259,45,4,2
3117500004P,31,175,00004P,245.8,40.9,9.7,1.9
3117500005P,31,175,00005P,260,46,6,1
3117500006P,31,175,00006P,260.4,54.7,8.9,1
3117500007P,31,175,00007P,225,73,5,1
3117500008P,31,175,00008P,227.8,35.8,12.9,5
3117700002P,31,177,00002P,291,92,23,3
3117700003P,31,177,00003P,499,89,23,6
3117700003W,31,177,00003W,468.4,199.5,50.7,11.1
3117700004P,31,177,00004P,335.4,83.2,15.5,3.9
3117700005W,31,177,00005W,431.2,209.7,46,5
3117700006P,31,177,00006P,699,214,51,7
3117700007P,31,177,00007P,577.4,117.9,24,7
3117700007W,31,177,00007W,409.5,160.8,29.1,1.2
3117700008W,31,177,00008W,506.7,215.1,29.1,7.8
3117700009P,31,177,00009P,379.9,120.4,32.3,3.9
3117700010P,31,177,00010P,495.9,209.4,65.3,8.1
3117700012P,31,177,00012P,829.6,330.1,37,11
3117700013P,31,177,00013P,504,254,38,14
3117700014P,31,177,00014P,659,244,36,5
3117700015P,31,177,00015P,338,84,13,3
3117900001P,31,179,00001P,184,34,20,3
3117900002P,31,179,00002P,219.9,34.5,16.1,0
3117900003P,31,179,00003P,363,37,6,1
3117900004P,31,179,00004P,369,59,16,1
3117900006P,31,179,00006P,260.8,58.7,11.3,2.1
3117900008P,31,179,00008P,207.7,60.6,8.9,1
3117900009P,31,179,00009P,263,108,20,6
3117900011P,31,179,00011P,231.5,101.2,19.6,8.8
3117900012P,31,179,00012P,240,137,40,6
3117900013P,31,179,00013P,354.2,205,44,6
3118100001P,31,181,00001P,178,56,4,0
3118100002P,31,181,00002P,385,98,16,5
3118100004P,31,181,00004P,318,79,12,2
3118100005P,31,181,00005P,250,54,13,2
3118100007P,31,181,00007P,199,19,6,1
3118300001P,31,183,00001P,271,36,13,4
3118300002P,31,183,00002P,106,26,4,0
3118500001P,31,185,00001P,457,88,18,1
