GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20USSDSHA,G20USSRMES,G20USSLODO,G20USSOWRI,G20GOVDFEL,G20GOVRSUN,G20GOVLPER,G20GOVOWRI
330019651003022,0,0,0,0,0,0,0,0,0,0,0
330019651002015,0.8,1,0,0.9,0.9,0,0,0.5,1.3,0,0
330019651002125,0,0,0,0,0,0,0,0,0,0,0
330019651003005,0,0,0,0,0,0,0,0,0,0,0
330019658001053,0,0,0,0,0,0,0,0,0,0,0
330019658001017,0,0,0,0,0,0,0,0,0,0,0
330019658003025,0,0,0,0,0,0,0,0,0,0,0
330019658003027,0,0,0,0,0,0,0,0,0,0,0
330019658002002,0,0,0,0,0,0,0,0,0,0,0
330019658002027,0,0,0,0,0,0,0,0,0,0,0
330019658004031,0,0,0,0,0,0,0,0,0,0,0
330019658001031,3.9,5.7,0.2,4.6,4.9,0.3,0,2,7.6,0.2,0
330019658003003,0,0,0,0,0,0,0,0,0,0,0
330019658004001,0,0,0,0,0,0,0,0,0,0,0
330019658004039,6.4,9.4,0.3,7.5,8.1,0.4,0,3.2,12.5,0.3,0
330019658003053,0,0,0,0,0,0,0,0,0,0,0
330019658002058,0,0,0,0,0,0,0,0,0,0,0
330019658003001,0,0,0,0,0,0,0,0,0,0,0
330019658003013,0,0,0,0,0,0,0,0,0,0,0
330019658004073,0,0,0,0,0,0,0,0,0,0,0
330019658003030,7.3,10.7,0.4,8.5,9.1,0.5,0,3.7,14.1,0.3,0
330019658001004,2.2,2.3,0.1,2.4,2,0.1,0,1.3,3.2,0.1,0
330019658001005,8.1,11.9,0.4,9.4,10.2,0.5,0.1,4.1,15.8,0.3,0
330019662002000,1.6,2,0,1.7,1.8,0,0,0.9,2.7,0,0
330019661004046,0,0,0,0,0,0,0,0,0,0,0
330019661004061,0,0,0,0,0,0,0,0,0,0,0
330019662002041,1.9,2.2,0.1,2.1,1.9,0.1,0,1.1,2.9,0.1,0
330019660004066,0,0,0,0,0,0,0,0,0,0,0
330019660001016,0,0,0,0,0,0,0,0,0,0,0
330019659001018,1.6,1.6,0.1,1.7,1.4,0.1,0,0.9,2.3,0.1,0
330019661003010,11.4,14.7,0.2,12.6,13.3,0.4,0,6.3,19.9,0.2,0
330019662002018,3.5,4.6,0.1,3.9,4.1,0.1,0,2,6.2,0.1,0
330019660004062,0,0,0,0,0,0,0,0,0,0,0
330019660004060,15.1,11.3,0.4,15.2,10.1,0.4,0,8.6,17.8,0.3,0
330019661001026,8.7,6.5,0.2,8.8,5.8,0.2,0,5,10.3,0.2,0
330019661001025,13.9,10.4,0.4,14,9.3,0.4,0,8,16.4,0.3,0
330019660003002,13.9,10.4,0.4,14,9.3,0.4,0,8,16.4,0.3,0
330019660004070,37.7,28.2,1,38,25.2,1.1,0,21.6,44.4,0.9,0
330019662002015,0,0,0,0,0,0,0,0,0,0,0
330019662002046,0,0,0,0,0,0,0,0,0,0,0
330019662001006,8.8,10,0.3,9.7,8.7,0.5,0,5.1,13.5,0.3,0
330019661001011,7.2,8.1,0.2,7.9,7.1,0.4,0,4.1,11,0.3,0
330019662002047,0.3,0.3,0,0.3,0.3,0,0,0.2,0.4,0,0
330019659004002,16.2,18.4,0.6,17.9,16.1,1,0,9.3,24.9,0.6,0
330019660003041,27,20.2,0.7,27.2,18,0.8,0,15.5,31.8,0.6,0
330019661001015,17.1,12.8,0.5,17.2,11.4,0.5,0,9.8,20.1,0.4,0
330019661001032,7.9,5.9,0.2,8,5.3,0.2,0,4.5,9.3,0.2,0
330019654002097,25.8,33.4,1.1,29.2,29.5,1,0,16.4,42.2,0.7,0.1
330019654001044,0,0,0,0,0,0,0,0,0,0,0
330019654002104,0,0,0,0,0,0,0,0,0,0,0
330019654002105,0,0,0,0,0,0,0,0,0,0,0
330019654001026,11.8,15.3,0.5,13.3,13.5,0.5,0,7.5,19.3,0.3,0
330019654001036,14.7,19.1,0.6,16.7,16.9,0.6,0,9.4,24.1,0.4,0.1
330019654001002,17.3,22.4,0.7,19.6,19.8,0.7,0,11,28.3,0.5,0.1
330019654002053,0,0,0,0,0,0,0,0,0,0,0
330019654002039,0,0,0,0,0,0,0,0,0,0,0
330019654002089,0,0,0,0,0,0,0,0,0,0,0
330019654001004,4.8,6.2,0.2,5.4,5.5,0.2,0,3.1,7.8,0.1,0
330019651001007,6.7,7.2,0.1,6.9,6.7,0.3,0,4,9.7,0.2,0
330019651001079,0,0,0,0,0,0,0,0,0,0,0
330019651001055,10.9,11.7,0.2,11.3,10.8,0.5,0,6.4,15.8,0.3,0
330019651001069,0,0,0,0,0,0,0,0,0,0,0
330019651001000,0,0,0,0,0,0,0,0,0,0,0
330019651001082,0,0,0,0,0,0,0,0,0,0,0
330019651001029,0,0,0,0,0,0,0,0,0,0,0
330019651001075,0,0,0,0,0,0,0,0,0,0,0
330019664025038,6.2,6.8,0.1,6.8,6.1,0.2,0,3.4,9.4,0.1,0
330019664011086,26.7,29.3,0.6,29,26.4,0.7,0.1,14.6,40.4,0.5,0
330019664025007,0,0,0,0,0,0,0,0,0,0,0
330019664011137,0,0,0,0,0,0,0,0,0,0,0
330019664011094,0,0,0,0,0,0,0,0,0,0,0
330019662004012,0.3,0.4,0,0.4,0.4,0,0,0.2,0.6,0,0
330019662003019,0,0,0,0,0,0,0,0,0,0,0
330019662004003,0,0,0,0,0,0,0,0,0,0,0
330019652001005,0.8,0.9,0,0.9,0.8,0,0,0.5,1.2,0,0
330019652002000,61,62.9,1.7,66.3,56,2.4,0.4,33.8,89.4,1.5,0.2
330019653001052,2.9,3,0.1,3.2,2.7,0.1,0,1.6,4.3,0.1,0
330019653002031,2.1,2.2,0.1,2.3,1.9,0.1,0,1.2,3.1,0.1,0
330019653002021,17.2,17.8,0.5,18.7,15.8,0.7,0.1,9.6,25.3,0.4,0
330019652002009,0,0,0,0,0,0,0,0,0,0,0
330019652001029,6.3,6.5,0.2,6.9,5.8,0.2,0,3.5,9.3,0.2,0
330019653002037,58,59.9,1.6,63.1,53.3,2.3,0.4,32.2,85.1,1.4,0.2
330019662003018,0,0,0,0,0,0,0,0,0,0,0
330019655981011,42.9,47.7,2,48.9,40.2,2.2,0.1,24.2,66.4,1.8,0.1
330019655983070,0,0,0,0,0,0,0,0,0,0,0
330019655981012,9.6,10.7,0.4,10.9,9,0.5,0,5.4,14.9,0.4,0
330019655983054,5.8,6.4,0.3,6.6,5.4,0.3,0,3.2,8.9,0.2,0
330019655982071,10.6,11.8,0.5,12,9.9,0.6,0,6,16.3,0.4,0
330019655981033,8,8.9,0.4,9.1,7.5,0.4,0,4.5,12.4,0.3,0
330019655981027,0,0,0,0,0,0,0,0,0,0,0
330019655981018,9.9,11,0.5,11.3,9.3,0.5,0,5.6,15.4,0.4,0
330019655981015,0,0,0,0,0,0,0,0,0,0,0
330019655983090,0,0,0,0,0,0,0,0,0,0,0
330019655983041,0,0,0,0,0,0,0,0,0,0,0
330019655983056,0,0,0,0,0,0,0,0,0,0,0
330019655983038,1.3,1.4,0.1,1.5,1.2,0.1,0,0.7,2,0.1,0
330019655983001,0,0,0,0,0,0,0,0,0,0,0
330039561003031,0,0,0,0,0,0,0,0,0,0,0
330039561005139,0,0,0,0,0,0,0,0,0,0,0
330039556003142,0,0,0,0,0,0,0,0,0,0,0
330039556001090,3.5,3.2,0.1,3.7,2.9,0.2,0,2.5,4.2,0.1,0
330039564002050,0,0,0,0,0,0,0,0,0,0,0
330039564001037,6.8,7.8,0.1,7.1,7.3,0.2,0,3.8,10.8,0.1,0
330039561004056,59.4,59.8,1.3,61.1,56.4,2.1,0.1,36.9,81.1,1.1,0.1
330039559003179,0.3,0.4,0,0.3,0.4,0,0,0.2,0.5,0,0
330039559003178,1.9,3,0.1,2.2,2.7,0.1,0,1.1,3.7,0.1,0
330039559001094,0,0,0,0,0,0,0,0,0,0,0
330039559002054,0,0,0,0,0,0,0,0,0,0,0
330039556002076,1.2,1.1,0,1.2,1,0.1,0,0.8,1.4,0,0
330039556001167,0,0,0,0,0,0,0,0,0,0,0
330039556002001,3.1,2.9,0.1,3.3,2.6,0.2,0,2.2,3.8,0.1,0
330039556002019,4.6,4.3,0.2,5,3.9,0.3,0,3.3,5.6,0.1,0
330039556003017,3.2,1.9,0.1,3.3,1.7,0,0,2.4,2.6,0.1,0
330039556003211,0,0,0,0,0,0,0,0,0,0,0
330039564001068,0.5,0.5,0,0.5,0.5,0,0,0.3,0.7,0,0
330039564001066,5,5.8,0.1,5.2,5.3,0.1,0,2.8,7.9,0.1,0
330039560002029,7.9,12.7,0.3,9.1,11.1,0.5,0,4.6,16.2,0.2,0
330039560003101,0.6,1,0,0.7,0.9,0,0,0.4,1.2,0,0
330039560003097,0,0,0,0,0,0,0,0,0,0,0
330039561005150,8.6,8.7,0.2,8.9,8.2,0.3,0,5.4,11.8,0.2,0
330039556003020,0,0,0,0,0,0,0,0,0,0,0
330039556003235,0,0,0,0,0,0,0,0,0,0,0
330039559001064,0,0,0,0,0,0,0,0,0,0,0
330039559001076,0,0,0,0,0,0,0,0,0,0,0
330039556002107,0,0,0,0,0,0,0,0,0,0,0
330039556002024,1.9,1.8,0.1,2.1,1.6,0.1,0,1.4,2.4,0.1,0
330039556001205,0,0,0,0,0,0,0,0,0,0,0
330039561005116,0,0,0,0,0,0,0,0,0,0,0
330039556003060,5.8,3.3,0.1,6,3.1,0.1,0,4.3,4.7,0.1,0
330039556003179,5.2,3,0.1,5.3,2.8,0.1,0,3.8,4.2,0.1,0
330039556002056,17,15.9,0.6,18.2,14.2,0.9,0,12.2,20.7,0.5,0
330039556001156,5,4.7,0.2,5.4,4.2,0.3,0,3.6,6.1,0.1,0
330039561004005,10.4,10.5,0.2,10.7,9.9,0.4,0,6.5,14.2,0.2,0
330039561002050,5.9,5.9,0.1,6.1,5.6,0.2,0,3.7,8,0.1,0
330039556002128,0,0,0,0,0,0,0,0,0,0,0
330039559001066,0.6,0.9,0,0.6,0.8,0,0,0.3,1.1,0,0
330039559002067,0,0,0,0,0,0,0,0,0,0,0
330039556003027,3.9,2.2,0.1,4,2.1,0.1,0,2.8,3.2,0.1,0
330039556003106,8.4,4.8,0.1,8.7,4.5,0.1,0,6.2,6.8,0.1,0
330039556001207,0,0,0,0,0,0,0,0,0,0,0
330039559003241,0.3,0.4,0,0.3,0.4,0,0,0.2,0.5,0,0
330039563001104,6.8,8.5,0.2,7.2,8.1,0.1,0,3.6,11.6,0.1,0
330039559002026,2.8,4.3,0.1,3.1,3.8,0.2,0,1.6,5.4,0.1,0
330039559003070,0,0,0,0,0,0,0,0,0,0,0
330039559001006,0,0,0,0,0,0,0,0,0,0,0
330039559003129,4.4,6.9,0.2,4.9,6.1,0.3,0,2.6,8.6,0.2,0
330039564003066,0,0,0,0,0,0,0,0,0,0,0
330039564003010,4.5,5.2,0.1,4.8,4.9,0.1,0,2.5,7.2,0.1,0
330039564003034,0,0,0,0,0,0,0,0,0,0,0
330039559003108,0,0,0,0,0,0,0,0,0,0,0
330039559003212,1.7,2.6,0.1,1.9,2.3,0.1,0,1,3.2,0.1,0
330039561005096,0,0,0,0,0,0,0,0,0,0,0
330039561003046,12.7,12.8,0.3,13.1,12.1,0.5,0,7.9,17.3,0.2,0
330039560003179,3,4.9,0.1,3.5,4.3,0.2,0,1.8,6.2,0.1,0
330039560003166,20.4,32.7,0.7,23.4,28.5,1.4,0,11.9,41.8,0.5,0
330039556002062,5.4,5,0.2,5.8,4.5,0.3,0,3.9,6.6,0.1,0
330039560004030,4.6,7.3,0.2,5.2,6.4,0.3,0,2.7,9.4,0.1,0
330039561002052,1.8,1.8,0,1.9,1.7,0.1,0,1.1,2.5,0,0
330039561005034,2.7,2.7,0.1,2.8,2.6,0.1,0,1.7,3.7,0.1,0
330039561005027,1.4,1.4,0,1.4,1.3,0,0,0.8,1.9,0,0
330039561005132,0,0,0,0,0,0,0,0,0,0,0
330039556002013,0,0,0,0,0,0,0,0,0,0,0
330039556001209,4.6,4.3,0.2,5,3.9,0.3,0,3.3,5.6,0.1,0
330039559002051,3.6,5.6,0.1,4,4.9,0.2,0,2.1,7,0.1,0
330039559002043,0.3,0.4,0,0.3,0.4,0,0,0.2,0.5,0,0
330039559003079,0,0,0,0,0,0,0,0,0,0,0
330039563003061,0,0,0,0,0,0,0,0,0,0,0
330039556003217,0,0,0,0,0,0,0,0,0,0,0
330039556003037,7.1,4.1,0.1,7.3,3.8,0.1,0,5.2,5.8,0.1,0
330039556003047,0,0,0,0,0,0,0,0,0,0,0
330039556003061,0,0,0,0,0,0,0,0,0,0,0
330039563002136,0,0,0,0,0,0,0,0,0,0,0
330039563002038,0,0,0,0,0,0,0,0,0,0,0
330039556003226,3.2,1.9,0.1,3.3,1.7,0,0,2.4,2.6,0.1,0
330039556003150,2.6,1.5,0,2.7,1.4,0,0,1.9,2.1,0,0
330039556001233,0,0,0,0,0,0,0,0,0,0,0
330039556001227,0,0,0,0,0,0,0,0,0,0,0
330039560003105,0,0,0,0,0,0,0,0,0,0,0
330039561001025,0,0,0,0,0,0,0,0,0,0,0
330039561004068,0,0,0,0,0,0,0,0,0,0,0
330039556002006,2.3,2.2,0.1,2.5,1.9,0.1,0,1.7,2.8,0.1,0
330039556002031,2.3,2.2,0.1,2.5,1.9,0.1,0,1.7,2.8,0.1,0
330039556001124,8.9,8.3,0.3,9.5,7.4,0.5,0,6.4,10.8,0.2,0
330039561002023,0,0,0,0,0,0,0,0,0,0,0
330039556001126,0,0,0,0,0,0,0,0,0,0,0
330039556001099,0,0,0,0,0,0,0,0,0,0,0
330039556002026,8.9,8.3,0.3,9.5,7.4,0.5,0,6.4,10.8,0.2,0
330039556002083,0,0,0,0,0,0,0,0,0,0,0
330039559001079,0,0,0,0,0,0,0,0,0,0,0
330039559001007,3.1,4.7,0.1,3.4,4.2,0.2,0,1.8,5.9,0.1,0
330039559001031,0,0,0,0,0,0,0,0,0,0,0
330039564002028,0,0,0,0,0,0,0,0,0,0,0
330039560002027,0,0,0,0,0,0,0,0,0,0,0
330039556002075,13.1,12.2,0.5,14.1,11,0.7,0,9.4,16,0.4,0
330039564002033,0.5,0.5,0,0.5,0.5,0,0,0.3,0.7,0,0
330039564002058,1.8,2.1,0,1.9,1.9,0,0,1,2.9,0,0
330039564002016,5,5.8,0.1,5.2,5.3,0.1,0,2.8,7.9,0.1,0
330039561001013,0,0,0,0,0,0,0,0,0,0,0
330039560001061,3.4,5.4,0.1,3.8,4.7,0.2,0,2,6.9,0.1,0
330039564003077,0.5,0.5,0,0.5,0.5,0,0,0.3,0.7,0,0
330039559003010,0,0,0,0,0,0,0,0,0,0,0
330039559003025,0.8,1.3,0,0.9,1.1,0.1,0,0.5,1.6,0,0
330039559003033,0,0,0,0,0,0,0,0,0,0,0
330039561002017,19.9,20.1,0.4,20.5,18.9,0.7,0,12.4,27.2,0.4,0
330039561003059,0,0,0,0,0,0,0,0,0,0,0
330039561001055,0,0,0,0,0,0,0,0,0,0,0
330039560003178,1.8,2.9,0.1,2.1,2.6,0.1,0,1.1,3.7,0,0
330039561005086,0,0,0,0,0,0,0,0,0,0,0
330039561005075,0,0,0,0,0,0,0,0,0,0,0
330039561001034,10,10,0.2,10.3,9.5,0.4,0,6.2,13.6,0.2,0
330039561005014,24,24.2,0.5,24.7,22.8,0.9,0,14.9,32.8,0.5,0
330039564003081,0,0,0,0,0,0,0,0,0,0,0
330039564001059,2.7,3.1,0,2.9,2.9,0.1,0,1.5,4.3,0,0
330039560003082,0,0,0,0,0,0,0,0,0,0,0
330039559002017,0,0,0,0,0,0,0,0,0,0,0
330039559003140,0,0,0,0,0,0,0,0,0,0,0
330039559002034,0,0,0,0,0,0,0,0,0,0,0
330039559001022,0,0,0,0,0,0,0,0,0,0,0
330039559001107,0,0,0,0,0,0,0,0,0,0,0
330039561005023,5.9,5.9,0.1,6.1,5.6,0.2,0,3.7,8,0.1,0
330039561003044,5.4,5.5,0.1,5.6,5.2,0.2,0,3.4,7.4,0.1,0
330039561003054,18.1,18.2,0.4,18.7,17.2,0.6,0,11.3,24.8,0.3,0
330039560003232,0,0,0,0,0,0,0,0,0,0,0
330039560003080,0.6,1,0,0.7,0.9,0,0,0.4,1.2,0,0
330039560003109,0,0,0,0,0,0,0,0,0,0,0
330039560003131,0,0,0,0,0,0,0,0,0,0,0
330039560003134,3.4,5.4,0.1,3.8,4.7,0.2,0,2,6.9,0.1,0
330039560003123,0,0,0,0,0,0,0,0,0,0,0
330039560002040,0,0,0,0,0,0,0,0,0,0,0
330039560003124,0.3,0.5,0,0.3,0.4,0,0,0.2,0.6,0,0
330039560003093,0,0,0,0,0,0,0,0,0,0,0
330039560003219,0,0,0,0,0,0,0,0,0,0,0
330039560003076,1.5,2.4,0.1,1.7,2.1,0.1,0,0.9,3.1,0,0
330039561005054,1.8,1.8,0,1.9,1.7,0.1,0,1.1,2.5,0,0
330039551003100,1.2,0.7,0,1.2,0.6,0,0,0.8,1.1,0,0
330039551003019,16.7,9.4,0.3,17.2,8.7,0.2,0,10.9,15,0.2,0
330039551003103,9.5,5.4,0.2,9.8,5,0.1,0,6.2,8.6,0.1,0
330039553001117,0,0,0,0,0,0,0,0,0,0,0
330039553001156,0,0,0,0,0,0,0,0,0,0,0
330039553004043,6.7,4.7,0.2,7,4.2,0.2,0,4.1,7,0.1,0
330039558002038,0,0,0,0,0,0,0,0,0,0,0
330039558002138,0,0,0,0,0,0,0,0,0,0,0
330039558002092,2.6,2.6,0.1,2.8,2.3,0.1,0,1.6,3.5,0.1,0
330039558002206,0,0,0,0,0,0,0,0,0,0,0
330039558002065,0,0,0,0,0,0,0,0,0,0,0
330039558002151,0,0,0,0,0,0,0,0,0,0,0
330039558002153,0,0,0,0,0,0,0,0,0,0,0
330039563004075,0,0,0,0,0,0,0,0,0,0,0
330039563002064,2,2.4,0.1,2.1,2.3,0,0,1,3.3,0,0
330039563001097,0,0,0,0,0,0,0,0,0,0,0
330039563004017,2,2.4,0.1,2.1,2.3,0,0,1,3.3,0,0
330039563004072,0,0,0,0,0,0,0,0,0,0,0
330039563004005,1.5,1.8,0,1.5,1.7,0,0,0.8,2.5,0,0
330039563001059,0,0,0,0,0,0,0,0,0,0,0
330039563004003,4.9,6.1,0.1,5.2,5.8,0.1,0,2.6,8.3,0,0
330039563001090,0,0,0,0,0,0,0,0,0,0,0
330039560003083,8.5,13.7,0.3,9.8,11.9,0.6,0,5,17.5,0.2,0
330039560002081,5.2,8.3,0.2,5.9,7.2,0.4,0,3,10.6,0.1,0
330039560002070,0,0,0,0,0,0,0,0,0,0,0
330039560003078,0,0,0,0,0,0,0,0,0,0,0
330039560003070,0,0,0,0,0,0,0,0,0,0,0
330039560003113,2.1,3.4,0.1,2.4,3,0.1,0,1.2,4.4,0,0
330039560004010,0,0,0,0,0,0,0,0,0,0,0
330039560002036,0,0,0,0,0,0,0,0,0,0,0
330039560001009,0,0,0,0,0,0,0,0,0,0,0
330039560004005,7.9,12.7,0.3,9.1,11.1,0.5,0,4.6,16.2,0.2,0
330039560003126,20.4,32.7,0.7,23.4,28.5,1.4,0,11.9,41.8,0.5,0
330039560003137,0,0,0,0,0,0,0,0,0,0,0
330039560003218,0,0,0,0,0,0,0,0,0,0,0
330039560003094,2.7,4.4,0.1,3.1,3.8,0.2,0,1.6,5.6,0.1,0
330039560003050,0,0,0,0,0,0,0,0,0,0,0
330039560003194,1.2,2,0,1.4,1.7,0.1,0,0.7,2.5,0,0
330039560003077,4,6.3,0.1,4.5,5.5,0.3,0,2.3,8.1,0.1,0
330039560001076,0,0,0,0,0,0,0,0,0,0,0
330039560001080,2.4,3.9,0.1,2.8,3.4,0.2,0,1.4,5,0.1,0
330039560003208,0,0,0,0,0,0,0,0,0,0,0
330039560002073,23.8,38.1,0.8,27.2,33.2,1.6,0,13.9,48.7,0.6,0
330039560003147,0.3,0.5,0,0.3,0.4,0,0,0.2,0.6,0,0
330039561005032,5.9,5.9,0.1,6.1,5.6,0.2,0,3.7,8,0.1,0
330039561005099,4.1,4.1,0.1,4.2,3.9,0.1,0,2.5,5.6,0.1,0
330039558001123,0,0,0,0,0,0,0,0,0,0,0
330039558002029,0,0,0,0,0,0,0,0,0,0,0
330039558002118,0,0,0,0,0,0,0,0,0,0,0
330039558002191,0,0,0,0,0,0,0,0,0,0,0
330039558002100,0.9,0.9,0,0.9,0.8,0,0,0.5,1.2,0,0
330039558002024,0,0,0,0,0,0,0,0,0,0,0
330039558002208,0,0,0,0,0,0,0,0,0,0,0
330039558002217,0,0,0,0,0,0,0,0,0,0,0
330039558002159,0,0,0,0,0,0,0,0,0,0,0
330039558002096,1.7,1.7,0,1.9,1.5,0.1,0,1.1,2.3,0,0
330039558002196,3,3,0.1,3.2,2.6,0.1,0,1.9,4.1,0.1,0
330039558002139,2.1,2.1,0.1,2.3,1.9,0.1,0,1.3,2.9,0.1,0
330039558002158,0,0,0,0,0,0,0,0,0,0,0
330039558002117,0.9,0.9,0,0.9,0.8,0,0,0.5,1.2,0,0
330039556003181,0,0,0,0,0,0,0,0,0,0,0
330039556003028,0,0,0,0,0,0,0,0,0,0,0
330039556003147,0,0,0,0,0,0,0,0,0,0,0
330039556003018,10.3,6,0.2,10.7,5.6,0.2,0,7.6,8.4,0.2,0
330039556003119,0,0,0,0,0,0,0,0,0,0,0
330039556003118,0,0,0,0,0,0,0,0,0,0,0
330039556003117,0,0,0,0,0,0,0,0,0,0,0
330039556003176,0,0,0,0,0,0,0,0,0,0,0
330039556003190,0,0,0,0,0,0,0,0,0,0,0
330039556003030,11.6,6.7,0.2,12,6.3,0.2,0,8.5,9.5,0.2,0
330039551003005,29.8,16.8,0.5,30.7,15.5,0.4,0,19.5,26.7,0.3,0
330039551001141,11.3,6.4,0.2,11.7,5.9,0.2,0,7.4,10.2,0.1,0
330039551002116,0,0,0,0,0,0,0,0,0,0,0
330039551001103,0,0,0,0,0,0,0,0,0,0,0
330039551003023,1.8,1,0,1.8,0.9,0,0,1.2,1.6,0,0
330039551001110,0,0,0,0,0,0,0,0,0,0,0
330039551002006,2.4,1.3,0,2.5,1.2,0,0,1.6,2.1,0,0
330039551002037,0,0,0,0,0,0,0,0,0,0,0
330039551003006,6.6,3.7,0.1,6.8,3.4,0.1,0,4.3,5.9,0.1,0
330039551003007,0,0,0,0,0,0,0,0,0,0,0
330039551001090,0,0,0,0,0,0,0,0,0,0,0
330039551002176,0,0,0,0,0,0,0,0,0,0,0
330039551002175,0,0,0,0,0,0,0,0,0,0,0
330039551001086,3.6,2,0.1,3.7,1.9,0,0,2.3,3.2,0,0
330039551003088,0,0,0,0,0,0,0,0,0,0,0
330039551002069,0,0,0,0,0,0,0,0,0,0,0
330039551002186,0,0,0,0,0,0,0,0,0,0,0
330039551001080,0,0,0,0,0,0,0,0,0,0,0
330039551002066,0,0,0,0,0,0,0,0,0,0,0
330039551002158,0,0,0,0,0,0,0,0,0,0,0
330039551003110,0,0,0,0,0,0,0,0,0,0,0
330039551002141,0.6,0.3,0,0.6,0.3,0,0,0.4,0.5,0,0
330039551002140,7.8,4.4,0.1,8,4,0.1,0,5.1,7,0.1,0
330039551003075,0,0,0,0,0,0,0,0,0,0,0
330039551002187,0,0,0,0,0,0,0,0,0,0,0
330039551001143,0,0,0,0,0,0,0,0,0,0,0
330039551002009,0,0,0,0,0,0,0,0,0,0,0
330039551001144,0,0,0,0,0,0,0,0,0,0,0
330039551002169,0,0,0,0,0,0,0,0,0,0,0
330039551003099,0,0,0,0,0,0,0,0,0,0,0
330039551002122,0,0,0,0,0,0,0,0,0,0,0
330039551003009,1.8,1,0,1.8,0.9,0,0,1.2,1.6,0,0
330039551003047,1.2,0.7,0,1.2,0.6,0,0,0.8,1.1,0,0
330039560001028,0.4,0.6,0,0.4,0.5,0,0,0.2,0.7,0,0
330039560001082,0,0,0,0,0,0,0,0,0,0,0
330039560001056,0.3,0.5,0,0.3,0.4,0,0,0.2,0.6,0,0
330039560001036,8.9,12.8,0.5,10,11.5,0.6,0,5.2,16.3,0.3,0
330039551001123,0,0,0,0,0,0,0,0,0,0,0
330039560001020,0,0,0,0,0,0,0,0,0,0,0
330039560001045,1.2,1.7,0.1,1.3,1.5,0.1,0,0.7,2.1,0,0
330039560001012,0,0,0,0,0,0,0,0,0,0,0
330039560001016,5.4,7.8,0.3,6.1,7,0.3,0,3.2,9.9,0.2,0
330039560001038,3.5,5,0.2,3.9,4.5,0.2,0,2,6.4,0.1,0
330039560001084,5,7.3,0.3,5.7,6.5,0.3,0,3,9.2,0.2,0
330039560001064,0,0,0,0,0,0,0,0,0,0,0
330039554005036,8.7,6.2,0.2,9.2,5.5,0.3,0,5.4,9.2,0.2,0
330039554004012,4.2,2.9,0.1,4.4,2.6,0.1,0,2.6,4.4,0.1,0
330039553001122,0,0,0,0,0,0,0,0,0,0,0
330039554002003,0,0,0,0,0,0,0,0,0,0,0
330039553003020,0,0,0,0,0,0,0,0,0,0,0
330039553002039,14.1,10,0.4,14.8,8.8,0.5,0,8.8,14.9,0.3,0
330039553001104,4.6,3.2,0.1,4.8,2.9,0.2,0,2.8,4.8,0.1,0
330039553002012,0,0,0,0,0,0,0,0,0,0,0
330039553001172,0,0,0,0,0,0,0,0,0,0,0
330039554002030,0.8,0.6,0,0.9,0.5,0,0,0.5,0.9,0,0
330039553005033,0,0,0,0,0,0,0,0,0,0,0
330039553005055,0,0,0,0,0,0,0,0,0,0,0
330039553003009,0,0,0,0,0,0,0,0,0,0,0
330039553001121,0,0,0,0,0,0,0,0,0,0,0
330039553003034,8.3,5.9,0.2,8.7,5.2,0.3,0,5.2,8.8,0.2,0
330039554005055,0,0,0,0,0,0,0,0,0,0,0
330039554005065,0,0,0,0,0,0,0,0,0,0,0
330039553006011,0,0,0,0,0,0,0,0,0,0,0
330039554002022,0,0,0,0,0,0,0,0,0,0,0
330039554003033,0,0,0,0,0,0,0,0,0,0,0
330039555001055,0,0,0,0,0,0,0,0,0,0,0
330039555001039,37.8,23.5,0.8,39.6,20.9,1.2,0,26,34.6,0.8,0
330039555001016,0,0,0,0,0,0,0,0,0,0,0
330039555001058,1.1,0.7,0,1.1,0.6,0,0,0.8,1,0,0
330039555001025,0,0,0,0,0,0,0,0,0,0,0
330039555001033,2.7,1.7,0.1,2.9,1.5,0.1,0,1.9,2.5,0.1,0
330039555001227,2.7,1.7,0.1,2.9,1.5,0.1,0,1.9,2.5,0.1,0
330039555001203,1.1,0.7,0,1.1,0.6,0,0,0.8,1,0,0
330039555001200,7.7,4.8,0.2,8,4.2,0.2,0,5.3,7,0.2,0
330039555001048,0,0,0,0,0,0,0,0,0,0,0
330039551002165,0,0,0,0,0,0,0,0,0,0,0
330039551001201,0,0,0,0,0,0,0,0,0,0,0
330039551001273,0,0,0,0,0,0,0,0,0,0,0
330039551001211,0,0,0,0,0,0,0,0,0,0,0
330039551001234,0,0,0,0,0,0,0,0,0,0,0
330039551001233,0,0,0,0,0,0,0,0,0,0,0
330039551001184,0,0,0,0,0,0,0,0,0,0,0
330039551001210,0,0,0,0,0,0,0,0,0,0,0
330039551001203,0,0,0,0,0,0,0,0,0,0,0
330039551001231,3.3,2.9,0,3,2.7,0.3,0,2.4,3.7,0,0
330039551001027,121.4,45.4,1.5,123.5,43.9,1.1,0,90.8,70.2,7.1,0
330039551001061,7.2,2.7,0.1,7.3,2.6,0.1,0,5.4,4.2,0.4,0
330039551001150,0,0,0,0,0,0,0,0,0,0,0
330039563003069,17.1,21.2,0.5,18.1,20.2,0.4,0,9.1,29.1,0.2,0
330039563004073,1.5,1.8,0,1.5,1.7,0,0,0.8,2.5,0,0
330039563001122,1.5,1.8,0,1.5,1.7,0,0,0.8,2.5,0,0
