GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREOFUE,G20PREOKIN,G20PREIWES,G20PREIPIE,G20PREOWRI,G20USSRERN,G20USSDGRE,G20USSLSTE,G20USSOHER,G20USSOWRI
19105105010,19,105,105010,362.73,263.23,12.32,1.61,0.54,0.53,0,2.68,0.53,0.02,346.11,265.91,22.54,5.36,0
19105105011,19,105,105011,793.18,487.71,14,1.04,1.97,2.9,0.99,2.96,0.01,1.05,775.33,480.74,30.87,9.91,0.96
19105105012,19,105,105012,854,710.55,23.93,3.16,2.29,1.16,1.21,3.57,0.46,3.55,828.61,700.25,48.51,13.16,0.04
19105105013,19,105,105013,351.32,319.31,8.8,1.2,1.2,0.4,0.8,0.8,0,2.4,344.12,310.91,19.21,5.6,0
19105105014,19,105,105014,196.43,82.35,0.4,0,0,0,0,0.8,0.4,0.8,189.6,85.56,4.42,1.21,0
19105105016,19,105,105016,35.06,14.7,0.07,0,0,0,0,0.14,0.07,0.14,33.84,15.27,0.79,0.22,0
19105105017,19,105,105017,151.05,66.8,1.5,0,0,0.5,0,0,0.5,0,139.58,69.29,4.99,2.49,0
19105105018,19,105,105018,151.95,67.2,1.5,0,0,0.5,0,0,0.5,0,140.42,69.71,5.01,2.51,0
19105105019,19,105,105019,230,125,3,0,0,0,1,1,0,1,201,135,11,5,1
19105105020,19,105,105020,187.74,113.45,4.84,0,0.4,0.4,0.4,0.81,0,1.21,176.43,119.1,9.29,0.81,0.4
19105105021,19,105,105021,164.99,99.7,4.26,0,0.35,0.35,0.35,0.71,0,1.06,155.05,104.67,8.16,0.71,0.35
19105105022,19,105,105022,96.11,58.08,2.48,0,0.21,0.21,0.21,0.41,0,0.62,90.32,60.97,4.75,0.41,0.21
19105105023,19,105,105023,251.61,155.81,7.74,0,0,0,0,0,0,0,247.74,153.87,9.68,1.94,0
19105105024,19,105,105024,16.17,9.77,0.42,0,0.03,0.03,0.03,0.07,0,0.1,15.2,10.26,0.8,0.07,0.03
19105105025,19,105,105025,8.39,5.19,0.26,0,0,0,0,0,0,0,8.26,5.13,0.32,0.06,0
19107107001,19,107,107001,139,38,1,0,0,0,0,0,0,0,128,43,3,1,0
19107107002,19,107,107002,173,59,6,0,0,0,0,0,0,0,159,63,10,4,0
19107107003,19,107,107003,160.1,76.16,4.14,0,0.52,0,0,0.52,0,1.04,149.22,77.2,7.77,2.59,0
19107107004,19,107,107004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19107107005,19,107,107005,37.67,17.92,0.98,0,0.12,0,0,0.12,0,0.24,35.11,18.17,1.83,0.61,0
19107107006,19,107,107006,111.23,52.91,2.88,0,0.36,0,0,0.36,0,0.72,103.67,53.63,5.4,1.8,0
19107107007,19,107,107007,264.81,112.67,1.9,0,0.48,0.48,0.48,0,0.48,1.9,250.55,113.63,5.71,2.85,0
19107107008,19,107,107008,128.27,54.58,0.92,0,0.23,0.23,0.23,0,0.23,0.92,121.36,55.04,2.76,1.38,0
19107107009,19,107,107009,134.33,33.68,1.16,0,0,0.39,0,0.39,0,0,128.53,37.16,1.55,0.77,0
19107107010,19,107,107010,116.59,29.23,1.01,0,0,0.34,0,0.34,0,0,111.55,32.26,1.34,0.67,0
19107107011,19,107,107011,266.87,110.7,3.95,0,0.99,0,0,0,0,1.98,246.11,118.61,3.95,6.92,1.98
19107107012,19,107,107012,152.13,52.3,2.05,0,0.01,0,0,0,0,0.02,140.89,54.39,4.05,2.08,0.02
19107107013,19,107,107013,69.72,17.61,0.6,0,0,0.21,0,0.19,0,0,66.69,19.38,0.85,0.39,0
19107107014,19,107,107014,686.9,360.25,12.25,2,4,1.08,1,3.08,1,4,647.65,364,26.33,17.17,2
19107107015,19,107,107015,60.67,18.2,0.43,0,0,0.43,0,0,0,0,57.63,19.07,1.73,0,0
19107107016,19,107,107016,76.79,23.04,0.55,0,0,0.55,0,0,0,0,72.95,24.13,2.19,0,0
19107107017,19,107,107017,168.79,71.17,1.22,0,0.31,0.34,0.29,0,0.29,1.18,159.79,71.83,3.63,1.81,0
19107107018,19,107,107018,335.13,97.58,2.96,0,0.99,2.96,0,0,0,0,323.3,102.51,6.9,2.96,0
19107107019,19,107,107019,203,49,0,0,1,0,0,0,0,0,186,57,2,3,1
19107107020,19,107,107020,171.97,47.02,2.35,0,0.34,0,0,0.34,0,0,160.21,55.42,3.36,1.01,0
19107107021,19,107,107021,128.49,35.13,1.76,0,0.25,0,0,0.25,0,0,119.71,41.41,2.51,0.75,0
19107107022,19,107,107022,211.54,57.84,2.89,0,0.41,0,0,0.41,0,0,197.08,68.17,4.13,1.24,0
19109109001,19,109,109001,92.05,24.95,0.74,0,0.37,0.18,0,0.18,0,0,88.91,26.25,1.48,1.11,0
19109109002,19,109,109002,63.91,17.32,0.51,0,0.26,0.13,0,0.13,0,0,61.72,18.22,1.03,0.77,0
19109109003,19,109,109003,51.8,15.54,0.56,0,0.14,0.14,0.14,0,0,0.14,47.32,18.48,1.54,0.14,0
19109109004,19,109,109004,57.09,17.13,0.62,0,0.15,0.15,0.15,0,0,0.15,52.15,20.37,1.7,0.15,0
19109109005,19,109,109005,69.51,20.85,0.75,0,0.19,0.19,0.19,0,0,0.19,63.5,24.8,2.07,0.19,0
19109109006,19,109,109006,142.47,42.74,1.54,0,0.39,0.39,0.39,0,0,0.39,130.15,50.83,4.24,0.39,0
19109109007,19,109,109007,49.13,14.74,0.53,0,0.13,0.13,0.13,0,0,0.13,44.88,17.53,1.46,0.13,0
19109109008,19,109,109008,266.55,72.26,2.14,0,1.07,0.54,0,0.54,0,0,257.45,76,4.28,3.21,0
19109109009,19,109,109009,75.49,20.47,0.61,0,0.3,0.15,0,0.15,0,0,72.92,21.53,1.21,0.91,0
19109109010,19,109,109010,49.19,10.58,0,0.31,0,0,0,0,0,0,46.08,12.14,1.56,0.31,0
19109109011,19,109,109011,107.92,23.26,0,0.68,0,0,0,0,0,0,101.1,26.67,3.41,0.68,0
19109109012,19,109,109012,131.44,46.8,0.88,0.3,0,0.29,0,0,0,0,126.68,47.13,3.84,0.01,0
19109109013,19,109,109013,98.39,35.15,0.66,0.22,0,0.22,0,0,0,0,94.85,35.38,2.87,0,0
19109109014,19,109,109014,216.07,77.2,1.46,0.49,0,0.49,0,0,0,0,208.3,77.69,6.31,0,0
19109109015,19,109,109015,302.29,107.39,7.16,0,0,0,0,1.59,0,0,280.02,122.51,10.34,1.59,0
19109109016,19,109,109016,77.71,27.61,1.84,0,0,0,0,0.41,0,0,71.98,31.49,2.66,0.41,0
19109109017,19,109,109017,256.99,119.57,3.38,0.48,0,0,0.48,0.96,0,0.96,241.08,125.36,11.09,2.89,0
19109109018,19,109,109018,230.59,107.29,3.03,0.43,0,0,0.43,0.87,0,0.87,216.31,112.48,9.95,2.6,0
19109109019,19,109,109019,8.15,3.79,0.11,0.02,0,0,0.02,0.03,0,0.03,7.65,3.98,0.35,0.09,0
19109109020,19,109,109020,89,25,1,0,0,0,0,0,0,0,85,26,3,1,0
19109109021,19,109,109021,89.31,48.37,0.49,0.07,0,0,0.07,0.14,0,0.14,88.01,48.21,1.61,0.42,0
19109109022,19,109,109022,151.48,50.43,1,0,0,0,0,0,0,0,151.89,48.13,3.44,0.15,0
19109109023,19,109,109023,126.25,40.08,0.75,0,0.37,0,0,0.37,0.75,0.37,121.75,44.2,0.75,1.12,0
19109109024,19,109,109024,61.37,19.48,0.36,0,0.18,0,0,0.18,0.36,0.18,59.18,21.49,0.36,0.55,0
19109109025,19,109,109025,149.39,47.43,0.89,0,0.44,0,0,0.44,0.89,0.44,144.07,52.31,0.89,1.33,0
19109109026,19,109,109026,188.88,74.05,0.55,0,0,0,0,0.28,0,0.28,179.96,74,5.86,1.68,0
19109109027,19,109,109027,366.72,150.61,0.98,0.97,0.04,0.02,0,2.28,0.01,1.36,353.01,155.04,9.12,3.24,0
19109109028,19,109,109028,1898.7,1199.96,19.9,5.03,4.96,0.98,0,6.17,1.99,5.08,1810.59,1202.18,70.17,23.08,0
19109109029,19,109,109029,170.52,48.67,2.3,0.38,0,0,0,0,0,0,155.19,55.95,6.13,1.92,0
19109109030,19,109,109030,242.35,69.17,3.27,0.54,0,0,0,0,0,0,220.57,79.51,8.71,2.72,0
19109109031,19,109,109031,32.13,9.17,0.43,0.07,0,0,0,0,0,0,29.24,10.54,1.16,0.36,0
19109109032,19,109,109032,132.18,49.92,0.57,0,0,0,0,0.28,0,0.28,126.51,51.63,3.4,0.85,0
19109109033,19,109,109033,98.16,25.18,0.85,0,0.43,0,0,0,0,0.85,93.47,26.03,2.99,1.28,0
19109109034,19,109,109034,87.06,22.33,0.76,0,0.38,0,0,0,0,0.76,82.9,23.09,2.65,1.14,0
19109109035,19,109,109035,44.77,11.49,0.39,0,0.19,0,0,0,0,0.39,42.63,11.87,1.36,0.58,0
19111111001,19,111,111001,179.03,74.72,3.05,0,0.36,0.18,0,0.36,0,0.36,158.78,91.2,5.56,1.43,0
19111111002,19,111,111002,178.99,74.71,3.05,0,0.36,0.18,0,0.36,0,0.36,158.74,91.19,5.55,1.43,0
19111111003,19,111,111003,10.17,4.24,0.17,0,0.02,0.01,0,0.02,0,0.02,9.02,5.18,0.32,0.08,0
19111111004,19,111,111004,214.66,111.76,3.68,0.39,0.38,0.39,0,0.2,0.39,0.76,192.99,127.81,6.46,1.4,0.01
19111111005,19,111,111005,445.82,232.75,7.65,0.8,0.8,0.8,0,0.4,0.8,1.6,400.99,266.14,13.34,2.86,0.01
19111111006,19,111,111006,463.65,221.99,6.92,0.54,0.01,1.06,0.53,1.6,1.06,3.21,424.72,255.95,9.68,5.31,0.53
19111111007,19,111,111007,361.8,176.32,5.53,0.5,0.05,0.83,0.43,1.27,0.87,2.46,330.84,203.23,7.91,4.25,0.42
19111111008,19,111,111008,435.8,227.93,7.48,0.79,0.79,0.79,0,0.39,0.79,1.57,392.1,260.61,12.99,2.76,0
19111111009,19,111,111009,231.79,96.75,3.94,0,0.46,0.23,0,0.46,0,0.46,205.57,118.1,7.19,1.86,0
19111111010,19,111,111010,265.94,111.01,4.53,0,0.53,0.27,0,0.53,0,0.53,235.86,135.5,8.25,2.13,0
19111111011,19,111,111011,180.29,62.96,4.33,0.02,0.48,0,0,0.48,0,0.07,156.98,82.62,5.54,2.28,0.48
19111111012,19,111,111012,296.92,104.56,7.39,0,0.82,0,0,0.82,0,0,258.7,137.43,9.05,3.69,0.82
19111111013,19,111,111013,131.5,54.89,2.24,0,0.26,0.13,0,0.26,0,0.26,116.63,67,4.08,1.05,0
19111111014,19,111,111014,348.29,185.73,3.99,1,0.98,0,0,0.01,0.01,0.01,302.02,203.57,16.73,2,0
19111111015,19,111,111015,2256.65,2215.86,88.6,17.97,6.98,2.12,5.04,12.13,11.07,7.35,1921.5,2449.26,154.84,44.47,4.05
19111111016,19,111,111016,271.93,97.5,6.52,0,0.73,0,0,0.76,0.08,0.11,237.15,126.81,8.32,3.43,0.71
19111111017,19,111,111017,606,321,21,1,2,0,0,1,1,2,502,378,56,4,2
19111111018,19,111,111018,2895.01,2164.18,59.83,11,14.97,1,3,16.94,8.92,13.89,2484.95,2443.13,153.44,37.75,2
19113113001,19,113,113001,436,306,9,1,1,0,0,0,0,0,414,310,20,7,1
19113113002,19,113,113002,288,172,9,2,1,0,0,1,0,2,279,170,14,5,1
19113113003,19,113,113003,452.47,340.78,13.71,2.93,0.98,0,0,0.98,0,0,436.79,350.57,16.65,3.92,0
19113113004,19,113,113004,177,123,2,1,1,0,0,0,0,0,170,122,9,1,0
19113113005,19,113,113005,202.51,135.09,9.33,0.05,0.04,0,0.01,1.01,0,0.01,191.22,142.1,9.4,3.16,0.01
19113113006,19,113,113006,327.77,222.11,7.18,0,0,0.51,0,1.54,0,1.54,307.77,228.26,13.85,5.13,0.51
19113113007,19,113,113007,320.75,218.12,7.11,0.07,0.02,0.49,0,1.48,0,1.46,301.45,224.17,13.5,4.95,0.49
19113113008,19,113,113008,628,333,11,2,0,0,1,1,0,1,598,330,32,4,2
19113113009,19,113,113009,1157.27,883.73,43.35,3.01,1.03,0,2,2.01,0,8,1099.88,912,51.39,19.07,1
19113113010,19,113,113010,812.32,552.53,28.51,1.68,2.33,0.02,0,1.82,0.37,1.35,793.54,560.7,33.56,7.97,0
19113113011,19,113,113011,493.44,330.32,8.38,2.35,1.85,0.01,0,0.56,0.81,0.51,499.48,312.22,19.5,4.41,1
19113113012,19,113,113012,597.9,428.87,13.22,1.61,0.7,0,0.01,1.96,0.79,3.91,626.85,395.02,15.72,7.21,0.14
19113113013,19,113,113013,1699.18,1267.83,43.29,5.45,2.96,0.98,0.02,5.44,1.07,2.51,1748.68,1198.37,61.78,8.11,0.02
19113113014,19,113,113014,1676.2,2049.24,59.09,9.11,4.28,4,0.98,10.06,2.99,16.18,1676.18,2020.35,75.69,19.19,1.01
19113113015,19,113,113015,798.77,628.34,23.58,1.76,1.8,0.17,1.21,2.06,0.12,3.57,823.48,598.39,27.82,5.26,1.07
19113113016,19,113,113016,279.94,300.27,8.39,1.08,0.68,0.4,0.06,0.98,0.38,2.68,295.98,285.53,10.28,2.01,0.17
19113113017,19,113,113017,376.63,241.3,12.94,1.99,1.49,0,0.5,0.5,0,0.5,365.18,241.8,15.92,6.47,0.5
19113113018,19,113,113018,369.91,237,12.71,1.95,1.47,0,0.49,0.49,0,0.49,358.67,237.49,15.64,6.35,0.49
19113113019,19,113,113019,317.96,214.98,9,1,2,0,0,1,0,4,321.96,209.98,12,3,0
19113113020,19,113,113020,1085.56,1045.31,30.37,4.06,2.62,1.58,0.05,2.99,1.7,10.15,1139.39,996.79,36.33,7.54,0.18
19113113021,19,113,113021,1604.68,2572.66,64.99,7,4,0,1,9,1,16,1587.69,2542.67,92.99,19,1
19113113022,19,113,113022,419.01,448.27,14.27,1.42,0.95,0,0.01,0.95,0.47,2.39,414.62,442.06,13.42,5.72,0.48
19113113023,19,113,113023,226.81,230.12,5.35,0.3,0.07,0.07,0.07,1.21,0,0.22,214.36,230.67,11.06,1.36,1.13
19113113024,19,113,113024,352.54,377.01,12.03,1.2,0.8,0,0,0.8,0.4,2.01,348.93,371.79,11.23,4.81,0.4
19113113025,19,113,113025,1302.88,1206.63,38.21,1.01,1,1,1.78,4.79,0,6.79,1298.64,1187.14,49.75,15.52,1
19113113026,19,113,113026,429.52,380.69,16.19,0.7,0.98,0.11,0,0.46,0.27,1.6,446.19,358.49,17.92,3.9,0.17
19113113101,19,113,113101,791.44,906.46,21.38,4.86,0,0,0.97,0.98,0,5.83,810.92,857.86,31.09,10.69,0
19113113102,19,113,113102,528.46,792.93,26.64,3.97,6.79,0,0.02,4.88,0.01,8.84,542.33,784.33,35.56,6.03,0.97
19113113103,19,113,113103,653.45,973.02,27.18,3.01,3.01,1,0.01,2.01,1,3.02,689.61,921.85,30.19,11.03,1.01
19113113104,19,113,113104,619.21,771.34,21.12,4.01,0.01,1,0.01,3.01,0,3.04,664.49,723.03,22.11,4.04,0
19113113105,19,113,113105,637.9,1102.74,33.34,4.04,1.03,0,0.01,2.03,2,6.08,669.11,1054.38,40.42,11.15,3.01
19113113106,19,113,113106,738.39,1041.85,36.57,3.95,2.97,0,0.99,2.97,0,8.9,761.12,1003.3,45.47,15.82,0.99
19113113107,19,113,113107,431.42,777.78,22.37,3.74,1.25,0.99,0,2.24,0,4.35,431.04,762.37,36.53,6.23,1.12
19113113108,19,113,113108,528,744,26,6,4,0,0,3,0,7,515,747,37,11,1
19113113109,19,113,113109,456.56,762.67,27.59,3.08,0.04,0,0.02,3.06,1,6,434.07,762.57,41.96,10.18,2
19113113110,19,113,113110,752.99,1095.69,28.56,3.95,1.96,0,0.99,2.95,0,0.04,777.62,1042.45,46.26,8.89,0
19113113111,19,113,113111,912.7,894.56,26.38,3.39,0.01,0,0,0,1.7,7.63,1001.77,805.46,23.85,6.8,1.7
19113113112,19,113,113112,834.24,1162.76,21.04,5.25,1.75,3.5,0,1.76,0,7.01,886.58,1103.33,26.37,10.53,0
19113113113,19,113,113113,717.52,1175.94,36.04,6.76,2.25,2.51,1,1.25,0,7.01,712.11,1160.34,52.79,12.52,2
19113113114,19,113,113114,570,1003,26,4,3,1,1,4,1,3,539,999,51,18,3
19113113115,19,113,113115,339.48,745.82,13.24,2.83,0.95,0,0,4.71,0,3.79,375.39,704.29,22.67,5.66,0
19113113116,19,113,113116,424,1077,18,9,3,0,0,3,0,3,427,1035,37,18,0
19113113117,19,113,113117,333.62,952.92,29.97,4.99,4,3,0,7.99,2,2,310.65,935.94,64.93,14.98,0
19113113118,19,113,113118,461.24,707.3,18.93,2.99,0,1,0,3.98,1,5.98,440.32,698.33,43.83,12.95,0
19113113119,19,113,113119,746,1137,37,6,0,0,1,3,0,3,727,1110,63,14,0
19113113120,19,113,113120,902.81,1140.15,39.39,4.97,0.05,0,0,4.97,1.99,3.98,892.15,1131.73,57.33,8.06,0
19113113121,19,113,113121,598,1081,37,13,0,1,0,10,1,5,589,1065,52,13,2
19113113122,19,113,113122,167.71,534.92,7.15,9.02,0.01,0.01,2,4.02,1,4.01,155.57,505.84,37.3,13.06,3.01
19113113123,19,113,113123,304,909,14,8,0,0,0,3,1,8,277,884,49,14,3
19113113124,19,113,113124,624.04,1248.16,18.39,4.08,0.03,0,1,2.14,0,8.11,665.11,1192.92,31.67,9.17,0
19113113125,19,113,113125,845.74,1424.43,38.36,4.79,1.93,0.01,0.95,6.7,0.01,5.8,901.5,1364.92,41.26,8.63,1.91
19113113126,19,113,113126,518,1418,28,3,2,0,0,3,0,8,533,1395,38,3,1
19113113127,19,113,113127,459,835,33,4,0,0,0,2,0,1,413,848,60,4,1
19113113128,19,113,113128,658,1056,36,6,2,0,2,6,3,7,654,1017,56,18,3
19113113129,19,113,113129,544,996,16,1,0,0,0,7,0,1,522,980,47,4,2
19113113130,19,113,113130,639,1009,28,4,1,1,0,4,0,11,617,1006,51,8,3
19113113131,19,113,113131,951.54,1223.13,31.78,3.85,0,2.89,0,3.85,0,9.63,967.91,1176.91,46.23,12.52,0
19113113132,19,113,113132,461,866,22,1,1,1,0,2,1,5,438,861,37,15,2
19113113133,19,113,113133,529,1026,37,14,4,0,0,7,0,6,476,1023,75,17,0
19113113134,19,113,113134,492,1127,29,8,1,1,0,11,0,3,445,1120,63,17,5
19113113135,19,113,113135,332.96,961.23,28.74,2.97,0.99,0.99,0,3.96,0,2.97,304.22,944.38,55.49,10.9,1.98
19113113136,19,113,113136,661.03,1097.28,24.61,9.4,0.01,0.01,0.94,6.59,0,0.98,653.53,1092.37,36.95,9.45,0.95
19113113137,19,113,113137,649,1031,31,5,3,1,0,5,0,4,603,1047,49,9,2
19113113138,19,113,113138,532.3,828.74,18.06,5.01,0,2,0.01,8,0,1.02,469.21,843.69,45.13,16.04,2.01
19113113139,19,113,113139,840.67,1331.47,36.99,9,1,3,1,3,0,6,819.68,1308.48,57.98,18.99,1
19113113140,19,113,113140,552.08,759.08,11.3,2.91,0.97,0,0.05,1.02,0,1.99,527.19,748.49,31.05,12.95,0.97
19113113141,19,113,113141,899.42,1303.31,22.54,3.07,1.04,1,2.01,7.02,0,3.06,890.7,1262.01,55.09,11.42,1.02
19113113142,19,113,113142,871.04,952.83,20.36,1.13,1,0.01,2.15,1.27,0,6.11,837,939.14,46.5,12.13,2.02
19113113143,19,113,113143,490.12,760.15,22.19,2.01,0.01,0,0.02,1.01,2,3.06,465.79,742,40.44,7.11,3.02
19113113144,19,113,113144,309.48,459.64,17.4,3.66,0.92,0.92,0.92,2.75,0,2.75,289.33,442.24,39.37,4.58,1.83
19113113151,19,113,113151,481,769,21,1,1,0,0,2,1,1,451,761,51,7,0
19113113152,19,113,113152,429.11,539.11,18,3,1,0,0,1,0,7,431.12,524.1,32,5,3
19113113153,19,113,113153,535.61,752.72,17.95,5.32,1.78,0.01,0,1.85,0,2.74,533.69,741.3,26.98,8.9,0.88
19113113154,19,113,113154,460.21,628.99,15.7,1.96,0,0.98,0.98,0.98,0,3.93,450.4,619.18,25.51,7.85,3.93
19113113155,19,113,113155,963.18,1218.03,29.45,4.46,0,0,0,2.68,0,4.46,995.29,1161.86,31.24,11.59,0.89
19113113156,19,113,113156,923,1112,36,4,5,1,0,5,0,10,925,1089,54,17,0
19113113157,19,113,113157,857.19,1010.37,26.51,3.93,1.96,0.98,0,5.89,0,6.87,906.29,949.49,32.4,13.75,1.96
19113113158,19,113,113158,823.78,1054.4,31.02,9,2,2,0,4,1,8,818.81,1038.38,55.02,11,0
19113113159,19,113,113159,815.22,903.2,40.01,3,0,0,0,2,1,7,796.23,883.19,55.01,20,0
19113113160,19,113,113160,585.13,806.62,16.34,6.07,3.07,2.01,0.05,3.14,1.01,3.3,555.93,803.19,42.16,12.28,2.05
19113113161,19,113,113161,1106.47,1095.62,29.44,3.99,5.17,0,0,2.05,0.86,10.02,1151.73,1036.21,38.27,12.61,0.97
19113113162,19,113,113162,593.74,663.28,20.8,1.11,0.16,1,1,0.05,0.03,1.29,610.02,630.66,29.07,7.35,1.03
19113113163,19,113,113163,797.07,994.06,30.15,1.72,0.86,0.86,1.72,5.17,0,2.59,835.83,940.66,41.35,5.17,0
19113113164,19,113,113164,855.16,879.85,24.89,1.99,1.99,0,1.99,1.99,0,8.96,910.89,818.15,22.9,8.96,0
19115115001,19,115,115001,68.91,33.84,1.22,0,0.17,0,0.09,0.26,0.17,0.26,65.86,35.5,2.09,1.13,0.09
19115115002,19,115,115002,114.76,56.36,2.03,0,0.29,0,0.15,0.44,0.29,0.44,109.67,59.12,3.49,1.89,0.15
19115115003,19,115,115003,577.14,467.71,14.72,1,0.67,0,0.34,7.01,1.67,3.01,536.35,477.11,33.09,13.38,0.34
19115115004,19,115,115004,258.29,126.52,4.55,0.01,0.64,0,0.32,0.97,0.65,0.96,246.76,132.67,7.86,4.21,0.33
19115115005,19,115,115005,316.34,141.62,5.29,0,0.44,1.32,0,0,0,0,284.57,148.68,17.65,5.74,0.44
19115115006,19,115,115006,98.5,44.1,1.65,0,0.14,0.41,0,0,0,0,88.61,46.3,5.5,1.79,0.14
19115115007,19,115,115007,300.12,134.36,5.02,0,0.42,1.26,0,0,0,0,269.98,141.06,16.74,5.44,0.42
19115115008,19,115,115008,208.15,90.63,2.89,0.36,0,0,0.18,0.54,0.36,0.18,195.87,93.33,6.68,2.17,0.36
19115115009,19,115,115009,221.77,96.56,3.08,0.38,0,0,0.19,0.58,0.38,0.19,208.69,99.44,7.12,2.31,0.38
19115115010,19,115,115010,719.13,313.13,9.99,1.24,0,0.01,0.62,1.87,1.24,0.62,676.63,322.5,23.13,7.5,1.25
19115115011,19,115,115011,449.22,151.15,12.74,1.7,1.7,0,0.85,0,0,0,417.8,172.38,12.74,3.4,0
19115115012,19,115,115012,79.78,26.85,2.26,0.3,0.3,0,0.15,0,0,0,74.2,30.62,2.26,0.6,0
19115115013,19,115,115013,87.9,43.17,1.56,0,0.22,0,0.11,0.33,0.22,0.33,84,45.28,2.67,1.45,0.11
19117117001,19,117,117001,78.89,25.15,0.36,0,0.18,0,0,0,0,0.18,76.52,26.24,1.09,0.73,0
19117117002,19,117,117002,164.95,59.49,1.16,0.39,0,0,0.39,0.39,0,0.77,157.22,60.26,4.25,1.55,0.39
19117117003,19,117,117003,152.93,55.15,1.07,0.36,0,0,0.36,0.36,0,0.72,145.77,55.87,3.94,1.43,0.36
19117117004,19,117,117004,109.12,39.36,0.77,0.26,0,0,0.26,0.26,0,0.51,104.01,39.87,2.81,1.02,0.26
19117117005,19,117,117005,124.31,41.55,0.34,0,1.01,0,0.34,0.34,0.34,0.34,115.94,43.22,5.36,1.68,0
19117117006,19,117,117006,132.5,45.52,0.83,0.04,0.01,0,0,0.01,0.01,0.35,127.25,46.03,1.53,0.56,0.03
19117117007,19,117,117007,1411.78,640.36,20.81,4.96,0.99,0,1,0.99,0.99,2.97,1320.52,647.17,50.76,19.76,1.97
19117117008,19,117,117008,152.42,58.06,0.6,0,0,0.6,0,0.6,0,0,141.53,56.25,6.65,1.21,0
19117117009,19,117,117009,240.03,76.5,1.11,0,0.55,0,0,0,0,0.55,232.83,79.83,3.33,2.22,0
19117117010,19,117,117010,147.5,48.64,0.95,0,0.26,0,0,0.14,0,0.41,140.8,51.65,2.72,1.91,0
19117117011,19,117,117011,99.58,37.94,0.4,0,0,0.4,0,0.4,0,0,92.47,36.75,4.35,0.79,0
19117117012,19,117,117012,259.75,86.13,1.36,0,0,0,0,0,0,0.68,250.26,86.81,2.71,0.68,0
19117117013,19,117,117013,121.27,40.53,0.33,0,0.98,0,0.33,0.33,0.33,0.33,113.1,42.17,5.23,1.63,0
19117117014,19,117,117014,125.42,41.92,0.34,0,1.01,0,0.34,0.34,0.34,0.34,116.97,43.61,5.41,1.69,0
19119119001,19,119,119001,283.39,120.86,4.17,0.52,0.52,0,0,1.04,0,1.04,261.51,119.81,7.29,6.77,0
19119119002,19,119,119002,137.07,29,0.4,0.01,0,0,0,0.64,0,0.34,135.77,26.9,1.44,0.71,0.32
19119119003,19,119,119003,190.72,81,2.79,0.35,0.35,0,0,0.7,0,0.7,176.1,80.28,4.88,4.53,0
19119119004,19,119,119004,89.9,16.98,1.16,0.12,0,0,0,0.01,0,0.24,85.16,18.89,2.22,1.05,0.01
19119119005,19,119,119005,103.33,21.96,0.26,0,0,0,0,0.5,0,0.25,102.53,20.22,1.02,0.51,0.25
19119119006,19,119,119006,186.36,35.05,2.47,0.25,0,0,0,0,0,0.49,176.24,39.25,4.69,2.22,0
19119119007,19,119,119007,239.66,37.16,1.97,0.16,0,0,0,0.64,0,0.65,227.47,41.89,4.73,2.12,0
19119119008,19,119,119008,244.73,29.23,0.68,0,0,0,0,1.36,0,0.68,233.18,33.31,3.4,1.36,0
19119119009,19,119,119009,119.18,16.6,1.23,0.2,0.1,0,0,0.31,0,0,115.29,18.14,1.64,0.72,0.1
19119119010,19,119,119010,163.09,23.4,1.69,0.28,0.13,0.01,0,0.41,0,0.01,157.86,25.32,2.31,0.99,0.13
19119119011,19,119,119011,202.29,45.35,2.28,0.38,0,0.19,0,0.19,0,0.38,198.3,43.46,4.36,1.33,0
19119119012,19,119,119012,597.89,121.39,7.43,0.93,0,0.23,0,0.23,0,1.39,573.99,126.96,14.16,5.8,0
19119119013,19,119,119013,381.28,85.49,4.29,0.72,0,0.36,0,0.36,0,0.72,373.77,81.91,8.23,2.5,0
19119119014,19,119,119014,300.29,43.46,1.31,0,0.3,0,0,0.96,0,0.71,297.71,40.32,2.99,1.27,0.41
19119119015,19,119,119015,132.31,37.81,1.53,0.13,0.21,0,0,0.33,0,0.39,125.87,36.97,2.78,2.12,0.01
19119119016,19,119,119016,223.53,39.53,2.35,0,0.1,0,0,0.05,0,0.44,218.31,35.68,5.23,2.54,0
19119119017,19,119,119017,214.63,16.62,1.57,0,0.43,0,0,0.21,0,0.48,212.04,15.68,2.58,0.97,0
19119119018,19,119,119018,303.17,62.31,3.47,0,0,0,0,0,0,0.58,295.09,55.97,8.08,4.04,0
19119119019,19,119,119019,485.87,30.77,3.32,0.01,1.08,0.01,0,0.55,0,1.09,480.87,29.63,5.01,1.67,0
19119119020,19,119,119020,219.6,49.24,2.47,0.41,0,0.21,0,0.21,0,0.41,215.28,47.18,4.74,1.44,0
19119119021,19,119,119021,201.91,28.12,2.08,0.35,0.17,0,0,0.52,0,0,195.31,30.73,2.78,1.22,0.17
19119119022,19,119,119022,215.51,30.02,2.22,0.37,0.19,0,0,0.56,0,0,208.47,32.8,2.96,1.3,0.19
19119119023,19,119,119023,203.54,28.35,2.1,0.35,0.18,0,0,0.53,0,0,196.89,30.98,2.8,1.23,0.18
