GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREOFUE,G20PREOKIN,G20PREIWES,G20PREIPIE,G20PREOWRI,G20USSRERN,G20USSDGRE,G20USSLSTE,G20USSOHER,G20USSOWRI
19047047020,19,047,047020,74.45,25.81,1.06,0,0.19,0,0.09,0,0,0.1,66.93,28.52,2.22,1.15,0.28
19047047021,19,047,047021,1103.71,810.13,9.05,3.96,1.59,0,1,2.79,0,1.79,1015.23,811.75,41.17,25.5,2.57
19047047022,19,047,047022,97.56,33.87,1.4,0,0.25,0,0.13,0,0,0.13,87.67,37.43,2.92,1.52,0.38
19047047023,19,047,047023,241.53,83.86,3.45,0,0.63,0,0.31,0,0,0.31,217.03,92.65,7.22,3.77,0.94
19047047024,19,047,047024,356.94,123.93,5.11,0,0.93,0,0.46,0,0,0.46,320.73,136.93,10.68,5.57,1.39
19047047025,19,047,047025,160.51,57.45,1.15,0.29,0,0,0.58,0.58,0,0.58,139.14,67.55,6.06,2.31,0
19047047026,19,047,047026,121.17,43.37,0.87,0.22,0,0,0.44,0.44,0,0.44,105.04,50.99,4.58,1.74,0
19047047027,19,047,047027,30.53,10.93,0.22,0.05,0,0,0.11,0.11,0,0.11,26.46,12.85,1.15,0.44,0
19047047028,19,047,047028,121.86,43.61,0.88,0.22,0,0,0.44,0.44,0,0.44,105.64,51.28,4.6,1.75,0
19047047029,19,047,047029,41.8,14.96,0.3,0.08,0,0,0.15,0.15,0,0.15,36.23,17.59,1.58,0.6,0
19049049001,19,049,049001,150.27,119.31,3.99,0,0,0,0,0,0,0,153.76,116.32,2.5,1.5,0
19049049002,19,049,049002,1360.73,1663.69,29.01,1,3,7,4,4,0,8,1257.24,1665.68,80.5,35.5,3
19049049003,19,049,049003,333.46,265.41,12.64,2.43,0,0,0,0.97,0,1.94,302.84,278.54,18.96,6.32,1.46
19049049004,19,049,049004,129.51,103.08,4.91,0.94,0,0,0,0.38,0,0.76,117.62,108.18,7.36,2.45,0.57
19049049005,19,049,049005,206.17,164.09,7.81,1.5,0,0,0,0.6,0,1.2,187.23,172.21,11.72,3.91,0.9
19049049006,19,049,049006,494.41,308.94,7.26,1.12,1.68,0,0,1.68,0,1.68,489.94,300,14.53,7.82,0.56
19049049007,19,049,049007,233.34,145.81,3.43,0.53,0.79,0,0,0.79,0,0.79,231.23,141.59,6.86,3.69,0.26
19049049008,19,049,049008,453.52,273.25,9.61,1.44,0.48,0.48,0.48,0.48,0.48,4.32,441.02,267.51,20.17,9.12,0.48
19049049009,19,049,049009,82.32,35.57,1.47,0.18,0,0,0,0.18,0,0.18,78.65,38.13,2.2,0.73,0.18
19049049010,19,049,049010,136.65,59.04,2.43,0.3,0,0,0,0.3,0,0.3,130.57,63.3,3.65,1.22,0.3
19049049011,19,049,049011,196.04,84.7,3.49,0.44,0,0,0,0.44,0,0.44,187.3,90.81,5.24,1.75,0.44
19049049012,19,049,049012,33.31,14.39,0.59,0.07,0,0,0,0.07,0,0.07,31.83,15.43,0.89,0.3,0.07
19049049013,19,049,049013,213.44,95.68,3.68,0,0,0,0,0.74,0.37,1.1,213.81,90.16,5.52,1.84,0.37
19049049014,19,049,049014,277.6,126.01,4.89,0.01,0.01,0,0,0.96,0.48,1.44,277.88,119.02,7.31,2.47,0.48
19049049015,19,049,049015,491.44,296.18,10.41,1.56,0.52,0.52,0.52,0.52,0.52,4.68,477.92,289.93,21.86,9.89,0.52
19049049016,19,049,049016,30.75,19.22,0.45,0.07,0.1,0,0,0.1,0,0.1,30.47,18.66,0.9,0.49,0.03
19049049017,19,049,049017,907.18,557.26,22.79,1.47,0.73,0.73,0,2.95,0.73,5.15,935.66,516.21,33.86,8.81,0.73
19049049018,19,049,049018,148.6,107.5,2.39,0.35,0.45,0.04,0.04,0.49,0,0.5,148.05,103.47,4.95,2.24,0.18
19049049019,19,049,049019,3653.09,3373.66,80.09,4.01,3.97,4,1,7.09,1.98,34.78,3925.74,3093.04,87.79,31.99,0.02
19049049020,19,049,049020,2258.12,2229.17,59.29,3.96,0.05,3.92,0,11.81,0.02,12.09,2433.42,2032.11,53.69,19.82,1.95
19049049021,19,049,049021,1992.75,1412.68,62.29,3.99,3.99,1,2,9.28,2.14,10.41,1971.1,1371.4,82.96,36.62,2.14
19049049022,19,049,049022,1213.76,1246.95,40.31,1.79,0.9,2.39,0.3,1.79,0,6.57,1282.42,1159.47,36.15,11.35,0.6
19049049023,19,049,049023,1182,1491,37,3,0,1,0,3,0,7,1256,1385,50,7,1
19049049024,19,049,049024,763.9,1038.51,18.97,1,1,1,1,3.99,0,5.99,793.86,987.58,22.97,8.99,3
19049049025,19,049,049025,766.56,868.49,26.92,2,0,0,0,1.01,0,2.01,800.9,823.9,22.93,5.24,0
19049049026,19,049,049026,614.35,339.32,8.12,1,0,0,0,1.28,1,1.42,630.26,310.32,16.51,5.28,0
19049049027,19,049,049027,217.7,183.94,7.02,0.01,0.01,0.01,0,1.73,0.01,2.6,205.16,183.59,15.64,1.78,0.01
19049049028,19,049,049028,588.03,276.85,9.7,1.49,0.75,0.75,0.75,0.75,0,0,551.46,291.77,23.13,6.72,0.75
19049049029,19,049,049029,199.97,94.15,3.3,0.51,0.25,0.25,0.25,0.25,0,0,187.54,99.23,7.87,2.28,0.25
19049049030,19,049,049030,567.24,502.55,10.61,1.02,0.22,1.11,0.84,1.86,0,4.92,600.37,470.99,13.8,4.97,0.05
19049049031,19,049,049031,319.6,196.16,8.02,0.52,0.26,0.26,0,1.04,0.26,1.81,329.7,181.67,11.9,3.11,0.26
19049049032,19,049,049032,1081,1095,29,5,1,1,1,2,0,11,1089,1054,38,22,1
19049049033,19,049,049033,1379.33,1621.86,31.38,3.96,1.96,2.04,1.96,4.08,0.02,4.13,1408.28,1526.55,70.66,16.08,2.02
19049049034,19,049,049034,965,1326,33,4,0,3,2,7,0,10,970,1279,53,22,4
19049049035,19,049,049035,995.71,895.24,22.88,0.99,0.99,0,0,0.99,0,4.97,1078.27,808.7,20.89,8.95,0
19049049036,19,049,049036,682.43,746.7,22.57,2.05,0,1.37,0.68,2.05,0,4.79,704.31,710.46,25.3,7.52,1.37
19049049037,19,049,049037,202.41,209.59,4.3,0.07,0.02,0.07,0.02,0.07,0,0.21,218.86,191.74,4.25,1.13,0.03
19049049038,19,049,049038,1069.38,1469.39,42.01,1,0,4,0,8,1,10,1115.41,1378.35,47.01,29,3
19049049039,19,049,049039,456,660,17,0,1,0,2,0,0,1,476,609,23,11,0
19049049040,19,049,049040,923.04,1149.24,38.33,2.07,2.86,2.07,0.16,2.22,0,6.52,990.61,1069.9,28.62,17.81,0.95
19051051001,19,051,051001,167.92,45.98,0.8,0.4,0.4,0.4,0,1.2,0.4,0.4,154.33,54.37,5.6,1.6,0
19051051002,19,051,051002,162.88,44.6,0.78,0.39,0.39,0.39,0,1.16,0.39,0.39,149.7,52.74,5.43,1.55,0
19051051003,19,051,051003,336.58,80.08,5.21,1.95,0,0,0,0,0,0,309.23,97.65,10.42,2.6,0
19051051004,19,051,051004,180.42,42.92,2.79,1.05,0,0,0,0,0,0,165.77,52.35,5.58,1.4,0
19051051005,19,051,051005,85.55,16.81,0.94,0,0.19,0,0.19,0.19,0,0,74.59,21.72,4.53,0.94,0
19051051006,19,051,051006,89.64,28.16,0.36,0,0,0,0,0.36,0,0.18,84.11,31.19,1.6,0.36,0
19051051007,19,051,051007,274.79,86.32,1.09,0,0,0,0,1.09,0,0.55,257.85,95.61,4.92,1.09,0
19051051008,19,051,051008,922.27,469.71,11.01,1,2,1,3,2.01,0,1,795.13,524.78,46.04,16.01,1
19051051009,19,051,051009,89.2,24.42,0.42,0.21,0.21,0.21,0,0.64,0.21,0.21,81.98,28.88,2.97,0.85,0
19051051010,19,051,051010,58.55,15.77,0.53,0,0,0,0,0,0,0,55.34,17.91,0.8,0.27,0.27
19051051011,19,051,051011,101.41,27.32,0.93,0,0,0,0,0,0,0,95.86,31.03,1.39,0.46,0.46
19051051012,19,051,051012,59.04,15.9,0.54,0,0,0,0,0,0,0,55.8,18.06,0.81,0.27,0.27
19051051013,19,051,051013,136.31,42.82,0.54,0,0,0,0,0.54,0,0.27,127.91,47.42,2.44,0.54,0
19051051014,19,051,051014,92.16,18.11,1.02,0,0.2,0,0.2,0.2,0,0,80.36,23.39,4.88,1.02,0
19051051015,19,051,051015,180.42,35.45,1.99,0,0.4,0,0.4,0.4,0,0,157.32,45.8,9.56,1.99,0
19051051016,19,051,051016,94.88,18.64,1.05,0,0.21,0,0.21,0.21,0,0,82.73,24.09,5.03,1.05,0
19053053001,19,053,053001,134.09,44.7,0.73,0,0,0,0.73,0.73,0.73,0,122.37,48.36,5.13,2.2,0
19053053002,19,053,053002,92.95,32.91,1.45,0.72,0.36,0,0,0,0,0,85,37.61,3.98,0.36,0
19053053003,19,053,053003,46.01,16.29,0.72,0.36,0.18,0,0,0,0,0,42.07,18.62,1.97,0.18,0
19053053004,19,053,053004,71.2,25.21,1.11,0.55,0.28,0,0,0,0,0,65.1,28.81,3.05,0.28,0
19053053005,19,053,053005,46.84,16.59,0.73,0.36,0.18,0,0,0,0,0,42.83,18.96,2,0.18,0
19053053006,19,053,053006,83.98,21.45,0.91,0.3,0.3,0.3,0,0,0,0.3,76.73,24.47,2.11,3.02,0
19053053007,19,053,053007,129.45,33.06,1.4,0.47,0.47,0.47,0,0,0,0.47,118.27,37.72,3.26,4.66,0
19053053008,19,053,053008,106.88,36.61,0.77,0.51,0,0.13,0.13,0.51,0.13,0.13,97.51,38.93,3.47,2.31,0.26
19053053009,19,053,053009,632.81,216.77,4.56,3.04,0,0.76,0.76,3.04,0.76,0.76,577.28,230.46,20.54,13.69,1.52
19053053010,19,053,053010,152,39,2,0,0,0,0,0,0,0,143,41,4,2,0
19053053011,19,053,053011,48.91,16.3,0.27,0,0,0,0.27,0.27,0.27,0,44.63,17.64,1.87,0.8,0
19053053012,19,053,053012,237.34,203.95,4.42,1.21,0.4,0.8,0.4,2.41,0,0.4,229.7,201.14,10.46,2.82,0
19053053013,19,053,053013,66.03,13.49,0.41,0.2,0,0.41,0,0,0.2,0,63.37,14.31,1.64,0.41,0.2
19053053014,19,053,053014,92.31,31.62,0.67,0.44,0,0.11,0.11,0.44,0.11,0.11,84.21,33.62,3,2,0.22
19053053015,19,053,053015,64.57,16.49,0.7,0.23,0.23,0.23,0,0,0,0.23,59,18.81,1.63,2.32,0
19053053016,19,053,053016,56.03,11.45,0.35,0.17,0,0.35,0,0,0.17,0,53.78,12.14,1.39,0.35,0.17
19053053017,19,053,053017,51.75,10.57,0.32,0.16,0,0.32,0,0,0.16,0,49.67,11.22,1.28,0.32,0.16
19053053018,19,053,053018,72.12,15.05,0.45,0.22,0,0.45,0,0,0.22,0,69.23,15.93,1.8,0.45,0.22
19053053019,19,053,053019,74.36,15.2,0.46,0.23,0,0.46,0,0,0.23,0,71.37,16.12,1.84,0.46,0.23
19053053020,19,053,053020,51.12,43.93,0.95,0.26,0.09,0.17,0.09,0.52,0,0.09,49.47,43.32,2.25,0.61,0
19053053021,19,053,053021,304.24,259.36,5.63,1.54,0.51,1.04,0.51,3.06,0.01,0.51,294.42,255.83,13.35,3.59,0.01
19055055001,19,055,055001,174.94,83.23,0.77,0.39,0,0.39,0.39,1.16,0,0.77,163.38,89.01,5.78,1.54,0
19055055002,19,055,055002,247.57,84.62,2.51,0,0,0.84,0,0.42,0.84,0.42,233.75,93,5.03,3.35,0
19055055003,19,055,055003,36.51,12.48,0.37,0,0,0.12,0,0.06,0.12,0.06,34.47,13.71,0.74,0.49,0
19055055004,19,055,055004,306.92,104.9,3.12,0,0,1.04,0,0.52,1.04,0.52,289.78,115.29,6.23,4.15,0
19055055005,19,055,055005,233.77,76.47,2.91,0.73,0.73,0,0,0,0,0,209.01,89.57,7.28,5.83,0
19055055006,19,055,055006,87.23,28.53,1.09,0.27,0.27,0,0,0,0,0,77.99,33.43,2.72,2.17,0
19055055007,19,055,055007,203.63,57.1,2.51,0.17,0.5,0.17,0.17,0.33,0,0.67,195.76,61.29,4.19,2.51,0
19055055008,19,055,055008,687.91,192.91,8.49,0.57,1.7,0.57,0.57,1.13,0,2.26,661.32,207.05,14.14,8.49,0
19055055009,19,055,055009,506.72,214.75,3.63,1.05,0.26,0.07,0.98,1.12,0.98,0.38,508.42,205.47,6.2,2.45,1.06
19055055010,19,055,055010,279.06,132.77,1.23,0.61,0,0.61,0.61,1.84,0,1.23,260.62,141.99,9.22,2.46,0
19055055011,19,055,055011,185.54,79.59,1.94,0.97,0.48,0,0.24,0,0.24,0.48,182.16,81.28,4.11,1.45,0
19055055012,19,055,055012,564.42,244.16,5.97,2.91,1.46,0,0.73,0.01,0.73,1.54,553.98,249.33,12.65,4.39,0.03
19055055013,19,055,055013,1480.31,1118.78,28.48,2.08,5.8,2.94,1.05,3.87,0.05,11.59,1471.41,1099.22,50.06,14.72,2.91
19055055014,19,055,055014,446.95,162.53,2.77,1.85,2.77,0,0,2.77,0,0,431.25,156.99,12,6.46,0
19055055015,19,055,055015,39.17,14.07,0.26,0.15,0.23,0,0,0.23,0,0.01,37.78,13.65,1.04,0.56,0
19055055016,19,055,055016,263.43,73.87,3.25,0.22,0.65,0.22,0.22,0.43,0,0.87,253.24,79.29,5.42,3.25,0
19055055017,19,055,055017,57.92,16.24,0.71,0.05,0.14,0.05,0.05,0.1,0,0.19,55.68,17.43,1.19,0.71,0
19055055018,19,055,055018,367.41,201.76,10.21,1.57,0.79,0,0.79,2.36,2.36,0,340.72,226.88,13.35,3.93,0
19055055019,19,055,055019,100.59,55.24,2.79,0.43,0.21,0,0.21,0.64,0.64,0,93.28,62.12,3.65,1.07,0
19055055020,19,055,055020,249.93,128.12,2.52,0.63,0.63,0,0.63,0,0.63,0.63,252.45,125.6,4.42,0.63,0
19055055021,19,055,055021,99.27,50.89,1,0.25,0.25,0,0.25,0,0.25,0.25,100.28,49.89,1.75,0.25,0
19055055022,19,055,055022,46.8,23.99,0.47,0.12,0.12,0,0.12,0,0.12,0.12,47.27,23.52,0.83,0.12,0
19057057001,19,057,057001,199.22,55.02,4.05,0.58,0.58,0,0,0,0,0,185.32,63.12,6.95,0,0.58
19057057002,19,057,057002,630.74,266.89,10.59,1.11,0.56,0.56,0,2.23,0,1.67,596.75,283.05,22.84,3.34,2.23
19057057003,19,057,057003,313,128.78,6.93,0,1.15,0.58,0,0,0,0,301.45,132.82,8.08,1.73,0
19057057004,19,057,057004,128.61,52.92,2.85,0,0.47,0.24,0,0,0,0,123.86,54.58,3.32,0.71,0
19057057005,19,057,057005,100.39,41.31,2.22,0,0.37,0.19,0,0,0,0,96.69,42.6,2.59,0.56,0
19057057006,19,057,057006,501.26,212.11,8.41,0.89,0.44,0.44,0,1.77,0,1.33,474.25,224.95,18.16,2.66,1.77
19057057007,19,057,057007,144.78,39.98,2.95,0.42,0.42,0,0,0,0,0,134.68,45.88,5.05,0,0.42
19057057008,19,057,057008,746.21,276.27,11.04,1.01,0.02,1,0,1,1,0.04,638.77,321.4,34.82,14.84,2.95
19057057009,19,057,057009,159.24,101.91,3,0.35,0.17,0.01,0.34,0.35,0.01,0.34,144.61,106.24,7.49,2.53,0.03
19057057010,19,057,057010,735.57,481.79,14.07,1.65,0.82,0.02,1.63,1.66,0.02,1.65,669.47,500.78,34.67,11.66,0.02
19057057011,19,057,057011,430.65,312.45,6.88,0.86,0,0,0.43,0.86,0.43,1.72,383.37,336.95,13.75,7.31,1.29
19057057012,19,057,057012,379.96,381.86,4.18,2.9,0.81,0.42,0.39,2.12,0.42,4,341.5,400.25,17.76,6.87,0.85
19057057013,19,057,057013,314.05,179.48,4.23,1.04,1,0.02,0,1.02,0.03,3.02,285.27,189.79,14.33,2.16,0.01
19057057014,19,057,057014,757.01,801.11,23.27,2.11,1.11,2.04,0.02,3.21,2.04,2.11,662.64,825.59,47.15,27.99,1.98
19057057015,19,057,057015,574.26,418.37,9.3,1.18,0.01,0.01,0.59,1.15,0.58,2.31,511.09,451.05,18.54,9.85,1.72
19057057016,19,057,057016,669.11,716.35,22.74,1.9,1.89,0.95,0,3.79,0.95,1.9,557.3,759.94,54.96,18.95,0
19057057017,19,057,057017,536.4,644.67,27.81,5.96,0.99,0.99,2.98,1.99,0.99,4.97,458.92,676.46,47.68,24.83,1.99
19057057018,19,057,057018,456,599,20,4,1,1,0,6,0,5,397,610,48,23,6
19057057019,19,057,057019,624.59,695.67,19.61,5.15,0.04,1.03,0,2.17,2.02,4.08,577.61,685.66,28.77,20.13,0.07
19057057020,19,057,057020,242.2,395.22,18.01,4,2,2,0,4,1,2,205.18,415.23,32.01,10,1
19057057021,19,057,057021,707,784,29,8,0,1,1,3,1,5,618,812,50,26,3
19057057022,19,057,057022,545.91,545.31,5.4,4.2,1.2,0.6,0.6,3,0.6,6,491.32,572.31,24.6,10.2,1.2
19057057023,19,057,057023,703.26,767.21,18.63,4.7,0.95,0.94,0.01,4.68,0.94,2.88,619.86,790.83,49.53,6.66,1.87
19059059001,19,059,059001,204.24,76.02,2.8,0,0.7,0,0,0.35,0,0.35,190.58,82.68,5.25,2.8,0
19059059002,19,059,059002,276.57,102.94,3.8,0,0.95,0,0,0.47,0,0.47,258.06,111.95,7.12,3.8,0
19059059003,19,059,059003,270.35,119,1.1,0,0.55,0,0,0,0,0,270.9,117.35,2.19,1.65,0
19059059004,19,059,059004,247.32,128.54,0.57,0,0,0,0,0,0,0.57,253.06,118.78,2.3,1.72,0
19059059005,19,059,059005,130.16,67.52,0.34,0.02,0,0,0,0.01,0,0.3,132.76,62.69,1.3,0.94,0.01
19059059006,19,059,059006,35.53,16.34,0.61,0,0,0,0.41,0,0.2,0,31.86,18.58,2.04,0,0.2
19059059007,19,059,059007,104.77,48.17,1.81,0,0,0,1.2,0,0.6,0,93.93,54.79,6.02,0,0.6
19059059008,19,059,059008,33.7,15.49,0.58,0,0,0,0.39,0,0.19,0,30.21,17.62,1.94,0,0.19
19059059009,19,059,059009,709.89,347.55,6.6,0.04,0,0.09,0.54,0.02,0,0.79,686.43,350.31,13.57,4.87,0.04
19059059010,19,059,059010,221.43,97.46,0.9,0,0.45,0,0,0,0,0,221.88,96.12,1.8,1.35,0
19059059011,19,059,059011,2307.59,1240.12,36.15,3.95,1,3.91,0.03,1.97,0,5.28,2224.31,1280.07,56.51,17.84,2.95
19059059012,19,059,059012,188,95,6,1,0,0,1,0,0,1,173,105,7,4,0
19059059013,19,059,059013,338.92,208.35,4.84,0,0,0,0,0,0,0.02,337.29,209.1,4.08,1.6,0
19059059014,19,059,059014,306.74,160.17,1.52,0,0,0,0.43,0,0,0.04,290.91,162.21,6.26,3.02,0
19059059015,19,059,059015,99.52,52.75,0.57,0,0,0,0,0,0,0,98.95,51.32,1.43,0.29,0
19059059016,19,059,059016,245.6,129.99,1.43,0,0.01,0,0.01,0,0,0.01,244.08,126.6,3.55,0.72,0
19059059017,19,059,059017,102.2,38.04,1.4,0,0.35,0,0,0.18,0,0.18,95.36,41.37,2.63,1.4,0
19059059018,19,059,059018,49.15,19.54,0,0,0,0,0,0,0.63,0,42.22,22.06,4.41,0,0
19059059019,19,059,059019,196.97,85.98,2.43,0.35,0.46,0.35,0.46,0.35,0.37,0.58,183.41,94.63,7.22,1.85,0
19059059020,19,059,059020,222.24,103.16,2.03,0.29,0.39,0.29,0.39,0.29,0,0.48,207.32,110.14,5.86,5.54,0
19059059021,19,059,059021,1147.11,508.88,16.53,2.36,3.14,2.36,3.15,2.36,0,3.93,1082.47,557.6,31.53,12.61,0
19061061001,19,061,061001,408.25,155.17,4.14,0.75,0.38,0,0,0,0,1.13,390.55,159.31,8.66,3.01,0
19061061002,19,061,061002,171.97,71.34,1.69,0.34,0.16,0.05,0,0.07,0.05,0.43,163.92,73.25,3.94,1.47,0
19061061003,19,061,061003,828.53,446.93,7.56,1.38,2.06,1.38,0.69,3.44,0.69,5.5,762.52,480.62,22.69,10.31,2.06
19061061004,19,061,061004,103.68,55.77,0.95,0.17,0.26,0.17,0.09,0.43,0.09,0.68,95.46,59.95,2.83,1.29,0.26
19061061005,19,061,061005,42.12,22.72,0.38,0.07,0.1,0.07,0.03,0.17,0.03,0.28,38.76,24.43,1.15,0.52,0.1
19061061006,19,061,061006,231.67,124.97,2.11,0.38,0.58,0.38,0.19,0.96,0.19,1.54,213.21,134.39,6.34,2.88,0.58
19061061007,19,061,061007,1178.74,851.65,21.61,2.59,1.4,1.14,0,5.55,1.98,5.49,1135.92,846.26,31.76,19.99,1.01
19061061008,19,061,061008,1430.23,1062.62,27.97,6.1,2.98,2.79,0.76,5.76,0,2.75,1399.23,1061.24,42.1,12.09,0.62
19061061009,19,061,061009,1347.57,1412.21,25.28,6.15,2.18,1.88,0.32,4.78,0,5.93,1339.88,1366.33,48.88,11.28,0.1
19061061010,19,061,061010,260.83,162.92,2.04,0.76,0.25,0.51,0,0.76,0.51,0.25,243.24,167.26,8.67,4.08,0
19061061011,19,061,061011,536.6,205.86,5.5,1.02,0.48,0.03,0,0,0,1.48,513.41,211.03,11.57,4.03,0
19061061012,19,061,061012,541.22,226.23,8.2,0.48,0.96,0.48,0.48,0.96,0,0.96,528.2,227.68,11.09,6.27,0.48
19061061013,19,061,061013,1330.08,663.77,19.13,3.32,1.74,1.34,1.37,3.74,0,4.72,1285.43,663.05,39.11,14.67,0.37
19061061014,19,061,061014,738.06,461.01,5.77,2.16,0.72,1.44,0,2.16,1.44,0.72,688.26,473.29,24.53,11.54,0
19061061015,19,061,061015,578.94,340.09,4.15,1.01,0.02,1.01,0.01,0.02,0,1.02,509.74,372.1,18.2,5.12,1.01
19061061016,19,061,061016,951.39,612.12,13.05,1.78,0.59,1.78,0,3.56,0,0,917.59,604.41,27.88,9.49,0.59
19061061017,19,061,061017,299.1,194.8,4.29,0.63,0.24,0.56,0.02,1.13,0,0.05,288.9,192.72,8.73,2.93,0.17
19061061018,19,061,061018,991.21,681.55,15.23,2.77,3.25,0.12,0.12,2.42,0.02,2.68,957.02,680.46,24.03,12.89,0.35
19061061019,19,061,061019,696.79,453.41,7.64,3.19,1.1,0.54,0.53,1.59,0.01,2.69,642.32,476.06,19.63,7.67,1.59
19061061020,19,061,061020,356.86,231.57,3.92,1.68,0.56,0.28,0.28,0.84,0,1.4,328.62,243.6,10.07,3.92,0.84
19061061021,19,061,061021,70.94,46.04,0.78,0.33,0.11,0.06,0.06,0.17,0,0.28,65.33,48.43,2,0.78,0.17
19061061022,19,061,061022,267,107,2,1,2,0,0,0,0,0,240,121,8,4,0
19061061023,19,061,061023,209.31,142.8,1.59,0.91,0.91,0.45,0,0.45,0,0.91,200.91,142.34,7.04,2.72,0
19061061024,19,061,061024,244.92,167.09,1.86,1.06,1.06,0.53,0,0.53,0,1.06,235.09,166.56,8.23,3.19,0
19061061025,19,061,061025,467.77,319.12,3.55,2.03,2.03,1.01,0,1.01,0,2.03,448.99,318.1,15.73,6.09,0
19061061026,19,061,061026,966.24,898.23,26.82,3.54,1.75,0.02,0.02,3.48,0.86,4.38,973.64,858.86,38.38,13.98,0.06
19061061027,19,061,061027,782.19,987.22,13.41,1.82,0.02,0.88,0.88,1.84,0,7.15,809.52,933.65,20.03,9.91,1.78
19061061028,19,061,061028,518,609,14,3,0,0,0,3,1,4,491,602,29,14,0
19061061029,19,061,061029,1118.31,1231.21,25.03,7.63,1.12,1.04,0.99,4.08,0.05,8.11,1111.05,1183.96,47.76,11.91,3.7
19061061030,19,061,061030,872.8,1109.62,20.24,7.04,2.03,0.01,1,0.06,0.01,2.05,861.35,1066.48,30.45,11.21,2
19061061031,19,061,061031,785.77,806.88,17.39,3.64,2.74,0.9,0,3.77,0,3.03,753.43,794.19,36.93,14.17,0
19061061032,19,061,061032,844,1126,28,5,2,0,0,3,2,7,803,1102,45,21,2
19061061033,19,061,061033,517.1,594.33,15.64,0,1.96,0.98,0,2.93,0,8.8,494.62,600.19,22.48,6.84,0
19061061034,19,061,061034,546,763,17,4,1,0,0,6,0,1,530,745,34,11,0
19061061035,19,061,061035,718,978,23,6,1,2,0,5,2,9,675,957,58,13,4
19061061036,19,061,061036,653.88,704.32,17.75,1.87,0.93,0,0,2.8,0,2.8,600.63,708.99,43.9,12.14,0
19061061037,19,061,061037,790.04,949.14,24.87,2.98,3.97,0,0,4.98,0.01,3.99,731.37,932.28,55.64,20.9,1.99
19061061038,19,061,061038,541,567,12,3,1,0,2,4,1,3,473,588,30,12,2
19061061039,19,061,061039,355,499,12,5,5,1,1,11,1,4,309,520,25,14,3
19061061040,19,061,061040,632.19,778.24,19.83,1.99,2.97,0,0.99,4.95,0,3.97,546.01,801.01,47.58,17.84,0.99
19061061041,19,061,061041,254.81,521.76,15.17,7.01,2.03,0,0.01,1.05,0,6.03,231.99,520.99,30.42,10.16,0.01
19061061042,19,061,061042,259,471,20,8,0,1,1,4,0,2,246,468,29,8,3
19061061043,19,061,061043,326.19,767.07,15.08,5.02,0.01,3.01,0,3.01,0.01,7.04,311.18,747.81,35.22,13.09,0.01
19061061044,19,061,061044,500.41,887.57,10.65,2.9,0.97,0,0,3.87,0,5.81,504.28,847.89,32.91,11.61,0.97
19061061045,19,061,061045,811.56,1132.89,15.51,3.33,1.13,1.02,0.03,1.37,1.05,6.59,810.25,1084,40.56,17.36,1.07
19061061048,19,061,061048,156.05,65.23,2.36,0.14,0.28,0.14,0.14,0.28,0,0.28,152.29,65.65,3.2,1.81,0.14
19063063001,19,063,063001,81,19.73,0,0,0,0.59,0,0,0,0,76.88,21.5,0.88,0.88,0
19063063002,19,063,063002,71.73,22.39,0.46,0.46,0.46,0,0,0,0,0,63.51,26.04,3.2,0.91,0
19063063003,19,063,063003,85.27,26.61,0.54,0.54,0.54,0,0,0,0,0,75.49,30.96,3.8,1.09,0
19063063004,19,063,063004,114.43,36.59,0.44,0,0,0,0,0,0,0.22,102.9,40.14,5.32,0.67,0
19063063005,19,063,063005,401.57,128.41,1.56,0,0,0,0,0,0,0.78,361.1,140.86,18.68,2.33,0
19063063006,19,063,063006,97.73,27.84,0,1.09,0,0,0,0,0.55,0.55,93.91,30.57,2.73,1.09,0
19063063007,19,063,063007,81.06,23.1,0,0.91,0,0,0,0,0.45,0.45,77.89,25.36,2.26,0.91,0
19063063008,19,063,063008,1852.21,1063.32,26,8,4,1.41,1,6,0,1,1671.32,1131.56,94.12,30.12,1
19063063009,19,063,063009,88.87,35.26,0.37,0.37,0,0,0,0,0.37,0,82.63,37.09,2.57,1.47,0
19063063010,19,063,063010,101.23,40.16,0.42,0.42,0,0,0,0,0.42,0,94.12,42.25,2.93,1.67,0
19063063011,19,063,063011,51.89,20.59,0.21,0.21,0,0,0,0,0.21,0,48.25,21.66,1.5,0.86,0
19063063012,19,063,063012,57.67,18.42,1.45,0,0,0.24,0,0,0,0,52.58,21.57,2.18,1.21,0
19063063013,19,063,063013,180.33,57.58,4.55,0,0,0.76,0,0,0,0,164.42,67.43,6.82,3.79,0
19065065001,19,065,065001,197,97,1,0,0,0,0,0,0,0,194,89,9,0,1
19065065002,19,065,065002,200,88,4,1,0,1,0,0,0,0,197,90,3,4,0
19065065003,19,065,065003,248,65,2,0,0,0,1,0,0,0,239,69,2,1,1
19065065004,19,065,065004,160.19,81.12,3.59,0.51,0,0.51,0,0,0,0,161.21,80.09,3.59,0,0
19065065005,19,065,065005,151.81,76.88,3.41,0.49,0,0.49,0,0,0,0,152.79,75.91,3.41,0,0
19065065006,19,065,065006,342,187,5,5,0,1,0,0,0,0,335,184,8,3,0
19065065007,19,065,065007,895,524,17,7,1,2,0,1,0,1,870,524,29,10,0
