GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOVAC,G16PREOKAH,G16PREIMCM,G16PREIFUE,G16PREORIV,G16PREOWRI,G16USSRGRA,G16USSDJUD,G16USSLALD,G16USSOHEN,G16USSILUI,G16USSOWRI
19105105002,19,105,105002,386.1,221.5,18.4,2.2,2.9,1.6,1,1.4,0,0,6,443.8,171.1,19.9,8.5,0.5,0
19105105003,19,105,105003,270.4,145.3,8.5,2,2,1.3,1.3,3.3,0,0,1.3,301.1,117.8,7.9,5.9,1.3,0
19105105004,19,105,105004,143.2,76.9,4.5,1,1,0.7,0.7,1.7,0,0,0.7,159.5,62.4,4.2,3.1,0.7,0
19105105006,19,105,105006,74.9,32.2,1.2,0.7,0,0.5,0.2,0.5,0,0,0.5,81.8,24.8,2,1.2,0,0.3
19105105007,19,105,105007,159.9,68.7,2.5,1.4,0,1.1,0.4,1.1,0,0,1.1,174.6,53,4.3,2.5,0,0.7
19105105008,19,105,105008,202.5,111.4,9.6,1.1,1.4,0.8,0.6,0.6,0,0,3.1,231.7,85.8,10.4,4.2,0.3,0
19105105009,19,105,105009,938.2,795.4,65.3,10.8,6.8,6,5,7.6,0,1,18.7,1105.7,649.5,52.4,34.3,3,1
19105105010,19,105,105010,320.1,235.3,19.9,8.6,2.1,2.7,1.1,3.8,0,0,11.8,368.6,199.8,20.4,10.2,2.7,0.5
19105105011,19,105,105011,661.1,387.6,29.1,8.9,5,4,3.9,5,0,0,15.9,747.8,316.1,27.8,19.8,0.1,1
19105105012,19,105,105012,782,613.6,54.4,12.3,6.7,6,4,9.8,0,0,22.4,916.8,512.1,40.1,25.9,4.6,0.5
19105105013,19,105,105013,330.5,272.1,24.8,3.2,3.2,2.4,2,4.4,0,0,8,392.1,225.3,14.8,11.2,1.6,0
19105105014,19,105,105014,179.6,77.1,2.8,1.6,0,1.2,0.4,1.2,0,0,1.2,196,59.5,4.8,2.8,0,0.8
19105105016,19,105,105016,32,13.8,0.5,0.3,0,0.2,0.1,0.2,0,0,0.2,35,10.6,0.9,0.5,0,0.1
19105105017,19,105,105017,126.6,67.8,3.5,1,0.5,0.5,0.5,2.5,0,0.5,1,139.6,54.3,3.5,3.5,0,0
19105105018,19,105,105018,127.4,68.2,3.5,1,0.5,0.5,0.5,2.5,0,0.5,1,140.4,54.7,3.5,3.5,0,0
19105105019,19,105,105019,215,109,14,3,1,0,2,0,0,0,5,246,77,11,7,0,0
19105105020,19,105,105020,159.9,108.2,8.1,0.8,1.6,0.8,0.4,0.4,0.4,0,3.2,182.5,82.8,6.5,7.7,1.2,0.4
19105105021,19,105,105021,140.5,95.1,7.1,0.7,1.4,0.7,0.3,0.3,0.3,0,2.8,160.4,72.7,5.7,6.7,1.1,0.3
19105105022,19,105,105022,81.8,55.4,4.1,0.4,0.8,0.4,0.2,0.2,0.2,0,1.6,93.4,42.4,3.3,3.9,0.6,0.2
19105105023,19,105,105023,226.4,141.3,15.5,0,1.9,0,0,2.9,0,0,1,249.7,121,9.7,5.8,0,0
19105105024,19,105,105024,13.8,9.3,0.7,0.1,0.1,0.1,0,0,0,0,0.3,15.7,7.1,0.6,0.7,0.1,0
19105105025,19,105,105025,7.6,4.7,0.5,0,0.1,0,0,0.1,0,0,0,8.3,4,0.3,0.2,0,0
19107107001,19,107,107001,121,42,3,0,0,0,0,2,0,0,2,125,40,4,0,0,0
19107107002,19,107,107002,151,59,4,3,0,0,1,0,0,0,2,173,43,0,0,0,0
19107107003,19,107,107003,140.9,70,8.8,1.6,1,0,0,2.1,0,0,4.1,157,56.5,8.3,1.6,0.5,0.5
19107107004,19,107,107004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19107107005,19,107,107005,33.2,16.5,2.1,0.4,0.2,0,0,0.5,0,0,1,36.9,13.3,2,0.4,0.1,0.1
19107107006,19,107,107006,97.9,48.6,6.1,1.1,0.7,0,0,1.4,0,0,2.9,109.1,39.2,5.8,1.1,0.4,0.4
19107107007,19,107,107007,228.2,111.2,13.8,2.9,0.5,0,0.5,0.9,0,0,3.8,268.1,75.1,6.7,2.4,1.4,0
19107107008,19,107,107008,110.5,53.9,6.7,1.4,0.2,0,0.2,0.5,0,0,1.8,129.9,36.4,3.2,1.1,0.7,0
19107107009,19,107,107009,112.3,35.2,4.7,0.4,0,0,0,0,0,0,0.4,120.4,29,1.2,0.8,0,0
19107107010,19,107,107010,97.4,30.6,4,0.3,0,0,0,0,0,0,0.3,104.5,25.2,1,0.7,0,0
19107107011,19,107,107011,260,118.6,5.9,3,4.9,1,0,1,0,0,3,272.8,97.8,9.9,3,2,1
19107107012,19,107,107012,130.1,55.4,10.1,0,1.1,0,1,1,0,0,3,139.2,42.1,8.1,6,1,0
19107107013,19,107,107013,58.5,18.3,2.4,0.2,0,0,0,0,0,0,0.3,62.9,14.9,0.7,0.4,0,0
19107107014,19,107,107014,655.1,301.6,29,4.1,2,0,2,1,1,0,4.1,733.9,217.2,20.2,12.2,4,1
19107107015,19,107,107015,55.5,16,0.9,1.3,0.9,0,0.4,0.9,0,0,1.7,64.1,8.7,2.2,0.9,0,0
19107107016,19,107,107016,70.2,20.3,1.1,1.6,1.1,0,0.6,1.1,0,0,2.2,81.2,11,2.7,1.1,0,0
19107107017,19,107,107017,145.5,70.2,8.7,1.8,0.3,0,0.3,0.6,0,0,2.4,170.6,47.6,4.2,1.5,0.9,0
19107107018,19,107,107018,292.7,95.6,7.9,1,2,0,1,1,0,1,3.9,320.3,73.9,8.9,3,1,0
19107107019,19,107,107019,170,58,4,0,0,0,0,0,0,0,0,172,53,6,0,0,0
19107107020,19,107,107020,154.5,40.6,5.4,1.3,0.7,0,0,0.3,0,0,1.7,153.2,40.6,5.4,2.4,1.3,0
19107107021,19,107,107021,115.4,30.4,4,1,0.5,0,0,0.2,0,0,1.2,114.4,30.4,4,1.8,1,0
19107107022,19,107,107022,190.1,50,6.6,1.6,0.8,0,0,0.4,0,0,2.1,188.4,50,6.6,2.9,1.6,0
19109109001,19,109,109001,81.9,25.5,0.9,0.4,0.2,0.4,0.4,0.9,0,0,0.2,89.1,18.7,0.2,1.9,0.2,0
19109109002,19,109,109002,56.9,17.7,0.6,0.3,0.1,0.3,0.3,0.6,0,0,0.1,61.9,13,0.1,1.3,0.1,0
19109109003,19,109,109003,44.2,16.9,1.5,0.3,0.4,0,0.3,0.3,0,0,1,48.2,14.1,1,1.4,0.6,0
19109109004,19,109,109004,48.8,18.7,1.7,0.3,0.5,0,0.3,0.3,0,0,1.1,53.1,15.6,1.1,1.5,0.6,0
19109109005,19,109,109005,59.4,22.7,2.1,0.4,0.6,0,0.4,0.4,0,0,1.3,64.6,19,1.3,1.9,0.8,0
19109109006,19,109,109006,121.7,46.6,4.2,0.8,1.2,0,0.8,0.8,0,0,2.7,132.5,38.9,2.7,3.9,1.5,0
19109109007,19,109,109007,42,16.1,1.5,0.3,0.4,0,0.3,0.3,0,0,0.9,45.7,13.4,0.9,1.3,0.5,0
19109109008,19,109,109008,237.1,73.9,2.7,1.1,0.5,1.1,1.1,2.7,0,0,0.5,258,54.1,0.5,5.3,0.5,0
19109109009,19,109,109009,67.2,20.9,0.8,0.3,0.1,0.3,0.3,0.8,0,0,0.1,73.1,15.3,0.1,1.5,0.1,0
19109109010,19,109,109010,40.8,13.1,0.9,0.3,0,0,0,0.3,0,0,0,42,12.1,0.6,0.9,0,0
19109109011,19,109,109011,89.5,28.7,2,0.7,0,0,0,0.7,0,0,0,92.2,26.6,1.4,2,0,0
19109109012,19,109,109012,117.8,43,3.2,0.6,0.3,0,0.6,0,0,0,1.2,126.3,32.5,0.9,4.4,1.8,0
19109109013,19,109,109013,88.2,32.3,2.4,0.4,0.2,0,0.4,0,0,0,0.9,94.6,24.3,0.7,3.3,1.3,0
19109109014,19,109,109014,193.7,70.9,5.3,1,0.5,0,1,0,0,0,1.9,207.8,53.4,1.5,7.3,2.9,0
19109109015,19,109,109015,276,113,8,1.6,0,1.6,1.6,1.6,0,0,1.6,287.2,97.8,6.4,8,3.2,0
19109109016,19,109,109016,71,29,2,0.4,0,0.4,0.4,0.4,0,0,0.4,73.8,25.1,1.6,2,0.8,0
19109109017,19,109,109017,237.2,103.2,12.1,0.5,0.5,1.4,0.5,0.5,0,0,3.4,251.2,91.6,5.8,9.6,0.5,0.5
19109109018,19,109,109018,212.8,92.6,10.8,0.4,0.4,1.3,0.4,0.4,0,0,3,225.4,82.2,5.2,8.7,0.4,0.4
19109109019,19,109,109019,7.5,3.3,0.4,0,0,0,0,0,0,0,0.1,8,2.9,0.2,0.3,0,0
19109109020,19,109,109020,74,26,2,1,1,0,0,0,0,0,0,81,22,1,1,0,0
19109109021,19,109,109021,83.4,36,3.8,0.1,0.1,0.2,1.1,0.1,0,0,3.5,87.5,38.3,2.8,1.4,1.1,0.1
19109109022,19,109,109022,137.9,39.8,3.1,0.3,1,0,2.1,0,0,0,0,144.2,33.8,1.1,1.3,0,0
19109109023,19,109,109023,115.4,36,4.5,0.4,0,0.4,0.8,0.8,0,0,1.1,115.8,39,2.2,2.6,0,0
19109109024,19,109,109024,56.1,17.5,2.2,0.2,0,0.2,0.4,0.4,0,0,0.6,56.3,18.9,1.1,1.3,0,0
19109109025,19,109,109025,136.5,42.5,5.3,0.4,0,0.4,0.9,0.9,0,0,1.3,137,46.1,2.7,3.1,0,0
19109109026,19,109,109026,167.3,65.7,4.2,2.3,0.6,0.3,1.1,0.8,0,0,0.6,173.9,58.3,3.6,5,0,0
19109109027,19,109,109027,315.6,135.6,8.3,1.9,1,0.6,0.5,5,0,0,2.9,331.1,118.7,5.4,8.3,0.1,0.9
19109109028,19,109,109028,1745.7,1128,78,9,8.9,12.9,10,13.3,1,0,31,1947.4,980.8,47,47,5.9,2.1
19109109029,19,109,109029,152.9,48.3,2.7,1.1,0.8,1.5,0.4,1.1,0,0,0.8,150.2,50.6,2.3,3.8,0,0.4
19109109030,19,109,109030,217.3,68.6,3.8,1.6,1.1,2.2,0.5,1.6,0,0,1.1,213.5,71.9,3.3,5.4,0,0.5
19109109031,19,109,109031,28.8,9.1,0.5,0.2,0.1,0.3,0.1,0.2,0,0,0.1,28.3,9.5,0.4,0.7,0,0.1
19109109032,19,109,109032,113.5,44.8,3.4,0.6,0.6,0.3,0.3,0.8,0,0,0.6,112.3,43.4,2.8,3.4,0,0
19109109033,19,109,109033,91.8,24.3,3.8,1.7,0.4,0,0.4,0,0,0.4,2.6,91.3,27.7,2.6,2.6,0.4,0
19109109034,19,109,109034,81.4,21.6,3.4,1.5,0.4,0,0.4,0,0,0.4,2.3,81,24.6,2.3,2.3,0.4,0
19109109035,19,109,109035,41.9,11.1,1.8,0.8,0.2,0,0.2,0,0,0.2,1.2,41.7,12.7,1.2,1.2,0.2,0
19111111001,19,111,111001,175.3,90.1,8.1,1,0.7,0,0.7,0.7,0,0,2.4,168.8,89.6,6.8,7.3,0.2,0.2
19111111002,19,111,111002,175.3,90.1,8.1,1,0.7,0,0.7,0.7,0,0,2.4,168.7,89.6,6.8,7.3,0.2,0.2
19111111003,19,111,111003,10,5.1,0.5,0.1,0,0,0,0,0,0,0.1,9.6,5.1,0.4,0.4,0,0
19111111004,19,111,111004,181.4,96.4,7.4,1.7,1.4,1.5,1.1,1,0,0,3.1,179.2,99.2,4.1,9.8,0.6,0
19111111005,19,111,111005,376.9,200.6,15.3,3.6,2.8,3.2,2.4,2,0,0,6.5,372.2,206.6,8.5,20.4,1.2,0
19111111006,19,111,111006,404,207.6,8.6,2.1,0.6,4.2,0,9,0,0,9.6,379.8,217.6,16,19.1,0,1.6
19111111007,19,111,111007,314.6,165,7,1.8,0.5,3.3,0.1,7,0,0,7.5,296,172.5,12.6,15.1,0,1.2
19111111008,19,111,111008,368.5,196.4,15,3.5,2.8,3.1,2.4,2,0,0,6.3,363.8,202.3,8.3,20.1,1.2,0
19111111009,19,111,111009,227,116.7,10.4,1.3,0.9,0,0.9,0.9,0,0,3.2,218.5,116,8.8,9.5,0.3,0.3
19111111010,19,111,111010,149,43,4,2,0,0,2,1,0,0,0,142,48,9,4,1,0
19111111011,19,111,111011,163.7,62.8,6.4,1.5,1,1.4,0.7,0.8,0.2,0,1.3,148.9,68.4,9.8,9,0.2,0.2
19111111012,19,111,111012,270.7,103.9,10.7,2.5,1.6,2.5,1.2,1.2,0.4,0,2.1,244.9,114.1,16.4,15.2,0.4,0.4
19111111013,19,111,111013,128.8,66.2,5.9,0.7,0.5,0,0.5,0.5,0,0,1.8,124,65.8,5,5.4,0.2,0.2
19111111014,19,111,111014,339.3,183.3,8,4.9,1,1,1,2,0,0,3,298.2,198.9,5,19.7,0,0
19111111015,19,111,111015,1961.1,2005.9,165.6,51.1,28,25.4,11.9,26,2,2,62,1938.1,2015.7,128.6,152.2,6,5.2
19111111016,19,111,111016,248.2,96.7,9.8,2.3,1.5,2.2,1.1,1.2,0.3,0,1.9,225.3,105.8,14.7,13.6,0.4,0.3
19111111017,19,111,111017,538,290,48,10,13,2,0,4,1,0,12,501,309,63,26,1,1
19111111018,19,111,111018,2772.1,2194.3,171.3,53.9,19.9,27.9,11.9,23.9,4,3,61.9,2663.8,2256,180.4,119.5,13,8
19113113001,19,113,113001,375,291,24,2,2,2,2,3,0,1,7,483,195,18,4,1,1
19113113002,19,113,113002,248,149,25,2,0,0,1,0,0,0,3,288,113,17,5,0,0
19113113003,19,113,113003,414.5,300.4,50,5,6,1,1,6,0,0,8,485.6,257.3,29,10,0,0
19113113004,19,113,113004,155,111,9,0,4,1,0,1,0,0,7,187,91,6,0,1,0
19113113005,19,113,113005,172,127,17,1,3,0,0,1,0,0,2,196,113,8,3,1,1
19113113006,19,113,113006,263.4,199.1,23.1,1.5,2,1.5,2.5,2,0,0,3,306.2,156.4,20.6,5,1.5,0
19113113007,19,113,113007,260.1,196.6,22.8,1.5,2,1.5,2.5,2,0,0,3,302.3,154.4,20.4,5,1.5,0
19113113008,19,113,113008,524,255,35,5,1,0,1,1,0,0,8,573,217,24,7,1,1
19113113009,19,113,113009,938.9,725.5,96,9.7,1.9,3.9,3.9,10.7,1,0,16.5,1132.8,577.1,53.4,17.5,4.8,1
19113113010,19,113,113010,463.8,323.3,49.8,2.4,1.2,0.1,1.1,3.5,0,0,4.8,532.4,261.8,31.2,5.7,5.2,1
19113113011,19,113,113011,427.7,261.5,26.9,2.1,1.7,0.4,1.9,4.4,0,0,10.2,512.7,199.4,13.7,5,1.7,0.8
19113113012,19,113,113012,765.4,449.9,45.4,3.4,7.1,0.1,0,13.8,0,0,13.4,941.2,323.3,24.7,8.3,0.1,0.1
19113113013,19,113,113013,1568.4,1065.7,126.7,10.8,10.1,0.5,3,24.1,1,0,41.8,1960,797.6,57.3,13.9,12.1,1.1
19113113014,19,113,113014,1519.9,1812.3,156.5,39.3,7.4,3,3.1,30.6,4,1.9,44.1,1958.5,1471.8,110,38.4,7.3,5
19113113015,19,113,113015,663.2,433.1,55.8,5.4,6.1,0.1,0.9,12.3,0.1,0.1,19.8,817.3,341.5,31.1,6.3,1.4,1.1
19113113016,19,113,113016,237.3,192.4,22.6,2.4,0.7,0.2,0.7,4.1,0.2,0,12.2,309.7,147.9,9.6,1.6,0.7,0.2
19113113017,19,113,113017,341.6,211.1,29.7,4,1,1,1.5,4.5,0,0.5,6,399.6,174.8,12.6,5,1,0.5
19113113018,19,113,113018,335.5,207.3,29.2,4,1,1,1.5,4.4,0,0.5,5.9,392.4,171.7,12.4,5,1,0.5
19113113019,19,113,113019,280,196,17,2,1,0,0,6,0,0,9,336,155,8,2,0,1
19113113020,19,113,113020,958,790.6,94.6,10.1,2.8,0.8,2.4,15.8,0.8,0,46.2,1243,611.5,41.9,7.3,2.5,0.9
19113113021,19,113,113021,1419.7,2322.7,186,39,10,2,8,32,0,0,61,1899.7,1966.8,118,27,7,1
19113113022,19,113,113022,373,359.1,45.8,4,1.5,0,0.5,4.5,0,0,5.5,455.2,290.9,24.4,6.5,0.5,0.5
19113113023,19,113,113023,165.5,160.2,9,1.8,0,0,0.9,4.4,0,0,0.9,180.9,146.6,7.2,3.6,0.9,1.8
19113113024,19,113,113024,303.3,292,36.5,3.2,1.2,0,0.4,3.8,0,0,4.3,368.6,237.7,19.6,5.3,0.4,0.5
19113113025,19,113,113025,1169.8,936.7,94.1,4.8,1.8,1.8,5,10.8,0,0,36.9,1434.5,719.6,53.6,11.3,3.5,1
19113113026,19,113,113026,495.4,444.3,35.5,3.2,1.2,2.5,0.1,8.3,0,0,21.2,631.6,344.6,17.4,4.7,1.9,1.4
19113113101,19,113,113101,668.5,711.2,76.2,9.9,3,2,1,5,0,0,16.8,855.6,563.8,38.6,12.9,2,2
19113113102,19,113,113102,473.7,603.3,66.2,4.8,4.7,0,0.9,18.8,0,0,22.6,648.4,479.4,42.6,7.7,2.9,0
19113113103,19,113,113103,553.1,625,62,5,2,0,0,20,0,0,14,758.1,467,34,7,1,1
19113113104,19,113,113104,633.1,669.2,72.2,7.3,5.2,0,1.1,36.9,1,0,22,906.1,475.6,36.6,6.6,2.2,2
19113113105,19,113,113105,595.3,899.5,65.8,16.1,1.1,0,2,9.2,0,0,20.2,832.8,694.6,39.6,12.1,5,0
19113113106,19,113,113106,677.1,804.6,90.9,5.9,5.9,0,1,18.8,0,0,20.8,939,601,63.3,8.9,4,2
19113113107,19,113,113107,319.9,509.1,41.6,6.9,4,0,2,10.9,1,0,15.8,433.8,412,28.7,10.9,5,1
19113113108,19,113,113108,495,675,77,15,4,3,1,13,0,0,29,677,544,52,16,4,2
19113113109,19,113,113109,397,702,56,12,1,1,1,10,1,0,26,534,597,41,14,2,2
19113113110,19,113,113110,747.7,1005,78.5,7.1,6,4,1,17,0,0,19.1,978,801,55.3,15.1,8,2
19113113111,19,113,113111,753,635.8,60.1,6.2,3.9,0.8,0,17,0,0,23.9,1005,445.4,30.8,6.9,1.5,1.5
19113113112,19,113,113112,823.6,960.4,68.4,10.5,5.2,0,0.9,15.8,0,0,35.9,1124.6,728.6,32.5,8.8,2.6,5.2
19113113113,19,113,113113,667,972.7,89.9,24.5,1.8,4,3.1,18.3,2,0,36.2,873.5,810.2,73.7,20.3,7.4,6.8
19113113114,19,113,113114,546,852,65,25,2,3,3,14,0,0,31,726,715,55,12,6,5
19113113115,19,113,113115,403.4,675.9,49.1,13.8,2,0,2,9,0,2,20.2,582.4,536.5,37.7,12.8,1,1
19113113116,19,113,113116,430,894,63,22,2,2,0,16,0,0,27,640,729,48,13,7,2
19113113117,19,113,113117,301.7,825.1,74.9,22,4,3,4,11,0,0,19,438.5,701.2,69.9,24,2,2
19113113118,19,113,113118,427.4,548.9,65.8,11.9,2,0,0,11,2,0,14.9,546.9,469.2,36.9,9,1,2
19113113119,19,113,113119,761,939,116,13,1,3,0,11,1,1,25,942,774,91,21,6,1
19113113120,19,113,113120,770.9,885.2,77.3,17.6,0.9,3.8,0.9,11.2,0,0,19.8,982.7,716.5,48.4,11.2,6.5,0.9
19113113121,19,113,113121,574,929,82,11,7,2,1,15,0,1,26,760,773,73,13,4,4
19113113122,19,113,113122,188.4,642.3,49.4,8.1,1,2,0,10,0,0,17.1,280.1,534.8,49.3,10.1,4,5
19113113123,19,113,113123,268,891,62,18,3,1,3,14,1,0,29,403,788,63,19,4,1
19113113124,19,113,113124,671.2,1027.7,52.7,22.1,2,3,0,14.1,0,2,31.4,925.3,839.3,33.3,7,4,2
19113113125,19,113,113125,898.6,1250,90.7,10,4,2,5,18.9,1,0,26,1194.5,1020,53.8,11.9,7,3
19113113126,19,113,113126,538,1191,99,19,1,1,1,13,1,1,25,767,1003,80,15,3,3
19113113127,19,113,113127,407,741,63,16,0,2,0,4,2,0,19,506,611,85,14,7,1
19113113128,19,113,113128,673,957,76,22,7,2,6,17,0,1,20,836,814,74,23,7,3
19113113129,19,113,113129,576,845,71,10,5,0,0,16,0,0,18,730,719,54,6,6,2
19113113130,19,113,113130,632,928,77,23,5,1,0,10,0,0,29,859,743,55,12,8,0
19113113131,19,113,113131,868.5,980.5,66.5,14.7,7.8,2,0,18.6,1,0,19.7,1142.5,748.7,58.6,8.8,3.9,2
19113113132,19,113,113132,432,796,74,7,2,3,2,7,0,1,25,593,650,67,6,1,2
19113113133,19,113,113133,460,866,99,17,4,2,3,7,1,0,24,632,725,80,22,6,2
19113113134,19,113,113134,382,812,71,20,2,2,3,6,0,1,27,538,665,68,22,6,3
19113113135,19,113,113135,274.8,854.1,67.4,25,3,3,2,1.1,1,1,22,401,756,60.3,13,4,0
19113113136,19,113,113136,595,978.6,86.7,19.4,4.6,0,0,7.4,0,0,17.6,791.5,810,71.9,12.9,3.7,0.9
19113113137,19,113,113137,477.4,782.2,70.4,15.2,4.8,0.8,2.4,6.4,0,0,21.6,619,687,43.2,12.8,5.6,0.8
19113113138,19,113,113138,443.3,744.4,47,26,2,1,0,5,0,0,18,536.4,632.3,47,25,7,1
19113113139,19,113,113139,738.7,1014.6,87,21,5,4,2,13,0,1,22,944.6,842.7,72,17,1,0
19113113140,19,113,113140,522.3,714.6,39.4,11.1,1.1,0.1,1,4.5,0,1,13.8,631.7,608.7,31.7,7.2,6.2,1
19113113141,19,113,113141,759.4,1018.6,93.4,13,1,3,3,17,0,1,24.1,996.3,832.1,65.2,17,4,4
19113113142,19,113,113142,847.3,914.4,94.2,20.7,2.5,1.3,0.6,11.7,0,0,26.2,1053.5,749.4,58.3,20.2,3.8,1.3
19113113143,19,113,113143,405,611,67,27,3,3,2,9,0,1,21,526,533,44,23,6,1
19113113144,19,113,113144,330.5,413.4,50.2,14.1,3,1,3,1.1,0,1,20,409.9,346,37.2,13.1,3,1
19113113151,19,113,113151,441,692,68,14,3,3,4,7,0,0,19,566,586,54,15,5,1
19113113152,19,113,113152,372.1,436.1,55,7,2,1,2,9,0,0,22,516.1,341,29,7,7,2
19113113153,19,113,113153,525.1,686.9,67.5,15.3,6.1,3,2.1,5.3,2,0,23.6,665.1,579,48.1,17.4,8.1,0
19113113154,19,113,113154,465,542,41,5,4,2,3,5,0,0,20,592,421,38,13,4,1
19113113155,19,113,113155,813.9,906.6,65.5,10.5,2.8,1.7,0,15.9,0,0,30,1093.5,670.2,38,12.3,4.4,0.9
19113113156,19,113,113156,859,931,123,16,5,1,4,17,2,0,25,1119,768,61,16,3,1
19113113157,19,113,113157,892,797,93,25,3,1,1,24,1,0,23,1175,600,50,12,3,1
19113113158,19,113,113158,702.7,831.3,90,15,3,4,0,9,1,1,19,892.9,677.3,68,13,1,4
19113113159,19,113,113159,669.2,707.1,93,22,6,2,2,19,1,0,18,883.2,547.1,65,16,3,1
19113113160,19,113,113160,546.4,707.3,60.8,8.2,1.3,2,1.1,6.6,1,1,26.2,698.1,581.2,46.3,20.2,6,0
19113113161,19,113,113161,1017,910.3,80.6,9.3,4.8,1.1,0,12.9,0,0.8,34.6,1325.9,668.9,42,11.3,3.2,1.9
19113113162,19,113,113162,476.2,461.2,60.4,6.3,0.1,1,3,5.3,2,0,10,626.3,337.2,29.2,11.3,1.1,3.1
19113113163,19,113,113163,712.2,677.9,83.2,11.3,1.9,0,0,15.1,0.9,0,16.1,884.3,543.7,56.7,6.6,1.9,0
19113113164,19,113,113164,656.3,542,60.9,3.8,2.8,0,0.9,27.1,0,0,14.1,875.3,387.5,23.4,8.4,2.8,0
19115115001,19,115,115001,60.2,30.8,3.5,0.6,0.3,0.1,0.1,0.5,0,0,0.9,65.2,25.2,3.5,0.6,0.3,0.2
19115115002,19,115,115002,100.2,51.3,5.8,1,0.4,0.1,0.1,0.9,0,0,1.4,108.7,42,5.8,1,0.4,0.3
19115115003,19,115,115003,475.4,446.9,26.5,5.4,5,1.3,1.3,7,0,0,8.4,534,382.4,32.5,5.4,4,1.7
19115115004,19,115,115004,225.8,115.2,12.9,2.3,1,0.3,0.3,2,0,0,3.3,244.7,94.4,13,2.3,1,0.6
19115115005,19,115,115005,274,132.8,15,3.5,2.2,0,0,5.3,0,0.4,3.5,286.3,128.4,13.7,4,0.4,0
19115115006,19,115,115006,85.3,41.4,4.7,1.1,0.7,0,0,1.6,0,0.1,1.1,89.2,40,4.3,1.2,0.1,0
19115115007,19,115,115007,259.9,126,14.2,3.4,2.1,0,0,5,0,0.4,3.4,271.6,121.8,13,3.8,0.4,0
19115115008,19,115,115008,188.7,86.1,5.8,1.1,2,0.4,0.4,2.4,0.2,0.4,2.9,202,73.8,7.8,3.4,0.5,0.2
19115115009,19,115,115009,201,91.8,6.2,1.1,2.1,0.4,0.4,2.5,0.2,0.4,3.1,215.2,78.7,8.3,3.6,0.6,0.2
19115115010,19,115,115010,651.7,297.5,20,3.8,6.9,1.2,1.2,8.1,0.6,1.2,10,697.8,255.2,26.8,11.8,1.9,0.6
19115115011,19,115,115011,399.1,160.5,14.4,3.4,2.5,0,0.8,2.5,0,0.8,7.6,428.8,131.6,11,4.2,0.8,2.5
19115115012,19,115,115012,70.9,28.5,2.6,0.6,0.4,0,0.1,0.4,0,0.1,1.4,76.2,23.4,2,0.8,0.1,0.4
19115115013,19,115,115013,76.8,39.3,4.4,0.8,0.3,0.1,0.1,0.7,0,0,1.1,83.2,32.2,4.4,0.8,0.3,0.2
19117117001,19,117,117001,66.5,23.7,2.5,0.2,0.6,0.2,0,0.4,0,0,1.3,71.4,21.1,1.8,0.4,0,0
19117117002,19,117,117002,140.6,56.8,5,1.6,0.8,0.4,0.8,0,0,0,1.9,141.8,52.1,6.6,1.9,0.8,0
19117117003,19,117,117003,130.4,52.6,4.7,1.4,0.7,0.4,0.7,0,0,0,1.8,131.4,48.4,6.1,1.8,0.7,0
19117117004,19,117,117004,93,37.6,3.3,1,0.5,0.3,0.5,0,0,0,1.3,93.8,34.5,4.3,1.3,0.5,0
19117117005,19,117,117005,109.6,42.2,2.7,2.4,1,0,0.3,0.3,0,0.3,2.4,112.9,38.5,2.7,1.7,0.3,0
19117117006,19,117,117006,114.4,43.4,4,0.4,0.1,0,0,1.4,0,0,1.8,121.9,36.6,3.8,1.1,0,0
19117117007,19,117,117007,1188.8,619.6,58.6,11.9,9.9,4,1,6.9,0,0,24.8,1302.1,519.2,44.7,18.9,4,1
19117117008,19,117,117008,177.8,55,6,1.8,0,0,0,1.2,0,0,0.6,185.1,46.6,4.8,1.8,0.6,0
19117117009,19,117,117009,202.3,72.1,7.8,0.6,1.7,0.6,0,1.1,0,0,3.9,217.3,64.3,5.5,1.1,0,0
19117117010,19,117,117010,127.7,48.5,4.1,0.3,0.8,0.3,0,0.7,0,0,1.9,132.3,45.3,3.8,1.4,0.4,0
19117117011,19,117,117011,116.2,36,4,1.2,0,0,0,0.8,0,0,0.4,120.9,30.4,3.2,1.2,0.4,0
19117117012,19,117,117012,223.8,82.1,7.5,0.7,0,0,0,2.7,0,0,3.4,238.1,69.2,7.5,2,0,0
19117117013,19,117,117013,106.9,41.2,2.6,2.3,1,0,0.3,0.3,0,0.3,2.3,110.2,37.6,2.6,1.6,0.3,0
19117117014,19,117,117014,110.6,42.6,2.7,2.4,1,0,0.3,0.3,0,0.3,2.4,113.9,38.9,2.7,1.7,0.3,0
19119119001,19,119,119001,235.5,109.4,10.4,2.6,2.1,0.5,1.6,3.6,0,0.5,3.6,248.5,92.2,7.8,5.7,0,0.5
19119119002,19,119,119002,136.1,21.8,3.7,2.2,0,0,0.7,1.6,0.3,0,0.7,140.3,19.7,2.4,0.4,0.3,0
19119119003,19,119,119003,158.7,73.3,7,1.8,1.4,0.3,1,2.5,0,0.3,2.4,167.5,61.8,5.2,3.8,0,0.3
19119119004,19,119,119004,80.9,14.9,2.7,0.2,0.2,0.2,0.4,0.4,0,0,0.9,82.3,12.2,2.2,1,0.2,0.1
