GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRREY,G18GOVDHUB,G18GOVLPOR,G18GOVOSIE,G18GOVOWRI,G18ATGDMIL,G18ATGLBAT,G18ATGOWRI,G18SOSRPAT,G18SOSDDEJ,G18SOSLOFE,G18SOSOWRI,G18TRERDAV,G18TREDFIT,G18TRELHIR,G18TREOWRI,G18AUDRMOS,G18AUDDSAN,G18AUDLPER,G18AUDOWRI,G18AGRRNAI,G18AGRDGAN,G18AGRLSTE,G18AGROWRI
19001001001,19,001,001001,125.42,42.88,2.23,0.99,0,113.28,38.42,0.99,127.9,37.18,3.72,0,89.48,74.61,4.71,0,104.85,58.5,4.21,0,118.48,44.87,3.72,0
19001001002,19,001,001002,80.09,27.38,1.42,0.63,0,72.33,24.53,0.63,81.67,23.74,2.37,0,57.14,47.64,3.01,0,66.95,37.35,2.69,0,75.65,28.65,2.37,0
19001001003,19,001,001003,68.54,23.43,1.22,0.54,0,61.91,21,0.54,69.9,20.32,2.03,0,48.9,40.77,2.57,0,57.3,31.97,2.3,0,64.75,24.52,2.03,0
19001001004,19,001,001004,9.89,3.38,0.18,0.08,0,8.93,3.03,0.08,10.08,2.93,0.29,0,7.05,5.88,0.37,0,8.27,4.61,0.33,0,9.34,3.54,0.29,0
19001001005,19,001,001005,84.69,46.31,1.42,0.77,0,89.66,24.47,1.39,84.59,42.06,2.57,0,61.51,65.76,2.25,0,69.08,57.31,2.95,0,80.4,44.29,3.96,0
19001001006,19,001,001006,100.31,60.75,1.65,0.94,0,110.67,28.49,1.88,99.61,55.57,3.06,0,73.23,83.12,2.35,0,81.24,73.94,3.53,0,95.37,57.22,5.18,0
19001001007,19,001,001007,108.21,65.54,1.78,1.02,0,119.39,30.74,2.03,107.45,59.95,3.3,0,79,89.67,2.54,0,87.64,79.76,3.81,0,102.88,61.73,5.59,0
19001001008,19,001,001008,41.07,24.88,0.67,0.39,0,45.32,11.67,0.77,40.78,22.75,1.25,0,29.99,34.03,0.96,0,33.26,30.27,1.45,0,39.05,23.43,2.12,0
19001001009,19,001,001009,89.78,54.37,1.48,0.84,0,99.05,25.5,1.69,89.15,49.74,2.74,0,65.54,74.4,2.11,0,72.71,66.18,3.16,0,85.36,51.21,4.64,0
19001001010,19,001,001010,68.83,23.53,1.22,0.54,0,62.17,21.09,0.54,70.19,20.41,2.04,0,49.11,40.95,2.58,0,57.54,32.1,2.31,0,65.03,24.62,2.04,0
19001001011,19,001,001011,79.42,27.16,1.41,0.63,0,71.73,24.33,0.63,80.99,23.54,2.35,0,56.66,47.25,2.98,0,66.4,37.04,2.67,0,75.03,28.41,2.35,0
19001001012,19,001,001012,66.98,28.29,1.76,0.15,0,65.07,18.76,0.59,67.86,23.74,1.91,0,49.25,43.09,2.2,0,56.87,34.88,2.64,0,63.46,27.85,2.93,0
19001001013,19,001,001013,29.3,12.38,0.77,0.06,0,28.47,8.21,0.26,29.69,10.39,0.83,0,21.55,18.85,0.96,0,24.88,15.26,1.15,0,27.76,12.18,1.28,0
19001001014,19,001,001014,260.41,105.56,6.37,0.88,0,249.25,74.38,2.23,264.19,89.12,7.47,0,190.26,164.87,8.81,0,220.38,132.63,9.94,0,246.58,105.08,10.62,0
19001001015,19,001,001015,36.59,20.75,0.96,0.22,0,39.68,11.13,0.44,36.94,18.12,1.15,0,28.04,27.6,0.82,0,30.85,23.46,1.19,0.07,35.01,19.28,1.88,0
19001001016,19,001,001016,60.02,38.05,1.59,0.4,0,69.12,17.82,0.64,62.23,31.83,2.01,0,45.64,48.73,1.76,0,51.6,41.35,1.73,0.09,58.37,33.86,3.01,0
19001001017,19,001,001017,425.61,317.15,9.49,3.94,0,534.05,118.12,5.05,454.45,257.84,15.24,0,313.29,393.91,16.8,0,369.68,339.82,10.51,0.08,422.33,270.41,20.62,0
19001001018,19,001,001018,125.04,70.01,3.51,0.67,0,135.13,38.51,1.33,126.62,60.55,3.96,0,96.65,92.6,2.77,0,106.17,77.96,4.02,0.28,119.75,64.89,6.42,0
19001001019,19,001,001019,67.59,37.51,1.98,0.33,0,72.87,20.99,0.66,68.58,32.22,2.15,0,52.55,49.41,1.49,0,57.67,41.31,2.15,0.17,64.78,34.7,3.47,0
19001001020,19,001,001020,129.94,72.12,3.81,0.64,0,140.1,40.35,1.27,131.84,61.95,4.13,0,101.03,94.99,2.86,0,110.88,79.42,4.13,0.32,124.54,66.72,6.67,0
19001001021,19,001,001021,71.52,30.2,1.88,0.16,0,69.48,20.03,0.63,72.45,25.35,2.03,0,52.58,46.01,2.35,0,60.72,37.24,2.82,0,67.76,29.73,3.13,0
19001001022,19,001,001022,83.73,35.36,2.2,0.18,0,81.34,23.45,0.73,84.82,29.68,2.38,0,61.56,53.86,2.75,0,71.08,43.6,3.3,0,79.33,34.81,3.66,0
19003003001,19,003,003001,28.12,12.88,0.9,0.22,0,27.78,6.39,0.11,28.68,10.87,1.46,0,22.29,18.04,0.67,0,25.32,14.12,1.01,0,27.45,12.43,0.45,0
19003003002,19,003,003002,41.79,19.15,1.33,0.33,0,41.29,9.49,0.17,42.62,16.15,2.16,0,33.13,26.81,1,0,37.63,20.98,1.5,0,40.79,18.48,0.67,0
19003003003,19,003,003003,42.31,19.38,1.35,0.34,0,41.8,9.61,0.17,43.15,16.35,2.19,0,33.54,27.14,1.01,0,38.09,21.24,1.52,0,41.29,18.71,0.67,0
19003003004,19,003,003004,40.77,17.41,1.11,0.32,0,39.47,9.24,0.16,41.54,14.8,1.8,0,32.27,25.06,0.89,0,36.03,20.08,1.42,0,39.76,16.84,0.87,0
19003003005,19,003,003005,90.37,29.42,1.05,0.7,0,81.61,20.32,0.35,91.77,25.92,1.75,0,71.1,47.64,1.4,0,74.96,41.68,2.8,0,87.92,28.72,3.5,0
19003003006,19,003,003006,103.48,58.08,2.87,1.06,0,120.43,27.09,0.96,107.59,48.09,5.64,0,79.01,77.42,4.7,0,94.51,63.06,4.19,0.01,101.8,51,7.86,0.43
19003003007,19,003,003007,138.42,73.91,2.11,1.15,0,157.79,27.43,0.6,131.85,68.93,2.89,0,97.42,106.04,3.18,0,119.26,82.16,2.71,0.55,125.77,72.49,6.18,0.11
19003003008,19,003,003008,240.63,129.88,7.6,1.81,0,274.51,61.84,1.14,244.81,112.56,10.63,0,176.15,183.63,8.04,0,211.42,147.11,8.75,0.67,224.37,126.58,14.19,1.4
19003003009,19,003,003009,43.5,21.23,1.04,0.35,0,45.64,9.19,0.18,42.98,18.86,1.63,0,32.82,30.1,0.99,0,38.41,23.39,1.22,0.07,41.18,20.67,1.15,0
19003003010,19,003,003010,48.34,25.69,0.61,0.4,0,55.02,9.1,0.2,45.51,24.27,0.81,0,33.78,37.02,1.01,0,41.47,28.52,0.81,0.2,43.69,25.28,2.02,0
19003003011,19,003,003011,101.88,46.91,3.39,0.74,0,102.13,24.08,0.33,104.04,39.91,5.02,0,79.43,66.96,2.39,0,90.5,52.85,3.72,0.09,97.92,46.48,2.18,0.17
19003003012,19,003,003012,105.52,51.15,4.07,0.52,0,113.73,28.91,0.11,108.5,44.61,4.39,0,76.93,77.06,2.62,0,89.54,62.6,4.18,0.42,95.85,54.44,5.03,0.89
19003003013,19,003,003013,100.47,32.71,1.17,0.78,0,90.73,22.59,0.39,102.03,28.82,1.95,0,79.05,52.96,1.56,0,83.34,46.34,3.12,0,97.74,31.93,3.89,0
19003003014,19,003,003014,32.22,10.49,0.37,0.25,0,29.09,7.24,0.12,32.72,9.24,0.62,0,25.35,16.98,0.5,0,26.72,14.86,1,0,31.34,10.24,1.25,0
19003003015,19,003,003015,2.18,0.71,0.03,0.02,0,1.97,0.49,0.01,2.22,0.63,0.04,0,1.72,1.15,0.03,0,1.81,1.01,0.07,0,2.12,0.69,0.08,0
19005005001,19,005,005001,52.65,40.07,1.86,0,0,64.3,20.03,0,56.38,38.21,0.47,0,42.4,49.85,1.86,0,47.52,44.26,2.33,0,52.65,38.21,3.26,0
19005005002,19,005,005002,29.97,14.6,0.66,1.33,0,23.22,12.72,0.22,28.64,15.26,1.66,0,26.87,16.81,1.77,0,27.54,16.37,1.22,0,27.87,15.7,2.32,0
19005005003,19,005,005003,241.03,117.4,5.34,10.67,0,186.78,102.28,1.78,230.36,122.74,13.34,0,216.13,135.19,14.23,0,221.46,131.63,9.78,0,224.13,126.3,18.68,0
19005005004,19,005,005004,215.63,183.97,6.42,7.27,0,266.55,76.16,3.42,210.93,181.41,6.85,0,172.85,217.77,10.27,0,179.69,207.93,8.98,0,194.67,192.96,12.41,0
19005005005,19,005,005005,74.89,39.98,1.84,1.38,0,68.32,26.85,0.46,78,34.22,2.88,0,63.48,47.81,3,0,65.9,45.97,2.65,0,71.32,40.21,3.34,0
19005005006,19,005,005006,60.35,45.93,2.14,0,0,73.7,22.97,0,64.62,43.79,0.53,0,48.6,57.15,2.14,0,54.48,50.74,2.67,0,60.35,43.79,3.74,0
19005005007,19,005,005007,67.06,36.78,1.62,1.26,0,62.3,24.03,0.4,70,31.42,2.56,0,56.86,43.85,2.64,0,58.98,42.27,2.33,0,63.94,36.89,2.99,0
19005005008,19,005,005008,71.67,38.43,1.76,1.33,0,65.67,25.67,0.45,74.67,32.9,2.77,0,60.78,45.93,2.86,0,63.02,44.22,2.54,0,68.3,38.58,3.21,0
19005005009,19,005,005009,61.93,52.84,1.84,2.09,0,76.55,21.87,0.98,60.58,52.1,1.97,0,49.64,62.54,2.95,0,51.61,59.72,2.58,0,55.91,55.42,3.56,0
19005005010,19,005,005010,226.44,193.19,6.74,7.64,0,279.9,79.97,3.59,221.5,190.5,7.19,0,181.51,228.69,10.78,0,188.7,218.35,9.43,0,204.42,202.63,13.03,0
19005005011,19,005,005011,156.82,133.76,5.38,13.84,0,206.79,63.04,3.07,176.81,120.69,10.76,0,138.37,159.13,9.22,0,144.52,152.21,9.99,0,162.97,131.45,10.76,0
19005005012,19,005,005012,137.9,56.75,2.27,4.54,0,109.53,55.05,0.57,134.5,56.75,5.11,0,118.04,72.64,5.11,0,117.47,73.77,5.67,0,124.85,65.26,7.94,0
19005005013,19,005,005013,332.84,179.42,8.31,6.14,0.02,305.83,119.37,2.08,346.71,153.79,12.81,0.07,281.99,214.7,13.33,0.05,292.72,206.41,11.78,0.02,316.96,180.3,15.09,0
19005005014,19,005,005014,80.55,43.57,2.03,1.49,0.01,74.18,28.9,0.51,83.91,37.37,3.1,0.03,68.22,52.15,3.23,0.02,70.83,50.13,2.85,0.01,76.7,43.78,3.68,0
19005005015,19,005,005015,947.98,662.82,24.44,19.4,0.97,1062.69,338.19,7.1,1001.71,572.3,36.88,2.9,801.67,783.55,34.95,1.93,818.54,768,30.85,0.97,913.79,643.24,52.7,0
19005005016,19,005,005016,108.64,35.65,2.64,2.63,0,84.98,39.32,0,113.36,30.37,4.25,0,90.73,52.99,3.2,0,98.66,45.12,3.18,0,108.11,36.66,2.16,0
19005005017,19,005,005017,208.57,174.37,8.97,6.98,0,267.19,65.89,0,216.55,156.43,19.93,0,159.7,212.28,16.94,0,185.62,197.31,11.96,0,205.58,168.41,17.93,0
19005005018,19,005,005018,98.79,31.98,2.39,2.39,0,76.84,35.79,0,103.09,27.2,3.82,0,82.56,47.72,2.86,0,89.72,40.57,2.86,0,98.31,32.93,1.91,0
19005005019,19,005,005019,93.31,38.4,1.54,3.07,0,74.11,37.25,0.38,91.01,38.4,3.46,0,79.87,49.15,3.46,0,79.49,49.92,3.84,0,84.48,44.16,5.38,0
19005005020,19,005,005020,58.96,45.09,1.81,4.55,0,71.57,23.67,0.97,64.68,41.16,3.67,0,51.71,54.08,3.21,0,53.51,52.09,3.49,0,59.7,45.12,3.92,0
19007007001,19,007,007001,123.23,68.09,2.72,2.72,0,111.66,51.06,0.68,125.96,59.91,5.45,0,104.17,83.74,2.72,0,115.06,70.13,3.4,0,116.43,66.04,5.45,0
19007007002,19,007,007002,109.5,57.44,3.02,0.34,0,110.51,35.94,1.34,112.86,52.4,3.02,0,97.07,68.86,1.34,0,98.42,64.49,3.36,0,107.48,55.09,4.03,0
19007007003,19,007,007003,91.5,48,2.53,0.28,0,92.34,30.03,1.12,94.31,43.79,2.53,0,81.12,57.54,1.12,0,82.24,53.89,2.81,0,89.82,46.03,3.37,0
19007007004,19,007,007004,125,65.57,3.45,0.38,0,126.15,41.03,1.53,128.83,59.82,3.45,0,110.81,78.6,1.53,0,112.35,73.62,3.83,0,122.7,62.88,4.6,0
19007007005,19,007,007005,43.97,22.81,1.18,0,0,39.97,17.64,0.71,44.44,20.22,1.41,0,36.68,28.45,1.41,0,40.91,24.45,1.18,0,42.79,22.34,1.41,0
19007007006,19,007,007006,143.03,74.19,3.82,0,0,130.03,57.36,2.29,144.56,65.78,4.59,0,119.32,92.55,4.59,0,133.09,79.55,3.82,0,139.21,72.66,4.59,0
19007007007,19,007,007007,147.72,71.6,1.81,0.45,0,136.85,44.86,0,154.97,55.74,4.53,0,125.97,83.83,2.72,0,130.05,79.75,3.17,0,140.93,69.78,4.53,0
19007007008,19,007,007008,130.61,81.85,4.21,1.81,0,139.63,46.95,0.6,133.61,75.84,4.81,0,112.55,96.3,2.41,0.6,124.59,87.27,3.61,0,131.21,78.84,3.01,0
19007007009,19,007,007009,57.77,31.91,1.28,1.28,0,52.34,23.94,0.32,59.04,28.09,2.55,0,48.83,39.26,1.28,0,53.94,32.87,1.6,0,54.57,30.96,2.55,0
19007007010,19,007,007010,76,41.64,0.4,0.4,0,72.77,24.26,0,78.02,36.38,2.43,0,62.66,50.13,2.43,0,70.34,44.87,1.62,0,76,37.19,3.64,0
19007007011,19,007,007011,67.6,37.04,0.36,0.36,0,64.72,21.57,0,69.4,32.36,2.16,0,55.73,44.59,2.16,0,62.57,39.91,1.44,0,67.6,33.08,3.24,0
19007007012,19,007,007012,44.4,24.33,0.24,0.24,0,42.51,14.17,0,45.58,21.26,1.42,0,36.61,29.29,1.42,0,41.09,26.21,0.94,0,44.4,21.73,2.13,0
19007007013,19,007,007013,86.39,54.15,2.79,1.19,0,92.37,31.05,0.4,88.39,50.16,3.19,0,74.45,63.7,1.59,0.4,82.41,57.73,2.39,0,86.79,52.16,1.99,0
19007007014,19,007,007014,1127.14,845.06,37.81,8.2,1,1317.28,402.09,15,1183.39,763.96,37.03,0,961.41,982.54,36.22,0,1055.23,881.71,46.42,0,1101.1,809.25,52.03,0
19007007015,19,007,007015,112.13,54.35,1.38,0.34,0,103.88,34.05,0,117.63,42.31,3.44,0,95.62,63.63,2.06,0,98.72,60.54,2.41,0,106.97,52.97,3.44,0
19007007016,19,007,007016,52.79,15.3,1.53,0.77,0,38.26,19.13,0.38,50.88,15.69,1.53,0,43.61,23.53,1.53,0,48.97,18.75,1.34,0,50.12,15.88,2.49,0
19007007017,19,007,007017,120.29,34.87,3.49,1.74,0,87.17,43.58,0.87,115.93,35.74,3.49,0,99.37,53.61,3.49,0,111.57,42.71,3.05,0,114.19,36.17,5.67,0
19007007018,19,007,007018,102.92,29.83,2.98,1.49,0,74.58,37.29,0.75,99.19,30.58,2.98,0,85.02,45.86,2.98,0,95.46,36.54,2.61,0,97.69,30.95,4.85,0
19007007019,19,007,007019,124,59,4,0,0,109,37,0,127,48,4,0,106,70,4,0,113,67,3,0,119,58,5,0
19007007020,19,007,007020,153.24,83.39,4.99,2.85,0.71,146.83,58.45,2.14,153.96,78.4,4.28,0.71,136.14,95.51,6.41,0.71,136.14,99.07,2.14,0.71,143.98,79.83,13.54,0.71
19007007021,19,007,007021,61.76,33.61,2.01,1.15,0.29,59.17,23.55,0.86,62.04,31.6,1.72,0.29,54.86,38.49,2.59,0.29,54.86,39.93,0.86,0.29,58.02,32.17,5.46,0.29
19009009001,19,009,009001,91.12,46.74,2.17,0.47,0,84.62,21.11,0.09,89.9,35.71,3.11,0,65.59,60.69,2.92,0,76.42,50.6,3.02,0,87.92,39.29,3.86,0.09
19009009002,19,009,009002,30.24,15.51,0.72,0.16,0,28.09,7.01,0.03,29.84,11.85,1.03,0,21.77,20.14,0.97,0,25.36,16.79,1,0,29.18,13.04,1.28,0.03
19009009003,19,009,009003,115.08,59.03,2.74,0.6,0,106.87,26.66,0.12,113.53,45.1,3.93,0,82.83,76.64,3.69,0,96.52,63.91,3.81,0,111.04,49.63,4.88,0.12
19009009004,19,009,009004,64.81,33.24,1.54,0.34,0,60.18,15.01,0.07,63.94,25.4,2.21,0,46.65,43.16,2.08,0,54.35,35.99,2.14,0,62.53,27.95,2.75,0.07
19009009005,19,009,009005,75.41,38.68,1.79,0.39,0,70.03,17.47,0.08,74.4,29.56,2.57,0,54.28,50.22,2.42,0,63.25,41.88,2.5,0,72.76,32.52,3.2,0.08
19009009006,19,009,009006,25.16,17.99,0.4,0.25,0,27.24,6.92,0.33,25.41,15.84,0.55,0.04,19.33,21.48,0.69,0,22.43,18.35,1.02,0,24.54,16.42,1.09,0
19009009007,19,009,009007,449.72,230.67,10.7,2.33,0,417.63,104.18,0.47,443.68,176.26,15.35,0,323.69,299.5,14.42,0,377.17,249.74,14.88,0,433.91,193.93,19.07,0.47
19009009008,19,009,009008,140.61,72.12,3.34,0.73,0,130.58,32.57,0.15,138.72,55.11,4.8,0,101.21,93.64,4.51,0,117.93,78.09,4.65,0,135.67,60.64,5.96,0.15
19009009009,19,009,009009,174.99,125.1,2.79,1.77,0,189.42,48.11,2.28,176.76,110.16,3.8,0.25,134.47,149.41,4.81,0,155.99,127.63,7.09,0,170.68,114.21,7.6,0
19009009010,19,009,009010,56.34,40.28,0.9,0.57,0,60.99,15.49,0.73,56.91,35.47,1.22,0.08,43.3,48.11,1.55,0,50.23,41.09,2.28,0,54.96,36.77,2.45,0
19009009011,19,009,009011,80.49,57.54,1.28,0.82,0,87.13,22.13,1.05,81.3,50.67,1.75,0.12,61.85,68.72,2.21,0,71.75,58.71,3.26,0,78.51,52.53,3.49,0
19009009012,19,009,009012,111.19,79.49,1.77,1.13,0,120.36,30.57,1.45,112.32,70,2.41,0.16,85.45,94.94,3.06,0,99.12,81.1,4.51,0,108.46,72.57,4.83,0
19009009013,19,009,009013,167.9,120.03,2.67,1.7,0,181.75,46.17,2.19,169.6,105.7,3.64,0.24,129.02,143.36,4.62,0,149.68,122.46,6.8,0,163.77,109.59,7.29,0
19009009014,19,009,009014,74.93,53.57,1.19,0.76,0,81.11,20.6,0.98,75.69,47.17,1.63,0.11,57.58,63.98,2.06,0,66.8,54.65,3.04,0,73.09,48.91,3.25,0
19011011001,19,011,011001,139.03,53.05,1.37,1.83,0,111.13,51.22,0.91,147.72,41.62,4.12,0,125.77,63.11,3.66,0,126.22,59.91,5.95,0,135.37,51.68,5.03,0.46
19011011002,19,011,011002,160.65,61.3,1.59,2.11,0,128.41,59.19,1.06,170.69,48.09,4.76,0,145.32,72.93,4.23,0,145.85,69.23,6.87,0,156.42,59.71,5.81,0.53
19011011003,19,011,011003,210.22,98.57,5.87,0.47,0.42,185.23,80.62,0.86,220.47,82.82,9.28,0,163.64,136.32,6.77,0.42,184.87,112.92,8.92,0,197.63,100.19,9.72,0.43
19011011004,19,011,011004,572.12,452.05,18.13,12.02,0.01,673.3,253.32,11.04,594.34,409.8,34.18,0.01,466.67,523.44,38.16,0.01,483.73,520.39,32.15,0.01,548.04,440.03,40.18,1.02
19011011005,19,011,011005,224.66,148.57,9.62,1.8,0.9,238.79,95.04,3.01,240.3,130.52,12.93,0.9,192.78,176.24,11.43,0.9,196.39,172.93,11.13,0.9,218.94,146.76,13.23,1.2
19011011006,19,011,011006,1302.41,984.04,44.47,11.39,0.39,1566.75,460.24,7.78,1414.78,822.58,57.6,0,1071.04,1150.2,56.25,1.39,1153.96,1081.32,46.21,1,1260.69,946.6,74.99,0.39
19011011007,19,011,011007,189.86,86.86,5.58,0.62,0,170.62,63.29,3.72,201.65,74.45,4.34,0,156.97,111.68,5.58,0,166.9,99.89,8.69,0,188,81.28,8.69,0
19011011008,19,011,011008,56.02,25.63,1.65,0.18,0,50.35,18.67,1.1,59.5,21.97,1.28,0,46.32,32.96,1.65,0,49.25,29.48,2.56,0,55.47,23.98,2.56,0
19011011009,19,011,011009,60.12,27.51,1.77,0.2,0,54.03,20.04,1.18,63.85,23.58,1.38,0,49.71,35.36,1.77,0,52.85,31.63,2.75,0,59.53,25.74,2.75,0
19011011010,19,011,011010,108.73,63.53,3.05,1.22,0,106.6,44.59,0.61,116.06,54.37,4.58,0,95.29,73.91,3.36,0,98.65,70.55,3.36,0,105.68,60.48,7.64,0
19011011011,19,011,011011,95.62,45.01,2.7,0.19,0.19,84.41,36.7,0.39,100.25,37.86,4.25,0,74.17,62.39,3.09,0.19,84.03,51.57,4.06,0,89.82,45.78,4.44,0.19
19011011012,19,011,011012,515.85,341.14,22.1,4.14,2.07,548.31,218.22,6.91,551.76,299.71,29.69,2.07,442.65,404.67,26.24,2.07,450.94,397.08,25.55,2.07,502.73,337,30.38,2.76
19011011013,19,011,011013,764,498,32,13,0,831,307,6,838,419,36,0,629,607,31,0,671,575,31,0,768,466,42,0
19011011014,19,011,011014,325,225,7,2,2,372,121,2,360,189,5,1,256,281,13,0,288,260,5,1,316,217,20,0
19011011015,19,011,011015,247.27,144.47,6.95,2.78,0,242.4,101.41,1.39,263.94,123.63,10.42,0,216.71,168.09,7.64,0,224.35,160.45,7.64,0,240.32,137.52,17.36,0
19011011016,19,011,011016,245,132,5,2,0,241,85,5,254,119,6,0,191,174,10,0,210,161,4,0,230,130,13,0
19011011017,19,011,011017,97.89,49.22,1.55,1.32,0.22,90.24,34.17,0.66,103.19,42.82,1.99,0,85.1,60.24,1.55,0.22,87.08,58.04,2.43,0,95.25,47.89,4.63,0
19011011018,19,011,011018,497,382.95,22,3,0,592.94,174.01,8,534,341.95,21.99,0,430.01,431.95,21.99,0,439.01,426.95,19.99,0,491,369.95,22,0
19011011019,19,011,011019,323.94,162.7,5.11,4.38,0.73,298.4,113.09,2.19,341.45,141.54,6.57,0,281.62,199.18,5.11,0.73,288.19,191.88,8.03,0,315.18,158.32,15.32,0
19011011020,19,011,011020,22.17,11.13,0.35,0.3,0.05,20.42,7.74,0.15,23.36,9.68,0.45,0,19.27,13.63,0.35,0.05,19.72,13.13,0.55,0,21.57,10.83,1.05,0
19011011021,19,011,011021,187.75,113.35,5.69,1.75,0,197.82,66.52,1.75,200.44,95.85,10.5,0,153.18,145.3,6.56,0,156.68,140.49,7,0,180.31,113.79,12.69,0
19011011022,19,011,011022,278.9,179.36,9.53,2.25,0,303.55,100.99,2.99,297.43,153.18,15.86,0,227.69,224.99,11.1,0,234.26,217.03,10.92,0,267.57,178.3,19.41,0
19011011023,19,011,011023,217.34,194.28,12.78,0,0,284.63,89.48,4.26,230.13,172.98,13.64,0,178.14,220.71,15.34,0,190.06,210.49,11.08,0,207.12,184.91,17.9,0
19013013001,19,013,013001,337.88,191.78,9.11,6.03,0,318.98,131.04,4.01,346.96,169.71,18.08,1,286.23,228.39,21.11,1,300.39,215.2,19.14,0,324.7,192.99,17.11,0
19013013002,19,013,013002,192.18,121.15,7.6,1.89,0,200.65,69.77,0.94,197.98,116.22,5.72,0.01,149.34,161.08,7.59,0,159.46,149.18,9.41,0,180.11,134.91,7.62,0.02
19013013003,19,013,013003,13.27,8.22,0.52,0.13,0,13.72,4.79,0.06,13.66,7.9,0.39,0,10.29,11,0.52,0,11,10.16,0.65,0,12.43,9.19,0.52,0
19013013004,19,013,013004,299,205,14,7,0,358,101,0,314,187,14,0,233,264,14,0,250,244,19,0,286,206,22,0
19013013005,19,013,013005,174,63,5,4,0,162,56,1,185,51,8,0,146,93,3,0,155,82,5,0,171,66,6,0
19013013006,19,013,013006,282.43,180.8,6.18,1.68,0,300.96,102.19,2.25,286.37,167.89,11.79,0.56,236.39,204.39,15.16,0.56,232.46,214.49,12.91,0.56,279.63,172.94,11.23,0.56
19013013007,19,013,013007,136.46,87.35,2.98,0.81,0,145.41,49.37,1.09,138.36,81.11,5.7,0.27,114.21,98.75,7.32,0.27,112.31,103.63,6.24,0.27,135.1,83.56,5.43,0.27
19013013008,19,013,013008,84.11,53.84,1.84,0.5,0,89.63,30.43,0.67,85.28,50,3.51,0.17,70.4,60.87,4.51,0.17,69.23,63.88,3.85,0.17,83.27,51.5,3.34,0.17
19013013009,19,013,013009,238.32,196.31,5.95,2.98,0,316.25,83.61,2.02,242.21,185.53,9.86,0,196.02,230.68,8.87,0.01,195.1,232.6,11.87,0.01,231.39,193.33,15.81,0
19013013010,19,013,013010,217.41,195.48,5.23,4.22,0,307.24,60.7,2.82,228.08,177.7,6.64,0.47,168.29,235.08,7.62,0.01,179.99,226.73,6.18,0.47,212.05,187.65,11.77,0
19013013011,19,013,013011,225.7,203.13,5.4,4.42,0,319.42,62.8,2.94,236.99,184.49,6.87,0.49,174.67,244.35,7.85,0,186.94,235.51,6.38,0.49,220.3,194.79,12.27,0
19013013012,19,013,013012,8.96,8.06,0.21,0.18,0,12.68,2.49,0.12,9.41,7.32,0.27,0.02,6.93,9.7,0.31,0,7.42,9.35,0.25,0.02,8.74,7.73,0.49,0
19013013013,19,013,013013,102.09,47.35,0.02,0.96,0,78.22,41.4,0,101.15,45.4,0.97,0,81.88,61.79,2.89,0,88.62,59.84,0.98,0,96.33,49.26,2.89,0
19013013014,19,013,013014,583.91,484.65,22.98,8.04,0,742.78,218.6,5,620.85,445.6,17.03,1,499.12,562.21,21.11,0,531.38,525.16,25.02,0,580.67,474.74,24.11,0
19013013015,19,013,013015,411.94,342.67,13.97,2.64,0,518.5,144.23,2.57,402.82,335.31,15.66,0.02,323.2,403.53,22.96,0.81,329.43,410.34,16.46,0.02,377.84,357.56,15.92,0
19013013016,19,013,013016,93.16,77.23,3.19,0.56,0,116.78,32.8,0.56,90.92,75.73,3.56,0,73.11,90.92,5.25,0.19,74.42,92.6,3.75,0,85.29,80.79,3.56,0
19013013017,19,013,013017,203,54,3,0,0,133,67,1,209,46,0,0,170,80,2,0,177,73,2,0,193,60,3,0
19013013018,19,013,013018,305.85,179.01,4.8,3.3,0.6,307.35,110.95,2.1,310.65,165.52,11.39,0.3,258.17,217.09,9.6,0,260.27,212.9,11.09,0.3,302.85,174.81,7.8,0.3
19013013019,19,013,013019,267.46,156.54,4.2,2.88,0.52,268.77,97.02,1.84,271.65,144.74,9.96,0.26,225.77,189.84,8.39,0,227.6,186.17,9.7,0.26,264.84,152.87,6.82,0.26
19013013020,19,013,013020,446.62,261.41,7.01,4.82,0.88,448.81,162.01,3.07,453.63,241.7,16.64,0.44,377,317.02,14.01,0,380.07,310.89,16.2,0.44,442.25,255.28,11.38,0.44
19013013021,19,013,013021,489.46,529.73,12.39,5.58,0.62,696.4,197.64,8.05,499.99,496.28,16.73,1.24,425.65,558.23,19.21,0.62,459.72,530.35,19.21,0.62,482.65,501.23,23.54,1.24
19013013022,19,013,013022,334.13,420.98,22.73,4.6,0.04,540.8,160.49,1.87,361.12,388.53,19.2,0.9,287.47,452.98,21.99,0.01,286.81,460.04,20.16,0,325.07,415.46,25.55,1.8
19013013023,19,013,013023,518,942,24,15,2,1133,245,4,551,882,49,1,450,977,48,1,476,950,53,0,512,911,54,1
19013013024,19,013,013024,404.02,887.46,32.76,6.95,1.99,1013.54,200.52,9.93,431.82,848.75,36.73,0.99,364.32,891.44,49.63,0.99,380.2,889.45,42.69,0,411.97,858.68,43.68,0.99
19013013025,19,013,013025,146,258,13,1,1,284,76,1,155,246,11,0,135,255,11,0,145,246,12,0,164,229,11,0
19013013026,19,013,013026,295.14,319.43,7.47,3.36,0.37,419.92,119.18,4.86,301.49,299.25,10.09,0.75,256.66,336.61,11.58,0.37,277.21,319.8,11.58,0.37,291.03,302.24,14.2,0.75
