GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRREY,G18GOVDHUB,G18GOVLPOR,G18GOVOSIE,G18GOVOWRI,G18ATGDMIL,G18ATGLBAT,G18ATGOWRI,G18SOSRPAT,G18SOSDDEJ,G18SOSLOFE,G18SOSOWRI,G18TRERDAV,G18TREDFIT,G18TRELHIR,G18TREOWRI,G18AUDRMOS,G18AUDDSAN,G18AUDLPER,G18AUDOWRI,G18AGRRNAI,G18AGRDGAN,G18AGRLSTE,G18AGROWRI
19169169004,19,169,169004,173,83,7,3,0,136,77,3,181,79,5,0,149,104,9,0,177,81,6,0,179,77,6,0
19169169005,19,169,169005,201,125,3,3,0,194,91,1,220,102,4,0,159,167,5,0,211,113,5,0,212,109,8,0
19169169006,19,169,169006,66,31,2,2,0,68,19,1,75,24,0,0,45,54,2,0,68,32,0,0,71,28,1,0
19169169007,19,169,169007,124,68,5,0,0,119,56,0,132,60,3,0,94,98,2,0,127,62,4,0,128,62,5,0
19169169008,19,169,169008,179,118,2,0,2,175,91,2,184,108,4,0,138,147,11,0,177,113,6,0,176,113,7,0
19169169009,19,169,169009,1169.58,996,35.61,12.66,1,1393.83,537.95,12.66,1205.58,910.71,48.74,1,944.54,1165.63,56.18,0,1321.26,823.37,41.22,0,1183.12,909.16,66.31,0
19169169010,19,169,169010,146.3,165.83,3.86,1.49,0.04,208.67,79.77,2.95,156.77,149.2,9.02,0,120.18,184.59,8.69,0,155.87,146.14,8.55,0.55,153.61,148.91,9.5,0.07
19169169011,19,169,169011,119.31,85.58,2.78,0.96,0,130.7,54.06,1.68,121.88,81.28,3.68,0.01,93.55,109.58,2.85,0.02,118.65,85.28,1.26,0.01,124.38,79.36,2.22,0.01
19169169012,19,169,169012,243.56,166.08,5.06,4.99,0,252.32,119.21,4,250.68,149.9,10.05,0,181.5,220.11,9.04,0,254.67,151.93,3.05,0,241.66,165.88,4.08,0
19169169013,19,169,169013,1249.41,1603.08,75.83,9.03,1,2059.79,584.45,17.09,1365.88,1402.68,100.9,1,967.69,1833.66,85.89,1,1370.73,1421.96,85.55,2,1340.78,1416.2,103.56,1
19169169014,19,169,169014,330,213,13,3,0,338,156,3,327,203,20,0,211,333,12,0,309,222,19,0,317,210,21,0
19169169015,19,169,169015,231,118,10,4,0,197,125,0,231,107,17,1,177,165,14,0,221,128,11,0,226,114,20,0
19169169016,19,169,169016,372,293,18,9,0,438,184,4,388,270,21,0,266,392,22,1,360,306,18,0,358,296,24,1
19169169017,19,169,169017,190.71,187.43,11.21,4.34,0,260.27,93.47,0.63,213.68,164.42,12.45,0.62,151.48,227.24,11.83,0,195.61,182.48,12.44,0,204.96,170.63,13.07,0.62
19169169018,19,169,169018,244.6,172.88,4.83,0.96,0,270.59,88.42,5.74,253.25,148.91,8.66,0,186.16,216.95,9.61,0,240.74,167.13,4.84,0,240.8,162.29,6.75,0
19169169019,19,169,169019,929.05,787.02,44.92,2,1,1077.84,445.39,8.01,970,712.07,50.92,0,757.15,917.94,45.94,0,887.14,790.98,43.92,1,934.02,727.11,49.92,2
19169169020,19,169,169020,74.7,74.7,1.62,0.65,0,96.46,40.92,1.62,80.22,65.93,4.55,0,60.74,85.1,4.22,0,78.6,65.28,4.22,0.32,78.6,66.26,4.55,0
19169169021,19,169,169021,31.85,35.98,1.35,0.24,0.16,47.74,15.81,0.08,32.96,32.8,2.38,0,24.15,42.1,2.14,0,30.34,35.98,2.22,0,31.93,33.52,2.38,0
19169169022,19,169,169022,379.58,424.38,15.85,2.8,1.84,564.8,186.96,1.17,392.84,386.54,27.99,0,287.79,497.15,25.26,0,361.93,424.14,25.98,0,380.34,395.39,27.9,0
19169169023,19,169,169023,116.41,114.51,6.85,2.66,0,159.02,57.06,0.38,130.49,100.43,7.61,0.38,92.44,138.86,7.23,0,119.46,111.47,7.61,0,125.16,104.24,7.99,0.38
19169169101,19,169,169101,479.82,767.01,25.59,10.27,0,877.06,282.14,5.05,491.03,722.64,39.77,0.03,411.48,791.11,41.75,2.04,490.16,715.37,42.87,1.02,482.06,691.12,53.14,2.01
19169169102,19,169,169102,329.86,883.15,22.38,12.9,0.86,915.01,222.54,5.15,349.59,821.44,44.67,1.72,318.68,843.77,34.4,0.01,371.88,777.72,45.55,0.86,356.45,799.93,43.89,0
19169169103,19,169,169103,384.74,745.78,40.86,18.82,0.01,813.95,274.93,3.23,397.57,722.39,51.93,1.97,364.46,750.72,50.7,2.93,407.03,703.94,58.61,0.98,400.22,686.21,77.26,0.98
19169169104,19,169,169104,282.42,1049.97,25.58,15.74,0,1082.44,213.54,4.92,275.53,1029.3,40.35,0,233.22,1062.76,40.35,1.97,324.73,970.26,38.38,0,293.24,970.26,68.88,0
19169169105,19,169,169105,550.71,1110.68,27.71,5.94,0,1240.57,300.01,9.9,610.04,1017.71,35.63,0,475.36,1158.3,33.66,0,648.71,985.99,36.61,0,588.27,1019.68,48.49,0.99
19169169106,19,169,169106,364.58,1250.03,36.42,13.26,1,1291.56,239.46,5.08,397.47,1180.7,46.65,1,337.78,1233.24,50.65,2.03,447.27,1105.74,55.62,3,391.76,1143.74,68.12,1
19169169107,19,169,169107,339,909,26,12,1,984,190,4,372,854,35,0,288,920,37,1,409,802,38,0,384,825,43,0
19169169108,19,169,169108,501.66,989.45,19.34,5.07,1,1138.01,245.63,10.12,555.38,904.32,35.43,1,384.75,1068.02,35.41,1,558.84,895.94,34.44,0,534.11,908.34,40.59,1.01
19169169109,19,169,169109,686,1085,20,6,0,1307,309,8,737,990,39,0,549,1182,28,0,763,966,29,0,714,1001,34,1
19169169110,19,169,169110,807.05,1115.88,20.35,8.32,0,1412.58,338.42,8.32,844,1026.27,34.2,0,656.35,1236.05,27.76,0,927.2,971.71,27.74,0,873.49,1007.81,29.62,0
19169169111,19,169,169111,604.46,1206.96,33.41,12.64,1.1,1379.08,327.72,6.62,639.47,1146.96,43.72,0.27,532.08,1235.65,47.88,0,691.12,1088.04,45.78,0.14,628.95,1121.43,56.11,1.93
19169169112,19,169,169112,216.07,612.1,18.8,2.27,0,624.47,150.45,1.21,223.76,573.45,27.09,0.03,202.22,586.03,31.11,0.05,232.71,555.64,30.01,1.03,229.42,556.77,35.86,0.05
19169169113,19,169,169113,271,676,28,11,1,697,208,4,288,637,47,2,265,654,34,1,285,627,41,1,297,610,44,1
19169169114,19,169,169114,502.8,1017.77,29.7,9.93,0,1148.06,286.08,8.29,529.8,954.73,41.3,0.97,430.38,1055.02,42.18,1.95,527.35,961.34,38.28,1.07,516.64,929.52,69.54,1.95
19169169115,19,169,169115,401.37,1004.34,32.7,10.25,0,1101.65,226.45,10.16,429.66,954.22,41.04,1,333.57,1038.05,40.14,0,458.66,916.99,40.08,0.02,426.15,930.89,46.31,0
19169169116,19,169,169116,311,693,26,6,1,715,211,8,323,648,39,1,329,641,30,1,334,619,37,0,352,609,36,1
19169169117,19,169,169117,304.68,421.79,16.87,1.98,0,462.48,179.63,12.9,311.63,378.12,25.8,0.99,298.73,384.08,25.8,0,294.76,366.21,41.68,0,313.61,353.31,35.73,0
19169169118,19,169,169118,244.32,537.21,24.13,6.02,1,556.52,159.37,7.1,247.37,498.88,36.2,1.01,234.27,503.92,30.2,2,243.24,480.79,38.32,1,241.39,470.69,44.27,1
19169169119,19,169,169119,322.57,962.64,25.39,17.1,0,986.69,222.62,4.03,341.27,909.56,44.43,1,303.2,936.48,46.53,1,356.98,878.85,49.46,1,336.8,888.51,51.63,0
19169169120,19,169,169120,523.83,934.8,19.01,6.69,0,1089.82,247.55,1.91,553.2,885.44,23.82,0,432.12,998.91,27.6,0,619.39,816.34,25.73,0,572.07,842.83,32.35,0
19171171001,19,171,171001,126,55,3,1,0,112,38,0,132,45,5,0,103,73,6,0,112,65,7,0,124,55,6,0
19171171002,19,171,171002,98,40,2,1,0,78,41,0,95,42,3,0,89,49,3,0,89,50,2,0,96,39,4,0
19171171003,19,171,171003,177.14,102,2.86,0.86,0,175.14,64.86,2,184.29,90.29,4.86,0.29,145.43,124.57,7.14,0,146.57,124.57,6.57,0,176.86,96.29,5.43,0.29
19171171004,19,171,171004,183.86,98.85,3.53,2.35,0,164.74,73.55,2.94,193.87,87.08,4.71,0.29,160.92,119.14,6.18,0,164.74,115.91,6.18,0.29,186.81,92.37,6.77,0
19171171005,19,171,171005,136.53,73.4,2.62,1.75,0,122.33,54.61,2.18,143.95,64.66,3.5,0.22,119.49,88.47,4.59,0,122.33,86.07,4.59,0.22,138.71,68.59,5.02,0
19171171006,19,171,171006,304.61,163.76,5.85,3.9,0,272.93,121.84,4.87,321.18,144.26,7.8,0.49,266.59,197.39,10.23,0,272.93,192.03,10.23,0.49,309.48,153.04,11.21,0
19171171007,19,171,171007,411.77,237.1,6.64,1.99,0,407.12,150.76,4.65,428.37,209.87,11.29,0.66,338.05,289.57,16.6,0,340.7,289.57,15.28,0,411.1,223.82,12.62,0.66
19171171008,19,171,171008,197.02,108.41,4.37,1.31,0.39,199.38,68.63,1.9,200.21,97.07,8.98,0.44,145.43,150.28,9.38,0,166.13,130.55,11.6,0,198.13,100.06,8.3,0.05
19171171009,19,171,171009,263.07,143.49,6.13,1.84,0.61,267.36,90.75,2.45,266.13,128.77,12.88,0.61,190.09,203.58,12.88,0,222.59,172.31,16.56,0,264.91,131.84,11.65,0
19171171010,19,171,171010,204,168,9,4,3,258,81,4,206,167,12,1,181,193,10,0,178,189,14,0,221,146,18,0
19171171011,19,171,171011,104.85,67.68,3.33,0.55,0,113.17,39.94,0.55,108.18,62.14,2.77,0,83.22,83.77,4.99,0,99.31,68.79,4.44,0,104.85,64.91,4.99,0
19171171012,19,171,171012,56.67,29.53,1.06,0.27,0,54.28,17.83,1.33,60.4,23.68,2.39,0,44.97,39.38,1.86,0,49.22,34.59,2.13,0,59.87,25.81,0.8,0
19171171013,19,171,171013,132.74,69.18,2.49,0.62,0,127.14,41.76,3.12,141.47,55.47,5.61,0,105.32,92.24,4.36,0,115.29,81.02,4.99,0,140.22,60.45,1.87,0
19171171014,19,171,171014,149,84,4,2,0,144,60,2,157,73,3,0,113,115,7,0,118,112,6,0,141,85,7,0
19171171015,19,171,171015,78.58,43.29,3.44,2.11,0,77.59,24.42,0.55,80.13,40.85,3,0,57.71,63.39,3.78,0,66.48,54.39,5.89,0,82.91,43.74,1.33,0
19171171016,19,171,171016,92.3,145.58,3.76,3.16,0,184.53,38.03,0.45,92.25,144.65,4.67,0,71.13,163.65,5.09,0,85.13,148.37,6.28,0,89.85,143.62,6.72,0
19171171017,19,171,171017,355,500,21,1,1,661,129,11,383,444,27,0,275,562,23,1,308,518,28,1,371,456,24,0
19171171018,19,171,171018,20.05,92.84,1.23,2.45,0,100.46,10.08,0.18,18.95,93.93,2.63,0.06,14.13,98.88,1.63,0,15.43,95.72,2.95,0.03,18.17,91.94,2.93,0.06
19171171019,19,171,171019,286.45,378.5,7.08,4.51,0,500.16,110.07,3.86,312.84,336.66,13.52,1.29,225.94,417.12,16.09,0,234.31,406.82,15.45,0.64,289.67,353.39,14.81,1.29
19171171020,19,171,171020,182.32,292.26,5.68,5.76,0,354.73,77.81,1.47,176.56,297.33,6.73,0,149.61,317.22,7.15,0,158.22,308.98,10.17,0,177.79,288.36,10.9,0
19171171021,19,171,171021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19171171022,19,171,171022,60.03,44.23,1.32,0.26,0,65.03,23.96,0.53,59.77,43.71,0.79,0,50.82,49.76,1.84,0,53.19,48.97,1.84,0,60.03,42.65,2.11,0
19171171023,19,171,171023,146,192.91,3.61,2.3,0,254.92,56.1,1.97,159.45,171.59,6.89,0.66,115.16,212.6,8.2,0,119.42,207.35,7.87,0.33,147.64,180.12,7.55,0.66
19171171024,19,171,171024,86.08,56.34,2.09,0.52,0,93.38,35.47,3.13,88.68,51.65,1.57,0,70.95,67.82,3.13,0,67.82,71.99,1.57,0,79.82,58.43,2.09,0.52
19171171025,19,171,171025,78.92,51.66,1.91,0.48,0,85.62,32.53,2.87,81.32,47.35,1.43,0,65.05,62.18,2.87,0,62.18,66.01,1.43,0,73.18,53.57,1.91,0.48
19173173001,19,173,173001,92.56,57.85,3.71,1.31,0,105,27.94,1.09,97.79,50.86,2.84,0.22,73.13,74.66,3.93,0,83.82,64.18,3.06,0,90.37,53.7,6.77,0.44
19173173002,19,173,173002,75.29,47.06,3.02,1.07,0,85.41,22.73,0.89,79.55,41.37,2.31,0.18,59.49,60.73,3.2,0,68.19,52.21,2.49,0,73.51,43.68,5.5,0.36
19173173003,19,173,173003,43.87,27.42,1.76,0.62,0,49.77,13.24,0.52,46.36,24.11,1.35,0.1,34.66,35.39,1.86,0,39.73,30.42,1.45,0,42.84,25.45,3.21,0.21
19173173004,19,173,173004,86.33,53.96,3.46,1.22,0,97.93,26.06,1.02,91.21,47.44,2.65,0.2,68.21,69.63,3.66,0,78.18,59.86,2.85,0,84.29,50.09,6.31,0.41
19173173005,19,173,173005,115.48,72.18,4.63,1.63,0,131.01,34.86,1.36,122.02,63.46,3.54,0.27,91.24,93.15,4.9,0,104.59,80.07,3.81,0,112.76,67,8.44,0.54
19173173006,19,173,173006,52.46,26.48,1.53,0,0,49.91,18.33,0,56.02,17.32,2.55,0,43.8,32.59,2.55,0,46.85,26.99,3.06,0,47.36,24.95,5.09,0
19173173007,19,173,173007,50.54,25.52,1.47,0,0,48.09,17.67,0,53.98,16.68,2.45,0,42.2,31.41,2.45,0,45.15,26.01,2.94,0,45.64,24.05,4.91,0
19173173008,19,173,173008,45.38,20.41,1.7,0.66,0,41.66,13.94,0.12,46.49,19.62,1.09,0.02,39.85,26.16,0.7,0,41.32,24.97,0.86,0,43.6,21.22,2.56,0.05
19173173009,19,173,173009,101.09,40.14,3.72,1.49,0,86.22,31.22,0,102.58,40.14,2.23,0,91.43,51.29,0.74,0,92.17,51.29,1.49,0,96.63,43.85,5.2,0
19173173010,19,173,173010,114.53,49.64,2.46,1.47,0,106.66,35.39,0.98,119.44,41.29,4.42,0.49,105.19,56.53,2.95,0.49,113.54,45.22,6.39,0.49,116,43.25,3.93,0
19173173011,19,173,173011,41.96,18.19,0.9,0.54,0,39.08,12.97,0.36,43.76,15.13,1.62,0.18,38.54,20.71,1.08,0.18,41.6,16.57,2.34,0.18,42.5,15.85,1.44,0
19173173012,19,173,173012,76.51,33.17,1.64,0.99,0,71.26,23.64,0.66,79.8,27.58,2.96,0.33,70.28,37.76,1.97,0.33,75.86,30.21,4.27,0.33,77.5,28.9,2.63,0
19173173013,19,173,173013,42.65,13.99,0.68,0.34,0,34.98,10.75,0.17,43.85,12.11,0.51,0,37.36,18.43,0.17,0,38.22,16.55,0.68,0,41.12,14.84,0.85,0
19173173014,19,173,173014,28.25,9.27,0.45,0.23,0,23.17,7.12,0.11,29.04,8.02,0.34,0,24.75,12.21,0.11,0,25.31,10.96,0.45,0,27.24,9.83,0.57,0
19173173015,19,173,173015,376.35,166.11,4.01,1,0,327.28,110.09,4,384.36,132.1,14,0,338.3,187.15,6,1,358.31,161.13,9.01,1,372.33,135.12,13.01,2
19173173016,19,173,173016,40.93,13.42,0.65,0.33,0,33.56,10.31,0.16,42.07,11.62,0.49,0,35.85,17.68,0.16,0,36.67,15.88,0.65,0,39.45,14.24,0.82,0
19173173017,19,173,173017,41.38,14.67,0.75,0,0,30.47,14.67,0.75,41.38,10.53,2.26,0,39.12,15.05,1.5,0,40.25,12.79,1.13,0,40.25,12.79,3.01,0
19173173018,19,173,173018,43.14,15.3,0.78,0,0,31.77,15.3,0.78,43.14,10.98,2.35,0,40.79,15.69,1.57,0,41.97,13.33,1.18,0,41.97,13.33,3.14,0
19173173019,19,173,173019,25.48,9.03,0.46,0,0,18.76,9.03,0.46,25.48,6.49,1.39,0,24.09,9.27,0.93,0,24.79,7.88,0.69,0,24.79,7.88,1.85,0
19173173020,19,173,173020,31.8,10.43,0.51,0.25,0,26.08,8.01,0.13,32.7,9.03,0.38,0,27.86,13.74,0.13,0,28.5,12.34,0.51,0,30.66,11.07,0.64,0
19173173021,19,173,173021,59.42,19.49,0.95,0.48,0,48.72,14.97,0.24,61.08,16.87,0.71,0,52.05,25.67,0.24,0,53.24,23.05,0.95,0,57.28,20.68,1.19,0
19173173022,19,173,173022,46.6,15.28,0.75,0.37,0,38.21,11.74,0.19,47.9,13.23,0.56,0,40.82,20.13,0.19,0,41.75,18.08,0.75,0,44.92,16.22,0.93,0
19175175001,19,175,175001,232.38,115.62,4.81,1.13,0,219.94,65.87,1.7,235.77,98.1,7.92,0.28,183.19,152.94,5.37,0,200.71,137.39,5.09,0,221.35,111.66,8.2,0
19175175002,19,175,175002,205.63,132.96,8.26,1.24,0,229.16,65.65,4.13,215.54,114.79,8.26,0,159.8,167.64,9.91,0,176.31,153.6,7.02,0,198.2,126.35,10.74,0
19175175003,19,175,175003,66.56,25.31,2.81,0.31,0,55.94,23.75,0.62,67.81,23.12,2.5,0,55.31,34.38,3.12,0,60,29.38,3.75,0,63.75,25,4.38,0
19175175004,19,175,175004,146.44,55.69,6.19,0.69,0,123.06,52.25,1.38,149.19,50.88,5.5,0,121.69,75.62,6.88,0,132,64.62,8.25,0,140.25,55,9.62,0
19175175005,19,175,175005,104.06,53.57,2.61,0.71,0.24,95.29,36.74,1.66,105.72,44.33,4.74,0,82.49,64.71,6.87,0,85.57,63.77,4.98,0,92.68,53.81,7.35,0
19175175006,19,175,175006,213.75,110.04,5.36,1.46,0.49,195.74,75.47,3.41,217.16,91.05,9.74,0,169.44,132.92,14.12,0,175.77,130.98,10.22,0,190.38,110.53,15.09,0
19175175007,19,175,175007,90.92,78.21,2.61,1.3,0,122.86,32.26,0,94.83,67.46,6.19,0,76.91,87.34,4.56,0,80.49,84.4,3.91,0,88.31,73,7.17,0.33
19175175008,19,175,175008,1235.47,965.8,40.71,7.53,0,1533.16,407.73,10.48,1288.87,830.05,63.08,0.27,992.53,1129.48,55.64,1,1066.1,1073.67,46.91,0,1180.02,915.86,75.89,1.67
19175175009,19,175,175009,239.6,119.22,4.96,1.17,0,226.77,67.91,1.75,243.09,101.14,8.16,0.29,188.88,157.69,5.54,0,206.95,141.66,5.25,0,228.23,115.13,8.45,0
19175175010,19,175,175010,129.01,64.19,2.67,0.63,0,122.11,36.57,0.94,130.9,54.46,4.39,0.16,101.7,84.91,2.98,0,111.43,76.28,2.83,0,122.89,62,4.55,0
19175175011,19,175,175011,66.38,21.05,2.83,1.21,0,54.65,22.67,0,63.15,21.86,3.64,0,52.62,33.6,2.83,0,56.26,29.95,2.43,0,59.91,25.1,4.45,0
19175175012,19,175,175012,12.25,3.89,0.52,0.22,0,10.09,4.18,0,11.66,4.04,0.67,0,9.71,6.2,0.52,0,10.39,5.53,0.45,0,11.06,4.63,0.82,0
19175175013,19,175,175013,85.36,27.07,3.64,1.56,0,70.27,29.15,0,81.2,28.11,4.68,0,67.66,43.2,3.64,0,72.35,38.52,3.12,0,77.03,32.27,5.73,0
19175175014,19,175,175014,121.19,62.39,3.04,0.83,0.28,110.97,42.79,1.93,123.12,51.62,5.52,0,96.07,75.36,8.01,0,99.65,74.26,5.8,0,107.94,62.66,8.56,0
19177177001,19,177,177001,212.56,67.78,7.53,0.84,0,174.9,51.88,0.84,218.42,58.58,4.18,0,174.9,94.56,8.37,0,193.31,79.5,8.37,0,199.17,73.64,9.21,0
19177177004,19,177,177004,163.11,52.45,1.92,0.48,0,129.43,47.63,1.92,162.15,46.19,5.77,0,142.9,67.84,3.85,0,153.97,54.37,4.33,0,153.97,52.93,7.7,0.48
19177177005,19,177,177005,81.12,26.08,0.96,0.24,0,64.37,23.69,0.96,80.64,22.97,2.87,0,71.07,33.74,1.91,0,76.57,27.04,2.15,0,76.57,26.32,3.83,0.24
19177177006,19,177,177006,90.84,29.21,1.07,0.27,0,72.08,26.53,1.07,90.3,25.72,3.22,0,79.59,37.78,2.14,0,85.75,30.28,2.41,0,85.75,29.48,4.29,0.27
19177177007,19,177,177007,97.02,34.09,3.5,0,0,87.4,22.73,0.87,98.77,32.34,2.62,0,78.66,53.32,2.62,0,88.28,38.46,5.24,0.87,89.15,38.46,5.24,0
19177177008,19,177,177008,13.99,4.92,0.5,0,0,12.61,3.28,0.13,14.24,4.66,0.38,0,11.34,7.69,0.38,0,12.73,5.55,0.76,0.13,12.86,5.55,0.76,0
19177177009,19,177,177009,51.98,21.89,1.09,0.55,0,43.78,15.87,0.73,52.35,20.61,1.46,0,43.23,29,1.46,0,48.7,22.98,1.64,0,47.42,22.8,3.1,0
19177177010,19,177,177010,107.72,45.38,2.26,1.13,0,90.75,32.88,1.51,108.47,42.73,3.02,0,89.58,60.11,3.02,0,100.9,47.66,3.41,0,98.27,47.27,6.43,0
19177177011,19,177,177011,323.6,159.05,3.55,2.93,0,302.33,97.57,6.47,320.07,142.54,10.07,0.58,272.27,191.56,8.27,0,288.31,169.62,14.13,0.58,291.82,163.15,18.89,0.6
19177177012,19,177,177012,41.44,13.22,1.47,0.16,0,34.1,10.12,0.16,42.58,11.42,0.82,0,34.1,18.44,1.63,0,37.69,15.5,1.63,0,38.83,14.36,1.79,0
19177177013,19,177,177013,94.07,31.15,3.05,0.61,0,75.75,29.32,0.61,94.07,26.88,3.05,0.61,77.58,44.59,1.83,0,90.41,30.54,2.44,0,85.52,34.82,4.28,0
19177177014,19,177,177014,59.93,19.85,1.95,0.39,0,48.25,18.68,0.39,59.93,17.12,1.95,0.39,49.42,28.41,1.17,0,57.59,19.46,1.56,0,54.48,22.18,2.72,0
19177177015,19,177,177015,71.75,28.32,3.78,0,0,68.6,20.14,0.63,69.23,24.54,3.78,0,57.27,39.02,3.15,0,65.45,30.84,2.52,0,60.42,33.99,4.41,0
19177177016,19,177,177016,42.25,16.68,2.22,0,0,40.4,11.86,0.37,40.77,14.46,2.22,0,33.73,22.98,1.85,0,38.55,18.16,1.48,0,35.58,20.01,2.59,0
19177177017,19,177,177017,171.08,84.45,1.88,1.56,0,160.14,51.61,3.44,169.21,75.69,5.32,0.31,143.87,101.65,4.38,0,152.32,90.08,7.51,0.31,154.19,86.64,10.01,0.31
19177177018,19,177,177018,56.48,27.83,0.63,0.52,0,52.8,17.04,1.13,55.87,24.96,1.75,0.1,47.49,33.53,1.45,0,50.31,29.68,2.47,0.1,50.91,28.56,3.3,0.1
19177177019,19,177,177019,125.07,52.66,2.63,1.32,0,105.32,38.18,1.76,125.95,49.59,3.51,0,104.01,69.78,3.51,0,117.17,55.29,3.95,0,114.1,54.86,7.46,0
19177177020,19,177,177020,216.7,121.04,4.88,0.98,0,214.75,68.33,2.93,224.51,105.42,4.88,0,190.35,144.47,1.95,0,211.82,118.11,5.86,0,210.84,115.18,9.76,0
19179179001,19,179,179001,98.41,60.19,2.66,0.88,0.44,103.58,38.17,1.77,100.64,55.74,3.1,0.44,76.27,78.34,3.11,0.44,86.42,67.74,4.43,0.88,99.27,58.44,3.11,0.45
19179179002,19,179,179002,123.18,75.46,3.33,1.11,0.55,129.84,47.72,2.22,125.96,69.91,3.88,0.55,95.44,98.21,3.88,0.55,108.2,84.9,5.55,1.11,124.29,73.24,3.88,0.55
19179179003,19,179,179003,182.96,88.98,3,2,0,153.97,73.98,4,192.96,74.98,7,0,161.97,103.98,8,0,172.96,93.98,5,0,183.96,80.98,9,0
19179179004,19,179,179004,92,31,3,1,0,65,46,2,95,28,3,0,76,45,5,0,81,43,3,0,90,30,7,0
19179179005,19,179,179005,76,17,0,1,0,42,35,0,77,13,0,0,64,25,0,0,71,17,0,0,78,13,1,0
19179179006,19,179,179006,122.62,77.37,1.64,0.33,0.33,123.93,48.2,0.98,127.87,67.54,2.95,0,106.55,87.87,3.61,0,109.18,81.31,5.57,0,120,72.46,4.92,0
19179179007,19,179,179007,188.46,118.5,2.29,1.23,0.07,197.33,73.29,0.15,197.7,102.27,3.62,0,158.93,134.75,6.67,0.02,171.12,120.46,9.76,0,186.52,106,12.85,0.03
19179179008,19,179,179008,374.18,244.5,13.83,2.02,0.02,400.66,150.57,4.94,397.9,203.07,14.83,0,320.9,283.92,10.95,0,342.56,254.37,18.8,0,363.41,233.46,16.91,0
19179179009,19,179,179009,48.09,17.16,1.38,0.02,0,31.76,24.06,0.68,51.43,13.05,1.38,0,40.63,22.6,1.99,0,40.19,22.35,1.42,0,44.85,18.98,2.03,0.64
19179179010,19,179,179010,110.09,48.25,2.77,0,0.28,94,40.76,1.66,109.81,45.2,2.77,0.28,95.67,58.51,4.44,0.28,102.6,52.13,4.44,0.28,103.43,50.47,5.55,0.28
19179179011,19,179,179011,122.92,53.88,3.1,0,0.31,104.96,45.52,1.86,122.61,50.47,3.1,0.31,106.82,65.33,4.95,0.31,114.56,58.21,4.95,0.31,115.49,56.35,6.19,0.31
19179179012,19,179,179012,154.73,67.82,3.9,0,0.39,132.12,57.29,2.34,154.34,63.53,3.9,0.39,134.46,82.24,6.24,0.39,144.21,73.27,6.24,0.39,145.37,70.93,7.79,0.39
19179179013,19,179,179013,270.26,112.06,8.23,0,0.02,217.91,107.43,3.14,268.24,110.8,5.23,0.02,230.05,145.92,10.37,0.02,241.63,127.39,15.37,0.02,254.7,119.25,10.47,0.02
19179179014,19,179,179014,210.85,117.86,3.68,1.84,0,203.49,81.03,4.6,215.46,107.73,6.45,0,184.15,137.19,6.45,0,185.07,130.75,7.37,0,195.2,116.94,15.65,0
19179179015,19,179,179015,269.53,168.77,3.68,0.83,0.67,271.58,105.78,2.41,280.68,147.73,6.6,0,234.3,191.94,7.95,0,239.75,177.94,12.06,0,262.8,158.61,11.43,0
19179179016,19,179,179016,274,157,10,2,0,285,106,2,286,145,6,0,253,176,6,0,256,170,11,0,261,167,10,0
19179179017,19,179,179017,372.81,390.48,17.3,3.4,0,513.3,168.5,3.1,384.51,374.56,21.3,0,333.59,414.87,24.5,0,339.71,397.67,29.11,0,368.97,379.39,28.21,0
19179179018,19,179,179018,489.24,507.81,10.21,4.64,0,653.56,203.31,0.93,497.6,458.61,23.21,0,438.18,518.02,23.21,0,455.82,502.24,21.35,0,492.96,462.32,27.85,0.93
19179179019,19,179,179019,639.98,637.36,9.49,8.13,2.93,881.66,250.28,5.92,688.36,557.83,20.16,0,548.62,685.87,22.11,0.98,592.77,636.97,25.88,0,641.21,586.38,28.29,1.04
19179179020,19,179,179020,214.33,278.39,9.01,3.01,1,352.5,93.15,2,216.36,264.37,19,3,190.31,282.41,23.01,2,193.31,277.4,24.01,1,196.35,266.36,29.01,2
19179179021,19,179,179021,223,307,18,5,0,362,139,4,233,289,22,1,210,317,15,0,211,304,28,0,220,289,31,0
19179179022,19,179,179022,295.5,317.51,12.02,5,1,435.68,135.23,5,300.52,308.49,18.03,2,266.45,338.55,18.03,1,270.46,334.52,19.04,4,269.5,321.5,34.04,1
19179179023,19,179,179023,213.69,290.01,11.67,3.59,0,369.02,94.28,0.9,219.98,272.95,11.67,0,184.96,302.58,13.47,0,194.84,291.81,18.86,0,197.53,289.11,19.75,0
19179179024,19,179,179024,365.27,361.47,11.08,7.01,0,509.42,134.91,7.03,357.41,343.22,17.09,0,324.95,379.71,15.07,0,322.08,372.53,25.11,0,345.2,353.41,22.1,0
19179179025,19,179,179025,435.32,536.72,13.05,5.01,1,717.27,147.55,4.02,452.41,502.57,19.05,2,381.13,567.87,17.04,1,395.21,542.76,25.06,2,420.28,516.69,21.06,3
19179179026,19,179,179026,319.83,388.7,9.94,5.94,1.98,497.06,141.99,2.98,337.72,367.78,9.94,0,292.95,405.64,13.89,0,298.95,395.66,14.9,0,323.76,364.91,21.82,0
