GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT,school,cd_1990,cd_2000,ndv,nrv
48201000070,TX,201,0070,1438,172,1191,16,1,33,0,1,24,1261,136,1062,14,1,28,0,1,19,NA,35000,91835,NA,23640,25,19,160.4020385416701,185.12232823352886
48201000071,TX,201,0071,5164,4373,669,61,11,27,0,4,19,3474,2785,594,44,8,23,0,3,17,NA,35000,91835,NA,23640,25,19,441.90062005849484,510.0039399550193
48201000072,TX,201,0072,4777,4120,567,61,0,15,0,1,13,3267,2692,520,31,0,15,0,1,8,NA,35000,91835,NA,23640,29,30,415.56975409646014,479.6151041545906
48201000073,TX,201,0073,3257,1495,1474,236,13,11,2,1,25,2368,995,1173,160,13,9,2,0,16,NA,35000,91835,NA,23640,25,19,301.2149304255946,347.6365370792992
48201000074,TX,201,0074,4748,258,4146,58,7,219,3,8,49,3530,183,3076,43,5,184,3,8,28,NA,37612,91835,NA,16110,20,9,449.02394611585686,518.2250742778406
48201000075,TX,201,0075,2396,1507,813,22,3,18,0,3,30,1776,978,734,19,3,17,0,3,22,NA,35000,91835,NA,23640,25,19,225.91119781919596,260.7274028094744
48201000076,TX,201,0076,4319,1214,2310,364,6,344,1,8,72,3119,772,1811,245,2,239,1,4,45,NA,35000,91835,NA,34320,12,23,396.74382094486054,457.88782058713446
48201000077,TX,201,0077,941,368,430,119,0,5,0,1,18,646,212,343,77,0,4,0,0,10,NA,35000,91835,NA,23640,10,26,82.17265416171206,94.83665665254533
48201000078,TX,201,0078,3841,3350,439,29,2,4,0,3,14,2536,2112,385,21,2,3,0,3,10,NA,35000,91835,NA,23640,29,30,322.58490859768074,372.299940047763
48201000079,TX,201,0079,8364,7456,449,411,10,18,0,1,19,5740,4886,417,399,6,17,0,1,14,NA,35000,91835,NA,23640,29,30,730.1409208796085,842.6662680891798
48201000080,TX,201,0080,6726,3211,1585,1781,10,46,0,8,85,4613,2009,1374,1123,8,36,0,5,58,NA,35000,91835,NA,23640,29,30,586.7839839751977,677.2159398424018
48201000081,TX,201,0081,5617,4177,1325,57,16,23,1,3,15,3660,2521,1065,34,10,16,1,0,13,NA,27996,91835,NA,20250,29,30,465.5602387490187,537.3098503843898
48201000082,TX,201,0082,2077,604,1383,45,4,19,0,2,20,1706,420,1212,36,4,16,0,2,16,NA,35000,91835,NA,23640,25,19,217.00704024749342,250.45098490594785
48201000083,TX,201,0083,4408,1038,1725,1405,12,147,0,18,63,2972,643,1277,885,11,109,0,9,38,NA,35000,91835,NA,23910,22,10,378.0450900442852,436.3073429897286
48201000084,TX,201,0084,2545,360,2097,7,9,29,5,10,28,1806,211,1534,6,9,20,3,2,21,NA,19624,93645,NA,16530,10,23,229.72726534992566,265.13158191098586
48201000085,TX,201,0085,2336,39,21,2228,4,21,0,6,17,1971,27,21,1880,3,21,0,6,13,NA,35000,91835,NA,23640,25,19,250.71563676893877,289.3545669692985
48201000086,TX,201,0086,3544,2090,1050,337,13,7,3,3,41,2622,1339,934,295,11,7,3,2,31,NA,35000,91835,NA,23640,25,19,333.52430218577246,384.92525347209573
48201000087,TX,201,0087,3642,189,3214,14,3,177,3,1,41,2554,146,2240,10,3,130,2,0,23,NA,77956,91835,NA,23640,10,26,324.87454911611854,374.94244750866994
48201000088,TX,201,0088,4450,1174,2796,359,24,26,3,5,63,3187,707,2172,220,22,21,1,2,42,NA,41440,93645,NA,26190,10,26,405.39357401451446,467.8706265505603
48201000089,TX,201,0089,1546,100,1343,16,0,64,0,6,17,1032,66,902,10,0,39,0,6,9,NA,69272,91835,NA,23640,10,26,131.27272305710036,151.50376109199192
48201000090,TX,201,0090,3879,206,3506,43,8,72,6,1,37,2887,133,2642,25,6,50,4,1,26,NA,23164,93645,NA,14280,12,23,367.23289870721777,423.82883553544633
48201000091,TX,201,0091,2613,609,1647,196,10,95,1,2,53,2161,442,1453,139,10,80,1,2,34,NA,76948,91835,NA,14280,22,10,274.88406446356,317.24770127887064
48201000092,TX,201,0092,8565,530,6733,221,13,932,1,17,118,5924,352,4723,146,12,631,1,13,46,NA,35000,91835,NA,14280,12,23,753.5461350680839,869.6785665784497
48201000093,TX,201,0093,9014,6640,2125,100,25,40,4,2,78,5942,4071,1712,59,17,28,4,1,50,NA,69020,91835,NA,34320,29,30,755.8357755865217,872.3210740393565
48201000094,TX,201,0094,2295,1971,237,62,2,12,0,0,11,1501,1225,221,41,2,7,0,0,5,NA,35000,91835,NA,23640,29,30,190.93057878750741,220.35576104562003
48201000095,TX,201,0095,4187,250,3410,67,13,371,0,5,71,3296,184,2714,54,7,282,0,3,52,NA,35000,91835,NA,25170,20,2,419.2586193761655,483.87247728605166
48201000096,TX,201,0096,341,134,191,12,2,0,0,0,2,250,85,155,6,2,0,0,0,2,NA,06128,90225,NA,21150,10,26,31.800562756080517,36.70149251259494
48201000097,TX,201,0097,6979,617,5677,536,28,26,1,5,89,4956,379,4125,354,24,22,1,4,47,NA,17756,92795,NA,15750,22,10,630.4143560765401,727.570387569682
48201000098,TX,201,0098,6692,376,6127,61,24,39,4,1,60,4792,238,4423,41,18,28,3,0,41,NA,35000,92795,NA,23820,21,9,609.5531869085513,703.4942084814197
48201000099,TX,201,0099,4841,2219,2225,344,6,4,5,2,36,3407,1297,1839,234,5,4,5,2,21,NA,06128,90225,NA,21150,10,26,433.3780692398652,500.1679399616438
48201000100,TX,201,0100,4402,2030,1832,475,13,10,0,5,37,3010,1198,1475,296,9,7,0,1,24,NA,06128,90225,NA,21150,10,26,382.87877558320935,441.88596985164304
48201000101,TX,201,0101,1098,259,599,148,8,59,1,7,17,766,153,464,96,4,35,1,2,11,NA,06128,90225,NA,21150,10,10,96.59783983652818,116.98326359832637
48201000102,TX,201,0102,5441,3993,640,740,17,13,3,0,35,3565,2497,515,504,10,10,3,0,26,NA,06128,90225,NA,21150,10,26,453.4760249017082,523.3632832296038
48201000103,TX,201,0103,4880,1097,2968,615,14,106,0,11,69,3380,674,2179,397,13,75,0,4,38,NA,06128,92795,NA,21150,22,10,429.94360846220854,496.2041787702836
48201000104,TX,201,0104,2770,548,132,2040,5,17,0,9,19,1998,317,112,1532,4,15,0,5,13,NA,35000,91835,NA,33060,25,19,254.15009754659548,293.3183281606587
48201000105,TX,201,0105,6925,5567,1130,136,21,33,1,4,33,4588,3482,952,90,19,23,1,3,18,NA,35000,91835,NA,23640,29,30,583.6039276995896,673.5457905911423
48201000106,TX,201,0106,1320,520,762,22,0,8,0,1,7,897,290,581,14,0,8,0,1,3,NA,35000,91835,NA,07710,29,30,114.10041916881688,131.68495513519065
48201000107,TX,201,0107,4691,3675,408,578,2,15,0,0,13,3055,2260,348,426,2,10,0,0,9,NA,35000,91835,NA,23640,29,30,388.6028768793039,448.49223850391013
48201000108,TX,201,0108,7109,1996,3653,1123,24,176,17,7,113,5005,1285,2889,594,20,121,14,5,77,NA,35348,91835,NA,23910,21,9,636.647266376732,734.7638801021507
48201000109,TX,201,0109,3721,218,28,3445,2,15,0,0,13,2409,127,20,2240,2,9,0,0,11,NA,35000,91835,NA,07710,25,19,306.43022271759185,353.65558185136484
48201000110,TX,201,0110,3777,348,2918,390,7,64,1,0,49,2858,238,2264,270,7,48,1,0,30,NA,69596,92845,NA,41220,21,9,363.54403342751243,419.5714624039853
48201000111,TX,201,0111,4202,568,3066,303,14,161,6,7,77,3234,388,2475,201,12,113,2,3,40,NA,NA,92845,NA,41220,21,9,411.37207981265755,474.7705071429282
48201000112,TX,201,0112,7453,672,5942,277,24,429,0,4,105,4924,401,3993,174,14,284,0,2,56,NA,NA,92845,NA,25740,21,9,626.3438840437618,722.87259652807
48201000113,TX,201,0113,3541,344,2711,211,7,206,0,14,48,2820,241,2221,158,6,157,0,9,28,NA,NA,92845,NA,25740,29,30,358.7103478885882,413.9928355420709
48201000114,TX,201,0114,7272,644,6115,369,22,38,1,11,72,4881,376,4199,208,16,32,1,8,41,NA,73316,92845,NA,25740,21,9,620.874187249716,716.5599398159036
48201000115,TX,201,0115,4586,1962,579,2003,10,4,1,6,21,2972,1198,502,1246,8,3,1,4,10,NA,35000,91835,NA,33060,29,19,378.0450900442852,436.3073429897286
48201000116,TX,201,0116,3611,156,3294,12,16,107,1,2,23,2591,104,2374,7,8,83,0,1,14,NA,69812,91835,NA,41100,20,2,329.58103240401846,380.37426840053394
48201000117,TX,201,0117,8031,4683,2031,1076,27,93,0,16,105,5399,2891,1674,680,21,68,0,6,59,NA,35000,91835,NA,16110,25,19,686.7649532803148,792.6054323020003
48201000118,TX,201,0118,2534,107,2215,6,0,175,0,1,30,1823,72,1608,6,0,123,0,0,14,NA,35000,91835,NA,41100,20,2,231.8897036173391,267.6272834018423
48201000119,TX,201,0119,7020,2332,4402,148,19,33,2,7,77,4566,1372,3041,81,8,22,2,3,37,NA,38476,91835,NA,25170,20,32,580.8054781770545,670.316059250034
48201000120,TX,201,0120,4129,2514,789,573,4,157,0,10,82,2465,1419,605,292,4,106,0,4,35,NA,35000,91835,NA,41100,20,2,313.55354877495387,361.87671617418613
48201000121,TX,201,0121,1264,411,681,136,3,5,5,1,22,869,226,523,97,3,3,4,1,12,NA,35000,92845,NA,44430,20,32,110.53875614013587,127.57438797378
48201000122,TX,201,0122,5361,2077,426,2775,5,39,0,5,34,3816,1302,361,2089,4,34,0,2,24,NA,35000,91835,NA,23640,25,19,485.40378990881294,560.2115817122491
48201000123,TX,201,0123,1930,335,1339,88,6,91,1,6,64,1803,286,1284,84,6,89,1,4,49,NA,35000,91835,NA,23640,25,19,229.34565859685267,264.6911640008347
48201000124,TX,201,0124,5976,403,5183,128,17,187,0,3,55,3759,242,3268,92,12,122,0,1,22,NA,35000,92845,NA,16110,20,32,478.1532616004266,551.8436414193775
48201000125,TX,201,0125,3275,420,2374,236,17,188,1,4,35,2404,264,1805,166,11,131,1,2,24,NA,NA,92845,NA,16110,20,32,305.79421146247023,352.92155200111296
48201000126,TX,201,0126,3485,379,2994,53,12,11,0,7,29,2371,208,2092,27,12,7,0,2,23,NA,35000,92845,NA,42960,21,9,301.59653717866763,348.07695498945037
48201000127,TX,201,0127,8939,1087,7219,434,29,56,4,17,93,6652,738,5506,282,19,39,3,5,60,NA,73316,92845,NA,42960,21,9,846.1493738137904,976.5533127751261
48201000128,TX,201,0128,2933,158,2518,30,0,171,4,0,52,2069,111,1785,18,0,125,4,0,26,NA,07300,91835,NA,23640,10,26,263.18145736932235,303.7415520342357
48201000129,TX,201,0129,3722,257,3257,46,3,117,0,3,39,2946,202,2568,41,2,100,0,3,30,NA,35000,91835,NA,23640,20,2,374.7378315176528,432.49038776841877
48201000130,TX,201,0130,2953,195,2591,50,1,79,0,1,36,2521,152,2237,37,1,63,0,0,31,NA,35000,91835,NA,23640,20,2,320.67687483231595,370.09785049700736
48201000131,TX,201,0131,3663,2000,949,595,18,56,3,7,35,2386,1177,762,371,13,37,3,1,22,NA,35000,91835,NA,23640,10,26,303.5045709440325,350.27904454020614
48201000132,TX,201,0132,3060,104,31,2904,1,2,1,6,11,2220,63,24,2119,1,0,1,5,7,NA,35000,91835,NA,23640,25,19,282.38899727399496,325.909253511843
48201000133,TX,201,0133,3409,192,2933,29,3,198,0,10,44,2395,130,2085,15,1,137,0,5,22,NA,77956,91835,NA,23640,10,26,304.64939120325135,351.60029827065955
48201000134,TX,201,0134,3119,1449,1336,228,14,39,2,6,45,2242,910,1105,154,12,33,1,3,24,NA,35000,91835,NA,23640,10,26,285.18744679653,329.1389848529514
48201000135,TX,201,0135,1081,74,956,9,1,35,0,0,6,845,54,751,6,1,27,0,0,6,NA,35000,91835,NA,23640,20,26,107.48590211555214,124.0510446925709
48201000136,TX,201,0136,3438,104,72,3189,0,33,1,6,33,2503,74,67,2302,0,33,0,6,21,NA,35000,91835,NA,23640,25,19,318.3872343138781,367.4553430361005
48201000137,TX,201,0137,843,45,746,10,0,27,0,0,15,738,38,658,9,0,20,0,0,13,NA,35000,91835,NA,23640,20,26,93.87526125594968,108.34280589718026
48201000138,TX,201,0138,3026,658,20,2317,3,9,3,0,16,2158,397,14,1724,1,8,1,0,13,NA,35000,91835,NA,23640,25,19,274.502457710487,316.8072833687195
48201000139,TX,201,0139,3229,300,2747,38,2,96,2,4,40,3020,261,2592,34,2,91,2,4,34,NA,35000,91835,NA,23640,20,26,384.15079809345264,443.35402955214687
48201000140,TX,201,0140,3043,288,399,2229,1,77,1,2,46,2396,196,383,1705,1,74,1,0,36,NA,35000,91835,NA,23640,25,19,304.77659345427566,351.74710424070986
48201000141,TX,201,0141,2665,1122,1460,31,7,18,0,0,27,1787,627,1095,23,7,14,0,0,21,NA,14236,91835,NA,13590,10,26,227.31042258046352,262.3422684800286
48201000142,TX,201,0142,2678,2327,272,27,1,28,12,0,11,1686,1418,222,14,1,19,5,0,7,NA,35000,91835,NA,23640,29,30,214.46299522700699,247.51486550494025
48201000143,TX,201,0143,1011,694,307,2,2,3,1,0,2,681,425,247,2,1,3,1,0,2,NA,56000,92975,NA,34320,29,30,86.62473294756333,99.97486560430862
48201000144,TX,201,0144,1845,209,17,1586,0,17,0,3,13,1352,134,13,1176,0,15,0,2,12,NA,35000,91835,NA,23640,25,19,171.9774433848834,198.4816715081134
48201000145,TX,201,0145,1811,112,46,1641,2,6,1,2,1,1355,64,41,1242,2,4,1,0,1,NA,35000,91835,NA,23640,25,19,172.3590501379564,198.92208941826456
48201000146,TX,201,0146,3159,753,1912,296,6,151,4,8,29,2522,515,1625,222,6,121,2,8,23,NA,35000,91835,NA,23640,10,26,320.8040770833402,370.2446564670577
48201000147,TX,201,0147,5083,790,777,3321,2,123,0,8,62,3346,492,619,2107,0,97,0,5,26,NA,35000,91835,NA,07710,25,19,425.61873192738165,491.2127757885707
48201000148,TX,201,0148,3515,231,3007,33,1,194,0,4,45,2778,184,2373,27,1,162,0,3,28,NA,35000,91835,NA,23640,10,26,353.3678533455667,407.82698479995497
48201000149,TX,201,0149,6710,1514,4181,538,15,387,1,6,68,4228,840,2784,298,10,261,1,2,32,NA,35000,92845,NA,16110,20,32,537.8111173308337,620.6956413730056
48201000150,TX,201,0150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,35000,91835,NA,20250,10,26,0,0
48201000151,TX,201,0151,1033,395,22,608,0,1,0,0,7,744,249,19,468,0,1,0,0,7,NA,35000,91835,NA,33060,25,19,94.63847476209561,109.22364171748254
48201000152,TX,201,0152,8998,6640,1266,960,18,58,2,6,48,5806,4052,1040,619,15,44,2,4,30,NA,35000,91835,NA,23640,29,30,738.5362694472138,852.3554621125048
48201000153,TX,201,0153,6199,5315,720,111,4,18,0,1,30,4131,3406,595,88,3,16,0,1,22,NA,35000,91835,NA,23640,29,30,525.4724989814744,606.4554622781187
48201000154,TX,201,0154,5269,4709,485,39,2,18,0,0,16,3574,3089,433,27,2,14,0,0,9,NA,35000,91835,NA,23640,29,30,454.62084516092705,524.6845369600572
48201000155,TX,201,0155,2805,927,909,785,8,114,5,1,56,2173,663,781,587,5,94,2,1,40,NA,35000,91835,NA,16110,25,19,276.4104914758518,319.0093729194752
48201000156,TX,201,0156,4262,407,67,3756,6,1,2,3,20,3065,242,57,2743,6,0,2,2,13,NA,35000,91835,NA,23640,25,19,389.8748993895471,449.96029820441396
48201000157,TX,201,0157,3087,493,26,2515,1,1,0,1,50,2172,293,19,1829,1,1,0,1,28,NA,35000,91835,NA,07710,25,19,276.2832892248275,318.86256694942483
48201000158,TX,201,0158,4763,119,12,4470,4,129,0,2,27,2961,49,11,2810,3,73,0,1,14,NA,35000,91835,NA,23640,25,19,376.6458652830176,434.69247731917443
48201000159,TX,201,0159,2164,566,46,1529,2,12,0,0,9,1206,287,27,872,2,9,0,0,9,NA,35000,91835,NA,23640,25,19,153.4059147353324,177.04799988075797
48201000160,TX,201,0160,1567,417,21,1113,1,3,0,0,12,1097,233,19,835,0,2,0,0,8,NA,35000,91835,NA,23640,25,19,139.5408693736813,161.04614914526658
48201000161,TX,201,0161,1783,261,47,1466,1,0,0,0,8,1306,172,39,1088,1,0,0,0,6,NA,35000,91835,NA,23640,25,19,166.1261398377646,191.72859688579595
48201000162,TX,201,0162,4978,3909,898,131,6,22,1,0,11,3210,2358,727,96,4,15,1,0,9,NA,35000,91835,NA,20250,29,30,408.3192257880738,471.247163861719
48201000163,TX,201,0163,7706,5806,1774,59,22,15,0,0,30,5142,3544,1492,56,15,14,0,0,21,NA,37156,91835,NA,20250,29,30,654.073974767064,754.8762979990527
48201000164,TX,201,0164,2257,165,14,2054,2,4,0,0,18,1629,77,13,1523,2,4,0,0,10,NA,35000,91835,NA,20250,29,19,207.21246691862063,239.1469252120686
48201000165,TX,201,0165,3464,757,2413,49,7,183,3,8,44,2671,486,1965,34,5,144,3,7,27,NA,35000,91835,NA,41100,20,2,339.75721248596426,392.11874600456434
48201000166,TX,201,0166,2028,1359,602,31,9,20,1,0,6,1470,880,536,27,5,16,1,0,5,NA,35000,91835,NA,23640,25,19,186.98730900575342,215.80477597405823
48201000167,TX,201,0167,34,27,0,5,0,0,0,1,1,23,18,0,3,0,0,0,1,1,NA,35000,91835,NA,23640,25,19,2.9256517735594074,3.3765373111587347
48201000168,TX,201,0168,1122,259,15,833,5,2,0,0,8,775,147,13,604,2,2,0,0,7,NA,35000,91835,NA,23640,25,19,98.5817445438496,113.7746267890443
48201000169,TX,201,0169,3799,198,40,3513,3,21,0,0,24,2531,83,28,2385,3,17,0,0,15,NA,35000,91835,NA,23640,25,19,321.9488973425591,371.56591019751113
48201000170,TX,201,0170,5091,3118,1775,89,17,50,0,2,40,3268,1823,1325,49,10,35,0,2,24,NA,56000,92975,NA,34320,10,26,415.6969563474845,479.761910124641
48201000171,TX,201,0171,3248,1336,73,1807,5,15,0,0,12,2172,816,68,1266,3,11,0,0,8,NA,35000,91835,NA,23640,25,19,276.2832892248275,318.86256694942483
48201000172,TX,201,0172,1591,1157,304,74,0,38,5,6,7,1053,699,271,44,0,30,2,2,5,NA,35000,91835,NA,23640,10,26,133.94397032861113,154.5866864630499
48201000173,TX,201,0173,3591,2619,664,115,2,169,0,1,21,2500,1727,548,80,2,125,0,1,17,NA,35000,91835,NA,41100,20,2,318.0056275608052,367.0149251259494
48201000174,TX,201,0174,3787,162,3096,67,10,369,2,13,68,2618,96,2184,44,7,255,2,7,23,NA,56000,91835,NA,14280,12,23,333.01549318167514,384.33802959189416
48201000175,TX,201,0175,3852,446,2822,81,6,426,4,6,61,2791,313,2073,61,5,300,4,2,33,NA,35000,91835,NA,23640,10,26,355.0214826088829,409.7354624106099
48201000176,TX,201,0176,2664,189,2084,96,3,242,0,10,40,2047,149,1605,77,3,181,0,4,28,NA,35000,91835,NA,23640,10,26,260.3830078467872,300.51182069312733
48201000177,TX,201,0177,1775,107,1548,30,2,48,1,2,37,1569,85,1380,22,2,45,1,2,32,NA,35000,91835,NA,23640,20,2,199.58033185716133,230.33856700904585
48201000178,TX,201,0178,1980,147,1708,50,4,40,0,0,31,1690,123,1470,35,4,35,0,0,23,NA,35000,91835,NA,23640,20,2,214.97180423110427,248.1020893851418
48201000179,TX,201,0179,7062,4287,2113,371,16,201,0,3,71,4840,2638,1767,234,11,143,0,2,45,NA,35000,91835,NA,41100,25,19,615.6588949577188,710.540895043838
48201000180,TX,201,0180,4423,986,53,3340,7,15,2,2,18,3114,577,45,2457,5,14,2,2,12,NA,35000,91835,NA,23640,25,19,396.10780968973893,457.15379073688257
48201000181,TX,201,0181,5229,4056,1095,34,15,9,0,1,19,3369,2414,909,21,8,7,0,0,10,NA,35000,91835,NA,23640,29,30,428.544383700941,494.5893130997294
48201000182,TX,201,0182,4330,368,3607,23,13,264,4,1,50,3052,267,2545,15,8,187,2,1,27,NA,07300,91835,NA,23640,10,26,388.2212701262309,448.051820593759
48201000183,TX,201,0183,3291,114,2971,10,1,158,0,7,30,2211,73,2008,6,1,113,0,1,9,NA,77956,91835,NA,23640,10,26,281.2441770147761,324.5879997813896
48201000184,TX,201,0184,3057,2185,650,182,3,22,0,0,15,2288,1492,591,170,3,21,0,0,11,NA,35000,91835,NA,23640,29,30,291.03875034364887,335.89205947526887
48201000185,TX,201,0185,3924,1746,1178,688,2,264,0,3,43,2901,1112,1073,488,2,192,0,3,31,NA,35000,91835,NA,07710,29,30,369.01373022155826,425.8841191161517
48201000186,TX,201,0186,2072,1579,23,464,0,1,1,2,2,1366,985,17,360,0,1,1,0,2,NA,35000,91835,NA,23640,25,19,173.75827489922392,200.53695508881873
48201000187,TX,201,0187,1342,1285,38,15,0,0,0,1,3,913,865,32,12,0,0,0,1,3,NA,35000,91835,NA,23640,29,30,116.13565518520605,134.03385065599673
48201000188,TX,201,0188,1921,1229,654,3,9,2,0,0,24,1245,707,514,2,7,1,0,0,14,NA,56000,92975,NA,34320,29,30,158.36680252528097,182.77343271272278
48201000189,TX,201,0189,2481,778,1610,39,12,14,1,2,25,1961,531,1356,30,10,12,1,2,19,NA,35000,91835,NA,23640,25,19,249.44361425869556,287.8865072687947
48201000190,TX,201,0190,1379,1149,205,8,4,1,0,2,10,912,715,179,7,2,1,0,2,6,NA,56000,92975,NA,34320,29,30,116.00845293418172,133.88704468594634
48201000191,TX,201,0191,11128,8825,2032,144,11,58,0,1,57,7024,5289,1560,77,11,45,0,1,41,NA,56000,92975,NA,34320,29,30,893.4686111948381,1031.1651336338673
48201000192,TX,201,0192,3270,1112,50,2087,2,4,0,6,9,2379,717,42,1602,2,3,0,4,9,NA,35000,91835,NA,23640,25,19,302.6141551868622,349.25140274985347
48201000193,TX,201,0193,1972,114,18,1801,4,2,0,4,29,1430,69,14,1320,2,2,0,3,20,NA,35000,91835,NA,23640,25,19,181.89921896478054,209.93253717204306
48201000194,TX,201,0194,2468,451,620,1307,7,41,2,0,40,2017,310,590,1043,7,41,2,0,24,NA,35000,91835,NA,23640,25,19,256.5669403160576,296.10764159161596
48201000195,TX,201,0195,2778,296,35,2422,4,1,0,1,19,2071,180,27,1849,4,1,0,1,9,NA,35000,91835,NA,23640,25,19,263.435861871371,304.03516397433646
48201000196,TX,201,0196,707,326,3,372,0,5,0,0,1,509,201,3,302,0,2,0,0,1,NA,35000,91835,NA,23640,25,19,64.74594577137994,74.7242387556433
48201000197,TX,201,0197,4182,341,59,3754,1,10,0,6,11,2862,213,51,2579,0,8,0,4,7,NA,35000,91835,NA,23640,25,19,364.05284243160975,420.15868628418684
48201000198,TX,201,0198,1441,196,12,1176,1,38,0,1,17,1024,105,9,873,0,26,0,1,10,NA,35000,91835,NA,23640,25,19,130.2551050489058,150.32931333158885
48201000199,TX,201,0199,4190,301,3641,62,25,109,1,0,51,3192,198,2819,37,16,89,1,0,32,NA,35000,91835,NA,23910,21,9,406.02958526963596,468.60465640081213
48201000200,TX,201,0200,4442,631,3336,246,7,183,0,6,33,3944,463,3138,138,7,163,0,6,29,NA,35000,91835,NA,23640,25,19,501.68567803992624,579.0027458786977
48201000201,TX,201,0201,1686,506,17,1148,0,11,0,0,4,1106,268,16,810,0,9,0,0,3,NA,35000,91835,NA,23640,25,19,140.6856896329002,162.36740287572002
48201000202,TX,201,0202,2229,283,34,1897,2,4,0,0,9,1403,163,26,1205,1,2,0,0,6,NA,35000,91835,NA,23640,25,19,178.46475818712386,205.9687759806828
48201000203,TX,201,0203,3146,2394,199,510,1,25,0,3,14,2056,1539,175,311,1,16,0,3,11,NA,35000,91835,NA,23640,29,30,261.52782810600615,301.8330744235808
48201000204,TX,201,0204,4500,996,3089,205,17,127,0,7,59,3894,775,2771,182,11,106,0,6,43,NA,35000,91835,NA,23640,25,19,495.3255654887101,571.6624473761788
48201000205,TX,201,0205,1319,301,835,53,4,62,0,6,58,1092,245,703,42,4,58,0,4,36,NA,35000,91835,NA,23640,20,2,138.9048581185597,160.3121192950147
48201000206,TX,201,0206,7226,6062,1022,51,5,38,4,6,38,4965,3963,899,38,5,24,3,4,29,NA,35000,91835,NA,23640,25,19,631.559176335759,728.8916413001355
48201000207,TX,201,0207,3636,2701,847,33,5,20,2,0,28,2752,1906,772,27,5,19,1,0,22,NA,35000,91835,NA,23640,25,19,350.0605948189343,404.0100295786451
48201000208,TX,201,0208,4976,3167,1022,746,6,6,0,1,28,3354,1873,854,593,6,4,0,1,23,NA,27996,91835,NA,20250,29,30,426.63634993557616,492.3872235489737
48201000209,TX,201,0209,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,35000,91835,NA,41100,20,2,0.12720225102432206,0.14680597005037974
48201000210,TX,201,0210,3465,229,195,2948,1,42,0,4,46,2735,153,167,2344,1,32,0,3,35,NA,35000,91835,NA,23640,25,19,347.8981565515208,401.5143280877886
48201000211,TX,201,0211,9316,6766,1216,206,8,1053,1,2,64,6224,4203,1058,143,7,769,1,2,41,NA,35000,91835,NA,23640,29,30,791.7068103753805,913.7203575935637
48201000212,TX,201,0212,4745,3369,352,976,14,13,0,1,20,3146,2045,300,771,6,10,0,1,13,NA,35000,91835,NA,07710,29,30,400.17828172251717,461.8515817784947
48201000213,TX,201,0213,4286,157,3869,14,4,202,0,5,35,2949,114,2658,11,4,140,0,3,19,NA,35480,91835,NA,41100,20,2,375.11943827072577,432.9308056785699
48201000214,TX,201,0214,2316,216,1913,18,4,133,0,4,28,1737,149,1462,13,3,94,0,2,14,NA,07300,91835,NA,23640,10,26,220.95031002924742,255.00196997750965
48201000215,TX,201,0215,3033,279,2476,33,1,201,0,7,36,2371,206,1972,27,1,144,0,4,17,NA,07300,91835,NA,23640,10,26,301.59653717866763,348.07695498945037
48201000216,TX,201,0216,4249,1815,259,2126,12,19,0,1,17,2789,1058,220,1472,11,15,0,0,13,NA,35000,91835,NA,23640,10,19,354.7670781068342,409.4418504705091
48201000217,TX,201,0217,3438,228,3044,29,1,94,3,6,33,2803,176,2490,26,1,82,2,5,21,NA,35000,91835,NA,23640,20,26,356.5479096211747,411.49713405121446
48201000218,TX,201,0218,8145,6896,1029,139,6,42,0,0,33,5516,4494,869,94,4,37,0,0,18,NA,35000,91835,NA,23640,29,30,701.6476166501604,809.7817307978946
48201000219,TX,201,0219,3241,308,166,2708,3,24,0,0,32,2400,201,142,2016,3,15,0,0,23,NA,35000,91835,NA,23640,25,19,305.28540245837297,352.33432812091144
48201000220,TX,201,0220,6843,2451,4228,44,25,30,2,7,56,4656,1396,3155,32,12,19,2,4,36,NA,14236,91835,NA,13590,10,26,592.2536807692435,683.5285965545681
48201000221,TX,201,0221,6059,4004,1876,70,7,53,2,6,41,4143,2417,1609,41,4,44,1,0,27,NA,35000,91835,NA,23640,29,30,526.9989259937663,608.2171339187233
48201000222,TX,201,0222,2926,128,2652,21,7,64,4,8,42,2323,107,2102,19,5,55,3,6,26,NA,35000,91835,NA,23640,10,26,295.4908291295001,341.0302684270322
48201000223,TX,201,0223,7212,722,3181,1210,13,1775,10,37,264,6498,633,3004,1089,12,1512,6,28,214,NA,35000,91835,NA,23640,10,26,826.5602271560447,953.9451933873676
48201000224,TX,201,0224,4457,548,2447,769,6,554,4,10,119,3596,403,2038,610,6,448,4,8,79,NA,35000,91835,NA,23640,10,26,457.41929468346217,527.9142683011656
48201000225,TX,201,0225,2644,2048,469,108,7,5,1,3,3,1897,1388,400,92,7,5,1,1,3,NA,35000,91835,NA,23640,25,19,241.30267019313897,278.4909251855704
48201000226,TX,201,0226,7764,7070,447,122,11,76,0,11,27,5076,4509,400,82,7,55,0,8,15,NA,35000,91835,NA,23640,29,30,645.6786261994587,745.1871039757276
