GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,cd_1990,cd_2000,ndv,nrv
21047201100,21,047,2011,3713,3469,179,18,6,2,0,3,36,2782,2609,137,9,4,2,0,2,19,NA,18658,90928,01150,1,5,NA,NA
21047201200,21,047,2012,2723,2498,153,29,15,3,0,0,25,2023,1863,127,11,8,1,0,0,13,NA,37918,91768,01150,1,5,NA,NA
21047201300,21,047,2013,9950,6452,2190,722,81,118,39,17,331,6876,4607,1469,466,49,99,31,4,151,NA,57090,92720,01150,1,5,NA,NA
21047201400,21,047,2014,2345,2172,97,33,11,10,0,0,22,1688,1567,76,20,8,8,0,0,9,NA,43444,91960,01150,1,5,NA,NA
21047201500,21,047,2015,15386,8330,3857,2112,138,252,146,64,487,10279,5892,2410,1351,104,194,88,25,215,NA,28486,91288,00078,1,5,NA,NA
21049020101,21,049,020101,5238,4979,156,58,14,5,0,3,23,4040,3873,104,35,10,4,0,2,12,NA,83676,93744,01200,6,4,NA,NA
21049020103,21,049,020103,3515,3444,13,35,5,11,0,0,7,2536,2492,7,23,5,6,0,0,3,NA,83676,93744,01200,6,4,NA,NA
21049020104,21,049,020104,6902,6490,229,85,8,22,0,7,61,5095,4841,153,48,7,15,0,0,31,NA,83676,93744,01200,6,4,NA,NA
21049020200,21,049,0202,7177,5815,1114,147,15,7,1,6,72,5382,4374,856,96,9,7,1,0,39,NA,83676,93744,01200,6,4,NA,NA
21049020300,21,049,0203,2118,2092,2,15,1,2,0,0,6,1601,1580,2,13,1,2,0,0,3,NA,NA,93744,01200,6,4,NA,NA
21049020400,21,049,0204,3008,2975,4,13,6,0,0,0,10,2262,2241,2,8,6,0,0,0,5,NA,NA,90712,01200,6,4,NA,NA
21049020500,21,049,0205,2248,2202,9,21,3,4,1,0,8,1729,1702,6,11,3,4,1,0,2,NA,83676,90288,01200,6,4,NA,NA
21049020600,21,049,0206,2938,2835,41,19,5,13,1,1,23,2276,2200,37,10,4,10,1,1,13,NA,83676,93744,01200,6,4,NA,NA
21051950100,21,051,9501,2718,2608,57,24,6,5,0,1,17,1841,1799,11,12,5,5,0,1,8,NA,NA,92616,01230,5,3,NA,NA
21051950200,21,051,9502,6064,5981,27,17,9,2,0,0,28,4470,4413,23,12,6,0,0,0,16,NA,NA,90448,01230,5,3,NA,NA
21051950300,21,051,9503,7145,5833,979,218,26,18,2,3,66,5751,4508,947,207,23,17,2,0,47,NA,49656,92216,01230,5,3,NA,NA
21051950400,21,051,9504,3870,3821,0,27,0,1,0,0,21,2787,2751,0,19,0,1,0,0,16,NA,NA,90248,01230,5,3,NA,NA
21051950500,21,051,9505,3132,2988,87,33,6,2,0,0,16,2309,2199,71,22,5,1,0,0,11,NA,NA,93200,01230,5,3,NA,NA
21051950600,21,051,9506,1627,1602,1,14,0,0,0,0,10,1166,1145,0,12,0,0,0,0,9,NA,NA,90096,01230,5,3,NA,NA
21053970100,21,053,9701,2695,2657,0,19,13,1,0,0,5,2071,2044,0,14,8,1,0,0,4,NA,NA,90944,01260,1,5,NA,NA
21053970200,21,053,9702,6939,6793,10,99,10,3,0,0,24,5379,5252,10,85,10,2,0,0,20,NA,00694,90032,01260,1,5,NA,NA
21055990100,21,055,9901,1788,1776,2,1,0,0,0,0,9,1363,1355,0,1,0,0,0,0,7,NA,NA,90904,01380,1,5,NA,NA
21055990200,21,055,9902,4370,4235,56,28,4,1,0,3,43,3435,3344,43,20,3,1,0,1,23,NA,50034,92240,01380,1,5,NA,NA
21055990300,21,055,9903,1393,1371,3,11,4,0,0,0,4,965,951,1,8,4,0,0,0,1,NA,NA,90920,01380,1,5,NA,NA
21055990400,21,055,9904,1833,1808,0,8,4,7,0,0,6,1443,1423,0,7,4,5,0,0,4,NA,23140,90912,01380,1,5,NA,NA
21057950100,21,057,9501,4418,4096,234,32,8,3,0,1,44,3361,3133,181,22,8,2,0,1,14,NA,11098,90432,01410,1,5,NA,NA
21057950200,21,057,9502,2729,2697,8,11,1,0,0,0,12,2097,2071,8,7,1,0,0,0,10,NA,11098,90960,01410,1,5,NA,NA
21059000100,21,059,0001,3391,2606,701,24,3,0,0,3,54,2514,1977,489,19,3,0,0,1,25,NA,58620,92624,04590,2,6,NA,NA
21059000200,21,059,0002,3565,2509,920,43,6,2,1,9,75,2508,1883,555,27,6,2,1,1,33,NA,58620,92624,04590,2,6,NA,NA
21059000300,21,059,0003,2142,1747,268,47,14,11,0,12,43,1689,1424,194,33,12,7,0,3,16,NA,58620,92624,04590,2,6,NA,NA
21059000400,21,059,0004,5941,5152,535,91,6,23,6,14,114,4376,3911,347,52,4,16,3,2,41,NA,58620,92624,04590,2,6,NA,NA
21059000500,21,059,0005,2242,2058,117,13,2,8,0,10,34,1724,1599,86,11,2,4,0,3,19,NA,58620,92624,04590,2,6,NA,NA
21059000600,21,059,0006,5593,5120,325,56,7,29,0,2,54,4277,3976,215,36,5,24,0,0,21,NA,58620,92624,01470,2,6,NA,NA
21059000700,21,059,0007,4187,4076,45,26,1,20,0,0,19,3390,3320,31,15,1,11,0,0,12,NA,58620,92624,04590,2,6,NA,NA
21059000800,21,059,0008,3773,3570,106,23,6,10,0,14,44,3040,2922,69,14,5,9,0,2,19,NA,58620,92624,04590,2,6,NA,NA
21059000900,21,059,0009,5012,4746,113,63,6,29,0,15,40,3985,3823,74,41,5,19,0,5,18,NA,58620,92624,01470,2,6,NA,NA
21059001000,21,059,0010,2927,2723,78,71,0,16,1,9,29,2200,2081,48,52,0,12,1,0,6,NA,58620,92624,01470,2,6,NA,NA
21059001100,21,059,0011,2172,2108,40,4,2,10,0,0,8,1759,1703,37,4,1,8,0,0,6,NA,58620,92624,04590,2,6,NA,NA
21059001200,21,059,0012,3195,3100,50,12,5,5,0,1,22,2464,2396,34,8,5,4,0,1,16,NA,58620,92624,04590,2,6,NA,NA
21059001300,21,059,0013,4926,4629,175,60,5,9,0,15,33,3519,3338,116,45,4,4,0,1,11,NA,58620,91016,01470,2,6,NA,NA
21059001401,21,059,001401,4502,4362,67,31,6,20,1,0,15,3373,3278,48,19,6,13,0,0,9,NA,58620,91008,01470,2,6,NA,NA
21059001402,21,059,001402,4678,4585,13,32,11,9,2,3,23,3255,3203,10,18,9,4,1,2,8,NA,58620,91008,01470,2,6,NA,NA
21059001501,21,059,001501,4060,3976,27,38,6,0,0,2,11,2855,2809,14,21,5,0,0,0,6,NA,NA,91008,01470,2,6,NA,NA
21059001502,21,059,001502,3369,3319,0,26,5,7,0,2,10,2406,2373,0,16,4,5,0,1,7,NA,NA,91008,01470,2,6,NA,NA
21059001601,21,059,001601,2751,2666,29,11,0,32,1,0,12,1882,1834,14,6,0,22,1,0,5,NA,58620,91008,01470,2,6,NA,NA
21059001602,21,059,001602,4663,4601,8,19,11,6,0,0,18,3270,3227,6,13,7,4,0,0,13,NA,82830,91008,01470,2,6,NA,NA
21059001701,21,059,001701,4877,4478,201,69,3,41,3,13,69,3577,3320,135,50,3,27,2,2,38,NA,58620,91016,01470,2,6,NA,NA
21059001702,21,059,001702,3389,3217,78,10,2,64,0,3,15,2545,2417,71,6,2,38,0,1,10,NA,58620,91016,01470,2,6,NA,NA
21059001703,21,059,001703,4224,4146,34,5,10,7,0,2,20,3064,3013,30,2,7,3,0,0,9,NA,50520,91016,01470,2,6,NA,NA
21059001800,21,059,0018,5966,5808,32,71,2,16,1,10,26,4253,4169,21,39,2,9,1,1,11,NA,58620,91016,01470,2,6,NA,NA
21061980200,21,061,9802,4465,4403,4,25,15,2,0,1,15,3427,3389,2,15,9,2,0,0,10,NA,10324,90376,01620,2,6,NA,NA
21061980300,21,061,9803,1486,1415,50,13,2,1,0,0,5,1154,1100,35,12,2,1,0,0,4,NA,10324,92048,01620,2,6,NA,NA
21061980400,21,061,9804,5693,5590,13,27,27,5,0,0,31,4318,4250,11,17,16,5,0,0,19,NA,10324,90368,01620,2,6,NA,NA
21063980100,21,063,9801,2190,2158,1,13,1,0,0,0,17,1596,1579,1,7,1,0,0,0,8,NA,NA,91840,01680,4,2,NA,NA
21063980200,21,063,9802,4558,4497,1,27,4,0,1,0,28,3440,3390,0,23,3,0,1,0,23,NA,68556,93088,01680,4,2,NA,NA
21065980100,21,065,9801,1456,1429,5,9,5,0,0,0,8,1156,1138,3,8,5,0,0,0,2,NA,64092,92888,01760,6,4,NA,NA
21065980200,21,065,9802,6400,6331,3,31,17,1,0,0,17,4898,4849,2,25,10,1,0,0,11,NA,39646,91816,01760,6,4,NA,NA
21065980300,21,065,9803,5538,5464,9,19,10,3,0,1,32,4146,4096,4,14,7,2,0,0,23,NA,39646,92904,01760,6,4,NA,NA
21065980400,21,065,9804,1913,1878,0,22,3,1,0,0,9,1410,1392,0,8,3,1,0,0,6,NA,39646,93360,01760,6,4,NA,NA
21067000100,21,067,0001,4894,3153,1368,182,17,88,6,7,73,4467,2993,1157,152,15,80,5,2,63,NA,46027,91224,01860,6,4,NA,NA
21067000200,21,067,0002,3828,2017,1516,136,12,37,0,12,98,3083,1775,1103,102,11,34,0,3,55,NA,46027,91224,01860,6,4,NA,NA
21067000300,21,067,0003,3341,939,2132,201,14,3,5,3,44,2556,747,1606,152,13,2,3,3,30,NA,46027,91224,01860,6,4,NA,NA
21067000400,21,067,0004,2383,808,1399,97,12,3,1,11,52,1500,592,801,71,8,3,1,5,19,NA,46027,91224,01860,6,4,NA,NA
21067000500,21,067,0005,3492,3239,124,48,5,22,1,9,44,2824,2656,86,29,5,16,1,3,28,NA,46027,91224,01860,6,4,NA,NA
21067000600,21,067,0006,4313,4168,34,36,4,40,3,7,21,3635,3514,31,30,4,29,3,7,17,NA,46027,91224,01860,6,4,NA,NA
21067000700,21,067,0007,2217,2041,32,27,6,72,2,5,32,2018,1863,27,20,6,68,2,5,27,NA,46027,91224,01860,6,4,NA,NA
21067000801,21,067,000801,4342,3064,273,34,3,922,2,1,43,4255,3041,268,34,3,864,2,1,42,NA,46027,91224,01860,6,4,NA,NA
21067000802,21,067,000802,3513,3139,121,49,10,133,6,3,52,3426,3080,105,48,9,127,6,3,48,NA,46027,91224,01860,6,4,NA,NA
21067000900,21,067,0009,2475,1743,529,76,10,88,0,1,28,2101,1551,384,50,10,84,0,0,22,NA,46027,91224,01860,6,4,NA,NA
21067001000,21,067,0010,1071,690,301,62,3,3,0,3,9,763,513,198,43,3,1,0,1,4,NA,46027,91224,01860,6,4,NA,NA
21067001100,21,067,0011,4254,1406,2496,265,5,10,0,23,49,3326,1125,1929,231,5,10,0,7,19,NA,46027,91224,01860,6,4,NA,NA
21067001200,21,067,0012,439,311,77,47,2,1,0,0,1,433,307,77,45,2,1,0,0,1,NA,46027,91224,01860,6,4,NA,NA
21067001300,21,067,0013,1839,1220,307,280,3,6,0,1,22,1510,1006,252,232,3,6,0,0,11,NA,46027,91224,01860,6,4,NA,NA
21067001400,21,067,0014,2649,2103,400,57,13,9,4,10,53,1974,1606,272,43,10,7,4,2,30,NA,46027,91224,01860,6,4,NA,NA
21067001500,21,067,0015,2180,1854,242,52,2,8,1,2,19,1683,1433,188,40,2,7,1,0,12,NA,46027,91224,01860,6,4,NA,NA
21067001600,21,067,0016,2585,2030,370,84,4,19,1,8,69,1977,1615,248,54,3,15,1,6,35,NA,46027,91224,01860,6,4,NA,NA
21067001700,21,067,0017,2346,2124,126,43,6,15,1,4,27,1878,1734,78,34,5,12,1,0,14,NA,46027,91224,01860,6,4,NA,NA
21067001800,21,067,0018,2715,2266,164,50,7,174,1,4,49,2531,2122,146,42,6,170,1,4,40,NA,46027,91224,01860,6,4,NA,NA
21067001900,21,067,0019,4266,3120,847,188,11,42,3,10,45,3373,2678,493,133,8,39,3,2,17,NA,46027,91224,01860,6,4,NA,NA
21067002000,21,067,0020,7809,4867,1277,1429,22,52,2,13,147,5962,3904,902,1019,18,41,2,6,70,NA,46027,91224,01860,6,4,NA,NA
21067002100,21,067,0021,25,22,3,0,0,0,0,0,0,24,21,3,0,0,0,0,0,0,NA,46027,91224,01860,6,4,NA,NA
21067002200,21,067,0022,1603,1385,155,23,0,16,0,3,21,1321,1167,114,17,0,14,0,0,9,NA,46027,91224,01860,6,4,NA,NA
21067002301,21,067,002301,6703,6067,225,155,10,158,0,3,85,5532,5013,190,129,10,128,0,2,60,NA,46027,91224,01860,6,4,NA,NA
21067002302,21,067,002302,5533,5094,130,59,4,194,1,3,48,4570,4247,100,46,4,141,1,3,28,NA,46027,91224,01860,6,4,NA,NA
21067002400,21,067,0024,4498,3689,159,156,4,421,0,5,64,3676,3008,154,123,3,339,0,4,45,NA,46027,91224,01860,6,4,NA,NA
21067002500,21,067,0025,3493,3263,58,51,1,85,0,0,35,2987,2801,46,36,0,80,0,0,24,NA,46027,91224,01860,6,4,NA,NA
21067002600,21,067,0026,5052,4592,168,200,5,43,0,8,36,4289,3946,129,154,3,35,0,3,19,NA,46027,91224,01860,6,4,NA,NA
21067002700,21,067,0027,3987,3425,120,253,4,135,1,13,36,3370,2920,103,198,4,110,1,5,29,NA,46027,91224,01860,6,4,NA,NA
21067002800,21,067,0028,3931,3664,110,66,9,40,0,7,35,3115,2937,77,38,4,36,0,2,21,NA,46027,91224,01860,6,4,NA,NA
21067002900,21,067,0029,4371,4212,45,38,5,29,3,11,28,3396,3289,33,28,4,22,2,7,11,NA,46027,91224,01860,6,4,NA,NA
21067003000,21,067,0030,5681,5079,229,264,5,32,0,9,63,4690,4234,175,201,4,29,0,5,42,NA,46027,91224,01860,6,4,NA,NA
21067003101,21,067,003101,3004,2504,390,53,7,8,0,6,36,2299,1986,249,34,6,7,0,0,17,NA,46027,91224,01860,6,4,NA,NA
21067003102,21,067,003102,2695,1338,1269,17,2,19,3,9,38,2068,1144,875,13,2,17,3,2,12,NA,46027,91224,01860,6,4,NA,NA
21067003200,21,067,0032,8308,6891,1015,206,16,58,0,6,116,6462,5504,709,134,12,43,0,2,58,NA,46027,91224,01860,6,4,NA,NA
21067003300,21,067,0033,2252,1795,365,50,2,14,1,1,24,1823,1482,276,37,1,12,1,1,13,NA,46027,91224,01860,6,4,NA,NA
21067003402,21,067,003402,4509,3622,519,58,17,154,2,4,133,3650,3042,359,44,15,124,2,0,64,NA,46027,91224,01860,6,4,NA,NA
21067003404,21,067,003404,4136,3022,851,99,12,54,1,8,89,3058,2412,488,67,9,47,1,1,33,NA,46027,91224,01860,6,4,NA,NA
21067003405,21,067,003405,6118,4995,737,137,11,101,0,23,114,4647,3892,512,83,10,83,0,5,62,NA,46027,91224,01860,6,4,NA,NA
21067003406,21,067,003406,7132,6088,666,112,11,88,2,18,147,5121,4500,436,65,7,58,2,6,47,NA,46027,91224,01860,6,4,NA,NA
21067003407,21,067,003407,2940,2396,327,71,4,102,0,5,35,2329,1966,218,42,4,76,0,2,21,NA,46027,91224,01860,6,4,NA,NA
21067003501,21,067,003501,3273,2795,267,91,3,59,1,20,37,2524,2210,171,66,3,51,1,3,19,NA,46027,91224,01860,6,4,NA,NA
21067003502,21,067,003502,6697,5560,714,91,4,176,1,17,134,5735,4921,525,60,4,142,1,6,76,NA,46027,91224,01860,6,4,NA,NA
21067003600,21,067,0036,4423,4199,53,15,6,108,1,10,31,3408,3257,39,11,5,71,1,6,18,NA,46027,91224,01860,6,4,NA,NA
21067003700,21,067,0037,5662,3580,1264,626,31,76,1,3,81,5040,3099,1178,595,31,71,1,3,62,NA,46027,91224,01860,6,4,NA,NA
21067003801,21,067,003801,7198,1434,4868,741,15,39,0,18,83,5286,1220,3403,575,11,35,0,1,41,NA,46027,91224,01860,6,4,NA,NA
21067003802,21,067,003802,2405,2058,132,158,5,14,2,4,32,1861,1616,89,116,5,10,2,2,21,NA,46027,91224,01860,6,4,NA,NA
21067003901,21,067,003901,5684,3723,1450,265,7,122,0,7,110,4493,3242,892,200,6,100,0,1,52,NA,46027,91224,01860,6,4,NA,NA
21067003904,21,067,003904,3907,3421,316,65,2,46,0,13,44,3017,2680,231,40,1,41,0,3,21,NA,46027,91224,01860,6,4,NA,NA
21067003905,21,067,003905,3364,2778,346,95,6,76,1,8,54,2718,2321,235,66,4,63,1,1,27,NA,46027,91224,01860,6,4,NA,NA
21067003906,21,067,003906,4061,3579,242,50,8,131,0,10,41,3035,2709,172,37,6,94,0,1,16,NA,46027,91224,01860,6,4,NA,NA
21067003907,21,067,003907,5394,4465,486,79,10,268,0,7,79,4200,3567,324,60,7,207,0,3,32,NA,46027,91224,01860,6,4,NA,NA
21067004001,21,067,004001,6057,4455,1178,96,13,164,9,12,130,4508,3555,686,66,13,131,5,4,48,NA,46027,91224,01860,6,4,NA,NA
21067004003,21,067,004003,5215,4550,281,75,4,242,1,6,56,4265,3785,209,51,3,187,1,2,27,NA,46027,91224,01860,6,4,NA,NA
21067004004,21,067,004004,5033,4641,98,76,4,158,0,2,54,3445,3202,69,44,2,100,0,0,28,NA,46027,91224,01860,6,4,NA,NA
21067004101,21,067,004101,5547,4830,471,63,12,70,0,10,91,4226,3778,302,39,11,53,0,2,41,NA,46027,91224,01860,6,4,NA,NA
21067004102,21,067,004102,8904,7962,307,129,4,391,5,8,98,5996,5413,209,81,3,241,3,2,44,NA,46027,91224,01860,6,4,NA,NA
21067004202,21,067,004202,8398,7604,212,84,5,396,2,13,82,6063,5533,167,55,5,260,2,8,33,NA,46027,91224,01860,6,4,NA,NA
21067004204,21,067,004204,5053,4634,167,112,6,87,0,13,34,3725,3436,112,85,6,67,0,4,15,NA,46027,91224,01860,6,4,NA,NA
21067004205,21,067,004205,6310,5847,192,79,4,134,2,7,45,4191,3892,131,48,3,94,1,4,18,NA,46027,91224,01860,6,4,NA,NA
21067004206,21,067,004206,5005,4614,156,60,8,105,1,3,58,3541,3299,104,40,5,74,1,0,18,NA,46027,91224,01860,6,4,NA,NA
21069980100,21,069,9801,3949,3722,137,37,4,13,0,3,33,2911,2760,102,19,3,9,0,1,17,NA,27856,91264,01920,4,2,NA,NA
21069980200,21,069,9802,3184,3096,33,24,6,3,0,1,21,2459,2408,21,15,2,2,0,0,11,NA,27856,91264,01920,4,2,NA,NA
21069980300,21,069,9803,2574,2520,20,14,0,3,0,0,17,1868,1829,15,10,0,3,0,0,11,NA,25786,91184,01920,4,2,NA,NA
21069980400,21,069,9804,4085,4021,5,28,7,4,0,6,14,3054,3011,1,19,7,3,0,2,11,NA,NA,91728,01920,4,2,NA,NA
21071980100,21,071,9801,2183,2150,2,17,0,11,0,0,3,1686,1662,2,10,0,9,0,0,3,NA,62940,92832,01950,5,3,NA,NA
21071980200,21,071,9802,3672,3572,10,28,10,24,0,7,21,3036,2959,8,22,7,20,0,3,17,NA,62940,92832,01950,5,3,NA,NA
21071980300,21,071,9803,7336,7149,76,55,11,12,0,1,32,5536,5408,57,35,5,9,0,1,21,NA,62940,92832,01950,5,3,NA,NA
21071980400,21,071,9804,2213,2178,7,14,1,0,5,0,8,1672,1649,4,9,1,0,2,0,7,NA,62940,92920,01950,5,3,NA,NA
21071980500,21,071,9805,3449,3402,0,20,3,2,11,0,11,2646,2613,0,11,3,2,8,0,9,NA,81012,93624,01950,5,3,NA,NA
21071980600,21,071,9806,5695,5620,9,22,6,13,9,0,16,4382,4331,7,12,6,11,2,0,13,NA,50286,90048,01950,5,3,NA,NA
21071980700,21,071,9807,5072,4958,41,24,8,12,3,0,26,3789,3716,23,16,8,10,3,0,13,NA,NA,92232,01950,5,3,NA,NA
21071980800,21,071,9808,5227,5159,9,38,1,3,0,0,17,3841,3798,5,28,0,3,0,0,7,NA,NA,92464,01950,5,3,NA,NA
21071980900,21,071,9809,3444,3389,1,7,3,21,1,2,20,2630,2586,1,6,3,17,1,1,15,NA,NA,92136,01950,5,3,NA,NA
21071981000,21,071,9810,4150,3705,388,35,2,1,0,2,17,3189,2781,358,32,2,1,0,0,15,NA,82272,93672,01950,5,3,NA,NA
21073070100,21,073,0701,6371,5096,971,83,4,67,0,24,126,4730,3938,640,53,3,52,0,11,33,NA,28900,91320,02010,6,4,NA,NA
21073070200,21,073,0702,2821,2540,195,26,5,6,1,6,42,2165,1963,147,15,5,6,1,0,28,NA,28900,91320,02010,6,4,NA,NA
21073070300,21,073,0703,322,265,49,2,0,2,0,0,4,294,247,40,2,0,2,0,0,3,NA,28900,91320,01980,6,4,NA,NA
21073070400,21,073,0704,7709,6851,560,79,11,118,0,8,82,6205,5577,428,55,8,94,0,1,42,NA,28900,91320,02010,6,4,NA,NA
21073070500,21,073,0705,2375,1939,368,24,1,10,0,3,30,1885,1591,248,17,1,9,0,1,18,NA,28900,91320,01980,6,4,NA,NA
21073070600,21,073,0706,4628,2782,1685,53,3,7,7,5,86,3772,2193,1473,39,3,7,6,2,49,NA,28900,91320,02010,6,4,NA,NA
21073070700,21,073,0707,7667,6986,340,168,6,96,0,5,66,5989,5507,248,127,5,67,0,3,32,NA,28900,91320,02010,6,4,NA,NA
21073070800,21,073,0708,4231,4119,26,25,8,10,0,4,39,3135,3072,20,12,3,7,0,1,20,NA,28900,92704,02010,6,4,NA,NA
21073071000,21,073,0710,5862,5566,184,40,8,26,0,6,32,4411,4206,136,24,3,24,0,1,17,NA,28900,91320,02010,6,4,NA,NA
21073071100,21,073,0711,5701,5537,64,31,13,1,1,1,53,4325,4218,44,21,12,1,1,1,27,NA,28900,91320,02010,6,4,NA,NA
21075980100,21,075,9801,4367,3381,865,41,7,24,0,6,43,3305,2687,556,30,6,9,0,0,17,NA,29566,91360,02070,1,5,NA,NA
21075980200,21,075,9802,3385,2417,927,15,2,0,0,0,24,2519,1874,621,8,2,0,0,0,14,NA,36298,91712,02100,1,5,NA,NA
21077960100,21,077,9601,7870,7563,125,82,13,17,0,5,65,5623,5432,89,51,9,13,0,0,29,NA,72372,93616,02130,4,2,NA,NA
21079970100,21,079,9701,4389,4278,21,67,5,4,0,0,14,3260,3174,20,50,4,2,0,0,10,NA,NA,90400,02160,6,4,NA,NA
21079970200,21,079,9702,4099,3970,67,38,4,2,0,0,18,3187,3100,49,24,4,2,0,0,8,NA,43840,91976,02160,6,4,NA,NA
21079970300,21,079,9703,3422,2975,343,70,3,0,0,2,29,2564,2238,260,51,3,0,0,1,11,NA,43840,91976,02160,6,4,NA,NA
21079970400,21,079,9704,2882,2824,17,20,4,0,0,2,15,2179,2137,14,15,4,0,0,2,7,NA,NA,92664,02160,6,4,NA,NA
21081980100,21,081,9801,6751,6595,17,74,32,5,3,0,25,4700,4609,14,32,21,4,2,0,18,NA,18568,90896,02250,4,2,NA,NA
21081980200,21,081,9802,6899,6717,16,72,8,32,2,3,49,4829,4714,13,47,5,23,2,0,25,NA,22582,93720,02250,4,2,NA,NA
21081980300,21,081,9803,6593,6455,5,74,8,20,5,0,26,4900,4810,5,41,7,12,5,0,20,NA,83406,93720,02250,4,2,NA,NA
21081980400,21,081,9804,2141,2096,15,12,2,5,0,1,10,1530,1504,10,7,2,3,0,1,3,NA,17434,90840,02250,4,2,NA,NA
21083020100,21,083,0201,4582,3749,452,275,7,15,0,11,73,3416,2909,293,161,6,13,0,2,32,NA,50898,92256,03900,1,5,NA,NA
21083020200,21,083,0202,4327,3527,621,105,6,14,0,2,52,3300,2783,411,69,5,11,0,0,21,NA,50898,92256,03900,1,5,NA,NA
21083020300,21,083,0203,6075,5287,376,285,17,17,0,13,80,4793,4242,282,196,12,13,0,6,42,NA,50898,92256,03900,1,5,NA,NA
21083020400,21,083,0204,3064,2976,27,40,5,4,0,0,12,2244,2181,21,30,4,2,0,0,6,NA,NA,93128,02280,1,5,NA,NA
21083020500,21,083,0205,3993,3851,63,40,8,5,0,0,26,2969,2869,50,26,7,1,0,0,16,NA,83856,93752,02280,1,5,NA,NA
21083020600,21,083,0206,2164,2115,9,17,2,3,0,2,16,1556,1538,6,5,0,1,0,2,4,NA,NA,91208,02280,1,5,NA,NA
21083020700,21,083,0207,4731,4544,47,80,14,3,4,5,34,3519,3403,31,44,10,2,3,4,22,NA,NA,91720,02280,1,5,NA,NA
21083020800,21,083,0208,5308,5196,23,35,7,8,1,0,38,4088,4016,18,27,5,2,1,0,19,NA,NA,93432,02280,1,5,NA,NA
21083020900,21,083,0209,2784,2726,18,11,5,4,0,2,18,2075,2040,15,7,2,1,0,1,9,NA,NA,91216,02280,1,5,NA,NA
21085950100,21,085,9501,2619,2568,1,29,5,1,1,1,13,2071,2028,1,21,5,1,1,1,13,NA,NA,92336,02300,2,6,NA,NA
21085950200,21,085,9502,3055,3005,1,20,2,11,0,0,16,2331,2301,0,10,2,5,0,0,13,NA,15148,90704,02300,2,6,NA,NA
21085950300,21,085,9503,3744,3601,63,34,11,5,1,2,27,2804,2690,58,26,10,5,1,0,14,NA,44686,92016,02300,2,6,NA,NA
21085950400,21,085,9504,6081,5893,48,57,7,11,0,8,57,4505,4382,28,39,6,6,0,3,41,NA,44686,92016,02300,2,6,NA,NA
21085950500,21,085,9505,2592,2540,3,19,10,3,0,0,17,1920,1878,2,15,9,3,0,0,13,NA,44686,92016,02300,2,6,NA,NA
21085950600,21,085,9506,3750,3702,3,19,3,0,0,0,23,2777,2745,2,16,3,0,0,0,11,NA,12538,90560,02300,2,6,NA,NA
21085950700,21,085,9507,2212,2195,0,8,1,3,0,0,5,1769,1758,0,4,1,2,0,0,4,NA,NA,93192,02300,2,6,NA,NA
21087990100,21,087,9901,3089,2996,47,16,7,3,0,4,16,2377,2308,37,13,7,3,0,0,9,NA,NA,93408,02340,2,6,NA,NA
21087990200,21,087,9902,4349,4041,187,56,4,11,0,4,46,3396,3187,138,34,4,5,0,1,27,NA,32968,91504,02340,2,6,NA,NA
21087990300,21,087,9903,2363,2337,1,15,1,0,0,3,6,1791,1772,1,9,1,0,0,2,6,NA,NA,91064,02340,2,6,NA,NA
21087990400,21,087,9904,1717,1630,64,22,0,0,0,0,1,1340,1276,53,11,0,0,0,0,0,NA,NA,91536,02340,2,6,NA,NA
21089040100,21,089,0401,4375,4211,27,32,1,85,0,1,18,3427,3314,18,17,1,61,0,1,15,NA,67458,92976,05130,4,2,NA,NA
21089040200,21,089,0402,7475,7326,25,45,12,16,0,8,43,5789,5702,15,25,8,11,0,0,28,NA,27802,92976,05130,4,2,NA,NA
21089040300,21,089,0403,4531,4465,8,22,2,11,0,0,23,3425,3379,3,13,2,10,0,0,18,NA,84864,92976,04980,4,2,NA,NA
21089040400,21,089,0404,5562,5469,17,30,8,8,0,1,29,4289,4231,12,17,7,4,0,1,17,NA,85008,93784,02400,4,2,NA,NA
21089040500,21,089,0405,8110,7838,128,60,21,12,1,0,50,6181,5972,98,43,19,9,1,0,39,NA,33004,91512,02400,4,2,NA,NA
21089040600,21,089,0406,3310,3240,2,7,17,1,0,1,42,2543,2502,2,4,14,1,0,0,20,NA,72210,91352,02400,4,2,NA,NA
21089040700,21,089,0407,3528,3478,1,8,6,6,0,3,26,2538,2506,1,7,5,2,0,0,17,NA,NA,93528,02400,4,2,NA,NA
21091990100,21,091,9901,2593,2533,23,10,14,1,0,1,11,1904,1863,17,6,11,1,0,0,6,NA,35200,91640,02460,2,6,NA,NA
21091990200,21,091,9902,3345,3222,42,40,6,12,0,1,22,2490,2414,35,19,3,8,0,0,11,NA,45136,92032,02460,2,6,NA,NA
21091990300,21,091,9903,2454,2419,6,14,2,1,0,0,12,1757,1742,2,5,2,1,0,0,5,NA,NA,92696,02460,2,6,NA,NA
21093000100,21,093,0001,1125,1096,11,9,3,1,0,0,5,828,808,6,5,3,1,0,0,5,NA,81930,93664,05850,2,6,NA,NA
21093000200,21,093,0002,9497,5667,2308,998,58,157,43,18,248,6382,3933,1476,658,49,127,30,5,104,NA,28540,93664,00079,2,6,NA,NA
