GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,cd_1990,cd_2000,ndv,nrv
21111011405,21,111,011405,5448,2403,2721,129,12,73,2,16,92,3894,1941,1773,86,7,55,1,1,30,NA,55542,91866,02990,3,1,NA,NA
21111011406,21,111,011406,3485,2708,542,128,6,37,1,1,62,2666,2154,370,86,6,30,1,0,19,NA,57612,91866,02990,3,1,NA,NA
21111011504,21,111,011504,6435,5788,355,151,6,67,0,3,65,4757,4348,233,98,4,53,0,0,21,NA,36730,91866,02990,2,1,NA,NA
21111011505,21,111,011505,5249,4314,692,126,12,26,2,2,75,4073,3445,480,78,10,22,1,1,36,NA,36730,91866,02990,3,1,NA,NA
21111011506,21,111,011506,4990,4424,359,108,8,30,2,8,51,3622,3265,237,70,7,21,2,2,18,NA,27046,91869,02990,3,1,NA,NA
21111011508,21,111,011508,3334,3037,203,39,9,27,2,1,16,2611,2408,145,25,6,18,1,0,8,NA,36730,91866,02990,3,1,NA,NA
21111011509,21,111,011509,3827,2760,590,172,5,219,0,4,77,2854,2110,392,126,5,188,0,1,32,NA,27046,91866,02990,3,1,NA,NA
21111011510,21,111,011510,7655,7133,331,61,12,33,1,10,74,5700,5363,230,37,9,20,1,8,32,NA,27046,91866,02990,3,1,NA,NA
21111011511,21,111,011511,6439,5739,394,61,15,107,3,16,104,4455,3994,282,38,8,75,0,6,52,NA,40222,91869,02990,3,1,NA,NA
21111011512,21,111,011512,3992,3747,119,41,3,24,0,10,48,2892,2748,77,24,3,16,0,1,23,NA,27046,91869,02990,2,1,NA,NA
21111011601,21,111,011601,3085,2835,123,59,1,52,0,2,13,2231,2060,88,34,1,40,0,2,6,NA,51978,91869,02990,2,1,NA,NA
21111011602,21,111,011602,4940,4749,81,26,4,40,0,3,37,3871,3738,58,17,4,28,0,1,25,NA,NA,91869,02990,2,1,NA,NA
21111011703,21,111,011703,3511,3356,31,42,6,18,0,8,50,2653,2561,23,22,6,14,0,2,25,NA,52680,91866,02990,2,1,NA,NA
21111011704,21,111,011704,6531,5990,237,141,14,53,0,2,94,4580,4249,148,88,11,38,0,0,46,NA,NA,91866,02990,2,1,NA,NA
21111011705,21,111,011705,6911,6157,509,70,29,58,1,7,80,5086,4536,398,42,21,37,1,2,49,NA,36982,91866,02990,2,6,NA,NA
21111011706,21,111,011706,3485,3347,48,32,2,22,3,2,29,2818,2722,37,22,2,16,2,0,17,NA,36730,91866,02990,3,1,NA,NA
21111011707,21,111,011707,3472,3227,111,44,17,23,4,1,45,2479,2330,72,26,10,14,4,0,23,NA,27046,91866,02990,2,1,NA,NA
21111011800,21,111,0118,3498,3022,315,77,6,29,1,3,45,2711,2375,214,49,6,26,1,1,39,NA,48000,91866,02990,3,1,NA,NA
21111011901,21,111,011901,3292,3118,38,51,31,8,1,1,44,2323,2214,27,27,19,6,1,1,28,NA,48000,91870,02990,3,1,NA,NA
21111011904,21,111,011904,2605,2306,192,48,9,18,1,2,29,1902,1711,128,27,7,15,1,0,13,NA,57612,91866,02990,3,1,NA,NA
21111011905,21,111,011905,6425,5775,307,115,22,111,1,3,91,4817,4420,193,68,17,75,0,0,44,NA,57612,91866,02990,3,6,NA,NA
21111011906,21,111,011906,3465,2434,504,374,5,61,1,9,77,2646,1935,327,288,5,49,1,2,39,NA,57612,91866,02990,3,1,NA,NA
21111011907,21,111,011907,4233,3994,140,23,17,20,0,2,37,3468,3298,98,16,11,16,0,1,28,NA,57612,91866,02990,3,1,NA,NA
21111012001,21,111,012001,3335,3248,15,38,11,1,0,0,22,2562,2501,8,27,10,1,0,0,15,NA,25966,91870,02990,2,1,NA,NA
21111012002,21,111,012002,5380,5139,57,74,19,21,0,6,64,3832,3686,34,42,13,14,0,2,41,NA,25966,91870,02990,3,1,NA,NA
21111012003,21,111,012003,4190,4048,45,24,13,20,0,1,39,3042,2954,25,15,12,12,0,0,24,NA,25966,91870,02990,2,1,NA,NA
21111012103,21,111,012103,2644,2538,31,32,5,5,0,0,33,2036,1959,26,18,5,5,0,0,23,NA,78942,91870,02990,3,1,NA,NA
21111012104,21,111,012104,3782,3470,166,48,15,9,1,4,69,2765,2569,106,31,6,8,1,1,43,NA,81930,91870,02990,2,6,NA,NA
21111012105,21,111,012105,3858,3716,47,31,10,12,0,0,42,2949,2845,36,24,5,11,0,0,28,NA,78942,91870,02990,2,1,NA,NA
21111012106,21,111,012106,6526,6214,128,54,19,33,2,11,65,4846,4649,83,28,14,25,2,5,40,NA,78942,91870,02990,3,1,NA,NA
21111012107,21,111,012107,5480,5205,101,57,10,24,2,6,75,3857,3675,68,39,9,15,1,2,48,NA,78942,91870,02990,2,6,NA,NA
21111012202,21,111,012202,6171,5569,325,120,11,51,0,18,77,4727,4325,229,81,8,38,0,8,38,NA,48000,91870,02990,3,1,NA,NA
21111012203,21,111,012203,5748,5416,189,52,9,27,10,4,41,4429,4221,122,33,5,20,9,0,19,NA,61752,91870,02990,3,1,NA,NA
21111012204,21,111,012204,4167,3735,260,53,8,21,2,12,76,3042,2783,157,35,6,15,2,6,38,NA,48000,91870,02990,3,1,NA,NA
21111012301,21,111,012301,3322,3066,136,35,1,63,0,1,20,2678,2497,98,24,1,48,0,0,10,NA,48000,92109,02990,3,1,NA,NA
21111012302,21,111,012302,4653,4088,417,61,12,35,0,10,30,3573,3180,293,43,9,28,0,5,15,NA,61752,91870,02990,3,1,NA,NA
21111012405,21,111,012405,9272,8644,430,50,16,42,1,5,84,6943,6526,286,36,10,33,1,2,49,NA,61752,91870,02990,3,1,NA,NA
21111012406,21,111,012406,5442,5240,79,52,17,19,3,5,27,4170,4029,56,42,8,15,3,0,17,NA,61752,91870,02990,3,1,NA,NA
21111012407,21,111,012407,4102,3802,220,37,0,16,0,6,21,3076,2890,140,22,0,13,0,1,10,NA,61752,91870,02990,3,1,NA,NA
21111012408,21,111,012408,2453,2270,110,28,10,12,1,1,21,1831,1723,62,18,6,10,1,0,11,NA,78942,91870,02990,3,1,NA,NA
21111012409,21,111,012409,3456,3301,68,27,8,8,3,7,34,2607,2510,40,15,7,7,3,3,22,NA,78942,91870,02990,3,1,NA,NA
21111012501,21,111,012501,2543,2054,394,35,10,15,0,10,25,2067,1725,283,26,7,12,0,2,12,NA,70284,92109,02990,3,1,NA,NA
21111012502,21,111,012502,5061,4643,255,76,14,26,3,8,36,3989,3683,183,56,14,23,2,4,24,NA,61752,91870,02990,3,1,NA,NA
21111012503,21,111,012503,4230,3638,470,56,14,8,1,7,36,3183,2770,325,43,9,7,1,0,28,NA,61752,91870,02990,3,1,NA,NA
21111012601,21,111,012601,6392,3879,2345,56,12,38,0,3,59,5174,3319,1746,41,10,25,0,0,33,NA,70284,92109,02990,3,1,NA,NA
21111012603,21,111,012603,2581,2105,423,14,11,4,0,1,23,2046,1716,290,12,10,3,0,1,14,NA,70284,92109,02990,3,1,NA,NA
21111012604,21,111,012604,4953,3638,1193,35,11,22,1,13,40,3713,2885,749,19,8,19,1,3,29,NA,67728,92109,02990,3,1,NA,NA
21111012701,21,111,012701,4147,1701,2319,44,10,10,0,8,55,3013,1366,1572,28,7,9,0,3,28,NA,67728,91870,02990,3,1,NA,NA
21111012702,21,111,012702,2259,2068,120,26,2,1,0,4,38,1693,1566,87,19,1,1,0,0,19,NA,67728,91870,02990,3,1,NA,NA
21111012703,21,111,012703,5418,5014,266,43,10,14,1,5,65,3975,3699,187,30,9,12,1,2,35,NA,61752,91870,02990,3,1,NA,NA
21111012801,21,111,012801,3478,546,2854,46,4,1,0,4,23,2464,446,1982,21,4,1,0,2,8,NA,70284,92109,02990,3,1,NA,NA
21111012802,21,111,012802,2571,1230,1191,103,5,0,0,3,39,1957,1034,835,64,3,0,0,1,20,NA,70284,92109,02990,3,1,NA,NA
21111013100,21,111,0131,2107,2030,29,14,0,21,1,4,8,1603,1546,21,10,0,19,1,2,4,NA,74082,92108,02990,3,1,NA,NA
21113060101,21,113,060101,4854,4592,143,42,12,10,0,0,55,3494,3335,88,25,9,9,0,0,28,NA,56136,92552,03030,6,4,NA,NA
21113060102,21,113,060102,5445,5109,168,90,10,12,0,3,53,3982,3746,130,67,9,8,0,2,20,NA,56136,92552,03030,6,4,NA,NA
21113060200,21,113,0602,4182,4017,35,49,7,13,0,5,56,3116,3006,27,31,6,10,0,1,35,NA,56136,92552,03030,6,4,NA,NA
21113060300,21,113,0603,2258,2207,24,5,1,1,0,1,19,1678,1636,22,3,1,1,0,0,15,NA,56136,92552,03030,6,4,NA,NA
21113060400,21,113,0604,7510,7060,135,111,15,124,2,5,58,5791,5466,104,86,13,88,2,3,29,NA,83550,93736,03030,6,4,NA,NA
21113060501,21,113,060501,6394,6016,170,85,17,17,1,4,84,4635,4419,110,46,13,15,0,0,32,NA,56136,92552,03030,6,4,NA,NA
21113060502,21,113,060502,4465,3912,389,94,10,19,7,0,34,3137,2752,277,65,7,16,5,0,15,NA,56136,92552,03030,6,4,NA,NA
21113060600,21,113,0606,3933,3687,153,36,5,27,0,2,23,2908,2730,123,25,5,14,0,0,11,NA,56136,91912,03030,6,4,NA,NA
21115960100,21,115,9601,2845,2812,2,14,0,10,0,0,7,2117,2091,1,13,0,6,0,0,6,NA,NA,92560,03060,5,3,NA,NA
21115960200,21,115,9602,2691,2656,4,13,4,3,0,0,11,2035,2006,3,10,4,2,0,0,10,NA,NA,91256,03060,5,3,NA,NA
21115960300,21,115,9603,3323,3260,1,30,5,1,0,2,24,2498,2449,0,21,4,1,0,2,21,NA,58962,92600,03060,5,3,NA,NA
21115960400,21,115,9604,6733,6579,28,40,7,30,3,3,43,5175,5054,27,33,6,24,3,1,27,NA,58962,92672,03060,5,3,NA,NA
21115960500,21,115,9605,3189,3119,19,24,7,1,0,0,19,2413,2357,17,19,4,1,0,0,15,NA,58962,92672,03060,5,3,NA,NA
21115960600,21,115,9606,4664,4592,3,22,3,14,2,4,24,3579,3538,3,9,3,8,0,1,17,NA,58962,92672,03060,5,3,NA,NA
21117060300,21,117,0603,1809,1546,169,55,5,2,0,8,24,1453,1273,123,38,5,2,0,0,12,NA,17848,90864,01350,4,2,NA,NA
21117060700,21,117,0607,1964,1641,238,44,4,4,1,2,30,1502,1292,161,31,4,4,1,0,9,NA,17848,90864,01350,4,2,NA,NA
21117060900,21,117,0609,2331,1935,300,27,6,3,0,4,56,1696,1456,194,18,6,2,0,3,17,NA,17848,90864,01350,4,2,NA,NA
21117061000,21,117,0610,2497,2147,254,21,7,9,2,11,46,1798,1583,165,16,5,7,1,2,19,NA,17848,90864,01350,4,2,NA,NA
21117061100,21,117,0611,1528,1415,67,14,5,2,0,3,22,1186,1110,49,7,4,2,0,0,14,NA,17848,90864,01350,4,2,NA,NA
21117061200,21,117,0612,2933,2859,13,20,5,21,0,4,11,2184,2140,9,13,4,12,0,1,5,NA,17848,90864,01350,4,2,NA,NA
21117061300,21,117,0613,2754,2659,25,18,4,10,0,12,26,2136,2074,19,13,4,8,0,3,15,NA,17848,90864,01350,4,2,NA,NA
21117061400,21,117,0614,3850,3683,50,48,4,12,0,2,51,2912,2817,30,29,4,8,0,0,24,NA,17848,90864,01350,4,2,NA,NA
21117061600,21,117,0616,1420,1331,49,12,7,6,0,3,12,1047,990,27,10,6,6,0,1,7,NA,17848,90864,01350,4,2,NA,NA
21117063603,21,117,063603,6674,6371,84,91,7,41,3,6,71,4561,4379,61,51,5,28,3,2,32,NA,25300,91808,03090,4,2,NA,NA
21117063604,21,117,063604,5457,5205,71,99,11,20,3,0,48,3765,3595,53,56,9,17,3,0,32,NA,39142,91808,03090,4,2,NA,NA
21117063605,21,117,063605,5576,5452,19,29,11,26,0,6,33,3949,3876,11,15,9,17,0,0,21,NA,39142,91808,03090,4,2,NA,NA
21117063606,21,117,063606,2830,2759,9,25,2,19,0,0,16,1914,1875,5,12,2,13,0,0,7,NA,39142,91808,03090,4,2,NA,NA
21117063701,21,117,063701,2761,2710,20,13,1,1,0,3,13,2008,1979,8,12,0,1,0,1,7,NA,80490,92800,03090,4,2,NA,NA
21117063702,21,117,063702,4424,4363,7,21,3,1,0,2,27,3179,3130,7,16,3,1,0,0,22,NA,79878,92800,03090,4,2,NA,NA
21117063800,21,117,0638,3080,2989,31,26,4,6,1,2,21,2425,2358,20,18,3,6,1,2,17,NA,17848,90864,01350,4,2,NA,NA
21117064000,21,117,0640,6950,6677,52,61,6,120,1,3,30,5168,4976,38,41,4,89,1,2,17,NA,18352,90864,03090,4,2,NA,NA
21117064100,21,117,0641,5460,5284,46,45,1,36,0,2,46,4015,3906,32,26,0,31,0,0,20,NA,79698,90864,03090,4,2,NA,NA
21117064200,21,117,0642,1228,1195,6,15,2,4,0,0,6,888,862,5,11,2,4,0,0,4,NA,25300,90864,03090,4,2,NA,NA
21117064300,21,117,0643,2971,2853,53,26,4,14,1,1,19,2437,2349,42,14,2,11,1,1,17,NA,25300,90864,01740,4,2,NA,NA
21117064400,21,117,0644,4104,3761,149,103,5,33,0,9,44,3085,2892,81,63,5,25,0,1,18,NA,25300,90864,01740,4,2,NA,NA
21117064500,21,117,0645,3529,3467,13,28,0,11,0,1,9,2769,2733,11,14,0,7,0,0,4,NA,25300,90864,01740,4,2,NA,NA
21117064600,21,117,0646,5378,5130,85,51,7,50,0,6,49,4325,4141,61,42,5,40,0,3,33,NA,43606,90864,03090,4,2,NA,NA
21117064700,21,117,0647,5193,5067,26,43,5,34,0,6,12,3827,3746,20,23,5,25,0,0,8,NA,28558,90864,00360,4,2,NA,NA
21117064800,21,117,0648,3364,3251,41,17,0,30,0,2,23,2630,2537,37,14,0,26,0,2,14,NA,28558,90864,03090,4,2,NA,NA
21117064900,21,117,0649,2991,2876,52,18,2,23,0,5,15,2400,2315,39,12,1,20,0,3,10,NA,59255,90864,03090,4,2,NA,NA
21117065000,21,117,0650,4015,3520,363,49,8,4,1,15,55,2923,2622,229,28,8,3,1,5,27,NA,17848,90864,01350,4,2,NA,NA
21117065100,21,117,0651,3594,2597,782,64,10,15,1,9,116,2302,1854,355,30,7,12,1,4,39,NA,17848,90864,01350,4,2,NA,NA
21117065200,21,117,0652,4125,3962,68,32,4,26,4,0,29,3296,3183,52,19,4,21,2,0,15,NA,28612,90864,03090,4,2,NA,NA
21117065300,21,117,0653,9651,9339,91,88,15,44,2,4,68,6768,6599,49,48,10,29,0,3,30,NA,75738,90864,03090,4,2,NA,NA
21117065400,21,117,0654,1127,992,79,10,1,32,3,1,9,938,826,72,10,1,25,3,0,1,NA,18442,90864,03090,4,2,NA,NA
21117065501,21,117,065501,4944,4793,22,41,1,53,4,7,23,3522,3442,13,23,0,28,1,2,13,NA,23932,90864,03090,4,2,NA,NA
21117065502,21,117,065502,4268,4138,5,36,0,66,3,3,17,2921,2847,3,22,0,42,2,0,5,NA,23932,90864,03090,4,2,NA,NA
21117065600,21,117,0656,6180,5474,444,112,5,41,2,21,81,4292,3842,307,72,5,32,2,6,26,NA,24778,90864,01740,4,2,NA,NA
21117065700,21,117,0657,2137,2058,29,29,3,0,1,0,17,1628,1575,21,20,2,0,1,0,9,NA,24778,90864,01740,4,2,NA,NA
21117065800,21,117,0658,2005,1980,3,10,2,1,1,1,7,1553,1531,3,9,2,1,1,1,5,NA,39142,91808,03090,4,2,NA,NA
21117065900,21,117,0659,1463,1433,3,9,6,0,0,0,12,1118,1103,0,4,3,0,0,0,8,NA,67602,91808,03090,4,2,NA,NA
21117066800,21,117,0668,4341,4194,33,51,6,19,0,5,33,2867,2789,22,26,4,14,0,1,11,NA,17848,91808,03090,4,2,NA,NA
21117066900,21,117,0669,4733,4625,15,31,14,8,0,1,39,3396,3324,7,20,13,5,0,0,27,NA,48378,90864,03630,4,2,NA,NA
21117067000,21,117,0670,3253,2649,465,67,13,13,2,0,44,2989,2486,389,57,13,13,2,0,29,NA,17848,90864,01350,4,2,NA,NA
21117067100,21,117,0671,2572,935,1451,70,7,14,0,24,71,1793,730,966,46,6,10,0,7,28,NA,17848,90864,01350,4,2,NA,NA
21119960100,21,119,9601,2643,2594,7,12,0,13,0,0,17,2015,1979,7,8,0,8,0,0,13,NA,NA,92448,03120,5,3,NA,NA
21119960200,21,119,9602,3080,3032,9,13,3,1,0,2,20,2305,2272,5,10,3,1,0,1,13,NA,37108,91160,03120,5,3,NA,NA
21119960300,21,119,9603,4722,4605,9,50,6,11,1,4,36,3630,3551,9,29,5,9,1,4,22,NA,37108,91736,03120,5,3,NA,NA
21119960400,21,119,9604,2665,2639,1,8,4,1,0,0,12,1955,1932,1,6,4,1,0,0,11,NA,NA,90192,03120,5,3,NA,NA
21119960500,21,119,9605,4539,4382,103,29,5,1,1,1,17,3425,3328,63,21,4,1,0,0,8,NA,79590,90600,03120,5,3,NA,NA
21121990100,21,121,9901,2079,2054,0,11,1,0,0,0,13,1470,1454,0,8,1,0,0,0,7,NA,NA,91040,03150,5,3,NA,NA
21121990200,21,121,9902,3730,3697,4,13,6,0,0,0,10,2656,2634,2,6,4,0,0,0,10,NA,NA,91400,03150,5,3,NA,NA
21121990300,21,121,9903,3022,2956,13,11,8,0,0,2,32,2184,2141,11,4,5,0,0,0,23,NA,NA,91472,03150,5,3,NA,NA
21121990400,21,121,9904,6747,6605,4,31,16,32,4,0,55,5114,5017,3,18,12,19,1,0,44,NA,17362,90824,03150,5,3,NA,NA
21121990500,21,121,9905,6166,5892,109,65,23,11,0,3,63,4636,4441,79,49,17,11,0,3,36,NA,03574,90144,03150,5,3,NA,NA
21121990600,21,121,9906,7999,7741,129,39,15,6,1,7,61,5855,5658,103,31,12,5,1,1,44,NA,03574,90144,03150,5,3,NA,NA
21121990700,21,121,9907,2052,2025,3,10,5,1,1,2,5,1556,1536,2,9,2,1,1,0,5,NA,NA,93520,03150,5,3,NA,NA
21123960100,21,123,9601,7468,6866,396,89,17,10,0,3,87,5634,5200,306,56,12,8,0,0,52,NA,37396,91752,03180,2,6,NA,NA
21123960200,21,123,9602,2268,2194,30,19,0,10,1,2,12,1698,1653,23,10,0,4,1,0,7,NA,NA,90416,03180,2,6,NA,NA
21123960300,21,123,9603,3637,3504,44,32,9,1,3,2,42,2693,2614,26,19,7,1,3,1,22,NA,78672,92192,03180,2,6,NA,NA
21125970100,21,125,9701,2402,2369,1,9,4,2,0,0,17,1791,1765,1,7,4,2,0,0,12,NA,NA,91496,03210,5,3,NA,NA
21125970200,21,125,9702,6397,6142,106,44,27,7,0,3,68,4747,4576,75,24,18,4,0,2,48,NA,23284,91096,03210,5,3,NA,NA
21125970300,21,125,9703,4001,3919,5,14,10,2,1,0,50,2913,2856,2,9,8,2,1,0,35,NA,47476,90768,03210,5,3,NA,NA
21125970400,21,125,9704,2816,2720,14,21,12,33,0,0,16,2140,2086,7,13,8,19,0,0,7,NA,47476,92072,03210,5,3,NA,NA
21125970500,21,125,9705,3923,3782,68,16,16,18,0,2,21,2991,2891,44,11,13,13,0,1,18,NA,47476,92072,03210,5,3,NA,NA
21125970600,21,125,9706,3112,2982,56,15,6,19,0,0,34,2572,2476,39,14,6,14,0,0,23,NA,47476,92072,03210,5,3,NA,NA
21125970700,21,125,9707,5031,4818,46,48,14,46,0,3,56,3754,3623,33,26,12,29,0,0,31,NA,47476,92072,03210,5,3,NA,NA
21125970800,21,125,9708,4092,4006,3,23,12,23,0,0,25,3038,2976,3,13,11,17,0,0,18,NA,47476,90464,03210,5,3,NA,NA
21125970900,21,125,9709,3255,3221,2,13,5,0,0,0,14,2383,2361,0,7,5,0,0,0,10,NA,NA,90536,03210,5,3,NA,NA
21125971000,21,125,9710,9379,9150,14,48,54,16,4,2,91,6854,6695,10,32,36,11,2,2,66,NA,56694,92568,03210,5,3,NA,NA
21125971100,21,125,9711,8307,8145,9,40,29,13,0,4,67,6131,6027,8,22,22,10,0,0,42,NA,NA,91904,03210,5,3,NA,NA
21127990100,21,127,9901,6625,6536,13,25,4,10,0,2,35,5019,4951,12,20,2,10,0,1,23,NA,47854,92096,03240,5,3,NA,NA
21127990200,21,127,9902,1703,1655,0,11,14,0,1,0,22,1277,1240,0,10,9,0,1,0,17,NA,NA,93640,03240,5,3,NA,NA
21127990300,21,127,9903,1713,1690,0,3,17,0,0,0,3,1252,1236,0,3,10,0,0,0,3,NA,07264,90264,03240,5,3,NA,NA
21127990400,21,127,9904,2992,2975,1,4,1,0,0,0,11,2207,2196,0,3,1,0,0,0,7,NA,NA,90016,03240,5,3,NA,NA
21127990500,21,127,9905,2536,2492,0,21,8,1,0,3,11,1878,1850,0,12,4,1,0,1,10,NA,47854,90744,03240,5,3,NA,NA
21129950100,21,129,9501,4521,4190,283,7,10,6,0,0,25,3534,3221,277,6,6,6,0,0,18,NA,04546,90184,03270,5,3,NA,NA
21129950200,21,129,9502,1606,1576,0,12,7,1,0,0,10,1211,1195,0,6,3,0,0,0,7,NA,NA,93288,03270,5,3,NA,NA
21129950300,21,129,9503,1789,1744,15,10,5,0,0,0,15,1374,1341,11,8,4,0,0,0,10,NA,04546,93024,03270,5,3,NA,NA
21131980100,21,131,9801,5736,5657,4,29,6,10,1,0,29,4327,4262,4,25,6,8,0,0,22,NA,38908,91800,03330,5,3,NA,NA
21131980200,21,131,9802,3232,3188,5,22,2,0,1,0,14,2410,2373,5,17,2,0,1,0,12,NA,NA,92456,03330,5,3,NA,NA
21131980300,21,131,9803,3433,3387,0,26,3,5,0,0,12,2613,2577,0,20,3,3,0,0,10,NA,NA,90976,03330,5,3,NA,NA
21133950100,21,133,9501,3099,3037,26,7,3,11,2,0,13,2352,2302,21,5,1,11,2,0,10,NA,40312,91880,03000,5,3,NA,NA
21133950200,21,133,9502,5822,5669,82,36,9,3,0,0,23,4397,4291,56,24,9,3,0,0,14,NA,27846,91880,03360,5,3,NA,NA
21133950300,21,133,9503,1510,1496,2,6,2,0,0,0,4,1155,1143,2,5,2,0,0,0,3,NA,NA,90776,03360,5,3,NA,NA
21133950400,21,133,9504,7630,7488,16,44,1,56,1,4,20,5839,5743,11,31,1,36,0,0,17,NA,82776,93688,03360,5,3,NA,NA
21133950500,21,133,9505,1662,1642,0,9,8,0,0,1,2,1243,1229,0,7,4,0,0,1,2,NA,NA,91168,03360,5,3,NA,NA
21133950600,21,133,9506,5554,5521,3,8,0,0,0,3,19,4295,4276,2,7,0,0,0,0,10,NA,07012,90256,03360,5,3,NA,NA
21135990100,21,135,9901,4745,4689,10,11,10,2,0,0,23,3423,3381,10,10,5,2,0,0,15,NA,NA,91376,03390,4,2,NA,NA
21135990200,21,135,9902,3990,3926,14,21,4,1,0,1,23,3046,2996,10,18,2,1,0,0,19,NA,79068,93560,03390,4,2,NA,NA
21135990300,21,135,9903,3293,3225,5,25,12,1,0,0,25,2518,2468,3,20,12,1,0,0,14,NA,16894,93480,03390,4,2,NA,NA
21135990400,21,135,9904,2064,2051,0,5,4,0,0,0,4,1535,1526,0,4,2,0,0,0,3,NA,NA,91984,03390,4,2,NA,NA
21137980100,21,137,9801,8627,7926,498,84,14,12,0,12,81,6461,5978,370,56,12,7,0,0,38,NA,73110,93344,03480,6,4,NA,NA
21137980200,21,137,9802,4971,4855,39,33,4,7,0,0,33,3702,3621,29,22,3,5,0,0,22,NA,38836,91792,03480,2,5,NA,NA
21137980300,21,137,9803,5558,5456,15,52,9,3,1,6,16,4179,4110,6,38,8,2,0,4,11,NA,25552,93632,03480,2,5,NA,NA
21137980400,21,137,9804,4205,4112,30,39,4,1,0,0,19,3022,2961,26,19,4,1,0,0,11,NA,17956,90888,03480,6,4,NA,NA
21139040100,21,139,0401,3178,3121,7,17,8,1,0,2,22,2497,2455,6,9,8,0,0,1,18,NA,68052,93040,03510,1,5,NA,NA
21139040200,21,139,0402,6626,6487,6,57,33,2,1,1,39,5119,5031,2,30,22,2,1,1,30,NA,32212,93240,03510,1,5,NA,NA
21141960100,21,141,9601,4836,4625,137,25,2,2,0,0,45,3480,3330,107,18,2,1,0,0,22,NA,02638,90120,03540,1,5,NA,NA
21141960200,21,141,9602,3846,3794,8,19,6,3,0,0,16,2885,2843,7,18,6,2,0,0,9,NA,45064,92024,03540,1,5,NA,NA
21141960300,21,141,9603,5793,4764,858,88,16,10,1,3,53,4298,3590,595,72,12,5,0,0,24,NA,67512,92992,03540,1,5,NA,NA
21141960400,21,141,9604,5054,4629,293,52,10,18,0,3,49,3821,3549,192,31,9,15,0,1,24,NA,67512,92992,03540,1,5,NA,NA
21141960500,21,141,9605,3941,3415,417,31,10,11,1,3,53,2933,2601,263,26,8,11,1,0,23,NA,67512,92992,03540,1,5,NA,NA
21141960600,21,141,9606,3103,2695,301,73,8,0,0,4,22,2331,2033,231,54,6,0,0,0,7,NA,00298,90008,03540,1,5,NA,NA
21143960100,21,143,9601,6423,5772,538,45,20,13,1,5,29,5443,4837,511,43,14,11,1,2,24,NA,23824,91104,03690,1,5,NA,NA
21143960200,21,143,9602,1657,1629,3,14,3,1,0,1,6,1362,1339,3,10,3,0,0,1,6,NA,NA,93272,03690,1,5,NA,NA
21145030100,21,145,0301,1452,1229,135,19,20,20,0,1,28,1085,961,77,12,9,14,0,0,12,NA,58836,92648,03960,1,5,NA,NA
21145030200,21,145,0302,2483,1274,1079,52,10,12,4,2,50,1877,1046,766,26,9,8,2,1,19,NA,58836,92648,04650,1,5,NA,NA
21145030300,21,145,0303,1620,1275,312,12,4,1,0,0,16,1490,1186,277,12,4,1,0,0,10,NA,58836,92648,04650,1,5,NA,NA
21145030400,21,145,0304,1914,564,1298,15,1,2,5,0,29,1341,451,859,11,1,2,2,0,15,NA,58836,92648,04650,1,5,NA,NA
21145030500,21,145,0305,1747,787,880,29,5,8,1,4,33,1248,660,539,22,5,6,1,1,14,NA,58836,92648,04650,1,5,NA,NA
21145030600,21,145,0306,3864,3020,718,44,4,6,1,6,65,2916,2415,438,30,4,2,1,0,26,NA,58836,92648,04650,1,5,NA,NA
21145030700,21,145,0307,4298,2991,1089,105,11,30,0,2,70,3432,2588,716,75,8,24,0,0,21,NA,58836,92648,04650,1,5,NA,NA
21145030800,21,145,0308,4716,4515,99,33,2,38,6,0,23,3668,3527,73,22,2,27,4,0,13,NA,58836,92648,04650,1,5,NA,NA
21145030900,21,145,0309,3673,2878,639,47,12,27,1,6,63,2826,2317,424,29,11,21,1,1,22,NA,58836,92648,03960,1,5,NA,NA
21145031000,21,145,0310,4815,4515,141,38,16,12,5,2,86,3646,3437,104,26,16,9,2,0,52,NA,84567,92648,03960,1,5,NA,NA
21145031100,21,145,0311,5588,5457,17,41,7,31,1,5,29,4360,4272,13,27,6,23,1,3,15,NA,64632,92648,03960,1,5,NA,NA
21145031200,21,145,0312,4820,4698,46,26,5,4,1,2,38,3562,3482,31,20,5,4,1,0,19,NA,35902,92124,03960,1,5,NA,NA
21145031300,21,145,0313,9987,9413,237,131,17,79,2,4,104,7639,7285,146,86,14,57,1,1,49,NA,50556,92648,03960,1,5,NA,NA
21145031400,21,145,0314,5794,5407,243,44,7,52,0,0,41,4514,4230,180,30,6,41,0,0,27,NA,58836,92648,03960,1,5,NA,NA
21145031500,21,145,0315,6056,5841,108,43,8,14,5,1,36,4583,4447,80,22,6,7,3,1,17,NA,58836,92120,03960,1,5,NA,NA
21145031600,21,145,0316,2687,2600,58,15,0,0,0,1,13,2012,1948,41,13,0,0,0,0,10,NA,50556,92128,03960,1,5,NA,NA
21147960100,21,147,9601,2399,2349,2,10,13,0,0,0,25,1721,1687,1,6,9,0,0,0,18,NA,NA,92688,03990,5,3,NA,NA
21147960200,21,147,9602,1070,1057,0,9,0,0,0,1,3,773,762,0,7,0,0,0,1,3,NA,NA,90808,03990,5,3,NA,NA
