GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,cd_1990,cd_2000,ndv,nrv
2404303-002,MD,043,03-002,1965,19,1839,80,3,5,0,0,19,1497,10,1425,47,3,4,0,0,8,NA,36075,90268,00660,7,4,211.81403637299647,254.23019730915067
2404303-003,MD,043,03-003,3278,72,2734,392,1,19,1,13,46,2038,30,1833,147,1,15,1,4,7,NA,36075,90268,00660,7,4,288.3613935391896,346.1063073587502
2404303-004,MD,043,03-004,2538,32,2143,253,10,11,2,14,73,1658,18,1482,123,5,6,1,2,21,NA,36075,90268,00660,7,4,234.59430347790791,281.5722559375897
2404304-001,MD,043,04-001,2915,7,2867,11,1,14,1,2,12,2188,4,2154,7,1,11,0,2,9,NA,17600,90360,00660,7,4,309.5852448791692,371.5802750249978
2404305-001,MD,043,05-001,3650,25,3554,9,10,4,2,1,45,2762,16,2699,9,10,3,1,1,23,NA,36600,90452,00660,7,4,390.8018493401578,469.0606579611718
2404306-001,MD,043,06-001,5243,35,5133,24,7,14,1,2,27,3911,25,3847,14,5,7,1,0,12,NA,08625,90544,00660,7,4,553.3765506044016,664.1912502846282
2404307-001,MD,043,07-001,5370,99,5122,70,19,20,1,12,27,3859,60,3714,45,10,12,1,3,14,NA,72900,90636,00660,7,4,546.018948806542,655.3602748269956
2404308-001,MD,043,08-001,2242,18,2184,13,1,9,0,1,16,1659,12,1621,12,1,3,0,1,9,NA,67950,90728,00660,7,4,234.73579582017445,281.74208238869807
2404309-001,MD,043,09-001,2896,38,2785,29,10,14,0,4,16,2172,25,2113,12,10,7,0,0,5,NA,46400,90820,00660,7,4,307.3213674029047,368.8630518072647
2404310-001,MD,043,10-001,4654,57,4387,86,4,72,5,8,35,3681,41,3504,63,3,50,2,2,16,NA,36075,90912,00660,7,4,520.8333118830994,625.1311665297151
2404310-002,MD,043,10-002,2112,28,1969,71,1,29,0,1,13,1595,17,1502,48,1,17,0,0,10,NA,69550,90912,00660,7,4,225.68028591511649,270.87318951776575
2404310-003,MD,043,10-003,4209,42,1861,2287,5,3,0,1,10,3903,28,1630,2232,5,3,0,0,5,NA,36075,90912,00660,7,4,552.2446118662693,662.8326386757616
2404311-001,MD,043,11-001,1137,7,1105,18,3,0,0,0,4,859,6,835,13,1,0,0,0,4,NA,NA,91000,00660,7,4,121.54192200694987,145.88092150204437
2404311-002,MD,043,11-002,674,2,658,3,2,1,1,0,7,524,1,517,0,1,1,1,0,3,NA,NA,91000,00660,7,4,74.1419873476621,88.98906038075815
2404312-001,MD,043,12-001,6322,28,3432,2842,4,6,0,0,10,5779,27,2899,2836,2,6,0,0,9,NA,69550,91092,00660,7,4,817.6842459582809,981.4270609549644
2404313-001,MD,043,13-001,5756,48,5611,28,17,25,1,0,26,4292,19,4212,20,11,16,1,0,13,NA,51425,91184,00660,7,4,607.2851330079498,728.8951281568969
2404314-001,MD,043,14-001,1077,17,1036,11,1,1,0,6,5,808,8,789,4,1,0,0,5,1,NA,38437,91276,00660,7,4,114.32581255135682,137.2197724955202
2404314-002,MD,043,14-002,1596,26,1469,51,10,9,1,6,24,1120,16,1051,27,8,9,1,1,7,NA,29450,91276,00660,7,4,158.4714233385144,190.20562524131512
2404315-001,MD,043,15-001,1975,10,1944,0,5,4,0,0,12,1480,6,1460,0,5,4,0,0,5,NA,NA,91368,00660,7,4,209.40866655446544,251.34314764030927
2404316-001,MD,043,16-001,3294,27,3204,13,5,28,0,3,14,2516,15,2466,9,3,18,0,0,5,NA,54125,91460,00660,7,4,355.99473314259126,427.28335098852574
2404317-001,MD,043,17-001,2598,109,2093,269,10,64,0,2,51,2044,71,1725,168,7,49,0,0,24,NA,36075,91552,00660,7,4,289.21034759278876,347.1252660654001
2404317-002,MD,043,17-002,4529,76,3993,348,8,36,1,2,65,3425,44,3119,204,5,29,0,1,23,NA,36075,91552,00660,7,4,484.61127226286766,581.6555950459859
2404318-001,MD,043,18-001,5620,101,4992,309,10,114,8,3,83,4125,67,3741,192,7,74,4,2,38,NA,67000,91644,00660,7,4,583.6559118494391,700.534110821808
2404318-002,MD,043,18-002,2842,14,2669,73,2,44,3,6,31,2206,11,2095,51,1,29,3,2,14,NA,36075,91644,00660,7,4,312.13210703996674,374.6371511449475
2404319-001,MD,043,19-001,1518,16,1477,4,2,4,0,2,13,1101,7,1081,2,1,1,0,0,9,NA,43100,91736,00660,7,4,155.7830688354503,186.9789226702571
2404320-001,MD,043,20-001,2089,16,2048,7,1,8,0,1,8,1541,3,1518,6,1,8,0,0,5,NA,69550,91828,00660,7,4,218.0396994327238,261.7025611579166
2404321-001,MD,043,21-001,2149,17,2004,72,7,8,3,1,37,1715,11,1619,49,5,8,2,0,21,NA,36075,91920,00660,7,4,242.65936698710016,291.25236365076375
2404321-002,MD,043,21-002,2904,23,2565,197,1,78,2,11,27,2296,13,2067,134,1,63,2,2,14,NA,36075,91920,00660,7,4,324.8664178439545,389.921531744696
2404321-003,MD,043,21-003,1590,24,1479,54,0,17,0,2,14,1224,15,1153,36,0,13,0,0,7,NA,36075,91920,00660,7,4,173.18662693423357,207.8675761565801
2404322-001,MD,043,22-001,5611,131,4738,533,25,50,3,12,119,4139,74,3618,342,15,38,3,3,46,NA,36075,92012,00660,7,4,585.6368046411706,702.9116811373244
2404323-001,MD,043,23-001,3923,16,3828,46,1,13,0,2,17,2860,10,2809,18,1,9,0,1,12,NA,85395,92104,00660,7,4,404.66809888227783,485.70365016978684
2404324-001,MD,043,24-001,1131,8,1001,117,1,1,0,0,3,976,5,853,113,1,1,0,0,3,NA,36075,92196,00660,7,4,138.09652605213398,165.75061628171747
2404325-001,MD,043,25-001,1667,55,630,940,1,9,0,0,32,1205,28,520,635,1,9,0,0,12,NA,36075,92288,00660,7,4,170.4982724311695,204.6408735855221
2404325-002,MD,043,25-002,3981,47,3573,252,11,30,1,7,60,2974,27,2740,150,11,21,0,0,25,NA,36075,92288,00660,7,4,420.7982259006623,505.063865596135
2404325-004,MD,043,25-004,2247,14,2037,134,3,13,0,3,43,1645,10,1547,60,2,9,0,1,16,NA,36075,92288,00660,7,4,232.754903028443,279.36451207318163
2404326-001,MD,043,26-001,3974,60,3797,54,2,21,3,2,35,2996,32,2898,27,2,17,3,2,15,NA,36125,92380,00660,7,4,423.911057430526,508.800047520518
2404326-002,MD,043,26-002,2880,34,2672,105,2,34,0,1,32,2284,29,2143,70,2,23,0,0,17,NA,36125,92380,00660,7,4,323.1685097367561,387.8836143313962
2404326-003,MD,043,26-003,2986,16,2870,40,5,35,9,2,9,2336,11,2256,26,4,28,6,1,4,NA,36125,92380,00660,7,4,330.5261115346157,396.7145897890287
2404327-001,MD,043,27-001,2160,31,2002,57,3,43,0,4,20,1734,23,1629,41,3,30,0,0,8,NA,29712,92472,00660,7,4,245.34772149016425,294.4790662218218
2404327-002,MD,043,27-002,3774,49,3538,71,1,89,1,5,20,2827,29,2676,54,1,59,1,1,6,NA,29712,92472,00660,7,4,399.9988515874823,480.0993772832124
24043ZZZZZZ,MD,043,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,85100,90176,00660,7,4,0,0
2404501-001,MD,045,01-001,101,0,100,0,0,1,0,0,0,87,0,86,0,0,1,0,0,0,NA,NA,90088,00690,2,6,13.0940805138712,15.15759455119331
2404501-002,MD,045,01-002,452,10,399,40,0,1,0,0,2,329,8,293,28,0,0,0,0,0,NA,NA,90088,00690,2,6,49.51669527659339,57.32009893497241
2404501-003,MD,045,01-003,1463,25,1211,208,3,8,0,1,7,1093,16,928,138,3,4,0,1,3,NA,50525,90088,00690,2,6,164.5037931225428,190.42817062591138
2404502-001,MD,045,02-001,471,6,338,120,0,1,0,2,4,373,3,264,103,0,1,0,0,2,NA,NA,90180,00690,2,6,56.138988869815606,64.98600882293223
2404502-002,MD,045,02-002,1648,7,1423,177,4,23,0,0,14,1166,6,1006,128,4,16,0,0,6,NA,NA,90180,00690,2,6,175.49078022038873,203.14661203093564
2404504-001,MD,045,04-001,3358,41,3054,172,9,53,0,1,28,2487,22,2285,117,9,42,0,0,12,NA,62025,90364,00690,2,6,257,354
2404505-001,MD,045,05-001,1425,103,336,950,1,5,0,0,30,935,67,260,587,1,4,0,0,16,NA,69925,90456,00690,2,6,140.7237388559721,162.9005851191465
2404505-002,MD,045,05-002,4786,186,2570,1823,5,107,1,5,89,3462,126,2069,1141,4,77,1,0,44,NA,69925,90456,00690,2,6,521.0541004485298,603.1677280026579
2404505-003,MD,045,05-003,5500,78,4653,605,13,66,0,11,74,4057,47,3539,373,7,49,0,4,38,NA,69925,90456,00690,2,6,610.605570629603,706.8317367148421
2404505-004,MD,045,05-004,5933,98,4795,632,7,331,7,6,57,4941,76,4083,487,6,242,5,5,37,NA,69925,90456,00690,2,6,743.6534691843402,860.8468353729443
2404505-005,MD,045,05-005,3624,26,3354,175,8,31,0,0,30,2706,17,2516,128,6,23,0,0,16,NA,69925,90456,00690,2,6,407.27105598316626,471.4534581095299
2404506-001,MD,045,06-001,809,3,782,16,1,4,0,0,3,613,1,591,14,1,3,0,0,3,NA,NA,90548,00690,2,6,73,107
2404507-001,MD,045,07-001,1424,12,1111,273,4,8,0,0,16,1115,6,864,225,3,7,0,0,10,NA,24850,90640,00690,2,6,167.8149399191539,194.26112556989128
2404508-001,MD,045,08-001,3700,38,3289,229,7,97,0,2,38,2907,25,2618,167,7,72,0,0,18,NA,69925,90732,00690,2,6,437.52289717038593,506.4727282795282
2404508-002,MD,045,08-002,3467,39,3246,120,5,31,0,3,23,2479,24,2323,92,3,23,0,3,11,NA,30950,90732,00690,2,6,373.10604130904255,431.90433209664616
2404509-001,MD,045,09-001,1884,50,1480,298,8,23,0,1,24,1468,28,1196,212,5,16,0,1,10,NA,69925,90824,00690,2,6,220.94379533750484,255.76262989829632
2404509-002,MD,045,09-002,6932,332,907,5588,21,15,2,4,63,4853,227,724,3833,16,13,2,2,36,NA,69925,90824,00690,2,6,730.4088819978957,845.5150155970246
2404509-003,MD,045,09-003,3543,82,2556,754,5,116,0,4,26,2278,45,1726,413,5,78,0,1,10,NA,69925,90824,00690,2,6,342.85420012182294,396.8850619266479
2404509-004,MD,045,09-004,32,0,23,7,0,0,0,1,1,31,0,23,6,0,0,0,1,1,NA,69925,90824,00690,2,6,4.665706849770198,5.400981966517157
2404509-005,MD,045,09-005,829,17,33,754,0,6,0,0,19,508,10,19,465,0,6,0,0,8,NA,69925,90824,00690,2,6,76.45738966720195,88.50641416099083
2404509-009,MD,045,09-009,1723,20,1523,105,5,63,0,0,7,1180,12,1036,78,4,47,0,0,3,NA,NA,90824,00690,2,6,177.597873636414,205.5857651771047
2404510-001,MD,045,10-001,530,9,145,363,2,3,0,0,8,367,6,99,257,1,0,0,0,4,NA,71650,90916,00690,2,6,55.23594883437621,63.94065747457408
2404510-002,MD,045,10-002,821,3,773,33,1,2,1,0,8,622,1,587,24,1,1,1,0,7,NA,71650,90916,00690,2,6,93.61515034055043,108.36808977979587
2404511-001,MD,045,11-001,3653,137,2703,705,3,56,1,5,43,2622,97,1987,474,2,45,0,0,17,NA,22600,91004,00690,2,6,270.5168614357262,360.68914858096826
2404511-002,MD,045,11-002,546,1,184,345,0,11,1,0,4,373,1,137,226,0,8,1,0,0,NA,69925,91004,00690,2,6,38.48313856427379,51.31085141903172
2404513-001,MD,045,13-001,5701,108,5034,408,7,82,0,9,53,5008,84,4494,320,6,64,0,5,35,NA,69925,91188,00690,2,6,753.7374162467468,872.5199254296103
2404513-003,MD,045,13-003,5840,183,4173,1211,12,149,0,18,94,4816,117,3726,787,11,116,0,5,54,NA,69925,91188,00690,2,6,724.8401351126862,839.0686822821492
2404513-004,MD,045,13-004,2279,83,1109,962,12,58,0,5,50,1796,49,980,688,10,38,0,0,31,NA,69925,91188,00690,2,6,270.309983941525,312.90850360854233
2404514-001,MD,045,14-001,1998,33,1843,79,0,35,0,0,8,1449,21,1353,52,0,20,0,0,3,NA,84950,91280,00690,2,6,172,261
2404515-001,MD,045,15-001,1102,4,935,144,0,3,0,0,16,793,4,689,92,0,1,0,0,7,NA,37875,91372,00690,2,6,119.476506639428,150.66189989785497
2404515-002,MD,045,15-002,1645,9,1169,437,3,5,0,5,17,1165,6,841,302,2,4,0,4,6,NA,37875,91372,00690,2,6,175.52349336057202,221.33810010214506
2404516-001,MD,045,16-001,2675,43,2141,408,11,44,0,1,27,2033,29,1693,258,8,34,0,0,11,NA,30950,91464,00690,2,6,305.980065341381,354.19988186868966
2404516-002,MD,045,16-002,2966,49,1917,925,4,18,0,5,48,2127,25,1452,612,4,17,0,2,15,NA,30950,91464,00690,2,6,320.1276925632648,370.5770529929675
2404517-001,MD,045,17-001,1784,7,1243,517,0,3,0,0,14,1440,2,989,436,0,3,0,0,10,NA,NA,90272,00690,2,6,216.72960850545434,250.88432360595826
24045ZZZZZZ,MD,045,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,69925,90824,00690,2,6,0,0
2404701-001,MD,047,01-001,6291,59,3619,2484,21,28,1,9,70,4499,33,2790,1612,15,23,1,2,23,NA,62475,90092,00720,2,6,863,822
2404701-002,MD,047,01-002,860,8,755,93,0,0,0,0,4,654,8,574,68,0,0,0,0,4,NA,75200,90184,00720,2,6,80.60314471330383,77.56538932303926
2404702-001,MD,047,02-001,804,5,772,20,2,1,0,0,4,622,2,597,17,2,1,0,0,3,NA,83337,90644,00720,2,6,93,157
2404702-002,MD,047,02-002,2793,26,2238,504,1,9,0,1,14,2172,23,1736,397,1,5,0,0,10,NA,73075,90184,00720,2,6,267.69117785519256,257.60248564165335
2404702-003,MD,047,02-003,4561,127,3688,629,11,55,0,3,48,3509,77,2874,487,7,39,0,2,23,NA,06800,90276,00720,2,6,432.4716128424819,416.17270815679626
2404703-001,MD,047,03-001,2588,16,1108,1423,5,9,1,4,22,1951,9,866,1053,5,4,1,1,12,NA,73075,90184,00720,2,6,240.45372375482535,231.39155132912782
2404703-002,MD,047,03-002,1114,30,861,205,0,5,2,4,7,863,22,676,154,0,4,2,2,3,NA,55325,90368,00720,2,6,106.36164202994068,102.35310548284845
2404703-003,MD,047,03-003,2676,27,872,1730,4,9,2,2,30,1952,17,673,1241,4,6,2,0,9,NA,06800,90276,00720,2,6,240.57697015346955,231.5101528418542
2404704-001,MD,047,04-001,10730,143,10146,240,15,74,2,11,99,9284,104,8850,195,11,61,2,9,52,NA,58225,90920,00720,2,6,1144.2195650127107,1101.0964441515239
2404705-001,MD,047,05-001,6576,91,6186,194,15,46,0,2,42,5375,72,5082,143,9,35,0,2,32,NA,58275,90276,00720,2,6,662.4493927125507,637.4831309041836
2404705-002,MD,047,05-002,5623,55,5366,109,7,28,0,2,56,4657,38,4479,83,6,24,0,1,26,NA,58275,90276,00720,2,6,573.9584784860183,552.3272447666573
2404705-003,MD,047,05-003,1927,9,1824,68,3,16,0,1,6,1446,8,1371,52,3,11,0,0,1,NA,NA,90460,00720,2,6,178.21429243950664,171.49778740231616
24047ZZZZZZ,MD,047,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,58225,90920,00720,2,6,0,0
2451001-001,MD,510,01-001,2016,223,1154,542,28,38,1,2,28,1520,154,989,316,16,26,0,0,19,NA,04000,04000,00090,4,8,439.9612087357927,127.13914426471158
2451001-002,MD,510,01-002,2458,362,1789,157,34,36,1,6,73,2129,280,1605,121,28,35,1,6,53,NA,04000,04000,00090,4,8,616.2351403937517,178.07844614445457
2451001-003,MD,510,01-003,1898,90,1677,41,17,25,2,5,41,1686,73,1503,34,13,24,2,4,33,NA,04000,04000,00090,4,8,488.00960390035954,141.02407712519982
2451001-004,MD,510,01-004,809,11,722,34,9,27,0,0,6,748,10,678,24,5,27,0,0,4,NA,04000,04000,00090,4,8,216.50722640419272,62.56584204605544
2451001-005,MD,510,01-005,1525,36,1403,46,8,12,0,1,19,1405,32,1296,40,7,11,0,1,18,NA,04000,04000,00090,4,8,406.67466991696625,117.52006427099985
2451001-006,MD,510,01-006,3482,114,3202,44,40,25,1,9,47,2979,79,2782,32,24,21,1,6,34,NA,04000,04000,00090,4,8,862.2660794894252,249.17599392406302
2451002-001,MD,510,02-001,1683,313,812,413,43,45,1,11,45,1318,235,689,285,27,40,1,11,30,NA,04000,04000,00090,4,8,381.492679680115,110.24302114532229
2451002-002,MD,510,02-002,2527,576,1666,153,13,45,2,14,58,2167,435,1519,117,11,42,2,3,38,NA,04000,04000,00090,4,8,627.2341706121466,181.25692475107238
2451002-003,MD,510,02-003,2284,129,1907,117,6,60,0,6,59,2130,109,1820,91,6,58,0,3,43,NA,04000,04000,00090,4,8,616.5245885573937,178.16209031831295
2451003-001,MD,510,03-001,2031,51,207,1729,16,10,0,3,15,1353,41,187,1092,15,8,0,1,9,NA,04000,04000,00090,4,5,391.6233654075839,113.17056723036498
2451003-002,MD,510,03-002,326,6,50,253,3,0,0,0,14,283,6,50,215,3,0,0,0,9,NA,04000,04000,00090,1,5,81.91383031067718,23.671301201916695
2451003-003,MD,510,03-003,1253,76,999,112,7,22,1,0,36,1162,66,933,104,7,20,0,0,32,NA,04000,04000,00090,4,8,336.33876615196783,97.19453002341768
2451003-004,MD,510,03-004,91,1,32,51,0,3,0,2,2,81,1,31,42,0,3,0,2,2,NA,04000,04000,00090,1,5,23.445301254999478,6.775178082527393
2451004-001,MD,510,04-001,1169,26,475,497,9,124,0,9,29,1124,26,464,469,9,121,0,7,28,NA,04000,04000,00090,4,5,325.339735933573,94.01605141679988
2451004-002,MD,510,04-002,1209,24,560,484,5,110,2,1,23,1135,23,552,425,4,107,2,1,21,NA,04000,04000,00090,1,5,328.5236657336347,94.93613732924187
2451004-003,MD,510,04-003,870,9,154,580,2,118,0,0,7,642,7,152,357,2,118,0,0,6,NA,04000,04000,00090,1,5,185.82572105814404,53.69955961706898
2451005-001,MD,510,05-001,1737,11,87,1510,5,106,0,1,17,1271,10,85,1057,2,104,0,1,12,NA,04000,04000,00090,1,5,367.8886159889425,106.31174497397923
2451005-002,MD,510,05-002,1055,4,58,911,1,69,0,2,10,770,3,58,634,0,66,0,0,9,NA,04000,04000,00090,1,5,222.87508600431605,64.40601387093942
2451005-003,MD,510,05-003,858,2,6,838,1,1,0,2,8,596,1,6,582,1,0,0,2,4,NA,04000,04000,00090,1,5,172.51110553061346,49.85192761958428
2451006-001,MD,510,06-001,2700,120,404,2077,35,30,0,4,30,1643,77,348,1161,23,20,0,2,12,NA,04000,04000,00090,1,5,475.56333286375485,137.42737764929024
2451006-002,MD,510,06-002,1296,18,121,1125,6,8,0,7,11,825,14,103,690,3,7,0,4,4,NA,04000,04000,00090,1,5,238.79473500462433,69.00644343314939
2451006-003,MD,510,06-003,1164,13,75,1028,11,23,0,5,9,794,11,69,678,5,20,0,5,6,NA,04000,04000,00090,1,5,229.8218419317233,66.41347404354013
2451006-004,MD,510,06-004,1724,58,394,1194,32,19,0,0,27,1202,37,358,747,26,14,0,0,20,NA,04000,04000,00090,1,5,347.91669269764657,100.54029697775218
2451006-005,MD,510,06-005,4342,286,1319,2441,74,80,1,14,127,2856,211,1133,1329,49,60,1,7,66,NA,04000,04000,00090,4,8,826.6639553614632,238.88776053948442
2451007-001,MD,510,07-001,1759,2,12,1719,2,2,0,0,22,1069,1,11,1039,2,2,0,0,14,NA,04000,04000,00090,1,5,309.4200869332647,89.41562185458992
2451007-002,MD,510,07-002,1579,17,30,1502,2,23,0,0,5,1108,13,28,1042,1,21,0,0,3,NA,04000,04000,00090,1,5,320.7085653153015,92.67774463506606
2451007-003,MD,510,07-003,3047,30,89,2884,3,8,0,2,31,1904,18,79,1778,2,7,0,1,19,NA,04000,04000,00090,1,5,551.1093035743088,159.25850702632295
2451007-004,MD,510,07-004,1463,22,55,1358,14,6,0,0,8,1008,11,53,923,11,6,0,0,4,NA,04000,04000,00090,1,5,291.7637489511046,84.31332724922979
2451007-005,MD,510,07-005,2752,55,264,2360,7,44,0,6,16,1730,40,227,1414,4,35,0,4,6,NA,04000,04000,00090,1,5,500.7453231006062,144.7044207749678
2451007-006,MD,510,07-006,1379,12,96,1249,3,0,0,5,14,815,6,85,713,2,0,0,0,9,NA,04000,04000,00090,1,5,235.90025336820463,68.17000169456576
2451008-001,MD,510,08-001,1433,24,900,454,3,32,0,1,19,1056,17,707,293,3,24,0,1,11,NA,04000,04000,00090,4,8,305.6572608059191,88.3282475944312
2451008-002,MD,510,08-002,2149,24,461,1537,4,70,0,12,41,1420,10,392,936,2,47,0,4,29,NA,04000,04000,00090,4,8,411.01639237159577,118.7747268788753
2451008-003,MD,510,08-003,1286,9,116,1154,0,4,0,0,3,867,7,107,747,0,4,0,0,2,NA,04000,04000,00090,1,5,250.95155787758702,72.51949873520061
2451008-004,MD,510,08-004,822,9,4,800,0,0,0,0,9,570,6,4,554,0,0,0,0,6,NA,04000,04000,00090,1,5,164.98545327592228,47.677179099266844
2451008-005,MD,510,08-005,1987,21,40,1908,5,0,0,0,13,1423,9,33,1365,3,0,0,0,13,NA,04000,04000,00090,1,5,411.8847368625217,119.0256594004504
2451008-006,MD,510,08-006,1482,6,17,1428,4,12,0,3,12,1057,5,8,1021,4,11,0,1,7,NA,04000,04000,00090,1,5,305.9467089695611,88.41189176828958
2451008-007,MD,510,08-007,3708,31,14,3634,3,6,0,0,20,2559,19,11,2511,2,2,0,0,14,NA,04000,04000,00090,1,5,740.6978507597984,214.04544090355063
2451008-008,MD,510,08-008,984,0,14,964,0,4,0,0,2,696,0,14,676,0,4,0,0,2,NA,04000,04000,00090,1,5,201.45592189481033,58.216345005420564
2451008-009,MD,510,08-009,1615,8,5,1594,1,1,0,3,3,1087,6,5,1068,1,1,0,3,3,NA,04000,04000,00090,1,5,314.6301538788202,90.92121698404046
2451008-010,MD,510,08-010,2170,23,17,2112,5,4,0,1,8,1472,15,13,1430,5,4,0,1,4,NA,04000,04000,00090,1,5,426.0676968809782,123.12422391951016
2451008-011,MD,510,08-011,4832,18,25,4754,5,6,1,0,23,3590,11,21,3532,5,6,0,0,15,NA,04000,04000,00090,1,5,1039.1189074746683,300.28258415152277
2451008-012,MD,510,08-012,1077,3,16,1050,0,0,0,0,8,794,2,14,771,0,0,0,0,7,NA,04000,04000,00090,1,5,229.8218419317233,66.41347404354013
2451008-013,MD,510,08-013,1624,6,44,1554,3,13,0,0,4,1114,5,41,1053,3,11,0,0,1,NA,04000,04000,00090,1,5,322.4452542971533,93.17960967821627
2451009-001,MD,510,09-001,1063,11,76,945,5,9,0,5,12,749,9,69,660,2,3,0,1,5,NA,04000,04000,00090,1,5,216.79667456783469,62.6494862199138
2451009-002,MD,510,09-002,1581,16,139,1376,16,5,0,6,23,1158,11,121,998,7,5,0,3,13,NA,04000,04000,00090,1,5,335.1809734974,96.85995332798423
2451009-003,MD,510,09-003,2125,35,241,1775,3,36,2,0,33,1473,27,220,1169,2,29,1,0,25,NA,04000,04000,00090,1,5,426.35714504462015,123.20786809336853
2451009-004,MD,510,09-004,2100,25,478,1512,9,28,2,3,43,1607,19,433,1091,6,27,1,0,30,NA,04000,04000,00090,1,5,465.143198972644,134.41618739038915
2451009-005,MD,510,09-005,2212,21,418,1727,5,19,0,3,19,1714,14,401,1272,4,13,0,1,9,NA,04000,04000,00090,1,5,496.11415248233465,143.36611399323397
2451009-006,MD,510,09-006,2553,16,261,2222,3,13,0,3,35,1960,10,233,1676,3,13,0,3,22,NA,04000,04000,00090,1,5,567.318400738259,163.94258076239126
2451009-007,MD,510,09-007,940,19,395,491,5,16,0,4,10,809,15,358,405,5,14,0,4,8,NA,04000,04000,00090,1,5,234.16356438635282,67.66813665141557
2451009-008,MD,510,09-008,2092,7,11,2028,12,18,0,3,13,1502,5,10,1452,12,11,0,3,9,NA,04000,04000,00090,1,5,434.7511417902373,125.63354913526106
2451009-009,MD,510,09-009,2901,10,39,2802,9,10,0,0,31,1970,4,32,1906,6,6,0,0,16,NA,04000,04000,00090,1,5,570.2128823746787,164.7790225009749
2451009-010,MD,510,09-010,1418,16,95,1267,4,22,0,2,12,974,9,80,853,3,20,0,0,9,NA,04000,04000,00090,1,5,281.92251138727767,81.46942533804545
2451009-011,MD,510,09-011,1845,44,284,1456,5,22,1,0,33,1276,29,254,952,4,17,1,0,19,NA,04000,04000,00090,1,5,369.33585680715225,106.72996584327103
2451009-012,MD,510,09-012,579,1,16,529,2,23,0,4,4,385,1,16,353,1,13,0,0,1,NA,04000,04000,00090,1,5,111.43754300215802,32.20300693546971
2451009-013,MD,510,09-013,2710,19,16,2636,5,14,0,2,18,1892,14,14,1840,4,8,0,0,12,NA,04000,04000,00090,1,5,547.6359256106051,158.2547769400226
2451009-014,MD,510,09-014,1612,3,18,1564,1,7,1,1,17,1148,2,14,1111,1,7,1,0,12,NA,04000,04000,00090,1,5,332.2864918609803,96.02351158940058
2451009-015,MD,510,09-015,2502,22,28,2391,9,9,0,8,35,1830,15,22,1753,8,9,0,6,17,NA,04000,04000,00090,1,5,529.690139464803,153.0688381608041
2451009-016,MD,510,09-016,2194,14,16,2145,4,2,0,0,13,1498,9,13,1463,3,2,0,0,8,NA,04000,04000,00090,1,5,433.59334913566937,125.2989724398276
2451009-017,MD,510,09-017,848,2,2,839,0,1,2,0,2,605,1,2,598,0,1,1,0,2,NA,04000,04000,00090,1,5,175.1161390033912,50.60472518430955
2451010-001,MD,510,10-001,1828,2,3,1813,2,3,1,0,4,1209,2,2,1197,1,3,1,0,3,NA,04000,04000,00090,1,5,349.9428298431404,101.12580619476073
2451010-002,MD,510,10-002,1976,12,15,1906,8,14,0,0,21,1319,10,14,1265,7,9,0,0,14,NA,04000,04000,00090,1,5,381.782127843757,110.32666531918065
2451010-003,MD,510,10-003,8003,25,881,7087,8,0,0,0,2,7578,25,874,6672,6,0,0,0,1,NA,04000,04000,00090,1,5,2193.43818407884,633.855549498674
2451010-004,MD,510,10-004,1201,6,28,1147,2,8,0,0,10,890,5,24,848,2,6,0,0,5,NA,04000,04000,00090,1,5,257.6088656413523,74.44331473394297
2451011-001,MD,510,11-001,1724,53,886,596,4,141,1,2,41,1629,49,872,523,4,140,1,2,38,NA,04000,04000,00090,1,5,471.5110585727673,136.25635921527314
2451011-002,MD,510,11-002,440,7,132,252,2,41,0,0,6,428,7,131,241,2,41,0,0,6,NA,04000,04000,00090,1,5,123.88381403876268,35.79970641137931
2451011-003,MD,510,11-003,1968,57,1209,549,8,119,2,2,22,1866,55,1157,506,8,116,2,2,20,NA,04000,04000,00090,1,5,540.1102733559139,156.08002841970514
2451011-004,MD,510,11-004,1563,13,88,1451,2,2,0,1,6,1120,10,87,1013,2,2,0,1,5,NA,04000,04000,00090,1,5,324.18194327900517,93.68147472136643
2451011-005,MD,510,11-005,836,16,463,303,2,37,2,2,11,753,16,443,245,2,34,1,2,10,NA,04000,04000,00090,1,5,217.95446722240257,62.98406291534725
2451011-006,MD,510,11-006,2805,103,1453,914,6,246,1,10,72,2649,97,1430,800,6,240,1,8,67,NA,04000,04000,00090,1,5,766.7481854875756,221.57341655080327
2451011-007,MD,510,11-007,1948,51,1157,592,5,103,0,17,23,1877,49,1143,540,5,101,0,17,22,NA,04000,04000,00090,1,5,543.2942031559757,157.00011433214715
2451012-001,MD,510,12-001,2291,49,1868,102,0,236,1,4,31,2131,45,1738,93,0,225,0,3,27,NA,04000,04000,00090,1,8,616.8140367210357,178.24573449217132
