GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,DISTRICT.x,DISTRICT.y,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
0900103405B,CT,001,03405B,9403,2260,5652,585,21,397,0,209,279,7536,1694,4710,445,17,297,0,169,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,973.8011975230719,1367.0497603247982
0900103406A,CT,001,03406A,5624,1840,2495,537,5,282,0,196,269,4390,1387,2068,392,5,186,0,166,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,567.2753791303458,796.3572781085276
0900103406B,CT,001,03406B,5706,597,4160,313,24,440,0,60,112,4417,403,3383,199,15,312,0,45,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,570.7643165418536,801.2551474727487
0900103407A,CT,001,03407A,1082,256,644,60,0,91,1,13,17,825,194,506,37,0,66,1,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,106.60642090718343,149.65711946230874
0900103407B,CT,001,03407B,8845,1389,6045,683,9,463,2,50,204,6635,878,4813,446,6,327,2,39,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,857.3740639020147,1203.6060456150526
0900105106A,CT,001,05106A,2875,68,2698,28,2,62,1,3,13,2092,40,1985,21,0,38,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,402.18896663334766,726.2104812223333
0900105106B,CT,001,05106B,2952,78,2778,14,0,60,0,5,17,2268,56,2147,12,0,43,0,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,436.02513208624873,787.3065828930459
0900105109A,CT,001,05109A,2870,37,2764,20,0,36,0,0,13,2238,24,2162,17,0,26,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,430.2576038840497,776.8924746537198
0900105109B,CT,001,05109B,3088,38,2980,9,0,44,3,0,14,2150,24,2085,7,0,30,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,413.3395211575991,746.3444238183636
0900105701A,CT,001,05701A,1659,82,1482,19,4,63,0,1,8,1484,67,1340,19,3,50,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,180.5807167201081,254.83009659789863
0900105704A,CT,001,05704A,1038,57,938,5,0,25,0,0,13,803,42,735,5,0,19,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,97.71315062415553,137.88987032891686
0900105705A,CT,001,05705A,1286,49,1148,3,0,79,0,0,7,889,29,805,3,0,51,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,108.17807086534776,152.6576522072317
0900105707A,CT,001,05707A,3068,102,2727,50,0,164,0,2,23,2306,71,2053,43,0,124,0,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,280.6058846068526,395.9826164115595
0900105708A,CT,001,05708A,624,52,503,9,0,57,0,0,3,477,35,399,8,0,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,58.04380180289189,81.90967390646742
0900105710A,CT,001,05710A,950,46,879,2,0,20,0,0,3,663,35,608,1,0,16,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,80.67723395244721,113.8492951781717
0900105711A,CT,001,05711A,1175,42,1094,12,2,17,0,1,7,830,35,762,10,2,15,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,100.99864883941356,142.526266965132
0900109703A,CT,001,09703A,2660,53,2527,24,5,31,0,0,20,1849,26,1772,15,4,22,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,252.71094412113678,510.8542855528561
0900109703B,CT,001,09703B,6786,123,6494,18,2,88,3,4,54,4702,74,4527,12,2,55,3,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,642.6429741793322,1299.100514153342
0900110336A,CT,001,10336A,5568,500,4427,362,4,211,2,8,54,4422,347,3588,283,2,166,2,3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,684.9269151106473,982.6284085777023
0900110336B,CT,001,10336B,4753,300,3963,234,1,197,5,4,49,3735,221,3151,172,1,152,3,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,578.5169669693053,829.9676856711259
0900110337A,CT,001,10337A,7467,1157,5169,829,4,156,0,15,137,5949,858,4265,623,2,111,0,7,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,921.4450967872549,1321.9485306713593
0900110337B,CT,001,10337B,12011,2560,6523,1886,12,739,3,33,255,9724,1961,5577,1376,6,589,3,21,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1506.1576939249062,2160.8047591609175
0900110337C,CT,001,10337C,4816,739,3431,384,11,158,2,8,83,3790,535,2771,282,8,122,2,7,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,587.035958450781,842.1894320464704
0900110340A,CT,001,10340A,5111,1141,2457,1178,12,204,3,11,105,3985,794,2115,834,11,159,2,1,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,617.2396555214676,885.5210782863282
0900110340B,CT,001,10340B,5097,988,2783,1010,5,202,0,3,106,3821,643,2269,697,5,148,0,2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,591.8375718312491,849.0780527307554
0900110340C,CT,001,10340C,9702,3314,2315,3674,19,116,3,9,252,7050,2383,1929,2456,12,92,3,6,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1091.9798171709779,1566.6056717487113
0900110340D,CT,001,10340D,3148,1070,422,1506,9,14,6,4,117,2116,708,342,961,6,12,6,4,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,327.748835905502,470.20391509507425
0900110341A,CT,001,10341A,4291,79,4039,60,4,46,1,3,59,3421,57,3231,46,3,38,1,3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,350.43488958233314,1294.7819851176187
0900110342A,CT,001,10342A,3180,291,2435,294,0,90,0,3,67,2530,215,1993,212,0,65,0,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,391.87360814788286,562.2003332658496
0900110342B,CT,001,10342B,7061,304,6038,359,5,226,3,23,103,5581,224,4846,263,5,178,3,7,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,864.4452992384719,1240.173936741781
0900110342C,CT,001,10342C,4160,210,3602,137,2,146,0,6,57,3309,150,2926,95,2,113,0,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,512.5335056764206,735.3047046548206
0900110342D,CT,001,10342D,6586,313,5720,318,7,167,0,7,54,5208,210,4572,253,7,133,0,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,806.6710479186457,1157.2882749598991
0900113802B,CT,001,13802B,5044,588,1528,2630,21,88,3,29,157,3462,352,1225,1700,12,60,3,21,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,829.2109497143183,1154.164018306376
0900113803A,CT,001,13803A,4215,257,3706,134,8,58,0,8,44,3385,174,3026,100,7,48,0,4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,810.7680718610535,1128.4937036300066
0900113803B,CT,001,13803B,336,41,198,85,0,6,0,1,5,255,31,157,59,0,3,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,61.07706302055204,85.01208107109355
0900113804B,CT,001,13804B,5425,942,3359,876,4,116,0,6,122,3855,553,2606,533,3,86,0,3,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,923.3414821342278,1285.1826373688848
0900113805A,CT,001,13805A,290,17,260,5,0,0,0,0,8,240,11,218,5,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,57.484294607578384,80.01137041985275
0900113805B,CT,001,13805B,5033,455,4035,343,11,116,0,7,66,3833,280,3188,239,7,83,0,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,918.0720884618664,1277.848261747065
0900113806A,CT,001,13806A,3923,179,3570,96,2,36,0,4,36,3012,114,2782,70,2,23,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,721.4278973251087,1004.1426987691519
0900113806B,CT,001,13806B,834,36,755,18,0,11,1,3,10,644,28,585,17,0,8,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,154.24952386366866,214.69717729327155
0900113807A,CT,001,13807A,5029,195,4650,89,4,48,0,9,34,3776,117,3544,63,2,28,0,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,904.4195684925667,1258.84556127235
0900113808A,CT,001,13808A,1492,44,1413,19,0,6,3,0,7,1168,35,1109,15,0,2,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,279.75690042354813,389.38866937661675
0900113808C,CT,001,13808C,3305,65,3133,34,2,51,0,2,18,3022,47,2894,31,1,41,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,723.8230762670911,1007.4765058699792
0900113809A,CT,001,13809A,3217,81,3053,49,1,19,0,4,10,2537,47,2434,32,1,13,0,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,607.6568975809431,845.78686147986
0900113809C,CT,001,13809C,1753,47,1627,22,4,39,0,3,11,1301,31,1208,20,2,32,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,311.6127803519145,433.7283038176185
090011380AC,CT,001,1380AC,1463,61,1328,39,0,14,0,9,12,1182,38,1094,21,0,14,0,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,283.1101509423235,394.05599931777476
0900113810A,CT,001,13810A,893,39,817,24,1,7,0,0,5,709,26,657,14,1,6,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,169.81818698655448,236.36692344864835
0900113810B,CT,001,13810B,832,43,742,35,0,8,0,1,3,646,26,591,21,0,6,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,154.72855965206514,215.36393871343697
090011381AA,CT,001,1381AA,974,49,860,31,0,16,0,0,18,824,31,755,19,0,10,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,197.36274481935246,274.7057051081611
090011381AB,CT,001,1381AB,4272,203,3776,191,0,43,1,5,53,3291,123,2959,137,0,32,1,5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,559.1176498066108,427.5243838636746
09001138AAA,CT,001,138AAA,1646,57,1517,45,2,13,0,0,12,1328,40,1237,32,2,8,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,318.07976349526706,442.7295829898519
0900114402A,CT,001,14402A,2135,29,2025,18,8,28,1,1,25,1677,24,1598,12,5,22,0,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,311.6320173707067,630.6791156731149
0900114402B,CT,001,14402B,2766,26,2641,34,0,32,0,2,31,1966,14,1895,18,0,26,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,365.33604421634425,739.3650217133833
0900114404B,CT,001,14404B,1039,25,985,15,3,8,0,0,3,777,19,740,8,1,8,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,144.38764311093564,292.2108961705487
0900114406B,CT,001,14406B,354,12,330,4,0,8,0,0,0,266,10,248,3,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,49.430003947887876,100.03616265298065
0900114407A,CT,001,14407A,4548,207,3763,246,5,239,0,17,71,3428,138,2931,151,3,155,0,9,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,637.0152388472168,1289.1878405053296
0900115802A,CT,001,15802A,2308,31,2186,10,2,62,0,1,16,1613,22,1529,9,2,42,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,442.49376353723204,886.071775337964
0900115803A,CT,001,15803A,632,8,604,5,0,6,0,3,6,509,5,491,5,0,6,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,139.63380386884756,279.6097542758981
0900115806A,CT,001,15806A,20,0,15,0,0,5,0,0,0,12,0,9,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3.2919560833520056,6.591978489805064
09003000401,CT,003,00401,15832,249,14825,153,6,469,2,18,110,11695,150,11046,113,4,319,1,10,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1913,3653
09003000701,CT,003,00701,2701,33,2593,24,1,29,0,0,21,1979,19,1907,17,0,23,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,441.8453968948174,533.5899846927618
09003000702,CT,003,00702,3246,59,3025,7,1,128,1,0,25,2364,37,2227,5,0,85,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,527.8031926525257,637.3960201180844
09003000703,CT,003,00703,3531,72,3372,12,0,48,0,3,24,2648,51,2543,9,0,26,0,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,591.2110212114585,713.9698228733872
09003000704,CT,003,00704,2954,35,2862,7,4,22,1,0,23,2241,18,2191,6,4,11,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,500.34135141045266,604.2320139951892
09003000705,CT,003,00705,2482,14,2407,5,0,37,0,0,19,1951,10,1896,5,0,24,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,435.59392083971136,526.0404548436476
09003000706,CT,003,00706,1893,23,1853,2,2,9,0,0,4,1415,14,1391,1,2,4,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,315.922807784824,381.52088344631534
09003000707,CT,003,00707,1408,31,1335,6,1,27,0,1,7,1121,26,1071,5,1,14,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,250.28230920621039,302.2508200306145
09003001102,CT,003,01102,3501,115,1595,1611,4,94,0,6,76,2798,68,1478,1122,2,78,0,2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,778.1818181818182,499.2727272727273
09003001103,CT,003,01103,3071,126,367,2468,8,24,1,6,71,2309,86,337,1806,7,17,1,6,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,642.1807784781337,412.0159854441484
09003001104,CT,003,01104,4555,209,700,3402,15,36,2,16,175,3315,137,634,2381,12,21,2,11,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,921.9702384820326,591.5257651569303
09003001105,CT,003,01105,3068,134,1865,971,3,24,0,5,66,2484,101,1631,695,3,19,0,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,690.8519072064462,443.24283579179934
09003001106,CT,003,01106,2594,70,1097,1326,2,42,0,2,55,2099,40,1037,949,2,31,0,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,583.7754240041587,374.54376502696726
09003001722,CT,003,01722,5690,168,5272,83,9,76,2,10,70,4457,114,4177,67,7,53,2,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,912.8446033810143,845.8060684872128
09003002001,CT,003,02001,8190,110,7902,46,2,60,4,2,64,5877,70,5704,30,2,43,3,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,958,1319
09003002301,CT,003,02301,8840,113,8514,44,3,64,2,16,84,6592,64,6395,35,3,42,0,10,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1261,1844
09003004001,CT,003,04001,214,1,205,3,1,4,0,0,0,175,1,168,2,1,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,30.55634807417974,50.67760342368045
09003004002,CT,003,04002,4531,71,4292,59,3,46,0,12,48,3330,39,3190,39,3,27,0,10,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,581.4436519258203,964.3223965763195
09003004301,CT,003,04301,7255,1634,3276,1816,22,302,2,10,193,5243,984,2764,1138,16,221,2,5,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1258.4314642572417,940.2010098325804
09003004302,CT,003,04302,5560,762,3395,872,8,386,1,15,121,4150,481,2777,538,7,266,1,9,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,996.088227478076,744.1987775710869
09003004303,CT,003,04303,8628,1653,3908,2248,26,442,2,49,300,6464,1048,3332,1464,22,360,2,39,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1551.497422269466,1159.1568429444592
09003004304,CT,003,04304,3920,786,2022,803,16,161,0,7,125,3065,520,1803,542,7,122,0,2,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,735.6651607759766,549.6311453627425
09003004305,CT,003,04305,4299,887,1817,1336,10,109,1,21,118,3079,538,1565,815,10,78,1,13,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,739.0254584108425,552.1416954557534
09003004306,CT,003,04306,6170,891,3890,1019,11,191,0,20,148,4762,534,3331,648,10,143,0,8,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1142.981238373638,853.9456816369918
09003004307,CT,003,04307,3689,339,2728,411,4,136,0,9,62,2896,209,2282,260,4,104,0,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,695.1015678979537,519.3252192399681
09003004308,CT,003,04308,3051,183,2575,161,4,76,0,6,46,2464,116,2151,113,1,58,0,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,591.4123837363807,441.8568163699177
09003004309,CT,003,04309,3579,207,3055,184,0,90,0,5,38,2792,135,2460,121,0,55,0,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,670.1393568960935,500.67541854903004
09003004310,CT,003,04310,3424,210,2891,201,9,79,3,6,25,2715,138,2375,116,7,59,3,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,651.6577199043315,486.86739303747004
09003004701,CT,003,04701,5119,116,4559,228,6,136,4,3,67,4137,66,3761,166,5,96,3,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,738.401989008113,799.0332373724156
09003004702,CT,003,04702,4699,91,4313,167,7,60,0,8,53,3505,52,3263,104,7,44,0,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,625.598010991887,676.9667626275844
0900300492A,CT,003,0492A,4288,114,3973,105,7,65,0,0,24,3374,70,3156,78,4,51,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,631.5277603064784,632.4923666304534
0900300492B,CT,003,0492B,7088,317,6172,292,21,131,3,20,132,5229,203,4669,162,17,101,2,12,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,978.7370061181315,980.2319457944994
0900300493B,CT,003,0493B,6806,850,4049,1691,21,75,0,6,114,5974,834,3289,1672,21,57,0,2,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1118.18222882955,1119.8901595288467
0900300494A,CT,003,0494A,3917,68,3725,51,1,37,0,2,33,2987,45,2855,42,1,22,0,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,559.091114414775,559.9450797644233
0900300494B,CT,003,0494B,4754,83,4447,85,3,80,0,3,53,3645,56,3439,56,3,59,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,682.2521299102292,683.2942135056321
09003005201,CT,003,05201,12959,268,11833,195,10,518,0,25,110,10104,176,9333,134,9,370,0,10,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1673.921807707366,2358.296996476313
09003005202,CT,003,05202,10682,249,9790,159,16,356,1,16,95,7775,142,7229,105,10,228,1,6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1288.0781922926337,1814.703003523687
09003005401,CT,003,05401,5282,183,4662,92,1,291,0,4,49,3859,118,3455,62,1,196,0,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,758.5757549796531,1108.191732705076
09003005402,CT,003,05402,2430,45,2205,34,4,119,0,2,21,1834,32,1681,25,3,84,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,360.5151424287856,526.6710644677661
09003005403,CT,003,05403,4196,67,3890,39,3,160,0,7,30,2963,38,2769,23,3,109,0,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,582.4462197472692,850.8867851788392
09003005404,CT,003,05404,4367,61,4053,36,5,172,1,1,38,3154,41,2946,28,4,117,1,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,619.991689869351,905.736388948383
09003005405,CT,003,05405,4170,44,4032,11,4,63,0,1,15,2900,27,2818,9,2,40,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,570.0621118012423,832.7950310559006
09003005406,CT,003,05406,5035,81,4800,18,3,93,1,10,29,3800,47,3647,16,3,67,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,746.9779396016277,1091.2486613835938
09003005407,CT,003,05407,4357,293,3716,201,13,86,0,4,44,3463,177,3075,123,8,65,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,680.7327907474835,994.472135360891
09003005408,CT,003,05408,2039,25,1870,23,0,96,0,4,21,1372,15,1277,15,0,59,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,269.69835082458775,393.9982008995502
09003005601,CT,003,05601,4677,62,4516,25,16,36,0,0,22,3538,41,3425,24,12,23,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,549.9165004653636,1027.8593272171254
09003005602,CT,003,05602,5670,72,5484,36,7,41,2,1,27,3983,41,3862,26,6,28,1,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,619.0834995346363,1157.1406727828746
09003006401,CT,003,06401,4189,301,72,3700,5,15,2,11,83,2909,166,68,2593,3,13,1,9,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,665.7746618044936,208.39677684978238
09003006402,CT,003,06402,4931,598,967,3127,4,67,8,5,155,3598,397,865,2147,1,57,7,2,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,823.4641571579814,257.75579343606637
09003006403,CT,003,06403,1150,410,237,416,6,18,1,5,57,849,269,202,315,5,17,1,5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,194.30824608869543,60.82119750617574
09003006404,CT,003,06404,4075,837,1916,1007,21,150,6,10,128,3477,643,1745,823,19,135,3,8,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,795.7712269144806,249.08751911539818
09003006405,CT,003,06405,1735,436,653,519,4,30,0,9,84,1322,276,605,348,4,24,0,3,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,302.562427949653,94.7062698506058
09003006406,CT,003,06406,5183,930,49,3918,10,41,0,0,235,3235,516,36,2462,9,29,0,0,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,740.3853664274792,231.7509704740619
09003006407,CT,003,06407,7303,2207,529,4109,22,107,1,32,296,5068,1360,479,2879,14,100,0,31,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1159.8989295377014,363.064580637572
09003006408,CT,003,06408,6906,3937,1295,1063,10,307,1,82,211,4800,2458,1158,725,8,218,0,67,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1098.5625220562288,343.86542759675336
09003006409,CT,003,06409,6502,4747,680,799,10,105,7,21,133,4026,2636,629,547,8,89,5,17,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,921.4193153746618,288.41712739677683
09003006410,CT,003,06410,2711,1725,358,456,4,67,0,23,78,1763,1052,326,269,3,46,0,15,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,403.492859663569,126.29890601105753
09003006411,CT,003,06411,3694,1196,1864,444,20,74,0,24,72,2896,748,1721,302,10,53,0,16,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,662.799388307258,207.4654746500412
09003006412,CT,003,06412,3556,1229,1612,500,10,75,2,31,97,2666,776,1417,318,6,62,2,27,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,610.159934125397,190.98858957769673
09003006413,CT,003,06413,1734,566,848,245,3,19,0,12,41,1323,370,751,146,2,15,0,10,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,302.79129514174804,94.77790848135513
09003006414,CT,003,06414,1612,1098,36,444,2,4,0,5,23,994,678,29,266,2,3,0,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,227.49398894247736,71.20879896482766
09003006415,CT,003,06415,6878,4646,823,968,22,102,0,56,261,4448,2814,690,640,14,81,0,40,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1018.0012704387719,318.6486295729914
09003006416,CT,003,06416,4143,2634,498,694,14,82,0,94,127,2779,1703,386,474,8,65,0,56,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,636.0219268321373,199.0837548523703
09003006417,CT,003,06417,4198,2463,592,972,8,71,0,15,77,2885,1478,563,713,8,59,0,6,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,660.2818491942124,206.6774497117986
09003006418,CT,003,06418,3639,1898,743,849,1,63,0,3,82,2598,1199,702,576,1,57,0,3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,594.5969650629337,186.11716268674272
09003006419,CT,003,06419,4983,2126,62,2673,21,1,4,9,87,2952,1197,42,1646,12,1,1,7,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,675.6159510645806,211.47723797200328
09003006420,CT,003,06420,3482,575,30,2719,29,17,1,21,90,2277,317,21,1832,22,16,1,9,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,521.1305964004235,163.12116221620985
09003006421,CT,003,06421,2955,876,501,1385,20,45,1,8,119,2357,648,466,1084,17,41,1,8,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,539.4399717680272,168.85225267615573
09003006422,CT,003,06422,5407,3074,857,1137,25,103,3,31,177,3726,1934,768,791,12,83,2,17,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,852.7591577461475,266.9255381719797
09003006423,CT,003,06423,5688,2557,2117,634,10,158,1,47,164,4495,1658,2061,456,10,142,1,40,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1028.758028467239,322.0156452182096
09003006424,CT,003,06424,8148,4312,2262,885,15,97,1,65,511,5655,2670,1925,568,13,69,1,46,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1294.2439712974945,405.116456887425
09003006425,CT,003,06425,5710,2951,1546,912,9,56,0,45,191,3971,1804,1368,572,6,42,0,26,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,908.8316198094342,284.477002705564
09003006426,CT,003,06426,5315,260,186,4646,12,7,1,10,193,3777,164,156,3276,11,4,1,6,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,864.4313845429949,270.57910834019526
09003006427,CT,003,06427,5751,671,344,4554,11,17,2,11,141,4164,479,326,3222,9,16,2,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,953.0029878837784,298.30325844018347
09003006501,CT,003,06501,2012,12,1972,2,1,12,1,1,11,1462,5,1443,2,1,3,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,217,422
09003007701,CT,003,07701,7010,611,4867,798,13,520,1,25,175,5573,359,4166,506,8,404,1,17,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1179.4437034409364,1242.3104647037956
09003007702,CT,003,07702,3620,130,3289,95,3,47,0,2,54,2718,82,2509,64,3,36,0,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,575.2248315005321,605.8854913089748
09003007703,CT,003,07703,3563,107,3237,119,9,56,0,17,18,2782,68,2572,79,5,39,0,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,588.7694927279177,620.1521106775452
