GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
35001000303,NM,001,303,882,448,411,3,14,0,0,0,6,699,329,353,2,12,0,0,0,3,NA,12430,90300,00060,022,019,1,3,114.08960491557963,135.75289059755858
35001000304,NM,001,304,753,128,519,17,5,75,0,1,8,563,73,415,11,2,58,0,1,3,NA,02000,90060,00060,022,019,1,3,91.89191354430807,109.34031102492915
35001000305,NM,001,305,1729,405,1056,54,111,39,5,3,56,1330,282,873,39,67,34,2,3,30,NA,02000,90060,00060,022,019,1,3,217.0803641455235,258.29949140880245
35001000306,NM,001,306,1064,393,511,27,50,32,5,2,44,774,250,417,23,33,24,4,2,21,NA,02000,90060,00060,022,019,1,3,126.33097883356028,150.31865139128803
35001000307,NM,001,307,800,157,571,17,0,41,0,0,14,583,107,429,12,0,24,0,0,11,NA,02000,90060,00060,031,020,1,3,95.15627992243624,113.224513903257
35001000308,NM,001,308,732,114,576,2,14,15,1,0,10,576,79,462,2,9,13,1,0,10,NA,02000,90060,00060,028,020,1,3,94.01375169009137,111.86504289584225
35001000311,NM,001,311,828,251,443,27,58,31,2,1,15,677,187,399,19,38,23,1,1,9,NA,02000,90060,00060,019,016,1,3,110.49880189963865,131.48026743139795
35001000312,NM,001,312,957,298,550,32,31,30,2,1,13,807,244,487,24,18,22,2,0,10,NA,02000,90060,00060,019,017,1,3,131.71718335747178,156.72758614052898
35001000313,NM,001,313,532,207,253,20,37,3,0,1,11,430,168,223,11,21,3,0,1,3,NA,02000,90060,00060,030,016,1,3,70.18387712975571,83.5103618840489
35001000314,NM,001,314,825,158,563,15,13,58,0,0,18,668,111,478,9,10,45,0,0,15,NA,02000,90060,00060,030,015,1,3,109.02983702948097,129.7323761361504
35001000315,NM,001,315,827,218,554,5,19,10,2,1,18,670,162,463,4,17,10,1,0,13,NA,02000,90060,00060,030,015,1,3,109.35627366729378,130.12079642398317
35001000316,NM,001,316,1333,388,756,74,76,14,0,1,24,1092,277,681,54,53,10,0,1,16,NA,02000,90060,00060,026,018,1,3,178.23440424579823,212.07747715670092
35001000317,NM,001,317,654,154,450,1,23,16,0,0,10,544,110,392,1,22,12,0,0,7,NA,02000,90060,00060,026,018,1,3,88.7907654850863,105.65031829051769
