GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
1300900CTY1,GA,009,CTY1,1699,34,652,986,0,15,0,0,12,1271,25,545,681,0,12,0,0,8,NA,51492,92016,00210,122,25,5,3,150.031704737128,131.79098887904172
1300900CTY2,GA,009,CTY2,3653,38,1841,1688,7,61,0,2,16,3297,37,1704,1489,6,47,0,1,13,NA,51492,92016,00210,122,25,5,3,389.18531118671206,341.8685211126676
1300900CTY3,GA,009,CTY3,1934,14,592,1303,1,13,1,3,7,1360,11,502,831,1,9,1,1,4,NA,51492,92016,00210,122,25,5,3,160.53746533634467,141.01946882415163
1300900CTY4,GA,009,CTY4,6265,47,3346,2783,6,63,0,2,18,6079,46,3262,2693,4,55,0,2,17,NA,51492,92016,00210,122,25,5,3,717.5788616026759,630.3362874867778
1300900CTY5,GA,009,CTY5,2268,29,740,1442,1,42,0,0,14,1480,22,548,872,1,29,0,0,8,NA,51492,92016,00210,122,25,5,3,174.70253580719861,153.46236313216502
1300900CTY6,GA,009,CTY6,2939,69,2047,719,5,92,0,1,6,2278,50,1643,503,5,74,0,0,3,NA,51492,92016,00210,122,25,5,3,268.9002544383773,236.207610280454
1300900MERI,GA,009,MERI,2467,88,1846,501,1,23,0,2,6,1881,54,1456,348,0,17,0,1,5,NA,51492,92016,00210,122,25,5,3,222.03747963063552,195.04236827810973
1300900MONT,GA,009,MONT,4244,42,2628,1508,16,3,0,3,44,3138,24,2032,1042,12,3,0,0,25,NA,51492,93150,00210,122,25,5,3,370.4165928128306,325.38168615454987
13011000001,GA,011,0001,1645,34,1550,37,0,7,0,0,17,1209,17,1148,25,0,6,0,0,13,NA,50484,91956,00240,22,47,6,9,139.22919406349803,121.17255307157619
13011000002,GA,011,0002,1040,32,983,9,1,4,5,1,5,786,20,745,7,1,2,5,1,5,NA,04980,90198,00240,22,47,6,9,90.51625023482998,78.77719331204209
13011000003,GA,011,0003,390,3,368,18,0,0,0,0,1,288,2,273,12,0,0,0,0,1,NA,39720,91524,00240,22,47,6,9,33.16625962802931,28.864925793725345
13011000004,GA,011,0004,1029,71,928,26,3,0,0,0,1,761,58,677,22,3,0,0,0,1,NA,NA,90888,00240,22,47,6,9,87.63723464211911,76.27155739244786
13011000005,GA,011,0005,445,0,420,20,0,4,0,0,1,339,0,326,10,0,2,0,0,1,NA,NA,90198,00240,22,47,6,9,39.0394514371595,33.97642306969754
13011000006,GA,011,0006,1804,33,1584,134,7,34,0,2,10,1283,20,1132,96,5,22,0,1,7,NA,NA,90888,00240,22,47,6,9,147.75108021792224,128.58923539357505
13011000007,GA,011,0007,1594,196,1331,35,3,12,2,0,15,1167,124,997,23,3,9,2,0,9,NA,01948,90198,00240,22,47,6,9,134.39244786774375,116.9630847266579
13011000008,GA,011,0008,630,7,609,2,3,8,0,0,1,466,5,452,1,2,5,0,0,1,NA,32860,91956,00240,22,47,6,9,53.66485064813075,46.70505354123614
13011000009,GA,011,0009,755,20,726,8,0,0,0,0,1,587,12,566,8,0,0,0,0,1,NA,NA,90198,00240,22,47,6,9,67.5992861168514,58.83233139207214
13011000010,GA,011,0010,1743,29,1564,122,10,8,0,0,10,1293,22,1166,87,8,2,0,0,8,NA,39720,91524,00240,22,47,6,9,148.90268645500657,129.59148976141273
13011000011,GA,011,0011,1881,33,1803,25,6,5,1,0,8,1374,14,1326,19,4,5,0,0,6,NA,47896,91956,00240,22,47,6,9,158.23069697538983,137.709750140898
13011000012,GA,011,0012,600,32,552,3,5,0,0,0,8,446,12,423,3,1,0,0,0,7,NA,39720,91524,00240,22,47,6,9,51.36163817396205,44.700544805560774
13011000013,GA,011,0013,866,3,838,20,0,5,0,0,0,647,3,625,16,0,3,0,0,0,NA,NA,90198,00240,22,47,6,9,74.5089235393575,64.84585759909825
13013000001,GA,013,01,1640,15,1588,18,3,8,0,0,8,1221,10,1187,10,3,4,0,0,7,NA,10076,90162,00290,86,45,6,9,111.15799993942882,110.3814470456404
13013000002,GA,013,02,2725,44,2493,52,7,88,0,1,40,1894,27,1759,27,6,47,0,0,28,NA,83420,93390,00290,86,45,6,9,172.42690572094853,171.22232653926525
13013000003,GA,013,03,3783,180,3161,123,6,240,1,2,70,2490,118,2118,86,4,132,0,0,32,NA,04140,90162,00290,86,45,6,9,226.68584754232413,225.1022138768588
13013000004,GA,013,04,5324,157,4566,285,20,201,1,13,81,3743,113,3253,191,19,119,1,10,37,NA,13184,90162,00290,86,45,6,9,340.75707925739727,338.3765407795512
13013000005,GA,013,05,3619,271,3077,135,6,100,0,1,29,2675,179,2325,102,5,49,0,0,15,NA,07612,90264,00290,86,45,6,9,243.52796874526786,241.82667555044065
13013000006,GA,013,06,3341,104,2795,337,4,49,1,2,49,2462,56,2129,222,4,28,1,1,21,NA,83420,93390,00290,86,46,6,9,224.13676973863534,222.57094400193827
13013000007,GA,013,07,4352,69,3325,846,18,45,1,2,46,3144,46,2455,588,11,25,1,0,18,NA,73312,92850,00290,86,46,6,9,286.22502195705505,284.225445955359
13013000008,GA,013,08,3527,47,3340,86,5,25,1,0,23,2628,35,2492,61,5,22,1,0,12,NA,73312,93390,00290,86,46,6,9,239.24915957479027,237.57775826039554
13013000009,GA,013,09,1470,160,1238,38,8,10,0,0,16,1064,102,914,24,5,8,0,0,11,NA,83420,93390,00290,86,46,6,9,96.86495654017385,96.18825524697903
13013000010,GA,013,10,4840,83,3018,1585,12,68,6,1,67,3378,56,2170,1071,9,42,3,1,26,NA,83420,93390,00290,86,46,6,9,307.52802931645414,305.3796299100518
13013000011,GA,013,11,3593,97,2834,507,13,105,0,2,35,2542,65,2035,356,6,63,0,2,15,NA,83420,90264,00290,86,45,6,9,231.41984917774616,229.80314364456828
13013000012,GA,013,12,4018,140,3741,84,7,11,3,3,29,2774,90,2591,60,6,7,2,2,16,NA,04140,90162,00290,86,45,6,9,252.54077955116753,250.7765226081953
13013000013,GA,013,13,3912,93,3367,360,10,50,1,0,31,3004,64,2644,248,8,22,0,0,18,NA,83420,93390,00290,86,46,6,9,273.47963293861113,271.56909658075654
13015000001,GA,015,01,6773,111,5850,683,16,54,4,0,55,4819,73,4210,456,14,42,2,0,22,NA,00436,90024,00330,13,52,11,11,466.516472090478,353.6453301714703
13015000002,GA,015,02,6288,214,5686,246,17,54,0,2,69,4579,134,4169,181,14,36,0,2,43,NA,00408,91080,00330,14,52,11,7,443.28261583363735,336.0327800072966
13015000003,GA,015,03,8497,593,6107,1614,21,62,5,11,84,5973,410,4390,1060,14,48,2,7,42,NA,13688,90570,00900,14,31,11,11,578.2325975921196,438.33234221087196
13015000004,GA,015,04,7428,567,5651,1068,16,65,2,4,55,5834,368,4626,747,13,56,2,2,20,NA,13688,90570,00900,14,31,11,11,564.7763225100329,428.1317402407881
13015000005,GA,015,05,10078,310,8879,760,25,34,4,12,54,7204,196,6407,518,15,27,4,5,32,NA,13688,90570,00330,27,52,11,7,697.4029186428311,528.670047427946
13015000006,GA,015,06,3024,46,2870,37,8,24,1,3,35,2215,33,2112,24,6,18,1,1,20,NA,13688,90570,00330,14,52,11,7,214.42913170375778,162.54916089018607
13015000007,GA,015,07,3815,76,3463,210,15,10,1,0,40,2791,47,2537,163,13,8,1,0,22,NA,27344,91080,00330,14,52,11,7,270.1903867201751,204.81928128420284
13015000008,GA,015,08,3899,111,3445,272,16,20,0,2,33,2515,60,2264,162,9,10,0,0,10,NA,27988,91104,00330,27,31,11,7,243.47145202480846,184.56484859540313
13015000009,GA,015,09,1710,3,1691,4,5,3,0,0,4,1250,3,1236,4,4,2,0,0,1,NA,00436,93360,00330,13,52,11,11,121.00966800437797,91.73203210507114
13015000010,GA,015,10,3129,41,2820,234,6,1,1,3,23,2303,29,2087,166,4,1,1,1,14,NA,43668,91656,00330,27,52,11,11,222.94821233126595,169.00709595038307
13015000011,GA,015,11,7757,128,6919,627,13,7,0,9,54,5453,69,4892,439,13,5,0,3,32,NA,13688,90570,00330,14,31,11,11,527.8925757022985,400.1718168551624
13015000012,GA,015,12,2284,32,2207,21,5,0,0,0,19,1671,15,1625,14,5,0,0,0,12,NA,NA,93360,00330,14,52,11,11,161.76572418825245,122.6273805180591
13015000014,GA,015,14,3126,34,2959,99,7,5,0,6,16,2175,26,2064,64,5,5,0,2,9,NA,75664,91104,00330,27,31,11,7,210.55682232761765,159.61373586282377
13015000015,GA,015,15,2974,57,2812,47,9,19,1,0,29,2111,42,1991,33,9,14,1,0,21,NA,82468,93360,00330,14,52,11,11,204.36112732579352,154.91705581904415
13015000016,GA,015,16,5237,201,4285,636,13,23,1,7,71,3927,126,3307,431,11,19,1,0,32,NA,13688,90570,00330,14,31,11,11,380.16397300255386,288.1853520612915
13017000001,GA,017,1,5854,219,2364,3194,9,15,0,1,52,4197,154,1799,2191,9,10,0,0,34,NA,29528,91176,00360,156,19,1,1,622.5136094674556,436.09065088757393
13017000002,GA,017,2,9409,432,7018,1873,20,23,0,4,39,6949,325,5398,1167,14,19,0,1,25,NA,29528,91176,00360,156,19,1,1,1030.699802761341,722.0381065088757
13017000003,GA,017,3,311,5,285,7,1,4,0,0,9,229,2,212,7,1,3,0,0,4,NA,NA,91776,00360,156,19,1,1,33.966074950690334,23.794319526627216
13017000004,GA,017,4,1910,144,1151,599,1,7,0,0,8,1300,84,878,328,1,4,0,0,5,NA,29528,91176,00360,156,19,1,1,192.82051282051282,135.07692307692307
13019000518,GA,019,518,1641,3,1183,444,1,0,1,0,9,1231,3,915,303,1,0,1,0,8,NA,01024,90054,00390,166,7,1,1,169.46964693929388,120.37973075946152
13019001144,GA,019,1144,1655,25,1414,172,2,20,0,0,22,1168,18,1015,107,2,10,0,0,16,NA,63728,92442,00390,166,7,1,1,160.7965455930912,114.21894843789688
13019001148,GA,019,1148,360,19,315,20,2,0,1,0,3,267,12,238,13,2,0,1,0,1,NA,NA,92130,00390,166,7,1,1,36.75742951485903,26.10998221996444
13019001157,GA,019,1157,7982,140,6655,1049,32,21,1,12,72,5861,84,5034,658,19,13,1,7,45,NA,54264,92130,00390,166,7,1,1,806.8737617475235,573.1483362966726
13019001329,GA,019,1329,668,6,647,11,3,0,0,0,1,483,2,470,8,2,0,0,0,1,NA,NA,92442,00390,166,7,1,1,66.49377698755397,47.23266446532893
13019001427,GA,019,1427,775,5,755,13,0,0,2,0,0,550,3,540,7,0,0,0,0,0,NA,NA,91092,00390,166,7,1,1,75.71755143510286,53.78460756921513
13019001642,GA,019,1642,1617,134,1329,125,1,4,8,2,14,1092,58,938,78,0,4,4,0,10,NA,27596,91092,00390,166,7,1,1,150.33375666751334,106.78689357378715
13019001767,GA,019,1767,853,39,798,8,0,1,0,0,7,656,34,611,5,0,1,0,0,5,NA,NA,92130,00390,166,7,1,1,90.31038862077723,64.1503683007366
13019001819,GA,019,1819,684,13,665,1,1,1,0,0,3,503,6,491,1,1,1,0,0,3,NA,NA,91092,00390,166,7,1,1,69.24714249428499,49.188468376936754
13021000EM1,GA,021,EM1,2604,31,114,2424,6,2,0,0,27,1707,22,105,1567,1,0,0,0,12,NA,49000,91890,00420,124,26,1,3,351.49043990206053,226.04088145478553
13021000EM2,GA,021,EM2,3022,16,434,2548,0,2,11,1,10,2120,8,373,1721,0,2,8,0,8,NA,49000,91890,00420,124,26,1,3,436.53177070437516,280.7303272900676
13021000EM3,GA,021,EM3,2838,11,137,2665,9,1,1,1,13,2005,6,111,1872,6,1,0,0,9,NA,49000,91890,00420,124,26,1,3,412.85198125578876,265.5020312342384
13021000EM4,GA,021,EM4,2743,53,1266,1348,13,38,0,1,24,2193,37,1110,988,5,36,0,0,17,NA,49000,91890,00420,124,26,1,3,451.56328922391265,290.39698478637655
13021000EM5,GA,021,EM5,2134,10,388,1723,0,3,0,1,9,1493,5,354,1128,0,3,0,0,3,NA,49000,91890,00420,124,26,1,3,307.42544040643025,197.70300879437306
13021000EM6,GA,021,EM6,2037,19,209,1792,1,0,0,4,12,1516,11,188,1309,1,0,0,0,7,NA,49000,91890,00420,124,26,1,3,312.1613982961475,200.7486680055389
13021000EM7,GA,021,EM7,2821,51,1391,1344,3,5,0,3,24,1980,37,1078,843,1,3,0,1,17,NA,49000,92922,00420,125,26,1,3,518.5,149.5
13021000EM8,GA,021,EM8,2684,37,568,2058,3,9,1,1,7,1980,24,469,1471,3,7,1,1,4,NA,49000,92922,00420,124,26,1,3,518.5,149.5
13021000EM9,GA,021,EM9,2078,22,1043,984,0,5,0,0,24,1649,20,921,688,0,5,0,0,15,NA,49000,91890,00420,126,26,1,3,339.5475895714692,218.36052344401955
13021000GF1,GA,021,GF1,3757,31,418,3277,3,6,0,2,20,2727,25,374,2306,3,5,0,2,12,NA,49000,91890,00420,124,18,1,3,561.519876750392,361.10924647170486
13021000GF2,GA,021,GF2,3064,33,339,2654,4,4,0,3,27,2148,23,293,1806,4,4,0,2,16,NA,49000,91890,00420,124,26,1,3,442.29728465707444,284.4380863297477
13021000GF3,GA,021,GF3,2741,22,84,2619,2,1,0,8,5,1853,17,69,1758,2,1,0,3,3,NA,49000,91890,00420,127,26,1,3,381.55347694113544,245.3741964474034
13021000GF4,GA,021,GF4,3735,34,1071,2579,6,26,0,0,19,2464,25,893,1511,6,17,0,0,12,NA,49000,91890,00420,124,26,1,3,507.36522783753793,326.28279549185214
13021000GF5,GA,021,GF5,3310,44,1606,1606,10,9,0,5,30,2314,26,1268,991,7,5,0,1,16,NA,49000,91890,00420,125,18,1,3,476.47854594807745,306.41980063642285
13021000GF6,GA,021,GF6,2342,23,1003,1293,2,4,0,1,16,1690,19,830,826,1,4,0,0,10,NA,49000,91890,00420,127,26,1,3,347.9899492879217,223.7897420378369
13021000GF7,GA,021,GF7,3162,33,361,2744,2,9,0,1,12,2078,18,317,1723,2,9,0,0,9,NA,49000,91890,00420,127,26,1,3,427.88349977532624,275.1686887305474
13021000GF8,GA,021,GF8,3123,67,1373,1646,7,6,0,0,24,2212,37,1146,1011,6,3,0,0,9,NA,49000,91890,00420,127,26,1,3,455.47560226324435,292.91296413473094
13021000GF9,GA,021,GF9,4524,62,1309,3092,11,4,2,1,43,2801,31,1057,1681,10,4,2,0,16,NA,49000,91890,00420,125,26,1,3,576.7573064825259,370.9083239337167
13021000HA1,GA,021,HA1,4113,94,992,2950,8,47,1,4,17,2813,65,833,1863,5,36,1,1,9,NA,49000,91890,00420,127,26,1,3,579.2282410336827,372.49736352215103
13021000HA2,GA,021,HA2,5550,77,4413,914,9,81,0,4,52,3874,57,3149,578,8,54,0,2,26,NA,NA,91890,00420,125,27,1,3,797.7000375984667,512.9949471328877
13021000HA3,GA,021,HA3,5694,112,3700,1702,9,111,0,1,59,4283,77,2954,1125,8,88,0,1,30,NA,49000,91794,00420,125,27,1,3,881.9177235503956,567.1547131053583
13021000HA4,GA,021,HA4,1965,7,1814,112,3,21,0,1,7,1534,6,1417,83,3,19,0,0,6,NA,NA,91794,00420,128,27,1,3,315.8678001228828,203.13222738819042
13021000HA5,GA,021,HA5,3321,79,941,2266,3,16,0,1,15,2256,56,750,1427,2,12,0,0,9,NA,49000,91890,00420,127,26,1,3,464.535695617486,298.7394426256568
13021000HA6,GA,021,HA6,2840,35,981,1791,10,11,0,0,12,1908,29,809,1048,5,10,0,0,7,NA,49000,91890,00420,125,26,1,3,392.87859363393767,252.65729456106084
13021000HA7,GA,021,HA7,1996,36,1528,369,1,41,0,4,17,1469,25,1143,259,1,35,0,0,6,NA,NA,91890,00420,125,27,1,8,302.48357130411654,194.52492961750437
13021000HO1,GA,021,HO1,2362,38,1802,458,14,32,4,3,11,1850,29,1437,326,13,31,4,2,8,NA,49000,91890,00420,126,27,1,8,380.9357433033462,244.97693655029482
13021000HO2,GA,021,HO2,4084,72,3469,343,1,146,2,0,51,2986,39,2578,239,1,97,2,0,30,NA,49000,91890,00420,125,27,1,8,614.8508808128605,395.4060175887461
13021000HO3,GA,021,HO3,5912,104,4013,1367,4,351,1,4,68,4389,73,3116,894,4,259,1,4,38,NA,49000,91890,00420,126,27,1,8,903.7443120856144,581.1912294698616
13021000HO4,GA,021,HO4,1925,17,1595,265,6,26,3,1,12,1524,12,1282,196,4,21,1,1,7,NA,49000,91890,00420,126,27,1,3,313.80868799691876,201.8080277311618
13021000HO5,GA,021,HO5,2119,33,1841,182,0,46,1,0,16,1742,26,1541,124,0,36,1,0,14,NA,49000,91890,00420,126,27,1,3,358.6973323429347,230.67558025438572
13021000HO6,GA,021,HO6,2089,41,1621,335,8,46,1,5,32,1649,32,1323,232,4,33,1,4,20,NA,49000,91890,00420,126,27,1,8,339.5475895714692,218.36052344401955
13021000HO7,GA,021,HO7,2823,34,2505,211,2,61,1,0,9,2315,26,2078,160,2,42,1,0,6,NA,49000,91890,00420,126,27,1,8,476.68445716067384,306.55222060212566
13021000HO8,GA,021,HO8,3195,29,2907,170,2,70,2,4,11,2343,25,2132,128,2,44,2,2,8,NA,49000,91890,00420,126,27,1,8,482.4499711133731,310.25997964180584
13021000HO9,GA,021,HO9,2806,40,2581,70,1,100,0,0,14,1984,23,1835,51,1,68,0,0,6,NA,49000,91890,00420,126,27,1,8,408.5278457912643,262.72121195447835
13021000MC1,GA,021,MC1,2352,10,698,1619,4,2,0,1,18,1725,4,599,1110,3,2,0,0,7,NA,49000,91890,00420,126,26,1,3,355.19684172879585,228.4244408374371
13021000MC2,GA,021,MC2,2481,19,299,2126,1,9,1,6,20,1736,12,254,1450,1,9,1,1,8,NA,49000,91890,00420,127,26,1,3,357.46186506735626,229.88106046016856
13021000MC3,GA,021,MC3,2187,13,37,2119,1,3,0,0,14,1569,12,31,1516,1,3,0,0,6,NA,49000,91890,00420,127,26,1,3,323.0746925637569,207.7669261877906
13021000RU1,GA,021,RU1,5805,61,5173,486,14,38,1,1,31,4396,47,3940,348,12,28,1,0,20,NA,49000,92634,00420,125,27,1,3,905.1856905737893,582.1181692297816
13021000RU2,GA,021,RU2,4453,121,3996,260,15,21,0,1,39,3341,81,3032,181,11,16,0,0,20,NA,49000,92634,00420,125,18,1,3,687.9493612845837,442.41510541326215
13021000VV1,GA,021,VV1,4365,32,2566,1603,28,98,1,1,36,3929,27,2461,1293,28,93,1,1,25,NA,49000,91890,00420,124,26,1,3,809.0251542912689,520.278045246545
13021000VV2,GA,021,VV2,1435,35,79,1314,2,0,0,0,5,1056,25,69,957,1,0,0,0,4,NA,49000,91890,00420,127,26,1,3,217.442240501802,139.83548378222235
13021000VV3,GA,021,VV3,2808,29,373,2373,0,16,0,2,15,2069,18,345,1678,0,16,0,2,10,NA,49000,91890,00420,127,26,1,3,426.0302988619586,273.97690903922165
13021000VV4,GA,021,VV4,3067,14,542,2481,2,4,0,3,21,2236,8,489,1719,2,4,0,3,11,NA,49000,91890,00420,127,26,1,3,460.417471365558,296.0910433115996
13021000VV5,GA,021,VV5,2979,7,578,2369,1,4,0,0,20,2047,4,508,1516,1,4,0,0,14,NA,49000,91890,00420,126,26,1,3,421.50025218483773,271.06366979375866
13021000VV6,GA,021,VV6,2652,13,2432,155,0,37,1,1,13,2157,11,1994,111,0,30,1,0,10,NA,49000,91890,00420,126,27,1,3,444.1504855704421,285.6298660210735
13021000VV7,GA,021,VV7,1898,24,1215,628,3,12,0,2,14,1548,19,1067,443,3,8,0,0,8,NA,49000,91890,00420,126,26,1,3,318.7505570992324,204.98610690803048
13021000VV8,GA,021,VV8,2343,87,1308,905,5,12,0,1,25,1764,55,1096,587,3,9,0,0,14,NA,49000,91890,00420,126,27,1,3,363.2273790200556,233.58881949984868
13021000VV9,GA,021,VV9,2167,49,1526,527,4,21,0,2,38,1725,33,1306,339,4,15,0,0,28,NA,49000,91890,00420,126,27,1,3,355.19684172879585,228.4244408374371
13021000WA1,GA,021,WA1,2953,29,2431,460,9,10,0,5,9,2239,22,1857,338,7,7,0,2,6,NA,NA,91794,00420,128,27,1,3,461.0352050033472,296.4883032087082
13021000WA2,GA,021,WA2,4429,33,3192,1177,3,5,0,1,18,3621,23,2570,1010,3,5,0,1,9,NA,NA,91794,00420,125,27,1,3,745.6045008115767,479.49269581006354
13023000001,GA,023,1,11666,107,8505,2865,11,102,3,7,66,8565,76,6503,1870,8,64,3,2,39,NA,17328,90708,00440,142,18,1,3,1438,1290
13025000001,GA,025,1,697,2,689,0,0,0,0,0,6,499,2,493,0,0,0,0,0,4,NA,NA,92124,00480,169,6,3,1,69.25267073636017,39.79053796260969
13025000002,GA,025,2,1875,13,1751,100,1,2,0,0,8,1299,9,1222,59,1,1,0,0,7,NA,NA,93306,00480,169,6,3,1,180.2789965661961,103.58298359404807
13025000003,GA,025,3,3098,21,2890,142,3,2,0,0,40,2154,13,2007,104,2,2,0,0,26,NA,NA,93306,00480,169,6,3,1,298.93838229683325,171.76115986264784
