GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,ssd,cd_1990,cd_2000,ndv,nrv
3110900086P,NE,109,86P,1334,24,1264,8,5,25,0,0,8,1041,17,996,5,1,18,0,0,4,NA,28000,91753,NA,NA,72840,29,2,3,204.43481022349,190.3729067307856
3110900087P,NE,109,87P,1488,28,1418,6,0,29,0,1,6,900,17,857,5,0,20,0,0,1,NA,28000,91753,NA,NA,72840,29,2,3,176.74479270042363,164.58752743295585
3110900088P,NE,109,88P,1231,11,1190,8,0,18,0,0,4,758,6,732,4,0,14,0,0,2,NA,28000,91753,NA,NA,72840,29,2,3,148.8583920743568,138.61927310464503
3110900089P,NE,109,89P,1241,24,1168,7,0,37,0,2,3,798,13,753,6,0,25,0,0,1,NA,28000,91753,67200,NA,72840,25,2,3,156.71371619437562,145.9342743238875
3110900090P,NE,109,90P,1679,23,1560,41,2,48,0,0,5,1089,13,1018,26,2,30,0,0,0,NA,28000,91753,67170,NA,72840,25,2,3,213.86119916751258,199.15090819387657
3110900091P,NE,109,91P,1714,21,1578,27,5,73,0,0,10,1085,14,1003,19,1,45,0,0,3,NA,28000,91753,67170,NA,72840,25,2,3,213.0756667555107,198.41940807195232
3110900092P,NE,109,92P,1011,11,949,7,2,33,0,0,9,660,4,624,5,2,21,0,0,4,NA,28000,91753,NA,NA,72840,29,2,3,129.61284798031065,120.69752011750094
3110900093P,NE,109,93P,830,12,783,5,0,26,0,0,4,515,5,486,4,0,17,0,0,3,NA,28000,91753,NA,NA,72840,29,2,3,101.1372980452424,94.18064069774695
3110900094P,NE,109,94P,1347,34,1244,16,2,39,0,3,9,1066,26,990,14,2,30,0,0,4,NA,28000,91753,NA,NA,72840,29,2,3,209.34438779850174,194.94478249281212
3110900095P,NE,109,95P,1158,18,1089,10,3,23,0,2,13,796,7,762,6,1,17,0,1,2,NA,28000,91753,NA,NA,72840,29,2,3,156.32094998837468,145.5685242629254
3110900096P,NE,109,96P,1129,13,1079,9,0,12,0,0,16,812,10,782,8,0,9,0,0,3,NA,28000,91753,NA,NA,72840,29,2,3,159.4630796363822,148.4945247506224
3110900097P,NE,109,97P,1796,35,1664,27,3,39,0,0,28,1603,23,1503,23,2,34,0,0,18,NA,28000,91753,NA,NA,72840,29,2,3,314.8021141097545,293.14867386114247
3110900098P,NE,109,98P,1446,27,1346,10,1,49,0,1,12,1015,17,953,6,1,29,0,0,9,NA,28000,91753,NA,NA,72840,29,2,3,199.32884954547774,185.61815593827797
3110900099P,NE,109,99P,1439,40,1304,26,8,36,0,4,21,1080,23,1005,16,6,26,0,0,4,NA,28000,91753,NA,NA,72840,29,2,3,212.09375124050834,197.505032919547
3110900100P,NE,109,100P,798,21,740,18,1,10,0,2,6,641,15,598,14,1,7,0,1,5,NA,28000,91753,NA,NA,72840,29,2,3,125.88156902330171,117.22289453836076
3110900101P,NE,109,101P,665,3,649,3,0,4,0,0,6,536,3,527,3,0,2,0,0,1,NA,28000,91753,NA,NA,72840,29,2,3,105.2613432082523,98.02101633784926
3110900102P,NE,109,102P,477,2,450,0,1,18,0,0,6,377,0,357,0,1,14,0,0,5,NA,28000,91753,NA,NA,72840,29,2,3,74.03642983117744,68.94388649136039
3110900103P,NE,109,103P,1243,28,1175,9,5,8,0,3,15,909,15,873,7,4,5,0,1,4,NA,28000,91753,NA,NA,72840,29,2,3,178.51224062742787,166.23340270728542
3110900104P,NE,109,104P,1155,31,1072,14,3,24,0,2,9,945,18,891,10,3,21,0,0,2,NA,28000,91753,NA,NA,72840,29,2,3,185.58203233544478,172.8169038046036
3110900105P,NE,109,105P,941,14,863,25,6,19,2,0,12,762,8,711,16,4,16,2,0,5,NA,28000,91753,NA,NA,72840,29,2,3,149.64392448635866,139.3507732265693
3110900106P,NE,109,106P,977,9,931,18,2,9,1,0,7,769,6,743,12,1,3,1,0,3,NA,28000,91753,NA,NA,72840,29,2,3,151.01860620736196,140.63089843993671
3110900107P,NE,109,107P,612,4,594,3,0,8,2,0,1,459,4,446,3,0,4,1,0,1,NA,28000,91753,NA,NA,72840,29,2,3,90.13984427721604,83.93963899080748
3110900108P,NE,109,108P,1384,30,1298,22,6,15,0,4,9,1098,19,1042,12,6,8,0,4,7,NA,28000,91753,NA,NA,72840,29,2,3,215.62864709451682,200.79678346820614
3110900109P,NE,109,109P,1534,59,1333,109,16,5,0,2,10,1204,49,1026,103,16,4,0,1,5,NA,28000,91753,NA,NA,72840,29,2,3,236.4452560125667,220.1815366991987
3110900110P,NE,109,110P,776,9,747,8,4,2,0,1,5,594,7,577,2,3,2,0,1,2,NA,28000,91753,NA,NA,72840,29,2,3,116.65156318227959,108.62776810575086
3110900111P,NE,109,111P,920,18,846,21,0,28,0,6,1,756,12,703,12,0,24,0,4,1,NA,28000,91753,NA,NA,72840,27,2,3,148.46562586835583,138.2535230436829
3110900112P,NE,109,112P,659,9,637,1,2,6,0,0,4,517,6,501,1,1,5,0,0,3,NA,28000,91753,NA,NA,72840,27,2,3,101.53006425124335,94.54639075870908
3110900113P,NE,109,113P,2333,177,1627,410,62,47,0,0,10,2058,167,1383,406,61,39,0,0,2,NA,28000,91753,NA,NA,72840,27,2,3,404.15642597496867,376.3568127300257
3110900114P,NE,109,114P,450,4,414,8,3,18,0,0,3,357,3,324,6,3,18,0,0,3,NA,28000,91753,NA,NA,72840,27,2,3,70.10876777116803,65.28638588173915
3110900115P,NE,109,115P,1168,19,1105,20,2,14,0,0,8,891,13,852,12,2,10,0,0,2,NA,28000,91753,NA,NA,72840,27,2,3,174.97734477341936,162.94165215862628
3110900116P,NE,109,116P,968,18,920,12,1,8,0,0,9,743,11,714,8,1,5,0,0,4,NA,28000,91753,NA,NA,72840,29,2,3,145.9126455293497,135.8761476474291
3110900117P,NE,109,117P,588,1,561,11,1,13,0,0,1,436,1,418,6,1,10,0,0,0,NA,28000,91753,NA,NA,72840,29,2,3,85.62303290820522,79.73351328974306
3110900118P,NE,109,118P,396,13,339,5,1,20,0,1,17,251,8,222,5,1,14,0,0,1,NA,28000,91753,67170,NA,72840,30,2,3,49.29215885311814,45.90163265074657
3110900119P,NE,109,119P,1220,23,1144,19,0,17,1,2,14,927,18,876,11,0,11,0,0,11,NA,28000,91753,NA,NA,72840,27,2,3,182.04713648143633,169.5251532559445
3110900120P,NE,109,120P,1183,50,1017,35,12,40,2,0,27,891,36,785,24,10,24,2,0,10,NA,28000,91753,NA,NA,72840,27,2,3,174.97734477341936,162.94165215862628
3110900121P,NE,109,121P,988,18,943,12,0,6,0,0,9,764,14,735,6,0,5,0,0,4,NA,28000,91753,NA,NA,72840,27,2,3,150.0366906923596,139.7165232875314
3110900122P,NE,109,122P,583,9,562,2,0,5,0,0,5,433,7,418,1,0,3,0,0,4,NA,28000,91753,NA,NA,72840,27,2,3,85.0338835992038,79.18488819829986
3110900123P,NE,109,123P,1283,33,1182,18,2,22,0,9,17,969,23,904,12,2,14,0,6,8,NA,28000,91753,NA,NA,72840,27,2,3,190.2952268074561,177.20590453614912
3110900124P,NE,109,124P,884,11,852,7,0,4,0,0,10,659,6,642,5,0,2,0,0,4,NA,28000,91753,NA,NA,72840,27,2,3,129.41646487731018,120.51464508701989
3110900125P,NE,109,125P,815,10,769,14,4,9,0,0,9,589,4,567,8,2,3,0,0,5,NA,28000,91753,NA,NA,72840,29,2,3,115.66964766727723,107.71339295334555
3110900126P,NE,109,126P,924,25,837,25,2,12,0,2,21,686,17,632,15,2,9,0,2,9,NA,28000,91753,NA,NA,72840,28,2,3,134.7188086583229,125.45227091000856
3110900127P,NE,109,127P,1263,42,1132,20,10,27,3,5,24,960,33,866,15,6,22,3,0,15,NA,28000,91753,NA,NA,72840,28,2,3,188.52777888045188,175.56002926181958
3110900128P,NE,109,128P,1500,53,1227,84,28,47,2,2,57,1162,38,987,54,19,33,2,0,29,NA,28000,91753,NA,NA,72840,28,2,3,228.19716568654695,212.5007854189941
3110900129P,NE,109,129P,1550,77,1293,76,14,42,0,5,43,1302,59,1124,50,10,34,0,2,23,NA,28000,91753,NA,NA,72840,28,2,3,255.69080010661284,238.10328968634278
3110900130P,NE,109,130P,1610,91,1360,77,22,11,3,1,45,1269,60,1118,46,15,8,3,1,18,NA,28000,91753,NA,NA,72840,28,2,3,249.2101577075973,232.06841368046773
3110900131P,NE,109,131P,1633,184,1090,95,8,177,0,2,77,1352,130,961,73,8,124,0,2,54,NA,28000,91753,NA,NA,72840,28,2,3,265.5099552566364,247.24704121039588
3110900132P,NE,109,132P,1678,136,1266,114,28,80,2,2,50,1455,100,1157,80,17,60,2,0,39,NA,28000,91753,NA,NA,72840,28,2,3,285.73741486568485,266.08316934994525
3110900133P,NE,109,133P,1412,80,1189,70,9,31,2,8,23,1135,55,983,48,6,22,2,5,14,NA,28000,91753,NA,NA,72840,27,2,3,222.89482190553423,207.56315959600542
3110900134P,NE,109,134P,1419,209,975,119,10,52,1,3,50,1126,140,830,78,8,37,0,3,30,NA,28000,91753,NA,NA,72840,28,2,3,221.12737397853,205.91728432167585
3110900135P,NE,109,135P,1639,269,1101,113,20,86,0,6,44,1416,189,1017,80,13,73,0,4,40,NA,28000,91753,NA,NA,72840,28,2,3,278.07847384866653,258.95104316118386
3110900136P,NE,109,136P,1426,107,1103,115,14,52,3,1,31,1083,66,877,74,12,36,2,0,16,NA,28000,91753,NA,NA,72840,27,2,3,212.68290054950975,198.0536580109902
3110900137P,NE,109,137P,830,16,767,19,10,5,1,2,10,639,10,599,11,6,4,1,2,6,NA,28000,91753,NA,NA,72840,27,2,3,125.48880281730077,116.85714447739865
3110900138P,NE,109,138P,1295,68,1103,70,15,12,0,1,26,1033,43,917,43,12,9,0,0,9,NA,28000,91753,NA,NA,72840,27,2,3,202.86374539948622,188.9099064869371
3110900139P,NE,109,139P,1676,123,1254,131,27,59,12,6,64,1183,63,956,70,18,39,9,3,25,NA,28000,91753,NA,NA,72840,46,2,3,232.3212108495568,216.34116105909638
3110900140P,NE,109,140P,2322,151,1616,262,42,141,1,1,108,1614,87,1218,156,27,88,1,1,36,NA,28000,91753,NA,NA,72840,46,2,3,316.96232824275967,295.1602991964341
3110900141P,NE,109,141P,2235,168,1203,272,56,426,5,4,101,1602,101,944,164,34,309,3,2,45,NA,28000,91753,NA,NA,72840,46,2,3,314.605731006754,292.9657988306614
3110900142P,NE,109,142P,2211,155,1451,189,51,257,2,5,101,1648,97,1150,125,33,187,2,3,51,NA,28000,91753,NA,NA,72840,46,2,3,323.6393537447757,301.37805023279026
3110900143P,NE,109,143P,1372,146,852,165,20,135,1,5,48,995,88,687,100,11,87,0,3,19,NA,28000,91753,NA,NA,72840,28,2,3,195.4011874854683,181.9606553286567
3110900144P,NE,109,144P,1745,121,1014,157,25,350,2,5,71,1466,79,923,108,23,275,2,5,51,NA,28000,91753,NA,NA,72840,46,2,3,287.89762899869004,268.094794685237
3110900145P,NE,109,145P,1704,195,1050,166,15,184,0,4,90,1306,119,873,103,10,152,0,3,46,NA,28000,91753,NA,NA,72840,28,2,3,256.4763325186147,238.83478980826703
3110900146P,NE,109,146P,1504,99,1141,74,18,112,0,6,54,1348,70,1059,67,14,97,0,2,39,NA,28000,91753,NA,NA,72840,28,2,3,264.7244228446345,246.51554108847165
3110900147P,NE,109,147P,919,37,829,23,1,19,0,2,8,903,29,823,22,1,18,0,2,8,NA,28000,91753,NA,NA,72840,46,2,3,177.33394200942502,165.13615252439902
3110900148P,NE,109,148P,5306,133,4750,159,19,162,7,20,56,5164,116,4678,134,14,153,7,11,51,NA,28000,91753,NA,NA,72840,46,2,3,1014.1223438944306,944.3666574042044
3110900149P,NE,109,149P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,28000,91777,NA,NA,72840,46,2,3,0,0
3110900150P,NE,109,150P,1253,72,1072,58,14,10,2,2,23,1092,52,969,38,8,10,2,2,11,NA,28000,91753,NA,NA,72840,46,2,3,214.450348476514,199.69953328531975
3110900151P,NE,109,151P,1340,108,999,128,24,45,2,0,34,1268,94,959,119,23,41,2,0,30,NA,28000,91753,NA,NA,72840,27,2,3,249.01377460459682,231.88553864998667
3110900152P,NE,109,152P,1799,418,1231,78,21,23,1,7,20,1307,233,997,34,16,14,1,4,8,NA,28000,91753,NA,NA,72840,27,2,3,256.67271562161517,239.0176648387481
3110900153P,NE,109,153P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,28000,91777,NA,NA,72840,27,2,3,0,0
3110900154P,NE,109,154P,2964,118,2556,62,25,127,8,7,61,2153,82,1899,32,12,103,6,1,18,NA,28000,91753,NA,NA,72840,27,2,3,422.8128207600134,393.72994062572656
3110900155P,NE,109,155P,904,67,724,25,4,64,1,0,19,692,46,570,16,4,46,1,0,9,NA,28000,91753,NA,NA,72840,27,2,3,135.8971072763257,126.54952109289492
3110900156P,NE,109,156P,2022,51,1757,41,7,141,0,2,23,1710,35,1523,28,7,104,0,2,11,NA,28000,91753,NA,NA,72840,27,2,3,335.81510613080485,312.71630212261607
3110900157P,NE,109,157P,2282,162,1779,143,16,113,0,9,60,1648,87,1371,71,9,77,0,5,28,NA,28000,91753,NA,NA,72840,46,2,3,323.6393537447757,301.37805023279026
3110900158P,NE,109,158P,1352,45,1184,36,3,67,0,4,13,1020,32,908,25,3,47,0,0,5,NA,28000,91753,NA,NA,72840,46,2,3,200.3107650604801,186.53253109068328
3110900159P,NE,109,159P,1051,15,889,25,4,91,0,0,27,745,10,638,18,1,63,0,0,15,NA,28000,91753,NA,NA,72840,46,2,3,146.30541173535067,136.24189770839124
3110900160P,NE,109,160P,696,30,639,7,1,11,0,0,8,521,20,485,4,1,7,0,0,4,NA,28000,91753,NA,NA,72840,21,2,3,102.31559666324522,95.27789088063332
3110900161P,NE,109,161P,1449,49,1238,58,14,56,0,0,34,1105,36,975,34,8,41,0,0,11,NA,28000,91753,NA,NA,72840,27,2,3,217.0033288155201,202.07690868157354
3110900162P,NE,109,162P,1420,42,1270,21,3,65,0,0,19,1141,28,1048,14,3,42,0,0,6,NA,28000,91753,NA,NA,72840,21,2,3,224.07312052353706,208.6604097788918
3110900163P,NE,109,163P,1767,48,1496,46,0,159,1,4,13,1179,31,1014,27,0,96,1,2,8,NA,28000,91753,NA,NA,72840,46,2,3,231.53567843755494,215.60966093717215
3110900164P,NE,109,164P,1997,44,1763,69,2,66,0,8,45,1558,25,1432,35,2,46,0,6,12,NA,28000,91753,NA,NA,72840,46,2,3,305.96487447473334,284.9192974894947
3110900165P,NE,109,165P,48,3,44,0,0,0,0,1,0,37,2,34,0,0,0,0,1,0,NA,28000,91777,NA,NA,72840,21,2,3,7.266174811017415,6.766376127799296
3110900166P,NE,109,166P,2465,65,2318,11,8,48,2,2,11,1548,38,1462,7,5,31,2,1,2,NA,28000,91753,NA,NA,72840,21,2,3,304.0010434447286,283.09054718468406
3110900167P,NE,109,167P,827,6,785,8,3,18,0,0,7,541,3,519,6,1,11,0,0,1,NA,28000,91753,NA,NA,72840,21,2,3,106.24325872325463,98.93539149025456
3110900168P,NE,109,168P,2261,163,1877,105,46,22,0,0,48,1543,98,1316,74,24,16,0,0,15,NA,28000,91753,NA,NA,72840,21,2,3,303.01912792972627,282.17617203227877
3110900169P,NE,109,169P,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,NA,28000,91777,NA,NA,72840,21,2,3,0.589149309001412,0.548625091443186
3110900170P,NE,109,170P,2760,165,2113,264,56,32,3,17,110,1603,70,1297,135,34,21,2,5,39,NA,28000,91753,NA,NA,72840,21,2,3,314.8021141097545,293.14867386114247
3110900171P,NE,109,171P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,28000,91777,NA,NA,72840,21,2,3,0,0
3110900172P,NE,109,172P,2039,40,1878,50,7,39,0,5,20,1550,33,1440,36,4,29,0,3,5,NA,28000,91753,NA,NA,72840,21,2,3,304.39380965072957,283.45629724564617
3110900173P,NE,109,173P,27,0,22,0,0,5,0,0,0,25,0,21,0,0,4,0,0,0,NA,28000,91753,NA,NA,72840,21,2,3,4.909577575011768,4.5718757620265515
3110900174P,NE,109,174P,741,21,671,18,4,9,0,1,17,664,15,615,13,3,9,0,0,9,NA,28000,91753,NA,NA,00021,25,2,3,77.02151543498597,72.67352666043031
3110900175P,NE,109,175P,76,0,58,2,1,5,0,1,9,58,0,50,1,0,4,0,0,3,NA,28000,91753,NA,NA,72840,25,2,3,11.3902199740273,10.6067517679016
3110900176P,NE,109,176P,1621,78,1393,55,12,36,2,2,43,1317,46,1172,41,8,28,1,0,21,NA,28000,91753,NA,NA,72840,46,2,3,258.6365466516199,240.84641514355872
3110900177P,NE,109,177P,1593,69,1440,25,13,4,1,8,33,1194,38,1107,13,9,3,0,4,20,NA,28000,91753,NA,NA,72840,46,2,3,234.48142498256198,218.35278639438806
3110900178P,NE,109,178P,25,0,25,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,NA,28000,91777,NA,NA,72840,27,2,3,4.124045163009884,3.8403756401023026
3110900179P,NE,109,179P,2146,41,2010,14,2,56,2,2,19,1344,24,1264,7,1,36,2,0,10,NA,28000,91753,67200,NA,72840,25,2,3,263.9388904326326,245.78404096654737
3110900180P,NE,109,180P,355,3,333,1,1,7,0,1,9,269,3,254,1,1,3,0,1,6,NA,28000,91215,67200,NA,00021,25,2,3,52.827054707126614,49.19338319940569
3110900181P,NE,109,181P,548,17,490,7,1,28,0,0,5,417,12,380,4,1,16,0,0,4,NA,28000,91753,NA,NA,72840,27,2,3,37.909090909090914,37.54458041958042
3110900182P,NE,109,182P,649,14,595,2,1,33,0,0,4,506,11,467,2,1,23,0,0,2,NA,28000,91753,NA,NA,72840,27,2,3,46,45.55769230769231
3110900183P,NE,109,183P,1589,33,1374,36,14,102,3,4,23,1063,18,939,20,4,68,3,2,9,NA,28000,91753,NA,NA,72840,27,2,3,208.75523848950033,194.39615740136895
3110900184P,NE,109,184P,272,2,266,1,0,2,0,1,0,221,1,216,1,0,2,0,1,0,NA,28000,91777,53160,NA,72840,27,2,3,20.09090909090909,19.897727272727273
3110900185P,NE,109,185P,1301,78,1009,146,47,18,3,0,0,1108,69,836,141,46,16,0,0,0,NA,28000,91753,NA,NA,72840,27,2,3,217.59247812452153,202.62553377301677
3110900186P,NE,109,186P,1276,30,1217,8,3,2,0,0,16,857,9,838,2,1,1,0,0,6,NA,40780,93445,64620,NA,04950,21,2,3,76,51
3110900187P,NE,109,187P,574,11,553,3,1,0,0,0,6,435,6,426,0,1,0,0,0,2,NA,12280,92765,NA,NA,04950,25,2,3,133,126
3110900188P,NE,109,188P,669,12,655,0,0,0,1,0,1,493,7,484,0,0,0,1,0,1,NA,51770,93370,08160,NA,00021,25,2,3,74,51
3110900189P,NE,109,189P,2448,20,2389,2,13,7,1,0,16,1651,12,1623,1,5,3,1,0,6,NA,51770,93370,NA,NA,00021,25,2,3,452,447
3110900190P,NE,109,190P,1191,3,1173,1,6,4,0,0,4,850,1,841,0,4,1,0,0,3,NA,30345,90860,16470,NA,73290,21,2,3,220,214
3110900191P,NE,109,191P,859,7,843,0,2,1,0,0,6,640,6,625,0,2,1,0,0,6,NA,28000,91965,36600,NA,73290,30,2,3,143,145
3110900192P,NE,109,192P,530,11,513,2,0,1,0,0,3,387,5,379,2,0,0,0,0,1,NA,40780,92210,16470,NA,04950,21,2,3,183.31578947368422,160.47846889952154
3110900193P,NE,109,193P,324,1,323,0,0,0,0,0,0,240,1,239,0,0,0,0,0,0,NA,28000,92210,16470,NA,73290,21,2,3,113.6842105263158,99.52153110047847
3110900194P,NE,109,194P,583,5,574,3,0,0,0,0,1,405,4,399,2,0,0,0,0,0,NA,28000,92140,NA,NA,00021,25,2,3,46.978484565014035,44.326473339569695
3110900195P,NE,109,195P,812,6,793,1,0,4,0,3,5,612,3,603,1,0,2,0,2,1,NA,NA,93100,NA,NA,00021,25,2,3,138,181
3110900196P,NE,109,196P,736,2,723,4,0,3,1,0,3,531,2,523,2,0,2,1,0,1,NA,28000,91675,NA,NA,00021,25,2,3,104.27942769324994,97.10664118544395
3110900197P,NE,109,197P,336,2,328,0,0,5,0,0,1,231,2,226,0,0,2,0,0,1,NA,28000,91215,67200,NA,00021,25,2,3,45.36449679310873,42.24413204112533
3110900198P,NE,109,198P,690,5,671,0,0,6,1,0,7,505,4,493,0,0,5,1,0,2,NA,NA,93110,67200,NA,00021,25,2,3,94,146
3110900199P,NE,109,199P,636,7,614,1,2,9,0,0,3,480,4,465,1,1,6,0,0,3,NA,28000,91215,67200,NA,00088,25,2,3,94.26388944022594,87.78001463090979
3110900200P,NE,109,200P,1175,12,1121,14,1,10,0,2,15,812,8,783,8,1,5,0,2,5,NA,28000,91215,67200,NA,00088,25,2,3,159.4630796363822,148.4945247506224
3110900201P,NE,109,201P,2091,37,1989,29,3,15,0,3,15,1590,18,1525,23,3,8,0,3,10,NA,28000,93575,67170,NA,72840,30,2,3,312.2491337707484,290.7712984648887
3110900202P,NE,109,202P,906,5,892,0,3,1,0,0,5,681,2,675,0,1,1,0,0,2,NA,12770,90685,53160,NA,00095,30,2,3,173.35734870317003,134.76080691642653
3110900203P,NE,109,203P,495,2,483,1,0,0,0,1,8,360,1,357,1,0,0,0,0,1,NA,NA,91405,21270,NA,00095,30,2,3,91.64265129682998,71.2391930835735
3110900204P,NE,109,204P,896,18,871,1,2,2,0,0,2,680,8,669,0,1,1,0,0,1,NA,46380,90480,67170,NA,00095,30,2,3,181,164
3110900205P,NE,109,205P,324,7,316,0,1,0,0,0,0,232,3,228,0,1,0,0,0,0,NA,NA,92230,67380,NA,00095,30,2,3,63,53
3110900206P,NE,109,206P,640,7,605,0,9,13,0,0,6,482,3,463,0,9,4,0,0,3,NA,20610,90410,67380,NA,00095,30,2,3,151,111
3110900207P,NE,109,207P,706,5,691,0,1,2,0,0,7,496,4,485,0,1,1,0,0,5,NA,41830,92855,67170,NA,00088,30,2,3,112.31413612565446,113.28795811518324
3110900208P,NE,109,208P,1571,12,1537,8,4,0,0,1,9,1032,7,1016,4,1,0,0,1,3,NA,22325,92855,NA,NA,00088,30,2,3,233.68586387434556,235.71204188481676
3110900209P,NE,109,209P,1445,8,1421,2,4,6,0,1,3,1009,6,997,1,2,0,0,0,3,NA,16935,93000,NA,NA,00088,30,2,3,168,292
3110900210P,NE,109,210P,1084,10,1055,1,0,2,0,12,4,788,3,774,1,0,2,0,6,2,NA,04300,92080,NA,NA,75210,30,2,3,190,163
3110900211P,NE,109,211P,691,4,682,2,1,1,0,0,1,481,2,477,0,1,1,0,0,0,NA,38225,92305,NA,NA,00088,30,2,3,76,175
3110900212P,NE,109,212P,1647,36,1416,66,4,82,4,0,39,1325,17,1178,41,4,64,2,0,19,NA,28000,91753,NA,NA,72840,21,2,3,260.20761147562365,242.30941538740723
3110900213P,NE,109,213P,1273,27,1134,12,13,55,2,1,29,941,23,852,7,10,31,1,1,16,NA,28000,91753,NA,NA,72840,21,2,3,184.79649992344292,172.08540368267938
3110900214P,NE,109,214P,2610,144,2171,46,23,138,0,1,87,1808,83,1554,34,14,83,0,1,39,NA,28000,91753,NA,NA,72840,27,2,3,355.060650224851,330.63805510976016
3110900215P,NE,109,215P,2275,166,1796,87,45,131,0,0,50,1679,99,1391,51,20,93,0,0,25,NA,28000,91753,NA,NA,72840,27,2,3,329.7272299377903,307.0471761777032
3110900216P,NE,109,216P,966,2,936,9,0,15,0,1,3,664,2,645,5,0,10,0,0,2,NA,28000,91753,NA,NA,72840,25,2,3,130.39838039231253,121.4290202394252
3110900217P,NE,109,217P,605,10,578,4,0,6,0,0,7,443,5,427,3,0,5,0,0,3,NA,28000,91753,NA,NA,72840,25,2,3,86.99771462920852,81.01363850311049
3110900218P,NE,109,218P,686,19,622,11,3,22,1,0,8,538,10,501,6,1,19,0,0,1,NA,28000,91753,NA,NA,72840,27,2,3,105.65410941425323,98.38676639881137
3111100001P,NE,111,1P,1614,62,1539,2,1,2,0,0,8,1179,32,1139,0,1,1,0,0,6,NA,47920,93145,16030,73560,00024,42,1,2,206,427
3111100002P,NE,111,2P,1719,83,1607,4,2,9,1,0,13,1226,55,1155,1,2,8,1,0,4,NA,22290,91385,08990,73560,71820,42,1,2,277,386
3111100003P,NE,111,3P,661,8,649,0,2,0,0,0,2,465,5,456,0,2,0,0,0,2,NA,51175,93330,NA,NA,78260,42,1,2,10,40
3111100004P,NE,111,4P,183,3,180,0,0,0,0,0,0,131,2,129,0,0,0,0,0,0,NA,NA,92790,58260,73560,71820,42,1,2,23,38
3111100005P,NE,111,5P,1145,18,1123,0,0,2,0,0,2,857,10,844,0,0,1,0,0,2,NA,35000,91275,09930,73560,00022,42,1,2,181.45486672051697,231.42634289176092
3111100006P,NE,111,6P,204,1,203,0,0,0,0,0,0,152,0,152,0,0,0,0,0,0,NA,NA,91075,NA,NA,77100,42,1,2,32,56
3111100007P,NE,111,7P,816,20,790,2,0,0,0,0,4,572,10,560,1,0,0,0,0,1,NA,31220,91935,09930,73560,00023,42,1,2,112,208
3111100008P,NE,111,8P,127,0,123,0,0,0,0,0,4,102,0,99,0,0,0,0,0,3,NA,NA,90065,62970,NA,71100,42,1,2,21,42
3111100009P,NE,111,9P,498,2,491,0,2,1,0,0,2,376,1,371,0,2,1,0,0,1,NA,06085,90345,62970,NA,04290,42,1,2,78,139
3111100010P,NE,111,10P,153,1,151,0,1,0,0,0,0,105,0,104,0,1,0,0,0,0,NA,16725,92335,62970,NA,71100,42,1,2,18,44
3111100011P,NE,111,11P,276,3,271,1,1,0,0,0,0,229,1,227,0,1,0,0,0,0,NA,NA,91090,NA,NA,04290,42,1,2,57,62
3111100012P,NE,111,12P,191,2,184,2,1,0,0,0,2,146,1,143,0,1,0,0,0,1,NA,NA,92330,NA,NA,00023,42,1,2,26,54
3111100013P,NE,111,13P,194,11,180,0,2,0,0,0,1,139,5,131,0,2,0,0,0,1,NA,52085,91945,NA,NA,73440,42,1,2,32,53
3111100014P,NE,111,14P,756,32,703,5,3,9,0,0,4,570,18,537,3,3,5,0,0,4,NA,35000,91445,12540,73560,00022,42,1,2,120.68760096930532,153.92417205169627
3111100015P,NE,111,15P,207,5,202,0,0,0,0,0,0,141,3,138,0,0,0,0,0,0,NA,NA,91995,37260,NA,71820,42,1,2,33,72
3111100016P,NE,111,16P,855,8,840,2,1,1,0,0,3,675,6,663,2,1,1,0,0,2,NA,NA,92900,40500,NA,73440,42,1,2,86,164
3111100017P,NE,111,17P,1045,23,1003,0,2,11,0,0,6,758,12,734,0,2,8,0,0,2,NA,35000,92265,40500,73560,00022,42,1,2,160.49333602584815,204.69214458804524
3111100018P,NE,111,18P,156,5,151,0,0,0,0,0,0,101,3,98,0,0,0,0,0,0,NA,NA,93395,NA,NA,73440,42,1,2,23,40
3111100019P,NE,111,19P,1661,118,1489,19,9,10,1,0,15,1230,72,1125,11,6,8,1,0,7,NA,35000,92180,NA,NA,00022,42,1,2,260.43113893376415,332.15216074313406
3111100020P,NE,111,20P,1155,77,1054,7,2,5,0,1,9,849,45,789,3,2,4,0,0,6,NA,35000,92180,NA,NA,00022,42,1,2,179.7610056542811,229.266003634895
3111100021P,NE,111,21P,1245,34,1188,0,4,7,0,0,12,1044,22,1004,0,4,6,0,0,8,NA,35000,92180,NA,NA,00022,42,1,2,221.0488691437803,281.9242730210016
3111100022P,NE,111,22P,1578,103,1446,7,15,6,0,0,1,1121,53,1047,4,12,5,0,0,0,NA,35000,92180,NA,NA,00022,42,1,2,237.3522819063005,302.717538368336
