GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,DISTRICT.x,DISTRICT.y,school,cd_1990,cd_2000,ndv,nrv
23031340131,ME,031,340131,2345,17,2301,5,4,1,4,1,12,1728,6,1707,2,3,1,2,0,7,NA,NA,NA,NA,NA,NA,NA,1,1,526,747
23031340133,ME,031,340133,3795,12,3728,11,10,9,0,0,25,2790,7,2757,7,4,4,0,0,11,NA,NA,NA,NA,NA,NA,NA,1,1,401,649
23031340141,ME,031,340141,8010,36,7839,26,12,35,6,9,47,5952,23,5836,16,9,28,3,5,32,NA,NA,NA,NA,NA,NA,NA,1,1,913.9580419580419,1291.160839160839
23031340451,ME,031,340451,1269,7,1243,3,2,5,0,0,9,954,4,939,2,1,2,0,0,6,NA,NA,NA,NA,NA,NA,NA,1,1,186,225
23031350015,ME,031,350015,8649,131,8222,153,12,54,1,4,72,6728,74,6455,107,9,41,1,3,38,NA,NA,NA,NA,NA,NA,NA,1,1,713,1363
23031350025,ME,031,350025,10641,78,10407,20,5,51,3,10,67,8294,51,8143,17,4,34,3,7,35,NA,NA,NA,NA,NA,NA,NA,1,1,834.411802519928,1540.862689637439
23031350035,ME,031,350035,9629,58,9425,34,17,46,1,4,44,7262,42,7130,23,9,34,1,1,22,NA,NA,NA,NA,NA,NA,NA,1,1,730.588197480072,1349.137310362561
23031350044,ME,031,350044,4861,31,4728,16,13,27,0,3,43,3385,19,3308,10,7,17,0,1,23,NA,NA,NA,NA,NA,NA,NA,1,1,481.905018307129,877.0525522291622
23031350051,ME,031,350051,3617,25,3497,17,7,40,0,1,30,2568,15,2485,11,7,32,0,1,17,NA,NA,NA,NA,NA,NA,NA,1,1,301.1112591605596,578.8407728181212
23031350054,ME,031,350054,1810,14,1757,3,7,17,0,0,12,1258,8,1227,2,5,13,0,0,3,NA,NA,NA,NA,NA,NA,NA,1,1,179.09498169287102,325.94744777083787
23031350075,ME,031,350075,658,6,645,4,0,1,0,1,1,602,6,592,2,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,223,395
