GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
46079960100,46,079,9601,2509,2473,2,17,8,5,0,0,4,1794,1776,0,8,5,2,0,0,3,NA,NA,NA,NA,NA,NA,NA,1,1,79,93
46079960200,46,079,9602,6675,6455,17,64,53,51,1,1,33,5250,5116,9,42,27,37,0,0,19,NA,NA,NA,NA,NA,NA,NA,1,1,1275,1635
46079960300,46,079,9603,2092,2053,4,8,13,5,0,0,9,1555,1537,3,2,6,2,0,0,5,NA,NA,NA,NA,NA,NA,NA,1,1,86,129
46081996100,46,081,9961,4771,4564,4,84,65,13,2,0,39,3632,3491,3,51,54,7,2,0,24,NA,NA,NA,NA,NA,NA,NA,1,1,642.8663841976487,1119.4891687056156
46081996200,46,081,9962,4311,4109,11,63,89,2,2,1,34,3537,3404,10,39,60,2,2,0,20,NA,NA,NA,NA,NA,NA,NA,1,1,626.0513218356507,1090.207376021961
46081996300,46,081,9963,7948,7502,21,144,153,44,5,1,78,6033,5776,9,81,88,32,2,1,44,NA,NA,NA,NA,NA,NA,NA,1,1,1067.8449603150923,1859.5479501104016
46081996400,46,081,9964,3326,3145,7,84,56,7,0,0,27,2485,2372,3,54,35,4,0,0,17,NA,NA,NA,NA,NA,NA,NA,1,1,439.84663125857855,765.9500507250701
46081996500,46,081,9965,1446,1311,2,21,91,4,2,0,15,1070,1002,1,10,44,2,2,0,9,NA,NA,NA,NA,NA,NA,NA,1,1,189.39070239302976,329.80545443695166
46083010100,46,083,0101,13878,13417,62,116,63,84,3,8,125,9573,9327,41,66,36,60,3,1,39,NA,NA,NA,NA,NA,NA,NA,1,1,89,89
46083010200,46,083,0102,3566,3473,7,15,28,19,0,0,24,2563,2515,0,9,17,15,0,0,7,NA,NA,NA,NA,NA,NA,NA,1,1,106,118
46083010300,46,083,0103,3985,3923,6,24,10,5,0,0,17,2893,2863,2,13,6,2,0,0,7,NA,NA,NA,NA,NA,NA,NA,1,1,78,108
46083010400,46,083,0104,2702,2657,3,14,16,4,0,0,8,1942,1921,1,9,5,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,1,1,69,81
46085940100,46,085,9401,1333,96,1,7,1221,0,0,0,8,738,87,1,6,639,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,1,1,94.58676748582229,116.07107750472589
46085972600,46,085,9726,2562,2416,2,11,71,9,0,0,53,1907,1832,0,8,40,3,0,0,24,NA,NA,NA,NA,NA,NA,NA,1,1,244.4132325141777,299.9289224952741
46087964600,46,087,9646,3305,3266,1,12,12,7,0,0,7,2381,2353,1,8,11,5,0,0,3,NA,NA,NA,NA,NA,NA,NA,1,1,33,30
46087964700,46,087,9647,2527,2465,2,33,9,5,0,0,13,1794,1765,0,16,5,3,0,0,5,NA,NA,NA,NA,NA,NA,NA,1,1,26,24
46089983100,46,089,9831,2904,2880,0,6,8,4,0,0,6,2258,2241,0,5,3,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,1,1,148,338
46091940100,46,091,9401,1061,773,3,12,255,1,0,0,17,751,582,1,4,152,1,0,0,11,NA,NA,NA,NA,NA,NA,NA,1,1,139,132
46091950700,46,091,9507,3515,3448,1,23,27,2,0,0,14,2588,2553,0,13,16,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,1,1,60,32
46093011600,46,093,0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
46093020100,46,093,0201,3433,3130,52,44,86,25,1,4,91,2448,2259,43,32,48,21,1,1,43,NA,NA,NA,NA,NA,NA,NA,1,1,394.1933701657459,655.3922651933701
46093020200,46,093,0202,3507,2740,248,240,32,76,11,5,155,2295,1799,185,162,24,63,7,1,54,NA,NA,NA,NA,NA,NA,NA,1,1,369.55628453038673,614.4302486187845
46093020301,46,093,020301,6037,5712,22,70,113,16,3,0,101,4296,4097,12,40,72,15,3,0,57,NA,NA,NA,NA,NA,NA,NA,1,1,691.7707182320443,1150.1491712707182
46093020302,46,093,020302,4492,4270,11,41,85,14,0,1,70,3243,3110,4,23,51,11,0,1,43,NA,NA,NA,NA,NA,NA,NA,1,1,522.2095994475138,868.2341160220994
46093020400,46,093,0204,6784,6360,13,114,159,21,0,0,117,5094,4843,9,66,95,15,0,0,66,NA,NA,NA,NA,NA,NA,NA,1,1,820.2700276243094,1363.7941988950276
46095940300,46,095,9403,2083,926,0,35,1068,2,0,0,52,1348,722,0,17,588,1,0,0,20,NA,NA,NA,NA,NA,NA,NA,1,1,121,156
46097961600,46,097,9616,2884,2833,15,18,9,3,0,0,6,2149,2122,4,15,5,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,1,1,94,94
46099000100,46,099,0001,4774,3642,199,228,571,55,0,0,79,3812,2972,154,137,479,41,0,0,29,NA,NA,NA,NA,NA,NA,NA,1,1,785.7277617938531,945.087710645294
46099000200,46,099,0002,6846,5788,333,319,153,66,7,22,158,5337,4682,229,201,92,46,3,13,71,NA,NA,NA,NA,NA,NA,NA,1,1,1100.0600904233456,1323.1723797780517
46099000300,46,099,0003,3915,3224,103,265,128,98,0,3,94,2903,2492,65,178,66,66,0,0,36,NA,NA,NA,NA,NA,NA,NA,1,1,598.3650819746997,719.7244554048499
46099000401,46,099,000401,3053,2607,112,84,47,71,5,11,116,2240,1969,62,59,29,50,3,10,58,NA,NA,NA,NA,NA,NA,NA,1,1,461.70781385577936,555.350595972051
46099000403,46,099,000403,6303,5381,208,240,127,166,3,20,158,4274,3788,113,141,62,101,3,12,54,NA,NA,NA,NA,NA,NA,NA,1,1,880.9549984016076,1059.6287710645295
46099000404,46,099,000404,5991,5426,126,233,55,67,2,1,81,4366,4052,65,126,37,41,2,0,43,NA,NA,NA,NA,NA,NA,NA,1,1,899.9179978992556,1082.4378133990958
46099000500,46,099,0005,3301,2852,52,172,127,37,0,2,59,2545,2284,34,114,59,28,0,0,26,NA,NA,NA,NA,NA,NA,NA,1,1,524.5742795816778,630.9675297986025
46099000600,46,099,0006,2544,2187,54,154,61,35,0,1,52,2058,1826,37,102,42,22,0,1,28,NA,NA,NA,NA,NA,NA,NA,1,1,424.19405397999725,510.2283600493218
46099000700,46,099,0007,4803,3738,166,311,353,92,5,4,134,3834,3127,121,217,231,71,3,3,61,NA,NA,NA,NA,NA,NA,NA,1,1,790.2623921085079,950.5420468557336
46099000900,46,099,0009,3787,3244,100,144,168,54,1,6,70,2873,2572,56,87,92,34,1,3,28,NA,NA,NA,NA,NA,NA,NA,1,1,592.1814951819883,712.2867242087957
46099001000,46,099,0010,7428,6874,97,157,116,32,1,3,148,5379,5094,57,85,67,21,0,1,54,NA,NA,NA,NA,NA,NA,NA,1,1,1108.7171119331415,1333.5852034525278
46099001101,46,099,001101,4451,4100,50,83,59,105,0,1,53,3864,3637,38,54,38,73,0,1,23,NA,NA,NA,NA,NA,NA,NA,1,1,796.4459789012193,957.9797780517879
46099001103,46,099,001103,8526,8232,31,68,65,80,1,0,49,5940,5772,21,36,44,53,1,0,13,NA,NA,NA,NA,NA,NA,NA,1,1,1224.3501849568433,1472.6707768187423
46099001104,46,099,001104,8399,7966,87,97,42,103,4,4,96,6193,5946,49,54,23,73,0,1,47,NA,NA,NA,NA,NA,NA,NA,1,1,1276.4984335753757,1535.3956432387997
46099001200,46,099,0012,4814,4572,40,29,86,42,3,3,39,3918,3792,23,13,43,29,2,1,15,NA,NA,NA,NA,NA,NA,NA,1,1,807.5764351280997,971.3676942046856
46099001300,46,099,0013,4710,4524,45,50,46,13,0,2,30,3741,3639,25,36,22,10,0,2,7,NA,NA,NA,NA,NA,NA,NA,1,1,771.0932730511029,927.4850801479654
46099001400,46,099,0014,950,914,7,7,1,17,0,0,4,898,870,7,6,1,10,0,0,4,NA,NA,NA,NA,NA,NA,NA,1,1,185.0953646618258,222.636087135224
46099001500,46,099,0015,5785,5246,106,135,158,52,5,3,80,4580,4281,62,73,87,35,4,0,38,NA,NA,NA,NA,NA,NA,NA,1,1,944.0275836872631,1135.4936292642828
46099001600,46,099,0016,3200,3093,14,23,22,13,1,0,34,2344,2290,12,12,9,7,1,0,13,NA,NA,NA,NA,NA,NA,NA,1,1,483.14424807051194,581.1347307850391
46099001700,46,099,0017,2434,2294,24,49,22,27,0,0,18,1882,1801,17,27,16,15,0,0,6,NA,NA,NA,NA,NA,NA,NA,1,1,387.91701146275744,466.5936703658036
46099001801,46,099,001801,6564,6234,73,80,50,67,4,1,55,4690,4520,47,39,34,33,3,0,14,NA,NA,NA,NA,NA,NA,NA,1,1,966.700735260538,1162.7653103164816
46099001802,46,099,001802,7498,7127,94,54,46,83,5,3,86,4994,4794,48,27,28,51,0,3,43,NA,NA,NA,NA,NA,NA,NA,1,1,1029.3610814266794,1238.1343197698313
46099001901,46,099,001901,1881,1814,15,13,6,15,0,0,18,1460,1418,13,7,2,10,0,0,10,NA,NA,NA,NA,NA,NA,NA,1,1,300.93455724528474,361.96958487464036
46099001902,46,099,001902,5627,5506,23,28,6,29,1,0,34,4116,4046,14,16,5,17,1,0,17,NA,NA,NA,NA,NA,NA,NA,1,1,848.3881079599945,1020.4567200986436
46099010100,46,099,0101,7511,7367,5,33,48,15,0,0,43,5351,5276,1,20,28,8,0,0,18,NA,NA,NA,NA,NA,NA,NA,1,1,1102.945764259944,1326.643321002877
46099010200,46,099,0102,2737,2710,1,13,3,3,0,0,7,1910,1895,0,10,2,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,1,1,393.68835913595467,473.53555281545414
46099010300,46,099,0103,4693,4598,2,15,38,6,4,4,26,3189,3149,0,9,15,3,1,0,12,NA,NA,NA,NA,NA,NA,NA,1,1,657.3152760652144,790.6308261405671
46099010400,46,099,0104,9802,9543,26,73,52,24,2,3,79,6889,6777,9,40,22,8,1,3,29,NA,NA,NA,NA,NA,NA,NA,1,1,1419.9576471662785,1707.9510069872586
46099010500,46,099,0105,5954,5829,24,30,22,13,1,1,34,3905,3850,9,11,10,7,1,1,16,NA,NA,NA,NA,NA,NA,NA,1,1,804.8968808512582,968.1446773530621
46101959600,46,101,9596,3407,3307,7,19,29,8,0,0,37,2373,2320,3,9,15,4,0,0,22,NA,NA,NA,NA,NA,NA,NA,1,1,212,151
46101959700,46,101,9597,3188,2269,12,31,749,29,0,0,98,2301,1758,6,12,454,23,0,0,48,NA,NA,NA,NA,NA,NA,NA,1,1,272,246
46103010200,46,103,0102,5414,3635,73,267,1193,79,7,4,156,4277,3069,63,187,778,74,6,4,96,NA,NA,NA,NA,NA,NA,NA,1,1,633.4566,1209.9304
46103010300,46,103,0103,3166,2032,68,141,753,37,1,4,130,2215,1567,44,82,433,28,1,4,56,NA,NA,NA,NA,NA,NA,NA,1,1,328.05853846153843,626.6064615384615
46103010400,46,103,0104,4015,2986,49,174,627,51,2,5,121,2959,2341,39,94,376,36,2,5,66,NA,NA,NA,NA,NA,NA,NA,1,1,438.25066153846154,837.0783384615385
46103010500,46,103,0105,3462,2410,61,143,653,97,2,3,93,2757,2082,45,87,400,89,2,3,49,NA,NA,NA,NA,NA,NA,NA,1,1,408.33290769230774,779.9340923076924
46103010600,46,103,0106,3089,2683,31,73,212,17,1,0,72,2237,2017,16,32,129,11,1,0,31,NA,NA,NA,NA,NA,NA,NA,1,1,331.3169076923077,632.8300923076923
46103010700,46,103,0107,4167,3512,34,127,325,40,3,1,125,3175,2774,25,81,195,33,3,1,63,NA,NA,NA,NA,NA,NA,NA,1,1,470.24192307692306,898.1830769230769
46103010800,46,103,0108,3845,3413,28,114,175,25,3,2,85,3050,2776,20,63,108,21,3,1,58,NA,NA,NA,NA,NA,NA,NA,1,1,451.72846153846154,862.8215384615385
46103010901,46,103,010901,7939,7075,102,213,304,80,3,11,151,5541,5085,66,115,143,54,3,5,70,NA,NA,NA,NA,NA,NA,NA,1,1,820.6647230769231,1567.506276923077
46103010902,46,103,010902,6202,5429,41,140,337,44,12,6,193,4336,3917,27,77,201,39,6,1,68,NA,NA,NA,NA,NA,NA,NA,1,1,642.1949538461538,1226.621046153846
46103010903,46,103,010903,5397,4776,51,147,200,38,5,0,180,3685,3343,40,73,113,29,4,0,83,NA,NA,NA,NA,NA,NA,NA,1,1,545.7768461538461,1042.458153846154
46103011001,46,103,011001,2667,2525,13,22,68,11,0,0,28,2078,1971,10,14,62,10,0,0,11,NA,NA,NA,NA,NA,NA,NA,1,1,307.76778461538464,587.8502153846154
46103011002,46,103,011002,5215,4869,13,66,141,57,2,0,67,3845,3660,11,36,65,37,2,0,34,NA,NA,NA,NA,NA,NA,NA,1,1,569.474076923077,1087.720923076923
46103011003,46,103,011003,7107,6749,24,84,132,36,2,2,78,5091,4910,14,41,68,23,1,1,33,NA,NA,NA,NA,NA,NA,NA,1,1,754.0162615384615,1440.2047384615385
46103011100,46,103,0111,2897,2625,17,55,120,19,0,1,60,2282,2095,16,30,91,15,0,0,35,NA,NA,NA,NA,NA,NA,NA,1,1,337.9817538461538,645.5602461538462
46103011200,46,103,0112,2917,2652,10,48,131,16,0,1,59,2267,2096,8,33,85,12,0,0,33,NA,NA,NA,NA,NA,NA,NA,1,1,335.7601384615385,641.3168615384616
46103011300,46,103,0113,6606,6203,27,97,161,24,1,1,92,4961,4708,23,62,104,17,1,0,46,NA,NA,NA,NA,NA,NA,NA,1,1,734.7622615384615,1403.4287384615384
46103011400,46,103,0114,5208,3813,25,181,947,29,3,19,191,3597,2851,19,93,510,23,3,15,83,NA,NA,NA,NA,NA,NA,NA,1,1,532.7433692307692,1017.5636307692307
46103011500,46,103,0115,702,551,30,46,20,25,0,0,30,358,282,19,18,14,19,0,0,6,NA,NA,NA,NA,NA,NA,NA,1,1,53.02255384615385,101.27544615384616
46103011600,46,103,0116,4766,4347,23,54,204,27,4,1,106,3392,3150,16,30,117,18,4,1,56,NA,NA,NA,NA,NA,NA,NA,1,1,502.3812923076923,959.5707076923077
46103011700,46,103,0117,3784,3512,2,149,70,11,0,5,35,2897,2759,0,72,40,7,0,2,17,NA,NA,NA,NA,NA,NA,NA,1,1,429.0679846153846,819.5390153846154
46105998300,46,105,9983,3363,3245,3,25,54,7,0,2,27,2552,2490,3,9,27,6,0,0,17,NA,NA,NA,NA,NA,NA,NA,1,1,847,1282
46107000100,46,107,0001,2693,2640,0,5,22,5,0,0,21,2073,2039,0,4,15,4,0,0,11,NA,NA,NA,NA,NA,NA,NA,1,1,62,135
46109940200,46,109,9402,923,680,0,0,228,1,0,0,14,646,505,0,0,139,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,1,1,44,34
46109940300,46,109,9403,1743,1512,6,7,212,1,0,0,5,1289,1168,1,7,112,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,68,91
46109940400,46,109,9404,2763,1605,3,29,1056,7,0,0,63,1961,1299,2,15,613,5,0,0,27,NA,NA,NA,NA,NA,NA,NA,1,1,81,74
46109940500,46,109,9405,1831,654,1,19,1114,3,0,0,40,1127,498,1,7,600,3,0,0,18,NA,NA,NA,NA,NA,NA,NA,1,1,75,38
46109940600,46,109,9406,859,558,0,1,289,0,0,0,11,588,409,0,1,172,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,1,1,22,20
46109950400,46,109,9504,1897,1812,0,7,57,9,0,0,12,1398,1363,0,4,23,3,0,0,5,NA,NA,NA,NA,NA,NA,NA,1,1,48,40
46111962100,46,111,9621,2675,2621,1,27,8,10,1,0,7,1988,1962,0,14,5,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,45,37
