GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,cd_1990,cd_2000,ndv,nrv
12031015100,12,031,0151,3945,2514,1026,217,23,78,2,13,72,2838,1948,636,142,14,53,1,5,39,NA,NA,NA,NA,NA,9,4,379.1537211356641,496.8096230555824
12031015200,12,031,0152,3114,1852,878,209,6,62,0,18,89,2302,1457,581,147,6,49,0,9,53,NA,NA,NA,NA,NA,9,4,307.5447026266028,402.9794757836331
12031015300,12,031,0153,3062,2006,786,143,15,34,4,9,65,2388,1656,551,93,10,24,4,6,44,NA,NA,NA,NA,NA,8,3,319.0342093276835,418.03431284592347
12031015400,12,031,0154,2440,1680,533,122,17,39,7,5,37,1812,1322,334,85,9,33,6,2,21,NA,NA,NA,NA,NA,8,3,242.0812342134684,317.20191577756003
12031015500,12,031,0155,7791,4688,2406,408,39,78,6,23,143,5539,3646,1433,266,30,63,4,9,88,NA,NA,NA,NA,NA,8,3,740.0043908986763,969.6365405584463
12031015600,12,031,0156,4088,2893,904,160,4,61,7,11,48,3160,2346,608,111,1,49,7,7,31,NA,NA,NA,NA,NA,8,4,422.1725718071524,553.1777339167161
12031015700,12,031,0157,5097,3008,1694,217,11,60,3,16,88,3808,2450,1097,151,10,43,2,6,49,NA,NA,NA,NA,NA,8,3,508.7446688106444,666.6141806186249
12031015801,12,031,015801,7246,5820,1003,255,13,65,3,7,80,5433,4535,621,166,8,56,3,3,41,NA,NA,NA,NA,NA,8,4,725.8429058950187,951.0805785979489
12031015802,12,031,015802,7404,3413,2797,735,18,242,1,19,179,5267,2656,1793,491,18,182,1,8,118,NA,NA,NA,NA,NA,8,3,703.6654859836303,922.0212419428303
12031015901,12,031,015901,8252,6337,1196,329,34,241,2,15,98,6161,4996,652,229,27,183,2,9,63,NA,NA,NA,NA,NA,9,4,823.1029161088184,1078.521524892686
12031015921,12,031,015921,9837,6593,1503,812,22,604,3,21,279,8212,5843,1054,613,19,480,3,14,186,NA,NA,NA,NA,NA,9,4,1097.1142910380809,1437.5618832038206
12031015922,12,031,015922,5021,3315,770,311,23,501,3,14,84,4374,2990,631,241,15,420,3,11,63,NA,NA,NA,NA,NA,9,4,584.3616547735711,765.6960152378849
12031016000,12,031,0160,6683,4770,1131,387,6,258,1,8,122,5247,3852,800,303,6,200,1,5,80,NA,NA,NA,NA,NA,9,4,700.9935076810533,918.5201170446231
12031016100,12,031,0161,7374,4795,1518,462,21,204,1,10,363,5475,3890,882,305,15,160,0,4,219,NA,NA,NA,NA,NA,8,4,731.4540603304303,958.4329408841838
12031016200,12,031,0162,2511,1728,497,168,11,47,1,6,53,1968,1417,341,124,10,38,1,5,32,NA,NA,NA,NA,NA,8,4,262.9226649735683,344.5106899835751
12031016300,12,031,0163,2561,1194,985,175,6,158,2,2,39,1742,886,634,101,3,92,2,1,23,NA,NA,NA,NA,NA,8,4,232.7293101544492,304.94797863383525
12031016400,12,031,0164,5833,5037,492,168,11,54,1,17,53,4617,4030,373,118,11,41,1,7,36,NA,NA,NA,NA,NA,9,4,616.8261911498806,808.2346827511008
12031016500,12,031,0165,5225,4751,101,190,5,81,1,6,90,4136,3794,79,140,4,62,1,3,53,NA,NA,NA,NA,NA,9,4,552.5651129729058,724.0326289492208
12031016601,12,031,016601,7124,3671,1936,707,12,371,1,19,407,5198,2903,1243,511,7,259,0,12,263,NA,NA,NA,NA,NA,9,4,694.44716083974,909.942361044016
12031016602,12,031,016602,7886,6518,685,343,17,212,5,9,97,6203,5276,443,251,16,147,3,5,62,NA,NA,NA,NA,NA,9,4,828.7140705442298,1085.8738871789208
12031016711,12,031,016711,4666,4293,104,144,4,79,0,7,35,3504,3240,71,105,4,67,0,1,16,NA,NA,NA,NA,NA,8,4,468.1305986114753,613.3970821658776
12031016712,12,031,016712,6686,5639,426,324,17,159,1,23,97,5188,4467,300,234,11,112,1,6,57,NA,NA,NA,NA,NA,9,4,693.1111716884516,908.1917985949125
12031016721,12,031,016721,8133,5951,959,524,25,491,3,18,162,6220,4655,686,386,20,358,3,10,102,NA,NA,NA,NA,NA,9,4,830.9852521014203,1088.849843342397
12031016722,12,031,016722,6672,5026,913,410,13,182,4,12,112,4875,3863,519,279,11,143,2,3,55,NA,NA,NA,NA,NA,9,4,651.2947112531227,853.3991939379717
12031016723,12,031,016723,10779,8849,772,504,36,431,14,17,156,7834,6522,538,345,23,300,11,10,85,NA,NA,NA,NA,NA,9,4,1046.6139011193773,1371.390622627707
12031016801,12,031,016801,2414,2244,24,88,0,32,0,3,23,1779,1655,20,65,0,23,0,1,15,NA,NA,NA,NA,NA,9,4,237.67247001421651,311.42505969551837
12031016802,12,031,016802,8145,6847,534,420,14,171,6,19,134,6149,5276,358,288,9,127,5,10,76,NA,NA,NA,NA,NA,9,4,821.4997291272723,1076.420849953762
12031016803,12,031,016803,7221,6576,230,187,11,133,0,20,64,5318,4852,171,124,11,92,0,19,49,NA,NA,NA,NA,NA,9,4,710.4790306552015,930.9491104332584
12031016804,12,031,016804,7644,6980,271,193,15,117,8,6,54,5547,5095,174,137,10,85,5,5,36,NA,NA,NA,NA,NA,9,4,741.0731822197071,971.0369905177291
12031016805,12,031,016805,4755,3641,456,251,16,285,0,12,94,3356,2600,317,164,13,203,0,6,53,NA,NA,NA,NA,NA,9,4,448.3579591724062,587.4887579191453
12031016806,12,031,016806,7092,6322,302,211,15,136,6,21,79,5058,4553,203,140,11,95,2,10,44,NA,NA,NA,NA,NA,9,4,675.7433127217016,885.4344867565666
12033000100,12,033,0001,1934,721,1118,39,8,20,1,2,25,1555,675,807,24,6,16,1,2,24,NA,NA,NA,NA,NA,6,1,182.28009044901475,299.8285129751265
12033000300,12,033,0003,3131,1602,1295,61,35,79,0,9,50,2383,1379,838,45,29,57,0,3,32,NA,NA,NA,NA,NA,6,1,279.33984279099815,459.4799655432324
12033000400,12,033,0004,3369,311,2886,42,7,45,1,11,66,2287,297,1876,30,7,33,1,4,39,NA,NA,NA,NA,NA,6,1,268.08653817163776,440.96965220200275
12033000500,12,033,0005,1646,902,695,19,6,1,4,0,19,1303,776,494,12,6,1,2,0,12,NA,NA,NA,NA,NA,6,1,152.7401658231937,251.2389404543986
12033000600,12,033,0006,1843,152,1615,20,4,11,1,13,27,1314,122,1144,15,3,8,1,5,16,NA,NA,NA,NA,NA,6,1,154.02960697749543,253.3599138580812
12033000800,12,033,0008,5160,3077,1824,103,34,30,3,6,83,4076,2599,1287,80,24,25,3,5,53,NA,NA,NA,NA,NA,6,1,477.7965586303435,785.9170539463767
12033000900,12,033,0009,2633,2261,270,51,10,20,1,0,20,2165,1867,226,36,9,14,1,0,12,NA,NA,NA,NA,NA,6,1,253.7854635512006,417.4461289975234
12033001001,12,033,001001,6310,5752,209,122,24,146,0,3,54,4843,4441,152,92,12,110,0,1,35,NA,NA,NA,NA,NA,6,1,567.7057736621084,933.806744912243
12033001002,12,033,001002,2990,2685,143,48,16,48,3,0,47,2620,2371,109,41,15,45,2,0,37,NA,NA,NA,NA,NA,6,1,307.1214385700442,505.1773016043933
12033001101,12,033,001101,6120,5494,287,135,25,101,0,7,71,4713,4283,197,91,20,75,0,3,44,NA,NA,NA,NA,NA,6,1,552.4669236567245,908.7406955959943
12033001103,12,033,001103,2967,2695,117,69,9,33,7,1,36,2295,2101,80,53,7,26,6,1,21,NA,NA,NA,NA,NA,6,1,269.0243135565845,442.5121783137719
12033001104,12,033,001104,6623,5576,561,144,67,138,5,8,124,5174,4484,349,98,53,104,2,3,81,NA,NA,NA,NA,NA,6,1,606.506230214278,997.628762786691
12033001201,12,033,001201,5179,3422,1246,192,32,164,9,8,106,4281,3041,847,152,27,128,7,3,76,NA,NA,NA,NA,NA,6,1,501.82705286960265,825.4442855604608
12033001202,12,033,001202,3858,2704,789,125,26,122,2,4,86,3014,2275,473,95,21,91,2,1,56,NA,NA,NA,NA,NA,6,1,353.3068762786691,581.1467126090233
12033001300,12,033,0013,4590,1164,3256,52,17,32,0,5,64,3279,993,2173,35,16,25,0,0,37,NA,NA,NA,NA,NA,6,1,384.37068590502855,632.2428900613761
12033001401,12,033,001401,5481,4466,620,97,13,147,27,0,111,4821,4139,336,84,12,134,27,0,89,NA,NA,NA,NA,NA,6,1,565.1268913535049,929.5647981048778
12033001402,12,033,001402,6081,3582,2065,101,54,143,15,5,116,4722,3014,1379,81,46,113,12,3,74,NA,NA,NA,NA,NA,6,1,553.5219209647895,910.4760374717347
12033001500,12,033,0015,1417,36,1340,20,2,1,1,1,16,1064,28,1012,12,1,1,1,0,9,NA,NA,NA,NA,NA,6,1,124.72412619791105,205.15597286529555
12033001600,12,033,0016,2759,719,1962,47,7,10,1,0,13,2457,703,1688,38,7,10,1,0,10,NA,NA,NA,NA,NA,6,1,288.01426510175514,473.7483320770971
12033001700,12,033,0017,3156,1314,1607,91,34,39,0,5,66,2045,1007,895,52,23,27,0,3,38,NA,NA,NA,NA,NA,6,1,239.7188327770001,394.30823732098634
12033001800,12,033,0018,2385,884,1335,47,32,31,2,8,46,1730,708,895,34,28,24,2,5,34,NA,NA,NA,NA,NA,6,1,202.79392699472382,333.57127167007644
12033001900,12,033,0019,2173,944,968,56,20,123,3,1,58,1531,770,586,41,18,77,3,0,36,NA,NA,NA,NA,NA,6,1,179.46676429417465,295.2009346398191
12033002000,12,033,0020,2296,859,1269,28,37,50,1,2,50,1706,681,913,18,29,34,1,0,30,NA,NA,NA,NA,NA,6,1,199.98060083988372,328.943693334769
12033002100,12,033,0021,5233,3028,1597,125,57,266,11,26,123,3833,2446,958,78,44,203,10,22,72,NA,NA,NA,NA,NA,6,1,449.3116313125875,739.0628233013891
12033002200,12,033,0022,4061,2590,1127,77,41,125,6,3,92,2904,2052,616,56,30,87,6,0,57,NA,NA,NA,NA,NA,6,1,340.41246473565195,559.9369785721976
12033002300,12,033,0023,5371,4524,480,156,43,57,7,2,102,4365,3803,297,104,33,50,6,0,72,NA,NA,NA,NA,NA,6,1,511.67369441154295,841.6408097340368
12033002400,12,033,0024,10389,7412,1331,1015,118,255,24,22,212,9657,6963,1190,932,110,238,24,12,188,NA,NA,NA,NA,NA,6,1,1132.012111553785,1862.0218326693227
12033002500,12,033,0025,2738,2617,13,42,12,28,0,8,18,2283,2186,11,34,12,19,0,5,16,NA,NA,NA,NA,NA,6,1,267.6176504791644,440.19838914611825
12033002600,12,033,0026,17455,14407,1299,611,128,515,17,41,437,12769,10864,807,383,99,379,12,22,203,NA,NA,NA,NA,NA,6,1,1496.8067362980512,2462.064490147518
12033002701,12,033,002701,2530,1884,225,77,27,198,12,11,96,1851,1419,148,45,19,155,7,6,52,NA,NA,NA,NA,NA,6,1,216.97777969204267,356.9019791105847
12033002702,12,033,002702,7978,5145,1993,276,66,248,17,10,223,5651,3955,1150,181,51,196,10,7,101,NA,NA,NA,NA,NA,6,1,662.421087541725,1089.6018822009262
12033002801,12,033,002801,2719,2256,226,80,26,64,6,2,59,2159,1866,134,52,19,55,5,0,28,NA,NA,NA,NA,NA,6,1,253.0821320124906,416.2892344136966
12033002802,12,033,002802,6028,4377,742,219,39,455,11,9,176,4852,3685,505,173,23,360,11,6,89,NA,NA,NA,NA,NA,6,1,568.7607709701733,935.5420867879832
12033002803,12,033,002803,2807,1788,691,112,21,101,1,5,88,2164,1455,477,87,17,82,1,0,45,NA,NA,NA,NA,NA,6,1,253.66824162808226,417.25331323355226
12033002804,12,033,002804,3076,1928,603,256,32,134,15,15,93,2387,1573,426,184,24,101,15,10,54,NA,NA,NA,NA,NA,6,1,279.8087304834715,460.25122859911704
12033002900,12,033,0029,4155,3325,436,108,54,119,7,5,101,3113,2587,256,72,41,88,5,2,62,NA,NA,NA,NA,NA,6,1,364.9118466673845,600.2354732421664
12033003000,12,033,0030,7061,4177,2304,175,62,161,28,5,149,4943,3283,1292,106,42,125,15,2,78,NA,NA,NA,NA,NA,6,1,579.427965973942,953.0883213093571
12033003100,12,033,0031,4887,1527,3071,75,25,107,4,4,74,3194,1257,1727,55,22,86,4,1,42,NA,NA,NA,NA,NA,6,1,374.40682243996986,615.853550123829
12033003201,12,033,003201,4846,2369,2152,90,39,116,6,5,69,3589,1891,1487,65,27,77,3,2,37,NA,NA,NA,NA,NA,6,1,420.7094820717132,692.0157768924303
12033003202,12,033,003202,8079,4505,3050,137,31,221,5,12,118,6108,3593,2144,99,27,185,3,2,55,NA,NA,NA,NA,NA,6,1,715.9915064068052,1177.718686335738
12033003301,12,033,003301,2791,2518,87,55,28,40,0,4,59,2093,1910,60,30,25,35,0,2,31,NA,NA,NA,NA,NA,6,1,245.3454850866803,403.5633939916012
12033003302,12,033,003302,9004,7300,966,232,103,199,2,13,189,6841,5719,625,158,72,156,1,7,103,NA,NA,NA,NA,NA,6,1,801.9151760525466,1319.0526413265857
12033003305,12,033,003305,2453,1871,290,175,26,51,1,2,37,1977,1481,249,156,22,45,1,2,21,NA,NA,NA,NA,NA,6,1,231.74774200495315,381.1967653709486
12033003306,12,033,003306,6833,5306,773,211,98,235,16,6,188,4785,3871,427,132,61,183,14,1,96,NA,NA,NA,NA,NA,6,1,560.9069021212448,922.6234306019167
12033003307,12,033,003307,2295,1609,424,48,11,128,13,1,61,1619,1192,247,31,7,93,9,1,39,NA,NA,NA,NA,NA,6,1,189.78229352858835,312.16872186927964
12033003400,12,033,0034,4642,3618,753,77,72,33,2,9,78,3544,2882,470,51,55,30,2,3,51,NA,NA,NA,NA,NA,6,1,415.43449553138794,683.3390675137289
12033003502,12,033,003502,9580,6862,2034,251,52,173,4,19,185,7605,5726,1384,183,48,142,4,6,112,NA,NA,NA,NA,NA,6,1,891.4727253149564,1466.3638850005384
12033003503,12,033,003503,6136,5108,564,170,33,119,2,16,124,4922,4202,406,118,27,81,2,8,78,NA,NA,NA,NA,NA,6,1,576.966305588457,949.0391902659632
12033003504,12,033,003504,8781,6992,1109,296,40,171,5,12,156,6942,5725,730,212,34,144,5,3,89,NA,NA,NA,NA,NA,6,1,813.7545902874987,1338.527033487671
12033003602,12,033,003602,9018,7543,1053,112,113,55,1,2,139,6428,5499,662,77,71,37,1,1,80,NA,NA,NA,NA,NA,6,1,753.5025218046732,1239.4197308065036
12033003603,12,033,003603,4841,4525,47,93,69,34,0,1,72,3610,3399,32,55,52,25,0,1,46,NA,NA,NA,NA,NA,6,1,423.17114245719824,696.0649079358243
12033003604,12,033,003604,8896,8069,370,136,72,124,3,13,109,6650,6104,234,90,52,103,2,7,58,NA,NA,NA,NA,NA,6,1,779.5257887369442,1282.2248304080974
12033003605,12,033,003605,8416,7101,747,195,77,141,2,4,149,6064,5266,445,120,48,97,2,3,83,NA,NA,NA,NA,NA,6,1,710.8337417895983,1169.2347927210078
12033003606,12,033,003606,9251,8113,575,180,46,186,4,12,135,7503,6649,435,133,36,145,4,9,92,NA,NA,NA,NA,NA,6,1,879.5160891568861,1446.696677075482
12033003700,12,033,0037,3315,2143,1047,41,34,9,0,1,40,2387,1581,725,21,29,8,0,0,23,NA,NA,NA,NA,NA,6,1,279.8087304834715,460.25122859911704
12033003800,12,033,0038,4485,3867,372,50,135,8,0,2,51,3298,2888,238,32,99,4,0,1,36,NA,NA,NA,NA,NA,6,1,386.59790244427694,635.9063895768278
12033003900,12,033,0039,5097,4351,464,31,142,9,0,5,95,3696,3188,317,26,106,7,0,2,50,NA,NA,NA,NA,NA,6,1,433.2522278453752,712.6470636373425
12033004000,12,033,0040,5062,2601,2056,242,34,21,2,14,92,3975,2078,1553,223,25,14,2,9,71,NA,NA,NA,NA,NA,6,1,465.95714439539137,766.4426617852912
12035060101,12,035,060101,5659,4644,429,423,12,67,0,9,75,4795,3999,346,319,10,57,0,6,58,NA,NA,NA,NA,NA,9,16,379.41478862546904,473.54044205366245
12035060102,12,035,060102,6848,6253,192,214,21,74,0,11,83,6119,5629,172,173,15,63,0,6,61,NA,NA,NA,NA,NA,9,16,484.1791640457237,604.2948831963213
12035060201,12,035,060201,10503,8407,1142,609,30,138,3,25,149,7892,6348,869,436,25,101,3,19,91,NA,NA,NA,NA,NA,8,16,624.4716395896145,779.3912760557881
12035060202,12,035,060202,13390,10496,1529,934,30,228,7,33,133,10688,8468,1213,685,20,179,4,25,94,NA,NA,NA,NA,NA,9,16,845.7112118517233,1055.5162136954211
12035060203,12,035,060203,4060,3093,800,96,6,15,0,6,44,3164,2503,552,61,6,13,0,1,28,NA,NA,NA,NA,NA,9,16,250.3583714725723,312.4675617638765
12035060300,12,035,0603,9372,8743,203,261,20,54,1,1,89,8249,7757,164,203,18,40,1,0,66,NA,NA,NA,NA,NA,9,16,652.7200399106349,814.6475717415353
12037970100,12,037,9701,3710,2742,724,168,20,5,2,4,45,3273,2349,702,159,20,5,2,0,36,NA,NA,NA,NA,NA,7,2,463.0854653727393,500.2622408469343
12037970200,12,037,9702,2842,2683,64,42,11,4,0,4,34,2181,2049,60,28,11,4,0,3,26,NA,NA,NA,NA,NA,7,2,308.58215703573006,333.3553153947949
12037970300,12,037,9703,4505,3397,974,58,16,10,0,2,48,3614,2790,716,39,16,10,0,2,41,NA,NA,NA,NA,NA,7,2,511.33237759153064,552.3824437582708
12039020101,12,039,020101,4587,3038,1427,73,5,5,1,1,37,3521,2492,942,50,5,5,1,0,26,NA,NA,NA,NA,NA,7,2,688.8497648335745,449.8914013506994
12039020102,12,039,020102,6329,2679,3514,53,11,11,0,7,54,4685,2215,2378,42,8,8,0,3,31,NA,NA,NA,NA,NA,7,2,916.5751628075252,598.6200554751567
12039020300,12,039,0203,5739,789,4495,413,9,7,1,2,23,3944,642,3040,236,6,5,1,1,13,NA,NA,NA,NA,NA,7,2,771.6056439942113,503.9397009165461
12039020400,12,039,0204,5380,2646,2445,187,11,38,1,8,44,4292,2286,1791,139,8,37,1,1,29,NA,NA,NA,NA,NA,7,2,839.6884949348769,548.4049686444765
12039020500,12,039,0205,5527,2270,2844,356,13,13,0,1,30,4011,1848,1901,223,11,7,0,1,20,NA,NA,NA,NA,NA,7,2,784.7135492040521,512.5005426917511
12039020600,12,039,0206,2590,843,1706,16,8,5,1,0,11,1842,685,1129,9,4,5,1,0,9,NA,NA,NA,NA,NA,7,2,360.3695730824892,235.35926193921853
12039020701,12,039,020701,4220,773,3058,352,13,5,0,1,18,3159,707,2182,240,8,5,0,1,16,NA,NA,NA,NA,NA,7,2,618.0279486251809,403.6373010130246
12039020702,12,039,020702,5845,721,4640,437,4,5,0,0,38,4207,636,3262,276,4,5,0,0,24,NA,NA,NA,NA,NA,7,2,823.0590629522432,537.5441992281718
12039020800,12,039,0208,4870,2415,1503,895,13,16,5,4,19,3507,1954,975,538,8,11,4,3,14,NA,NA,NA,NA,NA,7,2,686.1107995658466,448.1025687409552
12041950100,12,041,9501,4390,4201,29,97,17,2,0,4,40,3267,3136,22,64,10,1,0,3,31,NA,NA,NA,NA,NA,7,15,335.4455445544554,443.26732673267327
12041950200,12,041,9502,10047,8611,967,307,33,20,1,3,105,7641,6525,774,230,25,17,1,0,69,NA,NA,NA,NA,NA,7,15,784.5544554455445,1036.7326732673266
12043000100,12,043,0001,2018,1960,2,21,11,3,0,0,21,1806,1760,2,16,7,3,0,0,18,NA,NA,NA,NA,NA,19,20,225.99660152931182,274.4401019541207
12043000200,12,043,0002,5669,3823,409,1353,25,18,2,9,30,4151,2984,248,868,14,14,2,5,16,NA,NA,NA,NA,NA,19,20,519.4418011894647,630.7867459643161
12043000300,12,043,0003,2889,1473,695,220,437,10,0,0,54,2282,1225,580,161,276,10,0,0,30,NA,NA,NA,NA,NA,19,20,285.5615972812235,346.7731520815633
12045960100,12,045,9601,5725,4476,869,215,43,23,3,0,96,4407,3374,729,186,39,15,3,0,61,NA,NA,NA,NA,NA,7,2,1840,2385
12045960200,12,045,9602,3251,2131,1027,24,16,17,1,4,31,2525,1728,732,16,14,11,1,2,21,NA,NA,NA,NA,NA,7,2,0,0
12045960300,12,045,9603,4356,3885,351,31,22,13,2,0,52,3505,3118,293,29,20,13,1,0,31,NA,NA,NA,NA,NA,7,2,0,0
12047980100,12,047,9801,7570,3729,3276,460,26,13,0,3,63,6032,3048,2494,402,24,11,0,2,51,NA,NA,NA,NA,NA,7,4,756.6906395827615,784.0109799615701
12047980200,12,047,9802,4024,2662,926,383,9,13,1,1,29,2904,2018,616,231,7,11,1,1,19,NA,NA,NA,NA,NA,7,4,360,392
12047980300,12,047,9803,1733,945,765,4,8,0,0,3,8,1254,732,506,4,6,0,0,2,4,NA,NA,NA,NA,NA,7,4,157.30936041723854,162.98902003842986
12049970100,12,049,9701,7527,4773,115,2531,34,18,2,7,47,5282,3637,77,1492,26,13,0,1,36,NA,NA,NA,NA,NA,1,10,486.14008101317745,755.6160590678356
12049970200,12,049,9702,5544,3032,402,2056,13,12,9,2,18,3984,2457,269,1225,9,7,7,0,10,NA,NA,NA,NA,NA,1,10,366.6758960159975,569.9307798800185
12049970300,12,049,9703,7931,3764,789,3261,38,14,0,9,56,5992,3086,723,2093,29,10,0,5,46,NA,NA,NA,NA,NA,1,10,551.4864379838999,857.185048454084
12049970400,12,049,9704,5936,3135,859,1763,13,27,0,3,136,4245,2454,602,1067,8,23,0,2,89,NA,NA,NA,NA,NA,1,10,390.69758498692505,607.2681125980617
12051000100,12,051,0001,6567,3045,704,2655,21,75,0,8,59,4613,2317,439,1756,12,54,0,2,33,NA,NA,NA,NA,NA,19,20,368.3335569940006,554.5941742974424
12051000200,12,051,0002,7506,2499,2875,2007,8,24,2,1,90,4836,1823,1696,1221,5,16,2,1,72,NA,NA,NA,NA,NA,19,23,386.13940637827596,581.4041679823176
12051000300,12,051,0003,6926,2461,124,4256,21,9,0,10,45,4859,1815,71,2908,18,8,0,7,32,NA,NA,NA,NA,NA,19,20,387.9758841174613,584.1693242816546
12051000400,12,051,0004,11066,6361,784,3738,34,33,1,10,105,7958,4946,537,2342,32,23,1,6,71,NA,NA,NA,NA,NA,19,20,635.4212977581308,956.7440795705716
12051000500,12,051,0005,4003,1512,752,1666,16,7,1,7,42,2980,1166,678,1099,12,6,1,1,17,NA,NA,NA,NA,NA,19,23,237.94363751184088,358.26807704452165
12051940100,12,051,9401,142,12,6,14,110,0,0,0,0,90,9,5,7,69,0,0,0,0,NA,NA,NA,NA,NA,19,23,7.186217240290496,10.820176823492265
12053040100,12,053,0401,5488,5136,95,180,24,14,1,6,32,4343,4112,60,114,20,11,1,4,21,NA,NA,NA,NA,NA,10,5,620.0964542996606,714.862418116823
12053040201,12,053,040201,2312,2077,108,59,13,9,1,5,40,1797,1620,86,43,8,9,1,4,26,NA,NA,NA,NA,NA,10,5,256.5768658476837,295.78811083489086
12053040202,12,053,040202,5700,4900,464,225,23,19,0,4,65,4217,3759,265,126,17,15,0,0,35,NA,NA,NA,NA,NA,10,5,602.1060897494058,694.1226841350779
12053040300,12,053,0403,6544,6015,170,248,18,23,3,5,62,4993,4646,103,177,14,19,0,2,32,NA,NA,NA,NA,NA,10,5,712.9038904716109,821.8531092924932
12053040400,12,053,0404,3375,2142,1105,67,11,25,0,4,21,2604,1847,683,38,9,15,0,0,12,NA,NA,NA,NA,NA,10,5,371.8008673719356,428.6211689560689
12053040500,12,053,0405,6767,5288,1008,259,28,80,0,13,91,5195,4231,667,159,20,65,0,4,49,NA,NA,NA,NA,NA,10,5,741.7455860204323,855.1025240886244
12053040600,12,053,0406,4872,4509,123,125,37,24,4,2,48,3691,3455,88,69,24,19,3,1,32,NA,NA,NA,NA,NA,10,5,527.003456785643,607.5425248144586
12053040700,12,053,0407,4911,4433,45,341,21,23,0,3,45,3701,3395,35,204,19,15,0,3,30,NA,NA,NA,NA,NA,10,5,528.4312634959807,609.1885354479305
12053040800,12,053,0408,6910,6740,9,110,5,16,0,2,28,6339,6217,7,72,5,13,0,2,23,NA,NA,NA,NA,NA,10,5,905.0866736830644,1043.4061405578036
12053040901,12,053,040901,3925,3454,97,321,4,29,1,2,17,3279,2925,75,242,4,23,1,2,7,NA,NA,NA,NA,NA,10,5,468.17782031973,539.7268867154186
12053040902,12,053,040902,7339,6695,186,366,12,37,0,3,40,5737,5263,143,269,7,30,0,1,24,NA,NA,NA,NA,NA,10,5,819.1327097207353,944.3163004227985
12053040903,12,053,040903,6569,5901,142,373,27,69,0,6,51,5267,4798,105,263,20,51,0,3,27,NA,NA,NA,NA,NA,10,5,752.0257943348636,866.9538006496216
12053040904,12,053,040904,4467,3732,387,250,28,17,5,2,46,3520,2886,370,185,25,12,2,2,38,NA,NA,NA,NA,NA,10,5,502.58796203886845,579.39574298209
12053041001,12,053,041001,5961,5183,159,507,8,51,0,4,49,4835,4267,122,361,6,46,0,2,31,NA,NA,NA,NA,NA,10,5,690.3445444482753,795.846141283638
12053041002,12,053,041002,6026,5110,218,574,10,57,0,2,55,4686,4037,162,409,7,35,0,2,34,NA,NA,NA,NA,NA,10,5,669.0702244642436,771.3205828449073
12053041101,12,053,041101,5612,5066,117,339,9,33,0,4,44,4641,4256,84,246,5,21,0,2,27,NA,NA,NA,NA,NA,10,5,662.645094267724,763.913534994284
12053041102,12,053,041102,6011,5316,132,465,6,42,2,7,41,4881,4376,98,341,4,31,1,3,27,NA,NA,NA,NA,NA,10,5,696.9124553158285,803.4177901976084
12053041201,12,053,041201,2586,2356,22,158,3,19,0,2,26,2125,1963,17,110,3,14,0,1,17,NA,NA,NA,NA,NA,10,5,303.40892594676006,349.7772596127674
12053041202,12,053,041202,6603,5839,172,437,15,44,1,13,82,5375,4834,132,320,10,26,1,6,46,NA,NA,NA,NA,NA,10,5,767.4461068065108,884.7307154911176
12053041301,12,053,041301,6171,6049,28,62,3,17,0,2,10,6055,5956,20,49,1,17,0,2,10,NA,NA,NA,NA,NA,10,5,864.536963109474,996.6594385672032
12053041302,12,053,041302,2566,2226,56,243,3,9,0,3,26,2052,1818,41,169,2,7,0,0,15,NA,NA,NA,NA,NA,10,5,292.9859369612949,337.76138198842295
12053041401,12,053,041401,5396,4737,100,444,8,26,1,14,66,4177,3745,66,290,7,24,1,7,37,NA,NA,NA,NA,NA,10,5,596.394862908055,687.5386416011903
12053041402,12,053,041402,4355,4032,66,193,9,22,3,1,29,3602,3383,39,133,7,17,3,1,19,NA,NA,NA,NA,NA,10,5,514.2959770636376,592.8930301765591
12053041500,12,053,0415,5586,5156,106,172,18,88,0,1,45,4742,4405,102,128,13,68,0,0,26,NA,NA,NA,NA,NA,10,5,677.0659420421347,780.5382423923497
12053041600,12,053,0416,4750,4578,34,69,18,27,1,1,22,4222,4089,25,49,16,20,1,1,21,NA,NA,NA,NA,NA,10,5,602.8199931045746,694.9456894518137
12055960100,12,055,9601,7734,5546,1450,567,21,46,1,6,97,6270,4836,954,354,15,38,1,2,70,NA,NA,NA,NA,NA,1,20,762.0204752060264,1175.7470759819887
12055960200,12,055,9602,4192,3382,210,487,12,51,3,4,43,3359,2859,124,300,11,39,2,2,22,NA,NA,NA,NA,NA,1,20,408.2339356008043,629.8778992381978
12055960300,12,055,9603,4500,1878,1391,1086,16,32,0,4,93,3148,1498,801,753,14,25,0,4,53,NA,NA,NA,NA,NA,1,20,382.5901843618136,590.3112910990909
12055960400,12,055,9604,5865,3701,422,1369,28,276,5,5,59,4382,2926,268,933,20,195,3,0,37,NA,NA,NA,NA,NA,1,20,532.5635920817875,821.710316898417
12055960500,12,055,9605,5213,4201,168,678,8,116,2,8,32,4517,3816,122,475,4,77,2,2,19,NA,NA,NA,NA,NA,19,20,548.9707315000992,847.0254453286511
