GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,cd_1990,cd_2000,ndv,nrv
30063000300,30,063,0003,2083,1872,11,53,73,23,3,7,41,1973,1780,10,49,67,23,3,5,36,NA,50200,92331,18570,18540,NA,1,1,530.9488935507884,409.0733843134601
30063000400,30,063,0004,2666,2460,8,49,68,18,0,3,60,2062,1919,4,29,49,15,0,2,44,NA,23200,92331,18570,18540,NA,1,1,554.8994518508492,427.5262637883197
30063000500,30,063,0005,6893,6213,32,119,207,175,10,15,122,5950,5415,24,94,149,160,7,9,92,NA,50200,92331,18570,18540,NA,1,1,1601.189009947892,1233.6475603979156
30063000700,30,063,0007,2560,2388,11,47,43,15,6,0,50,2173,2051,9,37,28,13,3,0,32,NA,50200,92331,18570,18540,NA,1,1,584.770372876768,450.540529200785
30063000800,30,063,0008,4978,4499,17,121,117,122,4,2,96,3925,3635,10,75,77,72,2,1,53,NA,50200,92331,18570,18540,NA,1,1,1056.2465317723488,813.792718413751
30063000900,30,063,0009,7872,7480,10,90,115,73,6,4,94,6012,5768,6,62,75,44,4,4,49,NA,55675,92142,28650,18540,01860,1,1,1617.8736685389456,1246.5023753129865
30063001000,30,063,0010,4526,4100,19,90,185,40,5,6,81,3591,3332,15,55,104,32,4,2,47,NA,50200,92331,18570,18540,NA,1,1,966.364661297963,744.5425864519185
30063001100,30,063,0011,2964,2787,10,39,44,22,3,3,56,2546,2414,8,31,32,21,2,2,36,NA,50200,92331,18570,18540,NA,1,1,685.1474318197198,527.8767544156459
30063001200,30,063,0012,4645,4330,20,96,74,69,2,2,52,3793,3563,12,71,56,56,2,1,32,NA,50200,92331,18570,18540,NA,1,1,1020.7243554172024,786.4244027881167
30063001301,30,063,001301,9886,9390,28,129,110,104,6,4,115,7287,6979,13,78,80,69,6,3,59,NA,50200,92331,18570,18540,NA,1,1,1960.9855992420653,1510.8554239696825
30063001302,30,063,001302,6007,5730,19,86,68,25,1,6,72,4499,4331,8,55,42,20,0,4,39,NA,50200,92331,18570,18540,NA,1,1,1210.7141774379102,932.8034242403735
30063001400,30,063,0014,6239,5920,9,92,67,25,2,13,111,4622,4411,7,55,53,21,2,9,64,1110,08462,92331,04260,18540,11100,1,1,1243.8143872233877,958.3057183460784
30063001500,30,063,0015,5983,5740,10,66,44,29,1,2,91,4133,4000,6,33,27,19,1,2,45,NA,44650,92142,17130,18540,11100,1,1,1112.2208702713676,856.918549096569
30063001600,30,063,0016,6112,5825,4,79,74,22,5,2,101,4292,4135,1,40,46,10,3,2,55,1110,29350,91302,08880,18540,11520,1,1,1155.0089463355214,889.8849292819923
30063001700,30,063,0017,3543,3375,5,52,32,12,2,2,63,2680,2567,3,30,20,10,1,1,48,1110,67150,93003,23730,18540,06110,1,1,721.2078229681262,555.6597414901537
30063940700,30,063,9407,902,501,0,50,296,1,1,0,53,620,382,0,26,184,1,1,0,26,1110,25000,91128,02220,02250,11520,1,1,166.84658591053665,128.54814915070716
30065000100,30,065,0001,2403,2322,0,18,39,3,0,1,20,1855,1799,0,13,24,2,0,1,16,NA,41050,92877,23040,23070,16290,1,1,571.1419036564132,630.3554846198491
30065000200,30,065,0002,2094,1992,3,54,18,3,0,0,24,1591,1540,1,22,12,2,0,0,14,NA,64525,92877,23040,23070,NA,1,1,489.8580963435868,540.6445153801509
30067000100,30,067,0001,1886,1833,0,24,11,3,0,0,15,1417,1387,0,13,8,2,0,0,7,NA,15550,93066,00932,00933,NA,1,1,361.9356642189586,396.58027369826436
30067000200,30,067,0002,3170,3001,31,59,20,11,5,1,42,2403,2299,12,35,15,10,2,1,29,NA,43975,93654,16880,20100,NA,1,1,613.7836281708945,672.5352136181575
30067000300,30,067,0003,3508,3333,9,70,43,7,0,5,41,2633,2516,8,38,31,5,0,2,33,NA,43975,93654,16880,20100,NA,1,1,672.5311248331108,736.906041388518
30067000400,30,067,0004,5338,5102,12,112,43,20,0,1,48,4135,3990,6,63,27,16,0,1,32,NA,43975,93654,16880,20100,NA,1,1,1056.1778204272364,1157.275534045394
30067000500,30,067,0005,1764,1697,6,23,21,5,0,1,11,1396,1341,4,19,17,5,0,1,9,NA,17359,91365,11820,11850,99997,1,1,356.5717623497997,390.7029372496662
30067000600,30,067,0006,28,28,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,NA,29950,91365,11820,11850,99997,1,1,94.02439024390243,115.97560975609755
30069000100,30,069,0001,493,484,0,6,1,0,0,0,2,365,358,0,4,1,0,0,0,2,NA,81100,93969,12960,12990,28470,1,1,134,186
30071060100,30,071,0601,4443,4068,5,53,211,14,1,0,91,3240,3016,2,24,146,6,1,0,45,4345,47425,92205,23370,23400,17580,1,1,1114.8699551569507,1349.273542600897
30071940100,30,071,9401,17,5,0,0,12,0,0,0,0,9,3,0,0,6,0,0,0,0,1150,NA,91186,09090,09120,NA,1,1,3.0968609865470853,3.7479820627802694
30071940200,30,071,9402,141,12,0,0,127,0,0,0,2,96,12,0,0,83,0,0,0,1,1150,NA,91186,09090,09120,17580,1,1,33.03318385650224,39.97847533632287
30073940300,30,073,9403,891,82,1,8,788,2,0,0,10,520,60,1,2,453,1,0,0,3,0305,35350,90378,13740,00099,NA,1,1,168.27586206896552,194.48275862068965
30073977000,30,073,9770,4069,3887,5,34,86,7,3,0,47,2965,2844,3,24,63,6,3,0,22,NA,17275,90714,07330,07320,04680,1,1,959.496021220159,1108.9257294429708
30073977100,30,073,9771,1464,1378,0,12,42,0,0,0,32,1039,981,0,6,30,0,0,0,22,0305,76225,93675,27060,27090,NA,1,1,336.2281167108753,388.5915119363395
30075000100,30,075,0001,1858,1803,0,11,33,2,0,0,9,1364,1331,0,5,19,1,0,0,8,NA,09700,90987,00006,04860,NA,1,1,504,785
30077000100,30,077,0001,1409,1357,1,15,15,4,0,0,17,1031,996,0,8,10,4,0,0,13,NA,30175,90126,02550,21450,16810,1,1,245.03342175066314,261.9888594164456
30077000200,30,077,0002,5771,5211,34,125,229,27,0,10,135,4624,4179,28,87,212,17,0,6,95,NA,19825,90861,08670,21450,12840,1,1,1098.9665782493369,1175.0111405835544
30079000100,30,079,0001,1199,1171,0,8,5,2,0,1,12,975,955,0,5,5,2,0,1,7,NA,73675,93465,08400,08340,25950,1,1,425,504
30081000100,30,081,0001,3649,3509,6,47,34,4,4,1,44,2589,2504,1,23,26,3,1,0,31,NA,26950,93339,17190,25050,11100,1,1,509.3304519542457,648.4316852341741
30081000200,30,081,0002,8630,8300,19,127,54,22,5,2,101,6367,6150,14,80,39,15,5,2,62,NA,71200,93339,25020,25050,11100,1,1,1252.5712582436006,1594.656060210887
30081000300,30,081,0003,2839,2687,3,73,29,4,5,3,35,2157,2061,3,39,23,4,2,2,23,NA,76900,93696,25020,25050,27270,1,1,424.34367897462647,540.2345094824695
30081000400,30,081,0004,6666,6405,4,133,29,19,4,3,69,4676,4525,1,71,21,12,3,3,40,NA,57700,91575,25020,25050,07410,1,1,919.9031260479154,1171.134244942062
30081000500,30,081,0005,5900,5612,6,120,48,26,3,0,85,4643,4452,2,73,40,18,3,0,55,NA,33775,91575,NA,NA,13260,1,1,913.41108088975,1162.8691829054733
30081000600,30,081,0006,4932,4714,2,87,36,26,10,0,57,3780,3647,1,52,29,13,5,0,33,NA,33775,91575,NA,NA,13260,1,1,743.634263571668,946.7252878274153
30081000700,30,081,0007,2051,1912,2,48,43,1,2,2,41,1514,1423,2,25,27,1,2,2,32,NA,19300,90819,NA,NA,08280,1,1,297.8471627109803,379.19102798166847
30081000800,30,081,0008,1403,1310,3,43,33,5,0,0,9,1113,1046,3,24,28,5,0,0,7,NA,01675,93381,28500,03090,08280,1,1,218.95897760721337,278.75800141585006
30083070100,30,083,0701,1435,1382,2,27,11,0,0,0,13,1050,1015,1,18,7,0,0,0,9,1250,25300,91113,10210,10290,02640,1,1,292.2495004282044,429.681701398801
30083070200,30,083,0702,1653,1617,0,23,6,0,0,0,7,1158,1135,0,12,6,0,0,0,5,NA,41087,91974,15990,24230,28020,1,1,322.3094490436768,473.87753354267767
30083070300,30,083,0703,3826,3640,3,69,76,10,1,0,27,2780,2677,3,44,33,6,1,0,16,NA,67900,93108,24200,24230,NA,1,1,773.7653439908651,1137.6334570368256
30083070400,30,083,0704,2753,2582,4,90,45,7,0,0,25,2018,1906,1,67,27,4,0,0,13,NA,67900,93108,24200,24230,NA,1,1,561.6757065372539,825.8073080216957
30085080100,30,085,0801,1578,1439,2,16,68,2,0,4,47,1188,1097,2,11,47,1,0,3,27,4345,18475,91008,07830,07860,02640,1,1,420.27979274611397,299.90673575129534
30085940100,30,085,9401,753,118,0,5,582,2,1,0,45,452,95,0,2,335,1,1,0,18,1250,10000,91239,05010,05040,18170,1,1,159.90443293033965,114.10592976396084
30085940200,30,085,9402,3838,713,1,36,3010,13,0,0,65,2354,596,1,17,1691,8,0,0,41,1250,58975,91239,21240,21270,23670,1,1,832.7766263673,594.2596430627519
30085940300,30,085,9403,769,499,1,7,246,0,1,0,15,536,382,0,2,139,0,1,0,12,1250,NA,91239,28590,28620,23670,1,1,189.62118595279216,135.31145653425446
30085940400,30,085,9404,3682,1562,1,67,1932,28,3,1,88,2418,1228,1,26,1096,20,3,1,43,1250,81475,91239,28590,28620,NA,1,1,855.4179620034542,610.4162348877375
30087000100,30,087,0001,2728,2587,4,38,45,19,0,4,31,2070,1994,2,22,32,9,0,2,9,NA,27700,92491,11160,11190,14760,1,1,751.7019230769231,567.5913461538461
30087000200,30,087,0002,1374,1203,1,48,92,2,0,1,27,956,860,1,28,53,2,0,1,11,2490,16525,92856,07050,07080,14760,1,1,347.16282051282053,262.1339743589744
30087000300,30,087,0003,2353,1937,15,74,254,4,0,0,69,1545,1342,8,39,123,4,0,0,29,NA,16525,92856,07050,07080,NA,1,1,561.0528846153846,423.6370192307692
30087940400,30,087,9404,2928,232,1,59,2591,2,0,0,43,1669,196,1,29,1419,2,0,0,22,2490,42250,92457,16050,00095,NA,1,1,606.0823717948717,457.63766025641024
30089000100,30,089,0001,3238,3039,3,70,37,16,0,10,63,2475,2340,3,56,30,11,0,7,28,1110,58150,92688,20820,20850,16530,1,1,680.5138568129331,601.7609699769054
30089000200,30,089,0002,5197,4977,7,42,51,13,1,2,104,3945,3797,5,24,39,11,1,2,66,NA,73825,93507,26070,26100,24930,1,1,1084.6978444957658,959.1705157813702
30089940100,30,089,9401,1760,1272,3,47,371,2,0,1,64,1347,1020,1,23,251,2,0,1,49,1110,37825,91134,14610,14640,06110,1,1,370.3645111624326,327.5038491147036
30089940700,30,089,9407,32,11,0,0,18,0,0,0,3,27,8,0,0,16,0,0,0,3,1110,NA,91134,09030,06115,01860,1,1,7.423787528868361,6.564665127020786
30091090100,30,091,0901,1131,1086,1,5,16,1,1,0,21,874,841,1,4,12,1,1,0,14,4345,48775,92268,11550,11580,18170,1,1,406.89064475347664,361.58849557522126
30091090200,30,091,0902,2868,2772,3,34,26,11,0,0,22,2210,2154,3,16,17,8,0,0,12,4345,58375,92709,NA,NA,20960,1,1,1028.8653603034134,914.3141592920354
30091940100,30,091,9401,101,95,0,5,1,0,0,0,0,77,73,0,3,1,0,0,0,0,1250,62125,91260,21240,21270,18170,1,1,35.847345132743364,31.856194690265486
30091940200,30,091,9402,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1250,NA,91260,21240,21270,18170,1,1,1.3966498103666245,1.241150442477876
30093000100,30,093,0001,5234,4560,12,263,254,12,2,13,118,4054,3605,10,166,181,9,2,10,71,NA,11397,90483,05280,05310,NA,1,1,1837.633203317302,766.6783807323816
30093000200,30,093,0002,4756,4400,8,166,69,44,2,1,66,3809,3566,7,114,45,40,1,1,35,NA,11397,90483,05280,05310,NA,1,1,1726.5774226530843,720.3448328094822
30093000300,30,093,0003,2471,2310,4,77,36,6,0,0,38,1902,1795,4,53,24,6,0,0,20,NA,11397,90483,05280,05310,NA,1,1,862.1554890748664,359.6996250994054
30093000400,30,093,0004,4100,3892,5,102,56,10,6,2,27,3085,2959,2,59,33,5,4,0,23,NA,11397,90483,05280,05310,NA,1,1,1398.396258567804,583.4244707842618
30093000500,30,093,0005,4779,4600,3,88,41,10,1,0,36,3759,3639,2,56,34,6,1,0,21,NA,11397,90483,05280,05310,NA,1,1,1703.9129776195705,710.8890067027681
30093000600,30,093,0006,4833,4541,7,128,72,27,0,1,57,3588,3407,5,81,47,22,0,1,25,NA,11397,90483,05280,05310,NA,1,1,1626.4005756049535,678.5500814178059
30093000700,30,093,0007,3244,3133,4,41,20,26,5,0,15,2467,2395,3,23,17,18,2,0,9,NA,11397,90483,05280,05310,NA,1,1,1118.263717953573,466.5504601052751
30093000800,30,093,0008,5189,4974,2,85,71,12,4,1,40,3743,3617,1,53,37,6,1,1,27,NA,11397,90483,05280,05310,26730,1,1,1696.660355208846,707.8631423486197
30095966200,30,095,9662,762,724,0,22,3,2,1,0,10,559,540,0,9,3,1,1,0,5,NA,61900,92510,21870,21900,23340,1,1,145.6832135858916,151.342586544742
30095966300,30,095,9663,1809,1750,2,20,14,3,0,5,15,1342,1311,1,12,11,0,0,2,5,NA,56575,92604,20040,20070,NA,1,1,349.7439581972567,363.3305029392554
30095996400,30,095,9964,3306,3171,4,61,25,7,0,2,36,2428,2359,1,35,15,2,0,0,16,NA,16825,90693,07190,07200,22710,1,1,632.7707380796865,657.352057478772
30095996500,30,095,9965,2318,2215,4,62,9,4,1,7,16,1795,1722,4,49,7,4,1,2,6,NA,00175,90021,01710,01740,NA,1,1,467.8020901371653,485.97485303723056
30097967000,30,097,9670,3609,3467,2,54,20,12,1,8,45,2672,2597,0,30,9,6,1,5,24,NA,06475,92499,03800,25560,23340,1,1,588,1158
30099000100,30,099,0001,1966,1872,8,38,21,1,0,11,15,1419,1369,4,16,12,0,0,9,9,NA,22600,90609,06320,06330,09390,1,1,461.90145051194537,533.0330631399318
30099000200,30,099,0002,1859,1824,2,7,9,0,0,0,17,1323,1300,0,4,8,0,0,0,11,NA,25225,91092,10140,10170,NA,1,1,430.65230375426626,496.9716296928328
30099000300,30,099,0003,2620,2468,2,28,63,3,0,3,53,1946,1843,2,14,46,3,0,3,35,NA,14650,90609,06320,06330,NA,1,1,633.4462457337884,730.9953071672355
30101000100,30,101,0001,1393,1320,0,15,29,2,1,0,26,982,943,0,7,19,1,1,0,11,NA,72175,93402,11730,23910,25320,1,1,291.945945945946,369.8148903620602
30101000200,30,101,0002,3874,3592,8,46,134,13,0,0,81,2940,2729,6,35,110,6,0,0,54,NA,67450,93234,23900,23910,25320,1,1,874.0540540540541,1107.1851096379398
30103963500,30,103,9635,861,823,1,13,14,3,0,2,5,622,608,0,7,3,2,0,0,2,0845,38350,92520,18240,11190,14760,1,1,276,265
30105100100,30,105,1001,1675,1634,0,10,13,0,0,0,18,1285,1259,0,4,11,0,0,0,11,1250,28450,93276,14340,14370,12420,1,1,550.2670958761092,502.19418827214196
30105100200,30,105,1002,2000,1878,5,20,46,7,0,0,44,1525,1440,4,10,37,5,0,0,29,1250,65400,91470,14340,14370,12420,1,1,653.0407168957718,595.9892117626588
30105100300,30,105,1003,1335,1205,3,11,76,7,0,0,33,1001,909,1,9,59,5,0,0,18,NA,31075,91470,NA,NA,12420,1,1,428.6516443361754,391.20341047503047
30105100400,30,105,1004,1573,1493,1,16,42,5,1,0,15,1211,1164,1,9,19,4,1,0,13,NA,31075,91470,NA,NA,12420,1,1,518.57856272838,473.2740560292326
30105940500,30,105,9405,1092,531,1,3,539,0,0,2,16,725,396,1,2,313,0,0,2,11,1250,29275,91281,11420,11460,19170,1,1,310.4619801635636,283.3391334609362
30107000100,30,107,0001,2259,2177,3,25,12,2,5,3,32,1653,1598,1,16,11,2,3,3,19,NA,34450,91659,13440,13470,23340,1,1,540,597
30109000100,30,109,0001,1068,1044,2,4,5,2,0,2,9,792,780,0,2,2,2,0,2,4,NA,80350,93885,08470,08340,28020,1,1,315,315
30111000200,30,111,0002,3624,2969,26,221,310,19,0,2,77,2879,2487,20,133,185,12,0,1,41,NA,06550,90315,03870,03900,NA,1,1,745.4150870968077,776.7777189870004
30111000300,30,111,0003,3592,2301,56,786,323,12,6,3,105,2642,1825,42,489,212,12,2,1,59,NA,06550,90315,03870,03900,NA,1,1,684.0523307084981,712.8331828981087
30111000400,30,111,0004,6214,5494,34,307,229,33,4,4,109,5017,4535,25,185,172,26,4,4,66,NA,06550,90315,03870,03900,NA,1,1,1298.9744675111788,1353.6275846327824
30111000500,30,111,0005,4119,3817,20,107,97,22,2,2,52,3356,3161,10,76,64,16,2,2,25,NA,06550,90315,03870,03900,NA,1,1,868.9173436251778,905.476215672238
30111000600,30,111,0006,3136,2965,6,52,52,23,1,1,36,2619,2481,6,39,48,20,1,1,23,NA,06550,90315,03870,03900,NA,1,1,678.0972952784089,706.6275950076255
30111000701,30,111,000701,3422,3177,17,82,65,28,0,2,51,2461,2325,7,41,42,20,0,1,25,NA,06550,90315,03870,03900,NA,1,1,637.1887910195359,663.9979042816977
30111000702,30,111,000702,5097,4788,4,141,78,25,4,0,57,3744,3562,2,82,45,14,3,0,36,NA,06550,90315,03870,03900,NA,1,1,969.3762021849419,1010.1617853029973
30111000703,30,111,000703,7562,6759,38,263,304,50,1,4,143,5438,4986,23,143,177,37,1,2,69,NA,06550,90315,03870,03900,NA,1,1,1407.9775073402016,1467.2168238455392
30111000704,30,111,000704,3632,3432,13,69,45,24,2,4,43,2507,2397,8,39,31,12,2,1,17,NA,06550,90315,03870,03900,NA,1,1,649.098861879714,676.4090800626641
30111000800,30,111,0008,4346,3948,20,162,102,14,5,1,94,3054,2826,11,79,69,14,3,1,51,NA,44200,90315,16950,03900,14700,1,1,790.7251392822684,823.9941485885026
30111000901,30,111,000901,2682,2338,13,169,98,16,0,3,45,2064,1857,11,110,58,7,0,0,21,NA,06550,90315,03870,03900,NA,1,1,534.3997012045193,556.8840611285755
30111000902,30,111,000902,5069,3839,76,532,442,13,8,3,156,3616,2906,51,323,263,10,5,2,56,NA,06550,90315,03870,03900,NA,1,1,936.2351354435764,975.6263396516127
30111001000,30,111,0010,4772,4101,45,255,235,33,1,4,98,3645,3257,32,147,132,25,1,3,48,NA,06550,90315,03870,03900,NA,1,1,943.7436583771671,983.4507765570046
30111001100,30,111,0011,5116,4746,23,148,79,35,3,0,82,4109,3881,17,87,54,27,2,0,41,NA,06550,90315,03870,03900,NA,1,1,1063.8800253146171,1108.6417670432734
30111001200,30,111,0012,2721,2550,17,41,72,13,0,0,28,2141,2037,7,28,42,10,0,0,17,NA,06550,90315,03870,03900,NA,1,1,554.336124166122,577.6592901532364
30111001300,30,111,0013,6181,5899,17,86,77,45,3,5,49,4763,4611,6,42,47,27,3,4,23,NA,06550,90315,03870,03900,NA,1,1,1233.2101631962817,1285.0963096683163
30111001400,30,111,0014,9976,9508,16,186,119,42,0,5,100,6972,6720,8,92,69,24,0,2,57,NA,06550,92541,04890,03900,16290,1,1,1805.152479068754,1881.1025553238505
30111001500,30,111,0015,7834,7398,11,239,65,17,0,8,96,5596,5352,6,139,39,11,0,6,43,0845,81925,91806,23940,23970,14700,1,1,1448.8860115990744,1509.846514571467
30111001600,30,111,0016,5934,5486,12,142,183,24,8,3,76,4100,3859,4,74,110,11,6,2,34,0845,44200,93297,04230,03900,14700,1,1,1061.549794059365,1106.2134935209106
30111001701,30,111,001701,8552,7915,24,250,192,48,1,2,120,6404,6028,14,147,113,34,1,2,65,NA,06550,90315,03870,03900,NA,1,1,1658.0889954039446,1727.851515245832
30111001702,30,111,001702,4345,4059,11,114,88,13,4,4,52,3389,3219,10,64,55,12,2,1,26,NA,06550,90315,03870,03900,NA,1,1,877.461524894436,914.3798852542355
30111001801,30,111,001801,3215,3062,6,63,20,39,0,2,23,2171,2085,3,39,10,22,0,2,10,NA,06550,90315,03870,03900,NA,1,1,562.1035616836296,585.7535352277796
30111001802,30,111,001802,4987,4728,12,104,59,26,0,2,56,3949,3787,7,68,37,20,0,2,28,NA,06550,90315,03870,03900,NA,1,1,1022.4536918879102,1065.4724599790427
30111001803,30,111,001803,2178,2074,3,42,38,6,0,1,14,1665,1604,2,27,22,6,0,1,3,NA,06550,90315,03870,03900,NA,1,1,431.09278222166887,449.23060163715024
30111001804,30,111,001804,2867,2735,10,41,35,14,0,0,32,2130,2059,3,24,22,9,0,0,13,NA,06550,90315,03870,03900,NA,1,1,551.4880637430359,574.6914002925706
30111001900,30,111,0019,7799,7427,11,178,93,32,1,1,56,5704,5492,6,87,60,24,0,1,34,NA,42700,91995,16200,16230,NA,1,1,1476.8487866621017,1538.9857968398228
30111940500,30,111,9405,380,183,1,8,176,0,0,0,12,252,131,1,3,112,0,0,0,5,0845,59950,93297,18960,03900,14700,1,1,65.24647514706339,67.99165862616327
