GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
08005007015,08,005,007015,3506,1880,539,756,25,185,4,6,111,2630,1515,387,507,16,148,3,3,51,NA,NA,NA,NA,NA,NA,NA,1,7,431.52827759159715,484.62545826679565
08005007016,08,005,007016,4184,2424,676,677,23,253,6,3,122,3143,1927,452,457,17,198,6,1,85,NA,NA,NA,NA,NA,NA,NA,1,7,515.7009036009086,579.1550628640831
08005007017,08,005,007017,3959,2669,435,550,25,182,5,11,82,2948,2119,255,357,21,155,3,4,34,NA,NA,NA,NA,NA,NA,NA,1,7,483.7054609657903,543.222757023009
08005007018,08,005,007018,2655,1210,543,629,13,148,13,12,87,1949,999,365,400,11,110,8,5,51,NA,NA,NA,NA,NA,NA,NA,1,7,319.7903471581836,359.13879017565955
08005007019,08,005,007019,5495,2954,919,1057,40,325,3,10,187,4154,2429,635,707,24,256,3,3,97,NA,NA,NA,NA,NA,NA,NA,1,7,681.5849677245226,765.4502485324217
08005007020,08,005,007020,6264,4725,598,410,28,312,8,15,168,5230,4076,468,316,27,238,8,6,91,NA,NA,NA,NA,NA,NA,NA,1,7,858.1341793931759,963.7228694811182
08005007021,08,005,007021,5683,4122,599,395,16,388,7,6,150,4275,3190,428,273,8,277,6,4,89,NA,NA,NA,NA,NA,NA,NA,1,7,701.4385500775961,787.7467049773959
08005007022,08,005,007022,4547,3750,309,243,20,128,3,2,92,3622,3093,212,155,14,98,3,1,46,NA,NA,NA,NA,NA,NA,NA,1,7,594.2948370481995,667.4195474685679
08005007027,08,005,007027,5076,4005,290,494,17,157,3,3,107,3831,3119,187,326,13,129,3,1,53,NA,NA,NA,NA,NA,NA,NA,1,6,628.5873883853264,705.9316086007963
08005007028,08,005,007028,2420,1869,150,274,5,60,2,6,54,1703,1380,91,164,2,44,2,5,15,NA,NA,NA,NA,NA,NA,NA,1,6,279.42686568003415,313.80880434538136
08005007033,08,005,007033,8704,6214,709,951,45,508,12,19,246,5962,4374,480,567,34,385,7,15,100,NA,NA,NA,NA,NA,NA,NA,2,6,978.2401486696207,1098.6072175614584
08005007035,08,005,007035,6777,5055,519,564,24,386,14,16,199,4450,3418,342,324,16,263,10,3,74,NA,NA,NA,NA,NA,NA,NA,1,6,730.1524088527024,819.9936461168214
08005007038,08,005,007038,3473,2217,447,515,35,147,0,9,103,2515,1692,305,316,20,124,0,4,54,NA,NA,NA,NA,NA,NA,NA,1,7,412.6591703965273,463.434611232316
08005007039,08,005,007039,4584,2967,442,830,30,177,11,7,120,3229,2168,295,548,18,135,4,4,57,NA,NA,NA,NA,NA,NA,NA,1,6,529.8117141989609,595.0021310811723
08005007040,08,005,007040,3612,1700,847,772,22,116,7,9,139,2846,1466,642,516,22,98,7,5,90,NA,NA,NA,NA,NA,NA,NA,1,7,466.9693832797283,524.4273970446009
08005007041,08,005,007041,4581,2253,1106,746,21,250,11,22,172,3655,1959,837,521,18,196,9,13,102,NA,NA,NA,NA,NA,NA,NA,1,7,599.7094504172196,673.5003992262882
08005007043,08,005,007043,2466,1417,539,307,22,84,3,7,87,1991,1222,402,221,17,67,3,7,52,NA,NA,NA,NA,NA,NA,NA,1,7,326.68167326420905,366.87805604912165
08005007045,08,005,007045,5563,3545,755,706,19,323,2,14,199,3992,2686,513,436,14,237,2,10,94,NA,NA,NA,NA,NA,NA,NA,1,7,655.0041384584242,735.5987944490678
08005007046,08,005,007046,4069,2857,488,372,23,238,3,7,81,2990,2215,308,222,12,181,3,5,44,NA,NA,NA,NA,NA,NA,NA,1,7,490.59678707181575,550.962022896471
08005007047,08,005,007047,3324,3214,26,45,3,20,0,0,16,3315,3208,25,45,3,20,0,0,14,NA,NA,NA,NA,NA,NA,NA,1,6,543.9225247970131,610.8491992982614
08005007048,08,005,007048,4828,3775,341,328,19,209,6,5,145,3826,3128,229,211,19,160,3,4,72,NA,NA,NA,NA,NA,NA,NA,1,6,627.7669924203234,705.010267425384
08005007052,08,005,007052,7219,5678,411,554,31,343,3,3,196,5469,4444,281,365,25,245,2,3,104,NA,NA,NA,NA,NA,NA,NA,1,6,897.3491065203211,1007.7629776658194
08005007053,08,005,007053,5480,4145,374,487,29,252,15,4,174,3803,2978,246,291,21,182,9,1,75,NA,NA,NA,NA,NA,NA,NA,1,6,623.9931709813094,700.7720980184881
08005007054,08,005,007054,7156,5127,635,615,33,511,11,16,208,6000,4489,451,457,29,413,7,6,148,NA,NA,NA,NA,NA,NA,NA,1,1,984.4751580036436,1105.6094104945907
08005007058,08,005,007058,8719,6954,403,459,34,621,6,19,223,5561,4491,272,250,21,420,6,6,95,NA,NA,NA,NA,NA,NA,NA,2,6,912.444392276377,1024.7156552934032
08005007060,08,005,007060,6898,4466,1058,642,35,422,6,11,258,5611,3888,713,450,31,345,6,6,172,NA,NA,NA,NA,NA,NA,NA,1,7,920.6483519264074,1033.9290670475248
08005007061,08,005,007061,5401,3483,794,679,33,257,9,15,131,4509,3129,563,478,27,209,9,8,86,NA,NA,NA,NA,NA,NA,NA,1,7,739.8330812397382,830.8654719866851
08005007062,08,005,007062,4611,2573,1068,530,28,229,18,5,160,3441,2095,717,351,19,171,12,3,73,NA,NA,NA,NA,NA,NA,NA,1,7,564.5965031150896,634.0669969186478
08005007063,08,005,007063,2704,1522,468,301,9,289,0,4,111,1882,1139,284,181,6,218,0,2,52,NA,NA,NA,NA,NA,NA,NA,1,7,308.79704122714287,346.7928184251366
08005007064,08,005,007064,6013,3502,1108,905,21,282,10,14,171,4358,2697,780,569,8,215,5,5,79,NA,NA,NA,NA,NA,NA,NA,1,7,715.0571230966465,803.0409684892378
08005007065,08,005,007065,4297,2521,797,585,35,184,7,7,161,3089,1954,512,373,24,144,7,3,72,NA,NA,NA,NA,NA,NA,NA,1,7,506.8406271788759,569.2045781696318
08005007066,08,005,007066,2831,1766,305,411,7,214,5,5,118,1924,1249,211,255,4,162,2,1,40,NA,NA,NA,NA,NA,NA,NA,1,7,315.6883673331684,354.5320842985988
08005007067,08,005,007067,5400,3815,597,582,30,206,10,4,156,3859,2829,407,364,19,161,5,2,72,NA,NA,NA,NA,NA,NA,NA,1,7,633.1816057893435,711.0911191831043
08005007068,08,005,007068,5263,3384,726,562,23,393,2,15,158,3782,2519,499,373,15,298,2,6,70,NA,NA,NA,NA,NA,NA,NA,1,7,620.5475079282968,696.9024650817571
08005007069,08,005,007069,3519,2518,337,338,14,202,0,5,105,2542,1883,240,199,10,145,0,0,65,NA,NA,NA,NA,NA,NA,NA,1,6,417.08930860754367,468.4098535795416
08005007070,08,005,007070,2175,1606,162,243,13,95,10,2,44,1585,1189,122,161,13,66,5,2,27,NA,NA,NA,NA,NA,NA,NA,1,6,260.06552090596256,292.0651526056544
08005007071,08,005,007071,4856,3818,258,360,20,275,3,6,116,3388,2761,161,208,13,193,3,3,46,NA,NA,NA,NA,NA,NA,NA,1,6,555.9003058860575,624.3007804592789
08005007072,08,005,007072,2454,1913,114,269,15,96,2,3,42,1675,1346,75,139,14,79,2,3,17,NA,NA,NA,NA,NA,NA,NA,1,6,274.83264827601715,308.6492937630732
08005007073,08,005,007073,4542,3335,366,411,17,267,2,8,136,3050,2311,229,240,17,193,1,5,54,NA,NA,NA,NA,NA,NA,NA,1,6,500.44153865185217,562.018117001417
08005007074,08,005,007074,3904,2865,306,438,17,150,4,12,112,2647,2028,198,251,14,105,4,7,40,NA,NA,NA,NA,NA,NA,NA,1,6,434.31762387260744,487.75801826319696
08005007075,08,005,007075,3618,2773,268,325,10,129,2,5,106,2428,1933,174,183,8,91,2,2,35,NA,NA,NA,NA,NA,NA,NA,1,6,398.38428060547443,447.4032747801444
08005007076,08,005,007076,3072,2252,209,372,8,136,2,6,87,1996,1501,132,208,7,97,2,2,47,NA,NA,NA,NA,NA,NA,NA,1,6,327.5020692292121,367.7993972245339
08005007077,08,005,007077,4954,3618,328,647,29,199,3,8,122,3388,2573,212,376,17,149,3,4,54,NA,NA,NA,NA,NA,NA,NA,1,6,555.9003058860575,624.3007804592789
08005007078,08,005,007078,3574,2824,177,246,14,195,8,5,105,2364,1909,120,143,8,130,8,2,44,NA,NA,NA,NA,NA,NA,NA,1,6,387.8832122534356,435.61010773486873
08005007079,08,005,007079,1828,1477,77,147,4,74,0,1,48,1273,1049,56,86,2,59,0,1,20,NA,NA,NA,NA,NA,NA,NA,1,6,208.87281268977304,234.57346325993566
08005007080,08,005,007080,5862,4507,298,530,22,334,8,15,148,3753,2970,198,287,15,213,4,5,61,NA,NA,NA,NA,NA,NA,NA,2,6,615.7892113312791,691.5586862643665
08005007081,08,005,007081,5290,4236,247,334,16,303,14,10,130,3289,2664,167,189,9,208,9,2,41,NA,NA,NA,NA,NA,NA,NA,2,6,539.6564657789974,606.0582251861182
08005007082,08,005,007082,4709,3630,326,271,7,322,11,8,134,2976,2319,218,159,7,211,6,2,54,NA,NA,NA,NA,NA,NA,NA,2,6,488.2996783698072,548.382267605317
08005007083,08,005,007083,2128,1628,133,102,1,229,3,1,31,1383,1074,78,59,1,157,0,1,13,NA,NA,NA,NA,NA,NA,NA,2,6,226.92152391983987,254.8429691190032
08005007084,08,005,007084,930,841,25,24,2,24,0,2,12,595,543,19,14,2,15,0,0,2,NA,NA,NA,NA,NA,NA,NA,1,6,97.62711983536133,109.63959987404692
08005007085,08,005,007085,3464,2815,159,132,9,257,0,16,76,2195,1810,110,64,4,175,0,7,25,NA,NA,NA,NA,NA,NA,NA,2,6,360.15382863633295,404.46877600593774
08005007086,08,005,007086,3234,2653,106,158,7,231,1,5,73,2072,1721,70,85,4,158,1,3,30,NA,NA,NA,NA,NA,NA,NA,2,6,339.9720878972583,381.8037830907987
08005007087,08,005,007087,3877,3504,71,123,5,112,2,4,56,2549,2325,47,69,5,79,2,2,20,NA,NA,NA,NA,NA,NA,NA,2,6,418.23786295854796,469.6997312251187
08005007101,08,005,007101,3996,3736,25,149,23,10,5,0,48,2774,2631,13,83,19,9,3,0,16,NA,NA,NA,NA,NA,NA,NA,2,6,455.15568138368457,511.1600841186658
08005007102,08,005,007102,3619,3072,112,289,29,42,3,1,71,2679,2321,94,170,25,31,3,0,35,NA,NA,NA,NA,NA,NA,NA,2,6,439.56815804862686,493.65460178583476
08005007201,08,005,007201,3844,1449,640,1466,24,149,4,10,102,2836,1251,440,934,16,117,3,4,71,NA,NA,NA,NA,NA,NA,NA,4,7,465.3285913497222,522.5847146937766
08005007202,08,005,007202,4244,1144,556,2353,38,33,14,4,102,2873,920,327,1511,33,28,6,1,47,NA,NA,NA,NA,NA,NA,NA,4,7,471.3995214907447,529.4026393918266
08005007300,08,005,0073,8697,2680,1369,4055,64,258,36,11,224,6016,2104,917,2594,48,206,20,5,122,NA,NA,NA,NA,NA,NA,NA,4,7,987.1004250916533,1108.5577022559096
08005007400,08,005,0074,4854,2172,368,2064,20,117,2,17,94,3430,1781,240,1252,17,91,1,9,39,NA,NA,NA,NA,NA,NA,NA,4,7,562.7916319920829,632.040046332741
08005007500,08,005,0075,2426,1302,278,720,12,56,4,1,53,1727,1027,177,439,10,38,2,1,33,NA,NA,NA,NA,NA,NA,NA,4,7,283.36476631204874,318.23124198735974
08005007600,08,005,0076,3774,1650,535,1325,33,106,9,12,104,2638,1304,366,804,22,75,6,7,54,NA,NA,NA,NA,NA,NA,NA,4,7,432.84091113560197,486.09960414745507
08005007702,08,005,007702,3794,2059,926,527,25,135,7,11,104,2909,1739,642,337,16,109,4,4,58,NA,NA,NA,NA,NA,NA,NA,1,7,477.3063724387665,536.036295854794
08005007703,08,005,007703,3924,2062,1038,588,16,101,4,4,111,2883,1685,657,395,13,73,4,2,54,NA,NA,NA,NA,NA,NA,NA,4,7,473.04031342075075,531.2453217426508
08005007704,08,005,007704,3925,1766,1172,725,8,108,12,15,119,3016,1530,817,490,7,86,8,9,69,NA,NA,NA,NA,NA,NA,NA,1,7,494.8628460898316,555.7529970086143
08007940400,08,007,9404,1123,805,0,240,15,4,2,9,48,817,618,0,147,9,3,1,9,30,NA,NA,NA,NA,NA,NA,NA,6,3,93.40616966580977,131.2107969151671
08007974200,08,007,9742,3743,3262,17,387,26,11,0,3,37,2815,2519,8,235,22,6,0,1,24,NA,NA,NA,NA,NA,NA,NA,6,3,321.83398728182925,452.09105669056964
08007974300,08,007,9743,3105,2273,12,745,43,7,0,3,22,2319,1769,4,499,29,5,0,3,10,NA,NA,NA,NA,NA,NA,NA,6,3,265.12718170748207,372.4330943038831
08007974400,08,007,9744,1927,1587,2,287,17,9,0,4,21,1440,1196,2,201,12,8,0,2,19,NA,NA,NA,NA,NA,NA,NA,6,3,164.6326613448789,231.26505209038018
08009984600,08,009,9846,2289,2066,0,166,20,3,0,0,34,1685,1540,0,101,13,3,0,0,28,NA,NA,NA,NA,NA,NA,NA,2,4,453.84378663540446,578.2927901524033
08009984700,08,009,9847,2228,2018,1,151,26,4,4,0,24,1727,1593,1,93,21,4,2,0,13,NA,NA,NA,NA,NA,NA,NA,2,4,465.1562133645955,592.7072098475967
08011986700,08,011,9867,5998,3794,208,1814,63,31,0,0,88,4573,2997,205,1240,53,29,0,0,49,NA,NA,NA,NA,NA,NA,NA,2,4,1006,778
08013012101,08,013,012101,4742,4426,18,159,4,57,2,11,65,3790,3574,14,105,4,42,2,8,41,NA,NA,NA,NA,NA,NA,NA,5,2,844.1471858000187,573.6391461833541
08013012102,08,013,012102,6970,5636,69,1005,29,131,3,11,86,5746,4845,46,659,22,107,2,7,58,NA,NA,NA,NA,NA,NA,NA,5,2,1279.807316518973,869.6914337650534
08013012104,08,013,012104,2482,2274,18,114,6,36,0,3,31,1796,1666,11,73,5,27,0,2,12,NA,NA,NA,NA,NA,NA,NA,5,2,400.02331021024634,271.8353315422965
08013012105,08,013,012105,4385,3448,31,705,20,82,4,11,84,3339,2723,22,447,13,64,4,9,57,NA,NA,NA,NA,NA,NA,NA,5,2,743.6958979910983,505.3776013472874
08013012106,08,013,012106,3919,3348,28,381,10,86,0,4,62,2981,2606,21,239,9,67,0,3,36,NA,NA,NA,NA,NA,NA,NA,5,2,663.9585121028643,451.1921622091236
08013012202,08,013,012202,5692,5054,57,287,14,157,6,12,105,5446,4867,52,254,14,153,6,9,91,NA,NA,NA,NA,NA,NA,NA,5,2,1212.9882780651456,824.2846411911731
08013012203,08,013,012203,6125,4298,142,1211,22,288,1,14,149,4999,3836,99,719,17,231,1,7,89,NA,NA,NA,NA,NA,NA,NA,5,2,1113.4279107689429,756.6285202560915
08013012205,08,013,012205,3434,2952,37,277,18,72,5,7,66,3254,2828,29,239,15,70,3,7,63,NA,NA,NA,NA,NA,NA,NA,5,2,724.7638370958472,492.51234345135464
08013012206,08,013,012206,3476,3235,22,86,10,58,0,9,56,3051,2846,19,70,10,53,0,9,44,NA,NA,NA,NA,NA,NA,NA,5,2,679.549621075424,461.78708047636235
08013012300,08,013,0123,7446,5791,153,462,27,804,7,6,196,7043,5606,134,414,23,685,7,3,171,NA,NA,NA,NA,NA,NA,NA,5,2,1568.6882927676863,1066.0001336594623
08013012401,08,013,012401,5226,4725,46,214,21,125,3,18,74,4973,4505,46,199,21,113,3,18,68,NA,NA,NA,NA,NA,NA,NA,5,2,1107.636927436278,752.6932648996886
08013012501,08,013,012501,2509,2172,30,160,13,90,2,11,31,2055,1807,23,113,10,75,2,5,20,NA,NA,NA,NA,NA,NA,NA,5,2,457.7104134087173,311.0365291310799
08013012505,08,013,012505,4003,3693,20,135,5,102,0,4,44,3327,3082,19,112,4,81,0,1,28,NA,NA,NA,NA,NA,NA,NA,5,2,741.0231364529452,503.5613296443322
08013012507,08,013,012507,4299,3542,54,332,18,262,0,10,81,3766,3150,48,245,15,241,0,10,57,NA,NA,NA,NA,NA,NA,NA,5,2,838.8016627237125,570.0066027774436
08013012508,08,013,012508,2825,2463,33,144,12,107,1,11,54,2435,2146,29,111,10,88,1,9,41,NA,NA,NA,NA,NA,NA,NA,5,2,542.3478621168986,368.55179972466146
08013012509,08,013,012509,3243,2987,23,92,11,70,2,1,57,2573,2382,18,64,11,61,2,1,34,NA,NA,NA,NA,NA,NA,NA,5,2,573.0846198056591,389.43892430864645
08013012510,08,013,012510,4339,4061,17,106,6,80,4,11,54,3520,3321,13,82,6,62,4,6,26,NA,NA,NA,NA,NA,NA,NA,5,2,784.0100511915741,532.7730328668619
08013012511,08,013,012511,3215,2624,67,302,24,123,2,11,62,2792,2351,58,215,18,99,2,8,41,NA,NA,NA,NA,NA,NA,NA,5,2,621.8625178769531,422.58588288757903
08013012603,08,013,012603,3562,3128,28,123,8,215,0,14,46,2829,2513,19,85,5,168,0,8,31,NA,NA,NA,NA,NA,NA,NA,5,2,630.1035326195918,428.1860539716909
08013012605,08,013,012605,1580,1165,34,108,10,207,0,6,50,1362,1032,26,88,7,175,0,5,29,NA,NA,NA,NA,NA,NA,NA,5,2,303.3584345803761,206.1468382854164
08013012606,08,013,012606,7098,5209,101,1170,40,400,3,14,161,6493,4930,93,903,28,381,3,14,141,NA,NA,NA,NA,NA,NA,NA,5,2,1446.1867222690032,982.7543472740153
08013012701,08,013,012701,5636,5211,27,129,19,170,4,6,70,4172,3873,20,99,15,129,4,3,29,NA,NA,NA,NA,NA,NA,NA,5,2,929.2300947645589,631.4571287274283
08013012705,08,013,012705,3513,3010,60,165,17,200,3,3,55,2874,2493,47,123,16,161,1,3,30,NA,NA,NA,NA,NA,NA,NA,5,2,640.1263883876659,434.997072857773
08013012707,08,013,012707,2128,1734,24,238,24,47,1,2,58,1671,1376,21,172,23,36,1,2,40,NA,NA,NA,NA,NA,NA,NA,5,2,372.1820441878183,252.9158346365131
08013012708,08,013,012708,5380,4903,62,201,18,126,8,8,54,4031,3711,48,128,17,94,5,3,25,NA,NA,NA,NA,NA,NA,NA,5,2,897.82514669126,610.1159362177045
08013012709,08,013,012709,1946,1821,24,52,1,24,1,0,23,1438,1347,22,34,1,20,1,0,13,NA,NA,NA,NA,NA,NA,NA,5,2,320.28592432201236,217.64989240413274
08013012710,08,013,012710,3819,3515,35,123,12,87,0,6,41,2867,2671,22,74,11,64,0,1,24,NA,NA,NA,NA,NA,NA,NA,5,2,638.56727749041,433.9375810310491
08013012800,08,013,0128,6801,6020,31,426,19,201,1,18,85,4679,4201,19,260,14,134,1,12,38,NA,NA,NA,NA,NA,NA,NA,5,2,1042.1542697515272,708.194608177286
08013012903,08,013,012903,1557,1421,22,58,2,32,0,0,22,1174,1088,15,37,2,19,0,0,13,NA,NA,NA,NA,NA,NA,NA,5,2,261.4851704826443,177.6919149391181
08013012904,08,013,012904,5042,4345,47,358,8,199,7,7,71,3636,3193,30,227,8,130,6,4,38,NA,NA,NA,NA,NA,NA,NA,5,2,809.8467460603873,550.3303259954289
08013012905,08,013,012905,2575,1764,22,662,15,68,5,1,38,1905,1389,11,426,13,43,3,0,20,NA,NA,NA,NA,NA,NA,NA,5,2,424.30089418180364,288.3331328441397
08013012906,08,013,012906,4138,3561,30,312,13,167,2,1,52,3141,2765,26,192,10,125,2,1,20,NA,NA,NA,NA,NA,NA,NA,5,2,699.5953326115723,475.40911824852645
08013012907,08,013,012907,2796,2236,31,376,13,90,1,3,46,1996,1627,23,241,10,72,1,3,19,NA,NA,NA,NA,NA,NA,NA,5,2,444.56933584613125,302.10652659155005
08013012908,08,013,012908,6332,3904,42,2058,29,193,2,0,104,4591,3099,35,1242,22,121,2,0,70,NA,NA,NA,NA,NA,NA,NA,5,2,1022.5540184717377,694.8752823556143
08013013003,08,013,013003,4672,4223,36,203,12,117,4,8,69,3493,3190,28,138,8,82,3,3,41,NA,NA,NA,NA,NA,NA,NA,5,2,777.9963377307296,528.6864215352126
08013013004,08,013,013004,3633,3188,17,189,11,168,2,9,49,2406,2130,13,107,8,117,2,5,24,NA,NA,NA,NA,NA,NA,NA,5,2,535.8886883996952,364.16247644251973
08013013005,08,013,013005,3121,2805,13,204,28,31,5,4,31,2302,2087,8,146,19,21,1,3,17,NA,NA,NA,NA,NA,NA,NA,5,2,512.7247550690352,348.42145501690794
08013013006,08,013,013006,5691,5057,59,254,16,200,2,6,97,3997,3603,38,157,14,133,2,6,44,NA,NA,NA,NA,NA,NA,NA,5,2,890.2523223331596,604.9698330593313
08013013007,08,013,013007,2590,2261,32,123,3,125,3,0,43,1968,1735,26,93,3,92,1,0,18,NA,NA,NA,NA,NA,NA,NA,5,2,438.33289225710735,297.86855928465457
08013013104,08,013,013104,4840,4374,41,193,18,152,1,4,57,3444,3148,24,130,12,102,1,2,25,NA,NA,NA,NA,NA,NA,NA,5,2,767.0825614499379,521.2699787481455
08013013106,08,013,013106,9836,8310,107,484,25,710,4,19,177,7093,6011,83,360,22,500,3,12,102,NA,NA,NA,NA,NA,NA,NA,5,2,1579.8247991766577,1073.5679324217758
08013013107,08,013,013107,3533,2983,28,270,11,179,4,4,54,2413,2101,15,139,8,115,3,4,28,NA,NA,NA,NA,NA,NA,NA,5,2,537.4477992969513,365.22196826924363
08013013108,08,013,013108,3811,3324,30,231,15,149,0,2,60,2681,2390,27,128,11,99,0,0,26,NA,NA,NA,NA,NA,NA,NA,5,2,597.139473649037,405.7853696352433
08013013109,08,013,013109,2372,2081,34,150,11,55,1,0,40,1795,1600,27,94,10,43,1,0,20,NA,NA,NA,NA,NA,NA,NA,5,2,399.8005800820669,271.68397556705025
08013013110,08,013,013110,3567,2813,47,474,22,130,2,8,71,2695,2213,30,300,17,95,1,4,35,NA,NA,NA,NA,NA,NA,NA,5,2,600.257695443549,407.9043532886911
08013013111,08,013,013111,3486,2888,32,373,15,104,1,1,72,2506,2122,22,243,10,62,1,0,46,NA,NA,NA,NA,NA,NA,NA,5,2,558.1617012176378,379.29807396714654
08013013201,08,013,013201,1695,1578,4,63,9,17,1,0,23,1258,1186,4,36,5,12,1,0,14,NA,NA,NA,NA,NA,NA,NA,5,4,280.194501249716,190.4058168598046
08013013202,08,013,013202,1504,1409,1,65,4,12,0,0,13,1108,1053,0,34,4,10,0,0,7,NA,NA,NA,NA,NA,NA,NA,5,2,246.7849820228023,167.70242057286444
08013013205,08,013,013205,5207,4811,22,180,18,108,1,7,60,3780,3523,18,118,16,80,1,3,21,NA,NA,NA,NA,NA,NA,NA,5,2,841.9198845182244,572.1255864308913
08013013207,08,013,013207,4605,4089,40,275,21,127,4,6,43,3304,2985,25,165,16,89,4,6,14,NA,NA,NA,NA,NA,NA,NA,5,4,735.9003435048185,500.080142213668
08013013208,08,013,013208,5893,5237,13,501,23,73,0,2,44,4432,4009,11,318,16,55,0,1,22,NA,NA,NA,NA,NA,NA,NA,5,4,987.1399280912092,670.8096822914578
08013013209,08,013,013209,4744,4147,20,288,9,202,1,11,66,3402,3015,12,186,4,143,0,6,36,NA,NA,NA,NA,NA,NA,NA,5,4,757.727896066402,514.9130277878022
08013013210,08,013,013210,5179,3696,23,1283,23,84,1,1,68,3632,2690,19,804,19,59,1,1,39,NA,NA,NA,NA,NA,NA,NA,5,4,808.9558255476696,549.7249020944438
08013013211,08,013,013211,4000,3235,13,611,19,69,2,2,49,2775,2286,10,396,9,46,1,0,27,NA,NA,NA,NA,NA,NA,NA,5,2,618.0761056979029,420.0128313083925
08013013302,08,013,013302,5391,4519,18,732,40,29,2,8,43,4142,3557,16,486,31,16,2,6,28,NA,NA,NA,NA,NA,NA,NA,5,4,922.548190919176,626.9164494700402
08013013305,08,013,013305,5095,4305,19,585,34,106,2,5,39,3503,3025,15,340,21,74,2,3,23,NA,NA,NA,NA,NA,NA,NA,5,4,780.2236390125239,530.1999812876753
08013013306,08,013,013306,4744,3729,17,831,26,57,0,9,75,3441,2832,17,496,21,44,0,3,28,NA,NA,NA,NA,NA,NA,NA,5,4,766.4143710653996,520.8159108224066
08013013307,08,013,013307,3898,3138,15,611,15,65,3,2,49,2970,2497,9,374,11,53,1,2,23,NA,NA,NA,NA,NA,NA,NA,5,4,661.5084806928907,449.52724648141464
08013013308,08,013,013308,3718,2921,15,710,25,16,1,1,29,2963,2436,8,472,16,14,1,1,15,NA,NA,NA,NA,NA,NA,NA,5,4,659.9493697956347,448.4677546546908
08013013401,08,013,013401,3815,1882,21,1803,28,24,1,3,53,2745,1553,11,1096,20,20,1,1,43,NA,NA,NA,NA,NA,NA,NA,5,4,611.3942018525202,415.47215205100446
08013013402,08,013,013402,5452,3567,30,1649,30,93,1,16,66,3757,2605,22,988,25,74,1,9,33,NA,NA,NA,NA,NA,NA,NA,5,4,836.7970915700977,568.6443990002272
08013013501,08,013,013501,5353,3953,44,1125,32,98,8,6,87,3968,3095,31,701,19,63,4,2,53,NA,NA,NA,NA,NA,NA,NA,5,4,883.7931486159562,600.5805097771896
08013013503,08,013,013503,5709,3463,26,2098,48,29,3,4,38,3992,2633,16,1260,31,22,2,2,26,NA,NA,NA,NA,NA,NA,NA,5,4,889.1386716922625,604.2130531831001
08013013504,08,013,013504,5903,4799,52,709,42,195,4,3,99,4059,3388,36,422,25,139,2,2,45,NA,NA,NA,NA,NA,NA,NA,5,4,904.0615902802838,614.3539035246
08013013601,08,013,013601,3583,3275,8,213,12,31,0,10,34,2748,2535,5,139,11,29,0,10,19,NA,NA,NA,NA,NA,NA,NA,5,2,612.0623922370585,415.92621997674325
08013013602,08,013,013602,977,935,5,16,3,6,0,2,10,838,807,3,10,3,5,0,2,8,NA,NA,NA,NA,NA,NA,NA,5,2,186.6478474143577,126.83630725637222
08013013701,08,013,013701,5593,5297,13,95,16,70,2,16,84,4410,4212,11,65,9,55,2,11,45,NA,NA,NA,NA,NA,NA,NA,5,2,982.2398652712619,667.47985083604
08013013702,08,013,013702,5845,5544,13,134,24,47,1,6,76,4686,4469,10,95,19,32,1,6,54,NA,NA,NA,NA,NA,NA,NA,5,2,1043.713380648783,709.2541000040097
08015000100,08,015,0001,2943,2492,3,353,35,12,0,3,45,2306,1958,3,277,28,8,0,2,30,NA,NA,NA,NA,NA,NA,NA,6,5,399.45203588681846,392.9094394601641
08015000200,08,015,0002,4007,3594,0,323,42,9,0,3,36,3153,2869,0,226,26,6,0,2,24,NA,NA,NA,NA,NA,NA,NA,6,5,546.1718426501035,537.2261329652634
08015000300,08,015,0003,2210,2061,4,84,12,13,1,7,28,1800,1698,4,61,10,8,0,3,16,NA,NA,NA,NA,NA,NA,NA,6,5,311.80124223602485,306.69427191166324
08015000400,08,015,0004,7082,6027,250,633,62,31,2,4,73,5782,4845,249,556,51,26,1,3,51,NA,NA,NA,NA,NA,NA,NA,6,5,1001.5748792270532,985.1701556629093
08017990600,08,017,9906,2231,2018,9,181,9,3,0,1,10,1589,1479,4,93,4,1,0,1,7,NA,NA,NA,NA,NA,NA,NA,2,4,134,204
08019014700,08,019,0147,4791,4568,12,142,11,19,1,5,33,3706,3561,10,94,10,15,1,1,14,NA,NA,NA,NA,NA,NA,NA,5,2,759.7839035877546,689.9659232580691
08019014800,08,019,0148,1882,1732,11,93,15,9,0,2,20,1447,1347,7,62,10,8,0,1,12,NA,NA,NA,NA,NA,NA,NA,5,2,296.65604654384265,269.3957611857598
08019014900,08,019,0149,2649,2459,3,126,20,5,2,4,30,2066,1931,3,92,13,4,2,2,19,NA,NA,NA,NA,NA,NA,NA,5,2,423.5600498684028,384.6383155561712
08021974600,08,021,9746,586,202,0,359,12,1,3,3,6,426,164,0,248,7,1,3,3,0,NA,NA,NA,NA,NA,NA,NA,6,3,126.80617435537624,93.03104718470443
