GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,DISTRICT,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
51013000035,VA,013,35,3740,80,3446,19,9,135,3,10,38,2787,55,2589,16,4,100,2,5,16,NA,NA,NA,NA,NA,NA,NA,NA,9,8,581.1842883689181,392.94631954188634
51013000036,VA,013,36,4430,252,3647,180,4,250,2,25,70,3657,205,3021,158,4,197,2,17,53,NA,NA,NA,NA,NA,NA,NA,NA,9,8,762.6088778489893,515.6098638552846
51013000037,VA,013,37,2913,152,2574,32,4,121,0,2,28,2242,103,2006,23,3,97,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,9,8,467.5332524302527,316.10536362142415
51013000038,VA,013,38,4877,978,1867,1299,7,513,3,5,205,4182,764,1752,1050,7,447,3,3,156,NA,NA,NA,NA,NA,NA,NA,NA,9,8,872.0892335697221,589.6309681823353
51013000039,VA,013,39,2634,421,1681,71,4,395,0,0,62,2144,312,1409,56,2,328,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,9,8,447.0969193623826,302.28809081370804
51013000040,VA,013,40,4502,497,3285,164,17,423,2,12,102,4067,384,3057,143,15,380,2,11,75,NA,NA,NA,NA,NA,NA,NA,NA,9,8,848.1078223166091,573.4168215202195
51013000041,VA,013,41,3877,660,2312,278,5,422,3,13,184,3507,511,2241,193,4,393,2,12,151,NA,NA,NA,NA,NA,NA,NA,NA,9,8,731.3287762144943,494.4609769046987
51013000042,VA,013,42,3367,470,2255,298,19,221,5,11,88,3024,344,2132,263,18,183,5,5,74,NA,NA,NA,NA,NA,NA,NA,NA,9,8,630.6068489514203,426.3615609238121
51015000101,VA,015,101,2631,45,2432,109,1,18,0,3,23,2046,30,1900,87,0,12,0,1,16,NA,NA,NA,NA,NA,NA,NA,NA,7,6,80.0229766361172,192.0023234800568
51015000102,VA,015,102,1463,19,1347,72,7,2,1,4,11,1022,15,953,42,3,2,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,7,6,39.9723764037692,95.90731896217892
51015000103,VA,015,103,4735,63,4454,159,6,17,0,0,36,3597,35,3415,102,4,15,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,7,6,140.68555569898024,337.552471924616
51015000201,VA,015,201,3893,40,3735,77,5,8,1,2,25,2898,25,2784,63,5,8,1,2,10,NA,NA,NA,NA,NA,NA,NA,NA,7,6,295.7231090556467,716.8258988512607
51015000202,VA,015,202,2480,25,2405,26,0,11,0,2,11,1876,15,1821,20,0,11,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,7,6,191.43428315679546,464.03222437714453
