GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
37001000001,NC,001,01,4001,76,3536,348,9,12,0,2,18,3007,38,2688,261,8,8,0,0,4,NA,NA,93292,00030,25,21,2,9,225,623
37001000002,NC,001,02,3390,34,3240,81,9,5,0,0,21,2627,21,2526,57,7,5,0,0,11,NA,00640,93328,00030,25,21,2,9,249,951
37001000004,NC,001,04,5084,55,4339,638,10,10,1,6,25,3796,42,3247,473,7,9,0,3,15,NA,01150,93444,00030,25,21,1,9,447,888
37001000005,NC,001,05,3241,45,2952,201,11,4,0,0,28,2539,33,2330,147,9,3,0,0,17,NA,30260,93476,00030,25,21,1,9,284,757
37001000007,NC,001,07,3400,58,3165,150,10,3,1,0,13,2621,35,2449,117,7,2,1,0,10,NA,59580,93556,00030,25,21,2,9,188,655
37001000011,NC,001,11,3732,121,1852,1696,30,1,1,1,30,2807,77,1352,1337,23,1,0,1,16,NA,75375,93704,00030,25,21,1,3,712,285
37001000013,NC,001,13,5299,586,2855,1785,15,21,0,2,35,3982,375,2245,1318,10,12,0,1,21,NA,30260,93732,00030,25,21,1,3,584.7923775482637,943.5952286943331
37001000035,NC,001,035,4476,96,3922,382,6,31,0,4,35,3787,70,3369,293,5,24,0,2,24,NA,26460,93368,00030,25,21,1,9,358.2096161404428,1055.7757107297261
3700100003C,NC,001,03C,2598,34,2408,101,5,26,1,0,23,1982,28,1838,75,5,21,1,0,14,NA,09060,93368,00030,25,21,1,9,187.47595964889297,552.5607231756845
3700100003N,NC,001,03N,4786,53,4249,410,2,48,1,5,18,3950,34,3557,314,2,31,1,2,9,NA,21100,93368,00030,25,21,1,9,373.6276693305385,1101.218393816324
3700100003S,NC,001,03S,4660,151,4043,299,8,110,0,3,46,3836,116,3378,230,6,78,0,1,27,NA,09060,93368,00030,25,21,1,9,362.84449102580896,1069.4363946023843
3700100003W,NC,001,03W,2406,24,2141,182,6,33,0,2,18,1711,16,1539,119,5,23,0,1,8,NA,25980,93368,00030,25,21,1,9,161.84226385431677,477.00877767588105
37001000063,NC,001,063,4865,935,2605,1208,10,42,3,7,55,3620,582,2163,801,10,33,3,4,24,NA,09060,93520,00030,25,21,1,3,531.6294341347852,857.8138442675755
37001000064,NC,001,064,4302,627,3203,398,10,44,0,4,16,3271,378,2579,265,8,30,0,3,8,NA,27280,93520,00030,25,21,2,9,480.3756571974813,775.11300679537
3700100006E,NC,001,06E,3443,234,2392,766,17,17,0,2,15,2700,161,1986,524,10,15,0,0,4,NA,27280,93520,00030,25,21,1,9,396.5191912055028,639.8059059454292
3700100006N,NC,001,06N,4483,702,2422,1255,15,41,0,6,42,3246,483,1892,816,13,23,0,3,16,NA,27280,93520,00030,25,21,1,3,476.70418320483776,769.188878036616
3700100006S,NC,001,06S,3751,264,2908,480,14,32,0,6,47,2951,167,2393,332,8,25,0,0,26,NA,27280,93520,00030,25,21,2,9,433.380790091644,699.2841586833191
3700100006W,NC,001,06W,2014,265,1295,346,6,70,2,3,27,1573,175,1102,228,6,49,1,1,11,NA,09060,93520,00030,25,21,1,9,231.00914361713183,372.7461815008001
3700100008N,NC,001,08N,3410,141,2919,297,9,5,0,2,37,2490,86,2150,227,8,2,0,1,16,NA,59580,93608,00030,25,21,2,9,247.0942201108472,482.3594615993666
3700100008S,NC,001,08S,1782,58,1609,84,9,5,0,1,16,1299,29,1193,58,6,2,0,0,11,NA,NA,93608,00030,25,21,2,9,128.90577988915283,251.64053840063343
3700100009N,NC,001,09N,2277,63,1764,423,0,3,0,1,23,1725,41,1336,331,0,3,0,0,14,NA,66460,93656,00030,25,21,2,9,175.27962085308056,255.7251184834123
3700100009S,NC,001,09S,4848,292,3823,642,31,16,0,5,39,3550,182,2840,472,23,14,0,0,19,NA,59580,93656,00030,25,21,2,9,360.7203791469194,526.2748815165877
37001000103,NC,001,103,3635,76,3202,304,10,15,0,5,23,2681,48,2384,212,8,11,0,1,17,NA,66460,93684,00030,25,21,2,9,330.8153704837722,503.20055113288424
3700100010N,NC,001,10N,3953,202,3034,634,11,8,0,7,57,2944,143,2284,467,7,8,0,0,35,NA,42240,93684,00030,25,21,1,9,363.2676056338028,552.5633802816901
3700100010S,NC,001,10S,5656,235,4072,1204,13,39,0,18,75,4173,160,3022,900,11,30,0,8,42,NA,42240,93684,00030,25,21,1,9,514.917023882425,783.2360685854256
37001000124,NC,001,124,2616,132,2049,388,6,12,0,5,24,2014,92,1599,292,6,7,0,3,15,NA,09060,93712,00030,25,21,1,9,295.77394484736396,477.2478128052202
37001000125,NC,001,125,2274,121,2029,62,5,45,0,2,10,1879,88,1702,47,4,32,0,1,5,NA,09060,93712,00030,25,21,1,9,275.94798528708884,445.25751750794876
37001000126,NC,001,126,1949,23,1858,43,1,13,0,2,9,1497,16,1433,34,1,10,0,1,2,NA,09060,93712,00030,25,21,1,9,219.84786267949545,354.736830074188
37001000127,NC,001,127,5651,426,2366,2724,27,30,0,12,66,4149,287,1827,1949,24,23,0,8,31,NA,09060,93712,00030,25,21,1,3,609.3178238191226,983.1684088028095
37001000128,NC,001,128,3706,596,1752,1176,11,127,0,3,41,2790,383,1477,809,8,89,0,1,23,NA,09060,93712,00030,25,21,1,3,409.73649757901956,661.1327694769436
37001000129,NC,001,129,1630,31,1497,37,8,46,0,0,11,1259,26,1163,26,8,30,0,0,6,NA,09060,93712,00030,25,21,2,9,184.8954302695289,298.3391242908501
3700100012E,NC,001,12E,3375,625,1858,736,24,71,0,1,60,2525,409,1530,496,12,46,0,0,32,NA,09060,93712,00030,25,21,1,3,370.818873256998,598.3370046341514
3700100012N,NC,001,12N,6221,862,1726,3456,13,77,2,3,82,4695,567,1469,2544,12,46,1,1,55,NA,09060,93712,00030,25,21,1,3,689.5028158184576,1112.5513808939963
3700100012S,NC,001,12S,2383,306,1155,859,6,28,0,4,25,1661,197,930,499,4,23,0,0,8,NA,09060,93712,00030,25,21,1,3,243.93273207123707,393.599114731614
3700100012W,NC,001,12W,2785,137,2377,216,6,19,0,5,25,2211,93,1914,163,3,13,0,3,22,NA,09060,93712,00030,25,21,1,9,324.7051599093951,523.9299474242015
37001001210,NC,001,1210,2718,149,2151,345,5,45,1,2,20,2098,94,1710,249,5,30,1,1,8,NA,09060,93712,00030,25,21,2,9,308.11009746264625,497.15288543463356
3700300000E,NC,003,E,3195,51,2991,123,3,1,0,1,25,2403,29,2259,97,3,1,0,1,13,NA,NA,91020,00090,91,27,6,8,389.9700815956482,706.2465213449485
3700300000M,NC,003,M,2247,64,1982,156,1,37,0,2,5,1632,43,1443,123,1,20,0,0,2,NA,NA,92068,00090,41,27,6,8,264.8485947416138,479.6480744215381
3700300000W,NC,003,W,1929,21,1851,14,0,37,0,0,6,1459,13,1412,10,0,19,0,0,5,NA,05530,94086,00090,41,27,6,8,236.77334542157752,428.803027316804
370030000B1,NC,003,B1,3342,30,3233,10,4,54,0,0,11,2592,24,2526,8,4,25,0,0,5,NA,05530,94086,00090,41,27,6,8,420.6418857660925,761.7940005518547
370030000B2,NC,003,B2,3973,59,3773,23,0,81,0,1,36,2972,34,2871,14,0,37,0,0,16,NA,05530,94086,00090,41,27,6,8,482.31006346328195,873.4767629784383
370030000G1,NC,003,G1,963,14,947,0,0,0,0,0,2,722,9,711,0,0,0,0,0,2,NA,NA,91364,00090,41,27,6,8,117.16953762466001,212.1972486105089
370030000G2,NC,003,G2,1181,67,1067,40,1,0,0,0,6,894,48,808,35,1,0,0,0,2,NA,NA,91364,00090,41,27,6,8,145.0825022665458,262.7483937088573
370030000LR,NC,003,LR,1418,1,1307,67,2,21,1,0,19,1087,1,1011,51,2,11,1,0,10,NA,NA,91848,00090,41,27,6,8,176.40344514959205,319.4714809413063
370030000S1,NC,003,S1,3200,129,2925,95,10,14,0,1,26,2388,87,2209,73,7,4,0,0,8,NA,65260,92908,00090,41,27,6,8,387.5358114233907,701.8379912491623
370030000S2,NC,003,S2,1441,41,1308,67,5,1,0,3,16,1072,25,987,45,2,1,0,2,10,NA,65260,92908,00090,41,27,6,8,173.96917497733455,315.0629508455201
370030000SL,NC,003,SL,1231,23,1188,8,0,0,0,0,12,943,15,919,3,0,0,0,0,6,NA,NA,93168,00090,41,27,6,8,153.03445149592022,277.14959202175885
370030000T1,NC,003,T1,2335,94,2088,58,5,48,0,12,30,1723,66,1571,43,4,16,0,6,17,NA,66960,93228,00090,41,27,6,8,279.6165004533092,506.39315700264103
370030000T2,NC,003,T2,2240,93,1725,385,4,6,0,2,25,1679,52,1324,285,3,5,0,0,10,NA,66960,93228,00090,41,27,6,8,272.4759746146872,493.46146872166815
370030000T3,NC,003,T3,1618,59,1503,43,2,1,0,1,9,1260,42,1179,30,2,1,0,1,5,NA,66960,93228,00090,41,27,6,8,204.47869446962827,370.31652804604045
370030000T4,NC,003,T4,1822,18,1436,330,1,28,0,0,9,1433,13,1158,248,0,12,0,0,2,NA,66960,93228,00090,41,27,6,8,232.55394378966454,421.1615751507746
370030000T5,NC,003,T5,1468,77,1238,117,1,18,0,3,14,1110,42,964,85,1,11,0,0,7,NA,66960,93228,00090,41,27,6,8,180.13599274705348,326.23122708817846
3700500GAPC,NC,005,GAPC,4177,228,3827,77,4,16,0,0,25,3376,162,3110,66,4,15,0,0,19,NA,63680,91204,00120,40,12,1,8,785.9284053928405,840.8609948860994
370050CRANB,NC,005,CRANB,429,58,362,0,4,0,0,0,5,373,54,310,0,4,0,0,0,5,NA,NA,90808,00120,40,12,1,8,86.83391445839145,92.90318456531845
370050GLACK,NC,005,GLACK,1935,117,1784,20,5,0,0,2,7,1499,71,1399,19,5,0,0,0,5,NA,NA,91232,00120,40,12,1,8,348.96524872152486,373.356229660623
