GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
32003001066,NV,003,1066,1563,120,1236,65,0,86,1,10,45,1120,78,894,47,0,66,1,8,26,NA,NA,NA,NA,NA,NA,NA,2,3,91.22466418293057,70.70581399323238
32003001069,NV,003,1069,6356,779,4296,297,38,669,28,9,240,4889,512,3447,214,29,524,23,3,137,NA,NA,NA,NA,NA,NA,NA,1,3,398.21194927709604,308.6435041186724
32003001070,NV,003,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,3,0,0
32003001071,NV,003,1071,52,0,49,3,0,0,0,0,0,50,0,47,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,3,4.072529651023687,3.156509553269303
32003001072,NV,003,1072,1085,36,1006,5,5,7,4,0,22,987,30,921,5,5,7,3,0,16,NA,NA,NA,NA,NA,NA,NA,1,3,80.39173531120757,62.30949858153604
32003001073,NV,003,1073,3155,333,2591,61,27,101,8,4,30,2657,234,2230,44,26,92,5,2,24,NA,NA,NA,NA,NA,NA,NA,1,3,216.4142256553987,167.73691766073077
32003001074,NV,003,1074,3940,416,3249,134,15,56,2,1,67,3141,234,2709,87,14,48,2,1,46,NA,NA,NA,NA,NA,NA,NA,1,3,255.83631267730797,198.2919301363776
32003001076,NV,003,1076,223,7,201,1,2,8,0,0,4,203,7,183,1,2,8,0,0,2,NA,NA,NA,NA,NA,NA,NA,2,3,16.53447038315617,12.81542878627337
32003001078,NV,003,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,3,0,0
32003001079,NV,003,1079,1110,92,962,22,7,10,12,0,5,800,60,706,11,6,8,6,0,3,NA,NA,NA,NA,NA,NA,NA,2,3,65.16047441637899,50.50415285230885
32003001080,NV,003,1080,3478,508,2521,272,48,24,11,8,86,2499,301,1946,152,29,21,6,6,38,NA,NA,NA,NA,NA,NA,NA,2,3,203.54503195816386,157.76234747239977
32003001081,NV,003,1081,1178,224,866,44,8,10,0,0,26,828,156,616,30,5,10,0,0,11,NA,NA,NA,NA,NA,NA,NA,2,3,67.44109102095226,52.27179820213966
32003001082,NV,003,1082,3042,611,2051,208,23,53,16,2,78,1978,300,1493,87,20,32,10,2,34,NA,NA,NA,NA,NA,NA,NA,2,3,161.10927299449705,124.87151792733363
32003001083,NV,003,1083,8767,786,7280,219,61,207,15,7,192,6482,513,5467,166,43,177,13,5,98,NA,NA,NA,NA,NA,NA,NA,2,3,527.9627439587108,409.20989848583247
32003001084,NV,003,1084,1682,183,1384,39,6,33,10,4,23,1260,124,1060,30,5,19,7,2,13,NA,NA,NA,NA,NA,NA,NA,2,3,102.62774720579691,79.54404074238644
32003001085,NV,003,1085,1381,396,815,81,19,11,12,5,42,964,227,634,48,14,11,5,5,20,NA,NA,NA,NA,NA,NA,NA,2,3,78.51837167173667,60.85750418703216
32003001086,NV,003,1086,1525,266,1175,14,10,26,10,2,22,1180,172,951,13,8,19,6,1,10,NA,NA,NA,NA,NA,NA,NA,2,3,96.111699764159,74.49362545715556
32003001087,NV,003,1087,2201,315,1752,18,29,25,6,3,53,1652,200,1355,15,23,22,5,1,31,NA,NA,NA,NA,NA,NA,NA,2,3,134.5563796698226,104.29107564001777
32003001088,NV,003,1088,2015,241,1635,68,15,9,13,1,33,1512,163,1248,58,13,7,5,1,17,NA,NA,NA,NA,NA,NA,NA,2,3,123.15329664695628,95.45284889086372
