GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,cd_1990,cd_2000,ndv,nrv
05047000017,AR,047,0017,506,3,497,0,2,0,0,0,4,367,2,361,0,1,0,0,0,3,NA,NA,NA,NA,NA,3,3,81.01910254099839,82.20958731302939
05047000018,AR,047,0018,492,11,473,0,2,0,0,0,6,355,8,342,0,2,0,0,0,3,NA,NA,NA,NA,NA,3,3,78.36997657235538,79.52153541178592
05047000019,AR,047,0019,605,8,595,0,0,0,0,0,2,433,6,425,0,0,0,0,0,2,NA,NA,NA,NA,NA,3,3,89.90254237288136,107.63841807909604
05047000020,AR,047,0020,377,4,365,0,4,0,0,0,4,275,4,267,0,2,0,0,0,2,NA,NA,NA,NA,NA,3,3,57.097457627118644,68.36158192090396
05047000021,AR,047,0021,361,3,350,0,4,0,0,0,4,264,1,257,0,2,0,0,0,4,NA,NA,NA,NA,NA,3,3,47.60655737704918,71.65027322404372
05047000022,AR,047,0022,363,3,353,0,1,1,0,0,5,285,1,279,0,1,1,0,0,3,NA,NA,NA,NA,NA,3,3,51.39344262295082,77.34972677595628
05047000023,AR,047,0023,347,13,319,0,6,2,0,0,7,263,7,245,0,4,2,0,0,5,NA,NA,NA,NA,NA,3,3,52,47
05047000024,AR,047,0024,742,15,714,3,4,2,0,0,4,544,12,522,2,3,2,0,0,3,NA,NA,NA,NA,NA,3,3,85,127
05047000026,AR,047,0026,357,2,343,0,6,3,0,0,3,270,1,259,0,4,3,0,0,3,NA,NA,NA,NA,NA,3,3,50.308426073131955,56.060413354531
05047000027,AR,047,0027,561,6,526,8,2,8,0,0,11,410,3,390,4,1,4,0,0,8,NA,NA,NA,NA,NA,3,3,76.39427662957074,85.12877583465819
05047000028,AR,047,0028,336,2,331,1,2,0,0,0,0,261,2,257,0,2,0,0,0,0,NA,NA,NA,NA,NA,3,3,48.63147853736089,54.19173290937997
05047000029,AR,047,0029,46,0,44,0,1,1,0,0,0,39,0,38,0,1,0,0,0,0,NA,NA,NA,NA,NA,3,3,8.609659398089745,8.736168679041269
05047000030,AR,047,0030,1560,39,1484,16,4,3,1,2,11,1155,22,1100,16,3,3,1,2,8,NA,NA,NA,NA,NA,3,3,254.97837448188864,258.72499549468375
05047000031,AR,047,0031,1026,16,976,0,9,7,0,0,18,746,14,706,0,6,4,0,0,16,NA,NA,NA,NA,NA,3,3,139.00031796502384,154.89284578696342
05047000032,AR,047,0032,1174,38,1095,0,9,2,0,4,26,858,29,798,0,5,2,0,4,20,NA,NA,NA,NA,NA,3,3,159.86899841017487,178.14753577106518
05047000033,AR,047,0033,765,7,745,0,1,1,0,1,10,600,1,588,0,1,1,0,0,9,NA,NA,NA,NA,NA,3,3,111.79650238473769,124.57869634340223
05049000001,AR,049,0001,376,1,369,0,5,0,0,0,1,289,0,284,0,5,0,0,0,0,NA,NA,NA,NA,NA,1,1,40,46
05049000002,AR,049,0002,376,5,369,0,2,0,0,0,0,278,3,273,0,2,0,0,0,0,NA,NA,NA,NA,NA,1,1,38,60
05049000003,AR,049,0003,987,4,967,2,1,4,0,0,9,748,3,733,0,1,3,0,0,8,NA,NA,NA,NA,NA,1,1,108,83
05049000004,AR,049,0004,159,0,158,0,0,0,0,0,1,125,0,125,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,23,26
05049000005,AR,049,0005,2483,15,2408,5,16,6,0,4,29,1904,7,1852,1,13,6,0,1,24,NA,NA,NA,NA,NA,1,1,357,229
05049000006,AR,049,0006,371,6,361,0,1,0,0,0,3,272,5,264,0,1,0,0,0,2,NA,NA,NA,NA,NA,1,1,108,83
05049000007,AR,049,0007,287,0,282,0,3,0,0,0,2,225,0,220,0,3,0,0,0,2,NA,NA,NA,NA,NA,1,1,56,59
05049000008,AR,049,0008,661,9,635,4,3,0,0,0,10,501,4,482,3,2,0,0,0,10,NA,NA,NA,NA,NA,1,1,53,53
05049000009,AR,049,0009,492,1,484,0,4,0,0,0,3,375,1,368,0,4,0,0,0,2,NA,NA,NA,NA,NA,1,1,90,71
05049000010,AR,049,0010,266,4,247,0,8,0,0,0,7,210,3,196,0,8,0,0,0,3,NA,NA,NA,NA,NA,1,1,31,39
05049000011,AR,049,0011,2184,4,2111,12,20,2,0,0,35,1655,3,1604,3,17,2,0,0,26,NA,NA,NA,NA,NA,1,1,384,257
05049000012,AR,049,0012,513,3,501,0,4,0,0,0,5,418,2,407,0,4,0,0,0,5,NA,NA,NA,NA,NA,1,1,65,103
05049000013,AR,049,0013,1876,8,1831,0,10,9,0,0,18,1510,4,1478,0,8,7,0,0,13,NA,NA,NA,NA,NA,1,1,226,272
05049000014,AR,049,0014,438,1,435,0,0,1,0,0,1,338,1,335,0,0,1,0,0,1,NA,NA,NA,NA,NA,1,1,60,46
05049000015,AR,049,0015,173,1,168,0,1,1,0,0,2,144,0,140,0,1,1,0,0,2,NA,NA,NA,NA,NA,1,1,52,37
05051000001,AR,051,0001,681,7,669,0,0,4,0,0,1,520,5,511,0,0,3,0,0,1,NA,NA,NA,NA,NA,4,4,67,80
05051000002,AR,051,0002,1296,3,1269,2,3,2,0,0,17,917,2,898,2,3,2,0,0,10,NA,NA,NA,NA,NA,4,4,63.53317709096236,96.71012157609492
05051000003,AR,051,0003,1371,19,1325,3,10,0,1,0,13,1007,12,978,3,6,0,1,0,7,NA,NA,NA,NA,NA,4,4,323,385
05051000004,AR,051,0004,1128,28,1081,5,3,5,0,0,6,840,19,809,4,3,3,0,0,2,NA,NA,NA,NA,NA,4,4,190.49676025917927,154.81641468682506
05051000005,AR,051,0005,5366,91,5129,20,30,22,0,3,71,4131,47,3974,16,22,12,0,2,58,NA,NA,NA,NA,NA,4,4,836.2566783759497,756.8381668164366
05051000006,AR,051,0006,7803,215,7075,298,79,14,4,5,113,5865,124,5415,184,55,12,3,3,69,NA,NA,NA,NA,NA,4,4,704,721
05051000007,AR,051,0007,2106,16,2015,7,24,6,0,2,36,1607,10,1542,7,20,5,0,1,22,NA,NA,NA,NA,NA,4,4,188,255
05051000008,AR,051,0008,1494,35,1430,8,6,2,0,0,13,1059,18,1019,4,6,2,0,0,10,NA,NA,NA,NA,NA,4,4,103,152
05051000009,AR,051,0009,4760,80,4584,10,27,5,1,0,53,3429,38,3329,7,19,2,1,0,33,NA,NA,NA,NA,NA,4,4,470,594
05051000010,AR,051,0010,4778,44,4599,52,21,13,0,4,45,3659,28,3532,43,16,9,0,1,30,NA,NA,NA,NA,NA,4,4,594,750
05051000011,AR,051,0011,1949,14,1904,8,14,2,0,0,7,1553,11,1513,8,12,2,0,0,7,NA,NA,NA,NA,NA,4,4,205.46501962595244,264.98891710921265
05051000012,AR,051,0012,2205,16,2092,43,12,7,0,2,33,1659,9,1592,29,9,5,0,1,14,NA,NA,NA,NA,NA,4,4,317,327
05051000013,AR,051,0013,1098,11,1055,4,14,2,0,0,12,814,8,784,2,13,2,0,0,5,NA,NA,NA,NA,NA,4,4,255,276
05051000014,AR,051,0014,594,12,574,0,1,0,0,0,7,420,10,403,0,0,0,0,0,7,NA,NA,NA,NA,NA,4,4,77,83
05051000015,AR,051,0015,772,3,548,181,15,5,0,2,18,549,2,402,123,10,3,0,0,9,NA,NA,NA,NA,NA,4,4,124.50323974082073,101.18358531317494
05051000016,AR,051,0016,3600,47,3496,25,8,8,0,0,16,3339,34,3257,19,8,7,0,0,14,NA,NA,NA,NA,NA,4,4,231.33836238464917,352.14296176944487
05051000017,AR,051,0017,2742,28,2640,46,1,4,0,4,19,2571,22,2492,37,1,4,0,2,13,NA,NA,NA,NA,NA,4,4,178.12846052438846,271.14691665446026
05051000018,AR,051,0018,2516,65,1945,407,20,28,0,0,51,2088,46,1696,276,16,22,0,0,32,NA,NA,NA,NA,NA,4,4,422.68311412466306,382.54129564578056
05051000019,AR,051,0019,1878,45,1249,524,7,13,1,1,38,1512,26,1065,377,7,10,1,1,25,NA,NA,NA,NA,NA,4,4,306.0808757454456,277.0126623641859
05051000020,AR,051,0020,1095,24,1016,31,8,5,0,0,11,829,18,774,20,5,4,0,0,8,NA,NA,NA,NA,NA,4,4,167.81815211175558,151.88061977507283
05051000021,AR,051,0021,3402,74,3206,29,14,37,2,2,38,2778,54,2641,20,13,22,1,0,27,NA,NA,NA,NA,NA,4,4,367.53498037404756,474.01108289078735
05051000023,AR,051,0023,2454,67,1388,902,19,4,5,1,68,2045,56,1237,692,16,4,2,1,37,NA,NA,NA,NA,NA,4,4,413.97843313454786,374.66329003621706
05051000024,AR,051,0024,1617,29,376,1153,8,12,0,0,39,1156,15,299,808,8,9,0,0,17,NA,NA,NA,NA,NA,4,4,234.0142145249571,211.79010429431148
05051000025,AR,051,0025,1280,20,669,560,4,6,0,2,19,914,14,507,379,2,5,0,2,5,NA,NA,NA,NA,NA,4,4,185.02507965035537,167.45342156141928
05051000027,AR,051,0027,1615,85,1230,235,14,13,0,3,35,1307,48,1072,144,10,11,0,2,20,NA,NA,NA,NA,NA,4,4,264.5818152111756,239.45472864417394
05051000028,AR,051,0028,2497,95,1659,673,13,10,0,4,43,1828,59,1337,395,13,7,0,0,17,NA,NA,NA,NA,NA,4,4,370.05015930071073,334.90684312283855
05051000029,AR,051,0029,1570,126,1189,216,7,17,1,2,12,1248,96,992,138,4,10,1,0,7,NA,NA,NA,NA,NA,4,4,252.638183154971,228.6453721101217
05051000032,AR,051,0032,2222,92,1912,166,11,14,0,0,27,1820,56,1635,97,6,10,0,0,16,NA,NA,NA,NA,NA,4,4,368.43068376766604,333.4411676605942
05051000033,AR,051,0033,1102,32,1019,26,4,9,0,1,11,953,20,897,17,4,6,0,0,9,NA,NA,NA,NA,NA,4,4,192.9200228739482,174.59858943986058
05051000034,AR,051,0034,2500,35,2296,119,7,13,0,0,30,2115,20,1978,79,4,11,0,0,23,NA,NA,NA,NA,NA,4,4,428.14884404868883,387.4879503308553
05051000035,AR,051,0035,2478,332,1631,445,25,5,1,0,39,1923,284,1316,278,18,5,1,0,21,NA,NA,NA,NA,NA,4,4,389.2814312556164,352.31173923699043
05051000036,AR,051,0036,2262,62,2007,128,4,28,0,1,32,1875,39,1706,87,4,17,0,1,21,NA,NA,NA,NA,NA,4,4,379.56457805734823,343.5176864635242
05051000037,AR,051,0037,5376,150,5006,100,36,19,0,8,57,4282,91,4038,68,31,17,0,1,36,NA,NA,NA,NA,NA,4,4,866.8242790621681,784.5027911662991
05051000038,AR,051,0038,1855,67,1652,84,12,23,0,0,17,1699,51,1535,75,10,19,0,0,9,NA,NA,NA,NA,NA,4,4,343.93611633036517,311.27282629414805
05051000039,AR,051,0039,3276,74,2871,221,9,45,2,0,54,2505,47,2221,163,8,32,2,0,32,NA,NA,NA,NA,NA,4,4,507.0982762846172,458.9396291152683
05051000040,AR,051,0040,3330,111,3038,98,17,29,2,0,35,2493,65,2311,68,9,22,2,0,16,NA,NA,NA,NA,NA,4,4,504.66906298505023,456.7411159219018
05053000001,AR,053,0001,358,11,344,0,2,0,0,0,1,290,6,281,0,2,0,0,0,1,NA,NA,NA,NA,NA,4,4,78.82352941176471,43.529411764705884
05053000002,AR,053,0002,266,0,265,0,0,0,0,0,1,203,0,202,0,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,55.17647058823529,30.470588235294116
05053000003,AR,053,0003,289,0,287,0,2,0,0,0,0,206,0,204,0,2,0,0,0,0,NA,NA,NA,NA,NA,4,4,35,46
05053000004,AR,053,0004,1012,5,996,2,5,0,0,0,4,750,4,739,0,4,0,0,0,3,NA,NA,NA,NA,NA,4,4,109.00621118012421,125.46583850931675
05053000005,AR,053,0005,771,15,747,1,1,2,0,0,5,548,8,533,1,1,2,0,0,3,NA,NA,NA,NA,NA,4,4,79.6472049689441,91.67370600414078
05053000007,AR,053,0007,827,9,804,6,5,0,0,0,3,618,7,599,4,5,0,0,0,3,NA,NA,NA,NA,NA,4,4,84,152
05053000008,AR,053,0008,1220,5,1019,179,10,2,1,0,4,911,4,771,125,6,2,1,0,2,NA,NA,NA,NA,NA,4,4,206.2172727272727,197.93545454545455
05053000009,AR,053,0009,248,0,243,0,0,2,0,1,2,189,0,186,0,0,1,0,1,1,NA,NA,NA,NA,NA,4,4,42.78272727272727,41.06454545454545
05053000010,AR,053,0010,1608,7,1583,1,8,1,0,0,8,1195,5,1180,1,4,1,0,0,4,NA,NA,NA,NA,NA,4,4,313.2666394446713,310.82686810943244
05053000011,AR,053,0011,1168,1,1155,2,2,0,0,0,8,915,1,904,2,2,0,0,0,6,NA,NA,NA,NA,NA,4,4,239.8652511229073,237.9971416904859
05053000012,AR,053,0012,1190,10,1163,0,4,3,2,0,8,882,7,859,0,4,3,1,0,8,NA,NA,NA,NA,NA,4,4,231.21437321355657,229.4136382196815
05053000013,AR,053,0013,1173,12,1150,1,3,1,0,2,4,856,6,843,1,2,1,0,0,3,NA,NA,NA,NA,NA,4,4,224.39853001224992,222.65087790935078
05053000014,AR,053,0014,1410,15,1347,36,3,2,0,0,7,1050,8,999,34,2,2,0,0,5,NA,NA,NA,NA,NA,4,4,275.25520620661496,273.11147407104943
05053000015,AR,053,0015,1514,6,1485,3,5,4,0,0,11,1117,4,1099,3,3,1,0,0,7,NA,NA,NA,NA,NA,4,4,162.34658385093167,186.86045548654243
05053000016,AR,053,0016,581,0,403,167,4,0,0,0,7,425,0,296,125,2,0,0,0,2,NA,NA,NA,NA,NA,4,4,96,66
05053000018,AR,053,0018,782,81,675,8,5,0,2,2,9,575,53,506,5,3,0,1,0,7,NA,NA,NA,NA,NA,4,4,98,185
05053000020,AR,053,0020,1311,9,1278,0,8,4,0,0,12,938,2,919,0,7,3,0,0,7,NA,NA,NA,NA,NA,4,4,162,194
05053000021,AR,053,0021,736,3,719,0,5,1,0,0,8,528,1,516,0,4,1,0,0,6,NA,NA,NA,NA,NA,4,4,86,87
05055000001,AR,055,0001,6283,90,6125,6,16,9,0,2,35,4892,60,4777,3,15,8,0,0,29,NA,NA,NA,NA,NA,1,1,518.8774017360772,433.4713742319321
05055000002,AR,055,0002,4736,58,4610,6,15,6,2,2,37,3675,40,3589,4,13,2,1,0,26,NA,NA,NA,NA,NA,1,1,389.7944504047596,325.63517994733246
05055000003,AR,055,0003,5243,101,5004,11,39,11,2,5,70,3733,55,3596,5,29,9,0,2,37,NA,NA,NA,NA,NA,1,1,395.9463083975422,330.7744562567054
05055000004,AR,055,0004,5707,43,5583,8,16,22,0,2,33,4219,27,4136,6,12,16,0,0,22,NA,NA,NA,NA,NA,1,1,447.4946357163757,373.8380474007608
05055000005,AR,055,0005,70,0,70,0,0,0,0,0,0,64,0,64,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,8.54646153846154,7.010461538461539
05055000006,AR,055,0006,859,5,812,0,9,0,0,0,33,659,5,619,0,9,0,0,0,26,NA,NA,NA,NA,NA,1,1,106.0863539445629,107.49147121535181
05055000007,AR,055,0007,126,0,121,0,2,0,0,0,3,94,0,91,0,1,0,0,0,2,NA,NA,NA,NA,NA,1,1,30.809364548494983,20.434782608695652
05055000008,AR,055,0008,1103,8,1077,4,6,1,0,0,7,837,8,816,0,6,1,0,0,6,NA,NA,NA,NA,NA,1,1,191,167
05055000009,AR,055,0009,568,1,556,0,1,0,0,0,10,419,1,409,0,1,0,0,0,8,NA,NA,NA,NA,NA,1,1,44.44187067199844,37.126840924607436
05055000010,AR,055,0010,859,8,845,0,2,0,0,0,4,633,3,624,0,2,0,0,0,4,NA,NA,NA,NA,NA,1,1,67.1401053350239,56.0889983419487
05055000011,AR,055,0011,70,0,66,0,0,0,0,0,4,59,0,57,0,0,0,0,0,2,NA,NA,NA,NA,NA,1,1,11.366024518388791,11.262697022767075
05055000012,AR,055,0012,772,7,756,0,2,0,0,0,7,596,5,582,0,2,0,0,0,7,NA,NA,NA,NA,NA,1,1,120,91
05055000013,AR,055,0013,308,0,293,0,4,0,0,0,11,240,0,225,0,4,0,0,0,11,NA,NA,NA,NA,NA,1,1,76,32
05055000014,AR,055,0014,284,3,281,0,0,0,0,0,0,216,2,214,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,22.91036769725934,19.1393738418024
05055000015,AR,055,0015,507,4,461,0,0,1,0,0,41,380,4,343,0,0,1,0,0,32,NA,NA,NA,NA,NA,1,1,127,97
05055000016,AR,055,0016,284,18,264,1,0,0,0,0,1,215,10,203,1,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,70,25
05055000017,AR,055,0017,1150,11,1127,1,2,1,0,1,7,853,7,838,1,2,1,0,0,4,NA,NA,NA,NA,NA,1,1,116,90
05055000018,AR,055,0018,200,0,198,0,0,0,0,0,2,149,0,148,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,23.909302325581397,12.474418604651163
05055000019,AR,055,0019,739,6,723,1,2,2,0,1,4,519,2,511,0,1,2,0,1,2,NA,NA,NA,NA,NA,1,1,55.04852238369258,45.9876621476641
05055000020,AR,055,0020,1753,21,1645,0,5,1,0,0,81,1252,14,1188,0,5,1,0,0,44,NA,NA,NA,NA,NA,1,1,132.7952794304106,110.93748171266945
05055000021,AR,055,0021,313,4,305,0,3,0,0,0,1,236,2,230,0,3,0,0,0,1,NA,NA,NA,NA,NA,1,1,31.515076923076922,25.85107692307692
05055000022,AR,055,0022,557,11,544,0,0,0,0,0,2,398,6,391,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,53.14830769230769,43.59630769230769
05055000023,AR,055,0023,84,0,84,0,0,0,0,0,0,66,0,66,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,8.813538461538462,7.2295384615384615
05055000024,AR,055,0024,257,1,254,0,0,0,0,0,2,205,1,203,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,67.19063545150502,44.565217391304344
05055000025,AR,055,0025,384,8,362,7,1,0,0,0,6,284,3,274,3,1,0,0,0,3,NA,NA,NA,NA,NA,1,1,30.122890861211353,25.164732273480933
05055000026,AR,055,0026,701,1,688,2,4,0,0,0,6,512,0,505,0,3,0,0,0,4,NA,NA,NA,NA,NA,1,1,98.6339754816112,97.73730297723293
05055000027,AR,055,0027,162,6,149,0,0,6,0,0,1,135,6,124,0,0,4,0,0,1,NA,NA,NA,NA,NA,1,1,14.318979810787086,11.9621086511265
05055000028,AR,055,0028,989,7,970,1,5,0,0,0,6,711,5,700,0,3,0,0,0,3,NA,NA,NA,NA,NA,1,1,114.0906976744186,59.52558139534884
05055000029,AR,055,0029,385,3,341,0,8,0,0,0,33,279,3,248,0,6,0,0,0,22,NA,NA,NA,NA,NA,1,1,44.9136460554371,45.508528784648185
05055000030,AR,055,0030,727,0,720,0,0,0,0,0,7,529,0,522,0,0,0,0,0,7,NA,NA,NA,NA,NA,1,1,56.10918755486199,46.87374426996976
05055000031,AR,055,0031,1151,9,1111,0,5,1,0,0,25,861,5,835,0,2,1,0,0,18,NA,NA,NA,NA,NA,1,1,114.97661538461539,94.31261538461538
05057000001,AR,057,0001,1580,81,1112,345,11,2,0,0,29,1114,44,822,230,8,2,0,0,8,NA,NA,NA,NA,NA,4,4,223.8268479085234,203.15990899014056
05057000002,AR,057,0002,702,47,571,70,2,0,1,0,11,528,22,447,50,2,0,0,0,7,NA,NA,NA,NA,NA,4,4,106.08669272504521,96.29123155008459
05057000003,AR,057,0003,980,100,736,125,3,0,0,1,15,732,59,572,87,2,0,0,0,12,NA,NA,NA,NA,NA,4,4,147.07473309608542,133.4946619217082
05057000004,AR,057,0004,726,11,458,249,5,1,0,0,2,549,5,353,183,5,1,0,0,2,NA,NA,NA,NA,NA,4,4,110.30604982206405,100.12099644128114
05057000005,AR,057,0005,533,10,265,247,0,0,0,2,9,368,4,199,161,0,0,0,0,4,NA,NA,NA,NA,NA,4,4,73.93921008109213,67.11207047430139
05057000006,AR,057,0006,388,5,338,36,1,1,0,0,7,278,3,245,27,1,0,0,0,2,NA,NA,NA,NA,NA,4,4,55.8562510938685,50.698792369173326
05057000007,AR,057,0007,508,10,403,89,5,0,0,0,1,393,7,314,67,4,0,0,0,1,NA,NA,NA,NA,NA,4,4,78.96225424420979,71.6713143923925
05057000008,AR,057,0008,1438,31,765,619,8,0,0,1,14,1060,19,573,456,6,0,0,0,6,NA,NA,NA,NA,NA,4,4,212.97707251618925,193.31194212706376
05057000009,AR,057,0009,800,20,340,424,2,1,0,0,13,588,12,254,313,2,1,0,0,6,NA,NA,NA,NA,NA,4,4,118.14199871652764,107.23341695350331
05057000010,AR,057,0010,3018,151,2554,258,9,3,0,3,40,2297,105,1958,198,7,2,0,0,27,NA,NA,NA,NA,NA,4,4,461.51729770725166,418.90333119421274
05057000011,AR,057,0011,1531,34,1457,21,5,0,0,0,14,1087,19,1035,17,5,0,0,0,11,NA,NA,NA,NA,NA,4,4,218.40196021235633,198.23592555860216
05057000012,AR,057,0012,503,4,454,39,0,0,0,0,6,383,4,349,27,0,0,0,0,3,NA,NA,NA,NA,NA,4,4,76.95303657896272,69.84761682515605
05057000013,AR,057,0013,1499,224,564,656,10,14,0,1,30,1114,156,467,461,5,12,0,0,13,NA,NA,NA,NA,NA,4,4,223.8268479085234,203.15990899014056
05057000014,AR,057,0014,980,94,602,264,4,0,0,1,15,709,55,476,164,4,0,0,1,9,NA,NA,NA,NA,NA,4,4,142.45353246601715,129.30015751706435
05057000015,AR,057,0015,345,43,269,30,0,0,0,0,3,275,33,225,16,0,0,0,0,1,NA,NA,NA,NA,NA,4,4,55.25348579429438,50.15168309900239
05057000016,AR,057,0016,1543,88,1018,428,4,0,0,0,5,1132,60,820,246,4,0,0,0,2,NA,NA,NA,NA,NA,4,4,227.44343970596816,206.44256461116623
05057000017,AR,057,0017,2288,277,1299,644,8,6,1,10,43,1679,179,1073,391,7,3,1,3,22,NA,NA,NA,NA,NA,4,4,337.3476459949828,306.19882153900005
05057000018,AR,057,0018,1841,240,252,1336,0,3,0,2,8,1201,137,196,861,0,3,0,0,4,NA,NA,NA,NA,NA,4,4,241.30704159617292,219.0260778250977
05057000019,AR,057,0019,2129,465,431,1204,2,9,1,3,14,1442,291,354,778,2,6,1,0,10,NA,NA,NA,NA,NA,4,4,289.7291873286273,262.9771891954962
05057000022,AR,057,0022,255,11,220,23,1,0,0,0,0,212,5,186,20,1,0,0,0,0,NA,NA,NA,NA,NA,4,4,42.59541450323785,38.66238842541275
05059000001,AR,059,0001,385,6,371,0,1,0,0,0,7,319,3,310,0,1,0,0,0,5,NA,NA,NA,NA,NA,4,4,52,59
05059000002,AR,059,0002,414,0,401,11,0,0,0,0,2,311,0,301,8,0,0,0,0,2,NA,NA,NA,NA,NA,4,4,41,68
05059000003,AR,059,0003,2045,30,1971,15,12,2,0,0,15,1496,14,1449,12,9,1,0,0,11,NA,NA,NA,NA,NA,4,4,200,236
05059000004,AR,059,0004,166,3,157,5,1,0,0,0,0,127,1,121,4,1,0,0,0,0,NA,NA,NA,NA,NA,4,4,22,28
05059000005,AR,059,0005,1429,13,1377,7,13,10,0,0,9,1023,9,989,5,6,6,0,0,8,NA,NA,NA,NA,NA,4,4,283.2508057427483,170.15030764723116
05059000006,AR,059,0006,378,8,365,0,4,0,0,0,1,291,4,285,0,1,0,0,0,1,NA,NA,NA,NA,NA,4,4,59,56
05059000007,AR,059,0007,1169,12,1140,2,3,3,0,0,9,889,10,868,0,3,1,0,0,7,NA,NA,NA,NA,NA,4,4,162,107
05059000008,AR,059,0008,561,9,538,4,2,4,0,0,4,421,7,406,2,2,1,0,0,3,NA,NA,NA,NA,NA,4,4,76,60
05059000009,AR,059,0009,1380,7,1216,140,3,0,0,1,13,1093,4,979,95,3,0,0,0,12,NA,NA,NA,NA,NA,4,4,302.63258130676826,181.79304619591758
05059000010,AR,059,0010,684,2,669,6,3,0,0,0,4,572,2,558,5,3,0,0,0,4,NA,NA,NA,NA,NA,4,4,158.3767946088485,95.13780642640883
05059000011,AR,059,0011,366,0,130,225,1,2,0,0,8,281,0,94,180,1,2,0,0,4,NA,NA,NA,NA,NA,4,4,77.80398476413711,46.73727903115538
05059000012,AR,059,0012,487,4,463,15,1,0,0,0,4,395,2,379,9,1,0,0,0,4,NA,NA,NA,NA,NA,4,4,109.36859068268386,65.69831038187323
05059000013,AR,059,0013,115,0,42,73,0,0,0,0,0,94,0,39,55,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,26.026955757398184,15.63453462252173
05059000014,AR,059,0014,206,3,202,0,0,0,0,1,0,152,0,152,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,36.42659974905897,28.416562107904642
05059000015,AR,059,0015,2399,27,1102,1213,5,13,2,8,29,1786,16,863,875,4,9,1,6,12,NA,NA,NA,NA,NA,4,4,494.51215939056544,297.0561578279129
05059000016,AR,059,0016,2301,22,1958,257,5,7,0,1,51,1759,11,1569,149,4,4,0,0,22,NA,NA,NA,NA,NA,4,4,487.0363316730149,292.5653872448481
05059000017,AR,059,0017,2150,25,1866,211,11,3,1,0,33,1632,15,1473,116,7,1,1,0,19,NA,NA,NA,NA,NA,4,4,451.87225314972164,271.44213302080277
05059000018,AR,059,0018,2195,40,1200,896,8,2,0,5,44,1604,26,949,598,6,2,0,0,23,NA,NA,NA,NA,NA,4,4,444.11954292411366,266.78503760132827
05059000021,AR,059,0021,1376,24,1315,18,9,0,3,0,7,963,7,932,13,5,0,1,0,5,NA,NA,NA,NA,NA,4,4,148,157
05059000022,AR,059,0022,253,0,251,0,0,1,0,0,1,188,0,186,0,0,1,0,0,1,NA,NA,NA,NA,NA,4,4,44,34
05059000023,AR,059,0023,841,22,793,2,4,8,0,0,12,630,11,598,2,4,6,0,0,9,NA,NA,NA,NA,NA,4,4,91,94
05059000024,AR,059,0024,629,5,603,1,12,0,0,3,5,497,3,479,1,9,0,0,1,4,NA,NA,NA,NA,NA,4,4,117,105
05059000025,AR,059,0025,825,9,805,1,3,1,0,0,6,574,5,561,1,2,1,0,0,4,NA,NA,NA,NA,NA,4,4,134.19015659955258,97.27181208053692
05059000026,AR,059,0026,1709,24,1665,0,5,0,1,2,12,1214,11,1190,0,4,0,1,0,8,NA,NA,NA,NA,NA,4,4,283.80984340044745,205.7281879194631
05059000027,AR,059,0027,1027,3,1009,1,1,0,0,0,13,811,1,798,1,1,0,0,0,10,NA,NA,NA,NA,NA,4,4,181,151
05059000028,AR,059,0028,1116,53,1042,2,5,0,0,0,14,840,24,799,2,4,0,0,0,11,NA,NA,NA,NA,NA,4,4,157,140
05059000029,AR,059,0029,697,2,686,0,4,0,0,0,5,530,1,522,0,3,0,0,0,4,NA,NA,NA,NA,NA,4,4,90,94
05059000030,AR,059,0030,529,1,524,0,1,2,0,0,1,417,1,412,0,1,2,0,0,1,NA,NA,NA,NA,NA,4,4,99.93350062735259,77.9585947302384
05059000031,AR,059,0031,304,9,291,0,2,0,0,0,2,228,2,223,0,2,0,0,0,1,NA,NA,NA,NA,NA,4,4,54.63989962358846,42.624843161856965
05059000032,AR,059,0032,1536,14,1499,1,4,3,0,0,15,1091,8,1068,1,4,2,0,0,8,NA,NA,NA,NA,NA,4,4,153,166
05059000033,AR,059,0033,681,7,644,1,9,3,0,0,17,517,3,497,0,6,3,0,0,8,NA,NA,NA,NA,NA,4,4,62,72
05061000001,AR,061,0001,48,0,47,0,0,0,0,0,1,36,0,36,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,6.432504780114723,7.034799235181644
05061000002,AR,061,0002,261,24,236,0,1,0,0,0,0,204,14,189,0,1,0,0,0,0,NA,NA,NA,NA,NA,4,4,36.4508604206501,39.86386233269599
