GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,cd_1990,cd_2000,ndv,nrv
06001400100,06,001,4001,2498,1937,114,97,4,280,5,6,55,2181,1734,89,79,4,231,5,2,37,NA,53000,92230,28860,01650,28050,11,7,1721.9301242383629,1112.9628425585308
06001400200,06,001,4002,1910,1509,58,117,5,147,0,9,65,1653,1309,54,98,2,135,0,7,48,NA,53000,92230,NA,NA,28050,11,7,1305.0667103924868,843.5247953916788
06001400300,06,001,4003,4878,3277,662,314,15,352,10,41,207,4226,2912,549,251,14,318,7,27,148,NA,53000,92230,NA,NA,28050,11,7,3336.486338849758,2156.524975998327
06001400400,06,001,4004,3659,2357,608,241,13,245,12,15,168,3191,2132,467,208,13,235,10,10,116,NA,53000,92230,NA,NA,28050,11,7,2519.3393060268754,1628.3651676314864
06001400500,06,001,4005,3410,1268,1415,363,10,168,2,24,160,2871,1164,1122,282,9,157,2,17,118,NA,53000,92230,NA,NA,28050,11,7,2266.6948127869505,1465.069381469758
06001400600,06,001,4006,1707,396,985,148,6,74,0,15,83,1361,361,764,108,4,56,0,11,57,NA,53000,92230,NA,NA,28050,11,7,1074.5286103110554,694.5173905191016
06001400700,06,001,4007,4451,752,2975,299,12,170,6,16,221,3464,672,2280,213,11,132,6,11,139,NA,53000,92230,NA,NA,28050,11,7,2734.8766393221863,1767.6768852007108
06001400800,06,001,4008,3368,705,1907,301,19,286,2,13,135,2625,652,1425,220,15,215,2,10,86,NA,53000,92230,NA,NA,28050,11,7,2072.4743586087584,1339.5357458579292
06001400900,06,001,4009,2456,499,1505,202,11,109,3,17,110,1901,444,1120,141,9,89,1,15,82,NA,53000,92230,NA,NA,28050,11,7,1500.8661926534285,970.0790296670183
06001401000,06,001,4010,5709,525,4026,547,16,349,11,19,216,4191,482,2902,377,12,257,11,14,136,NA,53000,92230,NA,NA,28050,11,7,3308.853347401641,2138.664499386888
06001401100,06,001,4011,4007,1480,1292,472,32,503,2,25,201,3342,1409,960,352,27,410,2,24,158,NA,53000,92230,NA,NA,28050,11,7,2638.555926274465,1705.4203667265522
06001401200,06,001,4012,2432,1303,530,185,5,278,1,12,118,2086,1167,438,143,4,239,1,11,83,NA,53000,92230,NA,NA,28050,11,7,1646.92629030776,1064.4844060417677
06001401300,06,001,4013,2810,678,1376,249,25,314,5,9,154,2347,646,1078,207,21,260,5,8,122,NA,53000,92230,NA,NA,28050,11,7,1852.9894551065738,1197.6725316299276
06001401400,06,001,4014,4765,253,3059,706,14,520,10,25,178,3244,213,2073,452,8,361,7,13,117,NA,53000,92230,NA,NA,28050,11,7,2561.183550219738,1655.4110322145227
06001401500,06,001,4015,2413,265,1657,255,9,126,3,7,91,1699,238,1138,164,8,88,3,7,53,NA,53000,92230,NA,NA,28050,11,7,1341.3843562957259,866.9985646524273
06001401600,06,001,4016,1933,197,1134,322,20,157,9,9,85,1305,167,740,217,15,107,4,7,48,NA,53000,92230,NA,NA,28050,11,7,1030.3158239940685,665.940627940799
06001401700,06,001,4017,1878,209,923,568,11,77,0,2,88,1304,190,605,390,6,58,0,2,53,NA,53000,92230,NA,NA,28050,11,7,1029.5263099526937,665.4303286090436
06001401800,06,001,4018,1953,62,1478,308,10,38,11,14,32,1244,56,947,179,5,30,3,5,19,NA,53000,92230,NA,NA,28050,11,7,982.1554674702079,634.8123687037196
06001401900,06,001,4019,759,106,173,386,1,57,0,0,36,529,101,115,252,1,42,0,0,18,NA,53000,92230,NA,NA,28050,11,7,417.65292788725077,269.9483464986074
06001402000,06,001,4020,28,5,7,10,4,1,0,0,1,25,5,6,8,4,1,0,0,1,NA,53000,92230,NA,NA,28050,11,7,19.73785103436913,12.75748329388504
06001402100,06,001,4021,1161,20,909,58,2,131,2,0,39,732,18,592,28,2,68,1,0,23,NA,53000,92230,NA,NA,28050,11,7,577.9242782863281,373.53911084495394
06001402200,06,001,4022,1844,151,1109,411,9,109,0,9,46,1199,140,718,238,8,63,0,4,28,NA,53000,92230,NA,NA,28050,11,7,946.6273356083434,611.8488987747264
06001402300,06,001,4023,453,49,354,15,2,18,0,3,12,349,43,269,8,2,17,0,3,7,NA,53000,92230,NA,NA,28050,11,7,275.5404004397931,178.09446678263515
06001402400,06,001,4024,2588,129,1891,171,8,273,4,4,108,1866,108,1360,104,5,221,2,3,63,NA,53000,92230,NA,NA,28050,11,7,1473.2332012053116,952.2185530555793
06001402500,06,001,4025,1779,63,1329,108,2,214,4,4,55,1174,57,887,62,2,125,4,2,35,NA,53000,92230,NA,NA,28050,11,7,926.8894845739743,599.0914154808414
06001402600,06,001,4026,977,59,404,46,0,410,1,5,52,809,46,335,35,0,343,1,5,44,NA,53000,92230,NA,NA,28050,11,7,638.716859472185,412.83215939011984
06001402700,06,001,4027,1946,72,1165,450,21,154,6,15,63,1300,63,750,301,14,124,4,13,31,NA,53000,92230,NA,NA,28050,11,7,1026.3682537871946,663.389131282022
06001402800,06,001,4028,1910,326,1072,154,14,255,6,12,71,1716,315,951,126,13,233,6,10,62,NA,53000,92230,NA,NA,28050,11,7,1354.806094999097,875.6736532922691
06001402900,06,001,4029,1291,297,401,117,5,419,3,2,47,1206,290,377,106,5,386,3,2,37,NA,53000,92230,NA,NA,28050,11,7,952.1539338979667,615.4209940970143
06001403000,06,001,4030,2734,102,114,46,4,2459,1,0,8,2454,102,110,40,3,2192,1,0,6,NA,53000,92230,NA,NA,28050,11,7,1937.4674575336737,1252.2745601277554
06001403100,06,001,4031,1647,218,469,322,7,611,6,0,14,1561,218,457,310,5,555,6,0,10,NA,53000,92230,NA,NA,28050,11,7,1232.4314185860082,796.5772568701818
06001403200,06,001,4032,63,29,10,8,1,12,0,0,3,62,28,10,8,1,12,0,0,3,NA,53000,92230,NA,NA,28050,11,7,48.94987056523544,31.6385585688349
06001403300,06,001,4033,2310,172,189,96,7,1781,1,1,63,1892,165,143,71,7,1459,1,0,46,NA,53000,92230,NA,NA,28050,11,7,1493.7605662810556,965.4863356812198
06001403400,06,001,4034,3697,1244,1047,282,14,921,5,16,168,3400,1210,945,245,14,820,5,15,146,NA,53000,92230,NA,NA,28050,11,7,2684.3477406742013,1735.0177279683653
06001403500,06,001,4035,6346,2082,2345,515,40,957,14,49,344,5527,1960,1920,417,36,875,14,47,258,NA,53000,92230,NA,NA,28050,11,7,4363.644106678327,2820.4244066121046
06001403600,06,001,4036,4400,1475,1889,316,9,441,5,37,228,3918,1406,1628,267,8,398,5,31,175,NA,53000,92230,NA,NA,28050,11,7,3093.31601410633,1999.3527818176633
06001403700,06,001,4037,4652,2301,1262,370,12,479,7,21,200,4317,2222,1124,338,12,438,7,17,159,NA,53000,92230,NA,NA,28050,11,7,3408.332116614861,2202.9622151880685
06001403800,06,001,4038,3453,2040,526,235,7,485,8,15,137,3042,1846,445,197,7,432,5,8,102,NA,53000,92230,NA,NA,28050,11,7,2401.7017138620354,1552.3305671999315
06001403900,06,001,4039,3794,1952,890,305,17,392,2,37,199,3352,1816,740,251,14,365,2,25,139,NA,53000,92230,NA,NA,28050,11,7,2646.451066688213,1710.523360044106
06001404000,06,001,4040,2885,1711,527,209,8,293,1,15,121,2623,1602,443,188,6,267,1,14,102,NA,53000,92230,NA,NA,28050,11,7,2070.8953305260093,1338.5151471944184
06001404100,06,001,4041,5337,3816,436,346,11,492,3,34,199,4939,3597,373,302,8,475,3,31,150,NA,53000,92230,NA,NA,28050,11,7,3899.409850349965,2520.3683995399283
06001404200,06,001,4042,3176,2587,98,125,5,247,4,8,102,2547,2104,69,98,4,213,4,4,51,NA,53000,92230,NA,NA,28050,11,7,2010.8922633815266,1299.7323979810078
06001404300,06,001,4043,3089,2481,164,97,7,234,1,9,96,2512,2053,127,79,5,199,1,3,45,NA,53000,92230,NA,NA,28050,11,7,1983.25927193341,1281.8719213695686
06001404400,06,001,4044,4699,3551,185,201,9,556,1,24,172,3891,2991,147,153,7,483,1,6,103,NA,53000,92230,28860,01650,28050,11,7,3071.999134989211,1985.5746998602674
06001404501,06,001,404501,1575,1243,70,61,2,143,1,3,52,1283,1045,52,49,0,115,1,2,19,NA,53000,92230,NA,NA,28050,11,7,1012.9465150838236,654.7140426421802
06001404502,06,001,404502,5493,4070,364,272,4,547,3,26,207,4552,3476,277,199,2,467,3,19,109,NA,53000,92230,28860,01650,28050,11,7,3593.867916337931,2322.882558150588
06001404600,06,001,4046,4296,3296,222,167,3,430,2,22,154,3474,2733,176,123,3,355,2,12,70,NA,53000,92230,07350,01650,28050,11,7,2742.771779735934,1772.7798785182651
06001404700,06,001,4047,1927,1408,209,97,4,147,8,8,46,1539,1159,154,73,2,127,2,5,17,NA,53000,92230,NA,NA,28050,11,7,1215.0621096757634,785.350671571563
06001404800,06,001,4048,2683,1260,616,232,11,415,18,6,125,2154,1092,465,162,10,351,7,5,62,NA,53000,92230,NA,NA,28050,11,7,1700.613245121244,1099.184760601135
06001404900,06,001,4049,4356,2457,495,322,15,870,12,15,170,3616,2134,402,237,9,720,9,12,93,NA,53000,92230,NA,NA,28050,11,7,2854.8827736111507,1845.242383627532
06001405000,06,001,4050,3204,2059,407,190,14,370,10,16,138,2683,1746,349,146,11,333,7,12,79,NA,53000,92230,NA,NA,28050,11,7,2118.2661730084947,1369.1331070997423
06001405100,06,001,4051,4161,2785,685,179,3,354,0,17,138,3198,2130,566,126,1,302,0,3,70,NA,53000,92230,NA,NA,28050,11,7,2524.865904316499,1631.9372629537743
06001405200,06,001,4052,4991,1613,1002,366,15,1777,13,15,190,4271,1522,815,305,13,1462,9,12,133,NA,53000,92230,NA,NA,28050,11,7,3372.014470711622,2179.4884459273203
06001405300,06,001,4053,5838,1764,1539,668,42,1569,20,19,217,5080,1644,1364,535,34,1305,16,14,168,NA,53000,92230,NA,NA,28050,11,7,4010.7313301838067,2592.32060531744
06001405400,06,001,4054,8381,673,2092,1908,47,3312,14,21,314,6135,607,1539,1265,33,2458,11,16,206,NA,53000,92230,NA,NA,28050,11,7,4843.668643834184,3130.6864003193887
06001405500,06,001,4055,4147,471,988,485,13,2060,11,8,111,3149,442,737,344,9,1525,8,5,79,NA,53000,92230,NA,NA,28050,11,7,2486.1797162891353,1606.9325956977593
06001405600,06,001,4056,3734,612,1039,509,19,1419,7,10,119,2830,569,765,347,16,1046,5,7,75,NA,53000,92230,NA,NA,28050,11,7,2234.3247370905856,1444.1471088677865
06001405700,06,001,4057,3757,340,1427,660,9,1196,12,7,106,2789,323,1057,427,6,886,11,7,72,NA,53000,92230,NA,NA,28050,11,7,2201.95466139422,1423.224836265815
06001405800,06,001,4058,4777,168,1384,985,17,2017,11,17,178,3195,152,919,641,15,1344,6,6,112,NA,53000,92230,NA,NA,28050,11,7,2522.4973621923746,1630.4063649585078
06001405900,06,001,4059,7883,299,1440,2619,22,3211,39,14,239,5250,248,987,1696,16,2149,20,9,125,NA,53000,92230,NA,NA,28050,11,7,4144.948717217517,2679.0714917158584
06001406000,06,001,4060,3655,404,424,1107,13,1603,10,2,92,2860,379,343,768,11,1283,7,2,67,NA,53000,92230,NA,NA,28050,11,7,2258.0101583318283,1459.4560888204485
06001406100,06,001,4061,4301,513,529,2720,36,418,10,14,61,3040,473,383,1799,24,305,9,10,37,NA,53000,92230,NA,NA,28050,11,7,2400.122685779286,1551.3099685364207
06001406201,06,001,406201,5802,193,910,3000,28,1468,25,4,174,3734,129,607,1932,14,916,13,3,120,NA,53000,92230,NA,NA,28050,11,7,2948.0454304933733,1905.4577047746695
06001406202,06,001,406202,5084,275,676,3285,45,686,1,11,105,3429,237,463,2104,32,516,1,7,69,NA,53000,92230,NA,NA,28050,11,7,2707.2436478740697,1749.816408589272
06001406300,06,001,4063,4410,289,1314,1459,12,1173,30,14,119,2958,261,879,944,10,774,17,10,63,NA,53000,92230,NA,NA,28050,11,7,2335.382534386555,1509.4654233324777
06001406400,06,001,4064,2276,507,853,331,6,516,0,0,63,1745,463,627,230,6,387,0,0,32,NA,53000,92230,NA,NA,28050,11,7,1377.7020021989651,890.4723339131757
06001406500,06,001,4065,6253,519,1608,2421,20,1416,47,8,214,4323,447,1079,1569,10,1061,36,6,115,NA,53000,92230,NA,NA,28050,11,7,3413.0692008631095,2206.024011178601
06001406600,06,001,4066,7805,901,2485,1630,49,2358,64,16,302,5446,772,1663,1063,39,1692,38,9,170,NA,53000,92230,NA,NA,28050,11,7,4299.693469326971,2779.090160739917
06001406700,06,001,4067,5224,2632,704,497,14,1108,45,23,201,4142,2259,482,351,12,882,30,11,115,NA,53000,92230,NA,NA,28050,11,7,3270.167159374277,2113.6598321308734
06001406800,06,001,4068,3611,1303,614,386,18,1111,20,12,147,2810,1137,428,264,16,861,20,6,78,NA,53000,92230,NA,NA,28050,11,7,2218.5344562630903,1433.9411222326785
06001406900,06,001,4069,3695,1399,954,333,22,794,23,10,160,2853,1224,661,230,18,617,21,5,77,NA,53000,92230,NA,NA,28050,11,7,2252.4835600422048,1455.8839934981606
06001407000,06,001,4070,6652,768,1742,1934,37,1903,42,18,208,4735,687,1205,1246,30,1388,27,12,140,NA,53000,92230,NA,NA,28050,11,7,3738.348985909513,2416.2673358618263
06001407100,06,001,4071,8376,660,1984,3896,54,1442,57,13,270,5691,580,1381,2529,32,969,38,9,153,NA,53000,92230,NA,NA,28050,11,7,4493.124409463789,2904.1134970199905
06001407200,06,001,4072,7039,475,569,5060,40,777,24,16,78,4898,430,387,3427,23,560,13,9,49,NA,53000,92230,NA,NA,28050,11,7,3867.0397746535996,2499.4461269379567
06001407300,06,001,4073,2516,372,546,1323,9,175,25,4,62,1797,345,394,862,6,123,12,4,51,NA,53000,92230,NA,NA,28050,11,7,1418.756732350453,917.0078991644566
06001407400,06,001,4074,4157,142,1267,2209,12,416,27,2,82,2773,121,869,1432,7,283,15,2,44,NA,53000,92230,NA,NA,28050,11,7,2189.3224367322237,1415.0600469577284
06001407500,06,001,4075,4388,148,1639,2147,13,309,32,2,98,2895,131,1127,1358,8,197,20,1,53,NA,53000,92230,NA,NA,28050,11,7,2285.643149779945,1477.3165654318875
06001407600,06,001,4076,6681,594,3005,2033,43,685,91,21,209,4618,541,2073,1303,31,485,46,13,126,NA,53000,92230,NA,NA,28050,11,7,3645.975843068665,2356.5623140464445
06001407700,06,001,4077,4599,731,2926,530,12,190,28,13,169,3492,655,2186,367,10,145,19,13,97,NA,53000,92230,NA,NA,28050,11,7,2756.98303248068,1781.9652664898624
06001407800,06,001,4078,2453,733,1122,282,25,194,7,3,87,1951,669,832,202,18,165,4,3,58,NA,53000,92230,NA,NA,28050,11,7,1540.3418947221667,995.5939962547884
06001407900,06,001,4079,2788,1199,747,252,4,457,10,6,113,2182,1010,543,172,4,379,6,3,65,NA,53000,92230,NA,NA,28050,11,7,1722.7196382797376,1113.4731418902861
06001408000,06,001,4080,2404,1450,280,172,3,412,2,12,73,2043,1275,243,134,3,342,2,4,40,NA,53000,92230,NA,NA,28050,11,7,1612.9771865286452,1042.5415347762855
06001408100,06,001,4081,5756,2279,1895,273,6,1057,9,10,227,4654,1979,1457,195,5,884,9,6,119,NA,53000,92230,NA,NA,28050,11,7,3674.3983485581566,2374.933089989639
06001408200,06,001,4082,4388,674,2786,560,28,168,27,2,143,3151,602,1916,364,17,134,20,2,96,NA,53000,92230,NA,NA,28050,11,7,2487.7587443718853,1607.9531943612706
06001408300,06,001,4083,4799,985,2708,712,8,202,5,25,154,3450,883,1820,463,7,156,5,14,102,NA,53000,92230,NA,NA,28050,11,7,2723.8234427429397,1760.5326945561353
06001408400,06,001,4084,3782,93,2437,1026,7,80,52,3,84,2494,85,1658,604,7,59,32,1,48,NA,53000,92230,NA,NA,28050,11,7,1969.048019188664,1272.6865333979715
06001408500,06,001,4085,5307,81,2948,1924,21,112,84,5,132,3512,71,2064,1172,11,83,45,3,63,NA,53000,92230,NA,NA,28050,11,7,2772.773313308175,1792.1712531249702
06001408600,06,001,4086,5232,144,3151,1623,15,130,64,11,94,3487,121,2207,969,9,95,27,5,54,NA,53000,92230,NA,NA,28050,11,7,2753.035462273806,1779.4137698310853
06001408700,06,001,4087,7504,287,4174,2541,14,242,39,6,201,5146,249,3012,1561,11,176,28,4,105,NA,53000,92230,NA,NA,28050,11,7,4062.8392569145412,2626.0003612132964
06001408800,06,001,4088,5174,97,2344,1981,7,581,47,5,112,3256,76,1557,1193,6,339,30,4,51,NA,53000,92230,NA,NA,28050,11,7,2570.657718716235,1661.5346241955874
06001408900,06,001,4089,3339,112,1544,1520,21,65,27,7,43,2178,98,1067,898,15,52,15,4,29,NA,53000,92230,NA,NA,28050,11,7,1719.5615821142385,1111.4319445632646
06001409000,06,001,4090,3327,96,2055,968,4,65,30,1,108,2285,82,1500,574,3,48,18,1,59,NA,53000,92230,34230,34980,28050,11,7,9438.371212121212,6100.454545454546
06001409100,06,001,4091,2163,21,1473,607,6,37,2,0,17,1467,20,1038,371,3,22,2,0,11,NA,53000,92230,NA,NA,28050,19,7,1158.2170986967803,748.609119685174
06001409200,06,001,4092,3111,57,1755,1057,4,125,40,4,69,2023,46,1215,630,2,65,22,1,42,NA,53000,92230,NA,NA,28050,19,7,1597.1869057011497,1032.3355481411772
06001409300,06,001,4093,5492,175,2300,2679,13,147,53,17,108,3656,159,1629,1634,10,114,26,10,74,NA,53000,92230,NA,NA,28050,11,7,2886.4633352661413,1865.6543568977481
06001409400,06,001,4094,4455,115,1898,2255,8,50,71,9,49,2892,86,1328,1367,5,29,39,6,32,NA,53000,92230,NA,NA,28050,11,7,2283.274607655821,1475.7856674366215
06001409500,06,001,4095,3555,83,1398,1795,8,154,29,8,80,2185,66,905,1051,6,96,11,3,47,NA,53000,92230,NA,NA,28050,11,7,1725.088180403862,1115.0040398855524
06001409600,06,001,4096,5235,88,2725,2060,14,141,76,19,112,3331,74,1824,1204,10,100,41,14,64,NA,53000,92230,NA,NA,28050,11,7,2629.871271819343,1699.8070740772428
06001409700,06,001,4097,5208,167,3197,1471,13,154,90,7,109,3266,147,2026,892,9,93,41,6,52,NA,53000,92230,NA,NA,28050,11,7,2578.5528591299826,1666.6376175131413
06001409800,06,001,4098,3250,347,2485,249,3,75,23,5,63,2344,309,1758,159,2,59,10,4,43,NA,53000,92230,NA,NA,28050,11,7,1850.6209129824495,1196.1416336346613
06001409900,06,001,4099,3499,921,2112,149,10,172,0,8,127,2835,837,1654,109,6,152,0,6,71,NA,53000,92230,NA,NA,28050,11,7,2238.272307297459,1446.6986055265634
06001410000,06,001,4100,2846,1022,1383,173,6,156,9,0,97,2298,893,1111,122,5,115,5,0,47,NA,53000,92230,NA,NA,28050,19,7,1814.3032670792104,1172.6678643739128
06001410100,06,001,4101,2784,226,1882,448,14,96,3,10,105,1994,206,1329,299,10,79,2,7,62,NA,53000,92230,NA,NA,28050,11,7,1574.2909985012816,1017.5368675202707
06001410200,06,001,4102,3550,156,2243,891,9,134,42,4,71,2357,135,1520,526,5,97,27,4,43,NA,53000,92230,NA,NA,28050,11,7,1860.8845955203215,1202.7755249474815
06001410300,06,001,4103,3728,91,1901,1490,11,112,53,6,64,2319,76,1202,892,6,76,30,3,34,NA,53000,92230,NA,NA,28050,11,7,1830.8830619480802,1183.3841503407762
06001410400,06,001,4104,3366,194,1799,1195,3,96,13,11,55,2348,164,1306,747,3,77,8,7,36,NA,53000,92230,NA,NA,28050,11,7,1853.7789691479486,1198.1828309616828
06001420100,06,001,4201,2339,1575,63,164,1,406,2,6,122,1750,1212,48,117,1,315,2,2,53,NA,00674,90200,NA,NA,01860,11,7,4519.430682807512,2921.116454541686
06001420200,06,001,4202,2672,1554,96,231,9,641,5,8,128,2154,1331,76,164,8,491,3,4,77,NA,00674,90200,NA,NA,01860,11,7,5562.773537581361,3595.4770531901663
06001420300,06,001,4203,4386,2267,181,294,14,1392,6,25,207,3612,1921,146,219,13,1155,4,18,136,NA,00674,90200,NA,NA,01860,11,7,9328.104929314704,6029.184362174039
06001420400,06,001,4204,1721,425,110,239,11,816,6,5,109,1162,287,66,151,7,602,4,1,44,NA,00674,90200,NA,NA,01860,11,7,3000.901973384188,1939.6213258156793
06001420500,06,001,4205,2152,1283,103,203,10,441,1,11,100,1645,1045,85,132,6,316,1,5,55,NA,00674,90200,NA,NA,01860,11,7,4248.264841839061,2745.8494672691845
06001420600,06,001,4206,3174,2357,91,181,8,398,0,25,114,2363,1787,82,125,6,302,0,13,48,NA,00674,90200,NA,NA,01860,11,7,6102.522687699515,3944.3418183325734
06001421100,06,001,4211,2013,1602,43,81,3,189,1,9,85,1650,1346,37,53,2,158,1,6,47,NA,06000,90200,NA,NA,04740,11,7,4261.177500932797,2754.1955142821607
06001421200,06,001,4212,3649,3006,71,156,0,265,0,18,133,2921,2444,62,102,0,225,0,9,79,NA,06000,90200,NA,NA,04740,11,7,7543.575442560425,4875.760664980722
06001421300,06,001,4213,3828,3047,76,161,11,383,7,9,134,3101,2490,66,115,8,349,5,5,63,NA,06000,90200,NA,NA,04740,11,7,8008.431169934911,5176.218357447867
06001421400,06,001,4214,1627,1298,31,71,1,157,0,9,60,1331,1073,29,52,1,139,0,4,33,NA,06000,90200,NA,NA,04740,11,7,3437.3498507524564,2221.7177148542764
06001421500,06,001,4215,3721,3126,64,139,12,267,2,19,92,3114,2645,54,103,10,231,2,12,57,NA,06000,90200,28860,01650,04740,11,7,8042.004083578625,5197.918079681605
06001421600,06,001,4216,3555,2909,61,106,7,341,1,17,113,3078,2543,53,80,6,309,1,10,76,NA,06000,90200,28860,01650,04740,11,7,7949.032938103726,5137.826541188176
06001421700,06,001,4217,3076,2220,82,167,10,463,2,16,116,2744,1986,73,133,7,434,1,12,98,NA,06000,90200,NA,NA,04740,11,7,7086.467310642179,4580.310600721363
06001421800,06,001,4218,2047,1553,76,92,4,233,1,14,74,1646,1266,53,63,3,214,1,8,38,NA,06000,90200,NA,NA,04740,11,7,4250.847373657808,2747.5186766717798
06001421900,06,001,4219,3682,2125,470,322,16,548,3,18,180,3049,1796,406,241,14,477,3,10,102,NA,06000,90200,NA,NA,04740,11,7,7874.139515360059,5089.419468512913
06001422000,06,001,4220,1333,561,354,180,11,163,2,5,57,1059,501,239,135,11,131,2,3,37,NA,06000,90200,NA,NA,04740,11,7,2734.9011960532316,1767.6927573483688
06001422100,06,001,4221,2630,889,668,664,12,253,2,21,121,2105,785,516,472,9,225,2,17,79,NA,06000,90200,NA,NA,04740,11,7,5436.22947846275,3513.685792462999
06001422200,06,001,4222,3259,1685,525,343,4,492,2,36,172,2761,1494,422,264,4,427,2,21,127,NA,06000,90200,NA,NA,04740,11,7,7130.37035156088,4608.687160565482
06001422300,06,001,4223,3238,2079,165,188,2,660,0,9,135,2776,1806,126,147,2,596,0,7,92,NA,06000,90200,NA,NA,04740,11,7,7169.108328842088,4633.7253016044115
06001422400,06,001,4224,3556,1937,164,235,9,1006,1,24,180,3364,1846,143,213,9,976,1,21,155,NA,06000,90200,NA,NA,04740,11,7,8687.637038265411,5615.220430330417
06001422500,06,001,4225,3733,2362,93,216,8,864,16,14,160,3565,2247,84,204,7,849,14,14,146,NA,06000,90200,NA,NA,04740,11,7,9206.725933833588,5950.731520252062
06001422600,06,001,4226,688,306,13,54,2,271,1,1,40,682,304,13,54,2,267,1,1,40,NA,06000,90200,NA,NA,04740,11,7,1761.286700385556,1138.4008125699597
06001422700,06,001,4227,3788,2131,113,425,3,897,0,21,198,3609,2027,102,385,3,884,0,20,188,NA,06000,90200,NA,NA,04740,11,7,9320.357333858465,6024.176733966254
06001422800,06,001,4228,5475,1916,227,746,15,2250,11,16,294,5386,1898,214,737,13,2218,11,16,279,NA,06000,90200,NA,NA,04740,11,7,13909.516375772148,8990.36184237801
06001422900,06,001,4229,2416,1077,116,252,2,839,4,13,113,2330,1058,115,232,2,802,4,12,105,NA,06000,90200,NA,NA,04740,11,7,6017.2991376808595,3889.2579080469304
06001423000,06,001,4230,4423,2583,474,330,12,780,7,41,196,3810,2293,376,261,10,699,7,26,138,NA,06000,90200,NA,NA,04740,11,7,9839.446229426641,6359.687823887899
06001423100,06,001,4231,3832,1641,846,754,15,397,4,24,151,3144,1476,671,524,8,355,3,20,87,NA,06000,90200,NA,NA,04740,11,7,8119.48003814104,5247.994361759463
06001423200,06,001,4232,2939,707,947,849,26,223,4,33,150,2223,618,723,547,21,176,4,25,109,NA,06000,90200,NA,NA,04740,11,7,5740.968233074914,3710.652501969238
06001423300,06,001,4233,3468,853,1824,405,12,196,10,9,159,2752,737,1447,270,9,168,8,6,107,NA,06000,90200,NA,NA,04740,11,7,7107.127565192156,4593.664275942125
06001423400,06,001,4234,4653,1582,1733,596,23,448,5,51,215,3738,1418,1316,418,20,396,4,36,130,NA,06000,90200,NA,NA,04740,11,7,9653.503938476844,6239.50474690104
06001423500,06,001,4235,2967,1509,579,246,13,430,3,10,177,2565,1341,456,206,11,406,3,7,135,NA,06000,90200,NA,NA,04740,11,7,6624.1941150864395,4281.522117656814
06001423601,06,001,423601,2700,1814,126,190,4,376,12,14,164,2350,1608,102,152,4,354,9,9,112,NA,06000,90200,NA,NA,04740,11,7,6068.949774055803,3922.6420960988353
06001423602,06,001,423602,5047,2275,126,404,10,1937,6,38,251,4832,2173,110,367,10,1909,6,32,225,NA,06000,90200,NA,NA,04740,11,7,12478.793748186228,8065.6198333402435
06001423700,06,001,4237,2912,1957,88,164,7,563,3,14,116,2611,1739,79,152,7,542,3,9,80,NA,06000,90200,NA,NA,04740,11,7,6742.990578748808,4358.305750176195
06001423800,06,001,4238,3120,2691,57,95,8,166,1,19,83,2536,2209,53,73,5,149,1,7,39,NA,06000,90200,NA,NA,04740,11,7,6549.300692342772,4233.115044981551
06001423901,06,001,423901,1942,937,491,202,20,158,2,18,114,1627,829,385,164,16,141,2,13,77,NA,06000,90200,NA,NA,04740,11,7,4201.779269101613,2715.80369802247
06001423902,06,001,423902,1553,1137,91,90,1,143,0,15,76,1339,993,72,77,1,131,0,13,52,NA,06000,90200,NA,NA,04740,11,7,3458.010105302433,2235.0713900750384
06001424001,06,001,424001,3875,834,1744,810,7,265,3,18,194,2923,751,1232,576,6,215,3,8,132,NA,06000,90200,NA,NA,04740,11,7,2307.7495429384385,1491.6049467210387
06001424002,06,001,424002,1998,342,1169,268,3,117,5,5,89,1509,306,873,169,2,93,4,3,59,NA,06000,90200,NA,NA,04740,11,7,1191.3766884345207,770.041691618901
06001425100,06,001,4251,6882,2861,1304,616,22,1749,17,29,284,6099,2746,1001,462,16,1617,13,21,223,NA,22594,92230,NA,NA,12630,11,7,4815.246138344693,3112.315624376194
06001426100,06,001,4261,6126,4768,87,162,7,929,3,13,157,4338,3466,58,105,4,663,3,4,35,NA,56938,92230,NA,NA,30330,11,7,3424.9119114837313,2213.678501154932
06001426200,06,001,4262,4826,3640,47,163,2,799,1,18,156,3301,2532,34,100,2,571,1,6,55,NA,56938,92230,NA,NA,30330,11,7,2606.1858505780997,1684.4980941245806
06001427100,06,001,4271,3497,2601,64,302,7,380,8,17,118,2773,2139,50,207,6,298,7,7,59,NA,00562,90020,NA,NA,01770,11,9,11454.093379086267,7403.308732842649
06001427200,06,001,4272,4221,1861,186,614,23,1275,41,4,217,3268,1580,133,430,17,955,33,4,116,NA,00562,90020,NA,NA,01770,11,9,13498.72959352828,8724.851402426895
06001427300,06,001,4273,4760,2255,349,493,24,1306,53,13,267,3832,1996,234,352,20,1029,41,9,151,NA,00562,90020,NA,NA,01770,11,9,15828.375704528878,10230.609110801672
