GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,cd_1990,cd_2000,ndv,nrv
06037115401,06,037,115401,5489,2273,337,1987,14,676,8,15,179,4072,1898,239,1273,12,523,5,11,111,NA,44000,91750,NA,NA,22710,30,22,1538.0963747225126,1622.1041548642672
06037115402,06,037,115402,6010,1834,386,2813,7,718,12,18,222,4330,1534,246,1823,5,554,8,16,144,NA,44000,91750,NA,NA,22710,30,22,1635.5494357928485,1724.8799092736438
06037117100,06,037,1171,6242,1340,382,2770,19,1587,3,22,119,4366,1115,257,1735,14,1154,3,12,76,NA,44000,91750,NA,NA,22710,13,22,1649.1475373375467,1739.2207122144869
06037117200,06,037,1172,5982,1742,245,2898,16,949,29,3,100,4342,1511,168,1830,15,719,24,1,74,NA,44000,91750,NA,NA,22710,30,22,1640.082136307748,1729.6601769205915
06037117301,06,037,117301,3585,2073,162,821,12,397,5,9,106,2735,1667,108,565,9,308,5,7,66,NA,44000,91750,NA,NA,22710,30,22,1033.0779923541434,1089.5026678668396
06037117302,06,037,117302,4613,2820,149,815,8,644,8,11,158,3597,2339,102,527,6,519,5,7,92,NA,44000,91750,NA,NA,22710,30,22,1358.67697934108,1432.8852271725857
06037117303,06,037,117303,3153,1682,109,869,1,403,5,8,76,2427,1400,74,584,1,313,4,1,50,NA,44000,91750,NA,NA,22710,30,22,916.7386791383934,966.8091315951809
06037117404,06,037,117404,3965,1912,194,1111,13,585,13,1,136,3036,1617,140,730,11,445,10,1,82,NA,44000,91750,NA,NA,22710,13,22,1146.7732302695354,1209.4077146777788
06037117405,06,037,117405,3553,95,65,3301,8,57,0,1,26,1999,73,38,1826,3,42,0,1,16,NA,44000,91750,NA,NA,22710,13,23,755.07236077365,796.3129188540447
06037117406,06,037,117406,6894,429,338,5791,6,261,1,5,63,4137,291,192,3414,4,198,1,5,32,NA,44000,91750,NA,NA,22710,13,23,1562.6485025115505,1647.997271285234
06037117510,06,037,117510,4136,230,233,3242,1,387,2,4,37,2513,194,124,1824,1,331,2,3,34,NA,44000,91750,NA,NA,22710,13,23,949.2230328285053,1001.0677163983063
06037117520,06,037,117520,3762,229,246,3022,3,190,35,4,33,2244,182,138,1756,2,134,17,4,11,NA,44000,91750,NA,NA,22710,13,23,847.6149962861783,893.9100499792278
06037117530,06,037,117530,5518,466,300,4088,7,558,0,10,89,3406,372,188,2355,4,425,0,9,53,NA,44000,91750,NA,NA,22710,13,23,1286.5314961455986,1356.7993004586674
06037119000,06,037,1190,6036,845,67,4430,18,587,2,0,87,4140,723,41,2834,12,463,2,0,65,NA,44000,91750,NA,NA,22710,13,23,1563.7816776402753,1649.192338196971
06037119100,06,037,1191,4911,250,73,4343,18,199,12,0,16,3329,213,52,2878,12,155,6,0,13,NA,44000,91750,NA,NA,22710,13,23,1257.446667841661,1326.1259163907528
06037119200,06,037,1192,4039,362,100,3247,10,283,1,7,29,2721,308,69,2090,9,213,1,7,24,NA,44000,91750,NA,NA,22710,13,23,1027.7898417534273,1083.9256889454005
06037119310,06,037,119310,3152,431,270,1894,9,476,5,1,66,2098,357,179,1178,7,328,5,1,43,NA,44000,91750,NA,NA,22710,13,23,792.4671400215695,835.7501269413635
06037119320,06,037,119320,3812,381,289,2738,6,328,18,8,44,2489,314,200,1685,4,246,14,4,22,NA,44000,91750,NA,NA,22710,13,23,940.1576317987067,991.5071811044108
06037119330,06,037,119330,5824,510,277,3780,27,1113,6,6,105,3646,384,170,2186,18,818,4,5,61,NA,44000,91750,NA,NA,22710,13,23,1377.1855064435856,1452.4046533976223
06037119340,06,037,119340,6864,568,357,5444,6,408,6,1,74,4482,493,223,3373,5,333,4,1,50,NA,44000,91750,NA,NA,22710,13,23,1692.9636423149068,1785.4299661349817
06037119400,06,037,1194,6726,998,139,4907,19,553,15,35,60,4580,862,104,3112,16,415,9,24,38,NA,44000,91750,NA,NA,22710,13,23,1729.9806965199184,1824.468818585055
06037119700,06,037,1197,4666,992,92,2118,9,1318,12,7,118,3414,846,62,1353,6,1042,11,4,90,NA,44000,91750,NA,NA,22710,13,23,1289.5532964888648,1359.9861455566327
06037119800,06,037,1198,5714,849,94,3873,17,757,1,2,121,3912,724,62,2454,10,586,1,2,73,NA,44000,91750,NA,NA,22710,13,23,1477.6603678571878,1558.3672529049638
06037119900,06,037,1199,6065,1142,115,3264,11,1405,3,16,109,4175,967,71,2015,10,1036,3,7,66,NA,44000,91750,NA,NA,22710,13,23,1577.0020541420652,1663.1347855005686
06037120010,06,037,120010,3384,409,79,2572,14,267,1,5,37,2173,334,48,1554,9,201,1,4,22,NA,44000,91750,NA,NA,22710,13,23,820.7965182396905,865.626799734787
06037120020,06,037,120020,4257,307,155,3238,2,464,1,6,84,2756,253,93,1969,2,376,0,5,58,NA,44000,91750,NA,NA,22710,13,23,1041.010218255217,1097.868136248998
06037120030,06,037,120030,2852,106,33,2621,0,74,0,0,18,1669,72,17,1513,0,56,0,0,11,NA,44000,91750,NA,NA,22710,13,23,630.4230966139178,664.8555585629817
06037120101,06,037,120101,7527,632,471,5825,13,452,15,8,111,4855,529,326,3553,9,355,9,5,69,NA,44000,91750,NA,NA,22710,13,23,1833.855083319695,1934.0166188276073
06037120102,06,037,120102,10941,731,430,9021,18,613,5,13,110,6873,635,290,5356,9,485,3,11,84,NA,44000,91750,NA,NA,22710,13,23,2596.1042199086023,2737.8982947893196
06037120300,06,037,1203,4982,1102,103,2670,9,925,6,13,154,3460,910,57,1683,6,688,5,8,103,NA,44000,91750,NA,NA,22710,13,23,1306.9286484626457,1378.3105048699324
06037120400,06,037,1204,5575,1420,342,2678,10,911,3,11,200,3960,1156,237,1727,6,685,3,3,143,NA,44000,91750,NA,NA,22710,13,23,1495.7911699167853,1577.488323492755
06037121010,06,037,121010,4535,1214,78,2493,14,483,38,2,213,3187,995,58,1591,10,379,13,2,139,NA,44000,91750,NA,NA,22710,13,23,1203.8097117486855,1269.5594159018713
06037121020,06,037,121020,3795,946,65,2288,20,349,9,3,115,2549,738,37,1394,14,273,5,2,86,NA,44000,91750,NA,NA,22710,13,23,962.8211343732034,1015.4085193391496
06037121100,06,037,1211,4315,1274,56,2572,5,303,2,22,81,3088,1071,41,1657,4,238,2,16,59,NA,44000,91750,NA,NA,22710,13,23,1166.4149325007659,1230.1222078145522
06037121210,06,037,121210,4853,542,108,3757,18,358,1,4,65,3146,442,62,2286,13,295,1,3,44,NA,44000,91750,NA,NA,22710,13,23,1188.322984989446,1253.2268347747997
06037121220,06,037,121220,4110,504,29,3243,5,254,17,8,50,2761,413,22,2065,3,210,6,5,37,NA,44000,91750,NA,NA,22710,13,23,1042.8988434697585,1099.8599144352263
06037121600,06,037,1216,2841,1024,62,905,0,723,2,5,120,2087,847,39,578,0,535,2,4,82,NA,44000,91750,NA,NA,22710,13,23,788.3121645495785,831.3682149316614
06037121800,06,037,1218,7451,1097,287,5418,18,459,2,14,156,5052,891,184,3494,13,346,2,9,113,NA,44000,91750,NA,NA,22710,13,23,1908.266916772626,2012.4926793649995
06037121900,06,037,1219,4262,626,38,3190,13,304,2,2,87,2931,523,26,2054,11,251,2,2,62,NA,44000,91750,NA,NA,22710,13,23,1107.1121007641661,1167.580372766986
06037122000,06,037,1220,5077,1760,84,1780,7,1010,4,13,419,3769,1430,66,1167,7,792,4,10,293,NA,44000,91750,NA,NA,22710,13,23,1423.645686721304,1501.4023967788366
06037122110,06,037,122110,5421,596,84,4311,4,347,6,10,63,3479,463,52,2648,2,265,4,4,41,NA,44000,91750,NA,NA,22710,13,23,1314.105424277903,1385.8792619775995
06037122120,06,037,122120,4761,438,60,3935,2,228,7,3,88,3100,361,29,2455,2,180,6,2,65,NA,44000,91750,NA,NA,22710,13,23,1170.9476330156651,1234.9024754615
06037122200,06,037,1222,5607,868,97,4268,19,275,0,4,76,3702,724,72,2625,18,213,0,2,48,NA,44000,91750,NA,NA,22710,13,22,1398.3381088464491,1474.7125690833784
06037122410,06,037,122410,4041,310,141,3456,7,91,0,1,35,2514,258,73,2086,2,70,0,1,24,NA,44000,91750,NA,NA,22710,13,23,949.6007578714136,1001.466072035552
06037122420,06,037,122420,5000,657,150,3797,10,320,7,6,53,3371,567,115,2363,7,272,3,5,39,NA,44000,91750,NA,NA,22710,13,23,1273.3111196438088,1342.8568531550698
06037123010,06,037,123010,4507,294,36,4041,5,86,5,9,31,2853,232,26,2500,3,61,4,6,21,NA,44000,91750,NA,NA,22710,13,23,1077.6495474173203,1136.5086330618255
06037123020,06,037,123020,3317,312,42,2786,5,147,1,5,19,2208,260,29,1782,2,117,1,5,12,NA,44000,91750,NA,NA,22710,13,23,834.0168947414802,879.5692470383846
06037123103,06,037,123103,4223,1015,168,2667,11,202,0,8,152,2987,857,129,1711,10,175,0,5,100,NA,44000,91750,NA,NA,22710,13,22,1128.2647031670297,1189.8882884527422
06037123104,06,037,123104,4774,1333,153,2891,13,225,2,10,147,3442,1114,112,1889,13,184,2,9,119,NA,44000,91750,NA,NA,22710,13,22,1300.1295976902966,1371.1401033995107
06037123203,06,037,123203,4071,361,125,3390,8,126,11,7,43,2500,286,86,1981,5,101,5,4,32,NA,44000,91750,NA,NA,22710,13,23,944.3126072706978,995.8890931141129
06037123204,06,037,123204,3479,424,92,2764,15,87,1,7,89,2269,338,58,1727,10,57,0,5,74,NA,44000,91750,NA,NA,22710,13,23,857.0581223588853,903.8689409103689
06037123205,06,037,123205,2700,325,31,2182,2,78,0,14,68,1753,260,20,1347,0,66,0,10,50,NA,44000,91750,NA,NA,22710,13,23,662.1520002182133,698.3174320916161
06037123206,06,037,123206,3017,353,25,2507,7,99,0,0,26,1959,279,19,1570,6,73,0,0,12,NA,44000,91750,NA,NA,22710,13,23,739.9633590573187,780.3786933642189
06037123301,06,037,123301,4800,921,214,2198,14,1341,4,3,105,3413,768,146,1415,12,997,3,3,69,NA,44000,91750,NA,NA,22710,13,23,1289.1755714459566,1359.587789919387
06037123303,06,037,123303,3317,752,87,2091,2,237,4,1,143,2222,598,51,1287,2,174,4,1,105,NA,44000,91750,NA,NA,22710,13,23,839.3050453421961,885.1462259598236
06037123304,06,037,123304,4096,1038,186,2397,8,278,2,12,175,2860,862,132,1509,8,214,2,11,122,NA,44000,91750,NA,NA,22710,13,23,1080.293622717678,1139.2971225225451
06037123410,06,037,123410,4487,1133,116,2696,10,304,16,9,203,3058,915,77,1645,5,246,7,6,157,NA,44000,91750,NA,NA,22710,13,23,1155.0831812135173,1218.1715386971828
06037123420,06,037,123420,4512,1133,71,2843,16,208,7,21,213,2988,914,45,1696,10,168,4,11,140,NA,44000,91750,NA,NA,22710,13,23,1128.642428209938,1190.286644089988
06037123510,06,037,123510,4872,1471,112,2741,7,368,11,7,155,3368,1184,73,1701,7,295,4,5,99,NA,44000,91750,NA,NA,22710,13,23,1272.177944515084,1341.661786243333
06037123520,06,037,123520,3152,1010,109,1805,4,117,1,9,97,2186,789,67,1167,4,94,1,5,59,NA,44000,91750,NA,NA,22710,13,23,825.7069437974981,870.8054230189803
06037123601,06,037,123601,4988,2517,253,1614,13,251,4,21,315,3773,2059,161,1090,7,215,3,14,224,NA,44000,91750,NA,NA,22710,13,23,1425.1565868929372,1502.9958193278194
06037123602,06,037,123602,3461,1716,150,1240,6,176,7,15,151,2600,1417,106,812,4,139,4,9,109,NA,44000,91750,NA,NA,22710,13,23,982.0851115615257,1035.7246568386774
06037123700,06,037,1237,4145,2173,124,1186,6,309,5,25,317,3100,1709,90,816,2,230,3,16,234,NA,44000,91750,NA,NA,22710,13,23,1170.9476330156651,1234.9024754615
06037123800,06,037,1238,5710,3131,292,1550,8,303,13,62,351,4430,2551,232,1091,7,236,11,40,262,NA,44000,91750,NA,NA,22710,13,23,1673.3219400836763,1764.715472998208
06037123900,06,037,1239,6701,2737,415,2770,22,453,6,24,274,5039,2303,288,1837,18,377,5,13,198,NA,44000,91750,NA,NA,22710,13,23,1903.3564912148183,2007.314056080806
06037124000,06,037,1240,4376,3447,128,496,6,161,3,37,98,3475,2773,100,371,6,132,3,22,68,NA,44000,91750,NA,NA,22710,13,23,1312.5945241062698,1384.285839428617
06037124101,06,037,124101,7509,1486,331,4993,14,283,14,8,380,5208,1259,258,3165,11,213,9,4,289,NA,44000,91750,NA,NA,22710,13,23,1967.1920234663176,2074.63615877532
06037124102,06,037,124102,4101,1174,275,2339,18,182,9,2,102,2965,1002,202,1520,11,146,6,2,76,NA,44000,91750,NA,NA,22710,13,23,1119.9547522230475,1181.124464433338
06037124201,06,037,124201,3610,1042,107,2117,12,215,1,8,108,2595,880,70,1383,10,167,1,5,79,NA,44000,91750,NA,NA,22710,13,23,980.1964863469842,1033.7328786524492
06037124202,06,037,124202,6261,1053,283,4430,21,271,10,17,176,4163,883,189,2723,19,203,7,10,129,NA,44000,91750,NA,NA,22710,13,23,1572.469353627166,1658.3545178536208
06037124300,06,037,1243,4319,945,118,2956,18,169,7,6,100,2969,772,83,1880,16,135,5,6,72,NA,44000,91750,NA,NA,22710,13,22,1121.4656523946808,1182.7178869823206
06037124400,06,037,1244,4157,2683,192,887,6,124,0,30,235,3104,2043,147,617,6,103,0,15,173,NA,44000,91750,NA,NA,22710,13,23,1172.4585331872981,1236.4958980104825
06037124500,06,037,1245,2882,1764,130,706,5,126,3,21,127,2241,1454,89,485,4,106,3,14,86,NA,44000,91750,NA,NA,22710,29,23,846.4818211574534,892.7149830674908
06037124600,06,037,1246,4270,3233,175,439,10,242,7,22,142,3502,2713,123,343,7,206,6,13,91,NA,44000,91750,NA,NA,22710,29,23,1322.7931002647933,1395.0414416342494
06037124700,06,037,1247,4636,3596,196,481,3,210,8,13,129,3822,3004,156,373,3,172,5,8,101,NA,44000,91750,NA,NA,22710,29,23,1443.6651139954429,1522.515245552856
06037124901,06,037,124901,6058,3783,397,1297,13,302,11,25,230,5081,3371,305,938,12,251,11,21,172,NA,44000,91750,NA,NA,22710,13,23,1919.2209430169662,2024.0449928451233
06037125100,06,037,1251,5581,3422,430,1163,14,314,5,29,204,4654,2984,347,852,11,270,5,25,160,NA,44000,91750,NA,NA,22710,13,23,1757.9323496951308,1853.9471357412326
06037125200,06,037,1252,3445,1839,177,1155,4,151,3,8,108,2789,1631,146,800,4,124,2,5,77,NA,44000,91750,NA,NA,22710,13,23,1053.4751446711905,1111.0138722781044
06037125310,06,037,125310,3984,1115,200,2464,12,100,2,14,77,2907,987,127,1634,10,84,1,5,59,NA,44000,91750,NA,NA,22710,13,22,1098.0466997343674,1158.0198374730905
06037125320,06,037,125320,4425,1022,541,2386,10,288,3,34,141,3173,921,391,1521,6,210,2,22,100,NA,44000,91750,NA,NA,22710,13,22,1198.5215611479696,1263.982436980432
06037125400,06,037,1254,7495,3586,1219,1838,30,517,8,29,268,6379,3304,986,1388,25,451,7,19,199,NA,44000,91750,NA,NA,22710,13,23,2409.508048711912,2541.1106099899703
06037125500,06,037,1255,5948,3481,397,1473,22,327,3,16,229,5024,3152,330,1032,17,289,3,15,186,NA,44000,91750,NA,NA,22710,13,23,1897.6906155711943,2001.3387215221214
06037125600,06,037,1256,2379,1847,95,236,12,124,1,3,61,2010,1591,74,184,11,107,1,3,39,NA,44000,91750,NA,NA,22710,31,23,759.227336245641,800.6948308637468
06037127101,06,037,127101,6969,1626,374,4189,12,514,4,21,229,4776,1325,269,2591,5,406,3,17,160,NA,44000,91750,NA,NA,22710,13,23,1804.014804929941,1902.5465234852013
06037127102,06,037,127102,4940,909,361,2962,4,516,1,5,182,3281,762,222,1854,4,328,1,5,105,NA,44000,91750,NA,NA,22710,13,23,1239.3158657820638,1307.0048458029619
06037127210,06,037,127210,5058,1170,409,2878,13,387,3,15,183,3585,998,289,1826,12,312,3,12,133,NA,44000,91750,NA,NA,22710,13,22,1354.1442788261804,1428.104959525638
06037127220,06,037,127220,5020,945,263,3112,16,480,14,13,177,3443,800,162,1934,9,393,8,7,130,NA,44000,91750,NA,NA,22710,13,23,1300.507322733205,1371.5384590367564
06037127300,06,037,1273,4975,1207,352,2648,19,540,15,11,183,3538,1019,248,1707,15,413,9,6,121,NA,44000,91750,NA,NA,22710,13,22,1336.3912018094916,1409.3822445750927
06037127400,06,037,1274,4291,980,222,2814,18,136,8,11,102,2865,780,150,1730,11,111,3,8,72,NA,44000,91750,NA,NA,22710,13,22,1082.1822479322195,1141.2889007087733
06037127510,06,037,127510,4261,1521,185,2188,9,235,2,24,97,3046,1239,135,1406,9,183,2,16,56,NA,44000,91750,NA,NA,22710,13,22,1150.5504806986182,1213.3912710502354
06037127520,06,037,127520,3534,244,233,2865,12,129,3,9,39,2234,211,170,1736,4,80,2,6,25,NA,44000,91750,NA,NA,22710,13,23,843.8377458570955,889.9264936067713
06037127601,06,037,127601,5965,1251,534,3462,12,471,9,31,195,4086,1070,364,2130,7,365,4,19,127,NA,44000,91750,NA,NA,22710,13,22,1543.3845253232284,1627.6811337857064
06037127602,06,037,127602,6490,1401,388,4234,17,307,13,6,124,4400,1147,261,2644,12,251,8,2,75,NA,44000,91750,NA,NA,22710,13,22,1661.990188796428,1752.7648038808386
06037127710,06,037,127710,6755,2067,540,3530,18,355,6,19,220,4954,1748,388,2329,17,298,6,12,156,NA,44000,91750,NA,NA,22710,13,22,1871.2498625676146,1973.4538269149261
06037127801,06,037,127801,7838,2305,463,4094,27,673,8,14,254,5752,1964,329,2700,18,554,5,11,171,NA,44000,91750,NA,NA,22710,13,23,2172.674446808421,2291.341625436951
06037127802,06,037,127802,6808,1745,400,4001,21,490,8,10,133,4946,1474,277,2674,18,391,7,6,99,NA,44000,91750,NA,NA,22710,13,23,1868.2280622243484,1970.2669818169609
06037127910,06,037,127910,4898,924,298,3299,16,225,2,7,127,3323,763,200,2082,10,178,2,3,85,NA,44000,91750,NA,NA,22710,13,23,1255.1803175842113,1323.7357825672789
06037127920,06,037,127920,4078,1344,169,2095,5,264,4,5,192,2875,1046,111,1352,4,211,1,4,146,NA,44000,91750,NA,NA,22710,13,23,1085.9594983613024,1145.27245708123
06037128100,06,037,1281,8145,2080,422,4844,21,499,1,20,258,5684,1674,304,3114,18,379,1,15,179,NA,44000,91750,NA,NA,22710,13,23,2146.9891438906584,2264.253442104247
06037128210,06,037,128210,5194,487,275,4085,20,197,0,9,121,3411,381,187,2596,8,150,0,9,80,NA,44000,91750,NA,NA,22710,13,23,1288.42012136014,1358.7910786448956
06037128220,06,037,128220,3100,1234,136,1365,9,86,9,8,253,2286,986,105,918,5,77,8,5,182,NA,44000,91750,NA,NA,22710,13,23,863.4794480883261,910.6409867435449
06037128302,06,037,128302,4763,645,132,3763,18,115,3,5,82,3223,567,100,2388,14,92,2,2,58,NA,44000,91750,NA,NA,22710,13,22,1217.4078132933835,1283.9002188427144
06037128303,06,037,128303,4087,236,116,3534,9,137,0,2,53,2660,194,78,2236,4,111,0,2,35,NA,44000,91750,NA,NA,22710,13,23,1004.7486141360224,1059.625995073416
06037128400,06,037,1284,4101,2128,224,1390,6,200,10,4,139,3191,1808,168,942,6,171,7,4,85,NA,44000,91750,NA,NA,22710,29,22,1205.3206119203187,1271.1528384508538
06037128500,06,037,1285,5166,3174,315,1188,18,272,12,11,176,4187,2734,246,824,14,221,9,9,130,NA,44000,91750,NA,NA,22710,29,22,1581.5347546569644,1667.9150531475163
06037128600,06,037,1286,6168,3262,329,2007,16,229,2,16,307,4624,2640,233,1318,11,196,2,13,211,NA,44000,91750,NA,NA,22710,29,23,1746.6005984078827,1841.9964666238634
06037128702,06,037,128702,5330,3974,283,603,8,302,2,8,150,4504,3465,213,442,5,259,2,6,112,NA,44000,91750,NA,NA,22710,29,23,1701.2735932588892,1794.1937901543859
06037128800,06,037,1288,6889,4466,457,1154,11,507,8,19,267,5824,3912,374,888,11,425,8,14,192,NA,44000,91750,NA,NA,22710,29,22,2199.8706498978177,2320.0232313186375
06037128910,06,037,128910,3775,2683,178,500,10,226,4,5,169,3111,2255,145,382,10,189,3,5,122,NA,44000,91750,NA,NA,22710,29,22,1175.1026084876562,1239.284387471202
06037131010,06,037,131010,5999,1606,312,2986,9,852,7,8,219,4212,1276,215,1895,8,659,7,6,146,NA,44000,91750,NA,NA,22710,29,22,1590.9778807296716,1677.8739440786574
06037131020,06,037,131020,5184,1610,183,2647,14,577,8,4,141,3638,1278,133,1674,11,443,6,3,90,NA,44000,91750,NA,NA,22710,29,22,1374.1637061003194,1449.217808299657
06037131100,06,037,1311,3067,1671,112,949,15,236,5,14,65,2277,1374,78,603,9,171,5,8,29,NA,44000,91750,NA,NA,22710,29,22,860.0799227021515,907.055786008334
06037131200,06,037,1312,3181,1906,71,780,6,292,2,5,119,2385,1523,51,512,6,214,2,3,74,NA,44000,91750,NA,NA,22710,29,22,900.8742273362457,950.0781948308637
06037131300,06,037,1313,4781,1468,169,2338,20,650,14,3,119,3458,1240,89,1520,12,513,7,1,76,NA,44000,91750,NA,NA,22710,29,22,1306.173198376829,1377.513793595441
06037131400,06,037,1314,5161,2098,277,1777,9,819,9,9,163,3834,1705,195,1169,8,632,4,9,112,NA,44000,91750,NA,NA,22710,29,22,1448.1978145103421,1527.2955131998037
06037131600,06,037,1316,4779,2059,154,1902,16,453,2,7,186,3467,1694,97,1198,10,330,2,2,134,NA,44000,91750,NA,NA,22710,29,22,1309.5727237630038,1381.0989943306517
06037131700,06,037,1317,7400,2938,409,2677,14,1090,4,12,256,5516,2443,284,1773,11,830,3,11,161,NA,44000,91750,NA,NA,22710,29,22,2083.5313366820674,2197.329695046979
06037131800,06,037,1318,4664,1563,144,2274,8,539,10,8,118,3388,1307,98,1462,8,424,5,5,79,NA,44000,91750,NA,NA,22710,29,22,1279.7324453732494,1349.6288989882457
06037131900,06,037,1319,3840,1985,116,1328,15,264,7,6,119,2894,1631,81,884,10,201,7,6,74,NA,44000,91750,NA,NA,22710,29,22,1093.1362741765597,1152.841214188897
06037132000,06,037,1320,6115,3250,177,1987,20,396,25,23,237,4582,2657,129,1284,17,313,13,17,152,NA,44000,91750,NA,NA,22710,29,22,1730.7361466057348,1825.2655298595462
06037132100,06,037,1321,4935,2233,274,1656,15,566,7,10,174,3862,1897,209,1160,11,451,7,8,119,NA,44000,91750,NA,NA,22710,29,22,1458.7741157117737,1538.4494710426816
06037132300,06,037,1323,5684,2040,211,2583,11,678,2,8,151,4166,1676,158,1665,5,547,2,7,106,NA,44000,91750,NA,NA,22710,29,22,1573.6025287558907,1659.5495847653578
06037132500,06,037,1325,7076,3266,268,2622,14,624,3,16,263,5325,2715,184,1709,8,491,3,13,202,NA,44000,91750,NA,NA,22710,29,22,2011.3858534865863,2121.2437683330604
06037132700,06,037,1327,4844,1627,115,2764,15,202,3,7,111,3329,1282,65,1734,9,156,2,5,76,NA,44000,91750,NA,NA,22710,29,22,1257.446667841661,1326.1259163907528
06037132900,06,037,1329,3481,2343,110,622,9,245,7,2,143,2668,1869,79,413,7,192,4,2,102,NA,44000,91750,NA,NA,22710,29,22,1007.7704144792887,1062.8128401713814
06037133000,06,037,1330,4011,1568,127,1810,11,390,0,3,102,2888,1287,88,1133,8,297,0,2,73,NA,44000,91750,NA,NA,22710,29,22,1090.86992391911,1150.4510803654232
06037133100,06,037,1331,4981,2739,186,1407,15,373,7,10,244,3854,2294,131,938,9,296,5,7,174,NA,44000,91750,NA,NA,22710,29,22,1455.7523153685074,1535.2626259447163
06037134000,06,037,1340,6930,1253,262,4304,33,948,14,14,102,4835,1047,165,2811,26,699,9,11,67,NA,44000,91750,NA,NA,22710,29,22,1826.3005824615295,1926.0495060826945
06037134101,06,037,134101,4645,1633,133,1552,8,1156,4,5,154,3423,1357,89,978,5,880,4,4,106,NA,44000,91750,NA,NA,22710,29,22,1292.9528218750393,1363.5713462918434
06037134103,06,037,134103,3986,1963,167,1051,6,667,5,7,120,2990,1613,118,679,4,490,5,5,76,NA,44000,91750,NA,NA,22710,29,22,1129.3978782957545,1191.083355364479
06037134104,06,037,134104,4274,1042,231,1783,5,1060,18,11,124,2962,827,155,1071,3,808,8,9,81,NA,44000,91750,NA,NA,22710,29,22,1118.8215770943227,1179.929397521601
06037134201,06,037,134201,3919,1572,135,1678,10,432,9,7,76,2816,1293,89,1062,7,311,7,5,42,NA,44000,91750,NA,NA,22710,29,22,1063.6737208297138,1121.7694744837368
06037134302,06,037,134302,3618,2341,91,558,4,486,3,4,131,2766,1862,62,378,4,374,3,2,81,NA,44000,91750,NA,NA,22710,29,24,1044.7874686843,1101.8516926214545
06037134303,06,037,134303,4633,2450,124,1342,6,539,6,12,154,3573,2069,84,875,6,424,6,9,100,NA,44000,91750,NA,NA,22710,29,24,1349.6115783112814,1423.3246918786904
06037134304,06,037,134304,2838,1505,85,577,6,555,5,3,102,2185,1241,68,388,5,423,4,2,54,NA,44000,91750,NA,NA,22710,29,24,825.3292187545899,870.4070673817348
06037134305,06,037,134305,4142,454,118,3199,11,287,7,3,63,2694,369,82,1976,8,214,5,2,38,NA,44000,91750,NA,NA,22710,29,22,1017.5912655949039,1073.170086739768
06037134306,06,037,134306,3458,1206,234,1408,10,470,2,6,122,2539,1014,154,927,9,356,1,4,74,NA,44000,91750,NA,NA,22710,29,22,959.0438839441207,1011.4249629666931
06037134401,06,037,134401,6225,4520,140,438,11,904,2,15,195,4482,3297,106,302,10,661,2,6,98,NA,44000,91750,NA,NA,22710,29,24,1692.9636423149068,1785.4299661349817
06037134421,06,037,134421,3877,3035,62,228,10,443,0,6,93,2903,2315,42,152,9,324,0,4,57,NA,44000,91750,NA,NA,22710,29,24,1096.5357995627342,1156.426414924108
06037134422,06,037,134422,4512,3006,124,518,11,689,4,14,146,3444,2354,92,355,11,535,2,8,87,NA,44000,91750,NA,NA,22710,29,24,1300.8850477761132,1371.9368146740019
06037134510,06,037,134510,6431,871,157,4963,26,306,6,12,90,4226,704,105,3079,16,239,6,10,67,NA,44000,91750,NA,NA,22710,29,22,1596.2660313303875,1683.4509230000965
06037134520,06,037,134520,5401,767,204,3886,11,424,6,12,91,3663,655,147,2466,3,314,5,7,66,NA,44000,91750,NA,NA,22710,29,22,1383.6068321730263,1459.1766992307982
06037134710,06,037,134710,5229,1058,169,3385,6,501,7,9,94,3525,860,110,2075,6,398,5,5,66,NA,44000,91750,NA,NA,22710,29,22,1331.480776251684,1404.2036212908993
06037134720,06,037,134720,4490,1789,279,1455,19,793,9,13,133,3325,1485,194,958,13,576,8,9,82,NA,44000,91750,NA,NA,22710,29,22,1255.9357676700279,1324.53249384177
06037134800,06,037,1348,5531,2418,207,2135,20,547,4,15,185,4050,1963,124,1388,17,427,3,9,119,NA,44000,91750,NA,NA,22710,29,22,1529.7864237785304,1613.340330844863
06037134901,06,037,134901,2962,1915,92,641,5,154,2,13,140,2345,1610,71,433,5,126,0,11,89,NA,44000,91750,NA,NA,22710,29,22,885.7652256199144,934.1439693410379
06037134902,06,037,134902,7385,2828,355,3279,11,674,8,16,214,5526,2391,251,2171,8,543,6,12,144,NA,44000,91750,NA,NA,22710,29,22,2087.3085871111502,2201.3132514194353
06037135102,06,037,135102,3333,2462,74,379,9,302,3,8,96,2596,1993,57,252,7,232,3,4,48,NA,44000,91750,NA,NA,22710,29,24,980.5742113898925,1034.131234289695
06037135111,06,037,135111,3007,1906,144,579,9,238,10,10,111,2324,1558,92,393,8,189,5,7,72,NA,44000,91750,NA,NA,22710,29,24,877.8329997188406,925.7785009588794
06037135112,06,037,135112,6011,4399,290,465,16,591,9,16,225,5330,3998,237,393,12,503,9,10,168,NA,44000,91750,NA,NA,22710,29,24,2013.2744787011277,2123.2355465192886
