GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
39061009100,39,061,0091,1309,1007,130,142,0,1,0,3,26,834,641,61,122,0,1,0,0,9,NA,15000,15000,04375,33,8,4,1,211.6190382558359,171.83572170137796
39061009200,39,061,0092,4791,2747,1733,92,14,84,1,17,103,3287,2143,966,66,8,50,1,0,53,NA,15000,15000,04375,33,8,4,1,834.0429001761783,677.2470230604669
39061009300,39,061,0093,3439,2714,581,43,9,36,2,10,44,2464,2066,301,26,8,32,2,1,28,NA,15000,15000,04375,33,8,4,1,625.2150003146039,507.6777197508337
39061009400,39,061,0094,1876,1281,512,24,3,16,0,3,37,1208,926,240,17,2,7,0,0,16,NA,15000,15000,04375,33,8,4,1,306.5177436607311,248.89394702070092
39061009500,39,061,0095,2993,2421,418,38,7,27,6,7,69,1977,1705,193,23,5,20,2,3,26,NA,15000,15000,04375,33,8,4,1,501.64369140502106,407.3371964072233
39061009600,39,061,0096,4865,4031,601,43,19,64,3,7,97,3587,3102,333,25,18,46,1,3,59,NA,15000,15000,04375,33,8,4,1,910.1648563833135,739.0584337444158
39061009700,39,061,0097,5864,5173,452,75,13,47,1,9,94,4215,3810,254,48,8,41,1,0,53,NA,15000,15000,04375,33,8,4,1,1069.51348471025,868.4503201094822
39061009800,39,061,0098,2492,1781,622,27,8,28,1,1,24,1751,1330,368,15,7,22,1,0,8,NA,15000,15000,04375,33,8,4,1,444.29848439564586,360.77260035864845
39061009901,39,061,009901,4458,4271,50,52,9,31,0,0,45,3304,3189,28,30,5,27,0,0,25,NA,15000,15000,04375,33,8,4,1,838.3564776945825,680.7496696658907
39061009902,39,061,009902,3667,3456,91,28,14,28,0,4,46,2808,2670,59,18,8,23,0,2,28,NA,15000,15000,04375,33,8,4,1,712.5015100987856,578.5548040017618
39061010001,39,061,010001,10263,5959,3574,85,13,450,4,22,156,7849,4899,2426,70,12,345,1,9,87,NA,15000,15000,04375,33,8,4,1,1991.6041142326812,1617.1925415277167
39061010002,39,061,010002,6517,2226,4016,52,10,81,0,21,111,4474,1805,2509,31,10,60,0,10,49,NA,15000,15000,04375,33,8,4,1,1135.23210690241,921.8141713332914
39061010100,39,061,0101,4676,3694,758,37,2,109,0,20,56,3678,2972,560,25,2,83,0,9,27,NA,15000,15000,04375,34,8,4,1,933.2551830994777,757.8078949852136
39061010201,39,061,010201,5600,5246,175,75,6,36,4,5,53,4470,4236,112,53,5,29,3,1,31,NA,15000,15000,04375,34,8,4,1,1134.2171474863148,920.9900191908388
39061010202,39,061,010202,2639,2338,222,11,11,29,0,5,23,2062,1852,163,10,6,20,0,1,10,NA,15000,15000,04375,34,8,4,1,523.2115789970427,424.8504294343421
39061010300,39,061,0103,2223,1916,207,14,14,4,2,3,63,1525,1383,89,9,9,4,2,2,27,NA,15000,15000,04375,33,8,4,1,386.9532773862707,314.20800431007365
39061010400,39,061,0104,1451,1238,168,6,3,17,0,4,15,1104,985,88,6,1,15,0,0,9,NA,15000,15000,04375,33,8,4,1,280.1287988422576,227.465991316932
39061010500,39,061,0105,1757,1673,44,9,1,4,1,4,21,1231,1180,27,5,1,3,1,1,13,NA,15000,15000,04375,33,8,4,1,312.3537603032782,253.63282183980368
39061010600,39,061,0106,1476,1400,30,16,5,1,0,2,22,1091,1051,17,10,3,1,0,0,9,NA,15000,15000,04375,33,8,4,1,276.8301807399484,224.78749685396085
39061010700,39,061,0107,1678,1624,17,13,3,4,0,2,15,1252,1220,12,5,3,4,0,2,6,NA,15000,15000,04375,33,8,4,1,185.96878441135635,529.8237181021689
39061010800,39,061,0108,796,303,449,14,0,15,0,4,11,625,284,308,12,0,15,0,1,5,NA,15000,15000,04375,30,9,4,7,158.58740876486505,128.7737722582269
39061010900,39,061,0109,2473,2252,139,11,1,30,0,6,34,1953,1818,82,8,1,22,0,1,21,NA,15000,15000,04375,34,8,4,1,495.55393490845023,402.39228355250737
39061011000,39,061,0110,2874,573,2208,20,11,6,0,12,44,2106,527,1516,12,11,5,0,7,28,NA,15000,15000,04375,30,9,4,1,534.3761325740892,433.9161030013213
39061011100,39,061,0111,3629,2136,1366,24,9,31,1,9,53,2741,1716,956,13,6,25,1,1,23,NA,15000,15000,04375,31,9,4,1,695.5009398791922,564.7502556156799
39061020401,39,061,020401,4403,4212,101,28,7,8,4,8,35,3073,2953,72,18,5,6,3,0,16,NA,16028,49364,04739,34,8,4,1,376.7688028244356,818.3050176527228
39061020402,39,061,020402,9093,8944,22,48,11,20,1,0,47,6274,6186,15,29,7,17,1,0,19,NA,16028,49364,04739,34,8,4,1,769.2311971755644,1670.6949823472771
39061020501,39,061,020501,1952,1910,9,10,2,9,0,2,10,1514,1486,6,7,1,9,0,0,5,NA,31262,16616,04736,35,8,5,1,283.4239014955461,551.2990819689994
39061020502,39,061,020502,4870,4644,112,38,0,53,0,1,22,3719,3563,76,23,0,40,0,0,17,NA,56553,16616,04736,35,8,5,1,696.2044185349642,1354.214851943665
39061020504,39,061,020504,3826,3465,257,23,4,39,2,4,32,2664,2419,186,15,3,24,1,1,15,NA,63604,16616,04736,35,8,5,1,498.7062573210929,970.0533384183715
39061020505,39,061,020505,4963,3899,806,98,7,76,0,9,68,3490,2783,550,76,7,52,0,1,21,NA,56553,16616,04736,35,8,4,1,653.3351494183988,1270.8281347898337
39061020601,39,061,020601,5027,4925,42,20,4,18,1,2,15,3666,3582,38,16,3,16,0,2,9,NA,21742,31752,04736,34,8,4,1,544.537990137406,1551.3847847943696
39061020602,39,061,020602,5304,5170,39,26,9,27,1,3,29,4286,4196,26,21,6,22,1,2,12,NA,21742,31752,04737,34,8,4,1,636.63115813664,1813.757552544645
39061020701,39,061,020701,7557,7191,194,42,4,46,3,5,72,5697,5454,129,29,4,41,3,1,36,NA,32536,16616,04736,35,8,4,1,1066.4900705549048,2074.472173036585
39061020705,39,061,020705,3605,3176,307,26,3,36,0,7,50,2512,2243,207,13,3,26,0,2,18,NA,32536,16616,04736,35,8,4,1,470.25154594241195,914.7049497398459
39061020707,39,061,020707,5271,5174,28,14,0,40,0,3,12,3678,3607,22,11,0,29,0,0,9,NA,84812,16616,04736,35,8,4,1,688.529134544662,1339.2853523659048
39061020741,39,061,020741,3275,2677,444,23,19,52,3,1,56,2482,2097,290,17,12,40,1,1,24,NA,56280,16616,04736,35,8,4,1,464.63548448609333,903.7809256585579
39061020742,39,061,020742,4563,3677,648,116,11,26,1,5,79,3134,2597,408,66,11,21,1,1,29,NA,56280,16616,04736,35,8,4,1,586.6912201367512,1141.1963823585497
39061020761,39,061,020761,7001,6575,203,61,21,74,0,4,63,5312,5044,132,30,14,60,0,0,32,NA,84812,16616,04736,35,8,4,1,994.4172818654826,1934.280530660056
39061020762,39,061,020762,3318,2952,208,69,8,43,0,8,30,2507,2261,139,48,6,35,0,5,13,NA,84812,16616,04736,35,8,4,1,469.31553569969213,912.8842790596311
39061020802,39,061,020802,4699,4568,39,26,5,27,0,1,33,3490,3410,27,15,2,18,0,1,17,NA,51217,31752,04736,34,8,4,1,518.3954134150429,1476.904773303969
39061020811,39,061,020811,6151,5245,662,86,8,75,0,6,69,4561,3935,467,56,5,57,0,0,41,NA,51215,31752,04736,34,8,4,1,677.4789342653326,1930.1325704983963
39061020812,39,061,020812,4252,4049,90,21,8,54,0,4,26,3144,3013,56,15,5,42,0,0,13,NA,84864,31752,04736,34,8,4,1,467.0014841767607,1330.4838416239768
39061020901,39,061,020901,3694,3588,16,39,1,26,0,0,24,2894,2824,10,23,1,22,0,0,14,NA,14128,14128,04736,34,8,4,1,561.2959677419354,995.0069892473118
39061020902,39,061,020902,5910,5676,54,62,13,28,1,19,57,4546,4383,44,40,11,25,1,5,37,NA,14128,14128,04736,34,8,4,1,881.7040322580644,1562.993010752688
39061021001,39,061,021001,3154,3093,7,22,4,4,0,3,21,2370,2334,3,16,4,2,0,2,9,NA,08605,31752,04737,34,8,4,1,352.0335615454589,1002.9410638196007
39061021002,39,061,021002,3864,3798,7,16,2,34,0,0,7,2864,2818,3,10,2,26,0,0,5,NA,08605,31752,04737,34,8,4,1,425.4110212093647,1211.9929142528847
39061021003,39,061,021003,3062,3016,9,12,1,7,1,1,15,2250,2225,5,9,1,3,1,1,5,NA,08605,31752,04737,34,8,4,1,334.20907741657487,952.1592378034184
39061021101,39,061,021101,4559,4456,29,31,9,7,0,0,27,3146,3086,13,16,6,7,0,0,18,NA,46151,31752,04737,34,8,4,1,467.2985589122421,1331.330205390913
39061021102,39,061,021102,6738,6658,4,19,5,27,2,0,23,4932,4890,2,11,5,13,0,0,11,NA,46162,31752,04737,34,8,4,1,732.5862976971322,2087.133049265093
39061021201,39,061,021201,2154,2132,2,7,1,11,0,0,1,1637,1621,1,6,1,7,0,0,1,NA,19008,31752,04737,34,8,4,1,243.15567099152582,692.7487432374204
39061021202,39,061,021202,5545,5430,25,31,3,22,2,7,25,4176,4094,18,21,3,21,2,4,13,NA,19008,31752,04375,34,8,4,1,620.292047685163,1767.2075453631446
39061021302,39,061,021302,5808,5749,5,11,3,22,0,0,18,3953,3914,3,10,3,19,0,0,4,NA,15000,21504,04737,33,8,4,1,681.0816209225464,1698.2543947885233
39061021303,39,061,021303,4772,4644,19,19,3,55,0,2,30,3385,3308,10,13,1,39,0,0,14,NA,19008,21504,04737,33,8,4,1,583.2181347894813,1454.2350433491404
39061021304,39,061,021304,5190,5023,44,34,2,56,0,0,31,4048,3920,37,25,2,46,0,0,18,NA,15000,21504,04737,33,8,4,1,697.4496335680413,1739.0674905398284
39061021401,39,061,021401,5416,5294,22,26,3,44,0,4,23,4067,3974,16,21,3,38,0,0,15,NA,15000,21504,04737,33,8,4,1,700.7232360971404,1747.2301096900896
39061021421,39,061,021421,4683,4577,19,8,7,49,1,6,16,3246,3171,12,5,3,41,1,5,8,NA,15000,21504,04737,33,8,4,1,559.2691478660728,1394.5190400919673
39061021422,39,061,021422,3161,2973,37,23,2,96,0,1,29,2178,2053,26,14,1,71,0,0,13,NA,15000,21504,04737,33,8,4,1,375.25822675671793,935.6939215404511
39061021501,39,061,021501,4763,3287,1191,63,3,124,0,9,86,3736,2687,852,48,3,103,0,6,37,NA,74104,74104,04467,32,9,5,1,602.4737775525715,1188.3830757537369
39061021504,39,061,021504,6051,2514,2879,78,3,429,1,33,114,4449,2011,1987,47,3,333,0,13,55,NA,27706,27706,04408,32,9,4,1,833.6884708212141,782.2024258926913
39061021505,39,061,021505,3215,1328,1699,59,8,61,1,7,52,2354,1081,1167,29,4,49,1,1,22,NA,27706,27706,04408,32,9,4,1,441.1109598366236,413.8692988427502
39061021506,39,061,021506,3270,817,2322,19,1,46,0,7,58,2318,670,1574,11,1,33,0,1,28,NA,27706,27706,04408,32,9,4,1,434.3649978340244,407.5399467788848
39061021508,39,061,021508,6096,4913,902,62,11,114,3,13,78,4341,3585,591,40,6,83,1,0,35,NA,63618,74121,04736,35,8,5,1,869.9492276695769,1474.4531564808597
39061021509,39,061,021509,7164,4568,2284,96,12,62,0,24,118,5062,3561,1327,69,8,52,0,5,40,NA,52780,74121,04441,35,8,4,1,1014.439758226998,1719.3462055070518
39061021571,39,061,021571,3587,1962,1432,32,5,65,0,14,77,2434,1410,907,21,4,51,0,6,35,NA,27706,27706,04736,32,9,4,1,456.1019865090662,427.9345256513398
39061021572,39,061,021572,6250,2104,3664,136,10,154,9,26,147,4604,1836,2468,87,8,124,9,9,63,NA,27706,27706,04408,32,9,4,1,862.7335849990718,809.4538028343338
39061021602,39,061,021602,3545,738,2682,24,9,10,5,15,62,2398,594,1734,20,7,9,2,8,24,NA,27104,74121,04441,35,8,4,1,480.56628609805233,814.4986568166554
39061021603,39,061,021603,3984,2902,944,27,6,37,1,5,62,2850,2154,626,17,4,28,1,1,19,NA,56280,74121,04441,35,8,4,1,571.1484217595702,968.0238415043654
39061021604,39,061,021604,3612,1866,1606,46,8,11,5,5,65,2598,1385,1118,34,6,7,4,2,42,NA,56280,16616,04441,35,8,4,1,520.646877098724,882.4301544660847
39061021701,39,061,021701,3094,2729,287,24,3,18,2,2,29,2537,2272,216,16,3,15,2,0,13,NA,52752,52752,04441,32,9,4,1,461.27272727272725,855.9469696969696
39061021702,39,061,021702,4340,2780,1387,52,10,17,1,18,75,3139,2179,870,32,8,13,1,7,29,NA,52752,52752,04441,32,9,4,1,570.7272727272726,1059.0530303030303
39061021801,39,061,021801,6992,5129,1687,40,12,14,1,24,85,5291,4076,1113,30,9,12,1,10,40,NA,56322,56322,04451,35,8,4,1,1039.5076883975091,1855.1110687507942
39061021802,39,061,021802,3552,2675,776,24,11,11,0,11,44,2578,2056,472,15,4,7,0,5,19,NA,56322,56322,04451,35,8,4,1,506.4923116024908,903.8889312492058
39061021900,39,061,0219,1445,557,857,10,2,2,0,4,13,1015,427,574,4,2,2,0,1,5,NA,15000,74121,04451,31,9,4,1,203.40899932840833,344.7523505708529
39061022000,39,061,0220,4338,4060,125,53,1,16,0,8,75,3199,3043,69,30,1,14,0,3,39,NA,32158,32158,04408,35,8,4,1,585,1441
39061022101,39,061,022101,4319,3656,545,37,1,37,0,6,37,3154,2727,369,17,1,31,0,1,8,NA,27104,74121,04408,35,8,4,1,632.070920080591,1071.2797179314975
39061022102,39,061,022102,7014,5671,1087,63,8,91,1,19,74,4985,4187,646,38,5,75,1,3,30,NA,27104,74121,04733,35,8,4,1,999.0087306917395,1693.1925789120216
39061022200,39,061,0222,4409,3580,698,27,2,43,0,9,50,3377,2801,489,22,2,38,0,2,23,NA,27104,74121,04733,35,8,4,1,676.7607790463398,1147.023337810611
39061022301,39,061,022301,5594,3625,1388,325,9,139,1,24,83,4158,3002,798,205,5,104,0,6,38,NA,74104,74104,04467,32,9,5,1,670.5262224474284,1322.616924246263
39061022302,39,061,022302,5509,4976,234,55,5,177,1,9,52,4221,3860,166,37,4,128,1,3,22,NA,71892,75973,04467,32,9,5,7,762.3550919231564,1827.8502375542243
39061022400,39,061,0224,2191,1802,310,26,3,15,0,2,33,1761,1454,256,12,1,15,0,0,23,NA,30380,30380,04467,32,9,4,1,452,741
39061022500,39,061,0225,3299,1048,2084,43,3,71,1,13,36,2561,911,1521,34,2,68,1,4,20,NA,86366,86366,04467,32,9,4,1,736,196
39061022601,39,061,022601,5921,5506,212,61,8,94,1,1,38,4214,3947,143,36,5,68,1,0,14,NA,86730,86730,04514,32,9,5,1,1043.348685284991,2002.0457292177039
39061022602,39,061,022602,2778,2065,588,44,5,19,0,11,46,1909,1425,421,21,2,14,0,4,22,NA,86730,86730,04514,32,9,5,1,472.651314715009,906.9542707822962
39061022700,39,061,0227,4113,23,4011,35,4,1,1,6,32,2705,18,2647,13,3,1,1,1,21,NA,43722,43722,04467,36,7,4,1,2049,758
39061022800,39,061,0228,3707,2590,972,57,10,17,0,3,58,2816,2013,717,35,8,9,0,1,33,NA,44366,44366,04423,32,9,4,1,667,787
39061022900,39,061,0229,899,826,34,6,2,0,0,0,31,675,630,19,4,1,0,0,0,21,NA,02428,02428,04423,36,7,5,1,117,216
39061023001,39,061,023001,4315,3351,375,193,6,310,0,4,76,3534,2861,258,139,5,238,0,1,32,NA,71892,71892,04467,32,9,5,7,522.6764124851837,1292.9608850256816
39061023002,39,061,023002,5379,5013,134,48,2,108,1,8,65,4059,3835,78,26,2,79,1,4,34,NA,71892,71892,04467,32,9,5,7,600.3235875148163,1485.0391149743184
39061023100,39,061,0231,3090,2657,223,17,0,165,0,4,24,2213,1926,148,15,0,113,0,2,9,NA,25802,25802,04467,36,7,5,1,263,887
39061023201,39,061,023201,3249,2939,204,20,5,21,0,13,47,2524,2279,169,15,4,18,0,6,33,NA,65732,65732,04469,36,7,5,1,433.4087598944591,841.7773087071239
39061023210,39,061,023210,5672,5266,73,64,7,207,1,5,49,4382,4100,50,44,3,151,1,2,31,NA,65732,65732,04469,36,7,5,1,752.4553034300792,1461.4374670184698
39061023222,39,061,023222,3281,2913,213,19,7,62,1,9,57,2569,2295,164,17,4,47,1,5,36,NA,65732,65732,04469,36,7,5,1,441.1359366754618,856.7852242744063
39061023300,39,061,0233,3746,3275,315,22,2,87,0,11,34,2845,2495,234,19,2,76,0,6,13,NA,01672,01672,04375,36,7,5,1,776,1111
39061023400,39,061,0234,3999,1359,2507,24,1,28,0,14,66,2977,1177,1725,17,1,20,0,5,32,NA,30786,30786,04375,30,9,4,1,921,656
39061023501,39,061,023501,4308,3857,75,47,4,293,1,6,25,3150,2848,54,34,3,196,1,1,13,NA,07300,07300,04486,32,9,5,7,467.24673710379113,1027.1597265382225
39061023521,39,061,023521,2358,1751,449,27,1,92,0,5,33,1765,1401,263,21,1,62,0,2,15,NA,07300,07300,04486,32,9,5,7,261.8065050756163,575.5355293142738
39061023522,39,061,023522,6208,5668,116,47,12,293,0,9,63,4739,4372,80,36,8,206,0,2,35,NA,07300,07300,04486,32,9,5,7,702.9467578205926,1545.3047441475037
39061023600,39,061,0236,4463,4251,91,41,9,22,2,8,39,3510,3370,66,24,6,19,1,2,22,NA,22008,75973,04385,36,7,5,7,633.9413344350342,1519.9607519107624
39061023701,39,061,023701,3132,2971,73,24,7,34,0,0,23,2509,2388,60,19,7,24,0,0,11,NA,21266,21266,04385,36,7,5,7,558.8202635558437,1007.6109310866278
39061023702,39,061,023702,2787,2706,32,16,5,10,0,0,18,2120,2069,21,9,3,8,0,0,10,NA,21266,21266,04385,36,7,5,7,472.1797364441564,851.3890689133723
39061023800,39,061,0238,5528,2627,2643,64,10,47,2,16,119,4457,2188,2104,46,10,41,2,8,58,NA,72522,72522,04375,36,7,4,7,1489,854
39061023901,39,061,023901,4676,4064,133,65,4,360,0,0,50,3486,3096,88,47,4,225,0,0,26,NA,51716,51716,04486,36,7,5,7,534.4283837056505,1969.2413491020586
39061023902,39,061,023902,4638,4447,46,29,0,86,0,2,28,3363,3222,37,21,0,70,0,2,11,NA,51716,51716,04486,36,7,5,7,515.5716162943495,1899.7586508979414
39061024001,39,061,024001,5587,4804,386,101,7,247,3,11,28,4396,3858,277,67,5,167,1,5,16,NA,39914,75973,04385,36,7,5,7,793.9618536115128,1903.631756524134
39061024002,39,061,024002,3137,2891,79,30,2,119,0,2,14,2396,2222,62,23,2,83,0,0,4,NA,39914,75973,04543,36,7,5,7,432.7417200302968,1037.5572540108792
39061024100,39,061,0241,6850,6534,63,50,9,128,0,12,54,5035,4837,47,33,3,87,0,1,27,NA,46312,46312,04428,36,7,5,7,760.1189647975511,2366.5270627521913
39061024200,39,061,0242,2923,2085,677,38,3,92,0,6,22,2152,1566,479,29,3,62,0,2,11,NA,46312,46312,04375,36,7,5,7,324.88103520244886,1011.4729372478084
39061024301,39,061,024301,4086,3221,299,110,3,364,0,23,66,2796,2277,159,75,3,245,0,9,28,NA,41755,76028,04486,36,7,5,7,313.5731493392586,840.6637820137995
39061024303,39,061,024303,6906,6384,180,76,8,133,5,8,112,4660,4352,121,47,8,87,4,1,40,NA,45108,76028,04427,36,7,5,7,346.0187141563537,831.2888620585571
39061024321,39,061,024321,7144,6578,132,85,8,276,1,12,52,5279,4892,108,59,3,188,1,2,26,NA,45108,76028,04427,36,7,5,7,391.9812858436463,941.7111379414429
39061024322,39,061,024322,7975,7186,160,98,3,407,1,14,106,5399,4886,110,70,2,270,1,4,56,NA,51716,76028,04486,36,7,5,7,605.5012279265583,1623.2989124079054
39061024400,39,061,0244,7837,7202,197,64,8,285,0,8,73,5506,5087,130,43,7,208,0,2,29,NA,76582,76582,04543,36,7,5,7,389,2599
39061024500,39,061,0245,2273,2232,4,18,0,13,0,0,6,1463,1439,2,11,0,8,0,0,3,NA,76428,76428,04431,36,7,5,7,228,887
39061024700,39,061,0247,1938,1868,21,4,3,21,0,0,21,1421,1382,11,4,3,14,0,0,7,NA,25942,16882,04431,36,7,5,7,1092,1327
39061024800,39,061,0248,3333,3212,33,41,4,24,1,1,17,2440,2362,22,29,3,15,1,0,8,NA,47600,47600,04431,36,7,5,7,435,1208
39061024901,39,061,024901,1206,1187,4,4,4,0,0,0,7,904,888,4,3,3,0,0,0,6,NA,55678,01980,04734,37,7,5,7,206,357
39061024902,39,061,024902,7576,7250,60,95,13,123,0,10,25,5232,5034,37,57,10,80,0,2,12,NA,77840,01980,04734,37,7,5,7,722.0244262515099,2149.7474164541673
39061025001,39,061,025001,6656,6411,55,69,6,70,1,4,40,4790,4649,33,38,3,45,1,1,20,NA,72252,01980,04734,37,7,5,7,661.0277144007515,1968.1364917460742
39061025002,39,061,025002,7479,7217,51,63,9,104,0,3,32,5349,5183,28,39,6,72,0,2,19,NA,28966,01980,04734,37,7,5,7,738.1706146825929,2197.8208965239564
39061025101,39,061,025101,3897,3727,31,31,1,73,0,4,30,2538,2424,25,22,1,52,0,2,12,NA,22674,01980,04734,37,7,5,7,350.24808750503286,1042.8247215138908
39061025102,39,061,025102,7754,7327,92,88,6,178,4,12,47,5433,5169,58,53,6,123,2,3,19,NA,13848,01980,04734,37,7,5,7,749.7627499664475,2232.335189907395
39061025103,39,061,025103,6983,6679,52,64,2,131,1,3,51,5102,4917,30,38,2,88,1,0,26,NA,27776,01980,04734,37,7,5,7,704.0842168836398,2096.332438598846
39061025104,39,061,025104,1966,1908,7,11,1,22,0,3,14,1360,1330,1,7,0,17,0,0,5,NA,27776,01980,04734,37,7,5,7,187.6821903100255,558.8028452556704
39061025200,39,061,0252,4885,4556,154,76,9,36,0,8,46,3675,3462,91,58,8,29,0,2,25,NA,57386,57386,04457,37,7,5,1,649.1706519765119,984.65706156547
39061025300,39,061,0253,3021,2809,63,79,12,8,0,2,48,2271,2128,41,57,11,8,0,0,26,NA,57386,57386,04457,37,7,5,1,401.1609661601792,608.477873963315
39061025401,39,061,025401,1650,1569,21,11,9,11,0,0,29,1358,1296,18,9,8,11,0,0,16,NA,57386,57386,04457,37,7,5,1,239.88401234941583,363.8542284641927
39061025402,39,061,025402,3707,3537,36,72,8,15,1,3,35,2917,2798,26,51,5,14,1,1,21,NA,57386,57386,04457,37,7,5,1,515.273684847751,781.5631696833949
39061025500,39,061,0255,4602,4243,167,99,8,30,2,4,49,3463,3193,136,71,6,26,1,1,29,NA,57386,57386,04457,37,7,5,1,611.7218959985471,927.8550759731219
39061025600,39,061,0256,3696,3435,61,62,21,59,1,16,41,2835,2677,47,35,13,34,1,4,24,NA,57386,57386,04457,37,7,5,1,500.7887886675949,759.5925903505055
39061025700,39,061,0257,2681,2442,145,44,15,5,2,2,26,1898,1741,110,18,9,4,2,1,13,NA,25186,25186,04471,30,9,4,1,300,525
39061025800,39,061,0258,4924,4487,315,32,9,31,1,7,42,3674,3367,225,19,7,24,1,4,27,NA,69470,69470,04471,30,9,4,1,811,1432
39061025900,39,061,0259,461,354,86,8,0,0,0,4,9,356,266,76,5,0,0,0,3,6,NA,50176,76028,04543,36,7,5,7,39.925622734183136,107.03730557829493
39061026001,39,061,026001,4140,4073,3,30,5,8,0,2,19,2862,2821,3,18,4,6,0,0,10,NA,33838,33852,04738,34,8,5,1,444.67500998535485,898.8760484622554
39061026002,39,061,026002,4867,4749,13,36,9,7,3,5,45,3633,3555,10,20,5,7,1,3,32,NA,68602,19470,04738,35,8,5,1,248,592
39061026101,39,061,026101,6464,6315,10,30,4,25,1,12,67,4649,4558,6,19,3,22,0,4,37,NA,33838,33852,04738,34,8,5,1,722.3249900146452,1460.1239515377447
39061026102,39,061,026102,3124,3048,6,24,6,8,0,3,29,2317,2266,3,17,5,7,0,1,18,NA,33838,84938,04738,34,8,5,1,277.23747048018896,614.0566780372606
39061026200,39,061,0262,2186,2133,3,23,9,2,0,0,16,1494,1458,2,14,7,2,0,0,11,NA,31262,84938,04738,34,8,5,1,178.76252951981107,395.94332196273945
39063000100,39,063,0001,4358,4023,89,173,9,18,0,4,42,3271,3063,66,99,9,15,0,1,18,NA,28014,81284,10002,86,1,7,12,695,1021
39063000200,39,063,0002,4055,3900,12,64,3,53,0,0,23,2890,2802,6,40,3,29,0,0,10,NA,27048,47698,10002,86,1,7,12,101,279
39063000300,39,063,0003,7749,7495,14,163,8,22,0,0,47,5460,5317,11,87,6,14,0,0,25,NA,45808,63268,04745,86,1,7,12,75,156
39063000400,39,063,0004,7063,6625,93,170,12,122,2,3,36,5285,5009,58,101,11,84,0,2,20,NA,27048,27048,10000,86,1,7,12,480,1199
39063000500,39,063,0005,5251,4688,94,275,9,117,1,2,65,3936,3577,61,171,6,91,1,2,27,NA,27048,27048,10000,86,1,7,12,749.5259152907395,1588.3394113424265
39063000600,39,063,0006,5386,4890,95,241,5,95,1,4,55,4216,3904,63,148,5,66,1,1,28,NA,27048,27048,10000,86,1,7,12,802.8458482890644,1701.3310361330462
39063000700,39,063,0007,5746,5439,52,84,1,136,0,4,30,4350,4169,34,43,1,87,0,4,12,NA,27048,27048,10000,86,1,7,12,157.8535083020889,368.7131762185324
39063000800,39,063,0008,4259,3898,47,229,18,25,6,8,28,3069,2862,37,125,9,19,4,1,12,NA,27048,27048,10000,86,1,7,12,584.4245513280689,1238.4689160086143
39063000900,39,063,0009,6595,5904,114,316,22,140,1,12,86,5197,4696,93,202,14,132,1,5,54,NA,27048,27048,10000,86,1,7,12,989.6560421153387,2097.205264417325
39063001000,39,063,0010,6074,5597,75,232,5,96,0,6,63,4477,4171,53,144,4,83,0,1,21,NA,27048,27048,10000,86,1,7,12,852.5476429767888,1806.6553720985883
39063001100,39,063,0011,4093,3806,44,139,15,34,0,1,54,3118,2949,32,90,7,18,0,0,22,NA,27048,27048,10000,86,1,7,12,113.14649169791109,264.2868237814676
39063001200,39,063,0012,5534,5438,12,42,8,4,0,0,30,3971,3918,6,15,6,1,0,0,25,NA,02400,46438,04742,86,1,7,12,174,345
39063001300,39,063,0013,5132,5030,15,59,4,3,0,1,20,3715,3653,11,33,4,3,0,1,10,NA,65634,78330,04743,86,1,7,12,206,516
39065983100,39,065,9831,3346,3286,10,30,2,0,0,1,17,2448,2415,7,15,2,0,0,0,9,NA,27636,37814,04751,86,1,7,12,94,142
39065983200,39,065,9832,4838,4649,59,45,12,22,0,5,46,3620,3491,52,32,8,13,0,1,23,NA,39886,63282,10025,86,1,7,12,1387,1840
39065983300,39,065,9833,3819,3735,6,13,23,12,1,0,29,2791,2739,6,6,16,6,1,0,17,NA,22946,06866,04749,86,1,7,12,114,224
39065983400,39,065,9834,6209,5920,89,40,10,77,0,2,71,5302,5071,78,28,9,67,0,2,47,NA,00198,43162,04518,86,1,7,12,656,1120
39065983500,39,065,9835,4552,4497,7,17,9,3,0,0,19,3341,3306,6,9,6,1,0,0,13,NA,01210,47712,04752,86,1,7,12,144,167
39065983600,39,065,9836,4222,4122,17,31,13,9,0,1,29,3186,3120,9,20,10,4,0,1,22,NA,39886,09848,10025,86,1,7,12,126,201
39065983700,39,065,9837,4959,4800,32,72,5,15,0,3,32,3488,3396,20,42,5,8,0,3,14,NA,53144,32837,04750,86,1,7,12,205,287
39067975600,39,067,9756,3922,3862,23,12,3,0,0,0,22,2968,2929,17,7,2,0,0,0,13,NA,39172,31766,04524,98,30,18,18,189,112
39067975700,39,067,9757,3801,3757,6,17,4,2,0,0,15,2936,2905,4,10,4,2,0,0,11,NA,70814,56084,04524,98,30,18,18,302,369
39067975800,39,067,9758,2324,2298,0,9,5,1,0,0,11,1797,1781,0,4,4,1,0,0,7,NA,28798,28308,04524,98,30,18,18,145,126
39067975900,39,067,9759,2301,2274,4,12,0,1,0,1,9,1791,1777,3,4,0,0,0,1,6,NA,00464,72361,04524,98,30,18,18,31,80
