GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
39035153106,39,035,153106,3922,3749,16,64,4,56,0,1,32,2959,2845,8,44,2,41,0,1,18,NA,26446,26446,04397,19,23,13,2,780.9855157278712,941.8148500365764
39035153107,39,035,153107,3847,3670,22,53,5,54,0,3,40,3053,2924,20,35,5,48,0,1,20,NA,26446,26446,04397,19,23,13,2,805.7954645208486,971.7339429407461
39035154100,39,035,1541,2346,2173,67,60,4,17,0,1,24,1670,1574,41,33,2,11,0,0,9,NA,29428,29428,04404,13,23,19,2,557.2628737897353,288.82657869934025
39035154200,39,035,1542,1673,1511,114,21,2,6,0,0,19,1260,1149,83,11,1,6,0,0,10,NA,29428,29428,04404,12,25,19,2,420.4498329192014,217.91705937794532
39035154300,39,035,1543,1372,69,1285,7,0,1,0,0,10,946,61,874,6,0,1,0,0,4,NA,29428,29428,04378,12,25,14,3,315.6710650329877,163.61074458058434
39035154400,39,035,1544,3242,2943,168,56,5,38,1,4,27,2356,2177,97,36,5,25,1,3,12,NA,29428,29428,04404,13,23,19,2,786.1744494901893,407.4703110273327
39035154501,39,035,154501,3874,3702,71,39,3,28,2,1,28,3016,2905,46,25,2,21,2,0,15,NA,29428,29428,04404,13,23,19,2,1006.4100762573902,521.617342130066
39035154502,39,035,154502,3090,2569,344,51,2,77,0,13,34,2468,2092,249,37,2,58,0,6,24,NA,29428,29428,04404,13,23,19,2,823.5477679718962,426.8407163053723
39035154601,39,035,154601,4730,4348,215,75,6,48,0,4,34,3681,3418,148,53,5,39,0,1,17,NA,29428,29428,04404,12,25,19,2,1228.3141547425244,636.6291234684261
39035154603,39,035,154603,3242,3101,63,26,8,22,0,0,22,2545,2446,49,17,3,17,0,0,13,NA,29428,29428,04404,13,23,19,2,849.2419244280696,440.1578699340245
39035154604,39,035,154604,4162,4018,50,32,1,46,0,1,14,3270,3174,32,20,1,33,0,0,10,NA,29428,29428,04404,13,23,19,2,1091.1674235284036,565.5466540999057
39035154700,39,035,1547,3003,143,2766,21,13,3,0,9,48,2130,121,1953,13,12,2,0,8,21,NA,29428,29428,04378,12,25,14,3,710.7604318396025,368.38360037700284
39035155101,39,035,155101,4745,4340,77,19,1,267,0,2,39,3354,3087,47,14,1,189,0,0,16,NA,35252,35252,04437,15,22,19,5,716.7296703296703,849.9824175824176
39035155102,39,035,155102,3337,3161,33,17,0,105,0,0,21,2561,2446,19,13,0,72,0,0,11,NA,35252,35252,04437,15,22,19,5,547.2703296703297,649.0175824175824
39035156101,39,035,156101,1419,1394,0,5,0,19,0,0,1,1063,1048,0,4,0,10,0,0,1,NA,37240,37240,04656,15,22,19,2,309.59825732295144,319.2547274749722
39035156102,39,035,156102,5690,5504,39,53,0,73,0,0,21,4331,4221,16,27,0,53,0,0,14,NA,37240,37240,04656,15,22,19,2,1261.4017426770486,1300.7452725250278
39035160100,39,035,1601,2117,2041,24,23,2,8,1,1,17,1543,1500,14,17,0,6,0,1,5,NA,41664,41664,04419,17,23,13,2,374.42749200813716,331.6209956855118
39035160200,39,035,1602,2416,2245,22,65,5,43,0,2,34,1910,1788,17,50,4,31,0,1,19,NA,41664,41664,04419,17,23,13,2,463.4844521941296,410.4965014642434
39035160300,39,035,1603,2152,2061,8,31,0,10,0,2,40,1615,1545,7,21,0,8,0,2,32,NA,41664,41664,04419,17,23,13,2,391.8991572217379,347.0952093532739
39035160400,39,035,1604,3718,3466,40,103,5,32,0,2,70,2830,2667,31,64,4,27,0,2,35,NA,41664,41664,04419,17,23,13,2,686.7335077012497,608.2225649967586
39035160500,39,035,1605,4236,4026,69,55,6,36,1,8,35,3485,3348,53,34,3,26,1,3,17,NA,41664,41664,04419,17,23,13,2,845.6771287416449,748.9949254465384
39035160601,39,035,160601,5185,4484,223,108,10,222,4,7,127,4935,4307,204,91,10,201,4,7,111,NA,41664,41664,04419,17,23,13,2,1197.5370531822143,1060.6283951445241
39035160602,39,035,160602,3520,2995,183,110,18,68,0,4,142,2825,2455,136,76,16,54,0,1,87,NA,41664,41664,04419,17,23,13,2,685.5201976169719,607.1479668253862
39035160700,39,035,1607,1705,1556,50,49,3,15,0,6,26,1464,1364,37,29,2,14,0,4,14,NA,41664,41664,04419,17,23,13,2,355.25719267654756,314.64234457782845
39035160800,39,035,1608,1137,1086,12,9,2,8,0,3,17,906,869,12,5,2,7,0,1,10,NA,41664,41664,04419,17,23,13,2,219.8517872711421,194.71718865267252
39035160900,39,035,1609,3925,3723,41,45,6,28,3,6,73,3036,2892,33,35,6,20,1,5,44,NA,41664,41664,04419,17,23,13,2,736.721883173496,652.4960096573
39035161000,39,035,1610,2138,1989,16,65,5,15,0,0,48,1560,1478,11,31,3,12,0,0,25,NA,41664,41664,04419,17,23,13,2,378.55274629468175,335.2746294681778
39035161100,39,035,1611,4028,3767,27,92,9,19,1,4,109,3073,2908,19,60,3,17,1,1,64,NA,41664,41664,04419,17,23,13,2,745.700377797152,660.4480361254555
39035161200,39,035,1612,3138,2917,34,38,11,54,0,1,83,2423,2263,27,30,6,44,0,0,53,NA,41664,41664,04419,17,23,13,2,587.9700668410346,520.7502738470481
39035161300,39,035,1613,3162,2954,22,76,3,39,1,0,67,2429,2295,19,46,3,29,1,0,36,NA,41664,41664,04419,17,23,13,2,589.426038942168,522.0397916526949
39035161400,39,035,1614,3861,3532,53,87,2,52,0,1,134,2896,2693,31,57,2,37,0,0,76,NA,41664,41664,04419,17,23,13,2,702.7492008137169,622.4072608588738
39035161500,39,035,1615,4391,4077,50,93,7,46,0,5,113,3442,3230,39,54,4,38,0,2,75,NA,41664,41664,04419,17,23,13,2,835.2426620168555,739.753381172736
39035161600,39,035,1616,2278,1958,92,87,1,25,2,6,107,1690,1500,61,47,1,17,2,4,58,NA,41664,41664,04419,17,23,13,2,410.09880848590524,363.2141819238593
39035161700,39,035,1617,2217,1865,72,94,13,62,0,2,109,1643,1410,54,60,8,51,0,1,59,NA,41664,41664,04419,17,23,13,2,398.69369369369366,353.11295911295906
39035161800,39,035,1618,1322,1179,50,39,11,14,0,1,28,1028,932,34,27,6,11,0,1,17,NA,41664,41664,04419,17,23,13,2,249.45655332752108,220.93738403415824
39035170101,39,035,170101,3135,2989,30,33,1,67,1,2,12,2482,2378,22,21,1,51,1,1,7,NA,45556,45556,04479,14,25,19,3,747.5390771743569,826.9955083707636
39035170102,39,035,170102,5358,5183,52,19,0,60,0,4,40,4060,3952,35,10,0,45,0,0,18,NA,45556,45556,04479,14,25,19,3,1222.807676602695,1352.7807268272766
39035170201,39,035,170201,2836,2735,48,18,0,16,0,2,17,2428,2352,37,14,0,16,0,0,9,NA,45556,45556,04479,14,25,19,3,731.2751327072275,809.0028583095141
39035170202,39,035,170202,3950,3800,66,34,0,38,0,1,11,3275,3164,50,24,0,30,0,0,7,NA,45556,45556,04479,14,25,19,3,986.3781135157207,1091.220906492446
39035171102,39,035,171102,5643,2016,3422,66,7,57,0,12,63,4059,1724,2211,39,6,41,0,5,33,NA,47306,47306,04430,12,25,14,3,1293.1142563046835,759.7829644879054
39035171103,39,035,171103,4356,1735,2393,74,3,55,0,2,94,3181,1499,1545,44,3,42,0,1,47,NA,47306,47306,04430,12,25,14,3,1013.4014410705095,595.4347400926403
39035171104,39,035,171104,5310,1517,3615,45,8,33,0,10,82,3685,1336,2252,26,5,30,0,5,31,NA,47306,47306,04430,12,25,14,3,1173.9655172413793,689.7758620689655
39035171203,39,035,171203,2954,2487,384,30,6,16,0,3,28,2291,2003,243,18,6,12,0,0,9,NA,47306,47306,04430,12,25,19,3,729.865671641791,428.84029850746265
39035171204,39,035,171204,2288,1408,797,20,1,19,1,3,39,1767,1183,528,13,1,14,1,2,25,NA,47306,47306,04430,12,25,14,3,562.9300051466804,330.7554812146166
39035171205,39,035,171205,2914,2013,637,42,1,170,0,3,48,2299,1676,431,30,1,126,0,1,34,NA,47306,47306,04430,12,25,19,3,732.4143077714874,430.337776634071
39035171206,39,035,171206,2691,2206,299,39,4,101,0,8,34,2148,1810,205,23,4,78,0,7,21,NA,47306,47306,04430,12,25,19,3,684.3088008234689,402.0728769943387
39035172101,39,035,172101,2733,2580,37,37,0,54,0,0,25,2132,2044,18,20,0,42,0,0,8,NA,48482,48482,04437,14,25,19,3,607.5138325341203,415.36382638632733
39035172102,39,035,172102,3848,3606,76,47,1,88,0,0,30,3137,2963,61,34,1,63,0,0,15,NA,48482,48482,04437,14,25,19,3,893.8887864256732,611.1615025205951
39035172103,39,035,172103,4798,4129,268,43,1,295,1,1,60,4238,3702,224,37,1,227,1,1,45,NA,48482,48482,04437,14,25,19,3,1207.6189597934342,825.6622402557482
39035172201,39,035,172201,3841,3678,40,31,0,64,0,2,26,3075,2971,23,24,0,41,0,1,15,NA,48482,48482,04437,14,25,19,3,876.2218738472889,599.0824419033568
39035172202,39,035,172202,4166,3655,151,43,3,280,0,3,31,3684,3284,130,33,3,208,0,0,26,NA,48482,48482,04437,14,25,19,3,1049.7565473994835,717.7299889339727
39035173103,39,035,173103,2795,2674,15,26,4,60,1,0,15,2339,2245,12,20,4,49,0,0,9,NA,49644,49644,04360,18,24,19,2,533.610082063306,550.4282141461508
39035173104,39,035,173104,3905,3668,59,61,5,50,4,3,55,3211,3049,43,41,5,39,2,2,30,NA,49644,49644,04360,18,24,19,2,732.5446658851113,755.632747166862
39035173105,39,035,173105,2602,2452,13,31,1,62,2,0,41,2090,1975,9,25,1,53,1,0,26,NA,49644,49644,04360,18,24,19,2,476.8042203985932,491.831965611567
39035173106,39,035,173106,3481,3098,106,58,5,168,2,1,43,2925,2634,83,45,4,128,0,1,30,NA,49644,49644,04360,18,24,19,2,667.2977725674091,688.3294255568582
39035173107,39,035,173107,2759,2695,13,21,2,10,1,1,16,2230,2185,8,15,2,9,1,1,9,NA,49644,49644,04360,18,24,19,2,508.7432590855803,524.7776475185619
39035174103,39,035,174103,3170,2980,22,55,9,57,0,2,45,2372,2261,11,37,2,38,0,0,23,NA,56882,56882,04452,16,24,13,2,545.2894504397251,632.5576251008104
39035174104,39,035,174104,2600,2453,19,45,1,45,0,4,33,1914,1818,14,28,1,28,0,2,23,NA,56882,56882,04452,16,24,13,2,440.0016897730328,510.41960136718
39035174105,39,035,174105,3207,3061,13,25,1,61,0,0,46,2371,2281,8,13,0,43,0,0,26,NA,56882,56882,04452,16,24,13,2,545.0595644994047,632.290948193095
39035174106,39,035,174106,3437,3177,34,70,0,80,0,3,73,2614,2443,24,46,0,61,0,1,39,NA,56882,56882,04452,16,24,13,2,600.921847997235,697.093436767925
39035174107,39,035,174107,3958,3784,14,37,3,72,0,0,48,3015,2900,12,28,2,50,0,0,23,NA,56882,56882,04452,16,24,13,2,693.1061100656707,804.0308767617804
39035174203,39,035,174203,3238,3057,13,47,1,88,0,0,32,2388,2277,11,22,1,60,0,0,17,NA,56882,56882,04452,16,24,13,2,548.9676254848497,636.824455624256
39035174204,39,035,174204,4066,3795,27,79,3,103,0,2,57,3058,2867,17,56,2,83,0,1,32,NA,56882,56882,04452,16,24,13,2,702.9912054994431,815.4979837935405
39035174205,39,035,174205,4441,3920,102,98,9,232,3,9,68,3644,3260,83,71,8,167,3,5,47,NA,56882,56882,04452,16,24,13,2,837.7043665271324,971.7706517147357
39035174206,39,035,174206,2423,2143,58,54,6,120,0,0,42,1884,1679,44,38,5,89,0,0,29,NA,56882,56882,04452,16,24,13,2,433.1051115634241,502.4192941357195
39035174207,39,035,174207,3573,3296,39,65,4,77,0,13,79,2779,2599,31,47,3,54,0,7,38,NA,56882,56882,04452,16,24,13,2,638.8530281500825,741.0951265409578
39035175103,39,035,175103,5546,5337,59,35,3,75,4,3,30,4459,4310,35,25,3,62,4,3,17,NA,57008,57008,04454,20,24,19,10,727.4085461417903,859.3656771457546
39035175104,39,035,175104,5625,5308,69,60,9,139,2,2,36,4553,4301,52,51,8,109,2,2,28,NA,57008,57008,04454,20,24,19,10,742.7430165022587,877.4819304876925
39035175105,39,035,175105,5233,5050,15,48,4,87,0,0,29,3692,3572,5,31,2,68,0,0,14,NA,57008,57008,04454,20,24,19,10,602.2857933069051,711.544758919517
39035175106,39,035,175106,3424,3259,4,28,4,104,0,3,22,2385,2268,4,17,3,79,0,3,11,NA,57008,57008,04454,20,24,19,10,389.07140223103164,459.6517470268277
39035175201,39,035,175201,5932,5621,37,79,5,123,0,4,63,4359,4147,34,41,3,97,0,1,36,NA,57008,57008,04454,20,24,16,10,711.0952798008666,840.0930672075228
39035175202,39,035,175202,2888,2781,16,23,8,42,0,0,18,2246,2173,13,15,5,31,0,0,9,NA,57008,57008,04454,20,24,16,10,366.3959620171476,432.86281921268557
39035176100,39,035,1761,2417,2370,11,21,2,5,2,0,6,1737,1712,5,10,0,2,2,0,6,NA,58422,58422,04657,18,24,13,2,317.48219476744185,373.97256540697674
39035176200,39,035,1762,5021,4763,80,95,1,46,0,2,34,3767,3599,61,56,1,35,0,1,14,NA,58422,58422,04657,18,24,13,2,688.5178052325582,811.0274345930233
39035177101,39,035,177101,4749,3996,352,155,10,121,1,6,108,3728,3242,224,102,8,94,1,3,54,NA,61000,61000,04463,20,24,13,2,1020.9019077662612,860.010455159982
39035177103,39,035,177103,4247,3925,100,114,8,55,1,2,42,3357,3109,81,82,5,47,1,2,30,NA,61000,61000,04463,20,24,13,2,919.3046417305093,774.4246507435782
39035177104,39,035,177104,3774,3626,15,79,1,28,0,3,22,2742,2653,10,44,1,16,0,2,16,NA,61000,61000,04463,20,24,13,2,750.8886885984678,632.5506083821541
39035177201,39,035,177201,4010,3818,10,81,5,51,0,1,44,2993,2879,9,40,2,37,0,1,25,NA,61000,61000,04463,20,24,13,2,819.6243052426018,690.4536728255971
39035177202,39,035,177202,3498,3344,26,50,13,27,0,1,37,2559,2460,16,32,8,22,0,1,20,NA,61000,61000,04463,19,23,13,2,700.7746732762506,590.3344299233889
39035177302,39,035,177302,2835,2734,5,17,1,60,0,1,17,2212,2142,2,10,1,43,0,0,14,NA,61000,61000,04463,20,24,13,2,605.7497371188223,510.2851735015772
39035177303,39,035,177303,5148,4937,16,89,8,64,0,3,31,3869,3725,9,60,7,46,0,2,20,NA,61000,61000,04463,20,24,13,2,1059.514345801412,892.537674628211
39035177304,39,035,177304,3571,3085,77,104,5,250,3,6,41,2971,2614,58,65,4,201,2,3,24,NA,61000,61000,04463,20,24,13,2,813.5996695208053,685.3785038305543
39035177403,39,035,177403,3235,3119,21,53,1,23,0,0,18,2454,2380,11,35,1,19,0,0,8,NA,61000,61000,04463,20,24,13,2,672.020730058585,566.1120324470481
39035177404,39,035,177404,2890,2812,11,34,1,15,0,0,17,2170,2117,7,25,1,9,0,0,11,NA,61000,61000,04463,20,24,13,2,594.248159831756,500.596214511041
39035177405,39,035,177405,4833,4656,34,72,3,29,0,9,30,3658,3553,20,46,2,21,0,2,14,NA,61000,61000,04463,20,24,13,2,1001.7326122878173,843.8621901757549
39035177406,39,035,177406,4312,4189,8,52,7,22,0,3,31,3201,3136,5,28,6,12,0,1,13,NA,61000,61000,04463,19,23,13,2,876.584497521406,738.4370887787292
39035177501,39,035,177501,4314,4178,9,50,5,42,1,0,29,3469,3379,5,31,3,33,1,0,17,NA,61000,61000,04463,20,24,13,2,949.9755144960192,800.2618747183416
39035177503,39,035,177503,4143,3924,49,35,1,87,0,0,47,3255,3126,7,19,1,73,0,0,29,NA,61000,61000,04463,20,24,13,2,891.3722397476341,750.8943217665616
39035177504,39,035,177504,4331,4177,17,60,11,34,0,2,30,3447,3344,13,37,5,27,0,2,19,NA,61000,61000,04463,20,24,13,2,943.9508787742226,795.1867057232988
39035177505,39,035,177505,4879,4722,5,20,2,72,0,1,57,3777,3660,4,14,2,54,0,1,42,NA,61000,61000,04463,20,24,13,2,1034.3204146011717,871.314240648941
39035177604,39,035,177604,2165,2094,9,9,2,35,0,0,16,1711,1658,7,3,2,27,0,0,14,NA,61000,61000,04463,20,24,13,2,468.55235090881774,394.70973411446596
39035177605,39,035,177605,3015,2946,4,29,7,12,0,1,16,2428,2385,2,17,5,8,0,1,10,NA,61000,61000,04463,20,24,13,2,664.9007060237344,560.1141054529068
39035177606,39,035,177606,3877,3709,26,39,7,52,0,3,41,3236,3111,21,28,5,42,0,0,29,NA,61000,61000,04463,20,24,13,2,886.1691452606279,746.5112212708427
39035177607,39,035,177607,4028,3786,40,49,3,96,5,2,47,3103,2923,30,38,3,73,3,2,31,NA,61000,61000,04463,20,24,13,2,849.7474838515848,715.8295178008112
39035177608,39,035,177608,5766,5343,64,117,6,145,2,6,83,4609,4313,50,73,6,112,2,4,49,NA,61000,61000,04463,20,24,13,2,1262.1611837163887,1063.247904461469
39035177609,39,035,177609,2035,1982,3,15,3,26,0,0,6,1621,1584,3,10,1,20,0,0,3,NA,61000,61000,04463,20,24,13,2,443.90611386510443,373.9476791347454
39035178101,39,035,178101,3014,2850,36,36,4,54,0,0,34,2502,2387,22,25,4,41,0,0,23,NA,61028,61028,04463,18,24,19,2,624.8930997089208,586.4798812853147
39035178102,39,035,178102,4476,4073,77,92,9,191,0,2,32,3544,3252,55,68,6,143,0,2,18,NA,61028,61028,04463,18,24,19,2,885.1403458706695,830.7292962730438
39035178201,39,035,178201,3698,3557,13,61,5,27,0,2,33,3001,2912,12,39,3,22,0,1,12,NA,61028,61028,04463,18,24,19,2,749.5220592431939,703.4476913418184
39035178204,39,035,178204,5014,4520,95,122,8,183,1,2,83,4093,3753,63,82,6,145,1,1,42,NA,61028,61028,04463,18,24,19,2,1022.2571771017635,959.4173277780949
39035178205,39,035,178205,2346,2277,7,17,0,27,0,0,18,1904,1852,5,14,0,21,0,0,12,NA,61028,61028,04463,18,24,19,2,475.53815421494204,446.3060327606872
39035178206,39,035,178206,3111,3023,15,23,2,23,2,2,21,2477,2419,12,13,2,16,2,1,12,NA,61028,61028,04463,18,24,19,2,618.6491638605103,580.619770561041
39035179101,39,035,179101,3149,2742,208,31,0,137,0,7,24,2486,2162,171,24,0,109,0,5,15,NA,61686,61686,10016,15,22,19,3,582.976159514521,907.3307325530992
39035179102,39,035,179102,2891,2639,85,39,3,114,0,0,11,2128,1963,39,29,2,89,0,0,6,NA,61686,61686,10016,15,22,19,3,499.023840485479,776.6692674469008
39035180102,39,035,180102,3949,2882,723,58,3,230,0,12,41,3160,2398,520,39,3,172,0,7,21,NA,66894,66894,04659,14,25,19,3,695.3079112122937,731.9977233921456
39035180103,39,035,180103,3445,2819,473,30,0,72,4,6,41,2701,2250,352,18,0,55,2,3,21,NA,66894,66894,04659,14,25,19,3,594.3122367672169,625.6727376209448
39035180104,39,035,180104,3550,1771,1386,85,3,211,0,3,91,2924,1587,1025,65,3,185,0,2,57,NA,66894,66894,04659,14,25,19,3,643.3798520204895,677.3295389869096
39035181100,39,035,1811,6716,6525,28,67,0,53,0,7,36,5080,4955,21,40,0,42,0,3,19,NA,68056,68056,04470,16,24,13,2,1036.9497315763786,1788.7847730600292
39035181201,39,035,181201,5717,5435,30,47,10,127,1,3,64,4756,4542,26,36,5,99,1,3,44,NA,68056,68056,04470,16,24,13,2,970.8135675939483,1674.696925329429
39035181203,39,035,181203,3232,3125,5,46,0,18,0,3,35,2468,2404,4,26,0,14,0,1,19,NA,68056,68056,04470,16,24,13,2,503.7779404587603,869.0395314787701
39035181204,39,035,181204,5070,4806,17,88,1,75,3,6,74,4088,3913,12,59,1,57,3,2,41,NA,68056,68056,04470,16,24,13,2,834.4587603709126,1439.4787701317716
39035182103,39,035,182103,2595,2481,3,21,1,77,0,0,12,2199,2117,3,15,1,56,0,0,7,NA,71416,71416,04463,20,24,13,2,654.3159651962768,666.1074463779846
39035182104,39,035,182104,2791,2725,3,17,0,40,0,0,6,2291,2238,2,13,0,35,0,0,3,NA,71416,71416,04463,20,24,13,2,681.690712262242,693.975515985431
39035182105,39,035,182105,3457,3321,5,30,0,82,0,1,18,2855,2755,2,16,0,70,0,1,11,NA,71416,71416,04463,20,24,13,2,849.5098138405504,864.8188992310805
39035182106,39,035,182106,3237,3141,7,24,2,57,0,0,6,2539,2463,3,14,2,52,0,0,5,NA,71416,71416,04463,20,24,13,2,755.4835087009308,769.0981384055037
39035183100,39,035,1831,3039,1901,731,42,0,301,0,5,59,2358,1474,577,36,0,227,0,2,42,NA,71682,71682,04475,11,25,14,3,976.107714987715,591.4118918918919
39035183200,39,035,1832,2546,2307,143,21,1,36,0,12,26,1758,1608,100,9,1,25,0,6,9,NA,71682,71682,04475,11,25,14,3,727.7342506142506,440.92540540540546
39035183300,39,035,1833,4432,3809,401,41,2,105,0,7,67,3121,2688,281,28,2,80,0,5,37,NA,71682,71682,04475,11,25,14,3,1291.9559705159704,782.7805405405405
39035183401,39,035,183401,2264,1553,539,41,2,52,0,10,67,1603,1099,404,23,2,35,0,8,32,NA,71682,71682,04475,11,25,14,3,663.5711056511057,402.04972972972973
39035183402,39,035,183402,1794,281,1389,19,2,25,0,2,76,1348,255,1007,11,2,21,0,1,51,NA,71682,71682,04475,11,25,14,3,424.94836883727976,133.2040787803259
39035183501,39,035,183501,2772,1936,614,34,3,127,0,3,55,2395,1713,525,21,2,97,0,3,34,NA,71682,71682,04475,11,25,14,3,991.4240786240786,600.6918918918918
39035183502,39,035,183502,3866,2677,946,47,1,106,3,10,76,2793,1930,718,30,1,74,1,4,35,NA,71682,71682,04475,11,25,14,3,1156.1784766584767,700.5145945945947
39035183603,39,035,183603,1758,43,1672,10,0,7,0,8,18,1224,39,1158,5,0,5,0,5,12,NA,71682,71682,04475,11,25,14,3,506.6818673218673,306.9924324324324
39035183604,39,035,183604,2734,681,1924,25,7,15,1,10,71,1941,517,1350,15,5,12,0,7,35,NA,71682,71682,04475,11,25,14,3,803.4881572481572,486.82378378378377
39035183605,39,035,183605,2653,1483,953,36,1,115,0,6,59,1991,1128,719,24,1,76,0,6,37,NA,71682,71682,04475,11,25,14,3,824.185945945946,499.36432432432434
39035183606,39,035,183606,1547,763,673,23,0,37,0,6,45,1166,609,488,14,0,29,0,2,24,NA,71682,71682,04475,11,25,14,3,482.6724324324324,292.4454054054054
39035184103,39,035,184103,4355,3884,286,25,2,129,0,0,29,2943,2618,205,11,2,93,0,0,14,NA,72928,72928,04660,15,22,19,5,589.0275356576863,796.9653328050713
39035184104,39,035,184104,1468,1270,132,19,0,40,0,0,7,1099,964,97,9,0,25,0,0,4,NA,72928,72928,04660,15,22,19,5,219.95965398837825,297.60954833597464
39035184105,39,035,184105,4974,4150,380,40,3,341,0,6,54,3309,2787,260,18,1,219,0,2,22,NA,72928,72928,04660,15,22,19,5,662.280705229794,896.0782488114105
39035184106,39,035,184106,2288,2084,65,17,0,103,0,2,17,1761,1616,47,8,0,83,0,0,7,NA,72928,72928,04660,15,22,19,5,352.455824088748,476.87935816164816
39035184107,39,035,184107,3073,2729,165,12,2,136,0,2,27,2223,1967,127,9,2,100,0,2,16,NA,72928,72928,04660,15,22,19,5,444.92293977812994,601.9891045958796
39035184108,39,035,184108,5644,4929,291,40,1,318,2,5,58,3809,3356,197,23,1,210,2,2,18,NA,72928,72928,04660,15,22,19,5,762.3533412572635,1031.4784072900156
39035185101,39,035,185101,3072,1241,1709,21,0,53,0,6,42,2179,999,1103,10,0,42,0,2,23,NA,73264,73264,04479,14,25,14,3,734.7316782860058,520.8208921385252
39035185102,39,035,185102,2736,2233,399,15,1,36,1,15,36,2095,1776,267,3,1,29,1,4,14,NA,73264,73264,04479,14,25,14,3,706.4079238224792,500.74335430482347
39035185103,39,035,185103,2528,2175,261,29,7,16,1,7,32,1903,1690,161,17,4,11,1,0,19,NA,73264,73264,04479,14,25,14,3,641.6679136201326,454.8518392563623
39035185104,39,035,185104,3966,3461,345,37,5,84,0,3,31,2976,2635,238,18,4,61,0,2,18,NA,73264,73264,04479,14,25,14,3,1003.4701581363714,711.3184832511478
39035185201,39,035,185201,1724,669,971,25,1,17,0,4,37,1368,620,685,21,1,15,0,3,23,NA,73264,73264,04379,14,25,14,3,461.2725726917191,326.9770447202857
39035185202,39,035,185202,5286,4080,957,68,9,82,0,13,77,3920,3156,616,36,5,60,0,8,39,NA,73264,73264,04479,14,25,14,3,1321.7752082979084,936.9517655727484
39035185203,39,035,185203,4225,3710,363,46,1,64,1,8,32,3202,2836,269,26,1,52,0,5,13,NA,73264,73264,04479,14,25,14,3,1079.6745451453835,765.3366207561073
39035186103,39,035,186103,3517,3351,20,36,0,77,2,3,28,2766,2667,11,20,0,56,2,2,8,NA,75098,75098,04484,18,24,13,10,442.2348901948655,609.9231054747912
39035186104,39,035,186104,2786,2612,25,35,2,87,0,0,25,2095,1969,17,19,0,69,0,0,21,NA,75098,75098,04484,18,24,19,10,334.95375811939374,461.96272811630064
39035186105,39,035,186105,3771,3626,18,46,3,51,0,3,24,2960,2855,15,32,2,38,0,0,18,NA,75098,75098,04484,18,24,13,2,473.2520878441077,652.701515620167
39035186106,39,035,186106,4265,3845,117,55,4,177,0,0,67,3693,3372,89,40,3,145,0,0,44,NA,75098,75098,04484,18,24,19,2,590.4459325703681,814.3333436436747
39035186107,39,035,186107,6103,5809,32,64,3,163,0,0,32,4334,4159,17,33,3,101,0,0,21,NA,75098,75098,04484,18,24,19,2,692.9305907825549,955.6785029384472
39035186201,39,035,186201,5737,5290,89,79,1,223,2,0,53,4253,3943,69,49,1,164,2,0,25,NA,75098,75098,04484,18,24,13,10,679.9801113516858,937.8174141664089
39035186202,39,035,186202,5108,4637,75,89,1,231,0,5,70,3511,3207,51,52,1,160,0,1,39,NA,75098,75098,04484,18,24,13,10,561.3473244664399,774.201020723786
39035186203,39,035,186203,3997,3795,46,50,0,81,0,0,25,2772,2640,29,34,0,58,0,0,11,NA,75098,75098,04484,18,24,13,10,443.19418496752246,611.2461490875348
39035186205,39,035,186205,5422,5051,57,51,1,206,0,0,56,3871,3626,44,32,1,139,0,0,29,NA,75098,75098,04484,18,24,13,10,618.9050108258583,853.5836374884009
39035186206,39,035,186206,3152,2913,54,52,0,107,0,4,22,2075,1911,38,39,0,76,0,1,10,NA,75098,75098,04484,18,24,13,10,331.75610887720387,457.55258274048873
39035187103,39,035,187103,3139,1425,1538,51,6,42,0,5,72,2325,1159,1060,31,5,32,0,3,35,NA,78932,78932,04379,11,25,14,3,835.7219346778511,402.71506335891485
39035187104,39,035,187104,3557,2635,723,56,3,74,1,15,50,2766,2087,550,36,2,56,1,10,24,NA,78932,78932,04379,11,25,14,3,994.239514545779,479.1010173121542
39035187105,39,035,187105,4064,3569,311,63,5,57,5,12,42,3576,3186,239,52,5,54,5,8,27,NA,78932,78932,04379,11,25,14,3,1285.3942530787078,619.401749063002
39035187106,39,035,187106,3386,2903,329,51,0,66,0,2,35,2539,2210,236,28,0,50,0,2,13,NA,78932,78932,04379,11,25,14,3,912.644297697662,439.782170265929
39035188103,39,035,188103,3909,119,3679,17,8,5,1,16,64,2916,106,2738,7,6,5,1,12,41,NA,80990,80990,04500,11,25,14,3,1197.666276873257,176.7908608437528
39035188104,39,035,188104,2193,166,1936,22,6,17,1,4,41,1765,160,1537,17,3,16,1,1,30,NA,80990,80990,04500,11,25,14,3,724.9248898084015,107.00818566159934
39035188105,39,035,188105,3530,205,3211,31,3,30,4,4,42,2725,189,2452,19,2,26,1,2,34,NA,80990,80990,04500,11,25,14,3,1119.2183142934246,165.21093820275254
39035188106,39,035,188106,2798,107,2623,18,3,3,0,0,44,1962,101,1822,6,2,3,0,0,28,NA,80990,80990,04500,11,25,14,3,805.8371862912657,118.95187550598183
