GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
34001010301,NJ,001,10301,1812,127,39,1594,6,7,0,3,36,1288,88,33,1131,5,6,0,2,23,NA,02080,02080,NA,NA,00960,2,2,2,12,210.07930466057246,193.94311404166044
34001010302,NJ,001,10302,1196,277,226,427,5,204,1,0,56,971,210,203,336,5,169,1,0,47,NA,02080,02080,NA,NA,00960,2,2,2,12,158.37500374644088,146.2102202907238
34001010303,NJ,001,10303,990,59,80,808,2,9,0,1,31,828,54,80,662,2,9,0,1,20,NA,02080,02080,NA,NA,00960,2,2,2,12,135.05098156751086,124.67771616963884
34001010304,NJ,001,10304,1723,134,25,1526,9,7,0,2,20,1179,91,20,1047,7,4,0,2,8,NA,02080,02080,NA,NA,00960,2,2,2,12,192.30085418852093,177.53022628502924
34001010401,NJ,001,10401,1905,999,340,213,1,274,1,1,76,1478,713,306,160,1,235,1,1,61,NA,02080,02080,NA,NA,00960,2,2,2,12,241.06926419901095,222.55273490184325
34001010402,NJ,001,10402,1047,63,18,940,3,2,0,0,21,671,35,10,605,3,2,0,0,16,NA,02080,02080,NA,NA,00960,2,2,2,12,109.44348868574855,101.03713472201409
34001010403,NJ,001,10403,1059,87,148,818,1,0,0,0,5,827,60,130,632,1,0,0,0,4,NA,02080,02080,NA,NA,00960,2,2,2,12,134.88787651730857,124.52713921774314
34001010404,NJ,001,10404,1312,114,136,995,5,12,1,3,46,958,67,132,721,3,7,1,3,24,NA,02080,02080,NA,NA,00960,2,2,2,12,156.25463809381088,144.25271991607974
34001010501,NJ,001,10501,1621,799,256,143,2,356,0,6,59,1216,554,235,113,0,268,0,2,44,NA,02080,02080,NA,NA,00960,2,2,2,12,198.3357410460063,183.10157350517008
34001010502,NJ,001,10502,2515,1032,520,251,5,608,0,6,93,1975,721,490,185,5,489,0,6,79,NA,02080,02080,NA,NA,00960,2,2,2,12,322.1324741495579,297.3894799940057
34001010503,NJ,001,10503,1578,759,348,152,5,286,0,0,28,1144,502,315,97,4,205,0,0,21,NA,02080,02080,NA,NA,00960,2,2,2,12,186.59217743144012,172.26003296867975
34001010504,NJ,001,10504,2517,888,791,93,1,648,1,3,92,2006,603,741,71,1,514,1,3,72,NA,02080,02080,NA,NA,00960,2,2,2,12,327.18873070582947,302.05736550277237
34001010601,NJ,001,10601,1665,619,523,65,8,396,0,6,48,1327,442,495,42,5,308,0,3,32,NA,02080,02080,NA,NA,00960,2,2,2,12,216.44040161846246,199.8156151655927
34001010602,NJ,001,10602,977,226,350,334,4,41,0,0,22,652,137,306,164,2,29,0,0,14,NA,02080,02080,16680,NA,00960,2,2,2,12,106.3444927319047,98.17617263599581
34001010603,NJ,001,10603,2862,1086,954,64,5,653,0,5,95,2257,761,865,50,2,508,0,4,67,NA,02080,02080,NA,NA,00960,2,2,2,12,368.1280983066087,339.8521804285929
34001010604,NJ,001,10604,889,119,705,19,0,34,0,2,10,773,87,636,13,0,28,0,2,7,NA,02080,02080,16680,NA,00960,2,2,2,12,126.08020380638393,116.3959838153754
34001010605,NJ,001,10605,1295,485,612,97,3,82,0,2,14,972,308,526,62,3,62,0,2,9,NA,02080,02080,00660,06060,00960,2,2,2,12,158.5381087966432,146.36079724261953
34001015101,NJ,001,15101,3288,107,3068,24,2,69,2,1,15,2481,59,2348,17,2,46,2,0,7,NA,07810,07810,02340,06060,NA,2,2,2,12,222.6506567732879,652.030582572947
34001015201,NJ,001,15201,2753,177,2429,49,2,63,2,1,30,2283,117,2060,39,2,44,1,1,19,NA,07810,07810,02340,06060,99998,2,2,2,12,204.88168053745113,599.9942845683345
34001015301,NJ,001,15301,2948,343,2411,85,8,59,0,5,37,2428,214,2079,61,7,42,0,2,23,NA,07810,07810,02340,06060,99998,2,2,2,12,217.8943146495538,638.1016745212073
34001015401,NJ,001,15401,3605,558,2106,274,4,526,2,17,118,2781,350,1815,172,1,365,2,10,66,NA,07810,07810,02340,06060,99998,2,2,2,12,249.5733480397072,730.8734583375112
34001020001,NJ,001,20001,684,84,552,31,3,1,0,0,13,525,51,439,23,3,1,0,0,8,NA,08680,08680,05430,15450,02400,1,1,2,12,111.90020862308762,192.58518776077884
34001020002,NJ,001,20002,1001,293,620,58,0,1,0,1,28,749,212,477,37,0,1,0,1,21,NA,08680,08680,NA,NA,02400,1,1,2,12,159.644297635605,274.7548678720445
34001020003,NJ,001,20003,998,205,732,44,0,5,0,3,9,749,124,583,29,0,5,0,3,5,NA,08680,08680,05430,15450,02400,1,1,2,12,159.644297635605,274.7548678720445
34001020004,NJ,001,20004,1190,334,668,141,5,10,1,1,30,853,215,505,104,3,6,1,1,18,NA,08680,08680,NA,NA,02400,1,1,2,12,181.81119610570235,312.9050764951321
34001025001,NJ,001,25001,1465,105,1085,253,1,1,1,0,19,1089,69,839,167,1,1,1,0,11,NA,08680,08710,06510,06060,02400,1,1,2,12,182.66720257234726,287.3263665594855
34001025002,NJ,001,25002,1736,132,1550,37,1,1,0,0,15,1433,90,1302,26,1,1,0,0,13,NA,76070,08710,NA,NA,02400,1,1,2,12,240.36923901393354,378.08878170775273
34001025003,NJ,001,25003,1627,272,567,731,4,6,0,12,35,1150,178,431,509,4,4,0,7,17,NA,23940,08710,06510,06060,02400,1,1,2,12,192.89924973204717,303.420864594498
34001025004,NJ,001,25004,1781,150,1507,88,5,5,0,0,26,1289,105,1106,61,3,5,0,0,9,NA,14230,08710,05280,NA,02400,1,1,2,12,216.21489817792067,340.09521257591996
34001025005,NJ,001,25005,827,30,748,28,2,4,0,0,15,637,23,572,26,2,2,0,0,12,NA,76070,08710,09780,06060,02400,1,1,2,12,106.84941050375134,168.0687745623437
34001030101,NJ,001,30101,468,14,429,13,4,6,0,0,2,328,7,306,10,1,2,0,0,2,NA,15160,15160,04860,NA,03510,2,2,2,12,41,96
34001040001,NJ,001,40001,1091,36,1026,4,1,14,2,0,8,842,20,798,3,1,12,2,0,6,NA,68430,20290,15030,09360,04560,2,2,2,12,64.74151726498653,137.15690385520517
34001040002,NJ,001,40002,2749,128,2441,120,7,33,0,2,18,1889,74,1698,79,7,24,0,2,5,NA,15160,20290,04860,NA,04560,2,2,2,12,145.24551794959564,307.70711565615505
34001040003,NJ,001,40003,2425,115,2159,99,7,25,0,2,18,1718,62,1559,66,4,15,0,0,12,NA,21870,20290,04860,NA,04560,2,2,2,12,132.09730007273973,279.8522100038509
34001040004,NJ,001,40004,2257,40,2109,67,7,13,0,0,21,1578,25,1487,42,4,9,0,0,11,NA,21870,20290,06510,06060,04560,2,2,2,12,121.33267724958282,257.0470240896838
34001040005,NJ,001,40005,2224,65,2056,29,0,51,0,0,23,1632,40,1514,24,0,37,0,0,17,NA,40530,20290,08670,09360,04560,2,2,2,12,125.48474605280047,265.84331008514823
34001040006,NJ,001,40006,1291,15,1210,37,0,22,0,0,7,956,12,903,22,0,14,0,0,5,NA,NA,20290,NA,NA,04560,2,2,2,12,73.50699584955714,155.72684095674126
34001040007,NJ,001,40007,1718,56,1529,57,5,52,1,1,17,1246,36,1124,37,3,36,1,0,9,NA,NA,20290,NA,NA,04560,2,2,2,12,95.80514312609645,202.96615463608748
34001040008,NJ,001,40008,2498,235,1668,412,5,134,0,0,44,1986,165,1417,278,5,98,0,0,23,NA,59640,20290,11790,09360,04560,2,2,2,12,152.70386376278293,323.5078516109709
34001040009,NJ,001,40009,1979,111,1539,183,1,115,0,2,28,1389,75,1101,119,1,80,0,2,11,NA,NA,20290,NA,NA,04560,2,2,2,12,106.80043643832099,226.26002310555816
34001040010,NJ,001,40010,2833,338,1853,340,8,251,0,1,42,1985,195,1356,233,4,173,0,1,23,NA,NA,20290,06510,06060,04560,2,2,2,12,152.6269735997604,323.34495742586967
34001040011,NJ,001,40011,1699,51,1103,133,2,368,0,0,42,1153,30,753,88,2,261,0,0,19,NA,NA,20290,06510,06060,04560,2,2,2,12,88.65435796499936,187.81699542167644
34001040012,NJ,001,40012,1954,143,1309,412,0,71,0,0,19,1377,78,960,284,0,47,0,0,8,NA,NA,20290,06510,06060,04560,2,2,2,12,105.8777544820504,224.30529288434386
34001040013,NJ,001,40013,475,56,298,52,0,55,0,8,6,373,33,249,38,0,41,0,8,4,NA,59640,20290,NA,NA,04560,2,2,2,12,60.838183725460816,56.16520305709576
34001040014,NJ,001,40014,798,101,219,423,5,40,0,0,10,578,70,170,300,2,31,0,0,5,NA,59640,20290,00660,06060,04560,2,2,2,12,44.442514227033506,94.15283898849
34001040015,NJ,001,40015,2413,294,1664,338,2,69,2,1,43,1769,169,1279,236,2,54,1,1,27,NA,NA,20290,NA,NA,04560,2,2,2,12,136.01869838688972,288.15981344401183
34001040016,NJ,001,40016,2322,292,1329,394,5,225,4,9,64,1671,184,1026,251,5,163,2,8,32,NA,60030,20290,06510,06060,04560,2,2,2,12,128.4834624106799,272.1961833040948
34001042101,NJ,001,42101,1113,535,346,182,2,9,0,4,35,741,328,268,114,2,8,0,2,19,NA,20350,20350,04530,06060,NA,9,9,2,12,126.79484820607176,222.23183072677094
34001042102,NJ,001,42102,627,167,400,43,1,2,0,0,14,439,110,295,28,0,0,0,0,6,NA,20350,20350,04530,06060,NA,9,9,2,12,75.11867525298987,131.65961361545538
34001042103,NJ,001,42103,733,106,538,70,0,4,1,0,14,567,71,428,51,0,4,1,0,12,NA,20350,20350,04530,06060,NA,9,9,2,12,97.02115915363386,170.04783808647653
34001042201,NJ,001,42201,861,153,566,118,0,15,0,0,9,620,93,441,71,0,8,0,0,7,NA,20350,20350,04530,06060,NA,9,9,2,12,106.09015639374425,185.94296228150873
34001042202,NJ,001,42202,641,77,481,45,0,25,2,0,11,495,53,383,34,0,17,2,0,6,NA,20350,20350,04530,06060,NA,9,9,2,12,84.70101195952161,148.45446182152713
34001042203,NJ,001,42203,570,78,359,110,3,1,0,3,16,399,37,276,71,3,1,0,1,10,NA,20350,20350,04530,06060,NA,9,9,2,12,68.27414903403863,119.66329346826127
34001045001,NJ,001,45001,1585,15,1482,56,7,5,0,0,20,1107,5,1047,30,6,4,0,0,15,NA,21870,21870,04860,06060,03510,2,2,2,12,105,263
34001050001,NJ,001,50001,1972,68,1776,86,3,16,3,2,18,1481,42,1342,67,3,12,2,2,11,NA,23940,23940,05280,06060,02400,8,8,2,12,178,388
34001055001,NJ,001,55001,1599,62,1404,25,0,80,0,0,28,1154,40,1031,21,0,53,0,0,9,NA,02080,25560,05730,06060,99998,2,2,2,12,188.22322793346322,173.76580248763676
34001055002,NJ,001,55002,2191,63,2025,56,1,25,0,0,21,1623,39,1516,38,1,19,0,0,10,NA,60600,25560,05730,06060,NA,2,2,2,12,119.77124539626246,244.26544809712183
34001055003,NJ,001,55003,3106,109,2602,178,2,162,6,10,37,2198,64,1879,125,2,110,1,4,13,NA,00100,25560,05730,06060,00960,2,2,2,12,162.2040649297504,330.80434683763013
34001055004,NJ,001,55004,1571,111,1171,236,1,32,0,0,20,1209,75,936,165,1,23,0,0,9,NA,20350,25560,05730,06060,NA,2,2,2,12,89.21961533215114,181.9574410039558
34001055005,NJ,001,55005,4091,312,2886,326,7,486,2,7,65,2848,196,2066,207,4,332,2,5,36,NA,60030,25560,05730,06060,04560,2,2,2,12,210.17160005456284,428.63092802255267
34001055006,NJ,001,55006,4018,162,2870,286,9,598,4,2,87,2771,99,2026,182,2,419,4,0,39,NA,00100,25560,05730,06060,04560,2,2,2,12,204.48929204746966,417.04224071295414
34001055007,NJ,001,55007,2805,134,2304,244,11,88,0,0,24,2560,126,2091,236,10,75,0,0,22,NA,60030,25560,05730,06060,NA,2,2,2,12,188.9182921838767,385.2862274360024
34001055008,NJ,001,55008,2369,71,2073,80,4,89,1,1,50,1713,50,1510,58,4,66,1,0,24,NA,60600,25560,05730,06060,NA,2,2,2,12,126.41290410585187,257.8106670304188
34001055009,NJ,001,55009,2443,91,2096,130,2,78,0,7,39,2005,61,1751,107,2,58,0,3,23,NA,60600,25560,05730,06060,NA,2,2,2,12,147.96139680807528,301.75737734733775
34001055010,NJ,001,55010,4106,559,2058,945,7,430,0,11,96,2960,339,1639,619,7,299,0,7,50,NA,NA,25560,05730,06060,NA,2,2,2,12,218.43677533760743,445.48720047287776
34001055011,NJ,001,55011,2910,250,1699,453,12,417,0,5,74,2106,157,1326,298,8,277,0,2,38,NA,60600,25560,05730,06060,NA,2,2,2,12,155.4148138043923,316.9581230391488
34001060001,NJ,001,60001,1641,59,1329,139,1,79,1,0,33,1131,41,930,90,1,50,1,0,18,NA,44820,29280,06510,06060,NA,2,2,2,12,95.80128462464873,187.51625853071056
34001060002,NJ,001,60002,2480,130,2120,131,12,40,0,5,42,1723,85,1495,83,6,28,0,2,24,NA,44820,29280,06510,06060,NA,2,2,2,12,145.94660778803691,285.6680048173424
34001060003,NJ,001,60003,1271,73,742,406,6,25,0,2,17,896,39,526,295,5,20,0,2,9,NA,NA,29280,06510,06060,02400,2,2,2,12,75.89562424729024,148.55399437976715
34001060004,NJ,001,60004,3813,357,2199,921,5,248,3,4,76,2863,227,1764,636,5,193,1,2,35,NA,NA,29280,06510,06060,04560,2,2,2,12,242.5102368526696,474.67643516659973
34001060005,NJ,001,60005,2245,209,1517,414,4,61,0,0,40,1490,112,1082,228,4,43,0,0,21,NA,NA,29280,06510,06060,NA,2,2,2,12,126.21035728623042,247.03733440385386
34001060006,NJ,001,60006,1684,118,1315,198,0,14,2,7,30,1211,73,960,149,0,10,1,1,17,NA,21435,29280,06510,06060,02400,2,2,2,12,102.57767964672823,200.78000802890406
34001060007,NJ,001,60007,2754,230,2127,241,12,99,0,2,43,2036,143,1606,179,12,73,0,0,23,NA,21870,29280,06510,06060,04560,2,2,2,12,172.45925331192294,337.56242472902454
34001060008,NJ,001,60008,4611,445,2603,1387,4,100,4,6,62,3596,322,2075,1077,4,76,4,4,34,NA,44820,29280,06510,06060,NA,2,2,2,12,304.5989562424729,596.2055399437977
34001065001,NJ,001,65001,1838,203,1582,23,0,19,0,0,11,1400,144,1217,17,0,13,0,0,9,NA,29430,29430,05280,06060,06570,8,8,2,12,192.94964028776977,467.62589928057554
34001065002,NJ,001,65002,1540,198,1292,20,0,14,1,4,11,1148,133,984,12,0,10,1,1,7,NA,29430,29430,18060,09060,06570,8,8,2,12,158.21870503597123,383.45323741007195
34001065003,NJ,001,65003,920,321,578,15,0,4,0,0,2,693,230,445,12,0,4,0,0,2,NA,29430,29430,NA,NA,06570,8,8,2,12,95.51007194244605,231.4748201438849
34001065004,NJ,001,65004,916,311,570,8,0,12,1,4,10,697,221,453,8,0,6,1,2,6,NA,29430,29430,NA,NA,06570,8,8,2,12,96.06135662898254,232.8108941418294
34001065005,NJ,001,65005,2112,158,1877,18,3,35,0,2,19,1683,109,1513,13,3,27,0,2,16,NA,29430,29430,11070,06060,06570,8,8,2,12,231.9530318602261,562.1531346351491
34001065006,NJ,001,65006,1049,200,822,20,0,2,1,0,4,797,144,638,11,0,2,0,0,2,NA,29430,29430,18060,09060,06570,8,8,2,12,109.84347379239466,266.21274409044196
34001065007,NJ,001,65007,1254,89,1140,7,0,12,0,1,5,960,60,879,6,0,9,0,1,5,NA,29430,29430,NA,NA,06570,8,8,2,12,132.30832476875642,320.65775950668035
34001065008,NJ,001,65008,1925,246,1582,53,0,27,0,1,16,1543,169,1298,44,0,20,0,1,11,NA,29430,29430,17250,09060,06570,8,8,2,12,212.65806783144913,515.3905447070915
34001065009,NJ,001,65009,1050,150,849,23,2,18,0,0,8,809,107,670,16,0,12,0,0,4,NA,29430,29430,11070,06060,06570,8,8,2,12,111.4973278520041,270.2209660842754
34001070101,NJ,001,70101,2271,36,2126,44,0,45,0,0,20,1751,23,1660,33,0,25,0,0,10,NA,40530,40530,08670,09360,04560,2,2,2,12,202.2039312039312,629.7775467775467
34001070102,NJ,001,70102,1321,27,1248,10,2,23,0,0,11,978,18,929,4,1,18,0,0,8,NA,40530,40530,08670,09360,04560,2,2,2,12,112.93857493857494,351.75467775467774
34001070201,NJ,001,70201,1436,31,1325,12,5,41,0,0,22,1058,14,992,7,4,28,0,0,13,NA,40530,40530,08670,09360,04560,2,2,2,12,122.17690417690417,380.5280665280665
34001070202,NJ,001,70202,1107,10,1060,6,1,28,0,0,2,794,9,758,2,1,22,0,0,2,NA,40530,40530,08670,09360,04560,2,2,2,12,91.69041769041769,285.57588357588355
34001070203,NJ,001,70203,1037,26,976,0,0,32,0,0,3,710,15,672,0,0,21,0,0,2,NA,40530,40530,08670,09360,04560,2,2,2,12,81.990171990172,255.36382536382538
34001075001,NJ,001,75001,1054,5,1034,1,0,12,0,0,2,934,3,921,1,0,7,0,0,2,NA,41370,41370,09690,NA,08671,2,2,2,12,172,551
34001080001,NJ,001,80001,586,6,573,2,0,0,0,1,4,510,5,500,2,0,0,0,1,2,NA,43890,43890,09690,NA,99998,2,2,2,12,104.35328046142753,187.74765681326602
34001080002,NJ,001,80002,588,24,556,1,0,6,0,0,1,532,16,511,1,0,4,0,0,0,NA,43890,43890,09690,NA,99998,2,2,2,12,108.85479452054796,195.84657534246577
34001080003,NJ,001,80003,673,8,640,2,0,21,1,0,1,577,6,559,2,0,9,1,0,0,NA,43890,43890,09690,NA,99998,2,2,2,12,118.06243691420332,212.41254506128337
34001080004,NJ,001,80004,1066,57,962,14,2,18,0,0,13,959,45,879,9,2,14,0,0,10,NA,43890,43890,09690,NA,08671,2,2,2,12,196.2250901225667,353.0392213410238
34001080005,NJ,001,80005,702,7,679,4,0,7,1,0,4,595,6,577,4,0,5,1,0,2,NA,43890,43890,09690,NA,NA,2,2,2,12,121.74549387166546,219.03893294881038
34001080006,NJ,001,80006,1038,11,998,0,0,21,1,0,7,805,6,784,0,0,11,1,0,3,NA,43890,43890,09690,NA,NA,2,2,2,12,164.71449170872384,296.34679163662577
34001080007,NJ,001,80007,576,5,561,3,0,2,0,0,5,492,4,479,3,0,2,0,0,4,NA,43890,43890,09690,NA,99998,2,2,2,12,100.6702235039654,181.121268925739
34001080008,NJ,001,80008,546,9,523,0,0,13,0,0,1,482,7,466,0,0,9,0,0,0,NA,43890,43890,09690,NA,99998,2,2,2,12,98.62408074981977,177.43994232155734
34001080009,NJ,001,80009,654,7,634,4,0,3,1,0,5,565,4,549,4,0,3,1,0,4,NA,43890,43890,09690,NA,99998,2,2,2,12,115.60706560922854,207.9949531362653
34001080010,NJ,001,80010,894,16,857,3,0,7,0,5,6,689,9,666,3,0,5,0,3,3,NA,43890,43890,09690,NA,04560,2,2,2,12,140.97923576063445,253.64340302811823
34001080011,NJ,001,80011,870,72,721,34,0,29,2,0,12,729,50,635,17,0,16,2,0,9,NA,43890,43890,09690,NA,99998,2,2,2,12,149.16380677721702,268.36870944484497
34001085101,NJ,001,85101,2141,636,1197,240,3,20,3,3,39,1516,400,894,172,3,14,3,3,27,NA,21435,49410,11070,06060,06570,2,2,2,12,226.4520611394164,465.894395553497
34001085201,NJ,001,85201,1855,220,1546,57,4,12,0,0,16,1380,136,1181,43,4,12,0,0,4,NA,29430,49410,11070,06060,06570,2,2,2,12,206.13710050949516,424.09911996294585
34001085301,NJ,001,85301,1916,119,1702,36,4,17,4,0,34,1422,73,1279,28,4,17,4,0,17,NA,20350,49410,11070,06060,NA,2,2,2,12,212.41083835108847,437.0064844835572
34001090101,NJ,001,90101,810,24,759,8,0,16,0,0,3,599,16,564,5,0,13,0,0,1,NA,52950,52950,11790,09360,04560,2,2,2,12,84.41164205039097,220.5527367506516
34001090102,NJ,001,90102,921,13,864,9,1,14,0,0,20,665,7,631,8,0,10,0,0,9,NA,52950,52950,11790,09360,04560,2,2,2,12,93.71242397914857,244.8540399652476
34001090103,NJ,001,90103,1010,49,896,35,0,18,0,0,12,761,31,691,24,0,10,0,0,5,NA,52950,52950,11790,09360,04560,2,2,2,12,107.24083405734144,280.2013900955691
34001090104,NJ,001,90104,1213,39,1073,71,1,18,0,0,11,939,23,834,58,0,17,0,0,7,NA,52950,52950,11790,09360,13200,2,2,2,12,132.32476107732407,345.7412684622068
34001090201,NJ,001,90201,863,20,820,1,0,18,1,0,3,664,13,637,1,0,11,1,0,1,NA,52950,52950,11790,09360,NA,2,2,2,12,93.57150304083406,244.4858384013901
34001090202,NJ,001,90202,988,31,934,1,0,17,0,0,5,721,20,684,1,0,14,0,0,2,NA,52950,52950,11790,09360,NA,2,2,2,12,101.60399652476107,265.4733275412684
34001090203,NJ,001,90203,929,47,829,17,0,31,0,0,5,675,27,614,12,0,21,0,0,1,NA,52950,52950,11790,09360,04560,2,2,2,12,95.12163336229365,248.53605560382275
34001090204,NJ,001,90204,991,115,763,37,1,60,0,0,15,731,73,583,23,1,44,0,0,7,NA,52950,52950,11790,09360,13200,2,2,2,12,103.01320590790618,269.15534317984367
34001095101,NJ,001,95101,1193,186,525,387,1,72,0,2,20,909,128,459,257,1,51,0,2,11,NA,59640,59640,00660,NA,13200,2,2,2,12,129.80132393397523,143.1643741403026
34001095102,NJ,001,95102,1892,387,508,919,7,22,0,6,43,1325,238,455,581,4,15,0,6,26,NA,59640,59640,00660,NA,13200,2,2,2,12,189.2043500687758,208.68294360385144
34001095103,NJ,001,95103,2778,472,477,1612,4,112,0,5,96,1905,295,424,1023,4,101,0,1,57,NA,59640,59640,00660,NA,13200,2,2,2,12,272.02587689133424,300.0309491059147
34001095104,NJ,001,95104,2151,549,301,1241,0,15,0,1,44,1438,350,257,794,0,13,0,1,23,NA,59640,59640,NA,NA,13200,2,2,2,12,205.3402682255846,226.48005502063273
34001095105,NJ,001,95105,1663,324,120,1159,2,4,0,8,46,1071,188,91,757,1,4,0,5,25,NA,59640,59640,NA,NA,13200,2,2,2,12,152.9342331499312,168.67881705639613
34001095201,NJ,001,95201,1623,445,359,753,3,33,2,1,27,1170,300,316,513,3,21,2,1,14,NA,59640,59640,NA,NA,13200,2,2,2,12,167.07101100412655,184.27097661623108
34001095202,NJ,001,95202,1445,377,113,896,3,12,0,0,44,1015,245,98,636,2,10,0,0,24,NA,59640,59640,NA,NA,13200,2,2,2,12,144.9376719394773,159.85900962861072
34001095203,NJ,001,95203,1848,354,251,1163,1,42,1,9,27,1365,226,231,851,0,35,1,3,18,NA,59640,59640,NA,NA,13200,2,2,2,12,194.9161795048143,214.9828060522696
34001095204,NJ,001,95204,2135,547,253,1276,0,17,0,2,40,1434,343,213,841,0,11,0,1,25,NA,59640,59640,NA,NA,13200,2,2,2,12,204.76908528198072,225.8500687757909
34001095205,NJ,001,95205,2284,517,495,1166,4,28,0,0,74,1602,297,457,786,3,20,0,0,39,NA,59640,59640,11790,09360,13200,2,2,2,12,123.17804116212399,260.9564845321124
34001100101,NJ,001,100101,465,3,438,11,3,3,0,0,7,366,3,346,7,3,2,0,0,5,NA,60600,60600,13380,06060,NA,2,2,2,12,43.65989847715736,140.73350253807106
34001100201,NJ,001,100201,572,8,543,6,1,3,0,1,10,422,6,401,6,1,3,0,1,4,NA,60600,60600,13380,06060,NA,2,2,2,12,50.34010152284264,162.26649746192894
34001105101,NJ,001,105101,1396,35,1307,25,0,18,0,0,11,1094,21,1036,19,0,14,0,0,4,NA,68430,68430,15030,09360,11970,2,2,2,12,133.63052028317787,328.11394538712216
34001105102,NJ,001,105102,2092,178,1588,239,9,44,1,0,33,1666,120,1341,150,5,30,1,0,19,NA,68430,68430,15030,09360,11970,2,2,2,12,203.4994943252051,499.6689515675919
34001105103,NJ,001,105103,721,24,669,7,2,13,1,0,5,568,14,533,6,2,11,0,0,2,NA,68430,68430,15030,09360,04560,2,2,2,12,69.38037981795706,170.35532082256432
34001105104,NJ,001,105104,1888,188,1340,236,3,98,0,1,22,1463,111,1083,174,2,79,0,0,14,NA,68430,68430,15030,09360,04560,2,2,2,12,178.70333745364647,438.7849196538937
34001105201,NJ,001,105201,1365,105,1086,140,4,4,0,3,23,1002,58,853,69,3,4,0,2,13,NA,68430,68430,15030,09360,04560,2,2,2,12,122.39285312956511,300.52118215529833
34001105202,NJ,001,105202,889,27,828,7,0,23,0,0,4,642,19,601,4,0,16,0,0,2,NA,68430,68430,15030,09360,NA,2,2,2,12,78.4193729632543,192.5494999438139
34001105203,NJ,001,105203,956,40,851,11,0,38,0,0,16,692,22,629,9,0,26,0,0,6,NA,68430,68430,15030,09360,04560,2,2,2,12,84.52680076413081,207.54556691763122
