GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,DISTRICT,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
18003002804,IN,003,02804,1471,15,1436,5,3,1,1,1,9,1101,6,1080,3,3,1,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,4,2,245.67586620668968,337.38458077096146
18003002807,IN,003,02807,1152,30,1049,26,10,12,0,0,25,838,13,775,17,8,12,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,4,2,186.99035048247586,256.7922603869806
18003002808,IN,003,02808,1330,29,1260,8,7,2,0,0,24,979,15,937,5,6,2,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,4,2,218.45292735363233,299.9995500224989
18003002810,IN,003,02810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,0
18003002811,IN,003,02811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,0
18003003701,IN,003,03701,1355,12,1327,7,1,2,0,1,5,939,8,921,4,1,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,67.08118725447403,209.16761239633348
18003003702,IN,003,03702,1702,7,1656,5,1,8,11,0,14,1075,3,1054,3,1,3,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,4,2,76.79688636694311,239.46238905863524
18003003703,IN,003,03703,2342,9,2286,19,2,12,0,2,12,1532,6,1496,14,2,11,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,109.44449294340173,341.26174887239927
18003003801,IN,003,03801,1113,11,1088,0,2,3,0,0,9,754,6,738,0,2,3,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,4,2,53.86497890295359,167.957805907173
18003004001,IN,003,04001,1173,9,1153,0,1,1,0,2,7,803,6,791,0,1,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,85.04123711340206,166.6958762886598
18003004002,IN,003,04002,1831,12,1784,4,6,8,1,1,15,1331,7,1299,4,5,7,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,4,2,140.95876288659795,276.3041237113402
18003007001,IN,003,07001,498,4,489,0,2,0,0,0,3,377,4,370,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,7,92,107
18003008190,IN,003,08190,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0.37641412410010283,0.3969832019197806
18003008191,IN,003,08191,167,0,163,4,0,0,0,0,0,116,0,115,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,14.554679465203977,15.350017140898183
18003009701,IN,003,09701,1044,19,992,10,2,4,1,5,11,780,11,747,8,2,4,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,4,2,114.15584415584416,214.2857142857143
18003009702,IN,003,09702,1575,22,1518,9,9,6,0,4,7,1156,14,1121,6,6,4,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,4,2,169.1848151848152,317.5824175824176
18003009801,IN,003,09801,88,1,87,0,0,0,0,0,0,66,1,65,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,9.659340659340659,18.13186813186813
18003010001,IN,003,10001,1985,18,1878,13,46,0,0,1,29,1441,11,1388,5,24,0,0,1,12,NA,NA,NA,NA,NA,NA,NA,NA,4,2,270,443
18003011001,IN,003,11001,1796,12,1770,1,6,2,0,0,5,1249,10,1233,0,4,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,4,7,303,389
18003012701,IN,003,12701,1439,21,1371,15,1,2,4,0,25,1069,14,1030,9,1,2,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,4,7,172.20126488095238,244.18377976190476
18003012702,IN,003,12702,940,9,920,2,5,2,0,0,2,692,6,677,2,4,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,7,111.47172619047618,158.06845238095235
18003012703,IN,003,12703,1276,32,1222,7,4,2,0,0,9,927,17,898,4,3,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,4,7,149.32700892857144,211.74776785714286
18003013001,IN,003,13001,1040,1,1034,2,1,1,0,0,1,738,0,735,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,107.94994438264739,229.44493882091214
18003013002,IN,003,13002,1579,31,1535,2,2,1,0,1,7,1060,15,1037,2,2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,155.0500556173526,329.5550611790879
18003014001,IN,003,14001,1275,18,1239,11,0,2,0,2,3,920,14,897,7,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,80.87032201914708,185.36118363794606
18003014002,IN,003,14002,2228,18,2200,2,0,1,0,2,5,1378,5,1368,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,4,2,121.12967798085292,277.638816362054
18003018702,IN,003,18702,1190,11,1151,3,4,7,0,1,13,878,4,855,2,4,5,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,4,2,67.35572178895433,185.08849275823653
18003018703,IN,003,18703,1895,26,1783,33,3,25,0,0,25,1242,14,1175,21,2,14,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,4,2,95.2799618016871,261.8222186853414
18003018704,IN,003,18704,1173,11,1128,5,0,18,0,1,10,869,10,832,5,0,17,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,4,2,66.66528728314499,183.1912303039949
18003018705,IN,003,18705,3118,35,2960,61,3,35,1,1,22,2076,18,1989,39,1,21,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,4,2,159.26022600668472,437.63520611173004
18003018706,IN,003,18706,1849,17,1756,8,6,47,2,0,13,1293,10,1235,6,1,32,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,4,2,99.19242400127328,272.5733725927105
18003018707,IN,003,18707,2659,30,2380,105,4,115,0,0,25,1855,20,1655,81,4,82,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,4,2,142.30622314181124,391.04687251313067
18003018708,IN,003,18708,1727,10,1673,12,0,21,0,5,6,1166,8,1129,10,0,15,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,89.44962597485278,245.80089129396785
18003018709,IN,003,18709,1675,10,1631,8,5,13,0,0,8,1138,7,1106,7,3,12,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,87.30160751233487,239.89829699188286
18003019703,IN,003,19703,1374,51,1218,85,3,2,0,4,11,950,27,857,56,1,1,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,4,2,171.18889809444903,344.3454846727423
18003019704,IN,003,19704,955,10,921,8,8,2,0,0,6,699,8,674,7,6,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,4,7,125.95898922949462,253.36578293289148
18003019705,IN,003,19705,255,11,226,12,5,1,0,0,0,186,6,171,7,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,7,33.51698425849213,67.4192212096106
18003020001,IN,003,20001,414,5,407,0,1,0,0,0,1,292,1,289,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,56,96
18003021001,IN,003,21001,3697,16,3647,10,4,2,0,0,18,2380,7,2351,7,4,2,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,4,2,303,452
18003022151,IN,003,22151,1016,12,823,118,2,28,2,7,24,823,8,704,78,1,21,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,4,2,110.22321428571429,245.25463897515527
18003022203,IN,003,22203,1029,21,950,45,0,8,0,0,5,749,10,701,32,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,100.3125,223.20258152173912
18003022204,IN,003,22204,770,12,694,24,1,24,3,0,12,621,7,574,17,1,19,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,83.16964285714286,185.05848214285714
18003022208,IN,003,22208,1544,17,1442,64,0,9,0,5,7,1259,12,1175,60,0,8,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,168.61607142857144,375.1829774844721
18003022210,IN,003,22210,1511,36,1244,162,1,36,0,3,29,1084,15,929,96,1,29,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,4,2,145.17857142857142,323.03284161490683
18003022211,IN,003,22211,813,22,736,39,2,3,0,0,11,607,12,558,27,2,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,4,2,81.29464285714286,180.88647127329193
18003022212,IN,003,22212,838,27,647,44,3,85,1,10,21,736,22,586,38,1,66,1,8,14,NA,NA,NA,NA,NA,NA,NA,NA,4,2,98.57142857142857,219.32857142857142
18003022213,IN,003,22213,914,19,745,76,2,59,0,1,12,809,17,675,64,2,46,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,4,2,108.34821428571429,241.0826281055901
18003022214,IN,003,22214,920,38,777,50,5,35,0,2,13,795,22,687,43,2,29,0,2,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2,106.47321428571428,236.91061723602485
18003022215,IN,003,22215,1038,26,745,206,4,19,0,2,36,737,10,572,128,2,15,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2,98.70535714285714,219.62657220496894
18003022216,IN,003,22216,734,17,692,14,4,2,0,0,5,536,7,510,10,4,2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,71.78571428571428,159.72841614906832
