GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
56001000103,WY,001,0103,331,6,310,0,2,3,0,0,10,286,3,274,0,2,2,0,0,5,NA,NA,NA,NA,NA,NA,NA,1,1,64.07626339969373,52.36033690658499
56001000104,WY,001,0104,320,15,295,0,9,1,0,0,0,226,12,207,0,6,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,50.633690658499226,41.37565084226646
56001000111,WY,001,0111,34,1,33,0,0,0,0,0,0,31,1,30,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,6.945329249617152,5.67542113323124
56001000112,WY,001,0112,19,0,19,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,3.1366003062787136,2.563093415007657
56001000113,WY,001,0113,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0.8961715160796324,0.732312404287902
56001000115,WY,001,0115,94,0,93,0,0,0,0,0,1,67,0,66,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,15.010872894333845,12.26623277182236
56001000116,WY,001,0116,865,48,792,2,8,9,0,2,4,624,27,582,1,5,6,0,0,3,NA,NA,NA,NA,NA,NA,NA,1,1,139.80275650842265,114.2407350689127
56001000121,WY,001,0121,2454,151,2206,12,21,7,1,0,56,1883,98,1714,10,19,7,1,0,34,NA,NA,NA,NA,NA,NA,NA,1,1,421.87274119448693,344.7360643185298
56001000122,WY,001,0122,588,11,555,1,7,2,0,0,12,471,3,453,1,5,2,0,0,7,NA,NA,NA,NA,NA,NA,NA,1,1,105.52419601837671,86.22978560490046
56001000301,WY,001,0301,3905,348,3407,35,36,35,2,8,34,3176,246,2811,27,29,33,2,4,24,NA,NA,NA,NA,NA,NA,NA,1,1,711.5601837672282,581.4560490045942
56001000302,WY,001,0302,3510,188,3166,32,24,53,2,4,41,3028,145,2757,24,19,49,2,2,30,NA,NA,NA,NA,NA,NA,NA,1,1,678.4018376722818,554.3604900459418
56001000401,WY,001,0401,2168,128,1944,10,5,51,0,4,26,1717,92,1561,7,3,39,0,3,12,NA,NA,NA,NA,NA,NA,NA,1,1,384.68162327718227,314.34509954058194
56001000402,WY,001,0402,4986,203,4319,100,45,242,5,2,70,4260,148,3747,81,36,194,5,1,48,NA,NA,NA,NA,NA,NA,NA,1,1,954.4226646248086,779.9127105666157
56001000501,WY,001,0501,3425,237,3007,41,51,46,2,6,35,3033,197,2688,36,38,38,2,6,28,NA,NA,NA,NA,NA,NA,NA,1,1,679.5220520673813,555.2758805513017
56001000502,WY,001,0502,4938,800,3959,51,32,12,0,7,77,3757,544,3094,32,31,10,0,5,41,NA,NA,NA,NA,NA,NA,NA,1,1,841.7290964777948,687.8244257274118
56001000601,WY,001,0601,2393,111,2165,29,16,30,1,2,39,1984,85,1812,23,14,27,1,2,20,NA,NA,NA,NA,NA,NA,NA,1,1,444.5010719754977,363.2269525267994
56001000602,WY,001,0602,1980,150,1729,9,8,48,0,0,36,1559,96,1388,8,8,37,0,0,22,NA,NA,NA,NA,NA,NA,NA,1,1,349.2828483920367,285.41875957120976
56003000101,WY,003,0101,1666,31,1600,1,19,3,0,0,12,1313,16,1273,0,13,3,0,0,8,NA,NA,NA,NA,NA,NA,NA,1,1,304.87815023244434,430.6524345485686
56003000201,WY,003,0201,645,83,554,0,2,0,3,0,3,350,31,314,0,2,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,1,1,81.26988010765842,114.79691705407389
56003000301,WY,003,0301,256,12,239,0,4,0,0,0,1,159,9,148,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,36.919745534621974,52.150599461707856
56003000501,WY,003,0501,213,45,163,0,5,0,0,0,0,151,28,121,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,35.06214827501835,49.526669929043315
56003000601,WY,003,0601,157,6,145,0,0,1,0,0,5,130,4,121,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,1,1,30.185955468558845,42.63885490579887
56003000801,WY,003,0801,392,35,351,0,0,2,0,1,3,277,18,255,0,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,1,1,64.31930511377539,90.8535600685099
56003001101,WY,003,1101,2339,99,2182,7,14,10,0,4,23,1726,53,1641,2,8,6,0,2,14,NA,NA,NA,NA,NA,NA,NA,1,1,400.7766087594813,566.1127966723759
56003001601,WY,003,1601,423,20,393,0,4,2,0,0,4,330,9,311,0,4,2,0,0,4,NA,NA,NA,NA,NA,NA,NA,1,1,76.62588695864937,108.23709322241254
56003002001,WY,003,2001,3350,239,3040,1,21,4,2,4,39,2343,141,2150,1,15,4,2,3,27,NA,NA,NA,NA,NA,NA,NA,1,1,544.0437974064106,768.483361879129
56003002201,WY,003,2201,799,25,767,0,1,1,0,0,5,555,16,534,0,1,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,1,1,128.87080988500122,182.03511132860288
56003002301,WY,003,2301,688,86,597,0,2,0,0,0,3,466,51,411,0,2,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,1,1,108.20504037191094,152.8438952777098
56003002501,WY,003,2501,263,18,239,0,2,1,0,0,3,191,10,177,0,2,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,1,1,44.350134573036456,62.64631759236604
56003002601,WY,003,2601,270,8,257,0,2,0,0,0,3,183,4,176,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,1,1,42.492537313432834,60.02238805970149
56005000101,WY,005,0101,809,37,750,2,8,1,3,0,8,588,21,549,0,8,1,3,0,6,NA,NA,NA,NA,NA,NA,NA,1,1,75.31520523190775,151.74356767920145
56005000102,WY,005,0102,687,10,665,1,3,0,0,4,4,597,9,581,1,3,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,76.46798898545737,154.06617330694434
56005000103,WY,005,0103,318,14,300,0,3,1,0,0,0,244,9,231,0,3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,31.25324842956716,62.96841924102917
56005000104,WY,005,0104,779,26,726,2,5,8,2,0,10,597,18,560,0,4,6,2,0,7,NA,NA,NA,NA,NA,NA,NA,1,1,76.46798898545737,154.06617330694434
56005000105,WY,005,0105,1810,94,1651,6,23,4,0,3,29,1226,58,1129,2,12,4,0,2,19,NA,NA,NA,NA,NA,NA,NA,1,1,157.03476465020222,316.39049995697445
56005000106,WY,005,0106,908,39,845,1,6,3,0,0,14,651,22,613,1,6,1,0,0,8,NA,NA,NA,NA,NA,NA,NA,1,1,83.38469150675502,168.0018070734016
56005000107,WY,005,0107,939,37,862,1,16,3,0,3,17,698,29,648,1,9,3,0,1,7,NA,NA,NA,NA,NA,NA,NA,1,1,89.40478444195853,180.13096979605885
56005000108,WY,005,0108,930,55,850,2,15,5,0,0,3,673,31,626,0,10,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,1,1,86.20260734876517,173.6792874967731
56005000109,WY,005,0109,1409,137,1219,2,24,2,0,0,25,1049,101,914,1,16,2,0,0,15,NA,NA,NA,NA,NA,NA,NA,1,1,134.36335083039327,270.71258927803115
56005000110,WY,005,0110,997,30,952,0,12,1,1,0,1,683,15,657,0,8,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,87.4834781860425,176.2599604164874
56005000111,WY,005,0111,835,30,786,1,6,2,3,0,7,572,16,543,1,5,2,1,0,4,NA,NA,NA,NA,NA,NA,NA,1,1,73.265811892264,147.61449100765856
56005000112,WY,005,0112,1412,60,1315,1,8,16,3,0,9,961,33,907,1,5,9,3,0,3,NA,NA,NA,NA,NA,NA,NA,1,1,123.09168746235264,248.0026675845452
56005000113,WY,005,0113,529,33,469,6,5,0,2,0,14,352,21,317,3,4,0,1,0,6,NA,NA,NA,NA,NA,NA,NA,1,1,45.08665347216246,90.83968677394373
56005000114,WY,005,0114,1824,37,1742,3,10,7,0,0,25,1196,23,1143,2,7,5,0,0,16,NA,NA,NA,NA,NA,NA,NA,1,1,153.1921521383702,308.64848119783153
56005000115,WY,005,0115,870,25,829,0,1,2,0,0,13,574,15,546,0,1,2,0,0,10,NA,NA,NA,NA,NA,NA,NA,1,1,73.52198605971948,148.13062559160142
56005000116,WY,005,0116,1375,27,1333,4,5,2,1,0,3,920,15,893,3,5,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,117.84011702951554,237.42190861371657
56005000117,WY,005,0117,1135,21,1084,0,11,8,3,0,8,781,11,757,0,5,3,1,0,4,NA,NA,NA,NA,NA,NA,NA,1,1,100.03601239136046,201.55055502968762
56005000118,WY,005,0118,749,11,718,3,3,2,2,0,10,502,9,481,1,2,2,2,0,5,NA,NA,NA,NA,NA,NA,NA,1,1,64.2997160313226,129.5497805696584
56005000119,WY,005,0119,498,8,486,0,0,4,0,0,0,307,4,301,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,39.32273470441442,79.22665863522933
56005000120,WY,005,0120,134,0,134,0,0,0,0,0,0,84,0,84,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,10.75931503312968,21.677652525600205
