GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
04013030350,04,013,030350,1865,1514,26,150,12,118,2,3,40,1292,1047,21,95,8,95,2,3,21,NA,27820,90867,NA,NA,07750,19,19,6,2,114.22805289851908,194.90889451934055
04013030351,04,013,030351,3203,2542,106,354,18,112,4,8,59,2587,2094,90,253,13,94,2,4,37,NA,27820,90867,NA,NA,07750,19,19,6,2,228.7213412139852,390.27036387115635
04013030352,04,013,030352,3254,2698,92,340,27,57,1,2,37,2453,2024,89,253,25,43,0,0,19,NA,27820,90867,NA,NA,07750,19,19,6,2,216.87415925701805,370.0553546872619
04013030354,04,013,030354,4391,3794,67,287,25,120,5,5,88,3348,2952,48,187,25,85,4,3,44,NA,55000,92601,NA,NA,05930,24,24,1,5,296.0027253128807,505.0735130423778
04013030355,04,013,030355,5822,4873,70,642,52,37,3,13,132,4401,3826,49,380,40,29,2,11,64,NA,55000,92601,NA,NA,05930,24,24,1,5,389.10035666128675,663.9272792411903
04013030356,04,013,030356,8125,7193,115,471,39,189,8,3,107,6045,5441,83,298,29,144,7,2,41,NA,55000,92601,NA,NA,05930,24,24,3,5,534.4493651482568,911.9382874376265
04013030357,04,013,030357,6369,5688,90,257,18,231,6,5,74,4541,4086,66,172,16,150,6,2,43,NA,55000,92601,NA,NA,05930,24,24,3,5,401.47800945214794,685.0474380900351
04013030358,04,013,030358,4071,3684,16,212,2,99,0,9,49,2928,2699,13,121,2,70,0,4,19,NA,55000,92601,NA,NA,05930,24,24,3,5,258.8697669402971,441.7130364958429
04013030359,04,013,030359,2553,2183,69,170,6,89,4,4,28,1957,1713,49,102,5,69,3,4,12,NA,55000,92601,NA,NA,05930,24,24,1,5,173.02190365510978,295.22964905135404
04013030360,04,013,030360,1614,1397,18,137,9,41,1,1,10,1178,1025,11,97,8,27,1,1,8,NA,55000,92601,NA,NA,07750,19,19,6,5,104.1491070545321,177.71105088528108
04013030361,04,013,030361,7393,6463,98,544,42,106,8,9,123,4896,4354,64,313,28,78,5,6,48,NA,55000,90867,NA,NA,07750,19,19,6,5,432.864200457546,738.6021265996063
04013030363,04,013,030363,5748,5272,49,245,25,96,0,4,57,4046,3733,30,167,13,68,0,3,32,NA,55000,90867,NA,NA,00001,24,24,3,5,357.7141656558887,610.3725907316191
04013030364,04,013,030364,2228,2031,16,120,2,30,0,2,27,1539,1418,9,70,2,22,0,1,17,NA,55000,90867,NA,NA,00001,24,24,3,5,136.06576889382418,232.1708890598027
04013030365,04,013,030365,2426,2241,25,99,5,36,0,1,19,1816,1698,21,55,4,26,0,1,11,NA,55000,90867,NA,NA,00001,24,24,3,5,160.55583905859956,273.95863192501736
04013030366,04,013,030366,2521,2320,10,134,6,33,0,1,17,1898,1758,9,87,6,26,0,1,11,NA,55000,90867,NA,NA,00001,28,28,3,5,167.80560712181827,286.32901067934085
04013030367,04,013,030367,4452,3988,37,326,5,40,4,4,48,3224,2921,29,208,4,33,2,2,25,NA,55000,90867,NA,NA,00001,28,28,3,5,285.0396614124037,486.3670866334009
04013030368,04,013,030368,2716,2646,17,28,0,16,0,0,9,2710,2642,17,26,0,16,0,0,9,NA,54050,90867,NA,NA,06250,19,19,6,2,239.59599330881326,408.82593200264154
04013030369,04,013,030369,1405,1313,7,76,0,0,0,0,9,1281,1222,7,47,0,0,0,0,5,NA,54050,92601,NA,NA,06250,19,19,6,2,113.25552303638,193.2494534669313
04013030371,04,013,030371,12310,10856,200,927,35,132,5,8,147,8746,7884,134,544,26,97,5,3,53,NA,54050,90867,NA,NA,06250,19,19,6,2,773.249652206229,1319.4064949428425
04013030372,04,013,030372,5273,4720,56,322,25,87,1,11,51,3585,3259,41,187,12,58,1,8,19,NA,55000,90867,NA,NA,07750,19,19,6,5,316.9563232516958,540.8269248079225
04013030373,04,013,030373,2915,2446,67,249,8,86,0,6,53,1948,1672,44,148,5,56,0,2,21,NA,54050,90867,NA,NA,06250,19,19,6,2,172.2261974042687,293.87192455392835
04013030374,04,013,030374,1503,1266,28,111,6,55,0,0,37,1008,870,19,61,5,38,0,0,15,NA,54050,90867,NA,NA,07750,19,19,6,2,89.11910009420065,152.06514371168365
04013030375,04,013,030375,2289,2073,17,137,16,20,0,0,26,1575,1455,9,78,10,11,0,0,12,NA,54050,90867,NA,NA,06250,19,19,6,2,139.2485938971885,237.6017870495057
04013030377,04,013,030377,4110,3817,16,202,9,16,0,10,40,3086,2899,12,122,8,13,0,4,28,NA,49360,90867,NA,NA,07750,28,28,3,5,272.83883223284045,465.5486443395394
04013030378,04,013,030378,5247,4829,32,261,38,29,5,3,50,3831,3534,25,183,26,23,2,3,35,NA,49360,90867,NA,NA,07750,19,19,3,5,338.70562744135185,577.9380610708929
04013030379,04,013,030379,3198,2676,74,227,27,106,0,0,88,2299,1963,50,146,18,78,0,0,44,NA,55000,92601,NA,NA,07750,24,24,1,5,203.2587411870707,346.8231799535324
04013030380,04,013,030380,3182,2397,82,589,38,21,2,6,47,2445,1926,57,378,29,20,2,3,30,NA,55000,92601,NA,NA,07750,19,19,1,5,216.16686481182595,368.84848846732785
04013030400,04,013,0304,6282,5899,15,296,6,26,1,3,36,5238,4989,9,189,5,19,1,3,23,NA,11300,90867,NA,NA,00001,28,28,3,5,463.10103798950695,790.1956575017847
04013040502,04,013,040502,4656,3941,16,552,52,20,5,9,61,3700,3240,9,353,32,19,3,5,39,NA,82740,93774,NA,NA,09190,15,15,6,2,327.12368090133174,558.1756267194737
04013040505,04,013,040505,8858,8717,41,48,4,28,1,0,19,8851,8713,41,45,4,28,1,0,19,NA,70355,93774,NA,NA,99997,15,15,6,2,782.532891799375,1335.2466140794763
04013040506,04,013,040506,5780,5686,29,29,2,10,6,1,17,5771,5680,29,26,2,10,6,1,17,NA,70355,93774,NA,NA,99997,15,15,6,2,510.22453040042853,870.6031194048873
04013040507,04,013,040507,6485,6372,33,45,2,21,0,0,12,6476,6366,33,42,2,21,0,0,12,NA,70355,93774,NA,NA,99997,15,15,6,2,572.5548533829796,976.9582050365708
04013040508,04,013,040508,7184,5972,273,695,31,107,4,4,98,5530,4815,160,403,22,81,3,0,46,NA,71510,93774,NA,NA,02690,15,15,6,2,488.91728523901736,834.2462745293755
04013040509,04,013,040509,15675,12771,86,2483,108,61,5,28,133,12892,11138,63,1440,77,55,4,17,98,NA,71510,93774,09120,01160,09190,15,15,6,2,1139.8049984270185,1944.8649134236364
04013040510,04,013,040510,5560,5399,41,40,9,42,2,2,25,5552,5392,41,40,8,42,2,2,25,NA,71510,93774,NA,NA,02690,15,15,6,2,490.8623449632956,837.5651566341941
04013040511,04,013,040511,2557,2510,8,22,4,2,1,0,10,2529,2483,8,21,4,2,1,0,10,NA,71510,93774,NA,NA,02690,15,15,6,2,223.5934564863427,381.52058377663485
04013050601,04,013,050601,6993,4639,349,1785,124,14,6,15,61,5214,3578,287,1195,97,13,2,10,32,NA,07940,90459,01380,01410,07170,15,15,6,2,460.9791546539308,786.5750588419827
04013050602,04,013,050602,4838,3451,61,1176,48,5,7,0,90,3272,2473,38,673,40,5,4,0,39,NA,07940,90459,05850,01410,07170,15,15,6,2,289.2834280835561,493.60828395300484
04013050603,04,013,050603,2196,1379,35,712,39,3,0,0,28,1507,1047,16,401,23,3,0,0,17,4200,NA,90459,00840,01410,07170,15,15,6,4,133.2365911130559,227.3434241800667
04013050700,04,013,0507,5726,2780,168,2646,66,20,0,1,45,3722,2020,102,1525,36,14,0,0,25,NA,07940,90459,01380,01410,NA,15,15,6,2,329.0687406256099,561.4945088242922
04013060800,04,013,0608,6668,1498,172,4888,13,53,3,0,41,4412,1246,83,3000,10,51,2,0,20,NA,71510,92601,NA,NA,02690,20,20,6,2,390.0728865234259,665.5867202935995
04013060900,04,013,0609,6988,1639,244,4951,41,26,3,2,82,4305,1117,161,2937,26,19,3,1,41,NA,22220,92601,NA,NA,02690,20,20,6,2,380.61282331898195,649.4448846019823
04013061002,04,013,061002,4104,3579,63,271,14,118,7,4,48,3122,2789,50,164,9,85,4,2,19,NA,41330,92601,04380,00450,NA,15,15,6,2,276.02165723620476,470.97954232924235
04013061003,04,013,061003,10395,6963,545,2203,71,335,21,18,239,7077,5003,362,1311,44,243,14,9,91,NA,04720,92601,04380,00450,NA,15,15,6,2,625.6903485780336,1067.6240298091122
04013061004,04,013,061004,4309,3010,191,979,17,30,1,3,78,2992,2211,119,592,10,25,1,0,34,NA,28380,92601,00960,00450,NA,15,15,6,2,264.52812250183365,451.3679662553149
04013061005,04,013,061005,6458,4641,464,1177,115,37,2,3,19,5977,4417,464,933,111,32,2,3,15,NA,28380,92601,04320,00450,NA,15,15,6,2,528.4373623641243,901.6799245681876
04013061006,04,013,061006,8067,5439,169,2065,58,151,15,4,166,5732,4104,137,1211,37,134,11,4,94,NA,27820,92601,04380,00450,02690,15,15,6,2,506.77646998011716,864.719646582709
04013061007,04,013,061007,4392,3140,155,896,18,78,2,3,100,3178,2340,116,593,16,63,1,1,48,NA,71510,92601,NA,NA,02690,15,15,6,2,280.97271835254924,479.4276058687804
04013061008,04,013,061008,2021,1598,64,280,11,24,2,5,37,1413,1165,41,163,7,16,2,3,16,NA,71510,92601,NA,NA,02690,15,15,6,2,124.92588138204911,213.16274609584224
04013061009,04,013,061009,96,73,0,22,0,0,0,0,1,66,50,0,15,0,0,0,0,1,NA,28380,92601,00960,00450,NA,15,15,6,2,5.835179172834566,9.956646314455478
04013061100,04,013,0611,3851,2532,526,507,20,99,14,10,143,2385,1623,329,273,11,82,11,3,53,NA,27820,92601,04380,00450,02690,15,15,6,2,210.86215647288546,359.7969918178229
04013061200,04,013,0612,6021,2049,262,3520,67,36,9,3,75,3956,1571,154,2108,43,30,8,3,39,NA,04720,92601,00960,00450,NA,7,7,5,4,349.7571031474779,596.7953457573616
04013061300,04,013,0613,2011,1016,25,886,13,22,3,2,44,1354,781,19,497,6,21,2,2,26,NA,28380,92601,00960,00450,NA,15,15,5,2,119.70958484875761,204.26210772382902
04013061400,04,013,0614,5995,1080,250,4529,38,26,0,2,70,3727,789,169,2683,27,21,0,2,36,NA,04720,92601,00960,00450,NA,7,7,5,4,329.510799653855,562.2488002117509
04013071503,04,013,071503,4879,4792,32,28,6,9,0,0,12,4876,4789,32,28,6,9,0,0,12,NA,70320,92601,NA,NA,99997,17,17,6,2,431.0959643445658,735.5849610497712
04013071504,04,013,071504,3582,3532,13,17,1,10,0,0,9,3582,3532,13,17,1,10,0,0,9,NA,70320,92601,NA,NA,99997,17,17,6,2,316.6910878347487,540.3743499754472
04013071505,04,013,071505,5192,5074,20,57,3,22,0,0,16,5177,5061,20,57,3,21,0,0,15,NA,70320,92601,NA,NA,99997,17,17,6,2,457.7079178449174,780.993302574788
04013071506,04,013,071506,4261,4151,14,56,5,12,0,1,22,4183,4081,14,48,5,12,0,1,22,NA,70320,92601,NA,NA,99997,17,17,6,2,369.82658302980286,631.0401747479888
04013071507,04,013,071507,5482,4634,160,518,17,86,7,2,58,4218,3727,104,288,15,50,7,1,26,NA,54050,92601,NA,NA,06250,17,17,6,2,372.9209962275182,636.3202144602
04013071508,04,013,071508,7405,6239,194,631,28,182,3,16,112,5497,4744,145,385,20,133,2,9,59,NA,54050,92601,NA,NA,06250,17,17,6,2,485.9996956526001,829.2679513721478
04013071509,04,013,071509,3455,2855,53,331,31,116,0,7,62,2262,1903,36,191,22,75,0,2,33,NA,54050,92601,NA,NA,06250,19,19,6,2,199.9875043780574,341.24142368633767
04013071510,04,013,071510,4568,3718,120,441,12,197,16,0,64,3021,2491,67,280,10,137,12,0,24,NA,54050,92601,NA,NA,06250,19,19,6,2,267.09206486565495,455.7428563025757
04013071511,04,013,071511,2200,1826,51,244,12,39,3,1,24,1631,1406,29,133,11,31,2,1,18,NA,27820,92601,NA,NA,06250,19,19,6,2,144.19965501353298,246.04985058904367
04013071512,04,013,071512,6207,5012,141,725,24,182,6,9,108,4108,3377,93,446,20,122,4,3,43,NA,54050,92601,NA,NA,06250,17,17,6,2,363.1956976061272,619.7258039361076
04013071513,04,013,071513,1236,1047,12,123,5,35,1,1,12,907,782,12,74,5,29,1,1,3,NA,54050,92601,NA,NA,06250,19,19,6,2,80.18950772365078,136.82845768501693
04013071600,04,013,0716,2775,2296,40,380,13,16,7,0,23,2476,2143,37,256,12,12,2,0,14,NA,85400,92601,NA,NA,99997,15,15,6,2,218.90763078694525,373.52509506957216
04013071700,04,013,0717,3769,3646,27,59,5,10,2,0,20,3759,3638,27,57,5,10,2,0,20,NA,70320,92601,NA,NA,99997,15,15,6,2,332.3399774346232,567.0762650914869
04013071801,04,013,071801,5028,4858,33,80,14,23,1,0,19,4940,4785,30,73,13,23,1,0,15,NA,70320,92601,NA,NA,99997,15,15,6,2,436.75431990610235,745.2398908092432
04013071802,04,013,071802,3570,3467,16,44,7,16,1,1,18,3561,3459,16,44,6,16,1,1,18,NA,70320,92601,NA,NA,99997,15,15,6,2,314.83443991611955,537.2063261481205
04013071903,04,013,071903,6483,4884,147,1237,29,74,7,6,99,4508,3550,94,725,27,63,5,2,42,NA,54050,92601,NA,NA,06250,19,19,6,2,398.5604198657307,680.0691149328075
04013071904,04,013,071904,7275,4688,243,2082,71,68,13,8,102,4921,3363,155,1235,43,59,8,2,56,NA,54050,92601,03420,03450,06250,17,17,6,2,435.0744955987712,742.3735835369
04013071906,04,013,071906,5204,3149,172,1581,29,132,13,3,125,3460,2225,109,945,21,88,11,1,60,NA,54050,92601,NA,NA,06250,17,17,6,2,305.9048475455697,521.9696401214537
04013071908,04,013,071908,6964,4514,342,1781,89,117,5,9,107,4711,3277,197,1031,53,90,5,1,57,NA,54050,92601,NA,NA,06250,17,17,6,2,416.5080164124794,710.6933452636325
04013071909,04,013,071909,3824,2832,152,665,22,70,2,0,81,2833,2245,93,395,12,51,2,0,35,NA,54050,92601,NA,NA,06250,17,17,6,2,250.47064540364127,427.3815001341267
04013071910,04,013,071910,6878,4225,277,2060,69,84,4,1,158,4620,3017,185,1243,40,69,2,1,63,NA,54050,92601,NA,NA,06250,17,17,6,2,408.4625420984196,696.9652420118833
04013071911,04,013,071911,2526,1715,75,595,22,57,7,8,47,1649,1163,48,347,14,45,3,1,28,NA,54050,92601,03420,03450,06250,17,17,6,2,145.79106751521513,248.76529958389517
04013082002,04,013,082002,5256,3546,314,1175,25,92,9,9,86,3607,2600,204,665,13,69,6,4,46,NA,55000,92601,06210,08520,NA,15,15,6,2,318.90138297597395,544.145806912741
04013082007,04,013,082007,4100,1891,235,1823,45,44,1,0,61,2648,1375,154,1030,23,38,1,0,27,NA,55000,92601,06210,08520,NA,17,17,6,4,234.1144613585747,399.47271879815304
04013082008,04,013,082008,5049,1839,397,2564,62,94,1,21,71,3226,1347,245,1468,40,79,1,10,36,NA,55000,92601,06210,08520,NA,15,15,6,4,285.21648502370164,486.66880318838435
04013082009,04,013,082009,4250,1688,316,2096,28,42,4,7,69,2674,1179,191,1202,17,38,2,6,39,NA,55000,92601,06210,08520,NA,20,20,6,4,236.41316830544895,403.3950340129386
04013082010,04,013,082010,3880,1541,352,1743,61,72,11,15,85,2470,1110,195,1012,46,53,6,5,43,NA,55000,92601,06210,08520,NA,15,15,6,4,218.37715995305118,372.6199454046216
04013082011,04,013,082011,7957,2934,844,3554,112,266,12,25,210,5090,2123,531,2040,73,194,9,14,106,NA,55000,92601,06210,08520,NA,22,22,6,4,450.0160907534536,767.8686324330057
04013082012,04,013,082012,3301,1834,157,1152,14,63,4,3,74,2111,1287,92,638,11,46,2,3,32,NA,55000,92601,06210,08520,NA,15,15,6,2,186.6373217250571,318.4618237850835
04013082013,04,013,082013,9004,5928,635,1799,42,339,13,15,233,6148,4229,431,1098,31,250,7,5,97,NA,04720,92601,06210,08520,NA,15,15,6,4,543.5557811301047,927.4766900192768
04013082014,04,013,082014,3695,2185,211,1108,22,102,0,4,63,2564,1634,133,673,14,73,0,4,33,NA,04720,92601,04440,08520,NA,22,22,6,4,226.68786968405797,386.8006234888461
04013082015,04,013,082015,9,0,0,9,0,0,0,0,0,6,0,0,6,0,0,0,0,0,NA,74190,92601,04440,08520,NA,22,22,6,4,0.5304708338940515,0.9051496649504979
04013082100,04,013,0821,4963,945,58,3869,27,12,8,2,42,3352,744,43,2503,14,11,5,1,31,NA,74190,92601,08490,08520,NA,22,22,6,4,296.35637253547674,505.6769461523448
04013082201,04,013,082201,4190,1599,23,2479,40,4,3,4,38,2735,1160,14,1509,24,2,2,1,23,1310,04720,92601,04440,08520,NA,7,7,5,4,241.80628845003844,412.5973889399353
04013082202,04,013,082202,3217,404,20,2763,17,2,0,3,8,2045,315,9,1700,13,1,0,3,4,NA,04720,92601,04440,08520,NA,22,22,5,4,180.80214255222253,308.505177470628
04013092304,04,013,092304,7399,4830,377,1646,167,190,8,11,170,5883,4104,277,1102,115,167,7,9,102,NA,27820,92601,03420,03450,06250,17,17,6,2,520.1266526331174,887.4992464839631
04013092305,04,013,092305,4185,3203,121,657,49,86,5,7,57,2913,2314,81,386,30,62,4,4,32,NA,27820,92601,03420,03450,06250,17,17,6,2,257.543589855562,439.4501623334667
04013092306,04,013,092306,6367,4828,177,972,68,202,2,12,106,4654,3668,121,593,44,152,2,5,69,NA,27820,92601,03420,03450,06250,16,16,6,2,411.46854349048596,702.094423446603
04013092307,04,013,092307,5517,4000,219,927,87,160,6,1,117,4137,3131,154,600,54,123,6,1,68,NA,27820,92601,03420,03450,06250,17,17,6,2,365.75963996994847,624.1006939833683
04013092308,04,013,092308,6957,5098,215,1192,65,243,6,7,131,5004,3822,158,706,44,194,5,4,71,NA,27820,92601,09060,03450,06250,16,16,1,2,442.4126754676389,754.8948205687152
04013092309,04,013,092309,5391,4223,163,699,25,205,3,11,62,4209,3386,134,453,20,166,2,8,40,NA,27820,92601,03420,03450,06250,17,17,1,2,372.1252899766771,634.9624899627743
04013092310,04,013,092310,3084,1799,245,796,85,45,3,11,100,2134,1366,158,449,55,40,2,8,56,NA,27820,92601,03420,03450,06250,17,17,6,2,188.6707932549843,321.93156416739373
04013092400,04,013,0924,7401,4705,430,1823,96,150,11,8,178,5630,3847,303,1183,75,125,7,3,87,NA,27820,92601,03420,03450,NA,17,17,5,6,497.7584658039182,849.3321022785505
04013092500,04,013,0925,4258,1725,91,2210,47,123,3,1,58,3042,1453,59,1377,30,96,2,1,24,NA,27820,92601,03420,03450,NA,20,20,5,6,268.9487127842841,458.9108801299024
04013092600,04,013,0926,3608,1547,129,1830,43,20,1,3,35,2440,1219,75,1088,26,16,0,2,14,NA,27820,92601,03420,03450,NA,20,20,5,6,215.72480578358093,368.09419707986916
04013092703,04,013,092703,7158,3317,411,3131,59,113,12,8,107,4661,2371,261,1827,39,94,6,7,56,NA,27820,92601,03420,03450,NA,17,17,6,6,412.087426130029,703.1504313890451
04013092704,04,013,092704,120,20,0,99,0,0,0,0,1,83,20,0,62,0,0,0,0,1,NA,54050,92601,03420,03450,06250,17,17,6,2,7.338179868867712,12.521237031815222
04013092705,04,013,092705,2471,913,139,1255,52,48,5,0,59,1623,698,75,745,34,35,3,0,33,NA,27820,92601,03420,03450,06250,17,17,6,6,143.49236056834093,244.84298436910967
04013092706,04,013,092706,6335,4111,319,1599,38,124,8,5,131,4205,2883,195,938,26,97,5,4,57,NA,27820,92601,06210,08520,06250,17,17,6,2,371.7716427540811,634.3590568528073
04013092707,04,013,092707,6339,5054,193,885,26,88,6,14,73,4780,3972,138,529,17,73,6,9,36,NA,54050,92601,NA,NA,06250,17,17,6,2,422.608431002261,721.1025664105633
04013092708,04,013,092708,447,354,5,67,3,8,0,2,8,299,243,4,39,3,4,0,2,4,NA,54050,92601,NA,NA,06250,17,17,6,2,26.435129889053563,45.10662497003314
04013092709,04,013,092709,3947,2646,121,1029,20,85,1,3,42,2527,1761,78,586,15,59,1,1,26,NA,54050,92601,03420,03450,06250,17,17,6,2,223.41663287504466,381.21886722165135
04013092710,04,013,092710,4389,2842,257,1059,74,71,2,6,78,2810,1915,168,591,43,54,2,1,36,NA,27820,92601,06210,08520,06250,17,17,6,2,248.43717387371413,423.91175975181653
04013092711,04,013,092711,2132,1087,98,838,29,25,0,1,54,1410,802,68,479,21,20,0,1,19,NA,27820,92601,03420,03450,06250,17,17,6,2,124.66064596510209,212.710171263367
04013092712,04,013,092712,3616,1775,324,1245,51,90,11,0,120,2263,1240,205,672,28,64,4,0,50,NA,27820,92601,03420,03450,06250,17,17,6,2,200.07591618370643,341.3922819638295
04013092713,04,013,092713,4458,2067,281,1800,29,173,11,5,92,2844,1457,173,1029,15,129,7,3,31,NA,27820,92601,03420,03450,NA,17,17,6,2,251.44317526578038,429.040941186536
04013092714,04,013,092714,5195,2237,503,2195,59,77,9,5,110,3292,1561,302,1268,38,61,6,4,52,NA,27820,92601,03420,03450,NA,17,17,6,6,291.05166419653625,496.62544950283984
04013092800,04,013,0928,11269,2865,662,7258,184,42,1,12,245,7000,2127,347,4238,119,35,1,8,125,NA,27820,92601,03420,03450,NA,20,20,6,6,618.88263954306,1056.0079424422474
04013092900,04,013,0929,3464,554,147,2658,31,18,3,0,53,2278,452,85,1667,21,15,3,0,35,NA,27820,92601,03420,03450,NA,20,20,6,6,201.40209326844155,343.6551561262057
04013093000,04,013,0930,9614,4756,700,3511,240,98,22,16,271,6408,3608,388,2021,137,80,16,13,145,NA,27820,92601,00600,06330,NA,20,20,1,6,566.5428505988469,966.6998421671317
04013093101,04,013,093101,4332,2124,487,1454,68,94,5,4,96,3084,1743,280,869,51,68,4,4,65,NA,27820,92601,00600,06330,NA,20,20,1,6,272.66200862154244,465.2469277845559
04013093102,04,013,093102,9821,4075,731,4463,173,93,4,10,272,6479,3101,451,2609,94,75,4,6,139,NA,27820,92601,03420,03450,NA,17,17,6,6,572.8200887999266,977.4107798690459
04013093104,04,013,093104,3885,1732,439,1351,189,40,5,5,124,2686,1413,257,789,114,35,5,2,71,NA,27820,92601,00600,06330,NA,15,15,5,6,237.47410997323703,405.20533334283954
04013103205,04,013,103205,2903,2672,22,123,6,28,6,14,32,2174,2009,19,83,6,27,4,6,20,NA,55000,92601,NA,NA,05930,24,24,1,5,192.20726548094464,327.96589526706373
04013103206,04,013,103206,2761,2595,5,108,9,22,1,2,19,2039,1933,4,65,6,21,1,2,7,NA,55000,92601,NA,NA,05930,28,28,1,5,180.2716717183285,307.60002780567754
04013103207,04,013,103207,2649,2416,26,116,6,27,1,4,53,1947,1813,13,66,3,20,0,3,29,NA,55000,92601,NA,NA,05930,28,28,1,5,172.1377855986197,293.72106627643655
04013103208,04,013,103208,3563,3274,34,154,6,58,0,5,32,2988,2780,24,110,6,46,0,2,20,NA,55000,92601,NA,NA,07570,24,24,1,5,264.17447527923764,450.7645331453479
04013103209,04,013,103209,6193,5556,78,304,23,148,5,6,73,4659,4220,60,202,18,108,5,2,44,NA,55000,92601,NA,NA,07570,24,24,1,5,411.91060251873097,702.8487148340615
04013103210,04,013,103210,6493,5245,165,683,50,146,14,7,183,5262,4389,120,461,38,113,10,5,126,NA,55000,92601,NA,NA,05930,24,24,1,5,465.2229213250831,793.8162561615866
04013103211,04,013,103211,4877,4363,45,297,9,105,1,5,52,3553,3215,31,188,9,83,1,2,24,NA,55000,92601,NA,NA,05930,24,24,1,5,314.1271454709275,535.9994599281865
04013103212,04,013,103212,4942,4616,33,157,8,82,0,2,44,3520,3305,22,102,7,63,0,0,21,NA,55000,92601,NA,NA,05930,28,28,1,5,311.20955588451017,531.0211367709587
04013103214,04,013,103214,4439,4040,52,170,11,107,4,12,43,3187,2920,38,113,8,77,2,5,24,NA,55000,92601,NA,NA,05930,28,28,1,5,281.7684246033903,480.78533036620615
04013103215,04,013,103215,3177,2907,32,114,13,74,0,2,35,2280,2121,18,70,9,45,0,2,15,NA,55000,92601,NA,NA,05930,24,24,1,5,201.57891687973955,343.95687268118917
04013103216,04,013,103216,5532,4935,63,296,22,114,1,2,99,3989,3596,43,186,19,85,1,1,58,NA,55000,92601,NA,NA,05930,28,28,1,5,352.6746927338952,601.7736689145894
04013103217,04,013,103217,6818,6134,86,301,11,203,2,6,75,4946,4476,67,203,6,146,2,4,42,NA,55000,92601,NA,NA,05930,28,28,1,5,437.28479073999637,746.1450404741937
04013103218,04,013,103218,6313,5692,49,284,6,182,8,7,85,5061,4611,42,201,6,139,7,3,52,NA,55000,92601,NA,NA,05930,28,28,1,5,447.45214838963244,763.493742385745
04013103302,04,013,103302,6993,5085,106,1499,40,70,13,28,152,4904,3770,71,890,19,57,5,13,79,NA,55000,92601,NA,NA,05930,24,24,1,5,433.57149490273804,739.8089928195403
04013103303,04,013,103303,3679,3125,44,395,13,67,1,3,31,3008,2634,32,255,9,58,1,3,16,NA,55000,92601,NA,NA,05930,24,24,1,5,265.9427113922178,453.78169869518297
04013103304,04,013,103304,4637,1710,110,2635,61,40,9,6,66,3252,1329,68,1736,35,37,6,5,36,NA,55000,92601,NA,NA,05930,24,24,1,5,287.51519197057587,490.5911184031698
04013103305,04,013,103305,3524,1501,21,1881,52,14,1,6,48,2468,1202,15,1174,28,14,0,5,30,NA,55000,92601,NA,NA,05930,24,24,1,5,218.20033634175314,372.3182288496381
04013103306,04,013,103306,3920,1874,108,1723,83,40,10,1,81,2606,1391,63,1018,51,30,9,1,43,NA,55000,92601,NA,NA,05930,24,24,1,5,230.40116552131636,393.1366711434996
04013103400,04,013,1034,5193,4201,79,738,37,46,3,2,87,3709,3105,45,434,32,36,1,2,54,NA,55000,92601,NA,NA,05930,24,24,1,5,327.9193871521728,559.5333512168994
04013103501,04,013,103501,3269,2545,62,491,15,75,8,0,73,2371,1926,34,294,12,56,7,0,42,NA,55000,92601,NA,NA,05930,24,24,1,5,209.62439119379934,357.6849759329384
04013103502,04,013,103502,6298,5381,65,573,45,120,5,2,107,4850,4254,41,354,35,94,3,2,67,NA,55000,92601,NA,NA,05930,24,24,1,5,428.7972573976916,731.6626458349858
04013103604,04,013,103604,3853,3056,51,425,35,203,9,4,70,3130,2581,43,298,26,136,4,1,41,NA,55000,92601,09060,03450,05930,18,18,1,5,276.72895168139684,472.1864085491764
04013103605,04,013,103605,6496,5826,63,322,33,175,6,11,60,4994,4565,45,196,27,119,5,8,29,NA,55000,92601,09060,03450,05930,18,18,1,5,441.5285574111488,753.3862377937977
04013103606,04,013,103606,4045,3310,46,467,30,109,8,3,72,3129,2653,36,284,21,77,5,3,50,NA,55000,92601,NA,NA,05930,18,18,1,5,276.64053987574783,472.03555027168466
04013103607,04,013,103607,4870,4183,73,338,21,201,3,2,49,3586,3129,53,218,17,136,3,2,28,NA,55000,92601,NA,NA,05930,24,24,1,5,317.0447350573447,540.9777830854142
04013103608,04,013,103608,2648,1961,77,415,41,88,1,0,65,1958,1509,60,265,30,61,1,0,32,NA,55000,92601,09060,03450,07750,16,16,1,5,173.11031546075878,295.3805073288458
04013103609,04,013,103609,5422,4146,266,620,97,139,10,10,134,4135,3242,197,423,77,109,9,6,72,NA,55000,92601,09060,03450,NA,16,16,1,5,365.58281635865046,623.7989774283848
04013103611,04,013,103611,4732,4221,61,205,16,161,2,2,64,3646,3285,46,143,12,123,2,1,34,NA,55000,92601,09060,03450,05930,18,18,1,5,322.34944339628527,550.0292797349192
04013103612,04,013,103612,4876,4151,130,354,32,117,6,5,81,3705,3198,87,251,25,87,5,1,51,NA,55000,92601,09060,03450,05930,18,18,1,5,327.56573992957675,558.9299181069324
