GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
04013103614,04,013,103614,3306,2906,36,254,5,57,4,1,43,2518,2252,27,159,5,48,3,1,23,NA,55000,92601,09060,03450,05930,18,18,1,5,222.62092662420358,379.8611427242256
04013103615,04,013,103615,5373,2227,244,2505,138,123,1,15,120,3705,1677,141,1641,92,82,1,7,64,NA,55000,92601,09060,03450,05930,18,18,1,5,327.56573992957675,558.9299181069324
04013103700,04,013,1037,7665,6218,176,880,69,221,6,5,90,6250,5222,134,607,50,164,5,3,65,NA,55000,92601,09060,03450,05930,18,18,1,5,552.5737853063036,942.8642343234353
04013103900,04,013,1039,6050,4670,163,939,84,100,2,3,89,4411,3517,101,607,56,73,2,2,53,NA,55000,92601,09060,03450,NA,18,18,1,5,389.98447471777683,665.4358620161078
04013104000,04,013,1040,6134,4651,173,960,87,128,10,4,121,4446,3562,91,569,60,85,8,1,70,NA,55000,92601,09060,03450,NA,16,16,1,5,393.07888791549215,670.715901728319
04013104100,04,013,1041,6678,5134,162,1078,73,99,1,1,130,4811,3849,114,649,52,75,1,1,70,NA,55000,92601,09060,03450,NA,16,16,1,5,425.34919697738025,725.7791730128075
04013104202,04,013,104202,5360,4400,140,608,50,88,8,1,65,4029,3411,91,385,34,66,4,0,38,NA,55000,92601,09060,03450,NA,16,16,1,5,356.2111649598556,607.8080000142593
04013104203,04,013,104203,6433,4957,203,932,77,152,7,11,94,4729,3779,133,596,55,107,6,5,48,NA,55000,92601,09060,03450,NA,16,16,1,2,418.09942891416154,713.408794258484
04013104204,04,013,104204,3506,2827,76,436,17,66,11,4,69,2527,2089,46,280,15,54,10,1,32,NA,55000,92601,09060,03450,06250,16,16,1,2,223.41663287504466,381.21886722165135
04013104205,04,013,104205,5009,3692,249,742,84,136,12,4,90,4017,3099,172,498,62,120,8,4,54,NA,55000,92601,09060,03450,NA,16,16,1,5,355.15022329206744,605.9977006843584
04013104206,04,013,104206,4289,3088,151,810,65,108,3,0,64,3144,2373,100,514,33,86,3,0,35,NA,55000,92601,09060,03450,NA,16,16,1,5,277.9667169604829,474.29842443406085
04013104207,04,013,104207,4130,3470,99,355,28,110,3,5,60,3240,2751,74,256,22,94,3,3,37,NA,55000,92601,09060,03450,07750,16,16,1,5,286.4542503027878,488.78081907326884
04013104212,04,013,104212,6446,5061,145,756,46,320,6,4,108,4656,3730,97,483,31,243,5,3,64,NA,55000,92601,09060,03450,NA,16,16,1,5,411.6453671017839,702.3961400015863
04013104214,04,013,104214,2377,2042,55,213,9,28,2,0,28,1768,1546,38,134,5,23,2,0,20,NA,27820,92601,09060,03450,06250,16,16,6,2,156.31207238744716,266.71743460541336
04013104215,04,013,104215,4678,3823,76,509,37,117,8,3,105,3359,2802,49,321,24,93,8,3,59,NA,27820,92601,NA,NA,06250,19,19,6,2,296.9752551750198,506.7329540947871
04013104216,04,013,104216,5204,3971,56,601,46,394,2,11,123,3791,2903,44,403,34,332,2,11,62,NA,27820,92601,NA,NA,06250,19,19,6,2,335.1691552153915,571.9037299712229
04013104217,04,013,104217,5457,4380,130,574,42,211,3,13,104,4158,3407,94,364,29,193,3,6,62,NA,27820,92601,09060,03450,06250,16,16,6,2,367.61628788857763,627.268717810695
04013104218,04,013,104218,4096,3126,118,497,37,233,16,2,67,3018,2366,83,321,27,179,11,1,30,NA,55000,92601,09060,03450,06250,16,16,1,2,266.8268294487079,455.2902814701004
04013104219,04,013,104219,3147,2686,66,265,17,54,1,1,57,2284,1968,44,173,13,48,1,0,37,NA,55000,92601,09060,03450,06250,16,16,1,2,201.9325641023356,344.56030579115617
04013104221,04,013,104221,6200,4707,218,934,34,167,9,14,117,4138,3288,123,522,24,113,5,6,57,NA,27820,92601,09060,03450,06250,16,16,1,2,365.84805177559747,624.2515522608601
04013104222,04,013,104222,5937,4572,184,834,53,195,3,8,88,4103,3275,123,482,34,136,3,4,46,NA,27820,92601,NA,NA,06250,19,19,6,2,362.7536385778822,618.9715125486488
04013104223,04,013,104223,1903,1618,36,183,5,39,0,3,19,1383,1174,33,130,5,31,0,0,10,NA,27820,92601,NA,NA,06250,19,19,6,2,122.27352721257886,208.63699777108974
04013104224,04,013,104224,6437,5120,224,586,44,325,9,14,115,4702,3833,153,392,28,232,7,5,52,NA,27820,92601,09060,03450,06250,16,16,1,2,415.7123101616383,709.3356207662068
04013104225,04,013,104225,4148,3437,67,446,41,90,10,0,57,2982,2512,42,292,26,69,10,0,31,NA,55000,92601,09060,03450,06250,16,16,1,2,263.64400444534357,449.8593834803974
04013104226,04,013,104226,3892,3255,85,363,34,98,4,5,48,2878,2447,56,223,29,89,3,1,30,NA,55000,92601,09060,03450,07750,16,16,1,5,254.44917665784666,434.1701226212555
04013104227,04,013,104227,2245,1740,84,324,14,28,5,4,46,1692,1359,58,201,12,25,3,3,31,NA,27820,92601,09060,03450,06250,16,16,1,2,149.59277515812252,255.2522055160404
04013104300,04,013,1043,7441,5632,273,1063,165,137,30,2,139,5833,4590,215,704,112,119,21,1,71,NA,55000,92601,09060,03450,NA,16,16,1,5,515.706062350667,879.9563326093757
04013104400,04,013,1044,7043,4711,257,1361,141,428,8,8,129,5732,4072,196,908,95,364,5,6,86,NA,55000,92601,09060,03450,NA,18,18,1,5,506.77646998011716,864.719646582709
04013104501,04,013,104501,4603,1474,121,2429,126,353,5,17,78,3123,1177,68,1498,84,236,5,11,44,NA,55000,92601,09060,03450,NA,18,18,1,5,276.11006904185376,471.13040060673416
04013104502,04,013,104502,5574,1723,108,3144,174,260,22,10,133,3666,1325,66,1899,119,169,11,5,72,NA,55000,92601,09060,03450,NA,18,18,1,5,324.1176795092655,553.0464452847542
04013104600,04,013,1046,4169,2370,125,1432,94,30,3,9,106,3107,2014,77,870,55,27,2,3,59,NA,55000,92601,09060,03450,05930,18,18,1,5,274.69548015146967,468.71666816686616
04013104700,04,013,1047,7723,4623,203,2608,96,61,3,7,122,5991,3951,124,1699,69,52,3,7,86,NA,55000,92601,09060,03450,05930,18,18,1,5,529.6751276432103,903.7919404530721
04013104801,04,013,104801,3899,3341,26,383,21,59,4,0,65,3070,2674,24,260,18,49,4,0,41,NA,55000,92601,09060,03450,05930,24,24,1,5,271.42424334245635,463.1349118996714
04013104802,04,013,104802,6312,5555,88,409,37,123,8,2,90,4986,4474,55,271,27,98,5,1,55,NA,55000,92601,NA,NA,05930,24,24,1,5,440.82126296595675,752.1793715738637
04013104900,04,013,1049,4424,3858,64,348,32,59,7,2,54,3357,2991,43,214,25,46,6,1,31,NA,55000,92601,NA,NA,05930,24,24,1,5,296.7984315637218,506.43123753980353
04013105001,04,013,105001,8151,7619,50,207,14,172,0,12,77,5899,5560,36,132,13,119,0,6,33,NA,52930,92601,NA,NA,07570,26,26,1,5,521.5412415235016,889.9129789238312
04013105002,04,013,105002,2741,2588,17,77,2,35,1,2,19,2178,2071,13,52,2,25,1,2,12,NA,52930,92601,NA,NA,07570,26,26,1,5,192.56091270354068,328.56932837703073
04013105101,04,013,105101,4799,4448,37,174,7,74,1,2,56,3599,3369,28,107,7,53,1,2,32,NA,55000,92601,NA,NA,05930,24,24,1,5,318.19408853078187,542.9389406928069
04013105102,04,013,105102,4333,3873,31,216,17,134,4,2,56,3822,3473,26,161,15,105,4,2,36,NA,55000,92601,04500,06330,05930,18,18,1,5,337.9099211905108,576.5803365734671
04013105103,04,013,105103,3121,2907,27,85,5,64,3,1,29,2520,2360,21,63,5,48,1,1,21,NA,52930,92601,02430,06330,07570,24,24,1,5,222.7977502355016,380.1628592792091
04013105200,04,013,1052,6615,4434,172,1569,163,119,3,19,136,5066,3633,125,1010,113,96,3,13,73,NA,55000,92601,09060,03450,05930,18,18,1,5,447.89420741787745,764.2480337732037
04013105300,04,013,1053,5644,3957,85,1402,48,64,3,4,81,4321,3250,50,876,36,54,3,3,49,NA,55000,92601,09060,03450,NA,18,18,1,5,382.02741220936605,651.8586170418502
04013105400,04,013,1054,3729,3271,56,275,33,34,0,9,51,2927,2613,43,191,22,25,0,4,29,NA,55000,92601,09060,03450,NA,18,18,1,5,258.7813551346481,441.5621782183512
04013105500,04,013,1055,7504,4424,477,1608,427,295,14,13,246,6204,3898,380,1157,328,254,13,9,165,NA,55000,92601,09060,03450,NA,18,18,1,5,548.5068422464492,935.9247535588148
04013105601,04,013,105601,3613,2174,64,1219,54,47,2,4,49,2499,1668,36,693,33,41,2,3,23,NA,55000,92601,09060,03450,NA,18,18,1,5,220.94110231687245,376.9948354518824
04013105602,04,013,105602,5755,3518,526,1262,147,112,3,12,175,4032,2703,307,742,101,84,3,9,83,NA,55000,92601,09060,03450,NA,16,16,1,5,356.4764003768026,608.2605748467346
04013105701,04,013,105701,3384,2392,98,620,47,133,4,3,87,2465,1842,61,368,31,106,4,2,51,NA,55000,92601,09060,03450,NA,16,16,1,5,217.93510092480614,371.86565401716285
04013105702,04,013,105702,3936,2594,118,917,56,127,21,9,94,2799,1975,72,561,35,96,12,3,45,NA,55000,92601,09060,03450,NA,16,16,1,5,247.46464401157502,422.2523186994073
04013105800,04,013,1058,6281,4302,189,1229,88,331,1,4,137,4489,3298,97,736,50,239,1,3,65,NA,55000,92601,09060,03450,NA,17,17,1,5,396.8805955583995,677.2028076604641
04013105900,04,013,1059,5371,3643,197,1080,113,180,2,22,134,3996,2893,130,653,82,144,1,12,81,NA,55000,92601,09060,03450,NA,16,16,1,5,353.2935753734383,602.8296768570316
04013106000,04,013,1060,7592,4688,445,1921,232,67,8,26,205,5455,3751,250,1136,138,48,7,17,108,NA,55000,92601,09060,03450,NA,25,25,1,5,482.2863998153418,822.9319037174944
04013106100,04,013,1061,5172,4237,152,564,91,43,1,8,76,4035,3420,107,363,63,35,0,5,42,NA,55000,92601,09060,03450,NA,18,18,1,5,356.7416357937496,608.7131496792099
04013106200,04,013,1062,3453,3209,13,136,11,53,2,3,26,2566,2412,11,81,11,38,1,3,9,NA,55000,92601,04500,06330,NA,18,18,1,5,226.86469329535603,387.1023400438296
04013106300,04,013,1063,5311,4031,177,823,94,71,1,10,104,4144,3358,100,512,60,53,1,9,51,NA,55000,92601,04500,06330,NA,18,18,1,5,366.37852260949154,625.1567019258106
04013106400,04,013,1064,2911,2405,55,272,61,72,0,3,43,2388,2029,39,188,46,56,0,2,28,NA,55000,92601,04500,06330,NA,25,25,1,5,211.12739188983247,360.24956665029816
04013106500,04,013,1065,6877,5591,228,719,118,93,9,13,106,5634,4721,169,508,80,79,7,8,62,NA,55000,92601,04500,06330,NA,25,25,1,5,498.1121130265143,849.9355353885176
04013106600,04,013,1066,3749,3254,73,277,26,64,3,9,43,2918,2557,60,193,22,48,3,5,30,NA,55000,92601,04500,06330,NA,18,18,1,5,257.985648883807,440.20445372092547
04013106700,04,013,1067,6991,4780,439,1135,280,147,5,21,184,5346,3941,277,705,187,106,5,11,114,NA,55000,92601,09060,03450,NA,18,18,1,5,472.64951299959984,806.4883514708936
04013106800,04,013,1068,8434,4195,667,2730,451,119,26,2,244,6089,3418,405,1735,275,99,17,1,139,NA,55000,92601,09060,03450,NA,25,25,1,5,538.3394845968132,918.5760516472635
04013106900,04,013,1069,6407,3528,194,2042,80,418,5,12,128,4479,2791,122,1157,41,295,1,8,64,NA,55000,92601,09060,03450,NA,20,20,1,5,395.9964775019094,675.6942248855466
04013107000,04,013,1070,6923,4166,233,2063,64,268,17,3,109,5137,3377,164,1279,48,185,16,1,67,NA,55000,92601,00600,06330,NA,20,20,1,6,454.171445618957,774.9589714751179
04013107101,04,013,107101,4214,1990,262,1600,74,192,3,0,93,2852,1519,163,931,45,141,2,0,51,NA,55000,92601,00600,06330,NA,20,20,1,6,252.15046971097246,430.24780740647
04013107102,04,013,107102,5289,1880,534,2297,195,229,10,13,131,3406,1424,309,1302,121,173,10,6,61,NA,55000,92601,00600,06330,NA,20,20,1,6,301.1306100405232,513.8232931368992
04013107201,04,013,107201,4703,1620,364,2257,194,129,5,5,129,3198,1352,224,1331,112,99,5,5,70,NA,55000,92601,00600,06330,NA,20,20,1,6,282.7409544655294,482.44477141861535
04013107202,04,013,107202,4720,1967,130,2334,71,162,7,3,46,3155,1551,75,1351,44,105,5,1,23,NA,55000,92601,00600,06330,NA,20,20,1,6,278.93924682262207,475.95786548647015
04013107300,04,013,1073,6298,2738,312,2723,140,238,7,6,134,4396,2227,211,1605,100,172,4,1,76,NA,55000,92601,00600,06330,NA,25,25,1,6,388.6582976330417,663.1729878537313
04013107400,04,013,1074,7028,3495,612,2034,435,184,16,9,243,5004,2843,391,1200,269,153,12,7,129,NA,55000,92601,05670,06330,NA,18,18,1,6,442.4126754676389,754.8948205687152
04013107500,04,013,1075,3651,3093,77,345,43,32,4,1,56,3028,2630,55,245,34,29,3,1,31,NA,55000,92601,04500,06330,NA,18,18,1,6,267.71094750519796,456.7988642450179
04013107600,04,013,1076,6122,4309,199,1214,192,101,6,8,93,5067,3725,174,869,148,83,5,5,58,NA,55000,92601,04500,06330,NA,25,25,1,6,447.98261922352646,764.3988920506955
04013107700,04,013,1077,3531,2807,111,356,117,58,2,3,77,2888,2358,83,262,85,51,1,3,45,NA,55000,92601,04500,06330,NA,25,25,1,5,255.33329471433677,435.678705396173
04013107800,04,013,1078,2374,2216,19,57,0,52,2,4,24,2220,2075,18,52,0,48,2,4,21,NA,55000,92601,04500,06330,NA,26,26,1,5,196.274208540799,334.90537603168417
04013107900,04,013,1079,3950,3548,47,145,18,138,0,3,51,3300,2993,39,113,14,113,0,2,26,NA,55000,92601,02430,06330,07570,26,26,1,5,291.7589586417283,497.83231572277384
04013108000,04,013,1080,3547,3353,29,106,2,34,0,0,23,2343,2223,19,59,2,32,0,0,8,NA,55000,92601,NA,NA,07570,26,26,1,5,207.1488606356271,353.4609441631694
04013108100,04,013,1081,1874,1766,5,62,3,25,0,0,13,1415,1337,5,45,3,19,0,0,6,NA,55000,92601,NA,NA,07570,26,26,1,5,125.10270499334713,213.46446265082574
04013108200,04,013,1082,3354,2884,36,315,19,52,0,4,44,2677,2347,28,210,16,45,0,3,28,NA,55000,92601,02430,06330,07570,26,26,4,5,236.67840372239596,403.8476088454138
04013108300,04,013,1083,6445,5493,117,607,34,98,3,7,86,5384,4673,90,444,28,84,3,5,57,NA,55000,92601,02430,06330,07570,26,26,4,5,476.0091616142622,812.2209660155802
04013108400,04,013,1084,5351,3666,156,1179,175,80,1,16,78,4413,3223,118,799,131,73,1,12,56,NA,55000,92601,04500,06330,NA,26,26,4,5,390.16129832907484,665.7375785710911
04013108500,04,013,1085,5514,3734,176,1217,127,157,0,16,87,4602,3307,146,851,85,150,0,12,51,NA,55000,92601,04500,06330,NA,25,25,4,5,406.87112959673743,694.2497930170318
04013108601,04,013,108601,3646,933,150,2214,256,15,5,0,73,2532,790,129,1404,149,15,5,0,40,NA,55000,92601,05670,06330,NA,25,25,4,6,223.8586919032897,381.9731586091101
04013108602,04,013,108602,4702,1970,268,1930,362,68,2,6,96,3401,1670,181,1176,249,56,2,3,64,NA,55000,92601,04500,06330,NA,25,25,4,6,300.68855101227814,513.0690017494405
04013108700,04,013,1087,261,224,12,19,5,0,0,0,1,261,224,12,19,5,0,0,0,1,NA,55000,92601,05670,06330,NA,25,25,4,6,23.075481274391237,39.374010425346654
04013108801,04,013,108801,1630,911,82,518,66,30,0,0,23,1286,794,61,345,47,24,0,0,15,NA,55000,92601,05670,06330,NA,25,25,1,6,113.69758206462502,194.00374485439002
04013108802,04,013,108802,3204,1627,130,1203,109,61,2,11,61,2586,1449,112,850,81,45,2,7,40,NA,55000,92601,05670,06330,NA,25,25,1,6,228.63292940833617,390.11950559366454
04013108901,04,013,108901,3273,1590,147,1227,191,52,1,2,63,2451,1341,106,805,113,42,1,2,41,NA,55000,92601,05670,06330,NA,25,25,1,6,216.69733564572002,369.75363813227835
04013108902,04,013,108902,5222,2751,304,1552,335,98,9,16,157,3955,2314,215,1009,225,77,6,8,101,NA,55000,92601,05670,06330,NA,25,25,1,6,349.6686913418289,596.6444874798698
04013109000,04,013,1090,15652,3684,1111,8767,1236,391,25,18,420,10206,3001,682,5233,748,290,20,10,222,NA,55000,92601,00600,06330,NA,25,25,1,6,902.3308884537815,1539.659580080797
04013109100,04,013,1091,9085,2593,290,5504,115,347,22,8,206,5856,2068,168,3182,71,236,10,5,116,NA,55000,92601,00600,06330,NA,20,20,1,6,517.7395338805942,883.4260729916858
04013109200,04,013,1092,4724,1153,278,2953,101,134,6,7,92,3164,933,176,1814,63,113,6,5,54,NA,55000,92601,00600,06330,NA,20,20,5,6,279.73495307346315,477.3155899838959
04013109300,04,013,1093,4707,1196,171,3153,49,47,2,5,84,2929,944,116,1754,33,32,2,3,45,NA,55000,92601,00600,06330,NA,20,20,5,6,258.9581787459461,441.8638947733347
04013109400,04,013,1094,7814,2818,476,4092,168,101,3,0,156,5290,2340,309,2363,108,69,3,0,98,NA,55000,92601,01680,06330,NA,15,15,5,6,467.69845188325536,798.0402879313556
04013109500,04,013,1095,4496,2108,365,1769,80,77,1,0,96,3098,1673,216,1052,49,60,1,0,47,NA,55000,92601,01680,06330,NA,15,15,6,6,273.8997739006286,467.3589436694404
04013109601,04,013,109601,5144,1785,401,2728,34,77,4,11,104,3109,1286,230,1467,20,55,3,2,46,NA,55000,92601,01680,06330,NA,15,15,6,6,274.8723037627677,469.01838472184966
04013109602,04,013,109602,6050,1696,576,3462,114,73,8,6,115,3667,1264,301,1908,64,59,4,5,62,NA,55000,92601,01680,06330,NA,20,20,6,6,324.20609131491443,553.1973035622459
04013109603,04,013,109603,4558,1615,372,2333,71,82,0,8,77,2836,1178,230,1292,38,63,0,4,31,NA,55000,92601,01680,06330,NA,15,15,6,6,250.73588082058833,427.83407496660203
04013109604,04,013,109604,4047,1534,233,2166,19,43,0,5,47,2484,1128,113,1169,15,32,0,2,25,NA,55000,92601,01680,06330,NA,15,15,6,6,219.61492523213732,374.73196128950616
04013109701,04,013,109701,6918,1614,753,4191,139,107,10,9,95,4234,1147,448,2418,86,82,5,3,45,NA,55000,92601,01680,06330,NA,22,22,6,6,374.3355851179023,638.7339469000681
04013109702,04,013,109702,4989,1720,258,2822,59,46,2,4,78,3088,1277,161,1544,36,32,2,3,33,NA,55000,92601,01680,06330,NA,20,20,6,6,273.0156558441385,465.8503608945229
04013109703,04,013,109703,2531,609,161,1629,40,36,10,1,45,1670,470,96,1014,22,31,8,1,28,NA,55000,92601,01680,06330,NA,20,20,6,6,147.64771543384433,251.93332341122192
04013109704,04,013,109704,2307,762,111,1363,27,15,0,6,23,1426,570,67,753,13,6,0,3,14,NA,55000,92601,01680,06330,NA,20,20,6,6,126.07523485548623,215.123903703235
04013109705,04,013,109705,1842,591,172,996,8,37,1,2,35,1162,443,103,556,5,30,0,0,25,NA,55000,92601,01680,06330,NA,20,20,6,6,102.73451816414796,175.29731844541308
04013109801,04,013,109801,3880,962,296,2468,49,34,3,5,63,2355,681,180,1393,31,26,3,2,39,NA,55000,92601,01680,06330,NA,22,22,5,6,208.2098023034152,355.27124349307036
04013109802,04,013,109802,4543,1401,233,2756,40,59,2,0,52,2913,1116,135,1556,33,46,2,0,25,NA,55000,92601,01680,06330,NA,20,20,5,6,257.543589855562,439.4501623334667
04013109900,04,013,1099,6434,1854,315,4001,52,104,12,4,92,4080,1464,189,2260,35,69,8,4,51,NA,55000,92601,01680,06330,NA,20,20,5,6,360.720167047955,615.5017721663386
04013110001,04,013,110001,4329,1041,165,2979,42,42,5,2,53,2712,820,106,1680,33,36,5,0,32,NA,55000,92601,01680,06330,NA,20,20,5,6,239.77281692011124,409.12764855762504
04013110002,04,013,110002,4494,1108,130,3125,33,22,0,2,74,2880,883,86,1825,25,20,0,2,39,NA,55000,92601,01680,06330,NA,20,20,5,6,254.6260002691447,434.471839176239
04013110100,04,013,1101,7592,1067,190,6000,109,156,9,2,59,4800,856,113,3607,68,119,4,1,32,NA,55000,92601,00600,06330,NA,20,20,5,6,424.3766671152411,724.1197319603982
04013110200,04,013,1102,469,170,6,272,6,0,0,1,14,342,158,6,162,5,0,0,1,10,NA,55000,92601,00600,06330,NA,20,20,5,6,30.236837531960933,51.59353090217838
04013110300,04,013,1103,8170,2421,367,4613,276,313,7,11,162,5677,2036,253,2850,171,269,5,6,87,NA,55000,92601,06300,06330,NA,20,20,1,6,501.9138206694217,856.4224413206628
04013110400,04,013,1104,6019,3035,306,2195,130,201,4,8,140,4402,2492,201,1373,96,154,4,6,76,NA,55000,92601,05670,06330,NA,25,25,1,6,389.18876846693576,664.078137518682
04013110500,04,013,1105,4726,2915,338,1067,202,106,8,7,83,4090,2721,253,794,167,81,6,4,64,NA,55000,92601,05670,06330,NA,25,25,4,6,361.60428510444507,617.010354941256
04013110600,04,013,1106,5728,2805,291,2116,337,71,4,22,82,4324,2456,211,1285,230,63,3,15,61,NA,55000,92601,05670,06330,NA,25,25,4,6,382.2926476263131,652.3111918743255
04013110701,04,013,110701,2284,848,109,1096,161,32,0,4,34,1701,733,79,714,117,30,0,2,26,NA,55000,92601,02430,06330,NA,25,25,4,6,150.38848140896357,256.60993001346617
04013110702,04,013,110702,3955,1846,157,1721,94,61,4,1,71,2881,1558,106,1069,56,47,4,0,41,NA,55000,92601,02430,06330,NA,25,25,4,6,254.71441207479373,434.6226974537307
04013110800,04,013,1108,8896,3904,371,3949,398,117,5,6,146,6516,3361,246,2460,250,93,1,5,100,NA,55000,92601,02430,06330,NA,25,25,4,6,576.0913256089399,982.9925361362407
04013110900,04,013,1109,7940,4545,337,2555,227,84,26,10,156,6187,3953,249,1628,159,68,20,4,106,NA,55000,92601,02430,06330,07570,26,26,4,5,547.003841550416,933.3601628414551
04013111000,04,013,1110,4717,3688,140,604,88,105,7,3,82,3767,3035,95,424,71,79,6,2,55,NA,55000,92601,02430,06330,07570,26,26,4,5,333.0472718798153,568.2831313114209
04013111100,04,013,1111,4528,3535,92,660,87,92,6,2,54,3474,2801,63,461,45,64,6,2,32,NA,55000,92601,01050,06330,07570,26,26,4,5,307.14261282465577,524.0816560063382
04013111201,04,013,111201,6145,3359,288,2051,227,82,13,7,118,4736,2881,206,1328,156,72,9,4,80,NA,55000,92601,01050,06330,07570,26,26,4,7,418.71831155370467,714.4648022009263
04013111202,04,013,111202,1754,313,74,1281,54,14,1,2,15,1162,258,47,798,38,9,1,1,10,NA,55000,92601,01050,06330,NA,25,25,4,6,102.73451816414796,175.29731844541308
04013111203,04,013,111203,1025,415,169,346,36,18,1,2,38,795,385,106,229,33,18,1,2,21,NA,55000,92601,01050,06330,NA,25,25,4,6,70.28738549096181,119.93233060594096
04013111204,04,013,111204,1959,1277,126,295,141,77,4,3,36,1762,1202,104,234,117,69,3,2,31,NA,55000,92601,01050,06330,07570,25,25,4,7,155.78160155355312,265.81228494046286
04013111300,04,013,1113,6386,3364,414,1979,282,156,15,12,164,4805,2854,294,1232,185,133,10,6,91,NA,55000,92601,01050,06330,07570,25,25,4,6,424.81872614348623,724.874023347857
04013111401,04,013,111401,4498,1351,168,2741,124,34,6,5,69,3014,1131,113,1626,82,27,3,1,31,NA,55000,92601,02430,06330,NA,25,25,4,6,266.4731822261118,454.6868483601334
04013111402,04,013,111402,4296,1569,263,2195,141,32,13,5,78,2989,1286,175,1332,104,28,9,3,52,NA,55000,92601,02430,06330,07570,25,25,4,6,264.26288708488664,450.9153914228397
04013111501,04,013,111501,2534,439,31,2010,39,10,0,1,4,1587,332,26,1194,24,8,0,0,3,NA,55000,92601,02430,06330,NA,25,25,4,6,140.3095355649766,239.4120863794067
04013111502,04,013,111502,7127,1851,229,4762,137,71,1,8,68,4742,1547,163,2829,101,62,1,4,35,NA,55000,92601,02430,06330,NA,25,25,4,6,419.2487823875987,715.3699518658768
04013111601,04,013,111601,3410,1124,89,2055,53,59,2,4,24,2353,962,56,1234,30,51,1,4,15,NA,55000,92601,02430,06330,NA,25,25,4,6,208.03297869211718,354.9695269380869
04013111602,04,013,111602,6819,948,200,5495,112,14,11,0,39,4452,829,162,3341,78,13,3,0,26,NA,55000,92601,02430,06330,NA,23,23,4,6,393.60935874938616,671.6210513932695
04013111700,04,013,1117,6801,2922,339,3219,142,65,9,2,103,4953,2492,253,1972,109,51,6,0,70,NA,55000,92601,06300,06330,NA,25,25,4,6,437.9036733795395,747.201048416636
04013111800,04,013,1118,3551,2726,156,558,45,36,1,8,21,3058,2433,126,403,38,35,1,6,16,NA,55000,92601,06300,06330,NA,25,25,4,6,270.3633016746682,461.3246125697704
04013111900,04,013,1119,2612,1848,65,609,18,30,1,8,33,2079,1585,51,380,12,28,1,7,15,NA,55000,92601,06300,06330,NA,25,25,1,6,183.80814394428882,313.6343589053475
04013112000,04,013,1120,1856,1053,42,707,22,12,0,1,19,1393,883,31,445,15,9,0,0,10,NA,55000,92601,06300,06330,NA,22,22,5,6,123.15764526906895,210.14558054600727
04013112100,04,013,1121,4204,488,42,3589,26,14,6,3,36,2568,414,23,2084,13,9,5,3,17,NA,55000,92601,03960,06330,NA,22,22,5,6,227.041516906654,387.4040565988131
04013112201,04,013,112201,4734,507,90,4061,41,6,2,2,25,2992,434,56,2449,30,6,2,2,13,NA,55000,92601,03960,06330,NA,22,22,5,6,264.52812250183365,451.3679662553149
04013112202,04,013,112202,4617,866,137,3482,35,66,6,0,25,3157,783,104,2172,22,53,4,0,19,NA,55000,92601,03960,06330,NA,22,22,5,6,279.1160704339201,476.25958204145365
04013112301,04,013,112301,5961,547,234,5031,46,47,3,2,51,3898,449,161,3172,35,38,0,2,41,NA,55000,92601,03960,06330,NA,22,22,5,6,344.6292184198354,588.0455656628401
04013112302,04,013,112302,7744,1243,735,5321,95,191,3,6,150,4761,929,426,3097,62,152,3,3,89,NA,55000,92601,03960,06330,NA,22,22,5,6,420.92860669492984,718.2362591382201
04013112401,04,013,112401,5729,1078,342,4070,73,100,0,5,61,3642,877,203,2395,59,78,0,4,26,NA,55000,92601,01680,06330,NA,22,22,5,6,321.99579617368926,549.4258466249522
04013112402,04,013,112402,5210,857,327,3892,46,38,1,5,44,3268,675,193,2310,27,35,1,3,24,NA,55000,92601,01680,06330,NA,22,22,5,6,288.92978086096,493.00485084303784
04013112502,04,013,112502,5325,1120,360,3628,71,44,15,5,82,3163,834,188,2024,42,35,7,2,31,NA,55000,92601,01680,06330,NA,22,22,5,6,279.64654126781414,477.1647317064041
04013112503,04,013,112503,7892,2129,417,5068,92,83,9,11,83,4777,1539,226,2840,55,66,7,4,40,NA,55000,92601,01680,06330,NA,22,22,6,6,422.343195585314,720.649991578088
04013112504,04,013,112504,3494,625,337,2395,42,31,1,6,57,2101,460,203,1353,32,25,0,4,24,NA,55000,92601,01680,06330,NA,22,22,5,6,185.75320366856704,316.95324101016604
04013112505,04,013,112505,6867,1406,379,4870,95,29,2,14,72,4300,1043,240,2865,72,27,2,6,45,NA,55000,92601,03060,08520,NA,22,22,5,6,380.1707642907369,648.6905932145235
04013112506,04,013,112506,5281,1491,337,3223,86,46,5,8,85,3564,1175,230,2016,57,36,5,3,42,NA,55000,92601,03060,06330,NA,22,22,5,6,315.09967533306656,537.6589009805957
04013112507,04,013,112507,2699,288,307,2029,35,7,4,1,28,1599,198,175,1182,22,7,3,1,11,NA,55000,92601,01680,06330,NA,22,22,5,6,141.3704772327647,241.22238570930767
04013112508,04,013,112508,2074,887,95,1033,25,14,0,1,19,1416,756,49,574,15,11,0,1,10,NA,55000,92601,03060,08520,NA,22,22,6,6,125.19111679899615,213.61532092831752
