GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,cd_1990,cd_2000,ndv,nrv
27001000005,MN,001,0005,1984,15,1925,2,26,3,1,1,11,1571,9,1533,1,19,2,1,0,6,NA,00460,00460,02760,4,8,414,438
27001000010,MN,001,0010,642,7,618,0,9,3,0,0,5,477,1,467,0,5,2,0,0,2,NA,00460,00478,02760,4,8,213,257
27001000015,MN,001,0015,300,0,296,0,2,0,0,0,2,232,0,229,0,1,0,0,0,2,NA,NA,03358,14010,4,8,109,43
27001000020,MN,001,0020,34,1,33,0,0,0,0,0,0,29,1,28,0,0,0,0,0,0,NA,NA,03412,19170,4,8,14,6
27001000025,MN,001,0025,76,0,73,0,2,0,0,0,1,59,0,56,0,2,0,0,0,1,NA,NA,04384,19170,4,8,34,10
27001000030,MN,001,0030,148,0,129,0,19,0,0,0,0,102,0,96,0,6,0,0,0,0,NA,64156,11620,19170,4,8,49,20
27001000035,MN,001,0035,27,1,26,0,0,0,0,0,0,27,1,26,0,0,0,0,0,0,NA,NA,13330,19170,4,8,7,10
27001000036,MN,001,0036,57,1,55,0,0,0,0,0,1,49,0,48,0,0,0,0,0,1,NA,39014,14903,19170,4,8,111,129
27001000040,MN,001,0040,1071,2,1049,3,3,1,0,6,7,841,1,829,2,3,0,0,2,4,NA,NA,20654,02760,4,8,191,181
27001000045,MN,001,0045,327,1,320,3,1,0,0,0,2,286,1,280,3,0,0,0,0,2,NA,NA,21230,02760,4,8,88,80
27001000050,MN,001,0050,442,2,438,0,0,1,0,0,1,372,2,368,0,0,1,0,0,1,2270,NA,23930,02760,4,8,126,78
27001000055,MN,001,0055,163,0,159,0,3,0,0,0,1,136,0,135,0,0,0,0,0,1,NA,NA,27602,19170,4,8,42,30
27001000060,MN,001,0060,712,1,685,4,18,0,0,0,4,613,1,596,3,11,0,0,0,2,2270,NA,28052,02760,4,8,154,145
27001000065,MN,001,0065,479,8,459,0,9,0,0,0,3,362,3,350,0,7,0,0,0,2,NA,29096,29096,14010,4,8,127,61
27001000070,MN,001,0070,447,1,431,1,5,0,0,0,9,326,0,318,1,3,0,0,0,4,NA,29096,29114,14010,4,8,113,91
27001000075,MN,001,0075,235,5,224,1,2,0,0,0,3,182,1,175,1,2,0,0,0,3,2270,NA,30788,15510,4,8,51,36
27001000080,MN,001,0080,321,0,316,0,1,2,0,0,2,234,0,231,0,1,1,0,0,1,NA,39014,31958,19170,4,8,76,56
27001000081,MN,001,0081,46,0,46,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,NA,NA,31966,19170,4,8,93,76
27001000085,MN,001,0085,245,0,245,0,0,0,0,0,0,187,0,187,0,0,0,0,0,0,NA,NA,33218,02760,4,8,55,59
27001000090,MN,001,0090,495,1,485,0,5,2,1,0,1,413,1,406,0,3,2,0,0,1,2270,NA,34982,15510,4,8,134,79
27001000095,MN,001,0095,54,0,53,0,0,0,0,0,1,40,0,39,0,0,0,0,0,1,NA,NA,36152,19170,4,8,9,11
27001000100,MN,001,0100,29,0,29,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,NA,NA,36908,19170,4,8,12.558139534883722,4.395348837209302
27001000105,MN,001,0105,18,0,18,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,NA,NA,36908,02760,4,8,7.441860465116279,2.604651162790698
27001000110,MN,001,0110,231,3,226,2,0,0,0,0,0,184,1,183,0,0,0,0,0,0,NA,49498,37844,02760,4,8,67,47
27001000115,MN,001,0115,65,10,55,0,0,0,0,0,0,44,3,41,0,0,0,0,0,0,NA,38996,38996,19170,4,8,17,14
27001000120,MN,001,0120,404,2,386,2,13,0,0,0,1,296,2,283,1,10,0,0,0,0,NA,39014,39014,19170,4,8,105,70
27001000125,MN,001,0125,116,0,114,0,2,0,0,0,0,91,0,89,0,2,0,0,0,0,NA,39014,39032,19170,4,8,27,19
27001000130,MN,001,0130,204,1,197,3,3,0,0,0,0,141,1,136,1,3,0,0,0,0,NA,NA,39212,14010,4,8,73,35
27001000132,MN,001,0132,64,0,63,0,1,0,0,0,0,50,0,49,0,1,0,0,0,0,NA,NA,42300,19170,4,8,23,17
27001000135,MN,001,0135,332,0,320,0,9,0,0,0,3,272,0,266,0,4,0,0,0,2,NA,NA,39590,02760,4,8,93,44
27001000140,MN,001,0140,186,2,180,2,1,0,0,0,1,141,0,137,2,1,0,0,0,1,NA,NA,44278,02760,4,8,39,40
27001000145,MN,001,0145,853,3,835,3,6,3,0,0,3,691,1,683,1,3,0,0,0,3,NA,NA,46546,02760,4,8,177,192
27001000146,MN,001,0146,14,0,14,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,NA,NA,46890,12210,4,8,114,166
27001000147,MN,001,0147,335,7,319,0,3,0,0,0,6,253,4,245,0,3,0,0,0,1,NA,NA,47342,02760,4,8,155,342
27001000150,MN,001,0150,118,0,116,0,1,0,0,0,1,98,0,97,0,1,0,0,0,0,NA,49498,49498,02760,4,8,44,28
27001000155,MN,001,0155,120,1,119,0,0,0,0,0,0,91,0,91,0,0,0,0,0,0,NA,38996,51694,19170,4,8,36,32
27001000160,MN,001,0160,158,0,157,0,0,1,0,0,0,116,0,115,0,0,1,0,0,0,2270,NA,54106,19170,4,8,46,18
27001000165,MN,001,0165,119,2,114,2,0,1,0,0,0,96,1,93,1,0,1,0,0,0,NA,NA,58270,19170,4,8,39,11
27001000170,MN,001,0170,64,0,64,0,0,0,0,0,0,52,0,52,0,0,0,0,0,0,NA,NA,59134,15510,4,8,21,9
27001000175,MN,001,0175,1172,5,1093,1,66,1,0,0,6,980,3,938,1,32,0,0,0,6,3385,NA,59368,19170,4,8,301,198
27001000176,MN,001,0176,5,0,2,0,0,3,0,0,0,3,0,2,0,0,1,0,0,0,NA,NA,42300,19170,4,8,0,0
27001000180,MN,001,0180,237,2,128,0,99,1,0,0,7,155,1,104,0,47,1,0,0,2,2270,39014,61546,19170,4,8,44,23
27001000185,MN,001,0185,602,4,586,0,7,2,1,0,2,431,1,424,0,3,2,1,0,0,NA,00460,61654,02760,4,8,115,119
27001000190,MN,001,0190,59,0,55,1,0,0,0,0,3,47,0,47,0,0,0,0,0,0,NA,64156,64156,19170,4,8,30,14
27001000195,MN,001,0195,144,0,124,0,13,0,0,0,7,124,0,111,0,10,0,0,0,3,3385,NA,65722,19170,4,8,36,33
27001000200,MN,001,0200,44,0,42,1,0,1,0,0,0,41,0,39,1,0,1,0,0,0,NA,NA,66748,14010,4,8,11,14
27001000205,MN,001,0205,320,1,315,0,0,0,0,0,4,275,1,271,0,0,0,0,0,3,NA,NA,67540,14070,4,8,88,52
27001000210,MN,001,0210,340,0,338,0,0,0,0,0,2,266,0,265,0,0,0,0,0,1,NA,NA,68692,02760,4,8,84,80
27001000215,MN,001,0215,262,2,255,0,3,0,0,0,2,232,2,227,0,1,0,0,0,2,NA,NA,68872,02760,4,8,57,51
27001000220,MN,001,0220,34,0,33,0,0,0,0,0,1,31,0,30,0,0,0,0,0,1,NA,NA,70132,19170,4,8,25,16
27001000225,MN,001,0225,153,0,151,0,1,1,0,0,0,120,0,119,0,1,0,0,0,0,NA,38996,70384,19170,4,8,27,27
27001000230,MN,001,0230,194,1,185,0,7,1,0,0,0,167,1,161,0,4,1,0,0,0,NA,NA,71716,19170,4,8,52,21
27003000005,MN,003,0005,3165,27,3058,19,7,15,0,1,38,2159,11,2114,10,3,7,0,0,14,NA,01486,01486,03180,2,6,282.52834149755074,297.6368089573128
27003000010,MN,003,0010,3303,27,3143,12,9,42,0,4,66,2140,10,2059,9,7,27,0,0,28,NA,01486,01486,03180,2,6,280.0419874037789,295.01749475157453
27003000015,MN,003,0015,5025,47,4795,37,9,96,0,6,35,3079,23,2959,17,6,60,0,1,13,NA,01486,01486,03180,2,6,402.92022393282014,424.4667599720084
27003000016,MN,003,0016,2285,52,2165,14,11,8,0,0,35,1418,32,1350,10,8,5,0,0,13,NA,01486,01486,03180,2,6,185.56053184044788,195.48355493351997
27003000020,MN,003,0020,2803,21,2724,3,11,23,0,0,21,1776,11,1732,1,7,15,0,0,10,NA,01486,01486,03180,2,6,232.40867739678097,244.8369489153254
27003000021,MN,003,0021,3298,45,3155,21,15,37,0,1,24,2163,23,2083,13,10,28,0,0,6,NA,01486,01486,03180,2,6,283.0517844646606,298.18824352694196
27003000022,MN,003,0022,1632,7,1576,6,1,26,0,0,16,1054,1,1026,4,1,15,0,0,7,NA,01486,01486,03180,2,6,137.92722183344995,145.3030090972708
27003000023,MN,003,0023,2528,25,2403,18,18,16,3,0,45,1676,10,1620,10,11,8,2,0,15,NA,01486,01486,03180,2,6,219.32260321903428,231.05108467459763
27003000024,MN,003,0024,2549,27,2458,5,11,21,0,4,23,1683,13,1638,3,8,14,0,1,6,NA,01486,01486,33540,2,6,220.23862841147655,232.01609517144857
27003000025,MN,003,0025,1835,40,1694,41,12,8,2,1,37,1443,23,1366,21,10,6,2,0,15,NA,01720,01720,03180,2,6,329.7983119266055,328.7392293577982
27003000030,MN,003,0030,2410,52,2125,141,22,27,0,0,43,1867,27,1721,68,16,20,0,0,15,NA,01720,01720,03180,2,6,426.7037064220184,425.3334311926606
27003000035,MN,003,0035,2716,40,2501,68,9,37,2,2,57,1796,20,1679,39,7,25,0,0,26,NA,01720,01720,03180,2,6,410.476623853211,409.15845871559634
27003000040,MN,003,0040,2015,26,1885,14,19,21,1,1,48,1587,17,1515,11,11,16,1,1,15,NA,01720,01720,03180,2,6,362.70957798165136,361.54480733944956
27003000045,MN,003,0045,2016,29,1917,18,25,6,0,1,20,1600,18,1545,13,14,3,0,1,6,NA,01720,01720,03180,2,6,365.68073394495417,364.50642201834864
27003000050,MN,003,0050,2634,115,2319,100,42,17,0,3,38,2214,91,1954,87,37,15,0,1,29,NA,01720,01720,03180,2,6,506.01071559633033,504.38576146788995
27003000055,MN,003,0055,2359,28,2181,49,26,34,0,2,39,1655,18,1562,19,16,22,0,0,18,NA,01720,01720,03180,2,6,378.25100917431195,377.0363302752294
27003000056,MN,003,0056,2091,19,2007,11,18,15,0,2,19,1463,9,1423,5,10,9,0,1,6,NA,01720,01720,03180,2,6,334.36932110091743,333.2955596330275
27003000060,MN,003,0060,443,10,420,1,1,1,0,0,10,283,4,271,1,1,1,0,0,5,NA,05554,05554,33540,2,6,57,50
27003000065,MN,003,0065,1462,42,1327,12,9,56,0,0,16,983,22,904,7,6,36,0,0,8,NA,06382,06382,08100,2,6,220.17274182914193,166.1943110106433
27003000070,MN,003,0070,3845,125,3383,44,29,190,1,1,72,2677,66,2407,32,21,122,1,1,27,NA,06382,06382,33330,2,6,599.595554299708,452.5963078082321
27003000075,MN,003,0075,1844,29,1705,33,13,36,0,3,25,1353,13,1284,12,12,17,0,1,14,NA,06382,06382,33330,2,6,303.0454930771404,228.74964679287933
27003000080,MN,003,0080,1828,14,1739,2,15,35,0,1,22,1396,11,1344,1,13,20,0,1,6,NA,06382,06382,33330,2,6,312.6766506546105,236.0195912216257
27003000085,MN,003,0085,2731,12,2628,16,5,47,2,1,20,1816,7,1751,13,5,31,2,1,6,NA,06382,06382,08100,2,6,406.7484223415277,307.0283507582179
27003000086,MN,003,0086,2154,35,2025,19,6,29,0,0,40,1377,18,1316,11,4,16,0,0,12,NA,06382,06382,08100,2,6,308.42102288782144,232.80729019497034
27003000090,MN,003,0090,1058,9,989,3,0,50,0,2,5,779,4,733,2,0,38,0,0,2,NA,06382,06382,33330,2,6,174.48073843835357,131.70434209286992
27003000091,MN,003,0091,1859,27,1680,39,14,51,1,6,41,1249,17,1154,17,8,36,1,2,14,NA,06382,06382,03180,2,6,279.7515305641895,211.16652538381842
27003000095,MN,003,0095,2530,30,2379,15,19,35,1,0,51,1885,17,1794,13,15,23,1,0,22,NA,06382,06382,03180,2,6,422.2030705472356,318.6940755392296
27003000100,MN,003,0100,2229,28,2037,15,12,85,0,0,52,1549,12,1432,7,8,66,0,0,24,NA,06382,06382,03180,2,6,346.9456531977018,261.88706790995576
27003000105,MN,003,0105,2463,25,2361,18,2,39,0,0,18,1784,16,1725,9,1,25,0,0,8,NA,06382,06382,03180,2,6,399.58104926061975,301.61815955542994
27003000110,MN,003,0110,3653,56,3365,54,9,84,1,0,84,2451,24,2317,25,7,52,0,0,26,NA,06382,06382,03180,2,6,548.9759819157954,414.38683243854194
27003000111,MN,003,0111,1188,12,1108,8,3,23,0,6,28,821,8,771,5,3,18,0,5,11,NA,06382,06382,03180,2,6,183.8879156070453,138.80521804652915
27003000115,MN,003,0115,3635,46,3449,21,22,66,1,5,25,2659,32,2526,13,22,48,1,4,13,NA,06382,06382,03180,2,6,595.5639069416973,449.5530752566638
27003000120,MN,003,0120,2130,47,1969,10,9,58,0,0,37,1481,22,1397,4,8,33,0,0,17,NA,06382,06382,03180,2,6,331.7149854007723,250.39041160403127
27003000121,MN,003,0121,2302,82,2099,14,42,11,2,3,49,1596,51,1481,7,27,10,2,2,16,NA,06382,06382,03180,2,6,357.4727324102854,269.8332862390506
27003000124,MN,003,0124,1412,25,1343,4,11,14,0,0,15,1155,16,1103,3,9,14,0,0,10,NA,06382,06382,03180,2,6,258.6973721390223,195.27408872562873
27003000125,MN,003,0125,3557,21,3489,7,9,6,0,1,24,2393,15,2355,5,2,2,0,1,13,NA,53026,08740,33540,2,6,440,459
27003000126,MN,003,0126,1937,39,1742,18,3,103,0,0,32,1314,26,1188,9,3,75,0,0,13,NA,06382,06382,33330,2,6,294.31025713478385,222.1559762644815
27003000127,MN,003,0127,1403,35,1251,5,17,79,0,0,16,1039,21,945,4,10,54,0,0,5,NA,06382,06382,33330,2,6,232.7156447207309,175.66214561552226
27003000128,MN,003,0128,1617,28,1482,29,11,27,1,3,36,1211,17,1126,16,9,20,1,1,21,NA,06382,06382,03180,2,6,271.24027503061126,204.74192333050766
27003000129,MN,003,0129,1662,27,1567,6,13,21,0,1,27,1276,14,1221,6,10,13,0,1,11,NA,06382,06382,03180,2,6,285.7990016012056,215.73137421117076
27003000130,MN,003,0130,3202,46,3065,8,13,23,0,4,43,2125,27,2051,3,13,15,0,0,16,NA,10648,10648,08100,2,6,242,204
27003000135,MN,003,0135,1956,29,1855,2,20,11,0,1,38,1470,20,1403,2,16,8,0,1,20,NA,11494,11494,08100,2,6,445.6005961251863,355.34128166915053
27003000140,MN,003,0140,2707,16,2588,7,5,69,0,2,20,1885,14,1814,3,3,37,0,0,14,NA,11494,11494,08100,2,6,571.3994038748137,455.65871833084947
27003000145,MN,003,0145,2750,115,2322,86,44,91,0,9,83,2155,70,1896,54,36,58,0,2,39,NA,12700,12700,09510,2,2,798.0991820040899,500.6298568507157
27003000150,MN,003,0150,2161,88,1849,76,44,60,0,0,44,1668,61,1464,41,27,50,0,0,25,NA,12700,12700,09510,2,2,617.7398773006134,387.4944785276074
27003000155,MN,003,0155,2397,93,2026,101,44,61,0,6,66,1907,50,1685,59,30,46,0,3,34,NA,12700,12700,09510,2,2,706.2529652351739,443.0167689161554
27003000160,MN,003,0160,3068,130,2434,226,50,135,1,5,87,2377,77,1993,148,29,91,1,5,33,NA,12700,12700,09510,2,2,880.3163599182004,552.2028629856851
27003000165,MN,003,0165,1868,28,1691,23,24,66,1,1,34,1546,20,1437,17,14,42,1,0,15,NA,12700,12700,09510,2,2,572.557464212679,359.1525562372188
27003000170,MN,003,0170,1776,28,1650,27,4,37,0,0,30,1403,19,1327,17,4,22,0,0,14,NA,12700,12700,09510,2,2,519.5977505112475,325.9321063394683
27003000180,MN,003,0180,2189,51,1880,51,47,118,0,3,39,1754,31,1563,27,32,82,0,1,18,NA,12700,12700,09510,2,2,649.5897750511248,407.47321063394685
27003000185,MN,003,0185,2311,50,2041,77,35,69,0,1,38,1860,31,1676,59,21,52,0,0,21,NA,12700,12700,09510,2,2,688.8466257668712,432.09815950920245
27003000190,MN,003,0190,3957,23,3844,7,22,21,0,1,39,2856,16,2788,5,13,12,0,0,22,NA,37322,12718,12270,2,6,724,634
27003000195,MN,003,0195,2126,45,1987,15,10,37,2,0,30,1473,25,1392,8,5,26,1,0,16,NA,13114,13114,03180,2,5,370.10845055299046,306.25457501802396
27003000200,MN,003,0200,3535,65,3157,183,27,26,0,11,66,2415,30,2251,81,17,10,0,4,22,NA,13114,13114,03180,2,5,606.796950499302,502.10780629227963
27003000205,MN,003,0205,2269,12,2105,36,15,49,0,3,49,1618,9,1520,16,10,39,0,1,23,NA,13114,13114,03180,2,5,406.5413937506711,336.4018346090718
27003000210,MN,003,0210,1784,13,1706,11,18,6,0,1,29,1341,8,1289,6,12,2,0,0,24,NA,13114,13114,03180,2,5,336.9419091592398,278.8101731834149
27003000215,MN,003,0215,2809,53,2552,88,17,54,0,4,41,1965,28,1833,49,11,28,0,2,14,NA,13114,13114,03180,2,5,493.7291957478793,408.5473454924759
27003000220,MN,003,0220,5103,51,4759,106,17,98,1,9,62,3530,31,3344,52,11,64,1,4,23,NA,13114,13114,03180,2,5,886.9537206056051,733.929836940682
27003000221,MN,003,0221,3597,36,3433,26,11,48,2,3,38,2300,21,2206,17,9,31,2,0,14,NA,13114,13114,03180,2,5,577.9018576183829,478.197910754552
27003000230,MN,003,0230,3687,54,3377,105,33,53,0,2,63,2671,30,2526,39,18,28,0,0,30,NA,13114,13114,03180,2,5,671.1199398690003,555.3333128806123
27003000235,MN,003,0235,2050,33,1898,28,6,48,1,1,35,1457,19,1375,16,3,26,1,1,16,NA,13114,13114,03180,2,5,366.08826371738434,302.92798085625316
27003000240,MN,003,0240,1463,6,1430,10,1,4,0,1,11,1113,4,1092,7,1,4,0,0,5,NA,13114,13114,03180,2,5,279.65424675185227,231.40620637818105
27003000245,MN,003,0245,2143,35,1995,59,18,12,1,4,19,1539,17,1469,28,13,5,1,0,6,NA,13114,13114,03180,2,5,386.69172124986574,319.9767759353285
27003000250,MN,003,0250,4006,45,3775,49,20,72,0,7,38,2761,30,2626,25,15,44,0,4,17,NA,13114,13114,03180,2,6,693.733490819285,574.0454050405731
27003000255,MN,003,0255,2625,52,2416,51,26,44,0,0,36,1905,36,1784,25,14,32,0,0,14,NA,13114,13114,03180,2,5,478.65349511435625,396.07261738583543
27003000260,MN,003,0260,1440,15,1372,3,14,4,0,0,32,1051,9,1018,2,8,3,0,0,11,NA,13114,13114,03180,2,5,264.0760227638785,218.5156540013192
27003000265,MN,003,0265,2249,40,2068,48,11,20,0,4,58,1646,24,1546,24,6,15,0,0,31,NA,13114,13114,03180,2,5,413.57672071298185,342.2233743921707
27003000270,MN,003,0270,2503,45,2325,30,21,45,0,4,33,1819,26,1726,16,12,25,0,2,12,NA,13114,13114,03180,2,5,457.0449908729733,378.19217376631747
27003000275,MN,003,0275,3845,71,3416,182,43,69,0,5,59,2742,42,2519,88,24,46,0,2,21,NA,13114,13114,03180,2,5,688.9595189520026,570.0950744734703
27003000280,MN,003,0280,2786,35,2585,35,14,68,0,2,47,2167,25,2037,19,12,50,0,1,23,NA,13114,13114,03180,2,5,544.4840545474069,450.5455967848323
27003000285,MN,003,0285,2947,69,2688,60,16,41,0,3,70,2185,42,2050,28,14,25,0,1,25,NA,13114,13114,03180,2,5,549.0067647374638,454.2880152168244
27003000290,MN,003,0290,3622,75,3224,139,29,78,0,15,62,2693,55,2466,62,22,63,0,4,21,NA,13114,13114,03180,2,5,676.6476967679588,559.9073798530472
27003000292,MN,003,0292,2443,46,2278,35,20,30,0,2,32,1701,23,1607,20,17,17,0,1,16,NA,13114,13114,03180,2,5,427.396112960378,353.65854182325785
27003000295,MN,003,0295,3575,35,3447,10,21,12,0,9,41,2385,16,2317,7,12,12,0,2,19,NA,17486,17486,33540,2,6,437.63529886914375,352.8695476575121
27003000300,MN,003,0300,5061,42,4930,3,13,20,0,3,50,3516,20,3452,2,8,13,0,0,21,NA,17486,17486,33540,2,6,645.168012924071,520.2051696284329
27003000301,MN,003,0301,2305,27,2233,8,5,17,0,0,15,1527,18,1488,2,4,8,0,0,7,NA,17486,17486,33540,2,6,280.19668820678515,225.92528271405493
27003000305,MN,003,0305,2378,62,2145,45,9,47,2,0,68,1799,38,1686,23,6,20,1,0,25,NA,22814,22814,33330,2,2,452.0197573284656,374.0339310641039
27003000310,MN,003,0310,2209,18,2079,8,14,60,0,0,30,1721,12,1643,4,8,40,0,0,14,NA,22814,22814,12420,2,2,432.42134650488566,357.8167845254713
27003000315,MN,003,0315,2299,46,2006,82,19,65,0,9,72,1804,33,1626,52,14,45,0,4,30,NA,22814,22814,12420,2,2,453.2760657145925,375.07349173965736
27003000320,MN,003,0320,2177,72,1866,89,29,49,0,1,71,1671,44,1462,60,20,36,0,1,48,NA,22814,22814,09510,2,2,419.85826264361646,347.42117776993757
27003000330,MN,003,0330,2436,104,2149,53,22,75,1,1,31,1805,58,1623,31,18,61,1,0,13,NA,22814,22814,33330,2,2,453.5273273918179,375.281403874768
27003000335,MN,003,0335,2133,42,1705,173,34,56,7,13,103,1515,22,1299,83,25,34,4,3,45,NA,22814,22814,12420,2,2,380.6614409964566,314.9868846926723
27003000340,MN,003,0340,2155,24,1955,15,2,116,0,4,39,1666,12,1537,12,1,77,0,3,24,NA,22814,22814,12420,2,2,418.6019542574895,346.3816170943842
27003000345,MN,003,0345,2392,40,2140,92,12,73,2,0,33,1972,24,1799,69,11,50,1,0,18,NA,22814,22814,09510,2,2,495.488027488457,410.0027304382507
27003000350,MN,003,0350,3001,92,2601,94,21,91,2,2,98,2352,69,2091,59,12,69,2,2,48,NA,22814,22814,03180,2,2,590.9674648341029,489.0093417803071
27003000355,MN,003,0355,1782,18,1655,26,1,59,3,4,16,1388,10,1313,15,1,36,3,2,8,NA,22814,22814,12420,2,2,348.75120798883285,288.5820435336166
27003000360,MN,003,0360,2445,106,1960,203,29,61,0,10,76,1968,61,1662,129,24,48,0,7,37,NA,22814,22814,12420,2,2,494.4829807795555,409.171081897808
27003000365,MN,003,0365,2042,80,1765,51,20,41,1,10,74,1609,41,1446,34,14,28,1,5,40,NA,22814,22814,09510,2,2,404.28003865564267,334.53062539307575
27003000370,MN,003,0370,1826,21,1767,9,6,5,0,0,18,1300,15,1266,5,6,3,0,0,5,NA,26738,26738,03180,2,6,226.48031945236735,211.94523673702224
27003000375,MN,003,0375,2212,31,2130,15,7,13,0,0,16,1549,15,1508,7,6,4,0,0,9,NA,26738,26738,03180,2,6,269.8600114090131,252.54090131203648
27003000377,MN,003,0377,2192,28,2105,4,6,15,0,2,32,1535,18,1486,3,6,11,0,0,11,NA,26738,26738,03180,2,6,267.42099258414146,250.25841414717627
27003000378,MN,003,0378,2395,19,2286,16,18,26,0,1,29,1620,9,1565,9,10,13,0,0,14,NA,26738,26738,03180,2,6,282.22932116371936,264.11637193382774
27003000379,MN,003,0379,2176,26,2087,8,3,16,5,0,31,1464,13,1414,5,2,10,2,0,18,NA,26738,26738,03180,2,6,255.05168282943524,238.68294352538504
27003000380,MN,003,0380,766,41,609,45,19,26,0,0,26,606,25,507,30,13,20,0,0,11,NA,29258,29258,09510,2,2,155,97
27003000381,MN,003,0381,1909,20,1838,8,9,19,0,0,15,1297,9,1255,5,8,12,0,0,8,NA,26738,26738,03180,2,6,225.95767256132348,211.4561323445522
27003000385,MN,003,0385,2214,56,2043,33,21,30,2,0,29,1567,28,1478,16,12,17,1,0,15,NA,36836,36836,08100,2,6,417,230
27003000390,MN,003,0390,2281,28,2203,8,9,10,0,2,21,1535,17,1496,4,6,6,0,0,6,NA,37322,37322,12270,2,6,179.4048473967684,159.56283662477557
27003000395,MN,003,0395,6782,167,5959,372,91,80,0,9,104,4834,135,4126,363,86,56,0,5,63,NA,37322,37322,08100,2,6,564.9791741472172,502.49299820466786
27003000396,MN,003,0396,3371,22,3267,9,9,38,1,0,25,1992,12,1946,6,5,18,1,0,4,NA,37322,37322,08100,2,6,232.8172351885099,207.06786355475765
27003000397,MN,003,0397,4357,42,4179,16,9,64,0,0,47,2779,25,2685,11,5,37,0,0,16,NA,37322,37322,08100,2,6,324.79874326750445,288.8763016157989
27003000400,MN,003,0400,4668,56,4520,12,17,14,5,0,44,3269,28,3187,9,13,9,3,0,20,NA,17486,37376,12270,2,6,616,515
27003000405,MN,003,0405,4286,27,4163,11,20,19,0,4,42,2970,18,2901,4,13,10,0,0,24,NA,47690,47690,33540,2,6,581.3482428115016,552.2492012779553
27003000406,MN,003,0406,2617,14,2524,24,26,14,0,1,14,1725,6,1692,5,8,9,0,0,5,NA,47690,47690,33540,2,6,337.6517571884984,320.75079872204475
27003000410,MN,003,0410,3492,75,3300,20,14,27,0,1,55,2472,40,2367,15,12,19,0,0,19,NA,53026,53026,03180,2,6,389.40444161426416,400.22669744487786
27003000411,MN,003,0411,6078,64,5805,17,26,97,0,5,64,3966,33,3814,11,19,58,0,3,28,NA,53026,53026,03180,2,6,624.7483881238558,642.1112791530685
27003000415,MN,003,0415,3780,34,3669,9,5,38,0,0,25,2609,17,2557,2,5,16,0,0,12,NA,53026,53026,03180,2,6,410.9855130144074,422.40754596831965
27003000420,MN,003,0420,2509,21,2430,6,16,13,0,1,22,1693,13,1652,3,8,8,0,0,9,NA,53026,53026,03180,2,6,266.69163416381434,274.10347846851863
27003000421,MN,003,0421,2651,27,2565,6,14,10,0,6,23,1823,10,1780,6,9,7,0,2,9,NA,53026,53026,11370,2,6,287.17002308365835,295.1509989652153
27003000425,MN,003,0425,4910,45,4687,11,35,62,1,5,64,3180,18,3077,8,24,25,1,2,25,NA,56950,56950,33540,2,6,368,337
27003000430,MN,003,0430,1686,57,1496,22,13,69,0,7,22,1299,34,1190,15,7,43,0,2,8,NA,61996,61996,33330,2,2,395.9720767888307,282.87318208260615
27003000435,MN,003,0435,2216,30,2052,17,20,60,1,6,30,1742,17,1631,10,18,45,1,4,16,NA,61996,61996,33330,2,2,531.0110529377546,379.3418654256351
27003000440,MN,003,0440,2765,141,2423,45,19,73,0,3,61,2116,102,1880,28,15,58,0,1,32,NA,61996,61996,33330,2,2,645.0168702734148,460.78495249175876
27003000445,MN,003,0445,2575,37,2409,28,9,68,0,0,24,1829,18,1743,16,7,37,0,0,8,NA,13114,13114,03180,2,5,459.5576076452271,380.2712951174242
27005000005,MN,005,0005,113,0,112,0,0,1,0,0,0,83,0,82,0,0,1,0,0,0,4595,NA,02674,40810,3,7,43,21
27005000010,MN,005,0010,445,5,415,0,19,0,0,0,6,310,1,295,0,11,0,0,0,3,NA,02728,02728,00162,3,7,72,78
27005000015,MN,005,0015,416,0,404,0,3,0,0,0,9,299,0,293,0,3,0,0,0,3,NA,02728,02746,00162,3,7,93,86
27005000020,MN,005,0020,1304,4,1269,1,13,7,0,0,10,933,2,904,1,11,5,0,0,10,NA,22472,08686,12360,3,7,164,254
27005000025,MN,005,0025,200,5,122,0,45,2,0,0,26,130,2,85,0,30,2,0,0,11,4595,09280,09280,10230,3,7,53,26
27005000030,MN,005,0030,260,5,180,0,44,0,0,0,31,187,4,134,0,31,0,0,0,18,4595,09280,09298,10230,3,7,65,53
27005000035,MN,005,0035,252,3,207,0,37,0,0,0,5,179,3,152,0,23,0,0,0,1,4595,51234,10126,28080,3,7,56,45
27005000040,MN,005,0040,965,4,951,1,1,3,0,0,5,798,2,791,1,1,1,0,0,2,NA,NA,13294,00162,3,7,170,207
27005000045,MN,005,0045,208,1,206,1,0,0,0,0,0,168,1,167,0,0,0,0,0,0,4595,34784,14230,00162,3,7,58,59
27005000050,MN,005,0050,2359,17,2188,1,87,15,0,3,48,1741,9,1635,1,56,10,0,1,29,NA,15832,15814,10230,3,7,421,551
