GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
17001001001,IL,001,01001,1193,18,1059,114,1,0,0,0,1,914,14,785,113,1,0,0,0,1,NA,14767,14780,NA,NA,08220,096,048,11,19,126,257
17001002001,IL,001,02001,941,3,937,0,0,0,0,1,0,694,3,690,0,0,0,0,1,0,NA,30159,53624,NA,NA,08220,096,048,11,19,107,294
17001003001,IL,001,03001,849,3,843,0,0,1,0,0,2,624,2,621,0,0,1,0,0,0,NA,10877,10890,NA,NA,08220,096,048,8,19,80.07748184019371,233.6852300242131
17001003002,IL,001,03002,860,9,848,0,0,0,0,0,3,615,5,607,0,0,0,0,0,3,NA,10877,10890,NA,NA,08220,096,048,8,19,78.9225181598063,230.31476997578693
17001004001,IL,001,04001,250,6,242,0,0,2,0,0,0,178,5,171,0,0,2,0,0,0,NA,30159,36295,NA,NA,08220,096,048,8,19,36,89
17001005001,IL,001,05001,738,9,725,0,0,0,0,0,4,548,6,540,0,0,0,0,0,2,NA,15261,35957,NA,NA,08220,096,048,8,19,86,212
17001006001,IL,001,06001,652,1,649,0,0,0,0,0,2,463,1,460,0,0,0,0,0,2,NA,44719,39220,NA,NA,25590,096,048,8,19,90,163
17001007001,IL,001,07001,1553,4,1544,2,2,0,0,0,1,1161,2,1156,1,2,0,0,0,0,NA,48307,48320,NA,NA,25590,096,048,8,18,174,368
17001008001,IL,001,08001,588,4,583,0,0,0,0,0,1,414,3,410,0,0,0,0,0,1,NA,43445,43458,NA,NA,25590,096,048,8,18,82,167
17001009001,IL,001,09001,1110,12,1089,0,4,3,0,0,2,822,4,810,0,3,3,0,0,2,NA,77044,77057,NA,NA,25590,096,048,8,18,146,289
17001010001,IL,001,10001,293,7,283,0,0,0,0,1,2,171,2,167,0,0,0,0,0,2,NA,NA,16015,NA,NA,08220,096,048,11,19,35,60
17001011001,IL,001,11001,193,1,184,0,4,0,0,0,4,150,1,145,0,1,0,0,0,3,NA,NA,45746,NA,NA,22770,096,048,11,19,28,60
17001012001,IL,001,12001,338,4,333,0,1,0,0,0,0,255,4,250,0,1,0,0,0,0,NA,NA,05742,NA,NA,22770,096,048,11,19,38,114
17001013001,IL,001,13001,578,0,567,1,5,0,0,0,5,404,0,399,0,4,0,0,0,1,NA,15846,15859,NA,NA,08220,096,048,11,19,46,135
17001014001,IL,001,14001,1217,2,1206,0,1,3,0,0,5,900,2,890,0,1,3,0,0,4,NA,43133,43146,NA,NA,22770,096,048,11,19,163,291
17001015001,IL,001,15001,419,0,416,0,0,0,0,0,3,307,0,306,0,0,0,0,0,1,NA,NA,63550,NA,NA,30990,096,048,11,19,53,94
17001016001,IL,001,16001,1143,2,1122,7,2,0,0,0,10,831,2,819,3,2,0,0,0,5,NA,15846,29288,NA,NA,08220,096,048,8,19,116,267
17001017001,IL,001,17001,843,3,834,0,0,0,0,0,6,627,2,619,0,0,0,0,0,6,NA,NA,10019,NA,NA,22770,096,048,11,19,125,216
17001018001,IL,001,18001,1318,6,1294,1,0,0,1,0,16,932,5,915,1,0,0,1,0,10,NA,58265,58278,NA,NA,30990,096,048,11,19,155.21986851716582,275.03871439006576
17001018002,IL,001,18002,602,2,595,0,0,0,0,0,5,437,2,432,0,0,0,0,0,3,NA,60339,58278,NA,NA,30990,096,048,11,19,72.78013148283418,128.96128560993424
17001019001,IL,001,19001,963,5,941,0,0,9,0,0,8,698,5,682,0,0,4,0,0,7,NA,62367,23412,NA,NA,33000,096,048,8,18,116.6685878962536,245.74159462055715
17001019002,IL,001,19002,749,1,735,6,0,1,0,0,6,531,1,520,6,0,1,0,0,3,NA,62367,23412,NA,NA,33000,096,048,8,18,88.7550432276657,186.9466858789625
17001019003,IL,001,19003,1198,16,1149,22,1,3,0,0,7,853,6,827,12,1,2,0,0,5,NA,62367,23412,NA,NA,33000,096,048,8,18,142.5763688760807,300.3117195004803
17001020001,IL,001,20001,2052,22,2003,7,5,7,2,1,5,1454,12,1425,5,3,6,0,1,2,NA,62367,48203,NA,NA,33000,096,048,11,18,172.01709077098366,453.6502088872009
17001020002,IL,001,20002,1201,5,1173,9,0,7,0,0,7,841,4,825,5,0,4,0,0,3,NA,62367,48203,NA,NA,33000,096,048,11,18,99.49544246107102,262.39327763007975
17001020003,IL,001,20003,1370,5,1327,24,1,3,0,0,10,1010,5,985,13,1,3,0,0,3,NA,62367,48203,NA,NA,33000,096,048,11,18,119.48917584504368,315.1215343714394
17001020004,IL,001,20004,135,2,130,3,0,0,0,0,0,95,2,90,3,0,0,0,0,0,NA,62367,48203,NA,NA,33000,096,048,8,18,15.578575456988355,29.467869820522175
17001020005,IL,001,20005,1554,23,1496,12,4,2,0,0,17,1117,8,1087,9,3,2,0,0,8,NA,62367,48203,NA,NA,33000,096,048,11,18,132.14793011773642,348.5056969236612
17001020006,IL,001,20006,574,0,566,4,0,0,0,0,4,415,0,413,2,0,0,0,0,0,NA,62367,48203,NA,NA,33000,096,048,11,18,49.097037599696165,129.48063045955183
17001021001,IL,001,21001,620,1,609,5,0,0,0,0,5,445,1,439,3,0,0,0,0,2,NA,NA,25258,NA,NA,30990,096,048,11,18,69,156
17001022001,IL,001,22001,1162,4,1146,4,0,7,0,0,1,892,3,881,3,0,5,0,0,0,NA,62367,64408,NA,NA,33000,096,048,8,18,122.98573692551506,317.1241415742208
17001022002,IL,001,22002,352,1,350,0,0,1,0,0,0,271,1,269,0,0,1,0,0,0,NA,62367,64408,NA,NA,33000,096,048,8,18,37.36450079239303,96.34601162176439
17001022003,IL,001,22003,925,7,904,5,1,7,0,0,1,730,5,715,4,1,4,0,0,1,NA,62367,64408,NA,NA,33000,096,048,8,18,100.64976228209191,259.52984680401477
17001023001,IL,001,23001,1002,11,938,23,4,7,1,2,16,788,7,752,13,4,4,1,0,7,NA,62367,62380,NA,NA,33000,096,048,8,18,129.22018379059816,244.42822545864712
17001023002,IL,001,23002,718,0,702,12,0,0,0,0,4,695,0,681,12,0,0,0,0,2,NA,62367,62380,NA,NA,33000,096,048,8,18,113.96957834323061,215.5807318448728
17001023003,IL,001,23003,864,8,772,66,0,0,0,1,17,642,3,590,46,0,0,0,0,3,NA,62367,62380,NA,NA,33000,096,048,8,18,105.27837308827921,199.14076236605513
17001023004,IL,001,23004,631,2,598,27,0,0,0,0,4,517,2,496,17,0,0,0,0,2,NA,62367,62380,NA,NA,33000,096,048,8,18,84.78024748697874,160.36724944431543
17001023005,IL,001,23005,855,6,759,71,1,0,0,2,16,669,1,615,47,1,0,0,0,5,NA,62367,62380,NA,NA,33000,096,048,8,18,109.7059682181601,207.5158411571509
17001023006,IL,001,23006,852,7,690,103,1,0,0,4,47,578,6,488,62,1,0,0,1,20,NA,62367,62380,NA,NA,33000,096,048,8,18,94.78333278041336,179.2887237501244
17001023007,IL,001,23007,823,14,647,137,1,1,0,2,21,575,9,473,79,1,1,0,0,12,NA,62367,62380,NA,NA,33000,096,048,8,18,94.29137776598215,178.35815944000265
17001023008,IL,001,23008,1140,10,1098,16,0,6,0,1,9,860,5,834,12,0,5,0,1,3,NA,62367,62380,NA,NA,33000,096,048,8,18,141.02710413694723,266.7617689015692
17001023009,IL,001,23009,785,7,701,58,0,3,0,0,16,608,3,544,51,0,3,0,0,7,NA,62367,62380,NA,NA,33000,096,048,8,18,99.70288292472549,188.59436685134196
17001023010,IL,001,23010,1047,2,971,60,6,0,0,1,7,783,1,731,43,6,0,0,0,2,NA,62367,62380,NA,NA,33000,096,048,8,18,128.40025876654613,242.87728494177753
