GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
41017991600,41,017,9916,4601,4031,18,353,41,76,5,3,74,3575,3214,9,222,26,49,4,3,48,NA,05800,90306,NA,NA,01980,54,27,3,5,506.81260370575217,659.0664753871681
41017991701,41,017,991701,7168,6604,14,283,40,83,6,7,131,4973,4649,9,159,27,56,5,7,61,NA,05800,90306,NA,NA,01980,54,27,3,5,705.0011407632744,916.7937292588496
41017991702,41,017,991702,7035,6336,24,424,53,65,3,2,128,5349,4928,10,253,31,51,2,2,72,NA,05800,90306,NA,NA,01980,54,27,3,5,758.3050677544247,986.1109305862832
41017991800,41,017,9918,7135,6668,10,245,41,59,5,8,99,5182,4910,4,149,23,42,3,3,48,NA,05800,90306,NA,NA,01980,54,27,3,5,734.6301852876106,955.323769358407
41017991900,41,017,9919,4692,4308,7,222,32,25,7,10,81,3558,3325,4,130,20,19,6,8,46,NA,05800,90306,NA,NA,01980,54,27,3,5,504.40258573008856,655.9324529867257
41017992000,41,017,9920,5363,4878,6,292,52,35,1,1,98,3931,3639,3,164,35,29,1,1,59,NA,05800,90306,NA,NA,01980,54,27,3,5,557.281215431416,724.6965915376106
41019010000,41,019,0100,2371,2167,2,124,21,12,1,2,42,1905,1781,2,68,17,8,1,2,26,NA,61300,92652,NA,NA,10410,43,22,5,2,364.87539308176105,483.13915094339626
41019020000,41,019,0200,4042,3738,0,129,61,16,1,7,90,3212,3014,0,80,47,13,1,6,51,NA,61300,92652,NA,NA,10410,43,22,5,2,615.2124737945493,814.6157232704403
41019030000,41,019,0300,3785,3488,8,76,47,12,3,13,138,2932,2745,4,48,32,11,1,6,85,NA,20500,91054,NA,NA,04350,43,22,5,2,561.5824947589099,743.603144654088
41019040000,41,019,0400,2615,2403,4,59,20,14,7,14,94,1992,1844,2,36,16,12,5,13,64,NA,84600,91547,NA,NA,13650,43,22,5,2,381.53899371069184,505.20377358490566
41019050001,41,019,050001,3860,3556,7,143,50,13,1,0,90,2922,2737,3,77,31,9,1,0,64,NA,54000,90425,NA,NA,09120,43,22,5,2,559.6671383647798,741.0669811320754
41019050002,41,019,050002,6437,5903,5,253,97,26,4,4,145,4834,4521,2,138,62,17,1,3,90,NA,71650,90425,NA,NA,11940,45,23,5,2,925.8832809224318,1225.9814465408804
41019060000,41,019,0600,3347,3136,4,102,27,16,1,0,61,2618,2472,4,68,20,9,1,0,44,NA,71650,90425,NA,NA,10710,43,22,5,2,501.4403039832285,663.9676100628931
41019070000,41,019,0700,4854,4546,3,128,69,25,1,2,80,3753,3535,2,94,45,15,1,2,59,NA,NA,91853,NA,NA,10710,43,22,5,2,718.8332547169812,951.8221698113208
41019080000,41,019,0800,6610,6137,10,170,45,78,5,4,161,5282,4969,9,105,31,63,4,1,100,NA,63650,92686,NA,NA,10710,45,23,5,2,1011.6912473794549,1339.601572327044
41019090000,41,019,0900,5713,5262,12,189,61,47,1,3,138,4527,4229,6,113,47,35,1,2,94,NA,63660,92686,NA,NA,10710,45,23,5,2,867.0818396226415,1148.1212264150943
41019100000,41,019,1000,3112,2815,7,70,94,12,4,1,109,2285,2088,6,41,59,12,4,1,74,NA,29750,92244,07020,NA,05670,45,23,5,2,437.65893605870025,579.5133647798742
41019110000,41,019,1100,2791,2612,3,58,37,21,3,2,55,2179,2059,2,36,29,14,2,2,35,NA,29750,92244,NA,NA,05670,45,23,5,2,417.35615828092244,552.6300314465409
41019120000,41,019,1200,6758,6131,26,305,90,59,9,2,136,5083,4676,19,183,63,44,7,2,89,0815,63650,92686,NA,NA,10710,45,23,5,2,973.5756551362683,1289.1319182389936
41019130000,41,019,1300,5338,4868,15,226,63,52,6,0,108,4124,3789,15,152,51,44,6,0,67,NA,63650,92686,NA,NA,10710,45,23,5,2,789.8929769392033,1045.9138364779874
41019140000,41,019,1400,5081,4693,14,147,64,43,5,7,108,3891,3665,8,79,38,34,3,4,60,NA,63650,92686,NA,NA,10710,45,23,5,2,745.2651729559749,986.8212264150944
41019150000,41,019,1500,5978,5469,2,267,72,26,8,2,132,4128,3851,1,132,48,17,4,1,74,NA,30750,92686,NA,NA,10710,45,23,5,2,790.6591194968554,1046.9283018867925
41019160000,41,019,1600,6565,6148,16,171,78,28,3,3,118,4824,4570,11,100,52,22,2,3,64,NA,83400,93179,NA,NA,13490,46,23,5,2,923.9679245283019,1223.445283018868
41019170000,41,019,1700,3611,3321,5,85,75,2,6,11,106,2744,2569,4,48,51,2,6,9,55,0815,83400,93179,NA,NA,13490,46,23,5,2,525.5737945492662,695.9232704402515
41019180000,41,019,1800,4721,4334,2,142,89,42,0,1,111,3476,3234,2,79,55,30,0,1,75,NA,50950,92057,NA,NA,11610,46,23,5,2,665.7778825995807,881.5704402515723
41019190000,41,019,1900,3980,3646,8,103,71,18,1,0,133,2974,2751,5,59,56,14,1,0,88,0815,74650,92057,NA,NA,11610,46,23,5,2,569.6269916142558,754.2550314465409
41019200000,41,019,2000,4599,4157,6,135,128,22,6,0,145,3456,3161,6,80,92,17,5,0,95,0815,11000,92057,NA,NA,11610,46,23,5,2,661.9471698113207,876.4981132075471
41019210000,41,019,2100,4231,3772,6,201,87,17,7,8,133,3179,2888,4,118,57,13,5,7,87,NA,29350,93060,07020,NA,03960,46,23,5,2,608.8917976939204,806.2463836477988
41021960100,41,021,9601,1915,1839,3,35,16,3,0,1,18,1470,1418,3,22,11,2,0,0,14,4545,15000,90612,NA,NA,03330,59,28,3,5,376,502
41023960100,41,023,9601,2454,2322,1,40,52,2,0,5,32,1867,1787,1,27,25,2,0,3,22,NA,59650,92584,09690,03630,10110,59,28,3,5,376.25280135823425,639.3444821731748
41023960200,41,023,9602,5481,5184,7,123,72,13,3,1,78,4023,3832,4,72,47,10,3,0,55,NA,37550,91462,09690,03630,06780,59,28,3,5,810.7471986417657,1377.6555178268252
41025980100,41,025,9801,5621,4979,8,228,259,32,4,5,106,4151,3763,5,117,174,27,4,3,58,0400,09800,90391,11910,03630,02490,60,30,3,5,837.7151224707136,1360.8265885694002
41025980200,41,025,9802,1988,1844,1,88,17,7,0,0,31,1483,1385,1,56,13,7,0,0,21,0400,NA,90901,03600,03630,02490,60,30,3,5,299.28487752928646,486.1734114305999
41027950100,41,027,9501,4118,2885,1,1015,73,65,3,4,72,2909,2153,1,597,52,56,3,2,45,NA,11600,92431,NA,NA,06510,56,28,3,5,588.8439668072372,658.0964494626581
41027950200,41,027,9502,5862,4688,28,912,32,112,2,10,78,4314,3587,21,552,19,90,0,7,38,NA,34900,91343,NA,NA,06510,56,28,3,5,873.2460889674874,975.9464018500884
41027950300,41,027,9503,5209,3776,27,1218,31,53,11,11,82,3846,3004,19,699,24,45,7,9,39,NA,34900,91343,NA,NA,06510,56,28,3,5,778.512855393824,870.0718269623181
41027950400,41,027,9504,5222,3077,10,1962,41,64,2,6,60,3633,2364,6,1142,29,54,2,6,30,4545,54550,92380,NA,NA,06510,56,28,3,5,735.3970888314515,821.8853217249354
41029000100,41,029,0001,2100,1322,24,632,26,29,9,0,58,1541,1062,13,376,22,24,4,0,40,NA,47000,91836,NA,NA,08040,50,26,3,5,260.6480888116839,352.1572305468984
41029000201,41,029,000201,3828,2734,48,856,61,26,7,0,96,2721,2042,36,517,42,16,4,0,64,NA,47000,91836,NA,NA,08040,50,26,3,5,460.23585311913814,621.816887941668
41029000202,41,029,000202,3823,2767,29,839,66,9,11,5,97,2581,2002,19,449,38,8,8,4,53,NA,47000,91836,NA,NA,08040,50,26,3,5,436.5559488792707,589.8233692677123
41029000203,41,029,000203,3754,2994,21,602,37,17,10,0,73,2640,2215,15,326,23,15,6,0,40,NA,47000,91836,NA,NA,08040,50,26,3,5,446.5353370946434,603.3063521374509
41029000300,41,029,0003,4481,3784,17,475,60,39,10,0,96,3272,2858,12,270,42,26,8,0,56,NA,47000,91836,NA,NA,08040,50,26,3,5,553.4331905203308,747.7342364370224
41029000401,41,029,000401,8069,7149,26,506,51,116,30,10,181,6051,5509,18,272,36,89,20,3,104,NA,47000,91836,NA,NA,08040,50,26,3,5,1023.4792896816998,1382.8055821150435
41029000402,41,029,000402,8108,7565,8,222,51,129,5,8,120,6000,5658,6,134,32,97,4,5,64,NA,47000,91836,NA,NA,08040,50,26,3,5,1014.8530388514623,1371.1508003123884
41029000500,41,029,0005,7962,6888,48,648,81,112,24,0,161,6202,5551,27,369,58,84,19,0,94,NA,47000,91836,NA,NA,08040,50,26,3,5,1049.0197578261282,1417.3128772562386
41029000601,41,029,000601,5959,5520,24,249,37,43,8,4,74,4584,4327,15,134,28,28,8,2,42,NA,47000,91836,NA,NA,08040,50,26,3,5,775.3477216825172,1047.5592114386645
41029000602,41,029,000602,4843,4450,16,212,36,46,12,1,70,3939,3715,9,117,20,34,6,1,37,NA,47000,91836,NA,NA,09630,50,26,3,5,666.251020005985,900.1605004050829
41029000700,41,029,0007,7776,6968,10,454,83,69,13,7,172,5649,5165,7,269,55,52,6,2,93,NA,47000,91836,NA,NA,08040,52,26,3,5,955.4841360786518,1290.9384784941135
41029000800,41,029,0008,4569,4029,17,329,59,28,5,4,98,3440,3133,10,183,42,18,1,1,52,NA,47000,91836,NA,NA,08040,51,25,3,5,581.8490756081718,786.1264588457693
41029000900,41,029,0009,5577,5175,12,188,42,27,7,1,125,4045,3801,7,107,29,20,6,1,74,NA,12400,91836,NA,NA,02940,51,25,3,5,684.1800903590275,924.3841645439351
41029001000,41,029,0010,9888,9045,21,463,78,75,17,2,187,7111,6627,9,247,55,56,16,0,101,NA,12400,91836,NA,NA,02940,51,25,3,5,1202.7699932121247,1625.0422235035655
41029001100,41,029,0011,3829,3500,6,191,35,19,5,0,73,2836,2634,5,113,24,13,3,0,44,NA,12400,91836,NA,NA,02940,51,25,3,5,479.68720303045785,648.0972782809888
41029001200,41,029,0012,3136,2711,15,222,29,63,9,2,85,2243,1985,12,128,23,47,4,0,44,NA,47000,91836,NA,NA,08040,50,26,3,5,379.385894357305,512.5818741834478
41029001301,41,029,001301,4823,4154,54,405,70,29,4,0,107,3608,3167,54,233,60,21,4,0,69,NA,81450,91836,NA,NA,04500,51,25,3,5,610.2649606960127,824.5186812545162
41029001302,41,029,001302,6582,5438,11,847,68,53,3,7,155,4571,3929,8,450,53,41,2,3,85,NA,81450,91836,NA,NA,04500,52,26,3,5,773.1488734316723,1044.5883847046543
41029001400,41,029,0014,6808,6202,19,276,107,30,9,7,158,4767,4399,7,149,80,27,6,5,94,NA,21550,90952,NA,NA,04500,52,26,3,5,806.3007393674869,1089.3793108481925
41029001500,41,029,0015,4179,3914,11,126,22,15,0,2,89,3327,3150,6,83,21,10,0,1,56,NA,37000,91836,NA,NA,08040,51,25,3,5,562.7360100431358,760.3031187732194
41029001600,41,029,0016,8619,7477,42,722,87,72,18,12,189,6773,6015,23,459,64,61,15,8,128,NA,57500,91836,NA,NA,09630,52,26,3,5,1145.599938690159,1547.8007284193009
41029001700,41,029,0017,6873,5845,33,774,58,26,9,7,121,5179,4606,20,404,39,22,6,4,78,NA,72500,90119,NA,NA,09630,52,26,3,5,875.9873147019539,1183.5316658029765
41029001800,41,029,0018,6743,6073,25,226,75,120,9,19,196,5253,4809,16,148,50,100,5,13,112,NA,03050,90119,NA,NA,01560,52,26,3,5,888.5038355144552,1200.442525673496
41029001900,41,029,0019,3224,2676,27,229,43,117,6,24,102,2688,2282,25,149,37,109,4,17,65,NA,03050,90119,NA,NA,01560,52,26,3,5,454.65416140545517,614.27555853995
41029002000,41,029,0020,2075,1857,23,85,20,19,3,10,58,1771,1604,17,66,19,19,3,6,37,NA,03050,90119,NA,NA,01560,52,26,3,5,299.5507886343233,404.7180112255399
41029002100,41,029,0021,3393,3156,14,85,18,37,2,9,72,2739,2577,12,57,18,27,2,5,41,NA,03050,90119,NA,NA,01560,52,26,3,5,463.2804122356925,625.9303403426052
41029002200,41,029,0022,4665,4317,23,87,36,74,6,12,110,3843,3596,17,57,24,60,5,8,76,NA,03050,90119,NA,NA,01560,52,26,3,5,650.0133713843617,878.2220876000847
41029002300,41,029,0023,1666,1535,2,56,22,5,1,4,41,1311,1231,2,29,17,3,1,4,24,NA,03050,93094,NA,NA,09630,52,26,3,5,221.7453889890445,299.59644986825685
41029002400,41,029,0024,1979,1750,8,138,22,12,1,1,47,1492,1346,6,86,15,9,1,0,29,NA,03050,90119,NA,NA,01560,52,26,3,5,252.36012232773032,340.9594990110139
41029002500,41,029,0025,2493,2340,4,55,14,18,1,4,57,1959,1854,3,32,11,12,1,2,44,NA,03050,93026,07020,NA,01560,52,26,3,5,331.3495171850024,447.6807363019947
41029002600,41,029,0026,2634,2482,1,61,29,5,2,0,54,1987,1887,0,33,26,5,2,0,34,NA,10050,90408,07020,NA,02580,52,26,3,5,336.085498032976,454.0794400367859
41029002700,41,029,0027,6382,5983,8,189,75,16,3,3,105,4946,4690,3,114,53,15,2,3,66,NA,66550,92873,NA,NA,04500,46,23,3,5,836.5771883598887,1130.2853097241787
41029002800,41,029,0028,4605,4239,1,179,48,17,7,18,96,3532,3289,0,99,38,10,7,15,74,NA,29950,92771,NA,NA,02940,46,23,3,5,597.4101555372275,807.1507711172259
41029002900,41,029,0029,7078,6533,11,274,66,36,10,8,140,5585,5236,8,160,43,29,7,6,96,NA,63450,92278,NA,NA,10680,46,23,3,5,944.6590369975695,1276.312869957448
41029003001,41,029,003001,3961,3743,7,89,35,13,5,0,69,3108,2952,3,65,26,11,3,0,48,NA,NA,93094,NA,NA,02940,51,25,3,5,525.6938741250575,710.2561145618171
41029003002,41,029,003002,4785,4480,8,135,35,22,10,7,88,3715,3526,5,84,29,17,6,3,45,NA,63450,93094,NA,NA,08040,51,25,3,5,628.3631732221971,848.9708705267537
41031960100,41,031,9601,1400,1175,2,154,36,2,6,0,25,1041,901,2,92,23,1,2,0,20,4545,78600,90136,NA,NA,06740,55,27,3,5,153.6963201678783,201.52162182417746
41031960200,41,031,9602,8093,5145,28,2382,324,31,13,7,163,5550,3889,16,1322,188,23,8,7,97,NA,45250,91751,NA,NA,06740,55,27,3,5,819.4184216443078,1074.394813760024
41031960300,41,031,9603,6889,5950,11,674,93,21,7,4,129,5190,4651,8,367,67,17,4,4,72,4545,17300,91224,NA,NA,03840,55,27,3,5,766.266956456569,1004.7043393539684
41031960400,41,031,9604,2627,65,2,162,2335,0,2,0,61,1562,58,2,75,1385,0,2,0,40,4545,78600,93383,NA,NA,06740,55,27,3,5,230.61830173124486,302.3792250618302
41033360100,41,033,3601,1936,1785,4,58,38,7,1,0,43,1479,1376,3,38,25,6,1,0,30,NA,NA,92295,NA,NA,06900,46,23,5,2,238.29941291585126,375.881398702235
41033360300,41,033,3603,4907,4533,12,152,71,30,5,0,104,3822,3579,9,91,49,26,2,0,66,NA,NA,92295,NA,NA,06900,46,23,5,2,615.8082191780821,971.3446286950252
41033360400,41,033,3604,4009,3735,7,112,33,30,17,1,74,3167,2992,3,68,26,23,9,0,46,NA,30550,91241,NA,NA,06900,46,23,5,2,510.27332028701886,804.8792357606344
41033360500,41,033,3605,5201,4742,14,231,36,66,2,5,105,3986,3695,9,146,26,46,1,1,62,NA,30550,91241,NA,NA,05910,49,25,3,5,642.2322243966079,1013.0245133381399
41033360600,41,033,3606,6150,5627,24,294,37,54,4,2,108,4639,4314,16,166,30,42,2,1,68,NA,30550,91241,NA,NA,05910,49,25,3,5,747.4448793215917,1178.9816149963951
41033360701,41,033,360701,4118,3575,8,311,66,38,7,2,111,2893,2576,3,166,49,25,4,1,69,NA,30550,91241,NA,NA,05910,49,25,3,5,466.1258969341161,735.2433309300649
41033360702,41,033,360702,5282,4782,15,265,54,29,2,7,128,4003,3694,11,148,35,20,2,4,89,NA,30550,91241,NA,NA,05910,49,25,3,5,644.9712981082844,1017.344989185292
41033360800,41,033,3608,4929,4487,13,226,51,27,1,5,119,3910,3603,11,154,41,24,0,2,75,NA,30550,91241,NA,NA,06900,49,25,3,5,629.9869536855838,993.7094448449891
41033360900,41,033,3609,2449,2306,2,70,19,7,1,0,44,2005,1908,2,41,19,7,1,0,27,NA,NA,93485,NA,NA,06900,49,25,3,2,323.04957599478143,509.56200432588315
41033361000,41,033,3610,4670,4299,6,215,36,16,7,4,87,3696,3462,2,128,31,14,6,0,53,NA,61250,91241,NA,NA,06900,49,25,3,5,595.5068493150685,939.3222782984859
41033361100,41,033,3611,6101,5654,18,222,59,20,3,6,119,4580,4298,12,126,44,16,2,2,80,NA,61250,91241,NA,NA,05910,49,25,3,5,737.938682322244,1163.9870223503965
41033361200,41,033,3612,6132,5522,17,370,67,37,2,1,116,4630,4287,11,189,44,28,1,1,69,NA,30550,91241,NA,NA,05910,49,25,3,5,745.9947814742335,1176.694304253785
41033361300,41,033,3613,6523,6066,18,212,64,42,2,0,119,5177,4849,16,142,55,32,2,0,81,NA,32075,91241,NA,NA,06900,49,25,3,5,834.1285061969993,1315.7119682768564
41033361400,41,033,3614,2829,2671,3,70,28,10,4,0,43,2224,2124,1,37,23,8,3,0,28,NA,NA,93519,NA,NA,06900,51,25,3,2,358.3352902804957,565.2198990627253
41033361500,41,033,3615,2685,2462,7,80,43,6,2,2,83,2052,1889,5,54,39,6,2,2,55,NA,NA,93485,NA,NA,06900,49,25,3,2,330.62230919765165,521.5068493150685
41033361600,41,033,3616,7805,6987,24,341,142,41,18,17,235,5991,5462,18,205,104,29,15,13,145,NA,11850,90493,NA,NA,06900,49,25,3,2,965.2818003913894,1522.586517664023
41035970100,41,035,9701,2814,2629,9,62,48,4,3,5,54,2199,2075,8,38,34,1,2,3,38,NA,NA,90731,07020,NA,11400,60,30,3,5,362.58746432723814,621.6980446041645
41035970200,41,035,9702,4302,3295,4,167,665,15,5,15,136,3246,2623,4,96,409,14,3,10,87,1785,13050,90527,07020,NA,09430,60,30,3,5,535.2246062784061,917.704344149667
41035970300,41,035,9703,3286,2957,6,106,114,22,3,6,72,2473,2278,3,52,73,16,1,2,48,NA,NA,91564,07020,NA,07080,53,30,3,5,407.76662086460203,699.1629214670753
41035970400,41,035,9704,1412,1204,5,133,15,7,1,3,44,991,881,1,64,8,7,1,2,27,NA,07300,92499,07020,NA,07080,60,30,3,5,163.40344572455345,280.17406193848433
41035970500,41,035,9705,1511,1346,7,86,25,5,4,1,37,1147,1041,7,60,13,3,2,1,20,NA,07300,91649,07020,NA,07280,60,30,3,5,189.1258852129796,324.27815241517806
41035970600,41,035,9706,1330,836,9,435,20,0,5,4,21,951,655,5,256,12,0,3,4,16,NA,45400,91785,07020,NA,NA,53,30,3,5,156.80794841982876,268.86532079061413
41035970700,41,035,9707,2153,1606,4,463,14,9,0,3,54,1555,1225,4,268,10,9,0,3,36,NA,47700,91870,07020,NA,NA,53,30,3,5,256.3999577211711,439.6273121234542
41035970800,41,035,9708,2091,1905,2,95,36,10,1,0,42,1546,1446,2,48,22,5,1,0,22,NA,39700,91581,07020,NA,07080,53,30,3,5,254.91597082760808,437.0828453651834
41035970900,41,035,9709,3743,3362,17,163,81,27,3,0,90,2810,2579,14,97,51,18,3,0,48,NA,39700,91581,07020,NA,07080,53,30,3,5,463.33368565690733,794.4390656378819
41035971000,41,035,9710,2524,2296,5,118,37,16,0,8,44,1842,1707,4,66,26,9,0,3,27,NA,01850,91581,07020,NA,07080,60,30,3,5,303.7226508825706,520.7675298594229
41035971100,41,035,9711,4995,4326,29,303,151,50,1,2,133,3724,3321,24,171,99,40,1,2,66,NA,01850,91581,07020,NA,07080,53,30,3,5,614.0407990698658,1052.843800866716
41035971200,41,035,9712,2614,2207,11,186,106,17,5,2,80,1934,1673,9,109,69,15,4,2,53,NA,01850,91581,NA,NA,07080,53,30,3,5,318.89229468343723,546.7776344995243
41035971300,41,035,9713,5072,4453,22,273,135,24,2,21,142,3794,3425,17,163,84,16,2,15,72,NA,01850,91581,07020,NA,07080,53,30,3,5,625.5829193531339,1072.6340978754888
41035971400,41,035,9714,5032,4431,27,300,134,24,8,2,106,3673,3328,16,166,84,20,4,1,54,NA,01850,91581,07020,NA,07080,53,30,3,5,605.6315400063418,1038.4251559031813
41035971500,41,035,9715,4326,3612,39,383,136,25,7,2,122,3143,2723,27,211,97,19,4,0,62,NA,01850,91581,07020,NA,07080,53,30,3,5,518.2412007187401,888.5843356939012
41035971600,41,035,9716,3275,2164,57,681,203,60,3,8,99,2331,1696,37,351,133,40,2,7,65,NA,39700,91581,NA,NA,07080,53,30,3,5,384.35260543282953,659.0168903921361
41035971700,41,035,9717,2958,2222,40,490,112,12,2,0,80,2200,1764,30,271,80,11,2,0,42,NA,39700,91581,NA,NA,07080,53,30,3,5,362.75235175985625,621.9807631328612
41035971800,41,035,9718,2560,2074,23,153,150,37,1,9,113,1918,1601,14,91,104,34,1,7,66,NA,39700,91581,NA,NA,07080,53,30,3,5,316.25409576154743,542.2541380403763
41035971900,41,035,9719,3609,3056,27,179,190,34,9,2,112,2604,2282,22,99,118,21,6,0,56,1785,39700,91581,NA,NA,07080,53,30,3,5,429.3668745375753,736.1990487263503
41035972000,41,035,9720,4168,3678,19,185,71,84,9,3,119,3224,2906,15,107,47,70,7,2,70,NA,39700,91581,NA,NA,07080,53,30,3,5,531.5970827608076,911.4845365183384
41037960100,41,037,9601,2358,2160,7,65,55,5,2,0,64,1789,1668,4,45,33,2,2,0,35,NA,56250,92924,07020,03630,11400,60,30,3,5,372.2403587443946,653.0251121076233
41037960200,41,037,9602,5064,4457,1,339,111,48,8,6,94,3786,3431,0,187,65,32,8,4,59,NA,40700,91632,07020,NA,07280,60,30,3,5,787.7596412556053,1381.9748878923765
41039000100,41,039,0001,5189,4911,10,108,41,36,2,4,77,4132,3940,9,77,28,24,1,3,50,NA,NA,91717,NA,NA,07980,44,22,5,2,999.6605671396176,821.9718798290153
41039000200,41,039,0002,4660,4357,5,120,76,19,0,7,76,3658,3466,2,68,47,17,0,6,52,NA,69600,91802,NA,NA,07740,44,22,5,2,884.9850809769412,727.6798490838669
41039000300,41,039,0003,2249,2032,7,60,40,20,6,0,84,1667,1521,6,45,31,14,2,0,48,NA,14400,90578,NA,NA,04740,41,21,5,2,403.2996528126192,331.61353428726244
41039000402,41,039,000402,3292,3034,8,110,24,18,7,5,86,2559,2385,5,65,17,13,7,5,62,NA,NA,91513,NA,NA,06930,43,22,5,2,619.1024664352084,509.0576090228582
41039000403,41,039,000403,4634,4138,12,283,66,15,6,1,113,3365,3080,7,168,33,13,6,0,58,NA,38000,91513,NA,NA,06930,43,22,5,2,814.0991791928395,669.3938469565916
41039000404,41,039,000404,3826,3458,17,224,28,32,4,2,61,2843,2622,10,134,19,21,2,1,34,NA,38000,91513,NA,NA,06930,43,22,5,2,687.8109855706516,565.5532561359851
41039000500,41,039,0005,2355,2084,3,67,54,11,3,9,124,1802,1639,2,33,32,8,2,6,80,NA,NA,91887,NA,NA,07710,43,22,5,2,435.9603925424953,358.46885949948825
41039000702,41,039,000702,2395,2243,2,38,38,18,8,0,48,1962,1862,1,24,23,12,5,0,35,NA,21150,93043,NA,NA,05100,47,24,5,2,474.66941740753373,390.29739308434847
41039000703,41,039,000703,5543,5243,6,121,49,19,4,2,99,4676,4475,4,72,38,15,3,1,68,0770,26050,92227,NA,NA,05100,4,2,5,2,1131.2712516807483,930.1888940175401
41039000704,41,039,000704,5362,5055,17,129,46,31,7,3,74,4459,4257,5,89,35,23,3,2,45,NA,26050,92227,NA,NA,05100,47,24,5,2,1078.7721367075396,887.0214453430733
41039000800,41,039,0008,1678,1592,5,14,20,4,1,0,42,1242,1181,4,11,13,3,1,0,29,NA,NA,93298,NA,NA,03780,44,22,5,2,300.4788055148608,247.0689919524775
41039000902,41,039,000902,4542,4269,5,93,52,23,1,0,99,3482,3301,0,66,37,19,1,0,58,NA,77050,90187,NA,NA,04950,43,22,5,2,842.4051536253988,692.6684621405205
41039000903,41,039,000903,3989,3692,11,94,50,31,5,6,100,2922,2733,11,52,34,23,5,4,60,NA,77050,90187,NA,NA,04950,43,22,5,2,706.9235665977644,581.2685945935099
41039000904,41,039,000904,2461,2258,4,81,39,6,0,2,71,1692,1584,1,40,26,4,0,0,37,NA,77050,90187,NA,NA,04950,43,22,5,2,409.3479379477814,336.58674265989686
41039001001,41,039,001001,2462,2330,4,42,10,17,3,7,49,1908,1809,3,31,10,14,3,4,34,NA,23850,91105,NA,NA,02040,43,22,5,2,461.60512151558333,379.5552629994582
41039001002,41,039,001002,4038,3720,6,103,22,96,1,4,86,3073,2862,5,61,19,76,0,3,47,NA,23850,91105,NA,NA,04740,44,22,5,2,743.4552088141444,611.3067731642217
41039001101,41,039,001101,4096,3659,15,226,34,33,7,3,119,2955,2679,9,128,25,26,5,2,81,NA,16950,90748,NA,NA,03690,44,22,5,2,714.9073029761785,587.8332296453872
41039001102,41,039,001102,3773,3437,9,135,80,21,2,7,82,2733,2533,3,73,49,16,2,5,52,NA,16950,90748,NA,NA,03690,44,22,5,2,661.1985309759376,543.6711392963937
41039001201,41,039,001201,3668,3316,5,168,34,21,3,7,114,2729,2505,4,100,22,17,3,5,73,NA,15950,90697,NA,NA,11580,44,22,5,2,660.2308053543118,542.8754259567721
41039001202,41,039,001202,3829,3489,10,161,43,38,2,0,86,2923,2705,8,92,31,28,2,0,57,NA,15950,90697,NA,NA,11580,44,22,5,2,707.1654980031708,581.4675229284152
41039001301,41,039,001301,3180,2936,4,102,31,28,3,2,74,2419,2271,3,48,23,26,2,1,45,NA,15950,90697,NA,NA,11580,44,22,5,2,585.2320696782997,481.20764213610545
41039001302,41,039,001302,4445,4086,4,166,48,46,2,10,83,3218,3021,2,86,31,29,1,6,42,NA,15950,90697,NA,NA,11580,44,22,5,2,778.5352625980854,640.1513817255012
41039001400,41,039,0014,2430,2259,3,71,17,20,1,6,53,1851,1739,2,38,11,17,1,6,37,NA,NA,90697,NA,NA,11580,44,22,5,2,447.81503140741336,368.2163479098517
41039001500,41,039,0015,4400,4021,16,182,63,20,2,4,92,3318,3073,12,107,51,14,2,4,55,NA,54100,92346,07020,NA,09150,44,22,5,2,802.7284031387345,660.0442152160389
41039001600,41,039,0016,4992,4536,13,169,62,16,7,10,179,3686,3408,3,99,40,13,5,7,111,NA,44050,91700,NA,NA,07590,44,22,5,2,891.7591603283229,733.2498424612173
41039001700,41,039,0017,5315,4979,22,101,65,48,1,13,86,4076,3855,11,63,44,37,1,7,58,NA,69600,92482,NA,NA,09870,40,20,5,2,986.112408436854,810.8318930743142
41039001801,41,039,001801,3669,3379,21,122,36,20,11,2,78,2638,2462,16,71,25,14,6,2,42,NA,69600,91105,NA,NA,11670,42,21,5,2,638.2150474623211,524.7729474803829
41039001803,41,039,001803,3821,3543,21,108,38,19,13,0,79,2722,2565,14,53,29,7,6,0,48,NA,69600,91105,NA,NA,11670,42,21,5,2,658.5372855164663,541.4829276124345
41039001804,41,039,001804,3329,3115,4,96,21,27,2,0,64,2361,2228,3,55,17,18,2,0,38,NA,69600,91105,NA,NA,11670,42,21,5,2,571.2000481647234,469.66979871159367
41039001902,41,039,001902,5241,4493,27,425,74,36,16,5,165,3667,3236,18,228,51,31,9,2,92,NA,69600,91105,NA,NA,11670,42,21,5,2,887.1624636255996,729.4702040980152
41039001903,41,039,001903,3039,2684,7,175,49,15,5,1,103,2021,1821,4,98,27,11,3,1,56,NA,69600,91105,NA,NA,11670,42,21,5,2,488.9433703265167,402.03416484376567
41039001904,41,039,001904,4271,3854,21,173,53,42,2,0,126,3224,2975,14,88,40,30,2,0,75,NA,69600,91105,NA,NA,11670,42,21,5,2,779.9868510305243,641.3449517349335
