GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
10001003-28,DE,001,3-28,2828,85,1845,817,15,11,1,4,50,1993,50,1404,498,9,10,1,0,21,NA,67310,93700,01620,28,14,1,1,264.44595503667375,442.6317976650319
10001003-29,DE,001,3-29,1629,20,1430,135,9,10,0,5,20,1148,10,1004,102,8,9,0,1,14,NA,33250,90740,00190,29,15,1,1,152.32511609739163,254.96302243826224
10001003-30,DE,001,3-30,837,23,682,109,4,9,0,0,10,619,10,519,72,2,8,0,0,8,NA,74330,90444,00790,30,15,1,1,82.13349029990017,137.4757063495508
10001003-31,DE,001,3-31,1666,69,1124,379,18,34,0,2,40,1248,47,874,268,16,24,0,1,18,NA,21200,90740,00190,31,17,1,1,165.59385443340133,277.17234495030596
10001003-32,DE,001,3-32,2443,101,1321,875,17,53,0,1,75,1701,60,1068,490,10,40,0,1,32,NA,21200,90740,00190,32,17,1,1,225.70123909552538,377.78057592986414
10001003-33,DE,001,3-33,1083,36,728,267,5,19,0,1,27,757,22,538,167,4,17,0,0,9,NA,80895,90444,00790,33,15,1,1,100.44434920359359,168.12457141617116
10001003-34,DE,001,3-34,2861,77,2222,437,17,51,1,7,49,2136,47,1701,304,11,42,1,3,27,NA,81350,90740,00180,34,16,1,1,283.4202508571677,474.3911288572545
10001003-35,DE,001,3-35,1406,8,1281,85,2,2,0,4,24,1028,2,949,59,2,2,0,1,13,NA,25840,91332,01850,35,19,1,1,136.40263009417995,228.31183542380975
10001004-28,DE,001,4-28,3820,51,3432,234,17,44,3,3,36,2914,35,2643,171,16,29,2,0,18,NA,67310,93700,01620,28,15,1,1,386.6510351113233,647.1796580009549
10001004-29,DE,001,4-29,4202,57,3890,140,31,19,0,13,52,2977,44,2759,103,22,16,0,5,28,NA,33250,90740,00190,29,15,1,1,395.0103402630094,661.1715311835424
10001004-30,DE,001,4-30,3712,87,2985,529,15,25,2,9,60,2692,52,2219,351,11,18,2,5,34,NA,26620,90888,00790,30,15,1,1,357.1944360053817,597.8749620242177
10001004-31,DE,001,4-31,1432,32,1043,279,11,47,0,2,18,1222,25,945,196,9,37,0,2,8,NA,21200,90740,00190,31,17,1,1,162.1439824660388,271.3979210971746
10001004-32,DE,001,4-32,1980,115,1125,590,10,63,1,8,68,1463,88,857,421,6,51,1,2,37,NA,21200,90740,00180,32,16,1,1,194.12164185582222,324.9223883512
10001004-33,DE,001,4-33,1707,33,1133,477,10,11,1,3,39,1156,18,816,282,8,11,1,2,18,NA,80895,90444,00180,33,15,1,1,153.3866151642724,256.7397682392257
10001004-34,DE,001,4-34,1647,43,1444,109,2,20,0,0,29,1283,29,1140,81,1,20,0,0,12,NA,34810,90740,00180,34,16,1,1,170.23791285100475,284.9456078295213
10001005-28,DE,001,5-28,260,5,240,3,0,4,0,0,8,186,2,175,3,0,4,0,0,2,NA,41700,90740,00190,28,17,1,1,24.679853304978085,41.309339872401374
10001005-29,DE,001,5-29,602,14,545,33,0,2,0,0,8,360,9,323,21,0,2,0,0,5,NA,NA,90740,00190,29,17,1,1,47.767458009635,79.9535610433575
10001005-30,DE,001,5-30,1903,18,1778,73,7,1,2,3,21,1380,10,1291,56,5,1,1,2,14,NA,NA,90888,00790,30,15,1,1,183.10858903693415,306.48865066620374
10001005-31,DE,001,5-31,4092,170,2517,1257,16,65,1,5,61,3190,113,2050,919,15,50,1,1,41,NA,21200,90740,00190,31,17,1,1,423.2727529187101,708.4773881341956
10001005-32,DE,001,5-32,1349,56,773,418,8,43,0,2,49,975,36,617,264,2,36,0,0,20,NA,61720,90740,00180,32,16,1,1,129.37019877609478,216.54089449242656
10001005-33,DE,001,5-33,2805,101,2218,389,4,28,0,3,62,2004,63,1640,240,4,26,0,1,30,NA,44430,90444,00180,33,16,1,1,265.90551625363486,445.0748231413567
10001005-34,DE,001,5-34,6108,351,4134,1202,37,162,4,16,202,3976,198,2781,769,25,125,3,3,72,NA,34810,90740,00180,34,16,1,1,527.5650362397465,883.0426630788595
10001006-28,DE,001,6-28,1124,30,916,124,29,6,0,1,18,895,22,746,91,21,6,0,1,8,NA,21200,90740,00190,28,17,1,1,118.755208107287,198.77343648279154
10001006-29,DE,001,6-29,857,14,650,157,2,20,0,0,14,658,10,503,120,2,12,0,0,11,NA,21200,90740,00190,29,17,1,1,87.30829825094398,146.13734212924788
10001006-30,DE,001,6-30,1022,27,939,29,1,4,0,11,11,732,16,679,23,1,3,0,9,1,NA,NA,91332,00790,30,19,1,1,97.12716461959117,162.57224078816026
10001006-31,DE,001,6-31,2047,50,1236,534,10,164,1,6,46,1521,36,930,400,9,112,1,6,27,NA,21200,90740,00190,31,17,1,1,201.81751009070786,337.80379540818535
10001006-32,DE,001,6-32,1152,42,913,158,3,16,0,0,20,890,26,739,99,3,15,0,0,8,NA,21200,90740,00180,32,16,1,1,118.09177119048653,197.66297035718935
10001006-33,DE,001,6-33,2564,63,2286,146,18,11,0,4,36,1954,34,1779,100,15,5,0,2,19,NA,07250,92220,01080,33,16,1,1,259.27114708562993,433.97016188533485
10001006-34,DE,001,6-34,1513,113,1029,269,6,34,0,10,52,927,63,648,161,4,26,0,3,22,NA,61265,90444,00180,34,16,1,1,123.00120437481013,205.88041968664555
10001007-28,DE,001,7-28,4824,212,2758,1565,20,121,3,12,133,3521,137,2127,1077,16,92,3,5,64,NA,21200,90740,00190,28,17,1,1,467.1922768109023,781.9902456490604
10001007-29,DE,001,7-29,885,2,761,97,0,16,0,0,9,622,0,532,73,0,13,0,0,4,NA,21200,90740,00190,29,15,1,1,82.53155244998047,138.14198602491211
10001007-30,DE,001,7-30,1316,20,1175,94,1,9,0,0,17,989,9,889,69,1,9,0,0,12,NA,33120,91332,00790,30,18,1,1,131.22782214313614,219.65019964411266
10001007-31,DE,001,7-31,2056,80,720,1175,12,22,0,6,41,1566,50,641,822,8,20,0,2,23,NA,21200,90740,00190,31,17,1,1,207.78844234191223,347.79799053860506
10001007-32,DE,001,7-32,1014,46,727,192,0,16,0,1,32,734,23,541,137,0,16,0,1,16,NA,38710,90740,00180,32,17,1,1,97.39253938631136,163.01642723840112
10001007-33,DE,001,7-33,2833,66,2261,412,5,35,2,3,49,2063,43,1657,295,4,28,2,3,31,NA,61480,92220,00790,33,16,1,1,273.7340718718806,458.17832342346253
10001007-34,DE,001,7-34,3041,92,1910,925,12,36,4,4,58,2065,49,1339,615,10,29,4,0,19,NA,10760,90740,00180,34,16,1,1,273.9994466386008,458.6225098737034
10001008-29,DE,001,8-29,774,16,507,189,20,22,0,5,15,548,10,364,131,18,18,0,4,3,NA,21200,90740,00190,29,17,1,1,72.71268608133327,121.70708736599974
10001008-30,DE,001,8-30,3174,80,2340,680,7,14,2,3,48,2180,42,1712,384,6,12,2,0,22,NA,33120,91332,00790,30,18,1,1,289.2584957250119,484.1632307625537
10001008-31,DE,001,8-31,1174,67,524,388,2,171,0,2,20,917,43,443,298,1,120,0,0,12,NA,21200,90740,00190,31,17,1,1,121.67433054120914,203.65948743544115
10001008-32,DE,001,8-32,888,18,691,108,6,44,2,0,19,746,18,570,100,6,39,2,0,11,NA,21200,90740,00180,32,16,1,1,98.98478798663253,165.68154593984636
10001008-33,DE,001,8-33,2917,244,1511,1029,8,41,4,2,78,2075,154,1187,640,8,32,4,0,50,NA,47420,92220,01080,33,18,1,1,275.32632047220176,460.8434421249078
10001008-34,DE,001,8-34,156,2,141,12,0,1,0,0,0,104,2,93,8,0,1,0,0,0,NA,61265,90444,00180,34,16,1,1,13.799487869450111,23.0976954125255
10001009-30,DE,001,9-30,1123,23,862,214,4,13,0,1,6,831,17,637,158,3,11,0,1,4,NA,NA,91332,00790,30,18,1,1,110.26321557224078,184.55947007508354
10001009-32,DE,001,9-32,611,30,93,468,1,1,0,3,15,403,24,72,290,1,1,0,3,12,NA,21200,90740,00190,32,16,1,1,53.47301549411918,89.50356972353632
10001009-33,DE,001,9-33,2540,105,2012,372,4,16,0,3,28,1890,60,1588,215,2,10,0,2,13,NA,47420,92220,01080,33,18,1,1,250.7791545505837,419.7561954776268
100030001-1,DE,003,1-1,1667,52,549,1022,2,14,1,2,25,1312,35,461,786,2,13,0,2,13,NA,77580,93996,01240,10,1,1,1,246.3135738557079,353.5820364511765
100030001-2,DE,003,1-2,2735,83,208,2373,2,3,0,10,56,1865,45,188,1594,1,3,0,8,26,NA,77580,93996,01240,20,2,1,1,350.1332433238531,502.6147088273203
100030001-3,DE,003,1-3,459,43,363,44,3,0,0,0,6,348,27,283,35,1,0,0,0,2,NA,NA,92812,00230,3,13,1,1,65.3331735531908,93.78547918064743
100030001-4,DE,003,1-4,1408,12,1328,44,0,12,0,2,10,1250,9,1191,35,0,8,0,2,5,NA,77580,93996,01300,4,1,1,1,234.67375557898998,336.8731292408313
100030001-5,DE,003,1-5,1199,93,513,546,1,27,0,0,19,912,66,438,377,1,20,0,0,10,NA,77580,93996,01300,5,1,1,1,171.2179720704311,245.78263509411053
100030001-6,DE,003,1-6,1182,28,1006,120,2,14,0,0,12,878,16,773,69,2,10,0,0,8,NA,NA,90148,01240,6,4,1,1,164.83484591868256,236.61968597875986
100030001-7,DE,003,1-7,922,2,864,37,0,13,0,3,3,708,1,675,23,0,9,0,0,0,NA,NA,90148,01240,7,5,1,1,132.9192151599399,190.80494040200682
100030001-8,DE,003,1-8,1074,16,827,173,0,43,0,12,3,807,9,630,126,0,36,0,4,2,NA,NA,90148,01240,8,4,1,1,151.50537660179592,217.48529223788066
100030001-9,DE,003,1-9,795,16,672,104,0,1,0,0,2,615,10,519,86,0,0,0,0,0,NA,19730,93256,00230,9,14,1,1,115.45948774486307,165.741579586489
100030002-1,DE,003,2-1,1708,34,346,1281,1,11,0,1,34,1247,22,286,908,1,10,0,1,19,NA,77580,93996,01240,10,1,1,1,234.1105385656004,336.06463373065327
100030002-2,DE,003,2-2,2073,85,183,1769,0,8,0,5,23,1610,54,176,1356,0,6,0,4,14,NA,77580,93996,01240,20,2,1,1,302.2597971857391,433.8925904621907
100030002-3,DE,003,2-3,1717,242,324,1130,4,1,0,3,13,1252,153,273,815,2,1,0,3,5,NA,NA,92812,00230,3,2,1,1,235.04923358791635,337.4121262476166
100030002-5,DE,003,2-5,1112,35,1027,42,0,0,1,0,7,872,24,820,26,0,0,0,0,2,NA,77580,93996,01300,5,3,1,1,163.7084118919034,235.0026949584039
100030002-6,DE,003,2-6,1349,22,1193,86,1,27,0,7,13,1110,12,995,67,1,22,0,3,10,NA,23240,90148,01240,6,1,1,1,208.3902949541431,299.1433387658582
100030002-7,DE,003,2-7,1711,29,1528,86,4,53,0,1,10,1415,18,1283,67,3,36,0,1,7,NA,01400,90148,01240,7,5,1,1,265.6506913154167,381.340382300621
100030002-8,DE,003,2-8,1776,59,1393,90,3,206,0,5,20,1418,44,1133,70,3,153,0,2,13,NA,15310,90148,01240,8,4,1,1,266.2139083288062,382.14887781079904
100030002-9,DE,003,2-9,1688,28,1428,199,6,2,0,1,24,1245,13,1039,167,6,2,0,1,17,NA,72510,92072,00080,9,14,1,1,233.73506055667403,335.525636723868
100030003-1,DE,003,3-1,1657,64,139,1432,1,2,0,0,19,1171,40,116,1001,1,2,0,0,11,NA,77580,93996,01300,10,1,1,1,219.84237422639782,315.58274747281075
100030003-2,DE,003,3-2,88,0,36,49,0,3,0,0,0,66,0,26,38,0,2,0,0,0,NA,77580,93996,01240,20,1,1,1,12.39077429457067,17.78690122391589
100030003-3,DE,003,3-3,3207,144,170,2827,2,12,0,8,44,2292,88,139,2032,2,10,0,3,18,NA,NA,92812,00230,3,13,1,1,430.29779822963604,617.6905697759883
100030003-4,DE,003,3-4,1651,27,1588,20,1,8,0,4,3,1334,18,1296,10,1,6,0,1,2,NA,77580,93996,01300,4,1,1,1,250.4438319538981,359.51100352581517
100030003-5,DE,003,3-5,2509,477,917,1059,6,20,0,2,28,1818,284,766,730,5,15,0,2,16,NA,77580,93996,00200,5,3,1,1,341.309510114083,489.948279167865
100030003-6,DE,003,3-6,2209,82,1237,843,3,6,0,3,35,1509,48,945,491,3,6,0,3,13,NA,23240,90148,01240,6,1,1,1,283.2981577349567,406.67324161953155
100030003-7,DE,003,3-7,713,5,668,20,0,11,0,2,7,558,3,527,14,0,9,0,0,5,NA,01530,90148,01240,7,4,1,1,104.75836449046112,150.3801648931071
100030003-8,DE,003,3-8,1703,40,1513,105,9,21,1,1,13,1302,20,1177,74,5,18,1,1,6,NA,15310,90148,01240,8,4,1,1,244.43618381107595,350.8870514172499
100030003-9,DE,003,3-9,3540,53,3195,249,4,15,0,2,22,2556,25,2324,181,4,11,0,2,9,NA,72510,92072,00080,9,14,1,1,479.8608954079187,688.8381746716518
100030004-1,DE,003,4-1,1128,15,55,1030,11,12,0,0,5,752,9,50,675,8,7,0,0,3,NA,77580,93996,01300,10,2,1,1,141.1797313563204,202.66287455128412
100030004-2,DE,003,4-2,577,13,413,133,0,12,0,0,6,482,6,361,102,0,7,0,0,6,NA,77580,90148,01240,20,1,1,1,90.49020015125853,129.89827863526455
100030004-3,DE,003,4-3,1745,90,209,1432,2,2,0,0,10,1224,52,167,996,2,2,0,0,5,NA,77580,92812,00230,3,2,1,1,229.79254146294699,329.866168152622
100030004-4,DE,003,4-4,1898,38,1695,134,0,28,0,0,3,1864,34,1670,131,0,26,0,0,3,NA,77580,93996,01300,4,2,1,1,349.94550431938984,502.34521032392763
100030004-5,DE,003,4-5,2376,939,184,1199,2,11,3,1,37,1512,553,155,772,0,7,2,0,23,NA,77580,93996,01300,5,3,1,1,283.86137474834624,407.4817371297095
100030004-6,DE,003,4-6,1689,13,1517,115,2,26,0,7,9,1269,9,1156,75,0,19,0,4,6,NA,23240,90148,01240,6,1,1,1,238.24079666379063,341.9936008052919
100030004-7,DE,003,4-7,2031,59,1258,577,3,88,0,10,36,1680,36,1123,422,3,72,0,4,20,NA,15310,90148,01240,7,5,1,1,315.4015274981625,452.7574856996772
100030004-8,DE,003,4-8,2245,20,1873,291,1,31,1,0,28,1647,12,1428,170,1,24,1,0,11,NA,15310,90148,01240,8,4,1,1,309.20614035087715,443.8640350877193
100030004-9,DE,003,4-9,4586,212,3266,1026,3,31,0,0,48,3078,130,2242,658,2,22,0,0,24,NA,47030,92072,00080,9,14,1,1,577.860655737705,829.516393442623
100030005-1,DE,003,5-1,1557,42,1086,399,4,11,0,2,13,1273,34,893,322,4,11,0,1,8,NA,77580,93996,01300,10,1,1,1,238.9917526816434,343.0715948188626
100030005-2,DE,003,5-2,949,60,30,834,0,2,0,1,22,638,31,23,570,0,2,0,0,12,NA,77580,93996,01300,20,2,1,1,119.77748484751648,171.94004516452028
100030005-3,DE,003,5-3,466,48,72,332,0,4,0,1,9,353,38,64,242,0,3,0,1,5,NA,77580,93996,00200,3,3,1,1,66.27186857550677,95.13297169761076
100030005-4,DE,003,5-4,1695,180,671,785,8,14,2,3,32,1339,110,569,621,8,11,2,3,15,NA,77580,93996,01300,4,1,1,1,251.38252697621408,360.8584960427785
100030005-5,DE,003,5-5,2383,1066,156,1126,1,3,0,2,29,1577,671,133,753,1,3,0,2,14,NA,77580,93996,01300,5,3,1,1,296.0644100384538,424.9991398502328
100030005-6,DE,003,5-6,2656,89,1820,634,6,79,5,1,22,2147,58,1548,455,3,64,4,1,14,NA,23240,90148,01240,6,4,1,1,403.0756425824732,578.6132867840519
100030005-7,DE,003,5-7,1064,14,958,40,2,37,0,0,13,874,8,792,36,0,31,0,0,7,NA,01400,90148,01240,7,5,1,1,164.0838899008298,235.54169196518924
100030005-8,DE,003,5-8,1859,214,857,718,2,19,0,7,42,1282,136,651,447,2,17,0,2,27,NA,15310,90148,01240,8,5,1,1,240.68140372181213,345.4970813493966
100030005-9,DE,003,5-9,1696,26,1596,46,1,16,3,0,8,1116,12,1048,35,1,12,2,0,6,NA,54050,92072,00080,9,14,1,1,209.51672898092224,300.7603297862142
100030006-1,DE,003,6-1,1934,35,1715,132,4,27,0,0,21,1757,30,1563,123,4,23,0,0,14,NA,77580,93996,01300,10,1,1,1,329.8574308418283,473.5088704609125
100030006-2,DE,003,6-2,722,23,262,408,1,3,0,1,24,575,13,238,308,1,3,0,1,11,NA,77580,93996,00200,20,2,1,1,107.94992756633538,154.96163945078237
100030006-3,DE,003,6-3,1005,66,788,140,2,1,0,0,8,742,39,611,86,2,0,0,0,4,NA,NA,92812,00230,3,13,1,1,139.30234131168845,199.96788951735743
100030006-4,DE,003,6-4,598,18,252,315,0,4,0,0,9,510,13,236,250,0,4,0,0,7,NA,77580,93996,00200,4,2,1,1,95.74689227622791,137.44423673025918
100030006-5,DE,003,6-5,3166,733,1315,1052,14,17,0,2,33,2161,440,1091,595,7,14,0,1,13,NA,77580,93996,00200,5,3,1,1,405.70398864495786,582.386265831549
100030006-6,DE,003,6-6,1161,15,1021,57,1,53,0,6,8,945,10,826,51,1,45,0,6,6,NA,NA,90148,01240,6,4,1,1,177.41335921771642,254.67608570606845
100030006-7,DE,003,6-7,1353,17,1113,184,1,24,0,5,9,1051,9,890,127,1,18,0,3,3,NA,01660,90148,01240,7,5,1,1,197.31369369081477,283.24292706569094
100030006-8,DE,003,6-8,2055,28,1711,270,0,21,2,0,23,1551,20,1332,170,0,15,2,0,12,NA,15310,90148,01240,8,5,1,1,291.1831959224108,417.99217876202346
100030006-9,DE,003,6-9,1966,110,1648,175,1,17,1,0,14,1428,78,1219,109,1,14,0,0,7,NA,47030,92072,00080,9,14,1,1,268.0912983734382,384.84386284472566
100030007-1,DE,003,7-1,929,14,770,121,2,12,0,0,10,871,13,743,97,2,12,0,0,4,NA,77580,93996,01300,10,1,1,1,163.5206728874402,234.73319645501124
100030007-2,DE,003,7-2,249,20,35,168,1,9,0,1,15,206,13,34,139,1,6,0,1,12,NA,77580,93996,00200,20,3,1,1,38.67423491941755,55.516691698889
100030007-3,DE,003,7-3,125,4,115,2,0,3,0,0,1,98,2,90,2,0,3,0,0,1,NA,77580,91924,01300,3,3,1,1,18.398422437392814,26.41085333248117
100030007-4,DE,003,7-4,512,43,75,368,3,15,0,4,4,386,38,72,252,3,13,0,4,4,NA,77580,93996,00200,4,3,1,1,72.4672557227921,104.0264223095687
100030007-5,DE,003,7-5,1246,181,25,1013,5,4,0,0,18,724,99,21,587,3,3,0,0,11,NA,77580,93996,00200,5,3,1,1,135.923039231351,195.1169164562895
100030007-6,DE,003,7-6,1873,15,1721,78,2,57,0,0,0,1480,10,1373,53,2,42,0,0,0,NA,NA,90148,01240,6,4,1,1,277.8537266055241,398.85778502114425
100030007-7,DE,003,7-7,767,2,711,29,0,21,0,0,4,591,2,550,19,0,16,0,0,4,NA,01660,90148,01240,7,5,1,1,110.95375163774645,159.273615505065
100030007-8,DE,003,7-8,1424,45,945,386,3,27,0,0,18,1111,31,771,273,2,22,0,0,12,NA,15310,90148,01240,8,4,1,1,208.57803395860628,299.4128372692508
100030007-9,DE,003,7-9,2409,40,2210,134,5,3,0,0,17,1728,31,1581,101,4,1,0,0,10,NA,NA,92072,00230,9,14,1,1,324.41299971239573,465.6934138625251
100030008-1,DE,003,8-1,211,3,14,192,0,2,0,0,0,154,2,10,140,0,2,0,0,0,NA,77580,93996,01300,10,2,1,1,28.911806687331566,41.502769522470416
100030008-2,DE,003,8-2,1426,33,34,1341,1,1,0,0,16,959,18,33,898,1,1,0,0,8,NA,77580,93996,00200,20,3,1,1,180.04170528020111,258.4490647535658
100030008-3,DE,003,8-3,1840,143,48,1608,5,0,0,12,24,1112,69,31,993,5,0,0,2,12,NA,77580,93996,00200,3,2,1,1,208.76577296306948,299.6823357726435
100030008-4,DE,003,8-4,1528,175,316,985,6,23,2,1,20,1114,102,299,672,4,22,2,1,12,NA,77580,93996,00200,4,3,1,1,209.14125097199587,300.22133277942885
100030008-5,DE,003,8-5,1361,136,135,1060,3,14,0,0,13,1011,93,130,763,3,14,0,0,8,NA,77580,93996,00200,5,3,1,1,189.8041335122871,272.46298692998437
100030008-6,DE,003,8-6,1701,16,1628,34,0,13,0,1,9,1309,10,1260,23,0,10,0,0,6,NA,04650,90148,01240,6,1,1,1,245.7503568423183,352.7735409409985
100030008-7,DE,003,8-7,1291,11,1172,64,1,34,0,0,9,1057,10,961,50,1,29,0,0,6,NA,01660,90148,01240,7,5,1,1,198.44012771759392,284.85991808604695
100030008-8,DE,003,8-8,1458,46,934,403,10,29,0,1,35,1143,32,780,279,7,23,0,1,21,NA,15310,90148,01240,8,4,1,1,214.58568210142843,308.03678937781615
100030008-9,DE,003,8-9,1862,35,1683,106,1,22,0,5,10,1340,24,1214,74,1,17,0,3,7,NA,NA,92072,00230,9,14,1,1,251.57026598067725,361.1279945461711
100030009-1,DE,003,9-1,395,7,62,323,0,0,0,0,3,277,7,60,208,0,0,0,0,2,NA,77580,93996,01240,10,2,1,1,52.00370423630418,74.65108543976822
100030009-2,DE,003,9-2,1980,68,683,1146,4,31,0,3,45,1430,49,608,715,3,24,0,0,31,NA,23240,90148,01240,20,2,1,1,268.4667763823645,385.382859851511
100030009-3,DE,003,9-3,1844,242,1041,511,7,8,0,10,25,1309,157,821,299,5,7,0,5,15,NA,77580,93996,00200,3,3,1,1,245.7503568423183,352.7735409409985
100030009-4,DE,003,9-4,1585,94,966,491,2,16,0,7,9,1337,65,882,362,2,16,0,2,8,NA,77580,93996,01300,4,1,1,1,251.00704896728766,360.31949903599315
100030009-5,DE,003,9-5,1707,590,97,997,0,8,0,0,15,1111,363,87,644,0,6,0,0,11,NA,77580,93996,01300,5,3,1,1,208.57803395860628,299.4128372692508
100030009-6,DE,003,9-6,833,14,779,20,0,14,0,0,6,652,9,615,16,0,8,0,0,4,NA,NA,90148,01240,6,4,1,1,122.40583091000117,175.7130242120176
100030009-7,DE,003,9-7,2519,134,1241,1025,1,42,1,6,69,1620,70,893,596,1,27,1,1,31,NA,15310,90148,01240,7,5,1,1,304.137187230371,436.5875754961173
100030009-8,DE,003,9-8,951,3,895,39,0,8,0,0,6,752,2,710,29,0,6,0,0,5,NA,01530,90148,01240,8,4,1,1,141.1797313563204,202.66287455128412
100030009-9,DE,003,9-9,1344,36,1260,33,3,0,0,4,8,987,20,935,22,1,0,0,2,7,NA,15440,92072,01620,9,14,1,1,185.2983974051705,265.9950228485604
10003001-10,DE,003,1-10,1805,24,1645,90,2,35,0,0,9,1418,12,1309,65,2,26,0,0,4,NA,NA,90148,01240,10,6,1,1,266.2139083288062,382.14887781079904
10003001-11,DE,003,1-11,1914,18,1770,56,1,64,1,0,4,1488,12,1383,48,1,42,1,0,1,NA,NA,90148,01240,11,5,1,1,279.3556386412297,401.0137730482856
10003001-12,DE,003,1-12,1608,297,1147,118,3,32,0,1,10,1202,185,901,83,2,26,0,1,4,NA,NA,91924,01300,12,7,1,1,225.66228336475677,323.9372010779834
10003001-13,DE,003,1-13,1931,193,1634,52,2,29,0,0,21,1448,121,1261,32,2,22,0,0,10,NA,24540,91924,01300,13,7,1,1,271.846078462702,390.233832912579
10003001-14,DE,003,1-14,1900,65,1395,283,3,116,2,2,34,1479,47,1092,206,3,101,2,2,26,NA,NA,93848,00200,14,9,1,1,277.6659876010609,398.58828651775156
10003001-15,DE,003,1-15,3268,886,1842,440,9,36,0,1,54,2387,610,1414,302,9,27,0,1,24,NA,77840,92812,00230,15,13,1,1,448.13300365363926,643.2929275982914
10003001-16,DE,003,1-16,2108,159,1479,425,3,20,0,0,22,1558,97,1149,286,3,14,0,0,9,NA,50800,92812,00230,16,13,1,1,292.4973689536531,419.8786682857721
10003001-17,DE,003,1-17,1010,28,571,400,1,3,0,1,6,800,19,485,289,1,3,0,1,2,NA,50800,92812,00230,17,12,1,1,150.1912035705536,215.59880271413203
10003001-18,DE,003,1-18,1752,46,1546,116,6,28,0,0,10,1323,33,1182,80,5,17,0,0,6,NA,NA,93848,00200,18,9,1,1,248.378702904803,356.5465199884958
10003001-19,DE,003,1-19,2226,70,1814,317,3,9,0,0,13,1811,42,1513,241,3,6,0,0,6,NA,51190,91924,01300,19,9,1,1,339.9953370828407,488.0617896441164
10003001-20,DE,003,1-20,3224,34,2897,70,3,197,0,4,19,2364,18,2151,48,2,134,0,0,11,NA,35850,92960,01300,20,7,1,1,443.8150065509858,637.09446202026
10003001-21,DE,003,1-21,2081,89,1661,149,4,154,11,5,8,1529,64,1212,129,2,102,11,5,4,NA,56490,93108,01300,21,8,1,1,287.0529378242206,412.06321168738486
10003001-22,DE,003,1-22,634,1,594,12,0,26,0,0,1,508,1,483,8,0,16,0,0,0,NA,50670,91184,00200,22,10,1,1,95.37141426730153,136.90523972347384
