GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
01001000001,AL,001,1,781,4,433,339,2,0,0,0,3,538,2,315,217,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,2,2,64.74567790358276,123.64146646566378
01001000002,AL,001,2,3844,82,3513,151,8,40,0,8,42,2702,49,2497,97,6,31,0,0,22,NA,NA,NA,NA,NA,NA,NA,2,2,325.1725310324919,620.965134554319
01001000003,AL,001,3,625,3,565,48,7,0,2,0,0,469,2,437,26,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,56.441864194758956,107.78410366616417
01001000004,AL,001,4,751,10,604,126,4,0,0,0,7,551,7,462,76,3,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,2,2,66.31016454437565,126.62908554383039
01001000005,AL,001,5,918,3,853,50,1,0,0,0,11,669,3,625,30,1,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,2,2,80.51088943772653,153.74747409949643
01001000006,AL,001,6,1927,67,1571,237,10,10,0,1,31,1372,54,1108,169,10,10,0,0,21,NA,NA,NA,NA,NA,NA,NA,2,2,165.11351316675754,315.3087211726593
01001000007,AL,001,7,3510,32,3160,275,11,1,0,1,30,2424,17,2202,170,11,1,0,1,22,NA,NA,NA,NA,NA,NA,NA,2,2,291.71658594476696,557.076049651987
01001000008,AL,001,8,858,2,365,479,2,0,0,0,10,588,2,266,311,1,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,2,2,70.76293421432466,135.13230907399685
01001000009,AL,001,9,1382,9,1111,228,11,9,0,3,11,1034,6,842,160,10,9,0,0,7,NA,NA,NA,NA,NA,NA,NA,2,2,124.43686050614235,237.63062514032782
01001000010,AL,001,10,5854,105,5347,288,24,46,0,4,40,4247,66,3926,174,18,40,0,2,21,NA,NA,NA,NA,NA,NA,NA,2,2,511.1057510344164,976.0321711518106
01001000011,AL,001,11,750,3,181,562,2,1,0,0,1,536,3,133,397,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,2,64.5049876511531,123.18183276133048
01001000012,AL,001,12,485,5,369,107,2,0,0,2,0,388,5,302,78,1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,2,2,46.69390897135709,89.16893864066459
01001000013,AL,001,13,2753,29,1111,1563,9,8,1,6,26,2006,19,836,1120,7,7,1,4,12,NA,NA,NA,NA,NA,NA,NA,2,2,241.41232318696473,461.0126054463226
01001000014,AL,001,14,1054,8,334,698,2,0,0,2,10,729,5,237,476,1,0,0,2,8,NA,NA,NA,NA,NA,NA,NA,2,2,87.73159701061681,167.53648522949612
01001000015,AL,001,15,4108,60,3612,359,24,29,2,0,22,3007,42,2689,222,16,24,2,0,12,NA,NA,NA,NA,NA,NA,NA,2,2,361.87779452801743,691.0592744651506
01001000016,AL,001,16,5200,72,4507,539,16,11,0,4,51,3699,51,3250,347,14,9,0,2,26,NA,NA,NA,NA,NA,NA,NA,2,2,445.15662186868525,850.0925361644803
01001000017,AL,001,17,3253,55,2757,385,7,16,7,2,24,2301,34,1967,258,5,15,5,1,16,NA,NA,NA,NA,NA,NA,NA,2,2,276.91413542034195,528.8085768354878
01001000018,AL,001,18,1655,14,847,744,18,6,0,11,15,1145,11,581,519,11,4,0,7,12,NA,NA,NA,NA,NA,NA,NA,2,2,137.79516951598933,263.1402957308272
01001000022,AL,001,22,3963,47,3583,250,26,17,0,0,40,2772,28,2528,162,17,10,0,0,27,NA,NA,NA,NA,NA,NA,NA,2,2,333.59668986753053,637.0523142059851
01003000001,AL,003,1,189,5,114,70,0,0,0,0,0,139,1,82,56,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,11.932066030621161,28.421645498401904
01003000002,AL,003,2,407,0,68,330,3,0,2,0,4,305,0,60,240,2,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,1,1,26.18187150603924,62.36404228066605
01003000003,AL,003,3,1443,10,843,561,10,1,0,0,18,1065,6,663,374,8,1,0,0,13,NA,NA,NA,NA,NA,NA,NA,1,1,91.42194476698948,217.76296730789952
01003000004,AL,003,4,1008,10,733,257,2,0,0,2,4,741,8,570,157,2,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,1,1,63.60907142942648,151.5139519015526
01003000005,AL,003,5,3431,27,1124,2222,18,6,0,3,31,2302,15,889,1367,15,4,0,1,11,NA,NA,NA,NA,NA,NA,NA,1,1,197.6087482193519,470.69516501669915
01003000006,AL,003,6,835,3,549,278,3,0,0,0,2,589,1,399,185,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,50.56105677723643,120.43416689610591
01003000007,AL,003,7,8330,132,5640,2409,20,52,0,10,67,5870,77,3983,1717,14,31,0,6,42,NA,NA,NA,NA,NA,NA,NA,1,1,503.89372373918144,1200.2522235656056
01003000008,AL,003,8,1345,15,480,822,3,1,0,10,14,1067,10,397,642,3,0,0,6,9,NA,NA,NA,NA,NA,NA,NA,1,1,85.06256700873027,232.79851432072292
01003000009,AL,003,9,2273,129,2008,81,21,8,0,1,25,1678,105,1485,54,17,6,0,0,11,NA,NA,NA,NA,NA,NA,NA,1,1,133.77224689845306,366.1067544800123
01003000010,AL,003,10,230,4,180,37,5,0,0,0,4,178,2,145,23,4,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,1,1,15.27991189532782,36.396064019536254
01003000011,AL,003,11,378,3,345,10,17,0,0,0,3,273,2,256,5,8,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,1,1,23.4349210529466,55.82092964794044
01003000012,AL,003,12,499,4,465,21,7,0,0,0,2,383,4,361,15,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,32.877563235452556,78.31287932293475
01003000013,AL,003,13,1208,17,1163,7,11,0,0,0,10,876,9,847,4,9,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,1,1,75.19776865341107,179.1177083208638
01003000014,AL,003,14,1463,17,1291,108,30,1,0,0,16,1082,13,955,77,24,1,0,0,12,NA,NA,NA,NA,NA,NA,NA,1,1,92.88126219519494,221.23899589403496
01003000015,AL,003,15,6992,73,6051,724,51,40,2,5,46,5406,55,4736,511,41,28,2,1,32,NA,NA,NA,NA,NA,NA,NA,1,1,464.06294216933816,1105.3770903910843
