GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,cd_1990,cd_2000,ndv,nrv
55073001104,55,073,001104,5354,5000,12,47,28,198,0,8,61,3878,3709,8,34,21,74,0,2,30,NA,86025,86025,NA,NA,3,5,899.8298503438048,1266.349737090468
55073001201,55,073,001201,6193,6063,14,32,9,55,4,1,15,4453,4384,8,19,5,26,2,0,9,NA,24587,40550,NA,NA,3,5,777,1050
55073001202,55,073,001202,5418,5320,3,39,14,15,0,5,22,3950,3905,3,17,6,7,0,2,10,NA,54500,54500,NA,NA,3,5,213,256
55073001300,55,073,0013,7540,7251,8,35,16,188,0,6,36,5443,5290,3,19,13,95,0,4,19,NA,67320,67325,NA,NA,3,5,817,1247
55073001400,55,073,0014,5120,4875,12,41,21,146,0,0,25,3979,3844,6,28,12,80,0,0,9,NA,84475,77150,NA,NA,3,5,413,648
55073001500,55,073,0015,4060,3964,14,16,4,49,0,0,13,3024,2983,2,9,4,19,0,0,7,NA,09975,48225,NA,NA,3,5,272,264
55073001600,55,073,0016,5572,5450,7,25,26,32,0,1,31,4000,3940,3,12,16,13,0,0,16,NA,33175,22025,NA,NA,3,5,160,228
55073001700,55,073,0017,3578,3487,1,58,13,5,0,0,14,2647,2593,0,34,9,0,0,0,11,1450,23075,07125,NA,NA,3,5,215,102
55073001800,55,073,0018,4984,4929,4,15,6,6,1,1,22,3754,3721,2,10,6,3,0,1,11,NA,54500,40150,NA,NA,3,5,108,97
55073001900,55,073,0019,5844,5755,3,17,4,44,0,2,19,4220,4174,0,9,4,25,0,0,8,NA,49100,49100,NA,NA,3,5,155,126
55073002000,55,073,0020,3433,3373,0,25,6,21,0,0,8,2494,2465,0,13,4,7,0,0,5,NA,77750,15425,NA,NA,3,5,165,355
55073002100,55,073,0021,6296,6177,3,43,15,40,0,1,17,4527,4467,1,26,10,14,0,0,9,NA,75400,75400,NA,NA,3,5,110,191
55073002200,55,073,0022,3339,3257,3,49,4,4,0,1,21,2379,2334,2,31,3,2,0,0,7,NA,00100,35500,NA,NA,3,5,96,145
55073002300,55,073,0023,6926,6799,8,68,6,7,0,0,38,4780,4721,2,35,5,0,0,0,17,NA,03550,06975,NA,NA,3,5,69,86
55075960100,55,075,9601,3367,3307,4,33,8,7,0,1,7,2461,2424,0,18,7,4,0,1,7,NA,57325,61775,NA,NA,4,1,145,151
55075960200,55,075,9602,5021,4843,23,53,41,19,3,0,39,4011,3904,9,30,31,15,3,0,19,1135,NA,21000,NA,NA,4,1,72,326
55075960600,55,075,9606,2618,2562,4,10,16,7,0,0,19,2001,1969,2,6,9,7,0,0,8,NA,84525,84550,NA,NA,4,1,135,216
55075960700,55,075,9607,2963,2892,2,24,18,7,2,0,18,2444,2398,1,14,15,2,1,0,13,NA,NA,77000,NA,NA,4,1,234.4105898745936,287.1955411054343
55075960800,55,075,9608,2440,2377,4,23,12,2,0,0,22,1862,1828,2,14,8,1,0,0,9,NA,17725,17725,NA,NA,4,1,178.5894101254064,218.80445889456573
55075960900,55,075,9609,2790,2750,3,5,4,1,0,3,24,2095,2067,3,5,4,1,0,0,15,NA,49300,64275,NA,NA,4,1,249,376
55075961000,55,075,9610,4008,3967,1,16,10,1,1,0,12,2982,2957,0,10,8,1,1,0,5,NA,16250,05800,NA,NA,4,1,115,251
55075961100,55,075,9611,5175,5069,4,28,22,21,1,0,30,3886,3825,2,15,14,13,1,0,16,NA,62175,62175,NA,NA,4,1,164,340
55075961200,55,075,9612,2632,2597,0,8,3,13,0,0,11,1979,1960,0,4,3,7,0,0,5,NA,49300,62200,NA,NA,4,1,220.79752066115702,352.07090039147454
55075961300,55,075,9613,3449,3348,2,37,28,15,0,0,19,2619,2553,2,22,17,13,0,0,12,NA,49300,49300,NA,NA,4,1,292.202479338843,465.9290996085254
55075961400,55,075,9614,4842,4683,11,58,24,19,1,7,39,3716,3607,8,40,20,14,1,4,22,NA,49300,49300,NA,NA,4,1,1041.001315212626,1383.6574601782843
55075961500,55,075,9615,4079,3959,29,30,16,6,0,0,39,3127,3067,11,15,15,6,0,0,13,NA,49300,49300,NA,NA,4,1,875.9986847873739,1164.3425398217155
55075961600,55,075,9616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,62200,NA,NA,4,1,0,0
55077990100,55,077,9901,2688,2635,9,12,13,4,3,0,12,2173,2136,9,6,7,2,3,0,10,NA,56125,17900,NA,NA,2,4,44,91
55077990200,55,077,9902,2387,2330,7,29,7,4,2,2,6,1891,1854,5,15,7,3,2,0,5,NA,53875,50350,NA,NA,2,4,67,104
55077990300,55,077,9903,3516,3401,6,63,15,8,0,1,22,2716,2639,5,42,10,5,0,1,14,NA,53875,53875,NA,NA,2,4,91,160
55077990400,55,077,9904,3945,3028,472,249,115,13,1,1,66,3261,2382,468,229,115,13,1,0,53,NA,24075,20525,NA,NA,2,4,58,108
55077990500,55,077,9905,3296,3166,13,68,9,13,5,2,20,2456,2389,7,31,5,9,5,2,8,NA,85575,60900,NA,NA,2,4,73,164
55078970100,55,078,9701,4562,526,3,122,3876,0,1,4,30,2786,486,2,50,2226,0,1,4,17,2175,43207,50975,NA,NA,4,1,63,73
55079000000,55,079,0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,86700,00000,04800,05490,1,2,0,0
55079000100,55,079,0001,8394,4234,3355,266,34,291,4,23,187,6517,3842,2182,167,22,203,2,17,82,NA,53000,53000,NA,NA,1,2,1892.074699111949,1184.4111937162697
55079000201,55,079,000201,4901,1342,3069,222,24,102,0,11,131,2951,1183,1489,133,10,66,0,3,67,NA,53000,53000,NA,NA,1,2,856.7611534570142,536.3199988732104
55079000202,55,079,000202,5680,3542,1543,246,36,144,2,16,151,4107,2808,965,144,22,97,1,5,65,NA,53000,53000,NA,NA,1,2,1192.381584970504,746.4134989401135
55079000301,55,079,000301,1435,1207,156,16,7,23,0,0,26,1160,1003,117,10,5,18,0,0,7,NA,53000,53000,NA,NA,1,2,336.78174788550876,210.8204671951623
55079000302,55,079,000302,2543,692,1657,92,14,21,0,11,56,1448,528,823,49,10,19,0,5,14,NA,53000,53000,NA,NA,1,2,420.3965266708765,263.1621004298233
55079000303,55,079,000303,1859,1335,359,69,4,41,4,6,41,1341,1031,222,37,3,27,2,0,19,NA,53000,53000,NA,NA,1,2,389.3313137193684,243.71572974889025
55079000304,55,079,000304,3240,1973,986,113,14,82,0,11,61,2384,1566,673,58,8,52,0,5,22,NA,53000,53000,NA,NA,1,2,692.1445577233214,433.27240844247154
55079000400,55,079,0004,2453,1369,859,119,12,40,1,14,39,1782,1180,474,61,5,36,1,6,19,NA,53000,53000,NA,NA,1,2,517.3664437344627,323.8638556394649
55079000501,55,079,000501,3517,2501,677,114,24,111,5,6,79,2582,1953,444,65,13,74,5,4,24,NA,53000,53000,NA,NA,1,2,749.6297181382618,469.25728129130096
55079000502,55,079,000502,5069,1825,2796,197,16,88,1,17,129,3375,1564,1581,117,10,51,1,3,48,NA,53000,53000,NA,NA,1,2,979.8606888910277,613.3785144686835
55079000600,55,079,0006,6303,3092,2579,188,28,295,2,14,105,4458,2525,1599,107,17,148,2,5,55,NA,53000,53000,NA,NA,1,2,1294.2870966151709,810.2048644448566
55079000700,55,079,0007,3534,1765,1499,112,18,47,1,18,74,2637,1458,1027,65,13,34,1,1,38,NA,53000,53000,NA,NA,1,2,765.597818253523,479.2530793048647
55079000800,55,079,0008,5086,2225,2423,167,27,119,3,10,112,3533,1824,1489,91,13,58,3,2,53,NA,53000,53000,NA,NA,1,2,1025.732685585778,642.093716034921
55079000900,55,079,0009,3713,1171,2276,129,7,44,0,14,72,2385,976,1279,71,5,24,0,3,27,NA,53000,53000,05460,05490,1,2,692.4348868163263,433.45415022453636
55079001000,55,079,0010,3713,1247,2151,149,16,62,0,9,79,2496,1048,1273,91,14,28,0,7,35,NA,53000,53000,05460,05490,1,2,724.6614161398534,453.6274880337286
55079001100,55,079,0011,2980,724,2102,58,17,23,0,3,53,1852,607,1164,38,12,14,0,2,15,NA,53000,53000,NA,NA,1,2,537.689480244795,336.5857803840005
55079001200,55,079,0012,3193,385,2371,55,9,309,0,14,50,1661,325,1145,35,5,125,0,2,24,NA,53000,53000,NA,NA,1,2,482.236623480888,301.87310000962464
55079001300,55,079,0013,3863,1176,2262,119,12,212,4,5,73,2459,983,1271,63,6,105,3,1,27,NA,53000,53000,NA,NA,1,2,713.9192396986776,446.90304209733114
55079001400,55,079,0014,2536,722,1434,89,15,200,0,3,73,1549,607,765,66,9,78,0,1,23,NA,53000,53000,NA,NA,1,2,449.7197650643561,281.5180204183676
55079001500,55,079,0015,3295,956,1770,85,10,386,0,2,86,2127,795,1060,49,6,181,0,1,35,NA,53000,53000,NA,NA,1,2,617.529980821101,386.5647704518192
55079001600,55,079,0016,2751,1062,1469,108,13,59,0,2,38,1847,891,850,57,12,28,0,0,9,NA,53000,53000,NA,NA,1,2,536.2378347797713,335.67707147367656
55079001700,55,079,0017,4598,1990,2154,128,32,154,1,19,120,3090,1616,1237,78,27,80,1,5,46,NA,53000,53000,NA,NA,1,2,897.1168973846743,561.5821065802169
55079001800,55,079,0018,3239,837,2132,95,12,63,0,8,92,1980,674,1195,47,3,27,0,2,32,NA,53000,53000,NA,NA,1,2,574.851604149403,359.84872848829434
55079001900,55,079,0019,3655,905,2359,119,31,162,0,4,75,2264,767,1308,59,19,79,0,1,31,NA,53000,53000,NA,NA,1,2,657.3050665627516,411.4633945946961
55079002000,55,079,0020,2620,628,1826,74,11,28,2,2,49,1711,539,1092,40,9,11,1,0,19,NA,53000,53000,NA,NA,1,2,496.7530781311254,310.9601891128644
55079002100,55,079,0021,2686,449,2063,86,10,27,0,10,41,1728,391,1251,47,9,15,0,2,13,NA,53000,53000,NA,NA,1,2,501.6886727122062,314.04979940796596
55079002200,55,079,0022,1873,773,906,129,2,21,0,5,37,1247,655,494,59,2,15,0,3,19,NA,53000,53000,05460,05490,1,2,362.04037897692194,226.63200223479947
55079002300,55,079,0023,4626,284,4165,68,13,21,0,6,69,3075,255,2717,43,9,14,0,0,37,NA,53000,53000,05460,05490,1,2,892.761960989603,558.8559798492449
55079002400,55,079,0024,2300,178,2038,34,2,12,0,3,33,1493,164,1275,23,1,7,0,2,21,NA,53000,53000,NA,NA,1,2,433.46133585609016,271.34048062273905
55079002500,55,079,0025,2431,264,2039,57,4,11,0,1,55,1493,227,1196,32,3,9,0,1,25,NA,53000,53000,NA,NA,1,2,433.46133585609016,271.34048062273905
55079002600,55,079,0026,3179,343,2655,74,14,42,0,7,44,1962,298,1577,41,9,19,0,0,18,NA,53000,53000,NA,NA,1,2,569.6256804753175,356.577376411128
55079002700,55,079,0027,2029,410,1481,64,5,27,0,0,42,1354,361,918,32,4,14,0,0,25,NA,53000,53000,NA,NA,1,2,393.1055919284301,246.07837291573256
55079002800,55,079,0028,2423,377,1862,85,11,28,2,3,55,1494,328,1070,50,3,15,0,0,28,NA,53000,53000,NA,NA,1,2,433.75166494909496,271.52222240480387
55079002900,55,079,0029,2168,667,1249,99,10,95,0,3,45,1431,569,737,53,9,46,0,1,16,NA,53000,53000,NA,NA,1,2,415.4609320897958,260.0724901347218
55079003000,55,079,0030,3776,1415,1977,134,19,114,0,17,100,2667,1188,1263,82,11,71,0,7,45,NA,53000,53000,NA,NA,1,2,774.3076910436655,484.70533276680857
55079003100,55,079,0031,3620,862,2218,92,21,349,0,11,67,2365,732,1378,60,16,152,0,3,24,NA,53000,53000,NA,NA,1,2,686.6283049562312,429.8193145832404
55079003200,55,079,0032,2832,1080,1284,64,5,320,0,1,78,1944,905,808,42,4,156,0,0,29,NA,53000,53000,NA,NA,1,2,564.399756801232,353.3060243339617
55079003300,55,079,0033,4959,2493,1976,131,15,196,0,10,138,3514,2038,1218,74,12,125,0,1,46,NA,53000,53000,NA,NA,1,2,1020.2164328186877,638.6406221756899
55079003400,55,079,0034,5251,3887,949,178,40,100,1,6,90,4228,3342,638,101,23,74,1,3,46,NA,53000,53000,NA,NA,1,2,1227.5114052240785,768.4042545699537
55079003500,55,079,0035,3423,1140,1927,162,16,99,0,11,68,2432,992,1272,90,8,46,0,3,21,NA,53000,53000,NA,NA,1,2,706.0803541875495,441.99601398158165
55079003600,55,079,0036,1957,389,1440,31,8,27,0,9,53,1355,336,949,16,7,17,0,6,24,NA,53000,53000,NA,NA,1,2,393.3959210214348,246.26011469779735
55079003700,55,079,0037,2464,563,1706,82,12,39,0,2,60,1709,493,1109,50,8,23,0,0,26,NA,53000,53000,NA,NA,1,2,496.17241994511596,310.5967055487348
55079003800,55,079,0038,2412,302,1997,47,5,17,1,1,42,1630,262,1297,35,3,12,0,1,20,NA,53000,53000,NA,NA,1,2,473.2364215977408,296.239104765616
55079003900,55,079,0039,2824,172,2549,29,10,4,0,4,56,1958,155,1746,19,9,2,0,2,25,NA,53000,53000,NA,NA,1,2,568.4643641032984,355.8504092828688
55079004000,55,079,0040,2697,252,2360,34,3,19,1,0,28,1596,227,1327,15,3,9,0,0,15,NA,53000,53000,NA,NA,1,2,463.36523243557934,290.059884175413
55079004100,55,079,0041,2739,227,2426,17,7,30,1,1,30,1874,209,1603,11,6,28,1,1,15,NA,53000,53000,NA,NA,1,2,544.0767202908995,340.584099589426
55079004200,55,079,0042,3171,60,3011,37,9,16,0,3,35,2120,53,2018,19,6,7,0,1,16,NA,53000,53000,NA,NA,1,2,615.4976771700677,385.2925779773656
55079004300,55,079,0043,5540,163,5197,80,24,11,0,0,65,3953,142,3699,53,15,11,0,0,33,NA,53000,53000,05460,05490,1,2,1147.6709046477724,718.425264502135
55079004400,55,079,0044,3038,606,2206,108,8,41,0,1,68,2173,565,1444,79,4,37,0,1,43,NA,53000,53000,05460,05490,1,2,630.8851190993195,394.9248924267997
55079004500,55,079,0045,2848,59,2645,60,4,19,0,3,58,1834,55,1716,29,3,8,0,0,23,NA,53000,53000,NA,NA,1,2,532.4635565707096,333.3144283068342
55079004600,55,079,0046,3273,37,3101,29,8,45,0,11,42,2129,34,2010,16,6,28,0,6,29,NA,53000,53000,NA,NA,1,2,618.1106390071105,386.92825401594877
55079004700,55,079,0047,4408,67,4212,55,2,23,0,2,47,2940,58,2820,30,1,8,0,0,23,NA,53000,53000,NA,NA,1,2,853.5675334339619,534.3208392704976
55079004800,55,079,0048,4394,210,3970,110,8,35,0,10,51,2755,190,2445,64,7,19,0,1,29,NA,53000,53000,NA,NA,1,2,799.8566512280834,500.69860958851046
55079004900,55,079,0049,4976,985,3709,81,17,46,1,12,125,3205,767,2307,44,9,25,1,5,47,NA,53000,53000,NA,NA,1,2,930.5047430802204,582.4824115176683
55079005000,55,079,0050,4917,1977,2511,181,20,87,1,12,128,3402,1534,1635,117,14,46,1,5,50,NA,53000,53000,NA,NA,1,2,987.6995744021559,618.285542584433
55079005100,55,079,0051,3482,1276,1853,107,15,133,0,7,91,2449,1083,1185,59,15,68,0,2,37,NA,53000,53000,NA,NA,1,2,711.0159487686301,445.0856242766832
55079005200,55,079,0052,1614,1227,242,53,7,56,0,1,28,1255,1010,156,33,6,36,0,0,14,NA,53000,53000,NA,NA,1,2,364.36301172095995,228.08593649131785
55079005300,55,079,0053,1911,1635,108,69,16,44,6,2,31,1491,1325,75,39,8,33,1,1,9,NA,53000,53000,NA,NA,1,2,432.88067767008073,270.9769970586095
55079005400,55,079,0054,3616,3197,199,101,12,59,2,4,42,2879,2629,115,62,8,45,1,3,16,NA,53000,53000,NA,NA,1,2,835.8574587606722,523.2345905645451
55079005500,55,079,0055,3232,2975,76,88,8,40,2,2,41,2573,2415,50,52,7,28,1,0,20,NA,53000,53000,NA,NA,1,2,747.0167563012191,467.6216052527178
55079005600,55,079,0056,2156,2003,28,51,8,33,3,6,24,1757,1654,19,33,3,28,3,3,14,NA,53000,53000,NA,NA,1,2,510.10821640934387,319.32031108784497
55079005700,55,079,0057,2309,2098,81,74,11,11,3,4,27,1845,1718,59,39,7,9,2,3,8,NA,53000,53000,NA,NA,1,2,535.6571765937618,335.313587909547
55079005800,55,079,0058,3291,2694,386,110,10,13,0,4,74,2585,2191,277,66,10,9,0,1,31,NA,53000,53000,NA,NA,1,2,750.500705417276,469.80250663749536
55079005900,55,079,0059,3798,1497,1822,143,6,219,2,13,96,2496,1222,1038,68,5,120,2,3,38,NA,53000,53000,NA,NA,1,2,724.6614161398534,453.6274880337286
55079006000,55,079,0060,2880,308,2371,62,8,75,1,1,54,1652,270,1289,34,5,32,1,1,20,NA,53000,53000,NA,NA,1,2,479.62366164384525,300.2374239710415
55079006100,55,079,0061,2761,263,2304,70,3,37,0,13,71,1599,226,1293,29,3,18,0,2,28,NA,53000,53000,NA,NA,1,2,464.2362197145936,290.6051095216074
55079006200,55,079,0062,3438,226,3086,44,13,27,7,8,27,2004,209,1731,22,6,17,4,3,12,NA,53000,53000,NA,NA,1,2,581.8195023815169,364.2105312578494
55079006300,55,079,0063,3095,45,2914,81,4,10,0,21,20,1800,37,1693,45,3,5,0,5,12,NA,53000,53000,NA,NA,1,2,522.5923674085482,327.1352077166312
55079006400,55,079,0064,2883,24,2821,12,6,4,0,1,15,1680,23,1635,5,3,4,0,1,9,NA,53000,53000,NA,NA,1,2,487.75287624797824,305.3261938688558
55079006500,55,079,0065,3041,43,2905,25,9,8,0,0,51,1797,21,1726,11,8,4,0,0,27,NA,53000,53000,NA,NA,1,2,521.7213801295339,326.5899823704368
55079006600,55,079,0066,3668,66,3489,36,18,9,1,1,48,2240,38,2135,21,9,2,1,1,33,NA,53000,53000,NA,NA,1,2,650.3371683306376,407.10159182514104
55079006700,55,079,0067,1641,12,1604,14,2,0,0,0,9,1000,12,972,10,1,0,0,0,5,NA,53000,53000,NA,NA,1,2,290.3290930047489,181.7417820647951
55079006800,55,079,0068,3039,35,2883,57,11,16,4,0,33,1914,22,1831,32,6,10,0,0,13,NA,53000,53000,NA,NA,1,2,555.6898840110895,347.85377087201783
55079006900,55,079,0069,2579,107,2207,236,2,2,1,2,22,1524,95,1274,140,2,1,0,1,11,NA,53000,53000,NA,NA,1,2,442.46153773923743,276.97447586674775
55079007000,55,079,0070,3393,119,3013,209,13,0,1,4,34,1937,99,1685,130,5,0,1,1,16,NA,53000,53000,NA,NA,1,2,562.3674531501987,352.0338318595081
55079007100,55,079,0071,2032,1065,468,369,42,24,0,8,56,1496,936,276,202,28,18,0,5,31,NA,53000,53000,NA,NA,1,2,434.3323231351044,271.88570596893345
55079007200,55,079,0072,2804,1711,553,390,20,30,0,5,95,2233,1493,407,243,17,29,0,4,40,NA,53000,53000,NA,NA,1,2,648.3048646796044,405.8293993506874
55079007300,55,079,0073,2463,2126,54,83,23,136,0,4,37,2210,1932,47,56,17,127,0,3,28,NA,53000,53000,NA,NA,1,2,641.6272955404952,401.64933836319716
55079007400,55,079,0074,3306,2990,97,93,9,70,3,6,38,3046,2764,90,75,9,70,3,3,32,NA,53000,53000,NA,NA,1,2,884.3424172924653,553.5854681693659
55079007500,55,079,0075,2620,2409,53,40,7,69,0,12,30,2200,2031,47,31,7,64,0,5,15,NA,53000,53000,NA,NA,1,2,638.7240046104477,399.8319205425492
55079007600,55,079,0076,3343,3019,76,72,6,128,0,3,39,3165,2880,64,63,6,117,0,3,32,NA,53000,53000,NA,NA,1,2,918.8915793600305,575.2127402350765
55079007700,55,079,0077,3716,3112,141,157,21,189,5,4,87,3509,2970,127,136,17,184,5,3,67,NA,53000,53000,NA,NA,1,2,1018.764787353664,637.731913265366
55079007800,55,079,0078,3427,3065,77,78,9,138,1,8,51,3204,2887,67,71,9,126,1,5,38,NA,53000,53000,NA,NA,1,2,930.2144139872157,582.3006697356035
55079007900,55,079,0079,1825,1271,307,163,17,27,0,2,38,1520,1153,195,99,14,25,0,1,33,NA,53000,53000,NA,NA,1,2,441.3002213672184,276.24750873848853
55079008000,55,079,0080,2237,903,608,626,14,8,0,19,59,1609,801,354,395,11,8,0,10,30,NA,53000,53000,NA,NA,1,2,467.13951064464106,292.4225273422553
55079008100,55,079,0081,1607,97,1206,267,13,11,0,0,13,970,85,702,162,7,8,0,0,6,NA,53000,53000,NA,NA,1,2,281.61922021460646,176.28952860285125
55079008200,55,079,0082,1267,75,1102,33,9,14,0,1,33,689,46,603,19,3,4,0,0,14,NA,53000,53000,NA,NA,1,2,200.03674508027203,125.22008784264382
55079008300,55,079,0083,1407,15,1361,24,0,0,0,0,7,856,13,828,12,0,0,0,0,3,NA,53000,53000,NA,NA,1,2,248.5217036120651,155.5709654474646
55079008400,55,079,0084,1583,19,1496,35,2,7,0,2,22,879,11,836,19,2,4,0,0,7,NA,53000,53000,NA,NA,1,2,255.19927275117433,159.7510264349549
55079008500,55,079,0085,1590,57,1473,31,2,8,0,1,18,960,39,894,13,2,5,0,0,7,NA,53000,53000,NA,NA,1,2,278.715929284559,174.47211078220332
55079008600,55,079,0086,1651,18,1607,18,1,0,0,0,7,955,13,929,9,1,0,0,0,3,NA,53000,53000,NA,NA,1,2,277.26428381953525,173.5634018718793
55079008700,55,079,0087,1739,8,1693,16,2,0,2,3,15,981,7,955,10,1,0,0,1,7,NA,53000,53000,NA,NA,1,2,284.81284023765875,178.288688205564
55079008800,55,079,0088,2528,32,2431,37,3,1,0,1,23,1362,18,1311,25,1,0,0,0,7,NA,53000,53000,NA,NA,1,2,395.4282246724681,247.53230717225094
55079008900,55,079,0089,1759,61,1623,50,0,14,0,1,10,962,51,878,23,0,6,0,0,4,NA,53000,53000,NA,NA,1,2,279.29658747056845,174.83559434633287
55079009000,55,079,0090,3106,94,2791,92,11,71,0,4,43,1519,81,1337,42,8,29,0,2,20,NA,53000,53000,NA,NA,1,2,441.00989227421366,276.0657669564238
55079009100,55,079,0091,2901,218,2448,104,12,45,1,3,70,1601,191,1298,54,10,21,0,1,26,NA,53000,53000,NA,NA,1,2,464.81687790060306,290.9685930857369
55079009200,55,079,0092,1986,424,1302,73,19,104,0,7,57,1228,358,738,47,12,51,0,2,20,NA,53000,53000,NA,NA,1,2,356.5241262098317,223.17890837556837
55079009300,55,079,0093,2605,1591,736,114,31,37,2,5,89,1843,1252,432,68,17,26,1,3,44,NA,53000,53000,NA,NA,1,2,535.0765184077522,334.95010434541734
55079009400,55,079,0094,2489,2070,174,142,16,25,2,1,59,1950,1696,111,81,14,22,2,0,24,NA,53000,53000,NA,NA,1,2,566.1417313592605,354.39647502635046
55079009500,55,079,0095,2264,1588,484,89,19,28,0,2,54,1596,1241,256,53,12,16,0,1,17,NA,53000,53000,NA,NA,1,2,463.36523243557934,290.059884175413
55079009600,55,079,0096,2805,134,2222,138,15,239,0,3,54,1391,121,1057,78,9,106,0,3,17,NA,53000,53000,NA,NA,1,2,403.8477683696058,252.80281885212997
55079009700,55,079,0097,2155,79,1258,70,4,592,0,1,151,1065,73,620,38,2,278,0,0,54,NA,53000,53000,NA,NA,1,2,309.20048405005764,193.5549978990068
55079009800,55,079,0098,1577,39,1263,47,6,174,4,0,44,797,34,639,27,5,67,4,0,21,NA,53000,53000,NA,NA,1,2,231.3922871247849,144.84820030564168
55079009900,55,079,0099,1592,61,1420,56,16,1,0,1,37,918,50,813,28,9,1,0,1,16,NA,53000,53000,NA,NA,1,2,266.5221073783595,166.83895593548192
55079010000,55,079,0100,920,13,867,1,1,20,0,0,18,522,13,490,0,1,11,0,0,7,NA,53000,53000,NA,NA,1,2,151.55178654847896,94.86921023782304
55079010100,55,079,0101,1158,22,1068,41,2,6,0,0,19,634,13,589,19,2,2,0,0,9,NA,53000,53000,NA,NA,1,2,184.06864496501083,115.22428982908009
55079010200,55,079,0102,880,14,841,13,1,0,0,0,11,559,11,528,11,1,0,0,0,8,NA,53000,53000,NA,NA,1,2,162.29396298965466,101.59365617422046
55079010300,55,079,0103,794,7,764,13,4,0,0,0,6,467,6,447,9,3,0,0,0,2,NA,53000,53000,NA,NA,1,2,135.58368643321776,84.87341222425931
55079010400,55,079,0104,801,27,748,5,1,1,0,1,18,511,25,471,2,1,1,0,1,10,NA,53000,53000,NA,NA,1,2,148.3581665254267,92.87005063511029
55079010500,55,079,0105,1081,89,938,36,6,2,0,1,9,715,78,599,24,5,2,0,1,6,NA,53000,53000,NA,NA,1,2,207.5853014983955,129.9453741763285
55079010600,55,079,0106,1291,129,858,278,4,4,1,0,17,819,110,510,184,4,4,1,0,6,NA,53000,53000,NA,NA,1,2,237.7795271708894,148.84651951106719
55079010700,55,079,0107,2058,868,733,373,12,12,0,4,56,1457,780,393,238,10,12,0,4,20,NA,53000,53000,NA,NA,1,2,423.00948850791923,264.7977764684064
55079010800,55,079,0108,2083,1690,174,99,10,42,2,7,59,1956,1615,155,83,9,39,2,3,50,NA,53000,53000,NA,NA,1,2,567.8837059172889,355.48692571873926
55079010900,55,079,0109,5630,4865,315,143,15,205,7,8,72,5494,4766,304,134,15,194,7,8,66,NA,53000,53000,NA,NA,1,2,1595.0680369680908,998.4893506639843
55079011000,55,079,0110,3085,2388,381,142,30,66,1,10,67,2968,2325,359,125,26,65,1,7,60,NA,53000,53000,NA,NA,1,2,861.6967480380948,539.4096091683118
55079011100,55,079,0111,1572,1318,115,58,12,29,0,2,38,1491,1256,109,50,12,29,0,1,34,NA,53000,53000,NA,NA,1,2,432.88067767008073,270.9769970586095
55079011200,55,079,0112,1989,1499,323,83,26,15,2,1,40,1787,1391,271,60,20,15,2,0,28,NA,53000,53000,NA,NA,1,2,518.8180891994864,324.77256454978885
55079011300,55,079,0113,1502,1254,134,54,5,28,3,2,22,1462,1238,131,42,3,28,3,0,17,NA,53000,53000,NA,NA,1,2,424.46113397294295,265.70648537873046
55079011400,55,079,0114,552,319,163,30,6,18,0,0,16,483,295,129,25,3,18,0,0,13,NA,53000,53000,NA,NA,1,2,140.22895192129374,87.78128073729604
55079011500,55,079,0115,447,140,285,17,1,0,0,0,4,358,139,199,16,1,0,0,0,3,NA,53000,53000,NA,NA,1,2,103.93781529570012,65.06355797919664
55079011600,55,079,0116,1063,35,994,21,1,4,0,1,7,800,26,745,16,1,4,0,1,7,NA,53000,53000,NA,NA,1,2,232.26327440379916,145.39342565183608
55079011700,55,079,0117,436,4,395,4,0,25,0,0,8,221,4,204,1,0,10,0,0,2,NA,53000,53000,NA,NA,1,2,64.1627295540495,40.16493383631971
55079011800,55,079,0118,639,20,543,19,0,45,1,0,11,386,20,328,12,0,20,1,0,5,NA,53000,53000,NA,NA,1,2,112.06702989983309,70.1523278770109
55079011900,55,079,0119,863,18,793,30,3,0,2,0,17,490,15,450,14,3,0,1,0,7,NA,53000,53000,NA,NA,1,2,142.26125557232697,89.05347321174959
55079012000,55,079,0120,871,45,671,59,9,81,0,0,6,479,40,351,35,6,45,0,0,2,NA,53000,53000,NA,NA,1,2,139.06763554927474,87.05431360903685
55079012100,55,079,0121,953,50,638,70,2,175,0,0,18,612,50,399,45,2,102,0,0,14,NA,53000,53000,NA,NA,1,2,177.68140491890637,111.2259706236546
55079012200,55,079,0122,2960,357,1504,176,9,780,24,20,90,1585,307,790,103,6,321,8,6,44,NA,53000,53000,NA,NA,1,2,460.1716124125271,288.0607245727002
55079012300,55,079,0123,1238,233,745,88,21,121,0,1,29,811,214,463,52,13,59,0,1,9,NA,53000,53000,NA,NA,1,2,235.4568944268514,147.39258525454883
55079012400,55,079,0124,2725,1595,701,114,30,184,2,1,98,2018,1353,438,66,24,96,2,0,39,NA,53000,53000,NA,NA,1,2,585.8841096835833,366.7549162067565
