GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,COUNTYFP,COUSUBFP,DISTRICT,school,shd,ssd,cd_1990,cd_2000,ndv,nrv
26011000020,MI,011,20,992,7,952,4,13,1,0,0,15,764,6,743,1,9,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,6,1,177,112
26011000030,MI,011,30,1028,5,977,3,12,3,0,0,28,811,5,778,2,8,2,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,6,1,82.51453488372093,77.32790697674419
26011000040,MI,011,40,773,1,750,0,8,3,1,0,10,603,1,588,0,5,3,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,6,1,139.44375,108.54
26011000050,MI,011,50,234,0,232,0,1,0,0,0,1,197,0,195,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,45.55625,35.46
26011000060,MI,011,60,560,3,548,0,6,0,0,0,3,414,2,407,0,3,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,78.92988929889299,58.56088560885609
26011000070,MI,011,70,541,1,536,0,2,1,0,0,1,399,0,397,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,76.07011070110701,56.43911439114391
26011000080,MI,011,80,2244,61,2144,0,19,3,0,0,17,1675,33,1608,0,18,2,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,6,1,379,260
26011000090,MI,011,90,1522,23,1142,292,17,9,0,1,38,1270,20,914,292,15,7,0,1,21,NA,NA,NA,NA,NA,NA,NA,NA,6,1,240.76323348379157,188.12884694296267
26011000100,MI,011,100,994,10,945,2,11,0,0,1,25,681,2,661,2,6,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,6,1,132,101
26011000110,MI,011,110,1121,9,1088,0,7,3,0,0,14,885,6,866,0,4,1,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,6,1,176,137
26011000120,MI,011,120,153,1,146,0,3,0,0,0,3,122,1,118,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,34.122605363984675,20.09961685823755
26011000130,MI,011,130,87,5,82,0,0,0,0,0,0,66,1,65,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18.45977011494253,10.873563218390805
26011000140,MI,011,140,97,0,94,0,1,0,0,0,2,73,0,72,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,1,20.417624521072796,12.026819923371646
