GEOID,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PRECCAS,G16USSRTHU,G16USSDWIL,G16PUCRNEL,G16PUCDRED,G16HALRNOE,G16HALDHAW
460599756002267,0,0,0,0,0,0,0,0,0,0
460599756001230,0,0,0,0,0,0,0,0,0,0
460599756001223,1.4,0.1,0,0,1.4,0.1,1.4,0.1,1.3,0.2
460599756001225,1.4,0.1,0,0,1.4,0.1,1.4,0.1,1.3,0.2
460599756001090,1.4,0.1,0,0,1.4,0.1,1.4,0.1,1.3,0.2
460599756001088,1.4,0.1,0,0,1.4,0.1,1.4,0.1,1.3,0.2
460599756001098,1.4,0.1,0,0,1.4,0.1,1.4,0.1,1.3,0.2
460599756001096,0.7,0.1,0,0,0.7,0.1,0.7,0,0.6,0.1
460599756001097,0,0,0,0,0,0,0,0,0,0
460599756001061,0,0,0,0,0,0,0,0,0,0
460599756002215,0,0,0,0,0,0,0,0,0,0
460599756002098,0,0,0,0,0,0,0,0,0,0
460599756002029,0,0,0,0,0,0,0,0,0,0
460599756002239,0,0,0,0,0,0,0,0,0,0
460599756002124,2.4,0.3,0.1,0,2.6,0.3,2.6,0.2,2.4,0.5
460599756002125,0,0,0,0,0,0,0,0,0,0
460599756001374,0,0,0,0,0,0,0,0,0,0
460599756002152,0,0,0,0,0,0,0,0,0,0
460599756002145,0,0,0,0,0,0,0,0,0,0
460599756002141,1.2,0.1,0.1,0,1.3,0.2,1.3,0.1,1.2,0.2
460599756002144,0,0,0,0,0,0,0,0,0,0
460599756001259,1.2,0.1,0.1,0,1.3,0.2,1.3,0.1,1.2,0.2
460599756001267,2.4,0.3,0.1,0,2.6,0.3,2.6,0.2,2.4,0.5
460599756001269,1.2,0.1,0.1,0,1.3,0.2,1.3,0.1,1.2,0.2
460599756001366,2.4,0.3,0.1,0,2.6,0.3,2.6,0.2,2.4,0.5
460599756001265,0,0,0,0,0,0,0,0,0,0
460599756002209,64.1,8,3.8,1,70.3,9.4,71.7,5.2,64.8,13.2
460599756002349,0,0,0,0,0,0,0,0,0,0
460599756001330,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756001315,0,0,0,0,0,0,0,0,0,0
460599756001332,2.2,0.8,0.1,0,2.3,0.8,2.3,0.6,2,1.1
460599756001017,2.1,0.2,0,0,2.1,0.2,2.1,0.1,1.9,0.4
460599756002347,0,0,0,0,0,0,0,0,0,0
460599757002028,1,0.4,0.1,0,1,0.4,1,0.3,0.9,0.5
460599757002066,2.9,1.1,0.2,0,3,1.1,3.1,0.8,2.6,1.5
460599757002093,0,0,0,0,0,0,0,0,0,0
460599757002048,0,0,0,0,0,0,0,0,0,0
460599757002034,0,0,0,0,0,0,0,0,0,0
460599757002029,0,0,0,0,0,0,0,0,0,0
460599757002036,1.5,0.5,0.1,0,1.5,0.6,1.5,0.4,1.3,0.8
460599757002041,1.9,0.7,0.1,0,2,0.8,2.1,0.5,1.7,1
460599756002101,0,0,0,0,0,0,0,0,0,0
460599756002443,0,0,0,0,0,0,0,0,0,0
460599756002031,0,0,0,0,0,0,0,0,0,0
460599756002186,5.3,0.7,0.3,0.1,5.8,0.8,5.9,0.4,5.3,1.1
460599756002367,1.4,0.1,0,0.1,1.5,0.1,1.5,0.1,1.5,0.1
460599756002401,0,0,0,0,0,0,0,0,0,0
460599756002410,0,0,0,0,0,0,0,0,0,0
460599756002445,5.4,1.9,0.3,0.1,5.8,2.1,5.8,1.5,5.1,2.6
460599756002083,0,0,0,0,0,0,0,0,0,0
460599756002099,0,0,0,0,0,0,0,0,0,0
460599756001004,0,0,0,0,0,0,0,0,0,0
460599756001074,2.2,0.6,0,0,2.4,0.6,2.4,0.4,2.2,0.8
460599756002386,0,0,0,0,0,0,0,0,0,0
460599756002384,0,0,0,0,0,0,0,0,0,0
460599756002392,0,0,0,0,0,0,0,0,0,0
460599756002149,0,0,0,0,0,0,0,0,0,0
460599756002171,1.2,0.1,0.1,0,1.3,0.2,1.3,0.1,1.2,0.2
460599756001376,1.2,0.1,0.1,0,1.3,0.2,1.3,0.1,1.2,0.2
460599756001266,0,0,0,0,0,0,0,0,0,0
460599756002202,0,0,0,0,0,0,0,0,0,0
460599756002285,1.2,0.1,0.1,0,1.3,0.2,1.3,0.1,1.2,0.2
460599756002350,0,0,0,0,0,0,0,0,0,0
460599756002340,0,0,0,0,0,0,0,0,0,0
460599756002341,0.5,0.2,0,0,0.6,0.2,0.6,0.2,0.5,0.3
460599756002354,0,0,0,0,0,0,0,0,0,0
460599756002260,3.3,1.2,0.2,0,3.5,1.3,3.5,0.9,3.1,1.6
460599757002137,0,0,0,0,0,0,0,0,0,0
460599757002063,1,0.4,0.1,0,1,0.4,1,0.3,0.9,0.5
460599756002344,2.7,1,0.2,0,2.9,1.1,2.9,0.8,2.5,1.3
460599756002343,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599757002045,0,0,0,0,0,0,0,0,0,0
460599757002046,0,0,0,0,0,0,0,0,0,0
460599757002095,0,0,0,0,0,0,0,0,0,0
460599757002054,1.5,0.5,0.1,0,1.5,0.6,1.5,0.4,1.3,0.8
460599757002068,3.4,1.3,0.2,0,3.5,1.3,3.6,1,3,1.8
460599757002071,2.4,0.9,0.2,0,2.5,0.9,2.6,0.7,2.2,1.3
460599757002072,0,0,0,0,0,0,0,0,0,0
460599757002098,0.5,0.2,0,0,0.5,0.2,0.5,0.1,0.4,0.3
460599757002035,0.5,0.2,0,0,0.5,0.2,0.5,0.1,0.4,0.3
460599757002000,3.9,1.4,0.3,0,4,1.5,4.1,1.1,3.5,2
460599757002001,0,0,0,0,0,0,0,0,0,0
460599757002003,1,0.4,0.1,0,1,0.4,1,0.3,0.9,0.5
460599757002056,0,0,0,0,0,0,0,0,0,0
460599757002049,0,0,0,0,0,0,0,0,0,0
460599756001329,0,0,0,0,0,0,0,0,0,0
460599756001333,0,0,0,0,0,0,0,0,0,0
460599756002288,0,0,0,0,0,0,0,0,0,0
460599756002292,0,0,0,0,0,0,0,0,0,0
460599756001028,3.5,0.3,0,0,3.5,0.4,3.5,0.2,3.2,0.6
460599756001046,0.7,0.1,0,0,0.7,0.1,0.7,0,0.6,0.1
460599756001038,1.4,0.1,0,0,1.4,0.1,1.4,0.1,1.3,0.2
460599756001218,4.9,0.4,0,0,4.9,0.5,4.9,0.3,4.5,0.8
460599756001148,1.1,0.3,0,0,1.2,0.3,1.2,0.2,1.1,0.4
460599756001385,0,0,0,0,0,0,0,0,0,0
460599756001132,2.7,0.8,0,0,3,0.7,3,0.5,2.7,0.9
460599756001142,1.1,0.3,0,0,1.2,0.3,1.2,0.2,1.1,0.4
460599756001150,0,0,0,0,0,0,0,0,0,0
460599756001281,0,0,0,0,0,0,0,0,0,0
460599756001321,2.4,0.9,0.2,0,2.5,0.9,2.6,0.7,2.2,1.3
460599756001346,0,0,0,0,0,0,0,0,0,0
460599756001335,1,0.4,0.1,0,1,0.4,1,0.3,0.9,0.5
460599756001350,2.4,0.9,0.2,0,2.5,0.9,2.6,0.7,2.2,1.3
460599756001353,0,0,0,0,0,0,0,0,0,0
460599756002363,0.7,0.1,0,0,0.8,0.1,0.7,0.1,0.7,0.1
460599756002436,0,0,0,0,0,0,0,0,0,0
460599756002365,1.4,0.1,0,0.1,1.5,0.1,1.5,0.1,1.5,0.1
460599756001293,0,0,0,0,0,0,0,0,0,0
460599756001195,0,0,0,0,0,0,0,0,0,0
460599757002138,1,0.4,0.1,0,1,0.4,1,0.3,0.9,0.5
460599757002057,1.5,0.5,0.1,0,1.5,0.6,1.5,0.4,1.3,0.8
460599757002060,1.5,0.5,0.1,0,1.5,0.6,1.5,0.4,1.3,0.8
460599757002097,3.4,1.3,0.2,0,3.5,1.3,3.6,1,3,1.8
460599757002073,0,0,0,0,0,0,0,0,0,0
460599757002043,3.4,1.3,0.2,0,3.5,1.3,3.6,1,3,1.8
460599756002018,1.9,0.7,0.1,0,2,0.8,2.1,0.5,1.7,1
460599756002448,0,0,0,0,0,0,0,0,0,0
460599757002037,0,0,0,0,0,0,0,0,0,0
460599757002039,0,0,0,0,0,0,0,0,0,0
460599757002047,0,0,0,0,0,0,0,0,0,0
460599756002015,1,0.4,0.1,0,1,0.4,1,0.3,0.9,0.5
460599756002016,0,0,0,0,0,0,0,0,0,0
460599756002027,1,0.4,0.1,0,1,0.4,1,0.3,0.9,0.5
460599756002100,1,0.4,0.1,0,1,0.4,1,0.3,0.9,0.5
460599756002373,0,0,0,0,0,0,0,0,0,0
460599756002402,2.1,0.2,0.1,0.1,2.3,0.2,2.2,0.2,2.2,0.2
460599756001134,2.2,0.6,0,0,2.4,0.6,2.4,0.4,2.2,0.8
460599756002028,0.5,0.2,0,0,0.5,0.2,0.5,0.1,0.4,0.3
460599757002032,0,0,0,0,0,0,0,0,0,0
460599756002019,0,0,0,0,0,0,0,0,0,0
460599756002103,0,0,0,0,0,0,0,0,0,0
460599756002217,0,0,0,0,0,0,0,0,0,0
460599757002136,0,0,0,0,0,0,0,0,0,0
460599756002218,0,0,0,0,0,0,0,0,0,0
460599756002189,0,0,0,0,0,0,0,0,0,0
460599756002173,0,0,0,0,0,0,0,0,0,0
460599756002371,0,0,0,0,0,0,0,0,0,0
460599756002370,0,0,0,0,0,0,0,0,0,0
460599756002375,0,0,0,0,0,0,0,0,0,0
460599756002376,2.1,0.2,0.1,0.1,2.3,0.2,2.2,0.2,2.2,0.2
460599756002052,0,0,0,0,0,0,0,0,0,0
460599756002082,0,0,0,0,0,0,0,0,0,0
460599756001133,0.5,0.2,0,0,0.6,0.1,0.6,0.1,0.5,0.2
460599756001147,0,0,0,0,0,0,0,0,0,0
460599756001139,0,0,0,0,0,0,0,0,0,0
460599756001144,1.1,0.3,0,0,1.2,0.3,1.2,0.2,1.1,0.4
460599756001154,0,0,0,0,0,0,0,0,0,0
460599756002072,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756002044,0,0,0,0,0,0,0,0,0,0
460599756002053,0,0,0,0,0,0,0,0,0,0
460599756001053,0,0,0,0,0,0,0,0,0,0
460599756001051,0,0,0,0,0,0,0,0,0,0
460599756001160,0,0,0,0,0,0,0,0,0,0
460599756001299,2.3,0.5,0.1,0,2.6,0.3,2.7,0.1,2.3,0.6
460599756001314,0,0,0,0,0,0,0,0,0,0
460599756001084,1.6,0.5,0,0,1.8,0.4,1.8,0.3,1.6,0.6
460599756001130,0,0,0,0,0,0,0,0,0,0
460599756001085,0,0,0,0,0,0,0,0,0,0
460599756002305,1.2,0.1,0.1,0,1.3,0.2,1.3,0.1,1.2,0.2
460599756002191,0,0,0,0,0,0,0,0,0,0
460599756002425,0,0,0,0,0,0,0,0,0,0
460599756002296,1.2,0.1,0.1,0,1.3,0.2,1.3,0.1,1.2,0.2
460599756002423,0,0,0,0,0,0,0,0,0,0
460599756001210,0,0,0,0,0,0,0,0,0,0
460599756001182,0,0,0,0,0,0,0,0,0,0
460599756001208,0,0,0,0,0,0,0,0,0,0
460599756001318,2.7,1,0.2,0,2.9,1.1,2.9,0.8,2.5,1.3
460599756002289,0.7,0.1,0,0,0.8,0.1,0.7,0.1,0.7,0.1
460599756001146,0,0,0,0,0,0,0,0,0,0
460599756001348,1,0.4,0.1,0,1,0.4,1,0.3,0.9,0.5
460599756001241,0,0,0,0,0,0,0,0,0,0
460599756001246,2.1,0.2,0,0,2.1,0.2,2.1,0.1,1.9,0.4
460599756001252,0,0,0,0,0,0,0,0,0,0
460599756002407,0,0,0,0,0,0,0,0,0,0
460599756001159,0,0,0,0,0,0,0,0,0,0
460599756001300,0,0,0,0,0,0,0,0,0,0
460599756001311,1.8,0.4,0.1,0,2,0.2,2,0.1,1.7,0.4
460599756001309,0,0,0,0,0,0,0,0,0,0
460599756001313,0,0,0,0,0,0,0,0,0,0
460599756001307,1.2,0.2,0.1,0,1.3,0.1,1.4,0.1,1.1,0.3
460599756001291,0,0,0,0,0,0,0,0,0,0
460599756001303,0,0,0,0,0,0,0,0,0,0
460599756001308,0,0,0,0,0,0,0,0,0,0
460599756001122,0,0,0,0,0,0,0,0,0,0
460599756001345,0,0,0,0,0,0,0,0,0,0
460599756001235,1.4,0.1,0,0,1.4,0.1,1.4,0.1,1.3,0.2
460599756001239,1.4,0.1,0,0,1.4,0.1,1.4,0.1,1.3,0.2
460599756001248,1.4,0.1,0,0,1.4,0.1,1.4,0.1,1.3,0.2
460599756001158,1.2,0.2,0.1,0,1.3,0.1,1.4,0.1,1.1,0.3
460599756001237,1.4,0.1,0,0,1.4,0.1,1.4,0.1,1.3,0.2
460599756001386,0,0,0,0,0,0,0,0,0,0
460599756002299,1.8,0.2,0.1,0,1.9,0.3,2,0.1,1.8,0.4
460599756002308,0,0,0,0,0,0,0,0,0,0
460599756002419,0.6,0.1,0,0,0.6,0.1,0.7,0,0.6,0.1
460599756002426,0,0,0,0,0,0,0,0,0,0
460599756002431,0,0,0,0,0,0,0,0,0,0
460599756002424,0,0,0,0,0,0,0,0,0,0
460599756002287,2.1,0.2,0.1,0.1,2.3,0.2,2.2,0.2,2.2,0.2
460599756002277,0,0,0,0,0,0,0,0,0,0
460599756002079,0,0,0,0,0,0,0,0,0,0
460599756002058,0,0,0,0,0,0,0,0,0,0
460599756002033,0,0,0,0,0,0,0,0,0,0
460599756002013,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756002040,0,0,0,0,0,0,0,0,0,0
460599756002062,0,0,0,0,0,0,0,0,0,0
460599756002050,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756002270,20.9,1.5,0.5,0.8,22.8,1.7,22,1.7,22.3,2.2
460599756002383,0,0,0,0,0,0,0,0,0,0
460599756001043,0,0,0,0,0,0,0,0,0,0
460599756002196,0,0,0,0,0,0,0,0,0,0
460599756002291,1.4,0.1,0,0.1,1.5,0.1,1.5,0.1,1.5,0.1
460599756002022,0,0,0,0,0,0,0,0,0,0
460599756002000,0,0,0,0,0,0,0,0,0,0
460599756002056,0.5,0.2,0,0,0.6,0.2,0.6,0.2,0.5,0.3
460599756002023,0,0,0,0,0,0,0,0,0,0
460599756002006,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756002041,0,0,0,0,0,0,0,0,0,0
460599756002091,0,0,0,0,0,0,0,0,0,0
460599756002059,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756002061,0,0,0,0,0,0,0,0,0,0
460599756001363,0,0,0,0,0,0,0,0,0,0
460599756001361,0,0,0,0,0,0,0,0,0,0
460599756002357,2.4,0.9,0.2,0,2.5,0.9,2.6,0.7,2.2,1.3
460599756001186,1.2,0.2,0.1,0,1.3,0.1,1.4,0.1,1.1,0.3
460599756001126,0,0,0,0,0,0,0,0,0,0
460599756002301,0,0,0,0,0,0,0,0,0,0
460599756002297,0,0,0,0,0,0,0,0,0,0
460599756002192,0,0,0,0,0,0,0,0,0,0
460599756002420,1.2,0.1,0.1,0,1.3,0.2,1.3,0.1,1.2,0.2
460599756002303,0,0,0,0,0,0,0,0,0,0
460599756002429,4.7,0.6,0.3,0.1,5.2,0.7,5.3,0.4,4.8,1
460599756001179,1.4,0.1,0,0,1.4,0.1,1.4,0.1,1.3,0.2
460599756001250,0,0,0,0,0,0,0,0,0,0
460599756001342,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756001340,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756002036,0,0,0,0,0,0,0,0,0,0
460599756002011,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756002032,0.5,0.2,0,0,0.6,0.2,0.6,0.2,0.5,0.3
460599756002012,0,0,0,0,0,0,0,0,0,0
460599756002024,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756002009,0,0,0,0,0,0,0,0,0,0
460599756002066,0,0,0,0,0,0,0,0,0,0
460599756002073,0,0,0,0,0,0,0,0,0,0
460599756001264,0,0,0,0,0,0,0,0,0,0
460599756001272,0,0,0,0,0,0,0,0,0,0
460599756001370,0,0,0,0,0,0,0,0,0,0
460599756002326,1,0.4,0.1,0,1,0.4,1,0.3,0.9,0.5
460599756002321,0,0,0,0,0,0,0,0,0,0
460599756002351,1.9,0.7,0.1,0,2,0.8,2.1,0.5,1.7,1
460599756001165,1.2,0.2,0.1,0,1.3,0.1,1.4,0.1,1.1,0.3
460599756001167,0,0,0,0,0,0,0,0,0,0
460599756001187,4.1,0.9,0.2,0,4.6,0.5,4.8,0.2,4,1
460599756002093,2.2,0.8,0.1,0,2.3,0.8,2.3,0.6,2,1.1
460599756002090,0,0,0,0,0,0,0,0,0,0
460599756002078,0,0,0,0,0,0,0,0,0,0
460599756002084,0,0,0,0,0,0,0,0,0,0
460599756001064,0,0,0,0,0,0,0,0,0,0
460599756002204,0,0,0,0,0,0,0,0,0,0
460599756001271,2.1,0.2,0,0,2.1,0.2,2.1,0.1,1.9,0.4
460599756001270,0,0,0,0,0,0,0,0,0,0
460599756001364,0,0,0,0,0,0,0,0,0,0
460599756002263,1.5,0.5,0.1,0,1.5,0.6,1.5,0.4,1.3,0.8
460599756002264,0,0,0,0,0,0,0,0,0,0
460599756001229,0,0,0,0,0,0,0,0,0,0
460599756001203,0,0,0,0,0,0,0,0,0,0
460599756001193,1.2,0.2,0.1,0,1.3,0.1,1.4,0.1,1.1,0.3
460599756001294,0,0,0,0,0,0,0,0,0,0
460599756002245,0,0,0,0,0,0,0,0,0,0
460599756002247,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756002252,0,0,0,0,0,0,0,0,0,0
460599756001007,3.2,1,0.1,0.1,3.6,0.9,3.6,0.6,3.3,1.1
460599756001081,0,0,0,0,0,0,0,0,0,0
460599756001070,1.1,0.3,0,0,1.2,0.3,1.2,0.2,1.1,0.4
460599756001071,0,0,0,0,0,0,0,0,0,0
460599756002211,2.8,0.2,0.1,0.1,3,0.2,2.9,0.2,3,0.3
460599756002206,2.8,0.2,0.1,0.1,3,0.2,2.9,0.2,3,0.3
460599756002236,0,0,0,0,0,0,0,0,0,0
460599756001367,0,0,0,0,0,0,0,0,0,0
460599756002161,2.9,0.4,0.2,0,3.2,0.4,3.3,0.2,3,0.6
460599757002088,0,0,0,0,0,0,0,0,0,0
460599757001033,6.9,2.2,0.7,0.1,7.9,2.1,8.2,1.4,7.2,2.8
460599756002051,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756002034,0,0,0,0,0,0,0,0,0,0
460599756002025,0,0,0,0,0,0,0,0,0,0
460599756002039,0,0,0,0,0,0,0,0,0,0
460599756002054,1.1,0.4,0.1,0,1.2,0.4,1.2,0.3,1,0.5
460599756002035,0,0,0,0,0,0,0,0,0,0
460599756001254,2.1,0.2,0,0,2.1,0.2,2.1,0.1,1.9,0.4
460599756001253,0.7,0.1,0,0,0.7,0.1,0.7,0,0.6,0.1
460599756002442,0,0,0,0,0,0,0,0,0,0
460599756001190,0,0,0,0,0,0,0,0,0,0
460599756001204,1.2,0.2,0.1,0,1.3,0.1,1.4,0.1,1.1,0.3
460599756001358,2.3,0.5,0.1,0,2.6,0.3,2.7,0.1,2.3,0.6
460599756001284,0,0,0,0,0,0,0,0,0,0
460599756001191,0,0,0,0,0,0,0,0,0,0
460599756001199,2.9,0.6,0.1,0,3.3,0.3,3.4,0.1,2.8,0.7
460599756002077,0,0,0,0,0,0,0,0,0,0
460599756002070,2.2,0.8,0.1,0,2.3,0.8,2.3,0.6,2,1.1
460599756002087,0,0,0,0,0,0,0,0,0,0
460599756001065,1.1,0.3,0,0,1.2,0.3,1.2,0.2,1.1,0.4
460599756002231,0,0,0,0,0,0,0,0,0,0
460599756002238,0,0,0,0,0,0,0,0,0,0
460599756002177,1.2,0.1,0.1,0,1.3,0.2,1.3,0.1,1.2,0.2
460599756002176,1.8,0.2,0.1,0,1.9,0.3,2,0.1,1.8,0.4
460599756001382,0,0,0,0,0,0,0,0,0,0
460599756001368,1.2,0.1,0.1,0,1.3,0.2,1.3,0.1,1.2,0.2
460599756001372,0,0,0,0,0,0,0,0,0,0
460599757001022,6.9,2.2,0.7,0.1,7.9,2.1,8.2,1.4,7.2,2.8
460599757001019,3.2,1,0.3,0,3.7,1,3.8,0.7,3.4,1.3
460599757001031,11.6,3.7,1.1,0.1,13.2,3.5,13.7,2.4,12,4.7
460599757002106,3.1,1,0.2,0,3.5,1,3.7,0.7,3.1,1.3
460599757001040,5.6,1.8,0.5,0.1,6.3,1.7,6.6,1.1,5.8,2.2
460599757002114,23.5,7.7,1.3,0.2,26.4,7.5,28,5.2,23.7,10.2
460599757002122,12,3.9,0.7,0.1,13.4,3.8,14.2,2.6,12.1,5.2
460599757002091,0,0,0,0,0,0,0,0,0,0
460599757001054,3.7,1.2,0.4,0,4.2,1.1,4.4,0.8,3.8,1.5
460599757001007,11.1,3.6,1.1,0.1,12.7,3.4,13.2,2.3,11.5,4.5
460599757002015,0,0,0,0,0,0,0,0,0,0
460599757001052,6.9,2.2,0.7,0.1,7.9,2.1,8.2,1.4,7.2,2.8
460599756002107,0.9,0.3,0.1,0,1.1,0.3,1.1,0.2,1,0.4
460599756002205,0,0,0,0,0,0,0,0,0,0
460619641003126,1.1,0.2,0,0,1,0.2,1.1,0.2,1,0.3
460619641003241,0,0,0,0,0,0,0,0,0,0
460619641003141,2.1,0.4,0,0.1,2.1,0.6,2.3,0.3,2.1,0.6
460619641003219,4.2,0.9,0.1,0.1,4.2,1.2,4.5,0.7,4.1,1.2
460619641003291,0,0,0,0,0,0,0,0,0,0
460619641003233,0,0,0,0,0,0,0,0,0,0
460619641003115,0,0,0,0,0,0,0,0,0,0
460619641003270,0.5,0.1,0,0,0.5,0.1,0.6,0.1,0.5,0.1
460619641003188,0,0,0,0,0,0,0,0,0,0
460619641003216,0,0,0,0,0,0,0,0,0,0
460619641003277,0,0,0,0,0,0,0,0,0,0
460619641003149,3.2,0.7,0,0.1,3.1,0.9,3.4,0.5,3.1,0.9
460619641003257,0,0,0,0,0,0,0,0,0,0
460619641003158,1.1,0.2,0,0,1,0.3,1.1,0.2,1,0.3
460619641003159,0,0,0,0,0,0,0,0,0,0
460619641003014,0,0,0,0,0,0,0,0,0,0
460619641003036,2.1,0.4,0.1,0,2.1,0.5,2.2,0.4,2.1,0.5
460619641003320,0,0,0,0,0,0,0,0,0,0
460619641003314,0,0,0,0,0,0,0,0,0,0
460619641003366,2.1,0.4,0.1,0,2.1,0.5,2.2,0.4,2.1,0.5
460619641003377,0,0,0,0,0,0,0,0,0,0
460619641003319,0,0,0,0,0,0,0,0,0,0
460619641003289,0,0,0,0,0,0,0,0,0,0
460619641003349,0,0,0,0,0,0,0,0,0,0
460619641003361,2.1,0.4,0.1,0,2.1,0.5,2.2,0.4,2.1,0.5
460619641003294,0,0,0,0,0,0,0,0,0,0
460619641003344,1.1,0.2,0,0,1,0.2,1.1,0.2,1,0.3
460619641001029,2.1,0.4,0,0.1,2.1,0.6,2.3,0.3,2.1,0.6
460619641001022,0,0,0,0,0,0,0,0,0,0
460619641001205,6.1,2,0.2,0.1,6.1,2,5.7,1.8,5.8,2.3
460619641001212,0,0,0,0,0,0,0,0,0,0
460619641001215,0,0,0,0,0,0,0,0,0,0
460619641001299,0.5,0.1,0,0,0.5,0.1,0.5,0.1,0.4,0.1
460619641002102,0,0,0,0,0,0,0,0,0,0
460619641002275,0,0,0,0,0,0,0,0,0,0
460619641002271,0.5,0.1,0,0,0.5,0.1,0.5,0.1,0.4,0.1
460619641002282,0.9,0.2,0,0,0.9,0.2,0.9,0.1,0.9,0.3
460619641002311,1.2,0.2,0,0,1.2,0.3,1.2,0.2,1.1,0.4
460619641002312,0.7,0.1,0,0,0.7,0.2,0.7,0.1,0.6,0.2
460619641002314,0,0,0,0,0,0,0,0,0,0
460619641002313,0,0,0,0,0,0,0,0,0,0
460619641002298,0.5,0.1,0,0,0.5,0.1,0.5,0.1,0.4,0.1
460619641002133,0.5,0.2,0,0,0.5,0.2,0.6,0.1,0.5,0.2
460619641002040,9.2,3.3,0.7,0.1,10,3.4,10.9,2.3,9.3,4.2
460619641002088,0,0,0,0,0,0,0,0,0,0
460619641002091,3.9,1.4,0.3,0,4.2,1.4,4.6,1,3.9,1.8
460619641002131,0,0,0,0,0,0,0,0,0,0
460619641002138,4.3,1.6,0.3,0,4.7,1.6,5.2,1.1,4.4,2
460619641002158,1,0.3,0.1,0,1,0.4,1.1,0.2,1,0.4
460619641002105,0,0,0,0,0,0,0,0,0,0
460619641002127,0,0,0,0,0,0,0,0,0,0
460619641002106,0,0,0,0,0,0,0,0,0,0
460619641002073,1.4,0.5,0.1,0,1.6,0.5,1.7,0.4,1.5,0.7
460619641002061,1.4,0.5,0.1,0,1.6,0.5,1.7,0.4,1.5,0.7
460619641002080,3.9,1.4,0.3,0,4.2,1.4,4.6,1,3.9,1.8
460619641002078,2.4,0.9,0.2,0,2.6,0.9,2.9,0.6,2.4,1.1
460619641002086,0,0,0,0,0,0,0,0,0,0
460619641002339,0,0,0,0,0,0,0,0,0,0
460619641002328,0.5,0.1,0,0,0.5,0.1,0.5,0.1,0.4,0.1
460619641002337,0,0,0,0,0,0,0,0,0,0
460619641002350,0,0,0,0,0,0,0,0,0,0
460619641002258,0,0,0,0,0,0,0,0,0,0
460619641002333,0,0,0,0,0,0,0,0,0,0
460619641002248,0,0,0,0,0,0,0,0,0,0
460619641002193,0,0,0,0,0,0,0,0,0,0
460619641002219,0.5,0.1,0,0,0.5,0.1,0.5,0.1,0.4,0.1
460619641002359,0.2,0,0,0,0.2,0.1,0.2,0,0.2,0.1
460619641002341,0,0,0,0,0,0,0,0,0,0
460619641002363,0,0,0,0,0,0,0,0,0,0
460619641002365,0,0,0,0,0,0,0,0,0,0
460619641002260,0,0,0,0,0,0,0,0,0,0
460619641002343,0,0,0,0,0,0,0,0,0,0
460619641002334,0,0,0,0,0,0,0,0,0,0
460619641001072,0,0,0,0,0,0,0,0,0,0
460619641003134,1.1,0.2,0,0,1,0.3,1.1,0.2,1,0.3
460619641003224,1.1,0.2,0,0,1,0.3,1.1,0.2,1,0.3
460619641003190,1.1,0.2,0,0,1,0.3,1.1,0.2,1,0.3
460619641003162,1.1,0.2,0,0,1,0.3,1.1,0.2,1,0.3
460619641003223,2.1,0.4,0,0.1,2.1,0.6,2.3,0.3,2.1,0.6
460619641003181,2.1,0.4,0,0.1,2.1,0.6,2.3,0.3,2.1,0.6
460619641003033,0,0,0,0,0,0,0,0,0,0
460619641003026,1.1,0.2,0,0,1,0.2,1.1,0.2,1,0.3
460619641003030,2.1,0.4,0.1,0,2.1,0.5,2.2,0.4,2.1,0.5
460619641003049,2.7,0.4,0.1,0,2.6,0.6,2.8,0.4,2.6,0.7
460619641003044,2.1,0.4,0.1,0,2.1,0.5,2.2,0.4,2.1,0.5
460619641003029,0,0,0,0,0,0,0,0,0,0
460619641003028,1.6,0.3,0.1,0,1.6,0.3,1.7,0.3,1.5,0.4
460619641003038,1.1,0.2,0,0,1,0.2,1.1,0.2,1,0.3
460619641003040,0,0,0,0,0,0,0,0,0,0
460619641003012,0,0,0,0,0,0,0,0,0,0
460619641001185,0,0,0,0,0,0,0,0,0,0
460619641001295,0,0,0,0,0,0,0,0,0,0
460619641001108,0,0,0,0,0,0,0,0,0,0
460619641003280,1.1,0.2,0,0,1,0.2,1.1,0.2,1,0.3
460619641003340,0,0,0,0,0,0,0,0,0,0
460619641001001,1.1,0.2,0,0,1,0.3,1.1,0.2,1,0.3
460619641001021,1.1,0.2,0,0,1,0.3,1.1,0.2,1,0.3
460619641001023,0.5,0.1,0,0,0.5,0.1,0.6,0.1,0.5,0.2
