GEOID,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PRECCAS,G16USSRTHU,G16USSDWIL,G16PUCRNEL,G16PUCDRED,G16HALRNOE,G16HALDHAW
460139513004039,8,4.5,0.9,0.1,9.5,4,9.8,3.2,8.1,5.4
460139513004041,2.5,1.4,0.3,0,2.9,1.2,3,1,2.5,1.7
460139515003006,5.9,3.3,0.6,0.1,6.9,2.9,7.2,2.3,5.9,4
460139519003103,1.5,1.2,0.1,0,1.8,1,1.8,0.8,1.5,1.4
460139519003122,1.5,1.2,0.1,0,1.8,1,1.8,0.8,1.5,1.4
460139519003117,1.1,0.9,0.1,0,1.3,0.8,1.4,0.6,1.1,1.1
460139520003203,1.3,1.5,0.1,0,1.5,1.3,1.5,1.1,1.3,1.8
460139520003229,0,0,0,0,0,0,0,0,0,0
460139520003029,0,0,0,0,0,0,0,0,0,0
460139520003211,0,0,0,0,0,0,0,0,0,0
460139520003246,0,0,0,0,0,0,0,0,0,0
460139520003208,0,0,0,0,0,0,0,0,0,0
460139520003221,0.3,0.3,0,0,0.3,0.3,0.3,0.2,0.3,0.4
460139520001270,0,0,0,0,0,0,0,0,0,0
460139520001263,0,0,0,0,0,0,0,0,0,0
460139520004086,0.7,0.6,0.1,0,0.8,0.5,0.8,0.4,0.7,0.7
460139520004148,0,0,0,0,0,0,0,0,0,0
460139520005187,0,0,0,0,0,0,0,0,0,0
460139520004124,0,0,0,0,0,0,0,0,0,0
460139520005094,0,0,0,0,0,0,0,0,0,0
460139520005188,1.1,0.8,0.1,0,1.4,0.7,1.4,0.5,1.2,0.9
460139520005186,1.9,1.3,0.2,0,2.3,1.1,2.3,0.9,1.9,1.5
460139520004161,0,0,0,0,0,0,0,0,0,0
460139520004174,0,0,0,0,0,0,0,0,0,0
460139520004176,0.4,0.3,0,0,0.5,0.2,0.5,0.2,0.4,0.3
460139519001093,0.3,0.2,0,0,0.4,0.2,0.4,0.2,0.3,0.3
460139519001105,0,0,0,0,0,0,0,0,0,0
460139519001151,0,0,0,0,0,0,0,0,0,0
460139514005001,20.7,13.8,3.1,0.5,24.4,12.1,25.3,9.7,20.8,16.4
460139518001070,21.8,15.5,2.8,0.4,25.8,13.6,26.7,10.9,22,18.5
460139518003023,0,0,0,0,0,0,0,0,0,0
460139516003012,0,0,0,0,0,0,0,0,0,0
460139516003000,14.3,7.2,1.2,0.2,16.9,6.3,17.5,5.1,14.4,8.6
460139518001077,0,0,0,0,0,0,0,0,0,0
460139518001034,38,19.2,3.1,0.5,44.9,16.9,46.5,13.5,38.2,22.8
460139517002087,0,0,0,0,0,0,0,0,0,0
460139518001052,0,0,0,0,0,0,0,0,0,0
460139518001025,13.1,6.6,1.1,0.2,15.4,5.8,16,4.6,13.1,7.9
460139514005016,6.2,4.1,0.9,0.1,7.3,3.6,7.6,2.9,6.2,4.9
460139517002003,3.5,1.9,0.3,0,4.1,1.7,4.3,1.3,3.5,2.3
460139517001021,4.1,2.3,0.4,0.1,4.9,2,5.1,1.6,4.2,2.7
460139517001018,8.9,4.9,0.9,0.1,10.5,4.3,10.9,3.4,9,5.8
460139517001023,0,0,0,0,0,0,0,0,0,0
460139517001025,4.1,2.3,0.4,0.1,4.9,2,5.1,1.6,4.2,2.7
460139517002064,4.4,2.7,0.6,0.1,5.3,2.4,5.4,1.9,4.5,3.2
460139517003006,2.2,1.4,0.3,0,2.6,1.2,2.7,1,2.2,1.6
460139518003012,0,0,0,0,0,0,0,0,0,0
460139513001000,6.5,3.7,0.7,0.1,7.7,3.2,7.9,2.6,6.5,4.4
460139514001036,0,0,0,0,0,0,0,0,0,0
460139514001070,23.5,10.4,1.6,0.2,27.8,9.1,28.8,7.3,23.6,12.4
460139513001018,4.6,2.6,0.5,0.1,5.5,2.3,5.7,1.8,4.7,3.1
460139520005249,3.4,2.3,0.3,0,4.1,2,4.2,1.6,3.5,2.8
460139520005204,0,0,0,0,0,0,0,0,0,0
460139520005177,0,0,0,0,0,0,0,0,0,0
460139520005250,8,5.4,0.8,0.1,9.5,4.8,9.8,3.8,8.1,6.5
460139520005165,0,0,0,0,0,0,0,0,0,0
460139520001020,0,0,0,0,0,0,0,0,0,0
460139520001018,0,0,0,0,0,0,0,0,0,0
460139520001049,0,0,0,0,0,0,0,0,0,0
460139520001052,0,0,0,0,0,0,0,0,0,0
460139520001075,0,0,0,0,0,0,0,0,0,0
460139520001073,0,0,0,0,0,0,0,0,0,0
460139520001086,0,0,0,0,0,0,0,0,0,0
460139520001340,0.7,0.6,0.1,0,0.8,0.5,0.9,0.4,0.7,0.7
460139520001115,0.7,0.6,0.1,0,0.8,0.5,0.9,0.4,0.7,0.7
460139520001092,1.4,1.2,0.2,0,1.7,1.1,1.7,0.9,1.4,1.5
460139520001045,0,0,0,0,0,0,0,0,0,0
460139520001244,0,0,0,0,0,0,0,0,0,0
460139520001250,0,0,0,0,0,0,0,0,0,0
460139520001201,0,0,0,0,0,0,0,0,0,0
460139519001169,0.7,0.5,0.1,0,0.8,0.4,0.8,0.3,0.7,0.5
460139519001190,0,0,0,0,0,0,0,0,0,0
460139519001245,0,0,0,0,0,0,0,0,0,0
460139519001241,0,0,0,0,0,0,0,0,0,0
460139519001243,0,0,0,0,0,0,0,0,0,0
460139519001238,1.7,1.1,0.1,0,2,1,2,0.8,1.7,1.4
460139520005109,0.7,0.6,0.1,0,0.8,0.5,0.9,0.4,0.7,0.7
460139520005100,0,0,0,0,0,0,0,0,0,0
460139520005084,0.7,0.6,0.1,0,0.8,0.5,0.9,0.4,0.7,0.7
460139520005096,0,0,0,0,0,0,0,0,0,0
460139520004137,0,0,0,0,0,0,0,0,0,0
460139519003291,0.8,0.6,0.1,0,1,0.6,1,0.5,0.8,0.8
460139513002061,3.9,1.6,0.3,0,4.6,1.4,4.8,1.1,3.9,1.9
460139513002072,0,0,0,0,0,0,0,0,0,0
460139520001120,0.4,0.3,0,0,0.4,0.3,0.4,0.2,0.4,0.4
460139520001256,0.4,0.3,0,0,0.4,0.3,0.4,0.2,0.4,0.4
460139520001285,0,0,0,0,0,0,0,0,0,0
460139519001207,0,0,0,0,0,0,0,0,0,0
460139519001222,1,0.7,0.1,0,1.2,0.6,1.2,0.5,1,0.8
460139519001227,0,0,0,0,0,0,0,0,0,0
460139519001252,0,0,0,0,0,0,0,0,0,0
460139519001253,0,0,0,0,0,0,0,0,0,0
460139519001229,0,0,0,0,0,0,0,0,0,0
460139519001230,0,0,0,0,0,0,0,0,0,0
460139519001255,0,0,0,0,0,0,0,0,0,0
460139520004285,0,0,0,0,0,0,0,0,0,0
460139519003003,1,0.4,0.1,0,1.2,0.3,1.3,0.3,1.1,0.5
460139520005136,0,0,0,0,0,0,0,0,0,0
460139520005138,0,0,0,0,0,0,0,0,0,0
460139520002030,0,0,0,0,0,0,0,0,0,0
460139520002040,0,0,0,0,0,0,0,0,0,0
460139520002048,0,0,0,0,0,0,0,0,0,0
460139520002036,0,0,0,0,0,0,0,0,0,0
460139519003230,0,0,0,0,0,0,0,0,0,0
460139519003232,0,0,0,0,0,0,0,0,0,0
460139519003233,0.8,0.6,0.1,0,1,0.6,1,0.5,0.8,0.8
460139519003243,1.2,1,0.1,0,1.4,0.8,1.5,0.7,1.2,1.1
460139519001293,0.4,0.3,0,0,0.5,0.3,0.5,0.2,0.4,0.4
460139519003305,1,0.4,0.1,0,1.2,0.3,1.3,0.3,1.1,0.5
460139519003008,9.4,3.5,0.7,0.1,11.1,3.1,11.5,2.5,9.5,4.2
460139520005353,0,0,0,0,0,0,0,0,0,0
460139520005358,0,0,0,0,0,0,0,0,0,0
460139520005314,1,0.4,0.1,0,1.2,0.3,1.3,0.3,1.1,0.5
460139519003021,1.6,0.6,0.1,0,1.9,0.5,1.9,0.4,1.6,0.7
460139520005354,0,0,0,0,0,0,0,0,0,0
460139520003182,0,0,0,0,0,0,0,0,0,0
460139520005038,0,0,0,0,0,0,0,0,0,0
460139520005066,0.7,0.6,0.1,0,0.8,0.5,0.9,0.4,0.7,0.7
460139520005053,0,0,0,0,0,0,0,0,0,0
460139520005049,0.4,0.3,0,0,0.4,0.3,0.4,0.2,0.4,0.3
460139520005057,0,0,0,0,0,0,0,0,0,0
460139520005007,0,0,0,0,0,0,0,0,0,0
460139520005226,0.8,0.5,0.1,0,0.9,0.5,0.9,0.4,0.8,0.6
460139520004212,0,0,0,0,0,0,0,0,0,0
460139520005260,0,0,0,0,0,0,0,0,0,0
460139520005286,0,0,0,0,0,0,0,0,0,0
460139520005265,0,0,0,0,0,0,0,0,0,0
460139520005190,0,0,0,0,0,0,0,0,0,0
460139520005192,0,0,0,0,0,0,0,0,0,0
460139520005267,1.9,1.3,0.2,0,2.3,1.1,2.3,0.9,1.9,1.5
460139520002052,0,0,0,0,0,0,0,0,0,0
460139520005071,3.5,2.9,0.4,0.1,4.2,2.5,4.3,2,3.5,3.4
460139520002034,0.4,0.3,0,0,0.4,0.3,0.4,0.2,0.4,0.3
460139520005150,1.4,1.1,0.1,0,1.7,1,1.7,0.8,1.4,1.4
460139520005120,0,0,0,0,0,0,0,0,0,0
460139520002032,0,0,0,0,0,0,0,0,0,0
460139520002051,0,0,0,0,0,0,0,0,0,0
460139520002050,0,0,0,0,0,0,0,0,0,0
460139520005145,0,0,0,0,0,0,0,0,0,0
460139519001292,1.6,1.3,0.1,0,1.9,1.1,2,0.9,1.6,1.5
460139519003236,0,0,0,0,0,0,0,0,0,0
460139519001347,0,0,0,0,0,0,0,0,0,0
460139519001301,0,0,0,0,0,0,0,0,0,0
460139518003011,0,0,0,0,0,0,0,0,0,0
460139517003001,6.9,4.2,0.9,0.1,8.2,3.7,8.5,3,7,5
460139516002013,8.6,5.3,1.1,0.2,10.2,4.6,10.6,3.7,8.7,6.3
460139516002024,7.2,4.4,0.9,0.1,8.5,3.8,8.8,3.1,7.2,5.2
460139516003014,6.5,4.5,1,0.1,7.7,3.9,8,3.1,6.6,5.3
460139516003010,4.2,2.9,0.7,0.1,5,2.5,5.2,2,4.2,3.4
460139520003097,0,0,0,0,0,0,0,0,0,0
460139520003144,0,0,0,0,0,0,0,0,0,0
460139520003132,0,0,0,0,0,0,0,0,0,0
460139520003128,0,0,0,0,0,0,0,0,0,0
460139520003127,0,0,0,0,0,0,0,0,0,0
460139520001005,0,0,0,0,0,0,0,0,0,0
460139520001174,0,0,0,0,0,0,0,0,0,0
460139520001165,0.5,0.6,0,0,0.6,0.5,0.6,0.4,0.5,0.7
460139520001157,0,0,0,0,0,0,0,0,0,0
460139520001167,1,1.2,0.1,0,1.2,1.1,1.2,0.9,1,1.5
460139520001002,0,0,0,0,0,0,0,0,0,0
460139520002058,0,0,0,0,0,0,0,0,0,0
460139520005155,0,0,0,0,0,0,0,0,0,0
460139520002234,0,0,0,0,0,0,0,0,0,0
460139513002015,21.3,8,1.6,0.2,25.2,7.1,26.1,5.7,21.4,9.6
460139513002008,13.9,5.2,1,0.1,16.4,4.6,17,3.7,14,6.2
460139513002012,11.1,4.2,0.8,0.1,13.1,3.7,13.6,3,11.2,5
460139519001091,0,0,0,0,0,0,0,0,0,0
460139519001110,0.7,0.5,0.1,0,0.8,0.4,0.8,0.3,0.7,0.5
460139519001201,0,0,0,0,0,0,0,0,0,0
460139519001152,3,2,0.3,0,3.6,1.8,3.7,1.4,3,2.4
460139519001203,0,0,0,0,0,0,0,0,0,0
460139519001117,0,0,0,0,0,0,0,0,0,0
460139519001182,0,0,0,0,0,0,0,0,0,0
460139519001352,0,0,0,0,0,0,0,0,0,0
460139519001340,0,0,0,0,0,0,0,0,0,0
460139519001305,1.2,1,0.1,0,1.4,0.8,1.5,0.7,1.2,1.1
460139519001304,0,0,0,0,0,0,0,0,0,0
460139519001312,0,0,0,0,0,0,0,0,0,0
460139519001275,2.4,1.9,0.2,0,2.9,1.7,3,1.4,2.5,2.3
460139519001306,0.8,0.6,0.1,0,1,0.6,1,0.5,0.8,0.8
460139519001363,0,0,0,0,0,0,0,0,0,0
460139515003002,6.2,3.5,0.7,0.1,7.3,3.1,7.6,2.5,6.2,4.2
460139518002006,5,3.6,0.7,0.1,6,3.1,6.2,2.5,5.1,4.3
460139514005002,3.2,2.1,0.5,0.1,3.8,1.9,3.9,1.5,3.2,2.6
460139514005021,4.8,3.2,0.7,0.1,5.7,2.8,5.9,2.3,4.9,3.8
460139515002014,6.7,3.7,0.6,0.1,7.9,3.2,8.2,2.6,6.7,4.4
460139515003036,0,0,0,0,0,0,0,0,0,0
460139518002008,6.7,4.8,0.9,0.1,7.9,4.2,8.2,3.4,6.8,5.7
460139518002012,2.4,1.7,0.3,0,2.8,1.5,2.9,1.2,2.4,2
460139518002013,10.8,7.7,1.4,0.2,12.8,6.7,13.2,5.4,10.9,9.2
460139515003043,0,0,0,0,0,0,0,0,0,0
460139514005009,5.9,3.9,0.9,0.1,7,3.5,7.2,2.8,5.9,4.7
460139515001032,11.3,7.5,1.7,0.3,13.3,6.6,13.8,5.3,11.3,9
460139514005018,8.3,5.5,1.3,0.2,9.8,4.9,10.2,3.9,8.4,6.6
460139515002023,2.5,1.4,0.2,0,3,1.2,3.1,1,2.6,1.7
460139515003050,0,0,0,0,0,0,0,0,0,0
460139515001022,5.6,3.8,0.9,0.1,6.7,3.3,6.9,2.6,5.7,4.5
460139518003000,9,4.5,0.7,0.1,10.6,4,11,3.2,9,5.4
460139515002027,1.5,0.9,0.2,0,1.8,0.8,1.8,0.6,1.5,1.1
460139515002032,1.5,0.9,0.2,0,1.8,0.8,1.8,0.6,1.5,1.1
460139515002034,3.7,2.6,0.5,0.1,4.3,2.3,4.5,1.8,3.7,3.1
460139518004004,4.3,3.1,0.6,0.1,5.1,2.7,5.3,2.2,4.3,3.7
460139515002031,4,2.4,0.5,0.1,4.7,2.1,4.8,1.7,4,2.9
460139518004000,3.6,2.6,0.5,0.1,4.3,2.2,4.4,1.8,3.6,3.1
460139514001063,4.5,2,0.3,0,5.3,1.8,5.5,1.4,4.5,2.4
460139518001026,0.8,0.4,0.1,0,1,0.4,1,0.3,0.8,0.5
460139517002005,0,0,0,0,0,0,0,0,0,0
460139514001029,0,0,0,0,0,0,0,0,0,0
460139520005027,0.4,0.3,0,0,0.4,0.3,0.4,0.2,0.4,0.3
460139520002003,1.1,0.9,0.1,0,1.2,0.8,1.3,0.6,1.1,1
460139520002027,0.7,0.6,0.1,0,0.8,0.5,0.9,0.4,0.7,0.7
460139520002021,0,0,0,0,0,0,0,0,0,0
460139520005227,2.3,1.5,0.2,0,2.7,1.4,2.8,1.1,2.3,1.8
460139514001009,1.1,0.8,0.1,0,1.4,0.7,1.4,0.5,1.2,0.9
460139520005196,1.1,0.8,0.1,0,1.4,0.7,1.4,0.5,1.2,0.9
460139520005166,0,0,0,0,0,0,0,0,0,0
460139520005232,0,0,0,0,0,0,0,0,0,0
460139520001048,0,0,0,0,0,0,0,0,0,0
460139520001053,0,0,0,0,0,0,0,0,0,0
460139520001072,0,0,0,0,0,0,0,0,0,0
460139520001071,0,0,0,0,0,0,0,0,0,0
460139520001077,0.7,0.6,0.1,0,0.8,0.5,0.9,0.4,0.7,0.7
460139520001016,0,0,0,0,0,0,0,0,0,0
460139520001034,3.2,2.8,0.4,0,3.8,2.4,3.9,2,3.2,3.3
460139520001042,0,0,0,0,0,0,0,0,0,0
460139520001024,1.1,0.9,0.1,0,1.3,0.8,1.3,0.7,1.1,1.1
460139520001030,0,0,0,0,0,0,0,0,0,0
460139519001122,1.7,1.1,0.1,0,2,1,2,0.8,1.7,1.4
460139519001120,0,0,0,0,0,0,0,0,0,0
460139519001179,0,0,0,0,0,0,0,0,0,0
460139519001177,2.4,1.9,0.2,0,2.9,1.7,3,1.4,2.5,2.3
460139519001281,0,0,0,0,0,0,0,0,0,0
460139519001309,2.8,2.3,0.2,0,3.4,2,3.5,1.6,2.9,2.7
460139519001278,0.8,0.6,0.1,0,1,0.6,1,0.5,0.8,0.8
460139519001272,0,0,0,0,0,0,0,0,0,0
460139519001307,0,0,0,0,0,0,0,0,0,0
460139519001343,1.2,1,0.1,0,1.4,0.8,1.5,0.7,1.2,1.1
460139520001278,0.9,0.3,0.1,0,1.1,0.3,1.1,0.2,0.9,0.4
460139520002016,0.5,0.2,0,0,0.5,0.2,0.6,0.1,0.5,0.2
460139520001281,0,0,0,0,0,0,0,0,0,0
460139520002008,0,0,0,0,0,0,0,0,0,0
460139520001194,2.5,2.2,0.3,0,2.9,1.9,3,1.5,2.5,2.6
460139520001205,2.5,2.2,0.3,0,2.9,1.9,3,1.5,2.5,2.6
460139514001068,17.5,7.7,1.2,0.2,20.7,6.8,21.4,5.4,17.6,9.2
460139513003004,5.4,3,0.5,0.1,6.4,2.6,6.6,2.1,5.4,3.5
460139513003035,4.6,2.6,0.5,0.1,5.5,2.3,5.7,1.8,4.7,3.1
460139514002020,6,4.3,0.7,0.1,7.1,3.8,7.4,3,6.1,5.1
460139514002016,9,4,0.6,0.1,10.6,3.5,11,2.8,9,4.7
460139514001035,0,0,0,0,0,0,0,0,0,0
460139513004018,6.5,3.7,0.7,0.1,7.7,3.2,7.9,2.6,6.5,4.4
460139513004010,4.5,2.4,0.4,0.1,5.3,2.1,5.5,1.7,4.5,2.9
460139514005007,3.7,1.9,0.3,0,4.3,1.6,4.5,1.3,3.7,2.2
460139513004015,6.2,3.5,0.7,0.1,7.3,3.1,7.6,2.5,6.2,4.2
460139513004026,8.6,4.7,0.8,0.1,10.2,4.1,10.5,3.3,8.6,5.6
460139513004031,10.8,6.1,1.2,0.2,12.8,5.4,13.2,4.3,10.9,7.3
460139514003009,9.1,6.5,1,0.1,10.7,5.7,11.1,4.5,9.1,7.7
460139514003013,6.3,4.5,0.7,0.1,7.5,4,7.7,3.2,6.4,5.4
460139514004003,8.5,3.8,0.6,0.1,10,3.3,10.4,2.6,8.5,4.5
460139513004043,9.9,5.6,1.1,0.2,11.7,4.9,12.1,3.9,9.9,6.7
460139515003013,0,0,0,0,0,0,0,0,0,0
460139515003000,14.5,8.2,1.6,0.2,17.2,7.2,17.8,5.8,14.6,9.8
460139515003021,0,0,0,0,0,0,0,0,0,0
460139514001087,0,0,0,0,0,0,0,0,0,0
460139518002005,3.8,2.7,0.5,0.1,4.5,2.4,4.7,1.9,3.9,3.3
460139514005020,0,0,0,0,0,0,0,0,0,0
460139515003039,0,0,0,0,0,0,0,0,0,0
460139515003031,5.4,3,0.5,0.1,6.4,2.6,6.6,2.1,5.4,3.5
460139514001022,0,0,0,0,0,0,0,0,0,0
460139520001089,0,0,0,0,0,0,0,0,0,0
460139520003023,1,1.2,0.1,0,1.2,1.1,1.2,0.9,1,1.5
460139520003027,0,0,0,0,0,0,0,0,0,0
460139520003032,0,0,0,0,0,0,0,0,0,0
460139514001007,2.1,0.8,0.1,0,2.5,0.7,2.6,0.5,2.1,0.9
460139520004257,0,0,0,0,0,0,0,0,0,0
460139520004219,0,0,0,0,0,0,0,0,0,0
460139520004266,2,1.4,0.2,0,2.4,1.2,2.5,1,2,1.6
460139520004296,0,0,0,0,0,0,0,0,0,0
460139520002129,0.9,0.3,0.1,0,1.1,0.3,1.1,0.2,0.9,0.4
460139520002099,0,0,0,0,0,0,0,0,0,0
460139520002108,0,0,0,0,0,0,0,0,0,0
460139520001237,0.4,0.3,0,0,0.4,0.3,0.4,0.2,0.4,0.4
460139520004225,0.7,0.5,0.1,0,0.8,0.4,0.8,0.3,0.7,0.5
460139520004242,0,0,0,0,0,0,0,0,0,0
460139520004246,0,0,0,0,0,0,0,0,0,0
460139520001141,0,0,0,0,0,0,0,0,0,0
460139520001058,0.7,0.6,0.1,0,0.8,0.5,0.9,0.4,0.7,0.7
460139519003156,0.4,0.3,0,0,0.5,0.3,0.5,0.2,0.4,0.4
460139519003181,2,1.6,0.2,0,2.4,1.4,2.5,1.1,2,1.9
460139519003177,0,0,0,0,0,0,0,0,0,0
460139519003032,0.8,0.6,0.1,0,1,0.6,1,0.5,0.8,0.8
460139519003158,0,0,0,0,0,0,0,0,0,0
460139519003024,0.4,0.3,0,0,0.5,0.3,0.5,0.2,0.4,0.4
460139519003161,0.4,0.3,0,0,0.5,0.3,0.5,0.2,0.4,0.4
460139519003223,0,0,0,0,0,0,0,0,0,0
460139519003222,1.6,1.3,0.1,0,1.9,1.1,2,0.9,1.6,1.5
460139520001145,0,0,0,0,0,0,0,0,0,0
460139520001228,1,1.2,0.1,0,1.2,1.1,1.2,0.9,1,1.5
460139520001225,0,0,0,0,0,0,0,0,0,0
460139520001323,0,0,0,0,0,0,0,0,0,0
460139520003106,0,0,0,0,0,0,0,0,0,0
460139519002030,11.3,7.7,1,0.1,13.4,6.8,13.9,5.4,11.4,9.2
460139519002007,4.3,2.9,0.4,0.1,5.1,2.6,5.3,2.1,4.4,3.5
460139520005331,0,0,0,0,0,0,0,0,0,0
460139518001063,1,0.4,0.1,0,1.2,0.3,1.3,0.3,1.1,0.5
460139520005298,1,0.4,0.1,0,1.2,0.3,1.3,0.3,1.1,0.5
460139520005311,2.1,0.8,0.1,0,2.5,0.7,2.6,0.5,2.1,0.9
460139520005341,0,0,0,0,0,0,0,0,0,0
460139519003025,4.7,1.8,0.3,0.1,5.6,1.5,5.8,1.2,4.8,2.1
460139520004284,0,0,0,0,0,0,0,0,0,0
460139514001019,0,0,0,0,0,0,0,0,0,0
460139514001038,11.5,4.3,0.8,0.1,13.6,3.7,14.1,3,11.6,5.1
460139520005363,0,0,0,0,0,0,0,0,0,0
460139520005012,1.1,0.9,0.1,0,1.2,0.8,1.3,0.6,1.1,1
460139520005022,0.4,0.3,0,0,0.4,0.3,0.4,0.2,0.4,0.3
460139520005064,0.4,0.3,0,0,0.4,0.3,0.4,0.2,0.4,0.3
460139520005061,0.7,0.6,0.1,0,0.8,0.5,0.9,0.4,0.7,0.7
460139520005076,0,0,0,0,0,0,0,0,0,0
460139520005055,0,0,0,0,0,0,0,0,0,0
460139520004120,0,0,0,0,0,0,0,0,0,0
460139520005004,0,0,0,0,0,0,0,0,0,0
460139520005274,3.4,2.3,0.3,0,4.1,2,4.2,1.6,3.5,2.8
460139520005208,1.1,0.8,0.1,0,1.4,0.7,1.4,0.5,1.2,0.9
460139520005212,0.8,0.5,0.1,0,0.9,0.5,0.9,0.4,0.8,0.6
460139520004209,0,0,0,0,0,0,0,0,0,0
460139520004269,0,0,0,0,0,0,0,0,0,0
460139520005369,0,0,0,0,0,0,0,0,0,0
460139520002018,0,0,0,0,0,0,0,0,0,0
460139520002017,0,0,0,0,0,0,0,0,0,0
460139520002064,0,0,0,0,0,0,0,0,0,0
460139520004294,0.7,0.6,0.1,0,0.8,0.5,0.8,0.4,0.7,0.7
460139520004041,1.3,1.1,0.1,0,1.5,1,1.6,0.8,1.3,1.4
460139520004035,0,0,0,0,0,0,0,0,0,0
460139520004034,2,1.7,0.2,0,2.3,1.5,2.4,1.2,2,2.1
460139520004054,0.7,0.6,0.1,0,0.8,0.5,0.8,0.4,0.7,0.7
460139520004048,0,0,0,0,0,0,0,0,0,0
460139520004092,0.7,0.6,0.1,0,0.8,0.5,0.8,0.4,0.7,0.7
460139520004093,0.7,0.6,0.1,0,0.8,0.5,0.8,0.4,0.7,0.7
460139520004107,0.7,0.6,0.1,0,0.8,0.5,0.8,0.4,0.7,0.7
460139520004094,0.7,0.6,0.1,0,0.8,0.5,0.8,0.4,0.7,0.7
460139520004229,0.3,0.3,0,0,0.4,0.3,0.4,0.2,0.3,0.3
460139520004078,0,0,0,0,0,0,0,0,0,0
460139516002033,7.8,5.3,1.3,0.2,9.2,4.7,9.5,3.8,7.8,6.4
460139516003015,5.5,3.7,0.9,0.1,6.5,3.3,6.7,2.6,5.5,4.5
460139516004005,9.5,4.2,0.8,0.1,11.2,3.7,11.6,3,9.6,5
460139516004007,10.3,4.6,0.9,0.1,12.2,4,12.6,3.2,10.4,5.5
460139516004011,22.3,9.9,1.8,0.3,26.4,8.7,27.3,7,22.5,11.8
460139516001014,8.6,6.2,1.3,0.2,10.2,5.4,10.5,4.3,8.6,7.4
460139516001015,1.3,0.9,0.2,0,1.5,0.8,1.6,0.6,1.3,1.1
460139516001024,14.7,7.4,1.2,0.2,17.4,6.5,18,5.2,14.8,8.8
460139516001022,17.1,8.7,1.4,0.2,20.3,7.6,21,6.1,17.2,10.3
460139516004004,9.9,4.4,0.8,0.1,11.7,3.9,12.1,3.1,10,5.2
460139516004015,19,8.5,1.6,0.2,22.5,7.4,23.3,5.9,19.1,10.1
460139514001083,35,15.5,2.4,0.4,41.4,13.6,42.8,10.9,35.2,18.4
460139513002057,38.2,20.9,3.7,0.5,45.1,18.4,46.7,14.7,38.4,24.9
460139514001023,52,23,3.6,0.5,61.5,20.2,63.6,16.2,52.3,27.4
460139513001003,33.1,18.7,3.6,0.5,39.1,16.5,40.5,13.1,33.3,22.3
460139518004017,7.3,3.7,0.6,0.1,8.7,3.3,9,2.6,7.4,4.4
460139514005026,11.8,6,1,0.1,14,5.3,14.5,4.2,11.9,7.1
460139518004010,6.7,4.8,0.9,0.1,7.9,4.2,8.2,3.4,6.8,5.7
460139516002003,3.5,2.5,0.5,0.1,4.2,2.2,4.3,1.8,3.5,3
460139520005241,2.3,0.9,0.2,0,2.7,0.8,2.8,0.6,2.3,1
460139520005164,2.3,0.9,0.2,0,2.7,0.8,2.8,0.6,2.3,1
460139520002174,0.9,0.3,0.1,0,1.1,0.3,1.1,0.2,0.9,0.4
460139520002149,0,0,0,0,0,0,0,0,0,0
460139520002148,7.9,3,0.6,0.1,9.3,2.6,9.6,2.1,7.9,3.5
460139520002169,1.4,0.5,0.1,0,1.6,0.5,1.7,0.4,1.4,0.6
460139519003108,1.1,0.9,0.1,0,1.3,0.8,1.4,0.6,1.1,1.1
460139519003125,1.5,1.2,0.1,0,1.8,1,1.8,0.8,1.5,1.4
460139519003118,2.2,1.8,0.2,0,2.7,1.6,2.7,1.2,2.3,2.1
460139520003199,0.5,0.6,0,0,0.6,0.5,0.6,0.4,0.5,0.7
460139520002024,1.8,1.4,0.2,0,2.1,1.3,2.1,1,1.8,1.7
460139520005036,0,0,0,0,0,0,0,0,0,0
460139520005024,2.5,2,0.3,0,2.9,1.8,3,1.4,2.5,2.4
460139520001286,0,0,0,0,0,0,0,0,0,0
460139520001294,0,0,0,0,0,0,0,0,0,0
460139520002011,0.9,0.3,0.1,0,1.1,0.3,1.1,0.2,0.9,0.4
460139520001277,0,0,0,0,0,0,0,0,0,0
460139520001208,3.9,3.4,0.5,0.1,4.6,3,4.8,2.4,3.9,4
460139520001199,0,0,0,0,0,0,0,0,0,0
460139520001331,0,0,0,0,0,0,0,0,0,0
460139520001124,0,0,0,0,0,0,0,0,0,0
460139520001245,0,0,0,0,0,0,0,0,0,0
460139520001215,0.7,0.6,0.1,0,0.8,0.5,0.9,0.4,0.7,0.7
460139520001249,0,0,0,0,0,0,0,0,0,0
460139520001253,0,0,0,0,0,0,0,0,0,0
460139517003045,0,0,0,0,0,0,0,0,0,0
460139517003015,2.5,1.5,0.3,0,2.9,1.3,3,1.1,2.5,1.8
460139514001080,0,0,0,0,0,0,0,0,0,0
460139513002040,0,0,0,0,0,0,0,0,0,0
460139518004015,10.6,7.5,1.4,0.2,12.5,6.6,12.9,5.3,10.6,9
460139514001045,0,0,0,0,0,0,0,0,0,0
460139518001061,0,0,0,0,0,0,0,0,0,0
460139514001018,7.9,2.9,0.6,0.1,9.3,2.6,9.6,2.1,7.9,3.5
460139517002042,2.7,1.7,0.4,0.1,3.2,1.5,3.3,1.2,2.7,2
460139517001008,0,0,0,0,0,0,0,0,0,0
460139513002030,3.4,1.4,0.3,0,4.1,1.2,4.2,1,3.5,1.6
460139513002022,3.4,1.4,0.3,0,4.1,1.2,4.2,1,3.5,1.6
