GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDPOL,G18GOVRSTA,G18GOVLHEL,G18GOVOHAM,G18ATGDWEI,G18ATGRBRA,G18ATGLROB,G18SOSDGRI,G18SOSRWIL,G18SOSCCAM,G18SOSOHUB,G18TREDYOU,G18TRERWAT,G18TRECKIL,G18RGTDSMI,G18RGTRMON,G18RGTLTRE,G18RGTOOTW
08035035227,08,035,035227,737.7,838.66,15.99,10,657.73,908.63,22.99,705.71,864.65,19.99,4,685.72,875.64,17.99,661.73,818.67,29.99,8
08035035228,08,035,035228,344,432,7,3,295,471,10,323,450,3,4,315,442,13,295,429,16,8
08035035229,08,035,035229,548.12,547.41,19.67,8.43,485.61,592.8,31.01,512.87,569.26,18.23,3.72,500.57,575.22,23.76,494.64,534.79,34.84,11.6
08035035230,08,035,035230,302.88,383.59,12.33,6.57,272.39,404.2,22.99,283.13,396.74,14.77,3.28,281.43,396.78,17.24,268.36,367.21,31.16,7.4
08035035231,08,035,035231,589,548,28,6,542,592,28,570,562,19,7,554,566,27,549,513,38,14
08035035232,08,035,035232,386,478,21,9,358,508,17,369,501,12,3,368,489,15,349,467,30,5
08035035233,08,035,035233,479.26,841.24,19.39,3.69,434.93,878.18,20.32,439.55,877.25,7.39,2.77,446.94,860.63,15.7,425.7,821.85,34.17,4.62
08035035234,08,035,035234,386,423,16,8,344,452,22,369,438,12,2,373,421,10,356,397,23,10
08035035235,08,035,035235,641.66,723.44,32.12,11.61,586.09,762.57,44.07,624.32,721.57,33.56,9.39,609.76,725.56,41.73,596.81,691.33,34.9,14.67
08035035236,08,035,035236,752.79,849.32,44.15,7.6,674.8,905.05,38.37,730.66,879.57,16.15,0.11,711.84,871.57,23.26,698.02,798.73,50.97,16.44
08035035237,08,035,035237,402.86,579.95,23.91,4.43,383.39,606.51,24.79,404.64,586.15,7.97,7.08,381.61,608.28,11.51,369.22,557.81,32.76,14.17
08035035238,08,035,035238,471.31,621,21.6,4.27,418.82,654.04,23.57,432.67,646.78,14.91,5.54,414.89,656.12,19.07,416.99,591.3,34.78,7.39
08035035239,08,035,035239,750.83,813.06,34.49,6.3,676.79,868.45,32.64,728.69,835.07,17.12,2.37,699.49,852.59,21.42,670.79,781.89,44.46,11.45
08035035240,08,035,035240,437,395,40,5,411,415,49,438,399,19,12,404,422,33,400,379,47,13
08035035241,08,035,035241,475,493,21,10,419,548,22,434,533,15,8,436,531,18,430,474,42,8
08035035242,08,035,035242,413,348,24,7,383,366,35,403,359,20,5,385,368,23,375,329,35,9
08035035243,08,035,035243,604,756,29,6,533,799,34,579,770,12,1,555,771,24,539,735,48,7
08035035244,08,035,035244,528,608,15,5,510,606,22,520,603,15,1,510,617,12,500,557,24,7
08035035245,08,035,035245,640,904,41,9,565,963,43,595,959,13,5,596,932,26,597,872,51,6
08035035246,08,035,035246,569.34,582.56,35.88,10.39,508.91,618.43,51.93,529.68,618.43,26.44,6.61,537.24,601.44,29.27,487.19,580.67,49.1,11.33
08035035247,08,035,035247,480.52,777.52,15.18,1.06,419.94,816.91,19.21,444.31,799.62,9.13,2.01,422.15,810.59,11.12,418.14,741.11,32.31,8.09
08035035248,08,035,035248,402,464,13,1,357,489,14,377,475,3,3,369,480,6,358,454,13,5
08035035249,08,035,035249,504.43,693.74,22.71,4.44,462.13,712.89,21.07,482.28,707.06,8.68,1.12,466.6,723.54,6.91,477.33,644.31,25.23,6.4
08035035250,08,035,035250,433.97,444.92,23.89,7.96,407.1,471.79,18.91,425.01,456.86,10.95,1,405.1,463.83,16.92,387.19,428,27.87,10.95
08035035251,08,035,035251,321.84,353.33,9.87,6,290.28,369.18,14.72,319.63,344.17,9.27,1.63,310.32,350.71,12.55,292.9,333.74,16.93,5.47
08035035252,08,035,035252,564.01,549.01,34,12,509.01,591.01,41,538.01,563.01,32,6,526.01,568.01,35,491.01,525.01,50,12
08035035253,08,035,035253,354.99,350.99,18,2,336.99,358.99,19,347.99,342.99,13,3,341.99,351.99,12,338.99,310.99,23,5
08035035254,08,035,035254,829.75,866.01,30.53,5.6,759.5,909.14,37.29,806.08,874.9,21.11,2.25,776.97,887.92,24.62,760.59,811.95,43.96,13.18
08035035255,08,035,035255,369,450,8,7,333,474,14,355,458,9,2,354,449,13,335,439,23,6
08035035256,08,035,035256,336,402,15,3,294,437,17,319,412,10,3,313,411,16,297,391,27,3
08035035257,08,035,035257,799,822,36,13,764,834,49,796,825,22,6,781,842,24,763,769,51,13
08035035258,08,035,035258,491.14,982.55,27.56,8.36,435.58,1017.46,30.24,471.58,991.73,13.89,4.22,445.11,999.49,23.33,440.48,939.79,47.98,7.22
08035035259,08,035,035259,513.01,926.99,35.85,7.5,467.31,959.89,35.13,497.13,944.98,17.99,3.37,472.56,939.06,38.86,462.14,877.3,54.49,7.75
08035035260,08,035,035260,530.2,924.14,29.41,9.63,475.85,968.18,28.72,519.8,938.95,16.09,3.77,487.3,954.18,28.63,502.93,895.96,31.95,7.77
08035035261,08,035,035261,547.68,718.56,24,5,493.72,764.52,26.99,520.7,745.54,9,0,503.71,757.54,12,502.7,686.59,46.98,7
08035035262,08,035,035262,521.97,665.98,34.27,3.06,480.43,693.34,33.25,501.67,688.34,17.1,4.01,477.71,701.1,20.18,464.44,643.78,47.42,9.04
08035035263,08,035,035263,637.01,1470.27,25.49,7.32,584.63,1506.45,26.22,595.01,1519.23,10.28,1.66,595.94,1500.13,16.19,574.19,1449.66,45.84,4.31
08035035264,08,035,035264,399.73,609.2,26.23,8.33,383.95,640.6,17.96,390.93,626.64,18.86,6.07,389,624.08,20.78,381.32,596.36,32.71,6.4
08035035265,08,035,035265,403.48,671.48,15.82,4.94,352.06,706.09,18.79,384.69,680.38,11.87,0.99,370.85,677.41,10.88,369.86,634.89,27.69,7.91
08035035266,08,035,035266,398.61,653.28,18.19,3.16,368.55,684.91,13.45,393.07,659.6,6.33,2.37,370.14,673.05,11.86,380.42,623.22,22.14,4.75
08035035301,08,035,035301,1000.83,927.55,66.68,15.07,941.51,970.44,75.53,971.36,962.05,36.7,8.29,959.86,955.16,51.04,938.46,878.91,87.88,19.88
08035035302,08,035,035302,743.43,707.1,67.9,24.74,700.02,738.15,71.69,737.74,717.31,50.51,8.66,709.52,719,73.33,689.01,648.75,86.59,30.72
08035035303,08,035,035303,285.8,273.3,36.62,5.36,275.98,285.8,35.73,282.23,300.98,12.5,2.68,275.08,299.2,16.97,258.11,273.3,33.05,5.36
08035035304,08,035,035304,433.11,510.86,47.17,11.07,411.82,532.1,46.21,452.1,508.81,24.13,8.03,421.97,527.88,31.2,383.83,509.61,49.28,10.06
08035035305,08,035,035305,530.37,829.87,29.74,11.89,481.8,870.51,36.67,529.36,821.97,22.8,4.95,507.56,832.86,33.7,483.78,788.24,47.58,10.9
08035035306,08,035,035306,238.21,582.08,18.25,2.88,221.88,592.64,23.05,227.64,584,20.17,2.88,230.53,577.28,23.05,218.04,564.79,26.89,6.72
08035035307,08,035,035307,431.86,548.65,30.88,14.93,396.09,576.46,35.84,405.1,568.48,21.93,7.95,395.12,571.45,30.9,387.15,515.8,46.78,14.94
08035035308,08,035,035308,544.89,593.95,36.28,5.13,490.57,644.2,28.32,533.65,628.12,7.2,2.07,510.56,630.15,16.28,488.48,581.65,40.42,17.13
08035035309,08,035,035309,555,605,34,13,520,625,47,551,615,31,4,535,613,43,522,590,42,11
08035035310,08,035,035310,224.68,400.44,11.98,2,206.71,415.41,10.98,211.7,418.41,5.99,0,208.71,413.42,8.99,207.71,389.45,16.98,0
08035035311,08,035,035311,500.74,620.1,32.45,6.74,469.61,635.94,37.8,486.27,638.06,17.07,1.56,477.92,635.27,25.37,460.53,591.73,40.45,12.41
08035035312,08,035,035312,400.12,531.12,19.13,5.08,348.93,567.33,18.14,368.05,556.3,8.08,1.01,363.05,542.22,15.14,351.87,503.97,32.22,7.09
08035035313,08,035,035313,346.97,500.91,17.38,4.05,314.19,523.43,17.44,324.66,523.09,7.26,1,335.51,500.99,13.33,299.24,486.61,26.44,11.16
08035035314,08,035,035314,319,479,27,5,284,505,27,316,488,15,2,298,490,18,294,457,31,4
08035035315,08,035,035315,557.03,712.09,30.62,3.95,494.81,753.57,35.56,532.34,726.91,20.74,0,520.49,719.01,26.67,498.76,688.39,35.56,12.84
08035035316,08,035,035316,650.46,738.47,56.7,16.89,603.6,766.37,65.67,644.44,728.46,42.81,18.93,617.46,742.51,58.72,592.65,684.64,83.62,20.92
08035035317,08,035,035317,219.75,492.82,24.75,6.12,211.08,496.25,24.94,219.31,493.9,15.83,1.12,216.43,489.62,19.94,199.92,473.11,30.1,5.28
08035035318,08,035,035318,378,593,35,13,365,613,35,401,575,31,5,362,602,38,359,549,37,24
08035035319,08,035,035319,394.78,480.13,34.4,3.36,356.69,504.12,37.29,376.98,493.38,23.38,5.45,382.44,485.24,27.4,360.53,437.63,50.86,5.91
08035035320,08,035,035320,334.22,383.87,26.6,10.64,302.31,422.88,25.71,328.02,393.62,18.62,3.55,331.56,384.76,26.6,324.47,364.37,30.14,7.09
08035035321,08,035,035321,404.45,524.98,39.03,16.35,382.14,550.8,38.4,416.15,536.29,18.68,1.11,407.44,539.79,21.78,385.99,504.12,35.67,11.31
08035035322,08,035,035322,425.52,573.44,35.54,7.68,379.41,613.78,36.5,416.87,584,21.13,8.64,406.3,601.29,24.01,389.02,557.11,35.54,8.64
08035035323,08,035,035323,367.06,547.29,26.12,7.15,331.94,570.93,28.14,360.32,555.97,16.13,2.5,361.69,531.73,21.59,349.04,505.29,31.19,11.97
08035035324,08,035,035324,552.86,758.34,46.46,13.91,483.74,800.83,57.23,558.36,751.03,31.5,3.96,517.4,774.05,36.3,495.91,706.32,70.24,16.27
08035035325,08,035,035325,265.87,435.95,17.85,5.04,232.26,460.64,22.02,257.14,452.39,9.19,4.17,241.62,455,16.5,226.51,422.19,31.04,6.55
08035035326,08,035,035326,787.61,1136.82,44.34,10.95,727.48,1189.51,43.59,779.12,1141.91,30.69,5.21,757.36,1163.81,32.51,732.85,1086.81,67.17,11.85
08035035327,08,035,035327,510.82,770.34,36.02,11.21,462.53,812.62,34.73,498.31,773.91,27.3,5.42,488.89,781.38,28.42,482.72,726.49,43.59,9.45
08035035328,08,035,035328,333.31,511.94,25.95,10.98,296.39,542.88,29.94,325.33,523.92,12.97,5.99,319.34,524.92,17.96,301.38,494.98,30.94,7.98
08035035329,08,035,035329,588.79,949.19,42.34,7.09,506.35,1018.48,35.37,565.71,963.29,22.22,8.03,550.76,963.91,26.29,523.59,912.6,46.4,13.17
08035035330,08,035,035330,568.35,881.81,36.17,11.41,509.25,926.63,31.41,535.96,914.2,13.33,1.9,533.06,896.16,19.99,520.68,831.41,47.62,7.62
08035035331,08,035,035331,489,851,30,10,444,881,33,506,840,16,3,447,899,18,441,807,42,12
08035035332,08,035,035332,501.19,1115.28,28.51,12.71,448.76,1154.95,34.31,485.3,1124.38,23.5,8.78,452.85,1140.1,33.3,443.95,1069.38,59.93,11.77
08035035333,08,035,035333,382.25,834.79,37.21,5.64,353.9,850.66,43.2,382.42,835.77,19.28,4.84,360.62,842.23,27.97,349.67,801.72,36.01,11.17
08035035334,08,035,035334,576.69,818.31,63.27,18.75,547.05,852.99,67.21,581.69,838.18,32.94,7.75,581.47,831.79,39.54,548.78,769.37,78.63,18.75
08035035335,08,035,035335,222,351,15,10,211,365,21,233,348,9,3,224,354,8,210,335,25,6
08035035336,08,035,035336,391,629,25,9,369,646,33,372,642,21,6,374,626,30,348,603,44,17
08035035337,08,035,035337,322.2,472.31,21.02,14,308.18,496.32,19.02,319.2,485.31,15.01,5,308.18,483.32,23.01,284.17,456.29,34.02,12
08035035338,08,035,035338,517.35,998.76,40.2,14.98,480.39,1041.64,36.24,522.49,1000.66,21.04,16,492.37,1009.75,42.07,475.33,968.72,50,13.07
08035035339,08,035,035339,415.95,736.19,29.47,5.95,373.21,758.28,46.39,414.14,740.86,16.26,7.36,397.64,747.24,24.68,374.17,718.97,41.82,8.25
08035035340,08,035,035340,398.46,765.91,14.31,12.03,341.2,811.02,18.42,377.49,785.92,10.15,2.05,371.3,775.01,15.23,352.16,748.69,29.36,8.08
08035035341,08,035,035341,404.23,642.78,23.95,10.98,362.31,687.7,23.95,389.26,680.71,2.99,3.99,395.25,651.76,14.97,362.31,626.81,34.93,7.98
08035035342,08,035,035342,439.06,788.86,15.06,3.04,399.9,819,22.06,424,812.94,6.02,0.01,414.02,816.86,10.05,397.93,769.81,41.08,4.03
08035035343,08,035,035343,469.34,732.22,35.04,8.38,430.63,752.8,48.42,469.21,741.53,19.05,2.26,436.34,747.56,30.84,420.29,693.37,54.7,11.15
08035035344,08,035,035344,481.09,889.93,44.46,8.9,457.38,918.58,36.57,485.05,897.85,20.75,0.99,462.34,914.62,23.72,445.54,852.39,59.28,8.9
08035035345,08,035,035345,237,666,24,7,225,677,19,240,665,11,3,226,679,15,214,646,20,8
08035035346,08,035,035346,235,570,26,5,221,582,28,234,582,12,5,233,577,14,217,553,35,6
08035035347,08,035,035347,214.51,338.85,24.15,9.28,193.16,367.62,23.22,225.66,342.56,10.22,1.86,215.43,352.78,12.08,198.73,332.35,28.78,2.8
08035035348,08,035,035348,485.78,743,32.89,10.71,437.11,777.97,39.4,478.8,753.46,26.65,1.95,454.01,763.27,27.67,446.71,724.94,38.71,6.67
08035035349,08,035,035349,812.1,1069.97,42.29,4.13,770.43,1050.6,60.12,777.9,1078.6,24.08,4.1,763.83,1065.76,37.1,735.15,971.32,78.65,13.09
08035035350,08,035,035350,396.48,466.41,47.27,11.82,352.84,502.77,56.36,383.75,485.5,31.82,3.64,369.2,494.58,35.46,363.74,430.95,59.09,21.82
08035035351,08,035,035351,476.22,502.37,21.82,11.48,444.49,533.97,24.08,463.61,528.44,12.89,1.42,463.9,516.68,20.83,435.98,478.14,35.98,13.18
08035035352,08,035,035352,423.4,593.16,16.98,9.99,383.46,625.11,18.97,425.4,593.16,11.98,2,415.41,587.17,18.97,388.45,544.23,30.96,12.98
08035035353,08,035,035353,292.32,451.04,24.85,10.28,271.69,472.51,29.98,304.27,444.22,17.13,4.28,285.41,459.65,20.56,275.98,427.92,26.58,10.28
08035035354,08,035,035354,582.09,910.34,58.34,13.31,536.56,952.93,62.19,563.45,931.3,44.74,2.1,531.75,944.69,50.07,505.42,880.26,76.64,18.27
08035035401,08,035,035401,286.94,653.11,30.67,4.18,255.62,688.14,26.49,269.68,687.33,13.53,1.06,264.96,678.78,19.29,259.16,649.93,31.41,3.41
08035035402,08,035,035402,197.09,440.85,17.99,1.03,172.92,462.3,17.18,195.15,449.83,10.07,0.02,182.54,460.68,8.27,184.33,418.57,23.39,2.8
08035035403,08,035,035403,55.81,122.1,1.34,3.81,52.75,120.52,4.06,50.97,120.51,4.01,1,53.75,118.49,4.13,51.83,116.26,4.18,2.92
08035035404,08,035,035404,467.13,812.27,43.64,7.93,443.33,844.01,35.7,462.17,821.2,30.75,6.94,451.26,827.15,30.75,447.29,778.55,48.6,7.93
08035035405,08,035,035405,400.84,881.63,22.87,10.2,382.55,911,22.84,405.72,879.98,19.63,2.03,384.69,888.75,25.83,391.3,847.01,29.12,7.34
08035035406,08,035,035406,181.89,440.22,25.16,6.77,172.22,453.76,25.16,176.09,453.76,19.35,0.97,178.99,443.12,25.16,166.41,425.71,31.93,10.64
08035035501,08,035,035501,668.56,920.32,54.41,16.89,627.59,961.42,57.39,660.37,941.46,44.56,7.84,626.96,952.09,59.51,623.91,898.4,64.6,18.55
08035035502,08,035,035502,363,572,54,13,352,588,55,372,589,24,4,365,581,35,344,544,60,12
08035035503,08,035,035503,394,579.01,46.85,11.48,355.75,616.28,59.25,414.99,576.11,30.61,3.83,396.83,585.67,42.06,355.75,559.85,60.22,12.44
08035035504,08,035,035504,415.77,773.65,45.89,14.45,377.23,803.18,45.43,419.67,759.57,34.22,7.14,401.94,770.95,36.71,374.24,741.92,52.45,15.49
08035035505,08,035,035505,345.19,553.3,54.24,13.81,329.41,569.08,51.29,366.89,543.43,33.53,5.92,338.29,555.27,54.24,330.4,510.89,62.13,10.85
08035035506,08,035,035506,555.71,881.04,74.47,14.57,516.2,918.19,75.75,562.81,897.83,36.68,11.64,532.53,911.26,53.61,522.85,837.97,79.86,17.22
08035035507,08,035,035507,439.91,826.4,37.49,12.42,399.44,855.23,44.2,442.8,820.58,26.3,4.35,412.09,839.17,35.36,415.79,765.5,56.08,10.77
08035035508,08,035,035508,379.71,1001.19,24.33,15,336.73,1051.13,27.24,359.86,1018.06,30.13,1,355.55,1024.28,23.22,331.52,990.71,40.45,15.07
08035035509,08,035,035509,441.2,821.61,26.18,9.96,390.41,858.82,36.84,425.09,832.19,16.11,8.91,418.52,839.51,20.07,403.76,789.42,39.64,13.09
08035035510,08,035,035510,525.99,1189.46,42.09,11,481,1210.44,55.06,541.03,1175.42,26.04,2,486.95,1197.48,45.06,453.94,1127.33,83.12,16.02
08035035511,08,035,035511,258.77,630.75,22.52,0.37,257.94,628.22,17.07,268.12,622.29,9.44,0.3,247.35,637.19,15.48,244.71,598.42,30.82,5.35
08035035512,08,035,035512,252.71,839.71,26.1,7.03,233.67,860.76,27.1,246.68,854.76,18.08,2,231.69,867.72,20.1,224.65,815.65,46.12,4.04
08037037001,08,037,037001,86.75,27.6,0.99,2.96,82.81,24.65,4.93,81.82,24.65,7.89,0,79.85,25.63,7.89,75.91,23.66,5.91,0.99
08037037002,08,037,037002,370,148,19,5,353,163,20,344,171,10,4,334,178,15,324,146,29,4
08037037003,08,037,037003,274.94,83.57,15.64,5.7,267.11,86.24,14.39,259.38,98.33,8.68,2.15,251.49,95.46,13.04,235.05,80.51,22.2,6.41
08037037004,08,037,037004,461.29,270.97,11.05,3.01,433.3,270.01,14.04,431.27,270.05,16.96,2,407.34,290.95,13.01,391.28,244.02,14.03,9.99
08037037005,08,037,037005,581.18,332.1,22.93,4.26,540.62,327.87,35.64,533.57,336.3,24.46,3.41,529.74,323.2,28.58,495.29,288.15,42.71,10.38
08037037006,08,037,037006,292,245,26,14,279,251,27,283,250,21,8,271,250,30,264,225,24,12
08037037007,08,037,037007,709.81,259.04,16.54,5.83,684.85,255.2,19.37,687.53,253.39,7.88,3.84,666.39,255.25,20.31,634.74,227.16,30.02,8.68
08037037008,08,037,037008,284.96,94.9,11.94,3.68,285.63,94.86,9.25,273.87,101.19,10.95,0.04,272.76,97.58,8.35,275.18,83.72,13.88,1.89
08037037009,08,037,037009,337.42,332.03,26.5,11.01,317.12,344.59,19.82,322.49,337.5,27.47,1.11,324.09,332.97,27.4,307.75,294.29,33.76,10.26
08037037010,08,037,037010,74.94,125.96,10.58,2.31,76.74,121.47,11.54,71.92,130.26,5.15,0.01,67.7,130.38,7.75,62.54,114.59,11.2,1.31
08037037011,08,037,037011,458.31,207.97,20.32,7.21,447.9,204.83,26.68,442.99,221.42,13.25,4.84,427.28,217.04,25.49,403.3,189.46,34.41,9.78
08037037012,08,037,037012,650.02,248.02,27.01,10,624.08,263.93,24.07,609.12,264.03,18.02,9.99,592.1,272.95,19.09,550.12,253.91,46.03,11.01
08037037013,08,037,037013,417,226,15,5,400,238,19,399,239,7,3,368,257,14,369,228,17,3
08037037014,08,037,037014,327,135,10,6,321,134,14,302,158,4,1,287,159,10,281,147,13,4
08037037015,08,037,037015,630.99,261.17,29.9,6.98,629,252.2,35.89,610.06,265.16,22.93,7.97,598.1,272.13,29.9,567.2,240.24,34.89,16.95
08037037016,08,037,037016,500.1,342.92,21.09,3.68,470.29,338.9,26.64,448.6,361.27,16.26,1.68,445.25,350.38,20.78,419.29,310.25,37.83,6.7
08037037017,08,037,037017,492.91,211.81,16.52,4.21,459.98,221.99,23.09,461.14,225.34,9.91,5.39,438.97,225.03,15.31,413.18,198.94,27.32,9.9
08037037018,08,037,037018,237.42,143.63,10.49,5.9,233.48,142.97,11.81,226.92,152.81,5.25,2.62,219.71,153.47,11.15,209.87,131.17,15.08,5.9
08037037019,08,037,037019,696.29,306.76,17.21,6.05,661.14,299.83,20.24,642.03,325.9,10.25,4.02,617.88,328.86,20.25,573.69,261.8,38.26,9.11
08037037020,08,037,037020,557.74,499.3,15.07,2.02,553.61,473.26,19.09,534.53,503.37,6.04,1.02,512.44,508.38,10.08,508.27,458.1,21.16,4.03
08037037021,08,037,037021,89.28,110.74,7.24,0.07,91.41,101.3,8.05,88.94,110.59,2.73,0,88.87,108.71,4.54,83.37,92.39,11.78,0.07
08037037022,08,037,037022,512.84,335.5,13.86,6.17,477.05,346.42,19.92,462.51,363.18,14.42,0.05,463.23,357.16,16.57,459.31,325.43,18.01,8.24
08037037023,08,037,037023,442.04,334.54,27.4,3.9,423.56,321.54,37.66,439.3,316,26.15,4.75,423.81,332.7,23.79,405.13,294.69,39.81,13.24
08037037024,08,037,037024,992.69,354.65,24.23,6.78,960.33,333.76,44.23,960.11,358.32,23.56,4.45,921.31,365.55,32.9,881.19,308.96,47.13,14.34
08037037025,08,037,037025,563.1,247.25,8.78,6.53,537.53,244.14,15.54,542.74,250.13,6.37,1.55,515.46,264.58,10.8,504.82,216.01,26.03,4.82
08037037026,08,037,037026,399.19,478.76,28.72,9.1,377.72,493.42,29.98,373.13,487.27,29.7,4.12,361.74,493.71,30.62,334.27,453.71,33.04,14.35
08037037027,08,037,037027,778,618,34,14,712,651,33,717,656,15,3,694,657,17,628,595,41,13
08037037028,08,037,037028,489.13,232.25,15.05,6.01,455,242.24,22.06,451.99,258.24,8.08,1.01,426.88,277.34,13.06,430.8,226.12,28.06,3.05
08037037029,08,037,037029,601.23,313.6,17.86,4.97,572.47,320.53,20.84,560.57,334.42,21.82,1,539.73,328.5,23.81,512.95,306.6,29.76,8.94
08037037030,08,037,037030,493.44,276.96,21.08,5.64,465.28,284.86,23.23,457.47,293.9,11.84,1.98,446.89,298.09,14.52,421.49,260.13,18.68,8.68
08039039001,08,039,039001,137.45,421.24,24.1,7.04,149.29,423.3,19.16,160.37,407.25,18.07,2.02,148.36,419.26,21.12,131.31,401.89,26.23,9.02
08039039002,08,039,039002,403.18,1096.34,45.98,14.28,367.13,1128.86,48.16,415.42,1083.83,34.56,7.48,389.03,1099.75,44.08,367.54,1017.04,60.26,21.9
08039039003,08,039,039003,291.53,855.66,22.95,8.77,263.32,867.6,34.1,281.42,855.16,17.1,3.38,277.13,858.94,25.59,264.34,787.8,47.89,6.27
08039039004,08,039,039004,246.22,848.73,30.9,6.76,224.98,862.25,35.73,256.84,845.84,18.35,1.93,251.05,847.77,24.14,225.94,791.76,49.24,9.66
08039039005,08,039,039005,112.62,406.02,10.08,4.15,107.29,408.99,11.85,117.95,398.91,5.93,1.19,111.43,401.28,10.08,107.88,383.5,18.37,4.15
08039039006,08,039,039006,280.85,889.87,27.59,14.78,259.17,901.69,45.33,281.84,884.94,35.48,3.94,275.93,887.89,38.43,249.32,835.67,48.29,21.68
08039039007,08,039,039007,327.99,903.15,37.27,7.11,295.83,946.79,30.47,343.82,903.42,17.63,2.21,314.36,916.63,29.67,292.25,858.9,44.21,11.42
08039039008,08,039,039008,129.71,388.21,10.99,1.08,119.75,394.06,12.59,136.69,382.21,5.48,1.91,124.74,383.68,14.49,123.46,360.46,18.86,3.71
08039039009,08,039,039009,241.05,832.57,34.38,4.22,211.76,850.74,30.64,241.07,826.5,14.51,2.06,231.01,830.53,18.57,220.61,778.81,46.67,7.32
08039039010,08,039,039010,273.39,742.2,26.77,8.81,253.49,769.72,21.97,277.58,742.92,12.9,7.87,280.97,732.27,29.84,264.36,698.16,31.97,10.87
08039039011,08,039,039011,157.27,697.6,19.62,7.18,147.33,716.63,19.8,164.39,693.66,16.48,4.09,155.18,705.75,13.48,161.09,660.95,20.89,4.06
08039039012,08,039,039012,193.11,738.41,35.02,11,179.11,761.41,34.02,210.12,738.41,22.02,3,197.11,732.4,41.02,188.1,695.39,49.02,6.01
08039039013,08,039,039013,106.1,635.66,20.26,5.79,108.03,636.62,26.04,109.96,637.59,15.43,2.89,103.21,640.48,15.43,100.32,614.44,28.94,1.93
08039039014,08,039,039014,227.44,821.97,33.92,7.98,215.47,816.98,39.9,233.42,803.01,33.92,3.99,225.44,800.02,44.89,202.5,776.08,45.89,13.97
08039039015,08,039,039015,114.07,581.36,22.19,6.05,112.06,579.35,28.23,114.11,582.33,24.16,1.02,103.05,583.34,29.18,99.99,557.14,31.26,2.04
08041041101,08,041,041101,476.63,595,32.2,8.07,428.55,620.11,51.26,423.99,631.69,35.06,4.07,439.6,603.81,38.19,429.14,568.2,52.38,9.1
08041041102,08,041,041102,737.09,687.6,45.05,11.01,689.02,718.62,52.09,632,795.71,29.04,7.01,707.05,705.62,41.06,669,652.52,59.09,13.03
08041041103,08,041,041103,529.93,748.15,37.81,9.11,510.34,757.1,47.65,477.51,812.79,23.52,5.22,509.1,754.64,42.15,482.7,721.14,54.98,9.48
08041041104,08,041,041104,637.55,674.07,34.78,11.74,602,690.56,43.79,570.46,745.55,21.96,7.28,601.88,694.25,38.16,570.18,650.06,47.62,12.78
08041041105,08,041,041105,432.59,876.71,11.88,9.52,398.99,906.16,21.87,372.58,933.73,8.88,7.22,398.98,891.41,18.19,372.43,869.52,27.11,7.16
08041041106,08,041,041106,533.94,522.74,24.45,22.56,511.38,544.36,38.54,493.51,577.27,26.32,2.82,511.38,533.08,44.18,490.69,507.7,41.37,16.92
08041041107,08,041,041107,545,402,43,9,533,416,46,500,459,27,7,525,415,46,494,401,43,19
08041041108,08,041,041108,484.45,436.2,25.6,19.69,461.8,460.82,35.45,439.15,503.16,11.82,2.95,461.8,455.89,28.55,429.31,434.23,35.45,24.62
08041041109,08,041,041109,84,67,7,2,81,70,8,66,83,9,1,80,69,10,71,64,11,5
08041041110,08,041,041110,583.99,317.55,31.02,11.86,573.04,326.67,43.8,551.14,363.17,23.72,8.21,583.99,317.55,39.24,554.79,292,37.41,17.34
08041041111,08,041,041111,453,313,41,15,426,325,60,442,335,28,8,440,334,34,419,303,48,14
08041041112,08,041,041112,725.08,348.99,31.02,16,695.08,385.93,41.03,675.01,404.06,27.01,9,690.04,382.98,37.03,675.02,347.98,42.02,15.03
08041041113,08,041,041113,641,373,36,15,624,373,51,571,451,31,7,618,373,54,582,355,46,24
08041041114,08,041,041114,673.22,598.98,48.93,6.46,635.45,622.52,57.31,613.73,666.76,22.59,5.15,650.12,621.56,33.29,600.94,569.5,62.56,12.59
08041041115,08,041,041115,294.67,372.96,11.83,8.73,279.92,389.54,16.62,271.08,402.32,9.75,1,286.42,381.76,12,279.88,357.49,12.17,6.93
08041041116,08,041,041116,521.64,940.34,39.57,9.86,472.93,968.6,46.29,455.75,1010.45,22.69,4.53,477.98,966.77,28.85,459.71,919.56,50.55,8.93
08041041117,08,041,041117,433,521,45,12,416,536,52,411,553,29,13,424,529,45,400,517,39,11
08041041118,08,041,041118,626.69,539.47,46.03,15.15,603.53,564.43,58.26,592.3,593.07,37.33,5.79,614.62,561.51,44.82,572.77,528.94,55.68,16.68
08041041119,08,041,041119,712.66,322.74,35.2,14.17,682.68,333.81,50.34,637.5,403.01,29.18,10.06,662.72,351.78,48.24,640.62,319.66,48.23,24.11
08041041120,08,041,041120,319,480.99,22,7,312,485.99,26,282,516.99,13,10,311,479.99,24,291,465.99,31,14
08041041121,08,041,041121,529.85,806.11,38.87,18.86,509.14,836.9,40.82,491.6,872.08,22.03,4.03,516.1,823.99,36.89,490.48,791.42,47.48,15.87
08041041122,08,041,041122,463.98,519.05,55.7,23.04,461.08,552.63,52.84,468.75,541.17,41.28,9.61,462.07,542.08,52.81,452.45,519.95,37.5,17.28
08041041123,08,041,041123,732.44,768.51,50.01,21.35,674.73,807.29,69.89,657.19,848.11,42.11,11.88,689.16,800.75,55.52,667.75,746.55,68.57,25.87
