GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,G20USSDHIC,G20USSRGAR,G20USSLDOA,G20USSODOY,G20USSOEVA,G20USSOWRI
08045045020,08,045,045020,357.11,835.48,10.82,1.13,5.23,2.26,4.38,361.13,813.94,28.19,4.46,0.22,0
08045045021,08,045,045021,389.29,810.68,21.01,3,5,7,7,376.29,831.66,29.02,4,3,0
08045045022,08,045,045022,361.59,628.45,17.03,6,2.01,2.01,5.01,360.6,616.43,30.05,4.02,3.01,0
08045045023,08,045,045023,225.01,549.39,12.14,1.86,3.76,3.72,5.6,225.98,538.98,19.73,6.52,2.78,0
08045045024,08,045,045024,120.45,392.99,5.42,0.1,3.01,1.16,0.06,111.48,400.27,9.83,1.16,1.03,0
08045045025,08,045,045025,154.79,444.54,9.71,1.93,1,4.84,0.96,152.75,430.17,21.33,2.91,0.98,0
08045045026,08,045,045026,340.04,897.12,23,2,3,6,8,339.03,911.12,33,4,0,0
08045045027,08,045,045027,250.72,622.35,14.87,2.97,0.99,0,2.97,249.73,612.44,18.83,6.94,0.99,0
08047047001,08,047,047001,305.31,332.99,9.26,3.18,1.99,2,7.25,304.61,329.43,16.78,8.09,1.01,0
08047047002,08,047,047002,280.97,333.79,12.12,1.73,0,0.01,2.59,265.42,347.61,17.31,0.87,0.01,0
08047047003,08,047,047003,402.64,454.22,11.13,2.02,1,2.99,1.03,398.44,457.4,15.19,1.01,2.99,0
08047047004,08,047,047004,343.65,260.46,9.9,2.97,1.98,2.97,3.96,337.71,263.43,17.83,1.98,0.99,0
08047047005,08,047,047005,334.75,231.02,4.71,3.77,2.83,0.94,0.94,331.92,231.02,7.54,0.94,0.94,0
08047047006,08,047,047006,537.06,207.64,22.65,3.11,2.02,3.03,5.16,526.29,225.29,23.96,2.06,5.01,0
08049049001,08,049,049001,281.79,334.84,12.02,3,0.01,1.01,1.01,274.77,337.87,17.02,0.01,2,0
08049049002,08,049,049002,452,669,17,2,1,4,1,438,688,16,3,3,0
08049049003,08,049,049003,673.01,743.75,20.73,4.94,4.08,4.95,4.16,657.03,761.26,28.57,5.99,1.98,0
08049049004,08,049,049004,177.19,508.54,10.17,2.03,1.03,0,2.07,179.01,504.9,5.21,2.12,2.95,0
08049049005,08,049,049005,281.5,597.69,15.75,2.95,1.97,0,4.91,274.67,611.36,13.75,6.87,0.03,0
08049049006,08,049,049006,423.31,217.45,13.16,3.02,1,2.03,1.02,415.21,225.62,16.14,4,0.01,0
08049049007,08,049,049007,604.28,265.17,30.56,2.96,0,4.93,2.96,586.54,295.73,25.63,0,0.99,0
08049049008,08,049,049008,212.3,432.77,8.07,3.01,3.01,0,5.01,212.32,442.74,12.04,2.01,2.02,0
08049049009,08,049,049009,440.89,195.95,12,3,3,1,4,427.9,219.95,12,2,0,0
08049049010,08,049,049010,335.93,384.72,10.19,2.05,1.03,1.04,1.03,326.79,402.85,8.27,1.05,1.02,0
08049049011,08,049,049011,328.97,181.88,13.1,0.01,1.88,0.01,2.81,314.01,204.3,12.19,0.95,0.01,0
08049049012,08,049,049012,498.83,351.23,11.24,2.02,0,4.03,1.02,472.76,380.41,14.19,0,1.01,0
08051051001,08,051,051001,21.27,56.91,0.02,1.01,0,0.02,1.01,21.23,55.97,2.02,0.01,0,0
08051051002,08,051,051002,160.73,116.09,1.98,0.99,0,1.98,0.99,156.77,123.03,1.98,0.99,0,0
08051051003,08,051,051003,1176.52,103.69,11.96,4.99,0,1.99,1.99,1155.58,124.63,12.96,0,0,0
08051051004,08,051,051004,611.73,155.86,10.3,7.05,2.01,1.01,3.02,585.36,186.31,9.21,4.03,3,0
08051051005,08,051,051005,1426.85,374.38,28.79,4.96,1,1,1.99,1391.16,418.03,19.89,2.97,0,0
08051051006,08,051,051006,364.9,335.07,8.95,0,0.99,0.99,0.99,364.9,342.03,9.94,0.99,0,0
08051051007,08,051,051007,409,314,19,2,3,0,2,382,350,12,0,1,0
08051051008,08,051,051008,285.49,460.95,11.9,0,1.98,1.98,5.95,273.6,472.85,10.9,3.97,0.99,0
08051051009,08,051,051009,583,299,17,2,1,2,2,564,317,14,6,4,0
08051051010,08,051,051010,324,157,14,4,0,2,2,311,166,20,1,2,0
08051051011,08,051,051011,94,236,8,0,0,2,2,89,238,11,0,0,0
08051051012,08,051,051012,82,123,2,0,0,2,2,73,131,4,1,0,0
08051051013,08,051,051013,614.83,472.85,25.19,2.02,0.02,2.03,8.06,594.7,512.97,16.17,0.05,3.02,0
08051051014,08,051,051014,647.68,391.2,41.91,8.98,2.99,3.99,2.99,632.71,403.18,33.93,5.99,3.99,1
08051051015,08,051,051015,330,139,9,1,0,0,1,327,137,15,3,0,0
08053027001,08,053,027001,255,353,10,1,4,4,5,244,365,9,0,2,0
08055055001,08,055,055001,189.3,163.2,6.95,1.99,0.99,0,2.01,201.24,157.22,4.99,0,2.01,0
08055055002,08,055,055002,321,371,5,0,0,1,2,312,374,10,1,1,0
08055055003,08,055,055003,257,194,10,2,0,3,5,262,191,3,3,3,0
08055055004,08,055,055004,354,245,4,2,2,2,6,346,239,10,8,1,0
08055055005,08,055,055005,57,155,0,1,0,0,1,51,154,2,2,2,0
08055055006,08,055,055006,285.55,206.67,16.97,0,0,1,3,299.53,185.71,18.97,3.99,0,0
08055055007,08,055,055007,72.53,132.27,7.02,0,0,1,1.01,68.57,135.23,12.01,0.01,0,0
08055055008,08,055,055008,29.42,65.7,0,0,0,0,0.98,30.4,64.72,0.98,0,0.98,0
08055055009,08,055,055009,266,355,5,2,5,2,1,260,350,15,5,0,0
08055055010,08,055,055010,207,217,6,1,1,0,2,206,211,13,0,2,0
08055055011,08,055,055011,36.86,97.86,10.04,2.01,0,0,1.01,39.9,97.84,7.04,2,0.01,0
08057057001,08,057,057001,57.06,268.21,6,0,0,1,1,61.05,264.23,1,3,1,0
08057057002,08,057,057002,10.8,35.73,0,0,0,0.83,0,8.31,39.05,0,0,0,0
08057057003,08,057,057003,14,102,1,0,0,0,0,11,102,2,0,0,0
08057057004,08,057,057004,9.85,29.56,0,0,0,0,0,6.9,33.51,0,0,0,0
08057057005,08,057,057005,81.15,238.44,5,2,2,0,1,75.1,237.49,9,2,1,0
08059059001,08,059,059001,80.39,58.41,1.88,0,0,0,0,72.85,65.94,1.88,0,0,0
08059059002,08,059,059002,633.91,535.39,9.32,3.01,2.05,1.1,2.06,584.09,591.44,8.3,3.08,3,0
08059059003,08,059,059003,594,593,20,3,3,1,4,571,636,15,1,1,0
08059059004,08,059,059004,720,796,31,8,9,4,4,699,824,36,4,2,0
08059059005,08,059,059005,631,774,28,3,3,6,3,609,812,22,2,2,0
08059059006,08,059,059006,731,810,21,3,1,4,4,700,852,11,5,1,0
08059059007,08,059,059007,914,729,24,4,3,6,7,878,768,28,3,8,0
08059059008,08,059,059008,773.33,736.6,28.7,4.09,1.1,1.1,4.13,734.43,778.8,24.54,6.14,3.09,0
08059059009,08,059,059009,881.7,897.19,25.11,5.42,1.21,2.21,6.37,826,978.26,16.8,3.53,3.32,0
08059059010,08,059,059010,360,425,5,2,2,2,1,339,455,12,0,1,0
08059059011,08,059,059011,498,549,15,1,3,4,2,472,584,17,1,1,0
08059059012,08,059,059012,674.3,796.81,17.89,3.58,1.79,1.79,11.63,643,839.74,15.2,4.47,2.68,0
08059059013,08,059,059013,408,351,17,1,1,3,6,394,364,18,1,0,0
08059059014,08,059,059014,544.3,600.71,15.83,0.99,1.98,1.98,4.95,512.63,625.45,15.83,9.9,4.95,0
08059059015,08,059,059015,199,178,12,0,1,5,0,194,178,12,1,0,0
08059059016,08,059,059016,873.61,743.84,35.4,2.06,2.96,6.69,12.58,840.7,788.57,40.16,2.93,2.96,0
08059059017,08,059,059017,519.18,410.56,9.97,3.99,1.99,1.99,2.99,475.33,450.42,19.93,2.99,0,0
08059059018,08,059,059018,861.98,790.98,16,0,2,1,4,817.98,853.98,13,0,0,0
08059059019,08,059,059019,906,807,22,2,1,6,6,852,880,19,6,5,0
08059059020,08,059,059020,946.17,873.97,29.63,5.94,5.04,5.32,14.43,908.06,931.28,32.86,4.07,5.04,0
08059059021,08,059,059021,768.43,794.92,33.37,1.96,0.98,3.93,8.83,750.76,834.18,17.66,1.96,0.98,0
08059059022,08,059,059022,422.14,688.6,18.96,2,2.99,1,2.99,423.14,696.58,16.97,2.99,1,0
08059059023,08,059,059023,856.64,766.61,21.02,4.01,1,4.01,3.01,821.59,810.67,19.01,4,1.01,0
08059059024,08,059,059024,845,718,30,3,3,3,6,786,805,21,2,2,0
08059059025,08,059,059025,676,603,14,5,2,3,3,654,625,23,0,1,0
08059059026,08,059,059026,755,926,19,10,2,6,5,711,964,34,6,3,0
08059059027,08,059,059027,702.79,767.26,23.6,0.04,3.02,1.07,2.16,657.47,832.97,11.32,0.04,0.02,0
08059059028,08,059,059028,581,445,15,5,1,0,7,575,458,16,3,2,0
08059059029,08,059,059029,776.86,706.4,32.04,9,0.01,1,8.01,745.86,746.42,28.03,5.01,3,0
08059059030,08,059,059030,968.36,904.39,23.98,9.99,3,8.99,7.99,902.41,984.33,21.99,6,5.99,0
08059059031,08,059,059031,586,588,20,8,3,0,6,544,632,20,4,6,0
08059059032,08,059,059032,699,540,24,3,2,3,10,676,551,27,5,2,0
08059059033,08,059,059033,934,801,21,6,6,4,14,905,843,21,4,7,0
08059059034,08,059,059034,716,894,31,6,5,1,10,678,951,23,5,1,0
08059059035,08,059,059035,534,512,20,4,2,0,9,517,549,10,4,3,0
08059059036,08,059,059036,970.07,799.22,43.31,2.03,1.04,3.05,7.03,932.02,843.3,34.07,4.99,1.98,0
08059059037,08,059,059037,734.59,394.37,9.02,1.13,1.16,2.23,2.3,723.13,428.35,3.84,0.06,0.1,0
08059059038,08,059,059038,687.23,425.24,16.54,0.12,2.59,0.12,6.01,662.46,454.53,14.7,0.95,0,0
08059059039,08,059,059039,725.29,604.41,22.15,3.04,2.12,1.04,5.28,682.92,666.65,11.68,5.07,3.04,0
08059059040,08,059,059040,884.69,656.16,32.37,1.96,1.96,1.96,3.92,803.29,777.79,9.81,1.96,1.96,0
08059059041,08,059,059041,547.05,361.54,11.36,0.95,0,0.95,1.89,517.71,408.87,2.84,0.95,0,0
08059059042,08,059,059042,648.77,487.36,17.15,3.16,3.03,6.08,3.97,628.37,528.23,11.82,1.03,2.11,0
08059059043,08,059,059043,443.51,344.25,27.3,3.89,5.69,0.95,1.17,437.98,363.31,14.37,1.91,0.25,0
08059059044,08,059,059044,679.83,422.76,25.53,2.15,3.05,3.11,2.21,656.6,450.34,26.3,1.14,2.99,0
08059059045,08,059,059045,700.03,367.15,21.54,3.92,0,1.96,2.94,682.4,401.41,12.73,2.94,1.96,0
08059059046,08,059,059046,689.06,346.04,21,5,0,1,6,666.06,374.05,19,1,3,1
08059059047,08,059,059047,689,434.69,14.79,1.97,2.96,1.97,0.99,651.55,479.05,12.81,0,0.99,0.99
08059059048,08,059,059048,757.33,447.49,18.34,4.79,0.97,1.92,4.78,738.84,475.61,13.5,0.96,0.96,0
08059059049,08,059,059049,680,462.31,24.21,0.03,1.04,0.03,5.01,652.45,505.95,16.19,2,0.01,0.01
08059059050,08,059,059050,610.37,486.7,17.27,2.07,1.01,2.03,4.07,579.1,530.12,15.2,2.01,1.01,0
08059059051,08,059,059051,869.75,499.79,22.95,1.06,0,2.98,3.97,830.25,534.75,16.9,3,5.91,0
08059059052,08,059,059052,770.99,497.99,15,2,2,1,6,720.99,556.99,25,1,4,0
08059059053,08,059,059053,488.8,391.41,14.03,2.73,0.9,4.57,1.89,464.49,421.92,14.79,0.07,2.84,0
08059059054,08,059,059054,746.96,489.03,24.7,1.83,1.22,1.84,2.52,710.41,557.01,8.12,1.93,0.01,0
08059059055,08,059,059055,610.58,402.55,14.49,2.8,0.9,2.84,4.93,585.7,436.03,17.31,1.06,2.28,0
08059059056,08,059,059056,567.5,422.74,13.88,1.98,0.99,1.98,4.95,516.07,488.01,9.93,1.98,1.98,0
08059059057,08,059,059057,602.65,563.58,24.42,2.93,1.95,1.95,3.91,585.07,591.91,20.51,1.95,0.98,0
08059059058,08,059,059058,838.69,868.72,20.63,1.2,4.1,2.24,10.92,807.58,907.99,21.19,3.08,2.95,0
08059059059,08,059,059059,585.22,577.22,23.55,2.01,1.9,2.8,2.91,568.96,593.2,34.25,1.87,0.04,0
08059059060,08,059,059060,420.5,484.36,17.95,1.59,0.72,0.51,1.9,409.68,503.58,13.52,1.52,0.77,0
08059059061,08,059,059061,726.11,517.44,25.5,4.15,2.02,2.06,3.17,688.8,566.03,17.4,1.03,1.03,0
08059059062,08,059,059062,350.4,345.71,9.79,0.51,1.04,1.03,1.63,331.11,363.32,12.18,0.52,1.52,0
08059059063,08,059,059063,562.65,480.7,18.99,6,0,1,2,518.67,523.67,18.99,1,2,0
08059059064,08,059,059064,257.27,329.51,5.24,2.83,1.93,0.14,3.76,244.08,352.8,4.88,0.96,3.75,0
08059059065,08,059,059065,637.17,670.67,27.87,3.71,2.78,2.78,3.71,609.32,709.67,25.07,1.86,1.86,0
08059059066,08,059,059066,703.02,655.42,31.88,4.18,1.17,0.55,3.39,664.94,711.75,18.49,0.08,1.34,0
08059059067,08,059,059067,621.92,564.4,33.66,2.08,0.06,2.06,1.1,604.39,597.21,19.57,0.05,0.03,0
08059059068,08,059,059068,570.44,659.08,18.76,2.62,2.62,2.66,3.17,524.38,719.12,13.18,1.91,1.56,0
08059059069,08,059,059069,344,224,11,0,1,0,2,335,237,11,0,2,0
08059059070,08,059,059070,952,727,33,5,3,4,7,916,752,43,6,5,0
08059059071,08,059,059071,786.31,765.8,34.19,7.04,4.03,2.07,6.13,759.95,801.07,28.3,10.03,3.04,0
08059059072,08,059,059072,903,723,58,7,5,6,8,881,775,35,6,6,0
08059059073,08,059,059073,936.71,812.97,27.77,6.75,3.1,5.11,10.81,885.35,851.58,37.67,4.76,6.74,0
08059059074,08,059,059074,876.55,789.47,22.03,3,6,4,8,814.51,830.52,30.02,14.01,1,0
08059059075,08,059,059075,933.67,799.89,43.96,7.26,5.06,5,7.13,867.87,890.15,31.1,11.19,4.26,0
08059059076,08,059,059076,789,747,35,3,2,9,9,759,810,20,5,3,0
08059059077,08,059,059077,790.3,803.74,15.19,0.06,2.99,5.04,4.1,730.15,882.84,13.37,2.02,0.06,0
08059059078,08,059,059078,886.29,599.3,25.83,1.24,2.23,2.23,3.22,846.55,666.11,14.65,0,0.99,0
08059059079,08,059,059079,359.24,221.26,15,0.75,0.75,0.75,0.75,335.24,261,8.25,0,0,0
08059059080,08,059,059080,584.13,533.15,21.7,1.02,1.99,5.87,1.04,539.8,609,7.96,0.99,1.03,0
08059059081,08,059,059081,718.71,713.71,19.99,4,1,0,3,705.71,742.7,12,6,4,0
08059059082,08,059,059082,624,634,17,6,2,2,5,609,664,15,9,0,0
08059059083,08,059,059083,507.86,327.62,17.92,2.99,0,0,4.98,470.02,385.37,7.97,0,0,0
08059059084,08,059,059084,915.99,619.2,36.52,15.3,2,2.38,7.23,919.42,634.82,32.76,4,11.15,0
08059059085,08,059,059085,1060.04,583.37,45.86,10.3,4.01,6.38,11.28,1043.87,602.95,53.86,7.96,9.16,0
08059059086,08,059,059086,810.63,344.13,16.36,3.27,0.03,4.04,2.49,783.3,393.09,8.4,0.06,1.67,0
08059059087,08,059,059087,657.66,260.47,15.97,2.99,0,2.99,0,632.71,301.39,8.98,0,0,0
08059059088,08,059,059088,892.43,584.09,45.4,4.8,1.88,3.9,15.96,887.55,599.94,41.48,11.24,4.76,0
08059059089,08,059,059089,902.67,325.67,23.49,4.06,2.02,4.03,7.12,873.47,346.95,32.44,0.09,5.04,1
08059059090,08,059,059090,827.89,250.28,27.26,1.95,1.95,0,5.84,804.52,282.4,21.43,0.98,2.92,0
08059059091,08,059,059091,915.86,525.89,14.21,1.04,3,2,1,873.61,588.13,16.18,0,0,0
08059059092,08,059,059092,783.82,287.8,15.28,1,0.19,1.81,1.81,740.79,346.54,7.8,0.06,0,0
08059059093,08,059,059093,1490.82,517.84,49.7,9.05,2.03,0.67,1.11,1428.13,585.54,43.11,1.31,1.41,0
08059059094,08,059,059094,953.2,244.31,19.16,4.02,0.02,4.03,6.03,939.98,251.9,26.06,4,5,0
08059059095,08,059,059095,834.87,313.48,22.83,3.07,3.59,1.53,3.13,802.1,357.78,19.79,0.78,1.53,0
08059059096,08,059,059096,151.31,102.97,2.9,0.31,0.23,1.37,0.5,148.53,110.04,2.23,0.39,0.2,0
08059059097,08,059,059097,163.06,100.15,4.79,0.21,0.59,0.18,0.24,152.75,112.04,2.97,0.05,0.06,0
08059059098,08,059,059098,364.51,486.93,11.85,0.91,0.01,1.82,2.73,354.43,508.85,5.47,2.73,1.82,0
08059059099,08,059,059099,1764.13,1442.73,50.43,5.92,1.92,11,7.68,1641.59,1594.51,42.79,3,2,0.92
08059059100,08,059,059100,1136.27,977.9,27.24,6.21,6.62,5.58,4.48,1096.02,1057.79,25.43,1.17,1.27,0
08059059101,08,059,059101,1017.81,759.18,46.94,5,4.99,7.99,17.99,1008.84,796.14,41.94,9,5,0
08059059102,08,059,059102,681.43,536.33,19.81,2.04,3.97,3.95,7.96,658.4,563.06,18.15,3.95,4.96,0
08059059103,08,059,059103,1006.37,666.26,20.95,2.99,1.99,5.98,8.98,955.5,745.06,16.96,1,1,0
08059059104,08,059,059104,628.9,513.61,20.01,7,1,2,7.01,616.86,524.63,28.03,2,2,0
08059059105,08,059,059105,757.92,579.8,17.71,4.8,2,2.98,4.96,728.98,608.12,15.69,4.82,2,0
08059059106,08,059,059106,989.23,790.04,26.28,6.07,3.03,2.06,4.08,948.78,836.52,22.31,4.09,4.04,0
08059059107,08,059,059107,852.77,729.96,28.72,6.93,2.97,5.94,7.92,806.22,779.48,31.69,8.91,3.96,0
08059059108,08,059,059108,651.15,564.03,23.02,1.98,1.05,2.05,6.04,642.09,568.43,25.89,4.95,2.04,0
08059059109,08,059,059109,756.31,606.49,23.53,1.23,3.97,5.01,8.06,743.06,634.11,18.72,2.28,3.97,0
08059059110,08,059,059110,751.42,655.52,23.73,0.99,1.98,3.95,4.94,728.68,686.17,26.7,4.94,0.99,0
08059059111,08,059,059111,1078,721,18,6,3,6,11,1050,778,16,6,1,0
08059059112,08,059,059112,839.24,583.48,13.78,4.92,2.95,1.97,7.87,807.76,601.19,32.47,1.97,3.93,0
08059059113,08,059,059113,730,834,20,6,1,1,6,704,879,12,3,2,0
08059059114,08,059,059114,876.82,667.57,21.46,0.04,2.09,6.09,3.17,870.33,693.15,20.42,5.08,0.1,0
08059059115,08,059,059115,970.79,873.32,31.6,3.34,3.22,6.2,10.22,950.3,916.77,18.12,4.08,1.18,0
08059059116,08,059,059116,697.34,793.26,21.25,1.09,6,4.02,6,669.59,845.72,13.49,0.03,1.04,0
08059059117,08,059,059117,908,641,23,3,4,7,3,871,696,24,3,4,0
08059059118,08,059,059118,945.21,645.99,17.92,4.95,2.98,4.97,3.96,922.31,693.62,17.92,1.98,1.01,0
08059059119,08,059,059119,1200.09,620.04,33.99,8.99,7.01,7.02,20.96,1169.16,649.99,48.94,14.99,13.98,0
08059059120,08,059,059120,1426,602,39,4,5,6,14,1369,648,56,9,7,0
08059059121,08,059,059121,907,587,41,7,4,1,7,906,599,41,4,4,0
08059059122,08,059,059122,1063,726,30,7,2,8,11,1047,738,42,5,7,0
08059059123,08,059,059123,909,704,36,7,2,1,1,878,720,44,8,11,0
08059059124,08,059,059124,1166,548,24,6,10,6,5,1134,583,25,11,7,0
08059059125,08,059,059125,763,453,21,3,4,3,8,757,465,24,6,2,0
08059059126,08,059,059126,1362.98,879.54,58.73,3.11,2.1,3.02,7.94,1271.25,978.67,43.15,5.05,6.02,0
08059059127,08,059,059127,1044.33,645.46,47.04,6.32,4.19,3.38,4.45,1004.76,699.92,36.09,3.32,2.26,0
08059059128,08,059,059128,1466.59,882.66,49.88,7.11,3.08,6.06,6.2,1396.09,934.76,56.33,4.25,5.14,1
08059059129,08,059,059129,715.52,527.68,27.51,12.02,3.15,1.45,4.43,696.53,545.31,33.63,9.12,0.32,0
08059059130,08,059,059130,700,484,28,3,2,1,2,654,535,30,4,0,0
08059059131,08,059,059131,751,496,37,3,2,8,9,750,516,33,7,0,0
08059059132,08,059,059132,772,463,14,3,1,2,3,747,486,17,6,1,0
08059059133,08,059,059133,1177,674,43,8,3,6,9,1127,727,44,10,5,0
08059059134,08,059,059134,834,466.37,16.9,2.39,2.11,2.94,6.26,803.98,505.82,19.65,5.12,0.97,0.08
08059059135,08,059,059135,537.16,345.89,15.85,2.98,0,1.98,2.98,514.37,369.63,14.88,2.97,2.98,0
08059059136,08,059,059136,879.9,688.01,24.86,2.98,6.96,1.99,5.97,840.13,731.76,28.83,4.97,1.99,0
08059059137,08,059,059137,912.41,674.34,30.12,3.89,2.92,1.94,6.8,860.91,712.24,45.67,8.75,4.86,0
08059059138,08,059,059138,768.1,540.99,18.14,4.02,3.04,3.01,7.03,734.87,581.24,16.17,3.03,1.01,0
08059059139,08,059,059139,1095.5,617.9,40.8,7.96,3.98,4.98,5.97,1060.68,662.67,35.82,3.98,5.97,0
08059059140,08,059,059140,828,523,23,6,2,0,8,791,573,25,4,2,0
08059059141,08,059,059141,941.75,615.58,32.24,3.83,6.75,6.66,2.83,904.02,664.89,35.15,3.92,2.75,0
08059059142,08,059,059142,1409.5,717.1,51.2,3.04,4.02,8.02,11.03,1337.32,802.33,40.18,0.02,2.03,0
08059059143,08,059,059143,1054.29,627.23,18.36,1.6,7.38,3.39,7.18,1020.16,666.54,17.57,2.19,3.59,0
08059059144,08,059,059144,785.44,461.7,23.98,2.03,0.07,5.9,3.02,765.66,481.61,23.91,2.01,2.97,0
08059059145,08,059,059145,764.72,432.27,35.94,2.99,2,2,5.99,773.7,430.28,26.95,5.99,2.99,0
08059059146,08,059,059146,1607.97,784.29,39.67,7.19,3.13,10.1,7.08,1577.88,797.74,51.67,11.35,3.15,0
08059059147,08,059,059147,1175,641,21,4,3,5,6,1149,655,29,7,6,0
08059059148,08,059,059148,1019.62,681.74,34.04,7.01,2,3.01,14.01,1024.58,689.77,25.05,6,11.01,0
08059059149,08,059,059149,1005.75,630.03,39.42,5.03,1,4.1,6.05,986.4,652.38,37.42,4.03,1.05,0
08059059150,08,059,059150,679.1,610.99,25.66,4.94,4.94,0,4.94,668.24,630.73,21.72,2.96,0.99,0
08059059151,08,059,059151,934,741,29,3,5,3,6,915,769,27,8,5,0
08059059152,08,059,059152,878.58,572.62,17.05,3.79,2.06,2.17,2.01,841.32,607.97,23.36,1,2.03,0
08059059153,08,059,059153,1050.06,637.33,21.06,8.01,1,3.01,16.01,1018.98,663.42,32.06,3.01,12.01,1
08059059154,08,059,059154,889,713,34,11,2,5,8,875,729,35,8,6,0
08059059155,08,059,059155,960,620,32,8,2,2,8,929,662,33,4,3,0
08059059156,08,059,059156,811,687,30,4,2,4,8,816,688,29,5,3,0
08059059157,08,059,059157,841.78,545.79,19.09,8.01,2,3.01,9.01,811.66,553.95,37.06,6.01,8.01,0
08059059158,08,059,059158,1050.84,602.54,23.4,6.14,3.15,6.17,5.86,1002.36,654.16,35.43,8.31,7.14,0
08059059159,08,059,059159,1180.75,531.51,29.07,9.02,1.01,9.03,8.03,1167.67,549.58,37.08,1.02,6.02,0
08059059160,08,059,059160,987.17,434.67,29.71,8.91,1.98,5.94,14.85,963.41,455.46,35.65,4.95,5.94,0.99
08059059161,08,059,059161,559.29,355.01,21.82,1.98,2.97,2.97,7.93,552.35,370.88,24.79,0.99,2.97,0
08059059162,08,059,059162,894.33,429.11,19.31,4.03,3.03,3.05,4.16,879.83,451.5,22.44,2.08,1,0
08059059163,08,059,059163,869.83,405.33,22.29,3.09,1.02,2.06,6.15,838.59,436.54,25.35,3.05,4.06,0.01
08059059164,08,059,059164,1032.82,604.28,29.33,2.08,0.03,4.06,4.1,1007.36,655.06,23.25,3.06,2.03,0
08059059165,08,059,059165,1108.86,574.7,16.2,5.02,3.02,6.02,8.02,1068.59,632.08,20.15,4.02,4.02,0
08059059166,08,059,059166,1045,594,22,5,2,3,14,1025,625,35,3,3,0
08059059167,08,059,059167,674.97,292.99,25,2,3,3,0,634.97,324.99,22,3,4,0
08059059168,08,059,059168,512.3,412.63,9.97,3.99,1.99,2.99,6.98,503.33,430.57,8.97,6.98,1,0
08059059169,08,059,059169,638.29,544.34,12.52,1.8,3.57,2.68,2.7,599.92,600.57,9.84,2.7,0,0
08059059170,08,059,059170,790.28,665.37,19.11,5.05,1.01,2.01,9.01,732.16,737.51,6.14,4,5.03,0
08059059171,08,059,059171,1048.45,643.57,29.76,2.98,1.98,2.98,1.98,997.83,683.36,32.64,7.93,2.98,0
08059059172,08,059,059172,1039.52,587.68,14.77,6.89,4.92,5.91,9.84,989.31,628.04,29.53,7.88,7.88,0
08059059173,08,059,059173,1166.93,486.97,49,19,1,5,15,1130.93,518.97,66,8,6,0
08059059174,08,059,059174,970,671,25,5,3,1,8,957,692,27,5,4,0
08059059175,08,059,059175,1172.06,715.11,36.37,4.56,3.7,1.14,9.42,1119.84,759.74,33.23,8.7,8.42,0
08059059176,08,059,059176,807,531,22,0,2,2,4,774,569,15,3,1,0
08059059177,08,059,059177,1022,670,29,6,6,8,8,984,708,27,6,7,0
08059059178,08,059,059178,1221,618,44,6,2,8,6,1186,658,47,6,5,0
08059059179,08,059,059179,1028.32,583.01,44.14,6.79,3.9,7.73,3.02,1001.75,638.06,31.97,2.03,4.9,0
08059059180,08,059,059180,886.07,402.03,36,8,1,5,7,868.07,424.03,35,7,5,0
08059059181,08,059,059181,712.84,482.78,19.82,3.29,4.1,0.84,2.47,687.99,515.62,19.12,4.15,2.47,0
08059059182,08,059,059182,908.77,836.22,29.44,3.61,2.64,1.82,5.82,860.47,903.92,21.33,2.8,1,0
08059059183,08,059,059183,488.73,535.82,12.53,0.79,3.11,2.33,1.85,460.89,583.19,5.88,0.08,0.75,0
08059059184,08,059,059184,1004.67,656.32,24.64,2.04,1,4.97,11.72,972.27,686.12,32.49,3.92,1.13,0
08059059185,08,059,059185,844,526,29,2,0,5,8,813,571,24,6,7,0
08059059186,08,059,059186,1042.28,461.37,34.56,1.87,1.87,1.87,5.6,992.78,513.67,36.42,1.87,2.8,0
08059059187,08,059,059187,745.78,538,12.5,2.28,1.12,1.25,1.76,712.35,587.18,9.21,0.54,2.26,0
08059059188,08,059,059188,919,360,18,3,3,7,5,907,363,27,8,4,0
08059059189,08,059,059189,1173.09,562.28,28.2,5.06,2.02,2.03,13.09,1145.85,602.49,22.3,6.1,5.04,0
08059059190,08,059,059190,600,435,17,6,1,1,3,569,476,14,3,2,0
08059059191,08,059,059191,1256,547,19,8,3,4,6,1215,576,32,8,7,0
08059059192,08,059,059192,974,532,13,6,4,6,5,944,555,17,5,7,0
08059059193,08,059,059193,889.14,479.3,25.8,2.98,2.98,1.98,1.98,854.41,528.92,19.85,2.98,2.98,0
08059059194,08,059,059194,1498,391,32,8,4,7,7,1461,430,25,10,6,0
08059059195,08,059,059195,1079.76,564.67,29,10.01,3.01,12.01,12.99,1044.85,595.57,41.01,6.01,4.02,1
08059059196,08,059,059196,1017,368,18,4,2,4,5,986,399,22,6,6,0
08059059197,08,059,059197,793,266,12,6,0,6,2,784,279,12,3,3,0
08059059198,08,059,059198,1172.03,782.66,31.86,9.97,7.86,7.06,6.2,1170.11,778.85,43.08,8.03,10.98,1
08059059199,08,059,059199,605.14,549.42,17.66,4.89,1.03,1.96,3.92,591.47,570.92,15.75,1.99,1.03,0
