GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20PREPLAR,G20PRESKEN,G20PREIWES,G20PREIPIE,G20PREOWRI,G20USSDSMI,G20USSRLEW,G20USSMOCO,G20USSCSTE,G20USSOWRI
27043000095,27,043,000095,135.04,141.06,2,2,2,0,0,1,1,0,128.03,115.06,25.01,10,0
27043000100,27,043,000100,51.96,92.94,1,0,0,0,0,1,0,0,50.97,81.94,7.99,5,0
27043000105,27,043,000105,36,57,0,0,0,0,0,0,1,2,34,55,3,0,0
27043000110,27,043,000110,132,234,3,0,2,0,0,2,1,0,127,205,26,11,1
27043000115,27,043,000115,24,90,6,1,1,0,0,0,1,0,27,83,6,4,0
27043000120,27,043,000120,13,69,3,0,0,0,0,0,0,0,17,59,3,0,0
27043000125,27,043,000125,26,91,3,0,1,0,0,1,0,0,30,84,1,2,0
27043000130,27,043,000130,14,66,0,0,0,0,0,0,1,0,18,54,5,1,0
27043000135,27,043,000135,38,73,0,0,0,0,0,0,0,0,40,64,2,1,0
27043000140,27,043,000140,55.89,167.15,2.03,0.02,0.01,0,0,0.05,0.01,1,53.83,161.66,9.38,1.14,0
27043000145,27,043,000145,24,94,3,0,0,0,0,1,0,1,30,91,2,0,0
27043000150,27,043,000150,14,17,0,0,0,0,0,0,1,0,15,15,2,0,0
27043000155,27,043,000155,438.87,733.71,9.98,4.99,3.99,0,0,4.03,2.99,4.03,440.81,637.83,81.93,23.98,0
27043000160,27,043,000160,207.96,457.35,2.97,2.02,1.02,0,0,4.95,0.99,0,200.99,403.71,41.79,15.89,0
27043000165,27,043,000165,24.15,71.5,0,0.97,0.97,0,0,0,0,0,23.19,67.63,4.83,0.97,0
27045000005,27,045,000005,71.07,100.05,2,0,0,0,0,2,1,1,79.06,86.06,6,5,0
27045000010,27,045,000010,85.01,128.02,2,0,1,0,0,0,1,0,89.01,122.02,4,3,0
27045000015,27,045,000015,48,96,2,0,1,0,0,0,0,1,56,83,2,2,0
27045000020,27,045,000020,48.64,151.75,1.95,0,0,0,0,0,0,0,56.42,139.11,2.92,0.97,0
27045000025,27,045,000025,52,109,0,0,1,0,0,1,0,0,58,91,11,1,0
27045000030,27,045,000030,45.28,101.54,0,0,1,0,0,1,1,1,49.32,88.46,8.04,3,1
27045000035,27,045,000035,58.45,112.93,0.99,0.99,0,0,0,0,0,0,67.36,95.1,8.92,0,0
27045000040,27,045,000040,74.6,119.76,0.98,0,0,0,0,0,0,0.98,83.44,106.01,4.91,2.94,0
27045000045,27,045,000045,90.49,131.47,2.73,0.02,0,0,0,0.03,0,0.02,91.03,118.38,10.77,2.79,0
27045000050,27,045,000050,400.67,551.63,16.24,1.06,3.06,0,0,5.12,2.06,5.12,406.25,478.43,66.42,17.24,1.06
27045000055,27,045,000055,118.33,206.37,3.76,0.94,0.94,0,0,1.88,0.94,1.88,126.75,187.57,7.58,3.76,0.94
27045000060,27,045,000060,84.56,208.68,4.99,0,0.11,0,0,1.97,0.04,1.09,87.72,190.96,15.53,4.11,0
27045000065,27,045,000065,69.89,169.43,2.01,0,0,0,0,0,0,0.01,84,143.27,7.06,1.04,0
27045000070,27,045,000070,77.77,155.86,1.01,0,0.03,0,0,2,0.01,1.03,89.9,124.73,17.08,4.01,0
27045000075,27,045,000075,56.75,136.98,0.98,0,1.96,0,0,0,0.98,1.96,66.53,127.2,5.87,0.98,0
27045000080,27,045,000080,249.81,339.45,9.95,3.98,1,0,0,1.99,0.99,0.99,248.84,303.61,37.81,13.92,0
27045000085,27,045,000085,70.46,114.08,2.05,1.02,1,0,0,0.01,0.01,0.01,75.48,102.83,7.23,1.08,0
27045000090,27,045,000090,71.54,101.95,2.96,0.01,0,0,0,0.99,0,1.97,75.44,93.04,9.89,1.01,0
27045000095,27,045,000095,67,175,3,1,1,0,0,0,0,0,70,153,15,5,0
27045000100,27,045,000100,333.51,219.56,2.28,2,4,0,0,1.01,0,1.03,321.58,208.35,19.07,7.24,0
27045000105,27,045,000105,179.52,189.24,2.91,0,0,0,0,0.97,1.94,0,165.94,164.01,26.2,7.76,0
27045000110,27,045,000110,82.48,164.76,5.09,1,1,0,0,0.03,0.06,0,91.06,140.99,12.8,4.24,0
27045000115,27,045,000115,80.72,128.55,3.99,1,0,0,0,1.99,0,1,80.72,116.59,13.95,1.99,0
27045000120,27,045,000120,38.36,94.25,0.05,1,0,0,0,0,0,0,44.58,73.89,9.08,2.03,0
27045000125,27,045,000125,50.35,56.05,0,0.95,0,0,0,0.95,0,1.9,52.25,41.8,10.45,4.75,0
27045000130,27,045,000130,89.8,131.12,4.99,0.98,0,0,0,0,0,0.98,91.77,119.99,9.12,4,0
27045000135,27,045,000135,62.93,66.95,2,0,0,0,0,0,0,0,62.94,64.94,3,0,0
27045000140,27,045,000140,333.53,411.65,7.09,2,2.02,0,2,3,0.01,3.02,329.68,357.11,53.39,13.11,0
27045000150,27,045,000150,47.33,100.45,0.97,0,0,0,0,0.97,0,0,61.82,81.13,3.86,2.9,0
27045000155,27,045,000155,405.08,613.59,14.99,3,5,0,0,2.02,1,2.01,397.21,555.49,57.99,20.03,1
27045000160,27,045,000160,191.55,342.34,5.01,1.05,2,0,0,3.03,0,2.09,202.53,303.7,24.56,12.22,0
27045000165,27,045,000165,436.05,831.09,21,2,0,0,1,2,3,3,440.05,710.08,88,30,0
27045000175,27,045,000175,127.34,229.35,2.08,0,1,0,1,2.03,1,1.02,133.39,213.08,8.25,7.06,0
27045000180,27,045,000180,88,206,1,0,3,0,0,0,2,0,87,194,9,4,1
27045000185,27,045,000185,25.07,21.22,0.01,0,0,0,0,0,0,0.01,24.09,18.21,1.03,1.99,0
27045000190,27,045,000190,80.06,166.88,1.93,0,2.89,0,0,0,0.96,2.89,85.84,139.88,21.22,4.82,0
27045000195,27,045,000195,59,118,0,0,0,0,0,0,1,0,63,103,6,4,1
27047000005,27,047,000005,964.04,1072.1,14.55,1.94,1.94,0.97,0.97,1.94,0.97,0.97,959.24,980.07,72.64,23.24,1.93
27047000010,27,047,000010,22.15,40.74,0.82,0.01,0.01,0.01,0.01,0.01,0.01,0.01,22.82,36.5,4.1,0.89,0.01
27047000015,27,047,000015,667.59,646.77,17.3,5.04,2.04,1.02,0.02,6.04,1.02,3.02,602.49,571.9,118.48,36.47,3.04
27047000025,27,047,000025,821.83,938.25,18.81,7.93,3.97,0,0,9.91,5.94,0.99,793.11,804.38,127.84,43.59,1.98
27047000035,27,047,000035,745.36,879.11,12.97,4.98,2.99,0,1,3.99,1,1.99,712.52,743.61,125.52,43.83,1
27047000045,27,047,000045,539.71,510.07,12.07,2.05,1.05,2.99,0,3.07,2.98,0.02,491.9,406.89,127.49,25.25,0
27047000050,27,047,000050,508.82,622.61,10.71,2.93,4.88,0,0,4.89,3.89,1.95,495.18,498.69,106.28,23.41,0
27047000060,27,047,000060,178.41,253.44,1.52,1.12,1.13,0.02,0,2.15,0.19,0.06,175.52,218.62,24.04,6,0.02
27047000061,27,047,000061,0.33,0.37,0.01,0,0,0,0,0,0,0,0.33,0.34,0.03,0.01,0
27047000065,27,047,000065,127.94,222.89,1,1,0,0,0,0,1,0,131.94,183.91,25.99,6,0
27047000070,27,047,000070,55.5,114.72,5,0,0,0,0,0,0.01,0.03,68.57,99.6,4.06,1.02,0
27047000075,27,047,000075,219.28,331.82,7.24,0.99,0.99,0.99,0.01,0.99,0.01,0.98,224.39,299.37,23.55,7.31,0.01
27047000080,27,047,000080,94.19,156.34,0,3.88,0,0,0,0.97,0,0,99.05,138.86,8.74,7.77,0
27047000085,27,047,000085,58,134,1,0,1,0,1,0,0,0,56,127,7,3,0
27047000090,27,047,000090,105.21,242.27,3.01,0.12,2,0,0,3.03,0,2,101.36,216.69,19.3,11.24,0
27047000095,27,047,000095,38.22,56.43,0.03,0.07,0,0,0,0,0.99,1.97,44.21,47.64,4.34,1.12,0
27047000100,27,047,000100,87.69,95.27,1,0,1.01,0.01,0,1,0,0,91.75,89.14,5.06,1.03,0
27047000105,27,047,000105,35.06,90.15,2,1,1,0,0,1,0,0,37.07,79.14,10,3,0
27047000110,27,047,000110,39.71,100.26,0.99,0,0,0,0,0,0,0,46.66,92.32,1.99,0,0
27047000115,27,047,000115,93.41,197.52,0.97,0.97,0.97,0,0,1.95,0.97,0,103.14,163.47,23.35,3.89,0
27047000120,27,047,000120,109.16,196.36,3,0,2,1,0,1,2,1,108.16,165.34,24.02,9.01,0
27047000125,27,047,000125,86.83,187.63,2,0,2,0,0,0,0,1,82.84,179.64,10.98,2.99,0
27047000130,27,047,000130,142.16,208.23,0.93,3.64,1.01,0,0,0.22,0.03,0,151.55,173.84,28.59,1.18,0
27047000135,27,047,000135,43.89,119.71,6.98,2,0,0,0,0,1,0,43.89,110.73,14.96,2.99,0
27047000140,27,047,000140,48.11,119.29,3.02,0,0,0,1,0,0,1,52.11,112.27,4.04,2.01,0
27047000145,27,047,000145,69,86,1,2,0,0,0,1,1,0,64,74,13,6,0
27047000150,27,047,000150,75,156,4,1,0,0,0,0,0,1,79,151,6,0,0
27047000155,27,047,000155,38.02,122.54,1.07,2,0.02,0.02,0,0,0,1,37.07,115.12,5.2,3.1,0
27047000160,27,047,000160,50,108,1,0,0,0,0,0,2,0,62,86,6,2,0
27047000165,27,047,000165,7,18,0,0,1,0,0,1,0,0,9,14,4,0,0
27047000170,27,047,000170,88,159,1,1,0,0,0,2,0,1,91,144,5,6,1
27047000175,27,047,000175,50,93,0,0,1,0,0,1,0,0,58,81,4,1,0
27047000180,27,047,000180,120,208,5,0,1,0,0,0,0,2,121,187,19,7,0
27047000185,27,047,000185,11,13,0,1,0,0,0,0,0,1,11,13,2,0,0
27047000190,27,047,000190,65,188,1,0,0,1,0,0,1,3,66,165,19,5,0
27047000195,27,047,000195,71.31,130.73,0,0,0.99,0.99,0,0,0,0,77.25,117.86,5.94,2.97,0
27047000200,27,047,000200,88,128,0,1,2,0,0,0,0,1,94,110,8,3,1
27047000205,27,047,000205,136.42,265.07,0.97,1.93,0,0,0,0,0,0,138.35,238.94,11.61,3.87,0
27047000210,27,047,000210,79.98,179.47,2.93,0,0.98,0.98,0,0,0,0,81.93,162.89,7.8,3.9,0
27047000215,27,047,000215,78.43,153.25,0.1,0.39,1.01,0,0,1.83,0,0,80.32,139.69,12.06,1.93,0
27047000220,27,047,000220,29,33,1,1,0,0,0,0,0,0,31,24,6,1,0
27049000005,27,049,000005,14,49,1,1,0,0,0,0,0,1,18,41,8,0,0
27049000010,27,049,000010,93.61,228.98,3.13,0.04,0.03,0,0,0.04,0.04,1,95.58,207.74,20.29,1.18,0.01
27049000015,27,049,000015,58.07,227.1,4,0,1,0,0,0,1,0,66.07,213.1,12,1,0
27049000020,27,049,000020,539.05,689.15,23.13,3.99,1.09,1,0.01,1.02,4,1.14,482.25,637.68,103.11,35.14,1
27049000025,27,049,000025,521.21,705.82,23.08,1.06,0.01,1,1,3.97,2.03,5.97,478.96,673.55,76.48,26.14,2.01
27049000030,27,049,000030,274.5,502.97,7.91,1.24,3.15,0.01,0,0.27,1.25,2.89,268.03,476.18,26.25,12.2,0.14
27049000035,27,049,000035,56,183,3,0,1,0,0,1,0,0,61,171,9,2,0
27049000040,27,049,000040,6.99,14.55,0,0.19,0,0,0,0,0,0,6.4,13.2,1.55,0.39,0
27049000045,27,049,000045,213.73,306.51,10.17,2.07,1.98,0,0,0.08,0.01,0.04,209.29,303.11,14.75,5.13,0
27049000050,27,049,000050,426.79,621.83,10.86,1.98,7.89,0,0.01,0.99,1.98,4.93,399.08,612.89,39.57,14.82,0.99
27049000055,27,049,000055,169.05,437.36,5.01,2,1,1,0,1,1,1,164.07,399.37,39,13,0
27049000060,27,049,000060,66.04,241.78,4.99,2,0,0,0,0,0,0,69.03,232.77,10.01,3,0
27049000065,27,049,000065,243.45,366.01,5.24,1.06,3.04,0,0.01,0.05,4.03,0.09,234.43,358.07,15.87,8.32,1.02
27049000070,27,049,000070,92.26,199.35,1.99,1.98,0,0,0,0,0.99,0.99,94.24,192.4,5.96,2.98,0
27049000075,27,049,000075,392.95,633.76,9.03,4,3,0,1,5,3,2,374.89,560.57,83.15,25.07,3.01
27049000080,27,049,000080,63.05,184.24,1.97,0,0,0,0,0,0,0,59.11,171.43,9.85,4.93,0.99
27049000085,27,049,000085,269.87,254.2,2.11,1.02,1.08,0,0.99,1,1.02,0.06,254.66,245.17,20.3,5.13,0.01
27049000090,27,049,000090,191.38,334.91,6.83,1.71,1.71,0,0,1.71,1.71,0,188.82,318.68,17.09,9.4,0.85
27049000095,27,049,000095,152.07,292.62,7.14,1.03,1.07,0,0,1.02,0.01,0.03,152.88,281.02,16.6,3.24,0.01
27049000100,27,049,000100,591.15,875.99,23.35,4.67,2.8,1.87,0,3.74,3.74,0.93,558.47,802.21,105.53,22.41,1.87
27049000105,27,049,000105,155.01,322.38,7.26,0.33,0.2,0.13,0,0.26,1.2,1.94,162.09,300.33,13.98,6.26,0.13
27049000110,27,049,000110,575.23,627.01,18.65,4.91,0.03,0,0,4.87,0.99,2.93,544.92,599.62,56.79,11.8,0
27049000115,27,049,000115,617.37,687.64,19.69,7.11,4.09,0,0,1.19,5.23,2.07,579.28,649.83,71.67,26,0.06
27049000125,27,049,000125,687,475,12,6,6,0,0,7,5,7,637,438,90,26,2
27049000130,27,049,000130,514.78,562.67,11.97,8.98,2,0,1,3.99,0,1,484.86,539.73,57.86,12.97,1
27049000140,27,049,000140,735,537,18,10,2,0,0,3,3,3,676,530,71,21,0
27049000145,27,049,000145,548.89,479.79,13.84,3.95,0.99,0,0.99,2.96,1.97,4.93,485.75,485.65,50.38,18.78,0.99
27049000155,27,049,000155,639.84,421.77,33.02,4.01,2,1,1,2,3.01,6,590.8,361.76,103.08,36.01,2
27049000160,27,049,000160,509.65,446.72,19.98,5.99,1,0,0,1,1,2.99,467.7,420.77,60.94,29.94,1
27049000170,27,049,000170,150.56,353.98,3.99,1.99,1.99,0,0,0,1,2.99,148.57,340.02,16.95,4.99,0
27049000175,27,049,000175,287.84,459.53,7.88,2.95,0,0,0.98,0,0.99,0.99,274.03,447.68,26.62,6.9,1.97
27049000180,27,049,000180,196.29,343.96,7.44,1.83,0.92,0,0,1.84,2.76,0.92,199.86,326.58,23,7.38,0.01
27049000185,27,049,000185,139.74,127.21,3.85,0.96,0,0,0,0,0.96,0,132.03,126.25,13.49,0.96,0
27049000190,27,049,000190,180,465,5,0,1,0,0,3,4,1,177,426,34,15,1
27049000195,27,049,000195,52.82,248.77,1.02,2.02,0,1,0,0,0.01,0.01,56.84,233.71,9.05,1.03,0
27049000200,27,049,000200,161.91,264.44,7.02,2.01,3,1,1,2,0,0,168.85,242.41,21.08,6.02,0.01
27049000205,27,049,000205,200.52,256.82,16.52,0.1,0.91,0,0,0.94,1.85,0.06,188.82,256.62,18.28,8.92,0.85
27049000210,27,049,000210,385.1,540.55,17.05,4,1,0,1,7,3.01,7.01,369.16,511.41,43.07,26.05,1
27049000215,27,049,000215,458.18,699.36,14.91,2.97,5.93,0,0,1.98,0.99,1.99,443.43,653.74,49.56,19.8,0.99
27049000220,27,049,000220,117.78,282.47,2,0,1,0,0,0,2,0,109.8,275.49,11.98,4.99,0
27051000005,27,051,000005,110.88,119.44,7.06,0.02,0,0,0,0.02,2,1,118.83,109.25,11.14,0.11,0
27051000010,27,051,000010,82.33,132.78,5,4,2,0,0,1.01,2,0,88.37,117.67,13.02,5.02,0
27051000015,27,051,000015,25.29,32.96,0.01,0,0,0,0,1.01,0,0,29.32,28.88,0.01,0,0
27051000020,27,051,000020,243.98,411.97,8,0,1,1,1,1.01,1.01,3,243.98,374.97,39,13,0
27051000025,27,051,000025,22.71,74.04,0.99,0,0,0,0,0.99,0,0,24.68,68.12,0.99,0,0
27051000030,27,051,000030,63.68,144.12,0,0,0,0,0,0.99,0,0,69.63,125.25,4.97,2.98,0
27051000035,27,051,000035,110.96,160.05,1,1,1,0,0,1,0,0,113.96,149.03,4,3,0
27051000040,27,051,000040,8,26,2,0,0,0,0,0,0,0,9,27,0,0,0
27051000045,27,051,000045,78.04,128.07,2,0,1,0,0,0,0,0,79.05,102.06,19,1,0
27051000050,27,051,000050,138.58,194.89,1.98,0,1.96,0,0.01,0,1.96,0,131.74,176.21,21.62,2.94,0
27051000055,27,051,000055,51.42,106.11,3.02,0,0.04,0,0.99,0,0.04,0,53.26,98.79,7.38,0.06,0
27051000060,27,051,000060,7.71,50.1,0,0,0,0,0,0,0,0,8.67,43.36,2.89,0,0
27051000065,27,051,000065,29.03,55.05,2,0,0,0,0,1,0,0,30.04,51.05,1.01,1,0
27051000070,27,051,000070,16.96,26.93,0,0,0,0,0,0,0,0,19.95,23.94,0,0,0
27051000075,27,051,000075,29,46,0,0,0,0,0,0,0,0,31,41,2,0,0
27051000080,27,051,000080,11,21,0,0,0,0,0,0,0,0,13,20,1,0,0
27051000085,27,051,000085,7,24,0,0,0,0,0,0,0,0,8,19,3,0,0
27051000090,27,051,000090,119.36,218.1,3.94,0.99,0,0,0,0.99,0,0,116.41,206.24,8.9,6.9,0
27051000095,27,051,000095,25,66,0,1,0,0,0,0,0,0,29,57,3,1,0
27051000100,27,051,000100,23,53,0,0,0,0,0,0,0,0,24,51,0,0,1
27051000105,27,051,000105,37.02,62.03,2,0,0,0,0,1.99,1.99,0,37.02,57.03,6,1,0
27051000110,27,051,000110,27.29,66.9,3,1,0,0,0,0,0,0,35.33,56.64,4.11,1,0
27051000115,27,051,000115,32,50,1,0,0,0,0,0,1,0,35,41,10,0,0
27053000005,27,053,000005,869.33,595.48,17.33,5.99,1.04,1.01,0.02,2.16,3.06,2.09,777.67,570.72,82.26,27.58,0.02
27053000010,27,053,000010,954.26,639.21,20.76,2.02,1.98,0.99,0.98,7.88,3.95,4.98,847.35,640.01,86.25,35.55,0.98
27053000015,27,053,000015,865,445,14,1,4,0,0,4,3,1,772,389,100,31,1
27053000020,27,053,000020,1420,615,24,12,3,0,1,4,2,4,1257,615,129,47,2
27053000025,27,053,000025,1432.03,601.19,13.62,8.02,2.02,2,0,5.09,1.06,3.19,1276.46,610.48,110.37,33.39,4.02
27053000030,27,053,000030,1106,713,21,7,4,0,0,6,4,2,995,672,117,31,2
27053000035,27,053,000035,711.34,500.86,12.67,0.97,5.85,0,0.97,2.92,1.95,3.9,657.74,491.11,56.52,18.51,0.97
27053000036,27,053,000036,1277.73,616.29,21.38,5.07,0.04,0,0,2.07,3.02,5.16,1150.25,593.56,117.28,29.4,0
27053000040,27,053,000040,1250,698,20,5,5,1,0,5,1,9,1127,704,97,36,1
27053000045,27,053,000045,1893.42,875.95,24.91,8.97,3.99,1,0,3.99,6.98,8.97,1694.11,890.9,135.53,51.82,2.99
27053000050,27,053,000050,837.66,438.96,10.73,0.89,0.89,0,0,2.68,1.79,7.15,758.99,464.88,43.81,16.09,1.79
27053000055,27,053,000055,1278.63,637.34,23.75,12.87,4.95,0,0,7.92,0.99,7.92,1100.5,643.28,145.48,47.5,0.99
27053000060,27,053,000060,1030.51,698.73,21.71,8.88,0.99,0,0,3.95,4.93,10.86,966.33,690.87,76.97,21.71,0.99
27053000065,27,053,000065,877.79,651.77,20.88,5.13,1.17,0.98,0,0.24,2.16,11.34,800.47,688.87,46.08,15.61,1.16
27053000070,27,053,000070,1124.81,637.29,25.45,2.94,3.92,0,0,1.96,5.87,8.81,1026.91,632.4,88.1,28.39,3.92
27053000071,27,053,000071,850.93,430.87,10.83,0.12,0.97,0,0,2.93,1.03,6.85,766.75,452.78,55.63,16.57,1.93
27053000075,27,053,000075,1431.09,753.94,29.99,3,8,1,1,3,2,8,1299.1,755.95,120.98,37.99,1
27053000080,27,053,000080,855.27,450.71,20.62,3.93,1.96,0,0,3.93,0.98,8.84,774.75,465.44,69.72,21.6,0
27053000085,27,053,000085,863.25,411.46,5.05,1.02,0.01,0.01,0,1.02,1.99,1.02,785.23,436.57,35.02,7.02,2
27053000090,27,053,000090,978.46,492.7,10.2,5.07,1.02,1.02,1,2.07,1,4.07,898.11,513.42,68.6,12.15,0.02
27053000095,27,053,000095,1510,728,13,5,3,1,0,2,2,4,1345,704,138,37,5
27053000100,27,053,000100,1149,575,24,10,2,0,0,2,5,6,1029,590,105,24,1
27053000105,27,053,000105,1096.97,647.81,28.38,0.98,0.98,0,0,3.91,2.94,8.81,979.54,706.52,62.63,17.61,0.98
27053000106,27,053,000106,1070.04,508.55,9.01,5,1,0,0,10,1,11.01,985.95,563.58,41.05,8.02,2
27053000107,27,053,000107,904,410,19,4,1,0,0,7,2,11,786,403,116,23,0
27053000110,27,053,000110,1119.26,481.96,11.72,4.89,0.98,0,0.98,5.86,2.94,7.83,967.74,450.66,147.62,34.22,0.98
27053000115,27,053,000115,1403,531,27,8,4,0,2,4,3,3,1192,484,200,48,5
27053000120,27,053,000120,1141,644,18,11,7,1,0,8,5,4,1007,617,146,27,0
27053000125,27,053,000125,1048.24,546.61,18.99,7.99,3,0,0,6.99,2,6.99,914.34,504.64,146.89,32.98,2
27053000130,27,053,000130,1223,737,18,12,11,2,1,7,6,4,1066,735,132,47,3
27053000131,27,053,000131,575,323,12,3,0,0,0,0,1,4,507,301,60,28,0
27053000132,27,053,000132,932,405,11,9,5,0,0,3,2,3,777,355,156,42,3
27053000200,27,053,000200,1398.02,497.03,15.84,7.92,4.95,0,0,10.89,5.94,4.95,1172.28,467.33,205.94,51.49,2.97
27053000205,27,053,000205,1360.46,385.99,15.04,7.02,3.03,0.99,2.98,14.99,4.03,7.99,1145.86,343.03,216.38,48.14,3.01
27053000210,27,053,000210,1520.41,612.07,20.88,8.97,1.02,1,0.01,8.98,2.99,3.99,1316.74,552.33,207.45,46.87,0.01
27053000215,27,053,000215,1786.96,651.44,18,9.98,3.99,1.99,1.01,12.03,3.01,4.04,1503.35,585.56,262.81,56.98,1.01
27053000220,27,053,000220,1771.55,670.98,29.8,6.97,7.94,0,0,10.94,5.96,6.95,1474.34,613.31,255.5,74.52,1.99
27053000225,27,053,000225,1141.56,437.77,15.2,10.98,3.02,0.04,0,10.03,3,4.12,952.89,407.77,157.05,50.14,2.02
27053000230,27,053,000230,980.13,344.05,5,3,5,1,1,5,5,3,829.11,317.04,141.02,31.01,0
27053000300,27,053,000300,927,234,4,7,0,0,1,5,1,4,771,209,126,30,1
27053000305,27,053,000305,953.26,389.57,10.02,9,4,0,0,5,2.01,7,848.12,346.49,112.17,28.04,2
27053000310,27,053,000310,1150.54,417.15,18,9,2,0,1,9,1,4,948.44,364.14,182.07,42.02,1
27053000315,27,053,000315,1023.46,287.85,8,4,1,0,0,3,2,4,842.56,265.86,134.93,37.98,2
27053000320,27,053,000320,1500.84,782.24,23.12,2.05,5.04,0,0,5.03,5.01,12.04,1348,741.32,143.67,31.25,1
27053000325,27,053,000325,1496,780,27,7,5,3,0,7,5,5,1342,712,173,32,0
27053000330,27,053,000330,1665.82,843.43,40.1,8.06,2.04,0,0,11.07,6.03,7.05,1468.77,827.25,159.04,36.21,2.01
27053000335,27,053,000335,1565.63,1087.74,42.99,7,4,2,0,2,3,11,1399.67,1117.73,113.97,34.99,0
27053000340,27,053,000340,980.75,435.66,12.7,2.93,2.93,1.95,0,3.91,3.91,0.98,867.44,375.1,126.01,31.26,0.98
27053000345,27,053,000345,1151.98,456.77,12.28,4.07,3.07,1.04,0,4.09,2.09,7.02,998.44,409.41,144.82,29.7,0.02
27053000350,27,053,000350,1219.96,644.44,11.95,5.96,2.94,0.01,0.98,5.96,3.94,3.95,1064.39,615.45,145.86,36.65,1.95
27053000355,27,053,000355,807,289,8,4,2,0,0,3,3,3,710,270,76,30,0
27053000360,27,053,000360,1310.47,759.58,18.84,3.02,1.04,0,0.98,6.92,2.97,6.94,1177.59,776.4,108.07,22.95,0
27053000362,27,053,000362,819.69,472.17,9.04,3.93,2.92,0,0.02,2.06,1.02,3.03,755.41,478.28,51.26,18.8,0
27053000365,27,053,000365,420.84,296.25,12.32,2.84,1.89,0,0,0.96,3.78,2.84,382.77,285.79,42.79,18.01,0.95
27053000370,27,053,000370,1214.75,797.63,25.31,5.14,1.15,1.94,0.97,6.97,4.18,4.17,1078.31,762.51,141.69,35.57,2.99
27053000375,27,053,000375,1526.95,847.23,16.36,8.98,5.93,0.05,0.02,11,5.02,7.98,1363.15,818.82,161.95,33.34,1.06
27053000395,27,053,000395,1031.97,499.12,11.05,3.04,3,0.98,0.01,11.82,0.07,2.03,918.79,433.45,138.82,29.96,0.03
27053000397,27,053,000397,1699.13,676.17,26.06,8.98,7.02,1,0.98,13.13,4.97,6,1455.19,623.18,210.65,60.28,1.99
27053000400,27,053,000400,875.22,331.98,12.02,4,1.02,0.01,0,8.05,1,2,749.01,294.69,125.4,28.08,0
27053000405,27,053,000405,1638.95,431.02,13.06,9.02,5.02,0.01,1,15.07,3,7.01,1347.34,369.62,268.78,70.16,2
27053000410,27,053,000410,1296,571,13,2,7,2,1,10,1,2,1107,539,161,49,0
27053000415,27,053,000415,1010,348,8,7,1,2,1,5,1,0,854,292,151,32,0
27053000420,27,053,000420,360.04,223.32,3.67,0.39,0.18,0,0,2.07,2.18,0.18,312.43,201.85,45.03,13.23,0
27053000450,27,053,000450,2398.44,2093.59,73.7,14.51,8.12,3.06,1.01,11.3,5.37,14.53,2116.01,1990.49,323.7,121.61,2.07
27053000455,27,053,000455,2085.12,1693.26,35.28,11.44,1.91,1.91,0,6.67,7.63,13.35,1838.18,1686.59,204.98,61.97,0.95
27053000460,27,053,000460,1667.31,1462.96,37.01,10.04,4.94,1.02,0.98,7.98,8.98,13.02,1462.13,1379.52,230.75,66.98,2.96
27053000465,27,053,000465,1753.01,1602.72,44.92,9.98,5.98,0,0,5.99,6.99,13.97,1563.33,1522.91,232.55,62.88,2
27053000485,27,053,000485,20.52,13.57,0.26,0.12,0.03,0,0,0.06,0.02,0.09,18.35,13.87,1.24,0.41,0
27053000500,27,053,000500,436,1013,18,6,1,0,0,3,3,2,410,986,50,16,0
27053000505,27,053,000505,419,614.56,13.3,0,0,0.95,0.95,0,0.95,5.7,373.39,614.58,49.39,9.5,0
27053000510,27,053,000510,658,762,16,2,1,0,0,1,3,6,583,772,54,24,1
27053000550,27,053,000550,1260.33,584.55,14.07,6.01,0,2,0,7.97,3.99,3.03,1101.76,565.95,138.46,25.97,0.01
27053000555,27,053,000555,590.03,241.6,11.98,3.99,1,0,0,2,3,3.99,523.14,229.62,65.89,18.97,1
27053000557,27,053,000557,324.52,175.9,9.41,1.88,0,0,0,1.88,2.82,8.47,307.59,166.49,38.57,7.53,0.94
27053000560,27,053,000560,1149.31,514.97,28.61,9.87,8.88,1.97,0,2.96,5.92,4.93,1010.21,525.82,107.53,42.42,2.96
27053000565,27,053,000565,851,423,31,1,4,0,0,3,0,7,782,429,61,25,0
27053000567,27,053,000567,467.23,164.68,6.35,4.07,0.07,0.02,0.02,2.07,4.04,1.02,401.55,159.42,53.35,11.59,2.07
27053000570,27,053,000570,829,351,24,3,3,1,0,2,2,6,722,348,101,29,0
27053000575,27,053,000575,1106,617,19,12,4,3,0,3,4,9,957,590,155,40,5
27053000577,27,053,000577,282,130,9,1,0,1,0,0,1,3,237,133,44,9,0
27053000585,27,053,000585,1043.94,547.29,18.05,6.07,5,1.99,1,2.07,2.02,4.02,904.96,509.2,140.7,42.24,0.02
27053000590,27,053,000590,882.57,542.01,17.54,3.66,7.27,0.01,0.97,6.92,3.28,5.11,764.22,511.08,127.8,24.12,0
27053000640,27,053,000640,549.1,566.74,16.4,2.05,3.07,1,0,4.09,1.02,6.19,492.61,545.58,68.21,9.49,0.01
27053000645,27,053,000645,398.02,453.03,13,1,1,0,0,3,5,4,349.02,435.02,53,17,1
