GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRNEW,G18USSDKLO,G18USSMSCH,G18USSGOVE,G18USSOWRI,G18GOVRJOH,G18GOVDWAL,G18GOVMWRI,G18GOVLWEL,G18GOVOWRI,G18SOSRHOW,G18SOSDSIM,G18SOSIDEN,G18SOSOWRI,G18AUDRMYH,G18AUDDBLA,G18AUDMFOR,G18AUDLDOC,G18AUDOWRI,G18ATGRWAR,G18ATGDELL,G18ATGMJOH,G18ATGOWRI
27003000015,27,003,000015,840.5,824.6,35.7,18.8,0,937.3,722.2,35.7,21.6,0.9,936.3,666.8,82.7,0,911,661.2,78,42.3,0,980.5,619.8,99.6,1.9
27003000020,27,003,000020,550.2,655.3,50.3,11.9,0.9,632.4,566.6,40.2,21.9,2.7,635.2,527.3,65.8,0.9,614.2,508.1,83.2,36.6,0.9,664.4,493.5,87.7,1.8
27003000025,27,003,000025,929,973,35,8,0,1074,817,32,22,0,1083,764,63,0,1062,731,62,47,1,1135,697,88,3
27003000030,27,003,000030,786.1,620.1,31,10,0,892.2,492.1,38,25,0,893.2,473.1,55,0,896.2,435.1,59,28,0,953.2,404.1,75,3
27003000035,27,003,000035,621,643,29,7,1,745,515,32,8,1,740,496,41,2,702,478,70,28,1,781,433,70,3
27003000040,27,003,000040,708,700,28,11,1,823,566,43,14,1,836,517,52,1,822,515,56,32,1,861,505,66,1
27003000045,27,003,000045,722,820,25,12,0,851,680,27,16,1,857,627,60,1,862,608,55,26,0,910,557,84,3
27003000050,27,003,000050,838.7,993.3,47.4,17,0.1,963.4,861.1,46.4,22.9,0.3,965.7,801.9,82.5,1.1,959.7,769.4,87.1,46.1,2.1,998.1,762,108.4,1.2
27003000105,27,003,000105,236.8,401.3,22.9,10.9,2,289.6,338.7,30.8,12.9,2,284.7,338.6,34.8,3.9,281.6,297,65.5,14,1,291.7,311.6,56.7,2
27003000110,27,003,000110,356.6,534.7,35.6,5.1,1,415.3,463.1,37.7,12.9,1,427,452.4,34.9,1,412.2,425.2,65.8,19.8,1,441.8,413.7,70.5,2
27003000115,27,003,000115,488.1,646.5,46.6,8.1,2,554.6,561.8,49,19.3,1,561.8,543.8,57.8,2,531.9,511.8,89,35.2,1,582.7,487.2,99.7,5.3
27003000120,27,003,000120,320.2,570.4,31.5,9.8,0,394.1,491.6,32.5,9.8,0,392.1,480.8,48.3,0,375.4,451.2,70,23.6,1,408.8,436.4,71.9,3.9
27003000125,27,003,000125,345,468,48,14,0,388,426,46,11,0,391,408,62,1,359,381,86,30,1,409,378,79,0
27003000130,27,003,000130,450.3,642.1,38.7,12.7,0.1,506.2,570.8,42.7,19,0,516.7,552,54,1.1,485.9,526.3,78.6,32.5,1,524.9,519.5,81.2,3.1
27003000135,27,003,000135,383,470,39,5,0,422,428,39,9,0,425,404,53,1,397,377,87,27,0,437,368,81,1
27003000140,27,003,000140,416.6,548.5,31.3,11.5,1,462,486.2,46.6,11.8,0.1,459.9,470.4,53.1,0,449.5,449,69.4,26.7,0,484.6,422.2,87.3,2.2
27003000205,27,003,000205,110.1,72.5,8.7,1.1,1,125.2,56.4,6.7,2.2,3,120.9,56.1,11.9,1,115.7,57.8,13.3,3.3,2,124.3,51.6,14.3,3
27003000305,27,003,000305,381,666,16,5,1,435,596,28,12,1,417,597,45,0,422,564,48,27,0,445,552,60,2
27003000310,27,003,000310,418,837,52,9,1,477,764,51,14,2,484,762,52,0,477,709,92,23,1,508,705,85,4
27003000315,27,003,000315,356.3,564.5,34,8,1,403.4,505.4,39,15,1,406.4,489.4,50,1,384.4,459.4,72.1,34,1,421.4,453.4,72.1,1
27003000320,27,003,000320,265.8,413.5,29.5,7.9,0,318,363.3,23.6,7.9,0,310.1,352.5,38.4,0,305.2,329.8,52.2,13.8,0,328.9,315.1,57.1,3
27003000325,27,003,000325,596.3,866.6,45.7,9.4,3,708.8,743.5,49.6,15.3,25.4,729.1,723.3,55.2,1,693.9,680.5,94.4,24,1,747.1,666,99.4,26.5
27003000330,27,003,000330,359.8,461.7,20,7.5,0.9,421.8,389.7,19.9,7.6,12,430.3,366.3,30.1,0,418.9,346.4,40.8,19.7,0,448.8,335.4,41.7,13
27003000335,27,003,000335,329.3,568.1,34.7,7.2,1,414.8,490.2,22,9.3,2.2,427,460,34,1.1,418.2,428.4,60.6,18.6,1,439,425.7,60.5,3.2
27003000340,27,003,000340,368.6,594.5,27,12,0,450.8,484.5,37,17,0,455.8,457.4,64.9,0,424.8,437.4,81.9,30,0,464.9,433.2,91,0
27003000405,27,003,000405,351,589,33,13,0,406,520,49,11,0,409,516,50,0,395,486,73,22,0,433,452,92,1
27003000410,27,003,000410,322.1,568.6,28.3,9.1,0,384.8,501.9,27.3,11.1,2,375.8,483.7,48.5,3,362.7,459.4,65.6,21.2,0,399,447.4,72.7,2
27003000415,27,003,000415,378,666.5,38.9,8,2,454.9,588.5,37,15,0,454.9,561.6,56,0,445.8,531.8,72,28.9,0,475.9,531.5,80.1,1
27003000420,27,003,000420,331.8,626.9,24.8,8.9,1,383.3,564.5,35.7,8.9,0,377.4,545.7,52.5,0,359.5,535.8,64.4,18.8,0,395.2,506.1,78.2,3
27003000425,27,003,000425,487.7,775,27.9,5,1,576.5,675.2,27.9,11,1,581.5,637.3,54.9,0,572.5,623.4,51.9,25.9,0,603.4,619.4,60.8,2
27003000430,27,003,000430,468.7,656.8,20,7,1,567.6,549.9,22,9,0,568.6,526.9,36,0,578.5,500.9,38,16,0,603.5,497.9,39,0
27003000435,27,003,000435,425,536,18,11,0,502,451,23,15,1,513,423,40,0,499,416,39,23,0,530,401,48,3
27003000440,27,003,000440,954,1109,18.5,9.7,1,1108.7,946.5,20.5,13.6,16.5,1110.7,905.7,52.5,1.9,1125.3,844.4,59.4,33.1,1.9,1162.2,817.2,80.7,28.2
27003000505,27,003,000505,394,696,45,14,0,447,638,48,17,2,466,601,64,3,442,574,85,37,1,490,553,93,7
27003000510,27,003,000510,498,700,49,8,1,582,606,49,19,1,580,588,68,1,552,557,95,31,0,602,546,93,1
27003000515,27,003,000515,398,664,42,6,3,444,611,43,10,2,452,598,42,1,424,558,82,29,2,456,575,70,5
27003000520,27,003,000520,553.2,781.5,44.9,11,2,644.9,672.8,50.8,13,3,638.9,664.8,59.8,2,622,643.9,72.8,24.9,1,670.8,606,89.7,6
27003000525,27,003,000525,477.4,680.3,36.3,10.8,0,527.4,615.6,38.2,20.6,2,546,576.4,62.7,2,522.5,553.9,77.4,27.4,2.9,569.6,538.2,81.4,5.9
27003000530,27,003,000530,950.6,1398.7,42.7,13.2,5,1116.6,1217.4,42.8,31.4,5,1146,1125.6,91.3,4,1121.5,1107.1,99.6,51.5,6.1,1199.4,1063.8,112.6,13.1
27003000535,27,003,000535,810.6,1223.2,52.5,16.3,1,938.2,1086.3,55.6,18.4,0.5,964.2,1024.1,71.6,0.1,943.7,980.3,103.8,38,0.1,976.8,976.5,124.4,4.8
27003000540,27,003,000540,396.5,543.3,15.2,5.7,0,483.3,449.9,13.3,13.3,0,478.5,419.4,33.4,0,471.8,415.6,27.6,16.2,0.9,519.5,389.9,41,0
27003000605,27,003,000605,907.9,1149,63.1,11.2,1,1087.8,941,63,21,0,1060.5,855,89.3,1,1050.1,806.4,127.9,39.6,1,1139.7,773.2,155.4,4.2
27003000705,27,003,000705,370.2,550.1,31.7,6.3,0,433.7,466.2,37.7,18.3,0.4,432.9,436.2,55.3,1,407.7,420.3,71.6,34.8,0,448.9,415.7,75.7,0.5
27003000710,27,003,000710,553.9,1083,30.6,10.6,1,658.9,966.8,32.5,18.8,0.1,650,914.6,73.3,0.3,649.9,875.9,80.7,40.5,0,708.1,838.6,92.1,8
27003000805,27,003,000805,246,1169,57,11,0,293,1106,58,18,1,307,1067,78,1,297,1014,119,25,0,316,1025,122,3
27003000810,27,003,000810,219,857,57,18,0,262,807,61,17,0,257,811,56,1,257,723,114,25,0,278,760,95,3
27003000815,27,003,000815,211,849,45,19,0,256,816,39,15,2,250,787,62,2,253,736,93,22,0,277,762,76,5
27003000820,27,003,000820,217.7,799.2,41.6,15.2,1,274.1,741.5,37.6,16.5,1,252.4,748.6,43.8,0,255.6,686.5,66.8,32.5,0,270.3,722.1,64.2,2.1
27003000825,27,003,000825,246,828,26,11,0,289,772,34,9,0,286,739,62,0,292,703,69,26,1,319,702,75,2
27003000830,27,003,000830,254.8,733.9,27.1,14.1,0,302,687.7,22.1,13.1,0,298.9,648.7,57.2,0,302.9,624.5,47.2,36.1,0,335,623.6,56.2,3
27003000835,27,003,000835,230.5,713.5,43.2,13.4,1,274.6,663.6,48,10.6,1,274.6,646.3,54.7,1,279.4,600.2,78.7,26.9,1,293.9,619.4,74.9,2.9
27003000840,27,003,000840,222.8,713.9,46.5,7.9,1,254.5,674.3,47.5,8.9,2,253.5,649.6,61.4,2,250.5,598.1,89.1,29.7,1,288.1,600.1,82.2,5.9
27003000905,27,003,000905,1131,1055,75,20,0,1310,848,79,26,1,1281,784,119,1,1249,766,132,56,0,1337,725,162,5
27003001005,27,003,001005,731,1042.1,34.1,4.6,0,827.6,921.5,30.4,25.8,0,854.3,864.4,61.7,0.9,814.7,853.4,74.6,44.2,1.8,891.1,804.6,95.7,2.8
27003001010,27,003,001010,709,980,31,13,0,831,843,39,15,1,844,789,71,0,829,771,83,28,1,869,763,86,4
27003001015,27,003,001015,589,752,35,17,2,687,650,34,19,0,685,605,65,2,676,583,83,26,2,705,589,83,6
27003001020,27,003,001020,339.7,509.2,35.8,3,0.9,398.2,446.9,34.6,12.6,0,389.2,436.8,48.5,1.8,373.7,403.9,79,23.7,1,409.7,397,73.1,2.8
27003001105,27,003,001105,571.1,874.4,31.4,5.1,1,674.1,755.3,32.4,16.2,1,686.2,720.8,51.7,0,675.1,696.5,64.7,22.4,0,705.4,691.4,65.9,4
27003001110,27,003,001110,400,550,28,7,0,462,478,31,10,0,482,448,40,1,460,448,53,10,0,494,424,54,1
27003001115,27,003,001115,564,874,53,8,0,673,762,49,18,0,686,737,50,2,663,696,95,24,2,703,684,101,3
27003001120,27,003,001120,323.4,520,35.8,8.7,1,388.3,453.1,36.8,9.7,0,384.4,434.8,50.4,0,369.9,402.8,78.4,26.1,0,406.7,390.2,78.4,1
27003001125,27,003,001125,399.4,692.7,49.1,9.4,0.1,458.2,624.6,53,16.6,1,445.5,615.8,59.8,0.3,439.6,576.8,96.4,21.1,0.1,468.2,566.4,99.2,2.4
27003001205,27,003,001205,513.8,786.3,50.9,11.7,0.1,581.4,709.7,52.3,15.1,0,607,673.7,61,0.1,577,638.9,100.5,21.9,1.2,597.6,648.9,101.3,3.7
27003001210,27,003,001210,446.7,690.8,36.6,12.8,0,513.9,610.7,41.5,16.8,1,517.8,585,54.4,1,508,553.4,73.1,33.6,3,545.5,542.5,82,2
27003001215,27,003,001215,431,713.4,41.5,11.8,1,485.4,640.5,58.7,11.9,2,494.1,627.8,56.8,2,472.2,592.7,91.8,23.2,1,522.8,578.3,81.8,5.2
27003001220,27,003,001220,368.1,682,44.3,8.2,0,408.8,614.3,54.4,27.2,0,412.7,611.1,64.6,1,414.6,547.9,87.8,37.2,0,443.9,571.8,82.8,2
27003001305,27,003,001305,497,773,37,14,0,576,685,43,18,1,567,667,53,2,571,626,81,29,1,607,615,98,1
27003001310,27,003,001310,508,739,49,12,1,585,659,47,19,1,587,623,71,1,575,593,89,34,1,609,596,91,6
27003001315,27,003,001315,472.4,791.2,45.8,8.2,0,556.3,690.9,49,20.4,0,560.1,685.3,49.6,0,533.5,651.8,93.9,20.9,0,594.9,615,93.2,2.1
27003001320,27,003,001320,608.7,837.4,58.1,16.3,0.9,693,735.8,69.9,20.9,0,697.6,717.6,78,0.9,667.6,671.4,122.5,37.2,1.8,719.4,675.9,108.9,7.3
27003001405,27,003,001405,460.6,731,48.2,12.3,1,542.7,621.9,56.2,27.3,2,538.6,623.2,66.7,3,510.1,590.2,103.6,31.9,1,574.3,556.8,106.6,3
27003001410,27,003,001410,531,845,46,7,0,625,734,55,14,0,621,721,56,1,588,696,91,33,2,628,665,119,3
27003001415,27,003,001415,280,492,36,10,0,318,450,40,7,0,318,448,35,0,305,404,71,25,0,324,423,62,1
27003001420,27,003,001420,182.3,388.2,27.6,3.9,0,204.9,364.6,23.6,7.9,0,207.9,362.6,26.6,0,197.1,342.9,43.4,12.8,0,218.7,344.9,33.5,1
27003001425,27,003,001425,418.2,701.7,27.8,16.4,0,487.7,622.7,35.3,17.5,0,482,606.8,57,0,464.6,587.5,76.9,21.5,0,500.7,567.1,79,3.9
27003001505,27,003,001505,959.9,686.5,74.3,10.9,0,1067.8,569.6,71.3,16.8,0,1041.1,531.9,96.1,0,1016.3,506.2,138.7,35.7,1,1083.7,485.4,139.7,1
27003001510,27,003,001510,941.4,748.5,57.2,13,0,1055.7,615,61.2,26.1,0,1057.7,574,93.3,1,1024.6,553.9,111.4,40.1,0,1098.8,525.8,111.4,4
27003001515,27,003,001515,949.8,708.2,59.3,11.2,0,1054.3,580.8,67.1,21.1,0,1043.1,553.3,80.5,0,1010.8,541.4,105.3,33.5,0,1069.8,510.7,113.7,4
27003001605,27,003,001605,292,652,40,6,1,352,589,34,11,3,353,578,39,2,355,528,72,15,1,373,539,65,4
27003001610,27,003,001610,331.1,656.2,20,7,2,382.1,592.2,26,10,0,385.1,557.2,56,1,380.1,540.2,53,24,1,420.1,522.2,60,1
27003001615,27,003,001615,256,817,47,17,0,314,746,56,19,0,296,750,72,0,298,694,90,39,1,333,698,91,3
27003001620,27,003,001620,231.1,627.3,42.9,8.2,1,272.1,600.4,30.6,6.2,0,270.2,580.6,39.5,1,268.4,540.5,71.1,21.2,0,288.1,545.1,64.2,2
27003001705,27,003,001705,263.6,598.9,52,13.1,1,306.2,555.2,49.4,13.9,0,312.6,546,47.3,0,307.9,491,90.2,18.4,0,331.4,508.6,72.9,3.2
27003001710,27,003,001710,169.5,483.4,22.6,8.1,0.9,195.7,460.8,18.9,9.9,0,195.7,455.4,24.4,0,196.6,415.7,49.6,11.7,0,208.3,419.4,50.5,1.8
27003001715,27,003,001715,385.2,922.1,32,19.1,0.1,452.5,841.8,35.1,24.2,0,469.4,807.4,57,1,465.4,754.9,79.8,38,0,494.4,751.4,84.6,6.3
27003001720,27,003,001720,360,819,30,11,1,414,759,26,10,2,436,722,36,2,430,683,53,29,2,449,689,56,7
27003001805,27,003,001805,271.2,605.3,42.7,8.9,0,302.5,575,35.7,11.9,1,302.4,552.4,62.3,1,295.4,507,93.9,20.8,0,326.2,528.3,66.5,3
27003001810,27,003,001810,416.1,838.2,50.6,14.9,3,489.6,762.7,40.7,22.8,3,489.6,765.7,46.7,0,475.7,710.1,83.4,33.8,2,512.4,721,70.5,4
27003001815,27,003,001815,140.5,475.7,40.5,6.4,1.1,160.6,452.5,33.4,12.4,1.1,165.4,451.1,33.5,2,161,408.5,65.8,16.9,0.1,176.2,419.6,60.5,2.3
27003001820,27,003,001820,218.6,564.7,38.4,8.6,2,252.6,524.4,38.5,14.4,3,247.5,499.4,58.2,2.1,239.4,470.4,70.5,25.9,3.1,267.4,479.4,68.7,3.2
27003001905,27,003,001905,565.8,460.9,32,10,0,630.8,391.9,38,11,1,635.8,366.9,48,0,603.8,352.9,76,28,0,645.8,331.9,79,5
27003001910,27,003,001910,841.8,682.5,29.1,6,0,958.1,551.2,35.2,8,1,941.1,528.2,51.2,1,936,503.1,67.2,25.1,1,991.2,475,74.3,5
27003001915,27,003,001915,801.2,590.5,34.9,13.6,0,893.5,498.1,31.1,17.5,0,892.5,463.2,52.4,0,883.8,427.3,77.7,33,0,917.8,420.5,86.4,2.9
27003001920,27,003,001920,823,621.2,26.1,8.4,0,950.9,475.3,38,13.6,0,929.9,468.1,44.7,0,921.6,431,69.5,32.1,0,972.8,409.8,78.8,1.1
27003001925,27,003,001925,622,478,8,5,0,730,360,15,3,1,708,341,44,0,709,328,33,30,0,735,327,35,2
27003001930,27,003,001930,727.8,576.3,31.9,5,1,832.5,474.6,22.9,11,0,820.6,452.6,44.9,1,808.6,431.7,60.8,31.9,0,858.5,407.8,66.8,1
27003002005,27,003,002005,25.5,103.9,8.2,2.7,0,31.9,94.8,7.3,5.5,0,33.7,95.7,10,0,26.4,93,10.9,6.4,0,33.7,90.2,14.6,0.9
27003002105,27,003,002105,287.2,374.7,36.9,9.9,0,335.1,322.4,35.9,13.5,0.9,345.1,297.1,43.1,3.6,320.9,268.3,72.8,26,0,348.7,279,68.3,1.8
27003002205,27,003,002205,433.8,528.4,28.6,6.9,0,508.7,440.6,34.5,12.8,0,502.8,397.3,66,1,489.9,388.4,66,31.6,2,531.3,351.9,94.6,5.9
27003002210,27,003,002210,701.1,931.2,45.8,9.2,3,834.4,773.6,49.8,19.5,2,837.2,725.2,70.8,2,791.8,695,106.6,38.9,3,891.6,652.8,108.4,5.1
27003002215,27,003,002215,525.9,730.2,35.8,10,0,645.7,609.1,29.9,17.1,0,652.4,563.2,42.3,0,624.7,548.3,67.7,29,1,687.6,504.7,83.7,2
27003002220,27,003,002220,808.3,1082,27.7,4.1,1,978.2,884.2,25.7,23.4,1,995.6,812.2,55.7,1,984.4,772.4,70.7,40,0,1049.3,743.6,83.5,3.9
27003002225,27,003,002225,410.2,596.1,23.2,3.1,0,500,493.3,21.2,14.1,1,487.9,471.8,34.6,1,483,446.5,47.6,23.3,0,531.4,426.2,50.7,1.1
27003002230,27,003,002230,831,945,30,12,0,1014,762,31,12,0,993,700,78,1,1014,665,60,33,0,1074,625,86,5
27003002235,27,003,002235,787,1046,30,15,2,970,863,25,11,1,967,782,58,2,982,759,52,30,3,1004,737,100,3
27003002305,27,003,002305,891.4,717.4,54,15,0,1010.5,576.3,61,12,0,988.5,549.3,86,0,973.4,498.3,126.1,27,0,1049.5,481.2,117.1,2
27003002310,27,003,002310,478.4,420.9,43.5,7.7,0,535.6,359.9,41.6,7.8,0,528.8,343.4,54.1,0,514.2,315.5,78.3,18.4,0,551,292.3,89.9,1.9
27003002405,27,003,002405,846.4,559.4,46.5,6.8,0,963.8,433,41.9,14.6,0,949.8,399.1,58.6,0,913.4,402.8,82.6,29.1,1,979.4,371.5,81,1.9
27003002410,27,003,002410,519.5,341.9,13.8,3.2,1,598.8,249.6,24.3,6.5,0,578.8,236.3,38.7,0,580,233.5,37.8,10.1,0,607.4,210.7,50.4,0.1
27003002505,27,003,002505,740,555,32,6,0,811,468,32,12,1,801,433,57,0,774,424,71,28,0,831,411,68,0
27003002510,27,003,002510,673.7,447.9,28.8,5,0,757.9,351.8,28.8,12.9,0,757.9,315.2,50.5,0,735.1,318.1,57.5,23.8,1,782.6,289.4,66.4,2
27003002515,27,003,002515,693,430,27,5,0,757,348,34,13,0,745,324,52,0,723,318,64,33,0,786,287,66,3
27003002520,27,003,002520,427,315,22,4,0,472,259,25,8,0,470,245,42,0,447,239,51,15,0,482,215,57,2
27003002605,27,003,002605,935,1033.8,52.6,22.1,0.9,1068,883.4,63.7,26.8,0,1068,840,90.5,0,1042.1,798.4,116.3,47.1,2.8,1133.5,756,132,2.8
27003002610,27,003,002610,359.8,351.8,16.9,8.1,0,424.5,279,19.7,9.2,0,423.3,267.1,27.2,0,409.8,263,29.6,16.5,0,432.1,247.4,44.6,2
27003002705,27,003,002705,652,464,25,7,0,731,377,25,12,0,732,347,49,0,711,343,56,21,1,749,332,61,0
27003002710,27,003,002710,1034,964,61,17,0,1188,797,63,23,0,1191,756,90,1,1128,744,120,55,1,1234,694,124,5
27003002805,27,003,002805,900.5,1027.2,61.8,22.1,4,1015.7,901.7,68.8,25.3,1,1023.9,883.5,73.7,1,978.6,831.9,137.4,40.4,1,1049.2,811.6,136.5,5
27003002810,27,003,002810,363.9,398.9,24,9,0,399.9,355.9,25,12,0,424.9,326.9,32,0,389.9,317.9,59,17,0,424.9,307.9,56,0
27003002905,27,003,002905,513.5,629,44.2,6.2,0,562.6,567,45.8,13.1,0,581.5,537.5,44.4,0,565.9,515,74.5,17.5,0,598.8,499.5,78.8,1.7
27003002910,27,003,002910,739,790.4,43.4,17.8,0.1,863.4,667.2,39.5,23.2,0,868.5,630.7,71.5,0,850,606.2,81.9,37,1.2,890.8,597.6,86.3,2.2
27003003005,27,003,003005,859.7,656.9,77.9,18.1,1.1,937.9,549.4,90.2,26.1,1,968,528.6,67.4,0,910.9,493.4,126.2,36.1,0,980.9,466,138.3,2.3
27003003010,27,003,003010,686.3,479.4,47.8,14,0.9,754.6,403.5,54.3,15,0,745.3,382.9,65.5,0,718.1,369.8,89.9,25.3,0,780.9,338.9,90.8,3.8
27003003105,27,003,003105,283.3,441.2,24.5,8.6,1,324.5,406.5,17.7,8.7,0,326.5,390.2,30,0,315.1,374.6,47.7,11.2,0.1,333.2,365,48.9,2.1
27003003110,27,003,003110,233.4,461.4,33.2,9,0,280,404.8,36.8,16.2,0,283.6,394.9,44,0,285.4,355.4,66.4,19.8,0,307,368.9,54.8,1.8
27003003115,27,003,003115,441.4,777,44.6,18.4,0,509.3,692.6,50.4,20.4,0,509.3,682.9,62.1,1,497.6,637.3,82.4,37.8,1.9,528.7,649,88.3,1.9
27005000005,27,005,000005,31,13,0,0,0,33,8,0,0,0,27,10,3,0,27,10,1,3,0,30,10,1,0
27005000010,27,005,000010,101.5,61.9,12.8,0,0,114.4,51.7,9.2,0.9,0,114.3,49,8.3,0,107,47.1,15.6,1,0,113.4,49,10.1,0
27005000015,27,005,000015,179.9,120.7,9,3.9,0,201.6,99.3,8.7,2,0,199.6,96.1,11.5,0,196,96.9,9.3,7.9,0,198.6,100,12.6,0
27005000020,27,005,000020,362.6,298.2,10.1,5.5,0,418.8,241.1,10.1,6.4,0,397.6,237.5,30.4,0,397.6,233.8,21.2,8.3,0,405.9,231,27.6,0.9
27005000025,27,005,000025,28,30,9,0,0,28,25,11,0,0,31,30,4,0,28,23,15,0,0,27,25,12,0
27005000030,27,005,000030,52.7,48.9,1.9,1.9,0,61.2,41.4,1.9,0,0,52.7,46.1,5.7,0,51.8,36.7,8.5,5.7,0,55.5,39.5,8.5,0.9
27005000035,27,005,000035,52,51,3,1,0,61,42,3,1,0,55,45,5,0,57,40,5,0,0,59,40,6,0
27005000040,27,005,000040,303.9,281.9,10,3,0,349.9,223.9,14,6,0,332.9,221.9,30,0,341.9,213.9,23,8,0,341.9,219.9,26,0
27005000045,27,005,000045,70,52,4,1,0,87,36,2,1,0,79,40,3,0,76,38,5,1,0,77,40,6,0
27005000050,27,005,000050,308.3,286.6,15.7,3.2,0,372.9,221.3,17.5,4,0,348.7,230.9,19.7,1,345.4,218.8,32.9,5.1,0,351.9,222.8,28.6,1
27005000051,27,005,000051,255.8,185.6,17.6,4.4,1,308.9,132.8,16.7,5.4,0.9,287.1,139.3,23.9,0.1,280.2,140.7,28.2,6.9,0.9,288.6,136,31.5,0.1
27005000052,27,005,000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27005000055,27,005,000055,643.4,694,51,12.5,1.3,772.6,555.1,52.5,12.2,0.4,745.2,563.9,62.4,2.5,713.4,551.7,87.1,19.9,0.4,727.2,540.1,104.1,1.9
27005000065,27,005,000065,328.4,434.6,21.9,10,0.6,403,357,23.1,7.5,0.6,394.1,353.9,29.4,1.2,382.2,342,41.9,10,0.6,389.1,341.4,42.5,1.9
27005000075,27,005,000075,747.5,778.5,52.5,12.6,0,932.8,604.7,39.9,8.8,0,897.8,602.9,60.2,0,869.6,595.1,71.9,21.4,0,886.1,584.4,86.5,1
27005000082,27,005,000082,21,38,0,0,0,27,32,0,0,0,24,30,4,0,25,31,1,2,0,26,29,2,0
27005000085,27,005,000085,465.5,373.2,20.6,5.9,0,535.2,305.4,17.7,6.9,0,503.8,316.2,30.4,0,499.9,316.2,30.4,10.8,0,513.6,307.4,31.4,1
27005000090,27,005,000090,84.4,36.7,6,0,0,94.3,29.8,1,2,0,87.4,27.8,7.9,0,85.4,28.8,5,6,0,91.3,26.8,6,1
27005000095,27,005,000095,33,35,1,0,0,39,27,3,0,0,36,29,3,0,37,28,4,0,0,37,27,5,0
27005000100,27,005,000100,239,178.6,30,8,0,274.3,144.3,29,6,0,275.2,135.3,28.2,0,272.2,131.3,38.1,3,0,263.2,137.2,44.1,0
27005000105,27,005,000105,90.7,67.6,3,3,0,93.8,62.6,4,3,1,98.7,55.7,4,0,97.7,52.7,6,4,0,99.7,53.7,7,0
27005000110,27,005,000110,46.9,39.9,1,1,0,58.8,28.9,2,0,0,48.9,32.9,4,0,53.8,30.9,2,1,0,50.8,33.9,3,0
27005000115,27,005,000115,193.5,129.8,8.2,2.1,0,211.2,106.1,10.3,6.1,0,212.9,108.1,9.4,0,211.9,102,12.4,2.1,0,205.9,111,11.4,0
27005000120,27,005,000120,162.1,129.9,3.3,0.1,0,189,104,2.2,3.1,0,183.6,99.1,6.4,0,180.5,102.1,5.4,3.1,0,191.7,93,6.4,0
27005000125,27,005,000125,375.6,404.4,15.2,5.1,0,472,302,24.2,3,0,452,301.9,23.2,1,452.9,289,38.2,9.2,0,457,288,42.2,0
27005000130,27,005,000130,90.7,160.3,12,4,0,116,127,17,4,0,113.9,124.9,13.1,0,105.8,121,25.1,4,0,109.8,123,24.1,1
27005000135,27,005,000135,128.4,99.8,2,2,0,150.2,73.1,4,2,0,147.2,69.2,8.9,0,142.2,74.1,7.9,1,0,141.3,74.1,9.9,1
27005000140,27,005,000140,539.5,474.1,29,3.5,0.1,641.3,368.4,22.7,9.1,0.1,611.3,362,33,0.1,603.1,362.4,46.8,7.8,0.1,610.4,370,39.3,1.2
27005000145,27,005,000145,60,88,5,4,0,63,86,6,1,0,61,86,4,0,61,75,13,1,0,59,82,12,0
27005000150,27,005,000150,13.8,23.5,2.1,1.1,0,17.1,21.5,3.1,1,0,12.9,24.3,4.2,0,17,18.2,4.3,2.1,0,14.9,19.4,7.3,0
27005000155,27,005,000155,236.5,109.3,8,2,1,245.5,94.2,15,2,0,249.5,91.2,9,0,242.5,94.2,13,2,0,251.5,84.2,18,2
27005000160,27,005,000160,22,46,2,0,0,21,44,3,0,0,19,43,2,0,17,39,7,1,0,21,40,4,0
27005000165,27,005,000165,25.1,19.1,4,1,0,30.2,15.1,2,1,0,30.1,16.1,2,0,29.2,14.1,4,1,0,29.2,16.1,3,0
27005000170,27,005,000170,154.9,136.3,8.4,1.9,0,187.6,107.3,6.5,0,0,171.7,115.7,8.4,0,168.9,113.9,10.3,0.9,0,174.5,113.9,6.5,0
27005000175,27,005,000175,30.2,46.8,1,0,0,33.2,42.9,1,0,0,29.3,39,4.9,0,34.1,37.1,2.9,1,0,33.2,38,3.9,0
27005000180,27,005,000180,139,48,1,2,0,142,46,1,1,0,146,37,5,0,141,33,4,8,0,147,38,5,0
27005000185,27,005,000185,45,38,2,0,0,50,35,0,0,0,47,36,1,0,48,35,0,1,0,50,32,1,0
27005000190,27,005,000190,77,69.2,4.9,1,0,89.6,55.5,6.8,2,0,84.8,53.6,7.8,0,85.7,52.6,8.8,1,0,85.7,53.6,8.8,0
27005000195,27,005,000195,107,90,4,1,0,124,72,3,0,0,123,72,5,0,121,71,7,1,0,121,71,8,0
27005000200,27,005,000200,22,17,0,0,0,26,13,0,0,0,25,11,1,0,22,14,1,0,0,23,16,0,0
27005000205,27,005,000205,109,45,4,2,0,118,39,3,0,0,116,38,4,0,118,36,4,1,0,119,36,3,0
27005000210,27,005,000210,95,139.2,15.1,0.1,0,105.7,133.7,9.1,0,0,110,121.8,10.5,0,104.1,108.2,27.6,3.4,0,107.3,113.4,22.6,0.1
27005000215,27,005,000215,145,80,11,2,0,163,62,11,3,0,158,64,10,0,154,66,13,4,0,158,66,14,0
