GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREACAR,G20PRESLAR,G20USSDDUR,G20USSRCUR,G20USSIWIL,G20USSLMAL,G20USSGBLA
17031830029,17,031,830029,477,213,10,2,1,1,433,254,6,9,1
17031830030,17,031,830030,634,226,15,3,0,0,546,305,17,7,3
17031830031,17,031,830031,620.83,451.87,16,4,3,0,544.85,499.86,18,9,6
17031830032,17,031,830032,749.41,355.2,7,6,2,4,701.37,386.23,11.01,11,8
17031830033,17,031,830033,315.65,288.85,6.95,2.98,0,0,311.68,247.16,13.9,4.96,8.93
17031830034,17,031,830034,395,219,1,3,0,2,348,252,7,1,4
17031830035,17,031,830035,525.17,369.13,16,6,1,0,458.15,422.14,21,7,4
17031830036,17,031,830036,372,235,4,5,0,1,376,210,10,5,6
17031830037,17,031,830037,599,336,8,7,0,1,525,390,27,4,6
17031830038,17,031,830038,452,248,3,2,0,0,409,259,15,4,3
17031830039,17,031,830039,294,200,6,1,1,1,276,194,9,8,8
17031830040,17,031,830040,346.21,256.48,3.95,3.94,0,0,336.33,238.75,14.78,2.96,3.95
17031830041,17,031,830041,459.75,201.64,6.27,0,0,0,427.49,219.57,11.65,4.48,4.48
17031830042,17,031,830042,459.37,293.36,1.05,0.03,1.99,0,413.1,308.63,18.03,4.06,1.02
17031830043,17,031,830043,639.06,264.31,4.17,1.01,0.02,0,613.76,263.46,9.29,2.03,4.09
17031830044,17,031,830044,444.29,181.21,5.01,4,0,1,397.26,208.23,16,8,2
17031830045,17,031,830045,710.41,342.27,10.94,3.98,0,0,652.7,385.06,12.93,9.95,1.99
17031830046,17,031,830046,775.61,359.74,16.06,2.02,2,0,704.31,388.96,28.07,12.05,8.01
17031830047,17,031,830047,661.01,242.61,9.67,0,0.88,1.76,621.46,267.22,7.91,7.03,2.64
17031830048,17,031,830048,486.6,317.58,11.05,5,2,1,463.35,334.72,13.09,8.04,3.04
17031830049,17,031,830049,483,173,8,1,1,0,449,186,11,10,9
17031830050,17,031,830050,678.87,387.52,7.5,0.03,0,0,628.57,396.68,17.13,8.13,5.1
17031830051,17,031,830051,1424.98,776.85,24.07,5.07,1.02,1,1285.66,874.03,25.12,19.09,10.05
17031830052,17,031,830052,501.22,233.42,4.95,2.97,0,0,459.51,267.13,7.97,7.93,1.98
17031830053,17,031,830053,602,263.19,5.51,3.86,0.97,0,576.31,277.68,8.98,6.28,3.38
17031830054,17,031,830054,559.71,177.19,4.97,0,3.08,0.18,538.75,191.65,2.8,4.7,0.27
17031830055,17,031,830055,575,134,7,2,0,0,564,135,10,5,2
17031830056,17,031,830056,636.59,422.27,8.01,2,0,1,606.54,420.31,25.01,12.01,5
17031830057,17,031,830057,377,230,6,3,0,0,359,239,8,3,4
17031830058,17,031,830058,264.79,213.52,4.05,1.06,0,2,247.67,214.25,4.22,5.04,3.05
17031830059,17,031,830059,482.14,283.04,11.03,1.01,0,1,455.12,276.89,18.05,4.02,2.03
17031830060,17,031,830060,727,261,6,5,0,0,703,275,6,3,4
17031830061,17,031,830061,383,241,3,0,1,0,343,273,6,3,0
17031830062,17,031,830062,605.59,298.8,2,2,1,0,545.63,341.77,11.99,7,1
17031840001,17,031,840001,420,395,2,10,0,0,429,316,37,4,7
17031840002,17,031,840002,383,378,7,8,0,1,381,310,55,8,5
17031840003,17,031,840003,518.11,321.98,13.92,2.02,1.01,0,477.29,320.91,34.96,9.97,5.98
17031840004,17,031,840004,414,560,7,1,0,4,428,441,54,9,6
17031840005,17,031,840005,291,396,6,0,0,2,306,303,48,12,3
17031840006,17,031,840006,506.4,684.31,5.1,4.08,0,1,509.61,537.21,74.56,4.15,16.02
17031840007,17,031,840007,268.53,416.62,2.96,7.9,0.99,0,266.56,345.54,40.48,4.94,8.89
17031840008,17,031,840008,206.6,343.69,4.9,3.92,0,0,216.39,291.79,26.44,6.85,0.98
17031840009,17,031,840009,214,322,3,0,0,0,224,250,37,8,2
17031840010,17,031,840010,206.51,346.82,3.95,0.99,0,0.99,220.35,280.62,38.54,8.89,0.99
17031840011,17,031,840011,610.89,414.02,10.08,8.98,4.99,1,569.71,396.09,61.04,14.03,7.02
17031840012,17,031,840012,281.96,294,2.79,1.92,0.06,3.71,288.5,227.85,33.97,4.74,5.68
17031840013,17,031,840013,257,420,2,1,1,0,249,349,49,4,2
17031840014,17,031,840014,379,234,5,3,4,0,355,232,20,3,7
17031840015,17,031,840015,308.04,343.03,0.97,2.92,1.94,0.97,311.93,280.83,30.12,4.86,5.83
17031840016,17,031,840016,271,350.97,1.24,2.16,0,0.32,269.57,276.31,46.91,6.4,3.48
17031840017,17,031,840017,367,425,3,3,4,0,383,345,34,8,5
17031850001,17,031,850001,603,29,5,4,1,1,549,34,49,7,4
17031850002,17,031,850002,983,106,10,4,2,1,915,136,30,7,13
17031850003,17,031,850003,1024,106,6,2,0,2,959,104,38,14,23
17031850004,17,031,850004,883.43,134.29,9.34,5.25,2.08,0,811.8,158.05,39.03,9.59,15.42
17031850005,17,031,850005,900,110,4,4,2,1,837,127,38,5,8
17031850006,17,031,850006,1011,83,16,5,2,4,913,82,81,16,23
17031850007,17,031,850007,585,55,9,0,0,1,552,75,17,3,7
17031850008,17,031,850008,779,44,6,5,0,1,736,48,33,4,8
17031850009,17,031,850009,498,29,6,4,3,2,470,39,12,12,8
17031850010,17,031,850010,797,56,5,3,1,3,741,68,32,5,12
17031850011,17,031,850011,693,72,2,4,2,1,629,69,58,8,6
17031850012,17,031,850012,417,52,7,4,3,1,391,58,23,8,6
17031850013,17,031,850013,776,44,9,5,4,2,702,51,66,6,17
17031850014,17,031,850014,850,96,9,1,2,2,779,142,17,6,11
17031850015,17,031,850015,1007,64,9,10,3,0,895,82,85,6,19
17031850016,17,031,850016,1100,123,14,5,3,2,1012,141,50,18,16
17031850017,17,031,850017,1125,117,17,10,1,1,1046,125,56,12,17
17031850018,17,031,850018,680,108,9,1,0,2,635,120,23,10,11
17031850019,17,031,850019,889,119,9,3,2,2,815,129,44,13,11
17031850020,17,031,850020,1183,163,16,3,2,4,1098,179,46,19,14
17031850021,17,031,850021,599,50,0,7,2,0,557,48,37,1,13
17031850022,17,031,850022,646,73,4,5,0,3,599,84,33,2,11
17031850023,17,031,850023,817,95,10,2,4,2,776,100,32,8,12
17031850024,17,031,850024,566,66,16,3,3,0,541,84,13,8,10
17031850025,17,031,850025,760,90,6,5,6,2,704,90,46,7,20
17031850026,17,031,850026,716,41,5,2,0,2,667,46,33,4,11
17031850027,17,031,850027,253,19,1,0,0,1,233,25,11,3,3
17031850028,17,031,850028,1057,117,8,14,2,1,973,131,66,10,19
17031850029,17,031,850029,702,91,12,5,1,0,667,88,37,8,8
17031850030,17,031,850030,913,64,5,2,1,1,796,69,88,9,17
17031850031,17,031,850031,1224,101,8,6,4,0,1151,98,57,10,18
17031850032,17,031,850032,531,43,3,3,2,0,498,41,30,3,8
17031850033,17,031,850033,685,72,2,4,1,1,623,58,63,7,10
17031850034,17,031,850034,642,71,6,5,0,1,595,81,25,13,7
17031850035,17,031,850035,994,105,12,9,3,2,934,128,31,11,19
17031850036,17,031,850036,934,106,6,2,1,2,866,113,31,12,13
17031850037,17,031,850037,439,44,2,8,4,1,408,56,21,4,13
17031860001,17,031,860001,643.84,497.33,5.98,7.97,1,0,599.99,454.48,54.82,14.95,12.96
17031860002,17,031,860002,388.59,499.48,6.84,7.79,0.02,1.96,385.68,449.52,34.34,8.78,8.8
17031860003,17,031,860003,299.39,222.07,8.81,2.5,0,0.16,299.17,178.28,24.53,13,2.18
17031860004,17,031,860004,281,271,5,5,1,0,255,254,31,5,10
17031860005,17,031,860005,261,300,4,2,3,1,255,266,26,9,9
17031860006,17,031,860006,261.15,261.95,2.87,2.13,1,1,267.88,221.4,20.61,4.74,4.47
17031860007,17,031,860007,246.53,247.53,3.99,0,0,1,257.51,203.62,21.96,5.99,3.99
17031860008,17,031,860008,295.46,324.16,6.34,0.18,0.95,0,294.53,277.35,28.63,5.84,10.16
17031860009,17,031,860009,485.74,425.71,8.01,6.01,1,0,482.75,381.64,26.04,13.02,8.01
17031860010,17,031,860010,384.08,358.97,0.93,6.51,2.79,0,365.48,324.56,34.41,11.16,8.37
17031860011,17,031,860011,271.8,288.64,5.23,0.19,0.04,1.04,271.34,258.87,19.54,2.23,4.35
17031860012,17,031,860012,146.39,203.68,2.73,1.82,0.91,0,145.48,177.31,18.19,6.36,6.36
17031860013,17,031,860013,565.47,462.93,6.97,3.98,1.99,0,550.54,401.2,36.84,12.94,7.96
17031860014,17,031,860014,368.64,396.62,5.99,0,3,1,369.64,339.67,40.96,6.99,5.99
17031860015,17,031,860015,478.26,615.19,9.12,3.17,3.97,1.05,434.07,598.43,34.86,11.11,6.2
17031860016,17,031,860016,340.19,450.76,6.06,6.05,3.02,0.02,322.18,419.17,34.45,9.07,4.09
17031860017,17,031,860017,307.66,226.65,8.18,5.03,2,0,305.61,192.07,36.37,7.16,5.1
17031860018,17,031,860018,493.21,526.02,5,3.04,1.97,1.99,493.17,471.35,42.68,6,7.97
17031860019,17,031,860019,273,258,6,0,1,0,253,239,33,7,0
17031860020,17,031,860020,175.13,247.63,2.82,2.82,0,0.94,167.6,234.45,16.95,2.82,3.77
17031860021,17,031,860021,413.08,494.5,5.96,11.92,0,0,382.29,486.55,29.79,4.96,4.96
17031860022,17,031,860022,346.39,332.89,6.93,2.94,0.96,1.92,350.41,298.94,19.81,9.9,4.13
17031860023,17,031,860023,309,281,8,2,1,0,287,251,31,4,6
17031860024,17,031,860024,325.2,407.74,5.97,0.99,1.99,0,311.28,360.01,41.77,12.93,7.96
17031860025,17,031,860025,574.55,602.97,8.78,3.2,1.04,0.01,569.73,525.46,55.84,13.1,6.18
17031860026,17,031,860026,330,311,3,4,2,1,321,268,28,12,6
17031860027,17,031,860027,290.08,233.71,5.06,4.94,0.99,0.01,292.07,214.22,20.09,5.11,3.1
17031860028,17,031,860028,240,304,7,3,1,0,230,292,14,8,3
17031860029,17,031,860029,624.17,686.67,4.25,2.11,0.04,0.07,569.35,659.47,34.69,17.35,7.14
17031860030,17,031,860030,274.52,307.91,2.69,0.49,0.1,0.29,271.58,268.55,29.44,4.98,2.98
17031860031,17,031,860031,293,308,6,4,2,1,278,275,24,6,5
17031860032,17,031,860032,230,265,4,3,0,1,228,245,19,2,4
17031860033,17,031,860033,286.88,300.98,2.99,1,0,0,272.91,288.98,25.89,1.01,1.02
17031860034,17,031,860034,398.72,429.55,10.97,3.06,1.02,0.99,400.65,370.77,33.14,13.96,10.94
17031860035,17,031,860035,373.92,408.5,4.04,8.08,5,0,355.71,385.45,39.21,4.04,8.04
17031860036,17,031,860036,536.93,485.71,11.73,2.94,0.14,0,546.6,409.23,36.54,16.5,17.17
17031860037,17,031,860037,418.38,433.49,3.08,3.49,1.21,1,414,395.82,28.63,4.85,3.64
17031860038,17,031,860038,226,226,2,2,1,1,225,192,18,7,2
17031860039,17,031,860039,296.81,295.22,2.02,1,2,0,279.77,278.26,24.97,5.01,1.01
17031860040,17,031,860040,423.34,461.37,4.08,4.04,0,2.01,408.22,417.01,35.25,10.07,10.08
17031860041,17,031,860041,320,359,5,5,1,0,319,330,28,7,2
17031860042,17,031,860042,415.8,427.65,9.91,3.96,0.02,0,409.72,400.58,32.96,7.02,2.01
17031860043,17,031,860043,340.4,308.92,4.92,0.98,0,0.98,329.58,285.31,31.48,6.89,2.95
17031860044,17,031,860044,290.67,355.59,4,0,3,2,289.67,304.65,33.96,6.99,4
17031860045,17,031,860045,327.6,364.08,2.08,6.02,0,0.02,300.42,352.69,23.52,6.11,6.05
17031860046,17,031,860046,271.27,271.8,7.93,3.97,2.97,0.99,279.1,233.98,29.8,9.94,3
17031860047,17,031,860047,503.11,624.94,5.18,2.18,0.04,0,498.78,561.25,42.98,4.29,2.04
17031860048,17,031,860048,351.66,354.63,7.92,3.96,0,0.99,339.78,316.99,26.75,6.93,7.92
17031860049,17,031,860049,249,300,2,1,0,0,246,271,25,1,2
17031860050,17,031,860050,289.55,286.79,11.95,1.84,0,0,285.87,251.86,22.06,10.11,6.43
17031860051,17,031,860051,453,518,10,8,0,1,431,501,29,6,8
17031860052,17,031,860052,328,390,7,4,0,0,325,339,41,10,2
17031860053,17,031,860053,308,294,5,2,0,0,288,276,28,7,8
17031860054,17,031,860054,513.12,603.02,7.01,3,0,0,477.09,563.02,43.11,5.99,10.98
17031860055,17,031,860055,279,288,6,1,0,1,270,256,27,7,8
17031860056,17,031,860056,258.35,391.38,5,0,1,1,233.31,395.37,15.02,3.01,2
17031860057,17,031,860057,343.94,414.59,2,3.99,2,1,324.94,378.67,33.97,6.99,8.96
17031860058,17,031,860058,376.48,379.5,4.98,1.99,0.98,0,364.63,345.87,33.66,8.9,2.97
17031860059,17,031,860059,376.67,408.04,3.01,5.02,2.01,0,352.58,393.86,28.17,7.03,4.04
17031860060,17,031,860060,242.89,265.06,4.82,4.82,0.96,0,234.22,246.75,26.02,7.71,0.96
17031860061,17,031,860061,299,316,6,1,1,2,291,292,29,5,3
17031860062,17,031,860062,381.48,339.09,6.31,4.51,0.9,2.71,354.42,317.45,31.56,9.02,9.02
17031860063,17,031,860063,387.33,432.41,8,6,2,0,365.33,407.35,33.04,10.01,4
17031860064,17,031,860064,433.17,657.41,10.13,5.15,1,0.03,411.98,618.49,41.72,11.19,5.18
17031860065,17,031,860065,314.95,411.46,2.12,3.07,0.01,0.01,308.72,367.83,29.44,3.07,5.85
17031860066,17,031,860066,357,312,3,6,2,0,350,299,14,6,6
17031860067,17,031,860067,249,225,5,3,0,0,240,199,24,4,5
17031860068,17,031,860068,298.12,318.72,3.04,1.01,1.02,1,281.92,298.65,22.15,4.05,5.03
17031860069,17,031,860069,245.46,132.37,2.51,3.35,0,0.84,239.6,102.21,31,5.03,1.68
17031860070,17,031,860070,497,504,22,8,3,0,496,446,37,19,7
17031860071,17,031,860071,286.6,419.42,3,2,0,0,278.61,382.47,26.96,4.99,1
17031860072,17,031,860072,319.2,265.36,5.77,4.81,0.96,0.96,307.66,221.13,38.46,5.77,8.65
17031860073,17,031,860073,559.85,455.58,7.02,4.01,0.01,0,567.74,391.37,35.22,16.06,7.02
17031860074,17,031,860074,234.43,237.65,4.01,3.01,0,1,223.43,220.56,21.06,3.02,4.02
17031860075,17,031,860075,384.25,562.63,6.98,10.96,0.99,0.99,353.45,552.97,20.9,8.99,5.17
17031870001,17,031,870001,367,217,7,2,0,0,334,218,17,13,5
17031870002,17,031,870002,634,391,15,5,2,0,595,402,33,5,7
17031870003,17,031,870003,270.39,332.87,11.71,3.9,0.98,0.98,232.32,354.34,13.67,12.69,4.88
17031870004,17,031,870004,404,158,12,7,0,0,394,142,8,8,14
17031870005,17,031,870005,595,412,21,6,0,1,563,394,24,23,10
17031870006,17,031,870006,580,305,14,4,1,1,529,325,23,13,5
17031870007,17,031,870007,511.87,301.15,10.06,6.01,1,1,472.84,308.05,20.09,10.04,13.02
17031870008,17,031,870008,572.55,307.06,18.2,4.05,0,0,541.43,306.69,20.32,13.15,6.08
17031870009,17,031,870009,420,332,8,2,0,0,388,343,17,7,3
17031870010,17,031,870010,495.55,477.57,17.03,4.03,4.01,0.01,430.37,540.66,13.08,12.04,4.02
17031870011,17,031,870011,450.41,263.92,15.97,1.01,0,2,413.24,262.99,10.21,12.97,11.97
17031870012,17,031,870012,358.33,351.29,6.71,1.06,1.95,1.95,310.48,392.95,9.62,4.86,5.75
17031870013,17,031,870013,439.6,308.77,18.05,2,3.03,1.01,422.26,293,15.15,20.01,14.02
17031870014,17,031,870014,478.43,299.23,8.01,6,0,0,453.41,287.23,15.02,11.01,4
17031870015,17,031,870015,550.97,367.18,18.19,2.14,2.02,1,525.54,356.31,25.3,15.15,2.1
17031870016,17,031,870016,471.25,242.59,5.97,3.98,0,1.99,436.45,205.8,23.86,15.91,12.92
17031870017,17,031,870017,470,280,9,5,2,0,428,290,21,14,5
17031870018,17,031,870018,350,205,8,5,0,0,336,194,18,5,5
17031870019,17,031,870019,452.43,348.32,5.98,0.01,3.93,0.99,409.9,375.82,18.84,1.07,2.01
17031870020,17,031,870020,541,208,14,7,1,3,502,208,15,16,11
17031870021,17,031,870021,549.4,415.52,12.89,4.96,1.98,0,530.56,390.73,20.83,20.83,6.94
17031870022,17,031,870022,460,255,11,3,4,1,429,261,17,18,9
17031870023,17,031,870023,263.58,297.52,3.99,0,3,0,231.63,327.48,4.99,2,1
17031870024,17,031,870024,628.6,442.48,15.11,5.04,0.02,1,595.44,429.27,22.17,15.17,9.06
17031870025,17,031,870025,407.46,252.58,4.09,0.03,3.13,0,381.21,255.3,13.31,9.09,2.06
17031870026,17,031,870026,586,357,23,4,8,0,563,354,20,22,5
17031870027,17,031,870027,389,227,6,7,4,0,360,223,15,8,4
17031870028,17,031,870028,310.52,224.8,7.88,0.98,0.01,0.98,284.88,224.86,15.76,7.87,3.94
17031870029,17,031,870029,580.08,369.83,7.51,4.69,0,0,553.8,354.81,12.2,15.96,4.69
17031870030,17,031,870030,385.14,236.56,11.73,2.93,0,0,377.32,216.03,18.57,8.8,4.89
17031870031,17,031,870031,342,208,10,4,0,0,318,227,12,2,2
17031870032,17,031,870032,447,292,11,1,3,1,419,300,16,6,4
17031870033,17,031,870033,329,159,10,4,1,0,312,153,11,10,7
