GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDPRI,G18GOVRRAU,G18GOVCMCC,G18GOVLJAC,G18ATGDRAO,G18ATGRHAR,G18ATGLHAR,G18SOSDWHI,G18SOSRHEL,G18SOSLDUT,G18COMDMEN,G18COMRSEN,G18COMLBAL,G18TREDFRE,G18TRERDOD,G18TRELLEH
1701500SA03,17,015,00SA03,57.12,55.27,6.59,4.65,56.15,58.2,6.49,77.68,39.47,5.51,66.5,46.94,8.3,60.79,59.97,1.93
1701500SA04,17,015,00SA04,82.28,134.81,13.88,6.94,91.2,136.79,7.93,137.79,100.12,2.97,106.07,120.93,10.9,98.14,126.88,11.9
1701500SA05,17,015,00SA05,83.45,139.06,12.92,7.94,89.43,142.03,4.99,147.94,94.43,1.01,114.18,119.24,4.04,103.28,127.17,7.98
1701500SA06,17,015,00SA06,131.16,129.87,18.61,7.47,126.22,147.98,8.59,175.59,104.97,2.5,154.26,119.89,6.76,132.8,141.98,10.19
1701500SM00,17,015,00SM00,41,117,10,1,43,119,1,74,90,2,47,115,2,43,115,4
1701500WD00,17,015,00WD00,36.38,109.69,11.02,4.98,47.37,110.74,3.98,81.62,79.43,2.01,49.45,102.68,6.99,48.42,105.68,5.01
1701500WN00,17,015,00WN00,62.53,103.6,6.16,3.07,60.7,105.62,4.06,94.2,75.16,3.03,62.73,98.5,5.1,60.71,100.54,7.07
1701500WY01,17,015,00WY01,87.33,194.51,9.92,7.94,92.29,200.46,5.95,150.84,145.88,3.97,104.2,187.56,4.96,98.25,191.53,6.95
1701500WY02,17,015,00WY02,53.67,126.49,11.08,4.06,55.71,134.54,4.05,95.16,95.12,4.03,71.8,122.44,3.04,58.75,132.47,4.05
1701500YK00,17,015,00YK00,210.88,418.75,28.98,9.99,229.86,410.76,15.99,368.78,286.83,14.99,268.84,373.78,13.99,247.85,394.77,14.99
17017000111,17,017,000111,61,225,73,3,68,273,8,191,167,5,109,232,11,102,241,6
17017000220,17,017,000220,49,130,33,6,54,157,7,108,107,6,81,129,7,72,136,7
17017000221,17,017,000221,96.9,198.8,45.95,7.99,81.92,249.75,15.98,195.8,140.86,14.98,129.87,198.8,16.98,130.87,197.8,16.98
17017000301,17,017,000301,81.08,39.62,24.59,7.09,78.47,60.73,13.12,112.41,34.73,7.16,99.8,44.3,8.29,95.98,45.71,10.49
17017000302,17,017,000302,123.36,115.45,36.24,4.11,115.94,144.99,5.17,200.5,74.46,1.16,158.98,106.92,5.25,144.41,113.2,6.4
17017000303,17,017,000303,58.3,23.85,22.08,1.77,50.35,52.12,2.65,77.73,24.73,2.65,68.9,32.68,4.42,58.3,37.98,7.07
17017000304,17,017,000304,78,50,22,5,74,75,5,113,36,6,94,56,6,95,59,2
17017000305,17,017,000305,52,62,19,6,48,82,4,86,51,1,63,66,3,55,74,5
17017000306,17,017,000306,105.88,88.9,19.98,4.99,106.87,101.89,5.99,156.83,62.93,5.99,128.85,82.91,3,124.86,81.91,6.99
17017000307,17,017,000307,162.67,176.28,66.56,9.11,170.52,226.04,8.05,288.08,128.57,7.03,220.74,178.86,7.02,204.67,187.91,12.02
17017000308,17,017,000308,51,42,11,6,48,54,10,82,26,5,64,42,5,62,42,5
17017000410,17,017,000410,132.14,228.14,86.87,8.1,131.1,299.08,14.02,246.19,208.97,8.05,182.14,257.06,13.05,167.09,262.96,17.1
17017000518,17,017,000518,58.98,86.17,28.54,7.73,50.42,113.55,9.5,111.31,67.22,5.74,89.04,82.62,6.68,74.67,92.83,10.57
17017000609,17,017,000609,27,89,33,4,34,112,4,80,72,2,53,91,6,49,97,3
17017000719,17,017,000719,9,19,6,1,9,21,3,15,13,4,15,15,2,12,19,1
17017000817,17,017,000817,46.43,87.25,22.28,2.95,44.46,103.82,1.97,104.54,54.3,1.03,64.79,89.2,1.03,57.13,90.11,3.9
17017000916,17,017,000916,25,56,16,8,22,80,3,58,49,0,40,63,3,36,68,4
17017001012,17,017,001012,43.75,93.94,22.71,5.97,39.86,117.5,4.02,102.88,59.51,4.96,59.7,96.75,5.04,57.57,93.83,6.07
17017001113,17,017,001113,78,114,36,11,83,139,14,155,79,7,113,110,15,107,115,11
17017001114,17,017,001114,42.6,91.15,19.82,2.97,44.58,100.07,5.94,102.05,52.51,3.96,68.36,75.3,8.92,61.43,80.25,7.93
17017001115,17,017,001115,98,171,58,18,100,225,9,219,120,10,152,174,16,140,185,11
17019AYE000,17,019,AYE000,41,141,8,13,37,160,7,91,104,8,51,138,14,78,116,10
17019BF1000,17,019,BF1000,146,410,62,20,119,502,17,275,351,17,186,431,22,280,342,20
17019BFO000,17,019,BFO000,11,85,12,3,14,94,4,36,73,4,25,80,7,37,68,7
17019CC0100,17,019,CC0100,490.83,22.76,3.95,6.91,457.23,68.2,4.95,510.62,13.85,5.92,507.61,16.82,5.93,496.77,16.82,6.93
17019CC0200,17,019,CC0200,514,56,0,23,504,64,20,531,37,22,497,42,31,487,52,28
17019CC0300,17,019,CC0300,892,182,9,48,896,195,27,956,137,28,900,167,43,867,184,43
17019CC0400,17,019,CC0400,615,236,22,31,647,219,26,707,168,22,661,195,32,623,219,34
17019CC0500,17,019,CC0500,1221,202,15,48,1191,230,47,1286,147,39,1211,179,57,1146,214,75
17019CC0600,17,019,CC0600,719.29,189.55,24.41,29.33,684.43,257.09,24.3,784.7,148.81,33.31,735.93,189.42,38.38,746.38,176.85,35.37
17019CC0700,17,019,CC0700,1037,169,9,31,1027,179,27,1064,136,33,1025,154,32,986,170,42
17019CC0800,17,019,CC0800,836.99,184.87,11.04,30.35,830.55,187.63,28.51,887.58,142.56,28.51,836.99,170.16,34.95,807.56,184.87,35.87
17019CC0900,17,019,CC0900,454,81,18,22,444,125,12,505,57,17,480,83,19,470,82,19
17019CC1000,17,019,CC1000,345.54,78.9,13.98,12.98,330.56,105.86,13.98,376.5,63.92,12.98,352.53,80.89,14.98,359.52,70.91,16.98
17019CC1100,17,019,CC1100,781,142,22,30,771,194,29,841,110,35,798,142,41,816,133,26
17019CC1200,17,019,CC1200,625,153,17,24,615,194,20,691,114,18,657,133,31,673,116,26
17019CC1300,17,019,CC1300,666.63,141,13.43,29.73,652.25,186.08,21.1,739.53,95.92,17.27,690.61,135.25,22.06,718.43,104.55,20.14
17019CC1400,17,019,CC1400,249,70,6,5,237,94,8,267,53,15,256,63,14,270,54,10
17019CC1500,17,019,CC1500,390,154,30,16,376,214,13,470,112,17,431,143,22,460,119,15
17019CC1600,17,019,CC1600,261,188,12,10,240,235,7,340,129,10,291,177,10,339,123,15
17019CC1700,17,019,CC1700,711.58,370.45,33.85,34.94,666.42,461.37,27.8,846.35,277.39,30.64,753.64,346.6,45.8,792.39,302.88,46.15
17019CC1800,17,019,CC1800,467.27,234.63,32.81,33.8,453.36,302.24,19.88,584.59,174.98,19.88,507.04,235.63,26.84,552.78,192.87,22.87
17019CC1900,17,019,CC1900,431,150,22,24,413,211,14,495,118,21,456,159,18,491,115,26
17019CC2000,17,019,CC2000,496,216,12,15,441,295,12,584,145,21,524,195,28,577,154,16
17019CC2100,17,019,CC2100,312.37,183,11.57,7.27,297.75,224.92,7.9,385.47,128.08,12.73,353.39,157.75,11.94,394.57,118.45,8.86
17019CC2200,17,019,CC2200,164,119,7,9,153,150,3,207,89,7,177,116,6,202,95,5
17019CC2300,17,019,CC2300,214,134,13,7,191,184,2,273,92,11,229,131,11,265,101,4
17019CC2400,17,019,CC2400,651.15,528,24.47,17.29,590.25,643.67,17.24,875.27,353.57,19.32,734.91,476.66,31.36,863.97,360.65,20.32
17019CC2500,17,019,CC2500,279.51,140.11,13.63,31.13,261.01,187.79,18.49,337.89,98.29,28.21,304.8,135.26,27.24,334.95,104.13,23.36
17019CC2600,17,019,CC2600,415,223,25,31,391,297,20,525,158,20,444,222,33,503,170,28
17019CC2700,17,019,CC2700,245,159,12,11,234,193,9,310,109,15,267,153,12,317,109,9
17019CC2800,17,019,CC2800,208,95,12,5,194,119,6,240,69,12,212,91,12,236,76,5
17019CC2900,17,019,CC2900,225,174,13,11,222,207,3,301,120,10,261,157,12,293,129,8
17019CC3000,17,019,CC3000,405.41,112.63,18.29,19.42,382.6,161.07,16.37,452.87,86.41,18.49,427.35,98.76,31.56,435.21,89.94,23.47
17019CC3100,17,019,CC3100,338,131,13,24,330,164,14,393,94,21,372,110,22,386,98,20
17019CC3200,17,019,CC3200,430,329,24,21,372,440,19,579,231,20,464,325,29,548,246,24
17019CC3300,17,019,CC3300,531,413,34,31,479,521,15,707,276,33,597,364,41,698,275,27
17019CC3400,17,019,CC3400,1013.46,628.5,70.44,49.48,927.49,822.32,31.43,1254.93,474.43,48.58,1089.73,607.39,63.66,1198.04,508.14,55.54
17019CC3500,17,019,CC3500,543,239,35,42,509,333,21,648,194,21,587,235,34,618,211,28
17019CC3600,17,019,CC3600,375,288,32,17,342,363,15,492,203,22,418,272,24,488,207,18
17019CC3700,17,019,CC3700,711.35,417.76,40.85,35.02,647.63,546.34,17.62,880.01,309.16,27.82,773.94,406.65,20.58,836.85,342.89,21.39
17019CC3800,17,019,CC3800,637.96,497.2,26.75,17.81,575.86,602.92,13.87,841.33,327.69,23.63,688.3,451.42,25.62,799.47,342.26,26.51
17019CC3900,17,019,CC3900,483.18,327.78,28.14,19.46,460.32,392.5,13.63,594.54,254.25,17.12,539.75,299.01,23.99,581.63,261.15,15.12
17019CGI000,17,019,CGI000,63,345,49,19,47,419,14,181,290,8,103,365,11,247,226,7
17019CH1000,17,019,CH1000,63.7,35.7,2.6,0.07,57.2,43.27,1.65,79.48,20.14,1.66,65.45,30.94,1.73,74.74,24.08,3.27
17019CH2000,17,019,CH2000,579.57,668.13,38.56,19.45,538.18,764.25,15.61,813.62,475.92,24.17,658.27,612.29,27.75,752.58,520.97,21.61
17019CH3000,17,019,CH3000,505.09,698.8,51.35,18.04,433.39,836.37,15.6,761.69,492.14,20.53,582.6,664.61,23.37,735.13,513.83,19.59
17019CH4000,17,019,CH4000,900,623,57,39,816,779,35,1121,461,42,969,585,56,1080,482,50
17019CH5000,17,019,CH5000,597.56,581.71,34.01,21.42,532.03,703.57,17.5,824.96,404.62,23.53,653.22,556.38,26.43,802.61,410.84,23.64
17019CH6000,17,019,CH6000,684.43,512.06,47.36,36.99,619.22,656.15,28.93,926.08,336.67,37.93,776.43,469.58,38.15,891.46,362.06,35.18
17019CN0100,17,019,CN0100,546.61,41.18,4.09,5.99,503.13,94.63,8.98,580.64,23.02,6.02,561.48,29.33,8.04,558.97,29.92,11.94
17019CN0200,17,019,CN0200,308,47,3,10,317,42,5,319,33,10,303,39,13,297,42,14
17019CN0300,17,019,CN0300,337,46,6,15,340,39,12,364,24,8,350,28,15,339,35,15
17019CN0400,17,019,CN0400,601,60,4,25,614,58,12,643,30,15,607,45,27,581,58,32
17019CN0500,17,019,CN0500,696,75,4,31,682,87,26,725,58,21,686,68,32,649,85,39
17019CN0600,17,019,CN0600,392.99,56.76,13.58,17.16,367.82,104.73,17.13,416.27,50.46,22.99,405.69,55.73,23.16,418.93,44.58,24.08
17019CN0700,17,019,CN0700,408.14,48.31,6.05,16.08,411.07,61.47,13.09,427.29,36.24,20.08,416.19,44.31,22.11,414.2,47.28,21.12
17019CN0800,17,019,CN0800,688,55,7,21,681,78,18,710,42,23,687,45,32,676,55,31
17019CN0900,17,019,CN0900,688,124,14,30,666,172,19,738,99,25,701,119,33,695,136,26
17019CN1000,17,019,CN1000,453,44,2,9,435,69,9,473,29,9,461,40,6,466,32,7
17019CN1100,17,019,CN1100,284.67,52.8,11.14,8.06,283.27,68.42,9.03,300.37,45.21,11.13,288.68,50.74,12.14,304.26,40.33,8.06
17019CN1200,17,019,CN1200,702.86,102.69,16.95,26.92,679.93,153.53,29.91,751.71,79.76,25.92,717.81,101.69,35.89,722.8,90.72,37.88
17019CN1300,17,019,CN1300,400,104,7,11,369,151,11,443,68,18,421,87,15,434,78,11
17019CN1400,17,019,CN1400,491,177,10,8,438,257,7,573,108,12,524,151,15,575,111,9
17019CN1500,17,019,CN1500,339,140,9,8,316,176,10,394,96,7,349,123,17,385,98,12
17019CN1600,17,019,CN1600,377,106,18,15,369,143,12,428,76,19,405,101,15,419,83,19
17019CN1700,17,019,CN1700,392.62,223.75,37.32,35.07,360.34,316.41,13.28,477.86,190.99,25.16,416.12,238.56,37.16,452.89,206.84,29.2
17019CN1800,17,019,CN1800,404.13,234.86,30.06,13.75,383.39,290.81,16.2,485.33,183.29,21.61,443.4,225.01,18.61,480.9,181.88,17.28
17019CN1900,17,019,CN1900,730.16,231.54,33.25,35.13,665.7,338.33,25.1,848.13,151.78,32.21,759.3,216.47,42.21,799,187.92,32.13
17019CN2000,17,019,CN2000,294.04,141.54,19.93,14.95,278.09,181.41,13.95,346.87,107.65,16.94,312.98,143.53,13.95,341.88,114.63,13.95
17019CN2100,17,019,CN2100,390,103,11,15,362,142,14,426,70,23,394,102,21,420,75,21
17019CN2200,17,019,CN2200,468,175,17,17,441,229,13,547,108,23,502,149,21,542,111,19
17019CN2300,17,019,CN2300,694.24,415.84,42.07,34.03,636.05,540.12,17.01,870.56,297.56,24.06,770.24,381.81,32.07,845.51,316.62,26.03
17019COL000,17,019,COL000,39,73,8,4,32,92,3,82,42,2,54,67,4,79,43,2
17019CON000,17,019,CON000,40,186,25,4,35,219,6,95,161,4,49,204,4,93,158,8
17019CPE000,17,019,CPE000,24,104,20,9,23,128,6,63,92,3,37,114,4,82,75,2
17019CRI000,17,019,CRI000,55,123,10,3,41,147,3,102,87,0,59,128,2,101,89,2
17019EBE000,17,019,EBE000,54.01,234.03,20,8,45.01,272.03,4,122.01,189.02,9,64.01,246.03,6,119.01,195.02,5
17019HAR000,17,019,HAR000,53,174,22,4,53,199,7,113,137,7,65,183,11,123,124,11
17019HEN000,17,019,HEN000,209.63,254.7,23.26,8.68,192.67,301.43,7.31,285.94,202.1,8.43,227.46,253.51,16.08,286.1,200.45,11.18
17019KER000,17,019,KER000,8.95,53.71,4.97,1.99,5.97,62.66,1.99,25.86,43.76,1.99,17.9,51.73,1,25.86,43.76,1
17019LUD100,17,019,LUD100,41,152,23,7,35,178,8,88,128,8,57,155,9,100,118,5
17019LUD200,17,019,LUD200,168,282,32,13,160,336,9,267,227,15,209,274,16,307,187,9
17019LUD300,17,019,LUD300,222,220,42,17,201,298,10,337,166,9,258,226,22,342,151,12
17019MA1000,17,019,MA1000,524.34,952.01,65.1,35.51,468.6,1104.42,20.79,805.9,743.5,39.42,605.4,916.56,56.03,757.25,774.58,46.25
17019MA2000,17,019,MA2000,270.56,490.07,33.14,10.09,239.48,569.35,8.05,421.91,376.89,14.07,300.64,483.15,22.06,394.84,402.95,15.07
17019MA3000,17,019,MA3000,260.2,435.63,53.05,35.57,231.75,540.63,25.41,386.22,378.83,31.6,277.67,475.11,42.72,345.07,407.87,38.64
17019MA4000,17,019,MA4000,458.46,1001.37,76.85,41.92,424.65,1148.95,29.8,753.88,795.67,43.98,565.93,963.34,53.25,741.68,799.55,47.11
17019MA5000,17,019,MA5000,308.44,590.93,74.86,45.91,263.52,739.65,25.95,503.09,486.11,37.93,351.36,632.85,34.94,462.16,523.05,37.93
17019NEW000,17,019,NEW000,164,455,38,25,151,526,13,300,375,15,214,446,26,299,366,22
17019OG1000,17,019,OG1000,93.15,297.3,38.65,24.78,77.3,367.66,12.88,218.02,223.97,14.87,121.89,301.27,28.74,206.13,234.87,15.86
17019OG2000,17,019,OG2000,36,213,20,11,29,257,1,130,156,1,55,221,4,135,147,3
17019PES000,17,019,PES000,115,245,25,16,90,304,12,206,185,15,128,259,17,207,181,14
17019PHI000,17,019,PHI000,281,583,69,27,194,747,16,546,391,21,348,568,28,517,412,22
17019RA1000,17,019,RA1000,168,317,46,17,174,375,9,285,261,10,218,317,16,336,212,7
17019RA2000,17,019,RA2000,216,159,25,13,199,199,9,252,145,12,220,169,15,260,134,11
17019RA3000,17,019,RA3000,136,186,19,15,128,222,12,231,117,15,172,169,18,241,108,12
17019RA4000,17,019,RA4000,133,384,49,21,111,460,18,268,299,22,166,389,24,301,264,17
17019RA5000,17,019,RA5000,275,270,62,26,261,350,25,397,218,25,325,281,30,412,199,24
17019RA6000,17,019,RA6000,233,135,30,25,214,192,15,283,123,17,256,147,19,292,114,15
17019RAY000,17,019,RAY000,43,111,11,12,44,133,4,79,91,10,54,114,11,74,95,10
17019SAI000,17,019,SAI000,60,73,9,7,49,94,6,104,42,6,75,68,6,96,48,4
17019SAS000,17,019,SAS000,70.25,147.59,18.07,7.06,64.18,173.78,7.02,121.52,113.43,9.04,89.33,143.6,7.04,127.46,110.48,4.04
17019SCB000,17,019,SCB000,84,144,12,15,72,178,6,145,98,15,99,142,12,138,108,9
17019SCS000,17,019,SCS000,37,124,11,8,33,144,5,81,97,5,56,115,8,75,95,6
17019SID000,17,019,SID000,199,474,64,27,150,611,20,336,412,30,221,513,29,328,419,25
17019SJ1000,17,019,SJ1000,233,491,63,22,183,621,16,381,422,16,275,521,12,377,418,14
17019SJ2000,17,019,SJ2000,278.85,637.7,76.35,41.22,231.7,787.34,24.12,490.98,520.03,29.13,331.11,652.73,38.26,484.87,524.13,26.14
17019SJ3000,17,019,SJ3000,137,470,53,24,109,567,13,302,359,23,171,476,33,297,365,25
17019SOH000,17,019,SOH000,162,386,49,27,134,474,17,276,333,22,184,406,28,269,336,18
17019SOM000,17,019,SOM000,135.93,253.02,19.84,9.92,114.11,288.74,15.88,212.33,189.51,13.89,147.84,248.05,21.83,211.34,190.51,15.88
17019STA000,17,019,STA000,37,197,30,4,31,233,6,92,173,8,49,215,8,102,168,4
17019TO1000,17,019,TO1000,263,485,51,25,224,588,18,474,330,25,316,462,35,444,353,20
17019TO2000,17,019,TO2000,451,416,34,24,415,489,26,602,296,27,489,390,45,560,327,34
17019TO3000,17,019,TO3000,185.75,419.41,52.93,35.94,142.82,542.22,14.98,366.48,308.57,25.96,241.67,423.4,28.96,333.54,333.52,24.96
17019UR1000,17,019,UR1000,209.16,120.72,9.26,5.5,184.75,158.4,3.48,255.22,81.86,9.25,210.12,116.07,10.56,244.12,91.86,5.8
17019UR2000,17,019,UR2000,324.46,366.2,27.89,24.7,289.37,447.12,18.15,443.23,282.84,24.85,378.62,346.45,22.96,444.89,282.86,19.17
17019UR3000,17,019,UR3000,296.29,260.13,29.49,19.28,269.78,330.53,18.37,387.44,213.74,18.48,328.72,258.08,24.14,378.78,212.74,22.34
17019UR4000,17,019,UR4000,399.2,277.44,47.31,18.87,360.8,364.31,19.73,502.83,221.21,24.73,430.9,287.19,25.75,473.38,242.74,21.79
1702100AP01,17,021,00AP01,118,286,77,16,125,347,28,276,222,10,189,289,19,186,283,21
1702100BC01,17,021,00BC01,71.96,111.99,45.93,7.12,63.72,158.9,7.31,140.18,88.58,7.24,94.37,127.32,9.19,92.34,125.32,9.24
1702100BH01,17,021,00BH01,230.87,438.77,101.94,18.99,199.89,577.69,15.99,442.75,338.82,15.99,320.82,452.76,13.99,326.82,442.76,20.99
1702100GR01,17,021,00GR01,7.01,72.03,13.01,2,9.01,83.04,3,35.02,55.03,3,14.02,75.04,2,18.02,69.04,4
1702100JN01,17,021,00JN01,82,247.99,58,8,74,311.98,9,171,219.99,4,125,254.99,9,125,253.99,10
1702100KN01,17,021,00KN01,16,56,22,1,21,71,1,55,35,1,34,54,1,34,55,0
1702100LT01,17,021,00LT01,88.99,149.98,48.99,13,86.99,197.97,10,161.98,128.98,8,118.98,163.98,15,117.98,165.98,11
1702100MA01,17,021,00MA01,238.56,504.94,123.31,23.05,228.5,642.32,15.07,508,368.85,16.04,343.69,520.11,14.07,361.73,504.08,15.06
1702100MQ01,17,021,00MQ01,30.13,116.17,23.03,8.01,27.1,144.23,7.01,91.18,84.16,3.01,61.15,108.19,9.01,60.15,107.18,10.02
1702100MT01,17,021,00MT01,96.29,273.67,41.05,18.03,92.29,319.74,17.03,218.53,198.49,12.03,149.39,265.63,12.02,157.43,248.57,14.04
1702100PN01,17,021,00PN01,97.06,173.1,69.04,9.01,103.07,246.14,10.01,190.12,158.09,9.01,137.09,197.11,17.01,139.09,197.11,14.01
1702100PN02,17,021,00PN02,222,388,138,22,219,530,25,437,315,25,311,426,35,299,431,33
1702100PN03,17,021,00PN03,120.26,200.08,79.01,16.99,128.2,274.15,17.96,241.2,171.13,15.99,182.17,221.18,17.98,177.19,218.21,21.94
1702100PN04,17,021,00PN04,107.68,136.82,51.95,9.01,105.73,192.71,7.03,177.67,123.79,9,135.74,162.7,9.01,135.72,163.68,7.05
1702100PN05,17,021,00PN05,72,125,45,7,77,161,14,126,113,14,104,133,13,98,137,12
1702100PR01,17,021,00PR01,40,147,23,7,42,170,6,101,113,3,65,145,5,61,143,9
1702100RK01,17,021,00RK01,109,262,113,9,110,363,14,258,222,13,177,301,12,174,290,18
1702100RM01,17,021,00RM01,24,101,19,3,28,116,2,70,74,3,45,95,5,46,92,7
1702100SF01,17,021,00SF01,174.11,186.83,59.67,11.74,151.61,256.27,15.65,269.97,150.63,15.65,215.19,195.63,15.65,220.08,190.74,17.61
1702100SF02,17,021,00SF02,91.42,137.14,42.73,5.96,84.47,178.88,9.94,146.08,122.23,6.96,107.33,158,6.96,108.32,151.05,10.93
1702100SF03,17,021,00SF03,86.68,130.84,40.66,5.32,76.43,170.73,13.31,141.22,112.16,10.3,105.39,144.68,8.42,104.62,144.41,10.45
1702100ST01,17,021,00ST01,127,250,54,15,132,291,14,268,166,9,195,229,12,190,225,20
1702100TL01,17,021,00TL01,151,246,70,10,149,310,20,267,203,13,207,255,20,199,260,19
1702100TL02,17,021,00TL02,172.05,233.1,73.02,14,172.05,295.13,15,297.1,180.07,17,218.07,255.1,16,227.07,236.1,21
1702100TL03,17,021,00TL03,174,276,79,6,162,362,14,315,225,11,224,299,15,237,277,18
1702100TL04,17,021,00TL04,238.98,416.51,109.08,15.87,244.91,524.62,22.8,488.85,286.62,16.86,359.94,399.67,23.79,369.86,386.78,24.79
1702100TL05,17,021,00TL05,237.78,342.69,113.9,16.98,216.8,479.56,22.98,421.61,289.74,14.99,321.71,379.65,21.98,309.72,377.65,26.98
1702100TL06,17,021,00TL06,153,172,91,11,139,269,18,260,162,11,207,206,15,193,204,23
1702100TL07,17,021,00TL07,152.22,225.31,50.1,16.02,143.2,285.44,16.02,268.39,162.26,17.01,208.29,223.35,13.02,198.28,229.35,18.02
1702100TL08,17,021,00TL08,172.39,294.96,95.66,15.94,154.45,408.56,20.93,310.9,260.08,11.96,214.24,343.79,20.93,227.2,332.82,17.94
17023001001,17,023,001001,70,129,9,2,47,149,4,103,103,3,63,140,5,60,140,5
17023002001,17,023,002001,21.99,72.96,8.99,2,20.99,81.95,4,48.97,58.97,1,23.99,78.95,4,21.99,80.95,2
17023003001,17,023,003001,99.74,334.13,23.94,4.99,76.8,371.04,11.97,166.57,294.24,7.98,101.74,349.09,7.98,85.78,362.06,10.97
17023003002,17,023,003002,66,173,14,3,57,194,7,114,142,3,67,183,9,65,186,8
17023003003,17,023,003003,55,158,22,5,55,174,9,89,145,7,58,169,11,59,170,9
17023003004,17,023,003004,74.26,263.87,15.06,7.01,63.2,279.96,12.03,124.43,228.76,11.02,72.26,270.91,12.02,75.22,260.94,18.03
17023004001,17,023,004001,38.33,79.33,9.56,3.17,39.96,86.98,4.27,65.61,62.67,3.2,48.45,78.54,4.26,46.27,81.78,2.2
17023005001,17,023,005001,51,116,6,1,45,125,2,76,99,0,57,113,3,53,119,2
17023006001,17,023,006001,17,57,3,2,17,56,1,37,41,1,24,53,0,28,47,1
17023007001,17,023,007001,30,93,14,2,23,114,0,51,87,1,31,103,2,29,106,1
17023008001,17,023,008001,139,209,16,8,108,245,9,177,189,8,136,222,9,125,230,8
17023008002,17,023,008002,220,323,34,14,193,367,19,302,289,12,221,340,25,215,351,20
17023008003,17,023,008003,133,126,15,10,115,149,12,164,109,9,134,128,17,126,139,12
17023008004,17,023,008004,189.01,218.04,35.01,6,159.01,277.05,15,245.03,205.03,6,192.01,244.05,13,181.01,258.05,9
17023009001,17,023,009001,91,203,40,14,71,256,15,154,187,15,99,230,15,86,245,9
17023009002,17,023,009002,42,143,14,2,37,156,5,78,122,4,53,146,2,47,153,0
17023010001,17,023,010001,28,98,10,8,29,109,9,58,87,6,30,110,8,27,113,7
17023011001,17,023,011001,20,85,8,0,14,95,2,35,78,1,21,86,1,16,91,3
17023012001,17,023,012001,9,84,2,2,7,85,4,24,73,1,13,80,3,11,84,2
17023013001,17,023,013001,75.24,155.99,19.21,6.06,65.11,178.24,10.1,102.72,147.75,5.07,77.29,171.07,5.1,73.22,175.16,6.07
17023013002,17,023,013002,213.43,341.68,36.22,10.77,189.93,383.78,17.62,295.67,299.58,12.73,221.26,355.39,16.64,209.51,371.05,12.73
17023014001,17,023,014001,73,153,26,7,61,180,10,113,139,7,69,177,8,63,179,12
17023015001,17,023,015001,67.21,126.52,16.04,2.01,51.14,157.61,5.04,92.28,116.49,5.01,59.2,145.54,8.02,57.17,149.58,6.03
1702500BBG1,17,025,00BBG1,37,81,10,1,33,88,2,54,70,1,43,77,3,40,84,1
1702500BLA1,17,025,00BLA1,51,206,8,6,41,227,5,85,187,7,53,208,9,49,213,11
1702500CLA1,17,025,00CLA1,103,252,17,11,100,280,8,157,228,8,116,258,10,106,272,6
1702500HOS1,17,025,00HOS1,36,110,10,5,35,124,4,61,98,9,40,114,9,35,118,8
1702500HRT1,17,025,00HRT1,87.74,242.2,19.93,13.95,65.81,288.02,11.97,142.6,217.23,5.97,83.78,270.07,10.96,70.81,283.02,7.98
1702500HRT3,17,025,00HRT3,117.26,242.8,17.07,18.05,115.19,263.98,12.03,187.4,195.77,12.03,130.22,245.93,10.04,127.19,250.98,15.02
1702500HRT4,17,025,00HRT4,59.95,165.87,12.99,3,52.96,175.87,5,93.93,140.89,3,62.95,162.88,5,53.96,169.87,7.99
1702500HRT5,17,025,00HRT5,107.94,350.8,26.98,14.99,93.95,390.77,10.99,164.92,324.8,5,107.95,375.77,9,97.95,388.76,8
1702500HRT6,17,025,00HRT6,78.1,196.33,15.03,7.01,69.09,220.37,11.01,112.15,186.3,7,76.1,212.35,10.01,78.09,217.36,6.01
1702500HRT7,17,025,00HRT7,64,152,10,10,61,165,11,94,137,9,70,157,12,62,166,13
1702500LKB1,17,025,00LKB1,38.13,120.48,16.08,7.02,37.11,141.57,3.04,50.26,129.43,5.03,39.15,138.53,5.04,36.16,138.51,6.04
1702500LOU1,17,025,00LOU1,56.41,218.54,20,5.49,45.97,247.98,8.77,100.79,201.04,6.55,62.71,228.77,11.59,56.86,238.24,9.65
1702500LOU2,17,025,00LOU2,60.59,229.46,16,6.51,53.03,243.02,10.23,117.21,189.96,7.45,75.29,225.23,9.41,65.14,232.76,9.35
1702500OSK1,17,025,00OSK1,27,120,6,2,25,125,4,49,104,5,33,118,3,26,122,6
1702500PLX1,17,025,00PLX1,70,133,10,6,66,149,5,102,116,4,75,137,7,78,134,4
1702500SON1,17,025,00SON1,17.94,106.65,3.99,1,19.94,108.65,1,32.89,95.69,1.99,22.93,102.67,1,18.94,106.65,0
1702500STA1,17,025,00STA1,54,211,14,5,55,225,5,117,171,3,67,216,6,59,224,3
