GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSDDUC,G16USSRKIR,G16USSLMCM,G16USSGSUM,G16USSOWRI,G16COMDMEN,G16COMRMUN,G16COMLBAL,G16COMGCUR
17031870009,17,031,870009,336,289,31,11,16,258,389,16,7,2,203,423,16,13
17031870010,17,031,870010,393.22,430.46,55.16,11.79,21.24,316.34,572.6,20.7,7.47,1,210.94,649.67,26.58,12.24
17031870011,17,031,870011,364.78,220.71,34.1,13.02,12.03,333.11,281.22,16.17,10.02,1.01,274.54,313.83,25.03,10.15
17031870012,17,031,870012,277.98,318.6,24.16,1.13,14.31,223.73,361.24,18.96,5.13,0.92,163.79,416.04,13.45,6.98
17031870013,17,031,870013,356.05,268.66,34.32,14.08,11.03,345.67,266.2,23.23,20.08,2.01,299.97,301.8,22.21,25.1
17031870014,17,031,870014,349.33,264.2,32.04,10.01,15.01,329.3,278.25,23.02,10.01,1,262.25,322.28,32.02,13.02
17031870015,17,031,870015,426.75,307.98,42.42,12,11.59,363.16,364.99,34.39,17.39,0,309.32,404.33,36.46,23.54
17031870016,17,031,870016,424.52,166.03,31.81,9.94,7.95,383.76,172.99,30.82,19.88,1.99,350.95,180.94,24.86,26.84
17031870017,17,031,870017,364,250,38,17,17,328,317,18,20,0,273,353,23,24
17031870018,17,031,870018,279,189,29,7,9,245,225,17,17,0,192,260,25,12
17031870019,17,031,870019,390.24,338.45,39.52,10.3,4.68,344,403.38,28.32,11.15,1.06,257.26,476.94,27.34,13.14
17031870020,17,031,870020,414,167,33,19,11,411,186,21,13,0,354,193,40,25
17031870021,17,031,870021,461.14,361.97,42.64,14.88,15.87,450.23,359,41.65,24.79,0.99,376.85,409.57,46.61,31.73
17031870022,17,031,870022,380,259,48,6,12,338,322,28,8,5,281,377,23,13
17031870023,17,031,870023,194.79,254.95,20.05,3.82,13.37,149.91,317.02,12.41,2.86,0.95,110.77,359.99,6.68,4.77
17031870024,17,031,870024,416.82,345.76,29.39,6.68,9.5,404.56,356.97,24.7,18.94,0.94,338.39,391.11,38.78,18.06
17031870025,17,031,870025,290.83,224.48,38.88,14.41,16.72,256.98,285.33,17.56,9.28,1.06,204.1,333.46,21.5,13.41
17031870026,17,031,870026,507,320,51,14,22,447,404,25,24,0,351,477,27,28
17031870027,17,031,870027,355,177,22,5,6,313,202,22,6,2,280,232,20,9
17031870028,17,031,870028,269.1,189.39,22.69,3.95,10.82,245.42,222.94,14.8,5.92,0.99,170.54,278.13,17.74,13.79
17031870029,17,031,870029,469.7,364.75,25.31,10.46,15.38,428.64,393.51,21.16,15.19,2.81,347.42,451.98,26.66,21.79
17031870030,17,031,870030,288.99,187.43,24.01,5.54,12,270.52,194.81,23.08,13.85,0,228.98,225.28,20.31,16.62
17031870031,17,031,870031,251,204,31,11,16,209,279,17,3,0,158,328,16,6
17031870032,17,031,870032,362,295,31,10,7,276,388,21,12,0,226,421,22,17
17031870033,17,031,870033,268,161,28,10,6,259,171,23,11,0,239,175,21,18
17031870034,17,031,870034,451,376,54,9,22,377,491,22,10,1,299,544,37,15
17031870035,17,031,870035,359,225,32,9,17,300,293,19,14,1,237,341,19,14
17031870036,17,031,870036,333.24,254.6,29.85,5.73,12.57,288.73,310.42,13.58,14.36,0.01,240.34,344.45,14.46,14.39
17031870037,17,031,870037,493.77,320.21,27.68,18.71,4.03,438.06,373.02,19.42,21.03,0.19,362.57,419.96,22.81,29.49
17031870038,17,031,870038,314.31,304.59,31.56,4.99,9.87,238.91,375.33,17.73,11.81,0.97,199.34,403.09,18.68,11.83
17031870039,17,031,870039,546,414,48,18,19,499,448,43,22,1,406,522,39,29
17031870040,17,031,870040,558.41,432.53,59.59,16.97,19.5,486.68,531.37,30.45,19.07,0.07,394.64,605.62,27.27,22.1
17031870041,17,031,870041,535.2,372.19,41.38,9.07,20.16,443.64,482.89,27.17,14.18,0,351.03,534.32,36.18,21.18
17031870042,17,031,870042,464,347,31,8,8,406,404,25,8,2,333,453,35,13
17031870043,17,031,870043,314,257,31,8,4,274,306,14,8,2,203,359,19,12
17031870044,17,031,870044,333.53,492.03,35.01,5.83,14.59,271.3,582.47,20.42,7.78,0,211.01,632.06,16.53,9.72
17031870045,17,031,870045,273.17,231.52,27.12,12.59,22.28,216.02,319.67,17.44,8.72,1.94,157.9,354.54,15.5,12.59
17031870046,17,031,870046,458.23,328.34,37.3,12.37,22.34,400.32,402.98,21.08,14.53,1,323.68,464.15,22.14,21.74
17031870047,17,031,870047,400,309,30,13,13,347,350,27,19,2,258,417,34,22
17031870048,17,031,870048,326.18,251.52,24.77,2.22,14.25,239.26,357.78,9.39,7.25,0,200.08,385.72,15.35,5.29
17031870049,17,031,870049,171.06,179.17,20.65,5.16,8.11,132.72,232.26,11.06,9.59,0,103.96,258.8,10.32,8.11
17031870050,17,031,870050,532,424,61,21,19,489,508,32,11,1,366,596,30,21
17031870051,17,031,870051,238.64,169.15,17.14,7.02,4.07,214.5,174.36,19.09,16.04,0.01,186.04,199.7,15.11,16.08
17031870052,17,031,870052,333.34,317.15,26.36,8.82,8.73,268.39,387.99,21.47,6.9,0.98,194.42,449.25,16.65,16.58
17031870053,17,031,870053,300.03,234.69,34.49,12.05,12.2,265.79,283.9,21.32,13.18,1.01,227.74,296.81,27.24,20.14
17031870054,17,031,870054,505.36,336.26,42.44,10.33,11.72,438.25,405.71,34.39,10.83,3,354.76,495.54,18.22,15
17031870055,17,031,870055,271,217,23,3,13,236,265,14,5,0,182,307,11,8
17031870056,17,031,870056,469.32,346.98,47.26,14.99,7.54,383.68,425.99,24.71,23.38,0.05,320.26,456.97,31.65,20
17031870057,17,031,870057,547.42,358.41,60,21.57,16.52,491.46,415.93,47.67,30.81,1,392.93,508.75,40.76,28.14
17031870058,17,031,870058,429.7,259.22,30.49,11.9,10.97,405.99,270.19,24.05,18.25,1.08,347.18,313.85,26.61,14.17
17031870059,17,031,870059,573.91,364.59,38.32,8.12,24.05,496.63,449.75,27.25,15.17,1.02,408.44,503.75,28.25,22.22
17031870060,17,031,870060,478,174,32,20,6,453,194,28,24,1,408,219,37,24
17031870061,17,031,870061,300,154,18,14,7,278,162,23,13,1,246,177,24,18
17031870062,17,031,870062,403.8,183.31,20.54,13.39,14.28,355.24,213.41,31.96,18.57,0.1,325.86,218.94,35.52,21.95
17031870063,17,031,870063,405,267,37,15,9,356,323,29,13,0,291,358,31,20
17031870064,17,031,870064,414.61,258.56,33.87,19.66,16.03,390.58,301.97,25.96,13.72,2.06,339.11,330.14,26.96,23.42
17031870065,17,031,870065,331,227,34,5,10,289,279,18,7,1,220,324,24,11
17031870066,17,031,870066,599,242,31,16,10,572,252,33,16,0,534,280,30,25
17031870067,17,031,870067,205.95,324.55,27.97,9.89,15.51,160.42,391.11,14.58,10.71,0.91,123.23,423.69,14.4,6.33
17031870068,17,031,870068,332,267,26,10,9,251,351,19,5,2,182,412,19,14
17031870069,17,031,870069,365.18,240.86,37.88,9.71,14.57,309.83,291.36,25.25,17.48,0,263.21,324.38,35.93,13.6
17031880001,17,031,880001,171.67,266.99,23.07,7.03,5.02,161.73,264.92,21.06,10.03,1,119.53,312.14,9.03,12.04
17031880002,17,031,880002,185,299,15,8,3,183,281,20,11,2,128,341,10,12
17031880003,17,031,880003,243,278,21,7,8,234,287,15,7,2,184,319,15,21
17031880004,17,031,880004,254,243,8,7,4,247,228,19,17,1,209,256,20,15
17031880005,17,031,880005,228,241,19,8,5,255,203,20,11,1,205,244,18,18
17031880006,17,031,880006,228,201,15,6,3,236,161,28,9,1,225,166,22,12
17031880007,17,031,880007,353,335,24,18,7,367,283,23,22,1,310,334,24,28
17031880008,17,031,880008,116.99,165.57,13.88,4.96,2.97,126.91,141.78,11.9,11.9,2.97,111.04,153.68,16.85,8.92
17031880009,17,031,880009,184,286,16,5,15,158,315,16,5,1,133,326,16,9
17031880010,17,031,880010,298.53,506.06,33.89,11.98,11.97,302.45,475.22,38.9,17.95,2.99,221.68,561.95,24.94,24.91
17031880011,17,031,880011,284.11,419.72,29.23,9.05,3.88,274.04,414.48,28.89,13.04,0,209.08,484.09,21.95,13.35
17031880012,17,031,880012,332.6,271.72,13.06,20.02,1.02,331.63,248.62,25.06,19.04,0.01,275.5,279.72,23.07,26.05
17031880013,17,031,880013,261.94,403.13,14.08,10,8.01,244.06,405.96,23.06,9.03,0.01,200.91,448.14,15.03,8.07
17031880014,17,031,880014,187,209,10,4,1,194,171,16,12,2,156,210,14,10
17031880015,17,031,880015,258.91,365.81,25.5,9.81,6.87,254.99,369.73,19.61,11.77,0,204.97,398.17,16.67,13.73
17031880016,17,031,880016,303.9,446.58,29.65,13.9,11.12,329.84,416.01,25.02,13.9,0,239.04,516.07,12.97,17.6
17031880017,17,031,880017,425.03,378.25,16.63,17.99,6.22,444.46,319.35,25.4,19.52,0.99,387.6,353.02,29.25,25.51
17031880018,17,031,880018,372,348,22,11,3,380,286,25,24,2,315,346,25,26
17031880019,17,031,880019,374,365,34,19,8,389,339,28,28,1,326,371,21,40
17031880020,17,031,880020,371,348,19,16,3,377,309,32,17,0,315,370,20,25
17031880021,17,031,880021,212,228,21,9,8,226,199,15,12,0,187,211,23,23
17031880022,17,031,880022,49.82,57.79,3.99,1,0,48.82,52.8,2.99,1,1,41.85,56.79,4.98,1.99
17031880023,17,031,880023,248,199,18,9,3,256,178,12,13,0,224,197,13,17
17031880024,17,031,880024,170.09,254.19,26.5,4.19,1.13,159.01,271.27,16.39,5.23,0,111.03,312.83,14.33,5.27
17031880025,17,031,880025,411.97,90.75,10.37,24.01,15.78,419.54,80.65,14.6,10.48,1.01,413.4,81.98,14.75,18.49
17031880026,17,031,880026,199,223,9,10,3,227,172,19,10,0,182,197,14,18
17031880027,17,031,880027,381,299,17,8,11,393,275,22,20,0,338,315,21,26
17031880028,17,031,880028,446,99,19,9,3,442,99,12,14,0,423,95,20,17
17031880029,17,031,880029,260.01,379.56,32.88,5.98,5.98,248.06,381.55,24.91,11.95,0,200.24,447.3,10.96,10.96
17031880030,17,031,880030,374.23,347.06,25.25,16.08,5.05,349.27,357.85,26.21,18.16,2.03,269.91,412.22,25.2,21.14
17031880031,17,031,880031,366.46,406.41,19.79,11.49,7.3,384.37,361.49,19.82,20.88,2.12,274.6,434.68,25.88,37.04
17031880032,17,031,880032,171,176,8,11,3,168,153,14,13,0,146,169,13,15
17031880033,17,031,880033,307,409,23,7,12,321,379,20,13,1,206,482,16,18
17031880034,17,031,880034,162.55,171.3,10.21,5.1,2.92,171.3,148.71,13.85,10.93,1.46,126.11,185.88,16.04,13.12
17031880035,17,031,880035,456.98,490.29,29,17.41,10.78,457.33,452.8,31.33,32.18,4.42,384.29,504.44,34.08,37.84
17031880036,17,031,880036,358.16,388.09,30.93,13.97,9.98,371.13,340.2,33.92,21.95,2.99,297.31,392.08,36.91,29.93
17031880037,17,031,880037,341.32,441.71,30.05,7.02,11.97,302.39,469.59,34.04,10.04,1,219.35,541.7,22.05,18.01
17031880038,17,031,880038,301,354,11,7,3,310,309,9,19,1,243,345,26,20
17031880039,17,031,880039,371.49,410.75,26.03,18.02,7.01,329.45,435.76,23.04,18.02,3,248.37,525.83,18.03,19.01
17031890001,17,031,890001,473,52,16,8,7,437,89,15,8,0,406,104,21,17
17031890002,17,031,890002,487,56,7,10,11,460,68,17,6,0,457,74,8,8
17031890003,17,031,890003,753,134.17,25.08,10.25,7.24,719.31,153.29,26.04,17.35,1.3,665.1,171.97,25.66,30.37
17031890004,17,031,890004,699,10,2,4,4,667,16,8,9,1,631,30,18,16
17031890005,17,031,890005,631.45,13.63,3.08,3.37,2.97,615.48,20.35,1.44,6.92,0.94,578.48,33.1,14.65,10.1
17031890006,17,031,890006,322.25,231.84,14.67,3.15,4.21,310.46,223.43,8.15,19.36,1.1,256.39,263.93,21.67,17.67
17031890007,17,031,890007,147,75.93,6.06,4.82,0.87,133.89,79.4,4.33,5.81,0.25,115.96,88.44,3.59,8.77
17031890008,17,031,890008,364.75,69.31,6.09,6.1,1.16,366.74,55.35,9.14,8.12,0,321.07,81.59,15.21,17.3
17031890009,17,031,890009,516.89,22.91,2.99,2.99,2.99,504.93,23.9,9.96,5.98,0,475.06,35.85,17.93,9.96
17031890010,17,031,890010,531,35,6,9,4,432,62,27,18,1,497,42,16,13
17031890011,17,031,890011,455,131,10,5,3,401,119,27,17,0,440,98,23,9
17031890012,17,031,890012,538,230,14,5,3,489,205,35,27,1,534,192,23,16
17031890013,17,031,890013,525.84,166.38,22.01,3.03,8,499.77,159.36,23.01,17.04,0,487.67,155.39,30.01,25.06
17031890014,17,031,890014,366,130,8,6,4,350,114,12,11,0,364,108,9,14
17031890015,17,031,890015,499,81,14,6,2,454,99,12,16,0,485,81,13,15
17031890016,17,031,890016,478,107,15,5,3,449,120,20,13,0,422,131,19,20
17031890017,17,031,890017,396,18,4,6,2,396,15,3,7,0,360,32,7,12
17031890018,17,031,890018,772,33,12,5,7,749,48,7,11,1,697,58,25,22
17031890019,17,031,890019,719.7,17.45,2.03,3.21,3.06,688.1,20.51,11.18,11.36,0,657.67,31.7,18.33,12.39
17031890020,17,031,890020,525,19,1,3,4,513,19,7,7,0,473,33,16,12
17031890021,17,031,890021,342,158,14,6,6,316,172,14,13,0,247,212,25,21
17031890022,17,031,890022,483,15,3,5,4,474,18,4,5,1,429,27,20,10
17031890023,17,031,890023,188.69,115.57,13.37,2.11,4.04,165.28,143.05,5.26,6.11,0,120.46,169.76,8.19,12.15
17031890024,17,031,890024,615,278,60,15,22,503,432,25,15,0,380,531,27,21
17031890025,17,031,890025,457,265,41,19,17,427,316,31,18,1,335,382,37,23
17031890026,17,031,890026,503,224,49,15,8,468,289,22,13,1,360,361,27,21
17031890027,17,031,890027,464.39,221.71,29.96,18.97,10.99,447.41,234.69,27.96,22.97,3,372.51,301.6,30.96,27.96
17031890028,17,031,890028,391.34,277.48,18.62,12.04,7.88,386.8,267.17,17.69,18.35,0.14,296.35,341.09,28.09,20.2
17031890029,17,031,890029,563.68,231.18,54.11,20.66,14.76,531.21,265.61,29.51,30.5,0.98,434.81,337.42,41.32,35.41
17031890030,17,031,890030,528.59,108.49,3.84,5.74,2.85,526.56,100.95,4.81,12.39,0.01,486.67,116.15,17.17,19.03
17031890031,17,031,890031,366.1,5.78,0,7.71,2.89,347.79,8.67,10.6,4.82,0.96,330.45,16.38,13.49,5.78
17031890032,17,031,890032,489,267,39,15,10,483,278,23,21,0,395,346,28,28
17031890033,17,031,890033,679,17,7,5,6,681,20,3,10,0,626,41,21,9
17031890034,17,031,890034,959,47,10,5,4,928,65,15,6,0,858,90,29,23
17031890035,17,031,890035,415,409,21,6,6,401,393,22,14,0,297,478,20,19
17031890036,17,031,890036,663.98,17.73,4.95,5.94,8.86,662.95,19.75,7.89,6.89,0.01,625.44,33.53,11.88,16.78
17031890037,17,031,890037,427,9,3,5,0,412,16,5,9,0,391,22,12,9
17031890038,17,031,890038,560,40,7,1,7,539,48,11,4,1,505,62,22,14
17031890039,17,031,890039,637.61,93.03,17.44,8.72,7.75,608.54,107.56,24.23,12.6,2.91,570.75,135.66,20.35,18.41
17031890040,17,031,890040,587.55,9.75,6.82,8.77,4.87,578.79,21.43,6.82,3.9,0.97,540.79,27.28,17.53,15.59
17031890041,17,031,890041,551,10,1,1,2,523,25,6,7,0,491,40,11,10
17031890042,17,031,890042,369.38,9.38,2.81,6.56,1.88,365.62,10.31,5.62,6.56,0,344.06,21.56,8.44,9.38
17031890043,17,031,890043,428,11,3,7,5,411,17,7,8,1,381,24,15,11
17031890044,17,031,890044,453,20,3,4,3,438,24,5,8,1,412,33,16,10
17031890045,17,031,890045,641,7,1,3,3,608,16,9,5,0,563,32,17,13
17031890046,17,031,890046,94.9,66.14,9.59,2.88,0.96,84.36,78.61,6.71,2.88,0,63.27,96.82,4.79,3.83
17031890047,17,031,890047,380,16,3,1,3,356,21,5,5,0,334,28,11,12
17031890048,17,031,890048,714.12,58.54,9.2,10.69,3.4,695.05,63.65,16.99,14.59,0.2,652.34,80.25,22.29,17.89
17031890049,17,031,890049,319.23,44.51,6.91,4.6,0,306.95,45.28,6.91,9.98,0.77,281.63,48.35,12.28,15.35
17031890050,17,031,890050,745.06,194.8,28.5,6.19,11.9,713.9,203.76,33.82,15.91,2.98,627.74,261.05,33.93,29.7
17031890051,17,031,890051,484,211,30,11,8,471,225,22,14,3,401,275,31,18
17031890052,17,031,890052,508,16,4,3,2,483,19,5,10,0,457,29,17,9
17031890053,17,031,890053,693,9,8,3,2,662,23,8,6,0,624,36,19,13
17031890054,17,031,890054,651,337,45,22,14,625,357,34,33,0,497,450,54,40
17031890055,17,031,890055,426,169,38,4,18,352,268,27,5,0,270,338,20,8
17031890056,17,031,890056,488,20,1,1,2,455,35,7,8,0,426,36,15,10
17031890057,17,031,890057,381,168,25,11,5,360,191,23,17,0,312,226,25,22
17031890058,17,031,890058,412,18,4,2,1,384,24,11,8,2,373,28,10,12
17031890059,17,031,890059,417,107,13,6,3,415,99,14,12,1,366,135,12,18
17031890060,17,031,890060,377.17,63.5,8.66,8.66,0,353.12,70.24,11.55,10.58,0.96,344.46,75.05,17.32,9.62
17031890061,17,031,890061,622,76,25,16,8,581,120,16,18,2,530,149,19,28
17031890062,17,031,890062,636,88,23,7,13,604,131,18,10,0,514,182,35,23
17031890063,17,031,890063,442,276,26,16,10,417,287,35,24,0,346,354,25,29
17031890064,17,031,890064,591,19,4,10,8,585,28,4,11,0,560,28,14,12
17031890065,17,031,890065,450,52,12,13,8,433,55,14,19,2,383,83,20,29
17031890066,17,031,890066,551.82,120.35,25.85,15.16,7.13,518.84,144.42,19.61,21.4,0.89,442.17,186.32,29.42,32.98
17031890067,17,031,890067,712.38,118.12,37.03,22.01,16.01,673.34,149.16,33.02,26.01,1,571.26,204.21,52.03,39.02
17031890068,17,031,890068,309.11,93.17,26.46,4.29,6.37,276.48,124.8,17.5,10.48,0.03,217,165.45,25.7,12.86
17031890069,17,031,890069,535.3,14.55,0.97,6.79,1.94,515.9,16.49,5.82,11.64,0,502.33,22.3,10.67,12.61
17031890070,17,031,890070,310.12,214.69,18.89,5.96,5.96,309.13,226.62,10.93,6.96,0,216.69,310.11,10.93,7.95
17031890071,17,031,890071,836.2,241.01,31.11,12.17,9.53,803.92,261.53,30.47,23.19,1,716.29,316.72,43.53,29.33
17031890072,17,031,890072,447.51,75.72,16.5,9.71,12.62,425.19,98.05,17.47,16.5,0.97,373.74,121.34,24.27,29.12
17031890073,17,031,890073,540.18,121.65,16.15,14.84,2.87,496.16,150.58,16.39,20.6,0.11,429.83,188.68,29.58,28.02
17031890074,17,031,890074,488,109,23,9,6,483,111,16,14,2,407,142,33,27
17031890075,17,031,890075,462,200,46,16,14,443,235,22,27,0,366,296,22,34
17031890076,17,031,890076,620.23,109.86,21.97,12.98,10.99,575.28,140.82,21.97,23.97,1,492.39,174.78,35.96,43.95
17031890077,17,031,890077,263,153,13,7,3,257,154,12,7,0,228,170,18,8
17031890078,17,031,890078,200.88,68.46,1.8,6.31,3.6,172.95,60.35,9.01,14.41,1.8,184.66,56.75,11.71,8.11
17031890079,17,031,890079,487,22,4,1,5,467,27,6,7,0,422,48,11,10
17031890080,17,031,890080,428,63,5,6,6,391,76,16,12,0,383,73,17,15
17031890081,17,031,890081,389.91,104.12,10.16,9.72,4.01,376.04,107.23,13.99,9.87,1.02,333.07,125.91,28.23,16.75
17031890082,17,031,890082,849.11,28.09,4.01,6.01,11.01,819.07,35.1,18.04,8.02,0,780.94,56.15,22.07,12.04
17031890083,17,031,890083,754,21,2,4,1,722,29,7,10,0,681,41,15,16
17031890084,17,031,890084,248.73,272.5,11.04,3.01,2.01,243.73,258.53,13.03,6.02,0,177.51,308.73,12.03,13.02
17031890085,17,031,890085,490,260,23,13,3,458,266,30,12,1,384,328,31,18
17031890086,17,031,890086,681.88,11.2,6.26,4.26,4.26,660.42,18.81,11.09,14.6,1.09,628.15,30.92,21.29,16.86
17031890087,17,031,890087,489,266,24,2,6,470,221,28,21,0,510,195,20,23
17031890088,17,031,890088,350,37,5,6,1,291,64,9,16,0,314,41,7,14
17031890089,17,031,890089,303,165,25,13,6,300,175,16,22,1,250,209,27,25
17031890090,17,031,890090,695,304,44,27,17,678,321,36,34,2,561,397,47,52
17031890091,17,031,890091,448,97,9,7,6,434,99,16,14,0,412,116,17,10
17031890092,17,031,890092,540,279,32,22,14,518,302,25,20,0,463,347,25,15
17031890093,17,031,890093,292.33,114.31,14.43,9.79,1.9,293.37,111.67,10.05,11.62,0.91,258.22,133.23,14.58,14.32
17031890094,17,031,890094,510,16,5,2,3,498,22,7,5,0,464,32,16,9
17031890095,17,031,890095,368.8,137.7,6.74,6.74,1.93,363.03,112.66,13.48,12.52,0,340.88,131.92,16.37,12.52
17031890096,17,031,890096,291,127,22,4,6,250,178,14,6,0,194,219,12,14
17031890097,17,031,890097,584.44,378.54,32.96,13.54,14.36,546.17,411.01,32.12,18.23,1.92,394.13,523.13,35.59,31.78
17031890098,17,031,890098,403,274,9,8,5,414,220,17,15,2,427,216,11,13
17031890099,17,031,890099,643.39,30.97,6.56,2.28,3.25,621.46,35.44,12.77,7.4,0.09,598.25,39.34,17.65,10.59
17031890100,17,031,890100,468.2,403.3,21.26,5.26,10.07,457.97,370.34,25.52,15.48,2,532.12,318.08,21.63,8.48
17031890101,17,031,890101,420,177,23,3,4,407,181,18,10,0,344,227,16,21
17031890102,17,031,890102,517.15,240.28,20.77,16.81,2.97,504.3,251.16,18.79,14.83,1.98,420.25,315.43,28.68,18.79
17031900001,17,031,900001,2039.27,63.09,16.03,20.02,10.03,2004.01,68.22,29.11,17.11,4.98,1882.71,141.16,42.39,37.1
17031900002,17,031,900002,573.07,37.74,0.99,2.98,2.98,548.24,53.63,7.95,3.97,0.99,499.58,78.46,9.93,20.86
17031900003,17,031,900003,740.64,126.45,8.98,9.96,9.95,709.75,151.32,16.93,13.96,1.99,644.96,200.16,18.95,15.96
17031900004,17,031,900004,535,37,9,5,4,527,47,6,9,0,493,66,9,18
17031900005,17,031,900005,705.39,85.26,9.08,13.06,4.06,685.19,102.46,10.1,13.06,0,617.24,156.12,17.18,11.16
17031900006,17,031,900006,832.23,60.79,7.43,12.4,6.22,798.09,79.86,10.28,17.37,0.01,729.58,129.24,17.64,18.73
17031900007,17,031,900007,509.78,191.09,15.6,9.58,5.45,504.76,189.18,14.51,11.48,0.18,459.75,227.77,13.52,15.08
17031900008,17,031,900008,1001.15,104.14,8.84,12.77,8.84,980.52,104.14,16.7,13.75,0,915.67,137.55,35.37,13.76
17031900009,17,031,900009,822.7,44.77,14.04,11.14,6.09,801.21,66.02,10.16,14.16,0,749.95,89.75,26.49,21.21
17031900010,17,031,900010,468.74,49.97,3,7,7,458.74,51.97,10.99,6,0,422.76,75.96,15.99,7
17031900011,17,031,900011,533.17,105.6,12.95,8.97,6.97,505.27,125.53,12.95,9.96,0,453.45,158.42,18.94,17.93
17031900012,17,031,900012,667.76,99.72,14.67,10.75,7.82,652.12,115.37,10.75,14.67,1.96,599.32,149.59,18.58,17.6
17031900013,17,031,900013,400,45,3,4,2,380,48,8,10,0,348,65,12,10
17031900014,17,031,900014,472,108,16,4,7,442,127,15,11,1,404,150,25,16
17031900015,17,031,900015,912.52,38.18,7.83,13.71,4.9,905.67,44.06,6.85,11.75,0,843.98,83.22,12.73,14.69
17031900016,17,031,900016,448,108,15,9,6,455,99,22,9,0,415,125,26,11
17031900017,17,031,900017,496,133,10,9,6,479,125,16,20,0,429,160,23,20
17031900018,17,031,900018,675.06,47.01,12,6,1,662.06,57.01,9,6,0,632.05,63.01,20,7
17031900019,17,031,900019,256.61,201.21,10.02,3.02,2.01,277.57,162.22,17.03,8.02,0,195.41,237.28,18.06,13.05
17031900020,17,031,900020,477.23,482.65,28.02,3.62,4.52,479.03,451.92,26.21,23.5,1.81,345.27,564.9,20.79,28.92
17031900021,17,031,900021,755.51,82.49,12.19,4.69,4.69,733.01,77.8,24.37,12.19,0.94,679.58,116.23,28.12,12.19
17031900022,17,031,900022,612.12,87.88,20.16,9.23,15.16,591.74,98.88,20.3,19.25,2,550.57,123.49,21.64,32.25
17031900023,17,031,900023,894.81,57.97,3.27,8.4,5.07,869.37,68.19,10.53,9.69,0.08,795.95,112.6,28.81,13.02
17031900024,17,031,900024,643,80,11,8,7,607,103,12,19,1,561,141,20,11
17031900025,17,031,900025,857.17,84.56,11.53,9.61,8.65,841.79,93.21,20.18,16.34,0.96,790.86,127.81,24.98,20.18
17031900026,17,031,900026,707.39,93.79,7.98,9.98,5.99,692.43,98.78,13.97,8.98,1,621.59,124.72,25.94,19.95
17031900027,17,031,900027,692,53,12,8,3,669,62,12,18,2,629,91,19,18
17031900028,17,031,900028,531.79,13.64,3.9,3.9,2.92,516.21,19.48,8.77,6.82,0,485.04,29.22,21.43,9.74
17031900029,17,031,900029,507.29,160.39,13.07,11.02,13.04,473.14,198.55,14.04,12.06,0,379.9,262.78,20.03,19.06
17031900030,17,031,900030,898.21,33.01,2,10,7,869.21,46.02,10,8,0,819.19,66.03,24.01,13
17031900031,17,031,900031,411.71,125.61,22.93,6.98,11.96,362.86,175.45,13.96,19.94,0,286.1,248.22,10.97,18.94
17031900032,17,031,900032,798.24,93.28,14.33,4.25,7.18,776.88,106.63,12.25,19.33,0.04,701.68,151.41,28.42,22.4
17031900033,17,031,900033,375,144,17,10,6,347,190,6,11,0,285,243,11,9
17031900034,17,031,900034,560.31,37.21,10.21,2.33,3.13,546.06,48.41,8.19,5.29,0,491.57,83.36,20.34,10.38
17031900035,17,031,900035,426.54,63.99,3.93,2.96,2.96,416.57,73.91,4.96,2.97,0.01,368.19,107.42,8.89,7.99
17031900036,17,031,900036,1289.62,86.42,16.47,10.39,10.35,1245,118.77,22.82,13.66,2.04,1175.94,154.17,38.01,21.82
17031900037,17,031,900037,515.8,10.62,4.13,4.17,4.13,495.07,24.95,6.24,6.25,0.02,481.75,32.5,11.7,4.39
17031900038,17,031,900038,661.01,34.25,8.03,6.01,6.01,642.88,43.22,9.11,9.01,0.03,603.75,63.29,11.12,12.07
17031900039,17,031,900039,618.04,74.94,13.63,12.65,5.84,583,109.01,6.81,10.71,0,505.14,148.91,19.47,23.36
17031900040,17,031,900040,600.99,38.75,6.97,3.99,3.99,581.12,40.78,13.89,5.99,1.97,549.25,57.71,15.88,11.93
17031900041,17,031,900041,423.09,38.82,6.97,3.98,1.99,407.16,41.81,5.97,8.96,1,370.33,68.69,12.94,11.95
17031900042,17,031,900042,636.82,17.5,4.32,7.2,0.07,624.12,23.72,9.35,4.45,0.02,577.85,47.47,19.6,7.57
17031900043,17,031,900043,770,24,4,6,3,741,38,13,10,0,713,59,16,8
17031900044,17,031,900044,508.14,11.66,1.94,2.91,2.91,488.71,22.35,3.89,5.83,0,461.5,30.12,17.49,7.77
17031900045,17,031,900045,732,87,10,9,2,693,109,11,11,0,643,149,14,15
17031900046,17,031,900046,1037.49,23.51,3.81,10.31,4.31,1005.99,37.2,11.63,11.81,0.06,963.42,52.77,20.88,14.81
17031900047,17,031,900047,927.99,56.06,12.14,7.47,2.8,901.85,64.46,13.07,16.81,0.93,854.24,92.48,22.41,21.47
17031900048,17,031,900048,706,19,3,5,7,683,28,9,9,0,652,44,20,12
17031900049,17,031,900049,546.92,96.52,12.3,10.41,6.62,545.03,88.95,18.92,11.35,2.84,488.25,126.79,20.82,19.87
17031900050,17,031,900050,186.49,177.26,15.69,6.46,1.85,211.42,134.79,20.31,10.16,0.92,179.1,172.64,15.69,14.77
