GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSDDUC,G16USSRKIR,G16USSLMCM,G16USSGSUM,G16USSOWRI,G16COMDMEN,G16COMRMUN,G16COMLBAL,G16COMGCUR
17001001001,17,001,001001,76,359,10,1,2,175,260,5,7,0,117,299,10,9
17001002001,17,001,002001,72,350,17,5,1,138,283,16,6,0,118,299,17,5
17001003001,17,001,003001,69.07,331.58,12.01,3,1,118.18,267.46,12.01,9.01,0,94.15,294.48,9.02,12.01
17001003002,17,001,003002,46.93,375.42,8.99,2,0,117.82,295.54,6.99,5.99,0,96.85,308.52,9.98,6.99
17001004001,17,001,004001,16,112,2,0,2,30,97,1,0,0,32,92,1,1
17001005001,17,001,005001,68.84,329.34,17.76,2.97,0.97,142.62,258.56,14.04,1.32,0,91.96,302.02,12.86,5.55
17001006001,17,001,006001,52.96,232.31,4.65,0.93,0,106.85,167.27,6.51,4.65,0,89.2,179.35,3.72,9.29
17001007001,17,001,007001,48.7,339.79,10.65,1.28,0.03,118.58,264.1,11.03,1.98,0,89.45,286.59,11.39,5.72
17001007002,17,001,007002,66.14,289.98,8.16,0.91,0,135.91,205.72,12.68,7.25,0,113.25,228.37,15.4,2.72
17001008001,17,001,008001,42.14,213.57,6.76,1.9,0,85.61,160.62,7.7,3.79,0,57.85,178.85,9.58,6.68
17001009001,17,001,009001,89.24,464.2,18.04,8.01,0,179.49,376.88,12.05,8.02,0,131.32,410.99,12.06,15.04
17001010001,17,001,010001,19,83.01,3,0,0,45,58.01,2,0,0,33,65.01,1,3
17001011001,17,001,011001,13.2,94.88,1.07,0,2,33.81,71.14,5,1,0,18.81,81.01,3,3.07
17001012001,17,001,012001,18,150,2,1,1,53,111,0,2,0,40,118,3,4
17001013001,17,001,013001,34.96,283.7,9.99,2,0,104.89,217.77,5.99,2,0,73.92,236.75,5.99,9.99
17001014001,17,001,014001,103.61,614.22,9.24,2.08,1.05,228.57,458.03,21.4,11.16,0,184.03,482.26,18.38,22.19
17001015001,17,001,015001,23.71,187.73,3.95,0.99,0,63.24,141.29,3.95,0.99,0.99,49.4,155.13,4.94,0
17001016001,17,001,016001,75.48,519.57,25.23,4.05,1.03,201.3,395.82,10.16,7.19,0,150.43,438.65,18.29,14.11
17001017001,17,001,017001,58.38,442.73,8.76,2.92,1.95,165.42,326.94,14.6,5.84,0,109.95,371.7,13.62,6.81
17001018001,17,001,018001,110.25,418.92,17.27,4,0,216.97,305.11,24.24,4.03,0,170.23,352.82,15.21,10.09
17001018002,17,001,018002,41.04,228.35,8.78,0.01,0,97.8,168.6,7.81,0.98,0.01,73.37,192.06,6.85,2.91
17001019001,17,001,019001,89.56,452.71,13.78,2.95,1.97,198.8,348.39,9.84,11.81,0,146.64,398.58,17.71,5.9
17001019002,17,001,019002,118.27,450.78,26.03,8.01,2,220.42,361.62,17.01,7.01,0,204.3,370.74,14.01,11.01
17001019003,17,001,019003,80.15,284.56,12.57,1.84,0,155.82,216.17,3.48,4.65,0,112.71,254.55,8.22,3.89
17001020001,17,001,020001,86.08,377.79,20.94,0.06,0.06,161.09,302.4,10.57,6.55,0,120.18,337.21,10.57,10.31
17001020002,17,001,020002,158.18,560.23,31.02,2,8,238.45,490.88,15.01,4.64,0,192.5,525.28,13.01,9.01
17001020003,17,001,020003,106.76,377.94,11.63,1.06,0.09,194.92,280.35,11.49,9.53,0,159.98,314.44,9.66,6.61
17001020004,17,001,020004,116.85,430.38,15.1,1.12,0,172.01,375.32,9.82,6.5,0,148.36,392.63,12.03,5.13
17001020005,17,001,020005,101.73,319.87,14.65,1.54,1.06,152.52,274.21,8.9,2.8,0,119.59,299.53,8.87,4.79
17001020006,17,001,020006,123,384,18,3,0,195,309,10,11,0,160,342,11,10
17001021001,17,001,021001,52.5,254.75,10.38,1.03,0,101.47,207.47,4.38,4.32,0,76.3,234.61,2.32,5.22
17001022001,17,001,022001,86.21,359.08,10.06,4.01,0.01,150.34,289.98,8.03,5.01,0,105.26,334.04,7.04,10.02
17001022002,17,001,022002,54.09,224.86,10.31,2.92,2.19,98.17,180.08,8.06,3.67,1.45,77.49,199.24,6.61,3.66
17001022003,17,001,022003,110.16,497.64,26.6,4.65,3.48,176.99,444,15.89,4.04,0,136.73,474.41,15.98,10.73
17001023001,17,001,023001,112.3,247.55,13.93,3.28,2.46,170.5,195.91,9.84,4.92,0,139.35,227.05,5.74,4.1
17001023002,17,001,023002,135.26,269.34,14.39,8.05,0.05,221.05,178.76,6.23,13.03,0,160.58,208.13,15.23,17.14
17001023003,17,001,023003,136.52,208.91,14.41,9.13,0,198.56,140.85,17.31,8.13,0,153.93,181.34,15.27,14.27
17001023004,17,001,023004,160,321,25,2,1,243,240,18,5,0,195,275,18,12
17001023005,17,001,023005,139,159,12,2,0,182,108,12,8,0,173,121,9,5
17001023006,17,001,023006,54.55,78.48,8.61,2.87,0,76.56,55.51,6.7,2.87,0,63.16,66.04,5.74,5.74
17001023007,17,001,023007,92,67,8,4,0,113,48,3,3,0,106,54,4,5
17001023008,17,001,023008,91.62,279.01,10.33,4.09,0.07,155.98,214.63,10.25,4.12,0.05,122.35,241.22,9.2,8.11
17001023009,17,001,023009,165.29,439.13,24.36,1.99,2.74,246.85,361.29,12.69,6.22,0.5,193.16,405.54,12.19,4.23
17001023010,17,001,023010,72,164,18,6,0,117,126,13,2,0,92,149,14,4
17001023011,17,001,023011,116,281,24,2,2,171,227,14,4,0,148,254,9,6
17001023012,17,001,023012,128.67,286.07,16.8,5.09,0,211.61,206.66,16.14,3.31,0,162.93,251.03,11.55,8.24
17001023013,17,001,023013,103,236,16,3,0,151,199,14,3,0,138,202,14,8
17001023014,17,001,023014,148,179,16,5,0,179,149,14,8,0,164,157,16,11
17001023015,17,001,023015,175.53,449.51,28.76,7.31,1.98,261.04,367.84,19.58,10.04,0,201.58,417.26,21.88,13.82
17001023016,17,001,023016,165,362,32,3,0,217,306,24,10,0,185,335,25,11
17001023017,17,001,023017,144.66,311.91,18.12,7.02,0.01,212.95,249.62,12.09,5.05,0,177.66,274.88,11.1,10.05
17001023018,17,001,023018,140.72,414.18,14.72,4.73,0,226.16,332.08,6.69,4.94,0,159.82,392.54,5.25,3.99
17001023019,17,001,023019,55,101,5,1,1,81,79,4,1,0,67,90,2,3
17001023020,17,001,023020,169,328,32,5,0,227,286,22,2,0,178,321,33,7
17001023021,17,001,023021,176,364,27,9,1,235,326,8,8,0,198,346,19,11
17001023022,17,001,023022,216.07,397.36,22.54,2.35,5.35,290.64,323.44,13.42,9.77,0,231.31,375.41,15.77,9.06
17001023023,17,001,023023,84.61,170.98,6.65,0.65,0.65,113.38,141.85,2.76,3.18,0,92.72,161.57,3.37,2.01
17001023024,17,001,023024,140.96,558.33,18.82,5.2,0.17,213.35,492.16,9.2,7.23,0,164.84,536.82,15.07,3.63
17001023025,17,001,023025,167.41,365.96,14.79,3.11,1.56,222.69,306,10.12,1.56,0,175.97,350.38,9.34,4.67
17001023026,17,001,023026,134.58,377.14,17.03,6.09,3.08,180.15,328.98,9.63,9.19,0,143.96,357.57,12.63,12.34
17001023027,17,001,023027,117.48,340.76,17.44,2.86,0.07,161.64,311.61,8.57,4.58,0,119.51,351.43,9.34,6.05
17001023028,17,001,023028,169,374,16,3,0,225,330,9,9,0,187,362,7,9
17001023029,17,001,023029,155,375,18,4,3,222,307,15,6,0,174,353,13,7
17001023030,17,001,023030,128,245,12,5,1,155,215,11,4,0,117,250,9,5
17001023031,17,001,023031,155.33,448.99,31.68,2.06,0,244.69,374.06,13.68,4.57,0,185.58,421.11,15.57,9.4
17001023032,17,001,023032,132,367,23,3,0,222,274,13,10,0,172,318,18,13
17001023033,17,001,023033,108,359,27,4,0,218,245,15,14,0,185,276,17,14
17001023034,17,001,023034,98,222,22,2,0,166,167,7,4,0,152,171,12,8
17001023035,17,001,023035,106.75,308.68,14.68,3.91,2.93,178.29,236.15,9.8,8.82,0,148.89,266.52,10.77,4.9
17001023036,17,001,023036,89.37,117.46,15.04,3.01,0,131.48,78.32,7.04,6.03,0,98.41,100.39,16.03,8.01
17001023037,17,001,023037,155.05,195.75,17.44,2.91,0.97,201.57,134.7,16.47,10.66,0,173.47,164.74,14.54,5.81
17001023038,17,001,023038,122,247,21,6,0,194,170,16,12,0,164,202,18,8
17001023039,17,001,023039,142.28,192.61,22.14,8.02,0.01,197.66,143.11,18.14,4.09,0,168.43,160.36,21.12,15.05
17001023040,17,001,023040,145,189,25,8,4,183,151,21,8,0,155,169,22,15
17003000101,17,003,000101,162,26,0,2,1,157,17,4,0,0,148,16,5,2
17003000102,17,003,000102,176.18,11.02,4,0,1,168.18,14.01,1,0,0,163.16,14.02,2,1
17003000103,17,003,000103,95.82,8.98,1,0,0,91.82,6.99,0,1,0,84.84,8.98,2,1
17003000104,17,003,000104,168,105,7,2,3,166,85,9,5,0,159,91,6,6
17003000105,17,003,000105,133,53,1,2,1,128,41,2,3,0,120,48,1,3
17003000201,17,003,000201,64.63,78.7,1.86,0.1,0.29,79.73,59.94,2.76,0.67,0,67.07,59.53,4.04,4.04
17003000301,17,003,000301,83.38,36.42,0,0.96,1.92,89.13,29.71,2.88,0,0,83.38,31.63,1.92,2.88
17003000401,17,003,000401,139.99,376.98,8,3,11,213.99,286.98,8,13,0,158.99,321.98,13,17
17003000601,17,003,000601,111.01,263.03,5,2,2,166.02,189.02,7,7,0,132.01,210.02,11,5
17003000801,17,003,000801,69,262,12,1,2,115,200,6,5,0,99,205,12,8
17003000901,17,003,000901,55.17,273.12,8.14,0.9,2.71,132.04,189.92,7.23,6.33,0,87.72,214.34,9.95,9.95
1700500BG01,17,005,00BG01,124.45,262.38,21.11,5.01,2.01,201.74,198.12,14.04,5.02,0,164.57,215.24,16.05,11.04
1700500BG02,17,005,00BG02,81.59,191.4,15.54,1.94,1.94,134.04,137.02,11.65,6.8,0,107.81,153.54,13.6,7.77
1700500BG03,17,005,00BG03,88.43,235.35,11.27,5.03,2.03,134.35,184.4,10.2,6.12,0,103.89,200.69,11.24,8.14
1700500CN01,17,005,00CN01,174.69,365.5,45.76,7.35,9.91,234.06,327.77,23.38,8.92,0,166.48,387.3,25.06,6.08
1700500CN02,17,005,00CN02,78,134,22,2,3,107,118,13,2,0,77,138,13,6
1700500CN03,17,005,00CN03,83,134,32,5,0,114,114,18,7,0,93,125,24,9
1700500CN04,17,005,00CN04,99,131,19,2,0,131,99,13,7,0,97,115,19,8
1700500CN05,17,005,00CN05,97.03,240.92,23.13,1.08,2.08,133.94,195.59,16.38,6.17,0.02,115.5,202.79,22.38,3.21
1700500CN06,17,005,00CN06,83.99,237.99,26.25,0.04,2.06,113.32,214.77,18.12,3.05,1,97.91,220.16,25.11,2.03
1700500CN07,17,005,00CN07,93.04,224.27,5.88,3.92,3.92,134.17,163.55,17.63,7.83,0.98,114.58,172.36,16.65,9.79
1700500CN1A,17,005,00CN1A,109.32,219.49,30.99,8.61,6.03,144.61,207.44,15.49,6.03,0,107.59,225.52,25.82,6.89
1700500LG01,17,005,00LG01,46.14,164.21,10.31,1.03,4.04,80.77,130.83,6.14,6.04,0,64.32,144.13,8.14,7.1
1700500LG02,17,005,00LG02,107.86,302.8,28.7,2.97,3.96,167.23,266.19,12.86,3.96,0,124.68,294.89,12.86,9.9
1700500MG01,17,005,00MG01,108,237,9,1,1,167,167,10,7,0,139,189,14,6
1700500MG02,17,005,00MG02,52,160,21,2,2,112,110,10,3,0,82,126,15,3
1700500ML00,17,005,00ML00,75.7,233.39,16.13,1.02,1.02,118.18,194.87,5.13,4.07,0,88.98,219.96,8.14,4.08
1700500OR00,17,005,00OR00,106.83,320.49,28.95,3.99,5.99,194.69,247.61,14.98,4.99,0,151.76,267.57,15.97,12.98
1700500PM01,17,005,00PM01,64.54,184.69,10.92,0,0,104.26,139.02,11.92,1.99,0,79.44,145.97,22.84,2.98
1700500PM02,17,005,00PM02,83.38,186.09,13.06,2,0,155.62,110.82,10.07,1.01,0,136.47,127.86,10.14,1.02
1700500SH01,17,005,00SH01,39,126,13,3,3,84,87,11,2,0,73,96,9,2
1700500SH02,17,005,00SH02,46,73,8,3,1,67,54,5,2,0,43,69,6,4
1700500SH03,17,005,00SH03,48,93,10,1,0,72,66,4,2,1,57,76,4,4
1700500SH04,17,005,00SH04,113,246.01,15,3,2,171.01,181.01,13,9,0,128.01,214.01,20,6
1700500TM01,17,005,00TM01,31,106,7,0,2,58,83,4,0,0,34,96,8,0
1700500TM02,17,005,00TM02,34,79,3,1,1,69,44,2,0,0,45,66,2,2
17007001001,17,007,001001,196,190,20,7,2,174,191,21,16,0,173,190,18,15
17007001002,17,007,001002,153,176,12,15,8,153,165,24,15,1,146,172,12,25
17007001003,17,007,001003,182.12,138.26,22.56,1.14,3.19,166.03,148.07,19.33,9.42,0.05,166.09,145.77,15.61,11.42
17007001004,17,007,001004,292,242,21,7,5,278,234,22,19,0,275,239,20,14
17007001005,17,007,001005,124.88,127.74,11.44,2.86,3.81,122.97,123.93,6.67,8.58,0.95,103.91,138.23,12.39,8.58
17007001006,17,007,001006,125,184,20,6,5,121,177,21,10,1,126,171,16,18
17007001007,17,007,001007,191,149,18,15,8,181,146,24,18,0,187,142,24,16
17007001008,17,007,001008,323.62,202.57,22.84,11.35,4.28,300.43,209.74,32.64,16.38,1.06,313.5,205.71,27.49,8.42
17007001009,17,007,001009,200,216,23,17,7,188,227,24,16,0,195,221,16,15
17007001010,17,007,001010,113.49,76.28,9.3,1.86,2.79,108.84,74.42,8.37,3.72,0,98.6,83.72,12.09,3.72
17007001011,17,007,001011,204.2,242.39,22.91,17.89,7.97,214.09,235.47,21.89,13.93,1.99,194.14,248.48,19.89,22.85
17007001012,17,007,001012,352.36,435.09,31.79,14.89,9.94,325.62,443.03,37.69,20.83,0.01,289.86,475.83,30.74,16.88
17007001013,17,007,001013,148,149,25,8,6,144,160,11,13,2,137,161,14,14
17007001014,17,007,001014,162,163,12,7,7,163,159,12,13,0,147,176,11,8
17007001015,17,007,001015,265,285,21,7,7,251,278,24,18,0,251,271,21,18
17007001016,17,007,001016,525.78,793.29,57.22,24.03,19.05,513.44,802.99,44.44,26.16,3.95,449.26,869.95,33.82,29.14
17007001017,17,007,001017,512.15,708.84,61.34,21.42,22.39,483.92,745.84,40.89,29.21,1.95,427.44,805.23,38.95,25.32
17007001018,17,007,001018,155,367,28,1,6,135,383,23,8,2,115,410,16,9
17007001019,17,007,001019,192,385,27,4,15,161,424,23,10,0,142,451,16,5
17007001020,17,007,001020,195.12,389.16,33.01,2,10,161.11,433.17,23,7.01,0,124.1,478.18,14.01,6.01
17007001021,17,007,001021,199,359,26,4,11,165,406,24,9,0,151,428,15,8
17007001022,17,007,001022,235,386,30,2,10,218,401,23,10,0,175,453,15,7
17007002001,17,007,002001,394.8,406.46,22.65,8.58,7.62,364.08,397.38,28.15,28.78,1.05,329.57,448,25.06,20.69
17007002002,17,007,002002,174,289,27,4,4,152,314,19,12,1,146,330,9,6
17007003001,17,007,003001,627.08,968.78,76.43,11.07,29.7,555.19,1047.28,49.93,33.78,0.99,506.6,1086.11,52.9,26.86
17007003002,17,007,003002,348.88,466.84,50.98,6,17.99,332.88,469.83,41.99,20.99,1,332.88,461.84,43.98,26.99
17007003003,17,007,003003,287.23,434.71,33.73,11.45,11.65,273.39,437.47,36.53,15.83,0.07,254.02,460.84,38.41,12.58
17007004001,17,007,004001,169.95,347.85,16.9,2.98,3.98,156.04,352.82,13.91,10.93,0,143.12,363.75,11.93,7.95
17007005001,17,007,005001,125.47,290.46,14.82,4.94,10.87,131.4,272.68,25.69,5.93,0,122.51,295.4,11.86,8.89
17007006001,17,007,006001,115.69,205.14,13.25,5.3,7.96,117.47,206.83,14.17,9.7,0,106.01,205.16,23.79,7.07
17007006002,17,007,006002,180,334,23,1,9,181,329,22,10,0,139,366,15,17
17007006003,17,007,006003,471.76,485.91,49.8,25.72,9.08,464,462.15,57.92,35.32,0,461.44,464.91,50.25,36.96
17007007001,17,007,007001,85.98,199.95,17,8,4,90.98,189.95,17,10,0,84.98,211.95,9,8
17007007002,17,007,007002,161.02,200.05,27,4,7,136.02,213.05,27,15,1,153.02,206.05,24,9
17007008001,17,007,008001,75.13,191.18,14.01,3.01,2,77.12,185.17,10.02,7.01,1,73.1,186.2,7.01,6.01
17007009001,17,007,009001,424.99,651.62,84.23,22.68,17.99,442,645.03,55.84,35.92,2.84,402.27,676.36,56.71,42.52
17007009002,17,007,009002,126.85,223.56,24.54,4.26,5.96,129.8,224.17,16.01,6.99,1.15,119.64,240.73,11.14,7.37
17007009003,17,007,009003,170.01,220.64,17.19,9.55,5.73,176.7,204.4,25.79,9.55,0.96,181.47,205.36,22.92,5.73
17009000101,17,009,000101,2.8,40.15,0.93,0,0,11.21,29.88,0,0,0,11.21,28.01,0,0.93
17009000201,17,009,000201,39.35,141.64,0.98,0.98,0,59.02,109.18,4.92,0.98,0,56.07,108.2,1.97,3.93
17009000301,17,009,000301,29.99,145.93,4,1,2,60.97,108.95,2,0,0,53.97,106.95,6,3
17009000401,17,009,000401,30,121,4,0,1,47,95,7,1,0,40,103,4,1
17009000501,17,009,000501,19,68,2,1,2,31,55,0,1,0,27,57,2,2
17009000601,17,009,000601,100,315,13,2,4,156,249,5,9,0,127,262,12,9
17009000602,17,009,000602,57.76,188.25,5.98,2.99,3.98,108.54,130.49,5.98,2.99,0,90.61,139.45,6.97,4.98
17009000603,17,009,000603,18.24,92.75,4.02,0.01,0.02,31.46,68.51,2.02,0.01,1,21.39,75.55,2.03,1.02
17009000604,17,009,000604,43,161,12,0,3,60,138,12,3,0,56,138,11,3
17009000605,17,009,000605,47,126,15,1,1,67,99,12,5,0,50,115,12,8
17009000701,17,009,000701,9.08,88.17,3.04,0,2.01,29.14,65.13,5.01,2,0,20.12,77.14,3.01,1.01
17009000801,17,009,000801,10,30,1,1,0,13,24,2,2,0,10,27,3,1
17009000901,17,009,000901,34.33,138.93,9.04,0.01,1,63.4,105.86,4.03,4.01,0,49.38,107.83,4.05,10.02
17009000902,17,009,000902,35.36,135.87,2.05,0.02,0.01,55.47,99.8,3.02,2.01,0,41.42,104.77,6.06,6.02
17011001001,17,011,001001,37,126,9,1,2,44,113,11,7,0,46,117,7,4
17011002001,17,011,002001,143,259,20,7,4,161,240,21,12,0,151,246,22,11
17011002002,17,011,002002,33,100,7,2,0,38,90,4,3,0,38,96,2,3
17011003001,17,011,003001,98,171,24,6,5,119,162,9,6,0,107,163,11,14
17011003002,17,011,003002,28,84,4,1,0,29,84,3,3,0,31,84,1,2
17011004001,17,011,004001,126,241,26,6,7,146,235,11,5,2,139,239,12,5
17011004002,17,011,004002,116,262,35,3,6,139,251,20,4,1,120,274,12,10
17011005001,17,011,005001,46,103,16,1,0,61,94,6,1,0,58,97,9,3
17011006001,17,011,006001,30,81,0,2,2,43,58,7,1,0,33,70,5,2
17011007001,17,011,007001,57,93,7,2,2,70,78,7,3,0,69,79,4,2
17011007002,17,011,007002,147,185,16,5,1,177,146,14,11,0,168,155,8,13
17011008001,17,011,008001,105,235,22,0,4,126,205,16,9,0,125,213,14,9
17011009001,17,011,009001,84,207,9,2,10,89,183,21,6,0,79,208,9,6
17011010001,17,011,010001,33,113,10,0,0,39,100,10,5,0,36,108,6,3
17011011001,17,011,011001,93,180,16,1,6,99,177,13,1,0,87,185,10,5
17011012001,17,011,012001,21.02,67.04,8,2,0,19.02,70.03,7,3,0,20.02,72.04,6,2
17011013001,17,011,013001,152,101,16,9,5,181,80,10,11,0,174,84,8,9
17011013002,17,011,013002,186,141,15,1,5,218,114,4,8,0,202,113,7,14
17011013003,17,011,013003,304,221,20,10,10,359,169,10,10,1,343,175,10,15
17011013004,17,011,013004,130.37,148.64,8.51,4,0.04,149.92,114.8,8.37,11.29,0,146.56,118.13,12.37,10.4
17011013005,17,011,013005,111.4,161.25,14.02,4.02,3.01,127.45,134.19,13.02,6.02,0,122.4,141.22,9.03,7.03
17011013006,17,011,013006,286.82,216.84,16.76,3.94,5.91,317.37,185.3,12.81,7.89,1.97,298.64,192.2,17.74,13.8
17011013007,17,011,013007,176.49,200.44,14.03,4,6,225.53,153.39,7.02,4.02,0,201.5,169.41,8.02,3.03
17011013008,17,011,013008,245.3,200.59,21.31,6.1,5.05,277.09,163.85,12.17,12.19,3,259.26,170.4,16.12,16.36
17011013009,17,011,013009,194.14,174.91,13.45,0,0.96,208.55,152.81,9.61,7.69,0,198.94,161.46,9.61,10.57
17011013010,17,011,013010,135.7,147.41,12.69,3.9,1.95,167.91,117.15,6.83,7.81,0,133.74,139.6,4.88,14.64
17011014001,17,011,014001,68.93,116.89,5.99,0,5,85.92,92.91,8.99,3,0,76.93,99.9,5.99,6.99
17011014002,17,011,014002,163,129,12,8,3,178,99,14,13,1,174,109,14,11
17011014003,17,011,014003,187.67,77.86,5.99,8.98,2,208.63,56.9,3.99,8.98,0,184.67,68.88,10.98,10.98
17011015001,17,011,015001,219,333,24,4,5,204,353,12,7,0,153,400,15,5
17011015002,17,011,015002,158,292,21,6,4,154,280,16,16,1,139,300,12,14
17011015003,17,011,015003,179,330,28,9,12,189,320,27,17,0,175,335,28,15
17011015004,17,011,015004,143,296,32,6,10,174,268,18,17,0,144,284,24,19
17011015005,17,011,015005,112,240,34,2,8,124,228,23,7,0,100,247,21,14
17011015006,17,011,015006,214.06,326.76,33.91,3.09,4.38,215.5,323.52,23.56,5.26,0,175.24,353.52,16.41,10.32
17011015007,17,011,015007,163,234,23,9,7,183,211,16,18,1,162,229,17,23
17011015008,17,011,015008,222,289,34,5,12,211,305,20,7,1,190,328,16,9
17011015009,17,011,015009,167.94,357.24,30.09,2.91,12.62,149.5,382.48,18.44,8.74,0,140.76,382.48,13.59,10.68
17011016001,17,011,016001,86,239,21,7,4,106,220,14,9,0,100,218,21,9
17011016002,17,011,016002,63,204,12,2,5,93,174,3,5,1,63,197,5,7
17011017001,17,011,017001,147.3,220.95,26.87,1.99,12.94,158.25,223.93,16.92,8.96,0,152.28,222.94,17.91,13.93
17011017002,17,011,017002,89.7,223.05,25.13,6.01,2.06,125.75,201.07,11.08,6.04,0,118.72,203.06,15.09,10.07
17011018001,17,011,018001,82,175,9,5,4,107,152,8,7,0,87,177,8,4
17011019001,17,011,019001,49.26,91.39,5.99,0.01,0.01,53.31,69.48,5.98,3.98,0.99,54.21,67.52,4,7.94
17011020001,17,011,020001,130.55,261.02,19.07,8,3,164.59,216.77,16.07,14.04,0.01,124.6,243.75,22.04,18.09
17011021001,17,011,021001,83,229,18,5,7,110,207,10,10,0,95,226,9,5
17011022001,17,011,022001,13,70,6,1,0,17,71,3,0,0,21,66,4,0
17011023001,17,011,023001,124,186,24,8,6,154,179,14,1,0,125,195,19,10
17011024001,17,011,024001,9,65,2,1,0,14,56,1,1,0,13,58,0,1
17011025001,17,011,025001,32,73,8,1,1,28,72,7,3,0,26,74,5,5
17013000001,17,013,000001,25,95,2,1,0,42,70,2,4,0,34,80,2,2
17013000002,17,013,000002,110,235,10,1,2,192,140,5,5,1,146,169,10,7
17013000003,17,013,000003,82,170,7,5,1,151,98,7,3,0,122,117,5,9
17013000004,17,013,000004,169,419,18,6,4,305,260,11,4,0,239,294,10,12
17013000005,17,013,000005,37,135,4,5,0,78,90,3,4,0,59,104,2,4
17013000006,17,013,000006,133,278,16,3,0,197,208,10,1,0,155,224,7,9
17013000007,17,013,000007,183.18,389.37,15.02,5.01,6,307.26,265.28,11.01,3.01,0,239.21,309.31,15.02,8
1701500CS01,17,015,00CS01,76.64,229.37,11.66,0.99,3.88,68.02,248.55,9.7,1.03,0,56.42,255.4,5.83,2.93
1701500CS02,17,015,00CS02,114,309,37,4,4,116,305,32,10,0,115,313,16,11
1701500EK00,17,015,00EK00,21.75,89.5,10.16,0.07,1.08,24.59,91.79,3.08,1.12,0,28.74,87.57,3.13,1.09
1701500FD00,17,015,00FD00,137.74,329.23,20.27,4.98,5.11,141.31,337.99,6.36,6.96,0,120.04,362.99,3.22,7.04
1701500FH00,17,015,00FH00,100,289,31,1,1,113,277,21,5,0,91,291,25,7
1701500MC01,17,015,00MC01,88,154,18,11,4,101,144,9,7,0,93,146,13,9
1701500MC02,17,015,00MC02,183.47,269.78,28.61,2.16,5.14,180.98,283.27,15.45,7.26,1,185.75,276.47,15.38,8.14
1701500MC03,17,015,00MC03,98.51,167.37,18.45,10.03,3.03,107.66,169.25,10.3,4.06,1,114.39,158.52,11.24,6.06
1701500RL01,17,015,00RL01,161,263,20,3,3,155,265,21,3,0,144,277,18,10
1701500RL02,17,015,00RL02,155,325,36,7,5,172,318,15,10,0,150,330,21,15
1701500SA01,17,015,00SA01,101.65,86.01,5.86,6.84,2.93,103.6,73.3,10.75,4.89,0.98,90.9,80.15,11.73,9.77
1701500SA02,17,015,00SA02,65.42,72.37,7.45,2.9,2.81,71.87,71.17,3.91,1.03,0.02,63.35,67.67,6.67,3.88
1701500SA03,17,015,00SA03,72.94,85.3,6.04,2.93,0.21,84.29,70.69,6.67,2.81,0,80.96,72.21,5.06,4.82
1701500SA04,17,015,00SA04,123.98,162.76,15.98,9.96,3.02,137.97,151.84,10.97,10.92,0.99,128.91,159.71,11.01,7.99
1701500SA05,17,015,00SA05,111.39,142.26,14.91,3.04,0.03,102.65,140.2,9.95,3.05,0.01,113.41,139.28,3.05,4.01
1701500SA06,17,015,00SA06,168.62,198.29,23.75,5.33,0,185.62,158.8,24.77,11.31,0,186.49,157.99,20.47,12.52
1701500SM00,17,015,00SM00,48.49,140.63,14.55,0.97,0.97,53.34,136.75,9.7,1.94,0,44.61,145.48,7.76,1.94
1701500WD00,17,015,00WD00,54.66,106.91,8.1,3.99,3.01,55.69,111.92,3.02,4.02,0,48.57,119.09,5.94,1.06
1701500WN00,17,015,00WN00,65.8,111.56,12.12,3.06,5.04,82.82,103.63,6.04,5.06,0,77.71,105.74,5.09,4.01
1701500WY01,17,015,00WY01,130.25,260.5,11.75,4.9,5.88,118.5,282.05,5.88,8.81,0,129.27,265.4,9.79,6.86
1701500WY02,17,015,00WY02,60,149,9.09,1.04,4.05,64.91,149.17,2.05,8.07,0,61.99,145.04,6.08,9.05
1701500YK00,17,015,00YK00,308.53,495.22,34.39,8.84,7.86,337.02,466.73,25.55,14.74,0,324.25,477.53,21.62,7.86
17017000111,17,017,000111,88,294,19,4,5,98,281,16,10,0,93,289,10,7
17017000220,17,017,000220,75,198,5,0,6,62,197,13,3,1,79,185,9,3
17017000221,17,017,000221,97.9,258.74,14.98,4.99,7.99,111.89,241.75,15.98,6.99,0,124.87,223.77,16.98,5.99
17017000301,17,017,000301,71.51,86.41,7.95,2.98,0,83.43,68.53,5.96,9.93,0,79.46,64.56,6.95,12.91
17017000302,17,017,000302,116.02,147.4,6.89,2.95,2.94,125.84,131.67,6.89,5.92,0,134.65,115,8.85,11.8
17017000303,17,017,000303,70,63,2,1,4,74,53,5,5,0,76,51,2,5
17017000304,17,017,000304,89,101,10,5,3,110,75,6,13,0,106,82,4,13
17017000305,17,017,000305,58,96,6,2,2,65,87,2,5,0,65,82,6,5
17017000306,17,017,000306,135.13,118.79,9.12,3.05,1.06,134.33,111.48,8.13,11.1,0,130.51,113.14,7.17,8.23
17017000307,17,017,000307,159.09,246.96,11.13,4.65,4.63,183.51,213.06,12.13,9.28,0,186.24,204.71,13,10.26
17017000308,17,017,000308,74.57,102.4,8.88,2.37,1.37,88.48,85.75,6.96,6.73,1,93.7,80.09,8.03,4.81
17017000410,17,017,000410,129.14,335.38,10.97,5.02,8.96,160.13,298.13,19.02,9.02,0,151.39,312.02,10.02,10.99
