GEOID,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREOFUE,G20PREOLAR,G20PREOCAR,G20PREOWRI,G20USSDREE,G20USSRWAT,G20USSOWRI
440070016002001,0,0,0,0,0,0,0,0,0,0
440070013003005,11.8,3.2,0.4,0,0,0,0.1,11.5,2,0.1
440070013004017,40.9,7.2,0.4,0.4,0.3,0.1,0.4,40.5,4.4,0.1
440070013002002,36,3.1,0.2,0,0.2,0.1,0.2,35.1,2.9,0
440070033002008,46.7,5.8,0.3,0,0.2,0.1,0.3,45.5,5.5,0.1
440070033002000,0,0,0,0,0,0,0,0,0,0
440070034001040,17.6,2.2,0.1,0,0.1,0,0.1,17.1,2.1,0
440070033003020,14.9,1.9,0.1,0,0.1,0,0.1,14.5,1.7,0
440070034004019,9.2,1,0.1,0,0,0,0.1,9,0.9,0
440070020004008,33.6,10.2,0.5,0,0.2,0,0.2,33.7,7.4,0.1
440070021012003,12.8,3.8,0.2,0,0.1,0,0.1,13.3,2.7,0.1
440070021011000,8.5,3.3,0.1,0,0,0,0.1,9.2,2.2,0
440070021012009,20,5.9,0.2,0.1,0.1,0,0.2,20.6,4.2,0.1
440070021011008,6.2,1.8,0.1,0,0,0,0.1,6.4,1.3,0
440070021021004,18.8,6.1,0.1,0,0,0.1,0.1,19.2,4.3,0.1
440070021011005,22.8,6.7,0.3,0.1,0.1,0,0.2,23.6,4.8,0.1
440070021013011,33.8,9.9,0.4,0.1,0.1,0,0.4,34.9,7.2,0.2
440070029001009,16.5,6.1,0.2,0,0,0.1,0.1,17,4.6,0
440070029002003,15.2,5.6,0.1,0,0,0.1,0.1,15.6,4.3,0
440070028002003,0,0,0,0,0,0,0,0,0,0
440070029005001,11.3,4.2,0.1,0,0,0,0.1,11.6,3.2,0
440070029005004,4.8,1.8,0,0,0,0,0,4.9,1.3,0
440070132023033,1,1.4,0,0,0,0,0,1.2,1.1,0
440070132023048,16.4,23.1,0.4,0.1,0.1,0.1,0.2,19.6,19.4,0.1
440070132013041,0,0,0,0,0,0,0,0,0,0
440070132022004,0,0,0,0,0,0,0,0,0,0
440070132011023,4.9,6.3,0.2,0,0,0,0.1,5.8,5.4,0
440070132012028,0,0,0,0,0,0,0,0,0,0
440070132012036,0,0,0,0,0,0,0,0,0,0
440070132012023,12.7,18.7,0.3,0.1,0.1,0.1,0.2,15,15.7,0.1
440070126012013,28.2,29.9,0.7,0.1,0.1,0,0.3,32.7,24.8,0
440070126025005,2.5,2.6,0.1,0,0,0,0,2.9,2.2,0
440070126025023,70.7,82,1.5,0.4,0.2,0.2,0.6,82.7,68.4,0.2
440070126011039,3.2,3.4,0.1,0,0,0,0,3.7,2.8,0
440070173002007,17.9,13.5,0.3,0.1,0,0.1,0.1,19.3,10.6,0
440070173002012,17.9,13.5,0.3,0.1,0,0.1,0.1,19.3,10.6,0
440070173001013,17.4,13.1,0.3,0.1,0,0.1,0.1,18.7,10.3,0
440070130011020,2.4,3.9,0.1,0,0,0,0,2.6,3.5,0
440070130011021,1.1,1.7,0,0,0,0,0,1.2,1.6,0
440070130013019,0,0,0,0,0,0,0,0,0,0
440070130021028,1.5,2.1,0,0,0,0,0,1.7,1.8,0
440070130021066,8.2,11.8,0.2,0,0,0,0.1,9.3,10.1,0
440070130024016,0.3,0.4,0,0,0,0,0,0.3,0.4,0
440070145012012,0,0,0,0,0,0,0,0,0,0
440070145022020,8.2,7.9,0.1,0,0,0,0.1,9.4,6.5,0
440070145022038,11.7,10.9,0.1,0,0,0,0.1,13.5,8.6,0
440070144002001,0,0,0,0,0,0,0,0,0,0
440070144002024,9.3,9.3,0.2,0,0,0.1,0,11,7.3,0
440070143003000,8.9,9,0.1,0.1,0,0,0.1,10.5,6.9,0.1
440070145023028,14,13.4,0.3,0.1,0,0,0.1,16,10.9,0.1
440070145023022,0,0,0,0,0,0,0,0,0,0
440070142002059,0,0,0,0,0,0,0,0,0,0
440070146003024,9.5,11.6,0.1,0,0,0,0.2,11.7,9.2,0
440070145013027,25.7,31.3,0.4,0.1,0.1,0.1,0.5,31.5,24.9,0.1
440070140005009,9.3,7.9,0,0,0,0,0.1,10.5,6.4,0
440070143002031,11.3,11.4,0.2,0.1,0,0,0.1,13.3,8.7,0.1
440070148003000,8.9,8.6,0.2,0,0,0,0,10.4,6.6,0
440070145012023,0,0,0,0,0,0,0,0,0,0
440070145011023,5.5,7.8,0.1,0,0,0,0.1,6.7,6.5,0
440070147006014,0,0,0,0,0,0,0,0,0,0
440070146002022,0,0,0,0,0,0,0,0,0,0
440070148003002,0,0,0,0,0,0,0,0,0,0
440070113021009,14.9,10.2,0.3,0,0,0,0.1,16,8.4,0
440070113023004,19.4,13.3,0.4,0.1,0,0.1,0.1,20.8,10.9,0
440070114032051,15,16.2,0.4,0,0,0,0.2,17,13.1,0.1
440070114021007,6,4.7,0.1,0,0,0,0,6.3,4.1,0
440070102003003,21.2,9.8,0.3,0.1,0.1,0.1,0.1,22.1,7.6,0.1
440070102002008,21,10.2,0.2,0.1,0,0,0,21.8,8.1,0
440070102003009,7.5,3.4,0.1,0,0,0,0,7.8,2.7,0
440070102005027,18.5,8.6,0.2,0.1,0,0,0.1,19.3,6.6,0.1
440070104005017,16.2,9.1,0.2,0.1,0.1,0.1,0.1,17.7,6.6,0.1
440070105021039,0,0,0,0,0,0,0,0,0,0
440070104002014,19.4,9.2,0.1,0,0,0,0.1,20.7,7.1,0
440070105021003,9.5,4.5,0.1,0,0,0,0.1,10.1,3.5,0
440070105021027,6.9,3.3,0.1,0,0,0,0,7.4,2.5,0
440070107023014,9.6,6.6,0.1,0.1,0.1,0,0.1,10.3,5.5,0
440070106003001,28.2,15.1,0.7,0.2,0.1,0.3,0.1,30.6,12.7,0
440070122002030,10.4,14,0.1,0,0,0.1,0,12.6,11.1,0
440070122002021,9.8,13.2,0.1,0,0,0.1,0,11.8,10.4,0
440070123003028,113.5,115.3,2,0,0,0.5,0.8,136.1,85.2,0
440070125001026,33.6,32,0.4,0.1,0.1,0,0.1,39.2,24.4,0
440070124014023,16.6,16.8,0.2,0.1,0.1,0,0.2,19.6,12.5,0.1
440070125001017,1.8,1.7,0,0,0,0,0,2.1,1.3,0
440070122004018,29.4,41.5,0.6,0,0,0.1,0.3,35.7,32.6,0.1
440070122004044,0,0,0,0,0,0,0,0,0,0
440070123002023,0,0,0,0,0,0,0,0,0,0
440070123002026,16.9,17.2,0.3,0,0,0.1,0.1,20.3,12.7,0
440070123002028,10.5,10.6,0.2,0,0,0,0.1,12.5,7.8,0
440070124016008,2.4,3.2,0,0,0,0,0,3.1,2.2,0
440070124015007,47.9,63,0.3,0.4,0.1,0,0.4,57.7,49.3,0.2
440070123003030,7.7,7.8,0.1,0,0,0,0.1,9.2,5.8,0
440070152002024,0,0,0,0,0,0,0,0,0,0
440070167002013,0,0,0,0,0,0,0,0,0,0
440070167001007,0,0,0,0,0,0,0,0,0,0
440070167002009,0,0,0,0,0,0,0,0,0,0
440070167002006,22.7,9.2,0.2,0.1,0.2,0.1,0.1,23,6.9,0.1
440070167002005,17.3,7,0.1,0.1,0.2,0.1,0.1,17.6,5.3,0.1
440070167002026,12.9,5.2,0.1,0,0.1,0,0.1,13.1,3.9,0.1
440070160003022,2.7,0.6,0,0,0,0,0,2.7,0.4,0
440070160002006,40.8,9.2,0.3,0,0.1,0,0.1,39.9,6.1,0.6
440070167001012,32.5,11.1,0.2,0.1,0.2,0,0.2,31.2,8.6,0.1
440070166001003,9.4,1.7,0.1,0,0.1,0,0,9,1.4,0
440070152001021,0,0,0,0,0,0,0,0,0,0
440070160001012,0,0,0,0,0,0,0,0,0,0
440070160001006,0,0,0,0,0,0,0,0,0,0
440070160001008,0,0,0,0,0,0,0,0,0,0
440070153001012,0,0,0,0,0,0,0,0,0,0
440070153001015,16.3,5.8,0.2,0,0.2,0.1,0.2,15.9,4.3,0.1
440070153001016,20.4,7.2,0.2,0,0.2,0.1,0.2,19.8,5.4,0.2
440070153002001,19.9,7,0.2,0,0.2,0.1,0.2,19.4,5.3,0.2
440070153001001,0,0,0,0,0,0,0,0,0,0
440070154001002,19.6,6.9,0.2,0,0.2,0.1,0.2,19.1,5.2,0.2
440070154001003,80.3,25.9,0.2,0.1,0.2,0.2,0.4,79.2,17.9,0.4
440070155003014,0,0,0,0,0,0,0,0,0,0
440070160003015,0,0,0,0,0,0,0,0,0,0
440070160003014,9.6,2.2,0.1,0,0,0,0,9.4,1.4,0.1
440070160003018,46,10.4,0.4,0,0.1,0,0.1,45,6.9,0.6
440070029004002,0,0,0,0,0,0,0,0,0,0
440070031005003,0,0,0,0,0,0,0,0,0,0
440070033003013,0,0,0,0,0,0,0,0,0,0
440070033003011,32.6,3.5,0.3,0.1,0,0,0.4,31.9,3.3,0.1
440070033004045,0,0,0,0,0,0,0,0,0,0
440070031005007,0,0,0,0,0,0,0,0,0,0
440070031005005,0,0,0,0,0,0,0,0,0,0
440070031003001,0,0,0,0,0,0,0,0,0,0
440070006001077,4.7,0.9,0,0,0,0,0,4.8,0.5,0
440070019003001,2.7,1,0,0,0,0,0,2.8,0.5,0
440070031005012,0,0,0,0,0,0,0,0,0,0
440070001024008,0,0,0,0,0,0,0,0,0,0
440070001024004,0,0,0,0,0,0,0,0,0,0
440070006001022,0,0,0,0,0,0,0,0,0,0
440070008001036,0,0,0,0,0,0,0,0,0,0
440070008002008,0,0,0,0,0,0,0,0,0,0
440070011001000,0,0,0,0,0,0,0,0,0,0
440070006001054,0,0,0,0,0,0,0,0,0,0
440070008001020,0,0,0,0,0,0,0,0,0,0
440070037002045,0,0,0,0,0,0,0,0,0,0
440070036012020,50.4,4.9,0.4,0,0.2,0,0.6,49.4,4.4,0.2
440070037003000,20.2,2,0.1,0,0.1,0,0.2,19.8,1.8,0.1
440070037003007,19.8,1.9,0.1,0,0.1,0,0.2,19.4,1.7,0.1
440070037003014,17.8,1.7,0.1,0,0.1,0,0.2,17.5,1.6,0.1
440070037003016,0,0,0,0,0,0,0,0,0,0
440070019005009,3.5,0.8,0,0,0,0,0,3.5,0.6,0
440070019003012,9.6,3,0,0,0.1,0,0.1,9.7,1.8,0.3
440070016007004,12.9,5,0.1,0.1,0,0,0,14.1,2.9,0
440070017003021,5,1.9,0,0,0,0,0,5.4,1.1,0
440070016007000,12.5,4.6,0.1,0,0,0,0.1,13.2,2.7,0.1
440070016007006,12.7,4.7,0.1,0,0,0,0.1,13.4,2.8,0.1
440070016006004,28.8,11.2,0.2,0.1,0.1,0,0,31.3,6.4,0.1
440070016006005,43.6,16.1,0.2,0.1,0.1,0.1,0.2,46,9.6,0.3
440070006001013,0,0,0,0,0,0,0,0,0,0
440070006001039,0,0,0,0,0,0,0,0,0,0
440070036023006,0,0,0,0,0,0,0,0,0,0
440070037002030,10.1,1,0.1,0,0,0,0.1,9.9,0.9,0
440070037004000,19.4,1.9,0.1,0,0.1,0,0.2,19,1.7,0.1
440070037004007,19.4,1.9,0.1,0,0.1,0,0.2,19,1.7,0.1
440070037003012,41.5,4.1,0.3,0,0.2,0,0.5,40.7,3.7,0.2
440070006001037,0,0,0,0,0,0,0,0,0,0
440070024003002,51,18.9,0.3,0.1,0.2,0.2,0.5,51.7,14.8,0.3
440070017001001,1.5,0.6,0,0,0,0,0,1.6,0.3,0
440070016001009,13.8,5.1,0.1,0,0,0,0.1,14.6,3,0.1
440070016002019,23.2,8.6,0.1,0,0,0,0.1,24.5,5.1,0.1
440070016002022,38.2,13.1,0.1,0.1,0,0,0,39.9,8.4,0.1
440070016005000,37.7,13.9,0.2,0.1,0.1,0.1,0.2,39.8,8.3,0.2
440070005001001,20.4,3.9,0.1,0.2,0,0,0.1,20,2.4,0.1
440070006002026,10.4,2.4,0.1,0,0,0,0,10.2,1.4,0.1
440070005001010,24.2,4.7,0.1,0.2,0,0,0.1,23.7,2.9,0.1
440070001021007,9.4,2.4,0,0,0,0,0.1,9.5,1.5,0
440070001021009,18.2,4.5,0.1,0,0,0.1,0.1,18.3,3,0.1
440070001013001,0,0,0,0,0,0,0,0,0,0
440070009001050,4.4,0.7,0,0,0,0,0,4.3,0.6,0
440070009001053,20.2,3.2,0.1,0,0.1,0,0.2,19.7,2.6,0.1
440070009001054,0,0,0,0,0,0,0,0,0,0
440070130021041,7,10.1,0.2,0,0,0,0.1,8,8.7,0
440070129002026,3.6,5.5,0.1,0,0,0,0,4.3,4.6,0
440070130011004,37.1,59.1,1.3,0.1,0.1,0.1,0.2,40.2,53.7,0.1
440070130024046,1.5,2.1,0.1,0,0,0,0,1.7,1.9,0
440070130023001,4.5,6.3,0.2,0,0,0,0.1,5.1,5.7,0
440070130024043,10.2,14.2,0.5,0,0.1,0,0.2,11.6,12.9,0.1
440070130023020,0,0,0,0,0,0,0,0,0,0
440070129002007,1.1,1.4,0,0,0,0,0,1.3,1.1,0
440070130021032,3.2,4.6,0.1,0,0,0,0,3.7,4,0
440070130021025,1.5,2.1,0,0,0,0,0,1.7,1.8,0
440070130021055,4.4,6.3,0.1,0,0,0,0.1,5,5.4,0
440070130024009,7.6,11,0.2,0,0,0,0.1,8.7,9.4,0
440070130011010,2.1,3.4,0.1,0,0,0,0,2.3,3.1,0
440070112002010,18.9,11.7,0.2,0,0,0,0.1,19.7,8.8,0.1
440070114011025,2,1.6,0,0,0,0,0,2.1,1.4,0
440070114032024,0,0,0,0,0,0,0,0,0,0
440070114022009,19.6,17.9,0.3,0.1,0,0,0.4,21.2,16,0.1
440070113023030,6.9,5.7,0.2,0,0,0,0.1,7.5,4.8,0
440070114032003,10,8.2,0.1,0.1,0,0,0.1,10.6,7,0
440070114013000,5.7,4.5,0.2,0,0,0,0.1,5.9,4.2,0
440070114015011,47.9,38,1.5,0.3,0.1,0,0.5,49.6,35.3,0
440070113023008,23,15.8,0.5,0.1,0,0.1,0.1,24.7,12.9,0
440070114032009,8.9,7.3,0.1,0.1,0,0,0.1,9.5,6.3,0
440070114033002,212.9,175.6,3,1.3,0.2,0.4,2.5,227.3,150.6,0.6
440070114033016,9.6,7.9,0.1,0.1,0,0,0.1,10.3,6.8,0
440070114022022,5.8,5.3,0.1,0,0,0,0.1,6.3,4.7,0
440070114022012,13.4,12.2,0.2,0.1,0,0,0.3,14.5,10.9,0.1
440070114022003,0,0,0,0,0,0,0,0,0,0
440070133001069,3.5,4.6,0.1,0,0,0,0,3.9,4,0
440070133002021,3.5,4.6,0.1,0,0,0,0,3.9,4,0
440070133001032,2.6,3.3,0.1,0,0,0,0,2.8,2.9,0
440070133001011,0,0,0,0,0,0,0,0,0,0
440070133001017,0,0,0,0,0,0,0,0,0,0
440070133001043,1,1.3,0,0,0,0,0,1.1,1.1,0
440070133001074,0,0,0,0,0,0,0,0,0,0
440070133004048,0,0,0,0,0,0,0,0,0,0
440070131011015,27,34.7,0.7,0.1,0.1,0.1,0.4,29.8,31.2,0.1
440070131022028,9.5,12.4,0.2,0.1,0,0,0.2,10.4,11,0.1
440070119011022,36.5,28.5,0.9,0.2,0.2,0.2,0.2,41.1,20.8,0.2
440070121023016,0,0,0,0,0,0,0,0,0,0
440070118005001,28.2,21.9,0.5,0,0,0.1,0.1,32.6,16.2,0.1
440070119021005,18.4,14.1,0.3,0,0,0.1,0.2,20.5,10.3,0.1
440070121022005,61,43.1,0.6,0,0.1,0.2,0.5,66.5,33.3,0.1
440070121022011,14.6,9.3,0.2,0.1,0.1,0.1,0.1,15.4,7.5,0.1
440070119011000,12,9.4,0.3,0.1,0.1,0.1,0.1,13.6,6.9,0.1
440070118005018,46.1,35.8,0.8,0,0,0.1,0.2,53.3,26.5,0.1
440070118003007,40.5,33.7,1.2,0.1,0.3,0,0.3,47.4,23.8,0.3
440070119021003,0,0,0,0,0,0,0,0,0,0
440070119021017,72.3,56.8,0.3,0,0.3,0.1,0.7,83.9,39.3,0.1
440070120001000,2.4,1.6,0,0,0,0,0,2.6,1.3,0
440070120005008,20.5,14.3,0.4,0.1,0,0,0.1,23,10.7,0
440070120005010,4.4,3,0.1,0,0,0,0,4.9,2.3,0
440070120001002,10.3,7,0.2,0,0,0,0.1,11.2,5.6,0.1
440070119021015,5.1,4,0,0,0,0,0,5.9,2.8,0
440070119023009,5.8,5.7,0.1,0,0,0,0,6.7,4.2,0.1
440070119012006,6,4.1,0.1,0,0,0,0,6.4,3.2,0
440070119012017,11.1,7.6,0.2,0,0,0,0.1,12,6,0.1
440070009001013,5.9,0.9,0,0,0,0,0.1,5.7,0.8,0
440070009001001,0,0,0,0,0,0,0,0,0,0
440070018006019,0,0,0,0,0,0,0,0,0,0
440070015001010,0,0,0,0,0,0,0,0,0,0
440070008003016,0,0,0,0,0,0,0,0,0,0
440070037001016,0,0,0,0,0,0,0,0,0,0
440070016002000,0,0,0,0,0,0,0,0,0,0
440070006001021,0,0,0,0,0,0,0,0,0,0
440070025002033,0,0,0,0,0,0,0,0,0,0
440070025002039,0,0,0,0,0,0,0,0,0,0
440070009001011,0,0,0,0,0,0,0,0,0,0
440070008001060,0,0,0,0,0,0,0,0,0,0
440070012001010,65.7,10.1,0.1,0.1,0.2,0,0.4,64.9,6.4,0.4
440070006001056,0,0,0,0,0,0,0,0,0,0
440070006001030,0,0,0,0,0,0,0,0,0,0
440070029003010,29.4,7.9,0.2,0.1,0,0.2,0.2,29.5,6.1,0.1
440070028002016,15,3.4,0.1,0,0.1,0,0.1,14.9,2.7,0
440070001024019,0,0,0,0,0,0,0,0,0,0
440070026002000,0,0,0,0,0,0,0,0,0,0
440070031005020,0,0,0,0,0,0,0,0,0,0
440070031005036,0,0,0,0,0,0,0,0,0,0
440070031005032,0,0,0,0,0,0,0,0,0,0
440070132023069,0,0,0,0,0,0,0,0,0,0
440070132023054,0,0,0,0,0,0,0,0,0,0
440070132023063,0,0,0,0,0,0,0,0,0,0
440070132014010,3.2,4.5,0.1,0,0,0,0,3.8,3.8,0
440070132014034,0.6,0.9,0,0,0,0,0,0.8,0.8,0
440070132022007,0,0,0,0,0,0,0,0,0,0
440070132012009,7.7,9.9,0.2,0,0,0,0.1,9.1,8.4,0
440070132011020,7,9,0.2,0,0,0,0.1,8.3,7.6,0
440070132011027,12.3,15.8,0.4,0.1,0,0.1,0.2,14.6,13.4,0
440070132012013,0,0,0,0,0,0,0,0,0,0
440070132012024,20.8,30.7,0.4,0.1,0.1,0.1,0.3,24.6,25.8,0.1
440070142003014,0,0,0,0,0,0,0,0,0,0
440070144003024,9.9,9.8,0.2,0,0,0.1,0,11.7,7.7,0
440070142003021,59.4,59.3,1.1,0.1,0.2,0.3,0.3,70.3,46.6,0
440070142003019,4.8,4.8,0.1,0,0,0,0,5.7,3.8,0
440070142002065,0,0,0,0,0,0,0,0,0,0
440070142003009,13.9,13.8,0.3,0,0,0.1,0.1,16.4,10.9,0
440070144003019,6.1,6.1,0.1,0,0,0,0,7.3,4.8,0
440070144003012,10.1,10.1,0.2,0,0,0.1,0.1,12,7.9,0
440070135005022,8.9,3.7,0.1,0,0,0,0,9.3,3,0
440070148002017,17,17.3,0.3,0.1,0.1,0,0,19.5,13.7,0
440070148003018,34.6,33.7,0.5,0.1,0,0,0.2,41.4,25,0.2
440070145011020,1.5,2.1,0,0,0,0,0,1.8,1.7,0
440070145011036,11,15.3,0.2,0,0.1,0,0.1,13.5,12.3,0
440070145011029,10.3,14.3,0.2,0,0.1,0,0.1,12.6,11.5,0
440070145011031,18.5,25.7,0.4,0,0.1,0,0.2,22.8,20.7,0
440070145012015,64.9,60.7,0.6,0.2,0.1,0.1,0.7,75,47.9,0
440070105021012,0,0,0,0,0,0,0,0,0,0
440070103003012,18.1,8.7,0.1,0,0.1,0.1,0.1,18.8,6.8,0
440070103002003,0,0,0,0,0,0,0,0,0,0
440070103003005,19.2,9.2,0.1,0,0.1,0.1,0.1,19.9,7.2,0
440070102004016,16.7,8,0.1,0,0.1,0.1,0.1,17.3,6.2,0
440070104001015,7.1,3.9,0.1,0,0,0,0,7.7,2.9,0
440070103003016,10.2,4.9,0.1,0,0.1,0.1,0.1,10.5,3.8,0
440070105012004,8.6,4.8,0.1,0,0,0,0.1,9.4,3.5,0
440070105012010,13.5,7.5,0.2,0,0.1,0,0.1,14.7,5.5,0.1
440070105011008,0,0,0,0,0,0,0,0,0,0
440070105011050,12.7,7.9,0.1,0.1,0.1,0.1,0.2,13.8,6.3,0
440070101014002,15.4,8.3,0.2,0.1,0.1,0,0.1,16.5,6.9,0
440070101014021,25.6,13.9,0.3,0.1,0.2,0,0.2,27.6,11.4,0
440070103002040,0,0,0,0,0,0,0,0,0,0
440070103002002,2.5,2,0,0,0,0,0,2.9,1.5,0
440070105011004,0,0,0,0,0,0,0,0,0,0
440070105021008,15.1,7.2,0.1,0,0,0,0.1,16.1,5.6,0
440070105022000,27.2,12.9,0.2,0,0,0,0.2,29,10,0
440070105022006,21.6,10.3,0.2,0,0,0,0.1,23.1,7.9,0
440070105023024,0,0,0,0,0,0,0,0,0,0
440070122002035,2.3,3.1,0,0,0,0,0,2.8,2.4,0
440070123003017,4.5,5.2,0.1,0,0,0,0,5.4,4,0
440070123001013,0,0,0,0,0,0,0,0,0,0
440070123003019,5.5,6.3,0.1,0,0,0,0,6.6,4.8,0
440070123002054,9.2,9.4,0.2,0,0,0,0.1,11.1,6.9,0
440070123002013,3.3,3.5,0,0,0,0,0,4.1,2.5,0
440070123002039,21.2,21.6,0.4,0,0,0.1,0.1,25.5,15.9,0
440070123002040,1.8,1.9,0,0,0,0,0,2.2,1.4,0
440070124016029,14.2,14.5,0.2,0.1,0.1,0,0.2,16.8,10.7,0.1
440070124011008,9.3,9.5,0.1,0.1,0,0,0.1,11,7,0
440070124016013,4.9,5,0.1,0,0,0,0.1,5.8,3.7,0
440070124011007,18.3,18.6,0.2,0.1,0.1,0,0.2,21.6,13.8,0.1
440070123003015,9.1,10.3,0.1,0,0,0,0,10.9,8,0
440070122001026,4.9,6.4,0,0,0,0,0,5.9,5,0
440070125003006,0,0,0,0,0,0,0,0,0,0
440070122003007,34.3,45.1,0.2,0.3,0.1,0,0.3,41.3,35.3,0.2
440070164003002,7.6,1.8,0,0,0,0,0,7.4,1.2,0
440070160001032,0,0,0,0,0,0,0,0,0,0
440070171003001,12.8,7.1,0.2,0,0,0,0.1,13.5,5.1,0.1
440070168003009,18.7,10.4,0.3,0.1,0,0,0.2,19.7,7.4,0.1
440070170003004,24.9,13.8,0.4,0.1,0,0.1,0.2,26.3,9.9,0.1
440070170004004,19.7,11,0.3,0.1,0,0,0.2,20.8,7.8,0.1
440070158001003,34.6,19.3,0.3,0.1,0,0.1,0.3,36.1,14.6,0.1
440070171003029,11.1,6.2,0.2,0,0,0,0.1,11.7,4.4,0.1
440070171003038,4.8,2.7,0.1,0,0,0,0,5.1,1.9,0
440070171003032,10.4,5.8,0.2,0,0,0,0.1,10.9,4.1,0.1
440070170001010,2.8,1.5,0,0,0,0,0,2.9,1.1,0
440070170001007,6.9,3.8,0.1,0,0,0,0.1,7.3,2.7,0
440070170001013,10,5.6,0.2,0,0,0,0.1,10.6,4,0.1
440070169001014,20.1,11.8,0.4,0.1,0,0,0.1,21.2,8.7,0.1
440070169001012,4.6,3,0.1,0,0,0,0,4.9,2.2,0
440070170004000,15.3,10.2,0.3,0.1,0,0.1,0.1,15.9,7.7,0
440070170004010,9.2,6.1,0.2,0.1,0,0.1,0,9.5,4.6,0
440070170002009,0.7,0.5,0,0,0,0,0,0.7,0.3,0
440070169002036,0,0,0,0,0,0,0,0,0,0
440070155004003,4.3,1.5,0,0,0,0,0,4.2,1.1,0
440070155004006,25.4,9,0.3,0,0.3,0.1,0.3,24.7,6.8,0.2
440070155002012,12.1,5.9,0.2,0,0,0.1,0.1,12.4,4.5,0.1
440070169002007,5.7,3.4,0.1,0,0,0,0,6.1,2.5,0
440070161001005,0,0,0,0,0,0,0,0,0,0
440070151001009,0,0,0,0,0,0,0,0,0,0
440070007003019,13,2,0,0,0,0,0.1,12.8,1.3,0.1
440070007003011,5.4,0.8,0,0,0,0,0,5.3,0.5,0
440070007003014,12.6,1.9,0,0,0,0,0.1,12.5,1.2,0.1
440070007002029,3.3,0.5,0,0,0,0,0,3.2,0.3,0
440070007003006,0,0,0,0,0,0,0,0,0,0
440070007002006,9.4,1.4,0,0,0,0,0.1,9.3,0.9,0.1
440070007002012,10.1,1.5,0,0,0,0,0.1,10,1,0.1
440070007002011,7.6,1.2,0,0,0,0,0,7.5,0.7,0
440070011002005,16.9,2.6,0.1,0,0.1,0,0.2,16.5,2.2,0.1
440070011002018,0,0,0,0,0,0,0,0,0,0
440070012002002,0.7,0.1,0,0,0,0,0,0.7,0.1,0
440070012003013,7.8,1.7,0,0,0.1,0,0.1,7.7,1.1,0
440070012002010,0,0,0,0,0,0,0,0,0,0
440070012002011,6,0.5,0,0,0,0,0,5.9,0.5,0
440070012003006,17.4,3.8,0,0,0.1,0.1,0.3,17.2,2.5,0.1
440070012003008,1.1,0.2,0,0,0,0,0,1.1,0.2,0
440070012002013,2.4,0.4,0,0,0,0,0,2.2,0.3,0
440070003005009,21.6,5.8,0,0.1,0.1,0,0.1,21.1,3.9,0.1
440070004001006,21.1,4.2,0,0,0,0.1,0.1,21.4,2.3,0
440070006002024,3.4,0.8,0,0,0,0,0,3.3,0.5,0
440070006001031,0,0,0,0,0,0,0,0,0,0
440070006001036,0,0,0,0,0,0,0,0,0,0
440070003004003,31.4,5.9,0,0.1,0.3,0.1,0.1,29.4,4,0.3
440070002001006,32,6,0,0.1,0.3,0.1,0.1,30.1,4,0.3
440070002003003,22.5,4.2,0,0,0.2,0,0,21.1,2.8,0.2
440070005002008,1.5,0.3,0,0,0,0,0,1.5,0.2,0
440070005001018,33.7,6.5,0.1,0.3,0,0,0.2,33,4,0.1
440070002005011,38.6,8.2,0.1,0,0,0,0.4,37.6,4.8,0.3
440070002005021,0,0,0,0,0,0,0,0,0,0
440070034004016,24.8,2.7,0.3,0,0,0,0.3,24.2,2.5,0.1
440070034001039,23.8,4.8,0.3,0,0.1,0,0.1,23.3,4.3,0.1
440070104005010,12.9,7.2,0.2,0,0.1,0,0.1,14,5.2,0.1
440070159002002,17.7,9.2,0.3,0.1,0.1,0,0.2,18.3,6.9,0.1
440070122004028,3.1,4.4,0.1,0,0,0,0,3.8,3.5,0
440070123003003,0,0,0,0,0,0,0,0,0,0
440070125003025,0,0,0,0,0,0,0,0,0,0
440070117022017,0,0,0,0,0,0,0,0,0,0
440070115001061,0,0,0,0,0,0,0,0,0,0
440070115001049,0,0,0,0,0,0,0,0,0,0
440070115001070,0,0,0,0,0,0,0,0,0,0
440070115001056,0,0,0,0,0,0,0,0,0,0
440070115001019,0,0,0,0,0,0,0,0,0,0
440070115001031,1.8,1.6,0.1,0,0,0,0,2,1.3,0
440070128013033,0.4,0.4,0,0,0,0,0,0.4,0.3,0
440070128013037,8.8,7.8,0.2,0,0,0,0.1,9.5,6.7,0
440070128012006,0,0,0,0,0,0,0,0,0,0
440070128013049,90.6,91.1,2.6,0,0.5,0.2,0.7,102.2,76.5,0.1
440070168002012,12.9,8.6,0.2,0.1,0,0.1,0,13.4,6.5,0
440070170003001,16.9,9.4,0.3,0.1,0,0,0.2,17.9,6.7,0.1
440070171003017,9.7,5.4,0.1,0,0,0,0.1,10.2,3.8,0.1
440070171003027,8.6,4.8,0.1,0,0,0,0.1,9.1,3.4,0
440070170001002,13.8,7.7,0.2,0,0,0,0.1,14.6,5.5,0.1
440070170001022,5.9,3.3,0.1,0,0,0,0.1,6.2,2.3,0
440070168002003,9.3,4.7,0.2,0,0.1,0,0,9.5,4,0
440070168002004,13.1,6.6,0.3,0,0.1,0,0,13.5,5.6,0
440070168002015,14.6,9.8,0.3,0.1,0,0.1,0,15.2,7.4,0
