GEOID,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREAFUE,G16PREOWRI
440070031005022,0,0,0,0,0,0
440070033004046,0,0,0,0,0,0
440070033004013,0,0,0,0,0,0
440070029001027,0,0,0,0,0,0
440070033004025,12.2,1.1,0.3,0.2,0,0.4
440070001022012,0,0,0,0,0,0
440070008002025,0,0,0,0,0,0
440070008002020,0,0,0,0,0,0
440070020003002,52,6,0.8,0.8,0.4,1.2
440070021024016,33.3,7,1.3,0.9,0,0.3
440070021021002,22.3,6.6,0.7,0.4,0,0.7
440070028002025,14.1,3.2,0.1,0.2,0.1,0.1
440070132023016,4.4,8.1,0.5,0.1,0,0.2
440070132012020,3.6,6.6,0.4,0.1,0,0.2
440070132022012,26.9,41.8,2.1,1.4,0.2,1.5
440070132022001,16.8,30.9,1.8,0.5,0,0.9
440070184004004,77.3,86,5.8,1.9,0.2,1.7
440070185001006,8.5,9.4,0.8,0.2,0,0.4
440070184002002,3.7,4,0.4,0.1,0,0.2
440070184001001,6.3,7,0.5,0.2,0,0.1
440070185003032,0,0,0,0,0,0
440070177002003,5.3,6.8,0.5,0.2,0,0.3
440070174003006,4.8,2.3,0.2,0.1,0,0.1
440070175002005,10.7,8.1,0.8,0.4,0,0.4
440070175002006,13.6,10.3,1,0.5,0.1,0.6
440070176001010,6.1,2.9,0.3,0.1,0,0.2
440070178003008,6,4.5,0.5,0.2,0,0.2
440070175002003,8.2,6.2,0.6,0.3,0,0.3
440070175003005,5.7,6.3,0.5,0.3,0,0.2
440070175002009,11.3,8.5,0.9,0.4,0,0.5
440070175002013,9.1,6.8,0.7,0.3,0,0.4
440070175003018,2.6,2.8,0.2,0.1,0,0.1
440070176002005,7.1,7.9,0.7,0.3,0,0.2
440070140005008,19.5,17,1,0.6,0.1,0.6
440070139001005,16.5,17.6,0.9,0.4,0,0.5
440070139002023,0,0,0,0,0,0
440070139002022,0.6,0.7,0,0,0,0
440070139002019,14.4,15.3,0.8,0.4,0,0.4
440070139003019,26.8,28.6,1.5,0.7,0,0.8
440070139001002,16.5,17.6,0.9,0.4,0,0.5
440070139002016,7.2,7.6,0.4,0.2,0,0.2
440070139002005,15.3,16.3,0.8,0.4,0,0.5
440070139003008,5.6,6,0.3,0.1,0,0.2
440070139003006,15.9,17,0.9,0.4,0,0.5
440070144002010,7.5,9.1,0.5,0.2,0,0.5
440070145011021,9.2,15.2,0.4,0.2,0,0.5
440070137022005,20.8,11.8,1,0.5,0.1,0.7
440070138004005,7.9,4.7,0.3,0.2,0,0.4
440070138004023,12.9,7.6,0.6,0.3,0,0.7
440070137022011,15.6,8.8,0.8,0.4,0.1,0.5
440070138004003,13.3,7.9,0.6,0.3,0,0.7
440070138004001,21.2,12.5,0.9,0.5,0,1.2
440070138001031,5.7,3.4,0.3,0.1,0,0.3
440070137014019,17,12.9,0.7,0.4,0,0.8
440070138003013,15.1,8.9,0.7,0.3,0,0.8
440070103003020,0,0,0,0,0,0
440070105012000,11.5,6.5,0.6,0.2,0,0.4
440070105012006,5.9,3.3,0.3,0.1,0,0.2
440070103002007,13.1,5.8,0.4,0.3,0,0.5
440070103003003,19.2,8.5,0.6,0.4,0,0.8
440070105012027,5.1,2.9,0.3,0.1,0,0.2
440070105012026,2.3,1,0.1,0,0,0.1
440070102001009,12.2,7.9,0.6,0.4,0,0.5
440070101023019,20,9.3,1.2,0.2,0,0.7
440070105021009,4.5,2,0.2,0.1,0,0.2
440070105021025,3.6,1.5,0.2,0.1,0,0.1
440070105022010,15.3,6.6,0.8,0.2,0.1,0.5
440070105022012,17.2,7.4,0.9,0.3,0.1,0.6
440070105013034,10.7,6.9,0.4,0.2,0,0.4
440070105013026,12.5,8,0.5,0.2,0,0.4
440070105023037,11.6,7.4,0.5,0.2,0,0.4
440070105023038,7,4.5,0.3,0.1,0,0.2
440070105021038,0,0,0,0,0,0
440070106002012,56.1,34.5,3.2,1.4,0.2,2.5
440070105013030,4.3,2.8,0.2,0.1,0,0.2
440070105023006,14.8,9.5,0.6,0.2,0,0.5
440070105023007,17.4,11.2,0.7,0.2,0,0.6
440070103002033,6.5,4.1,0.4,0,0,0.1
440070105023020,0,0,0,0,0,0
440070125001024,5.9,6.5,0.4,0.2,0,0.2
440070124013014,3.9,5.1,0.3,0.1,0,0.1
440070124021034,9.6,12,0.4,0.2,0,0.3
440070124021029,5.6,6.9,0.2,0.1,0,0.1
440070124021032,5.6,6.9,0.2,0.1,0,0.1
440070125001001,0,0,0,0,0,0
440070125001005,0.9,1,0.1,0,0,0
440070122002012,7.1,9.3,0.4,0.1,0,0.2
440070122004023,7.5,13.3,0.5,0.2,0.1,0.3
440070122002025,2.3,3,0.1,0,0,0.1
440070122002026,2.3,3,0.1,0,0,0.1
440070122002036,2.3,3,0.1,0,0,0.1
440070122002033,13.9,18.2,0.8,0.1,0.1,0.4
440070122004050,0,0,0,0,0,0
440070124014022,0,0,0,0,0,0
440070123001017,4.8,5.9,0.3,0.1,0,0.1
440070123003013,8.3,10.2,0.5,0.2,0,0.2
440070123001022,7.5,9.2,0.5,0.2,0,0.2
440070123001029,3.5,4.3,0.2,0.1,0,0.1
440070123003034,6.7,8.2,0.4,0.1,0,0.2
440070123002014,4,5.4,0.2,0.3,0,0.2
440070123002049,7.1,9.5,0.3,0.5,0,0.3
440070003005013,31.4,5,0.5,0.5,0,0.5
440070014004028,0.6,0,0,0,0,0
440070015001012,0,0,0,0,0,0
440070003006011,23.6,3.7,0.4,0.4,0,0.4
440070003006016,0,0,0,0,0,0
440070003004012,12.9,1.1,0.2,0.2,0,0.1
440070003004013,15,1.3,0.3,0.2,0,0.1
440070015002002,26.4,4.2,0.4,0.4,0,0.4
440070002001008,21,1.8,0.4,0.3,0,0.2
440070002001009,57.5,5,1,0.8,0.1,0.5
440070015001027,0,0,0,0,0,0
440070004002007,3.1,0.2,0,0,0,0
440070006002013,26.6,1.7,0.3,0.3,0,0.1
440070004003009,13.1,0.8,0.1,0.1,0,0.1
440070036023019,0,0,0,0,0,0
440070008003056,0,0,0,0,0,0
440070008003049,0,0,0,0,0,0
440070008003059,0,0,0,0,0,0
440070020001011,0.2,0.1,0,0,0,0
440070132021006,2.5,3.9,0.2,0.1,0,0.1
440070132022029,0,0,0,0,0,0
440070132022030,0,0,0,0,0,0
440070132021021,20.2,31.4,1.6,1,0.1,1.1
440070132023020,0.3,0.5,0,0,0,0
440070127013027,13,15.8,1.1,0.4,0,0.7
440070127013004,7.3,8.9,0.6,0.2,0,0.4
440070127013017,6,7.3,0.5,0.2,0,0.3
440070126012001,1.9,2.2,0.2,0,0,0.1
440070126025012,0,0,0,0,0,0
440070126021013,12.4,13.6,1.4,0.4,0,0.7
440070126021019,8.1,8.9,0.9,0.3,0,0.4
440070178001002,6.8,8.7,0.6,0.2,0,0.4
440070179002012,9.4,7.8,0.7,0.3,0,0.2
440070177001022,3.8,4.8,0.4,0.1,0,0.2
440070177001025,0,0,0,0,0,0
440070185003030,4.1,3.4,0.3,0.1,0,0.1
440070130013044,0,0,0,0,0,0
440070130011013,3.3,5.6,0.4,0.2,0,0.2
440070130013001,0.8,1.2,0.1,0,0,0
440070138001007,3.7,2.8,0.2,0.1,0,0.2
440070138001005,0,0,0,0,0,0
440070137013000,0,0,0,0,0,0
440070138001002,0,0,0,0,0,0
440070136003015,14.4,11.1,1,0.3,0.2,0.5
440070136002030,1.7,1.3,0.1,0,0,0.1
440070136002023,5.9,4.5,0.4,0.1,0.1,0.2
440070136003012,0,0,0,0,0,0
440070136002012,0,0,0,0,0,0
440070136002020,5.9,4.5,0.4,0.1,0.1,0.2
440070137011001,0,0,0,0,0,0
440070148003005,7.3,9.2,0.5,0.1,0,0.3
440070138003009,9.7,5.7,0.4,0.2,0,0.5
440070112004004,0.6,0.5,0,0,0,0
440070112003000,58.7,30.5,2.9,0.8,0.1,1.6
440070114032002,21.8,19.5,1.3,0.6,0,0.7
440070114032015,3.1,3.3,0.4,0.1,0,0
440070113022028,8,6.8,0.4,0.2,0,0.3
440070112004010,17.6,9.2,0.9,0.2,0,0.5
440070112001015,5.7,4.8,0.3,0.2,0,0.2
440070112005016,5.2,2.7,0.3,0.1,0,0.1
440070112002020,20.9,10.9,1,0.3,0,0.6
440070112002039,4.1,2.1,0.2,0.1,0,0.1
440070114022068,44.4,35.8,3.5,0.8,0.1,1.6
440070114032033,5.3,4.7,0.3,0.1,0,0.2
440070114032025,0,0,0,0,0,0
440070114022064,0,0,0,0,0,0
440070114033001,0,0,0,0,0,0
440070114022056,0,0,0,0,0,0
440070114012002,17,12.9,1,0.3,0,0.4
440070114021054,6,5.9,0.5,0.1,0,0.3
440070113012024,0,0,0,0,0,0
440070113013005,28,20.4,1.5,0.5,0.1,0.7
440070133001030,18.2,24.7,1.9,0.6,0,1
440070133004030,8.9,13.3,0.9,0.4,0,0.5
440070133003000,7,10.4,0.7,0.3,0,0.4
440070133004004,7.2,10.8,0.7,0.3,0,0.4
440070146003016,7.4,8.8,0.5,0.3,0,0.3
440070146003028,7.1,8.4,0.5,0.3,0,0.3
440070144003029,0,0,0,0,0,0
440070144003032,2.4,2.8,0.2,0.1,0,0.1
440070144003031,6.8,8.1,0.5,0.2,0,0.3
440070144003035,5.2,6.3,0.4,0.1,0,0.3
440070144003034,3.1,3.8,0.2,0.1,0,0.2
440070142003024,0,0,0,0,0,0
440070142002064,0,0,0,0,0,0
440070142003031,0,0,0,0,0,0
440070142003027,5,6.1,0.4,0.1,0,0.3
440070148003025,1.9,1.9,0.1,0.1,0,0
440070136003007,21.1,9,0.9,0.5,0,0.6
440070145011030,8.9,16.1,0.6,0.1,0,0.4
440070145012004,7.5,13.7,0.5,0.1,0,0.3
440070146003003,8.5,11.8,0.5,0.2,0,0.4
440070146003004,11.5,15.9,0.7,0.3,0.1,0.6
440070145012003,3.2,5.9,0.2,0.1,0,0.1
440070145021025,24.2,29.3,1.3,0.8,0.1,1
440070145021024,6.7,8.1,0.4,0.2,0,0.3
440070142003013,0,0,0,0,0,0
440070113022024,8,6.8,0.4,0.2,0,0.3
440070104003012,3.5,2,0.2,0.1,0,0.1
440070104002013,44.5,19.2,2.2,0.7,0.2,1.5
440070104003029,0,0,0,0,0,0
440070105023040,0,0,0,0,0,0
440070105021037,3.6,1.5,0.2,0.1,0,0.1
440070105011001,0,0,0,0,0,0
440070102004014,18.2,8.1,0.6,0.4,0,0.7
440070102004009,10.8,4.8,0.3,0.2,0,0.4
440070102004008,18.5,8.2,0.6,0.4,0,0.8
440070103002006,8.1,3.6,0.3,0.2,0,0.3
440070103003015,6.4,2.8,0.2,0.1,0,0.3
440070104002006,12.7,5.5,0.6,0.2,0.1,0.4
440070105012013,3.2,1.8,0.2,0.1,0,0.1
440070104002011,11.7,5,0.6,0.2,0.1,0.4
440070105012007,6.9,3.9,0.4,0.1,0,0.2
440070105012024,6.2,2.7,0.3,0.1,0,0.2
440070105013004,14,11,0.5,0.6,0.1,0.6
440070105013009,5.8,4.6,0.2,0.2,0,0.2
440070101023028,20.5,9.5,1.2,0.2,0,0.7
440070101011016,11.3,7.2,0.5,0.2,0,0.4
440070101022017,4.2,2.6,0.2,0.1,0,0.1
440070122001001,113.9,167.3,4.4,1.5,0.2,3.9
440070125003004,14,18.8,1.2,0.1,0.1,0.3
440070125003008,0,0,0,0,0,0
440070125001014,1.5,1.6,0.1,0,0,0
440070125001019,60,65.6,3.9,1.9,0.3,1.6
440070124015004,0.2,0.3,0,0,0,0
440070122002043,75.2,98.6,4.3,0.8,0.3,2
440070122003014,13,19.1,0.5,0.2,0,0.4
440070122003018,0,0,0,0,0,0
440070125002008,4.2,4.6,0.3,0.1,0,0.1
440070125002027,1.3,1.4,0.1,0,0,0
440070124014015,59.3,83.8,2.6,1.1,0.4,1.5
440070155002008,9.4,6.1,0.6,0.2,0,0.4
440070159001010,31.9,17,1.9,0.7,0.1,1.3
440070159001015,27.7,14.8,1.7,0.6,0.1,1.1
440070159004012,0,0,0,0,0,0
440070156003009,7.7,2.3,0.2,0.1,0,0.2
440070156003003,10.5,5.6,0.6,0.2,0,0.4
440070159003007,9.7,5.2,0.6,0.2,0,0.4
440070159003005,12,6.4,0.7,0.3,0,0.5
440070155001006,11.5,7.5,0.8,0.2,0,0.5
440070156001000,10.5,6.3,0.6,0.2,0,0.3
440070157003017,10.8,6.5,0.6,0.2,0,0.3
440070157003004,7.6,4.6,0.4,0.1,0,0.2
440070156002005,20.9,11.2,1.3,0.5,0,0.8
440070157002012,16.2,9.8,0.9,0.3,0,0.5
440070159003004,12,6.4,0.7,0.3,0,0.5
440070155001010,28.8,18.8,1.9,0.5,0,1.3
440070170002026,6,4.4,0.3,0.1,0,0.1
440070155003017,14.3,4.3,0.4,0.1,0,0.4
440070158005001,27.8,20.9,1.4,0.5,0.1,0.7
440070157002004,4.3,2.6,0.2,0.1,0,0.1
440070158005007,25.2,19,1.3,0.4,0.1,0.7
440070158004005,16.5,12.4,0.9,0.3,0.1,0.4
440070158004006,10.4,7.8,0.5,0.2,0,0.3
440070157001007,9.7,5.9,0.5,0.2,0,0.3
440070157001014,11.3,6.8,0.6,0.2,0,0.3
440070157001004,0,0,0,0,0,0
440070158001000,0,0,0,0,0,0
440070018003001,28.9,2.5,0.5,0.5,0,0.7
440070019003005,16.7,3.2,0.5,0,0.4,0.5
440070017003003,19.2,3.4,0.5,0.2,0,0.3
440070017003000,17.3,3.1,0.4,0.2,0,0.3
440070017003017,20.6,3.7,0.5,0.3,0,0.3
440070017001007,19.4,5.4,0.3,0.3,0,0.3
440070017001006,35.2,9.8,0.6,0.5,0,0.6
440070033001006,0,0,0,0,0,0
440070006001040,0,0,0,0,0,0
440070036011021,0,0,0,0,0,0
440070036011016,4.5,0.6,0.2,0.1,0,0.1
440070037004008,31.3,4.2,0.7,1.4,0,0.6
440070037003003,32,4.3,0.7,1.5,0.1,0.6
440070037002020,23.1,3.1,0.5,1.1,0,0.5
440070016001010,13.4,2.6,0.2,0.1,0,0.3
440070016001001,0,0,0,0,0,0
440070016005009,0,0,0,0,0,0
440070016005008,24.3,4.9,0.5,0.5,0,0.5
440070016005004,28.3,5.5,0.5,0.3,0.1,0.6
440070015003008,0,0,0,0,0,0
440070001024053,19.4,3.8,0.5,0.4,0,0.3
440070001023004,7.2,0.7,0.1,0.1,0,0.1
440070005001000,12.7,0.7,0.1,0.1,0,0.1
440070005001009,6.8,0.4,0,0.1,0,0.1
440070005001015,0,0,0,0,0,0
440070001013008,0,0,0,0,0,0
440070025002035,80.6,18.9,3.3,2,0,3.5
440070025002034,0,0,0,0,0,0
440070008001066,0.6,0.1,0,0,0,0
440070181002007,4.7,3.2,0.3,0.1,0,0.2
440070174003010,38,17.8,1.6,0.8,0.2,1
440070176001002,11.4,5.4,0.5,0.3,0.1,0.3
440070184005009,5.1,3.5,0.3,0.2,0,0.2
440070182002002,0,0,0,0,0,0
440070182002001,4.3,3,0.3,0.1,0,0.2
440070184002006,0.6,0.7,0.1,0,0,0
440070185001001,0,0,0,0,0,0
440070185002005,4.7,5.1,0.5,0.1,0,0.2
440070184002012,3,3.4,0.3,0.1,0,0.2
440070184002003,7.1,7.8,0.7,0.2,0,0.4
440070184003012,14.5,16.1,1.1,0.4,0,0.3
440070175001011,3.9,3,0.3,0.1,0,0.2
440070185002014,0,0,0,0,0,0
440070178001000,92.2,118.8,8.7,2.8,0.4,6.1
440070175001005,16.3,12.3,1.2,0.6,0.1,0.7
440070175001002,0,0,0,0,0,0
440070175001003,20.6,15.5,1.6,0.8,0.1,0.9
440070175002002,9.7,7.3,0.7,0.4,0,0.4
440070175002010,6.6,5,0.5,0.2,0,0.3
440070176002013,12.8,14.2,1.2,0.6,0,0.4
440070177003008,4.7,5.2,0.4,0.2,0,0.2
440070177003003,9.4,10.5,0.9,0.4,0,0.3
440070146002070,0,0,0,0,0,0
440070142002041,0,0,0,0,0,0
440070142002039,0,0,0,0,0,0
440070142002046,0,0,0,0,0,0
440070142002026,0.4,0.1,0.1,0,0,0
440070142002054,0,0,0,0,0,0
440070144001028,0,0,0,0,0,0
440070138001038,0,0,0,0,0,0
440070138001004,0,0,0,0,0,0
440070145011007,0,0,0,0,0,0
440070141004032,0,0,0,0,0,0
440070145023012,5.6,5.8,0.3,0.2,0,0.1
440070148001015,0.9,1.1,0.1,0,0,0
440070147002020,0,0,0,0,0,0
440070133002020,0.5,0.7,0.1,0,0,0
440070133001071,1.3,1.8,0.1,0,0,0.1
440070133001028,0,0,0,0,0,0
440070133002002,9.3,12.7,1,0.3,0,0.5
440070133001021,0,0,0,0,0,0
440070133001033,0,0,0,0,0,0
440070133004046,3.9,5.8,0.4,0.2,0,0.2
440070133001010,0.5,0.7,0.1,0,0,0
440070133001001,0,0,0,0,0,0
440070133002038,6.5,8.8,0.7,0.2,0,0.4
440070133002035,2.3,3.2,0.2,0.1,0,0.1
440070133004037,1.7,2.5,0.2,0.1,0,0.1
440070133002012,0.5,0.7,0.1,0,0,0
440070115001021,0,0,0,0,0,0
440070115001015,0,0,0,0,0,0
440070115001018,46.7,49.2,3.6,0.8,0.2,1.7
440070116002058,6.9,10.3,0.4,0.2,0,0.4
440070115003009,0,0,0,0,0,0
440070116004095,0,0,0,0,0,0
440070116004071,6,8.9,0.3,0.1,0,0.3
440070117023021,0,0,0,0,0,0
440070116002001,0,0,0,0,0,0
440070117023011,0,0,0,0,0,0
440070117023045,6.4,6.4,0.5,0.2,0,0.3
440070117012028,0,0,0,0,0,0
440070116004057,0,0,0,0,0,0
440070116001025,13.8,12.9,0.8,0.3,0,0.4
440070116004026,0,0,0,0,0,0
440070115001014,0,0,0,0,0,0
440070117021027,9.8,9.8,0.7,0.3,0,0.5
440070117012010,0,0,0,0,0,0
440070008003001,0,0,0,0,0,0
440070037002025,0,0,0,0,0,0
440070037002037,0,0,0,0,0,0
440070006001001,0,0,0,0,0,0
440070037002047,0,0,0,0,0,0
440070037002035,0,0,0,0,0,0
440070001024060,0,0,0,0,0,0
440070001024050,9.1,1.8,0.2,0.2,0,0.2
440070024005013,0,0,0,0,0,0
440070024001008,6.4,2.6,0.3,0.1,0,0.3
440070024005015,0,0,0,0,0,0
440070001024021,0,0,0,0,0,0
440070001011002,124.7,13.7,2.5,2.5,0.5,1
440070001024010,0,0,0,0,0,0
440070029005002,0.8,0.3,0,0,0,0
440070018001009,5.8,2.1,0.2,0.1,0,0.1
440070018001011,0,0,0,0,0,0
440070018006018,0,0,0,0,0,0
440070018002006,0,0,0,0,0,0
440070013004011,0,0,0,0,0,0
440070016002007,0,0,0,0,0,0
440070132022005,29.9,55.1,3.1,0.9,0,1.7
440070132011012,0,0,0,0,0,0
440070132023087,0,0,0,0,0,0
440070132012032,0,0,0,0,0,0
440070132013065,0,0,0,0,0,0
440070132014037,0,0,0,0,0,0
440070132011010,0,0,0,0,0,0
440070132011028,0,0,0,0,0,0
440070132013006,3.6,6.6,0.4,0.1,0,0.2
440070123002008,1.6,2.2,0.1,0.1,0,0.1
440070122001021,0.4,0.6,0,0,0,0
440070122004034,23.5,38.1,1,0.8,0.1,0.8
440070122004062,0,0,0,0,0,0
440070117013007,1.5,1.4,0.1,0,0,0
440070028001011,27.8,6.3,0.7,0.5,0,0.4
440070028001012,0,0,0,0,0,0
440070024004010,11.3,5.5,0.3,0.3,0,0.4
440070024003010,18.8,9.1,0.5,0.5,0,0.7
440070024003009,12.5,6.1,0.3,0.3,0,0.5
440070024003014,6.6,2.6,0.3,0.1,0,0.3
440070024001006,3.7,1.5,0.1,0.1,0,0.2
440070028002018,16.6,1.9,0.2,0.2,0,0.2
440070028001019,17.1,3.9,0.4,0.3,0,0.3
440070028004014,15.7,3.5,0.4,0.3,0,0.2
440070024001003,6.1,2.5,0.2,0.1,0,0.3
440070017002019,3.5,1,0.1,0,0,0.1
440070033001018,40.1,6.1,0.7,0.9,0,0.7
440070037002010,1.5,0.1,0,0.1,0,0
440070036011009,5,0.6,0.2,0.1,0,0.1
440070036011026,37,5.3,1.3,0.5,0.2,0.9
440070037004009,43.5,5.8,0.9,2,0.1,0.9
440070037004001,6.1,0.8,0.1,0.3,0,0.1
440070037003011,45.6,6.1,1,2.1,0.1,0.9
440070037002021,11.2,1.5,0.2,0.5,0,0.2
440070009002001,38.4,7.4,0.9,1.6,0,1.1
440070011001011,24.1,4.6,0.6,1,0,0.7
440070011003006,37.7,7,1.4,1.1,0.2,0.9
440070132012026,0,0,0,0,0,0
440070132023053,5.5,9.9,0.7,0.2,0,0.4
440070132014028,5,9.1,0.6,0.2,0,0.4
440070132014024,6.6,12,0.8,0.2,0,0.5
440070132013022,32.8,59.4,4.1,1,0.2,2.5
440070132014025,3.9,7,0.5,0.1,0,0.3
440070132014027,2.7,5,0.3,0.1,0,0.2
440070132014008,6.4,11.6,0.8,0.2,0,0.5
440070132013061,2.3,4.1,0.3,0.1,0,0.2
440070132022021,2.1,3.8,0.2,0.1,0,0.1
440070132013055,2.7,5,0.3,0.1,0,0.2
440070132021015,20.2,31.4,1.6,1,0.1,1.1
440070132021005,0,0,0,0,0,0
440070177002008,0,0,0,0,0,0
440070179002014,5.7,4.8,0.4,0.2,0,0.1
440070177003004,11.2,12.4,1,0.5,0,0.4
440070178001007,4.3,5.6,0.4,0.1,0,0.3
440070178001008,0,0,0,0,0,0
440070177003006,23,25.5,2.1,1,0,0.8
440070177001014,2.3,2.9,0.2,0.1,0,0.1
440070177001009,6,7.8,0.6,0.2,0,0.4
440070185003009,4.3,3.6,0.3,0.1,0,0.1
440070185003010,4.3,3.6,0.3,0.1,0,0.1
440070185003028,13,10.9,0.9,0.5,0,0.3
440070175003013,29.7,32.9,2.7,1.3,0,1
440070180001019,0,0,0,0,0,0
440070179002001,0,0,0,0,0,0
440070173001019,0,0,0,0,0,0
440070185003025,0,0,0,0,0,0
440070129001025,5.8,9.1,0.6,0.2,0,0.4
440070130012007,54.2,81.2,6.7,2.6,0.4,2.9
440070130021002,0.8,1.5,0.1,0,0,0.1
440070130021001,1.7,3.1,0.2,0,0,0.1
440070130023015,30,50,3.6,1.4,0.1,2.2
440070138003008,12.6,7.4,0.6,0.3,0,0.7
440070145013004,0,0,0,0,0,0
440070137013017,12.4,7.1,0.7,0.3,0,0.5
440070138001022,6,4.6,0.2,0.1,0,0.3
440070138001023,3,2.3,0.1,0.1,0,0.1
440070138001003,0,0,0,0,0,0
440070137013013,11,6.3,0.6,0.3,0,0.4
440070138002010,12.3,9.4,0.5,0.3,0,0.6
440070136002017,5.6,4.3,0.4,0.1,0.1,0.2
440070136002022,13.4,10.3,0.9,0.3,0.2,0.5
440070136003020,4.4,3.4,0.3,0.1,0.1,0.2
440070136001020,8.5,3.6,0.4,0.2,0,0.2
440070141001014,9,3.9,0.2,0.2,0,0.2
440070138002011,5.7,4.3,0.2,0.1,0,0.3
440070137014025,9.7,7.3,0.4,0.2,0,0.4
440070135005008,7.5,2,0.2,0.2,0.1,0.3
440070136001003,14.4,6.1,0.6,0.3,0,0.4
440070136001025,15.9,6.8,0.7,0.3,0,0.4
440070134004015,10.7,4.8,0.4,0.2,0,0.3
440070134001010,36.2,10.4,1.3,0.8,0.2,1.4
440070134003013,17.8,5.1,0.6,0.4,0.1,0.7
440070134003005,28.8,13,1,0.6,0,0.8
440070145021023,14.9,18.1,0.8,0.5,0.1,0.6
440070138005018,8.6,5.1,0.4,0.2,0,0.2
440070141003002,70.3,30.7,1.8,1.4,0.1,1.2
440070105012008,13.1,7.4,0.7,0.2,0,0.4
440070103001021,1,0.5,0.1,0,0,0
440070105011011,1.3,0.7,0,0,0,0
440070104003070,0,0,0,0,0,0
440070105011043,0,0,0,0,0,0
440070105011031,0,0,0,0,0,0
440070105011002,0,0,0,0,0,0
440070105023022,7.5,4.6,0.4,0.2,0,0.3
440070106004009,33.3,24.7,2.4,0.8,0.1,1.9
440070106004018,8.8,5.9,0.5,0.3,0,0.3
440070106004038,1.5,1,0.1,0,0,0.1
440070106002013,10.8,6.6,0.6,0.3,0,0.5
440070106002033,9,5.5,0.5,0.2,0,0.4
440070106002018,9.3,5.7,0.5,0.2,0,0.4
440070106002044,7.2,4.4,0.4,0.2,0,0.3
440070106004029,7.9,5.4,0.4,0.3,0,0.3
440070106005006,5.6,3.8,0.3,0.2,0,0.2
440070123002042,10.8,11.9,0.5,0.1,0.1,0.4
440070124016028,6.4,8.4,0.5,0.2,0,0.2
440070123002045,9.5,10.4,0.4,0.1,0.1,0.3
440070124016027,8.7,11.4,0.6,0.2,0,0.3
440070124016025,6.8,9,0.5,0.2,0,0.2
440070122004052,0,0,0,0,0,0
440070122004040,0,0,0,0,0,0
440070123001036,0,0,0,0,0,0
440070124021008,13.4,16.7,0.5,0.2,0,0.4
440070124014025,0,0,0,0,0,0
440070122004054,0,0,0,0,0,0
440070122002051,2.8,3.7,0.2,0,0,0.1
440070117021005,6,4.8,0.4,0.1,0,0.1
440070117022020,2.1,2.2,0.1,0,0,0
440070117022015,9.8,10.4,0.5,0.1,0,0.2
440070117023056,0,0,0,0,0,0
440070117023009,0,0,0,0,0,0
440070132023021,3.4,6.2,0.4,0.1,0,0.2
440070132023041,0,0,0,0,0,0
440070132022020,0,0,0,0,0,0
440070132023040,0,0,0,0,0,0
440070127021006,6.1,8,0.6,0.1,0,0.2
440070126022008,17.5,23.2,1.3,0.4,0.1,1
440070126022021,2.2,2.4,0.2,0.1,0,0.1
440070126022010,7.6,10.1,0.6,0.2,0,0.4
440070126025022,7.9,10.5,0.6,0.2,0,0.5
440070126026026,10.8,14.2,0.8,0.3,0.1,0.6
440070180002009,0,0,0,0,0,0
440070180003012,0,0,0,0,0,0
440070180002021,4.6,2.5,0.1,0.2,0,0.1
440070180003020,0,0,0,0,0,0
440070180002005,0,0,0,0,0,0
440070130021020,3.8,6.9,0.4,0.1,0,0.3
440070130022033,0,0,0,0,0,0
440070129001004,0,0,0,0,0,0
440070130022034,0,0,0,0,0,0
440070130021068,1.9,3.4,0.2,0,0,0.1
440070137014015,11.8,6.8,0.7,0.3,0,0.4
440070137014024,10.7,8.1,0.4,0.2,0,0.5
440070137014013,11.8,6.8,0.7,0.3,0,0.4
440070137014000,14.3,8.2,0.8,0.4,0,0.5
440070137013011,14.9,8.5,0.8,0.4,0,0.5
440070135005004,16.4,4.4,0.5,0.4,0.1,0.6
440070134004017,25.5,11.5,0.9,0.5,0,0.7
440070134003011,12.1,5.5,0.4,0.2,0,0.4
440070140002030,4.8,2.7,0.2,0.1,0,0.2
440070137022007,23.5,13.3,1.2,0.6,0.1,0.8
440070147006004,50.1,57.5,2.7,1.5,0.1,1.2
440070114015010,0,0,0,0,0,0
440070114013022,0,0,0,0,0,0
440070114021024,6.7,6.7,0.6,0.1,0,0.3
440070113023016,3.7,3.1,0.2,0.1,0,0.1
440070114021050,0,0,0,0,0,0
440070113012007,0,0,0,0,0,0
440070113013001,4.9,3.6,0.3,0.1,0,0.1
440070113023024,9,7.6,0.5,0.2,0,0.3
440070114013002,1.5,1.5,0.2,0,0,0.1
440070114013001,2.6,2.7,0.3,0.1,0,0.1
440070104003069,0,0,0,0,0,0
440070104003062,19.8,11.2,1.1,0.3,0.1,0.6
440070105012022,7.2,4.1,0.4,0.1,0,0.2
440070133002023,10.9,14.8,1.1,0.3,0,0.6
440070133004002,0,0,0,0,0,0
440070133002000,1.6,2.1,0.2,0,0,0.1
440070133001012,11.4,15.5,1.2,0.4,0,0.6
440070133003027,0.3,0.4,0,0,0,0
440070133003026,0.8,1.2,0.1,0,0,0
440070009001048,0,0,0,0,0,0
440070007003001,64.2,3.4,1,0,0.2,0.8
440070008002009,0,0,0,0,0,0
440070008001074,0,0,0,0,0,0
440070008001076,0,0,0,0,0,0
440070008001000,3,1,0,0,0,0
