GEOID,G18USSRROM,G18USSDWIL,G18USSIMCC,G18USSLBOW,G18USSCAAL,G18USSOWRI
490050013002011,0,0,0,0,0,0
490050013002013,9.7,1,0.1,0.2,0.4,0.1
490050013002012,8.1,0.9,0.1,0.2,0.3,0.1
490050013002028,4.3,0.5,0,0.1,0.2,0
490050013003044,18.4,1.7,0.2,0.4,0.9,0.1
490050003003048,0,0,0,0,0,0
490050005012008,4.9,3.7,0.1,0.3,0.3,0
490050008002008,16.3,17.1,0,1.5,0.5,0
490050004032043,11.8,3.6,0.1,0.4,0.1,0
490050010024000,16.2,9.7,0.1,2,0.7,0.1
490050010021002,14.4,10.9,0.3,0.9,0.8,0.1
490050008004007,4.4,3.7,0.2,0.3,0.1,0
490050008003013,0,0,0,0,0,0
490050009001010,8.3,8.6,0.5,0.5,0.5,0
490050010024015,6.8,6.3,0.2,0.6,0.5,0
490050009003003,0,0,0,0,0,0
490050007011013,0,0,0,0,0,0
490050012011033,13.8,2,0.1,0.3,0.4,0
490050012013013,0,0,0,0,0,0
490050005022004,0.4,0.2,0,0,0,0
490050004021014,16.9,2.7,0,0.3,0.5,0.1
490050009002005,14.1,12.7,0.4,1.2,1,0.3
490050009003006,12.5,11.4,0.9,1.1,0.4,0
490050009003008,11.4,10.4,0.8,1,0.4,0
490050010023013,6.6,4.5,0.3,0.5,0.5,0
490059801001538,0,0,0,0,0,0
490059801001600,0,0,0,0,0,0
490059801001654,0,0,0,0,0,0
490059801001655,0,0,0,0,0,0
490059801001758,0,0,0,0,0,0
490059801001195,0,0,0,0,0,0
490059801001642,0,0,0,0,0,0
490059801001678,0,0,0,0,0,0
490059801001055,0,0,0,0,0,0
490059801001129,0,0,0,0,0,0
490059801001057,0,0,0,0,0,0
490059801001017,0,0,0,0,0,0
490059801001009,0,0,0,0,0,0
490050001013027,2.8,0.4,0.1,0.1,0.2,0
490050001012011,0,0,0,0,0,0
490050001011001,5.5,1,0.1,0.1,0.3,0
490050001021100,0,0,0,0,0,0
490050004034002,82.6,18.8,0.7,1.8,4,0.9
490050004033021,19.3,4.4,0.2,0.4,0.9,0.2
490050004033030,46.4,7.5,0.1,0.8,1.3,0.2
490050004021058,18.9,3.2,0,0.4,0.7,0
490050004031024,0,0,0,0,0,0
490050012012008,9.4,2.1,0.1,0.4,0.2,0
490050005021010,0,0,0,0,0,0
490050004011015,3.4,2.1,0.1,0.2,0.1,0
490050003002063,9.7,1.6,0.1,0.2,0.5,0
490050002023020,1,0.2,0,0,0.1,0
490050002011030,48.8,10.5,0.9,2.7,2.7,0.2
490050003002044,1.1,0.2,0,0,0.1,0
490050003002049,0,0,0,0,0,0
490050002023003,0,0,0,0,0,0
490050003002126,0,0,0,0,0,0
490050003002060,1.1,0.2,0,0,0.1,0
490050003002095,1.1,0.2,0,0,0.1,0
490050003002075,0,0,0,0,0,0
490050002023037,37.4,5.6,0.6,1.4,2.3,0
490059801001075,0,0,0,0,0,0
490059801001159,0,0,0,0,0,0
490059801001182,0,0,0,0,0,0
490059801001280,0,0,0,0,0,0
490059801001348,0,0,0,0,0,0
490070006001011,0,0,0,0,0,0
490070006001088,0,0,0,0,0,0
490070006001127,0,0,0,0,0,0
490070006001313,0,0,0,0,0,0
490070003003002,37.9,18.1,2.8,2.8,1.4,0.2
490070002001042,0,0,0,0,0,0
490070003001000,16.1,4.9,0.4,0.4,0.6,0
490070002002022,10.8,3.3,0.3,0.3,0.4,0
490070005001385,17.3,4.7,0.3,0.3,0.6,0
490070005001450,3.2,1.7,0.1,0.1,0.2,0
490070005001406,76.9,20.9,1.3,1.5,2.8,0.2
490070005001404,7.3,2,0.1,0.1,0.3,0
490070006003165,6.4,2.8,0.5,0.5,0,0
490070002001021,3.4,1.5,0.3,0.1,0.1,0
490070002001064,7.4,4,0.3,0.3,0.5,0
490070006003184,0,0,0,0,0,0
490070006003090,6.1,3.3,0.3,0.3,0.4,0
490070005001344,0,0,0,0,0,0
490070005002033,1.3,1.5,0.1,0.2,0.2,0
490070005001179,0,0,0,0,0,0
490070005001037,0,0,0,0,0,0
490070005001299,0,0,0,0,0,0
490070006002120,0,0,0,0,0,0
490070005001078,0,0,0,0,0,0
490070006002143,1.9,0.9,0.1,0.1,0.1,0
490070005001196,0,0,0,0,0,0
490070005001161,0,0,0,0,0,0
490070005001079,0,0,0,0,0,0
490070006001034,0,0,0,0,0,0
490070006001038,0,0,0,0,0,0
490070006001005,0,0,0,0,0,0
490070006001304,0,0,0,0,0,0
490070006001312,0,0,0,0,0,0
490070003002056,12.3,6.7,0.5,0.5,0.8,0
490070006003067,0,0,0,0,0,0
490070006003019,2.7,0.8,0.2,0.1,0.1,0
490070006003026,0,0,0,0,0,0
490070001002134,0,0,0,0,0,0
490070006001021,0,0,0,0,0,0
490070006001146,0,0,0,0,0,0
490070006001139,0,0,0,0,0,0
490070006002172,0,0,0,0,0,0
490070005001617,0,0,0,0,0,0
490070005001611,0,0,0,0,0,0
490070005001076,0,0,0,0,0,0
490070005001241,1,0.7,0,0,0,0
490070005001114,0,0,0,0,0,0
490070005001126,0,0,0,0,0,0
490070005001132,0,0,0,0,0,0
490070005001047,0,0,0,0,0,0
490070005001260,0,0,0,0,0,0
490070005001034,0,0,0,0,0,0
490070005001666,0,0,0,0,0,0
490070005001129,0,0,0,0,0,0
490070005001117,0,0,0,0,0,0
490070005001271,0,0,0,0,0,0
490070005001263,0,0,0,0,0,0
490070005001274,0,0,0,0,0,0
490070005002014,1.9,1.4,0.1,0.1,0.1,0
490070001002006,0,0,0,0,0,0
490070006003122,0,0,0,0,0,0
490070005001439,0,0,0,0,0,0
490070006003066,1.8,0.5,0.1,0.1,0.1,0
490070005001487,0,0,0,0,0,0
490070006003133,2.5,1.1,0.2,0.2,0,0
490070006001166,0,0,0,0,0,0
490070006001253,0,0,0,0,0,0
490070006001281,1,0.8,0.1,0,0.1,0
490070006001182,0,0,0,0,0,0
490070006001223,0,0,0,0,0,0
490070006001213,0.4,0.3,0,0,0,0
490070006001200,0,0,0,0,0,0
490070006001019,0,0,0,0,0,0
490070006001027,0,0,0,0,0,0
490070006001017,0,0,0,0,0,0
490070006003004,0,0,0,0,0,0
490070006001269,0,0,0,0,0,0
490070005001063,0,0,0,0,0,0
490070005001604,0,0,0,0,0,0
490070005001058,0,0,0,0,0,0
490070005002028,1,1.2,0.1,0.1,0.2,0
490070005001279,0,0,0,0,0,0
490070005001053,1,0.7,0,0,0,0
490070005001177,0,0,0,0,0,0
490070005001256,0,0,0,0,0,0
490070005001485,0,0,0,0,0,0
490070006003016,0,0,0,0,0,0
490070005001470,0,0,0,0,0,0
490070005001314,0,0,0,0,0,0
490070001002082,0,0,0,0,0,0
490070003002047,0,0,0,0,0,0
490070005001044,0,0,0,0,0,0
490070005001661,0,0,0,0,0,0
490070005001660,0,0,0,0,0,0
490070005001641,0,0,0,0,0,0
490070006002079,0,0,0,0,0,0
490070005002135,0,0,0,0,0,0
490070006002196,0,0,0,0,0,0
490070006002151,0,0,0,0,0,0
490070006002130,0,0,0,0,0,0
490070006002078,0,0,0,0,0,0
490070005001204,0,0,0,0,0,0
490070006003168,0,0,0,0,0,0
490070002002005,0,0,0,0,0,0
490070003003034,1.1,0.2,0,0,0.1,0
490070002002012,0,0,0,0,0,0
490070005001545,0,0,0,0,0,0
490070005001483,0,0,0,0,0,0
490070005001003,0,0,0,0,0,0
490070005001000,0,0,0,0,0,0
490070006002018,0,0,0,0,0,0
490070006002020,0,0,0,0,0,0
490070001002074,1.1,0.2,0,0,0.1,0
490070002001027,0,0,0,0,0,0
490070003004012,5.1,2.1,0.2,0.2,0.1,0
490070002003009,1.6,0.6,0.1,0,0.1,0
490070002002003,0,0,0,0,0,0
490070002003020,0,0,0,0,0,0
490070001002131,0,0,0,0,0,0
490070006003015,8.4,1.7,0.2,0.3,0.7,0
490070001002135,2.4,0.7,0.1,0.1,0.1,0
490070001002069,2.7,0.5,0.1,0.1,0.2,0
490070005001579,0,0,0,0,0,0
490070006003137,0,0,0,0,0,0
490070006001076,0,0,0,0,0,0
490070006001112,0,0,0,0,0,0
490070006001063,0,0,0,0,0,0
490070006003095,0,0,0,0,0,0
490070001002038,0,0,0,0,0,0
490070006003005,0,0,0,0,0,0
490070006003006,0,0,0,0,0,0
490070001002039,2.3,0.5,0.1,0.1,0.2,0
490070001002136,3.8,1.1,0.2,0.2,0.2,0
490070006003048,0,0,0,0,0,0
490070001002087,5.6,1.6,0.3,0.2,0.3,0
490070001002129,0,0,0,0,0,0
490070001002113,1.8,0.5,0.1,0.1,0.1,0
490070001002102,8.3,2.4,0.5,0.3,0.4,0.1
490070006003000,0,0,0,0,0,0
490070002003006,3.4,1.3,0.1,0,0.1,0
490070005001351,0,0,0,0,0,0
490070005001350,0,0,0,0,0,0
490070002001016,22.9,10.6,1.8,0.6,1,0.2
490070003003028,4,1.9,0.3,0.3,0.1,0
490070006002074,0,0,0,0,0,0
490070006002017,0,0,0,0,0,0
490070005001269,0,0,0,0,0,0
490070005001281,0,0,0,0,0,0
490070003002035,5.1,2.8,0.2,0.2,0.3,0
490070001002003,0,0,0,0,0,0
490070003003023,0.8,0.2,0,0,0.1,0
490070006003079,0,0,0,0,0,0
490070001002077,0,0,0,0,0,0
490070001002079,0.6,0.2,0,0,0,0
490070006003071,0.3,0.1,0,0,0,0
490070006001137,0,0,0,0,0,0
490070006001111,0,0,0,0,0,0
490070006001101,0,0,0,0,0,0
490070006001370,0,0,0,0,0,0
490070006001032,0,0,0,0,0,0
490070006003042,0,0,0,0,0,0
490070006003046,0,0,0,0,0,0
490070001002062,3.8,0.8,0.1,0.1,0.3,0
490070001002071,4.7,1.4,0.3,0.2,0.2,0
490070001002091,1.2,0.3,0.1,0,0.1,0
490070001002088,0.6,0.2,0,0,0,0
490070001002127,34.8,10.1,2.1,1.4,1.6,0.2
490070005001057,0,0,0,0,0,0
490070005001618,0,0,0,0,0,0
490070005001039,0,0,0,0,0,0
490070005001125,0,0,0,0,0,0
490070005001224,0,0,0,0,0,0
490070005001221,1.3,0.6,0.4,0.1,0,0
490070006002012,0,0,0,0,0,0
490070005002070,18.2,13.7,1.2,0.6,1,0.1
490070006002112,0,0,0,0,0,0
490070005001203,0,0,0,0,0,0
490070006002191,0,0,0,0,0,0
490070005001598,0,0,0,0,0,0
490070005001031,0,0,0,0,0,0
490070002003039,7.5,2.8,0.3,0.1,0.3,0
490070002002044,8.2,3.2,0.4,0.3,0.4,0
490070002002025,14.2,4.3,0.4,0.4,0.6,0
490070005001389,24.1,6.5,0.4,0.5,0.9,0.1
490070003003015,0.2,0.1,0,0,0,0
490070005001246,0,0,0,0,0,0
490070005001280,0,0,0,0,0,0
490070005001276,1,0.7,0,0,0,0
490070005001658,0,0,0,0,0,0
490070005001214,0,0,0,0,0,0
490070005001272,0,0,0,0,0,0
490070005001506,0,0,0,0,0,0
490070001002014,37.5,7.6,1.1,1.2,2.9,0
490070006003098,0,0,0,0,0,0
490070002001029,7.8,4.3,0.3,0.3,0.5,0
490070003002045,0,0,0,0,0,0
490070002001072,0,0,0,0,0,0
490070005001408,0,0,0,0,0,0
490070006001107,0,0,0,0,0,0
490070006001369,0,0,0,0,0,0
490070006001365,0,0,0,0,0,0
490070006001055,0,0,0,0,0,0
490070006001035,0,0,0,0,0,0
490070006001047,0,0,0,0,0,0
490070006001052,0,0,0,0,0,0
490070006001159,0,0,0,0,0,0
490070005002026,3.2,3.7,0.3,0.4,0.6,0
490070005001273,0,0,0,0,0,0
490070003002004,2.9,1.4,0.2,0.2,0.1,0
490070002001065,5.5,3,0.2,0.2,0.3,0
490070003002011,4.7,2.5,0.2,0.2,0.3,0
490070003002034,9.3,5.1,0.4,0.4,0.6,0
490070006003033,0,0,0,0,0,0
490070006003170,0,0,0,0,0,0
490070002003030,6.2,2.3,0.2,0.1,0.3,0
490070003002046,0,0,0,0,0,0
490070006003153,0,0,0,0,0,0
490070005001460,30.9,8.4,0.5,0.6,1.1,0.1
490070006003078,0,0,0,0,0,0
490070005001514,0,0,0,0,0,0
490070005001390,0,0,0,0,0,0
490070005002079,0,0,0,0,0,0
490070005002083,0,0,0,0,0,0
490070005001069,0,0,0,0,0,0
490070005001156,0,0,0,0,0,0
490070005001192,0,0,0,0,0,0
490070006002005,0,0,0,0,0,0
490070002001071,0,0,0,0,0,0
490070005001418,0,0,0,0,0,0
490070006003135,0,0,0,0,0,0
490070005001330,7.3,2,0.1,0.1,0.3,0
490070006003171,0,0,0,0,0,0
490070006002016,0,0,0,0,0,0
490070005001234,0,0,0,0,0,0
490070005001182,0.9,0.5,0.1,0.1,0.1,0
490070005002081,0,0,0,0,0,0
490070005001307,0,0,0,0,0,0
490070002003015,0,0,0,0,0,0
490070005001334,0,0,0,0,0,0
490070003003027,3.1,1.5,0.2,0.2,0.1,0
490070001001016,13.5,4.1,0.4,0.2,0.6,0.1
490070002003025,7,2.6,0.3,0.1,0.3,0
490070006003138,0,0,0,0,0,0
490070005001384,3.7,1,0.1,0.1,0.1,0
490070005001367,0,0,0,0,0,0
490070005001310,0,0,0,0,0,0
490070002002027,12.3,4.8,0.6,0.4,0.6,0
490070003001002,11.6,3.5,0.3,0.3,0.5,0
490070003001014,15.3,6,0.7,0.6,0.8,0
490070003001012,12.6,3.8,0.4,0.2,0.6,0
490070003001016,27.5,11.6,1,1,0.4,0.1
490070003001017,42,17.7,1.5,1.5,0.6,0.2
490070003004013,3.9,1.6,0.1,0.1,0.1,0
490070003004006,9.3,4.3,0.7,0.3,0.4,0.1
490070006001015,0,0,0,0,0,0
490070006001041,0,0,0,0,0,0
490070006001068,0,0,0,0,0,0
490070006001106,0,0,0,0,0,0
490070006001102,0,0,0,0,0,0
490070006001099,0,0,0,0,0,0
490070006001095,0,0,0,0,0,0
490070006001326,0,0,0,0,0,0
490070006003150,1.7,0.7,0.1,0.1,0,0
490070006003163,0,0,0,0,0,0
490070006003028,0,0,0,0,0,0
490070002003005,21.9,10.7,1.3,1.3,1.7,0.1
490070002003040,1,0.4,0,0,0,0
490070003002021,0,0,0,0,0,0
490070003004014,12.9,5.4,0.5,0.5,0.2,0.1
490070005001325,2.8,1.4,0.2,0.2,0.2,0
490070005001324,0,0,0,0,0,0
490070005001319,0,0,0,0,0,0
490070002001019,4.1,1.9,0.3,0.1,0.2,0
490070005001342,0,0,0,0,0,0
490070005001505,0,0,0,0,0,0
490070005001498,0,0,0,0,0,0
490070006003140,1.1,0.5,0.1,0.1,0,0
490070006003139,0.8,0.4,0.1,0.1,0,0
490070006003136,4.7,2.1,0.3,0.3,0,0
490070006003149,0,0,0,0,0,0
490070003003017,2.9,1.4,0.2,0.2,0.1,0
490070002001054,11.4,6.2,0.5,0.5,0.7,0
490070001002000,0.8,0.2,0,0,0.1,0
490070006001006,0,0,0,0,0,0
490070006001040,0,0,0,0,0,0
490070006001122,0,0,0,0,0,0
490070006001148,0,0,0,0,0,0
490070006001314,0.4,0.1,0,0,0,0
490070006001170,0,0,0,0,0,0
490070006001132,0,0,0,0,0,0
490070001002104,2.9,0.9,0.2,0.1,0.1,0
490070001002101,0,0,0,0,0,0
490070001002138,0,0,0,0,0,0
490070005001365,0,0,0,0,0,0
490070006003008,0,0,0,0,0,0
490070005001538,0,0,0,0,0,0
490070006003047,0,0,0,0,0,0
490070005001541,0,0,0,0,0,0
490070005001352,0,0,0,0,0,0
490070002001017,3,1.4,0.2,0.1,0.1,0
490070005001555,0,0,0,0,0,0
490070005001236,0,0,0,0,0,0
490070005001239,0,0,0,0,0,0
490070005001257,0,0,0,0,0,0
490070005001275,0,0,0,0,0,0
490070005001264,0,0,0,0,0,0
490070005001291,0,0,0,0,0,0
490070005001200,0,0,0,0,0,0
490070005001149,0,0,0,0,0,0
490070005001140,0,0,0,0,0,0
490070005001188,0,0,0,0,0,0
490070005001359,0,0,0,0,0,0
490070006002077,0,0,0,0,0,0
490070006002155,0,0,0,0,0,0
490070006002118,0,0,0,0,0,0
490070005001575,0,0,0,0,0,0
490070005001489,0,0,0,0,0,0
490070005001440,0,0,0,0,0,0
490070003003024,0.4,0.1,0,0,0,0
490070001002117,1.9,0.4,0.1,0.1,0.1,0
490070002002015,0,0,0,0,0,0
490070005001141,0,0,0,0,0,0
490070005001603,0,0,0,0,0,0
490070005001300,0,0,0,0,0,0
490070001002034,6.1,1.2,0.2,0.2,0.5,0
490070006003007,0,0,0,0,0,0
490070001002093,5.9,1.7,0.4,0.2,0.3,0
490070001002085,0,0,0,0,0,0
490070006003175,0,0,0,0,0,0
490070006003043,0,0,0,0,0,0
490070006003160,0,0,0,0,0,0
490070006001123,0,0,0,0,0,0
490070006001142,0,0,0,0,0,0
490070006001378,0,0,0,0,0,0
490070006001367,0,0,0,0,0,0
490070006001353,0,0,0,0,0,0
490070006001259,0,0,0,0,0,0
490070006001319,0,0,0,0,0,0
490070006001332,0,0,0,0,0,0
490070001002017,0,0,0,0,0,0
490070003002050,7.5,3.6,0.6,0.6,0.3,0
490070003002040,2.9,0.9,0.1,0.1,0.1,0
490070003002041,8.6,2.8,0.4,0.4,0.4,0.1
490070005001368,0,0,0,0,0,0
490070001002059,11.9,2.4,0.3,0.4,0.9,0
490070006001356,0,0,0,0,0,0
490070006001113,0,0,0,0,0,0
490070006001352,0,0,0,0,0,0
490070006002132,0,0,0,0,0,0
490070006002090,0,0,0,0,0,0
490070006002097,0,0,0,0,0,0
490070005001159,0,0,0,0,0,0
490070005001189,0,0,0,0,0,0
490070005002021,0,0,0,0,0,0
490070006002171,0,0,0,0,0,0
490070005001081,1,0.7,0,0,0,0
490070006002050,0,0,0,0,0,0
490070005002008,2.2,1.6,0.1,0.1,0.1,0
490070005001479,0,0,0,0,0,0
490070005001413,0,0,0,0,0,0
490070006001118,0,0,0,0,0,0
490070006001125,0,0,0,0,0,0
490070006001120,0,0,0,0,0,0
490070006001256,0,0,0,0,0,0
490070005002078,0,0,0,0,0,0
490070005002087,9.4,4.6,0.6,0.5,0.7,0
490070005001653,0,0,0,0,0,0
490070005002120,0.7,0.8,0.1,0.1,0.1,0
490070003004009,6.3,2.9,0.5,0.2,0.3,0
490070003004022,0,0,0,0,0,0
490070003003008,0,0,0,0,0,0
490070003003007,1.7,0.8,0.1,0.1,0.1,0
490070003003018,5.6,2.7,0.4,0.4,0.2,0
490070005001543,0,0,0,0,0,0
490070005001570,0,0,0,0,0,0
490070006002164,0,0,0,0,0,0
490070006002167,0,0,0,0,0,0
490070005001372,0,0,0,0,0,0
490070003003022,0,0,0,0,0,0
490070001002097,7.4,2.1,0.5,0.3,0.3,0
490070006001198,0,0,0,0,0,0
490070006002116,1.9,2.2,0.2,0.3,0.3,0
490070006002175,0,0,0,0,0,0
490070005001654,0,0,0,0,0,0
490070002001050,0,0,0,0,0,0
490070005001326,0,0,0,0,0,0
490070002001000,11.7,4.4,0.5,0.2,0.5,0
490070003003004,10.4,5,0.8,0.8,0.4,0
490070002003019,0.9,0.5,0.1,0.1,0.1,0
490070002002002,0,0,0,0,0,0
490070002003022,0,0,0,0,0,0
490070005001327,0,0,0,0,0,0
490070006003178,1.2,0.3,0.1,0,0.1,0
490070002003037,1.8,0.7,0.1,0,0.1,0
490070006003014,0.8,0.2,0,0,0.1,0
490070001002060,2.3,0.5,0.1,0.1,0.2,0
490070001001018,0.6,0.2,0,0,0,0
490070006003065,0,0,0,0,0,0
490070002002019,0,0,0,0,0,0
490070002002020,0,0,0,0,0,0
490070002001026,0,0,0,0,0,0
490070002001069,0,0,0,0,0,0
490070005001407,9.4,2.6,0.2,0.2,0.3,0
490070002001032,0,0,0,0,0,0
490070006003075,61.3,19.7,3.1,2.8,2.6,0.5
490070001001009,13.1,4,0.3,0.4,0.5,0
490070001001022,17.9,5.5,0.4,0.5,0.7,0
490070002002040,0.8,0.3,0,0,0,0
490070003002042,1.6,0.5,0.1,0.1,0.1,0
490070003002037,1.9,1,0.1,0.1,0.1,0
490070003002039,2.9,0.9,0.1,0.1,0.1,0
490070005001410,0,0,0,0,0,0
490070006003012,0,0,0,0,0,0
490070006001089,0,0,0,0,0,0
490070006001194,0,0,0,0,0,0
490070006001150,0,0,0,0,0,0
490070006001355,0,0,0,0,0,0
490070006001305,0,0,0,0,0,0
490070006001145,0,0,0,0,0,0
490070006002199,0,0,0,0,0,0
490070006002088,0,0,0,0,0,0
490070005002016,43.9,33.2,2.9,1.4,2.5,0.2
490070005001054,0,0,0,0,0,0
490070005001550,0,0,0,0,0,0
490070005001552,0,0,0,0,0,0
490070006003162,0,0,0,0,0,0
490070006003148,0,0,0,0,0,0
490070005001323,0,0,0,0,0,0
490070005001328,0,0,0,0,0,0
490070006003169,0,0,0,0,0,0
490070005001316,0,0,0,0,0,0
490070005001285,0,0,0,0,0,0
490070005001593,0,0,0,0,0,0
490070005001286,0,0,0,0,0,0
490070005001218,1.9,1,0.5,0.1,0,0
490070005001153,0,0,0,0,0,0
490070005001198,0,0,0,0,0,0
490070005001154,0,0,0,0,0,0
490070005001302,0,0,0,0,0,0
490070006002113,0,0,0,0,0,0
490070005001019,0,0,0,0,0,0
490070005001195,0,0,0,0,0,0
490070005002088,0,0,0,0,0,0
490070005001073,0,0,0,0,0,0
490070005001072,0,0,0,0,0,0
490070005002097,0.3,0.3,0,0,0.1,0
490070006002021,0,0,0,0,0,0
490070005001136,0,0,0,0,0,0
490070005001038,0,0,0,0,0,0
490070005001399,0,0,0,0,0,0
490070002003004,0.5,0.2,0,0,0,0
490070002002042,1.6,0.7,0.1,0.1,0,0
490070005001532,0,0,0,0,0,0
490070006003092,0.6,0.2,0,0,0,0
490070005001591,0,0,0,0,0,0
490070006003107,0,0,0,0,0,0
490070006003108,0.8,0.4,0.1,0.1,0,0
490070006002094,0,0,0,0,0,0
490070005001364,0,0,0,0,0,0
490070005001050,0,0,0,0,0,0
490070006002055,0,0,0,0,0,0
490070005001101,0,0,0,0,0,0
490070006003010,0,0,0,0,0,0
490070001002111,1.5,0.3,0,0,0.1,0
490070006003036,0.8,0.2,0,0,0.1,0
490070006003040,0,0,0,0,0,0
490070006001025,0,0,0,0,0,0
490070005001201,0,0,0,0,0,0
490070006002058,0,0,0,0,0,0
490070006002070,0,0,0,0,0,0
490070001002081,1.9,0.6,0.1,0.1,0.1,0
490070001002078,0,0,0,0,0,0
490070005001497,0,0,0,0,0,0
490070001002026,0,0,0,0,0,0
490070005001335,12,3.3,0.2,0.2,0.4,0
490070003001001,12.3,3.8,0.3,0.3,0.5,0
490070002002032,5.6,2.2,0.3,0.2,0.3,0
490070006001298,0,0,0,0,0,0
490070006001297,0,0,0,0,0,0
490070006001320,0,0,0,0,0,0
490070006001321,0,0,0,0,0,0
490070005001297,0,0,0,0,0,0
490070005001282,0,0,0,0,0,0
490070005001167,0,0,0,0,0,0
490070005001655,0,0,0,0,0,0
490070005001448,0,0,0,0,0,0
490070002001063,7,3.8,0.3,0.3,0.4,0
490070002001061,4,2.2,0.2,0.2,0.3,0
490070002001062,5.9,3.2,0.3,0.3,0.4,0
490070006003118,9.5,5.2,0.4,0.4,0.6,0
490070001002019,0,0,0,0,0,0
490070001002132,0,0,0,0,0,0
490070001002013,0.4,0.1,0,0,0,0
490070006003089,0,0,0,0,0,0
490070005001442,0,0,0,0,0,0
490070006003112,0,0,0,0,0,0
490070006003172,0.3,0.1,0,0,0,0
490070006003142,0.8,0.4,0.1,0.1,0,0
490070006001264,0,0,0,0,0,0
490070006001267,0,0,0,0,0,0
490070006001316,0,0,0,0,0,0
490070006002168,0,0,0,0,0,0
490070005001024,0,0,0,0,0,0
490070005002030,2.6,3,0.3,0.3,0.5,0
490070005002000,0,0,0,0,0,0
490070005002117,2,2.3,0.2,0.3,0.4,0
490070005002068,19.5,14.7,1.3,0.6,1.1,0.1
490070006002150,5.3,2.6,0.3,0.3,0.4,0
490070005001512,0,0,0,0,0,0
490070006003044,0,0,0,0,0,0
490070001002120,0,0,0,0,0,0
490070006003130,0,0,0,0,0,0
490070005001583,0,0,0,0,0,0
490070006003037,0,0,0,0,0,0
490070002002011,0.5,0.2,0,0,0,0
490070005001321,0,0,0,0,0,0
490070005001554,0,0,0,0,0,0
490070005001529,0,0,0,0,0,0
490070005001361,0,0,0,0,0,0
490070005001033,0,0,0,0,0,0
490070005001075,0,0,0,0,0,0
490070005001612,0,0,0,0,0,0
490070005001120,0,0,0,0,0,0
490070005001226,0,0,0,0,0,0
490070001002100,1.9,0.4,0.1,0.1,0.1,0
490070001002118,0.3,0.1,0,0,0,0
490070005001580,0,0,0,0,0,0
490070006002162,0,0,0,0,0,0
490070002003031,7,2.6,0.3,0.1,0.3,0
490070005001466,0,0,0,0,0,0
490070005001382,0,0,0,0,0,0
490070005001308,0,0,0,0,0,0
490070005001534,0,0,0,0,0,0
490070002003043,0,0,0,0,0,0
490070001001025,1.9,0.6,0.1,0,0.1,0
490070001002067,0,0,0,0,0,0
490070002003042,1,0.4,0,0,0,0
490070001002037,0,0,0,0,0,0
490070001002023,0,0,0,0,0,0
490070001002092,5.9,1.7,0.4,0.2,0.3,0
490070001002110,2.7,0.8,0.2,0.1,0.1,0
490070006003013,0,0,0,0,0,0
490070006003041,0,0,0,0,0,0
490070006003182,0,0,0,0,0,0
490070005001363,0,0,0,0,0,0
490070005001608,0,0,0,0,0,0
490070005001067,0,0,0,0,0,0
490070005001130,0,0,0,0,0,0
490070005001074,0,0,0,0,0,0
490070005001122,0,0,0,0,0,0
490070005001128,0,0,0,0,0,0
490070005001248,0,0,0,0,0,0
490070005001251,0,0,0,0,0,0
490070005001255,0,0,0,0,0,0
490070005001139,0,0,0,0,0,0
490070005001193,0,0,0,0,0,0
490070005001339,0,0,0,0,0,0
490070006003085,16.6,5.3,0.8,0.8,0.7,0.1
490070005001419,0,0,0,0,0,0
490070001001008,3,0.9,0.1,0.1,0.1,0
490070006002133,0,0,0,0,0,0
490070002003013,0.5,0.2,0,0,0,0
490070002003008,6,2.2,0.2,0.1,0.3,0
490070001002083,0,0,0,0,0,0
490070001002055,0.3,0.1,0,0,0,0
490070001002010,1.9,0.4,0.1,0.1,0.1,0
490070001002066,0.9,0.3,0.1,0,0,0
490070005001004,0,0,0,0,0,0
490070006002028,0,0,0,0,0,0
490070005001645,0,0,0,0,0,0
490070006002054,0,0,0,0,0,0
490070006002036,0,0,0,0,0,0
490070006002037,0,0,0,0,0,0
490070005001627,0,0,0,0,0,0
490070005001295,0,0,0,0,0,0
490070005001266,0,0,0,0,0,0
490070005001071,0,0,0,0,0,0
490070002002010,0,0,0,0,0,0
490070005001370,0,0,0,0,0,0
490070005001499,0,0,0,0,0,0
490070001002035,0.4,0.1,0,0,0,0
490070005001378,0,0,0,0,0,0
490070001002024,0,0,0,0,0,0
490070005001437,0,0,0,0,0,0
490070006003106,0,0,0,0,0,0
490070002003007,31.9,12,1.3,0.4,1.4,0.1
490070003002055,0,0,0,0,0,0
490070003003029,0,0,0,0,0,0
490070002002047,0,0,0,0,0,0
490070006003073,0,0,0,0,0,0
490070003002044,0,0,0,0,0,0
490070006003077,0,0,0,0,0,0
490070005001656,0,0,0,0,0,0
490070006002086,0,0,0,0,0,0
490070006002009,0,0,0,0,0,0
490070006002198,0,0,0,0,0,0
490070006002188,0,0,0,0,0,0
490070005002137,1.6,1.2,0.1,0.1,0.1,0
490070005002091,0,0,0,0,0,0
490070006003064,0,0,0,0,0,0
490070001002056,0,0,0,0,0,0
490070006003027,0.8,0.2,0,0,0.1,0
490070001002070,0.6,0.2,0,0,0,0
490070001002105,1.2,0.3,0.1,0,0.1,0
490070006003045,0,0,0,0,0,0
490070006003159,0,0,0,0,0,0
490070006003032,0,0,0,0,0,0
490070001002116,0,0,0,0,0,0
490070001002011,27.9,5.7,0.8,0.9,2.2,0
