GEOID,G18USSRROM,G18USSDWIL,G18USSIMCC,G18USSLBOW,G18USSCAAL,G18USSOWRI
490011002002061,0.8,0.1,0,0,0.1,0
490011002001588,0,0,0,0,0,0
490011002001494,1.8,0.5,0,0.1,0.2,0
490011002001465,0,0,0,0,0,0
490011002001538,0,0,0,0,0,0
490011002001520,4.2,1.1,0.1,0.2,0.6,0.1
490011001003012,0,0,0,0,0,0
490011001001222,0,0,0,0,0,0
490011001001458,0,0,0,0,0,0
490011001001436,0,0,0,0,0,0
490011001001227,0.8,0.1,0,0,0.2,0
490011001001553,0,0,0,0,0,0
490011001001413,0,0,0,0,0,0
490011001001390,0,0,0,0,0,0
490011002001077,0,0,0,0,0,0
490011002001974,0,0,0,0,0,0
490011002001078,0,0,0,0,0,0
490011002001555,0,0,0,0,0,0
490011002001976,0,0,0,0,0,0
490011002001859,0,0,0,0,0,0
490011002001365,0,0,0,0,0,0
490011002001007,0,0,0,0,0,0
490011002001848,0,0,0,0,0,0
490011002001857,0,0,0,0,0,0
490011002001487,0,0,0,0,0,0
490011001001676,0,0,0,0,0,0
490011001001434,0,0,0,0,0,0
490011002001898,0,0,0,0,0,0
490011002001141,0,0,0,0,0,0
490011002001339,0,0,0,0,0,0
490011002001451,0,0,0,0,0,0
490011002001429,0,0,0,0,0,0
490011002001619,0,0,0,0,0,0
490011002001441,0,0,0,0,0,0
490011002001537,2.1,0.6,0,0.1,0.3,0
490011001001238,0,0,0,0,0,0
490011001002003,0.5,0.1,0,0,0,0
490011001001265,0,0,0,0,0,0
490011001001262,0,0,0,0,0,0
490011001003039,3.9,0.4,0.1,0.1,0.2,0
490011001002064,7,0.8,0.1,0.2,0.3,0
490011001003036,4.4,0.7,0,0.1,0.2,0
490011001002058,4.4,0.5,0.1,0.1,0.2,0
490011002001107,0,0,0,0,0,0
490011002001133,0,0,0,0,0,0
490011002001137,0,0,0,0,0,0
490011002002022,6.4,0.5,0.2,0.1,1.1,0
490011002001901,0,0,0,0,0,0
490011001001249,0,0,0,0,0,0
490011001001066,0,0,0,0,0,0
490011001001075,0,0,0,0,0,0
490011001001063,0,0,0,0,0,0
490011001001038,0,0,0,0,0,0
490011001001108,0,0,0,0,0,0
490011001001043,0,0,0,0,0,0
490011001001107,0,0,0,0,0,0
490011001001041,0,0,0,0,0,0
490011002003088,0.7,0.4,0,0,0.1,0
490011002001502,0,0,0,0,0,0
490011002001485,0,0,0,0,0,0
490011002003022,2.7,1.5,0,0.1,0.3,0
490011002001117,0,0,0,0,0,0
490011002001803,0,0,0,0,0,0
490011002001961,0,0,0,0,0,0
490011002001223,0,0,0,0,0,0
490011002001728,0,0,0,0,0,0
490011002001691,0,0,0,0,0,0
490011002003001,1.6,0.9,0,0.1,0.2,0
490011002001597,0,0,0,0,0,0
490011002001775,0,0,0,0,0,0
490011001001296,0,0,0,0,0,0
490011001002038,0,0,0,0,0,0
490011001002047,0,0,0,0,0,0
490011001003017,5.1,0.8,0,0.2,0.3,0
490011001003016,3.7,0.6,0,0.1,0.2,0
490011001003026,4.1,0.6,0,0.1,0.2,0
490011001002060,0,0,0,0,0,0
490011001001142,0,0,0,0,0,0
490011001001176,0,0,0,0,0,0
490011001001730,3.1,0.4,0.1,0.1,0.1,0
490011001003002,0,0,0,0,0,0
490011001002011,0,0,0,0,0,0
490011001002119,0,0,0,0,0,0
490011001002121,0,0,0,0,0,0
490011002001116,0,0,0,0,0,0
490011002002011,6,0.5,0.2,0.1,1,0
490011002001774,0,0,0,0,0,0
490011002001377,0,0,0,0,0,0
490011002001366,0,0,0,0,0,0
490011002001360,0,0,0,0,0,0
490011001001121,0,0,0,0,0,0
490011001001076,0,0,0,0,0,0
490011001001065,0,0,0,0,0,0
490011001001060,0,0,0,0,0,0
490011001001105,0,0,0,0,0,0
490011001001772,0,0,0,0,0,0
490011001001591,0,0,0,0,0,0
490011001001457,0,0,0,0,0,0
490011001001001,0,0,0,0,0,0
490011001001641,0,0,0,0,0,0
490011001001693,0,0,0,0,0,0
490011002001756,0,0,0,0,0,0
490011002001055,0,0,0,0,0,0
490011002001054,0,0,0,0,0,0
490011002001850,0,0,0,0,0,0
490011002001426,0,0,0,0,0,0
490011001001642,0,0,0,0,0,0
490011001002041,2.1,0.3,0,0,0.1,0
490011001002092,5.2,0.6,0,0,0.3,0
490011001001136,0,0,0,0,0,0
490011001001163,0,0,0,0,0,0
490011001001215,0,0,0,0,0,0
490011001001533,0,0,0,0,0,0
490011002001285,0,0,0,0,0,0
490011002001188,0,0,0,0,0,0
490011002001276,0,0,0,0,0,0
490011002001347,0,0,0,0,0,0
490011002001105,0,0,0,0,0,0
490011002001183,0,0,0,0,0,0
490011002001186,0,0,0,0,0,0
490011002001322,0,0,0,0,0,0
490011002001666,0,0,0,0,0,0
490011002001132,0,0,0,0,0,0
490011002001399,0,0,0,0,0,0
490011001001698,8.3,1,0,0.1,0.4,0.1
490011001002095,3.1,0.4,0.1,0.1,0.1,0
490011001002066,0,0,0,0,0,0
490011001003008,6.1,0.9,0.1,0.2,0.3,0
490011001001702,0,0,0,0,0,0
490011001002126,0,0,0,0,0,0
490011001001405,0,0,0,0,0,0
490011001001373,0,0,0,0,0,0
490011002001891,0,0,0,0,0,0
490011002001793,0,0,0,0,0,0
490011002001874,0,0,0,0,0,0
490011002001566,0,0,0,0,0,0
490011002001998,0,0,0,0,0,0
490011002001536,0,0,0,0,0,0
490011002001533,0,0,0,0,0,0
490011002001605,0,0,0,0,0,0
490011002001216,0,0,0,0,0,0
490011002001999,0,0,0,0,0,0
490011001003015,1.4,0.2,0,0,0.1,0
490011001003030,4.1,0.6,0,0.1,0.2,0
490011001003009,0,0,0,0,0,0
490011001001350,0,0,0,0,0,0
490011001001512,0,0,0,0,0,0
490011001001364,0.8,0.1,0.1,0,0,0
490011001002048,1.3,0.1,0,0,0.1,0
490011001003047,8.7,1,0.2,0.2,0.4,0
490011001002081,7.4,0.9,0.1,0.2,0.4,0
490011002001923,0,0,0,0,0,0
490011002001792,0,0,0,0,0,0
490011002001967,0,0,0,0,0,0
490011002001805,0,0,0,0,0,0
490011001001762,0,0,0,0,0,0
490011001002012,0,0,0,0,0,0
490011001001174,0,0,0,0,0,0
490011001001188,0,0,0,0,0,0
490011001001158,0,0,0,0,0,0
490011001001143,0,0,0,0,0,0
490011001001102,0,0,0,0,0,0
490011001001098,0,0,0,0,0,0
490011001001323,0,0,0,0,0,0
490011002001940,0,0,0,0,0,0
490011002001179,0,0,0,0,0,0
490011002001371,0,0,0,0,0,0
490011002001422,0,0,0,0,0,0
490011002001363,0,0,0,0,0,0
490011002002040,5.6,0.4,0.2,0.1,0.9,0
490011002002053,5.2,0.4,0.2,0.1,0.9,0
490011002001887,0,0,0,0,0,0
490011002001853,0,0,0,0,0,0
490011002001868,0,0,0,0,0,0
490011002001341,0,0,0,0,0,0
490011002001342,0,0,0,0,0,0
490011002001420,0,0,0,0,0,0
490011002001450,0,0,0,0,0,0
490011002001930,0,0,0,0,0,0
490011002001814,7.7,0.6,0.3,0.1,1.3,0
490011002002051,2.4,0.2,0.1,0,0.4,0
490011002001439,0,0,0,0,0,0
490011002001754,0,0,0,0,0,0
490011002001205,0,0,0,0,0,0
490011002001101,0,0,0,0,0,0
490011002001321,0,0,0,0,0,0
490011002001560,0,0,0,0,0,0
490011002001081,0,0,0,0,0,0
490011002001023,0,0,0,0,0,0
490011002001855,0,0,0,0,0,0
490011002001352,0,0,0,0,0,0
490011002001345,0,0,0,0,0,0
490011002001899,0.8,0.1,0,0,0.1,0
490011002001822,0,0,0,0,0,0
490011002001227,0,0,0,0,0,0
490011001002059,0,0,0,0,0,0
490011001003004,0,0,0,0,0,0
490011001001212,0,0,0,0,0,0
490011002001111,0,0,0,0,0,0
490011002001694,0,0,0,0,0,0
490011002001246,0,0,0,0,0,0
490011002002015,5.2,0.4,0.2,0.1,0.9,0
490011002002039,5.2,0.4,0.2,0.1,0.9,0
490011002002023,1.6,0.1,0.1,0,0.3,0
490011002001869,0,0,0,0,0,0
490011002001638,0,0,0,0,0,0
490011002001433,0,0,0,0,0,0
490011002001431,0,0,0,0,0,0
490011001001119,0,0,0,0,0,0
490011001001123,0,0,0,0,0,0
490011001001768,0,0,0,0,0,0
490011001001138,0,0,0,0,0,0
490011001002000,2,0.2,0,0.1,0.6,0
490011001001155,0,0,0,0,0,0
490011001001581,0,0,0,0,0,0
490011001002026,0,0,0,0,0,0
490011002001928,0,0,0,0,0,0
490011002001773,0,0,0,0,0,0
490011002001684,0,0,0,0,0,0
490011002001661,0,0,0,0,0,0
490011002001035,0,0,0,0,0,0
490011002001027,0,0,0,0,0,0
490011002001018,0,0,0,0,0,0
490011002001219,0,0,0,0,0,0
490011002001913,0,0,0,0,0,0
490011002001731,0,0,0,0,0,0
490011002001288,0,0,0,0,0,0
490011002001991,0,0,0,0,0,0
490011001001733,0,0,0,0,0,0
490011001001778,0,0,0,0,0,0
490011001001732,0,0,0,0,0,0
490011001001477,1.6,0.1,0,0.1,0.4,0
490011001001464,0,0,0,0,0,0
490011001001644,0,0,0,0,0,0
490011001001423,0,0,0,0,0,0
490011002001229,0,0,0,0,0,0
490011002001313,0,0,0,0,0,0
490011002001326,0,0,0,0,0,0
490011002003052,0,0,0,0,0,0
490011002003027,4.1,2.3,0.1,0.2,0.4,0.1
490011002001606,0,0,0,0,0,0
490011002001904,0,0,0,0,0,0
490011002001952,0,0,0,0,0,0
490011001001614,0,0,0,0,0,0
490011001001626,0,0,0,0,0,0
490011001001649,0,0,0,0,0,0
490011001001652,0,0,0,0,0,0
490011001001627,0,0,0,0,0,0
490011001001622,0,0,0,0,0,0
490011001001718,0,0,0,0,0,0
490011001001379,0,0,0,0,0,0
490011001001751,0,0,0,0,0,0
490011001001752,0,0,0,0,0,0
490011001001692,0,0,0,0,0,0
490011002001543,1.1,0.3,0,0.1,0.1,0
490011002001521,0.7,0.2,0,0,0.1,0
490011002001962,0,0,0,0,0,0
490011002001333,0,0,0,0,0,0
490011002001392,0,0,0,0,0,0
490011002001153,0,0,0,0,0,0
490011002001147,0,0,0,0,0,0
490011002001406,0,0,0,0,0,0
490011002001273,0,0,0,0,0,0
490011001002074,5.2,0.6,0.1,0.1,0.2,0
490011001003053,6.1,0.9,0.1,0.2,0.3,0
490011001002103,7.9,0.9,0.2,0.2,0.4,0
490011001001311,0,0,0,0,0,0
490011001003068,10.9,1.6,0.1,0.4,0.6,0
490011001001412,0,0,0,0,0,0
490011001002068,3.1,0.4,0.1,0.1,0.1,0
490011001001737,9.2,1,0.2,0.2,0.4,0
490011001003010,7.1,1.1,0.1,0.2,0.4,0
490011002001553,0,0,0,0,0,0
490011002001542,0,0,0,0,0,0
490011002001546,0,0,0,0,0,0
490011002001164,0,0,0,0,0,0
490011001001268,0,0,0,0,0,0
490011001001261,0,0,0,0,0,0
490011001001276,0,0,0,0,0,0
490011001001274,0,0,0,0,0,0
490011001002014,0,0,0,0,0,0
490011001002021,1,0.1,0,0,0.1,0
490011001001271,0,0,0,0,0,0
490011001001306,2.1,0.3,0,0,0.1,0
490011001002036,6.1,0.7,0.1,0.1,0.3,0
490011001001329,0,0,0,0,0,0
490011001003018,1,0.2,0,0,0.1,0
490011001002079,7,0.8,0.1,0.2,0.3,0
490011001003042,5.7,0.7,0.1,0.1,0.3,0
490011001002057,3.9,0.4,0.1,0.1,0.2,0
490011001003022,6.4,1,0.1,0.2,0.4,0
490011001001476,0,0,0,0,0,0
490011001002134,0,0,0,0,0,0
490011002001617,0,0,0,0,0,0
490011002001601,0,0,0,0,0,0
490011002001529,0.7,0.2,0,0,0.1,0
490011002001938,0,0,0,0,0,0
490011002001531,0,0,0,0,0,0
490011002001614,0,0,0,0,0,0
490011002001492,1.8,0.5,0,0.1,0.2,0
490011002001604,0,0,0,0,0,0
490011002001758,0,0,0,0,0,0
490011002001176,0,0,0,0,0,0
490011002001298,0,0,0,0,0,0
490011002001028,0,0,0,0,0,0
490011002001331,0,0,0,0,0,0
490011002001173,0,0,0,0,0,0
490011002001739,0,0,0,0,0,0
490011002001780,0,0,0,0,0,0
490011002001858,0,0,0,0,0,0
490011002001042,0,0,0,0,0,0
490011002001561,0,0,0,0,0,0
490011002001633,0,0,0,0,0,0
490011002001217,0,0,0,0,0,0
490011002001702,0,0,0,0,0,0
490011002001917,0,0,0,0,0,0
490011002001410,0,0,0,0,0,0
490011002001093,0,0,0,0,0,0
490011002001238,0,0,0,0,0,0
490011002001950,0,0,0,0,0,0
490011002001909,0,0,0,0,0,0
490011002001586,0,0,0,0,0,0
490011002001595,0,0,0,0,0,0
490011002001282,0,0,0,0,0,0
490011002001657,0,0,0,0,0,0
490011002001381,0,0,0,0,0,0
490011002001102,0,0,0,0,0,0
490011002001095,0,0,0,0,0,0
490011002001802,0,0,0,0,0,0
490011001001031,0,0,0,0,0,0
490011001002022,7.3,0.9,0,0.1,0.4,0.1
490011001001037,0,0,0,0,0,0
490011001002018,5.4,0.8,0.1,0.2,0.3,0
490011001001000,0,0,0,0,0,0
490011001001318,0,0,0,0,0,0
490011001001074,0,0,0,0,0,0
490011001001059,0,0,0,0,0,0
490011001001077,0,0,0,0,0,0
490011001001124,0,0,0,0,0,0
490011001001184,0,0,0,0,0,0
490011001001179,3.7,0.3,0,0.2,1,0
490011001001126,0,0,0,0,0,0
490011001001182,0,0,0,0,0,0
490011001001130,0,0,0,0,0,0
490011001001316,0,0,0,0,0,0
490011001001317,0,0,0,0,0,0
490011001001240,0,0,0,0,0,0
490011001001314,0,0,0,0,0,0
490011002001975,0,0,0,0,0,0
490011002001184,0,0,0,0,0,0
490011002001375,0,0,0,0,0,0
490011001001363,0,0,0,0,0,0
490011001002082,7,0.8,0.1,0.2,0.3,0
490011001002077,7.4,0.9,0.1,0.2,0.4,0
490011001003045,6.1,0.9,0.1,0.2,0.3,0
490011001002102,10.9,1.2,0.2,0.2,0.5,0
490011001001310,3.5,0.6,0.4,0.1,0.1,0.1
490011002001430,0,0,0,0,0,0
490011002001620,0,0,0,0,0,0
490011002001497,0.7,0.2,0,0,0.1,0
490011002001447,0,0,0,0,0,0
490011002001495,2.1,0.6,0,0.1,0.3,0
490011002001813,0,0,0,0,0,0
490011001001162,0,0,0,0,0,0
490011001001140,0,0,0,0,0,0
490011001001137,0,0,0,0,0,0
490011001001151,0,0,0,0,0,0
490011001001133,0,0,0,0,0,0
490011001001148,0,0,0,0,0,0
490011002001835,0,0,0,0,0,0
490011002001349,0,0,0,0,0,0
490011002001677,0,0,0,0,0,0
490011002001753,0.2,0.1,0,0,0,0
490011002001043,0,0,0,0,0,0
490011002001892,0,0,0,0,0,0
490011002001059,0,0,0,0,0,0
490011002001563,0,0,0,0,0,0
490011001001559,0,0,0,0,0,0
490011001001196,0,0,0,0,0,0
490011001001557,0,0,0,0,0,0
490011001001678,0,0,0,0,0,0
490011001001004,0,0,0,0,0,0
490011002003026,5.2,2.9,0.1,0.2,0.5,0.1
490011002003039,0.8,0.5,0,0.1,0,0
490011002003066,2.3,1.3,0,0.1,0.2,0
490011002003065,3.6,2,0.1,0.1,0.4,0.1
490011002001748,0,0,0,0,0,0
490011002001760,0,0,0,0,0,0
490011002001914,0,0,0,0,0,0
490011002002062,0,0,0,0,0,0
490011002003084,0,0,0,0,0,0
490011002003083,1.4,0.8,0,0.1,0.1,0
490011002003081,1.6,0.9,0,0.1,0.2,0
490011002001474,0,0,0,0,0,0
490011002001443,0,0,0,0,0,0
490011002001330,0,0,0,0,0,0
490011001001419,0,0,0,0,0,0
490011001001417,0,0,0,0,0,0
490011001001589,0,0,0,0,0,0
490011001001583,0,0,0,0,0,0
490011001001734,0,0,0,0,0,0
490011001001556,0,0,0,0,0,0
490011001001727,0,0,0,0,0,0
490011001001210,0,0,0,0,0,0
490011001001516,0.8,0.1,0,0,0.2,0
490011001001508,0,0,0,0,0,0
490011001001507,0,0,0,0,0,0
490011001001528,0,0,0,0,0,0
490011001001531,0,0,0,0,0,0
490011001001374,0,0,0,0,0,0
490011002001050,0,0,0,0,0,0
490011002001174,0,0,0,0,0,0
490011002001085,0,0,0,0,0,0
490011002001084,0,0,0,0,0,0
490011002001060,0,0,0,0,0,0
490011002001878,0,0,0,0,0,0
490011002001725,0,0,0,0,0,0
490011002001880,0,0,0,0,0,0
490011002001087,0,0,0,0,0,0
490011002001862,0,0,0,0,0,0
490011001001549,0,0,0,0,0,0
490011001002044,2.1,0.3,0,0,0.1,0
490011001002117,0,0,0,0,0,0
490011001002033,10.9,1.3,0,0.1,0.5,0.1
490011001001701,16.1,2,0,0.1,0.8,0.1
490011001001475,2.4,0.2,0,0.1,0.7,0
490011001001219,0,0,0,0,0,0
490011002001376,0,0,0,0,0,0
490011002001070,0,0,0,0,0,0
490011002001911,0,0,0,0,0,0
490011001001201,0,0,0,0,0,0
490011001001333,0,0,0,0,0,0
490011001001459,0,0,0,0,0,0
490011001002075,6.1,0.7,0.1,0.1,0.3,0
490011001003034,5.1,0.8,0,0.2,0.3,0
490011001003032,2.7,0.4,0,0.1,0.1,0
490011001003033,6.4,1,0.1,0.2,0.4,0
490011001003051,5.1,0.8,0,0.2,0.3,0
490011001002087,3.9,0.4,0.1,0.1,0.2,0
490011001002101,5.2,0.6,0.1,0.1,0.2,0
490011001002104,6.1,0.7,0.1,0.1,0.3,0
490011001002108,6.6,0.8,0.1,0.1,0.3,0
490011001001402,0,0,0,0,0,0
490011001002118,0,0,0,0,0,0
490011001001342,0,0,0,0,0,0
490011002001292,0,0,0,0,0,0
490011002001508,1.4,0.4,0,0.1,0.2,0
490011002001650,0,0,0,0,0,0
490011002001783,0,0,0,0,0,0
490011002001893,0,0,0,0,0,0
490011002001608,0,0,0,0,0,0
490011002001031,0,0,0,0,0,0
490011002001051,0,0,0,0,0,0
490011002001194,0,0,0,0,0,0
490011002001922,0,0,0,0,0,0
490011002001391,0,0,0,0,0,0
490011002001675,0,0,0,0,0,0
490011002001590,0,0,0,0,0,0
490011002001864,0,0,0,0,0,0
490011002001936,0,0,0,0,0,0
490011002001427,0,0,0,0,0,0
490011002001062,0,0,0,0,0,0
490011002001230,0,0,0,0,0,0
490011002001724,0,0,0,0,0,0
490011002001948,0,0,0,0,0,0
490011001001480,0,0,0,0,0,0
490011001001495,0,0,0,0,0,0
490011001001607,0,0,0,0,0,0
490011001001389,0,0,0,0,0,0
490011001002135,0,0,0,0,0,0
490011001001498,0,0,0,0,0,0
490011001001564,0,0,0,0,0,0
490011001001579,0,0,0,0,0,0
490011001001687,0,0,0,0,0,0
490011001001781,0,0,0,0,0,0
490011001001602,0,0,0,0,0,0
490011002001796,1.6,0.1,0.1,0,0.3,0
490011002001710,0,0,0,0,0,0
490011002001705,0,0,0,0,0,0
490011002001718,0,0,0,0,0,0
490011002001720,0,0,0,0,0,0
490011002001721,0,0,0,0,0,0
490011002003080,0.5,0.3,0,0,0,0
490011002001910,0,0,0,0,0,0
490011002001912,0,0,0,0,0,0
490011002002001,0,0,0,0,0,0
490011002001146,0,0,0,0,0,0
490011002001573,6.3,1,0.7,0.1,0.1,0.1
490011001002002,8.6,0.7,0.1,0.4,2.3,0
490011001001277,0,0,0,0,0,0
490011001001302,0,0,0,0,0,0
490011001001344,0,0,0,0,0,0
490011001001285,0,0,0,0,0,0
490011001002024,0,0,0,0,0,0
490011001001298,0,0,0,0,0,0
490011001001275,0,0,0,0,0,0
490011002001761,0,0,0,0,0,0
490011002001663,0,0,0,0,0,0
490011002003056,1.6,0.9,0,0.1,0.2,0
490011002001567,0,0,0,0,0,0
490011002001189,0,0,0,0,0,0
490011002001091,0,0,0,0,0,0
490011002001714,0,0,0,0,0,0
490011002001625,0,0,0,0,0,0
490011002001445,0,0,0,0,0,0
490011002001545,0,0,0,0,0,0
490011002001210,0,0,0,0,0,0
490011002001353,0,0,0,0,0,0
490011002001854,0,0,0,0,0,0
490011002001856,0,0,0,0,0,0
490011002001346,0,0,0,0,0,0
490011002001653,0,0,0,0,0,0
490011002001779,0,0,0,0,0,0
490011002001690,0,0,0,0,0,0
490011002001167,0,0,0,0,0,0
490011002001737,0,0,0,0,0,0
490011002002055,0,0,0,0,0,0
490011002001637,0,0,0,0,0,0
490011002001395,0,0,0,0,0,0
490011002001168,0,0,0,0,0,0
490011002001834,0,0,0,0,0,0
490011002001860,0,0,0,0,0,0
490011002001809,0,0,0,0,0,0
490011002001664,0,0,0,0,0,0
490011001001628,0,0,0,0,0,0
490011001001500,0,0,0,0,0,0
490011001003075,7,0.8,0.1,0.2,0.3,0
490011001003077,4.4,0.7,0,0.1,0.2,0
490011001003076,3.4,0.5,0,0.1,0.2,0
490011002001577,0.4,0.1,0,0,0,0
490011001001305,0,0,0,0,0,0
490011001003067,0,0,0,0,0,0
490011001001595,0,0,0,0,0,0
490011001001406,0,0,0,0,0,0
490011001002071,6.2,0.8,0,0.1,0.3,0.1
490011001001368,0.8,0.1,0.1,0,0,0
490011002001867,0,0,0,0,0,0
490011002001499,0.7,0.2,0,0,0.1,0
490011002001530,1.8,0.5,0,0.1,0.2,0
490011002001589,0,0,0,0,0,0
490011002001498,0,0,0,0,0,0
490011002001831,0,0,0,0,0,0
490011002001048,0,0,0,0,0,0
490011001001403,0,0,0,0,0,0
490011001001247,0,0,0,0,0,0
490011001001234,8.8,1.1,0,0.1,0.4,0.1
490011001001231,10.2,0.8,0.1,0.5,2.8,0
490011001001248,0,0,0,0,0,0
490011001001237,0,0,0,0,0,0
490011002001264,0,0,0,0,0,0
490011002001987,0,0,0,0,0,0
490011002001681,0,0,0,0,0,0
490011002001959,0,0,0,0,0,0
490011002001437,0,0,0,0,0,0
490011002001138,0,0,0,0,0,0
490011002001888,0,0,0,0,0,0
490011002001343,0,0,0,0,0,0
490011002001232,0,0,0,0,0,0
490011001001682,0,0,0,0,0,0
490011001001157,0,0,0,0,0,0
490011001001497,0,0,0,0,0,0
490011002001308,0,0,0,0,0,0
490011002003008,3.4,1.9,0.1,0.1,0.3,0.1
490011002003024,1.8,1,0,0.1,0.2,0
490011002001299,0,0,0,0,0,0
490011002001387,0,0,0,0,0,0
490011002001419,0,0,0,0,0,0
490011001001603,0,0,0,0,0,0
490011002001576,8.2,1.3,0.9,0.1,0.1,0.1
490011001001418,0,0,0,0,0,0
490011001001030,0,0,0,0,0,0
490011001002027,4.1,0.6,0,0.1,0.2,0
490011001001019,0,0,0,0,0,0
490011001001012,0,0,0,0,0,0
490011001001281,0,0,0,0,0,0
490011001002042,0,0,0,0,0,0
490011001001536,0,0,0,0,0,0
490011001001586,0,0,0,0,0,0
490011001001585,0,0,0,0,0,0
490011001001080,0,0,0,0,0,0
490011002001583,0,0,0,0,0,0
490011002001547,0,0,0,0,0,0
490011002001489,3.5,0.9,0.1,0.2,0.5,0.1
490011002001214,0,0,0,0,0,0
490011002001983,0,0,0,0,0,0
490011002001127,0,0,0,0,0,0
490011002001348,0,0,0,0,0,0
490011002001271,0,0,0,0,0,0
490011002001982,0,0,0,0,0,0
490011002001511,0,0,0,0,0,0
490011002001019,0,0,0,0,0,0
490011002001069,0,0,0,0,0,0
490011001001487,0,0,0,0,0,0
490011001001695,3.1,0.4,0,0,0.2,0
490011001001703,6.2,0.8,0,0.1,0.3,0.1
490011001002067,2.6,0.3,0.1,0.1,0.1,0
490011001002114,0,0,0,0,0,0
490011001002028,8.8,1.1,0,0.1,0.4,0.1
490011002001565,0,0,0,0,0,0
