GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDSMI,G18GOVRMCM,G18GOVOWRI,G18SOSDWHI,G18SOSRHAM,G18SOSOWRI,G18TREDGLE,G18TREWGLE,G18TRERLOF,G18TREAWOR,G18TREOWRI,G18ATGDANA,G18ATGWANA,G18ATGRWIL,G18ATGOWRI,G18COMRECK,G18COMOWRI,G18SPIRMIT,G18SPIOWRI,G18AGRUNEL,G18AGRGEDM,G18AGRRWEA,G18AGROWRI
45015000100,45,015,000100,35.5,23.5,0,33.8,25.1,0,32.6,1.5,23.8,1.4,0,33,3.1,23.2,0,32.8,1.1,25.5,0.5,6.8,9.8,25.2,0.1
45015000101,45,015,000101,161.4,159,0,157.4,158.5,0,153.3,5.1,156.5,2.5,0,159.9,5.6,154.4,0,193.4,4,161.5,2,22.8,34.4,165.6,1
45017000001,45,017,000001,202.7,330.3,0,197.2,333.8,0,190.6,12.2,326.5,5.1,0,198.6,11.6,326,0.1,371.9,4.6,344.3,3,35.7,33.9,345.3,3.2
45017000002,45,017,000002,251,213,0,238,226,0,231,7,222,4,0,242,6,209,0,265,5,230,0,32,24,250,0
45017000003,45,017,000003,341.8,259.9,0.9,330.4,270.4,0.9,325.6,14.3,258,7.6,0,335.1,15.2,254.2,0,317.1,10.5,279.9,1.9,58.1,58.1,286.6,2.9
45017000004,45,017,000004,60.6,78.7,0,49.6,90.8,0,49.6,0,86.8,4,0,57.6,3,80.7,0,97.8,1,89.8,1,3.1,7.1,95.8,0
45017000005,45,017,000005,772,224,4,763,242,0,757,9,237,8,0,753,20,230,1,351,25,242,4,148,103,273,2
45017000006,45,017,000006,148,161,0,140,169,0,134,1,167,5,0,147,5,157,0,201,5,169,1,37,26,179,1
45017000007,45,017,000007,86.7,69.1,0,82.1,73.7,0,83.9,0.1,71.9,0.9,0,83,1.9,70,0,89.6,0.9,78.3,0,11.5,11.3,85.7,0.9
45017000008,45,017,000008,204.4,252.3,1,199.4,260.2,0,193.4,4,256.2,5,0,200.4,7,254.3,0,293.1,5,259.2,1,33.9,21.9,266.2,4
45017000009,45,017,000009,64,151,0,54,159,0,51,3,159,1,0,55,9,151,0,166,1,163,0,8,5,156,2
45017000010,45,017,000010,180.2,121.1,0,178.6,120.6,0,173.4,3.7,117,5.4,0,174.8,6.8,117.8,0,146.9,10.5,123.1,0.1,35.9,34.9,128.4,7.1
45017000011,45,017,000011,350.8,651,0,298.8,692,0,269.7,8.2,696.9,15.1,0,321.7,10.2,666.9,0,777.6,11.1,716.1,2,41.7,84.5,729.1,2.1
45017000012,45,017,000012,359,437,0,325,467,0,313,6,466,7,0,350,12,435,1,533,9,477,8,61,50,494,2
45019000004,45,019,000004,445.4,362.5,2,417.5,383.4,0,406.6,8,385.4,9,0,427.5,13.9,364.5,0,429.3,10,394.4,3,44.8,85.7,401.4,2
45019000008,45,019,000008,311.4,299.8,0,293.6,313.8,0,290.4,8.7,307.1,5,0,302.7,10.1,296.8,0,354.4,4.7,317.6,6,23.8,65.4,322,0.1
45019000010,45,019,000010,284,434,6,239,467,0,217,14,468,16,0,267,28,417,0,519,3,480,10,12,129,483,0
45019000011,45,019,000011,414,578,0,340,634,0,292,11,656,18,0,389,28,565,2,708,9,654,19,26,161,654,2
45019000012,45,019,000012,390,704,4,318,762,2,281,11,793,6,0,350,20,718,0,827,9,779,16,20,129,803,0
45019000032,45,019,000032,680,601,5,577,677,3,516,17,696,19,3,608,36,617,4,821,22,724,17,34,267,746,3
45019000100,45,019,000100,751.6,314.1,2,732.7,336,0,709.8,16.9,334,7,0,737.6,19.9,314.1,0,405.6,4,356.9,6,76.6,123.3,421.5,0
45019000102,45,019,000102,373,150,0,363,157,0,333,19,156,13,0,352,22,151,0,234,19,158,14,69,116,167,4
45019000103,45,019,000103,645.7,401.4,2,631.9,403.4,2,589.7,35.4,398.4,12.8,2,624.1,30.5,388.6,2,581.2,37.4,429.9,19.7,113,194.6,456.4,7.9
45019000104,45,019,000104,599.5,416.2,2.8,582,433.7,0,543.3,15.7,430.9,26.7,0,579.2,37.8,403.3,0,596.7,21.2,442.9,14.7,106.8,194.3,467.8,3.7
45019000105,45,019,000105,489,238.1,0,482.1,243,0,442.7,29.5,228.2,22.6,0,475.2,26.6,229.2,0,379.8,23.6,269.6,8.8,88.5,158.4,277.4,3.9
45019000106,45,019,000106,292,242.9,4,273.9,258,0,262.3,10.5,252.8,9.4,0,280.8,18.4,238.8,0,318.2,9.4,263.4,6.2,54.5,88.6,263.6,3.1
45019000107,45,019,000107,779.5,301.8,2.2,763,322.3,2,701.7,46.4,310.1,26.3,3,747.8,39.2,301.7,2,528.3,34.8,331.1,18.3,170.2,238.7,347.2,2.3
45019000110,45,019,000110,608,414,0,592,423,0,580,22,411,10,0,591,31,394,0,524,18,432,11,84,144,450,2
45019000132,45,019,000132,816.8,425.6,3.1,811.2,436.1,0.1,786.2,24.9,419.9,22.4,0.1,811.8,32.2,405.7,3.1,600.1,26.6,437.5,27.4,158,225.6,467.3,0.2
45019000173,45,019,000173,523.4,462.1,3,487.4,486.1,2,460.4,11,494.1,16,0,494.3,13,478.1,0,581.2,7,527.1,7,68,103,547.1,0
45019000174,45,019,000174,407.6,285.6,3,370.9,321.4,1,354.1,14.9,308.5,16.9,2,382.8,23.8,288.6,0,387.8,8.9,318.4,8.9,53.6,107.1,343.2,2
45019000175,45,019,000175,553.2,333.7,2.3,528.5,354,1,509.5,11.8,362.6,7.7,2,540.1,16.1,339.6,2,439.2,5,371.8,4.6,62.4,118.5,395.8,2.3
45019000180,45,019,000180,447.3,799,3,406.5,826.5,0,386.7,9.3,836.9,7.2,0,428.7,18.5,799,0,947,8.3,885.3,5.3,25.1,135.3,892.9,2
45019000181,45,019,000181,604.6,814.7,3.5,551.4,846.1,0,496.5,14.8,881.9,13.9,0,575.8,27,807.8,0,991,7.9,930.7,13.9,43.6,198.9,936,2.6
45019000184,45,019,000184,422,332,1,360,380,1,336,15,372,19,2,386,17,344,2,478,15,391,20,16,210,413,0
45019000185,45,019,000185,485.8,475.8,0.3,439,501.2,3.1,399.4,16.6,509.2,22,1.1,463.2,25.1,472.9,2.2,618.4,22.3,531.3,25,11.9,226.6,569.8,3
45019000201,45,019,000201,214,341,4,170,376,0,138,0,410,1,0,195,6,341,3,432,1,408,4,12,73,412,0
45019000202,45,019,000202,229,341,0,193,366,0,180,5,380,1,0,218,6,336,0,415,4,386,5,14,78,401,0
45019000203,45,019,000203,406,327,1,336,381,0,305,6,398,17,1,402,15,316,0,478,11,420,11,27,158,446,0
45019000204,45,019,000204,331,199,0,288,234,1,266,12,236,9,1,307,18,200,0,303,16,251,16,23,117,283,2
45019000205,45,019,000205,312.1,196.7,0,262.2,230.8,0,236.4,13.8,235.5,11.1,0.9,284.4,12,207.8,1.9,304.7,16.6,255.8,6.5,13.8,123.7,286.3,1.9
45019000206,45,019,000206,425,239,1,374,276,0,359,10,271,15,0,402,10,246,0,357,19,291,9,41,147,314,2
45019000207,45,019,000207,422,201,1,387,227,1,353,10,237,12,1,387,17,217,2,321,24,251,15,35,195,262,3
45019000208,45,019,000208,500,53,0,497,60,0,470,17,55,16,0,488,17,46,0,180,24,72,17,53,193,109,0
45019000209,45,019,000209,383,94,0,368,110,0,350,7,113,7,0,360,13,106,0,204,23,124,17,42,136,146,2
45019000210,45,019,000210,254,49,1,240,64,0,235,4,60,4,0,237,13,56,0,118,8,69,6,16,94,82,0
45019000211,45,019,000211,518.9,214.3,1,497.8,230.2,0,466.6,12.2,235.5,16.9,0.1,514.6,14,206.2,2.1,383.3,20.4,264.2,19.5,43.1,238.3,289.7,0.1
45019000212,45,019,000212,585,146,0,550,167,1,516,15,169,18,1,556,22,148,0,301,26,197,29,49,213,243,3
45019000213,45,019,000213,606,66,0,580,85,0,550,19,83,13,1,573,20,75,0,238,27,93,21,61,255,132,2
45019000214,45,019,000214,410,72,0,393,89,0,377,15,83,7,0,381,22,74,0,187,19,93,22,45,185,109,2
45019000215,45,019,000215,460,32.2,1,452.1,43,0,433.6,16.6,35.2,7.8,0,429.7,23.4,39.1,0,119.1,14.7,43.9,6.8,72.3,116.2,50.8,1
45019000216,45,019,000216,622,98,0,600,118,1,574,12,117,15,0,585,23,108,0,246,36,128,30,51,231,174,4
45019000217,45,019,000217,541,94,0,497,122,1,467,17,132,10,0,498,29,108,0,238,19,152,29,41,197,201,0
45019000218,45,019,000218,688,52,0,674,64,0,641,22,61,17,0,650,31,53,2,200,28,75,22,85,218,100,3
45019000219,45,019,000219,415,48,1,399,65,0,392,5,57,8,0,405,6,49,2,125,14,68,17,33,144,89,3
45019000220,45,019,000220,715,163,1,665,199,1,634,17,195,23,0,697,24,152,2,334,30,213,41,56,265,270,4
45019000221,45,019,000221,334.1,41.4,0,333.1,40.4,0,317.1,14,37.3,4.1,0,326.9,10.3,36.3,0,85.3,8.1,47.4,5,59,70,48.5,0
45019000301,45,019,000301,516.3,567.4,3.9,426.8,632.3,3,375.6,19.7,655.9,12.8,1,483.8,29.5,567.4,0,774.9,10.8,683.4,14.8,32.5,190.8,693.3,0
45019000302,45,019,000302,319,323,0,274,361,0,245,19,345,23,1,277,23,333,0,438,16,363,7,23,140,377,0
45019000303,45,019,000303,516,404,3,463,440,1,414,19,460,11,1,475,15,429,2,562,18,481,22,31,192,500,4
45019000304,45,019,000304,492,434,0,416,490,0,381,20,486,17,0,457,25,426,0,640,11,517,16,35,209,528,0
45019000305,45,019,000305,346,527.2,1,254.8,601.4,1,235.5,14.1,599.4,15.1,0,295.8,23.1,547.2,0,668.9,9.1,621.5,19.1,23.2,109.8,643.6,1
45019000306,45,019,000306,497,543.8,1,439.2,585.6,0,382.5,15.9,602.6,21.9,0,452.2,29.9,541.8,2,724.1,25.9,612.5,25.9,42.8,206.2,637.4,7
45019000307,45,019,000307,299,255,0,260,292,0,244,7,292,11,0,277,15,262,0,359,12,311,7,15,113,319,1
45019000308,45,019,000308,226,271,0,196,293,0,165,12,292,18,0,204,19,270,0,354,4,311,17,11,85,322,1
45019000309,45,019,000309,274.7,326.6,0.1,204.2,372.7,0,205.4,11.3,364.1,5.2,0,257.2,24.5,307.6,0,414.1,7.2,372.6,17.2,11.6,104.2,379.7,1
45019000310,45,019,000310,244.3,338.8,1,194.6,374.6,0,183.5,10.7,370.3,7.2,0,221.5,11.7,338.9,0,431.8,0.5,374.7,5.9,10,84.2,401.1,0.1
45019000311,45,019,000311,351.4,319,0,306.1,356.2,0,289,7.1,361.1,4,0,325.3,15.1,326,0,424.5,22,361.2,16,22,140.5,374.3,3
45019000312,45,019,000312,592.9,500.7,0,529.5,545,0,486.4,20.1,546.9,22.1,0,530.7,29.1,518.7,0,693.4,15,575,27,38.1,242.7,595.2,3
45019000313,45,019,000313,347.6,300.6,3,314.6,328.6,0,278.6,12,327.6,22,0,298.6,25,320.6,0,422.4,11,352.5,11,42.9,88.9,368.5,0
45019000314,45,019,000314,386.4,373.4,0,325.4,424.4,3,290.4,24,420.4,15,0,349.4,24,386.4,0,545.5,22,441.5,16,30.1,165.1,461.5,0
45019000315,45,019,000315,677,753,1,569,834,1,528,11,856,12,0,626,20,771,2,967,20,868,20,38,247,876,6
45019000316,45,019,000316,186,324,0,142,361,1,123,3,375,8,0,165,14,325,0,411,1,391,7,9,63,395,0
45019000317,45,019,000317,792.6,1015.9,1.2,677.1,1099,0.2,614.9,24.1,1090.8,48.3,0,709.3,55.4,1026.2,0,1303.4,30.5,1146.6,59.7,59.2,315.4,1171.9,3
45019000318,45,019,000318,347,505,0,284,564,0,237,16,560,24,1,316,28,495,0,649,8,564,21,19,135,594,0
45019000319,45,019,000319,598,541,1,531,580,0,473,29,581,30,1,553,33,544,0,738,28,612,37,53,240,634,3
45019000320,45,019,000320,380,353,3,336,389,1,310,14,388,17,0,359,19,350,0,482,7,412,14,30,135,423,1
45019000321,45,019,000321,292.4,333.6,0,255.8,353.3,0,238,13.1,362.7,4.7,0,260.5,13.1,335.5,0,428.3,7.5,370.2,14.1,16.9,108.7,381.4,0.9
45019000322,45,019,000322,438,488,0,400,514,0,379,16,494,22,0,418,20,482,0,620,12,519,22,39,158,541,1
45019000323,45,019,000323,566.4,437.9,1,505.1,484.3,0,472.5,24.7,473.5,20.8,0,515,33.6,440.9,0,616.8,8.9,489.3,25.7,61.3,203.6,525.9,1
45019000324,45,019,000324,223,248,1,197,267,0,186,14,261,7,0,204,17,250,0,325,7,273,16,12,102,282,3
45019000325,45,019,000325,213,278,4,166,319,0,153,9,315,6,1,195,10,275,2,357,4,322,10,7,85,331,0
45019000326,45,019,000326,320,7,0,319,8,0,316,6,7,1,0,321,4,4,0,59,7,7,3,61,70,8,0
45019000327,45,019,000327,595.4,862.1,0.8,502.9,924,0.8,445.1,33.9,923.2,29.7,0,508.7,44.6,886.9,0,1091.6,16.5,936.4,36.3,57.8,238.6,971.1,0
45019000328,45,019,000328,343,439,3,283,485,1,251,26,466,23,1,304,25,433,0,558,18,495,21,24,150,502,1
45019000329,45,019,000329,63.9,122.5,0,59.1,119.8,0,50.5,0,132.9,1,0,55.4,5.7,123.5,0,147.3,1,136.8,2.9,2.9,21,142.4,0
45019000330,45,019,000330,664.8,909.7,1,589.5,972.3,1,504,31.7,989.3,33.4,0,597.6,39.1,926.9,0,1173.1,16.2,1025,31.6,52.7,242.3,1064.1,4
45019000331,45,019,000331,334.4,423.7,0.1,311.2,441.7,0,292.4,14.7,443.4,7,0,318.2,14.8,426.7,0,541,3.2,453.4,9,29.6,119.2,469.1,0
45019000332,45,019,000332,576.9,1027.1,2.9,505.2,1074.2,0,467,26.5,1067.3,18.6,0,521.9,28.4,1037.9,2,1262.6,19.6,1093.8,23.5,60.8,231.5,1120.3,0
45019000333,45,019,000333,809,1590.9,1,710,1660.8,0,637.1,26.2,1667.6,35,0,750.8,39.8,1589,0,1868.7,25.2,1722,35,67,306.9,1737.6,3.9
45019000334,45,019,000334,379,538,0,340,566,0,305,15,561,21,1,346,22,532,0,653,8,574,16,33,127,600,1
45019000335,45,019,000335,1050.3,1540.2,4,907.2,1644.8,1,834,58.6,1636,40.5,0,951.8,64.7,1552.8,0,1961.3,31.4,1718.5,54.6,103.8,410.9,1744.2,1
45019000336,45,019,000336,509.6,546.1,0,459.9,581.7,1,414.5,22.3,564.5,36.2,0,467,32.4,549.1,2,695.2,26.1,589.7,24.3,60.7,165.4,623.1,0
45019000337,45,019,000337,1019.9,989.9,0,942.9,1044.9,0,895.9,55,1012.9,28,4,947.9,75,974.9,2,1265.8,34,1094.9,15,114,307,1100.9,1
45019000338,45,019,000338,315.1,497.1,1,276.1,521.1,1,244.1,9,539.1,12,0,290.1,17,500.1,0,590.2,15,552.1,11,30,121,552.1,3
45019000339,45,019,000339,653.7,1068.8,0,595.8,1105.2,0,532,31.4,1112,24.5,0,626.2,35.3,1051.2,0,1286.7,19.6,1141.5,34.4,44.2,260.1,1174.8,0
45019000400,45,019,000400,732,424,0,671,465,3,606,30,476,31,1,692,43,420,0,666,26,509,52,47,302,563,4
45019000401,45,019,000401,453,81,1,446,88,1,429,12,88,7,1,446,18,77,0,166,18,86,6,70,120,105,1
45019000402,45,019,000402,513,68,0,514,72,1,492,11,73,11,3,504,18,67,2,147,14,86,10,68,121,97,1
45019000403,45,019,000403,412,481,1,335,529,0,290,17,537,24,0,357,30,488,2,632,11,544,49,18,169,593,4
45019000404,45,019,000404,157.2,252.2,2.7,138,267.8,0.9,121.6,6.4,267.8,10.1,0.9,140.8,11.9,254.1,1.8,312.6,3.7,279.7,11,10.1,48.4,306.2,0
45019000405,45,019,000405,573,424,1,514,467,0,477,26,458,19,0,527,32,425,0,595,24,473,55,42,206,521,3
45019000406,45,019,000406,631,510,1,602,535,0,539,20,543,33,0,607,25,505,1,712,23,566,51,34,303,602,1
45019000407,45,019,000407,455,232,0,430,246,0,382,25,260,13,0,453,9,223,0,342,18,258,25,39,163,280,3
45019000408,45,019,000408,633.4,329.6,0,585.9,368.2,0,530.5,20.8,361.2,33.6,0,578,35.6,344.4,0,523.6,29.7,371.1,44.5,50.5,309.8,418.6,1
45019000409,45,019,000409,496.2,320.2,2.9,463.3,346.3,1,431.4,20.3,340.5,21.3,0,445.9,31,332.8,0,457.5,25.1,364.7,48.4,39.7,241.8,402.4,3.9
45019000410,45,019,000410,492.7,411,0,443.6,452.2,0,401.4,24.5,441.4,23.5,0,448.5,44.1,408.1,0,591.5,21.6,465,34.3,41.2,225.7,492.5,1
45019000411,45,019,000411,537,428,1,483,463,1,441,21,471,18,1,495,24,437,1,624,14,489,50,42,226,544,3
45019000412,45,019,000412,334,389,0,290,425,1,245,16,435,21,0,311,19,392,0,528,26,452,49,16,146,472,4
45019000413,45,019,000413,422.3,419.1,0,359.8,462.5,1,322.6,6.1,479.4,16.2,0,384.1,18.2,428.1,1,553.5,14.2,485.5,37.2,15.3,163.9,519.6,1
45019000414,45,019,000414,316,382,0,271,420,0,237,12,432,18,0,278,22,392,0,517,11,428,32,26,143,453,0
45019000415,45,019,000415,597.8,419.4,1,538.4,459.3,1,489.7,25.1,457.9,21.3,0.9,550.3,45.9,413.1,0,602.5,28,486.9,32,39.4,278.2,531.7,1.1
45019000417,45,019,000417,619.6,448.8,1,551,504.5,1,524.4,18.2,495.5,23.1,0,590.2,26.2,446.6,1,651.4,28.4,503.8,28.6,50.9,282.5,530.1,1
45019000419,45,019,000419,620,367,1,560,413,3,499,29,413,25,0,567,32,382,1,585,26,428,35,45,273,486,1
45019000420,45,019,000420,602,313,1,552,357,0,498,20,356,30,0,571,30,316,1,517,19,377,24,53,269,435,1
45019000422,45,019,000422,622.6,350.3,1,549.1,408.6,0,483.9,19.2,433.5,27.1,1,580.3,34.2,361.2,0,552.4,30.1,444.6,42.3,33.3,282.4,499,1
45019000440,45,019,000440,315.5,395,0,297.5,406.5,0,274,6.7,401.7,17,0,306.9,20.8,380.1,0.9,477.1,10.4,415.8,22.5,36.9,104.6,439.4,0.9
45019000441,45,019,000441,522.6,292.3,0,509.5,305.4,0,486.4,9.1,308.4,16,0,517.5,13.1,287.3,0,400.8,7,315.4,15,61.3,147.5,340.6,1
45019000442,45,019,000442,1052,889,4,985,935,3,889,40,937,50,0,989,34,899,3,1261,42,1005,52,111,402,1074,6
45019000443,45,019,000443,1037,911,1,938,985,1,858,56,979,47,0,947,53,930,0,1251,41,1008,74,98,410,1091,3
45019000444,45,019,000444,548.7,513.9,0.1,527.3,528.7,1,497,21.1,527.9,16.2,1,537,25.4,496,0,633.7,11.1,538.3,12.2,73.2,158.8,573.9,1.1
45019000445,45,019,000445,389.5,230.4,0,365.8,244.2,0,352.8,9.9,247.3,6.9,0,362.9,16.8,233.3,1,321.4,14.8,240.5,8.9,52.3,96,276.9,1
45019000460,45,019,000460,458.9,144.1,3,456.7,152.2,1,451.7,3,154.2,4,0,441.9,6,153.1,0,209.2,5,152.3,4,65.8,69.1,165.3,0
45019000461,45,019,000461,311.3,189.6,0,301.3,195.7,0,295.3,9,192.7,5,0,300.2,8,194.7,0,226.9,7,202.6,4,49.3,40.3,210.7,1
45019000462,45,019,000462,480.8,300.9,0,468.8,310.9,0,446.8,16,311.9,10,1,465.8,25,291.9,0,367.8,11,314.9,3,82,80,335.9,1
45019000463,45,019,000463,402.8,801.9,1,348.2,844.2,0,326.2,10.3,848,16.7,0,375.5,22.9,797.2,0,929.1,5.4,850.6,11,46.5,138.2,868.6,0
45019000464,45,019,000464,725,219,1,729,214,0,726,17,200,13,0,724,23,204,0,311,8,214,5,103,113,242,3
45019000465,45,019,000465,282,287,0,267,297,0,271,6,284,7,0,277,11,278,0,341,3,302,3,42,67,304,0
45019000466,45,019,000466,449.9,656.8,1,414.4,685.1,0,391.8,14.2,678,19.4,0,438.6,24.5,644.4,0,771.9,15.3,698.3,15.6,53.9,117.6,728.9,1
45019000501,45,019,000501,193,92,0,177,101,0,162,4,109,5,0,188,13,82,0,143,8,108,14,12,58,128,0
45019000502,45,019,000502,479,182,0,427,227,0,408,7,212,18,1,443,13,198,1,358,19,243,39,34,209,280,1
45019000503,45,019,000503,599.9,150.4,1,595.2,153.8,0,574.8,17.1,142.2,15.1,1,585.9,22.1,142.3,1,275.8,26.1,165.2,16.5,88.8,194.8,172.6,3
45019000504,45,019,000504,438,373,1,359,440,1,316,15,439,21,3,412,15,379,0,540,16,457,29,24,187,483,1
45019000505,45,019,000505,454,299,1,381,364,0,329,7,392,16,1,419,19,315,0,466,16,387,30,12,169,450,0
45019000506,45,019,000506,346.9,490.4,0,279.2,543.9,0,250.7,12.3,533.8,18.2,0,340.4,18.4,469.3,0,619.3,19.2,560,29.5,24.5,129.4,587.5,1
45019000507,45,019,000507,561.5,508.4,0,487.7,561.5,0,445.4,33.4,546.7,20.6,0,510.3,37.4,502.5,3,686.3,14.8,568.3,46.2,46.2,223.2,619.5,1
45019000508,45,019,000508,333,54,0,311,74,0,300,12,63,7,0,314,13,61,1,125,12,75,10,39,94,85,1
45019000509,45,019,000509,587,49,1,570,61,0,552,17,53,16,0,561,27,50,1,162,26,65,11,80,175,74,6
45019000510,45,019,000510,417,247,1,389,268,3,364,24,251,15,3,404,34,227,1,350,28,270,21,42,140,308,4
45019000511,45,019,000511,287.1,315.6,0,243.8,343.2,0,210.2,10.9,363.8,9.9,1,282.1,12.9,308.7,0,438.2,11.9,371.8,36.5,15.2,103.2,393.4,3
45019000512,45,019,000512,345,345,0,288,382,0,255,16,389,19,0,315,27,336,0,475,12,404,41,24,123,442,0
45019000513,45,019,000513,361.5,340.4,3,310,373.8,0,295.6,15.2,366.9,12.2,0,336.3,30.2,319.4,0,466.2,9.2,374.8,35.4,24.5,151.7,413.3,0
45019000514,45,019,000514,499,395,1,469,407,4,439,17,397,21,3,481,34,369,1,528,19,404,42,57,185,437,6
45019000515,45,019,000515,436,89,0,432,89,1,411,11,93,8,1,418,18,86,0,205,20,104,11,72,123,125,6
45019000516,45,019,000516,327.2,289.4,1,293.4,311.3,1,274.5,7,305.4,18.9,1,320.3,14.9,269.5,1,410.8,23.9,323.2,23.9,23.9,160.1,330.2,1
45019000517,45,019,000517,448.8,538.6,4,403.6,567.7,3,352.5,14,578.6,30.1,1,423.7,33.1,528.5,1,706.2,15.1,580.8,39.1,35.1,162.9,638.8,3
45019000518,45,019,000518,684,193,1,658,214,1,631,21,208,13,1,671,23,182,1,332,31,216,20,90,214,243,3
45019000519,45,019,000519,145.7,23,0,143.7,27.9,0,142.7,4,25,0,0,143.7,6,22,0,50.9,5,26.9,4,27.9,26.9,31.9,1
45019000520,45,019,000520,645.5,376.1,3,601.9,411.7,3,550.5,25.7,413.7,24.7,0,614.8,26.7,378,3,597.8,29.7,423.6,48.5,68.3,245.4,466.1,4
45019000521,45,019,000521,272.5,202.6,0,241,230.2,1,216.4,8.8,235.1,14.8,0,256.7,10.8,202.6,1,310.8,13.8,229.2,23.6,27.5,102.3,259.7,0
45019000522,45,019,000522,288.4,261.6,1,252,292.9,0,232.5,15.2,284,12.2,0,262.1,22.2,263.6,0,355.8,8.3,297.1,16.5,34.7,104.4,320.5,1
45019000523,45,019,000523,280.4,137.4,0,250.4,157.4,1,244.3,5,155.4,6,0,261.4,10,144.4,0,245.5,19,158.4,29,38,100.2,187.5,3
45019000524,45,019,000524,372,177,0,359,185,3,340,9,185,11,3,369,20,161,1,272,24,185,29,54,148,207,3
45019000525,45,019,000525,411,131,3,395,146,3,364,15,149,8,3,383,15,141,3,258,27,145,25,61,167,165,8
45019000526,45,019,000526,391.3,303.7,0,390.3,299.7,0,348.5,19.9,298.7,18.9,0,367.4,36.8,285.8,0,419.2,9,309.7,29.9,45.8,131.4,357.5,1
45019000527,45,019,000527,1108,800.1,2.7,1061,827.5,2.7,967.2,47.7,806.9,63.9,0,1063.7,56.6,781.5,0.9,1196.8,40.6,874.9,77.6,144.5,407.3,951.7,1
45019000528,45,019,000528,766.6,550.7,0.3,729,577.9,1.3,681.8,29.7,575.4,23.6,1,739.3,40.8,534.4,1.1,775.1,31.8,590.6,45.2,103.3,250.8,641.7,6.1
45019000529,45,019,000529,873.1,688.5,1,805.7,749.9,0,708.5,40.7,738,55.5,1,808.6,36.8,699.3,0,1001.9,46.6,761.8,82.3,79.4,311.5,852.1,7.9
45019000530,45,019,000530,464,296,0,441,317,0,396,22,311,25,0,433,19,301,0,450,24,338,26,50,198,367,1
45019000531,45,019,000531,280,283,0,261,299,0,249,9,288,17,0,271,11,278,0,354,9,290,29,33,117,310,0
45019000532,45,019,000532,338,375,4,311,396,0,259,30,398,18,0,326,32,361,0,512,11,394,34,45,140,440,0
45019000533,45,019,000533,146,223,0,130,236,0,111,9,233,15,0,134,14,222,0,268,7,242,12,16,59,246,3
45019000534,45,019,000534,509,676,1,455,717,3,417,19,717,27,1,485,23,677,0,866,23,744,42,41,201,772,4
45019000535,45,019,000535,443,591,0,392,619,0,333,21,632,29,0,379,39,606,0,752,11,632,39,49,166,681,0
45019000536,45,019,000536,425.8,520.2,0,399.3,539.9,0,370.1,28.3,525.2,14.6,0,399.5,39.9,501.7,0,643.4,21.4,540.8,53.6,44.9,169.7,578,1
45019000537,45,019,000537,851.6,755.3,1,782.9,810.5,0,724.8,25.2,805.7,30,0,796.4,36.8,765,2.9,1069.8,22.2,817.3,68.7,91,299,917.9,1
45019000601,45,019,000601,366.8,19.3,0,368.7,13.4,0,365.5,9.2,8.4,4.1,0,360.5,17.2,9.4,0,56.2,9.2,12.5,4.1,57.8,62.2,21.5,1
45019000602,45,019,000602,155.9,12.6,0,157.8,11.6,0,156.9,1,8.7,1.9,0,151.1,8.7,8.7,0,39.7,2.9,10.7,0,31,29,14.5,0
45019000603,45,019,000603,323,440,1,298,461,0,275,20,452,16,0,304,32,425,0,549,7,465,17,49,108,480,3
45019000604,45,019,000604,518,54,1,508,62,0,511,7,56,5,0,505,19,53,0,133,12,57,7,104,102,64,0
45019000605,45,019,000605,624.6,57,0,625.6,56,0,624.6,5,55,4,0,628.6,5,52,1,124.1,16,56,0,100.1,111.1,61,1
45019000606,45,019,000606,559.4,24,0,563.4,23,0,559.4,6,24,2,0,562.4,10,21,0,98.9,11,24,6,88.9,103.9,33,1
45019000607,45,019,000607,424.1,42.8,0,424.1,41.8,0,410.1,18.9,36.8,2,0,409.2,19.9,40.8,0,102.5,4,42.8,1,77.7,64.7,46.8,0
45019000608,45,019,000608,320.5,137.3,0,285.6,170.2,0,267.7,18.9,148.3,17.9,0,288.6,22.9,142.3,0,241.9,14.9,171.2,15.9,36.8,126.4,201.1,1
45019000609,45,019,000609,536.5,202.7,1,500.4,230.8,3,454.3,26.1,227.7,25.1,1,495.4,36.1,204.7,0,360.1,31.1,251.8,39.1,50.2,232.6,268,3
45019000610,45,019,000610,460,101,0,446,113,0,432,16,111,10,0,433,24,104,0,195,7,108,9,84,117,116,0
45019000611,45,019,000611,305,171,0,280,195,0,268,6,192,11,0,282,19,169,0,283,14,213,14,20,134,246,1
45019000612,45,019,000612,333,210,4,314,231,0,269,14,228,25,0,297,18,226,0,332,16,241,22,19,146,290,0
45019000613,45,019,000613,270,43,0,264,45,1,259,7,39,7,0,261,11,40,0,72,8,41,4,43,39,47,0
45019000614,45,019,000614,242,81,0,229,89,0,213,10,88,6,0,233,4,83,0,142,11,105,11,24,97,112,0
45019000615,45,019,000615,434.9,69.2,0,432.9,70.2,0,420.9,14.1,63.2,8,0,423.8,18.1,63.2,0,125.5,3,73.2,5,65.3,80.3,72.2,0
45019000616,45,019,000616,326,80,0,315,89,1,316,5,79,7,0,322,8,78,0,162,11,89,16,42,100,106,1
45019000617,45,019,000617,210.6,26.6,0,219.4,19.7,0,207.6,10.8,16.7,3.9,0,212.6,5.9,19.7,0,57.1,1,18.7,3,33.5,49.2,28.5,0
