GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDSMI,G18GOVRMCM,G18GOVOWRI,G18SOSDWHI,G18SOSRHAM,G18SOSOWRI,G18TREDGLE,G18TREWGLE,G18TRERLOF,G18TREAWOR,G18TREOWRI,G18ATGDANA,G18ATGWANA,G18ATGRWIL,G18ATGOWRI,G18COMRECK,G18COMOWRI,G18SPIRMIT,G18SPIOWRI,G18AGRUNEL,G18AGRGEDM,G18AGRRWEA,G18AGROWRI
45049000010,45,049,000010,160,75,0,155,71,0,154,1,68,6,0,154,1,72,0,84,0,77,0,13,14,81,0
45049000011,45,049,000011,194,21,0,192,23,0,186,4,25,1,0,191,4,25,0,43,0,27,0,29,14,27,0
45049000013,45,049,000013,444,191.1,1,443,192.1,0,433.2,10.8,176.4,12.7,2,440,11.8,185.2,1,234.2,9.8,197,0,85.3,46.1,195,0
45049000014,45,049,000014,10,54,0,7,55,0,8,1,53,1,0,7,0,57,0,59,0,57,0,1,1,59,0
45049000015,45,049,000015,26,22,0,22,23,0,22,1,20,0,0,24,0,21,0,25,0,22,0,4,4,22,0
45049000016,45,049,000016,32,123,1,20,136,0,24,2,129,1,0,20,4,133,0,144,0,139,0,1,6,143,0
45049000017,45,049,000017,126,159,1,109,173,0,111,8,159,5,0,115,4,163,0,176,0,164,1,21,10,172,0
45049000018,45,049,000018,274,161,2,269,166,0,266,4,163,5,0,264,7,164,0,194,0,167,0,34,30,174,0
45049000019,45,049,000019,47,97,0,42,101,0,43,2,91,4,0,39,4,99,0,108,0,102,0,14,3,103,0
45049000021,45,049,000021,203,22,0,201,23,0,203,0,20,2,0,203,1,22,0,32,0,22,0,22,16,24,0
45051000101,45,051,000101,234,611,4,226,622,0,215,17,611,5,0,222,15,608,0,656,4,625,3,25,45,625,1
45051000102,45,051,000102,61,289,0,60,290,0,57,4,286,3,0,57,4,292,0,306,1,296,1,11,15,299,1
45051000103,45,051,000103,60,7,0,60,7,0,59,1,7,0,0,59,2,7,0,10,3,7,0,6,4,9,1
45051000104,45,051,000104,173,684,1,167,692,0,151,10,685,12,0,156,9,690,0,747,2,705,4,23,30,714,3
45051000105,45,051,000105,243,407,1,236,416,0,234,5,403,3,0,235,9,409,0,438,5,413,1,40,30,416,4
45051000106,45,051,000106,620.6,1054.2,2,585.6,1083.2,3,565.6,28,1066.2,16,2,592.6,28,1048.2,1,1199.1,22,1104.2,11,59,161.9,1119.2,4
45051000107,45,051,000107,144,645,1,133,653,0,124,15,639,9,0,128,15,646,0,685,3,660,1,25,43,655,0
45051000108,45,051,000108,446,874,0,413,904,0,378,21,904,17,0,413,18,878,2,1010,25,937,11,64,112,957,3
45051000109,45,051,000109,684.7,1411.5,0.7,652.8,1441.6,0.7,623.3,22.4,1427.1,28.1,0.7,658.1,43.9,1401.7,1.5,1580.4,27.1,1472.1,7.9,65.4,172.2,1506.5,5.8
45051000110,45,051,000110,513,828,1,479,860,2,464,27,837,14,1,464,37,837,5,970,32,866,22,72,154,882,7
45051000111,45,051,000111,374,609,0,357,628,0,351,18,610,11,0,352,26,614,0,729,18,636,4,52,111,662,7
45051000112,45,051,000112,215.5,627.9,1,196.4,643,1,190.9,12.7,629.1,8.2,0,201.3,11.3,636.5,0,680.5,2.9,651.6,1,28.3,44,661.4,1.7
45051000113,45,051,000113,256,709,0,232,734,0,216,19,725,6,0,235,22,708,1,778,6,741,1,39,57,741,4
45051000114,45,051,000114,393,854,0,371,877,0,350,6,884,4,0,368,12,872,0,936,5,900,3,29,82,912,0
45051000115,45,051,000115,291.3,351,0,269.4,369.9,1,257.5,10.9,355.9,12.9,2,265.5,18.9,354.9,0,423.5,18.9,367.9,23.9,33.8,113.3,385.8,3
45051000116,45,051,000116,376,54,1,374,56,0,370,8,50,2,0,369,8,51,0,76,5,55,0,31,31,58,3
45051000117,45,051,000117,337.1,150.7,0,335.1,154.7,0,333.1,9.9,144.8,2,0,336.1,5,146.7,1,193.3,13.9,153.7,0,46.6,51.6,156.7,7.9
45051000118,45,051,000118,48,182,0,43,184,0,44,6,178,1,0,42,5,181,0,193,0,183,2,7,9,189,0
45051000119,45,051,000119,306,554,1,288,567,1,276,16,562,8,1,278,17,565,1,625,16,586,8,34,101,576,5
45051000120,45,051,000120,128,490,0,123,490,0,119,4,482,8,0,124,6,485,0,518,3,491,1,23,17,495,4
45051000121,45,051,000121,537.2,1057,0.7,486.9,1102.1,0.1,479.5,28.1,1072.8,13.7,0,497.1,43.4,1051.2,0,1196.6,25.5,1103.3,8.8,68.3,171.2,1119.9,6.5
45051000122,45,051,000122,82.5,402.3,0,67.5,416.2,1,68.3,5.2,405.3,5,0,67.2,5.3,413.2,1,434,3.1,423.2,0,10.6,12.1,424.6,0.1
45051000123,45,051,000123,327.4,384.8,0,321.4,391.7,0,304.6,12.9,388.7,7.9,0,316.5,12.9,388.7,0,444.1,3,399.6,1,37.6,63.3,399.6,0
45051000124,45,051,000124,537.7,1342.7,0.1,472.9,1394,1.2,446.5,13.2,1398.1,17.7,1.2,488.8,16.6,1364.2,1.2,1500.5,23.2,1411.5,13,40,163.6,1443.8,4.8
45051000125,45,051,000125,346.3,821.1,0,322.5,835.8,0,318.1,8.2,826.8,9.3,0,335.7,8.3,820.4,0,903.4,8.4,849.9,2.1,22.6,97.7,859.5,1.1
45051000126,45,051,000126,241.2,352.6,1.9,221,369,0,208.5,7.7,366.1,9.6,0,223.9,9.6,362.2,0,416,12.5,367,2.9,16.3,81.7,385.3,5.8
45051000127,45,051,000127,196.7,389.2,0,169.2,412,0,156.9,4.8,412.8,5.7,0.9,176.8,12.4,398.6,0,466.3,8.6,429,1.9,22,53.4,438.6,2.8
45051000128,45,051,000128,437.7,764.1,0.9,429.4,776.2,0,423.8,22.3,752.1,11.1,0,424.7,26.9,753.9,0,837.4,19.5,773.4,0.9,81.6,73.3,783.6,4.6
45051000129,45,051,000129,356,843,0,327,870,0,305,14,871,10,0,323,20,851,0,938,6,872,4,42,72,896,1
45051000130,45,051,000130,455,605,0,437,620,1,403,23,611,18,1,419,26,617,0,743,36,641,24,49,158,639,7
45051000131,45,051,000131,747.1,1104.1,2,729.1,1126.2,1,686.1,28.1,1114.1,27,1,721.1,30.1,1100.1,2,1299.6,25.1,1151.2,11,92.4,217.6,1179.2,7.1
45051000132,45,051,000132,505,845,0,472,862,0,430,37,860,21,0,460,36,847,1,992,32,892,12,51,180,897,11
45051000133,45,051,000133,430,768.9,0.7,409.7,785.3,0,388.7,22.3,770.2,17,0.7,405.8,18.4,770.9,0.7,878.4,22.9,807,6.6,57,125.2,816.8,3.3
45051000135,45,051,000135,586,1051,1,550,1086,4,523,29,1063,25,1,567,35,1041,0,1204,21,1106,11,77,180,1111,1
45051000136,45,051,000136,291,587,1,272,605,0,265,24,576,15,0,262,28,582,0,653,7,606,4,42,66,610,2
45051000137,45,051,000137,26.5,65.8,0,19.6,73.6,0,21.6,0,68.7,2.9,0,23.6,2,67.7,0,75.6,0,71.7,0,3.9,5.9,71.7,0
45051000138,45,051,000138,309,784,0,286,806,0,277,11,790,15,0,301,18,775,0,874,13,815,7,32,92,834,2
45051000139,45,051,000139,148.7,567.2,0,124.7,589.4,0,121,5.5,577.4,10.2,0,128.4,10.2,577.4,0.9,616.2,7.4,591.2,0.9,6.5,51.7,600.5,0
45051000140,45,051,000140,342.9,592.2,0,332.3,600.9,0,315.9,14.5,591.2,11.6,0,339.1,9.7,582.5,0,665.6,8.7,608.6,1,29,100.5,627.9,1
45051000141,45,051,000141,257.7,463.8,0,241.6,475.6,0,227.7,11.9,466.5,13.1,0,237.1,23,456.2,0.1,523.9,6.8,474.1,4.1,28.5,62.3,488.4,1
45051000142,45,051,000142,371,739,0,349,757,1,327,22,744,16,2,347,26,737,1,829,23,775,10,37,129,769,4
45051000143,45,051,000143,130.8,333.5,1,127.8,332.5,0,120.8,7,334.5,4,0,130.8,5,329.5,0,355.5,2,331.5,1,11,20,339.5,0
45051000145,45,051,000145,165,559,0,151,571,0,143,7,557,8,0,152,9,559,0,602,2,575,3,20,41,575,0
45051000147,45,051,000147,265.3,469.8,1,243.4,488.7,1,232.4,13,483.7,5,1,250.3,10,474.8,1,523.6,3,493.7,2,29.9,54.9,492.7,1
45051000148,45,051,000148,75,515,0,74,515,0,74,10,497,11,0,76,13,502,1,537,1,514,1,17,34,508,1
45051000149,45,051,000149,87,112,0,85,114,0,83,2,115,0,0,82,4,114,0,130,3,119,0,17,10,121,1
45051000150,45,051,000150,76.7,172.7,0,68.6,180.8,0,65.4,4.8,175.9,3.2,0,68.6,3.2,176.8,1.6,204.2,4.8,184,4,6.5,31.5,188.1,0
45051000151,45,051,000151,712,789.8,2,690.4,809.6,0,665.8,35.5,783.5,19.2,0,683.2,40.3,779.4,0,939.6,30.7,824.9,12.2,110.4,153,833.5,2.2
45051000152,45,051,000152,55.4,295.2,0,50.5,297.2,0,49.5,1.9,296.2,1.9,0,54.4,2.9,293.3,0,309.8,1,299.1,0,8.7,11.7,303,0
45051000153,45,051,000153,316.1,473.2,0.9,306.5,481,0,295.1,5.4,473.9,13.1,0,307.1,4.7,477.3,0.9,552.6,6.4,490.8,7.9,30.3,89.4,506.4,0.9
45051000154,45,051,000154,496.8,768.1,0.5,472.8,789.3,0,441.8,16.3,791,18,0,474.4,20.7,771.9,0,886.8,22.3,811.1,14.7,27.8,159.6,832.4,0.6
45051000157,45,051,000157,179,684,1,166,692,1,154,12,682,9,1,168,13,679,0,725,1,694,3,24,47,697,0
45051000158,45,051,000158,321.5,550.2,0,296.6,572.1,1,275.6,21,557.1,17,0,292.6,27,552.1,0,646,25.9,572.1,10,50.9,122.8,589.1,7
45051000159,45,051,000159,436,446,1,429,448,0,430,10,441,8,0,423,15,447,0,512,8,455,2,58,64,462,1
45051000160,45,051,000160,288,610,0,279,616,0,263,22,599,12,0,284,16,601,0,676,8,633,0,29,82,638,2
45051000161,45,051,000161,449,1072,1,440,1076,0,418,17,1070,20,0,437,25,1060,0,1158,16,1092,3,49,105,1106,2
45051000162,45,051,000162,378,887,0,338,926,0,326,16,911,15,0,348,11,900,1,983,8,932,1,23,83,948,1
45051000163,45,051,000163,164,326,1,163,324,0,153,7,326,4,1,153,11,322,0,353,7,328,0,12,35,345,2
45051000164,45,051,000164,234,575,2,214,595,0,205,12,584,7,0,207,13,587,0,642,8,603,3,34,49,608,1
45051000165,45,051,000165,403.6,749.8,1.9,378.4,773,1,372.6,14.5,756.6,11.6,1,391,19.4,754.6,1,869.8,15.5,797.2,8.7,61,125.8,809.8,1.9
45051000166,45,051,000166,55,555,0,40,567,0,40,5,551,4,1,43,7,560,1,577,2,566,3,6,18,565,0
45051000168,45,051,000168,159,448.1,0,137.1,466.1,0,135,11,454.1,4,0,136.1,10,456.1,0,494.1,6,470.1,1,20,28,470.1,1
45051000169,45,051,000169,45,246,0,39,250,0,35,2,250,5,0,39,3,250,0,261,0,256,0,7,16,257,0
45051000170,45,051,000170,177.8,342.4,0,169.7,347.5,0.7,158.7,5.9,343.1,8.8,0,169.7,7.3,339.4,0,388.6,6.6,354.1,3.7,21.3,50,365.9,0
45051000171,45,051,000171,247,361,1,234,371,2,218,8,363,16,1,226,14,365,0,419,14,374,13,27,96,380,0
45051000172,45,051,000172,336,534,0,308,557,1,290,15,554,9,0,303,19,553,0,643,19,579,4,29,113,592,4
45051000173,45,051,000173,307.2,704.1,0,275.2,717.1,0,256.2,8,728.1,7,0,280.2,13,717.1,0,788.1,21,739.1,10,38,91,764.1,2
45051000174,45,051,000174,297,627,0,277,649,0,263,16,634,12,1,273,22,634,0,717,11,655,3,40,76,662,4
45051000175,45,051,000175,564.2,780,0.9,548.1,795.2,0,537.7,10.4,785.7,15.2,0,545.3,23.7,777.2,0,878.5,6.6,800.9,8.5,58.7,87.1,827.4,0
45051000176,45,051,000176,355,423,1,363,417,1,331,19,421,10,0,340,22,417,2,496,16,425,5,49,79,443,1
45051000177,45,051,000177,233.7,404.2,5,203.6,437.3,1,191.6,13,424.3,10,0,210.7,11,416.2,0,483.4,9,439.3,20,28.1,79.1,444.3,1
45051000179,45,051,000179,369.4,845.7,1,343.1,870.9,0,341,20.2,844.8,15.2,0,349,22.4,845.6,0,942.5,13.2,878.1,10.1,39.5,116.7,894.5,2
45051000180,45,051,000180,361.6,1023.9,0,337.9,1041.9,0,323,7.7,1040,10.7,0,345,19.7,1019.5,0,1105.2,6.8,1048.6,7.6,27.7,103.9,1081.4,1.4
45051000181,45,051,000181,300,586,0,269,615,0,259,18,596,11,0,268,16,597,0,687,9,627,6,35,96,637,1
45051000182,45,051,000182,369,548,0,310,603,0,293,10,609,5,0,321,9,583,0,673,16,615,3,30,98,640,5
45051000183,45,051,000183,247,230,2,239,237,0,231,8,230,9,0,231,12,230,0,285,13,245,5,27,82,256,2
45051000184,45,051,000184,594,1212,0,558,1246,0,520,42,1230,16,2,569,27,1215,1,1377,23,1263,8,79,183,1293,4
45051000185,45,051,000185,49.9,220.9,0,46.9,219.9,0,45.7,6.2,212,3,0,45.7,8.2,218.9,0,235.5,2,217.9,2,12.2,17.5,221.2,0
45051000186,45,051,000186,34,259,0,29,261,0,29,4,256,2,0,32,1,255,0,268,1,260,0,6,7,263,0
45051000187,45,051,000187,45,360,0,40,364,0,42,3,359,2,0,39,3,363,0,372,1,365,1,12,9,363,0
45051000188,45,051,000188,352.4,30.9,0,358.2,28,0,351.3,7.9,28,1,0,352.4,3,30.9,0,48,3,32.1,0,22.8,17.1,36,0
45051000189,45,051,000189,326,252,1,328,254,0,323,11,241,7,0,319,11,247,0,298,9,266,5,32,49,265,4
45051000190,45,051,000190,523.6,69.3,0,526.6,70.3,0,523.6,7.9,63.4,2,0,522.6,8.9,66.3,0,112.8,7.9,72.2,0,48.5,37.6,85.1,2
45051000191,45,051,000191,226.5,282.5,0,221.3,289.7,0,204.2,13.2,285.5,7.2,0,221.2,8.2,283.6,0,330.3,6.1,289.9,1,37.3,36.8,307.9,1
45051000192,45,051,000192,145,344.3,0,134,352.4,0,127.1,18.2,339.1,5.8,0,132.9,12.9,343.3,0.4,384.3,6.3,359.1,3.1,24.7,44.2,358.2,2
45051000193,45,051,000193,441,730,0,440,734,0,417,16,729,12,0,433,18,721,0,824,9,761,2,49,104,763,1
45051000194,45,051,000194,306.3,873.5,0,283.9,888.6,4,258.2,14.2,886.7,16.3,2,281.3,22.6,877,1,949.5,13.4,901.6,8.1,25.1,89.8,911.1,4.2
45051000195,45,051,000195,276.6,388,0,263.6,398,0,256.7,15.9,381,11.9,0,264.6,13.9,386,0,448.7,10.9,402,3,40.8,93.5,401,1
45051000196,45,051,000196,317.4,304,0,304.4,313,1,301.3,15.1,292,9.1,1,295.4,22.1,300,0,353.3,13.1,313,3,44.2,69.5,315,0
45051000197,45,051,000197,583,990.5,4.3,549.3,1023.3,0.9,533.7,26,1001.7,17.3,0,557.1,40.7,985.3,0,1134.9,28.6,1037.2,5.2,78.7,173.9,1047.6,3.5
45051000198,45,051,000198,142.5,544.5,1,131.7,557.3,0,124.8,11.8,544.5,8.8,0,128.8,12.8,549.4,0,588.7,6.9,564.1,1,18.7,43.2,567.1,1
45051000199,45,051,000199,218.9,420.2,0.5,208.9,427.8,0,190.9,13.3,418.4,11.4,0,200.9,16.6,417.4,0,482.3,9.9,434.9,3.8,28.9,77.7,439.2,0.9
45051000200,45,051,000200,199.4,530,1,185.2,538.2,2,170.1,12.2,537.9,6.2,0,187.2,16.1,531,1,584,11.2,551.3,4.1,28.6,64.2,555.4,1
45051000201,45,051,000201,534,1100,4,502,1131,2,468,27,1122,15,1,495,31,1110,1,1273,24,1160,23,75,176,1162,6
45051000202,45,051,000202,248.4,475.1,0.5,237.3,483.6,0,216.9,15,473,12.9,0,228.3,18.7,471.9,0,545.3,11.5,491.7,4.3,32.9,88,496.5,1.1
45051000204,45,051,000204,429,805,0,388,831,1,359,19,827,18,0,378,22,825,0,935,13,839,11,47,156,870,1
45051000205,45,051,000205,215,431,0,197,444,0,192,6,435,6,0,197,12,428,1,489,6,459,3,29,67,456,2
45051000206,45,051,000206,349,908,0,320,934,0,303,22,919,11,0,324,24,902,0,1010,15,933,8,48,95,943,0
45051000207,45,051,000207,408.7,933.3,1,389.7,951.2,2,363.7,17,945.3,16,0,390.7,27,924.3,1,1033.2,18,974.2,8,44,109.9,980.2,10
45051000208,45,051,000208,256,280,1,250,289,0,249,8,280,3,0,244,9,285,0,317,2,289,1,30,37,284,1
45051000210,45,051,000210,201.5,528.9,0.9,184.8,541.2,1.8,173.3,9.7,535,6.2,1.8,184.8,5.3,534.1,1.8,572.9,9.7,553.5,7.9,23.8,57.2,550,6.2
45051000211,45,051,000211,257.2,504.5,1,248.3,515.4,0,239.3,10.9,501.5,13.9,0,248.3,11.9,505.5,0,562.1,9.9,517.4,4,31.8,60.6,527.3,1
45051000212,45,051,000212,588.4,316.5,0,585.4,318.5,0,580.4,7.9,317.5,0,0,578.5,9.9,319.5,0,361.2,8.9,326.4,1,71.4,44.6,327.4,5
45051000213,45,051,000213,177.6,158.4,0,160.3,177.6,0,147.8,9.6,177.6,3.8,0,158.4,5.8,173.8,0,213.1,14.4,183.4,3.8,22.1,38.4,193.9,3.8
45051000214,45,051,000214,329.9,185.6,4.1,333.1,188.6,0,331.7,5.8,180.7,3.9,0,327.9,7.2,181.8,0,210.8,2.5,191.5,2.1,31.6,28.1,196.4,0.4
45051000215,45,051,000215,50,288,0,42,293,1,39,6,286,4,1,43,9,285,1,297,2,290,0,8,11,292,0
45051000216,45,051,000216,561.1,1020,1,519.2,1054.8,0.3,516.2,18.1,1024.4,19.1,0,527.2,32.6,1019,0,1175.5,20.4,1065.3,11.3,69.6,145.8,1089.5,0
45051000217,45,051,000217,238,564.3,2,225.1,572.1,1,208.3,11.6,573.8,10.3,1,218.4,17.8,569.7,0,624.9,8.2,586.5,4.2,16,64.2,593.5,1
45051000218,45,051,000218,403.9,1027.7,0,385.3,1044.3,0,370.6,12.7,1037.6,7,0,392,16.5,1017.5,0,1121.2,5.1,1053,4.8,40.8,104.3,1073.3,0.1
45051000219,45,051,000219,501.8,1097.2,0.1,475.5,1123.2,0,453.3,12.3,1115.8,18.6,0,478.4,26,1103.1,0.4,1227.4,13.8,1145.7,6.5,54,133.2,1172,2.7
45051000220,45,051,000220,637.1,1081.6,1.8,602.6,1115.2,0.9,572.6,15.4,1109.8,17.3,1.8,609,18.2,1102.5,0.9,1243.4,17.3,1143.4,12.7,69.1,156.3,1173.4,3.6
45051000221,45,051,000221,343,666,4,304,702,0,298,11,687,14,0,315,12,677,2,771,8,719,6,35,93,726,2
45051000222,45,051,000222,460.2,698.6,0.2,427,729.7,0.1,402.8,20,718.6,17.1,0.2,431,20.5,707.8,0.1,829.8,13.2,743.4,6.6,56,131.9,760.8,1.4
45051000223,45,051,000223,251.4,444.8,0,244.4,447.8,0,243.4,12,436.8,5,0,248.4,10,438.8,0,487.9,2,452.8,0,39,53.1,457.8,0
45051000224,45,051,000224,375.6,763.1,0,354.6,785.1,0,335.6,18,774.1,13,0,352.6,15,774.1,0,880.9,11,809,10,44,127.8,811,1
45051000225,45,051,000225,392,651,0,381,666,0,366,14,653,15,0,400,11,640,0,741,6,676,1,55,83,689,1
45051000226,45,051,000226,460,766,0,418,806,0,398,20,783,22,0,418,22,785,1,903,13,816,10,50,131,830,0
45051000227,45,051,000227,261.4,322.8,0,259.4,323.8,0,249.7,10.7,314.1,5.8,0,247.8,18.4,314.1,1,396.3,15.5,338.2,5.8,41.6,99.7,340.2,1
45051000228,45,051,000228,321.6,514.4,0,309.6,526.4,0,291.7,13,517.4,14,0,305.6,17,512.4,0,603.3,10,538.4,4,42,99.9,559.3,0
45051000229,45,051,000229,692.7,1091.6,2,680.8,1099.6,1,637.1,32.8,1083.7,30.8,1,671.8,31.8,1081.7,1,1250.4,54.6,1124.4,14.9,98.2,220.3,1130.3,6
45051000230,45,051,000230,221.8,396.6,0.3,211.3,405.1,0,200.5,11.5,397.3,8.8,0.3,209.3,9.5,397.6,0.3,453.1,11.8,416.2,3.4,29.4,64.6,421.3,1.7
45051000231,45,051,000231,138.9,214.5,0.2,132.4,220.2,0,124,4.4,220.4,5.1,0,132.8,5.5,215.6,0,247.8,6,226.2,4.1,8.1,44.3,232.2,0.2
45051000232,45,051,000232,328.8,505.3,0.4,313.8,518.5,0,294.4,10.2,518.4,12.1,0,314.7,12.8,507.9,0.1,584.5,13.9,532.5,9.5,20.3,104.3,546.7,0.4
45051000233,45,051,000233,130.3,381.9,0,121.5,388.6,0,115.9,2.8,388,3.9,0,124.2,7.2,380.2,0,411.6,2.5,391.1,2.8,9.7,38.6,403.3,0.6
45051000234,45,051,000234,168.2,339.2,0.3,160.4,346.2,0.3,153.1,6,342.4,7.3,0.3,161.7,11.4,335.1,0.5,380.4,7.3,353.8,1.8,15.1,41.1,362.1,1.6
45053000101,45,053,000101,205,76,0,206,76,0,203,7,74,0,0,204,4,75,0,98,0,81,0,22,14,77,0
45053000102,45,053,000102,202,143,1,195,149,0,191,5,134,15,3,188,7,151,0,179,4,151,4,33,40,149,3
45053000103,45,053,000103,246.2,389.1,1,233.2,398.1,0,236.2,7,385.1,3,0,227.2,8,392.1,1,428.2,8,400.1,1,35,43,394.1,1
45053000104,45,053,000104,714.3,331.5,0,711.2,335.5,2,691.2,18,322.5,12,0,695.2,18,329.5,0,428.5,15,346.5,1,124.1,93,337.5,3
45053000105,45,053,000105,133,321,2,127,329,0,126,11,309,6,0,125,8,320,2,345,1,325,1,18,25,330,0
45053000106,45,053,000106,308.3,265.2,0.7,288.4,281,0,286,15.4,258.9,7.6,0.7,290.4,7.8,274,0,329.2,5.1,279.8,4.1,53.3,53.4,282.5,2.8
45053000107,45,053,000107,293.1,141.9,1,294.1,139.9,0,287,8.2,136.9,3,0,283.2,8.1,141.8,0,174.9,8.1,145.1,0,49,39.2,146.1,1
45053000108,45,053,000108,636.5,282.9,0,637.5,281.9,0.9,624.2,15.1,277.2,2.9,0,632.6,10.4,276.3,0.9,352.9,11.4,290.5,0.9,80.5,85.1,290.5,2.8
45053000109,45,053,000109,81.8,89.5,0.3,78.7,92.6,0.3,76.2,2.1,92.1,1.3,0,78.2,3.3,89.5,0,113.2,1.5,96.5,0.5,14.9,24.7,96,0.3
45053000110,45,053,000110,358.4,37,1,355.3,38,0,353.3,6,34,3,0,349.3,7,39,0,61,5,40,1,42,35,36,1
45053000111,45,053,000111,169.7,300.5,1,154.8,313.5,0,151.8,5,303.5,8,0,154.8,3,313.5,0,342.5,5,319.5,2,35.9,31,317.5,0
45053000112,45,053,000112,265.8,208.8,1,256.8,217.8,0,254.8,7,205.9,8,0,257.8,7,211.8,0,250.8,9,218.8,0,53,59,213.8,1
45053000113,45,053,000113,238,136,0,236,137,0,233,2,134,5,0,236,1,133,1,167,2,136,0,52,31,130,1
45053000114,45,053,000114,139,247,2,130,252,0,133,7,239,5,0,127,7,251,0,271,3,253,4,27,35,246,0
45053000115,45,053,000115,598.2,946.6,0,577.2,962.8,0,559.1,10.5,948.5,13.3,0,566.8,8.6,967.5,0,1114.2,7.6,984.7,66.6,64.8,208.6,1003.7,1.9
45053000116,45,053,000116,134.3,118.3,0.3,125.2,125.5,0,124.2,6.9,115.4,3.5,0.3,126.1,3.5,122.3,0,146.8,2.2,124.9,1.9,23.5,23.5,126.1,1.2
45053000117,45,053,000117,266,305.9,0.7,256,315.6,0.7,247.7,6.5,313.4,4.4,0,254,10.1,306.9,0,382.6,4.8,327.8,4.9,46.3,81.7,327.3,0.8
45055000101,45,055,000101,203.6,384.5,0,170,407.2,0,169,6.9,398.3,8.9,0,178.9,17.8,382.5,0,442.8,3,413.2,3,30.6,38.5,421.1,0
45055000102,45,055,000102,170,288,0,159,294,0,151,7,290,10,0,156,14,287,0,336,1,303,0,31,39,300,1
45055000103,45,055,000103,327,417,1,312,426,2,301,12,414,12,0,305,15,415,2,497,4,447,3,57,35,455,0
45055000105,45,055,000105,122.3,433,1,108.3,443.1,0,108.2,7.1,431,5.1,1,110.3,8.1,431,0,462.7,3,447,2.1,17.6,28.4,443.3,1
45055000107,45,055,000107,468.2,329.4,0,426.2,365.4,2,434.2,7,340.4,12,0,433.2,14,348.4,0,436.2,13,379.3,4,87.8,85.8,383.3,8
45055000108,45,055,000108,96,80,0,89,87,1,83,4,85,2,0,94,10,76,0,115,1,96,3,11,33,90,0
45055000109,45,055,000109,359.4,383.5,1,269,451.8,0,243,10.1,455.7,8.1,0,300.1,22.2,411.5,0,532.2,5,487.8,3,41.4,66.4,496.9,1
45055000111,45,055,000111,288.8,352.4,3.2,225.7,401.3,0,198.4,13.9,401.1,16.2,1,240.5,28.1,371.5,0.2,490.8,5.6,431.5,3.2,35.9,69.3,445.4,1
45055000112,45,055,000112,219.4,113.7,0,212.4,122.7,1,210.4,8,112.7,5,0,206.4,12,119.7,0,157.6,6,128.6,0,32.9,49.9,127.6,0
45055000113,45,055,000113,139.1,109.3,0,113.3,126.2,0,103.3,6,125.2,4,0,128.2,12.9,105.3,0,161,5,132.1,1,21.9,34.8,135.1,0
45055000115,45,055,000115,256,458,0,241,464,0,236,16,449,9,0,238,21,454,0,520,3,471,2,35,49,484,0
45055000117,45,055,000117,391,400.8,0,356.4,434.4,0,346.5,6.9,427.5,11.8,0,353.4,24.7,411.7,0,515.4,11.8,462,1,47.4,67.1,468,3
45055000119,45,055,000119,349.2,606,0,315.3,635.9,1,307.3,14.8,619.1,13.9,0,329,18,605.1,0,718.5,6,642.1,5.9,54.7,79.5,657.9,4
45055000121,45,055,000121,112.9,150.7,1,98.7,162.8,0,98.7,2,154.8,9,0,106.8,10.1,150.7,0,187,6,162.9,1,16.1,28.2,164.9,5
45055000122,45,055,000122,516.9,819.6,2,467.8,861.7,0,449.7,26,841.8,16,0,480.8,29,830.7,0,1017,11,879.8,16,102.2,128.2,915.8,0
45055000123,45,055,000123,462.1,535.9,1,403.2,586.8,0,381.2,22,568.9,15,0,398.2,34.9,558.9,1,707.6,21,594.8,12,78.8,119.8,611.8,5
45055000124,45,055,000124,334,384,0,298,418,1,283,19,397,13,0,299,21,401,0,510,10,438,0,51,75,457,0
45055000125,45,055,000125,451,578,0,392,626,1,373,22,609,19,0,394,29,601,0,756,15,649,12,85,108,657,3
45055000126,45,055,000126,290.4,466.4,1,263.2,493.6,1,245.1,12.1,483.5,13.1,1,277.2,20.2,463.4,1,567.8,6.2,500.8,6.1,63.2,71.2,514.9,0
45055000127,45,055,000127,338.9,303.1,4,322.8,316.2,0,308.8,18,291.1,22,2,319.8,11.1,311.1,1,405.4,14,325.2,6,70.2,93.2,323.2,3
45055000130,45,055,000130,42,167,0,34,175,0,26,6,169,2,0,35,4,170,0,184,1,181,1,4,11,177,1
45055000131,45,055,000131,96.2,257.6,1,81.7,273.2,1,87.5,2.9,262.5,4.9,0,92.4,7.8,254.7,1,291.7,1,276.1,3.9,10.7,32.1,271.3,0
45055000132,45,055,000132,229,359,0,207,371,1,189,15,370,10,0,210,11,371,0,442,10,392,3,43,69,394,3
45055000133,45,055,000133,347,584,2,282,638,3,282,25,605,14,2,306,27,589,5,730,3,661,9,70,75,652,1
45055000134,45,055,000134,275,661,6,239,693,1,223,15,686,10,1,247,17,670,4,767,12,718,10,45,77,712,4
45055000135,45,055,000135,246.9,561.2,1,191.3,610.7,0,180.2,11.2,601.5,13.2,0,199.5,17.3,593.2,0,671.1,5.1,627.8,5.1,39.9,57.3,637.1,1.1
45055000140,45,055,000140,350,432,0,327,453,1,322,18,436,8,0,339,18,430,0,525,5,460,7,73,58,472,0
45055000143,45,055,000143,288,872,2,244,911,1,239,17,891,13,2,255,14,889,1,991,5,919,9,35,62,945,2
